From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),RF (mm)
2019-12-21 15:00:00,2019-12-21 16:00:00,58.68,84.79,3.46,5.5,8.96,10.67,0.21,,,,,960.0,0.0
2019-12-21 16:00:00,2019-12-21 17:00:00,57.76,85.69,3.83,5.16,8.99,10.39,0.62,,,,,960.0,0.0
2019-12-21 17:00:00,2019-12-21 18:00:00,61.79,84.84,3.53,5.57,9.1,7.95,0.9,,,,,960.0,0.0
2019-12-21 18:00:00,2019-12-21 19:00:00,64.98,94.55,3.4,5.56,8.96,9.04,0.38,,,,,960.0,0.0
2019-12-21 19:00:00,2019-12-21 20:00:00,64.41,99.8,3.68,5.56,9.24,9.7,0.18,,,,,960.0,0.0
2019-12-21 20:00:00,2019-12-21 21:00:00,63.17,91.4,3.78,5.43,9.09,9.16,0.19,,,,,960.0,0.0
2019-12-21 21:00:00,2019-12-21 22:00:00,61.27,90.09,3.61,5.53,9.15,8.15,0.18,,,,,960.0,0.0
2019-12-21 22:00:00,2019-12-21 23:00:00,60.93,96.28,3.56,5.51,9.06,10.02,0.2,,,,,960.0,0.0
2019-12-21 23:00:00,2019-12-22 00:00:00,62.32,100.47,3.62,5.49,9.11,9.84,0.18,,,,,,0.0
2019-12-22 00:00:00,2019-12-22 01:00:00,68.97,107.55,3.6,5.67,9.26,11.14,0.21,,,,,960.0,0.0
2019-12-22 01:00:00,2019-12-22 02:00:00,70.72,108.14,3.82,5.64,9.46,10.68,0.18,,,,,960.0,0.0
2019-12-22 02:00:00,2019-12-22 03:00:00,65.08,102.01,3.74,5.92,9.65,11.08,0.23,,,,,960.0,0.0
2019-12-22 03:00:00,2019-12-22 04:00:00,58.94,93.83,3.53,5.59,9.12,10.93,0.26,,,,,720.0,0.0
2019-12-22 04:00:00,2019-12-22 05:00:00,56.76,91.81,3.56,5.5,9.06,11.13,0.23,,,,,960.0,0.0
2019-12-22 05:00:00,2019-12-22 06:00:00,57.74,93.41,3.37,5.38,8.67,10.46,0.22,,,,,960.0,0.0
2019-12-22 06:00:00,2019-12-22 07:00:00,57.83,93.99,4.14,5.43,9.57,9.13,0.23,,,,,960.0,0.0
2019-12-22 07:00:00,2019-12-22 08:00:00,45.48,89.37,3.67,5.57,9.23,8.37,0.25,,,,,960.0,0.0
2019-12-22 08:00:00,2019-12-22 09:00:00,42.89,77.41,3.3,5.6,8.9,11.34,0.21,,,,,960.0,0.0
2019-12-22 09:00:00,2019-12-22 10:00:00,45.47,72.37,3.75,5.74,9.13,11.78,0.2,,,,,960.0,0.0
2019-12-22 10:00:00,2019-12-22 11:00:00,43.32,75.72,3.85,5.57,9.37,9.09,0.24,,,,,960.0,0.0
2019-12-22 11:00:00,2019-12-22 12:00:00,44.04,72.5,3.58,5.5,9.08,7.79,0.23,,,,,960.0,0.0
2019-12-22 12:00:00,2019-12-22 13:00:00,45.71,73.18,3.42,5.54,8.97,9.4,0.19,,,,,960.0,0.0
2019-12-22 13:00:00,2019-12-22 14:00:00,40.27,76.19,3.51,5.62,9.13,10.69,0.11,,,,,960.0,0.0
2019-12-22 14:00:00,2019-12-22 15:00:00,38.99,74.49,3.31,5.67,8.97,9.59,0.19,,,,,960.0,0.0
2019-12-22 15:00:00,2019-12-22 16:00:00,48.69,68.81,3.42,5.43,8.86,9.84,0.18,,,,,960.0,0.0
2019-12-22 16:00:00,2019-12-22 17:00:00,47.74,68.53,3.59,5.44,9.03,10.09,0.18,,,,,960.0,0.0
2019-12-22 17:00:00,2019-12-22 18:00:00,43.92,68.0,3.44,6.04,9.48,10.03,0.12,,,,,960.0,0.0
2019-12-22 18:00:00,2019-12-22 19:00:00,44.68,65.5,3.85,5.1,8.95,10.34,0.2,,,,,960.0,0.0
2019-12-22 19:00:00,2019-12-22 20:00:00,45.56,79.93,3.35,5.27,8.6,9.63,0.17,,,,,960.0,0.0
2019-12-22 20:00:00,2019-12-22 21:00:00,65.29,111.11,3.48,5.29,8.78,11.27,0.21,,,,,960.0,0.0
2019-12-22 21:00:00,2019-12-22 22:00:00,69.25,113.56,3.62,5.26,8.88,11.52,0.19,,,,,960.0,0.0
2019-12-22 22:00:00,2019-12-22 23:00:00,54.18,91.43,3.6,5.47,9.07,10.92,0.21,,,,,960.0,0.0
2019-12-22 23:00:00,2019-12-23 00:00:00,49.04,85.61,3.69,5.36,9.05,10.45,0.21,,,,,960.0,0.0
2019-12-23 00:00:00,2019-12-23 01:00:00,46.71,81.91,3.86,5.35,9.21,10.01,0.23,,,,,960.0,0.0
2019-12-23 01:00:00,2019-12-23 02:00:00,39.83,72.92,3.77,5.23,9.0,9.66,0.25,,,,,960.0,0.0
2019-12-23 02:00:00,2019-12-23 03:00:00,40.27,74.86,3.65,5.36,9.01,9.68,0.28,,,,,960.0,0.0
2019-12-23 03:00:00,2019-12-23 04:00:00,42.96,88.11,3.29,5.46,8.71,9.24,0.32,,,,,960.0,0.0
2019-12-23 04:00:00,2019-12-23 05:00:00,41.05,96.89,3.64,5.45,9.09,8.77,0.31,,,,,720.0,0.0
2019-12-23 05:00:00,2019-12-23 06:00:00,38.95,90.07,3.62,5.43,9.04,8.83,0.34,,,,,960.0,0.0
2019-12-23 06:00:00,2019-12-23 07:00:00,38.26,76.5,3.68,5.28,8.96,10.77,0.3,,,,,960.0,0.0
2019-12-23 07:00:00,2019-12-23 08:00:00,35.34,70.53,3.91,5.33,9.25,11.3,0.31,,,,,960.0,0.0
2019-12-23 08:00:00,2019-12-23 09:00:00,25.74,66.38,3.69,5.5,9.18,11.59,0.28,,,,,960.0,0.0
2019-12-23 09:00:00,2019-12-23 10:00:00,27.1,66.4,3.65,5.6,9.26,12.36,0.26,,,,,960.0,0.0
2019-12-23 10:00:00,2019-12-23 11:00:00,34.45,68.23,4.31,5.66,9.36,10.48,0.22,,,,,960.0,0.0
2019-12-23 11:00:00,2019-12-23 12:00:00,35.65,65.63,3.58,5.56,9.13,8.89,0.18,,,,,960.0,0.0
2019-12-23 12:00:00,2019-12-23 13:00:00,34.29,63.32,3.41,5.58,8.99,10.03,0.23,,,,,960.0,0.0
2019-12-23 13:00:00,2019-12-23 14:00:00,35.33,62.86,3.32,5.48,8.81,10.54,0.23,,,,,960.0,0.0
2019-12-23 14:00:00,2019-12-23 15:00:00,37.36,63.43,3.49,5.57,9.06,9.39,0.24,,,,,960.0,0.0
2019-12-23 15:00:00,2019-12-23 16:00:00,40.14,71.58,3.55,5.64,9.19,8.82,0.27,,,,,960.0,0.0
2019-12-23 16:00:00,2019-12-23 17:00:00,47.45,86.94,3.54,5.54,9.08,10.09,0.25,,,,,960.0,0.0
2019-12-23 17:00:00,2019-12-23 18:00:00,59.49,117.44,3.23,5.88,9.12,10.4,0.25,,,,,960.0,0.0
2019-12-23 18:00:00,2019-12-23 19:00:00,62.57,139.92,3.83,5.38,8.94,11.06,0.29,,,,,960.0,0.0
2019-12-23 19:00:00,2019-12-23 20:00:00,54.66,125.81,3.47,5.59,9.06,10.48,0.32,,,,,960.0,0.0
2019-12-23 20:00:00,2019-12-23 21:00:00,49.82,105.22,3.3,5.68,8.98,11.51,0.23,,,,,960.0,0.0
2019-12-23 21:00:00,2019-12-23 22:00:00,49.88,95.32,3.82,5.58,9.4,11.79,0.21,,,,,960.0,0.0
2019-12-23 22:00:00,2019-12-23 23:00:00,51.91,89.81,3.55,5.56,9.12,11.19,0.25,,,,,960.0,0.0
2019-12-23 23:00:00,2019-12-24 00:00:00,46.76,84.61,3.95,4.78,8.73,10.29,0.24,,,,,960.0,0.0
2019-12-24 00:00:00,2019-12-24 01:00:00,51.62,79.73,3.55,5.56,9.11,10.61,0.21,,,,,960.0,0.0
2019-12-24 01:00:00,2019-12-24 02:00:00,49.82,79.59,3.35,5.53,8.87,9.84,0.21,,,,,960.0,0.0
2019-12-24 02:00:00,2019-12-24 03:00:00,53.85,81.02,3.55,5.3,8.81,10.43,0.22,,,,,960.0,0.0
2019-12-24 03:00:00,2019-12-24 04:00:00,60.68,82.69,3.44,5.52,8.77,10.72,0.21,,,,,960.0,0.0
2019-12-24 04:00:00,2019-12-24 05:00:00,59.37,84.21,3.3,5.61,8.9,10.78,0.23,,,,,960.0,0.0
2019-12-24 05:00:00,2019-12-24 06:00:00,56.25,93.16,3.71,6.37,10.08,9.92,0.23,,,,,960.0,0.0
2019-12-24 06:00:00,2019-12-24 07:00:00,59.65,99.2,3.37,5.55,8.75,9.08,0.22,,,,,960.0,0.0
2019-12-24 07:00:00,2019-12-24 08:00:00,65.04,97.29,3.62,5.46,9.07,7.67,0.24,,,,,960.0,0.0
2019-12-24 08:00:00,2019-12-24 09:00:00,60.86,98.34,3.43,5.64,9.07,9.04,0.24,,,,,960.0,0.0
2019-12-24 09:00:00,2019-12-24 10:00:00,60.66,100.24,3.43,5.63,9.06,9.8,0.21,,,,,960.0,0.0
2019-12-24 10:00:00,2019-12-24 11:00:00,60.23,100.23,3.36,5.78,9.14,9.29,0.23,,,,,960.0,0.0
2019-12-24 11:00:00,2019-12-24 12:00:00,58.08,97.79,3.56,5.64,8.94,8.03,0.21,,,,,960.0,0.0
2019-12-24 12:00:00,2019-12-24 13:00:00,59.0,87.66,3.3,5.54,8.85,9.74,0.25,,,,,960.0,0.0
2019-12-24 13:00:00,2019-12-24 14:00:00,58.66,85.75,3.4,5.73,9.13,10.6,0.27,,,,,960.0,0.0
2019-12-24 14:00:00,2019-12-24 15:00:00,54.02,88.61,3.26,5.73,8.93,11.67,0.22,,,,,960.0,0.0
2019-12-24 15:00:00,2019-12-24 16:00:00,56.03,88.19,3.44,5.79,9.23,11.2,0.17,,,,,960.0,0.0
2019-12-24 16:00:00,2019-12-24 17:00:00,58.77,99.52,3.57,5.32,8.89,12.8,0.2,,,,,960.0,0.0
2019-12-24 17:00:00,2019-12-24 18:00:00,61.52,107.56,3.48,5.65,9.14,13.03,0.14,,,,,960.0,0.0
2019-12-24 18:00:00,2019-12-24 19:00:00,61.86,99.77,3.46,5.58,9.05,11.76,0.2,,,,,960.0,0.0
2019-12-24 19:00:00,2019-12-24 20:00:00,57.31,88.69,3.29,5.73,9.02,9.72,0.23,,,,,960.0,0.0
2019-12-24 20:00:00,2019-12-24 21:00:00,56.12,101.75,3.55,5.28,8.81,11.36,0.23,,,,,960.0,0.0
2019-12-24 21:00:00,2019-12-24 22:00:00,56.77,117.92,3.75,5.15,8.9,12.23,0.2,,,,,960.0,0.0
2019-12-24 22:00:00,2019-12-24 23:00:00,47.21,106.33,3.21,5.63,8.84,12.17,0.27,,,,,960.0,0.0
2019-12-24 23:00:00,2019-12-25 00:00:00,39.41,93.37,3.31,5.58,8.89,11.33,0.27,,,,,960.0,0.0
2019-12-25 00:00:00,2019-12-25 01:00:00,43.89,93.79,3.66,5.71,9.23,9.18,0.21,,,,,960.0,0.0
2019-12-25 01:00:00,2019-12-25 02:00:00,37.71,88.05,3.13,5.69,8.82,8.45,0.26,,,,,960.0,0.0
2019-12-25 02:00:00,2019-12-25 03:00:00,35.37,80.11,3.28,5.72,9.01,9.32,0.28,,,,,720.0,0.0
2019-12-25 03:00:00,2019-12-25 04:00:00,35.75,81.92,3.38,5.75,9.13,10.59,0.29,,,,,960.0,0.0
2019-12-25 04:00:00,2019-12-25 05:00:00,34.44,87.03,3.39,5.63,9.03,9.59,0.23,,,,,960.0,0.0
2019-12-25 05:00:00,2019-12-25 06:00:00,31.28,78.28,3.33,6.2,9.53,8.47,0.23,,,,,960.0,0.0
2019-12-25 06:00:00,2019-12-25 07:00:00,27.36,69.58,3.25,6.02,9.27,8.3,0.21,,,,,960.0,0.0
2019-12-25 07:00:00,2019-12-25 08:00:00,25.29,63.31,3.49,5.22,8.71,8.62,0.11,,,,,960.0,0.0
2019-12-25 08:00:00,2019-12-25 09:00:00,24.68,61.08,3.45,5.59,9.02,8.96,0.23,,,,,960.0,0.0
2019-12-25 09:00:00,2019-12-25 10:00:00,26.71,61.43,4.28,5.56,9.73,9.88,0.23,,,,,960.0,0.0
2019-12-25 10:00:00,2019-12-25 11:00:00,32.97,64.89,3.42,5.96,9.38,11.11,0.24,,,,,960.0,0.0
2019-12-25 11:00:00,2019-12-25 12:00:00,34.09,72.33,3.03,6.53,9.56,11.36,0.21,,,,,960.0,0.0
2019-12-25 12:00:00,2019-12-25 13:00:00,32.21,79.32,3.22,5.77,8.99,11.67,0.24,,,,,960.0,0.0
2019-12-25 13:00:00,2019-12-25 14:00:00,35.68,88.16,3.17,6.62,9.8,10.74,0.28,,,,,960.0,0.0
2019-12-25 14:00:00,2019-12-25 15:00:00,43.94,101.68,3.41,6.3,9.7,8.99,0.26,,,,,960.0,0.0
2019-12-25 15:00:00,2019-12-25 16:00:00,48.24,113.18,3.33,6.09,9.42,7.56,0.25,,,,,960.0,0.0
2019-12-25 16:00:00,2019-12-25 17:00:00,51.15,119.17,2.33,5.95,6.8,8.88,0.23,,,,,720.0,0.0
2019-12-25 17:00:00,2019-12-25 18:00:00,53.16,123.12,3.04,6.0,9.04,9.78,0.25,,,,,720.0,0.0
2019-12-25 18:00:00,2019-12-25 19:00:00,52.52,114.64,3.21,5.81,9.01,9.8,0.24,,,,,960.0,0.0
2019-12-25 19:00:00,2019-12-25 20:00:00,48.76,102.39,3.13,5.75,8.88,9.44,0.2,,,,,960.0,0.0
2019-12-25 20:00:00,2019-12-25 21:00:00,52.4,91.09,2.95,5.89,8.84,10.49,0.24,,,,,960.0,0.0
2019-12-25 21:00:00,2019-12-25 22:00:00,49.65,84.81,3.08,5.96,9.04,10.87,0.22,,,,,960.0,0.0
2019-12-25 22:00:00,2019-12-25 23:00:00,35.85,87.17,3.14,5.91,9.05,9.5,0.23,,,,,960.0,0.0
2019-12-25 23:00:00,2019-12-26 00:00:00,37.95,86.72,3.08,5.9,8.98,9.29,0.21,,,,,960.0,0.0
2019-12-26 00:00:00,2019-12-26 01:00:00,59.95,96.49,3.12,5.92,9.04,9.94,0.19,,,,,960.0,0.0
2019-12-26 01:00:00,2019-12-26 02:00:00,57.65,92.87,3.12,5.99,9.11,8.65,0.1,,,,,720.0,0.0
2019-12-26 02:00:00,2019-12-26 03:00:00,48.74,84.44,3.08,5.82,8.9,11.08,0.18,,,,,960.0,0.0
2019-12-26 03:00:00,2019-12-26 04:00:00,41.77,79.11,2.94,5.86,8.62,11.37,0.21,,,,,960.0,0.0
2019-12-26 04:00:00,2019-12-26 05:00:00,40.78,70.9,2.87,5.76,8.58,9.96,0.32,,,,,960.0,0.0
2019-12-26 05:00:00,2019-12-26 06:00:00,34.85,67.1,3.03,6.1,9.12,8.99,0.36,,,,,720.0,0.0
2019-12-26 06:00:00,2019-12-26 07:00:00,35.79,70.2,2.93,6.02,8.96,9.12,0.31,,,,,960.0,0.0
2019-12-26 07:00:00,2019-12-26 08:00:00,37.18,65.94,2.89,6.07,8.96,8.41,0.32,,,,,960.0,0.0
2019-12-26 08:00:00,2019-12-26 09:00:00,34.1,69.27,2.67,6.06,8.69,9.6,0.25,,,,,960.0,0.0
2019-12-26 09:00:00,2019-12-26 10:00:00,35.07,72.12,2.81,6.16,8.96,10.46,0.17,,,,,960.0,0.0
2019-12-26 10:00:00,2019-12-26 11:00:00,34.88,68.49,2.7,5.87,8.56,12.89,0.21,,,,,960.0,0.0
2019-12-26 11:00:00,2019-12-26 12:00:00,28.8,68.85,2.75,6.08,8.83,13.83,0.24,,,,,960.0,0.0
2019-12-26 12:00:00,2019-12-26 13:00:00,29.38,71.23,3.32,7.25,10.57,11.28,0.27,,,,,960.0,0.0
2019-12-26 13:00:00,2019-12-26 14:00:00,42.0,74.64,2.74,6.99,9.74,10.2,0.27,,,,,960.0,0.0
2019-12-26 14:00:00,2019-12-26 15:00:00,47.06,78.35,2.75,6.36,9.12,8.73,0.22,,,,,960.0,0.0
2019-12-26 15:00:00,2019-12-26 16:00:00,45.63,78.08,2.63,6.27,8.9,8.07,0.18,,,,,960.0,0.0
2019-12-26 16:00:00,2019-12-26 17:00:00,44.43,79.34,3.27,6.04,9.31,10.89,0.24,,,,,960.0,0.0
2019-12-26 17:00:00,2019-12-26 18:00:00,44.25,75.86,2.71,6.13,8.85,11.42,0.34,,,,,960.0,0.0
2019-12-26 18:00:00,2019-12-26 19:00:00,45.22,75.87,2.59,6.22,8.81,11.02,0.3,,,,,960.0,0.0
2019-12-26 19:00:00,2019-12-26 20:00:00,43.1,78.36,2.72,6.17,8.88,9.5,0.21,,,,,960.0,0.0
2019-12-26 20:00:00,2019-12-26 21:00:00,43.86,76.04,2.74,6.23,8.97,10.57,0.18,,,,,960.0,0.0
2019-12-26 21:00:00,2019-12-26 22:00:00,48.42,75.79,2.69,6.18,8.87,11.14,0.19,,,,,960.0,0.0
2019-12-26 22:00:00,2019-12-26 23:00:00,49.98,75.78,2.64,6.22,8.86,8.93,0.26,,,,,960.0,0.0
2019-12-26 23:00:00,2019-12-27 00:00:00,53.87,74.82,2.65,6.28,8.94,8.15,0.27,,,,,960.0,0.0
2019-12-27 00:00:00,2019-12-27 01:00:00,46.39,73.95,2.6,6.27,8.87,8.28,0.23,,,,,960.0,0.0
2019-12-27 01:00:00,2019-12-27 02:00:00,39.73,72.45,2.53,6.22,8.75,7.82,0.22,,,,,960.0,0.0
2019-12-27 02:00:00,2019-12-27 03:00:00,44.64,75.08,2.62,6.25,8.87,11.07,0.24,,,,,960.0,0.0
2019-12-27 03:00:00,2019-12-27 04:00:00,50.61,77.68,2.64,6.38,9.02,12.27,0.26,,,,,960.0,0.0
2019-12-27 04:00:00,2019-12-27 05:00:00,40.27,72.9,2.59,6.33,8.92,12.93,0.24,,,,,960.0,0.0
2019-12-27 05:00:00,2019-12-27 06:00:00,39.22,68.26,2.64,6.38,9.02,13.04,0.21,,,,,960.0,0.0
2019-12-27 06:00:00,2019-12-27 07:00:00,43.86,72.08,2.6,6.37,8.96,11.78,0.28,,,,,960.0,0.0
2019-12-27 07:00:00,2019-12-27 08:00:00,41.53,75.52,2.53,6.43,8.96,9.8,0.27,,,,,720.0,0.0
2019-12-27 08:00:00,2019-12-27 09:00:00,45.92,77.94,2.39,6.57,8.96,11.55,0.27,,,,,960.0,0.0
2019-12-27 09:00:00,2019-12-27 10:00:00,48.01,81.89,2.45,6.64,9.09,11.89,0.2,,,,,960.0,0.0
2019-12-27 10:00:00,2019-12-27 11:00:00,34.96,62.97,2.5,6.41,8.91,13.06,0.17,,,,,960.0,0.0
2019-12-27 11:00:00,2019-12-27 12:00:00,13.42,66.63,2.38,6.46,8.84,12.48,0.14,,,,,720.0,0.0
2019-12-27 12:00:00,2019-12-27 13:00:00,24.35,77.1,2.38,6.47,8.86,12.07,0.15,,,,,960.0,0.0
2019-12-27 13:00:00,2019-12-27 14:00:00,32.33,78.99,2.57,6.27,8.85,11.83,0.09,,,,,960.0,0.0
2019-12-27 14:00:00,2019-12-27 15:00:00,38.11,65.8,3.14,5.9,9.04,9.53,0.2,,,,,960.0,0.0
2019-12-27 15:00:00,2019-12-27 16:00:00,48.22,63.51,3.41,5.75,9.16,9.49,0.18,,,,,960.0,0.0
2019-12-27 16:00:00,2019-12-27 17:00:00,47.27,67.17,3.34,5.58,8.92,12.47,0.25,,,,,960.0,0.0
2019-12-27 17:00:00,2019-12-27 18:00:00,47.0,62.7,3.3,5.64,8.95,12.18,0.31,,,,,960.0,0.0
2019-12-27 18:00:00,2019-12-27 19:00:00,49.95,57.5,3.27,5.74,9.01,11.62,0.27,,,,,960.0,0.0
2019-12-27 19:00:00,2019-12-27 20:00:00,46.72,58.1,3.31,5.74,9.05,10.13,0.29,,,,,960.0,0.0
2019-12-27 20:00:00,2019-12-27 21:00:00,48.89,62.43,3.43,5.75,9.18,10.46,0.25,,,,,960.0,0.0
2019-12-27 21:00:00,2019-12-27 22:00:00,52.39,76.38,3.36,5.65,9.01,10.13,0.21,,,,,960.0,0.0
2019-12-27 22:00:00,2019-12-27 23:00:00,56.27,98.91,2.61,5.72,6.72,10.98,0.24,,,,,720.0,0.0
2019-12-27 23:00:00,2019-12-28 00:00:00,60.88,120.0,2.24,5.72,6.05,10.25,0.26,,,,,,0.0
2019-12-28 00:00:00,2019-12-28 01:00:00,71.42,148.95,3.39,5.75,9.14,8.76,0.23,,,,,960.0,0.0
2019-12-28 01:00:00,2019-12-28 02:00:00,75.16,142.42,3.28,5.86,9.14,8.12,0.26,,,,,960.0,0.0
2019-12-28 02:00:00,2019-12-28 03:00:00,74.14,136.51,3.41,5.83,9.25,10.67,0.27,,,,,960.0,0.0
2019-12-28 03:00:00,2019-12-28 04:00:00,65.82,117.38,3.16,5.84,9.01,10.43,0.29,,,,,960.0,0.0
2019-12-28 04:00:00,2019-12-28 05:00:00,62.3,106.95,3.3,5.78,9.07,10.97,0.26,,,,,960.0,0.0
2019-12-28 05:00:00,2019-12-28 06:00:00,63.68,99.12,2.9,5.66,8.56,11.2,0.28,,,,,960.0,0.0
2019-12-28 06:00:00,2019-12-28 07:00:00,57.0,87.87,2.72,5.79,8.5,11.21,0.28,,,,,960.0,0.0
2019-12-28 07:00:00,2019-12-28 08:00:00,50.84,80.78,3.17,5.87,9.04,10.54,0.3,,,,,960.0,0.0
2019-12-28 08:00:00,2019-12-28 09:00:00,52.35,82.41,2.94,5.68,8.62,9.69,0.26,,,,,960.0,0.0
2019-12-28 09:00:00,2019-12-28 10:00:00,58.28,88.6,3.0,5.97,8.97,9.46,0.19,,,,,960.0,0.0
2019-12-28 10:00:00,2019-12-28 11:00:00,55.7,87.25,2.98,5.95,8.93,8.79,0.18,,,,,960.0,0.0
2019-12-28 11:00:00,2019-12-28 12:00:00,50.31,79.74,3.16,6.67,9.83,7.85,0.16,,,,,960.0,0.0
2019-12-28 12:00:00,2019-12-28 13:00:00,53.73,79.72,3.32,5.95,9.27,10.41,0.2,,,,,960.0,0.0
2019-12-28 13:00:00,2019-12-28 14:00:00,62.83,87.19,3.16,5.87,9.03,10.74,0.2,,,,,960.0,0.0
2019-12-28 14:00:00,2019-12-28 15:00:00,71.25,91.71,3.13,5.85,8.97,9.27,0.21,,,,,960.0,0.0
2019-12-28 15:00:00,2019-12-28 16:00:00,75.05,92.9,3.11,5.94,9.05,9.43,0.14,,,,,960.0,0.0
2019-12-28 16:00:00,2019-12-28 17:00:00,83.52,98.88,3.29,5.78,9.07,9.04,0.2,,,,,960.0,0.0
2019-12-28 17:00:00,2019-12-28 18:00:00,93.52,107.03,3.04,5.83,8.87,8.1,0.28,,,,,960.0,0.0
2019-12-28 18:00:00,2019-12-28 19:00:00,101.78,125.86,3.32,5.9,9.23,9.58,0.39,,,,,960.0,0.0
2019-12-28 19:00:00,2019-12-28 20:00:00,112.79,150.67,2.94,5.79,8.73,10.82,0.59,,,,,960.0,0.0
2019-12-28 20:00:00,2019-12-28 21:00:00,129.74,185.67,3.13,5.7,8.75,9.53,0.32,,,,,960.0,0.0
2019-12-28 21:00:00,2019-12-28 22:00:00,127.81,199.05,3.19,5.84,9.03,9.51,0.22,,,,,960.0,0.0
2019-12-28 22:00:00,2019-12-28 23:00:00,100.68,164.78,3.21,5.84,9.06,9.86,0.24,,,,,720.0,0.0
2019-12-28 23:00:00,2019-12-29 00:00:00,77.9,133.67,3.28,5.88,9.16,9.58,0.25,,,,,,0.0
2019-12-29 00:00:00,2019-12-29 01:00:00,71.32,103.77,3.14,5.9,9.04,7.77,0.23,,,,,960.0,0.0
2019-12-29 01:00:00,2019-12-29 02:00:00,70.45,114.8,3.2,5.71,8.83,8.17,0.24,,,,,960.0,0.0
2019-12-29 02:00:00,2019-12-29 03:00:00,61.54,103.18,3.29,5.85,9.07,10.48,0.23,,,,,960.0,0.0
2019-12-29 03:00:00,2019-12-29 04:00:00,55.2,91.65,3.09,5.94,9.02,10.55,0.25,,,,,960.0,0.0
2019-12-29 04:00:00,2019-12-29 05:00:00,47.39,88.54,3.08,5.92,9.01,10.26,0.18,,,,,960.0,0.0
2019-12-29 05:00:00,2019-12-29 06:00:00,43.34,84.1,2.3,5.79,6.65,10.27,0.05,,,,,720.0,0.0
2019-12-29 06:00:00,2019-12-29 07:00:00,44.61,78.42,3.4,5.54,8.93,16.08,0.22,,,,,720.0,0.0
2019-12-29 07:00:00,2019-12-29 08:00:00,45.8,78.7,2.31,5.97,6.79,19.62,0.31,,,,,720.0,0.0
2019-12-29 08:00:00,2019-12-29 09:00:00,38.08,78.99,2.26,6.0,6.77,15.09,0.25,,,,,,0.0
2019-12-29 09:00:00,2019-12-29 10:00:00,40.76,76.83,2.94,6.01,8.96,11.06,0.21,,,,,720.0,0.0
2019-12-29 10:00:00,2019-12-29 11:00:00,38.95,78.65,2.86,6.01,8.87,11.92,0.28,,,,,960.0,0.0
2019-12-29 11:00:00,2019-12-29 12:00:00,33.62,75.05,3.04,6.41,9.46,11.4,0.3,,,,,960.0,0.0
2019-12-29 12:00:00,2019-12-29 13:00:00,37.53,72.68,3.0,6.12,9.12,11.38,0.26,,,,,960.0,0.0
2019-12-29 13:00:00,2019-12-29 14:00:00,44.37,71.78,3.02,5.99,9.01,11.78,0.2,,,,,960.0,0.0
2019-12-29 14:00:00,2019-12-29 15:00:00,48.81,70.14,3.08,6.03,9.12,11.6,0.21,,,,,960.0,0.0
2019-12-29 15:00:00,2019-12-29 16:00:00,58.22,74.01,3.25,6.4,9.66,12.35,0.18,,,,,960.0,0.0
2019-12-29 16:00:00,2019-12-29 17:00:00,66.93,81.69,3.0,6.13,9.13,8.47,0.18,,,,,720.0,0.0
2019-12-29 17:00:00,2019-12-29 18:00:00,67.06,87.58,2.89,6.03,8.91,5.96,0.17,,,,,960.0,0.0
2019-12-29 18:00:00,2019-12-29 19:00:00,73.46,90.61,3.01,6.05,9.06,8.15,0.19,,,,,960.0,0.0
2019-12-29 19:00:00,2019-12-29 20:00:00,77.44,92.82,2.99,5.92,8.91,8.06,0.17,,,,,960.0,0.0
2019-12-29 20:00:00,2019-12-29 21:00:00,79.71,93.92,3.59,6.01,9.52,12.02,0.23,,,,,960.0,0.0
2019-12-29 21:00:00,2019-12-29 22:00:00,72.51,95.56,3.19,5.7,8.88,12.67,0.21,,,,,960.0,0.0
2019-12-29 22:00:00,2019-12-29 23:00:00,62.08,104.03,3.01,6.05,9.06,11.65,0.23,,,,,960.0,0.0
2019-12-29 23:00:00,2019-12-30 00:00:00,54.71,108.88,3.1,5.94,9.04,10.88,0.24,,,,,960.0,0.0
2019-12-30 00:00:00,2019-12-30 01:00:00,41.12,108.57,3.13,6.08,9.21,12.51,0.2,,,,,720.0,0.0
2019-12-30 01:00:00,2019-12-30 02:00:00,39.35,94.45,3.13,6.06,9.19,10.44,0.21,,,,,960.0,0.0
2019-12-30 02:00:00,2019-12-30 03:00:00,40.56,91.5,2.98,6.07,9.04,11.48,0.28,,,,,720.0,0.0
2019-12-30 03:00:00,2019-12-30 04:00:00,43.5,86.58,2.69,6.0,8.66,12.35,0.3,,,,,720.0,0.0
2019-12-30 04:00:00,2019-12-30 05:00:00,46.01,76.25,3.16,5.62,8.77,10.27,0.26,,,,,960.0,0.0
2019-12-30 05:00:00,2019-12-30 06:00:00,42.79,70.89,3.02,6.14,9.11,8.46,0.24,,,,,960.0,0.0
2019-12-30 06:00:00,2019-12-30 07:00:00,38.08,67.92,2.83,6.18,9.02,11.44,0.18,,,,,960.0,0.0
2019-12-30 07:00:00,2019-12-30 08:00:00,35.25,67.89,2.9,6.23,9.12,12.49,0.06,,,,,960.0,0.0
2019-12-30 08:00:00,2019-12-30 09:00:00,32.0,66.66,3.87,5.95,9.27,10.82,0.17,,,,,960.0,0.0
