From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),RF (mm),AT (degree C)
2020-06-19 16:00:00,2020-06-19 17:00:00,36.67,190.75,3.27,7.93,6.88,56.85,8.6,,160.09,,,,,,,,,,,,,
2020-06-19 17:00:00,2020-06-19 18:00:00,36.5,217.25,3.7,8.95,7.75,55.15,8.03,,157.9,,,,,,,,,,,,,
2020-06-19 18:00:00,2020-06-19 19:00:00,39.0,229.67,4.12,10.9,9.2,54.42,6.47,,148.58,,,,,,,,,,,,,
2020-06-19 19:00:00,2020-06-19 20:00:00,42.5,195.25,4.35,12.97,10.43,52.45,6.15,,129.33,,,,,,,,,,,,,
2020-06-19 20:00:00,2020-06-19 21:00:00,43.0,175.25,3.67,11.98,9.38,45.77,6.62,,116.83,,,,,,,,,,,,,
2020-06-19 21:00:00,2020-06-19 22:00:00,36.5,138.0,4.17,11.28,9.4,39.52,7.12,,98.36,,,,,,,,,,,,,
2020-06-19 22:00:00,2020-06-19 23:00:00,26.33,99.0,4.5,11.12,9.6,34.55,7.2,,95.1,,,,,,,,,,,,,
2020-06-19 23:00:00,2020-06-20 00:00:00,27.25,80.75,4.47,10.95,9.48,30.58,7.9,,86.2,,,,,,,,,,,,,
2020-06-20 00:00:00,2020-06-20 01:00:00,29.33,84.0,4.95,12.53,10.65,27.85,7.78,,69.56,,,,,,,,,,,,,
2020-06-20 01:00:00,2020-06-20 02:00:00,31.5,85.5,5.33,13.65,11.57,26.38,8.15,,55.99,,,,,,,,,,,,,
2020-06-20 02:00:00,2020-06-20 03:00:00,28.0,72.5,4.8,12.8,10.67,24.9,7.6,,45.7,,,,,,,,,,,,,
2020-06-20 03:00:00,2020-06-20 04:00:00,27.25,65.75,4.57,11.18,9.65,23.5,5.2,,43.73,,,,,,,,,,,,,
2020-06-20 04:00:00,2020-06-20 05:00:00,28.75,59.25,4.1,8.68,7.95,22.17,3.6,,43.36,,,,,,,,,,,,,
2020-06-20 05:00:00,2020-06-20 06:00:00,22.5,53.0,3.62,8.23,7.33,21.6,3.5,,43.55,,,,,,,,,,,,,
2020-06-20 06:00:00,2020-06-20 07:00:00,23.67,57.25,3.75,9.2,7.97,21.77,3.75,,41.07,,,,,,,,,,,,,
2020-06-20 07:00:00,2020-06-20 08:00:00,23.5,52.25,20.0,23.7,31.7,29.7,,,26.64,,,,,,,,,,,,,
2020-06-20 08:00:00,2020-06-20 09:00:00,25.5,54.5,3.9,9.35,8.12,26.83,8.03,,89.04,,,,,,,,,,,,,
2020-06-20 09:00:00,2020-06-20 10:00:00,28.33,65.75,3.42,9.45,7.8,29.5,9.65,,79.08,,,,,,,,,,,,,
2020-06-20 10:00:00,2020-06-20 11:00:00,25.5,92.0,2.53,6.78,5.62,32.1,8.35,,119.04,,,,,,,,,,,,,
2020-06-20 11:00:00,2020-06-20 12:00:00,9.0,86.5,2.12,6.22,5.03,37.57,6.03,,127.64,,,,,,,,,,,,,
2020-06-20 12:00:00,2020-06-20 13:00:00,9.0,63.5,2.58,9.0,6.9,40.95,6.03,,122.03,,,,,,,,,,,,,
2020-06-20 13:00:00,2020-06-20 14:00:00,8.0,52.5,2.45,6.97,5.7,41.8,4.97,,135.98,,,,,,,,,,,,,
2020-06-20 14:00:00,2020-06-20 15:00:00,5.0,40.25,2.67,4.8,4.7,42.05,4.1,,149.73,,,,,,,,,,,,,
2020-06-20 15:00:00,2020-06-20 16:00:00,3.0,49.0,2.42,5.57,4.93,40.95,5.9,,157.02,,,,,,,,,,,,,
2020-06-20 16:00:00,2020-06-20 17:00:00,7.0,59.0,2.05,7.47,5.62,41.8,5.08,,175.32,,,,,,,,,,,,,
2020-06-20 17:00:00,2020-06-20 18:00:00,18.25,94.75,1.4,7.25,4.97,39.75,5.1,,172.42,,,,,,,,,,,,,
2020-06-20 18:00:00,2020-06-20 19:00:00,30.0,122.0,0.88,10.8,6.47,36.57,6.53,,153.66,,,,,,,,,,,,,
2020-06-20 19:00:00,2020-06-20 20:00:00,63.75,151.0,0.7,14.97,8.53,37.75,6.8,,134.55,,,,,,,,,,,,,
2020-06-20 20:00:00,2020-06-20 21:00:00,41.75,154.5,0.62,14.98,8.45,36.75,9.62,,112.35,,,,,,,,,,,,,
2020-06-20 21:00:00,2020-06-20 22:00:00,46.0,172.5,0.57,16.45,9.18,31.3,10.8,,92.97,,,,,,,,,,,,,
2020-06-20 22:00:00,2020-06-20 23:00:00,34.5,173.0,0.55,20.35,11.27,28.6,11.65,,71.88,,,,,,,,,,,,,
2020-06-20 23:00:00,2020-06-21 00:00:00,39.75,169.0,0.67,16.33,9.23,28.9,11.2,,78.05,,,,,,,,,,,,,
2020-06-21 00:00:00,2020-06-21 01:00:00,51.0,128.5,0.68,11.98,6.93,26.73,9.2,,69.89,,,,,,,,,,,,,
2020-06-21 01:00:00,2020-06-21 02:00:00,45.5,114.0,0.85,13.43,7.88,27.75,8.88,,63.7,,,,,,,,,,,,,
2020-06-21 02:00:00,2020-06-21 03:00:00,51.25,119.0,1.35,9.43,6.08,25.62,8.68,,67.56,,,,,,,,,,,,,
2020-06-21 03:00:00,2020-06-21 04:00:00,31.0,74.67,2.28,7.47,5.82,24.32,9.45,,64.84,,,,,,,,,,,,,
2020-06-21 04:00:00,2020-06-21 05:00:00,,49.67,3.07,7.43,6.48,22.68,9.6,,54.94,,,,,,,,,,,,,
2020-06-21 05:00:00,2020-06-21 06:00:00,22.0,47.75,4.0,9.68,8.4,26.88,9.0,,50.27,,,,,,,,,,,,,
2020-06-21 06:00:00,2020-06-21 07:00:00,25.0,51.5,4.42,9.95,8.9,32.55,8.4,,48.93,,,,,,,,,,,,,
2020-06-21 07:00:00,2020-06-21 08:00:00,14.33,42.67,20.4,25.0,32.7,44.9,,,70.33,,,,,,,,,,,,,
2020-06-21 08:00:00,2020-06-21 09:00:00,15.67,53.25,4.83,10.9,9.7,53.18,8.5,,102.53,,,,,,,,,,,,,
2020-06-21 09:00:00,2020-06-21 10:00:00,25.75,62.33,4.55,10.45,9.27,49.28,8.72,,81.98,,,,,,,,,,,,,
2020-06-21 10:00:00,2020-06-21 11:00:00,27.0,70.25,3.73,8.88,7.75,42.45,9.5,,90.0,,,,,,,,,,,,,
2020-06-21 11:00:00,2020-06-21 12:00:00,23.5,57.0,2.78,7.55,6.25,43.15,9.4,,98.68,,,,,,,,,,,,,
2020-06-21 12:00:00,2020-06-21 13:00:00,18.0,43.5,2.35,8.0,6.18,44.3,8.55,,98.51,,,,,,,,,,,,,
2020-06-21 13:00:00,2020-06-21 14:00:00,17.5,49.0,2.15,6.5,5.23,44.85,9.18,,113.25,,,,,,,,,,,,,
2020-06-21 14:00:00,2020-06-21 15:00:00,22.0,52.33,1.88,6.18,4.78,46.7,10.2,,131.71,,,,,,,,,,,,,
2020-06-21 15:00:00,2020-06-21 16:00:00,21.33,57.67,1.78,7.18,5.28,47.75,12.7,,152.85,,,,,,,,,,,,,
2020-06-21 16:00:00,2020-06-21 17:00:00,20.5,69.0,1.58,7.1,5.05,49.38,11.22,,162.36,,,,,,,,,,,,,
2020-06-21 17:00:00,2020-06-21 18:00:00,26.0,74.5,1.23,7.95,5.25,48.47,9.55,,158.8,,,,,,,,,,,,,
2020-06-21 18:00:00,2020-06-21 19:00:00,26.75,74.0,0.83,10.17,6.08,46.93,8.7,,146.59,,,,,,,,,,,,,
2020-06-21 19:00:00,2020-06-21 20:00:00,31.25,77.0,0.57,11.38,6.55,43.35,8.82,,139.78,,,,,,,,,,,,,
2020-06-21 20:00:00,2020-06-21 21:00:00,38.25,97.5,0.77,10.48,6.17,40.3,9.45,,130.15,,,,,,,,,,,,,
2020-06-21 21:00:00,2020-06-21 22:00:00,33.0,93.0,1.5,9.38,6.2,34.65,9.32,,116.31,,,,,,,,,,,,,
2020-06-21 22:00:00,2020-06-21 23:00:00,20.25,71.75,2.0,9.47,6.67,30.15,9.05,,101.99,,,,,,,,,,,,,
2020-06-21 23:00:00,2020-06-22 00:00:00,18.5,61.25,1.73,9.53,6.47,28.27,7.8,,84.91,,,,,,,,,,,,,
2020-06-22 00:00:00,2020-06-22 01:00:00,20.5,59.0,1.9,9.9,6.83,26.4,7.27,,69.07,,,,,,,,,,,,,
2020-06-22 01:00:00,2020-06-22 02:00:00,25.0,58.0,2.25,10.05,7.17,25.58,6.0,,60.84,,,,,,,,,,,,,
2020-06-22 02:00:00,2020-06-22 03:00:00,29.5,56.5,2.45,9.8,7.18,24.35,4.55,,51.8,,,,,,,,,,,,,
2020-06-22 03:00:00,2020-06-22 04:00:00,24.75,55.75,2.23,10.42,7.38,23.52,1.03,,40.34,,,,,,,,,,,,,
2020-06-22 04:00:00,2020-06-22 05:00:00,23.25,53.0,2.12,7.6,5.75,22.25,,,52.61,,,,,,,,,,,,,
2020-06-22 05:00:00,2020-06-22 06:00:00,22.5,44.33,2.08,7.03,5.43,22.05,,,34.53,,,,,,,,,,,,,
2020-06-22 06:00:00,2020-06-22 07:00:00,29.0,62.67,1.7,9.57,6.5,22.62,0.35,,23.28,,,,,,,,,,,,,
2020-06-22 07:00:00,2020-06-22 08:00:00,38.33,75.25,19.3,25.2,31.8,33.8,,,,,,,,,,,,,,,,
2020-06-22 08:00:00,2020-06-22 09:00:00,43.75,79.5,3.12,10.18,7.93,28.8,6.33,,,,,,,,,,,,,,,
2020-06-22 09:00:00,2020-06-22 10:00:00,37.67,77.5,3.02,10.15,7.83,27.33,6.3,,60.11,,,,,,,,,,,,,
2020-06-22 10:00:00,2020-06-22 11:00:00,33.0,66.0,2.8,9.47,7.3,40.65,7.1,,84.41,,,,,,,,,,,,,
2020-06-22 11:00:00,2020-06-22 12:00:00,29.0,59.33,2.58,8.97,6.9,108.55,9.78,,116.28,,,,,,,,,,,,,
2020-06-22 12:00:00,2020-06-22 13:00:00,22.67,53.67,2.8,7.32,6.17,88.62,9.7,,140.53,,,,,,,,,,,,,
2020-06-22 13:00:00,2020-06-22 14:00:00,26.25,63.0,2.6,7.38,6.07,71.92,10.3,,159.79,,,,,,,,,,,,,
2020-06-22 14:00:00,2020-06-22 15:00:00,27.25,68.33,2.35,8.38,6.35,74.43,8.6,,163.07,,,,,,,,,,,,,
2020-06-22 15:00:00,2020-06-22 16:00:00,27.0,71.0,1.73,6.9,5.08,68.3,6.65,,181.47,,,,,,,,,,,,,
2020-06-22 16:00:00,2020-06-22 17:00:00,24.25,78.75,1.3,5.47,3.95,60.25,7.07,,190.96,,,,,,,,,,,,,
2020-06-22 17:00:00,2020-06-22 18:00:00,26.0,78.33,1.02,5.3,3.65,56.92,7.2,,189.1,,,,,,,,,,,,,
2020-06-22 18:00:00,2020-06-22 19:00:00,28.67,80.5,1.05,7.58,4.88,48.95,6.5,,175.26,,,,,,,,,,,,,
2020-06-22 19:00:00,2020-06-22 20:00:00,31.0,87.5,0.98,10.12,6.15,42.08,7.67,,154.56,,,,,,,,,,,,,
2020-06-22 20:00:00,2020-06-22 21:00:00,37.5,100.5,0.95,12.95,7.62,39.02,9.15,,110.95,,,,,,,,,,,,,
2020-06-22 21:00:00,2020-06-22 22:00:00,45.67,111.33,0.8,12.0,7.02,34.55,8.72,,102.87,,,,,,,,,,,,,
2020-06-22 22:00:00,2020-06-22 23:00:00,39.0,97.0,0.8,8.38,5.1,31.25,7.7,,108.7,,,,,,,,,,,,,
2020-06-22 23:00:00,2020-06-23 00:00:00,34.33,90.25,1.3,9.35,6.03,31.2,7.87,,90.77,,,,,,,,,,,,,
2020-06-23 00:00:00,2020-06-23 01:00:00,34.5,91.0,1.62,9.23,6.25,28.3,6.35,,66.03,,,,,,,,,,,,,
2020-06-23 01:00:00,2020-06-23 02:00:00,24.25,67.25,1.82,8.28,5.87,24.75,4.65,,57.22,,,,,,,,,,,,,
2020-06-23 02:00:00,2020-06-23 03:00:00,14.33,46.0,1.9,7.62,5.6,22.57,5.05,,53.88,,,,,,,,,,,,,
2020-06-23 03:00:00,2020-06-23 04:00:00,10.25,33.75,2.22,6.6,5.3,21.32,4.88,,51.07,,,,,,,,,,,,,
2020-06-23 04:00:00,2020-06-23 05:00:00,8.0,33.25,1.92,5.75,4.65,21.27,4.2,,41.82,,,,,,,,,,,,,
2020-06-23 05:00:00,2020-06-23 06:00:00,7.5,35.75,1.65,5.6,4.33,21.77,2.88,,33.35,,,,,,,,,,,,,
2020-06-23 06:00:00,2020-06-23 07:00:00,12.5,42.25,1.75,6.05,4.62,22.95,2.05,,32.51,,,,,,,,,,,,,
2020-06-23 07:00:00,2020-06-23 08:00:00,18.0,44.5,19.4,22.6,30.6,34.9,,,22.38,,,,,,,,,,,,,
2020-06-23 08:00:00,2020-06-23 09:00:00,14.0,40.0,3.42,8.7,7.42,31.38,4.72,,87.49,,,,,,,,,,,,,
2020-06-23 09:00:00,2020-06-23 10:00:00,11.0,43.75,4.15,7.85,7.53,33.88,7.25,,72.92,,,,,,,,,,,,,
2020-06-23 10:00:00,2020-06-23 11:00:00,10.0,53.75,4.5,7.55,7.68,37.6,6.08,,77.0,,,,,,,,,,,,,
2020-06-23 11:00:00,2020-06-23 12:00:00,7.0,43.67,4.53,6.38,7.07,35.95,5.53,,80.09,,,,,,,,,,,,,
2020-06-23 12:00:00,2020-06-23 13:00:00,3.0,29.5,4.18,5.8,6.5,36.6,5.1,,86.38,,,,,,,,,,,,,
2020-06-23 13:00:00,2020-06-23 14:00:00,1.25,31.0,4.58,6.62,7.23,41.18,4.02,,93.38,,,,,,,,,,,,,
2020-06-23 14:00:00,2020-06-23 15:00:00,2.0,43.33,4.72,7.0,7.55,44.35,3.85,,97.51,,,,,,,,,,,,,
2020-06-23 15:00:00,2020-06-23 16:00:00,2.25,44.25,4.85,7.22,7.78,47.83,3.3,,97.75,,,,,,,,,,,,,
2020-06-23 16:00:00,2020-06-23 17:00:00,2.75,28.5,5.2,8.1,8.53,54.12,3.07,,106.84,,,,,,,,,,,,,
2020-06-23 17:00:00,2020-06-23 18:00:00,3.75,35.33,5.38,9.1,9.2,57.3,2.25,,113.38,,,,,,,,,,,,,
2020-06-23 18:00:00,2020-06-23 19:00:00,10.75,43.75,5.65,10.05,9.93,50.62,2.3,,115.41,,,,,,,,,,,,,
2020-06-23 19:00:00,2020-06-23 20:00:00,17.0,60.5,5.88,11.7,11.0,45.83,2.8,,103.92,,,,,,,,,,,,,
2020-06-23 20:00:00,2020-06-23 21:00:00,19.75,77.75,5.47,12.05,10.85,38.28,3.95,,91.0,,,,,,,,,,,,,
2020-06-23 21:00:00,2020-06-23 22:00:00,19.75,78.5,4.75,11.32,9.9,33.8,5.65,,76.21,,,,,,,,,,,,,
2020-06-23 22:00:00,2020-06-23 23:00:00,20.67,71.33,4.85,10.12,9.32,29.32,4.75,,66.25,,,,,,,,,,,,,
2020-06-23 23:00:00,2020-06-24 00:00:00,19.67,68.67,4.47,10.1,9.03,26.65,3.97,,52.38,,,,,,,,,,,,,
2020-06-24 00:00:00,2020-06-24 01:00:00,25.25,75.75,3.52,14.38,10.53,26.88,5.45,,42.55,,,,,,,,,,,,,
2020-06-24 01:00:00,2020-06-24 02:00:00,35.75,86.0,3.15,13.55,9.77,27.87,7.6,,42.05,,,,,,,,,,,,,
2020-06-24 02:00:00,2020-06-24 03:00:00,41.0,95.0,2.6,11.28,8.1,23.98,8.45,,39.16,,,,,,,,,,,,,
2020-06-24 03:00:00,2020-06-24 04:00:00,27.5,73.5,2.25,9.88,7.07,22.78,6.98,,32.47,,,,,,,,,,,,,
2020-06-24 04:00:00,2020-06-24 05:00:00,25.0,65.0,1.85,9.02,6.3,22.07,5.82,,25.65,,,,,,,,,,,,,
2020-06-24 05:00:00,2020-06-24 06:00:00,28.67,66.25,1.57,7.65,5.35,20.42,4.88,,19.65,,,,,,,,,,,,,
2020-06-24 06:00:00,2020-06-24 07:00:00,23.0,56.0,1.48,5.17,3.95,18.83,4.58,,25.59,,,,,,,,,,,,,
2020-06-24 07:00:00,2020-06-24 08:00:00,20.25,50.75,18.3,20.9,28.7,26.3,,,14.09,,,,,,,,,,,,,
2020-06-24 08:00:00,2020-06-24 09:00:00,20.5,54.25,2.27,5.88,5.02,22.12,4.95,,,,,,,,,,,,,,,
2020-06-24 09:00:00,2020-06-24 10:00:00,16.67,58.0,2.95,5.58,5.38,19.62,5.43,,41.37,,,,,,,,,,,,,
2020-06-24 10:00:00,2020-06-24 11:00:00,12.75,56.5,3.6,5.52,5.9,19.45,5.6,,44.86,,,,,,,,,,,,,
2020-06-24 11:00:00,2020-06-24 12:00:00,14.0,46.0,3.1,5.72,5.53,18.18,5.15,,48.28,,,,,,,,,,,,,
2020-06-24 12:00:00,2020-06-24 13:00:00,14.0,35.0,2.38,6.58,5.45,18.25,5.28,,48.71,,,,,,,,,,,,,
2020-06-24 13:00:00,2020-06-24 14:00:00,20.75,56.0,2.15,6.93,5.45,18.75,5.45,,39.57,,,,,,,,,,,,,
2020-06-24 14:00:00,2020-06-24 15:00:00,12.0,39.5,2.77,4.5,4.62,22.67,5.55,,66.39,,,,,,,,,,,,,
2020-06-24 15:00:00,2020-06-24 16:00:00,6.0,24.0,3.12,4.45,4.93,39.12,5.1,,72.58,,,,,,,,,,,,,
2020-06-24 16:00:00,2020-06-24 17:00:00,6.0,26.5,2.65,4.42,4.5,56.2,5.9,,76.33,,,,,,,,,,,,,
2020-06-24 17:00:00,2020-06-24 18:00:00,6.5,28.5,2.25,4.2,4.1,55.17,7.02,,81.56,,,,,,,,,,,,,
2020-06-24 18:00:00,2020-06-24 19:00:00,9.0,38.75,1.78,3.8,3.43,52.93,7.22,,77.9,,,,,,,,,,,,,
2020-06-24 19:00:00,2020-06-24 20:00:00,11.0,42.5,1.87,7.57,5.5,57.15,6.97,,62.76,,,,,,,,,,,,,
2020-06-24 20:00:00,2020-06-24 21:00:00,14.5,60.33,1.73,20.07,12.05,50.35,8.22,,42.02,,,,,,,,,,,,,
2020-06-24 21:00:00,2020-06-24 22:00:00,26.0,70.25,1.95,25.93,15.4,43.88,8.3,,25.87,,,,,,,,,,,,,
2020-06-24 22:00:00,2020-06-24 23:00:00,29.25,70.67,1.73,16.3,10.07,38.05,7.82,,16.11,,,,,,,,,,,,,
2020-06-24 23:00:00,2020-06-25 00:00:00,31.0,69.0,1.67,18.9,11.4,31.37,6.63,,20.21,,,,,,,,,,,,,
2020-06-25 00:00:00,2020-06-25 01:00:00,33.33,78.67,3.02,24.0,15.23,29.62,7.57,,10.19,,,,,,,,,,,,,
2020-06-25 01:00:00,2020-06-25 02:00:00,32.5,75.25,1.35,13.6,8.3,28.1,8.18,,13.75,,,,,,,,,,,,,
2020-06-25 02:00:00,2020-06-25 03:00:00,32.33,67.0,1.27,9.8,6.28,25.62,7.35,,15.41,,,,,,,,,,,,,
2020-06-25 03:00:00,2020-06-25 04:00:00,29.5,69.75,6.38,26.77,19.4,22.55,6.3,,7.3,,,,,,,,,,,,,
2020-06-25 04:00:00,2020-06-25 05:00:00,32.0,79.5,16.45,33.12,30.98,23.12,6.85,,5.8,,,,,,,,,,,,,
2020-06-25 05:00:00,2020-06-25 06:00:00,34.67,85.0,12.18,27.57,24.55,21.68,7.12,,6.86,,,,,,,,,,,,,
2020-06-25 06:00:00,2020-06-25 07:00:00,34.0,92.75,7.53,23.18,18.45,22.67,7.72,,9.35,,,,,,,,,,,,,
2020-06-25 07:00:00,2020-06-25 08:00:00,55.5,110.5,18.8,33.7,36.0,32.8,,,0.25,,,,,,,,,,,,,
2020-06-25 08:00:00,2020-06-25 09:00:00,53.67,117.67,2.02,12.88,8.53,27.8,8.5,,,,,,,,,,,,,,,
2020-06-25 09:00:00,2020-06-25 10:00:00,43.0,100.67,1.1,6.73,4.45,21.35,8.62,,22.04,,,,,,,,,,,,,
2020-06-25 10:00:00,2020-06-25 11:00:00,24.25,76.67,0.47,4.12,2.6,24.42,9.3,,38.66,,,,,,,,,,,,,
2020-06-25 11:00:00,2020-06-25 12:00:00,28.0,71.75,0.5,4.4,2.78,69.05,8.82,,86.18,,,,,,,,,,,,,
2020-06-25 12:00:00,2020-06-25 13:00:00,32.5,75.25,0.83,5.7,3.68,148.12,8.12,,97.59,,,,,,,,,,,,,
2020-06-25 13:00:00,2020-06-25 14:00:00,29.0,72.75,1.12,15.05,8.93,136.4,9.55,,101.07,,,,,,,,,,,,,
2020-06-25 14:00:00,2020-06-25 15:00:00,30.0,79.25,1.1,11.4,6.95,131.6,10.75,,111.43,,,,,,,,,,,,,
2020-06-25 15:00:00,2020-06-25 16:00:00,22.25,76.5,0.65,6.72,4.1,107.23,10.22,,121.86,,,,,,,,,,,,,
2020-06-25 16:00:00,2020-06-25 17:00:00,20.5,137.0,0.6,9.75,5.67,82.6,10.43,,112.13,,,,,,,,,,,,,
2020-06-25 17:00:00,2020-06-25 18:00:00,30.5,262.0,0.5,5.38,3.3,68.47,10.0,,114.76,,,,,,,,,,,,,
2020-06-25 18:00:00,2020-06-25 19:00:00,26.67,177.67,0.35,7.12,4.05,55.98,10.38,,105.4,,,,,,,,,,,,,
2020-06-25 19:00:00,2020-06-25 20:00:00,25.5,141.75,0.25,6.55,3.7,48.53,11.57,,94.33,,,,,,,,,,,,,
2020-06-25 20:00:00,2020-06-25 21:00:00,35.67,131.25,0.4,9.8,5.55,42.38,11.9,,73.74,,,,,,,,,,,,,
2020-06-25 21:00:00,2020-06-25 22:00:00,38.67,132.5,0.5,10.5,6.0,40.85,11.68,,49.91,,,,,,,,,,,,,
2020-06-25 22:00:00,2020-06-25 23:00:00,45.0,136.5,0.62,11.55,6.67,37.17,10.62,,41.66,,,,,,,,,,,,,
2020-06-25 23:00:00,2020-06-26 00:00:00,34.67,101.75,0.85,8.18,5.03,30.6,10.0,,41.22,,,,,,,,,,,,,
2020-06-26 00:00:00,2020-06-26 01:00:00,21.75,57.5,0.93,8.0,5.0,29.43,7.6,,32.23,,,,,,,,,,,,,
2020-06-26 01:00:00,2020-06-26 02:00:00,24.67,60.67,0.93,6.62,4.28,26.05,5.88,,27.38,,,,,,,,,,,,,
2020-06-26 02:00:00,2020-06-26 03:00:00,23.0,57.25,0.77,5.45,3.52,24.32,6.0,,21.61,,,,,,,,,,,,,
2020-06-26 03:00:00,2020-06-26 04:00:00,26.5,56.75,0.77,6.78,4.22,23.95,4.8,,16.94,,,,,,,,,,,,,
2020-06-26 04:00:00,2020-06-26 05:00:00,28.67,60.0,0.77,6.5,4.07,23.2,3.97,,15.47,,,,,,,,,,,,,
2020-06-26 05:00:00,2020-06-26 06:00:00,31.67,60.0,0.85,6.4,4.1,22.3,4.53,,13.45,,,,,,,,,,,,,
2020-06-26 06:00:00,2020-06-26 07:00:00,34.5,65.5,1.45,6.62,4.67,21.82,4.42,,13.2,,,,,,,,,,,,,
2020-06-26 07:00:00,2020-06-26 08:00:00,36.25,71.75,17.7,23.7,29.3,32.1,,,,,,,,,,,,,,,,
2020-06-26 08:00:00,2020-06-26 09:00:00,46.0,77.0,2.2,7.5,5.8,28.8,6.8,,,,,,,,,,,,,,,
2020-06-26 09:00:00,2020-06-26 10:00:00,46.0,77.0,,,,,,,,,,,,,,,,,,,,
2020-06-26 10:00:00,2020-06-26 11:00:00,42.0,,1.27,8.47,5.57,19.53,6.83,,,,,,,,,,,,,,,
2020-06-26 11:00:00,2020-06-26 12:00:00,40.25,90.0,0.65,6.3,3.88,23.97,5.83,,45.57,,,,,,,,,,,,,
2020-06-26 12:00:00,2020-06-26 13:00:00,32.5,99.0,0.45,3.15,2.05,30.35,6.65,,77.95,,,,,,,,,,,,,
2020-06-26 13:00:00,2020-06-26 14:00:00,28.5,95.0,0.82,8.28,5.08,78.28,7.37,,117.18,,,,,,,,,,,,,
2020-06-26 14:00:00,2020-06-26 15:00:00,38.75,110.0,0.95,10.38,6.32,166.3,10.67,,144.87,,,,,,,,,,,,,
2020-06-26 15:00:00,2020-06-26 16:00:00,39.0,122.0,0.55,7.48,4.4,119.75,11.2,,165.99,,,,,,,,,,,,,
2020-06-26 16:00:00,2020-06-26 17:00:00,43.5,127.0,0.4,4.85,2.92,91.7,12.1,,171.93,,,,,,,,,,,,,
2020-06-26 17:00:00,2020-06-26 18:00:00,45.67,141.0,0.4,5.67,3.35,75.65,12.55,,175.04,,,,,,,,,,,,,
2020-06-26 18:00:00,2020-06-26 19:00:00,37.75,135.0,0.3,7.47,4.22,68.38,12.4,,156.96,,,,,,,,,,,,,
2020-06-26 19:00:00,2020-06-26 20:00:00,27.75,128.0,0.4,9.67,5.47,57.32,11.88,,136.69,,,,,,,,,,,,,
2020-06-26 20:00:00,2020-06-26 21:00:00,26.75,123.0,0.4,11.05,6.2,49.73,13.43,,121.14,,,,,,,,,,,,,
2020-06-26 21:00:00,2020-06-26 22:00:00,26.5,129.0,0.43,12.05,6.75,41.55,14.85,,98.6,,,,,,,,,,,,,
2020-06-26 22:00:00,2020-06-26 23:00:00,31.25,141.0,0.43,16.38,9.07,38.23,15.95,,68.01,,,,,,,,,,,,,
2020-06-26 23:00:00,2020-06-27 00:00:00,39.25,152.0,0.47,16.07,8.93,35.95,15.7,,58.3,,,,,,,,,,,,,
2020-06-27 00:00:00,2020-06-27 01:00:00,31.67,143.0,0.4,12.48,6.95,32.62,13.6,,57.57,,,,,,,,,,,,,
2020-06-27 01:00:00,2020-06-27 02:00:00,27.5,143.0,0.53,14.3,8.02,31.0,11.95,,55.12,,,,,,,,,,,,,
2020-06-27 02:00:00,2020-06-27 03:00:00,29.25,135.0,0.47,12.93,7.25,27.97,11.83,,55.76,,,,,,,,,,,,,
2020-06-27 03:00:00,2020-06-27 04:00:00,32.75,129.0,0.82,20.47,11.53,27.98,9.77,,29.82,,,,,,,,,,,,,
2020-06-27 04:00:00,2020-06-27 05:00:00,45.5,146.0,2.32,28.27,16.95,28.9,7.67,,11.65,,,,,,,,,,,,,
2020-06-27 05:00:00,2020-06-27 06:00:00,51.0,162.0,3.0,27.5,17.1,29.0,8.0,,13.33,,,,,,,,,,,,,
2020-06-27 06:00:00,2020-06-27 07:00:00,58.5,177.0,3.23,26.42,16.68,31.12,11.48,,17.34,,,,,,,,,,,,,
2020-06-27 07:00:00,2020-06-27 08:00:00,71.75,221.0,18.6,40.8,39.6,35.6,,,23.26,,,,,,,,,,,,,
2020-06-27 08:00:00,2020-06-27 09:00:00,63.75,205.0,1.9,23.35,13.98,30.1,30.2,,94.55,,,,,,,,,,,,,
2020-06-27 09:00:00,2020-06-27 10:00:00,42.75,151.0,1.05,15.55,9.12,27.08,23.42,,94.23,,,,,,,,,,,,,
2020-06-27 10:00:00,2020-06-27 11:00:00,39.0,164.0,0.5,9.35,5.38,31.07,17.6,,92.42,,,,,,,,,,,,,
2020-06-27 11:00:00,2020-06-27 12:00:00,21.5,136.0,0.53,6.57,3.9,41.22,14.45,,100.55,,,,,,,,,,,,,
2020-06-27 12:00:00,2020-06-27 13:00:00,26.0,161.0,0.5,5.6,3.4,50.0,11.35,,115.05,,,,,,,,,,,,,
2020-06-27 13:00:00,2020-06-27 14:00:00,30.75,195.0,0.45,5.3,3.17,57.7,8.38,,127.45,,,,,,,,,,,,,
2020-06-27 14:00:00,2020-06-27 15:00:00,27.75,200.0,0.57,5.6,3.45,60.3,6.5,,125.73,,,,,,,,,,,,,
2020-06-27 15:00:00,2020-06-27 16:00:00,29.67,251.0,0.5,4.55,2.85,61.2,2.35,,125.03,,,,,,,,,,,,,
