From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3)
2020-08-06 15:00:00,2020-08-06 16:00:00,78.5,122.0,,12.75,,1.5,0.02
2020-08-06 16:00:00,2020-08-06 17:00:00,71.5,99.5,,12.5,,1.5,0.02
2020-08-06 17:00:00,2020-08-06 18:00:00,65.0,94.0,,10.0,,1.75,0.02
2020-08-06 18:00:00,2020-08-06 19:00:00,58.5,82.5,,9.0,,1.25,0.02
2020-08-06 19:00:00,2020-08-06 20:00:00,62.0,74.5,,13.75,,1.0,0.02
2020-08-06 20:00:00,2020-08-06 21:00:00,72.0,94.5,,33.5,,1.25,0.02
2020-08-06 21:00:00,2020-08-06 22:00:00,67.5,92.5,,35.5,,1.0,0.01
2020-08-06 22:00:00,2020-08-06 23:00:00,88.0,108.0,,30.25,,1.75,0.01
2020-08-06 23:00:00,2020-08-07 00:00:00,200.5,300.0,,21.75,,1.0,0.01
2020-08-07 00:00:00,2020-08-07 01:00:00,239.0,379.5,,20.38,,1.38,0.01
2020-08-07 01:00:00,2020-08-07 02:00:00,235.0,365.5,,21.0,,1.33,0.01
2020-08-07 02:00:00,2020-08-07 03:00:00,226.0,327.0,,22.25,,1.5,0.01
2020-08-07 03:00:00,2020-08-07 04:00:00,126.5,156.5,,23.0,,1.0,0.01
2020-08-07 04:00:00,2020-08-07 05:00:00,93.5,120.5,,23.75,,1.5,0.01
2020-08-07 05:00:00,2020-08-07 06:00:00,121.0,173.5,,23.0,,1.0,0.01
2020-08-07 06:00:00,2020-08-07 07:00:00,107.5,169.0,,24.75,,1.33,0.01
2020-08-07 07:00:00,2020-08-07 08:00:00,111.5,149.0,,26.0,,3.5,0.01
2020-08-07 08:00:00,2020-08-07 09:00:00,102.5,120.0,,27.25,,3.0,0.01
2020-08-07 09:00:00,2020-08-07 10:00:00,116.0,170.5,,33.5,,2.25,0.01
2020-08-07 10:00:00,2020-08-07 11:00:00,160.5,242.0,,46.75,,4.5,0.01
2020-08-07 11:00:00,2020-08-07 12:00:00,115.0,165.0,,58.25,,2.67,0.02
2020-08-07 12:00:00,2020-08-07 13:00:00,95.5,149.0,,61.0,,1.67,0.02
2020-08-07 13:00:00,2020-08-07 14:00:00,129.0,195.5,,75.25,,1.25,0.02
2020-08-07 14:00:00,2020-08-07 15:00:00,190.5,295.0,,63.25,,1.67,0.02
2020-08-07 15:00:00,2020-08-07 16:00:00,217.5,339.0,,58.25,,1.0,0.02
2020-08-07 16:00:00,2020-08-07 17:00:00,188.5,263.0,,61.75,,1.33,0.02
2020-08-07 17:00:00,2020-08-07 18:00:00,234.0,348.5,,57.25,,1.5,0.02
2020-08-07 18:00:00,2020-08-07 19:00:00,234.5,338.0,,34.75,,1.5,0.01
2020-08-07 19:00:00,2020-08-07 20:00:00,164.0,196.5,,32.0,,1.0,0.01
2020-08-07 20:00:00,2020-08-07 21:00:00,118.0,150.5,,33.25,,1.25,0.01
2020-08-07 21:00:00,2020-08-07 22:00:00,112.0,150.5,,33.5,,1.33,0.01
2020-08-07 22:00:00,2020-08-07 23:00:00,116.0,145.0,,28.0,,1.0,0.01
2020-08-07 23:00:00,2020-08-08 00:00:00,116.5,169.0,,32.0,,1.0,0.01
2020-08-08 00:00:00,2020-08-08 01:00:00,155.5,245.0,,43.38,,1.0,0.01
2020-08-08 01:00:00,2020-08-08 02:00:00,180.5,280.0,,40.5,,2.0,0.01
2020-08-08 02:00:00,2020-08-08 03:00:00,152.0,220.0,,38.75,,3.5,0.01
2020-08-08 03:00:00,2020-08-08 04:00:00,128.0,156.0,,40.0,,4.5,0.01
2020-08-08 04:00:00,2020-08-08 05:00:00,118.0,148.5,,40.5,,5.75,0.01
2020-08-08 05:00:00,2020-08-08 06:00:00,91.0,129.5,,47.0,,6.5,0.01
2020-08-08 06:00:00,2020-08-08 07:00:00,84.0,134.0,,46.75,,6.25,0.01
2020-08-08 07:00:00,2020-08-08 08:00:00,58.0,89.0,,48.5,,6.5,0.01
2020-08-08 08:00:00,2020-08-08 09:00:00,39.5,48.0,,38.5,,7.75,0.01
2020-08-08 09:00:00,2020-08-08 10:00:00,79.0,116.0,,32.5,,3.33,0.02
2020-08-08 10:00:00,2020-08-08 11:00:00,135.0,202.0,,31.0,,1.33,0.02
2020-08-08 11:00:00,2020-08-08 12:00:00,142.5,202.0,,29.5,,1.0,0.02
2020-08-08 12:00:00,2020-08-08 13:00:00,120.0,181.5,,36.75,,1.25,0.02
2020-08-08 13:00:00,2020-08-08 14:00:00,105.0,162.0,,26.0,,1.25,0.02
2020-08-08 14:00:00,2020-08-08 15:00:00,83.0,124.0,,24.75,,1.0,0.02
2020-08-08 15:00:00,2020-08-08 16:00:00,109.5,166.0,,26.0,,1.5,0.02
2020-08-08 16:00:00,2020-08-08 17:00:00,138.5,194.0,,27.75,,1.33,0.02
2020-08-08 17:00:00,2020-08-08 18:00:00,118.0,171.5,,30.25,,2.0,0.02
2020-08-08 18:00:00,2020-08-08 19:00:00,100.5,142.5,,30.5,,1.33,0.02
2020-08-08 19:00:00,2020-08-08 20:00:00,103.0,123.0,,29.5,,1.0,0.02
2020-08-08 20:00:00,2020-08-08 21:00:00,104.5,135.0,,30.75,,1.33,0.01
2020-08-08 21:00:00,2020-08-08 22:00:00,98.33,135.67,,29.0,,,0.01
2020-08-08 22:00:00,2020-08-08 23:00:00,,,,,,,
2020-08-08 23:00:00,2020-08-09 00:00:00,,,,,,,
2020-08-09 00:00:00,2020-08-09 01:00:00,,,,,,,
2020-08-09 01:00:00,2020-08-09 02:00:00,,,,,,,
2020-08-09 02:00:00,2020-08-09 03:00:00,,,,,,,
2020-08-09 03:00:00,2020-08-09 04:00:00,,,,,,,
2020-08-09 04:00:00,2020-08-09 05:00:00,,,,,,,
2020-08-09 05:00:00,2020-08-09 06:00:00,,,,,,,
2020-08-09 06:00:00,2020-08-09 07:00:00,,,,,,,
2020-08-09 07:00:00,2020-08-09 08:00:00,,,,,,,
2020-08-09 08:00:00,2020-08-09 09:00:00,,,,,,,
2020-08-09 09:00:00,2020-08-09 10:00:00,,,,,,,
2020-08-09 10:00:00,2020-08-09 11:00:00,,,,,,,
2020-08-09 11:00:00,2020-08-09 12:00:00,,,,,,,
2020-08-09 12:00:00,2020-08-09 13:00:00,,,,,,,
2020-08-09 13:00:00,2020-08-09 14:00:00,,,,,,,
2020-08-09 14:00:00,2020-08-09 15:00:00,86.0,142.0,,22.0,,1.0,0.02
2020-08-09 15:00:00,2020-08-09 16:00:00,,,,,,,
2020-08-09 16:00:00,2020-08-09 17:00:00,,,,,,,
2020-08-09 17:00:00,2020-08-09 18:00:00,,,,,,,
2020-08-09 18:00:00,2020-08-09 19:00:00,,,,,,,
2020-08-09 19:00:00,2020-08-09 20:00:00,,,,,,,
2020-08-09 20:00:00,2020-08-09 21:00:00,,,,,,,
2020-08-09 21:00:00,2020-08-09 22:00:00,,,,,,,
2020-08-09 22:00:00,2020-08-09 23:00:00,,,,,,,
2020-08-09 23:00:00,2020-08-10 00:00:00,,,,,,,
2020-08-10 00:00:00,2020-08-10 01:00:00,,,,,,,
2020-08-10 01:00:00,2020-08-10 02:00:00,,,,,,,
2020-08-10 02:00:00,2020-08-10 03:00:00,,,,,,,
2020-08-10 03:00:00,2020-08-10 04:00:00,,,,,,,
2020-08-10 04:00:00,2020-08-10 05:00:00,,,,,,,
2020-08-10 05:00:00,2020-08-10 06:00:00,,,,,,,
2020-08-10 06:00:00,2020-08-10 07:00:00,,,,,,,
2020-08-10 07:00:00,2020-08-10 08:00:00,,,,,,,
2020-08-10 08:00:00,2020-08-10 09:00:00,,,,,,,
2020-08-10 09:00:00,2020-08-10 10:00:00,,,,,,,
2020-08-10 10:00:00,2020-08-10 11:00:00,69.0,100.0,,1.33,,0.67,
2020-08-10 11:00:00,2020-08-10 12:00:00,69.0,96.0,,10.67,,0.79,0.01
2020-08-10 12:00:00,2020-08-10 13:00:00,101.0,159.0,,20.75,,1.25,0.01
2020-08-10 13:00:00,2020-08-10 14:00:00,136.0,197.75,,25.75,,1.5,0.01
2020-08-10 14:00:00,2020-08-10 15:00:00,91.25,141.0,,30.5,,1.5,0.01
2020-08-10 15:00:00,2020-08-10 16:00:00,73.0,109.25,,31.75,,1.67,0.01
2020-08-10 16:00:00,2020-08-10 17:00:00,109.5,148.25,,35.25,,1.75,0.01
2020-08-10 17:00:00,2020-08-10 18:00:00,86.75,130.0,,35.75,,2.25,0.01
2020-08-10 18:00:00,2020-08-10 19:00:00,76.5,100.25,,38.75,,6.25,0.01
2020-08-10 19:00:00,2020-08-10 20:00:00,83.0,98.5,,43.0,,9.75,0.01
2020-08-10 20:00:00,2020-08-10 21:00:00,85.0,115.75,,47.0,,11.75,0.01
2020-08-10 21:00:00,2020-08-10 22:00:00,67.0,89.5,,45.0,,14.25,0.01
2020-08-10 22:00:00,2020-08-10 23:00:00,67.75,82.75,,47.5,,14.0,0.01
2020-08-10 23:00:00,2020-08-11 00:00:00,58.75,87.75,,78.5,,15.0,0.01
2020-08-11 00:00:00,2020-08-11 01:00:00,59.0,93.5,,55.62,,15.38,0.01
2020-08-11 01:00:00,2020-08-11 02:00:00,51.5,80.5,,53.75,,17.5,0.01
2020-08-11 02:00:00,2020-08-11 03:00:00,47.5,66.0,,63.75,,17.25,0.01
2020-08-11 03:00:00,2020-08-11 04:00:00,75.0,91.0,,69.5,,17.0,0.01
2020-08-11 04:00:00,2020-08-11 05:00:00,69.5,86.5,,46.25,,17.0,0.01
2020-08-11 05:00:00,2020-08-11 06:00:00,49.5,71.5,,57.25,,14.75,0.01
2020-08-11 06:00:00,2020-08-11 07:00:00,57.5,92.5,,51.25,,14.25,0.01
2020-08-11 07:00:00,2020-08-11 08:00:00,102.5,132.5,,51.25,,15.25,0.01
2020-08-11 08:00:00,2020-08-11 09:00:00,118.5,139.5,,37.75,,11.5,0.01
2020-08-11 09:00:00,2020-08-11 10:00:00,94.0,132.0,,47.25,,12.25,0.01
2020-08-11 10:00:00,2020-08-11 11:00:00,82.5,124.5,,62.5,,10.0,0.01
2020-08-11 11:00:00,2020-08-11 12:00:00,64.0,91.0,,52.75,,4.33,0.02
2020-08-11 12:00:00,2020-08-11 13:00:00,62.5,96.0,,39.0,,1.33,0.01
2020-08-11 13:00:00,2020-08-11 14:00:00,74.0,112.5,,42.5,,1.33,0.02
2020-08-11 14:00:00,2020-08-11 15:00:00,79.5,121.0,,32.5,,1.5,0.02
2020-08-11 15:00:00,2020-08-11 16:00:00,70.5,111.0,,28.5,,1.0,0.02
2020-08-11 16:00:00,2020-08-11 17:00:00,69.0,96.5,,27.0,,1.33,0.02
2020-08-11 17:00:00,2020-08-11 18:00:00,65.5,95.0,,27.75,,1.33,0.02
2020-08-11 18:00:00,2020-08-11 19:00:00,76.0,103.0,,41.5,,1.5,0.02
2020-08-11 19:00:00,2020-08-11 20:00:00,92.0,110.0,,36.5,,1.0,0.01
2020-08-11 20:00:00,2020-08-11 21:00:00,64.0,80.0,,27.0,,2.0,0.01
2020-08-11 21:00:00,2020-08-11 22:00:00,47.0,62.5,,31.5,,4.75,0.01
2020-08-11 22:00:00,2020-08-11 23:00:00,49.5,61.5,,34.5,,9.25,0.01
2020-08-11 23:00:00,2020-08-12 00:00:00,62.5,92.0,,34.25,,10.75,0.01
2020-08-12 00:00:00,2020-08-12 01:00:00,63.5,101.0,,36.12,,13.25,0.01
2020-08-12 01:00:00,2020-08-12 02:00:00,56.0,87.5,,32.25,,12.0,0.01
2020-08-12 02:00:00,2020-08-12 03:00:00,56.0,80.5,,30.25,,11.25,0.01
2020-08-12 03:00:00,2020-08-12 04:00:00,67.0,81.0,,29.5,,11.25,0.01
2020-08-12 04:00:00,2020-08-12 05:00:00,100.5,129.0,,28.0,,9.5,0.01
2020-08-12 05:00:00,2020-08-12 06:00:00,81.5,114.5,,26.0,,8.75,0.01
2020-08-12 06:00:00,2020-08-12 07:00:00,52.5,84.0,,25.25,,9.0,0.01
2020-08-12 07:00:00,2020-08-12 08:00:00,76.0,100.5,,24.75,,9.75,0.01
2020-08-12 08:00:00,2020-08-12 09:00:00,82.0,96.5,,24.25,,7.75,0.01
2020-08-12 09:00:00,2020-08-12 10:00:00,67.0,93.5,,25.5,,9.0,0.01
2020-08-12 10:00:00,2020-08-12 11:00:00,66.0,99.0,,29.75,,8.5,0.01
2020-08-12 11:00:00,2020-08-12 12:00:00,74.5,105.0,,33.75,,7.75,0.01
2020-08-12 12:00:00,2020-08-12 13:00:00,80.0,121.5,,32.0,,9.25,0.01
2020-08-12 13:00:00,2020-08-12 14:00:00,76.5,117.0,,30.25,,13.25,0.01
2020-08-12 14:00:00,2020-08-12 15:00:00,81.0,123.0,,30.5,,15.75,0.01
2020-08-12 15:00:00,2020-08-12 16:00:00,107.0,164.0,,29.75,,16.5,0.01
2020-08-12 16:00:00,2020-08-12 17:00:00,113.0,159.0,,25.75,,17.0,0.01
2020-08-12 17:00:00,2020-08-12 18:00:00,82.0,118.0,,38.25,,12.0,0.01
2020-08-12 18:00:00,2020-08-12 19:00:00,74.5,103.0,,38.75,,11.5,0.01
2020-08-12 19:00:00,2020-08-12 20:00:00,68.5,82.5,,36.25,,11.25,0.01
2020-08-12 20:00:00,2020-08-12 21:00:00,51.5,67.0,,31.0,,10.25,0.01
2020-08-12 21:00:00,2020-08-12 22:00:00,48.5,66.0,,32.25,,8.75,0.01
2020-08-12 22:00:00,2020-08-12 23:00:00,50.5,62.5,,30.75,,8.5,0.01
2020-08-12 23:00:00,2020-08-13 00:00:00,52.0,73.5,,38.25,,7.5,0.01
2020-08-13 00:00:00,2020-08-13 01:00:00,70.0,109.75,,80.38,,8.88,0.01
2020-08-13 01:00:00,2020-08-13 02:00:00,67.75,106.0,,68.5,,8.75,0.01
2020-08-13 02:00:00,2020-08-13 03:00:00,58.25,78.75,,54.75,,9.75,0.01
2020-08-13 03:00:00,2020-08-13 04:00:00,53.0,65.5,,50.5,,9.5,0.01
2020-08-13 04:00:00,2020-08-13 05:00:00,50.0,67.0,,89.36,,10.78,
2020-08-13 05:00:00,2020-08-13 06:00:00,50.0,67.0,,143.5,,12.5,0.01
2020-08-13 06:00:00,2020-08-13 07:00:00,139.17,233.08,,60.53,,7.67,
2020-08-13 07:00:00,2020-08-13 08:00:00,139.0,235.0,,53.33,,2.67,0.01
2020-08-13 08:00:00,2020-08-13 09:00:00,,,,,,,
2020-08-13 09:00:00,2020-08-13 10:00:00,,,,,,,
2020-08-13 10:00:00,2020-08-13 11:00:00,,,,,,,
2020-08-13 11:00:00,2020-08-13 12:00:00,,,,,,,
2020-08-13 12:00:00,2020-08-13 13:00:00,96.0,161.0,,45.5,,5.08,
2020-08-13 13:00:00,2020-08-13 14:00:00,102.75,149.0,,31.67,,6.58,0.01
2020-08-13 14:00:00,2020-08-13 15:00:00,87.75,137.5,,32.25,,6.75,0.01
2020-08-13 15:00:00,2020-08-13 16:00:00,85.0,127.5,,48.0,,7.25,0.01
2020-08-13 16:00:00,2020-08-13 17:00:00,128.75,173.75,,71.5,,8.25,0.01
2020-08-13 17:00:00,2020-08-13 18:00:00,89.0,132.25,,54.25,,8.75,0.01
2020-08-13 18:00:00,2020-08-13 19:00:00,71.5,100.0,,50.75,,8.25,0.01
2020-08-13 19:00:00,2020-08-13 20:00:00,75.0,89.5,,47.25,,8.5,0.01
2020-08-13 20:00:00,2020-08-13 21:00:00,60.0,80.75,,60.5,,6.0,0.01
2020-08-13 21:00:00,2020-08-13 22:00:00,68.25,90.5,,62.5,,6.0,0.01
2020-08-13 22:00:00,2020-08-13 23:00:00,74.5,93.0,,54.25,,7.25,0.01
2020-08-13 23:00:00,2020-08-14 00:00:00,62.5,93.25,,94.0,,5.5,0.01
2020-08-14 00:00:00,2020-08-14 01:00:00,62.0,98.0,,141.38,,5.25,0.01
2020-08-14 01:00:00,2020-08-14 02:00:00,,,,,,,
2020-08-14 02:00:00,2020-08-14 03:00:00,,,,,,,
2020-08-14 03:00:00,2020-08-14 04:00:00,,,,,,,
2020-08-14 04:00:00,2020-08-14 05:00:00,,,,,,,
2020-08-14 05:00:00,2020-08-14 06:00:00,,,,,,,
2020-08-14 06:00:00,2020-08-14 07:00:00,,,,,,,
2020-08-14 07:00:00,2020-08-14 08:00:00,,,,,,,
2020-08-14 08:00:00,2020-08-14 09:00:00,,,,,,,
2020-08-14 09:00:00,2020-08-14 10:00:00,,,,,,,
2020-08-14 10:00:00,2020-08-14 11:00:00,,,,,,,
2020-08-14 11:00:00,2020-08-14 12:00:00,,,,,,,
2020-08-14 12:00:00,2020-08-14 13:00:00,81.0,137.0,,19.16,,4.5,
2020-08-14 13:00:00,2020-08-14 14:00:00,77.5,119.5,,18.92,,5.42,0.01
2020-08-14 14:00:00,2020-08-14 15:00:00,62.5,93.5,,18.75,,3.0,0.01
2020-08-14 15:00:00,2020-08-14 16:00:00,83.0,126.5,,18.5,,2.62,0.01
2020-08-14 16:00:00,2020-08-14 17:00:00,102.0,143.0,,17.5,,3.0,0.01
2020-08-14 17:00:00,2020-08-14 18:00:00,82.5,119.5,,19.0,,3.75,0.01
2020-08-14 18:00:00,2020-08-14 19:00:00,69.0,98.5,,48.0,,2.0,0.01
2020-08-14 19:00:00,2020-08-14 20:00:00,65.5,78.5,,24.5,,1.0,0.01
2020-08-14 20:00:00,2020-08-14 21:00:00,81.5,107.5,,20.0,,2.5,0.01
2020-08-14 21:00:00,2020-08-14 22:00:00,77.5,106.0,,18.25,,3.5,0.01
2020-08-14 22:00:00,2020-08-14 23:00:00,88.0,108.0,,17.5,,1.75,0.01
2020-08-14 23:00:00,2020-08-15 00:00:00,116.0,164.5,,17.25,,2.75,0.01
2020-08-15 00:00:00,2020-08-15 01:00:00,105.75,165.5,,17.0,,2.5,0.01
2020-08-15 01:00:00,2020-08-15 02:00:00,121.5,190.0,,16.5,,2.5,0.01
2020-08-15 02:00:00,2020-08-15 03:00:00,97.25,132.75,,16.0,,2.25,0.01
2020-08-15 03:00:00,2020-08-15 04:00:00,101.0,123.0,,17.5,,2.75,0.01
2020-08-15 04:00:00,2020-08-15 05:00:00,114.25,150.25,,17.0,,3.0,0.01
2020-08-15 05:00:00,2020-08-15 06:00:00,136.5,200.75,,16.25,,2.5,0.01
2020-08-15 06:00:00,2020-08-15 07:00:00,143.25,234.75,,16.75,,4.5,0.01
2020-08-15 07:00:00,2020-08-15 08:00:00,121.5,177.0,,16.75,,4.5,0.01
2020-08-15 08:00:00,2020-08-15 09:00:00,133.0,164.75,,15.5,,5.5,0.01
2020-08-15 09:00:00,2020-08-15 10:00:00,132.0,194.0,,15.75,,6.25,0.01
2020-08-15 10:00:00,2020-08-15 11:00:00,125.0,188.0,,15.0,,5.25,0.01
2020-08-15 11:00:00,2020-08-15 12:00:00,121.0,171.0,,16.25,,6.0,0.01
2020-08-15 12:00:00,2020-08-15 13:00:00,122.25,196.25,,40.75,,5.5,0.01
2020-08-15 13:00:00,2020-08-15 14:00:00,98.25,145.5,,52.75,,3.75,0.01
2020-08-15 14:00:00,2020-08-15 15:00:00,78.75,123.5,,77.0,,5.25,0.01
2020-08-15 15:00:00,2020-08-15 16:00:00,113.25,168.0,,87.75,,5.0,0.01
2020-08-15 16:00:00,2020-08-15 17:00:00,102.75,141.0,,46.5,,3.75,0.01
2020-08-15 17:00:00,2020-08-15 18:00:00,109.25,167.5,,52.75,,3.5,0.01
2020-08-15 18:00:00,2020-08-15 19:00:00,125.25,163.0,,44.25,,4.25,0.01
2020-08-15 19:00:00,2020-08-15 20:00:00,114.0,136.0,,35.0,,5.25,0.01
2020-08-15 20:00:00,2020-08-15 21:00:00,159.25,220.5,,40.25,,4.25,0.01
2020-08-15 21:00:00,2020-08-15 22:00:00,148.25,197.0,,37.0,,6.5,0.01
2020-08-15 22:00:00,2020-08-15 23:00:00,168.25,204.5,,28.5,,7.0,0.01
2020-08-15 23:00:00,2020-08-16 00:00:00,175.75,267.0,,27.0,,6.0,0.01
2020-08-16 00:00:00,2020-08-16 01:00:00,165.5,263.0,,26.75,,5.62,0.01
2020-08-16 01:00:00,2020-08-16 02:00:00,122.0,189.5,,24.75,,4.75,0.01
2020-08-16 02:00:00,2020-08-16 03:00:00,85.0,120.5,,26.0,,3.75,0.01
2020-08-16 03:00:00,2020-08-16 04:00:00,84.5,103.0,,37.0,,3.0,0.01
2020-08-16 04:00:00,2020-08-16 05:00:00,100.5,129.0,,49.75,,2.5,0.01
2020-08-16 05:00:00,2020-08-16 06:00:00,119.5,171.5,,49.0,,3.5,0.01
2020-08-16 06:00:00,2020-08-16 07:00:00,111.0,176.0,,45.5,,3.75,0.01
2020-08-16 07:00:00,2020-08-16 08:00:00,83.5,121.5,,43.5,,4.5,0.01
2020-08-16 08:00:00,2020-08-16 09:00:00,81.0,98.0,,53.5,,4.75,0.01
2020-08-16 09:00:00,2020-08-16 10:00:00,101.5,144.5,,64.75,,4.0,0.01
2020-08-16 10:00:00,2020-08-16 11:00:00,117.5,176.5,,66.0,,5.75,0.01
2020-08-16 11:00:00,2020-08-16 12:00:00,142.0,200.0,,51.0,,6.5,0.01
2020-08-16 12:00:00,2020-08-16 13:00:00,138.5,208.0,,29.25,,8.0,0.01
2020-08-16 13:00:00,2020-08-16 14:00:00,133.5,202.0,,30.25,,10.25,0.01
2020-08-16 14:00:00,2020-08-16 15:00:00,152.0,230.0,,46.25,,10.5,0.01
2020-08-16 15:00:00,2020-08-16 16:00:00,178.5,274.0,,43.0,,8.75,0.01
2020-08-16 16:00:00,2020-08-16 17:00:00,181.5,254.0,,71.0,,8.0,0.01
2020-08-16 17:00:00,2020-08-16 18:00:00,171.5,252.0,,67.25,,7.5,0.02
2020-08-16 18:00:00,2020-08-16 19:00:00,151.0,217.5,,46.75,,1.75,0.01
2020-08-16 19:00:00,2020-08-16 20:00:00,98.0,117.5,,48.25,,6.0,0.01
2020-08-16 20:00:00,2020-08-16 21:00:00,82.5,108.5,,54.25,,8.0,0.01
2020-08-16 21:00:00,2020-08-16 22:00:00,90.0,122.5,,43.0,,9.5,0.01
2020-08-16 22:00:00,2020-08-16 23:00:00,103.5,128.0,,35.5,,12.5,0.01
2020-08-16 23:00:00,2020-08-17 00:00:00,120.5,171.0,,60.25,,14.5,0.01
2020-08-17 00:00:00,2020-08-17 01:00:00,112.0,178.0,,140.25,,11.38,0.01
2020-08-17 01:00:00,2020-08-17 02:00:00,148.5,231.0,,90.5,,11.75,0.01
2020-08-17 02:00:00,2020-08-17 03:00:00,142.5,209.5,,57.25,,14.5,0.01
2020-08-17 03:00:00,2020-08-17 04:00:00,87.0,106.0,,58.75,,15.75,0.01
2020-08-17 04:00:00,2020-08-17 05:00:00,109.5,140.5,,58.5,,16.25,0.01
2020-08-17 05:00:00,2020-08-17 06:00:00,128.0,182.5,,33.5,,15.75,0.01
2020-08-17 06:00:00,2020-08-17 07:00:00,121.0,192.5,,28.5,,15.0,0.01
2020-08-17 07:00:00,2020-08-17 08:00:00,115.0,162.0,,25.5,,13.25,0.01
2020-08-17 08:00:00,2020-08-17 09:00:00,160.5,195.0,,48.5,,16.5,0.01
2020-08-17 09:00:00,2020-08-17 10:00:00,195.5,273.0,,38.5,,17.5,0.01
2020-08-17 10:00:00,2020-08-17 11:00:00,209.0,313.0,,26.25,,20.75,0.01
2020-08-17 11:00:00,2020-08-17 12:00:00,208.5,296.0,,30.25,,22.0,0.01
2020-08-17 12:00:00,2020-08-17 13:00:00,191.0,292.5,,37.25,,22.75,0.01
2020-08-17 13:00:00,2020-08-17 14:00:00,200.0,336.0,,48.0,,22.0,0.01
2020-08-17 14:00:00,2020-08-17 15:00:00,,,,,,,
2020-08-17 15:00:00,2020-08-17 16:00:00,,,,,,,
2020-08-17 16:00:00,2020-08-17 17:00:00,,,,,,,
2020-08-17 17:00:00,2020-08-17 18:00:00,,,,,,,
2020-08-17 18:00:00,2020-08-17 19:00:00,,,,,,,
2020-08-17 19:00:00,2020-08-17 20:00:00,,,,,,,
2020-08-17 20:00:00,2020-08-17 21:00:00,,,,,,,
2020-08-17 21:00:00,2020-08-17 22:00:00,,,,,,,
2020-08-17 22:00:00,2020-08-17 23:00:00,,,,,,,
2020-08-17 23:00:00,2020-08-18 00:00:00,,,,,,,
2020-08-18 00:00:00,2020-08-18 01:00:00,,,,,,,
2020-08-18 01:00:00,2020-08-18 02:00:00,,,,,,,
2020-08-18 02:00:00,2020-08-18 03:00:00,,,,,,,
2020-08-18 03:00:00,2020-08-18 04:00:00,,,,,,,
2020-08-18 04:00:00,2020-08-18 05:00:00,,,,,,,
2020-08-18 05:00:00,2020-08-18 06:00:00,,,,,,,
2020-08-18 06:00:00,2020-08-18 07:00:00,,,,,,,
2020-08-18 07:00:00,2020-08-18 08:00:00,,,,,,,
2020-08-18 08:00:00,2020-08-18 09:00:00,,,,,,,
2020-08-18 09:00:00,2020-08-18 10:00:00,,,,,,,
2020-08-18 10:00:00,2020-08-18 11:00:00,,,,,,,
2020-08-18 11:00:00,2020-08-18 12:00:00,,,,,,,
2020-08-18 12:00:00,2020-08-18 13:00:00,,,,,,,
2020-08-18 13:00:00,2020-08-18 14:00:00,,,,,,,
2020-08-18 14:00:00,2020-08-18 15:00:00,,,,,,,
2020-08-18 15:00:00,2020-08-18 16:00:00,,,,,,,
2020-08-18 16:00:00,2020-08-18 17:00:00,,,,,,,
2020-08-18 17:00:00,2020-08-18 18:00:00,,,,,,,
2020-08-18 18:00:00,2020-08-18 19:00:00,,,,,,,
2020-08-18 19:00:00,2020-08-18 20:00:00,,,,,,,
2020-08-18 20:00:00,2020-08-18 21:00:00,,,,,,,
2020-08-18 21:00:00,2020-08-18 22:00:00,,,,,,,
2020-08-18 22:00:00,2020-08-18 23:00:00,,,,,,,
2020-08-18 23:00:00,2020-08-19 00:00:00,,,,,,,
2020-08-19 00:00:00,2020-08-19 01:00:00,,,,,,,
2020-08-19 01:00:00,2020-08-19 02:00:00,,,,,,,
2020-08-19 02:00:00,2020-08-19 03:00:00,,,,,,,
2020-08-19 03:00:00,2020-08-19 04:00:00,,,,,,,
2020-08-19 04:00:00,2020-08-19 05:00:00,,,,,,,
2020-08-19 05:00:00,2020-08-19 06:00:00,,,,,,,
2020-08-19 06:00:00,2020-08-19 07:00:00,,,,,,,
2020-08-19 07:00:00,2020-08-19 08:00:00,,,,,,,
2020-08-19 08:00:00,2020-08-19 09:00:00,,,,,,,
2020-08-19 09:00:00,2020-08-19 10:00:00,,,,,,,
2020-08-19 10:00:00,2020-08-19 11:00:00,,,,,,,
2020-08-19 11:00:00,2020-08-19 12:00:00,,,,,,,
2020-08-19 12:00:00,2020-08-19 13:00:00,,,,,,,
2020-08-19 13:00:00,2020-08-19 14:00:00,,,,,,,
2020-08-19 14:00:00,2020-08-19 15:00:00,,,,,,,
2020-08-19 15:00:00,2020-08-19 16:00:00,,,,,,,
2020-08-19 16:00:00,2020-08-19 17:00:00,,,,,,,
2020-08-19 17:00:00,2020-08-19 18:00:00,,,,,,,
2020-08-19 18:00:00,2020-08-19 19:00:00,,,,,,,
2020-08-19 19:00:00,2020-08-19 20:00:00,,,,,,,
2020-08-19 20:00:00,2020-08-19 21:00:00,,,,,,,
2020-08-19 21:00:00,2020-08-19 22:00:00,,,,,,,
2020-08-19 22:00:00,2020-08-19 23:00:00,,,,,,,
2020-08-19 23:00:00,2020-08-20 00:00:00,,,,,,,
2020-08-20 00:00:00,2020-08-20 01:00:00,,,,,,,
2020-08-20 01:00:00,2020-08-20 02:00:00,,,,,,,
2020-08-20 02:00:00,2020-08-20 03:00:00,,,,,,,
2020-08-20 03:00:00,2020-08-20 04:00:00,,,,,,,
