From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF ()
2021-03-13 16:00:00,2021-03-13 17:00:00,154.86,170.62,81.9,17.39,63.3,11.57,4.02,0.98,24.61,3.52,9.84,4.95,1.13,55.44,0.79,314.89,87.41,748.41,0.19,24.5,0.0
2021-03-13 17:00:00,2021-03-13 18:00:00,158.94,209.15,85.84,18.23,66.9,11.57,4.37,1.17,18.64,3.74,10.16,5.8,1.13,62.5,0.17,253.3,22.14,748.17,0.2,23.32,0.0
2021-03-13 18:00:00,2021-03-13 19:00:00,150.83,245.43,89.81,18.92,70.44,11.57,4.53,1.74,12.38,3.96,9.1,6.6,1.13,69.35,0.09,191.95,10.65,748.13,0.2,21.73,0.0
2021-03-13 19:00:00,2021-03-13 20:00:00,125.66,267.23,97.56,18.84,57.46,11.57,4.0,1.03,12.65,3.47,6.06,5.53,0.85,70.64,0.13,127.15,10.38,748.15,0.16,21.32,0.0
2021-03-13 20:00:00,2021-03-13 21:00:00,116.31,291.09,98.42,21.2,78.54,11.57,3.78,1.16,15.42,5.03,8.37,7.66,1.14,70.61,0.14,169.4,10.43,748.43,0.21,21.23,0.0
2021-03-13 21:00:00,2021-03-13 22:00:00,100.4,273.96,95.05,21.29,75.89,11.57,4.02,1.17,14.54,5.01,7.8,7.39,1.13,74.98,0.16,227.88,10.71,748.79,0.21,20.3,0.0
2021-03-13 22:00:00,2021-03-13 23:00:00,92.92,273.79,107.22,31.2,90.83,11.57,4.84,1.45,13.28,5.15,7.47,7.66,1.14,81.43,0.05,249.22,10.67,748.68,0.23,19.31,0.0
2021-03-13 23:00:00,2021-03-14 00:00:00,87.92,289.42,122.42,31.87,103.37,11.57,4.44,1.29,13.25,5.17,7.25,7.32,1.15,79.98,0.08,224.44,10.6,748.23,0.23,19.17,0.0
2021-03-14 00:00:00,2021-03-14 01:00:00,98.19,269.44,120.64,30.59,101.26,11.57,3.72,0.92,12.61,4.97,6.96,6.63,1.14,79.79,0.25,312.2,10.56,747.87,0.23,19.09,0.0
2021-03-14 01:00:00,2021-03-14 02:00:00,96.01,309.03,116.45,29.03,97.08,11.57,3.54,0.89,12.37,4.62,6.61,5.82,1.14,83.8,0.14,261.53,10.61,747.58,0.23,18.35,0.0
2021-03-14 02:00:00,2021-03-14 03:00:00,84.93,284.02,111.75,27.59,92.58,11.57,3.51,0.84,12.31,4.29,6.37,5.08,1.14,86.45,0.13,264.03,10.64,747.17,0.22,17.89,0.0
2021-03-14 03:00:00,2021-03-14 04:00:00,77.78,236.9,110.12,26.04,90.45,11.57,3.48,0.82,11.98,3.96,6.21,4.52,1.14,91.58,0.07,191.03,10.63,746.99,0.22,17.27,0.0
2021-03-14 04:00:00,2021-03-14 05:00:00,75.65,201.12,109.52,24.12,88.97,11.57,4.09,0.92,12.2,3.65,6.03,3.92,1.14,92.48,0.09,208.32,10.58,747.12,0.21,17.18,0.0
2021-03-14 05:00:00,2021-03-14 06:00:00,74.83,199.78,108.64,23.64,88.01,11.57,4.34,1.03,11.97,3.57,5.95,3.52,1.14,92.16,0.1,108.08,11.91,747.49,0.21,17.27,0.0
2021-03-14 06:00:00,2021-03-14 07:00:00,75.25,218.91,106.73,18.88,83.99,11.57,4.12,1.04,11.91,3.55,5.89,2.96,1.13,89.21,0.33,123.54,37.9,747.97,0.2,17.93,0.0
2021-03-14 07:00:00,2021-03-14 08:00:00,86.11,228.93,98.57,19.46,77.75,11.57,4.0,1.03,13.86,3.72,5.96,2.74,1.13,83.25,0.54,128.86,83.52,748.66,0.19,19.14,0.0
2021-03-14 08:00:00,2021-03-14 09:00:00,98.66,200.85,89.98,20.24,71.28,11.57,3.73,0.85,20.31,3.93,6.05,2.65,1.13,68.32,0.53,146.73,259.15,749.02,0.19,22.52,0.0
2021-03-14 09:00:00,2021-03-14 10:00:00,111.53,183.19,83.35,20.95,66.33,11.57,3.66,0.77,27.32,3.9,6.01,2.58,1.13,53.62,0.3,261.62,447.21,749.08,0.19,25.8,0.0
2021-03-14 10:00:00,2021-03-14 11:00:00,,,79.45,21.25,63.35,11.57,3.7,0.76,33.41,3.97,5.92,2.67,1.13,47.94,0.89,307.02,535.49,748.97,0.19,27.51,0.0
2021-03-14 11:00:00,2021-03-14 12:00:00,,,76.66,20.74,60.86,11.57,3.67,0.74,36.62,3.67,6.06,2.95,1.13,44.23,0.85,308.56,514.4,748.38,0.19,28.83,0.0
2021-03-14 12:00:00,2021-03-14 13:00:00,,,75.37,18.84,58.83,11.57,3.91,0.79,34.45,3.39,5.91,3.13,1.13,42.93,1.26,311.75,491.88,747.47,0.19,29.52,0.0
2021-03-14 13:00:00,2021-03-14 14:00:00,,,74.99,17.8,57.98,11.57,3.8,0.71,36.52,3.24,6.01,3.49,1.13,41.01,1.45,319.96,492.02,746.71,0.19,30.01,0.0
2021-03-14 14:00:00,2021-03-14 15:00:00,,,74.83,22.85,60.48,11.57,4.62,0.56,36.53,3.12,6.21,3.93,1.13,38.35,1.68,320.41,444.62,745.99,0.2,30.25,0.0
2021-03-14 15:00:00,2021-03-14 16:00:00,,,74.58,23.58,60.66,11.57,4.57,0.56,39.64,8.98,6.24,4.21,1.13,39.22,1.67,320.99,265.0,745.65,0.2,30.01,0.0
2021-03-14 16:00:00,2021-03-14 17:00:00,,,77.13,25.58,63.75,11.57,4.63,1.04,29.31,13.04,6.21,4.22,1.13,41.91,0.9,314.67,104.66,745.77,0.2,29.55,0.0
2021-03-14 17:00:00,2021-03-14 18:00:00,,,80.78,28.29,68.1,11.57,5.04,1.44,22.16,12.9,6.16,4.41,1.13,48.59,0.38,291.5,21.98,746.05,0.2,27.89,0.0
2021-03-14 18:00:00,2021-03-14 19:00:00,258.14,415.1,87.86,30.84,75.11,11.57,5.3,1.74,14.33,15.54,6.23,5.29,1.13,57.26,0.14,313.44,10.58,746.31,0.2,25.96,0.0
2021-03-14 19:00:00,2021-03-14 20:00:00,255.92,416.97,87.8,29.73,74.48,11.57,4.64,1.63,16.4,15.61,6.37,6.54,1.14,62.63,0.05,254.84,10.45,746.68,0.21,24.51,0.0
2021-03-14 20:00:00,2021-03-14 21:00:00,249.41,335.33,82.8,26.91,69.0,11.57,3.96,1.57,19.19,14.32,6.44,7.33,1.15,65.82,0.09,302.63,10.36,747.14,0.23,23.6,0.0
2021-03-14 21:00:00,2021-03-14 22:00:00,183.73,333.87,80.1,26.02,66.36,11.57,4.03,1.31,18.8,13.1,6.63,7.6,1.15,66.45,0.27,298.5,10.27,747.24,0.23,23.24,0.0
2021-03-14 22:00:00,2021-03-14 23:00:00,154.9,438.6,85.7,23.69,69.64,11.57,3.54,1.26,15.75,11.41,7.07,7.27,1.15,67.03,0.33,291.03,10.26,747.15,0.23,22.79,0.0
2021-03-14 23:00:00,2021-03-15 00:00:00,251.96,671.91,87.96,18.24,68.6,11.57,3.16,1.15,16.05,9.86,7.52,6.27,1.14,68.59,0.18,295.69,10.34,746.79,0.21,22.05,0.0
2021-03-15 00:00:00,2021-03-15 01:00:00,225.54,334.52,88.15,19.89,69.62,11.57,3.91,1.0,13.8,8.31,7.16,5.89,1.14,72.89,0.2,287.84,10.41,746.46,0.21,20.91,0.0
2021-03-15 01:00:00,2021-03-15 02:00:00,118.88,258.95,91.39,20.49,72.53,11.57,4.26,0.95,14.07,7.14,6.89,5.37,1.14,71.0,0.31,300.38,10.09,746.1,0.21,20.77,0.0
2021-03-15 02:00:00,2021-03-15 03:00:00,110.27,243.13,95.55,21.42,76.36,11.57,4.13,0.78,17.18,6.15,6.58,4.86,1.14,67.33,0.21,231.01,10.4,745.69,0.21,20.8,0.0
2021-03-15 03:00:00,2021-03-15 04:00:00,105.59,185.07,95.59,22.35,76.88,11.57,3.68,0.71,14.04,5.24,6.22,4.31,1.13,74.09,0.04,166.32,10.4,745.64,0.2,19.21,0.0
2021-03-15 04:00:00,2021-03-15 05:00:00,85.37,205.16,99.19,23.23,80.22,11.57,4.38,0.86,12.16,4.54,5.86,3.81,1.13,77.38,0.06,204.1,10.32,745.74,0.2,18.48,0.0
2021-03-15 05:00:00,2021-03-15 06:00:00,76.2,225.88,102.24,23.86,83.0,11.57,3.62,0.85,12.33,4.02,5.58,3.38,1.13,76.73,0.2,117.41,11.77,746.18,0.2,18.41,0.0
2021-03-15 06:00:00,2021-03-15 07:00:00,62.77,180.15,99.29,24.89,81.17,11.57,3.98,0.98,13.38,3.67,5.34,3.03,1.13,76.07,0.15,169.68,36.19,746.7,0.19,18.69,0.0
2021-03-15 07:00:00,2021-03-15 08:00:00,101.01,180.78,94.54,27.86,78.91,11.57,4.23,1.1,18.27,3.84,5.39,3.21,1.13,66.91,0.28,218.21,70.21,747.39,0.2,20.81,0.0
2021-03-15 08:00:00,2021-03-15 09:00:00,185.09,204.73,89.57,28.76,75.4,11.57,4.29,1.06,23.99,4.15,5.53,3.21,1.13,54.19,0.32,263.23,276.08,747.93,0.2,24.22,0.0
2021-03-15 09:00:00,2021-03-15 10:00:00,,,81.04,33.33,70.94,11.57,4.31,0.87,32.8,4.39,6.02,3.4,1.13,41.42,0.29,206.89,475.35,748.14,0.2,27.3,0.0
2021-03-15 10:00:00,2021-03-15 11:00:00,,,56.61,35.67,52.57,11.57,4.43,0.97,39.12,4.21,10.27,3.64,1.13,33.1,1.04,320.25,561.9,748.01,0.19,29.05,0.0
2021-03-15 11:00:00,2021-03-15 12:00:00,,,37.21,31.47,34.82,,4.82,0.95,44.66,4.29,12.24,4.96,1.13,27.73,1.53,319.43,519.3,747.5,0.2,30.13,0.0
2021-03-15 12:00:00,2021-03-15 13:00:00,,,37.73,32.24,35.64,,5.02,0.7,37.83,3.93,12.4,5.66,1.13,24.4,1.77,320.41,513.58,746.68,0.2,30.63,0.0
2021-03-15 13:00:00,2021-03-15 14:00:00,98.21,214.07,37.08,30.76,34.34,,5.25,0.57,44.82,6.33,11.77,5.61,1.13,23.14,1.76,318.21,541.73,745.91,0.2,30.87,0.0
2021-03-15 14:00:00,2021-03-15 15:00:00,,181.2,37.23,26.79,32.39,,5.82,0.61,48.23,6.44,11.11,5.66,1.13,23.55,1.43,317.03,466.48,745.36,0.2,31.39,0.0
2021-03-15 15:00:00,2021-03-15 16:00:00,,,37.59,19.16,28.69,11.57,6.76,0.64,53.23,5.43,15.51,4.94,1.13,23.03,1.53,319.52,285.93,745.01,0.18,31.12,0.0
2021-03-15 16:00:00,2021-03-15 17:00:00,,,49.79,43.19,51.02,11.57,7.0,1.18,39.29,4.02,14.33,4.54,1.12,27.25,0.85,305.96,112.16,745.12,0.18,30.38,0.0
2021-03-15 17:00:00,2021-03-15 18:00:00,,,80.91,86.44,98.58,11.57,6.96,1.55,17.48,4.26,13.72,5.19,1.13,36.2,0.17,244.93,22.18,745.3,0.19,28.18,0.0
2021-03-15 18:00:00,2021-03-15 19:00:00,279.25,306.55,117.14,82.61,125.64,9.66,7.28,2.8,12.37,4.81,11.29,4.74,1.14,47.7,0.06,158.16,10.21,745.75,0.21,25.12,0.0
2021-03-15 19:00:00,2021-03-15 20:00:00,280.51,347.1,139.66,82.08,143.42,11.57,7.05,3.02,12.33,6.2,9.76,7.88,1.15,50.27,0.08,184.32,10.14,746.39,0.22,24.29,0.0
2021-03-15 20:00:00,2021-03-15 21:00:00,297.98,445.07,113.7,73.87,118.31,10.41,5.5,2.19,13.52,7.54,8.88,7.17,1.16,53.49,0.09,140.01,10.19,746.85,0.24,23.33,0.0
2021-03-15 21:00:00,2021-03-15 22:00:00,302.44,550.9,131.39,74.54,132.84,8.66,5.51,2.14,12.94,7.97,8.11,7.65,1.17,55.69,0.05,193.99,10.31,747.03,0.25,22.76,0.0
2021-03-15 22:00:00,2021-03-15 23:00:00,295.78,346.79,114.33,68.0,115.75,11.57,4.85,1.57,13.19,7.97,7.58,7.69,1.17,57.42,0.07,209.97,10.29,746.88,0.26,22.55,0.0
2021-03-15 23:00:00,2021-03-16 00:00:00,256.02,314.36,120.72,64.24,118.95,11.57,4.92,1.23,13.16,7.85,7.36,10.29,1.17,60.27,0.11,287.55,10.55,746.7,0.27,22.08,0.0
2021-03-16 00:00:00,2021-03-16 01:00:00,204.05,279.44,60.2,53.15,64.59,11.57,4.17,1.2,13.63,7.33,8.17,10.0,1.17,62.38,0.11,305.32,10.46,746.29,0.28,21.58,0.0
2021-03-16 01:00:00,2021-03-16 02:00:00,196.41,269.78,59.76,47.1,61.07,11.57,4.14,1.09,12.95,6.62,7.91,8.46,1.17,68.9,0.09,156.85,10.59,745.68,0.27,20.34,0.0
2021-03-16 02:00:00,2021-03-16 03:00:00,168.22,248.27,99.24,46.98,92.66,9.56,4.33,1.07,13.27,6.05,7.69,7.08,1.17,70.22,0.11,121.57,10.54,745.42,0.27,19.86,0.0
2021-03-16 03:00:00,2021-03-16 04:00:00,119.38,204.36,81.78,43.5,76.85,11.57,4.03,1.03,12.3,5.55,7.54,6.06,1.16,71.03,0.04,161.02,10.63,745.22,0.26,19.43,0.0
2021-03-16 04:00:00,2021-03-16 05:00:00,96.41,187.54,101.53,47.86,94.97,11.57,4.72,1.05,12.31,5.1,7.38,5.24,1.16,71.18,0.09,306.39,10.54,745.5,0.26,19.35,0.0
2021-03-16 05:00:00,2021-03-16 06:00:00,104.88,245.98,100.66,48.76,94.73,11.57,4.83,1.24,13.47,4.83,7.24,4.61,1.16,67.89,0.26,305.83,12.06,746.01,0.25,19.66,0.0
2021-03-16 06:00:00,2021-03-16 07:00:00,130.92,292.94,70.19,45.18,68.43,11.59,4.72,1.17,15.43,4.8,7.16,4.21,1.15,62.55,0.26,292.5,43.12,746.61,0.25,20.7,0.0
2021-03-16 07:00:00,2021-03-16 08:00:00,159.5,275.89,59.03,37.56,55.5,11.58,4.74,1.21,19.31,4.83,6.99,3.99,1.15,58.41,0.39,213.0,91.07,747.38,0.24,22.1,0.0
2021-03-16 08:00:00,2021-03-16 09:00:00,192.65,287.02,59.01,40.15,56.84,11.57,4.55,1.44,28.78,4.88,6.88,3.53,1.14,51.49,0.77,311.95,256.57,747.89,0.22,24.96,0.0
2021-03-16 09:00:00,2021-03-16 10:00:00,211.08,307.04,43.12,29.41,38.48,6.42,4.79,1.21,36.67,5.15,7.12,3.75,1.14,46.73,0.97,327.12,424.39,748.02,0.22,27.37,0.0
2021-03-16 10:00:00,2021-03-16 11:00:00,250.44,291.06,35.73,29.7,32.71,11.57,5.64,1.03,40.92,5.08,11.54,4.19,1.14,40.59,1.34,328.88,499.2,748.0,0.21,29.52,0.0
2021-03-16 11:00:00,2021-03-16 12:00:00,263.23,279.89,27.49,24.16,23.21,11.57,6.6,0.88,44.18,4.63,11.29,4.81,1.13,34.68,1.73,324.62,492.43,747.45,0.21,30.81,0.0
2021-03-16 12:00:00,2021-03-16 13:00:00,,,26.24,20.17,20.12,11.53,6.44,0.76,43.14,4.53,11.32,5.26,1.14,31.53,2.06,326.87,470.64,746.57,0.22,31.55,0.0
2021-03-16 13:00:00,2021-03-16 14:00:00,277.93,299.77,27.52,19.49,20.79,11.57,7.54,0.83,43.43,3.89,11.97,5.02,1.13,28.7,1.5,313.63,474.23,745.68,0.21,32.35,0.0
2021-03-16 14:00:00,2021-03-16 15:00:00,275.7,309.87,34.64,24.14,28.93,11.59,8.7,0.8,44.12,3.58,11.51,5.0,1.13,27.49,1.34,319.4,392.19,745.05,0.22,32.77,0.0
2021-03-16 15:00:00,2021-03-16 16:00:00,,,38.59,25.77,32.95,11.58,9.83,0.95,42.29,3.49,14.99,5.18,1.13,27.32,1.17,312.31,229.25,744.75,0.22,32.56,0.0
2021-03-16 16:00:00,2021-03-16 17:00:00,283.16,303.81,55.18,45.9,56.77,11.59,9.09,1.14,28.26,3.37,13.91,5.68,1.14,30.8,0.45,268.2,92.99,744.75,0.23,31.75,0.0
2021-03-16 17:00:00,2021-03-16 18:00:00,256.1,327.56,45.62,49.23,50.85,11.57,8.29,1.21,24.21,3.62,11.12,6.04,1.13,42.93,0.13,235.17,22.54,744.79,0.23,29.27,0.0
2021-03-16 18:00:00,2021-03-16 19:00:00,275.19,365.94,85.38,67.19,92.11,11.67,8.76,2.15,13.54,4.56,9.98,6.52,1.13,49.77,0.12,288.39,10.41,745.35,0.22,27.28,0.0
2021-03-16 19:00:00,2021-03-16 20:00:00,341.05,514.57,106.07,71.0,110.69,11.62,8.26,2.31,12.26,5.99,8.92,8.2,1.14,52.05,0.14,286.15,10.44,746.0,0.23,26.25,0.0
2021-03-16 20:00:00,2021-03-16 21:00:00,367.56,672.27,90.67,58.27,91.69,11.57,5.89,1.96,13.75,6.97,8.57,9.42,1.14,52.83,0.18,294.47,10.35,746.55,0.23,25.61,0.0
2021-03-16 21:00:00,2021-03-16 22:00:00,334.65,547.29,86.0,51.6,84.47,11.59,4.95,1.5,14.45,7.14,8.06,9.97,1.15,55.28,0.26,292.15,10.33,746.76,0.24,24.87,0.0
2021-03-16 22:00:00,2021-03-16 23:00:00,377.87,443.35,70.5,46.27,69.25,11.59,4.62,1.22,13.42,6.81,7.65,9.71,1.15,60.34,0.13,278.14,10.32,746.61,0.24,23.58,0.0
2021-03-16 23:00:00,2021-03-17 00:00:00,269.37,382.08,55.97,36.42,52.45,11.57,4.18,0.9,16.68,6.3,8.04,9.11,1.15,61.04,0.23,302.35,10.22,746.2,0.24,22.98,0.0
2021-03-17 00:00:00,2021-03-17 01:00:00,242.52,335.64,64.56,34.12,58.14,11.69,4.88,0.84,14.74,5.46,7.72,7.11,1.14,62.34,0.2,298.11,10.22,745.75,0.22,22.24,0.0
2021-03-17 01:00:00,2021-03-17 02:00:00,197.01,363.61,54.74,29.3,47.75,11.59,5.15,0.71,15.83,5.0,7.56,6.09,1.14,62.32,0.1,259.51,10.37,745.47,0.22,21.73,0.0
2021-03-17 02:00:00,2021-03-17 03:00:00,216.66,322.48,62.46,32.8,55.77,12.13,4.79,0.76,13.76,4.51,7.08,5.33,1.13,63.72,0.17,265.57,10.37,745.08,0.21,21.04,0.0
2021-03-17 03:00:00,2021-03-17 04:00:00,212.08,301.25,73.31,35.66,43.97,12.07,5.03,0.51,13.58,2.85,4.55,3.22,0.75,61.73,0.11,294.36,10.44,744.98,0.14,20.99,0.0
2021-03-17 04:00:00,2021-03-17 05:00:00,209.25,352.54,50.23,,6.43,,,0.41,32.35,0.0,0.0,,,69.54,0.19,295.29,10.41,745.29,0.0,19.63,0.0
2021-03-17 05:00:00,2021-03-17 06:00:00,183.94,394.2,67.82,,40.62,,,1.13,21.07,2.65,4.16,1.46,0.77,71.36,0.21,291.04,12.22,745.6,0.14,19.38,0.0
2021-03-17 06:00:00,2021-03-17 07:00:00,140.2,423.3,68.77,,41.48,9.77,,1.04,14.25,3.98,6.25,3.47,1.13,69.39,0.18,297.17,47.31,746.15,0.2,19.8,0.0
2021-03-17 07:00:00,2021-03-17 08:00:00,155.38,391.42,68.78,,41.46,11.57,,1.1,18.48,4.21,6.25,3.33,1.13,60.79,0.27,255.76,115.01,746.94,0.19,22.14,0.0
2021-03-17 08:00:00,2021-03-17 09:00:00,199.41,369.43,68.97,,41.63,11.57,4.58,1.01,24.24,4.73,6.37,3.77,1.13,52.38,0.35,245.89,251.37,747.45,0.2,24.91,0.0
2021-03-17 09:00:00,2021-03-17 10:00:00,294.96,361.69,54.5,,29.66,11.6,6.91,0.85,30.95,5.2,6.61,4.3,1.13,44.27,0.89,318.95,412.12,747.68,0.21,27.42,0.0
2021-03-17 10:00:00,2021-03-17 11:00:00,335.26,364.03,32.7,28.68,32.05,8.88,8.66,0.9,23.64,6.36,11.14,8.28,1.14,37.09,0.77,310.77,492.46,747.45,0.21,29.74,0.0
2021-03-17 11:00:00,2021-03-17 12:00:00,141.81,289.83,43.21,43.3,45.81,11.58,12.12,0.81,31.43,5.77,13.66,9.43,1.13,31.16,1.04,317.25,474.77,746.89,0.22,31.03,0.0
2021-03-17 12:00:00,2021-03-17 13:00:00,331.05,319.33,37.47,40.2,39.59,11.99,11.54,0.68,34.88,5.92,11.35,9.8,1.13,27.96,1.0,310.76,453.92,746.23,0.21,31.71,0.0
2021-03-17 13:00:00,2021-03-17 14:00:00,384.17,399.38,44.39,35.31,42.59,12.09,11.67,0.85,35.03,5.46,9.58,8.66,1.13,24.18,0.96,301.75,454.37,745.47,0.21,32.57,0.0
2021-03-17 14:00:00,2021-03-17 15:00:00,362.97,393.75,51.05,36.81,48.7,12.02,9.82,0.69,33.82,4.7,9.94,8.25,1.13,23.57,0.93,306.74,382.74,744.8,0.21,32.72,0.0
2021-03-17 15:00:00,2021-03-17 16:00:00,,377.56,39.12,31.9,36.58,12.0,9.13,0.61,33.79,3.82,13.59,7.66,1.13,24.08,1.53,322.5,225.54,744.51,0.21,32.05,0.0
2021-03-17 16:00:00,2021-03-17 17:00:00,,393.56,52.65,42.65,53.04,12.0,8.39,1.03,29.62,3.79,16.72,5.6,1.13,29.66,0.83,307.05,88.89,744.37,0.21,30.96,0.0
2021-03-17 17:00:00,2021-03-17 18:00:00,,451.96,89.41,66.89,95.19,12.03,8.28,1.54,14.81,5.99,15.38,4.71,1.14,37.51,0.21,287.76,22.09,748.52,0.21,29.09,0.0
2021-03-17 18:00:00,2021-03-17 19:00:00,197.17,451.6,115.14,63.77,114.19,11.64,8.17,2.33,12.32,6.5,12.45,1.06,1.14,46.55,0.07,217.51,10.4,746.83,0.21,26.76,0.0
2021-03-17 19:00:00,2021-03-17 20:00:00,181.68,364.87,123.11,61.55,119.42,11.62,7.63,2.44,12.36,7.42,10.48,4.83,1.14,53.9,0.07,146.68,10.3,747.25,0.23,24.99,0.0
2021-03-17 20:00:00,2021-03-17 21:00:00,184.05,376.3,127.4,57.63,120.81,11.56,7.25,2.22,13.97,7.95,9.43,7.14,1.15,57.17,0.08,202.37,10.24,747.8,0.23,24.22,0.0
2021-03-17 21:00:00,2021-03-17 22:00:00,183.04,403.48,113.91,54.87,108.55,12.66,6.75,1.78,13.16,0.0,0.0,,,57.53,0.08,129.61,10.31,748.19,0.0,23.66,0.0
2021-03-17 22:00:00,2021-03-17 23:00:00,171.23,379.49,125.76,53.96,117.58,11.57,6.42,1.53,13.01,0.0,0.0,,,58.63,0.07,255.18,10.34,748.24,0.0,23.24,0.0
2021-03-17 23:00:00,2021-03-18 00:00:00,162.76,367.91,82.4,43.42,77.31,11.59,5.51,1.25,13.66,0.0,0.0,,,56.9,0.04,180.37,10.39,748.1,0.0,23.14,0.0
2021-03-18 00:00:00,2021-03-18 01:00:00,153.03,313.31,58.17,41.09,56.65,11.64,4.66,0.88,15.67,0.0,0.0,,,58.14,0.1,164.93,10.36,747.64,0.0,22.73,0.0
2021-03-18 01:00:00,2021-03-18 02:00:00,144.72,288.28,53.71,35.81,50.32,11.59,4.62,0.82,17.18,0.0,0.0,,,59.92,0.16,265.52,10.37,747.2,0.0,21.97,0.0
2021-03-18 02:00:00,2021-03-18 03:00:00,127.08,264.06,94.39,41.91,86.14,11.58,4.95,0.9,12.76,0.0,0.0,,,64.36,0.11,304.17,10.55,747.07,0.0,21.08,0.0
2021-03-18 03:00:00,2021-03-18 04:00:00,114.79,252.21,118.06,49.26,108.94,11.57,5.18,0.96,14.86,0.0,0.0,,,66.99,0.05,217.54,10.66,747.0,0.0,20.45,0.0
2021-03-18 04:00:00,2021-03-18 05:00:00,105.51,251.33,96.29,43.14,88.3,11.57,4.94,0.91,17.47,0.0,0.0,,,66.65,0.11,135.78,10.44,747.43,0.0,20.3,0.0
2021-03-18 05:00:00,2021-03-18 06:00:00,98.88,257.36,62.11,34.23,56.22,11.58,4.7,0.88,20.67,0.0,0.0,,,63.22,0.1,203.99,12.24,747.8,0.0,20.52,0.0
2021-03-18 06:00:00,2021-03-18 07:00:00,101.47,254.81,64.48,37.29,59.73,11.57,5.57,1.09,16.72,0.0,0.0,,,61.55,0.15,227.01,43.55,748.48,0.0,20.88,0.0
2021-03-18 07:00:00,2021-03-18 08:00:00,109.44,264.99,58.75,36.93,54.95,11.61,5.56,1.1,20.91,0.0,0.0,,,54.12,0.35,271.78,93.22,749.19,0.0,22.88,0.0
2021-03-18 08:00:00,2021-03-18 09:00:00,135.17,277.76,61.01,42.04,59.43,11.63,6.24,1.17,30.18,0.0,0.0,,,47.82,0.73,310.85,249.01,749.74,0.0,25.9,0.0
2021-03-18 09:00:00,2021-03-18 10:00:00,163.61,319.04,42.34,38.56,42.64,11.61,6.41,1.02,36.4,0.0,0.0,,,41.59,1.09,327.21,418.88,749.84,0.0,28.36,0.0
2021-03-18 10:00:00,2021-03-18 11:00:00,164.72,301.05,27.69,43.9,33.68,11.58,8.69,0.89,35.96,0.0,0.0,,,32.17,0.8,315.56,499.22,749.55,0.0,31.06,0.0
2021-03-18 11:00:00,2021-03-18 12:00:00,191.89,270.0,27.26,33.32,27.81,11.57,10.98,0.62,45.66,0.0,0.0,,,27.42,1.1,325.64,476.52,748.86,0.0,32.08,0.0
2021-03-18 12:00:00,2021-03-18 13:00:00,238.33,243.35,23.89,30.07,23.41,11.6,10.35,0.8,41.56,3.52,5.76,0.05,0.61,24.66,1.09,314.84,465.41,747.95,0.13,33.16,0.0
2021-03-18 13:00:00,2021-03-18 14:00:00,220.71,249.69,24.44,25.89,21.67,11.65,10.22,0.65,44.69,7.52,9.75,0.1,1.14,22.77,1.43,316.69,482.97,747.18,0.24,33.26,0.0
2021-03-18 14:00:00,2021-03-18 15:00:00,202.32,251.59,21.7,24.02,18.49,11.94,9.59,0.67,41.34,6.24,8.66,0.1,1.14,22.31,1.33,317.51,411.16,746.65,0.24,33.57,0.0
2021-03-18 15:00:00,2021-03-18 16:00:00,198.21,237.68,29.85,34.96,30.74,11.67,9.14,0.75,37.39,6.99,8.29,0.1,1.14,23.47,1.14,313.13,236.22,746.32,0.23,33.27,0.0
2021-03-18 16:00:00,2021-03-18 17:00:00,199.02,235.77,42.82,48.4,48.17,11.57,9.31,1.13,27.27,9.03,7.73,0.1,1.14,27.54,0.69,307.56,92.45,746.33,0.23,32.25,0.0
2021-03-18 17:00:00,2021-03-18 18:00:00,218.81,272.18,75.67,74.86,88.34,11.57,10.94,1.35,16.53,8.33,7.43,0.1,1.15,36.66,0.16,293.18,22.95,746.48,0.26,30.03,0.0
2021-03-18 18:00:00,2021-03-18 19:00:00,203.6,304.54,106.98,74.76,113.39,11.56,11.12,2.31,13.56,8.07,7.77,2.08,1.15,46.46,0.05,224.93,10.32,746.89,0.26,27.43,0.0
2021-03-18 19:00:00,2021-03-18 20:00:00,180.88,324.52,85.16,46.15,60.71,11.61,9.79,1.81,13.04,6.48,5.99,3.04,0.87,55.28,0.08,137.72,10.37,747.62,0.2,25.52,0.0
2021-03-18 20:00:00,2021-03-18 21:00:00,186.47,356.77,117.65,50.81,109.43,11.61,8.54,2.21,13.74,8.97,7.82,0.97,1.16,57.71,0.07,157.8,10.46,748.13,0.27,24.83,0.0
2021-03-18 21:00:00,2021-03-18 22:00:00,186.06,391.75,120.45,46.28,109.31,11.61,8.47,2.66,13.14,9.2,7.65,3.35,1.16,61.12,0.07,189.63,10.48,748.32,0.28,24.18,0.0
2021-03-18 22:00:00,2021-03-18 23:00:00,165.47,382.16,138.24,46.55,123.72,11.61,7.93,2.05,12.86,9.38,7.6,0.1,1.17,62.54,0.08,180.65,10.59,748.11,0.29,23.6,0.0
