From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),AT ()
2019-05-03 20:00:00,2019-05-03 21:00:00,,,,,,,,,,,,,,,,,,
2019-05-03 21:00:00,2019-05-03 22:00:00,,,,,,,,,,,,,,,,,,
2019-05-03 22:00:00,2019-05-03 23:00:00,,,,,,,,,,,,,,,,,,
2019-05-03 23:00:00,2019-05-04 00:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 00:00:00,2019-05-04 01:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 01:00:00,2019-05-04 02:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 02:00:00,2019-05-04 03:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 03:00:00,2019-05-04 04:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 04:00:00,2019-05-04 05:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 05:00:00,2019-05-04 06:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 06:00:00,2019-05-04 07:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 07:00:00,2019-05-04 08:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 08:00:00,2019-05-04 09:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 09:00:00,2019-05-04 10:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 10:00:00,2019-05-04 11:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 11:00:00,2019-05-04 12:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 12:00:00,2019-05-04 13:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 13:00:00,2019-05-04 14:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 14:00:00,2019-05-04 15:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 15:00:00,2019-05-04 16:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 16:00:00,2019-05-04 17:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 17:00:00,2019-05-04 18:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 18:00:00,2019-05-04 19:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 19:00:00,2019-05-04 20:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 20:00:00,2019-05-04 21:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 21:00:00,2019-05-04 22:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 22:00:00,2019-05-04 23:00:00,,,,,,,,,,,,,,,,,,
2019-05-04 23:00:00,2019-05-05 00:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 00:00:00,2019-05-05 01:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 01:00:00,2019-05-05 02:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 02:00:00,2019-05-05 03:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 03:00:00,2019-05-05 04:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 04:00:00,2019-05-05 05:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 05:00:00,2019-05-05 06:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 06:00:00,2019-05-05 07:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 07:00:00,2019-05-05 08:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 08:00:00,2019-05-05 09:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 09:00:00,2019-05-05 10:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 10:00:00,2019-05-05 11:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 11:00:00,2019-05-05 12:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 12:00:00,2019-05-05 13:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 13:00:00,2019-05-05 14:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 14:00:00,2019-05-05 15:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 15:00:00,2019-05-05 16:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 16:00:00,2019-05-05 17:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 17:00:00,2019-05-05 18:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 18:00:00,2019-05-05 19:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 19:00:00,2019-05-05 20:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 20:00:00,2019-05-05 21:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 21:00:00,2019-05-05 22:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 22:00:00,2019-05-05 23:00:00,,,,,,,,,,,,,,,,,,
2019-05-05 23:00:00,2019-05-06 00:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 00:00:00,2019-05-06 01:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 01:00:00,2019-05-06 02:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 02:00:00,2019-05-06 03:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 03:00:00,2019-05-06 04:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 04:00:00,2019-05-06 05:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 05:00:00,2019-05-06 06:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 06:00:00,2019-05-06 07:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 07:00:00,2019-05-06 08:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 08:00:00,2019-05-06 09:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 09:00:00,2019-05-06 10:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 10:00:00,2019-05-06 11:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 11:00:00,2019-05-06 12:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 12:00:00,2019-05-06 13:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 13:00:00,2019-05-06 14:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 14:00:00,2019-05-06 15:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 15:00:00,2019-05-06 16:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 16:00:00,2019-05-06 17:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 17:00:00,2019-05-06 18:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 18:00:00,2019-05-06 19:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 19:00:00,2019-05-06 20:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 20:00:00,2019-05-06 21:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 21:00:00,2019-05-06 22:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 22:00:00,2019-05-06 23:00:00,,,,,,,,,,,,,,,,,,
2019-05-06 23:00:00,2019-05-07 00:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 00:00:00,2019-05-07 01:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 01:00:00,2019-05-07 02:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 02:00:00,2019-05-07 03:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 03:00:00,2019-05-07 04:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 04:00:00,2019-05-07 05:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 05:00:00,2019-05-07 06:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 06:00:00,2019-05-07 07:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 07:00:00,2019-05-07 08:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 08:00:00,2019-05-07 09:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 09:00:00,2019-05-07 10:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 10:00:00,2019-05-07 11:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 11:00:00,2019-05-07 12:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 12:00:00,2019-05-07 13:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 13:00:00,2019-05-07 14:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 14:00:00,2019-05-07 15:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 15:00:00,2019-05-07 16:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 16:00:00,2019-05-07 17:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 17:00:00,2019-05-07 18:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 18:00:00,2019-05-07 19:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 19:00:00,2019-05-07 20:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 20:00:00,2019-05-07 21:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 21:00:00,2019-05-07 22:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 22:00:00,2019-05-07 23:00:00,,,,,,,,,,,,,,,,,,
2019-05-07 23:00:00,2019-05-08 00:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 00:00:00,2019-05-08 01:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 01:00:00,2019-05-08 02:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 02:00:00,2019-05-08 03:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 03:00:00,2019-05-08 04:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 04:00:00,2019-05-08 05:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 05:00:00,2019-05-08 06:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 06:00:00,2019-05-08 07:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 07:00:00,2019-05-08 08:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 08:00:00,2019-05-08 09:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 09:00:00,2019-05-08 10:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 10:00:00,2019-05-08 11:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 11:00:00,2019-05-08 12:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 12:00:00,2019-05-08 13:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 13:00:00,2019-05-08 14:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 14:00:00,2019-05-08 15:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 15:00:00,2019-05-08 16:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 16:00:00,2019-05-08 17:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 17:00:00,2019-05-08 18:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 18:00:00,2019-05-08 19:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 19:00:00,2019-05-08 20:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 20:00:00,2019-05-08 21:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 21:00:00,2019-05-08 22:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 22:00:00,2019-05-08 23:00:00,,,,,,,,,,,,,,,,,,
2019-05-08 23:00:00,2019-05-09 00:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 00:00:00,2019-05-09 01:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 01:00:00,2019-05-09 02:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 02:00:00,2019-05-09 03:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 03:00:00,2019-05-09 04:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 04:00:00,2019-05-09 05:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 05:00:00,2019-05-09 06:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 06:00:00,2019-05-09 07:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 07:00:00,2019-05-09 08:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 08:00:00,2019-05-09 09:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 09:00:00,2019-05-09 10:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 10:00:00,2019-05-09 11:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 11:00:00,2019-05-09 12:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 12:00:00,2019-05-09 13:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 13:00:00,2019-05-09 14:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 14:00:00,2019-05-09 15:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 15:00:00,2019-05-09 16:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 16:00:00,2019-05-09 17:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 17:00:00,2019-05-09 18:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 18:00:00,2019-05-09 19:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 19:00:00,2019-05-09 20:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 20:00:00,2019-05-09 21:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 21:00:00,2019-05-09 22:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 22:00:00,2019-05-09 23:00:00,,,,,,,,,,,,,,,,,,
2019-05-09 23:00:00,2019-05-10 00:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 00:00:00,2019-05-10 01:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 01:00:00,2019-05-10 02:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 02:00:00,2019-05-10 03:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 03:00:00,2019-05-10 04:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 04:00:00,2019-05-10 05:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 05:00:00,2019-05-10 06:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 06:00:00,2019-05-10 07:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 07:00:00,2019-05-10 08:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 08:00:00,2019-05-10 09:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 09:00:00,2019-05-10 10:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 10:00:00,2019-05-10 11:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 11:00:00,2019-05-10 12:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 12:00:00,2019-05-10 13:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 13:00:00,2019-05-10 14:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 14:00:00,2019-05-10 15:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 15:00:00,2019-05-10 16:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 16:00:00,2019-05-10 17:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 17:00:00,2019-05-10 18:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 18:00:00,2019-05-10 19:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 19:00:00,2019-05-10 20:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 20:00:00,2019-05-10 21:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 21:00:00,2019-05-10 22:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 22:00:00,2019-05-10 23:00:00,,,,,,,,,,,,,,,,,,
2019-05-10 23:00:00,2019-05-11 00:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 00:00:00,2019-05-11 01:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 01:00:00,2019-05-11 02:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 02:00:00,2019-05-11 03:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 03:00:00,2019-05-11 04:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 04:00:00,2019-05-11 05:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 05:00:00,2019-05-11 06:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 06:00:00,2019-05-11 07:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 07:00:00,2019-05-11 08:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 08:00:00,2019-05-11 09:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 09:00:00,2019-05-11 10:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 10:00:00,2019-05-11 11:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 11:00:00,2019-05-11 12:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 12:00:00,2019-05-11 13:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 13:00:00,2019-05-11 14:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 14:00:00,2019-05-11 15:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 15:00:00,2019-05-11 16:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 16:00:00,2019-05-11 17:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 17:00:00,2019-05-11 18:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 18:00:00,2019-05-11 19:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 19:00:00,2019-05-11 20:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 20:00:00,2019-05-11 21:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 21:00:00,2019-05-11 22:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 22:00:00,2019-05-11 23:00:00,,,,,,,,,,,,,,,,,,
2019-05-11 23:00:00,2019-05-12 00:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 00:00:00,2019-05-12 01:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 01:00:00,2019-05-12 02:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 02:00:00,2019-05-12 03:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 03:00:00,2019-05-12 04:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 04:00:00,2019-05-12 05:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 05:00:00,2019-05-12 06:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 06:00:00,2019-05-12 07:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 07:00:00,2019-05-12 08:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 08:00:00,2019-05-12 09:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 09:00:00,2019-05-12 10:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 10:00:00,2019-05-12 11:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 11:00:00,2019-05-12 12:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 12:00:00,2019-05-12 13:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 13:00:00,2019-05-12 14:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 14:00:00,2019-05-12 15:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 15:00:00,2019-05-12 16:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 16:00:00,2019-05-12 17:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 17:00:00,2019-05-12 18:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 18:00:00,2019-05-12 19:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 19:00:00,2019-05-12 20:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 20:00:00,2019-05-12 21:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 21:00:00,2019-05-12 22:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 22:00:00,2019-05-12 23:00:00,,,,,,,,,,,,,,,,,,
2019-05-12 23:00:00,2019-05-13 00:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 00:00:00,2019-05-13 01:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 01:00:00,2019-05-13 02:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 02:00:00,2019-05-13 03:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 03:00:00,2019-05-13 04:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 04:00:00,2019-05-13 05:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 05:00:00,2019-05-13 06:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 06:00:00,2019-05-13 07:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 07:00:00,2019-05-13 08:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 08:00:00,2019-05-13 09:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 09:00:00,2019-05-13 10:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 10:00:00,2019-05-13 11:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 11:00:00,2019-05-13 12:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 12:00:00,2019-05-13 13:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 13:00:00,2019-05-13 14:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 14:00:00,2019-05-13 15:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 15:00:00,2019-05-13 16:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 16:00:00,2019-05-13 17:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 17:00:00,2019-05-13 18:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 18:00:00,2019-05-13 19:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 19:00:00,2019-05-13 20:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 20:00:00,2019-05-13 21:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 21:00:00,2019-05-13 22:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 22:00:00,2019-05-13 23:00:00,,,,,,,,,,,,,,,,,,
2019-05-13 23:00:00,2019-05-14 00:00:00,,,,,,,,,,,,,,,,,,
2019-05-14 00:00:00,2019-05-14 01:00:00,,,,,,,,,,,,,,,,,,
2019-05-14 01:00:00,2019-05-14 02:00:00,,,,,,,,,,,,,,,,,,
2019-05-14 02:00:00,2019-05-14 03:00:00,,,,,,,,,,,,,,,,,,
2019-05-14 03:00:00,2019-05-14 04:00:00,,,,,,,,,,,,,,,,,,
2019-05-14 04:00:00,2019-05-14 05:00:00,,,,,,,,,,,,,,,,,,
2019-05-14 05:00:00,2019-05-14 06:00:00,,,,,,,,,,,,,,,,,,
2019-05-14 06:00:00,2019-05-14 07:00:00,,,,,,,,,,,,,,,,,,
2019-05-14 07:00:00,2019-05-14 08:00:00,,,,,,,,,,,,,,,,,,
2019-05-14 08:00:00,2019-05-14 09:00:00,,,,,,,,,,,,,,,,,,
2019-05-14 09:00:00,2019-05-14 10:00:00,,,,,,,,,,,,,,,,,,
2019-05-14 10:00:00,2019-05-14 11:00:00,,,4.94,22.53,27.47,21.2,,1.0,72.76,,,,,,57.07,0.38,163.58,30.69
2019-05-14 11:00:00,2019-05-14 12:00:00,,,4.48,22.33,26.81,23.76,,1.11,75.65,,,,,,50.67,0.37,167.76,32.07
2019-05-14 12:00:00,2019-05-14 13:00:00,,,4.36,24.91,29.27,22.0,,1.47,83.05,,,,,,39.53,0.34,85.58,34.62
2019-05-14 13:00:00,2019-05-14 14:00:00,,,4.11,21.24,25.34,22.56,,1.11,86.72,,,,,,38.01,0.35,159.19,34.87
2019-05-14 14:00:00,2019-05-14 15:00:00,,,3.47,22.24,25.71,21.99,,1.04,90.83,,,,,,33.81,0.34,170.73,36.17
2019-05-14 15:00:00,2019-05-14 16:00:00,,,3.97,21.94,25.91,21.48,,1.0,93.72,,,,,,32.05,0.36,208.31,35.86
2019-05-14 16:00:00,2019-05-14 17:00:00,,,3.98,22.97,26.95,21.43,,0.99,92.29,,,,,,36.37,0.39,159.31,33.89
2019-05-14 17:00:00,2019-05-14 18:00:00,,83.0,2.28,10.88,13.16,19.27,,0.92,101.5,,,,,,50.83,0.44,178.75,28.05
2019-05-14 18:00:00,2019-05-14 19:00:00,,35.4,2.39,9.6,12.0,13.95,,0.91,91.39,,,,,,57.38,0.34,196.84,27.21
2019-05-14 19:00:00,2019-05-14 20:00:00,,,2.31,8.67,10.98,12.85,,0.91,85.53,,,,,,58.42,0.34,148.23,26.99
2019-05-14 20:00:00,2019-05-14 21:00:00,23.0,36.9,2.56,13.27,15.83,10.91,2.11,0.95,70.28,,,,,,61.36,0.31,223.29,26.3
2019-05-14 21:00:00,2019-05-14 22:00:00,,,2.9,16.74,19.64,10.26,,0.96,66.49,,,,,,63.59,0.3,213.73,25.83
2019-05-14 22:00:00,2019-05-14 23:00:00,,,2.81,14.34,17.14,9.91,,0.89,72.69,,,,,,64.18,0.34,161.8,25.6
2019-05-14 23:00:00,2019-05-15 00:00:00,21.0,21.7,2.3,9.08,11.38,10.0,2.18,0.85,83.94,,,,,,70.39,0.35,167.48,24.52
2019-05-15 00:00:00,2019-05-15 01:00:00,18.05,22.96,2.43,10.37,12.8,9.77,1.94,0.88,72.22,,,,,,73.7,0.3,10.82,23.92
2019-05-15 01:00:00,2019-05-15 02:00:00,,28.0,2.86,12.13,15.0,10.69,,0.89,61.19,,,,,,76.23,0.33,127.97,23.62
2019-05-15 02:00:00,2019-05-15 03:00:00,,,3.08,13.31,16.38,12.23,,0.91,61.45,,,,,,76.01,0.32,153.72,23.47
2019-05-15 03:00:00,2019-05-15 04:00:00,,,3.61,18.01,21.63,15.14,,0.95,47.03,,,,,,78.66,0.31,234.78,23.17
2019-05-15 04:00:00,2019-05-15 05:00:00,,,4.16,17.25,21.41,17.11,,0.96,30.47,,,,,,83.22,0.32,216.22,22.76
2019-05-15 05:00:00,2019-05-15 06:00:00,21.0,37.9,4.87,19.11,23.97,17.91,2.8,0.95,21.02,,,,,,87.19,0.32,193.21,22.66
2019-05-15 06:00:00,2019-05-15 07:00:00,22.95,38.98,12.21,25.45,37.66,18.48,3.27,1.0,8.56,,,,,,86.38,0.32,172.53,23.45
2019-05-15 07:00:00,2019-05-15 08:00:00,,,10.77,23.19,33.96,18.34,,0.93,20.67,,,,,,81.39,0.36,179.7,24.78
2019-05-15 08:00:00,2019-05-15 09:00:00,,,8.24,21.71,29.95,18.51,,0.97,39.03,,,,,,71.15,0.33,200.23,27.2
2019-05-15 09:00:00,2019-05-15 10:00:00,,56.57,4.47,21.66,26.11,18.2,,0.95,70.95,,,,,,,,,
2019-05-15 10:00:00,2019-05-15 11:00:00,30.0,55.04,3.75,18.74,22.5,20.38,4.2,1.02,81.61,,,,,,55.59,0.33,167.97,31.01
2019-05-15 11:00:00,2019-05-15 12:00:00,29.02,57.94,3.08,16.89,19.97,15.79,2.35,0.93,97.31,,,,,,47.14,0.34,178.54,32.56
2019-05-15 12:00:00,2019-05-15 13:00:00,,,2.37,11.85,14.22,15.48,,0.9,110.33,,,,,,43.95,0.33,151.65,33.52
2019-05-15 13:00:00,2019-05-15 14:00:00,26.0,49.92,3.0,17.83,20.84,16.06,4.15,0.94,103.0,,,,,,38.29,0.33,204.86,34.77
2019-05-15 14:00:00,2019-05-15 15:00:00,29.92,66.67,3.02,17.34,20.37,18.31,2.62,0.89,89.56,,,,,,74.41,0.4,176.51,24.12
2019-05-15 15:00:00,2019-05-15 16:00:00,26.1,49.4,2.79,16.29,19.09,16.2,1.82,0.89,81.89,,,,,,80.14,0.36,181.05,22.37
2019-05-15 16:00:00,2019-05-15 17:00:00,18.18,24.48,2.68,13.31,15.99,13.44,1.6,0.88,81.47,,,,,,80.58,0.37,181.48,22.22
2019-05-15 17:00:00,2019-05-15 18:00:00,,,3.96,22.57,26.52,13.64,,0.93,68.84,,,,,,78.73,0.35,204.74,23.18
2019-05-15 18:00:00,2019-05-15 19:00:00,,,3.37,20.19,23.55,12.76,,1.05,57.27,,,,,,80.25,0.35,197.55,23.26
2019-05-15 19:00:00,2019-05-15 20:00:00,26.0,32.92,2.9,15.91,18.8,14.35,1.9,0.97,85.83,,,,,,86.99,0.4,162.96,21.28
