From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),Xylene (ug/m3),AT (degree C)
2021-07-18 00:00:00,2021-07-18 01:00:00,,5.4,0.2,0.68,0.57,0.12,17.15,0.98,5.35,0.64,,1.38,1.45,,91.74,0.32,0.63,,
2021-07-18 01:00:00,2021-07-18 02:00:00,,28.24,0.2,0.78,0.94,0.17,19.29,0.92,8.52,2.87,,1.85,1.81,,91.56,0.47,0.77,,
2021-07-18 02:00:00,2021-07-18 03:00:00,,30.37,0.33,0.44,0.35,0.21,19.96,0.89,8.55,4.14,,1.74,1.78,,91.89,0.37,0.65,,
2021-07-18 03:00:00,2021-07-18 04:00:00,,3.88,0.88,0.22,0.65,0.28,21.59,0.95,8.46,3.56,,1.8,1.93,,92.22,0.34,0.67,,
2021-07-18 04:00:00,2021-07-18 05:00:00,,1.97,0.74,0.48,1.01,0.29,23.58,1.03,11.5,3.35,,2.21,2.53,,92.53,0.37,0.83,,
2021-07-18 05:00:00,2021-07-18 06:00:00,,,0.77,0.79,1.0,0.23,20.6,1.03,10.43,2.88,,2.37,2.64,,92.5,0.33,0.8,,
2021-07-18 06:00:00,2021-07-18 07:00:00,,3.58,0.46,1.01,1.38,0.15,20.21,1.04,8.54,2.47,,2.41,2.64,,92.23,0.33,0.85,,
2021-07-18 07:00:00,2021-07-18 08:00:00,,4.0,0.73,0.4,1.13,0.11,20.14,1.1,6.49,2.29,,2.42,2.62,,91.22,0.32,0.78,,
2021-07-18 08:00:00,2021-07-18 09:00:00,,,,,,,,,,,,,,,,,,,
2021-07-18 09:00:00,2021-07-18 10:00:00,,,,,,,,,,,,,,,,,,,
2021-07-18 10:00:00,2021-07-18 11:00:00,,,,,,,,,,,,,,,,,,,
2021-07-18 11:00:00,2021-07-18 12:00:00,,,,,,,,,,,,,,,,,,,
2021-07-18 12:00:00,2021-07-18 13:00:00,,,,,,,,,,,,,,,,,,,
2021-07-18 13:00:00,2021-07-18 14:00:00,,,,,,,,,,,,,,,,,,,
2021-07-18 14:00:00,2021-07-18 15:00:00,,,,,,,,,,,,,,,,,,,
2021-07-18 15:00:00,2021-07-18 16:00:00,,,,,,,,,,,,,,,,,,,
2021-07-18 16:00:00,2021-07-18 17:00:00,,,,,,,,,,,,,,,,,,,
2021-07-18 17:00:00,2021-07-18 18:00:00,,,,,,,,,,,,,,,,,,,
2021-07-18 18:00:00,2021-07-18 19:00:00,,,,,,,,,,,,,,,,,,,
2021-07-18 19:00:00,2021-07-18 20:00:00,,,,,,,,,,,,,,,,,,,
2021-07-18 20:00:00,2021-07-18 21:00:00,,,,,,,,,,,,,,,,,,,
2021-07-18 21:00:00,2021-07-18 22:00:00,,,,,,,,,,,,,,,,,,,
2021-07-18 22:00:00,2021-07-18 23:00:00,,,,,,,,,,,,,,,,,,,
2021-07-18 23:00:00,2021-07-19 00:00:00,,,,,,,,,,,,,,,,,,,
2021-07-19 00:00:00,2021-07-19 01:00:00,,,,,,,,,,,,,,,,,,,
2021-07-19 01:00:00,2021-07-19 02:00:00,,,,,,,,,,,,,,,,,,,
2021-07-19 02:00:00,2021-07-19 03:00:00,,,,,,,,,,,,,,,,,,,
2021-07-19 03:00:00,2021-07-19 04:00:00,,,,,,,,,,,,,,,,,,,
2021-07-19 04:00:00,2021-07-19 05:00:00,,,,,,,,,,,,,,,,,,,
2021-07-19 05:00:00,2021-07-19 06:00:00,,,,,,,,,,,,,,,,,,,
2021-07-19 06:00:00,2021-07-19 07:00:00,,,,,,,,,,,,,,,,,,,
2021-07-19 07:00:00,2021-07-19 08:00:00,,,,,,,,,,,,,,,,,,,
2021-07-19 08:00:00,2021-07-19 09:00:00,,,,,,,,,,,,,,,,,,,
2021-07-19 09:00:00,2021-07-19 10:00:00,,,,,,,,,,,,,,,,,,,
2021-07-19 10:00:00,2021-07-19 11:00:00,,4.7,0.22,0.62,0.82,0.08,21.38,1.08,10.11,0.8,,2.0,3.0,,82.18,0.31,1.26,,
2021-07-19 11:00:00,2021-07-19 12:00:00,,3.12,0.18,0.67,0.83,0.14,20.57,1.07,12.2,0.78,,14.04,7.92,,80.03,0.32,1.23,,
2021-07-19 12:00:00,2021-07-19 13:00:00,,5.06,0.27,0.39,0.51,0.16,19.96,1.05,15.04,0.73,,33.1,15.33,,74.75,0.33,1.21,,
2021-07-19 13:00:00,2021-07-19 14:00:00,,6.33,0.33,0.71,0.66,0.13,19.6,1.03,15.68,0.79,,28.84,13.7,,71.72,0.32,1.19,,
2021-07-19 14:00:00,2021-07-19 15:00:00,,12.73,0.28,0.33,0.21,0.19,16.95,0.97,15.15,0.8,,27.11,13.02,,70.08,0.35,1.27,,
2021-07-19 15:00:00,2021-07-19 16:00:00,,24.0,0.39,0.15,0.14,0.14,19.27,0.97,17.22,0.81,,28.33,13.59,,70.28,0.39,1.33,,
2021-07-19 16:00:00,2021-07-19 17:00:00,,,,,,,,,,,,,,,,,,,
2021-07-19 17:00:00,2021-07-19 18:00:00,,,,,,,,,,,,,,,,,,,
2021-07-19 18:00:00,2021-07-19 19:00:00,,33.58,0.11,0.49,0.17,0.29,20.15,0.93,11.64,0.95,,23.84,11.79,,74.91,0.43,1.15,,
2021-07-19 19:00:00,2021-07-19 20:00:00,,26.82,0.28,0.35,0.62,0.1,20.13,0.88,12.45,1.21,,23.58,11.94,,79.54,0.45,1.27,,
2021-07-19 20:00:00,2021-07-19 21:00:00,,23.01,0.4,0.44,0.86,0.1,22.73,0.92,13.3,1.0,,22.12,11.46,,84.52,0.42,1.16,,
2021-07-19 21:00:00,2021-07-19 22:00:00,,6.71,0.82,0.6,1.04,0.11,23.42,1.05,13.09,0.91,,24.77,12.59,,84.53,0.43,1.12,,
2021-07-19 22:00:00,2021-07-19 23:00:00,,2.28,0.12,0.99,0.84,0.16,20.6,1.11,12.09,0.95,,24.38,12.3,,87.02,0.4,1.25,,
2021-07-19 23:00:00,2021-07-20 00:00:00,,7.06,0.13,0.52,0.41,0.18,20.32,1.02,12.09,0.89,,22.26,11.43,,86.48,0.38,1.38,,
2021-07-20 00:00:00,2021-07-20 01:00:00,,8.18,0.1,0.6,0.56,0.29,19.3,0.98,10.14,0.75,,21.05,11.01,,88.15,0.43,1.28,,
2021-07-20 01:00:00,2021-07-20 02:00:00,,10.71,,0.24,0.11,0.16,16.66,0.87,9.23,0.65,,16.37,9.09,,88.81,0.42,1.29,,
2021-07-20 02:00:00,2021-07-20 03:00:00,,6.06,0.15,0.19,0.17,0.08,18.68,0.89,8.98,0.64,,12.61,7.46,,90.61,0.43,1.41,,
2021-07-20 03:00:00,2021-07-20 04:00:00,,6.76,0.15,0.09,0.07,0.13,19.2,0.89,9.65,0.66,,9.81,6.22,,90.39,0.43,1.27,,
2021-07-20 04:00:00,2021-07-20 05:00:00,,2.95,0.1,0.14,0.19,0.16,19.68,0.93,9.69,0.7,,7.72,5.18,,89.89,0.43,1.08,,
2021-07-20 05:00:00,2021-07-20 06:00:00,,1.62,0.47,0.32,0.77,0.24,23.76,0.99,11.2,0.81,,6.76,4.78,,90.06,0.42,1.12,,
2021-07-20 06:00:00,2021-07-20 07:00:00,,2.23,0.24,0.54,0.37,0.25,20.59,1.04,10.22,0.71,,6.07,4.35,,89.55,0.43,1.22,,
2021-07-20 07:00:00,2021-07-20 08:00:00,,6.06,0.2,0.85,0.83,0.25,20.05,1.06,9.37,0.62,,5.25,4.0,,87.64,0.45,1.08,,
2021-07-20 08:00:00,2021-07-20 09:00:00,,7.17,0.25,0.61,0.72,0.11,19.73,1.04,11.3,0.58,,4.51,3.77,,83.86,0.44,1.17,,
2021-07-20 09:00:00,2021-07-20 10:00:00,,9.76,0.24,0.42,0.26,0.19,16.63,0.91,10.33,0.52,,3.83,3.26,,79.28,0.42,1.15,,
2021-07-20 10:00:00,2021-07-20 11:00:00,,7.17,0.12,0.22,0.11,0.11,17.76,0.85,11.97,0.49,,4.68,3.47,,74.33,0.45,1.19,,
2021-07-20 11:00:00,2021-07-20 12:00:00,,25.57,0.09,,,0.14,18.92,0.83,13.05,0.59,,7.52,4.58,,71.4,0.5,1.46,,
2021-07-20 12:00:00,2021-07-20 13:00:00,,19.61,,0.48,0.31,0.16,19.62,0.81,13.62,0.57,,9.89,5.34,,70.59,0.51,1.29,,
2021-07-20 13:00:00,2021-07-20 14:00:00,,29.71,0.28,0.45,0.31,0.18,23.34,0.97,16.56,0.53,,14.11,6.9,,70.18,0.52,1.56,,
2021-07-20 14:00:00,2021-07-20 15:00:00,,25.33,0.32,0.84,0.85,0.28,22.36,1.06,16.07,0.44,,14.72,7.24,,68.52,0.53,1.37,,
2021-07-20 15:00:00,2021-07-20 16:00:00,,30.36,0.16,0.58,0.39,0.17,20.38,1.04,16.59,0.44,,14.87,7.38,,67.69,0.54,1.36,,
2021-07-20 16:00:00,2021-07-20 17:00:00,,20.86,0.47,0.69,0.91,0.09,21.06,1.07,16.8,0.43,,15.89,7.84,,66.15,0.52,1.36,,
2021-07-20 17:00:00,2021-07-20 18:00:00,,35.23,0.27,0.42,0.4,0.16,20.31,1.16,15.64,0.52,,24.11,11.22,,70.89,0.49,1.1,,
2021-07-20 18:00:00,2021-07-20 19:00:00,,55.0,,0.3,0.1,0.1,18.27,0.97,16.62,0.67,,27.55,12.62,,74.89,0.58,0.89,,
2021-07-20 19:00:00,2021-07-20 20:00:00,,,,,,,,,,,,,,,,,,,
2021-07-20 20:00:00,2021-07-20 21:00:00,,,,,,,,,,,,,,,,,,,
2021-07-20 21:00:00,2021-07-20 22:00:00,,,,,,,,,,,,,,,,,,,
2021-07-20 22:00:00,2021-07-20 23:00:00,,,,,,,,,,,,,,,,,,,
2021-07-20 23:00:00,2021-07-21 00:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 00:00:00,2021-07-21 01:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 01:00:00,2021-07-21 02:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 02:00:00,2021-07-21 03:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 03:00:00,2021-07-21 04:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 04:00:00,2021-07-21 05:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 05:00:00,2021-07-21 06:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 06:00:00,2021-07-21 07:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 07:00:00,2021-07-21 08:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 08:00:00,2021-07-21 09:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 09:00:00,2021-07-21 10:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 10:00:00,2021-07-21 11:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 11:00:00,2021-07-21 12:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 12:00:00,2021-07-21 13:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 13:00:00,2021-07-21 14:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 14:00:00,2021-07-21 15:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 15:00:00,2021-07-21 16:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 16:00:00,2021-07-21 17:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 17:00:00,2021-07-21 18:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 18:00:00,2021-07-21 19:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 19:00:00,2021-07-21 20:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 20:00:00,2021-07-21 21:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 21:00:00,2021-07-21 22:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 22:00:00,2021-07-21 23:00:00,,,,,,,,,,,,,,,,,,,
2021-07-21 23:00:00,2021-07-22 00:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 00:00:00,2021-07-22 01:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 01:00:00,2021-07-22 02:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 02:00:00,2021-07-22 03:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 03:00:00,2021-07-22 04:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 04:00:00,2021-07-22 05:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 05:00:00,2021-07-22 06:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 06:00:00,2021-07-22 07:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 07:00:00,2021-07-22 08:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 08:00:00,2021-07-22 09:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 09:00:00,2021-07-22 10:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 10:00:00,2021-07-22 11:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 11:00:00,2021-07-22 12:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 12:00:00,2021-07-22 13:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 13:00:00,2021-07-22 14:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 14:00:00,2021-07-22 15:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 15:00:00,2021-07-22 16:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 16:00:00,2021-07-22 17:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 17:00:00,2021-07-22 18:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 18:00:00,2021-07-22 19:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 19:00:00,2021-07-22 20:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 20:00:00,2021-07-22 21:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 21:00:00,2021-07-22 22:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 22:00:00,2021-07-22 23:00:00,,,,,,,,,,,,,,,,,,,
2021-07-22 23:00:00,2021-07-23 00:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 00:00:00,2021-07-23 01:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 01:00:00,2021-07-23 02:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 02:00:00,2021-07-23 03:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 03:00:00,2021-07-23 04:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 04:00:00,2021-07-23 05:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 05:00:00,2021-07-23 06:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 06:00:00,2021-07-23 07:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 07:00:00,2021-07-23 08:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 08:00:00,2021-07-23 09:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 09:00:00,2021-07-23 10:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 10:00:00,2021-07-23 11:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 11:00:00,2021-07-23 12:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 12:00:00,2021-07-23 13:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 13:00:00,2021-07-23 14:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 14:00:00,2021-07-23 15:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 15:00:00,2021-07-23 16:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 16:00:00,2021-07-23 17:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 17:00:00,2021-07-23 18:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 18:00:00,2021-07-23 19:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 19:00:00,2021-07-23 20:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 20:00:00,2021-07-23 21:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 21:00:00,2021-07-23 22:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 22:00:00,2021-07-23 23:00:00,,,,,,,,,,,,,,,,,,,
2021-07-23 23:00:00,2021-07-24 00:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 00:00:00,2021-07-24 01:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 01:00:00,2021-07-24 02:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 02:00:00,2021-07-24 03:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 03:00:00,2021-07-24 04:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 04:00:00,2021-07-24 05:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 05:00:00,2021-07-24 06:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 06:00:00,2021-07-24 07:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 07:00:00,2021-07-24 08:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 08:00:00,2021-07-24 09:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 09:00:00,2021-07-24 10:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 10:00:00,2021-07-24 11:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 11:00:00,2021-07-24 12:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 12:00:00,2021-07-24 13:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 13:00:00,2021-07-24 14:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 14:00:00,2021-07-24 15:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 15:00:00,2021-07-24 16:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 16:00:00,2021-07-24 17:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 17:00:00,2021-07-24 18:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 18:00:00,2021-07-24 19:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 19:00:00,2021-07-24 20:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 20:00:00,2021-07-24 21:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 21:00:00,2021-07-24 22:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 22:00:00,2021-07-24 23:00:00,,,,,,,,,,,,,,,,,,,
2021-07-24 23:00:00,2021-07-25 00:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 00:00:00,2021-07-25 01:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 01:00:00,2021-07-25 02:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 02:00:00,2021-07-25 03:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 03:00:00,2021-07-25 04:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 04:00:00,2021-07-25 05:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 05:00:00,2021-07-25 06:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 06:00:00,2021-07-25 07:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 07:00:00,2021-07-25 08:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 08:00:00,2021-07-25 09:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 09:00:00,2021-07-25 10:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 10:00:00,2021-07-25 11:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 11:00:00,2021-07-25 12:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 12:00:00,2021-07-25 13:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 13:00:00,2021-07-25 14:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 14:00:00,2021-07-25 15:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 15:00:00,2021-07-25 16:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 16:00:00,2021-07-25 17:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 17:00:00,2021-07-25 18:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 18:00:00,2021-07-25 19:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 19:00:00,2021-07-25 20:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 20:00:00,2021-07-25 21:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 21:00:00,2021-07-25 22:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 22:00:00,2021-07-25 23:00:00,,,,,,,,,,,,,,,,,,,
2021-07-25 23:00:00,2021-07-26 00:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 00:00:00,2021-07-26 01:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 01:00:00,2021-07-26 02:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 02:00:00,2021-07-26 03:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 03:00:00,2021-07-26 04:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 04:00:00,2021-07-26 05:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 05:00:00,2021-07-26 06:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 06:00:00,2021-07-26 07:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 07:00:00,2021-07-26 08:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 08:00:00,2021-07-26 09:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 09:00:00,2021-07-26 10:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 10:00:00,2021-07-26 11:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 11:00:00,2021-07-26 12:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 12:00:00,2021-07-26 13:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 13:00:00,2021-07-26 14:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 14:00:00,2021-07-26 15:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 15:00:00,2021-07-26 16:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 16:00:00,2021-07-26 17:00:00,,,47.7,2.31,48.49,1.54,,1.05,14.6,0.67,,36.01,15.42,,56.15,0.66,1.4,,
2021-07-26 17:00:00,2021-07-26 18:00:00,,,14.01,4.42,6.48,0.41,126.98,0.9,13.54,0.74,,53.32,22.59,,55.8,0.69,1.66,,
2021-07-26 18:00:00,2021-07-26 19:00:00,,51.0,,1.83,1.22,0.23,3.65,0.78,13.14,0.55,,10.81,22.19,,60.35,0.62,1.2,,
2021-07-26 19:00:00,2021-07-26 20:00:00,,57.18,0.03,2.05,1.69,0.41,7.19,0.78,10.95,0.8,,22.21,22.56,,64.82,0.62,1.23,,
2021-07-26 20:00:00,2021-07-26 21:00:00,,59.59,0.32,1.27,1.43,0.27,9.81,0.69,10.39,0.76,,21.22,24.3,,69.2,0.58,1.34,,
2021-07-26 21:00:00,2021-07-26 22:00:00,,53.0,0.96,2.03,2.99,0.11,18.51,0.77,10.63,0.87,,32.74,25.13,,72.84,0.66,1.25,,
2021-07-26 22:00:00,2021-07-26 23:00:00,,,,,,,,,,,,,,,,,,,
2021-07-26 23:00:00,2021-07-27 00:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 00:00:00,2021-07-27 01:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 01:00:00,2021-07-27 02:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 02:00:00,2021-07-27 03:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 03:00:00,2021-07-27 04:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 04:00:00,2021-07-27 05:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 05:00:00,2021-07-27 06:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 06:00:00,2021-07-27 07:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 07:00:00,2021-07-27 08:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 08:00:00,2021-07-27 09:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 09:00:00,2021-07-27 10:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 10:00:00,2021-07-27 11:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 11:00:00,2021-07-27 12:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 12:00:00,2021-07-27 13:00:00,,40.0,32.4,1.15,20.22,0.19,87.88,0.92,16.22,0.45,,10.34,7.48,,63.05,0.66,1.62,,
2021-07-27 13:00:00,2021-07-27 14:00:00,,45.0,0.24,2.6,2.67,0.22,14.0,1.1,15.53,1.02,,23.09,17.61,,61.17,0.73,1.6,,
2021-07-27 14:00:00,2021-07-27 15:00:00,,45.12,0.38,2.68,2.93,0.13,17.37,1.03,15.57,1.03,,27.49,18.18,,58.04,0.82,1.53,,
2021-07-27 15:00:00,2021-07-27 16:00:00,,46.94,0.42,1.56,1.69,0.12,18.72,0.95,16.71,0.91,,30.32,18.54,,55.35,1.01,1.46,,
2021-07-27 16:00:00,2021-07-27 17:00:00,,45.63,0.36,0.81,1.03,0.09,18.69,0.91,17.33,0.85,,32.33,19.03,,55.07,1.15,1.51,,
2021-07-27 17:00:00,2021-07-27 18:00:00,,40.99,0.24,0.29,0.12,0.12,15.28,0.75,17.01,0.92,,0.56,21.43,,58.18,1.19,1.46,,
2021-07-27 18:00:00,2021-07-27 19:00:00,,57.0,,0.64,0.22,0.1,18.26,0.62,15.55,0.92,,36.1,21.72,,61.6,1.15,1.38,,
2021-07-27 19:00:00,2021-07-27 20:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 20:00:00,2021-07-27 21:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 21:00:00,2021-07-27 22:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 22:00:00,2021-07-27 23:00:00,,,,,,,,,,,,,,,,,,,
2021-07-27 23:00:00,2021-07-28 00:00:00,,,,,,,,,,,,,,,,,,,
2021-07-28 00:00:00,2021-07-28 01:00:00,,,,,,,,,,,,,,,,,,,
2021-07-28 01:00:00,2021-07-28 02:00:00,,,,,,,,,,,,,,,,,,,
2021-07-28 02:00:00,2021-07-28 03:00:00,,,,,,,,,,,,,,,,,,,
2021-07-28 03:00:00,2021-07-28 04:00:00,,,,,,,,,,,,,,,,,,,
2021-07-28 04:00:00,2021-07-28 05:00:00,,,,,,,,,,,,,,,,,,,
2021-07-28 05:00:00,2021-07-28 06:00:00,,,,,,,,,,,,,,,,,,,
2021-07-28 06:00:00,2021-07-28 07:00:00,,,,,,,,,,,,,,,,,,,
2021-07-28 07:00:00,2021-07-28 08:00:00,,,,,,,,,,,,,,,,,,,
2021-07-28 08:00:00,2021-07-28 09:00:00,,,,,,,,,,,,,,,,,,,
2021-07-28 09:00:00,2021-07-28 10:00:00,,,,,,,,,,,,,,,,,,,
2021-07-28 10:00:00,2021-07-28 11:00:00,,,,,,,,,,,,,,,,,,,
2021-07-28 11:00:00,2021-07-28 12:00:00,,,,,,,,,,,,,,,,,,,
2021-07-28 12:00:00,2021-07-28 13:00:00,,,,,,,,,,,,,,,,,,,
2021-07-28 13:00:00,2021-07-28 14:00:00,,,,,,,,,,,,,,,,,,,
2021-07-28 14:00:00,2021-07-28 15:00:00,,34.0,8.25,0.67,7.7,0.1,58.95,0.81,20.62,0.64,,19.68,13.2,,55.75,1.31,1.53,,
2021-07-28 15:00:00,2021-07-28 16:00:00,,33.76,0.6,2.12,1.38,0.21,10.93,0.78,20.6,0.8,,25.02,16.84,,54.52,1.42,1.46,,
