From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3)
2020-08-10 23:00:00,2020-08-11 00:00:00,21.41,27.71,0.96,11.3,12.27,,6.04,0.29
2020-08-11 00:00:00,2020-08-11 01:00:00,13.17,14.97,1.03,10.34,11.37,,3.17,0.28
2020-08-11 01:00:00,2020-08-11 02:00:00,11.59,14.2,1.03,9.53,10.56,,3.11,0.1
2020-08-11 02:00:00,2020-08-11 03:00:00,9.96,17.2,1.1,9.43,10.53,,3.04,0.14
2020-08-11 03:00:00,2020-08-11 04:00:00,10.81,27.56,1.11,9.77,10.88,,3.02,0.2
2020-08-11 04:00:00,2020-08-11 05:00:00,7.95,16.36,1.0,10.25,11.25,,2.91,0.2
2020-08-11 05:00:00,2020-08-11 06:00:00,6.3,11.83,0.98,9.75,10.73,,2.95,0.22
2020-08-11 06:00:00,2020-08-11 07:00:00,6.77,9.38,1.07,9.11,10.18,,2.87,0.18
2020-08-11 07:00:00,2020-08-11 08:00:00,6.23,9.34,1.02,8.47,9.48,,2.97,0.48
2020-08-11 08:00:00,2020-08-11 09:00:00,5.94,11.33,1.11,8.44,9.55,,3.0,0.44
2020-08-11 09:00:00,2020-08-11 10:00:00,9.92,17.26,1.04,8.66,9.7,,3.23,0.56
2020-08-11 10:00:00,2020-08-11 11:00:00,12.19,16.9,1.02,11.13,12.16,,2.27,1.58
2020-08-11 11:00:00,2020-08-11 12:00:00,17.46,27.27,0.92,12.29,13.2,,2.07,0.67
2020-08-11 12:00:00,2020-08-11 13:00:00,20.47,60.22,1.04,14.15,15.2,,1.8,0.78
2020-08-11 13:00:00,2020-08-11 14:00:00,24.56,85.88,1.07,11.5,12.56,,2.92,0.7
2020-08-11 14:00:00,2020-08-11 15:00:00,22.83,134.45,1.04,9.43,10.47,,2.91,0.64
2020-08-11 15:00:00,2020-08-11 16:00:00,21.42,212.53,0.99,12.7,13.7,,3.93,0.31
2020-08-11 16:00:00,2020-08-11 17:00:00,15.9,132.23,1.06,14.36,15.42,,4.76,0.04
2020-08-11 17:00:00,2020-08-11 18:00:00,14.96,67.81,0.96,11.94,12.91,,4.75,0.19
2020-08-11 18:00:00,2020-08-11 19:00:00,10.82,34.68,1.06,11.17,12.24,,5.72,0.24
2020-08-11 19:00:00,2020-08-11 20:00:00,6.48,17.34,1.08,10.45,11.53,,5.83,0.81
2020-08-11 20:00:00,2020-08-11 21:00:00,7.0,9.9,1.08,10.65,11.73,,5.73,0.9
2020-08-11 21:00:00,2020-08-11 22:00:00,,,0.9,9.62,10.53,,3.36,0.97
2020-08-11 22:00:00,2020-08-11 23:00:00,,,0.97,8.31,9.29,,3.09,1.02
2020-08-11 23:00:00,2020-08-12 00:00:00,3.47,6.56,0.98,8.43,9.41,,2.96,0.3
2020-08-12 00:00:00,2020-08-12 01:00:00,2.09,5.26,0.99,8.16,9.15,,2.94,0.27
2020-08-12 01:00:00,2020-08-12 02:00:00,1.37,5.63,1.02,7.68,8.7,,2.96,0.3
2020-08-12 02:00:00,2020-08-12 03:00:00,3.26,6.29,1.06,7.94,9.0,,2.9,0.27
2020-08-12 03:00:00,2020-08-12 04:00:00,3.54,6.25,0.93,7.58,8.51,,2.9,0.45
2020-08-12 04:00:00,2020-08-12 05:00:00,4.38,6.14,1.04,7.46,8.49,,2.83,0.47
2020-08-12 05:00:00,2020-08-12 06:00:00,3.85,5.54,1.02,7.21,8.23,,3.19,0.47
2020-08-12 06:00:00,2020-08-12 07:00:00,3.89,5.53,1.05,7.42,8.46,,3.1,0.53
2020-08-12 07:00:00,2020-08-12 08:00:00,7.89,11.93,1.04,7.05,8.09,,3.15,0.34
2020-08-12 08:00:00,2020-08-12 09:00:00,7.81,11.69,1.08,6.68,7.75,,3.17,0.4
2020-08-12 09:00:00,2020-08-12 10:00:00,6.74,12.02,1.05,6.99,8.04,,3.2,0.36
2020-08-12 10:00:00,2020-08-12 11:00:00,4.43,14.7,0.85,6.79,7.64,,3.09,0.34
2020-08-12 11:00:00,2020-08-12 12:00:00,4.89,11.99,1.06,8.03,9.1,,3.31,0.65
2020-08-12 12:00:00,2020-08-12 13:00:00,4.8,7.66,0.99,8.67,9.67,,3.4,0.71
2020-08-12 13:00:00,2020-08-12 14:00:00,4.88,11.64,0.96,9.41,10.38,,2.81,0.72
2020-08-12 14:00:00,2020-08-12 15:00:00,6.27,19.82,0.91,9.66,10.57,,2.8,0.79
2020-08-12 15:00:00,2020-08-12 16:00:00,4.8,13.28,1.01,11.95,12.96,,2.81,0.53
2020-08-12 16:00:00,2020-08-12 17:00:00,5.57,11.03,0.95,11.64,12.6,,2.85,0.56
2020-08-12 17:00:00,2020-08-12 18:00:00,6.42,7.49,1.04,10.43,11.47,,3.55,0.52
2020-08-12 18:00:00,2020-08-12 19:00:00,3.35,8.15,1.07,11.8,12.88,,6.88,1.3
2020-08-12 19:00:00,2020-08-12 20:00:00,1.73,8.48,1.06,15.04,16.09,,10.53,0.96
2020-08-12 20:00:00,2020-08-12 21:00:00,1.16,7.37,1.05,19.46,20.52,,13.85,
2020-08-12 21:00:00,2020-08-12 22:00:00,1.22,8.0,1.1,16.33,17.43,,0.49,2.81
2020-08-12 22:00:00,2020-08-12 23:00:00,3.77,11.09,1.11,10.7,11.81,,,0.95
2020-08-12 23:00:00,2020-08-13 00:00:00,10.69,25.82,1.01,11.98,12.99,,,0.4
2020-08-13 00:00:00,2020-08-13 01:00:00,11.15,85.86,1.03,7.89,8.91,,,0.0
2020-08-13 01:00:00,2020-08-13 02:00:00,7.34,62.53,0.99,6.71,7.71,,3.23,0.0
2020-08-13 02:00:00,2020-08-13 03:00:00,3.75,33.85,1.16,7.02,8.18,,3.3,0.0
2020-08-13 03:00:00,2020-08-13 04:00:00,2.08,18.28,1.09,6.52,7.6,,3.4,0.4
2020-08-13 04:00:00,2020-08-13 05:00:00,2.24,13.85,0.99,6.04,7.04,,3.35,0.27
2020-08-13 05:00:00,2020-08-13 06:00:00,4.54,11.21,1.09,6.26,7.35,,3.08,0.33
2020-08-13 06:00:00,2020-08-13 07:00:00,2.85,6.8,1.02,5.56,6.57,,3.1,0.46
2020-08-13 07:00:00,2020-08-13 08:00:00,1.83,6.68,1.08,6.13,7.21,,3.04,0.23
2020-08-13 08:00:00,2020-08-13 09:00:00,1.19,5.47,1.07,6.48,7.56,,3.06,0.24
2020-08-13 09:00:00,2020-08-13 10:00:00,1.62,7.14,1.1,7.71,8.81,,3.11,0.19
2020-08-13 10:00:00,2020-08-13 11:00:00,1.66,5.65,1.13,9.7,10.83,,3.48,0.03
2020-08-13 11:00:00,2020-08-13 12:00:00,1.91,8.47,1.05,10.59,11.64,,3.65,0.56
2020-08-13 12:00:00,2020-08-13 13:00:00,2.79,8.76,1.06,9.93,10.99,,4.01,0.58
2020-08-13 13:00:00,2020-08-13 14:00:00,6.79,7.41,1.01,8.83,9.84,,3.12,0.17
2020-08-13 14:00:00,2020-08-13 15:00:00,,,1.05,9.5,10.54,,3.55,0.43
2020-08-13 15:00:00,2020-08-13 16:00:00,,,1.03,18.77,19.81,,3.75,0.16
2020-08-13 16:00:00,2020-08-13 17:00:00,,,0.95,14.27,15.22,,3.52,0.3
2020-08-13 17:00:00,2020-08-13 18:00:00,9.39,132.08,0.63,13.73,14.21,,,1.41
2020-08-13 18:00:00,2020-08-13 19:00:00,10.42,115.76,1.09,17.33,18.42,,2.1,0.88
2020-08-13 19:00:00,2020-08-13 20:00:00,,,,,,,,
2020-08-13 20:00:00,2020-08-13 21:00:00,17.02,114.99,0.96,12.83,13.79,,0.79,0.04
2020-08-13 21:00:00,2020-08-13 22:00:00,14.99,66.37,1.0,13.58,14.58,,1.12,0.19
2020-08-13 22:00:00,2020-08-13 23:00:00,8.27,37.65,0.95,14.23,15.18,,1.17,0.19
2020-08-13 23:00:00,2020-08-14 00:00:00,5.02,26.13,0.96,15.07,16.03,,1.1,0.59
2020-08-14 00:00:00,2020-08-14 01:00:00,5.49,14.59,1.02,14.46,15.48,,2.84,0.54
2020-08-14 01:00:00,2020-08-14 02:00:00,4.4,10.5,1.06,8.87,9.93,,2.97,0.33
2020-08-14 02:00:00,2020-08-14 03:00:00,2.46,8.56,1.07,9.24,10.3,,3.13,0.22
2020-08-14 03:00:00,2020-08-14 04:00:00,2.27,6.84,1.0,9.31,10.31,,3.07,0.18
2020-08-14 04:00:00,2020-08-14 05:00:00,3.74,6.09,0.95,9.55,10.51,,3.17,0.05
2020-08-14 05:00:00,2020-08-14 06:00:00,3.76,7.52,1.0,7.98,8.97,,3.1,0.06
2020-08-14 06:00:00,2020-08-14 07:00:00,,,1.02,6.88,7.9,,3.0,0.17
2020-08-14 07:00:00,2020-08-14 08:00:00,,,0.96,6.41,7.37,,3.0,0.22
2020-08-14 08:00:00,2020-08-14 09:00:00,,,1.05,7.02,8.07,,3.24,0.3
2020-08-14 09:00:00,2020-08-14 10:00:00,,,1.08,7.29,8.37,,3.27,0.32
2020-08-14 10:00:00,2020-08-14 11:00:00,,,,,,,,
2020-08-14 11:00:00,2020-08-14 12:00:00,,,,,,,,
2020-08-14 12:00:00,2020-08-14 13:00:00,,,,,,,,
2020-08-14 13:00:00,2020-08-14 14:00:00,,,,,,,,
2020-08-14 14:00:00,2020-08-14 15:00:00,,,,,,,,
2020-08-14 15:00:00,2020-08-14 16:00:00,,,,,,,,
2020-08-14 16:00:00,2020-08-14 17:00:00,,,,,,,,
2020-08-14 17:00:00,2020-08-14 18:00:00,,,,,,,,
2020-08-14 18:00:00,2020-08-14 19:00:00,,,,,,,,
2020-08-14 19:00:00,2020-08-14 20:00:00,,,,,,,,
2020-08-14 20:00:00,2020-08-14 21:00:00,,,,,,,,
2020-08-14 21:00:00,2020-08-14 22:00:00,,,,,,,,
2020-08-14 22:00:00,2020-08-14 23:00:00,,,,,,,,
2020-08-14 23:00:00,2020-08-15 00:00:00,,,,,,,,
2020-08-15 00:00:00,2020-08-15 01:00:00,,,,,,,,
2020-08-15 01:00:00,2020-08-15 02:00:00,,,,,,,,
2020-08-15 02:00:00,2020-08-15 03:00:00,,,,,,,,
2020-08-15 03:00:00,2020-08-15 04:00:00,,,,,,,,
2020-08-15 04:00:00,2020-08-15 05:00:00,,,,,,,,
2020-08-15 05:00:00,2020-08-15 06:00:00,,,,,,,,
2020-08-15 06:00:00,2020-08-15 07:00:00,,,,,,,,
2020-08-15 07:00:00,2020-08-15 08:00:00,,,,,,,,
2020-08-15 08:00:00,2020-08-15 09:00:00,,,,,,,,
2020-08-15 09:00:00,2020-08-15 10:00:00,,,,,,,,
2020-08-15 10:00:00,2020-08-15 11:00:00,,,,,,,,
2020-08-15 11:00:00,2020-08-15 12:00:00,,,,,,,,
2020-08-15 12:00:00,2020-08-15 13:00:00,,,,,,,,
2020-08-15 13:00:00,2020-08-15 14:00:00,,,,,,,,
2020-08-15 14:00:00,2020-08-15 15:00:00,,,,,,,,
2020-08-15 15:00:00,2020-08-15 16:00:00,,,,,,,,
2020-08-15 16:00:00,2020-08-15 17:00:00,,,,,,,,
2020-08-15 17:00:00,2020-08-15 18:00:00,,,,,,,,
2020-08-15 18:00:00,2020-08-15 19:00:00,,,,,,,,
2020-08-15 19:00:00,2020-08-15 20:00:00,,,,,,,,
2020-08-15 20:00:00,2020-08-15 21:00:00,,,,,,,,
2020-08-15 21:00:00,2020-08-15 22:00:00,,,,,,,,
2020-08-15 22:00:00,2020-08-15 23:00:00,,,,,,,,
2020-08-15 23:00:00,2020-08-16 00:00:00,,,,,,,,
2020-08-16 00:00:00,2020-08-16 01:00:00,,,,,,,,
2020-08-16 01:00:00,2020-08-16 02:00:00,,,,,,,,
2020-08-16 02:00:00,2020-08-16 03:00:00,,,,,,,,
2020-08-16 03:00:00,2020-08-16 04:00:00,,,,,,,,
2020-08-16 04:00:00,2020-08-16 05:00:00,,,,,,,,
2020-08-16 05:00:00,2020-08-16 06:00:00,,,,,,,,
2020-08-16 06:00:00,2020-08-16 07:00:00,,,,,,,,
2020-08-16 07:00:00,2020-08-16 08:00:00,,,,,,,,
2020-08-16 08:00:00,2020-08-16 09:00:00,,,,,,,,
2020-08-16 09:00:00,2020-08-16 10:00:00,,,,,,,,
2020-08-16 10:00:00,2020-08-16 11:00:00,,,,,,,,
2020-08-16 11:00:00,2020-08-16 12:00:00,,,,,,,,
2020-08-16 12:00:00,2020-08-16 13:00:00,,,,,,,,
2020-08-16 13:00:00,2020-08-16 14:00:00,,,,,,,,
2020-08-16 14:00:00,2020-08-16 15:00:00,,,,,,,,
2020-08-16 15:00:00,2020-08-16 16:00:00,,,,,,,,
2020-08-16 16:00:00,2020-08-16 17:00:00,,,,,,,,
2020-08-16 17:00:00,2020-08-16 18:00:00,,,,,,,,
2020-08-16 18:00:00,2020-08-16 19:00:00,,,,,,,,
2020-08-16 19:00:00,2020-08-16 20:00:00,,,,,,,,
2020-08-16 20:00:00,2020-08-16 21:00:00,,,,,,,,
2020-08-16 21:00:00,2020-08-16 22:00:00,,,,,,,,
2020-08-16 22:00:00,2020-08-16 23:00:00,,,,,,,,
2020-08-16 23:00:00,2020-08-17 00:00:00,,,,,,,,
2020-08-17 00:00:00,2020-08-17 01:00:00,,,,,,,,
2020-08-17 01:00:00,2020-08-17 02:00:00,,,,,,,,
2020-08-17 02:00:00,2020-08-17 03:00:00,,,,,,,,
2020-08-17 03:00:00,2020-08-17 04:00:00,,,,,,,,
2020-08-17 04:00:00,2020-08-17 05:00:00,,,,,,,,
2020-08-17 05:00:00,2020-08-17 06:00:00,,,,,,,,
2020-08-17 06:00:00,2020-08-17 07:00:00,,,,,,,,
2020-08-17 07:00:00,2020-08-17 08:00:00,,,,,,,,
2020-08-17 08:00:00,2020-08-17 09:00:00,,,,,,,,
2020-08-17 09:00:00,2020-08-17 10:00:00,,,,,,,,
2020-08-17 10:00:00,2020-08-17 11:00:00,,,,,,,,
2020-08-17 11:00:00,2020-08-17 12:00:00,,,,,,,,
2020-08-17 12:00:00,2020-08-17 13:00:00,,,,,,,,
2020-08-17 13:00:00,2020-08-17 14:00:00,,,,,,,,
2020-08-17 14:00:00,2020-08-17 15:00:00,,,,,,,,
2020-08-17 15:00:00,2020-08-17 16:00:00,,,,,,,,
2020-08-17 16:00:00,2020-08-17 17:00:00,,,,,,,,
2020-08-17 17:00:00,2020-08-17 18:00:00,,,,,,,,
2020-08-17 18:00:00,2020-08-17 19:00:00,,,,,,,,
2020-08-17 19:00:00,2020-08-17 20:00:00,,,,,,,,
2020-08-17 20:00:00,2020-08-17 21:00:00,,,,,,,,
2020-08-17 21:00:00,2020-08-17 22:00:00,,,,,,,,
2020-08-17 22:00:00,2020-08-17 23:00:00,,,,,,,,
2020-08-17 23:00:00,2020-08-18 00:00:00,,,,,,,,
2020-08-18 00:00:00,2020-08-18 01:00:00,,,,,,,,
2020-08-18 01:00:00,2020-08-18 02:00:00,,,,,,,,
2020-08-18 02:00:00,2020-08-18 03:00:00,,,,,,,,
2020-08-18 03:00:00,2020-08-18 04:00:00,,,,,,,,
2020-08-18 04:00:00,2020-08-18 05:00:00,,,,,,,,
2020-08-18 05:00:00,2020-08-18 06:00:00,,,,,,,,
2020-08-18 06:00:00,2020-08-18 07:00:00,,,,,,,,
2020-08-18 07:00:00,2020-08-18 08:00:00,,,,,,,,
2020-08-18 08:00:00,2020-08-18 09:00:00,,,,,,,,
2020-08-18 09:00:00,2020-08-18 10:00:00,,,,,,,,
2020-08-18 10:00:00,2020-08-18 11:00:00,,,,,,,,
2020-08-18 11:00:00,2020-08-18 12:00:00,,,,,,,,
2020-08-18 12:00:00,2020-08-18 13:00:00,,,,,,,,
2020-08-18 13:00:00,2020-08-18 14:00:00,,,,,,,,
2020-08-18 14:00:00,2020-08-18 15:00:00,,,,,,,,
2020-08-18 15:00:00,2020-08-18 16:00:00,,,,,,,,
2020-08-18 16:00:00,2020-08-18 17:00:00,,,,,,,,
2020-08-18 17:00:00,2020-08-18 18:00:00,,,,,,,,
2020-08-18 18:00:00,2020-08-18 19:00:00,,,,,,,,
2020-08-18 19:00:00,2020-08-18 20:00:00,,,,,,,,
2020-08-18 20:00:00,2020-08-18 21:00:00,,,,,,,,
2020-08-18 21:00:00,2020-08-18 22:00:00,,,,,,,,
2020-08-18 22:00:00,2020-08-18 23:00:00,,,,,,,,
2020-08-18 23:00:00,2020-08-19 00:00:00,,,,,,,,
2020-08-19 00:00:00,2020-08-19 01:00:00,,,,,,,,
2020-08-19 01:00:00,2020-08-19 02:00:00,,,,,,,,
2020-08-19 02:00:00,2020-08-19 03:00:00,,,,,,,,
2020-08-19 03:00:00,2020-08-19 04:00:00,,,,,,,,
2020-08-19 04:00:00,2020-08-19 05:00:00,,,,,,,,
2020-08-19 05:00:00,2020-08-19 06:00:00,,,,,,,,
2020-08-19 06:00:00,2020-08-19 07:00:00,,,,,,,,
2020-08-19 07:00:00,2020-08-19 08:00:00,,,,,,,,
2020-08-19 08:00:00,2020-08-19 09:00:00,,,,,,,,
2020-08-19 09:00:00,2020-08-19 10:00:00,,,,,,,,
2020-08-19 10:00:00,2020-08-19 11:00:00,,,,,,,,
2020-08-19 11:00:00,2020-08-19 12:00:00,6.38,12.24,,12.55,,,0.11,0.65
2020-08-19 12:00:00,2020-08-19 13:00:00,11.18,,,12.0,,,1.07,0.33
2020-08-19 13:00:00,2020-08-19 14:00:00,5.91,,,11.54,,,1.82,0.35
2020-08-19 14:00:00,2020-08-19 15:00:00,14.53,,,12.28,,,1.89,0.27
2020-08-19 15:00:00,2020-08-19 16:00:00,,,,,,,3.0,0.0
2020-08-19 16:00:00,2020-08-19 17:00:00,0.25,,,8.17,,,2.87,1.34
2020-08-19 17:00:00,2020-08-19 18:00:00,0.37,,,8.03,,,3.13,0.38
2020-08-19 18:00:00,2020-08-19 19:00:00,0.72,,,8.16,,,3.06,0.33
2020-08-19 19:00:00,2020-08-19 20:00:00,0.85,,,7.9,,,3.29,0.65
2020-08-19 20:00:00,2020-08-19 21:00:00,2.02,,,6.92,,,3.27,0.59
2020-08-19 21:00:00,2020-08-19 22:00:00,4.89,,,6.33,,,3.2,0.69
2020-08-19 22:00:00,2020-08-19 23:00:00,6.9,,,6.61,,,3.39,0.39
2020-08-19 23:00:00,2020-08-20 00:00:00,7.49,,,7.32,,,3.52,0.49
2020-08-20 00:00:00,2020-08-20 01:00:00,4.78,,,7.48,,,2.73,0.64
2020-08-20 01:00:00,2020-08-20 02:00:00,6.21,,,6.77,,,2.62,0.22
2020-08-20 02:00:00,2020-08-20 03:00:00,3.28,,,6.93,,,2.82,0.12
2020-08-20 03:00:00,2020-08-20 04:00:00,2.1,,,7.2,,,2.81,0.45
2020-08-20 04:00:00,2020-08-20 05:00:00,1.5,,,7.74,,,2.78,0.59
2020-08-20 05:00:00,2020-08-20 06:00:00,2.03,,,7.01,,,2.65,0.27
2020-08-20 06:00:00,2020-08-20 07:00:00,3.67,,,6.17,,,2.48,0.22
2020-08-20 07:00:00,2020-08-20 08:00:00,5.44,,,6.11,,,2.45,0.38
2020-08-20 08:00:00,2020-08-20 09:00:00,7.88,,,5.87,,,3.12,0.55
2020-08-20 09:00:00,2020-08-20 10:00:00,11.23,,,5.85,,,2.97,0.26
2020-08-20 10:00:00,2020-08-20 11:00:00,11.82,,,6.94,,,3.76,0.09
2020-08-20 11:00:00,2020-08-20 12:00:00,8.92,,,6.97,,,4.32,0.45
2020-08-20 12:00:00,2020-08-20 13:00:00,8.03,,,7.11,,,4.27,0.36
2020-08-20 13:00:00,2020-08-20 14:00:00,10.03,,,7.17,,,4.07,0.8
2020-08-20 14:00:00,2020-08-20 15:00:00,9.12,,,7.02,,,2.89,1.63
2020-08-20 15:00:00,2020-08-20 16:00:00,13.88,,,7.12,,,2.79,1.62
2020-08-20 16:00:00,2020-08-20 17:00:00,12.83,,,7.43,,,3.28,0.64
2020-08-20 17:00:00,2020-08-20 18:00:00,7.92,10.97,,7.67,,,3.53,0.59
2020-08-20 18:00:00,2020-08-20 19:00:00,8.55,,,7.3,,,3.37,0.63
2020-08-20 19:00:00,2020-08-20 20:00:00,14.17,19.17,,7.09,,,1.66,1.74
2020-08-20 20:00:00,2020-08-20 21:00:00,16.52,14.55,,6.62,,,2.87,1.59
2020-08-20 21:00:00,2020-08-20 22:00:00,9.06,8.4,,7.03,,,2.86,0.38
2020-08-20 22:00:00,2020-08-20 23:00:00,5.06,5.49,,7.28,,,2.92,0.31
2020-08-20 23:00:00,2020-08-21 00:00:00,4.52,,,7.38,,,2.81,0.27
2020-08-21 00:00:00,2020-08-21 01:00:00,7.61,,,6.84,,,2.84,0.32
2020-08-21 01:00:00,2020-08-21 02:00:00,5.57,,,6.55,,,2.75,0.49
2020-08-21 02:00:00,2020-08-21 03:00:00,3.91,,,6.42,,,2.74,0.43
2020-08-21 03:00:00,2020-08-21 04:00:00,6.08,,,6.64,,,2.85,0.2
2020-08-21 04:00:00,2020-08-21 05:00:00,4.04,,,6.45,,,2.87,0.27
2020-08-21 05:00:00,2020-08-21 06:00:00,4.02,5.5,,6.12,,,2.89,0.35
2020-08-21 06:00:00,2020-08-21 07:00:00,3.34,,,6.13,,,2.83,0.17
2020-08-21 07:00:00,2020-08-21 08:00:00,10.88,7.69,,6.07,,,2.85,0.23
2020-08-21 08:00:00,2020-08-21 09:00:00,7.0,,,5.75,,,2.85,0.12
2020-08-21 09:00:00,2020-08-21 10:00:00,9.18,,,5.99,,,2.91,0.27
2020-08-21 10:00:00,2020-08-21 11:00:00,14.45,,,7.09,,,4.02,0.1
2020-08-21 11:00:00,2020-08-21 12:00:00,8.36,,,7.46,,,5.16,0.13
2020-08-21 12:00:00,2020-08-21 13:00:00,6.61,,,6.53,,,1.89,0.98
2020-08-21 13:00:00,2020-08-21 14:00:00,8.5,,,6.29,,,1.58,0.51
2020-08-21 14:00:00,2020-08-21 15:00:00,,,,,,,,
2020-08-21 15:00:00,2020-08-21 16:00:00,,,,,,,,
2020-08-21 16:00:00,2020-08-21 17:00:00,,,,,,,,
2020-08-21 17:00:00,2020-08-21 18:00:00,,,,,,,,
2020-08-21 18:00:00,2020-08-21 19:00:00,,,,,,,,
2020-08-21 19:00:00,2020-08-21 20:00:00,7.79,,,6.86,,,3.1,0.55
2020-08-21 20:00:00,2020-08-21 21:00:00,6.62,,,6.33,,,2.88,0.51
2020-08-21 21:00:00,2020-08-21 22:00:00,9.43,,,6.12,,,2.74,0.4
2020-08-21 22:00:00,2020-08-21 23:00:00,7.5,,,5.93,,,2.74,0.56
2020-08-21 23:00:00,2020-08-22 00:00:00,4.7,,,5.46,,,2.85,0.36
2020-08-22 00:00:00,2020-08-22 01:00:00,2.43,,,5.38,,,3.0,0.3
2020-08-22 01:00:00,2020-08-22 02:00:00,1.46,,,5.68,,,3.0,0.26
2020-08-22 02:00:00,2020-08-22 03:00:00,1.16,,,5.21,,,3.06,0.25
2020-08-22 03:00:00,2020-08-22 04:00:00,1.3,,,5.37,,,3.02,0.11
2020-08-22 04:00:00,2020-08-22 05:00:00,2.06,,,5.61,,,2.72,0.21
2020-08-22 05:00:00,2020-08-22 06:00:00,4.64,,,5.17,,,2.84,0.33
2020-08-22 06:00:00,2020-08-22 07:00:00,2.89,,,5.15,,,2.83,0.32
2020-08-22 07:00:00,2020-08-22 08:00:00,2.44,,,4.93,,,2.87,0.23
2020-08-22 08:00:00,2020-08-22 09:00:00,1.52,,,5.13,,,2.71,0.27
2020-08-22 09:00:00,2020-08-22 10:00:00,1.29,,,5.48,,,2.47,0.3
2020-08-22 10:00:00,2020-08-22 11:00:00,2.83,,,5.99,,,2.45,0.39
2020-08-22 11:00:00,2020-08-22 12:00:00,7.13,,,6.25,,,2.33,0.54
2020-08-22 12:00:00,2020-08-22 13:00:00,4.08,,,6.26,,,2.9,0.43
2020-08-22 13:00:00,2020-08-22 14:00:00,2.25,,,6.28,,,3.04,0.31
2020-08-22 14:00:00,2020-08-22 15:00:00,1.55,,,6.39,,,3.65,0.11
2020-08-22 15:00:00,2020-08-22 16:00:00,1.35,,,7.01,,,7.11,0.0
2020-08-22 16:00:00,2020-08-22 17:00:00,2.0,,,6.72,,,1.71,0.35
2020-08-22 17:00:00,2020-08-22 18:00:00,5.35,,,6.59,,,1.19,0.96
2020-08-22 18:00:00,2020-08-22 19:00:00,7.98,,,7.1,,,1.01,1.15
2020-08-22 19:00:00,2020-08-22 20:00:00,4.9,,,7.58,,,0.95,1.08
2020-08-22 20:00:00,2020-08-22 21:00:00,3.04,,,6.84,,,3.37,1.05
2020-08-22 21:00:00,2020-08-22 22:00:00,3.69,,,6.54,,,3.25,0.58
2020-08-22 22:00:00,2020-08-22 23:00:00,6.91,,,6.11,,,3.24,0.44
2020-08-22 23:00:00,2020-08-23 00:00:00,4.94,,,5.92,,,3.16,0.42
2020-08-23 00:00:00,2020-08-23 01:00:00,3.34,,,5.49,,,3.23,0.67
2020-08-23 01:00:00,2020-08-23 02:00:00,2.27,,,5.19,,,3.23,0.31
2020-08-23 02:00:00,2020-08-23 03:00:00,1.51,,,4.98,,,3.2,0.3
2020-08-23 03:00:00,2020-08-23 04:00:00,1.42,,,5.3,,,3.27,0.28
2020-08-23 04:00:00,2020-08-23 05:00:00,2.27,,,5.01,,,2.87,0.18
2020-08-23 05:00:00,2020-08-23 06:00:00,6.89,,,5.26,,,2.82,0.52
2020-08-23 06:00:00,2020-08-23 07:00:00,9.87,,,5.23,,,2.76,0.5
2020-08-23 07:00:00,2020-08-23 08:00:00,5.32,,,5.33,,,2.72,0.6
2020-08-23 08:00:00,2020-08-23 09:00:00,3.16,,,5.89,,,3.07,0.68
2020-08-23 09:00:00,2020-08-23 10:00:00,3.74,,,5.85,,,2.89,0.2
2020-08-23 10:00:00,2020-08-23 11:00:00,8.15,,,5.58,,,2.83,0.32
2020-08-23 11:00:00,2020-08-23 12:00:00,4.97,,,5.53,,,2.67,0.48
2020-08-23 12:00:00,2020-08-23 13:00:00,3.67,,,5.52,,,2.65,0.55
2020-08-23 13:00:00,2020-08-23 14:00:00,4.54,,,5.47,,,2.59,0.21
2020-08-23 14:00:00,2020-08-23 15:00:00,8.37,,,5.54,,,2.65,0.06
2020-08-23 15:00:00,2020-08-23 16:00:00,5.12,,,5.24,,,2.6,0.04
2020-08-23 16:00:00,2020-08-23 17:00:00,5.08,,,5.47,,,2.87,0.04
2020-08-23 17:00:00,2020-08-23 18:00:00,7.89,,,5.28,,,2.91,0.55
2020-08-23 18:00:00,2020-08-23 19:00:00,5.68,,,5.83,,,3.15,0.55
2020-08-23 19:00:00,2020-08-23 20:00:00,7.8,,,6.17,,,3.33,0.28
2020-08-23 20:00:00,2020-08-23 21:00:00,12.49,,,6.42,,,3.06,0.34
2020-08-23 21:00:00,2020-08-23 22:00:00,9.49,,,5.94,,,3.16,0.45
2020-08-23 22:00:00,2020-08-23 23:00:00,6.25,,,5.2,,,3.21,0.49
2020-08-23 23:00:00,2020-08-24 00:00:00,6.22,,,5.29,,,3.32,0.31
2020-08-24 00:00:00,2020-08-24 01:00:00,5.94,,,5.1,,,2.81,0.13
2020-08-24 01:00:00,2020-08-24 02:00:00,3.89,,,5.12,,,2.76,0.39
2020-08-24 02:00:00,2020-08-24 03:00:00,4.12,,,4.89,,,2.83,0.31
2020-08-24 03:00:00,2020-08-24 04:00:00,6.26,,,4.94,,,2.79,0.36
2020-08-24 04:00:00,2020-08-24 05:00:00,8.57,,,5.27,,,3.02,0.29
2020-08-24 05:00:00,2020-08-24 06:00:00,8.6,,,5.15,,,3.05,0.29
2020-08-24 06:00:00,2020-08-24 07:00:00,7.19,,,5.38,,,2.98,0.23
