From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2020-01-12 02:00:00,2020-01-12 03:00:00,220.5,,145.65,31.47,135.17,33.85,,3.45,10.65,22.2,27.77,72.0,1.2,237.5,5.0,736.0,-0.18,11.45,0.0
2020-01-12 03:00:00,2020-01-12 04:00:00,218.75,,115.75,34.48,112.45,26.83,,3.72,10.4,21.35,27.77,72.0,0.5,233.25,5.0,736.0,-0.2,11.2,0.0
2020-01-12 04:00:00,2020-01-12 05:00:00,189.0,,107.95,41.27,109.73,26.0,,3.27,10.22,21.35,27.75,72.0,1.07,120.0,5.0,736.0,-0.17,11.07,0.0
2020-01-12 05:00:00,2020-01-12 06:00:00,172.0,,64.1,42.3,74.6,22.75,,2.88,9.55,19.73,27.75,72.0,0.88,104.75,5.0,736.0,-0.17,10.88,0.0
2020-01-12 06:00:00,2020-01-12 07:00:00,134.25,,59.53,40.02,69.67,19.4,,2.88,8.43,17.1,27.68,72.0,0.75,163.0,5.0,736.0,-0.2,10.72,0.0
2020-01-12 07:00:00,2020-01-12 08:00:00,119.5,,37.22,42.53,52.9,15.25,,3.15,7.88,15.38,27.65,72.0,1.07,178.25,5.25,736.0,-0.17,10.95,0.0
2020-01-12 08:00:00,2020-01-12 09:00:00,119.75,,20.32,42.88,39.35,17.48,,3.85,7.33,14.0,27.7,72.0,0.95,204.75,41.5,736.0,-0.2,11.4,0.0
2020-01-12 09:00:00,2020-01-12 10:00:00,125.0,,15.2,44.0,35.8,17.7,,5.5,7.3,12.85,27.8,73.0,1.05,202.0,154.0,736.0,-0.2,11.9,0.0
2020-01-12 10:00:00,2020-01-12 11:00:00,151.33,,8.53,44.5,30.63,16.97,,15.3,7.13,12.23,28.63,66.33,1.0,111.0,339.0,736.0,-0.2,14.37,0.0
2020-01-12 11:00:00,2020-01-12 12:00:00,144.75,,4.85,40.2,25.3,11.9,,29.5,6.08,10.18,28.85,56.25,1.82,189.75,390.0,736.0,-0.17,15.88,0.0
2020-01-12 12:00:00,2020-01-12 13:00:00,131.5,,3.5,38.02,23.1,11.38,,38.05,5.22,9.12,28.78,52.25,1.93,213.25,413.75,736.0,-0.17,16.8,0.0
2020-01-12 13:00:00,2020-01-12 14:00:00,120.75,,2.95,39.2,23.23,7.75,,43.85,5.05,9.28,28.55,50.25,1.62,209.25,380.75,736.0,-0.17,17.4,0.0
2020-01-12 14:00:00,2020-01-12 15:00:00,116.25,,1.9,28.72,16.82,11.77,,48.05,4.83,9.62,28.45,50.5,1.8,210.75,288.75,736.0,-0.2,17.45,0.0
2020-01-12 15:00:00,2020-01-12 16:00:00,103.0,,3.62,35.62,21.9,11.15,,41.0,4.4,8.32,28.27,50.5,1.68,215.0,165.0,736.0,-0.17,17.35,0.0
2020-01-12 16:00:00,2020-01-12 17:00:00,99.25,,2.23,32.25,18.95,11.77,,40.5,4.1,8.1,28.02,54.0,0.72,215.5,48.0,736.0,-0.2,16.8,0.0
2020-01-12 17:00:00,2020-01-12 18:00:00,109.75,,2.47,51.4,29.38,11.5,,23.77,4.47,11.07,27.6,61.25,0.47,244.5,5.0,736.0,-0.2,15.72,0.0
2020-01-12 18:00:00,2020-01-12 19:00:00,132.5,,2.52,68.6,38.53,15.33,,14.18,5.03,10.65,27.38,64.5,0.8,221.5,5.0,736.0,-0.17,15.1,0.0
2020-01-12 19:00:00,2020-01-12 20:00:00,191.5,,66.35,106.05,110.38,28.07,,6.07,7.15,13.98,27.68,68.0,0.5,221.0,5.0,736.0,-0.2,14.62,0.0
2020-01-12 20:00:00,2020-01-12 21:00:00,262.0,,38.27,91.7,79.93,33.12,,4.85,9.12,19.48,28.0,68.5,0.77,230.5,5.0,736.0,-0.18,14.38,0.0
2020-01-12 21:00:00,2020-01-12 22:00:00,258.25,,34.38,66.53,63.35,36.2,,4.45,9.03,18.97,28.02,72.0,1.12,201.0,5.0,736.0,-0.2,13.77,0.0
2020-01-12 22:00:00,2020-01-12 23:00:00,270.0,,57.35,59.73,78.38,29.25,,3.85,9.4,17.15,27.95,73.0,0.8,197.25,5.0,736.0,-0.17,13.28,0.0
2020-01-12 23:00:00,2020-01-13 00:00:00,242.5,,58.78,60.25,79.83,24.38,,2.93,8.4,14.85,27.95,73.0,1.2,211.5,5.0,736.0,-0.17,13.05,0.0
2020-01-13 00:00:00,2020-01-13 01:00:00,193.25,,44.2,55.67,65.55,19.12,,3.0,7.85,13.6,27.92,73.0,0.53,177.5,5.0,736.0,-0.2,12.82,0.0
2020-01-13 01:00:00,2020-01-13 02:00:00,182.75,,43.33,46.38,59.9,14.45,,3.0,6.95,11.72,27.95,73.0,0.5,164.0,5.0,736.0,-0.2,12.55,0.0
2020-01-13 02:00:00,2020-01-13 03:00:00,173.75,,42.95,40.58,56.5,15.72,,2.92,6.67,10.47,27.92,72.75,0.55,186.0,5.0,736.0,-0.17,12.25,0.0
2020-01-13 03:00:00,2020-01-13 04:00:00,153.75,,6.62,19.9,15.95,14.8,,3.42,8.0,10.2,27.8,72.0,1.68,220.0,5.0,736.0,-0.15,11.23,0.0
2020-01-13 04:00:00,2020-01-13 05:00:00,111.75,,4.82,20.93,15.05,13.85,,3.25,6.35,8.3,27.75,72.0,1.6,221.75,5.0,736.0,-0.2,11.03,0.0
2020-01-13 05:00:00,2020-01-13 06:00:00,102.25,,3.08,19.93,13.1,13.03,,3.95,7.15,8.53,27.73,72.0,2.1,200.75,5.0,736.0,-0.17,10.93,0.0
2020-01-13 06:00:00,2020-01-13 07:00:00,91.75,,2.9,19.12,12.53,13.7,,5.12,5.67,7.25,27.6,72.0,2.97,171.0,5.0,736.0,-0.12,10.77,0.0
2020-01-13 07:00:00,2020-01-13 08:00:00,85.0,,5.27,22.05,16.02,13.15,,5.4,5.18,6.65,27.63,72.0,1.88,172.75,5.0,736.0,-0.15,10.93,0.0
2020-01-13 08:00:00,2020-01-13 09:00:00,87.25,,6.38,19.65,15.62,14.0,,5.55,5.38,6.57,27.63,72.0,1.9,190.25,11.5,736.0,-0.17,11.12,0.0
2020-01-13 09:00:00,2020-01-13 10:00:00,94.0,,8.8,19.95,17.8,14.6,,5.9,5.4,6.9,27.35,72.0,1.85,194.0,32.0,736.0,-0.15,11.2,0.0
2020-01-13 10:00:00,2020-01-13 11:00:00,108.0,,11.5,27.93,24.23,17.87,,6.43,6.33,10.43,27.9,72.33,2.37,184.33,95.0,736.0,-0.17,11.67,0.0
2020-01-13 11:00:00,2020-01-13 12:00:00,127.5,,8.4,25.85,20.6,19.2,,8.28,7.5,16.35,27.8,73.0,2.58,183.75,126.0,736.0,-0.12,11.98,0.0
2020-01-13 12:00:00,2020-01-13 13:00:00,143.0,,7.47,26.83,20.32,16.4,,9.4,7.0,14.42,28.0,73.0,2.97,191.5,148.25,736.0,-0.15,12.38,0.0
2020-01-13 13:00:00,2020-01-13 14:00:00,143.25,,6.95,31.8,22.57,15.05,,12.85,6.55,12.85,27.82,73.0,3.43,195.0,207.5,736.0,-0.15,12.8,0.0
2020-01-13 14:00:00,2020-01-13 15:00:00,154.25,,5.62,31.97,21.58,15.02,,15.52,6.25,11.35,27.6,72.5,3.95,189.25,247.75,736.0,-0.18,13.32,0.0
2020-01-13 15:00:00,2020-01-13 16:00:00,155.0,,4.75,30.2,19.88,12.98,,16.0,5.82,9.62,27.42,71.75,3.62,182.25,157.5,736.0,-0.18,13.53,0.0
2020-01-13 16:00:00,2020-01-13 17:00:00,146.5,,2.98,30.23,18.5,14.25,,14.15,5.92,9.2,27.55,72.75,4.15,193.75,44.25,736.0,-0.1,13.3,0.0
2020-01-13 17:00:00,2020-01-13 18:00:00,146.5,,3.45,34.42,21.1,13.95,,10.6,5.43,8.5,27.05,73.0,3.4,188.0,5.0,736.0,-0.12,12.82,0.0
2020-01-13 18:00:00,2020-01-13 19:00:00,145.25,,3.4,33.45,20.55,16.77,,9.07,5.77,10.25,27.1,73.0,3.55,189.5,5.0,736.0,-0.1,12.55,0.0
2020-01-13 19:00:00,2020-01-13 20:00:00,157.75,,4.03,38.55,23.75,17.6,,6.62,5.85,9.85,26.6,73.0,3.92,195.75,5.0,736.0,-0.15,12.42,0.0
2020-01-13 20:00:00,2020-01-13 21:00:00,162.0,,3.5,32.58,20.12,17.32,,6.95,5.8,9.8,26.68,73.0,3.12,187.0,5.0,736.0,-0.17,12.18,0.0
2020-01-13 21:00:00,2020-01-13 22:00:00,150.0,,4.18,31.82,20.35,18.7,,5.63,5.7,9.88,26.8,73.0,2.85,198.5,5.0,736.0,-0.12,12.05,0.0
2020-01-13 22:00:00,2020-01-13 23:00:00,140.75,,3.2,21.38,13.95,15.93,,8.4,5.4,9.05,26.37,72.0,3.5,190.25,5.0,736.0,-0.15,11.75,0.0
2020-01-13 23:00:00,2020-01-14 00:00:00,105.0,,5.7,27.8,19.4,14.1,,4.6,4.9,8.5,26.9,72.0,1.95,190.0,5.0,736.0,-0.1,11.8,0.0
2020-01-14 00:00:00,2020-01-14 01:00:00,95.0,,2.98,19.98,13.03,14.82,,8.1,4.8,8.2,26.82,72.0,2.55,186.75,5.0,736.0,-0.2,11.57,0.0
2020-01-14 01:00:00,2020-01-14 02:00:00,85.5,,2.1,20.23,12.45,14.65,,8.0,4.68,7.08,26.57,72.0,2.38,204.0,5.0,736.0,-0.12,11.4,0.0
2020-01-14 02:00:00,2020-01-14 03:00:00,76.33,,9.6,26.62,21.97,16.02,,5.0,4.47,6.92,26.83,72.0,1.8,220.75,5.0,736.0,-0.15,11.47,0.0
2020-01-14 03:00:00,2020-01-14 04:00:00,77.67,,1.77,12.8,8.23,16.1,,10.9,4.7,7.0,26.93,72.0,1.9,226.67,5.0,736.0,-0.13,11.5,0.0
2020-01-14 04:00:00,2020-01-14 05:00:00,75.0,,2.2,11.3,7.8,13.3,,11.9,4.1,6.0,26.7,72.0,1.7,231.0,5.0,736.0,-0.2,11.5,0.0
2020-01-14 05:00:00,2020-01-14 06:00:00,,,,,,,,,,,,,,,,,,,
2020-01-14 06:00:00,2020-01-14 07:00:00,73.0,,6.5,19.4,15.6,15.0,,11.2,4.3,6.3,26.5,72.0,2.5,207.0,5.0,736.0,-0.2,11.5,0.0
2020-01-14 07:00:00,2020-01-14 08:00:00,,,,,,,,,,,,,,,,,,,
2020-01-14 08:00:00,2020-01-14 09:00:00,,,,,,,,,,,,,,,,,,,
2020-01-14 09:00:00,2020-01-14 10:00:00,,,,,,,,,,,,,,,,,,,
2020-01-14 10:00:00,2020-01-14 11:00:00,113.0,,7.5,22.33,18.0,17.93,,11.47,3.4,5.1,27.07,73.0,2.27,176.33,275.33,736.0,-0.17,12.8,0.0
2020-01-14 11:00:00,2020-01-14 12:00:00,119.0,,10.07,31.0,24.68,19.27,,16.18,4.9,9.7,27.27,67.75,2.4,191.25,396.0,736.0,-0.18,14.57,0.0
2020-01-14 12:00:00,2020-01-14 13:00:00,116.0,,12.85,53.9,39.12,17.65,,22.43,5.6,10.88,27.52,56.0,1.6,179.25,419.5,736.0,-0.17,16.75,0.0
2020-01-14 13:00:00,2020-01-14 14:00:00,123.25,,8.47,48.93,32.93,16.52,,34.2,5.27,9.4,27.63,51.0,2.02,216.75,376.75,736.0,-0.17,17.57,0.0
2020-01-14 14:00:00,2020-01-14 15:00:00,114.5,,3.5,38.6,23.43,17.52,,50.62,4.92,7.92,27.85,45.75,1.12,225.0,235.0,736.0,-0.17,18.68,0.0
2020-01-14 15:00:00,2020-01-14 16:00:00,107.5,,3.4,43.92,26.1,15.75,,35.3,4.97,8.75,27.92,52.75,2.2,212.5,152.0,736.0,-0.17,17.92,0.0
2020-01-14 16:00:00,2020-01-14 17:00:00,119.0,,3.07,45.2,26.57,14.78,,33.08,4.78,7.05,27.95,55.0,0.85,191.5,42.5,736.0,-0.17,17.65,0.0
2020-01-14 17:00:00,2020-01-14 18:00:00,124.0,,8.2,75.92,47.05,15.45,,16.93,4.85,8.78,27.87,59.5,1.32,196.25,5.0,736.0,-0.17,16.95,0.0
2020-01-14 18:00:00,2020-01-14 19:00:00,143.0,,15.88,82.77,56.92,20.07,,10.78,6.35,12.43,27.55,62.5,0.45,204.5,5.0,736.0,-0.2,16.45,0.0
2020-01-14 19:00:00,2020-01-14 20:00:00,198.25,,43.28,96.6,86.57,33.2,,5.42,9.07,16.65,27.1,65.25,1.3,151.25,5.0,736.0,-0.15,15.97,0.0
2020-01-14 20:00:00,2020-01-14 21:00:00,238.25,,31.15,90.35,73.4,33.27,,4.05,9.48,18.88,27.0,65.5,1.77,78.5,5.0,736.0,-0.15,15.78,0.0
2020-01-14 21:00:00,2020-01-14 22:00:00,201.0,,8.23,72.22,45.1,34.33,,5.05,8.05,16.4,26.92,66.0,1.03,106.75,5.0,736.0,-0.2,15.6,0.0
2020-01-14 22:00:00,2020-01-14 23:00:00,183.5,,10.9,69.5,45.88,26.03,,3.92,7.12,13.42,27.0,67.5,0.75,154.0,5.0,736.0,-0.18,15.38,0.0
2020-01-14 23:00:00,2020-01-15 00:00:00,198.5,,48.75,78.3,81.28,27.8,,3.67,7.5,14.0,27.12,69.0,1.02,206.0,5.0,736.0,-0.2,15.28,0.0
2020-01-15 00:00:00,2020-01-15 01:00:00,203.0,,32.75,70.9,64.35,26.58,,3.3,9.12,20.23,27.25,70.5,1.7,239.25,5.0,736.0,-0.15,14.93,0.0
2020-01-15 01:00:00,2020-01-15 02:00:00,196.0,,10.82,56.73,38.98,25.0,,3.47,8.55,18.8,27.63,72.0,1.18,239.25,5.0,736.0,-0.15,14.55,0.0
2020-01-15 02:00:00,2020-01-15 03:00:00,169.5,,3.55,41.8,25.12,20.62,,7.08,7.5,16.12,27.6,70.75,2.02,231.5,5.0,736.0,-0.15,14.6,0.0
2020-01-15 03:00:00,2020-01-15 04:00:00,153.0,,2.65,30.7,18.5,14.4,,10.45,6.27,12.9,27.52,70.0,1.02,240.0,5.0,736.0,-0.15,14.45,0.0
2020-01-15 04:00:00,2020-01-15 05:00:00,152.25,,2.85,31.37,19.02,15.77,,7.97,6.15,11.65,27.52,72.0,0.5,248.0,5.0,736.0,-0.2,14.2,0.0
2020-01-15 05:00:00,2020-01-15 06:00:00,149.75,,12.8,32.9,27.9,17.07,,4.58,6.2,12.2,27.58,73.0,0.47,233.5,5.0,736.0,-0.17,13.9,0.0
2020-01-15 06:00:00,2020-01-15 07:00:00,157.5,,31.8,37.0,45.48,20.92,,3.12,6.9,14.0,27.6,73.0,0.5,202.0,5.0,736.0,-0.2,13.8,0.0
2020-01-15 07:00:00,2020-01-15 08:00:00,184.0,,36.15,44.6,53.15,25.95,,3.95,6.92,13.6,27.52,73.0,0.55,203.5,11.0,736.0,-0.18,13.9,0.0
2020-01-15 08:00:00,2020-01-15 09:00:00,185.5,,45.25,50.07,63.45,26.23,,3.92,7.75,14.8,27.75,72.75,1.05,156.25,67.5,736.0,-0.15,14.38,0.0
2020-01-15 09:00:00,2020-01-15 10:00:00,103.0,,28.5,65.7,58.15,26.55,,4.8,7.55,14.25,27.9,70.5,1.35,227.0,89.0,736.0,-0.2,14.9,0.0
2020-01-15 10:00:00,2020-01-15 11:00:00,158.33,,17.17,79.27,56.1,19.97,,7.77,8.37,15.0,28.07,63.0,0.57,242.67,89.67,736.0,-0.2,16.3,0.0
2020-01-15 11:00:00,2020-01-15 12:00:00,155.25,,13.75,86.85,57.38,18.48,,7.33,8.53,15.97,28.38,65.5,0.95,137.0,21.5,736.0,-0.17,15.93,0.0
2020-01-15 12:00:00,2020-01-15 13:00:00,168.0,,28.02,103.75,77.97,19.7,,5.3,9.02,16.65,28.08,68.75,0.7,221.25,28.5,736.0,-0.2,15.7,0.0
2020-01-15 13:00:00,2020-01-15 14:00:00,182.5,,14.03,83.78,55.95,23.75,,7.95,10.88,22.73,28.02,69.25,0.5,244.75,50.75,736.0,-0.2,15.97,0.0
2020-01-15 14:00:00,2020-01-15 15:00:00,159.75,,7.62,52.75,34.23,19.8,,8.65,9.05,19.52,27.9,70.75,0.88,219.0,40.75,736.0,-0.2,15.9,0.0
2020-01-15 15:00:00,2020-01-15 16:00:00,121.25,,7.85,54.32,35.27,14.38,,9.2,7.1,14.68,27.72,70.75,2.0,184.25,36.75,736.0,-0.15,16.0,0.0
2020-01-15 16:00:00,2020-01-15 17:00:00,117.0,,13.0,61.0,43.05,15.6,,6.82,7.07,15.48,27.83,69.25,1.3,219.75,7.5,736.0,-0.17,16.12,0.0
2020-01-15 17:00:00,2020-01-15 18:00:00,124.5,,31.25,75.55,65.58,17.68,,3.62,8.08,16.77,28.25,71.5,1.12,162.75,5.0,736.0,-0.12,15.75,0.0
2020-01-15 18:00:00,2020-01-15 19:00:00,146.75,,29.37,77.27,64.97,23.8,,3.23,9.8,22.98,28.27,73.0,1.23,91.75,5.0,736.0,-0.17,15.45,0.0
2020-01-15 19:00:00,2020-01-15 20:00:00,172.75,,43.62,72.22,73.88,29.62,,3.13,10.45,23.17,28.6,73.0,1.7,184.75,5.0,736.0,-0.17,15.25,0.0
2020-01-15 20:00:00,2020-01-15 21:00:00,167.25,,43.7,55.62,65.12,27.05,,3.05,11.47,26.58,28.65,73.0,1.9,219.0,5.0,736.0,-0.15,15.3,0.0
2020-01-15 21:00:00,2020-01-15 22:00:00,141.0,,12.3,47.15,35.1,22.8,,3.65,9.5,22.43,28.5,73.0,1.82,226.5,5.0,736.0,-0.17,15.12,0.0
2020-01-15 22:00:00,2020-01-15 23:00:00,100.5,,5.53,35.3,23.27,15.02,,5.78,7.1,16.0,28.15,73.0,2.25,230.25,5.0,736.0,-0.1,15.12,0.0
2020-01-15 23:00:00,2020-01-16 00:00:00,85.25,,11.6,34.58,27.82,7.72,,5.83,6.1,13.33,28.25,73.0,1.4,192.75,5.0,736.0,-0.15,15.08,0.0
2020-01-16 00:00:00,2020-01-16 01:00:00,79.25,,11.28,33.17,26.77,9.8,,4.47,5.45,11.92,28.33,73.0,1.38,194.75,5.0,736.0,-0.15,14.93,0.75
2020-01-16 01:00:00,2020-01-16 02:00:00,72.25,,1.9,17.3,10.72,7.4,,10.73,4.78,10.7,27.88,73.0,2.8,215.0,5.0,736.0,-0.15,14.62,0.0
2020-01-16 02:00:00,2020-01-16 03:00:00,55.25,,2.17,21.05,12.98,9.15,,10.78,4.2,8.35,27.85,73.0,1.73,212.75,5.0,736.0,-0.12,14.47,1.25
2020-01-16 03:00:00,2020-01-16 04:00:00,45.5,,1.48,18.35,10.98,8.35,,12.05,3.62,8.82,28.1,73.0,0.85,189.75,5.0,736.0,-0.17,14.42,0.12
2020-01-16 04:00:00,2020-01-16 05:00:00,36.75,,3.18,21.62,14.1,8.7,,12.68,3.15,7.88,27.68,73.0,2.65,185.0,5.0,736.0,-0.15,14.38,0.12
2020-01-16 05:00:00,2020-01-16 06:00:00,23.0,,1.43,12.07,7.55,7.5,,17.52,2.8,6.22,27.33,73.0,2.52,172.5,5.0,736.0,-0.2,14.33,0.0
2020-01-16 06:00:00,2020-01-16 07:00:00,20.75,,2.2,14.35,9.45,9.53,,17.43,2.38,5.33,27.57,73.0,2.03,174.75,5.0,736.0,-0.17,14.38,0.12
2020-01-16 07:00:00,2020-01-16 08:00:00,19.5,,1.9,9.95,6.88,9.3,,19.75,2.15,5.1,27.25,73.0,3.08,197.0,5.0,736.0,-0.15,14.3,0.12
2020-01-16 08:00:00,2020-01-16 09:00:00,17.25,,2.25,16.92,10.8,10.23,,18.95,1.8,4.65,27.27,73.0,2.43,205.0,5.0,736.0,-0.2,14.2,0.25
2020-01-16 09:00:00,2020-01-16 10:00:00,15.0,,3.25,35.3,21.45,11.35,,12.65,2.1,4.95,27.35,73.0,2.45,195.0,5.0,736.0,-0.1,14.3,0.0
2020-01-16 10:00:00,2020-01-16 11:00:00,22.67,,2.57,18.77,12.1,13.2,,17.4,2.3,4.37,26.57,73.0,3.4,192.0,8.33,736.0,-0.17,14.37,0.5
2020-01-16 11:00:00,2020-01-16 12:00:00,22.25,,3.83,22.0,14.8,12.7,,16.57,2.38,5.3,27.18,73.0,2.95,207.5,16.75,736.0,-0.12,14.53,0.0
2020-01-16 12:00:00,2020-01-16 13:00:00,43.0,,2.77,17.62,11.65,13.4,,15.9,2.97,7.33,27.02,73.0,3.92,180.25,9.5,736.0,-0.15,14.88,0.0
2020-01-16 13:00:00,2020-01-16 14:00:00,48.25,,3.3,18.32,12.45,12.95,,15.35,2.83,6.5,27.5,73.0,3.6,172.75,12.0,736.0,-0.12,15.17,0.0
2020-01-16 14:00:00,2020-01-16 15:00:00,43.5,,2.15,13.6,8.95,14.2,,14.9,2.55,5.17,27.55,73.0,4.72,188.25,5.75,736.0,-0.17,14.97,0.0
2020-01-16 15:00:00,2020-01-16 16:00:00,37.0,,1.85,14.85,9.4,13.77,,15.8,2.0,3.48,27.75,73.0,4.08,185.25,7.0,736.0,-0.1,15.03,1.12
2020-01-16 16:00:00,2020-01-16 17:00:00,41.25,,2.35,17.23,11.08,13.62,,16.38,2.0,3.65,27.95,73.0,4.33,192.25,5.0,736.0,-0.15,14.93,0.0
2020-01-16 17:00:00,2020-01-16 18:00:00,44.75,,2.6,19.25,12.35,12.5,,16.7,2.33,3.75,27.12,73.0,5.55,180.25,5.0,736.0,-0.12,14.57,0.0
2020-01-16 18:00:00,2020-01-16 19:00:00,41.5,,2.17,17.4,11.0,14.12,,18.47,2.4,3.35,26.68,73.0,4.72,183.25,5.0,736.0,-0.15,14.3,0.0
2020-01-16 19:00:00,2020-01-16 20:00:00,33.5,,2.23,21.8,13.38,14.57,,16.55,2.4,4.45,26.92,73.0,3.2,193.5,5.0,736.0,-0.15,14.38,0.12
2020-01-16 20:00:00,2020-01-16 21:00:00,31.5,,2.02,18.1,11.27,13.72,,18.25,2.48,5.38,26.57,73.0,3.7,185.0,5.0,736.0,-0.12,14.45,0.12
2020-01-16 21:00:00,2020-01-16 22:00:00,28.0,,3.08,19.1,12.67,12.67,,19.12,1.98,4.5,26.5,73.0,3.72,182.25,5.0,736.0,-0.15,14.5,0.0
2020-01-16 22:00:00,2020-01-16 23:00:00,21.25,,1.62,13.45,8.5,13.65,,21.98,1.53,3.73,26.3,73.0,4.4,193.0,5.0,736.0,-0.1,14.55,0.0
2020-01-16 23:00:00,2020-01-17 00:00:00,21.25,,3.2,33.55,20.45,13.68,,14.93,1.5,3.97,26.83,73.0,2.12,205.25,5.0,736.0,-0.18,14.73,0.25
2020-01-17 00:00:00,2020-01-17 01:00:00,27.5,,2.4,34.07,20.1,14.5,,14.33,1.77,4.7,26.85,73.0,1.77,189.5,5.0,736.0,-0.18,14.73,0.0
2020-01-17 01:00:00,2020-01-17 02:00:00,22.5,,2.5,19.9,12.65,14.0,,19.52,1.7,5.0,26.7,73.0,3.38,182.0,5.0,736.0,-0.12,14.7,0.0
2020-01-17 02:00:00,2020-01-17 03:00:00,13.0,,2.42,12.88,8.8,14.17,,21.85,1.4,3.92,26.9,73.0,1.77,200.5,5.0,736.0,-0.12,14.7,0.12
2020-01-17 03:00:00,2020-01-17 04:00:00,15.75,,6.62,23.05,17.65,13.85,,17.73,1.3,3.9,26.57,73.0,3.33,195.25,5.0,736.0,-0.12,14.6,0.0
2020-01-17 04:00:00,2020-01-17 05:00:00,15.0,,1.6,9.83,6.53,14.97,,22.7,1.1,3.08,26.4,73.0,3.18,189.75,5.0,736.0,-0.15,14.6,0.0
2020-01-17 05:00:00,2020-01-17 06:00:00,15.25,,2.08,9.05,6.5,15.03,,22.67,1.1,3.15,26.38,73.0,3.92,185.5,5.0,736.0,-0.12,14.58,0.0
2020-01-17 06:00:00,2020-01-17 07:00:00,15.75,,2.38,8.48,6.45,15.47,,24.43,0.92,2.23,25.85,73.0,4.58,190.75,5.0,736.0,-0.15,14.6,0.0
2020-01-17 07:00:00,2020-01-17 08:00:00,16.25,,1.62,9.88,6.58,15.7,,24.2,1.05,2.28,26.15,73.0,3.22,180.5,5.0,736.0,-0.12,14.7,0.0
2020-01-17 08:00:00,2020-01-17 09:00:00,25.0,,2.43,13.25,9.03,16.62,,23.07,1.27,2.65,26.25,73.0,3.85,177.25,26.5,736.0,-0.17,14.88,0.0
2020-01-17 09:00:00,2020-01-17 10:00:00,40.0,,3.0,16.1,10.95,17.75,,21.75,1.55,2.6,26.85,73.0,4.75,175.5,93.5,736.0,-0.15,15.0,0.0
2020-01-17 10:00:00,2020-01-17 11:00:00,38.0,,2.8,16.23,10.93,17.27,,22.13,1.6,3.03,26.6,73.0,4.67,168.33,26.33,736.0,-0.13,15.3,0.0
2020-01-17 11:00:00,2020-01-17 12:00:00,41.5,,2.6,19.65,12.6,17.3,,20.73,1.67,3.25,26.62,73.0,4.1,164.75,11.0,736.0,-0.18,15.4,0.0
2020-01-17 12:00:00,2020-01-17 13:00:00,59.75,,2.35,20.23,12.7,17.92,,20.8,1.72,3.18,26.7,73.0,3.05,143.5,23.5,736.0,-0.12,15.5,0.0
2020-01-17 13:00:00,2020-01-17 14:00:00,68.0,,2.5,26.97,16.38,18.73,,16.85,2.15,4.62,27.97,73.0,0.68,79.25,5.0,736.0,-0.2,15.6,0.0
2020-01-17 14:00:00,2020-01-17 15:00:00,78.25,,4.15,33.1,21.02,17.07,,14.73,3.03,8.43,28.23,73.0,1.2,143.25,42.25,736.0,-0.2,15.68,0.0
2020-01-17 15:00:00,2020-01-17 16:00:00,78.75,,3.2,26.45,16.7,16.83,,18.9,3.4,9.38,28.5,73.0,1.55,116.5,25.75,736.0,-0.12,15.82,0.0
2020-01-17 16:00:00,2020-01-17 17:00:00,70.5,,3.9,30.75,19.52,17.23,,16.33,3.4,10.15,28.85,72.75,1.05,102.5,29.0,736.0,-0.2,15.88,0.0
2020-01-17 17:00:00,2020-01-17 18:00:00,76.25,,3.48,37.55,22.8,18.62,,12.18,3.53,11.45,29.32,73.0,2.23,156.5,5.0,736.0,-0.2,15.62,0.0
2020-01-17 18:00:00,2020-01-17 19:00:00,84.0,,10.08,43.62,31.4,19.5,,7.4,3.93,11.95,29.68,73.0,2.02,160.5,5.0,736.0,-0.17,15.4,0.0
2020-01-17 19:00:00,2020-01-17 20:00:00,103.5,,13.88,46.15,35.82,23.33,,5.05,5.3,15.2,29.7,73.0,0.98,163.25,5.0,736.0,-0.2,15.1,0.0
2020-01-17 20:00:00,2020-01-17 21:00:00,122.5,,17.15,45.73,38.28,24.07,,4.53,6.3,18.98,29.58,73.0,0.5,197.0,5.0,736.0,-0.2,14.9,0.0
2020-01-17 21:00:00,2020-01-17 22:00:00,111.0,,19.3,42.45,38.25,24.93,,4.88,7.12,22.65,29.55,73.0,0.5,219.0,5.0,736.0,-0.2,14.78,0.0
2020-01-17 22:00:00,2020-01-17 23:00:00,123.0,,70.58,42.72,80.12,24.9,,3.83,7.65,24.07,29.52,73.0,0.57,198.5,5.0,736.0,-0.2,14.47,0.0
2020-01-17 23:00:00,2020-01-18 00:00:00,156.0,,78.93,39.12,84.95,30.15,,3.27,8.3,23.72,29.6,73.0,0.5,190.0,5.0,736.0,-0.2,14.12,0.0
2020-01-18 00:00:00,2020-01-18 01:00:00,118.75,,83.57,32.82,85.45,27.82,,3.08,7.77,21.88,29.55,73.0,0.53,198.75,5.0,736.0,-0.2,13.83,0.0
2020-01-18 01:00:00,2020-01-18 02:00:00,88.0,,24.62,29.17,35.55,29.42,,2.8,7.93,20.8,29.52,73.0,0.88,236.75,5.0,736.0,-0.2,13.68,0.0
