From Date,To Date,PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),RF (mm)
2021-08-29 06:00:00,2021-08-29 07:00:00,11.25,3.8,2.1,4.8,,6.6,,24.44,,,,,23.08,60.25,5.83,134.5,328.5,729.0,,
2021-08-29 07:00:00,2021-08-29 08:00:00,22.25,2.5,2.95,4.0,,7.1,,23.57,,,,,23.15,56.25,6.6,142.0,389.25,729.5,,
2021-08-29 08:00:00,2021-08-29 09:00:00,20.25,3.6,2.77,4.15,,3.88,,24.98,,,,,23.12,50.25,8.68,141.0,409.5,729.25,,
2021-08-29 09:00:00,2021-08-29 10:00:00,30.5,2.57,,4.75,,1.4,,23.89,,,,,22.85,47.25,10.1,148.75,417.75,727.75,,
2021-08-29 10:00:00,2021-08-29 11:00:00,39.25,1.93,5.4,4.15,,1.33,,24.27,,,,,22.98,47.5,10.53,157.25,414.25,728.75,,
2021-08-29 11:00:00,2021-08-29 12:00:00,56.5,2.25,4.45,3.87,,14.3,,25.92,,,,,23.12,43.25,10.35,155.5,429.0,729.0,,
2021-08-29 12:00:00,2021-08-29 13:00:00,37.5,,4.7,2.93,,10.0,0.57,27.16,,,,,23.02,38.75,9.1,143.0,430.75,729.0,,
2021-08-29 13:00:00,2021-08-29 14:00:00,24.5,0.8,,4.07,,7.45,0.91,27.1,,,,,22.62,42.5,9.9,158.5,418.5,726.5,,
2021-08-29 14:00:00,2021-08-29 15:00:00,134.25,3.8,3.6,4.82,,6.45,1.96,24.82,,,,,22.58,45.25,9.82,153.75,408.75,726.0,,
2021-08-29 15:00:00,2021-08-29 16:00:00,328.5,5.45,2.75,4.88,,5.2,2.18,26.07,,,,,22.62,44.25,8.18,157.75,405.25,726.5,,
2021-08-29 16:00:00,2021-08-29 17:00:00,24.5,1.6,5.1,3.43,,6.15,,26.68,,,,,22.78,47.0,9.0,157.0,386.5,727.0,,
2021-08-29 17:00:00,2021-08-29 18:00:00,38.0,3.93,2.95,4.8,,5.67,,25.13,,,,,22.88,52.25,6.67,163.5,352.5,727.5,,
2021-08-29 18:00:00,2021-08-29 19:00:00,25.0,2.13,3.8,3.65,,5.65,,26.41,,,,,22.92,55.0,5.9,160.75,237.33,728.0,,
2021-08-29 19:00:00,2021-08-29 20:00:00,36.75,2.95,2.97,3.23,,5.87,,24.41,,,,,23.03,57.5,6.78,137.0,,728.5,,
2021-08-29 20:00:00,2021-08-29 21:00:00,27.5,1.9,2.63,4.65,,7.05,0.44,24.01,,,,,23.23,64.5,8.55,135.25,,729.75,,
2021-08-29 21:00:00,2021-08-29 22:00:00,23.5,3.7,3.7,4.4,,7.25,0.33,24.56,,,,,23.18,65.5,7.58,145.5,,729.25,,
2021-08-29 22:00:00,2021-08-29 23:00:00,7.0,5.1,4.0,4.38,,6.7,0.68,22.79,,,,,23.17,62.5,5.6,134.25,,729.75,,
2021-08-29 23:00:00,2021-08-30 00:00:00,7.75,3.2,5.1,5.9,,6.97,0.97,22.7,,,,,22.95,65.5,3.92,127.75,,728.25,,
2021-08-30 00:00:00,2021-08-30 01:00:00,13.25,4.2,4.03,5.2,,5.95,2.51,24.64,,,,,23.0,61.75,5.52,130.75,,728.75,,
2021-08-30 01:00:00,2021-08-30 02:00:00,18.5,2.4,,4.28,,6.18,2.9,26.45,,,,,23.08,58.5,6.75,144.0,,729.0,,
2021-08-30 02:00:00,2021-08-30 03:00:00,9.5,3.0,3.67,3.85,,5.78,2.74,27.28,,,,,23.13,58.5,7.2,152.0,,729.25,,
2021-08-30 03:00:00,2021-08-30 04:00:00,20.0,3.4,3.35,3.73,,5.37,2.87,23.29,,,,,23.48,59.5,8.2,153.0,,731.5,,
2021-08-30 04:00:00,2021-08-30 05:00:00,11.5,3.87,2.6,3.38,,5.38,2.66,25.34,,,,,23.27,59.0,8.05,150.25,,730.25,,
2021-08-30 05:00:00,2021-08-30 06:00:00,16.5,3.4,,3.92,,4.85,2.7,23.71,,,,,23.17,61.5,7.75,153.25,,729.5,,
2021-08-30 06:00:00,2021-08-30 07:00:00,24.5,1.75,3.5,3.75,,4.9,2.92,24.78,,,,,23.08,63.0,5.85,148.0,297.75,729.0,,
2021-08-30 07:00:00,2021-08-30 08:00:00,19.75,7.05,3.6,5.15,,5.3,3.24,24.33,,,,,23.02,59.75,7.38,154.75,372.75,728.75,,
2021-08-30 08:00:00,2021-08-30 09:00:00,30.75,4.28,4.23,5.87,,5.33,1.52,25.67,,,,,22.95,53.75,8.7,161.0,410.25,728.75,,
2021-08-30 09:00:00,2021-08-30 10:00:00,37.25,0.5,2.62,3.1,,4.45,2.81,24.59,,,,,22.65,49.0,10.82,165.0,426.5,726.75,,
2021-08-30 10:00:00,2021-08-30 11:00:00,43.5,2.9,3.67,3.62,,4.53,2.96,25.85,,,,,22.75,46.0,10.43,163.25,423.25,727.0,,
2021-08-30 11:00:00,2021-08-30 12:00:00,65.5,7.7,6.0,5.8,,16.8,3.36,26.32,,,,,23.05,46.25,7.8,157.5,426.0,728.75,,
2021-08-30 12:00:00,2021-08-30 13:00:00,32.0,2.65,,4.53,,4.65,0.65,24.64,,,,,23.12,44.25,9.68,155.5,423.25,729.25,,
2021-08-30 13:00:00,2021-08-30 14:00:00,46.0,5.45,3.23,5.47,,1.57,0.92,25.27,,,,,22.62,44.0,9.57,156.5,430.75,726.75,,
2021-08-30 14:00:00,2021-08-30 15:00:00,44.5,3.65,6.6,4.5,,1.15,1.33,26.79,,,,,22.33,38.5,8.38,158.5,424.25,725.0,,
2021-08-30 15:00:00,2021-08-30 16:00:00,24.0,1.2,3.1,4.28,,0.9,3.82,29.91,,,,,22.55,39.0,8.57,159.75,423.5,725.75,,
2021-08-30 16:00:00,2021-08-30 17:00:00,33.25,5.2,1.35,3.2,,5.43,1.58,30.34,,,,,22.78,42.0,8.48,153.75,392.5,727.25,,
2021-08-30 17:00:00,2021-08-30 18:00:00,40.75,1.45,3.1,3.53,,6.82,1.97,28.24,,,,,22.62,46.0,8.15,155.0,356.25,726.25,,
2021-08-30 18:00:00,2021-08-30 19:00:00,35.5,3.43,4.5,4.7,,6.25,1.69,25.74,,,,,22.7,49.5,7.88,161.75,261.0,726.75,,
2021-08-30 19:00:00,2021-08-30 20:00:00,36.25,,2.97,3.85,,6.53,1.79,26.43,,,,,22.9,52.25,6.97,155.75,,728.0,,
2021-08-30 20:00:00,2021-08-30 21:00:00,25.75,,3.2,4.03,,5.25,2.46,26.23,,,,,23.0,53.75,8.88,150.75,,728.5,,
2021-08-30 21:00:00,2021-08-30 22:00:00,26.5,2.7,7.5,4.67,,4.83,2.55,25.05,,,,,23.1,56.25,8.03,154.0,,729.25,,
2021-08-30 22:00:00,2021-08-30 23:00:00,22.5,3.05,5.7,4.85,,3.75,2.27,23.76,,,,,23.1,57.5,5.62,151.0,,729.0,,
2021-08-30 23:00:00,2021-08-31 00:00:00,23.5,,4.9,4.17,,4.0,2.66,24.42,,,,,23.0,56.25,5.57,156.75,,728.5,,
2021-08-31 00:00:00,2021-08-31 01:00:00,19.75,4.05,3.17,4.1,,7.95,,25.38,,,,,23.0,54.75,6.22,161.5,,728.75,,
2021-08-31 01:00:00,2021-08-31 02:00:00,13.0,3.0,3.37,4.33,,10.62,0.3,26.29,,,,,22.92,57.75,4.88,148.25,,728.25,,
2021-08-31 02:00:00,2021-08-31 03:00:00,27.0,5.6,2.3,5.47,,10.5,0.73,25.61,,,,,22.92,59.0,4.25,120.5,,728.0,,
2021-08-31 03:00:00,2021-08-31 04:00:00,58.5,7.0,3.9,4.93,,9.57,0.12,23.26,,,,,23.15,59.0,4.43,128.25,,729.5,,
2021-08-31 04:00:00,2021-08-31 05:00:00,23.5,4.35,1.2,4.65,,9.02,0.45,23.75,,,,,22.92,60.25,4.28,144.5,,728.25,,
2021-08-31 05:00:00,2021-08-31 06:00:00,15.5,4.0,4.37,4.88,,9.68,0.75,26.61,,,,,22.85,61.0,3.5,116.75,119.0,728.0,,
2021-08-31 06:00:00,2021-08-31 07:00:00,28.0,5.2,1.5,5.3,,9.18,0.65,23.3,,,,,22.93,64.0,1.4,116.75,331.5,728.25,,
2021-08-31 07:00:00,2021-08-31 08:00:00,42.5,4.95,3.05,5.82,,9.0,0.85,24.95,,,,,22.85,56.25,2.83,105.5,393.5,728.25,,
2021-08-31 08:00:00,2021-08-31 09:00:00,38.0,3.0,3.62,3.7,,5.22,1.0,27.85,,,,,22.7,46.5,6.33,144.5,411.0,727.0,,
2021-08-31 09:00:00,2021-08-31 10:00:00,32.0,4.43,4.1,6.0,,3.33,2.18,31.02,,,,,22.62,40.5,5.22,163.0,418.5,726.5,,
2021-08-31 10:00:00,2021-08-31 11:00:00,35.75,5.23,2.6,4.05,,4.17,2.38,28.28,,,,,23.72,33.5,4.88,171.5,429.5,732.25,,
2021-08-31 11:00:00,2021-08-31 12:00:00,20.25,3.3,2.3,3.47,,13.5,1.77,25.17,,,,,23.2,30.25,4.47,177.25,431.5,730.0,,
2021-08-31 12:00:00,2021-08-31 13:00:00,21.0,,,5.23,,9.82,,27.03,,,,,23.15,28.25,5.03,183.25,431.25,729.25,,
2021-08-31 13:00:00,2021-08-31 14:00:00,22.0,3.43,2.05,3.77,,8.47,,,,,,,25.45,28.25,5.0,173.0,419.75,741.25,,
2021-08-31 14:00:00,2021-08-31 15:00:00,23.25,2.2,4.6,3.77,,8.15,,27.41,,,,,25.75,28.5,5.28,164.75,419.75,744.5,,
2021-08-31 15:00:00,2021-08-31 16:00:00,22.5,7.0,2.5,4.4,,7.43,,31.08,,,,,23.7,29.75,6.6,168.25,411.0,733.0,,
2021-08-31 16:00:00,2021-08-31 17:00:00,39.25,4.8,0.85,4.23,,5.95,,32.89,,,,,25.25,32.5,7.5,159.25,408.5,741.0,,
2021-08-31 17:00:00,2021-08-31 18:00:00,46.0,0.6,2.83,3.33,,4.95,,30.62,,,,,24.17,38.5,7.47,163.25,374.0,735.0,,
2021-08-31 18:00:00,2021-08-31 19:00:00,36.5,3.6,5.15,6.75,,5.28,,31.62,,,,,24.35,45.0,5.6,167.5,206.25,737.0,,
2021-08-31 19:00:00,2021-08-31 20:00:00,36.75,3.5,2.57,3.7,,4.73,,25.64,,,,,23.45,49.0,5.4,155.0,,731.0,,
2021-08-31 20:00:00,2021-08-31 21:00:00,46.25,2.85,1.9,4.4,,4.67,0.16,27.88,,,,,23.38,50.5,4.5,161.25,,730.5,,
2021-08-31 21:00:00,2021-08-31 22:00:00,58.5,3.4,1.63,3.98,,3.18,0.01,25.63,,,,,23.52,53.25,4.1,159.75,,731.5,,
2021-08-31 22:00:00,2021-08-31 23:00:00,47.75,4.25,2.2,4.88,,4.2,0.2,27.95,,,,,23.58,54.75,4.92,147.25,,732.0,,
2021-08-31 23:00:00,2021-09-01 00:00:00,20.0,3.0,2.9,5.13,,4.0,0.02,25.77,,,,,23.57,58.0,5.2,154.67,,732.0,,
2021-09-01 00:00:00,2021-09-01 01:00:00,27.5,6.0,1.9,5.9,,5.12,1.64,26.88,,,,,23.52,62.5,4.1,159.75,,732.0,,
2021-09-01 01:00:00,2021-09-01 02:00:00,34.5,3.4,5.5,5.62,,5.22,1.6,27.59,,,,,23.38,65.5,2.8,191.75,,731.25,,
2021-09-01 02:00:00,2021-09-01 03:00:00,15.0,2.55,3.57,5.28,,5.95,1.7,29.38,,,,,23.3,66.75,2.18,191.0,,730.0,,
2021-09-01 03:00:00,2021-09-01 04:00:00,15.25,1.1,5.15,4.47,,5.1,1.63,22.82,,,,,23.6,67.75,1.3,219.25,,731.5,,
2021-09-01 04:00:00,2021-09-01 05:00:00,18.0,2.57,3.9,3.08,,4.88,1.64,27.22,,,,,23.42,68.75,0.9,232.0,,731.0,,
2021-09-01 05:00:00,2021-09-01 06:00:00,27.75,3.4,4.5,4.55,,5.45,1.75,23.56,,,,,23.33,70.5,0.52,170.5,116.0,730.25,,
2021-09-01 06:00:00,2021-09-01 07:00:00,45.75,6.3,3.33,5.9,,6.33,2.03,24.79,,,,,23.32,69.0,0.3,208.75,325.75,730.5,,
2021-09-01 07:00:00,2021-09-01 08:00:00,61.25,2.8,1.25,4.85,,5.27,1.99,29.07,,,,,23.15,57.0,1.73,189.0,388.5,729.75,,
2021-09-01 08:00:00,2021-09-01 09:00:00,45.5,3.27,1.4,3.47,,6.93,,31.7,,,,,23.1,49.25,2.8,178.75,408.5,729.0,,
2021-09-01 09:00:00,2021-09-01 10:00:00,38.0,3.0,2.0,4.12,,7.65,,29.91,,,,,23.1,42.0,3.62,176.0,418.0,729.0,,
2021-09-01 10:00:00,2021-09-01 11:00:00,35.0,3.6,4.27,4.1,,7.07,,31.13,,,,,23.45,36.75,4.95,167.5,430.0,731.25,,
2021-09-01 11:00:00,2021-09-01 12:00:00,51.0,2.2,,5.93,,18.8,,32.24,,,,,23.62,39.5,4.58,176.5,410.25,732.5,,
2021-09-01 12:00:00,2021-09-01 13:00:00,49.5,3.6,3.55,5.3,,8.05,,37.26,,,,,23.55,52.75,6.58,123.0,428.0,731.75,,
2021-09-01 13:00:00,2021-09-01 14:00:00,57.25,1.67,7.2,3.1,,4.5,,37.61,,,,,23.4,49.5,7.45,133.25,437.25,731.0,,
2021-09-01 14:00:00,2021-09-01 15:00:00,38.0,3.3,3.05,3.88,,4.15,0.71,41.72,,,,,24.47,50.0,8.12,90.75,438.25,737.5,,
2021-09-01 15:00:00,2021-09-01 16:00:00,34.0,4.0,6.15,3.95,,3.33,0.45,40.3,,,,,23.82,57.25,6.67,134.0,387.75,733.5,,
2021-09-01 16:00:00,2021-09-01 17:00:00,43.25,0.77,3.93,3.6,,5.55,,36.53,,,,,23.6,65.25,2.9,222.5,396.25,784.33,,
2021-09-01 17:00:00,2021-09-01 18:00:00,50.0,3.4,3.6,5.95,,6.18,,33.38,,,,,23.65,48.25,4.22,159.25,384.25,732.5,,
2021-09-01 18:00:00,2021-09-01 19:00:00,36.5,2.9,3.07,3.95,,6.17,,28.4,,,,,23.62,49.5,5.0,175.25,213.5,732.25,,
2021-09-01 19:00:00,2021-09-01 20:00:00,23.25,,2.4,3.95,,5.43,,27.51,,,,,23.58,53.75,4.12,186.0,,731.75,,
2021-09-01 20:00:00,2021-09-01 21:00:00,30.0,2.33,6.6,5.17,,6.75,,30.11,,,,,23.5,57.25,3.4,183.25,,731.0,,
2021-09-01 21:00:00,2021-09-01 22:00:00,41.75,4.65,2.4,3.85,,5.15,,30.33,,,,,23.4,59.25,2.9,191.75,,731.0,,
2021-09-01 22:00:00,2021-09-01 23:00:00,22.0,1.47,2.97,3.78,,5.08,,28.94,,,,,23.42,59.0,4.08,181.25,,731.0,,
2021-09-01 23:00:00,2021-09-02 00:00:00,18.0,2.65,3.85,3.3,,4.9,,27.65,,,,,23.35,60.0,3.17,188.25,,730.75,,
2021-09-02 00:00:00,2021-09-02 01:00:00,16.0,6.8,5.4,4.47,,4.65,,27.39,,,,,23.3,66.0,2.0,210.5,33.0,741.5,,
2021-09-02 01:00:00,2021-09-02 02:00:00,17.75,2.2,4.53,3.17,,5.1,0.47,27.28,,,,,23.27,70.25,1.83,229.5,24.0,730.0,,
2021-09-02 02:00:00,2021-09-02 03:00:00,12.25,4.2,4.5,4.2,,5.65,0.74,28.64,,,,,23.27,78.75,1.62,229.25,35.5,730.0,,
2021-09-02 03:00:00,2021-09-02 04:00:00,9.5,2.03,4.9,3.33,,5.07,0.53,20.63,,,,,23.55,79.75,2.05,254.25,41.0,731.5,,
2021-09-02 04:00:00,2021-09-02 05:00:00,16.0,1.2,4.6,4.63,,5.25,2.75,29.41,,,,,23.35,80.0,2.12,246.75,37.0,730.5,,
2021-09-02 05:00:00,2021-09-02 06:00:00,14.75,3.1,5.7,4.62,,5.8,2.51,25.95,,,,,23.3,79.75,0.9,212.5,56.75,730.0,,
2021-09-02 06:00:00,2021-09-02 07:00:00,24.5,5.13,2.2,4.6,,5.73,2.87,28.39,,,,,23.23,79.25,0.93,227.75,329.75,730.0,,
2021-09-02 07:00:00,2021-09-02 08:00:00,34.75,3.1,3.17,3.85,,6.8,2.79,28.37,,,,,23.1,71.5,1.05,216.25,395.75,729.25,,
2021-09-02 08:00:00,2021-09-02 09:00:00,32.25,3.65,5.8,3.97,,5.0,0.28,27.18,,,,,23.0,52.75,3.68,159.75,412.5,729.0,,
2021-09-02 09:00:00,2021-09-02 10:00:00,49.75,,0.5,4.08,,5.28,0.41,30.0,,,,,22.98,42.75,3.55,163.5,416.75,728.5,,
2021-09-02 10:00:00,2021-09-02 11:00:00,35.5,3.47,3.6,4.12,,5.53,1.15,29.37,,,,,23.2,36.5,3.42,140.75,420.25,729.75,,
2021-09-02 11:00:00,2021-09-02 12:00:00,42.0,,3.7,3.83,,19.9,0.46,34.05,,,,,24.35,52.0,6.62,188.25,437.75,735.5,,
2021-09-02 12:00:00,2021-09-02 13:00:00,68.75,5.0,2.55,5.17,,11.6,0.78,60.81,,,,,25.15,48.75,6.45,185.5,438.25,740.5,,
2021-09-02 13:00:00,2021-09-02 14:00:00,66.5,4.9,3.8,5.7,,9.23,0.49,34.95,,,,,25.2,36.75,5.43,177.0,433.75,741.25,,
2021-09-02 14:00:00,2021-09-02 15:00:00,96.75,,0.3,2.12,,9.28,0.34,23.02,,,,,24.77,29.75,4.45,194.0,423.0,738.0,,
2021-09-02 15:00:00,2021-09-02 16:00:00,59.75,2.5,,6.3,,9.4,0.47,25.68,,,,,24.85,46.5,6.32,276.5,375.0,738.25,,
2021-09-02 16:00:00,2021-09-02 17:00:00,103.0,3.35,2.87,3.67,,7.3,1.41,31.04,,,,,25.0,59.5,5.45,260.75,380.0,739.75,,
2021-09-02 17:00:00,2021-09-02 18:00:00,47.75,0.6,2.3,3.45,,5.43,1.7,31.38,,,,,26.1,51.25,3.08,182.25,364.5,745.0,,
2021-09-02 18:00:00,2021-09-02 19:00:00,59.25,2.8,3.47,4.32,,4.6,1.91,27.89,,,,,25.88,51.0,6.25,160.5,255.0,745.5,,
2021-09-02 19:00:00,2021-09-02 20:00:00,71.25,1.2,5.83,4.12,,6.07,1.42,28.3,,,,,24.82,53.75,6.07,178.25,,738.5,,
2021-09-02 20:00:00,2021-09-02 21:00:00,56.25,3.95,3.55,5.38,,7.8,,29.66,,,,,24.88,53.5,7.88,165.0,,739.0,,
2021-09-02 21:00:00,2021-09-02 22:00:00,73.5,2.5,3.43,3.5,,8.28,,27.32,,,,,24.8,55.0,6.1,167.25,,738.25,,
2021-09-02 22:00:00,2021-09-02 23:00:00,72.5,4.4,4.0,3.47,,7.07,,26.11,,,,,25.02,57.0,4.08,180.5,,739.5,,
2021-09-02 23:00:00,2021-09-03 00:00:00,47.25,2.0,1.1,3.0,,7.4,,25.53,,,,,25.08,58.0,2.38,217.25,,740.0,,
2021-09-03 00:00:00,2021-09-03 01:00:00,22.5,2.4,3.0,3.35,,6.02,,25.4,,,,,25.0,66.75,2.48,253.25,,739.5,,
2021-09-03 01:00:00,2021-09-03 02:00:00,26.75,3.0,4.73,5.15,,5.75,,26.31,,,,,25.0,73.0,2.88,247.75,,739.75,,
2021-09-03 02:00:00,2021-09-03 03:00:00,24.0,3.05,1.95,3.72,,5.52,,27.63,,,,,25.08,73.25,2.0,239.75,,740.0,,
2021-09-03 03:00:00,2021-09-03 04:00:00,17.5,0.4,3.95,2.33,,5.53,,25.09,,,,,24.98,74.75,1.6,245.5,,739.0,,
2021-09-03 04:00:00,2021-09-03 05:00:00,17.0,5.2,3.17,5.47,,5.22,1.15,26.29,,,,,25.08,76.0,1.07,235.25,,740.0,,
2021-09-03 05:00:00,2021-09-03 06:00:00,21.5,3.2,3.2,4.45,,5.6,1.04,24.73,,,,,25.05,76.5,0.9,236.75,98.0,740.0,,
2021-09-03 06:00:00,2021-09-03 07:00:00,28.0,3.7,4.2,3.83,,6.6,1.23,27.36,,,,,26.0,75.5,1.25,151.5,315.25,745.5,,
2021-09-03 07:00:00,2021-09-03 08:00:00,33.5,3.4,1.95,4.75,,6.7,0.51,22.75,,,,,25.05,71.25,1.92,68.25,385.0,740.25,,
2021-09-03 08:00:00,2021-09-03 09:00:00,39.0,4.17,2.43,4.17,,6.02,0.52,25.46,,,,,25.0,67.25,2.42,171.5,403.0,739.5,,
2021-09-03 09:00:00,2021-09-03 10:00:00,56.5,2.77,3.9,4.25,,6.6,0.26,25.09,,,,,25.0,63.25,3.12,94.0,410.5,740.0,,
2021-09-03 10:00:00,2021-09-03 11:00:00,43.75,4.1,3.85,4.45,,6.0,0.13,28.46,,,,,24.88,62.75,4.83,105.25,428.0,739.0,,
2021-09-03 11:00:00,2021-09-03 12:00:00,36.75,3.35,3.5,4.07,,,0.27,28.13,,,,,26.65,59.75,6.12,114.75,441.5,748.25,,
2021-09-03 12:00:00,2021-09-03 13:00:00,33.0,4.8,4.65,4.5,,5.75,0.72,28.02,,,,,25.02,61.75,7.08,69.25,426.5,741.0,,
2021-09-03 13:00:00,2021-09-03 14:00:00,23.0,4.1,2.17,3.4,,4.85,0.64,26.73,,,,,26.12,65.0,7.1,116.25,427.25,744.75,,
2021-09-03 14:00:00,2021-09-03 15:00:00,20.75,4.4,3.37,5.4,,3.15,1.26,30.02,,,,,28.15,63.0,7.62,78.75,438.5,757.25,,
2021-09-03 15:00:00,2021-09-03 16:00:00,25.5,2.5,4.95,4.55,,3.73,1.24,30.29,,,,,25.3,65.25,7.08,98.5,413.25,743.0,,
2021-09-03 16:00:00,2021-09-03 17:00:00,43.75,2.53,3.67,4.12,,6.17,1.43,33.16,,,,,25.0,69.25,4.42,226.75,380.75,739.75,,
2021-09-03 17:00:00,2021-09-03 18:00:00,66.25,3.53,3.93,4.77,,6.75,0.98,30.78,,,,,25.05,76.0,3.95,252.5,334.5,740.0,,
2021-09-03 18:00:00,2021-09-03 19:00:00,37.0,3.2,3.9,4.78,,7.57,0.92,31.07,,,,,25.05,78.5,1.83,229.5,239.33,740.0,,
2021-09-03 19:00:00,2021-09-03 20:00:00,36.75,0.9,3.6,4.12,,6.93,1.42,29.55,,,,,25.08,75.75,2.23,174.0,,740.0,,
2021-09-03 20:00:00,2021-09-03 21:00:00,39.75,4.65,3.35,6.02,,9.27,0.93,30.57,,,,,25.02,57.25,4.65,160.0,,740.0,,
2021-09-03 21:00:00,2021-09-03 22:00:00,54.25,4.93,3.5,5.6,,9.47,0.88,25.96,,,,,25.02,53.25,4.42,154.5,,740.0,,
2021-09-03 22:00:00,2021-09-03 23:00:00,57.25,2.8,3.15,3.83,,10.3,1.88,22.84,,,,,24.92,54.75,4.95,153.5,,739.75,,
2021-09-03 23:00:00,2021-09-04 00:00:00,36.5,1.4,4.6,4.6,,10.23,2.61,24.67,,,,,25.0,57.75,4.1,151.75,,739.75,,
2021-09-04 00:00:00,2021-09-04 01:00:00,32.75,4.0,1.7,5.08,,6.75,0.56,23.42,,,,,25.1,58.25,4.15,146.25,,740.5,,
2021-09-04 01:00:00,2021-09-04 02:00:00,25.75,3.7,4.65,5.27,,5.25,0.47,21.37,,,,,25.02,57.5,3.62,150.5,,740.0,,
2021-09-04 02:00:00,2021-09-04 03:00:00,26.5,2.12,2.8,2.75,,5.28,0.54,24.05,,,,,25.2,60.5,2.67,142.75,,741.0,,
2021-09-04 03:00:00,2021-09-04 04:00:00,34.75,2.1,2.45,3.85,,5.6,,23.58,,,,,25.12,60.5,4.3,150.25,,740.5,,
2021-09-04 04:00:00,2021-09-04 05:00:00,44.5,4.03,3.1,4.97,,6.1,,24.84,,,,,25.18,62.0,3.1,120.0,,741.0,,
2021-09-04 05:00:00,2021-09-04 06:00:00,46.75,4.1,3.35,6.08,,6.4,0.17,30.35,,,,,25.23,66.75,1.55,97.0,124.0,741.0,,
2021-09-04 06:00:00,2021-09-04 07:00:00,67.75,0.7,3.05,3.88,,7.18,0.16,28.15,,,,,25.2,69.25,1.72,114.75,329.0,741.0,,
2021-09-04 07:00:00,2021-09-04 08:00:00,67.5,2.1,4.85,3.52,,7.67,0.19,26.94,,,,,25.2,64.0,1.9,120.5,383.75,741.0,,
2021-09-04 08:00:00,2021-09-04 09:00:00,55.75,2.5,3.5,3.12,,8.0,,24.75,,,,,25.15,53.25,3.68,125.75,412.0,741.0,,
2021-09-04 09:00:00,2021-09-04 10:00:00,43.0,3.1,3.1,4.2,,7.75,,25.27,,,,,25.02,43.75,4.75,139.5,424.75,739.75,,
2021-09-04 10:00:00,2021-09-04 11:00:00,40.75,4.13,2.23,5.27,,7.7,,28.14,,,,,25.22,38.75,4.62,165.25,428.5,740.25,,
2021-09-04 11:00:00,2021-09-04 12:00:00,33.0,5.35,4.5,6.2,,23.4,,25.55,,,,,27.35,37.0,5.0,154.0,425.75,751.5,,
2021-09-04 12:00:00,2021-09-04 13:00:00,32.25,5.37,1.0,5.33,,10.05,0.8,26.34,,,,,25.88,35.5,5.2,170.25,425.0,745.5,,
2021-09-04 13:00:00,2021-09-04 14:00:00,38.75,2.72,4.1,4.25,,6.78,0.89,29.17,,,,,25.98,34.75,5.58,152.75,425.75,745.5,,
2021-09-04 14:00:00,2021-09-04 15:00:00,38.5,2.4,2.1,3.73,,5.9,1.24,25.14,,,,,24.58,38.25,7.22,163.5,405.0,738.0,,
2021-09-04 15:00:00,2021-09-04 16:00:00,48.25,0.3,2.5,3.42,,6.93,0.91,24.35,,,,,24.68,40.5,8.9,170.75,400.25,738.0,,
2021-09-04 16:00:00,2021-09-04 17:00:00,66.0,3.0,2.87,4.35,,7.35,,25.32,,,,,24.8,46.5,7.78,182.0,382.0,738.75,,
2021-09-04 17:00:00,2021-09-04 18:00:00,43.25,3.12,3.77,4.5,,6.65,,24.45,,,,,25.02,47.5,5.28,191.75,356.0,740.0,,
2021-09-04 18:00:00,2021-09-04 19:00:00,36.75,4.1,4.4,5.48,,5.92,,23.04,,,,,25.1,51.5,5.55,181.25,232.67,740.75,,
2021-09-04 19:00:00,2021-09-04 20:00:00,33.0,3.9,4.1,5.18,,5.33,,24.72,,,,,25.08,53.75,6.2,180.25,,740.25,,
2021-09-04 20:00:00,2021-09-04 21:00:00,40.75,3.1,3.3,5.35,,8.93,,24.07,,,,,25.15,56.5,4.25,181.25,,740.5,,
2021-09-04 21:00:00,2021-09-04 22:00:00,59.5,4.17,3.3,4.9,,8.4,,24.09,,,,,25.15,57.25,4.02,176.25,,740.75,,
2021-09-04 22:00:00,2021-09-04 23:00:00,44.0,3.4,3.22,4.87,,8.35,,24.46,,,,,25.17,58.25,2.9,145.5,,741.0,,
2021-09-04 23:00:00,2021-09-05 00:00:00,38.75,3.2,5.13,4.67,,7.63,,21.61,,,,,25.2,60.5,2.05,115.0,,741.0,,
2021-09-05 00:00:00,2021-09-05 01:00:00,46.25,4.6,4.45,5.35,,4.05,,25.11,,,,,25.18,62.75,1.9,101.0,,741.0,,
2021-09-05 01:00:00,2021-09-05 02:00:00,52.25,4.6,,4.2,,2.48,,24.25,,,,,25.15,60.25,3.9,155.5,,741.0,,
2021-09-05 02:00:00,2021-09-05 03:00:00,22.5,2.93,2.53,3.75,,1.9,,21.23,,,,,25.25,61.25,2.4,139.5,,741.25,,
2021-09-05 03:00:00,2021-09-05 04:00:00,29.75,4.75,3.6,5.7,,1.9,,22.92,,,,,25.12,63.5,2.62,122.25,,740.75,,
2021-09-05 04:00:00,2021-09-05 05:00:00,48.25,4.63,1.45,5.2,,2.35,0.48,25.07,,,,,25.3,65.25,2.6,142.5,,741.25,,
