From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),RF (mm),Xylene (ug/m3),AT (degree C)
2022-10-19 18:00:00,2022-10-19 19:00:00,32.76,57.13,1.1,21.75,22.85,11.6,6.04,0.79,42.62,,,,,,69.76,,48.51,1.65,922.01,0.18,0.0,,26.49
2022-10-19 19:00:00,2022-10-19 20:00:00,39.39,47.05,1.09,8.25,9.33,8.57,5.97,0.64,35.42,,,,,,76.29,,62.05,1.49,924.93,0.18,0.0,,25.87
2022-10-19 20:00:00,2022-10-19 21:00:00,34.62,71.63,1.0,2.0,3.0,,5.85,0.76,35.67,,,,,,77.49,,68.69,1.34,928.31,0.18,0.0,,25.61
2022-10-19 21:00:00,2022-10-19 22:00:00,34.21,75.88,1.0,2.0,3.0,,5.83,0.53,39.81,,,,,,78.54,,85.55,1.46,930.05,0.18,0.0,,25.37
2022-10-19 22:00:00,2022-10-19 23:00:00,34.8,57.15,1.0,2.0,3.0,,6.05,0.42,44.53,,,,,,79.84,,89.96,1.33,930.41,0.18,0.0,,25.31
2022-10-19 23:00:00,2022-10-20 00:00:00,33.43,48.68,1.0,2.0,3.0,,5.71,0.32,40.97,,,,,,82.19,,88.81,1.47,929.52,0.18,0.0,,25.08
2022-10-20 00:00:00,2022-10-20 01:00:00,29.84,38.54,1.0,2.0,3.0,,4.8,0.37,42.58,,,,,,82.42,,68.02,1.44,926.65,0.18,0.0,,24.65
2022-10-20 01:00:00,2022-10-20 02:00:00,29.73,35.06,1.0,2.0,3.0,,4.83,0.31,39.09,,,,,,84.09,,57.95,1.48,924.31,0.18,0.0,,24.52
2022-10-20 02:00:00,2022-10-20 03:00:00,,,1.0,2.0,3.0,,4.87,0.35,33.86,,,,,,86.35,,34.31,1.48,923.33,0.18,0.0,,24.44
2022-10-20 03:00:00,2022-10-20 04:00:00,,,1.0,2.0,3.0,,4.71,0.36,25.12,,,,,,89.46,,47.96,1.36,923.58,0.18,0.0,,24.04
2022-10-20 04:00:00,2022-10-20 05:00:00,,,1.0,2.0,3.0,,4.77,0.46,19.79,,,,,,89.84,,135.88,1.17,924.44,0.18,0.0,,23.95
2022-10-20 05:00:00,2022-10-20 06:00:00,33.27,218.22,1.0,2.0,3.0,,4.75,0.39,19.41,,,,,,91.96,,69.75,1.35,927.01,0.18,0.0,,23.7
2022-10-20 06:00:00,2022-10-20 07:00:00,32.83,86.42,1.0,2.0,3.0,,4.76,0.55,13.21,,,,,,92.52,,27.28,22.27,930.62,0.18,0.0,,23.76
2022-10-20 07:00:00,2022-10-20 08:00:00,34.66,59.76,1.0,2.0,3.0,,5.0,0.78,13.36,,,,,,89.05,,150.42,48.79,932.55,0.18,0.0,,24.42
2022-10-20 08:00:00,2022-10-20 09:00:00,43.94,88.66,1.0,2.0,3.0,,5.08,1.01,30.18,,,,,,82.25,,119.97,124.19,933.71,0.18,0.0,,25.34
2022-10-20 09:00:00,2022-10-20 10:00:00,48.37,115.81,1.0,2.0,3.0,,5.21,0.87,51.6,,,,,,71.2,,147.17,149.96,935.22,0.18,0.0,,26.12
2022-10-20 10:00:00,2022-10-20 11:00:00,46.07,85.36,1.0,2.0,3.0,,5.04,0.51,55.07,,,,,,63.74,,93.56,386.35,934.74,0.18,0.0,,27.15
2022-10-20 11:00:00,2022-10-20 12:00:00,42.04,57.4,1.0,2.0,3.0,,5.4,0.51,54.68,,,,,,58.54,,97.33,806.58,932.0,0.18,0.0,,28.25
2022-10-20 12:00:00,2022-10-20 13:00:00,42.22,60.91,1.0,2.0,3.0,,5.43,0.47,62.08,,,,,,54.19,,108.26,730.78,928.69,0.18,0.0,,28.76
2022-10-20 13:00:00,2022-10-20 14:00:00,49.25,60.45,1.0,2.0,3.0,,5.94,0.46,75.74,,,,,,52.67,,95.62,778.95,924.91,0.18,0.0,,29.21
2022-10-20 14:00:00,2022-10-20 15:00:00,50.97,66.38,1.0,2.0,3.0,,7.27,0.4,75.52,,,,,,48.18,,101.23,675.65,921.37,0.18,0.0,,29.61
2022-10-20 15:00:00,2022-10-20 16:00:00,47.88,58.95,,,,,6.99,0.36,65.71,,,,,,49.17,,65.94,424.45,919.41,0.18,0.0,,29.09
2022-10-20 16:00:00,2022-10-20 17:00:00,44.66,58.52,,,,,6.33,0.41,63.56,,,,,,54.64,,64.62,245.71,919.58,0.18,0.0,,28.61
2022-10-20 17:00:00,2022-10-20 18:00:00,45.95,55.66,,,,,5.92,0.49,54.3,,,,,,65.2,,94.74,36.84,921.38,0.18,0.0,,27.11
2022-10-20 18:00:00,2022-10-20 19:00:00,39.5,65.03,,,,,5.72,0.95,29.0,,,,,,83.28,,63.51,1.78,924.51,0.18,0.0,,25.09
2022-10-20 19:00:00,2022-10-20 20:00:00,38.0,64.44,,,,,5.7,1.11,25.72,,,,,,83.03,,64.15,1.3,929.25,0.18,0.0,,24.98
2022-10-20 20:00:00,2022-10-20 21:00:00,44.59,66.49,,,,,5.41,0.71,26.45,,,,,,82.63,,65.02,1.41,932.76,0.18,0.0,,24.98
2022-10-20 21:00:00,2022-10-20 22:00:00,40.41,68.03,,,,,5.44,0.55,31.85,,,,,,81.88,,73.04,1.23,934.89,0.18,0.0,,24.94
2022-10-20 22:00:00,2022-10-20 23:00:00,35.62,55.08,,,,,5.33,0.43,32.34,,,,,,82.12,,85.47,1.39,935.19,0.18,0.0,,24.87
2022-10-20 23:00:00,2022-10-21 00:00:00,34.15,51.18,,,,,5.39,0.4,28.32,,,,,,83.94,,81.42,1.33,934.44,0.18,0.0,,24.71
2022-10-21 00:00:00,2022-10-21 01:00:00,36.9,50.04,,,,,4.47,0.33,25.78,,,,,,83.38,,103.56,1.39,932.13,0.18,0.0,,24.77
2022-10-21 01:00:00,2022-10-21 02:00:00,,,,,,,4.79,0.36,29.34,,,,,,82.61,,94.44,1.34,929.16,0.18,0.0,,24.7
2022-10-21 02:00:00,2022-10-21 03:00:00,,,,,,,4.8,0.34,25.7,,,,,,84.45,,88.92,1.38,928.0,0.18,0.0,,24.5
2022-10-21 03:00:00,2022-10-21 04:00:00,33.66,42.09,,,,,4.93,0.41,25.36,,,,,,86.34,,55.77,1.47,928.13,0.18,0.0,,24.36
2022-10-21 04:00:00,2022-10-21 05:00:00,28.02,41.98,,,,,4.93,0.36,25.72,,,,,,86.24,,71.76,1.45,928.64,0.18,0.0,,24.33
2022-10-21 05:00:00,2022-10-21 06:00:00,22.5,41.87,,,,,5.12,0.43,22.59,,,,,,89.81,,56.27,1.26,930.22,0.18,0.0,,23.82
2022-10-21 06:00:00,2022-10-21 07:00:00,18.66,39.51,,,,,4.95,0.43,26.75,,,,,,87.28,,70.37,13.62,933.42,0.18,0.0,,23.8
2022-10-21 07:00:00,2022-10-21 08:00:00,17.07,48.34,,,,,5.18,0.5,32.56,,,,,,82.99,,75.75,42.93,936.09,0.18,0.0,,24.34
2022-10-21 08:00:00,2022-10-21 09:00:00,17.47,39.82,,,,,5.21,0.51,35.38,,,,,,77.91,,98.24,68.3,937.91,0.18,0.0,,25.1
2022-10-21 09:00:00,2022-10-21 10:00:00,26.82,42.65,,,,,5.43,0.52,47.61,,,,,,70.94,,85.17,91.36,938.88,0.18,0.0,,25.86
2022-10-21 10:00:00,2022-10-21 11:00:00,32.9,44.11,,,,,5.04,0.43,57.15,,,,,,61.93,,106.41,362.46,937.83,0.18,0.0,,26.94
2022-10-21 11:00:00,2022-10-21 12:00:00,42.2,43.32,,,,,5.48,0.48,63.86,,,,,,56.41,,91.66,682.92,935.97,0.18,0.0,,27.99
2022-10-21 12:00:00,2022-10-21 13:00:00,34.31,46.38,,,,,5.75,0.44,69.34,,,,,,53.99,,107.0,807.56,932.99,0.18,0.0,,28.9
2022-10-21 13:00:00,2022-10-21 14:00:00,27.51,48.3,,,,,6.99,0.53,70.78,,,,,,53.85,,97.72,643.16,930.13,0.18,0.0,,29.06
2022-10-21 14:00:00,2022-10-21 15:00:00,24.36,46.72,,,,,6.1,0.41,71.48,,,,,,52.71,,91.99,615.09,926.83,0.18,0.0,,29.3
2022-10-21 15:00:00,2022-10-21 16:00:00,29.81,47.91,,,,,6.22,0.45,71.95,,,,,,52.58,,68.62,426.36,924.02,0.18,0.0,,29.24
2022-10-21 16:00:00,2022-10-21 17:00:00,26.95,49.67,,,,,5.83,0.4,72.81,,,,,,57.66,,68.58,181.31,923.44,0.18,0.0,,28.25
2022-10-21 17:00:00,2022-10-21 18:00:00,31.41,51.57,,,,,6.65,0.61,65.89,,,,,,64.81,,96.64,44.61,926.58,0.18,0.0,,26.84
2022-10-21 18:00:00,2022-10-21 19:00:00,31.95,52.56,,,,,5.85,0.7,47.52,,,,,,74.11,,61.96,1.7,930.25,0.18,0.0,,25.74
2022-10-21 19:00:00,2022-10-21 20:00:00,34.06,58.4,,,,,5.96,0.84,41.98,,,,,,74.09,,69.45,1.11,934.04,0.18,0.0,,25.67
2022-10-21 20:00:00,2022-10-21 21:00:00,32.77,55.94,,,,,5.99,0.58,47.19,,,,,,71.84,,89.89,1.35,938.19,0.18,0.0,,25.62
2022-10-21 21:00:00,2022-10-21 22:00:00,40.23,63.61,,,,,6.91,0.67,40.05,,,,,,76.64,,57.39,1.26,939.79,0.18,0.0,,24.98
2022-10-21 22:00:00,2022-10-21 23:00:00,40.58,66.72,,,,,6.25,0.53,45.61,,,,,,79.72,,46.06,1.25,939.98,0.18,0.0,,24.54
2022-10-21 23:00:00,2022-10-22 00:00:00,42.44,62.08,,,,,6.21,0.45,55.28,,,,,,78.06,,60.27,1.3,938.35,0.18,0.0,,24.7
2022-10-22 00:00:00,2022-10-22 01:00:00,39.05,55.97,,,,,4.91,0.41,50.77,,,,,,82.33,,34.69,1.35,936.25,0.18,0.0,,24.24
2022-10-22 01:00:00,2022-10-22 02:00:00,33.45,51.1,,,,,4.84,0.44,47.82,,,,,,85.45,,40.37,1.15,934.5,0.18,0.0,,24.01
2022-10-22 02:00:00,2022-10-22 03:00:00,41.8,53.15,,,,,4.7,0.44,39.45,,,,,,87.02,,32.69,1.23,933.24,0.18,0.0,,23.79
2022-10-22 03:00:00,2022-10-22 04:00:00,43.62,55.23,,,,,4.72,0.5,31.25,,,,,,87.68,,60.03,1.15,932.62,0.18,0.0,,23.62
2022-10-22 04:00:00,2022-10-22 05:00:00,47.1,51.13,,,,,4.62,0.52,32.14,,,,,,89.5,,138.47,1.15,933.09,0.18,0.0,,23.4
2022-10-22 05:00:00,2022-10-22 06:00:00,43.55,65.51,,,,,4.74,0.67,18.18,,,,,,90.91,,180.81,1.19,934.58,0.18,0.0,,23.26
2022-10-22 06:00:00,2022-10-22 07:00:00,44.33,64.99,,,,,4.88,0.81,20.0,,,,,,91.25,,115.92,13.9,936.99,0.18,0.0,,23.2
2022-10-22 07:00:00,2022-10-22 08:00:00,50.65,72.89,,,,,4.93,0.77,27.16,,,,,,87.71,0.25,111.24,84.78,939.81,0.18,0.0,,23.86
2022-10-22 08:00:00,2022-10-22 09:00:00,59.14,86.57,,,,,5.04,0.76,36.71,,,,,,83.47,,11.86,158.59,941.76,0.18,0.0,,24.69
2022-10-22 09:00:00,2022-10-22 10:00:00,53.81,87.18,,,,,5.12,0.8,52.67,,,,,,76.38,,108.29,227.85,942.03,0.18,0.0,,25.71
2022-10-22 10:00:00,2022-10-22 11:00:00,56.3,87.5,,,,,5.63,0.93,68.49,,,,,,67.31,,178.5,434.38,940.96,0.18,0.0,,26.94
2022-10-22 11:00:00,2022-10-22 12:00:00,57.67,91.44,,,,,7.1,0.72,79.97,,,,,,61.4,,115.62,638.86,938.03,0.18,0.0,,27.82
2022-10-22 12:00:00,2022-10-22 13:00:00,62.89,95.96,,,,,7.14,0.66,75.62,,,,,,56.26,,51.34,778.16,933.75,0.18,0.0,,28.54
2022-10-22 13:00:00,2022-10-22 14:00:00,62.05,86.95,,,,,6.87,0.72,72.92,,,,,,51.39,,117.62,705.99,929.59,0.18,0.0,,28.98
2022-10-22 14:00:00,2022-10-22 15:00:00,56.97,87.41,,,,,6.39,0.59,75.49,,,,,,49.77,,40.53,471.53,926.62,0.18,0.0,,28.79
2022-10-22 15:00:00,2022-10-22 16:00:00,58.59,82.94,,,,,6.14,0.62,77.09,,,,,,49.73,,30.41,316.13,925.24,0.18,0.0,,28.43
2022-10-22 16:00:00,2022-10-22 17:00:00,59.45,87.12,,,,,6.61,0.67,75.62,,,,,,48.28,,33.52,213.62,925.77,0.18,0.0,,28.17
2022-10-22 17:00:00,2022-10-22 18:00:00,51.94,91.86,,,,,6.5,1.0,58.74,,,,,,49.52,,45.95,43.19,927.17,0.18,0.0,,26.93
2022-10-22 18:00:00,2022-10-22 19:00:00,60.11,104.06,,,,,6.74,1.35,44.21,,,,,,55.18,,35.68,1.29,930.42,0.18,0.0,,26.11
2022-10-22 19:00:00,2022-10-22 20:00:00,68.65,116.14,,,,,6.12,1.03,46.51,,,,,,57.57,,42.99,1.19,934.47,0.18,0.0,,25.62
2022-10-22 20:00:00,2022-10-22 21:00:00,68.28,119.47,,,,,6.59,1.01,46.24,,,,,,59.73,,54.96,1.13,938.18,0.18,0.0,,24.93
2022-10-22 21:00:00,2022-10-22 22:00:00,64.5,119.7,,,,,6.25,1.07,36.29,,,,,,62.79,,45.76,1.12,939.97,0.18,0.0,,24.34
2022-10-22 22:00:00,2022-10-22 23:00:00,65.52,124.67,,,,,6.35,0.95,33.2,,,,,,67.55,,27.32,1.12,939.93,0.18,0.0,,23.79
2022-10-22 23:00:00,2022-10-23 00:00:00,67.53,122.43,,,,,5.93,0.78,25.94,,,,,,70.76,,18.13,1.11,938.36,0.18,0.0,,23.41
2022-10-23 00:00:00,2022-10-23 01:00:00,63.93,117.93,,,,,5.21,0.62,38.91,,,,,,71.37,,314.45,1.01,936.34,0.18,0.0,,23.18
2022-10-23 01:00:00,2022-10-23 02:00:00,59.74,102.02,,,,,5.02,0.51,29.53,,,,,,75.14,,90.56,1.17,933.7,0.18,0.0,,22.69
2022-10-23 02:00:00,2022-10-23 03:00:00,57.68,97.18,,,,,5.09,0.52,41.33,,,,,,75.37,,353.92,1.07,931.32,0.18,0.0,,22.26
2022-10-23 03:00:00,2022-10-23 04:00:00,58.62,85.28,,,,,5.02,0.44,46.93,,,,,,75.0,,7.85,1.12,929.81,0.18,0.0,,21.99
2022-10-23 04:00:00,2022-10-23 05:00:00,57.63,85.69,,,,,5.33,0.52,50.41,,,,,,74.43,,186.89,0.94,930.07,0.18,0.0,,21.73
2022-10-23 05:00:00,2022-10-23 06:00:00,51.62,83.05,1.16,19.01,20.17,11.54,4.8,0.41,53.15,,,,,,73.54,,102.28,1.12,931.21,0.18,0.0,,21.62
2022-10-23 06:00:00,2022-10-23 07:00:00,57.42,89.82,3.38,35.63,39.01,16.03,5.05,0.72,46.37,,,,,,73.42,,346.01,14.21,933.88,0.18,0.0,,21.6
2022-10-23 07:00:00,2022-10-23 08:00:00,57.45,95.81,1.67,28.41,30.08,23.74,5.74,0.62,58.47,,,,,,70.97,,351.29,44.44,936.95,0.16,0.0,,22.3
2022-10-23 08:00:00,2022-10-23 09:00:00,63.05,98.92,1.69,24.39,26.08,26.84,9.62,0.7,74.38,,,,,,62.98,,95.26,66.13,939.21,0.18,0.0,,23.36
2022-10-23 09:00:00,2022-10-23 10:00:00,65.95,102.96,1.26,23.48,24.75,25.63,9.29,0.64,82.37,,,,,,57.78,0.25,14.05,92.4,940.18,0.18,0.0,,24.41
2022-10-23 10:00:00,2022-10-23 11:00:00,66.31,104.23,1.28,24.41,25.69,24.14,11.28,0.71,94.09,,,,,,48.12,,34.78,339.09,939.37,0.18,0.0,,25.85
2022-10-23 11:00:00,2022-10-23 12:00:00,61.26,93.75,1.27,20.8,22.06,21.16,11.05,0.63,96.91,,,,,,41.12,0.25,128.25,852.0,935.98,0.18,0.0,,27.25
2022-10-23 12:00:00,2022-10-23 13:00:00,59.1,87.49,1.11,23.07,24.18,22.46,10.59,0.66,99.28,,,,,,32.13,0.25,108.25,870.74,931.8,0.18,0.0,,28.17
2022-10-23 13:00:00,2022-10-23 14:00:00,50.41,85.43,1.34,22.07,23.4,19.8,11.78,0.61,113.88,,,,,,28.8,0.25,17.32,810.88,928.63,0.18,0.0,,28.69
2022-10-23 14:00:00,2022-10-23 15:00:00,50.03,84.94,1.13,21.87,23.0,17.08,11.65,0.62,114.33,,,,,,29.06,0.25,13.64,675.69,925.39,0.18,0.0,,28.94
2022-10-23 15:00:00,2022-10-23 16:00:00,46.5,84.75,1.28,18.95,20.23,16.52,11.3,0.51,117.32,,,,,,32.11,0.25,41.65,471.33,923.92,0.18,0.0,,28.46
2022-10-23 16:00:00,2022-10-23 17:00:00,50.58,88.27,1.0,19.48,20.48,15.81,11.25,0.62,115.79,,,,,,33.41,,32.39,248.23,923.91,0.18,0.0,,28.03
2022-10-23 17:00:00,2022-10-23 18:00:00,50.99,90.36,1.0,24.1,25.1,14.94,11.04,0.78,105.55,,,,,,37.58,,22.34,45.74,925.39,0.18,0.0,,26.74
2022-10-23 18:00:00,2022-10-23 19:00:00,53.05,106.07,1.55,49.76,51.31,12.4,11.5,1.33,76.32,,,,,,43.35,,91.21,1.19,927.44,0.18,0.0,,25.57
2022-10-23 19:00:00,2022-10-23 20:00:00,60.44,129.65,2.56,51.74,54.3,13.52,11.48,1.25,71.99,,,,,,47.08,,353.95,0.97,930.61,0.18,0.0,,24.91
2022-10-23 20:00:00,2022-10-23 21:00:00,69.56,140.65,1.37,41.91,43.27,15.05,11.05,1.05,83.41,,,,,,49.34,0.25,267.94,0.87,932.93,0.18,0.0,,24.48
2022-10-23 21:00:00,2022-10-23 22:00:00,72.99,136.82,3.88,52.77,56.66,11.74,11.89,1.27,65.43,,,,,,51.79,,179.69,1.08,935.0,0.18,0.0,,24.11
2022-10-23 22:00:00,2022-10-23 23:00:00,77.46,136.3,2.29,47.69,49.98,13.32,11.13,1.06,65.15,,,,,,55.28,,286.71,0.97,934.11,0.18,0.0,,23.93
2022-10-23 23:00:00,2022-10-24 00:00:00,80.38,146.71,1.11,30.77,31.89,16.5,10.34,0.77,67.92,,,,,,59.24,,236.89,1.02,932.02,0.18,0.0,,23.66
2022-10-24 00:00:00,2022-10-24 01:00:00,82.39,141.78,1.56,21.2,22.77,16.17,8.5,0.44,74.58,,,,,,61.83,,251.86,0.86,929.62,0.18,0.0,,23.25
2022-10-24 01:00:00,2022-10-24 02:00:00,75.39,131.61,1.66,17.97,19.62,16.38,8.53,0.38,74.38,,,,,,64.56,,251.7,1.12,926.43,0.18,0.0,,22.84
2022-10-24 02:00:00,2022-10-24 03:00:00,68.39,122.06,2.75,22.8,25.55,13.5,8.06,0.45,66.37,,,,,,67.01,,242.96,0.99,924.23,0.18,0.0,,22.43
2022-10-24 03:00:00,2022-10-24 04:00:00,72.34,118.42,1.97,18.7,20.66,15.4,7.99,0.39,61.25,,,,,,71.96,,180.64,1.17,924.27,0.18,0.0,,21.66
2022-10-24 04:00:00,2022-10-24 05:00:00,68.03,118.18,3.22,23.84,27.05,12.42,7.73,0.39,59.43,,,,,,68.69,,334.22,1.06,924.71,0.18,0.0,,21.53
2022-10-24 05:00:00,2022-10-24 06:00:00,62.3,103.48,3.85,24.75,28.59,12.22,7.7,0.41,54.63,,,,,,68.64,,339.69,1.04,926.32,0.18,0.0,,21.08
2022-10-24 06:00:00,2022-10-24 07:00:00,62.09,101.46,3.84,26.2,30.04,11.45,7.81,0.58,53.26,,,,,,66.42,,254.68,17.91,929.17,0.18,0.0,,21.25
2022-10-24 07:00:00,2022-10-24 08:00:00,72.73,121.41,3.47,30.05,33.52,11.99,9.12,0.76,54.23,,,,,,63.47,,253.09,48.55,931.88,0.18,0.0,,21.74
2022-10-24 08:00:00,2022-10-24 09:00:00,72.64,133.69,3.02,27.96,30.98,11.46,9.61,0.68,67.75,,,,,,57.38,0.25,245.21,63.46,933.9,0.18,0.0,,23.09
2022-10-24 09:00:00,2022-10-24 10:00:00,73.08,134.64,2.43,23.51,25.94,12.16,10.69,0.54,84.4,,,,,,49.1,0.25,98.23,78.41,934.44,0.18,0.0,,24.32
2022-10-24 10:00:00,2022-10-24 11:00:00,65.35,111.25,3.02,24.54,27.57,9.58,13.49,0.48,100.41,,,,,,37.84,0.5,181.97,339.12,932.86,0.18,0.0,,25.95
2022-10-24 11:00:00,2022-10-24 12:00:00,54.7,95.07,2.15,20.84,22.99,10.22,12.5,0.46,103.13,,,,,,29.91,0.25,19.54,886.04,929.51,0.18,0.0,,27.24
2022-10-24 12:00:00,2022-10-24 13:00:00,50.02,87.03,2.68,21.96,24.64,8.73,12.18,0.49,105.91,,,,,,28.44,0.25,94.78,878.35,925.75,0.18,0.0,,27.97
2022-10-24 13:00:00,2022-10-24 14:00:00,43.94,79.65,2.86,21.97,24.82,10.19,13.15,0.45,107.02,,,,,,26.49,0.25,185.55,766.43,921.5,0.18,0.0,,28.38
2022-10-24 14:00:00,2022-10-24 15:00:00,46.87,71.44,3.17,23.53,26.69,8.53,12.61,0.44,106.55,,,,,,26.21,,18.51,659.36,918.75,0.18,0.0,,28.74
2022-10-24 15:00:00,2022-10-24 16:00:00,46.07,70.3,2.06,21.21,23.27,9.43,11.99,0.42,106.55,,,,,,25.55,0.25,92.08,505.9,918.11,0.18,0.0,,28.63
2022-10-24 16:00:00,2022-10-24 17:00:00,40.65,66.9,1.62,16.22,17.84,9.68,10.09,0.35,100.29,,,,,,29.38,,52.69,253.28,919.2,0.18,0.0,,27.58
2022-10-24 17:00:00,2022-10-24 18:00:00,43.69,68.08,1.81,23.12,24.94,8.88,9.55,0.73,86.63,,,,,,34.09,,64.38,55.07,920.96,0.18,0.0,,26.29
2022-10-24 18:00:00,2022-10-24 19:00:00,45.72,75.94,4.38,65.49,69.87,3.44,13.79,1.65,40.53,,,,,,42.57,,58.04,1.55,923.52,0.18,0.0,,24.79
2022-10-24 19:00:00,2022-10-24 20:00:00,95.65,325.68,23.42,83.94,107.36,4.99,45.8,2.15,19.99,,,,,,45.72,,249.27,0.66,925.79,0.18,0.0,,24.22
2022-10-24 20:00:00,2022-10-24 21:00:00,454.33,607.62,45.5,82.14,127.64,3.53,93.98,2.16,9.76,,,,,,46.76,,299.42,0.56,928.91,0.18,0.0,,24.21
2022-10-24 21:00:00,2022-10-24 22:00:00,677.15,805.68,39.02,74.28,113.3,9.63,75.08,1.92,14.77,,,,,,50.85,,256.58,0.76,930.08,0.18,0.0,,23.84
2022-10-24 22:00:00,2022-10-24 23:00:00,451.59,575.3,6.44,56.9,63.34,11.95,26.62,0.98,38.73,,,,,,57.23,,226.16,0.91,929.62,0.18,0.0,,23.29
2022-10-24 23:00:00,2022-10-25 00:00:00,184.97,292.35,1.87,41.8,43.67,12.96,19.74,0.77,39.66,,,,,,65.52,,121.12,1.08,928.58,0.18,0.0,,22.33
2022-10-25 00:00:00,2022-10-25 01:00:00,156.48,199.25,1.2,38.79,39.99,12.1,11.18,0.65,35.28,,,,,,69.13,,165.29,0.64,926.78,0.18,0.0,,22.1
2022-10-25 01:00:00,2022-10-25 02:00:00,77.27,141.07,1.0,30.29,31.29,13.16,8.9,0.57,33.73,,,,,,74.53,,84.69,0.97,924.1,0.18,0.0,,21.3
2022-10-25 02:00:00,2022-10-25 03:00:00,88.86,120.31,1.37,38.41,39.79,10.95,7.1,0.45,29.75,,,,,,74.47,,115.89,0.89,922.03,0.18,0.0,,21.16
2022-10-25 03:00:00,2022-10-25 04:00:00,45.6,88.63,1.01,25.03,26.04,13.86,6.75,0.53,44.21,,,,,,76.01,,128.81,0.86,921.91,0.18,0.0,,20.71
2022-10-25 04:00:00,2022-10-25 05:00:00,33.86,72.96,2.31,24.5,26.81,11.09,6.41,0.52,41.32,,,,,,76.76,,96.39,0.96,922.39,0.18,0.0,,20.51
2022-10-25 05:00:00,2022-10-25 06:00:00,48.54,111.49,1.91,27.66,29.56,11.49,6.31,0.77,37.31,,,,,,78.05,,117.83,0.77,923.92,0.18,0.0,,20.38
2022-10-25 06:00:00,2022-10-25 07:00:00,41.92,78.29,6.03,40.42,46.45,8.59,6.47,0.91,28.11,,,,,,76.05,,153.26,14.71,926.79,0.18,0.0,,20.59
2022-10-25 07:00:00,2022-10-25 08:00:00,100.88,133.72,8.96,48.35,57.31,8.72,7.38,1.14,32.58,,,,,,68.67,,200.02,49.49,930.14,0.18,0.0,,21.68
2022-10-25 08:00:00,2022-10-25 09:00:00,80.45,171.81,4.74,41.85,46.59,11.33,8.15,0.91,59.55,,,,,,63.39,,223.26,78.27,933.77,0.18,0.0,,22.89
2022-10-25 09:00:00,2022-10-25 10:00:00,68.15,122.3,2.02,41.1,43.12,10.56,10.89,1.17,110.16,,,,,,52.07,,325.25,109.56,935.72,0.18,0.0,,24.48
2022-10-25 10:00:00,2022-10-25 11:00:00,88.52,181.88,1.48,41.55,43.03,11.59,11.96,1.14,143.43,,,,,,45.13,,239.81,331.28,935.25,0.18,0.0,,26.14
2022-10-25 11:00:00,2022-10-25 12:00:00,91.02,145.29,1.29,29.71,30.99,11.29,11.77,0.82,123.56,,,,,,34.17,,87.2,805.86,932.85,0.18,0.0,,27.98
2022-10-25 12:00:00,2022-10-25 13:00:00,53.19,112.57,1.24,22.15,23.38,11.67,14.85,0.67,125.94,,,,,,32.7,,106.52,824.96,929.08,0.18,0.0,,28.58
2022-10-25 13:00:00,2022-10-25 14:00:00,46.56,103.14,1.21,21.61,22.82,12.17,15.71,0.7,128.21,,,,,,32.85,,47.24,752.37,925.7,0.18,0.0,,28.73
2022-10-25 14:00:00,2022-10-25 15:00:00,68.67,99.57,1.54,23.39,24.94,10.61,13.29,0.68,123.64,,,,,,31.73,,185.52,650.09,922.9,0.18,0.0,,29.31
2022-10-25 15:00:00,2022-10-25 16:00:00,56.1,111.84,1.43,24.99,26.42,10.51,11.56,0.7,122.62,,,,,,31.73,,327.27,461.37,921.93,0.18,0.0,,29.33
2022-10-25 16:00:00,2022-10-25 17:00:00,46.94,99.23,1.34,25.7,27.04,10.83,11.21,0.74,122.03,,,,,,33.35,,272.41,224.5,922.18,0.18,0.0,,28.61
2022-10-25 17:00:00,2022-10-25 18:00:00,60.74,105.72,2.01,39.71,41.73,7.36,9.81,1.21,96.09,,,,,,37.34,,179.67,39.41,923.85,0.18,0.0,,27.35
2022-10-25 18:00:00,2022-10-25 19:00:00,57.91,125.09,1.08,47.39,48.47,10.36,9.73,1.3,79.11,,,,,,45.82,,31.31,1.26,926.49,0.18,0.0,,25.73
2022-10-25 19:00:00,2022-10-25 20:00:00,68.29,145.36,1.19,38.45,39.65,10.96,10.35,1.18,80.49,,,,,,49.67,,13.36,0.71,929.41,0.18,0.0,,25.33
2022-10-25 20:00:00,2022-10-25 21:00:00,100.69,180.6,1.19,42.21,43.39,11.7,16.35,1.07,75.48,,,,,,51.89,,22.91,1.01,932.18,0.18,0.0,,24.68
2022-10-25 21:00:00,2022-10-25 22:00:00,126.25,201.35,1.0,33.24,34.24,12.23,13.58,0.96,78.97,,,,,,55.11,,48.52,1.06,934.62,0.18,0.0,,23.89
2022-10-25 22:00:00,2022-10-25 23:00:00,125.81,191.77,1.3,36.09,37.39,10.97,12.85,0.88,69.51,,,,,,57.75,,47.52,1.11,934.92,0.18,0.0,,23.1
2022-10-25 23:00:00,2022-10-26 00:00:00,115.3,180.33,1.0,30.69,31.26,11.71,10.04,0.82,55.28,,,,,,63.55,,116.21,0.94,934.01,0.18,0.0,,22.67
