From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree),RF (mm)
2021-12-05 19:00:00,2021-12-05 20:00:00,75.96,148.62,6.19,9.57,15.76,25.47,6.19,1.28,6.0,2.34,,,2.27,3.51,59.02,0.09,8.92,,,24.58,0.0
2021-12-05 20:00:00,2021-12-05 21:00:00,68.89,135.82,5.88,9.45,15.33,25.09,7.81,1.01,9.0,2.36,,,2.24,3.48,62.78,0.75,324.68,,,23.82,0.0
2021-12-05 21:00:00,2021-12-05 22:00:00,55.26,106.35,5.67,9.32,14.99,25.0,10.68,0.29,16.75,2.41,,,2.24,3.47,62.28,1.02,339.17,,,22.91,0.0
2021-12-05 22:00:00,2021-12-05 23:00:00,40.74,79.66,5.26,9.63,14.89,24.88,9.25,0.16,13.25,2.39,,,2.22,3.5,60.98,0.65,342.29,,,22.43,0.0
2021-12-05 23:00:00,2021-12-06 00:00:00,53.16,109.74,5.3,9.72,15.02,25.05,10.32,0.07,10.67,2.41,,,2.24,3.49,62.95,0.7,335.16,,,21.8,0.0
2021-12-06 00:00:00,2021-12-06 01:00:00,51.33,97.75,5.55,9.7,15.25,25.05,12.39,0.11,9.25,2.43,,,2.24,3.49,64.12,0.73,347.69,,,21.19,0.0
2021-12-06 01:00:00,2021-12-06 02:00:00,39.61,72.87,5.0,9.44,14.44,24.0,9.2,0.12,7.25,2.31,,,2.28,3.5,66.72,0.18,194.62,,,20.64,0.0
2021-12-06 02:00:00,2021-12-06 03:00:00,40.94,75.41,5.23,9.82,15.05,24.59,7.98,0.18,6.0,2.35,,,2.31,3.49,70.4,0.11,124.98,,,20.21,0.0
2021-12-06 03:00:00,2021-12-06 04:00:00,36.84,67.37,5.24,9.62,14.86,24.67,7.63,0.0,5.25,2.3,,,2.17,3.51,73.0,0.09,95.7,,,20.0,0.0
2021-12-06 04:00:00,2021-12-06 05:00:00,33.77,63.52,5.36,9.47,14.83,24.74,6.16,0.0,5.75,2.23,,,2.16,3.51,74.03,0.18,182.45,,,19.96,0.0
2021-12-06 05:00:00,2021-12-06 06:00:00,30.26,56.76,6.05,9.55,15.6,25.43,5.59,0.0,6.25,2.4,,,2.19,3.49,74.51,0.19,165.24,,,19.84,0.0
2021-12-06 06:00:00,2021-12-06 07:00:00,33.27,65.88,5.83,9.52,15.35,25.61,5.45,0.0,8.0,2.46,,,2.23,3.51,77.22,0.44,229.94,,,19.45,0.0
2021-12-06 07:00:00,2021-12-06 08:00:00,38.94,74.22,5.9,9.67,15.58,25.56,4.95,0.0,6.25,2.31,,,2.29,3.5,80.01,0.42,336.05,,,19.2,0.0
2021-12-06 08:00:00,2021-12-06 09:00:00,49.25,94.98,5.45,9.62,15.07,24.5,5.48,0.07,9.0,2.42,,,2.17,3.51,77.08,0.97,261.28,,,19.9,0.0
2021-12-06 09:00:00,2021-12-06 10:00:00,62.75,123.95,5.51,9.54,15.04,24.7,5.27,0.08,14.25,2.26,,,2.31,3.5,66.54,0.95,98.54,,,21.99,0.0
2021-12-06 10:00:00,2021-12-06 11:00:00,46.54,95.89,5.86,9.44,15.3,25.06,9.09,0.02,21.25,2.36,,,2.16,3.52,52.3,0.83,45.52,,,24.99,0.0
2021-12-06 11:00:00,2021-12-06 12:00:00,42.99,85.08,5.57,9.46,15.03,24.93,13.86,0.0,29.5,2.4,,,2.28,3.51,45.76,1.12,81.86,,,26.71,0.0
2021-12-06 12:00:00,2021-12-06 13:00:00,39.76,85.35,5.63,9.29,14.92,25.25,24.98,0.0,31.25,2.29,,,2.17,3.49,41.6,0.85,75.46,,,28.17,0.0
2021-12-06 13:00:00,2021-12-06 14:00:00,38.44,94.98,5.51,9.54,15.06,24.95,10.96,0.0,46.5,2.31,,,2.24,3.54,39.88,1.22,69.7,,,28.71,0.0
2021-12-06 14:00:00,2021-12-06 15:00:00,31.55,76.22,5.6,9.69,15.29,24.89,7.46,0.81,42.75,2.33,,,2.26,3.5,35.88,0.83,60.44,,,29.38,0.0
2021-12-06 15:00:00,2021-12-06 16:00:00,28.75,65.32,5.08,9.36,14.45,24.8,7.33,1.33,40.25,2.32,,,2.27,3.5,33.74,0.58,58.04,,,29.66,0.0
2021-12-06 16:00:00,2021-12-06 17:00:00,32.98,70.9,5.18,9.64,14.82,24.57,8.06,1.17,35.75,2.37,,,2.27,3.5,33.95,0.51,105.76,,,29.04,0.0
2021-12-06 17:00:00,2021-12-06 18:00:00,34.2,73.36,5.37,9.89,15.26,24.68,6.2,1.24,23.75,2.35,,,2.28,3.51,37.04,0.33,343.83,,,27.38,0.0
2021-12-06 18:00:00,2021-12-06 19:00:00,47.59,94.26,5.52,9.49,15.01,25.02,6.01,1.45,10.25,2.39,,,2.19,3.49,41.94,0.36,13.03,,,25.83,0.0
2021-12-06 19:00:00,2021-12-06 20:00:00,39.63,77.01,5.53,9.4,14.94,24.64,6.46,1.54,10.0,2.28,,,2.28,3.5,50.09,0.4,18.25,,,24.93,0.0
2021-12-06 20:00:00,2021-12-06 21:00:00,39.19,75.53,5.3,9.61,14.92,24.45,5.64,1.55,6.25,2.31,,,2.34,3.48,52.33,0.28,98.76,,,24.28,0.0
2021-12-06 21:00:00,2021-12-06 22:00:00,45.59,85.85,4.91,9.49,14.4,24.33,5.94,1.42,6.75,2.27,,,2.13,3.49,55.38,0.4,10.93,,,23.49,0.0
2021-12-06 22:00:00,2021-12-06 23:00:00,43.67,84.58,5.46,9.61,15.07,24.74,6.05,1.55,8.25,2.39,,,2.21,3.5,55.87,0.37,17.66,,,23.05,0.0
2021-12-06 23:00:00,2021-12-07 00:00:00,38.29,72.61,6.08,9.53,15.62,25.61,6.24,1.35,8.33,2.29,,,2.32,3.46,56.96,0.31,18.84,,,22.51,0.0
2021-12-07 00:00:00,2021-12-07 01:00:00,35.69,67.57,5.78,9.77,15.54,25.02,6.97,1.23,10.5,2.38,,,2.38,3.51,58.86,0.47,56.78,,,22.28,0.0
2021-12-07 01:00:00,2021-12-07 02:00:00,32.02,61.64,5.34,9.84,15.18,24.73,9.8,1.09,15.5,2.4,,,2.3,3.5,62.05,1.0,63.43,,,22.2,0.0
2021-12-07 02:00:00,2021-12-07 03:00:00,22.9,44.48,5.78,9.38,15.16,25.0,7.69,0.99,23.25,2.24,,,2.3,3.49,64.95,1.37,71.46,,,21.69,0.0
2021-12-07 03:00:00,2021-12-07 04:00:00,28.38,56.66,5.27,9.55,14.82,25.2,6.52,0.91,24.25,2.38,,,2.26,3.5,68.19,1.27,69.81,,,21.13,0.0
2021-12-07 04:00:00,2021-12-07 05:00:00,28.83,60.73,5.85,9.66,15.51,24.96,6.36,1.03,24.0,2.29,,,2.23,3.52,70.39,1.5,70.44,,,20.79,0.0
2021-12-07 05:00:00,2021-12-07 06:00:00,24.88,49.22,5.39,9.64,15.04,25.01,5.76,1.02,24.5,2.46,,,2.18,3.49,72.28,1.33,70.22,,,20.55,0.0
2021-12-07 06:00:00,2021-12-07 07:00:00,27.24,53.83,5.17,9.31,14.49,24.44,6.29,0.9,22.75,2.37,,,2.3,3.48,74.54,1.54,70.8,,,20.13,0.0
2021-12-07 07:00:00,2021-12-07 08:00:00,27.64,56.64,5.31,9.54,14.85,24.72,6.51,0.78,21.5,2.33,,,2.37,3.51,75.65,1.54,71.45,,,19.86,0.0
2021-12-07 08:00:00,2021-12-07 09:00:00,32.25,66.62,5.44,9.74,15.18,25.21,9.28,0.79,20.25,2.35,,,2.25,3.49,73.52,2.16,69.13,,,20.28,0.0
2021-12-07 09:00:00,2021-12-07 10:00:00,40.77,82.61,5.45,9.54,14.99,25.37,7.97,0.91,24.0,2.33,,,2.33,3.47,66.61,1.66,76.56,,,21.71,0.0
2021-12-07 10:00:00,2021-12-07 11:00:00,44.78,91.8,5.72,9.58,15.3,25.09,6.81,0.95,33.25,2.33,,,2.19,3.5,58.7,2.37,84.38,,,23.45,0.0
2021-12-07 11:00:00,2021-12-07 12:00:00,43.28,96.81,5.33,9.57,14.91,24.31,6.04,1.13,42.0,2.39,,,2.28,3.49,53.23,2.1,82.91,,,24.98,0.0
2021-12-07 12:00:00,2021-12-07 13:00:00,37.42,93.81,5.22,9.46,14.68,24.64,5.65,0.89,45.0,2.4,,,2.29,3.5,50.17,2.09,87.61,,,25.99,0.0
2021-12-07 13:00:00,2021-12-07 14:00:00,34.49,83.8,5.62,9.5,15.12,25.21,5.21,0.8,47.0,2.42,,,2.22,3.5,46.79,1.6,78.82,,,27.0,0.0
2021-12-07 14:00:00,2021-12-07 15:00:00,35.35,85.5,5.2,9.57,14.77,24.57,6.53,0.78,44.25,2.26,,,2.23,3.49,42.75,1.33,81.22,,,27.74,0.0
2021-12-07 15:00:00,2021-12-07 16:00:00,35.93,81.84,5.07,9.57,14.65,24.49,9.1,0.82,43.5,2.35,,,2.19,3.51,41.81,1.22,74.95,,,27.88,0.0
2021-12-07 16:00:00,2021-12-07 17:00:00,35.12,75.99,5.29,9.66,14.95,24.42,7.48,0.82,41.0,2.3,,,2.2,3.5,42.32,0.8,33.3,,,27.52,0.0
2021-12-07 17:00:00,2021-12-07 18:00:00,43.4,88.92,5.9,9.41,15.31,25.56,5.74,0.93,34.25,2.32,,,2.33,3.49,45.53,0.56,36.75,,,26.34,0.0
2021-12-07 18:00:00,2021-12-07 19:00:00,47.23,89.65,5.74,9.42,15.15,25.27,5.68,1.2,18.25,2.35,,,2.19,3.52,48.47,0.26,27.97,,,25.1,0.0
2021-12-07 19:00:00,2021-12-07 20:00:00,52.2,98.88,5.78,9.7,15.48,25.42,6.04,1.13,10.0,2.19,,,2.23,3.5,50.99,0.23,42.59,,,24.18,0.0
2021-12-07 20:00:00,2021-12-07 21:00:00,53.76,100.8,5.78,9.46,15.24,25.64,5.39,1.09,7.5,2.33,,,2.34,3.49,52.8,0.21,33.64,,,23.43,0.0
2021-12-07 21:00:00,2021-12-07 22:00:00,53.87,102.45,5.43,9.68,15.11,25.14,5.82,1.02,7.5,2.31,,,2.31,3.5,53.63,0.22,30.71,,,22.88,0.0
2021-12-07 22:00:00,2021-12-07 23:00:00,43.33,83.49,6.01,9.59,15.6,25.64,5.86,0.93,10.0,2.25,,,2.21,3.51,53.01,0.36,44.38,,,22.56,0.0
2021-12-07 23:00:00,2021-12-08 00:00:00,45.64,86.8,5.33,9.67,15.0,24.62,6.11,0.86,10.0,2.41,,,2.24,3.49,52.97,0.4,45.24,,,22.17,0.0
2021-12-08 00:00:00,2021-12-08 01:00:00,42.59,85.07,5.84,9.56,15.4,25.36,10.25,0.89,9.5,2.4,,,2.31,3.5,53.06,0.57,60.14,,,21.75,0.0
2021-12-08 01:00:00,2021-12-08 02:00:00,32.86,63.17,6.2,9.63,15.83,25.61,10.99,0.77,21.25,2.3,,,2.25,3.5,52.42,1.2,66.98,,,21.49,0.0
2021-12-08 02:00:00,2021-12-08 03:00:00,25.51,57.1,5.26,9.58,14.85,24.68,6.32,0.48,22.5,2.4,,,2.23,3.5,54.34,0.91,60.3,,,20.95,0.0
2021-12-08 03:00:00,2021-12-08 04:00:00,26.29,57.44,5.44,9.48,14.92,25.08,6.04,0.39,23.25,2.42,,,2.27,3.5,55.39,0.96,64.91,,,20.59,0.0
2021-12-08 04:00:00,2021-12-08 05:00:00,30.36,66.35,5.63,9.48,15.11,24.82,6.33,0.3,23.0,2.41,,,2.29,3.49,57.0,1.03,61.71,,,20.18,0.0
2021-12-08 05:00:00,2021-12-08 06:00:00,22.65,47.71,5.26,9.62,14.88,24.64,8.14,0.24,20.75,2.35,,,2.29,3.49,59.15,1.2,64.93,,,19.66,0.0
2021-12-08 06:00:00,2021-12-08 07:00:00,25.73,50.78,5.32,9.59,14.9,24.42,17.61,0.27,14.0,2.3,,,2.31,3.5,60.62,1.18,63.25,,,19.21,0.0
2021-12-08 07:00:00,2021-12-08 08:00:00,33.78,71.19,5.59,9.6,15.2,24.65,36.03,0.52,7.0,2.49,,,2.32,3.5,61.41,1.04,60.18,,,19.01,0.0
2021-12-08 08:00:00,2021-12-08 09:00:00,36.16,70.05,5.04,9.8,14.84,24.51,12.62,0.41,21.25,2.4,,,2.3,3.5,59.16,1.38,76.41,,,19.37,0.0
2021-12-08 09:00:00,2021-12-08 10:00:00,42.65,82.61,5.58,9.62,15.2,25.05,8.71,0.47,26.25,2.41,,,2.33,3.5,52.36,1.63,74.33,,,21.06,0.0
2021-12-08 10:00:00,2021-12-08 11:00:00,38.06,75.62,5.42,9.78,15.19,24.8,7.12,0.39,30.5,2.36,,,2.29,3.52,44.73,1.64,74.94,,,23.01,0.0
2021-12-08 11:00:00,2021-12-08 12:00:00,37.07,77.7,5.55,9.62,15.18,24.71,6.36,0.28,39.25,2.23,,,2.19,3.5,41.96,1.85,81.68,,,24.47,0.0
2021-12-08 12:00:00,2021-12-08 13:00:00,33.26,73.62,5.39,9.33,14.72,24.87,6.62,0.24,40.0,2.43,,,2.2,3.52,40.14,1.16,71.27,,,25.95,0.0
2021-12-08 13:00:00,2021-12-08 14:00:00,28.32,65.87,5.66,9.56,15.23,24.85,11.77,0.15,37.5,2.3,,,2.27,3.51,37.82,0.92,45.57,,,27.01,0.0
2021-12-08 14:00:00,2021-12-08 15:00:00,26.48,59.72,6.27,9.67,15.94,25.39,7.71,0.42,41.75,2.36,,,2.3,3.51,35.57,1.1,48.26,,,27.21,0.0
2021-12-08 15:00:00,2021-12-08 16:00:00,28.05,63.63,5.84,9.61,15.45,25.0,5.63,0.17,37.5,2.35,,,2.35,3.49,34.72,0.88,26.57,,,27.38,0.0
2021-12-08 16:00:00,2021-12-08 17:00:00,31.53,77.22,5.44,9.57,15.01,25.27,6.31,0.15,36.5,2.38,,,2.26,3.47,35.4,0.73,40.63,,,26.83,0.0
2021-12-08 17:00:00,2021-12-08 18:00:00,30.44,62.75,5.67,9.69,15.36,25.19,6.21,0.22,27.5,2.26,,,2.22,3.5,38.32,0.49,49.53,,,25.68,0.0
2021-12-08 18:00:00,2021-12-08 19:00:00,44.34,90.7,4.98,9.62,14.61,24.46,6.28,0.37,13.25,2.19,,,2.37,3.49,42.05,0.28,12.78,,,24.29,0.0
2021-12-08 19:00:00,2021-12-08 20:00:00,43.71,85.06,5.34,9.69,15.04,24.74,6.24,0.58,6.75,2.33,,,2.3,3.5,45.74,0.37,182.12,,,23.43,0.0
2021-12-08 20:00:00,2021-12-08 21:00:00,62.08,120.66,5.63,9.26,14.88,24.82,5.88,0.6,6.25,2.44,,,2.17,3.48,49.05,0.4,15.04,,,22.84,0.0
2021-12-08 21:00:00,2021-12-08 22:00:00,45.54,84.81,5.08,9.6,14.68,24.64,6.04,0.68,8.5,2.45,,,2.26,3.49,49.28,0.33,22.36,,,22.43,0.0
2021-12-08 22:00:00,2021-12-08 23:00:00,49.0,91.15,5.39,9.64,15.03,24.71,6.7,0.44,9.75,2.37,,,2.24,3.48,47.28,0.38,20.91,,,22.03,0.0
2021-12-08 23:00:00,2021-12-09 00:00:00,43.99,82.31,5.89,9.59,15.49,25.62,6.22,0.27,11.33,2.4,,,2.23,3.54,47.12,0.34,249.75,,,21.7,0.0
2021-12-09 00:00:00,2021-12-09 01:00:00,40.66,79.11,5.59,9.58,15.17,25.05,6.25,0.15,16.5,2.32,,,2.24,3.5,45.8,0.66,40.86,,,21.64,0.0
2021-12-09 01:00:00,2021-12-09 02:00:00,36.7,72.98,5.12,9.64,14.76,24.18,24.68,0.03,12.25,2.38,,,2.21,3.51,42.93,0.9,56.59,,,21.27,0.0
2021-12-09 02:00:00,2021-12-09 03:00:00,37.13,69.56,4.98,9.53,14.51,24.33,14.58,0.0,18.5,2.43,,,2.39,3.49,43.32,0.83,56.75,,,20.77,0.0
2021-12-09 03:00:00,2021-12-09 04:00:00,34.77,67.83,5.16,9.7,14.85,24.02,10.56,0.09,22.0,2.31,,,2.11,3.49,43.88,1.02,57.83,,,20.45,0.0
2021-12-09 04:00:00,2021-12-09 05:00:00,30.87,61.58,5.6,9.35,14.94,24.82,17.55,0.01,18.75,2.34,,,2.28,3.48,46.79,1.08,57.26,,,19.86,0.0
2021-12-09 05:00:00,2021-12-09 06:00:00,30.03,60.01,5.94,9.49,15.44,25.12,55.7,0.0,6.5,2.27,,,2.17,3.5,48.97,1.25,62.32,,,19.5,0.0
2021-12-09 06:00:00,2021-12-09 07:00:00,33.81,69.28,5.38,9.71,15.09,24.76,44.47,0.0,12.25,2.3,,,2.29,3.5,50.0,1.58,69.93,,,19.3,0.0
2021-12-09 07:00:00,2021-12-09 08:00:00,27.36,53.85,5.3,9.59,14.89,24.56,41.74,0.0,15.5,2.29,,,2.3,3.51,50.79,1.72,67.13,,,19.24,0.0
2021-12-09 08:00:00,2021-12-09 09:00:00,36.97,72.11,5.73,9.55,15.29,25.02,93.13,0.0,8.75,2.27,,,2.14,3.5,50.2,1.34,65.72,,,19.58,0.0
2021-12-09 09:00:00,2021-12-09 10:00:00,44.05,88.38,5.39,9.6,14.98,25.03,60.84,0.0,16.5,2.4,,,2.26,3.51,45.97,1.51,73.09,,,20.85,0.0
2021-12-09 10:00:00,2021-12-09 11:00:00,34.23,71.96,5.67,9.34,15.01,25.23,45.05,0.01,23.0,2.39,,,2.29,3.52,42.84,1.86,78.72,,,22.3,0.0
2021-12-09 11:00:00,2021-12-09 12:00:00,31.93,65.77,6.36,9.43,15.79,25.83,23.31,0.0,31.25,2.27,,,2.21,3.5,39.45,1.43,68.91,,,24.15,0.0
2021-12-09 12:00:00,2021-12-09 13:00:00,32.61,74.34,6.08,9.44,15.52,25.73,14.17,0.0,36.5,2.3,,,2.25,3.51,37.55,1.31,58.02,,,25.32,0.0
2021-12-09 13:00:00,2021-12-09 14:00:00,33.89,68.21,5.07,9.69,14.75,24.61,28.41,0.47,38.25,2.47,,,2.18,3.49,36.18,1.41,70.68,,,26.61,0.0
2021-12-09 14:00:00,2021-12-09 15:00:00,34.0,76.43,5.28,9.5,14.78,24.7,24.78,1.08,38.0,2.44,,,2.28,3.52,35.74,1.12,51.39,,,27.21,0.0
2021-12-09 15:00:00,2021-12-09 16:00:00,36.85,79.47,5.4,9.43,14.84,24.49,14.74,1.07,41.25,2.37,,,2.18,3.51,35.78,0.93,40.37,,,27.4,0.0
2021-12-09 16:00:00,2021-12-09 17:00:00,32.41,65.5,5.22,9.57,14.79,24.16,7.53,1.28,40.5,2.38,,,2.15,3.51,36.88,1.0,40.77,,,26.8,0.0
2021-12-09 17:00:00,2021-12-09 18:00:00,39.01,80.49,5.28,9.62,14.9,24.64,8.42,1.55,36.5,2.26,,,2.25,3.5,38.99,0.88,50.45,,,25.79,0.0
2021-12-09 18:00:00,2021-12-09 19:00:00,47.27,97.66,5.68,9.44,15.12,25.39,6.43,1.38,23.75,2.48,,,2.28,3.5,42.07,0.45,32.45,,,24.71,0.0
2021-12-09 19:00:00,2021-12-09 20:00:00,40.33,81.25,5.85,9.56,15.41,25.46,6.75,1.38,17.75,2.49,,,2.21,3.49,44.46,0.51,31.96,,,23.91,0.0
2021-12-09 20:00:00,2021-12-09 21:00:00,36.01,73.05,5.7,9.45,15.15,25.0,6.98,1.46,13.0,2.41,,,2.3,3.48,46.85,0.39,14.36,,,23.07,0.0
2021-12-09 21:00:00,2021-12-09 22:00:00,45.16,86.22,5.77,9.55,15.33,24.98,7.85,1.56,10.75,2.37,,,2.34,3.49,50.28,0.35,22.14,,,22.28,0.0
2021-12-09 22:00:00,2021-12-09 23:00:00,41.05,75.72,5.85,9.54,15.39,25.53,15.45,1.38,14.25,2.38,,,2.3,3.51,48.88,0.7,53.69,,,22.17,0.0
2021-12-09 23:00:00,2021-12-10 00:00:00,35.71,66.8,5.18,9.53,14.71,24.29,24.19,1.42,15.67,2.41,,,2.17,3.5,48.86,1.06,62.9,,,22.06,0.0
2021-12-10 00:00:00,2021-12-10 01:00:00,34.47,69.1,5.74,9.63,15.37,24.84,49.1,1.28,7.25,2.42,,,2.27,3.5,50.09,0.99,58.73,,,21.53,0.0
2021-12-10 01:00:00,2021-12-10 02:00:00,37.8,73.64,5.15,9.68,14.83,24.74,41.65,1.05,11.0,2.32,,,2.26,3.47,53.3,1.04,62.18,,,20.71,0.0
2021-12-10 02:00:00,2021-12-10 03:00:00,36.65,70.74,5.82,9.51,15.33,25.27,21.19,0.91,18.0,2.41,,,2.23,3.48,54.51,1.3,69.88,,,20.24,0.0
2021-12-10 03:00:00,2021-12-10 04:00:00,37.01,72.61,5.39,9.55,14.94,24.84,29.21,0.83,12.25,2.22,,,2.24,3.51,56.04,1.28,67.62,,,19.69,0.0
2021-12-10 04:00:00,2021-12-10 05:00:00,38.46,73.66,5.62,9.47,15.09,25.04,64.71,0.83,6.5,2.33,,,2.19,3.5,56.29,1.52,61.27,,,19.34,0.0
2021-12-10 05:00:00,2021-12-10 06:00:00,38.55,72.72,5.49,9.55,15.04,24.77,44.36,0.83,11.75,2.46,,,2.17,3.49,57.71,1.4,65.46,,,18.83,0.0
2021-12-10 06:00:00,2021-12-10 07:00:00,32.2,66.19,5.41,9.66,15.07,24.56,29.93,1.04,16.25,2.37,,,2.15,3.53,58.77,1.59,64.35,,,18.44,0.0
2021-12-10 07:00:00,2021-12-10 08:00:00,33.47,64.58,5.04,9.53,14.57,24.14,16.99,0.83,19.25,2.41,,,2.27,3.5,59.3,1.52,66.1,,,18.25,0.0
2021-12-10 08:00:00,2021-12-10 09:00:00,42.05,79.42,5.41,9.73,15.15,24.71,23.88,0.85,19.0,2.21,,,2.19,3.5,57.3,1.98,69.55,,,18.76,0.0
2021-12-10 09:00:00,2021-12-10 10:00:00,46.92,94.93,6.05,9.58,15.62,25.23,14.25,0.84,25.0,2.43,,,2.27,3.48,52.73,1.86,74.43,,,20.2,0.0
2021-12-10 10:00:00,2021-12-10 11:00:00,44.26,90.31,5.24,9.49,14.72,24.91,9.59,0.84,34.0,2.54,,,2.2,3.49,45.69,2.27,83.34,,,22.32,0.0
2021-12-10 11:00:00,2021-12-10 12:00:00,38.38,85.15,5.66,9.45,15.11,25.15,7.81,0.78,40.25,2.37,,,2.31,3.49,40.9,2.09,79.83,,,24.19,0.0
2021-12-10 12:00:00,2021-12-10 13:00:00,32.92,66.56,5.78,9.63,15.41,25.19,7.11,0.78,44.75,2.45,,,2.23,3.5,38.53,1.97,73.21,,,25.42,0.0
2021-12-10 13:00:00,2021-12-10 14:00:00,33.03,66.64,5.77,9.53,15.3,25.3,7.47,0.91,47.75,2.28,,,2.26,3.49,37.53,1.87,88.68,,,26.44,0.0
2021-12-10 14:00:00,2021-12-10 15:00:00,36.26,72.83,5.35,9.57,14.92,24.42,22.07,0.74,42.75,2.24,,,2.3,3.51,36.31,1.34,68.22,,,27.22,0.0
2021-12-10 15:00:00,2021-12-10 16:00:00,41.72,88.86,5.54,9.32,14.86,24.82,17.04,0.71,44.0,2.34,,,2.3,3.5,35.66,1.1,61.93,,,27.31,0.0
2021-12-10 16:00:00,2021-12-10 17:00:00,35.02,71.97,5.19,9.42,14.61,24.24,9.52,0.8,43.5,2.45,,,2.13,3.5,36.47,0.98,56.85,,,26.91,0.0
2021-12-10 17:00:00,2021-12-10 18:00:00,39.46,80.71,5.79,9.52,15.3,25.12,13.6,0.83,35.25,2.41,,,2.26,3.5,39.38,0.69,64.04,,,25.7,0.0
2021-12-10 18:00:00,2021-12-10 19:00:00,48.51,90.8,5.55,9.52,15.07,25.15,8.8,0.97,14.0,2.44,,,2.25,3.49,44.17,0.25,20.25,,,24.17,0.0
2021-12-10 19:00:00,2021-12-10 20:00:00,58.49,108.43,5.2,9.43,14.62,24.41,8.26,1.35,7.75,2.42,,,2.24,3.51,47.32,0.27,19.15,,,23.37,0.0
2021-12-10 20:00:00,2021-12-10 21:00:00,65.38,120.52,6.05,9.71,15.76,25.8,7.67,1.45,6.0,2.33,,,2.26,3.52,48.27,0.22,43.25,,,22.84,0.0
2021-12-10 21:00:00,2021-12-10 22:00:00,68.95,127.7,5.96,9.68,15.64,25.45,7.68,1.36,5.75,2.23,,,2.26,3.5,50.45,0.36,97.69,,,22.2,0.0
2021-12-10 22:00:00,2021-12-10 23:00:00,64.45,118.58,5.26,9.65,14.9,24.61,6.56,1.28,5.5,2.38,,,2.27,3.5,51.42,0.28,8.74,,,21.65,0.0
2021-12-10 23:00:00,2021-12-11 00:00:00,54.74,103.68,5.3,9.66,14.95,24.52,7.22,1.32,6.0,2.33,,,2.26,3.52,52.27,0.22,17.95,,,21.33,0.0
2021-12-11 00:00:00,2021-12-11 01:00:00,48.67,92.92,5.69,9.55,15.23,24.87,9.78,0.9,19.5,2.25,,,2.2,3.49,52.21,1.24,68.98,,,21.02,0.0
2021-12-11 01:00:00,2021-12-11 02:00:00,41.56,82.94,5.64,9.35,14.99,25.22,7.24,0.72,27.0,2.43,,,2.33,3.52,52.96,1.46,70.46,,,20.46,0.0
2021-12-11 02:00:00,2021-12-11 03:00:00,42.01,81.58,5.19,9.49,14.68,24.55,6.88,0.87,28.5,2.39,,,2.28,3.5,52.23,1.31,65.5,,,19.93,0.0
2021-12-11 03:00:00,2021-12-11 04:00:00,43.4,84.82,5.75,9.69,15.44,25.24,7.25,0.6,26.75,2.31,,,2.25,3.5,53.52,1.46,67.45,,,19.47,0.0
2021-12-11 04:00:00,2021-12-11 05:00:00,38.43,75.42,5.38,9.45,14.83,24.64,7.23,0.39,27.25,2.34,,,2.11,3.52,55.63,1.5,68.64,,,18.79,0.0
2021-12-11 05:00:00,2021-12-11 06:00:00,30.66,58.39,6.04,9.3,15.34,25.77,6.41,0.4,25.75,2.35,,,2.24,3.48,55.86,1.51,68.4,,,18.25,0.0
2021-12-11 06:00:00,2021-12-11 07:00:00,33.84,66.99,5.4,9.54,14.95,24.98,6.16,0.36,24.5,2.44,,,2.19,3.5,55.97,1.58,67.95,,,17.83,0.0
2021-12-11 07:00:00,2021-12-11 08:00:00,40.23,82.09,5.53,9.71,15.24,24.67,6.19,0.31,23.5,2.45,,,2.25,3.52,55.63,1.57,69.1,,,17.7,0.0
2021-12-11 08:00:00,2021-12-11 09:00:00,43.12,86.12,5.43,9.37,14.8,25.02,7.28,0.36,23.5,2.27,,,2.21,3.52,54.05,1.41,72.58,,,18.38,0.0
2021-12-11 09:00:00,2021-12-11 10:00:00,50.42,99.25,5.79,9.24,15.03,25.2,7.39,0.67,27.25,2.29,,,2.27,3.5,49.47,1.73,82.37,,,19.94,0.0
2021-12-11 10:00:00,2021-12-11 11:00:00,45.92,91.29,5.36,9.48,14.85,24.88,7.84,0.55,32.5,2.35,,,2.23,3.5,44.16,1.57,81.34,,,22.09,0.0
2021-12-11 11:00:00,2021-12-11 12:00:00,33.65,66.26,4.62,9.23,13.87,24.23,8.72,0.45,36.25,2.35,,,2.17,3.5,40.45,1.48,64.54,,,23.91,0.0
2021-12-11 12:00:00,2021-12-11 13:00:00,33.06,67.91,,,,,22.2,0.41,36.25,2.44,,,2.18,3.5,37.78,1.27,66.58,,,25.54,0.0
2021-12-11 13:00:00,2021-12-11 14:00:00,31.71,63.78,,,,,18.9,0.32,43.0,2.33,,,2.32,3.51,36.15,1.1,69.09,,,26.67,0.0
2021-12-11 14:00:00,2021-12-11 15:00:00,35.32,70.75,,,,,24.04,0.3,43.0,2.29,,,2.32,3.5,35.02,1.2,79.14,,,27.27,0.0
2021-12-11 15:00:00,2021-12-11 16:00:00,41.62,91.45,,,,,14.79,0.49,41.25,2.34,,,2.17,3.49,34.22,1.0,57.17,,,27.4,0.0
