From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),Xylene (ug/m3),AT (degree C),RF (mm)
2021-10-29 03:00:00,2021-10-29 04:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 04:00:00,2021-10-29 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 05:00:00,2021-10-29 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 06:00:00,2021-10-29 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 07:00:00,2021-10-29 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 08:00:00,2021-10-29 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 09:00:00,2021-10-29 10:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 10:00:00,2021-10-29 11:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 11:00:00,2021-10-29 12:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 12:00:00,2021-10-29 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 13:00:00,2021-10-29 14:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 14:00:00,2021-10-29 15:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 15:00:00,2021-10-29 16:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 16:00:00,2021-10-29 17:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 17:00:00,2021-10-29 18:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 18:00:00,2021-10-29 19:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 19:00:00,2021-10-29 20:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 20:00:00,2021-10-29 21:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 21:00:00,2021-10-29 22:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 22:00:00,2021-10-29 23:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-29 23:00:00,2021-10-30 00:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 00:00:00,2021-10-30 01:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 01:00:00,2021-10-30 02:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 02:00:00,2021-10-30 03:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 03:00:00,2021-10-30 04:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 04:00:00,2021-10-30 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 05:00:00,2021-10-30 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 06:00:00,2021-10-30 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 07:00:00,2021-10-30 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 08:00:00,2021-10-30 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 09:00:00,2021-10-30 10:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 10:00:00,2021-10-30 11:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 11:00:00,2021-10-30 12:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 12:00:00,2021-10-30 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 13:00:00,2021-10-30 14:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 14:00:00,2021-10-30 15:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 15:00:00,2021-10-30 16:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 16:00:00,2021-10-30 17:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 17:00:00,2021-10-30 18:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 18:00:00,2021-10-30 19:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 19:00:00,2021-10-30 20:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 20:00:00,2021-10-30 21:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 21:00:00,2021-10-30 22:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 22:00:00,2021-10-30 23:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-30 23:00:00,2021-10-31 00:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 00:00:00,2021-10-31 01:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 01:00:00,2021-10-31 02:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 02:00:00,2021-10-31 03:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 03:00:00,2021-10-31 04:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 04:00:00,2021-10-31 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 05:00:00,2021-10-31 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 06:00:00,2021-10-31 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 07:00:00,2021-10-31 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 08:00:00,2021-10-31 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 09:00:00,2021-10-31 10:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 10:00:00,2021-10-31 11:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 11:00:00,2021-10-31 12:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 12:00:00,2021-10-31 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 13:00:00,2021-10-31 14:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 14:00:00,2021-10-31 15:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 15:00:00,2021-10-31 16:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 16:00:00,2021-10-31 17:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 17:00:00,2021-10-31 18:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 18:00:00,2021-10-31 19:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 19:00:00,2021-10-31 20:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 20:00:00,2021-10-31 21:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 21:00:00,2021-10-31 22:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 22:00:00,2021-10-31 23:00:00,,,,,,,,,,,,,,,,,,,,
2021-10-31 23:00:00,2021-11-01 00:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 00:00:00,2021-11-01 01:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 01:00:00,2021-11-01 02:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 02:00:00,2021-11-01 03:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 03:00:00,2021-11-01 04:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 04:00:00,2021-11-01 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 05:00:00,2021-11-01 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 06:00:00,2021-11-01 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 07:00:00,2021-11-01 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 08:00:00,2021-11-01 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 09:00:00,2021-11-01 10:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 10:00:00,2021-11-01 11:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 11:00:00,2021-11-01 12:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 12:00:00,2021-11-01 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 13:00:00,2021-11-01 14:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 14:00:00,2021-11-01 15:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 15:00:00,2021-11-01 16:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 16:00:00,2021-11-01 17:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 17:00:00,2021-11-01 18:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 18:00:00,2021-11-01 19:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 19:00:00,2021-11-01 20:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 20:00:00,2021-11-01 21:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 21:00:00,2021-11-01 22:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 22:00:00,2021-11-01 23:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-01 23:00:00,2021-11-02 00:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 00:00:00,2021-11-02 01:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 01:00:00,2021-11-02 02:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 02:00:00,2021-11-02 03:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 03:00:00,2021-11-02 04:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 04:00:00,2021-11-02 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 05:00:00,2021-11-02 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 06:00:00,2021-11-02 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 07:00:00,2021-11-02 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 08:00:00,2021-11-02 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 09:00:00,2021-11-02 10:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 10:00:00,2021-11-02 11:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 11:00:00,2021-11-02 12:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 12:00:00,2021-11-02 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 13:00:00,2021-11-02 14:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 14:00:00,2021-11-02 15:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 15:00:00,2021-11-02 16:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 16:00:00,2021-11-02 17:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 17:00:00,2021-11-02 18:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 18:00:00,2021-11-02 19:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 19:00:00,2021-11-02 20:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 20:00:00,2021-11-02 21:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 21:00:00,2021-11-02 22:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 22:00:00,2021-11-02 23:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-02 23:00:00,2021-11-03 00:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-03 00:00:00,2021-11-03 01:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-03 01:00:00,2021-11-03 02:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-03 02:00:00,2021-11-03 03:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-03 03:00:00,2021-11-03 04:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-03 04:00:00,2021-11-03 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-03 05:00:00,2021-11-03 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-03 06:00:00,2021-11-03 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-03 07:00:00,2021-11-03 08:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-03 08:00:00,2021-11-03 09:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-03 09:00:00,2021-11-03 10:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-03 10:00:00,2021-11-03 11:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-03 11:00:00,2021-11-03 12:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-03 12:00:00,2021-11-03 13:00:00,,,,,,,,,,,,,,,,,,,,
2021-11-03 13:00:00,2021-11-03 14:00:00,,,,,,,,,,,,,,,22.41,1.24,0.64,,31.44,0.0
2021-11-03 14:00:00,2021-11-03 15:00:00,,,5.82,,15.54,9.72,,3.33,,,,,,,20.91,0.84,124.54,,31.83,0.0
2021-11-03 15:00:00,2021-11-03 16:00:00,,,,,15.99,10.0,,2.31,,,,,,,20.99,0.89,5.6,,31.44,0.0
2021-11-03 16:00:00,2021-11-03 17:00:00,39.7,96.2,5.98,,15.97,10.0,11.43,1.46,4.43,,,,,,21.91,0.8,,,30.97,0.0
2021-11-03 17:00:00,2021-11-03 18:00:00,49.82,108.17,6.0,,15.99,10.0,,0.91,5.11,,,,,,24.44,0.44,,,29.63,0.0
2021-11-03 18:00:00,2021-11-03 19:00:00,61.25,125.45,6.0,0.01,16.0,10.0,,0.92,4.68,,,,,,32.09,0.11,,,26.66,0.0
2021-11-03 19:00:00,2021-11-03 20:00:00,78.73,164.3,5.98,,15.95,10.02,,1.65,4.74,,,,,,39.52,0.08,249.75,,24.84,0.0
2021-11-03 20:00:00,2021-11-03 21:00:00,129.62,261.62,6.01,0.02,16.02,10.0,,2.35,4.81,,,,,,45.87,0.08,20.66,,23.57,0.0
2021-11-03 21:00:00,2021-11-03 22:00:00,167.7,329.97,6.01,0.02,16.02,10.01,,2.15,4.86,,,,,,49.86,0.07,103.39,,22.8,0.0
2021-11-03 22:00:00,2021-11-03 23:00:00,212.1,413.78,6.0,0.01,15.99,10.02,,1.79,4.74,,,,,,51.54,0.06,279.38,,22.22,0.0
2021-11-03 23:00:00,2021-11-04 00:00:00,261.97,504.37,6.03,0.04,16.06,10.0,,1.24,5.22,,,,,,52.71,0.06,22.58,,21.53,0.0
2021-11-04 00:00:00,2021-11-04 01:00:00,299.15,590.58,6.0,0.01,16.01,10.0,36.85,0.98,4.77,,,,,,53.27,0.09,22.62,,21.22,0.0
2021-11-04 01:00:00,2021-11-04 02:00:00,204.92,408.88,5.99,0.01,15.98,10.0,31.45,0.1,4.29,,,,,,44.24,0.36,182.54,,22.32,0.0
2021-11-04 02:00:00,2021-11-04 03:00:00,95.58,196.7,6.0,0.03,16.02,9.98,27.26,0.0,4.05,,,,,,45.62,0.38,250.37,,21.55,0.0
2021-11-04 03:00:00,2021-11-04 04:00:00,59.15,125.17,6.05,0.04,16.07,10.03,23.38,0.0,3.89,,,,,,48.8,0.46,258.26,,20.87,0.0
2021-11-04 04:00:00,2021-11-04 05:00:00,34.0,74.55,6.0,0.01,16.01,10.0,20.07,0.0,3.9,,,,,,50.91,0.5,181.3,,20.28,0.0
2021-11-04 05:00:00,2021-11-04 06:00:00,45.35,94.57,6.02,0.01,16.02,9.96,17.25,0.0,3.7,,,,,,50.53,0.71,87.85,,19.99,0.0
2021-11-04 06:00:00,2021-11-04 07:00:00,34.45,71.05,5.98,0.01,15.96,10.02,15.23,0.0,3.54,,,,,,51.65,0.78,182.55,,19.6,0.0
2021-11-04 07:00:00,2021-11-04 08:00:00,46.88,98.5,6.0,0.05,16.0,9.98,13.39,0.0,3.66,,,,,,49.95,0.47,24.77,,20.02,0.0
2021-11-04 08:00:00,2021-11-04 09:00:00,83.03,177.05,5.94,0.06,15.94,9.98,11.66,0.0,3.85,,,,,,45.16,0.68,178.87,,21.75,0.0
2021-11-04 09:00:00,2021-11-04 10:00:00,65.35,143.2,5.96,0.06,15.9,10.07,9.81,0.0,4.22,,,,,,34.95,1.01,1.84,,25.17,0.0
2021-11-04 10:00:00,2021-11-04 11:00:00,83.12,191.0,6.08,0.08,16.02,9.93,8.29,0.0,4.29,,,,,,30.19,1.03,182.3,,27.56,0.0
2021-11-04 11:00:00,2021-11-04 12:00:00,103.38,235.0,5.93,0.08,15.92,9.87,6.96,0.0,4.3,,,,,,26.0,1.15,5.3,,29.04,0.0
2021-11-04 12:00:00,2021-11-04 13:00:00,46.3,109.27,,,,,4.64,0.0,4.48,,,,,,22.64,1.0,1.04,,30.41,0.0
2021-11-04 13:00:00,2021-11-04 14:00:00,40.27,93.85,10.28,20.41,30.41,35.59,1.4,1.48,4.38,,,,,,19.38,1.18,239.55,,31.38,0.0
2021-11-04 14:00:00,2021-11-04 15:00:00,29.02,63.1,10.15,20.11,30.16,35.28,,1.54,4.42,,,,,,18.17,1.24,174.37,,31.51,0.0
2021-11-04 15:00:00,2021-11-04 16:00:00,37.5,85.32,10.33,19.96,30.5,35.26,,1.49,4.3,,,,,,18.11,1.2,239.04,,31.32,0.0
2021-11-04 16:00:00,2021-11-04 17:00:00,27.47,63.3,10.12,20.12,30.47,35.05,,1.5,4.54,,,,,,18.3,1.0,181.96,,30.86,0.0
2021-11-04 17:00:00,2021-11-04 18:00:00,28.9,63.67,10.58,20.32,30.17,35.45,,1.57,4.5,,,,,,19.9,0.53,264.54,,29.56,0.0
2021-11-04 18:00:00,2021-11-04 19:00:00,36.4,76.9,10.21,20.31,30.32,35.41,,1.83,4.58,,,,,,26.56,0.12,320.64,,27.0,0.0
2021-11-04 19:00:00,2021-11-04 20:00:00,38.62,81.67,10.17,20.13,30.4,35.48,,2.12,4.44,,,,,,32.06,0.11,4.38,,25.23,0.0
2021-11-04 20:00:00,2021-11-04 21:00:00,70.0,147.1,24.38,48.84,73.79,95.68,,2.12,4.58,,,,,,35.26,0.09,28.95,,24.22,0.0
2021-11-04 21:00:00,2021-11-04 22:00:00,140.85,287.92,25.46,49.93,75.77,96.89,,2.02,4.58,,,,,,35.79,0.17,,,23.95,0.0
2021-11-04 22:00:00,2021-11-04 23:00:00,233.72,482.9,25.34,50.58,75.03,97.38,,1.96,4.6,,,,,,40.23,0.08,289.4,,22.4,0.0
2021-11-04 23:00:00,2021-11-05 00:00:00,316.1,652.17,25.34,50.67,74.46,97.7,,1.83,5.15,,,,,,38.35,0.09,191.08,,22.64,0.0
2021-11-05 00:00:00,2021-11-05 01:00:00,284.48,570.48,90.62,110.67,200.36,100.92,,1.85,4.64,,,,,,42.76,0.09,,,21.45,0.0
2021-11-05 01:00:00,2021-11-05 02:00:00,210.55,419.25,92.04,110.19,200.49,100.98,,1.73,4.33,,,,,,42.86,0.28,1.04,,21.46,0.0
2021-11-05 02:00:00,2021-11-05 03:00:00,137.35,274.55,91.45,110.55,200.86,100.63,,1.55,4.13,,,,,,42.57,0.49,7.8,,21.66,0.0
2021-11-05 03:00:00,2021-11-05 04:00:00,64.83,136.1,90.99,110.84,200.59,100.26,,1.53,3.9,,,,,,46.79,0.33,201.15,,20.79,0.0
2021-11-05 04:00:00,2021-11-05 05:00:00,74.28,161.78,91.09,111.47,200.82,101.02,,1.5,3.78,,,,,,48.72,0.48,256.87,,20.34,0.0
2021-11-05 05:00:00,2021-11-05 06:00:00,41.55,86.3,90.61,110.99,200.9,101.25,,1.5,3.88,,,,,,49.5,0.47,22.88,,19.97,0.0
2021-11-05 06:00:00,2021-11-05 07:00:00,52.65,105.03,59.1,102.5,160.34,84.83,,1.52,3.72,,,,,,47.21,0.39,341.14,,20.11,0.0
2021-11-05 07:00:00,2021-11-05 08:00:00,44.23,99.32,50.41,100.72,150.37,80.63,,1.55,3.48,,,,,,46.18,0.5,249.36,,20.3,0.0
2021-11-05 08:00:00,2021-11-05 09:00:00,58.9,126.2,40.82,76.2,115.66,62.77,,1.57,3.8,,,,,,43.6,0.77,90.55,,21.6,0.0
2021-11-05 09:00:00,2021-11-05 10:00:00,61.38,129.73,21.44,29.16,50.2,30.64,,1.55,4.25,,,,,,35.38,1.0,3.25,,24.66,0.0
2021-11-05 10:00:00,2021-11-05 11:00:00,69.32,144.18,21.47,29.46,50.08,30.56,,1.48,4.37,,,,,,29.32,1.03,8.59,,27.07,0.0
2021-11-05 11:00:00,2021-11-05 12:00:00,74.9,157.62,21.4,29.31,50.52,30.57,,1.47,4.54,,,,,,25.37,1.48,,,28.9,0.0
2021-11-05 12:00:00,2021-11-05 13:00:00,71.23,158.93,21.34,29.25,50.05,30.37,,1.45,13.13,,,,,,23.77,1.44,,,30.3,0.0
2021-11-05 13:00:00,2021-11-05 14:00:00,42.5,91.4,17.77,26.57,43.88,28.39,,1.42,5.93,,,,,,22.63,1.31,0.44,,30.98,0.0
2021-11-05 14:00:00,2021-11-05 15:00:00,26.6,61.45,10.48,20.59,30.75,23.54,,1.42,3.21,,,,,,20.84,1.06,0.82,,31.44,0.0
2021-11-05 15:00:00,2021-11-05 16:00:00,22.6,56.4,13.24,25.35,38.13,26.77,,1.42,5.75,,,,,,19.4,1.07,7.68,,31.31,0.0
2021-11-05 16:00:00,2021-11-05 17:00:00,24.75,58.75,14.26,40.63,54.6,40.71,40.49,1.4,5.9,,,,,,20.93,0.78,11.33,,30.32,0.0
2021-11-05 17:00:00,2021-11-05 18:00:00,43.05,92.05,10.85,37.69,48.53,44.83,40.43,1.51,3.25,,,,,,24.03,0.33,7.02,,28.91,0.0
2021-11-05 18:00:00,2021-11-05 19:00:00,54.98,111.18,14.52,36.21,50.73,44.76,40.73,1.66,3.05,,,,,,29.64,0.14,1.11,,26.66,0.0
2021-11-05 19:00:00,2021-11-05 20:00:00,59.5,122.5,18.15,36.82,54.97,46.55,41.55,1.66,2.83,,,,,,33.06,0.1,,,25.29,0.0
2021-11-05 20:00:00,2021-11-05 21:00:00,74.22,153.85,21.95,37.62,59.57,47.5,42.05,1.75,2.8,,,,,,35.99,0.1,,,24.45,0.0
2021-11-05 21:00:00,2021-11-05 22:00:00,83.47,172.6,26.61,37.39,64.0,48.04,42.29,1.73,2.8,,,,,,35.92,0.17,,,24.14,0.0
2021-11-05 22:00:00,2021-11-05 23:00:00,87.45,186.78,28.43,35.87,64.31,49.77,42.08,1.59,2.47,,,,,,35.52,0.25,,,23.82,0.0
2021-11-05 23:00:00,2021-11-06 00:00:00,108.4,239.37,30.05,35.81,65.86,50.31,41.97,1.61,2.58,,,,,,36.99,0.38,,,23.1,0.0
2021-11-06 00:00:00,2021-11-06 01:00:00,92.38,192.97,31.08,34.07,65.16,51.41,40.6,1.47,2.49,,,,,,34.97,0.46,,,22.91,0.0
2021-11-06 01:00:00,2021-11-06 02:00:00,53.52,115.33,31.96,33.64,65.59,50.73,40.16,1.48,2.49,,,,,,36.2,0.39,1.16,,22.3,0.0
2021-11-06 02:00:00,2021-11-06 03:00:00,49.22,101.88,32.07,32.77,64.83,52.32,40.16,1.47,2.47,,,,,,39.35,0.32,2.04,,21.28,0.0
2021-11-06 03:00:00,2021-11-06 04:00:00,51.17,105.33,32.61,32.25,64.86,51.38,39.83,1.44,2.38,,,,,,40.26,0.39,6.17,,20.83,0.0
2021-11-06 04:00:00,2021-11-06 05:00:00,41.12,86.55,32.6,31.83,64.43,51.19,39.58,1.45,2.39,,,,,,43.29,0.38,4.6,,20.23,0.0
2021-11-06 05:00:00,2021-11-06 06:00:00,51.98,115.28,32.51,29.11,61.62,50.46,38.63,1.47,2.63,,,,,,46.27,0.52,0.66,,19.53,0.0
2021-11-06 06:00:00,2021-11-06 07:00:00,55.77,118.82,32.74,32.07,64.81,51.58,37.73,1.68,2.0,,,,,,47.4,0.72,119.86,,19.17,0.0
2021-11-06 07:00:00,2021-11-06 08:00:00,44.67,94.7,33.81,29.08,62.89,50.87,37.15,1.64,2.36,,,,,,44.65,0.78,178.59,,19.64,0.0
2021-11-06 08:00:00,2021-11-06 09:00:00,52.38,108.8,33.75,31.93,65.68,51.26,38.42,1.67,2.26,,,,,,36.78,0.88,226.32,,21.98,0.0
2021-11-06 09:00:00,2021-11-06 10:00:00,74.95,157.0,32.98,29.72,62.7,51.17,37.14,1.67,2.64,,,,,,30.54,0.96,101.77,,24.35,0.0
2021-11-06 10:00:00,2021-11-06 11:00:00,59.35,129.45,30.81,32.44,63.26,50.99,38.78,1.65,2.98,,,,,,25.43,1.04,100.12,,26.62,0.0
2021-11-06 11:00:00,2021-11-06 12:00:00,76.73,166.1,26.87,31.43,58.3,49.5,38.78,1.62,3.23,,,,,,23.55,1.11,185.24,,28.19,0.0
2021-11-06 12:00:00,2021-11-06 13:00:00,49.33,117.32,23.16,31.13,54.29,48.58,38.34,1.59,3.02,,,,,,23.98,1.25,357.91,,29.0,0.0
2021-11-06 13:00:00,2021-11-06 14:00:00,56.85,131.32,20.48,29.83,50.32,46.92,37.89,1.54,3.14,,,,,,22.59,0.72,95.16,,30.26,0.0
2021-11-06 14:00:00,2021-11-06 15:00:00,52.02,124.8,19.11,29.01,48.12,45.86,37.59,1.49,3.03,,,,,,24.29,0.81,12.8,,29.49,0.0
2021-11-06 15:00:00,2021-11-06 16:00:00,57.48,145.45,17.62,28.85,46.47,46.06,37.53,1.52,3.09,,,,,,26.08,0.54,3.17,,29.15,0.0
2021-11-06 16:00:00,2021-11-06 17:00:00,47.03,102.03,17.02,27.37,44.39,43.98,36.66,1.66,2.76,,,,,,29.29,0.28,85.82,,28.43,0.0
2021-11-06 17:00:00,2021-11-06 18:00:00,69.8,142.6,18.31,31.07,49.39,45.87,36.28,1.87,2.78,,,,,,29.92,0.38,331.42,,27.41,0.0
2021-11-06 18:00:00,2021-11-06 19:00:00,75.1,159.77,20.75,31.59,52.34,45.89,38.07,1.84,2.92,,,,,,32.7,0.24,3.42,,25.92,0.0
2021-11-06 19:00:00,2021-11-06 20:00:00,102.92,221.15,22.96,33.12,56.08,46.26,38.27,1.88,2.85,,,,,,33.55,0.17,0.72,,24.6,0.0
2021-11-06 20:00:00,2021-11-06 21:00:00,71.85,154.18,25.85,32.64,58.48,47.45,38.27,1.8,2.63,,,,,,30.84,0.25,131.15,,23.99,0.0
2021-11-06 21:00:00,2021-11-06 22:00:00,58.57,124.35,26.66,32.5,59.16,48.57,38.13,1.73,2.5,,,,,,31.61,0.16,27.32,,23.38,0.0
2021-11-06 22:00:00,2021-11-06 23:00:00,56.1,122.53,28.04,31.89,59.94,49.32,38.19,1.77,2.44,,,,,,36.17,0.09,24.68,,21.65,0.0
2021-11-06 23:00:00,2021-11-07 00:00:00,70.77,154.6,28.65,32.04,60.68,48.66,37.86,1.76,2.46,,,,,,37.02,0.13,7.22,,21.48,0.0
2021-11-07 00:00:00,2021-11-07 01:00:00,72.27,152.68,28.44,31.37,59.81,49.11,40.2,1.64,2.36,,,,,,35.52,0.52,1.97,,21.98,0.0
2021-11-07 01:00:00,2021-11-07 02:00:00,63.75,136.78,28.89,31.0,59.89,49.43,39.75,1.61,2.26,,,,,,37.24,0.52,12.03,,21.56,0.0
2021-11-07 02:00:00,2021-11-07 03:00:00,49.07,110.22,28.45,29.85,58.3,49.55,39.36,1.59,2.35,,,,,,39.54,0.43,24.42,,20.94,0.0
2021-11-07 03:00:00,2021-11-07 04:00:00,49.85,118.53,28.08,30.23,58.31,49.27,39.25,1.58,2.25,,,,,,42.27,0.4,28.95,,20.16,0.0
2021-11-07 04:00:00,2021-11-07 05:00:00,44.1,96.9,27.85,29.77,57.63,49.16,39.11,1.57,2.3,,,,,,43.85,0.41,141.32,,19.71,0.0
2021-11-07 05:00:00,2021-11-07 06:00:00,29.75,61.28,28.31,29.33,57.64,49.07,38.93,1.56,2.24,,,,,,45.68,0.49,336.12,,19.01,0.0
2021-11-07 06:00:00,2021-11-07 07:00:00,32.0,65.7,28.35,29.39,57.74,49.51,38.67,1.56,2.32,,,,,,45.55,0.52,341.3,,18.71,0.0
2021-11-07 07:00:00,2021-11-07 08:00:00,38.85,85.12,28.38,29.51,57.88,48.75,38.6,1.59,2.2,,,,,,42.97,0.7,95.9,,19.41,0.0
