From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),RF (mm),AT (degree C)
2022-06-01 07:00:00,2022-06-01 08:00:00,150.5,266.5,9.93,96.57,122.45,41.6,56.12,0.0,21.9,3.2,5.43,,,,,62.25,2.53,82.5,122.5,740.0,3.12,0.0,33.45
2022-06-01 08:00:00,2022-06-01 09:00:00,191.0,311.0,3.35,63.88,214.15,25.7,60.5,0.0,57.47,3.0,5.68,,,,,49.25,3.15,104.25,214.0,740.0,3.1,0.0,36.22
2022-06-01 09:00:00,2022-06-01 10:00:00,152.0,264.0,1.7,48.4,289.3,18.77,54.45,0.0,97.53,1.92,4.12,,,,,42.5,3.48,139.5,289.25,740.0,1.58,0.0,38.7
2022-06-01 10:00:00,2022-06-01 11:00:00,87.5,212.5,1.15,39.62,346.3,15.4,34.53,0.0,119.45,1.15,3.45,,,,,37.75,3.95,183.0,346.25,740.0,1.2,0.0,40.67
2022-06-01 11:00:00,2022-06-01 12:00:00,51.0,168.0,0.4,26.32,379.8,9.95,30.38,0.0,120.18,0.75,3.15,,,,,32.5,2.93,208.5,380.0,740.0,0.88,0.0,42.62
2022-06-01 12:00:00,2022-06-01 13:00:00,33.75,114.25,1.37,21.15,379.23,8.43,24.12,0.0,121.0,0.4,3.02,,,,,28.75,2.97,208.75,379.25,740.0,0.73,0.0,43.75
2022-06-01 13:00:00,2022-06-01 14:00:00,26.0,97.25,0.55,19.0,369.75,7.1,18.77,0.0,118.5,0.3,3.05,,,,,28.0,3.28,202.5,369.75,740.0,0.7,0.0,44.62
2022-06-01 14:00:00,2022-06-01 15:00:00,22.75,95.5,0.9,19.2,318.4,7.65,12.95,0.0,115.6,0.22,3.1,,,,,28.0,2.95,166.5,318.5,740.0,0.7,0.0,45.25
2022-06-01 15:00:00,2022-06-01 16:00:00,24.5,93.25,1.85,19.7,244.43,8.4,23.18,0.0,143.47,0.23,3.2,,,,,28.25,2.58,118.25,244.25,740.0,0.73,0.0,45.45
2022-06-01 16:00:00,2022-06-01 17:00:00,30.5,107.5,0.2,22.25,173.75,8.35,22.33,0.0,134.42,0.7,3.15,,,,,28.0,2.12,90.5,173.75,740.0,0.7,0.0,45.15
2022-06-01 17:00:00,2022-06-01 18:00:00,26.75,103.25,0.2,19.68,55.1,7.12,16.07,0.0,121.2,1.55,2.98,,,,,29.25,1.6,55.75,55.25,740.0,0.75,0.0,43.2
2022-06-01 18:00:00,2022-06-01 19:00:00,29.5,109.25,1.05,34.3,17.25,13.35,16.68,0.0,82.15,0.65,2.9,,,,,38.0,2.8,37.5,17.5,740.0,0.78,0.0,40.4
2022-06-01 19:00:00,2022-06-01 20:00:00,32.0,133.25,4.6,43.05,8.2,16.15,27.15,0.0,63.22,0.72,3.25,,,,,36.25,5.25,42.25,8.25,740.0,1.08,0.0,38.85
2022-06-01 20:00:00,2022-06-01 21:00:00,34.25,150.0,0.77,37.78,7.95,14.32,23.1,0.0,47.05,0.62,3.33,,,,,34.75,4.15,40.5,8.0,740.0,1.1,0.0,38.22
2022-06-01 21:00:00,2022-06-01 22:00:00,32.25,128.0,0.87,50.82,7.97,19.3,24.18,0.0,37.0,0.58,3.35,,,,,36.5,5.9,39.25,8.0,740.0,1.12,0.0,37.35
2022-06-01 22:00:00,2022-06-01 23:00:00,32.25,126.5,0.5,44.6,7.93,16.62,18.43,0.0,41.35,0.68,3.5,,,,,35.75,6.22,55.0,8.0,740.0,1.25,0.0,37.33
2022-06-01 23:00:00,2022-06-02 00:00:00,33.0,106.0,1.35,45.85,7.95,17.88,32.33,0.0,32.62,0.85,3.85,,,,,40.25,3.02,55.75,8.0,740.0,1.55,0.0,35.67
2022-06-02 00:00:00,2022-06-02 01:00:00,47.25,114.0,1.52,44.6,7.93,17.45,42.77,0.0,25.75,1.05,3.88,,,,,43.0,2.65,56.25,8.0,740.0,1.4,0.0,34.65
2022-06-02 01:00:00,2022-06-02 02:00:00,59.75,117.5,1.4,47.4,8.0,18.45,45.5,0.0,12.6,1.2,3.98,,,,,44.0,1.88,56.0,8.0,740.0,1.38,0.0,34.1
2022-06-02 02:00:00,2022-06-02 03:00:00,50.75,110.25,0.5,49.0,8.2,18.5,36.8,0.0,14.93,0.93,3.77,,,,,46.25,1.12,44.75,8.0,740.0,1.0,0.0,33.1
2022-06-02 03:00:00,2022-06-02 04:00:00,57.75,114.5,0.65,50.95,8.28,19.32,61.92,0.0,14.5,0.93,3.35,,,,,47.75,1.3,41.25,8.0,740.0,0.92,0.0,32.28
2022-06-02 04:00:00,2022-06-02 05:00:00,75.0,139.75,2.12,55.45,8.28,21.85,79.13,0.0,8.7,1.12,3.1,,,,,49.75,1.9,40.5,8.0,740.0,0.9,0.0,31.65
2022-06-02 05:00:00,2022-06-02 06:00:00,75.0,166.0,2.02,59.12,13.57,23.18,38.73,0.0,8.35,1.15,3.15,,,,,51.5,3.2,40.75,13.25,740.0,1.03,0.0,31.5
2022-06-02 06:00:00,2022-06-02 07:00:00,52.0,120.0,6.28,62.4,55.23,26.82,34.52,0.0,8.68,1.1,3.9,,,,,51.5,1.32,64.75,55.25,740.0,1.43,0.0,32.45
2022-06-02 07:00:00,2022-06-02 08:00:00,67.5,146.5,6.65,55.05,127.97,24.27,47.53,0.0,22.33,1.27,4.25,,,,,46.75,1.33,82.75,128.0,740.0,1.45,0.0,35.32
2022-06-02 08:00:00,2022-06-02 09:00:00,74.25,150.5,2.45,35.05,210.52,14.48,52.08,0.0,49.57,1.43,3.58,,,,,40.5,1.77,101.0,210.5,740.0,1.32,0.0,38.0
2022-06-02 09:00:00,2022-06-02 10:00:00,60.5,139.0,1.65,28.47,281.62,11.55,41.05,0.0,71.72,1.02,3.33,,,,,36.25,1.5,139.75,281.75,740.0,0.97,0.0,40.15
2022-06-02 10:00:00,2022-06-02 11:00:00,51.5,137.0,0.57,25.52,344.35,9.72,32.53,0.0,89.65,1.05,3.2,,,,,35.5,2.45,182.0,344.5,740.0,0.8,0.0,40.73
2022-06-02 11:00:00,2022-06-02 12:00:00,43.75,136.5,,24.83,381.08,8.75,31.0,0.0,98.65,0.62,3.0,,,,,33.0,2.67,209.0,381.0,740.0,0.73,0.0,42.2
2022-06-02 12:00:00,2022-06-02 13:00:00,33.25,124.25,0.57,19.1,396.8,7.45,26.3,0.0,111.9,0.45,2.9,,,,,30.0,2.15,221.5,397.0,740.0,0.67,0.0,43.83
2022-06-02 13:00:00,2022-06-02 14:00:00,31.0,117.25,0.98,17.27,372.15,7.0,19.35,0.0,115.82,0.33,2.88,,,,,28.25,2.05,202.5,372.0,740.0,0.65,0.0,45.05
2022-06-02 14:00:00,2022-06-02 15:00:00,46.25,131.75,0.5,17.05,284.73,6.05,15.23,0.0,120.65,0.25,2.62,,,,,27.75,2.12,151.25,284.75,740.0,0.55,0.0,45.73
2022-06-02 15:00:00,2022-06-02 16:00:00,77.0,171.0,0.55,18.43,244.85,7.2,10.38,0.0,116.15,0.3,2.95,,,,,27.5,2.58,123.5,244.75,740.0,0.7,0.0,45.58
2022-06-02 16:00:00,2022-06-02 17:00:00,33.33,114.0,1.02,21.83,150.88,8.7,9.4,0.0,111.6,0.3,3.33,,,,,30.25,2.95,89.0,150.75,740.0,0.85,0.0,44.35
2022-06-02 17:00:00,2022-06-02 18:00:00,36.75,133.75,0.73,27.78,85.05,10.75,13.0,0.0,92.2,0.43,3.33,,,,,34.25,1.15,70.5,85.0,740.0,0.93,0.0,43.17
2022-06-02 18:00:00,2022-06-02 19:00:00,39.5,159.25,0.28,30.53,31.85,11.55,15.92,0.0,90.52,0.43,3.35,,,,,35.5,2.27,61.25,32.0,740.0,1.05,0.0,41.4
2022-06-02 19:00:00,2022-06-02 20:00:00,48.75,148.5,0.25,44.65,8.62,16.55,35.88,0.0,67.4,1.05,3.27,,,,,40.75,1.0,43.25,8.5,740.0,1.1,0.0,38.65
2022-06-02 20:00:00,2022-06-02 21:00:00,69.25,174.75,0.63,48.23,8.03,18.18,30.25,0.0,52.65,1.37,3.08,,,,,44.0,0.3,37.5,8.0,740.0,1.15,0.0,37.17
2022-06-02 21:00:00,2022-06-02 22:00:00,61.25,167.75,1.75,58.98,8.0,22.95,23.77,0.0,34.97,1.25,3.02,,,,,45.25,0.47,40.25,8.0,740.0,1.12,0.0,36.5
2022-06-02 22:00:00,2022-06-02 23:00:00,66.0,171.75,2.37,73.92,8.08,28.48,29.13,0.0,22.25,1.62,3.4,,,,,47.0,1.2,41.25,8.0,740.0,1.52,0.0,35.5
2022-06-02 23:00:00,2022-06-03 00:00:00,79.25,184.0,0.63,62.88,7.95,23.68,32.15,0.0,19.12,1.88,3.48,,,,,49.0,0.78,51.5,8.0,740.0,1.48,0.0,34.67
2022-06-03 00:00:00,2022-06-03 01:00:00,83.5,182.5,2.0,87.03,7.97,33.55,32.38,0.0,8.93,2.33,3.83,,,,,49.75,0.8,58.0,8.0,740.0,1.82,0.0,35.05
2022-06-03 01:00:00,2022-06-03 02:00:00,84.25,194.5,4.15,94.55,7.97,37.58,25.78,0.0,5.7,2.4,4.02,,,,,52.25,0.95,57.0,8.0,740.0,2.17,0.0,34.42
2022-06-03 02:00:00,2022-06-03 03:00:00,80.5,190.5,17.2,120.2,7.97,54.5,22.1,0.0,3.82,2.4,4.22,,,,,51.0,1.12,56.25,8.0,740.0,2.58,0.0,33.95
2022-06-03 03:00:00,2022-06-03 04:00:00,75.75,188.0,18.15,117.8,8.08,54.2,24.02,0.0,3.73,2.38,5.65,,,,,47.0,1.85,47.25,8.0,739.25,4.2,0.0,33.55
2022-06-03 04:00:00,2022-06-03 05:00:00,85.75,182.75,10.92,107.08,8.1,46.08,32.9,0.0,3.87,1.75,5.4,,,,,43.0,2.95,40.5,8.0,740.0,3.77,0.0,33.43
2022-06-03 05:00:00,2022-06-03 06:00:00,132.5,214.0,12.95,107.5,10.97,47.4,72.08,0.0,4.45,1.77,7.07,,,,,42.75,1.62,40.75,10.75,740.0,4.65,0.0,33.1
2022-06-03 06:00:00,2022-06-03 07:00:00,178.75,250.5,13.77,102.15,37.33,45.88,76.6,0.0,7.68,1.8,6.98,,,,,42.75,2.88,46.5,37.25,740.0,4.33,0.0,33.1
2022-06-03 07:00:00,2022-06-03 08:00:00,193.0,266.25,9.7,96.42,114.12,41.43,89.18,0.0,26.9,1.93,6.15,,,,,42.0,2.8,70.0,114.0,740.0,3.3,0.0,34.7
2022-06-03 08:00:00,2022-06-03 09:00:00,203.0,277.25,3.3,71.05,222.02,28.35,84.92,0.0,71.22,2.45,5.65,,,,,40.0,3.88,106.25,222.0,740.0,2.48,0.0,37.2
2022-06-03 09:00:00,2022-06-03 10:00:00,162.0,245.25,1.7,48.35,296.62,18.95,63.85,0.0,113.2,2.1,4.5,,,,,36.75,4.0,151.0,296.5,740.0,1.55,0.0,39.35
2022-06-03 10:00:00,2022-06-03 11:00:00,96.5,174.5,0.72,35.08,362.07,13.45,53.13,0.0,130.9,1.42,3.85,,,,,31.25,3.3,196.0,362.25,740.0,1.08,0.0,42.0
2022-06-03 11:00:00,2022-06-03 12:00:00,45.75,110.5,1.02,26.55,399.5,10.47,40.98,0.0,117.93,0.7,3.38,,,,,27.25,3.35,224.0,399.75,740.0,0.82,0.0,43.93
2022-06-03 12:00:00,2022-06-03 13:00:00,24.25,75.25,1.12,21.65,384.32,8.68,26.77,0.0,117.95,0.38,3.2,,,,,26.0,3.05,215.75,384.25,740.0,0.77,0.0,44.88
2022-06-03 13:00:00,2022-06-03 14:00:00,23.25,72.75,0.62,18.12,375.02,7.1,15.4,0.0,110.38,0.25,3.02,,,,,25.25,3.38,207.5,374.75,740.0,0.67,0.0,45.42
2022-06-03 14:00:00,2022-06-03 15:00:00,18.25,73.75,0.65,16.52,339.62,6.3,11.3,0.0,111.8,0.18,2.3,,,,,24.0,4.8,177.5,339.5,740.0,0.42,0.0,45.53
2022-06-03 15:00:00,2022-06-03 16:00:00,21.75,82.5,0.83,16.95,257.85,6.65,21.15,0.0,134.95,0.23,2.12,,,,,27.5,6.3,120.75,258.0,740.0,0.38,0.0,44.35
2022-06-03 16:00:00,2022-06-03 17:00:00,29.5,90.0,,18.15,178.32,6.38,22.23,0.0,142.42,0.35,2.8,,,,,28.25,3.42,86.25,178.25,740.0,0.6,0.0,44.35
2022-06-03 17:00:00,2022-06-03 18:00:00,27.75,81.75,0.1,18.32,92.02,6.8,14.2,0.0,131.85,0.35,2.95,,,,,30.75,2.98,71.0,92.0,740.0,0.67,0.0,43.35
2022-06-03 18:00:00,2022-06-03 19:00:00,31.75,95.75,0.1,27.3,35.9,10.07,16.65,0.0,106.72,0.55,3.05,,,,,35.75,0.55,61.25,36.0,740.0,0.75,0.0,41.57
2022-06-03 19:00:00,2022-06-03 20:00:00,50.5,143.0,1.23,50.2,9.03,19.35,19.12,0.0,74.67,0.88,3.23,,,,,39.75,1.3,55.25,9.0,740.0,1.27,0.0,39.0
2022-06-03 20:00:00,2022-06-03 21:00:00,64.5,172.25,0.37,62.5,8.18,23.4,70.47,0.0,59.15,1.6,4.12,,,,,42.75,0.53,57.0,8.0,740.0,2.45,0.0,36.95
2022-06-03 21:00:00,2022-06-03 22:00:00,71.5,153.75,4.7,92.92,8.3,36.55,,0.0,43.05,1.88,4.1,,,,,42.75,1.23,43.0,8.0,740.0,2.15,0.0,36.05
2022-06-03 22:00:00,2022-06-03 23:00:00,88.5,158.0,1.25,84.58,8.3,32.2,,0.0,41.12,2.3,3.98,,,,,42.0,0.95,43.0,8.0,740.0,2.33,0.0,36.05
2022-06-03 23:00:00,2022-06-04 00:00:00,85.25,153.75,0.62,78.25,8.3,29.5,124.93,0.0,29.53,2.43,4.75,,,,,37.5,1.98,43.0,8.0,740.0,3.03,0.0,36.15
2022-06-04 00:00:00,2022-06-04 01:00:00,70.75,154.75,0.47,100.62,8.22,37.65,64.37,0.0,13.5,1.82,5.1,,,,,37.75,0.8,44.5,8.0,740.0,2.95,0.0,35.62
2022-06-04 01:00:00,2022-06-04 02:00:00,69.25,165.25,2.48,115.22,8.1,44.3,33.35,0.0,4.1,1.83,6.82,,,,,41.0,0.88,61.0,8.0,740.0,4.92,0.0,34.53
2022-06-04 02:00:00,2022-06-04 03:00:00,71.25,160.5,21.2,142.9,8.12,65.3,45.1,0.0,3.98,1.87,6.97,,,,,42.5,2.88,59.75,8.0,740.0,4.45,0.0,34.08
2022-06-04 03:00:00,2022-06-04 04:00:00,86.0,181.0,25.38,136.32,8.17,65.2,40.15,0.0,3.77,1.88,8.57,,,,,44.0,1.62,56.5,8.0,740.0,5.7,0.0,33.22
2022-06-04 04:00:00,2022-06-04 05:00:00,105.25,190.25,21.38,127.3,8.12,59.55,58.1,0.0,3.52,2.02,8.45,,,,,40.0,1.75,57.0,8.0,740.0,6.3,0.0,33.4
2022-06-04 05:00:00,2022-06-04 06:00:00,145.75,212.25,18.47,109.28,15.03,51.22,50.3,0.0,5.28,2.08,7.68,,,,,44.75,2.0,48.5,15.0,740.0,6.4,0.0,32.23
2022-06-04 06:00:00,2022-06-04 07:00:00,159.5,229.75,22.72,108.78,56.85,53.43,67.15,0.0,7.88,2.15,7.2,,,,,46.25,3.58,53.25,57.0,740.0,6.07,0.0,32.12
2022-06-04 07:00:00,2022-06-04 08:00:00,198.25,257.75,5.1,80.05,131.68,32.7,105.77,0.0,33.52,2.62,6.1,,,,,42.5,2.12,71.5,131.75,740.0,4.6,0.0,34.4
2022-06-04 08:00:00,2022-06-04 09:00:00,186.25,252.0,2.35,50.98,217.52,20.3,69.7,0.0,67.38,2.53,4.5,,,,,36.75,3.25,95.5,217.75,740.0,1.82,0.0,37.33
2022-06-04 09:00:00,2022-06-04 10:00:00,101.25,185.0,2.12,37.83,295.62,15.3,52.97,0.0,100.12,1.8,3.38,,,,,33.25,3.12,146.5,295.75,740.0,1.05,0.0,40.88
2022-06-04 10:00:00,2022-06-04 11:00:00,60.25,149.0,1.7,29.88,357.18,12.1,39.3,0.0,121.6,1.2,3.3,,,,,29.25,3.17,192.75,357.25,740.0,1.03,0.0,43.27
2022-06-04 11:00:00,2022-06-04 12:00:00,32.25,100.25,0.57,22.08,386.65,8.4,33.12,0.0,121.33,0.57,3.15,,,,,27.0,3.07,215.5,386.5,740.0,0.75,0.0,44.92
2022-06-04 12:00:00,2022-06-04 13:00:00,26.5,88.25,1.08,20.57,375.8,8.28,28.4,0.0,124.22,0.43,3.15,,,,,25.75,3.12,210.75,375.5,740.0,0.73,0.0,45.67
2022-06-04 13:00:00,2022-06-04 14:00:00,25.5,87.5,1.27,18.68,364.3,7.35,24.1,0.0,123.58,0.33,3.07,,,,,25.0,3.1,199.5,364.25,740.0,0.7,0.0,46.07
2022-06-04 14:00:00,2022-06-04 15:00:00,26.5,105.75,1.2,17.73,324.95,7.08,20.95,0.0,115.47,0.25,2.98,,,,,24.25,3.2,167.25,325.0,740.0,0.67,0.0,46.3
2022-06-04 15:00:00,2022-06-04 16:00:00,24.75,128.25,0.9,16.57,257.23,6.2,23.6,0.0,112.37,0.2,2.85,,,,,25.25,3.18,117.5,257.0,740.0,0.6,0.0,46.17
2022-06-04 16:00:00,2022-06-04 17:00:00,25.25,77.75,1.37,14.95,179.55,6.12,29.3,0.0,129.07,0.23,2.8,,,,,27.0,3.78,81.5,179.75,740.0,0.6,0.0,45.02
2022-06-04 17:00:00,2022-06-04 18:00:00,29.5,97.0,0.75,17.27,91.05,6.58,28.88,0.0,129.12,0.32,2.73,,,,,29.0,2.62,59.75,91.0,740.0,0.6,0.0,43.85
2022-06-04 18:00:00,2022-06-04 19:00:00,33.5,117.5,0.5,25.25,28.77,9.55,27.05,0.0,108.35,0.47,2.75,,,,,33.0,1.45,52.25,28.75,740.0,0.8,0.0,42.27
2022-06-04 19:00:00,2022-06-04 20:00:00,44.25,161.75,0.9,35.6,9.0,13.6,27.02,0.0,84.82,0.95,3.05,,,,,37.5,0.77,59.0,9.0,740.0,1.1,0.0,39.85
2022-06-04 20:00:00,2022-06-04 21:00:00,54.75,162.0,1.22,49.98,8.17,19.3,26.15,0.0,57.75,1.15,3.3,,,,,41.25,0.45,55.75,8.0,740.0,1.68,0.0,37.65
2022-06-04 21:00:00,2022-06-04 22:00:00,61.25,170.25,0.7,68.4,8.18,25.67,27.97,0.0,38.03,1.15,3.25,,,,,44.0,0.93,58.25,8.0,740.0,1.4,0.0,36.6
2022-06-04 22:00:00,2022-06-04 23:00:00,78.5,207.25,1.05,123.47,8.22,46.57,113.57,0.0,14.75,2.1,5.05,,,,,45.25,2.15,55.25,8.0,740.0,3.3,0.0,35.62
2022-06-04 23:00:00,2022-06-05 00:00:00,92.5,190.25,2.32,108.5,8.3,41.73,70.42,0.0,24.82,2.1,3.92,,,,,40.75,2.72,43.25,8.0,740.0,2.2,0.0,36.05
2022-06-05 00:00:00,2022-06-05 01:00:00,92.5,198.75,5.83,160.4,8.3,63.02,61.8,0.0,6.53,2.4,4.75,,,,,40.5,1.93,41.25,8.0,740.0,4.33,0.0,35.58
2022-06-05 01:00:00,2022-06-05 02:00:00,92.0,226.75,11.8,157.65,8.3,65.42,37.8,0.0,3.9,2.7,5.7,,,,,38.0,2.55,43.25,8.0,740.0,6.25,0.0,35.8
2022-06-05 02:00:00,2022-06-05 03:00:00,112.75,242.0,20.5,140.2,8.22,63.8,65.7,0.0,4.6,2.8,6.2,,,,,39.25,2.38,47.25,8.0,740.0,5.68,0.0,34.75
2022-06-05 03:00:00,2022-06-05 04:00:00,143.0,247.5,21.18,134.9,8.15,62.3,62.3,0.0,3.07,2.92,7.72,,,,,41.75,2.1,58.75,8.0,740.0,3.4,0.0,33.45
2022-06-05 04:00:00,2022-06-05 05:00:00,161.75,255.25,12.1,119.3,8.17,51.3,81.3,0.0,3.98,2.78,7.75,,,,,41.0,2.2,58.25,8.0,740.0,7.35,0.0,33.23
2022-06-05 05:00:00,2022-06-05 06:00:00,179.25,252.0,8.9,101.47,13.62,42.88,67.55,0.0,5.1,2.72,7.07,,,,,40.0,1.6,58.0,13.75,740.0,5.08,0.0,32.95
2022-06-05 06:00:00,2022-06-05 07:00:00,162.5,232.75,8.35,91.67,60.23,38.9,54.78,0.0,11.47,2.52,6.53,,,,,39.5,2.1,68.0,60.0,740.0,4.07,0.0,33.4
2022-06-05 07:00:00,2022-06-05 08:00:00,130.5,208.25,6.72,70.42,137.1,30.05,49.67,0.0,27.48,1.95,4.95,,,,,40.0,2.15,72.25,137.25,740.0,2.95,0.0,34.88
2022-06-05 08:00:00,2022-06-05 09:00:00,95.75,198.0,1.95,35.25,221.22,14.23,34.77,0.0,51.57,1.35,3.65,,,,,34.5,4.38,96.5,221.25,740.0,1.62,0.0,37.03
2022-06-05 09:00:00,2022-06-05 10:00:00,46.0,194.0,1.68,23.45,303.2,9.68,22.12,0.0,60.67,0.68,2.98,,,,,30.75,5.92,150.25,303.25,740.0,0.85,0.0,39.7
2022-06-05 10:00:00,2022-06-05 11:00:00,33.75,203.5,0.2,20.17,368.28,7.57,17.6,0.0,66.35,0.35,2.8,,,,,29.5,7.15,199.25,368.5,740.0,0.65,0.0,41.52
2022-06-05 11:00:00,2022-06-05 12:00:00,32.75,208.25,1.43,16.85,403.58,7.12,15.28,0.0,68.73,0.25,2.78,,,,,27.75,6.02,227.5,403.75,740.0,0.62,0.0,43.5
2022-06-05 12:00:00,2022-06-05 13:00:00,31.25,189.75,0.38,16.62,408.0,6.43,15.3,0.0,74.4,0.2,2.82,,,,,27.0,4.88,230.25,407.75,740.0,0.62,0.0,44.95
2022-06-05 13:00:00,2022-06-05 14:00:00,27.25,173.5,0.2,18.02,398.05,6.5,12.22,0.0,79.58,0.12,2.95,,,,,25.0,3.77,222.5,398.25,740.0,0.67,0.0,46.1
2022-06-05 14:00:00,2022-06-05 15:00:00,20.75,120.5,1.1,19.85,349.88,7.85,8.82,0.0,83.05,0.1,3.28,,,,,23.25,3.23,188.5,350.0,740.0,0.77,0.0,47.08
2022-06-05 15:00:00,2022-06-05 16:00:00,16.5,76.75,0.47,19.38,277.18,7.3,9.57,0.0,79.8,0.1,3.45,,,,,23.75,4.65,137.75,277.25,740.0,0.9,0.0,46.62
2022-06-05 16:00:00,2022-06-05 17:00:00,16.25,86.0,0.4,16.57,192.78,6.35,12.67,0.0,78.33,0.1,3.12,,,,,24.5,3.47,90.0,192.75,740.0,0.73,0.0,46.15
2022-06-05 17:00:00,2022-06-05 18:00:00,19.5,92.0,0.77,16.82,108.0,6.57,8.6,0.0,70.67,0.1,2.93,,,,,26.0,3.62,66.0,108.25,740.0,0.62,0.0,44.62
2022-06-05 18:00:00,2022-06-05 19:00:00,19.75,121.0,0.5,22.68,40.73,8.53,10.58,0.0,61.97,0.12,2.78,,,,,28.25,2.12,47.0,40.75,740.0,0.6,0.0,42.88
2022-06-05 19:00:00,2022-06-05 20:00:00,26.75,170.75,0.77,29.15,9.75,11.07,12.57,0.0,53.25,0.2,2.8,,,,,29.0,1.8,39.0,9.5,740.0,0.7,0.0,40.85
2022-06-05 20:00:00,2022-06-05 21:00:00,35.75,149.5,0.3,44.67,8.15,16.77,12.85,0.0,33.78,0.4,2.85,,,,,31.0,1.5,48.25,8.0,740.0,0.92,0.0,39.83
2022-06-05 21:00:00,2022-06-05 22:00:00,47.75,178.75,0.7,74.38,8.12,28.1,17.88,0.0,16.52,0.95,3.2,,,,,36.75,1.7,61.25,8.0,740.0,1.45,0.0,37.98
2022-06-05 22:00:00,2022-06-05 23:00:00,50.0,178.0,0.6,56.55,8.2,20.92,22.6,0.0,25.45,1.23,3.38,,,,,39.0,1.45,58.75,8.0,740.0,1.32,0.0,36.9
2022-06-05 23:00:00,2022-06-06 00:00:00,55.0,180.25,0.2,58.08,8.15,21.7,50.9,0.0,27.88,2.42,3.55,,,,,36.25,2.75,56.75,8.0,740.0,1.45,0.0,37.52
2022-06-06 00:00:00,2022-06-06 01:00:00,73.25,217.5,1.97,111.98,8.18,42.8,48.3,0.0,7.58,2.95,3.8,,,,,37.0,1.68,56.0,8.0,740.0,2.57,0.0,36.72
2022-06-06 01:00:00,2022-06-06 02:00:00,80.75,216.25,15.28,123.1,8.3,54.55,43.12,0.0,4.5,2.8,3.8,,,,,38.5,0.8,44.0,8.0,740.0,3.0,0.0,34.95
2022-06-06 02:00:00,2022-06-06 03:00:00,75.25,182.5,3.0,88.1,8.3,34.5,58.8,0.0,5.78,1.82,3.72,,,,,35.5,3.1,42.75,8.0,740.0,2.8,0.0,35.38
2022-06-06 03:00:00,2022-06-06 04:00:00,79.0,184.0,3.8,85.55,8.3,34.02,51.8,0.0,7.3,1.88,3.55,,,,,34.75,4.6,40.0,8.0,740.0,2.2,0.0,34.83
2022-06-06 04:00:00,2022-06-06 05:00:00,76.25,168.0,1.6,69.95,8.28,26.48,36.57,0.0,9.98,1.85,3.7,,,,,34.25,3.25,42.75,8.0,740.0,1.97,0.0,34.12
2022-06-06 05:00:00,2022-06-06 06:00:00,66.25,143.5,0.65,55.92,14.07,21.23,38.52,0.0,19.23,1.67,3.83,,,,,32.5,3.62,58.0,14.0,740.0,1.73,0.0,34.05
2022-06-06 06:00:00,2022-06-06 07:00:00,58.75,138.5,1.53,45.57,62.62,17.43,39.2,0.0,29.6,1.55,3.43,,,,,33.0,3.03,69.5,62.75,740.0,1.23,0.0,34.45
2022-06-06 07:00:00,2022-06-06 08:00:00,56.25,165.5,1.4,41.27,140.2,16.15,41.95,0.0,39.5,1.55,3.28,,,,,33.0,4.7,85.75,140.25,740.0,1.05,0.0,35.98
2022-06-06 08:00:00,2022-06-06 09:00:00,72.0,196.25,3.05,41.82,224.77,17.3,37.27,0.0,57.17,1.6,3.45,,,,,30.5,6.12,107.25,224.75,740.0,1.05,0.0,38.15
2022-06-06 09:00:00,2022-06-06 10:00:00,73.0,186.0,0.78,28.98,302.48,11.25,25.83,0.0,77.45,1.38,3.15,,,,,29.0,5.62,150.25,302.75,740.0,0.93,0.0,39.77
2022-06-06 10:00:00,2022-06-06 11:00:00,44.75,155.75,0.53,23.0,354.05,8.62,21.77,0.0,88.88,0.83,2.75,,,,,28.5,4.15,192.0,354.25,740.0,0.62,0.0,41.93
2022-06-06 11:00:00,2022-06-06 12:00:00,31.25,133.5,1.4,19.53,405.43,7.8,17.48,0.0,93.25,0.45,2.6,,,,,27.0,3.38,228.5,405.5,740.0,0.55,0.0,43.88
2022-06-06 12:00:00,2022-06-06 13:00:00,29.0,121.5,0.57,17.25,410.95,6.78,18.3,0.0,103.58,0.33,2.6,,,,,25.25,2.42,232.5,411.0,740.0,0.5,0.0,45.7
2022-06-06 13:00:00,2022-06-06 14:00:00,27.0,111.5,1.5,17.53,392.48,6.6,12.2,0.0,101.0,0.3,2.75,,,,,24.5,2.58,218.0,392.5,740.0,0.58,0.0,46.47
2022-06-06 14:00:00,2022-06-06 15:00:00,22.0,96.5,0.47,17.65,337.02,6.8,11.9,0.0,105.0,0.3,2.98,,,,,25.0,3.3,178.5,337.0,740.0,0.62,0.0,46.53
2022-06-06 15:00:00,2022-06-06 16:00:00,25.5,99.5,0.82,15.65,274.35,6.3,13.18,0.0,108.65,0.3,3.05,,,,,25.5,4.1,135.0,274.75,740.0,0.62,0.0,45.9
2022-06-06 16:00:00,2022-06-06 17:00:00,28.5,103.75,0.5,16.98,190.07,6.25,13.37,0.0,117.43,0.4,3.0,,,,,28.5,4.65,95.5,190.0,740.0,0.7,0.0,44.65
