From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),RF (mm)
2021-09-18 13:00:00,2021-09-18 14:00:00,,5.6,,,,,13.84,0.34,8.66,,1.88,,,,29.03,44.78,0.6,71.09,779.35,,0.0
2021-09-18 14:00:00,2021-09-18 15:00:00,,,,,,,13.99,0.3,7.81,,2.18,,,,29.66,40.99,0.59,68.15,651.38,,0.0
2021-09-18 15:00:00,2021-09-18 16:00:00,,7.77,,,,,14.41,0.26,7.64,,2.17,,,,29.87,38.91,0.62,46.3,233.33,,0.0
2021-09-18 16:00:00,2021-09-18 17:00:00,,230.07,,,,,13.32,0.34,5.21,,2.06,,,,30.23,37.4,0.42,56.12,347.73,,0.0
2021-09-18 17:00:00,2021-09-18 18:00:00,2.23,20.0,,,,,13.55,0.42,2.31,,1.96,,,,29.36,40.19,0.24,53.0,149.05,,0.0
2021-09-18 18:00:00,2021-09-18 19:00:00,4.27,437.72,,,,,14.16,0.53,0.92,,1.97,,,,25.42,53.79,0.1,168.38,14.9,,0.0
2021-09-18 19:00:00,2021-09-18 20:00:00,8.53,453.42,,,,,14.07,0.81,0.13,,1.88,,,,22.76,69.38,0.1,99.3,8.38,,0.0
2021-09-18 20:00:00,2021-09-18 21:00:00,13.48,453.65,,,,,11.86,1.18,0.02,,1.87,,,,21.62,76.34,0.11,156.94,10.43,,0.0
2021-09-18 21:00:00,2021-09-18 22:00:00,20.0,462.77,,,,,12.36,1.25,0.24,,1.93,,,,20.94,81.24,0.18,174.01,10.9,,0.0
2021-09-18 22:00:00,2021-09-18 23:00:00,27.18,463.12,,,,,12.53,1.19,0.17,,1.98,,,,20.07,83.84,0.11,156.56,9.88,,0.0
2021-09-18 23:00:00,2021-09-19 00:00:00,30.63,458.67,,,,,13.04,1.19,0.14,,2.01,,,,19.42,86.02,0.09,131.67,10.6,,0.0
2021-09-19 00:00:00,2021-09-19 01:00:00,34.32,463.2,,,,,12.98,0.34,0.15,,1.85,,,,19.04,90.0,0.1,125.6,10.57,,0.0
2021-09-19 01:00:00,2021-09-19 02:00:00,36.15,475.95,,,,,12.33,0.31,0.14,,1.74,,,,18.55,90.95,0.21,149.14,10.78,,0.0
2021-09-19 02:00:00,2021-09-19 03:00:00,33.2,471.7,,,,,11.69,0.2,0.13,,1.68,,,,17.91,91.63,0.18,129.17,11.1,,0.0
2021-09-19 03:00:00,2021-09-19 04:00:00,30.45,463.88,,,,,11.54,0.11,0.03,,1.73,,,,17.41,90.91,0.25,107.7,10.98,,0.0
2021-09-19 04:00:00,2021-09-19 05:00:00,31.92,464.43,,,,,13.62,0.3,0.04,,1.94,,,,16.97,91.02,0.28,109.85,11.5,,0.0
2021-09-19 05:00:00,2021-09-19 06:00:00,34.73,473.52,,,,,14.09,0.26,0.13,,2.0,,,,16.59,90.58,0.19,161.78,10.78,,0.0
2021-09-19 06:00:00,2021-09-19 07:00:00,38.48,470.35,,,,,14.07,0.23,0.02,,1.95,,,,16.51,94.88,0.33,113.6,24.48,,0.0
2021-09-19 07:00:00,2021-09-19 08:00:00,41.5,462.3,,,,,14.14,0.33,0.04,,1.96,,,,17.66,89.58,0.31,102.79,121.2,,0.0
2021-09-19 08:00:00,2021-09-19 09:00:00,42.6,125.3,,,,,13.56,0.3,0.41,,1.73,,,,20.16,78.58,0.32,99.95,291.6,,0.0
2021-09-19 09:00:00,2021-09-19 10:00:00,,,,,,,13.39,0.22,2.75,,1.65,,,,23.17,68.42,0.42,141.75,478.27,,0.0
2021-09-19 10:00:00,2021-09-19 11:00:00,,,,,,,13.63,0.08,4.66,,1.8,,,,25.77,57.71,0.34,48.44,686.42,,0.0
2021-09-19 11:00:00,2021-09-19 12:00:00,27.4,32.6,,,,,13.44,0.02,5.7,,1.93,,,,27.42,49.68,0.41,79.87,816.5,,0.0
2021-09-19 12:00:00,2021-09-19 13:00:00,22.65,33.07,,,,,13.34,0.34,7.4,,2.08,,,,28.68,45.78,0.53,60.16,847.62,,0.0
2021-09-19 13:00:00,2021-09-19 14:00:00,17.62,28.03,,,,,13.68,0.34,8.46,,2.17,,,,29.82,44.77,0.38,130.59,793.65,,0.0
2021-09-19 14:00:00,2021-09-19 15:00:00,16.68,31.17,,,,,14.22,0.28,7.12,,2.04,,,,30.35,41.18,0.44,62.52,662.22,,0.0
2021-09-19 15:00:00,2021-09-19 16:00:00,16.2,26.0,,,,,14.99,0.22,7.28,,1.78,,,,30.33,39.64,0.51,53.73,259.23,,0.0
2021-09-19 16:00:00,2021-09-19 17:00:00,22.15,32.2,,,,,13.61,0.36,6.12,,1.58,,,,30.42,38.89,0.46,62.7,333.97,,0.0
2021-09-19 17:00:00,2021-09-19 18:00:00,14.53,31.62,,,,,13.72,0.38,4.02,,1.82,,,,29.16,41.45,0.36,62.52,138.88,,0.0
2021-09-19 18:00:00,2021-09-19 19:00:00,11.88,455.2,,,,,14.0,0.48,1.19,,1.92,,,,25.41,54.82,0.11,56.21,12.35,,0.0
2021-09-19 19:00:00,2021-09-19 20:00:00,15.4,318.65,,,,,13.87,0.81,0.77,,1.97,,,,23.05,65.41,0.12,55.64,8.67,,0.0
2021-09-19 20:00:00,2021-09-19 21:00:00,16.4,323.73,,,,,12.69,0.45,0.86,,2.1,,,,21.51,68.9,0.15,203.63,9.6,,0.0
2021-09-19 21:00:00,2021-09-19 22:00:00,12.3,356.52,,,,,12.71,0.37,1.42,,2.13,,,,20.73,66.94,0.14,133.77,10.12,,0.0
2021-09-19 22:00:00,2021-09-19 23:00:00,14.68,387.2,,,,,14.05,0.41,0.08,,1.92,,,,19.88,78.69,0.21,67.85,10.85,,0.0
2021-09-19 23:00:00,2021-09-20 00:00:00,18.1,384.73,,,,,14.12,0.31,1.26,,1.79,,,,20.68,70.42,0.13,115.2,11.97,,0.0
2021-09-20 00:00:00,2021-09-20 01:00:00,15.58,412.38,,,,,14.37,0.78,1.83,,1.72,,,,20.23,76.29,0.13,267.23,10.25,,0.0
2021-09-20 01:00:00,2021-09-20 02:00:00,13.0,446.98,,,,,14.85,0.91,0.13,,1.68,,,,19.19,86.41,0.18,144.1,11.02,,0.0
2021-09-20 02:00:00,2021-09-20 03:00:00,16.27,351.9,,,,,15.08,0.96,0.26,,1.96,,,,18.34,90.9,0.29,115.57,10.25,,0.0
2021-09-20 03:00:00,2021-09-20 04:00:00,23.12,320.65,,,,,15.77,0.96,0.08,,2.04,,,,17.73,91.34,0.26,107.52,10.73,,0.0
2021-09-20 04:00:00,2021-09-20 05:00:00,27.12,329.98,,,,,13.57,0.32,0.14,,2.11,,,,17.44,94.29,0.22,122.45,10.78,,0.0
2021-09-20 05:00:00,2021-09-20 06:00:00,26.23,349.73,,,,,14.76,0.26,0.2,,1.94,,,,17.2,95.04,0.24,128.08,10.55,,0.0
2021-09-20 06:00:00,2021-09-20 07:00:00,25.55,325.28,,,,,14.76,0.21,0.05,,1.89,,,,16.76,95.78,0.16,93.8,27.2,,0.0
2021-09-20 07:00:00,2021-09-20 08:00:00,29.08,308.2,,,,,14.09,0.25,0.47,,1.83,,,,18.51,88.13,0.37,207.36,135.55,,0.0
2021-09-20 08:00:00,2021-09-20 09:00:00,31.9,84.4,,,,,12.99,0.34,0.66,,1.68,,,,20.27,78.4,0.32,95.78,274.77,,0.0
2021-09-20 09:00:00,2021-09-20 10:00:00,,,,,,,12.72,0.28,4.6,,1.79,,,,23.86,64.01,0.33,181.3,514.33,,0.0
2021-09-20 10:00:00,2021-09-20 11:00:00,20.57,23.1,,,,,13.03,0.23,5.29,,2.04,,,,25.35,58.89,0.41,45.73,569.0,,0.0
2021-09-20 11:00:00,2021-09-20 12:00:00,19.1,30.0,,,,,13.36,0.17,7.52,,2.21,,,,26.86,53.66,0.56,59.76,694.25,,0.0
2021-09-20 12:00:00,2021-09-20 13:00:00,16.7,,,,,,11.46,0.28,17.96,,2.3,,,,26.82,50.3,0.88,310.3,646.4,,0.0
2021-09-20 13:00:00,2021-09-20 14:00:00,14.55,,,,,,13.32,0.21,13.21,,1.8,,,,26.74,47.18,0.65,307.11,407.43,,0.0
2021-09-20 14:00:00,2021-09-20 15:00:00,13.6,23.33,,,,,13.13,0.14,14.38,,1.85,,,,28.66,42.53,0.66,313.93,720.83,,0.0
2021-09-20 15:00:00,2021-09-20 16:00:00,27.9,,,,,,13.25,0.12,9.25,,1.78,,,,27.65,42.13,0.5,104.86,223.55,,0.0
2021-09-20 16:00:00,2021-09-20 17:00:00,30.43,,,,,,13.16,0.38,4.39,,2.14,,,,26.58,48.02,0.2,98.41,99.65,,0.0
2021-09-20 17:00:00,2021-09-20 18:00:00,27.75,,,,,,13.64,0.53,4.02,,2.26,,,,24.74,58.58,0.15,218.37,31.58,,0.0
2021-09-20 18:00:00,2021-09-20 19:00:00,22.4,,,,,,12.66,0.54,11.25,,2.16,,,,22.22,65.08,1.06,264.3,10.45,,1.25
2021-09-20 19:00:00,2021-09-20 20:00:00,20.48,,,,,,13.9,0.45,4.64,,2.15,,,,16.61,95.97,1.74,49.52,13.28,,1.75
2021-09-20 20:00:00,2021-09-20 21:00:00,19.43,,,,,,13.9,0.34,3.9,,1.96,,,,17.19,83.22,0.71,121.44,14.97,,0.12
2021-09-20 21:00:00,2021-09-20 22:00:00,14.55,,,,,,13.97,0.31,2.48,,1.84,,,,16.65,91.95,0.28,179.7,14.35,,0.0
2021-09-20 22:00:00,2021-09-20 23:00:00,13.0,,,,,,14.2,0.28,1.99,,2.02,,,,16.72,91.83,0.57,149.11,14.65,,0.0
2021-09-20 23:00:00,2021-09-21 00:00:00,11.73,,,,,,15.07,0.27,1.38,,1.98,,,,16.61,90.33,0.17,199.51,12.5,,0.0
2021-09-21 00:00:00,2021-09-21 01:00:00,9.2,,,,,,13.99,0.33,1.25,,2.15,,,,16.18,92.45,0.26,150.18,11.5,,0.0
2021-09-21 01:00:00,2021-09-21 02:00:00,10.05,,,,,,13.68,0.34,2.86,,2.28,,,,16.04,94.58,0.52,254.61,12.38,,0.0
2021-09-21 02:00:00,2021-09-21 03:00:00,11.95,,,,,,14.64,0.35,1.85,,2.3,,,,15.2,97.02,0.32,287.39,10.4,,0.0
2021-09-21 03:00:00,2021-09-21 04:00:00,10.62,,,,,,16.15,0.33,0.29,,2.26,,,,14.53,95.62,0.07,140.1,11.1,,0.0
2021-09-21 04:00:00,2021-09-21 05:00:00,11.22,,,,,,14.93,0.32,0.16,,2.11,,,,14.3,97.61,0.13,199.76,10.9,,0.0
2021-09-21 05:00:00,2021-09-21 06:00:00,19.77,,,,,,14.61,0.41,0.28,,2.03,,,,14.02,99.07,0.42,132.07,11.62,,0.0
2021-09-21 06:00:00,2021-09-21 07:00:00,25.6,,,,,,14.98,0.5,0.12,,2.0,,,,13.69,98.92,0.16,166.39,22.48,,0.0
2021-09-21 07:00:00,2021-09-21 08:00:00,26.05,,,,,,14.39,0.59,0.21,,2.06,,,,14.33,98.35,0.43,124.8,124.47,,0.0
2021-09-21 08:00:00,2021-09-21 09:00:00,25.65,,,,,,13.2,0.38,0.48,,2.2,,,,16.48,89.18,0.52,125.17,324.2,,0.0
2021-09-21 09:00:00,2021-09-21 10:00:00,20.82,,,,,,13.86,0.5,1.08,,2.2,,,,19.23,77.55,0.39,127.3,527.65,,0.0
2021-09-21 10:00:00,2021-09-21 11:00:00,14.68,,,,,,14.43,0.42,1.86,,2.26,,,,21.55,65.61,0.45,109.41,642.95,,0.0
2021-09-21 11:00:00,2021-09-21 12:00:00,10.47,,,,,,15.27,0.28,4.58,,2.31,,,,21.6,62.12,0.29,135.83,355.02,,0.0
2021-09-21 12:00:00,2021-09-21 13:00:00,7.68,,,,,,13.97,0.63,5.81,,2.17,,,,22.75,59.7,0.23,129.69,584.77,,0.0
2021-09-21 13:00:00,2021-09-21 14:00:00,5.75,,,,,,13.99,0.58,6.65,,2.04,,,,23.67,55.24,0.42,134.17,567.52,,0.0
2021-09-21 14:00:00,2021-09-21 15:00:00,4.4,,,,,,12.63,0.52,5.96,,2.07,,,,25.21,46.97,0.4,103.85,726.62,,0.0
2021-09-21 15:00:00,2021-09-21 16:00:00,3.6,,,,,,12.73,0.51,6.29,,2.25,,,,26.06,44.78,0.37,137.91,316.38,,0.0
2021-09-21 16:00:00,2021-09-21 17:00:00,3.05,,,,,,13.27,0.32,6.21,,2.38,,,,26.04,40.77,0.46,141.93,367.75,,0.0
2021-09-21 17:00:00,2021-09-21 18:00:00,2.4,,,,,,13.84,0.3,3.74,,2.49,,,,25.14,42.4,0.31,114.45,133.83,,0.0
2021-09-21 18:00:00,2021-09-21 19:00:00,1.75,,,,,,14.57,0.37,0.45,,2.56,,,,21.8,56.49,0.12,71.38,12.35,,0.0
2021-09-21 19:00:00,2021-09-21 20:00:00,1.4,,,,,,14.72,0.61,0.14,,2.46,,,,19.29,70.43,0.08,215.16,8.38,,0.0
2021-09-21 20:00:00,2021-09-21 21:00:00,3.38,,,,,,11.28,0.59,0.1,,1.9,,,,18.42,79.39,0.18,70.95,10.18,,0.0
2021-09-21 21:00:00,2021-09-21 22:00:00,8.18,,,,,,11.65,0.75,0.06,,1.62,,,,17.96,83.14,0.17,169.94,11.2,,0.0
2021-09-21 22:00:00,2021-09-21 23:00:00,11.82,,,,,,11.87,0.65,0.04,,1.69,,,,17.29,88.39,0.23,87.96,10.75,,0.0
2021-09-21 23:00:00,2021-09-22 00:00:00,17.47,,,,,,12.57,0.6,0.03,,1.99,,,,16.72,90.09,0.18,85.4,10.67,,0.0
2021-09-22 00:00:00,2021-09-22 01:00:00,23.3,,,,,,14.82,0.33,0.07,,2.13,,,,17.02,88.52,0.06,121.29,12.03,,0.0
2021-09-22 01:00:00,2021-09-22 02:00:00,21.83,,,,,,15.26,0.25,0.09,,2.23,,,,16.61,88.21,0.19,101.81,10.65,,0.0
2021-09-22 02:00:00,2021-09-22 03:00:00,22.05,,,,,,14.63,0.17,0.08,,2.18,,,,16.5,91.31,0.15,222.99,11.0,,0.0
2021-09-22 03:00:00,2021-09-22 04:00:00,22.08,,,,,,13.98,0.07,1.32,,2.15,,,,16.34,90.57,0.39,260.69,11.93,,0.0
2021-09-22 04:00:00,2021-09-22 05:00:00,20.83,,,,,,12.99,0.19,3.68,,2.14,,,,16.21,84.23,0.46,268.17,11.0,,0.0
2021-09-22 05:00:00,2021-09-22 06:00:00,15.62,,,,,,13.95,0.15,2.1,,2.15,,,,15.83,83.77,0.32,206.09,10.9,,0.0
2021-09-22 06:00:00,2021-09-22 07:00:00,11.27,,,,,,13.76,0.09,3.98,,2.28,,,,15.85,83.08,0.4,298.84,16.15,,0.0
2021-09-22 07:00:00,2021-09-22 08:00:00,10.05,,,,,,14.41,0.08,3.23,,2.33,,,,16.53,77.92,0.28,258.56,100.0,,0.0
2021-09-22 08:00:00,2021-09-22 09:00:00,10.1,,,,,,13.79,0.35,3.49,,2.41,,,,18.48,71.85,0.36,227.57,316.25,,0.0
2021-09-22 09:00:00,2021-09-22 10:00:00,8.17,,,,,,13.83,0.32,5.96,,2.44,,,,19.77,66.81,0.42,250.22,526.08,,0.0
2021-09-22 10:00:00,2021-09-22 11:00:00,6.05,,,10.29,2.46,8.65,14.15,0.33,6.39,,2.35,,,,22.16,59.5,0.42,183.61,734.27,,0.0
2021-09-22 11:00:00,2021-09-22 12:00:00,10.65,36.63,5.22,4.6,7.68,4.85,14.02,0.38,6.17,,2.37,,,,23.64,52.94,0.46,88.26,841.75,,0.0
2021-09-22 12:00:00,2021-09-22 13:00:00,21.15,41.08,0.45,0.85,0.99,6.83,13.85,0.75,8.13,,2.21,,,,24.6,51.28,0.48,63.36,874.98,,0.0
2021-09-22 13:00:00,2021-09-22 14:00:00,22.35,41.67,3.57,0.84,0.2,6.8,13.83,0.76,14.45,,2.24,,,,25.8,46.84,0.43,269.17,831.83,,0.0
2021-09-22 14:00:00,2021-09-22 15:00:00,20.77,37.12,3.7,0.81,,6.8,13.57,0.71,17.44,,2.38,,,,26.4,44.82,0.58,284.38,742.98,,0.0
2021-09-22 15:00:00,2021-09-22 16:00:00,19.62,37.3,3.52,0.86,,6.78,13.66,0.64,12.24,,2.39,,,,25.16,45.35,0.59,244.34,238.0,,0.0
2021-09-22 16:00:00,2021-09-22 17:00:00,19.88,35.17,3.49,0.87,,6.73,13.95,0.38,9.18,,2.4,,,,24.09,49.22,0.42,249.49,145.0,,0.0
2021-09-22 17:00:00,2021-09-22 18:00:00,19.75,30.8,3.54,0.88,,6.78,14.33,0.39,3.93,,2.3,,,,23.8,45.98,0.25,201.25,116.68,,0.0
2021-09-22 18:00:00,2021-09-22 19:00:00,18.88,29.9,3.4,0.86,,6.7,14.76,0.42,1.3,,2.21,,,,21.09,54.94,0.1,175.56,15.03,,0.0
2021-09-22 19:00:00,2021-09-22 20:00:00,23.57,113.12,3.32,0.87,,6.7,15.08,0.51,0.65,,2.2,,,,19.11,63.05,0.18,196.35,8.82,,0.0
2021-09-22 20:00:00,2021-09-22 21:00:00,24.43,156.78,3.29,0.87,,6.7,13.74,0.39,0.45,,2.17,,,,17.98,69.78,0.19,108.31,9.9,,0.0
2021-09-22 21:00:00,2021-09-22 22:00:00,26.98,126.75,3.38,0.89,,6.7,14.07,0.45,0.27,,2.26,,,,17.37,68.29,0.18,82.37,11.05,,0.0
2021-09-22 22:00:00,2021-09-22 23:00:00,28.93,93.38,3.49,0.9,,6.7,14.48,0.45,0.36,,2.39,,,,16.88,70.86,0.08,267.34,11.0,,0.0
2021-09-22 23:00:00,2021-09-23 00:00:00,27.4,67.2,3.54,0.91,,6.77,14.02,0.43,0.95,,2.39,,,,16.74,70.27,0.45,257.47,11.97,,0.0
2021-09-23 00:00:00,2021-09-23 01:00:00,26.48,61.03,8.9,0.98,4.89,7.0,13.39,0.32,10.5,,2.41,,,,16.86,65.85,0.85,283.98,11.07,,0.0
2021-09-23 01:00:00,2021-09-23 02:00:00,23.18,45.4,8.88,1.0,4.89,7.0,13.93,0.28,6.77,,2.24,,,,15.64,81.0,0.4,153.39,10.55,,0.25
2021-09-23 02:00:00,2021-09-23 03:00:00,18.38,27.4,8.79,0.99,4.78,7.0,13.21,0.21,9.23,,2.12,,,,15.46,81.94,0.93,257.53,13.7,,0.0
2021-09-23 03:00:00,2021-09-23 04:00:00,15.6,22.45,8.73,1.0,4.72,7.0,14.2,0.24,3.8,,2.13,,,,14.75,80.66,0.4,154.93,12.68,,0.0
2021-09-23 04:00:00,2021-09-23 05:00:00,,,8.75,0.98,4.73,6.97,14.85,0.34,2.05,,2.19,,,,14.61,83.91,0.3,116.45,11.97,,0.0
2021-09-23 05:00:00,2021-09-23 06:00:00,12.6,39.43,8.88,0.99,4.87,7.0,15.29,0.34,1.78,,2.35,,,,14.56,83.4,0.12,248.5,11.62,,0.0
2021-09-23 06:00:00,2021-09-23 07:00:00,12.15,40.3,8.96,1.0,4.96,7.0,15.59,0.35,1.62,,2.44,,,,14.45,85.48,0.22,174.78,19.7,,0.0
2021-09-23 07:00:00,2021-09-23 08:00:00,14.1,18.3,8.97,1.0,4.98,7.0,15.21,0.38,2.74,,2.44,,,,14.91,83.75,0.32,259.51,81.07,,0.0
2021-09-23 08:00:00,2021-09-23 09:00:00,12.78,36.85,8.93,0.99,4.92,7.0,13.84,0.4,2.7,,2.34,,,,16.29,76.38,0.24,158.09,175.62,,0.0
2021-09-23 09:00:00,2021-09-23 10:00:00,11.6,43.65,8.74,1.0,4.75,7.0,14.02,0.42,3.11,,2.23,,,,17.09,74.47,0.32,174.53,196.2,,0.0
2021-09-23 10:00:00,2021-09-23 11:00:00,21.03,33.5,8.67,0.99,4.65,7.0,13.95,0.46,2.77,,2.21,,,,17.67,72.76,0.3,112.65,213.9,,0.0
2021-09-23 11:00:00,2021-09-23 12:00:00,20.85,33.55,8.61,0.99,4.6,7.0,13.77,0.5,3.89,,2.28,,,,18.52,68.78,0.42,79.38,304.08,,0.0
2021-09-23 12:00:00,2021-09-23 13:00:00,23.7,34.23,8.71,1.0,4.71,7.0,14.96,0.36,6.33,,2.38,,,,19.65,65.25,0.14,138.44,399.4,,0.0
2021-09-23 13:00:00,2021-09-23 14:00:00,22.7,33.83,8.83,1.01,4.84,7.0,15.19,0.36,8.68,,2.36,,,,22.33,54.36,0.37,51.74,917.03,,0.0
2021-09-23 14:00:00,2021-09-23 15:00:00,19.2,27.25,8.84,1.01,4.84,7.0,15.59,0.34,8.38,,2.38,,,,23.33,48.08,0.56,53.86,764.8,,0.0
2021-09-23 15:00:00,2021-09-23 16:00:00,23.6,30.3,8.88,1.0,4.88,7.0,15.65,0.3,7.93,,2.38,,,,23.55,46.7,0.75,61.6,333.65,,0.0
2021-09-23 16:00:00,2021-09-23 17:00:00,23.75,36.1,8.88,0.99,4.88,7.0,15.15,0.33,5.95,,2.14,,,,23.64,44.71,0.41,72.98,310.35,,0.0
2021-09-23 17:00:00,2021-09-23 18:00:00,22.6,44.0,8.78,0.98,4.77,7.0,15.57,0.31,3.55,,2.26,,,,23.14,46.96,0.45,48.73,136.25,,0.0
2021-09-23 18:00:00,2021-09-23 19:00:00,20.27,47.15,8.41,0.99,4.41,7.0,16.18,0.37,1.04,,2.3,,,,19.81,59.55,0.07,209.69,11.48,,0.0
2021-09-23 19:00:00,2021-09-23 20:00:00,18.3,50.12,8.35,0.99,4.33,7.0,16.01,0.52,0.33,,2.37,,,,17.72,71.14,0.11,93.62,9.18,,0.0
2021-09-23 20:00:00,2021-09-23 21:00:00,19.28,70.02,8.34,0.99,4.33,7.0,13.2,0.5,0.12,,2.45,,,,16.68,82.75,0.14,146.05,10.03,,0.0
2021-09-23 21:00:00,2021-09-23 22:00:00,30.45,98.35,8.36,1.01,4.37,7.0,13.91,0.53,0.2,,2.47,,,,15.85,87.82,0.21,145.1,10.53,,0.0
2021-09-23 22:00:00,2021-09-23 23:00:00,39.1,120.45,8.45,0.99,4.44,7.0,14.68,0.54,0.27,,2.48,,,,15.16,89.43,0.19,79.16,10.0,,0.0
2021-09-23 23:00:00,2021-09-24 00:00:00,41.8,124.63,8.46,1.0,4.46,7.0,14.65,0.5,0.19,,2.4,,,,14.44,91.0,0.08,124.95,10.03,,0.0
2021-09-24 00:00:00,2021-09-24 01:00:00,43.4,114.0,8.96,1.01,4.98,6.97,15.38,0.34,0.14,,2.28,,,,14.47,91.24,0.13,101.3,11.35,,0.0
2021-09-24 01:00:00,2021-09-24 02:00:00,42.65,120.05,8.93,1.03,4.96,7.0,15.09,0.28,0.52,,2.19,,,,14.56,91.36,0.27,305.69,10.85,,0.0
2021-09-24 02:00:00,2021-09-24 03:00:00,41.55,103.25,8.91,1.02,4.93,7.0,14.47,0.18,1.07,,2.25,,,,14.28,91.47,0.35,278.24,10.32,,0.0
2021-09-24 03:00:00,2021-09-24 04:00:00,37.3,77.4,9.01,0.99,5.0,7.0,15.27,0.11,0.8,,2.34,,,,14.18,92.18,0.31,200.64,10.7,,0.0
2021-09-24 04:00:00,2021-09-24 05:00:00,32.35,56.32,9.01,0.99,5.0,7.0,14.64,0.37,0.12,,2.42,,,,13.52,96.0,0.34,123.15,11.12,,0.0
2021-09-24 05:00:00,2021-09-24 06:00:00,27.75,62.42,9.05,1.0,5.05,7.0,14.18,0.44,0.52,,2.45,,,,13.73,92.47,0.66,153.67,12.32,,0.0
2021-09-24 06:00:00,2021-09-24 07:00:00,30.77,90.6,9.06,1.0,5.06,7.0,14.32,0.44,0.86,,2.41,,,,14.22,93.62,1.06,151.05,14.03,,2.0
2021-09-24 07:00:00,2021-09-24 08:00:00,29.92,95.17,9.0,0.99,4.99,7.0,14.14,0.31,2.34,,2.33,,,,14.04,,1.29,143.2,42.55,,0.5
2021-09-24 08:00:00,2021-09-24 09:00:00,23.33,73.78,8.98,0.99,4.96,7.0,13.38,0.32,2.21,,2.28,,,,14.37,100.0,0.98,143.32,75.05,,0.12
2021-09-24 09:00:00,2021-09-24 10:00:00,20.0,43.88,8.62,0.91,1.26,6.3,13.77,0.33,1.76,,2.21,,,,15.24,96.16,0.57,131.22,187.05,,0.0
2021-09-24 10:00:00,2021-09-24 11:00:00,17.48,34.8,,0.48,0.0,5.47,14.15,0.37,2.4,,2.14,,,,17.11,86.86,0.38,121.86,404.73,,0.0
2021-09-24 11:00:00,2021-09-24 12:00:00,13.43,28.07,,0.12,,5.12,15.62,0.43,3.45,,2.05,,,,19.13,75.9,0.62,60.41,443.0,,0.0
2021-09-24 12:00:00,2021-09-24 13:00:00,13.62,32.55,2.43,3.33,7.43,5.03,15.03,0.39,7.35,,1.78,,,,20.4,70.35,0.54,177.99,615.78,,0.0
2021-09-24 13:00:00,2021-09-24 14:00:00,13.73,29.8,2.77,6.12,7.88,5.3,14.9,,4.71,,2.04,,,,21.42,62.07,0.59,51.29,429.02,,0.0
2021-09-24 14:00:00,2021-09-24 15:00:00,10.62,18.15,1.59,6.42,7.01,6.1,13.86,0.44,6.95,,2.21,,,,23.45,55.32,0.51,45.81,736.25,,0.0
2021-09-24 15:00:00,2021-09-24 16:00:00,9.25,14.2,,,,,11.09,0.01,4.35,,2.12,,,,24.8,45.97,0.4,207.69,344.12,,0.0
2021-09-24 16:00:00,2021-09-24 17:00:00,,,,,,,14.17,0.14,14.46,,2.0,,,,23.6,50.44,0.38,42.78,217.32,,0.0
2021-09-24 17:00:00,2021-09-24 18:00:00,14.6,31.2,,,,,15.02,0.15,69.8,,1.91,,,,22.89,55.7,0.26,61.55,108.35,,0.0
2021-09-24 18:00:00,2021-09-24 19:00:00,14.28,32.3,,,,,15.76,0.25,22.71,,2.18,,,,19.88,71.16,0.03,179.64,10.85,,0.12
2021-09-24 19:00:00,2021-09-24 20:00:00,13.72,48.92,,,,,16.33,0.51,,,2.18,,,,17.65,83.02,0.15,102.36,9.3,,0.0
2021-09-24 20:00:00,2021-09-24 21:00:00,20.15,83.83,,,,,14.12,0.22,,,2.14,,,,16.68,88.37,0.12,100.59,10.0,,0.0
2021-09-24 21:00:00,2021-09-24 22:00:00,30.5,107.18,,,,,11.68,0.45,,,2.21,,,,15.91,91.8,0.14,144.83,9.95,,0.0
2021-09-24 22:00:00,2021-09-24 23:00:00,37.15,124.15,,,,,9.57,0.22,,,2.26,,,,15.17,94.03,0.18,101.9,10.12,,0.0
2021-09-24 23:00:00,2021-09-25 00:00:00,37.53,125.77,,,,,8.45,0.07,,,2.26,,,,14.9,94.84,0.14,297.03,10.57,,0.0
2021-09-25 00:00:00,2021-09-25 01:00:00,32.25,109.58,,,,,10.29,0.13,,,2.2,,,,14.43,97.61,0.11,112.42,11.27,,0.0
2021-09-25 01:00:00,2021-09-25 02:00:00,26.38,102.4,,,,,10.23,0.11,,,2.4,,,,14.19,98.75,0.15,200.18,11.15,,0.0
2021-09-25 02:00:00,2021-09-25 03:00:00,27.52,93.9,,,,,9.7,0.08,,,2.29,,,,13.71,99.22,0.13,132.44,10.92,,0.0
2021-09-25 03:00:00,2021-09-25 04:00:00,31.53,85.4,,,,,9.23,0.13,,,2.38,,,,13.19,,0.1,144.87,11.55,,0.0
2021-09-25 04:00:00,2021-09-25 05:00:00,28.38,85.32,,,,,9.97,0.17,,,2.32,,,,12.91,,0.13,174.2,11.8,,0.0
2021-09-25 05:00:00,2021-09-25 06:00:00,28.32,100.08,,,,,9.62,0.12,,,2.3,,,,12.48,98.96,0.28,120.65,10.78,,0.0
