From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),AT (degree C),RF (mm)
2020-03-23 15:00:00,2020-03-23 16:00:00,18.33,33.04,0.8,2.59,1.17,2.62,4.55,0.22,,0.07,0.01,,,0.01,64.83,2.69,135.6,43.04,,,,8.0,0.48
2020-03-23 16:00:00,2020-03-23 17:00:00,22.48,26.88,0.8,2.7,1.25,2.64,4.75,0.36,,0.06,0.12,,0.07,,66.2,2.83,130.6,24.69,,,,8.74,0.1
2020-03-23 17:00:00,2020-03-23 18:00:00,35.06,42.65,0.9,2.64,1.07,2.59,4.71,0.47,,0.13,0.36,,0.21,0.08,66.17,2.42,140.71,7.06,,,,8.65,0.0
2020-03-23 18:00:00,2020-03-23 19:00:00,34.77,42.46,0.94,2.67,1.05,2.69,5.0,0.37,,0.08,0.24,,0.11,,66.86,5.61,151.78,1.02,,,,8.54,0.0
2020-03-23 19:00:00,2020-03-23 20:00:00,32.35,39.59,0.84,2.58,1.12,2.54,4.84,0.4,0.14,0.06,0.03,,0.04,,64.33,2.39,141.52,0.99,,,,8.31,0.0
2020-03-23 20:00:00,2020-03-23 21:00:00,50.4,55.56,0.91,2.72,1.15,2.88,5.15,0.43,,0.14,0.13,,,,72.43,5.25,160.28,1.1,,,,8.86,0.0
2020-03-23 21:00:00,2020-03-23 22:00:00,45.77,60.45,0.92,2.97,1.35,3.31,5.64,0.26,,0.17,0.16,,,,81.19,6.24,184.15,1.26,,,,9.88,0.0
2020-03-23 22:00:00,2020-03-23 23:00:00,33.11,39.4,0.9,2.77,1.21,2.83,4.91,0.21,,0.43,0.0,,,,71.49,4.44,159.38,1.1,,,,8.48,0.0
2020-03-23 23:00:00,2020-03-24 00:00:00,36.29,39.44,1.05,3.27,1.45,3.52,5.98,0.24,,0.46,0.0,,,,88.89,4.73,189.09,1.37,,,,9.92,0.0
2020-03-24 00:00:00,2020-03-24 01:00:00,27.16,31.45,0.97,3.05,1.35,2.95,5.42,0.21,1.07,0.28,0.0,,,,75.61,5.12,166.64,1.14,,,,8.07,0.0
2020-03-24 01:00:00,2020-03-24 02:00:00,40.42,55.24,1.07,3.66,1.73,3.62,6.32,0.24,0.98,0.67,0.0,,,,94.99,6.06,208.1,1.45,,,,9.89,0.0
2020-03-24 02:00:00,2020-03-24 03:00:00,25.32,34.81,1.01,3.27,1.48,3.18,5.65,0.18,2.97,0.73,0.0,,,,80.72,7.57,180.01,1.27,,,,9.05,0.0
2020-03-24 03:00:00,2020-03-24 04:00:00,19.68,23.78,0.7,2.33,1.08,2.32,4.08,0.11,5.49,0.0,0.0,,,,55.93,3.93,143.77,0.92,,,,6.49,0.0
2020-03-24 04:00:00,2020-03-24 05:00:00,11.78,19.03,0.65,1.96,0.83,2.03,3.52,0.1,0.42,0.0,0.0,,,,51.71,4.07,117.9,0.82,,,,5.08,0.0
2020-03-24 05:00:00,2020-03-24 06:00:00,16.03,20.68,0.78,2.45,1.07,2.52,4.3,0.11,1.93,0.0,0.0,,,,62.27,3.76,139.38,12.73,,,,6.4,0.0
2020-03-24 06:00:00,2020-03-24 07:00:00,16.98,18.05,0.79,2.47,1.08,2.5,4.29,0.11,1.29,0.0,0.0,,,,51.83,2.6,133.64,95.26,,,,9.04,0.0
2020-03-24 07:00:00,2020-03-24 08:00:00,18.55,29.93,0.81,2.68,1.24,2.81,4.67,0.17,,0.23,0.0,,,,40.35,1.91,114.82,237.81,,,,14.35,0.0
2020-03-24 08:00:00,2020-03-24 09:00:00,21.7,32.99,0.98,3.11,1.39,3.23,5.43,0.18,,0.37,0.0,,,,44.53,3.43,120.77,390.66,,,,17.31,0.0
2020-03-24 09:00:00,2020-03-24 10:00:00,20.98,30.12,0.87,2.96,1.4,2.92,5.04,0.17,,0.17,0.0,,,,48.43,4.23,106.49,367.65,,,,14.11,0.0
2020-03-24 10:00:00,2020-03-24 11:00:00,29.08,46.38,1.21,3.5,1.43,3.64,6.41,0.23,,0.12,0.0,,,,57.64,5.82,215.79,480.75,,,,18.71,0.0
2020-03-24 11:00:00,2020-03-24 12:00:00,27.37,40.07,1.11,3.48,1.53,3.65,6.6,0.24,,0.13,0.0,,,,54.62,5.11,157.85,615.94,,,,19.24,0.0
2020-03-24 12:00:00,2020-03-24 13:00:00,27.5,38.3,0.97,2.94,1.24,3.25,6.04,0.19,,0.12,0.12,,0.11,0.03,40.13,4.06,130.58,536.77,,,,19.08,0.0
2020-03-24 13:00:00,2020-03-24 14:00:00,16.92,21.36,0.79,2.37,1.0,2.53,4.96,0.17,,0.12,0.15,,0.1,0.08,35.37,3.62,158.99,262.02,,,,14.19,0.0
2020-03-24 14:00:00,2020-03-24 15:00:00,19.48,25.36,0.79,2.26,0.9,2.45,5.16,0.17,,0.13,0.11,,,0.04,35.51,2.94,101.26,176.08,,,,13.81,0.0
2020-03-24 15:00:00,2020-03-24 16:00:00,27.41,33.33,1.0,2.7,1.05,2.78,6.07,0.21,,0.12,0.15,,0.08,0.05,47.89,3.09,71.17,62.76,,,,14.09,0.0
2020-03-24 16:00:00,2020-03-24 17:00:00,27.47,34.39,0.84,2.37,0.93,2.44,5.4,0.22,,0.01,0.15,,0.1,0.17,47.78,2.37,112.79,16.55,,,,11.45,0.0
2020-03-24 17:00:00,2020-03-24 18:00:00,33.52,40.03,0.61,1.66,0.47,1.66,3.68,0.13,1.18,0.02,0.01,,0.04,,38.19,2.79,110.53,1.08,,,,7.33,0.0
2020-03-24 18:00:00,2020-03-24 19:00:00,34.08,46.12,0.87,2.45,0.96,2.51,5.61,0.31,,0.06,0.0,,,,55.74,2.56,173.05,0.82,,,,10.45,0.0
2020-03-24 19:00:00,2020-03-24 20:00:00,54.47,67.69,0.81,2.39,0.99,2.54,5.6,0.39,,0.1,0.09,,,,58.98,2.35,157.02,0.85,,,,10.02,0.15
2020-03-24 20:00:00,2020-03-24 21:00:00,59.33,73.63,0.82,2.45,1.03,2.47,5.51,0.41,,0.1,0.11,,,,59.97,2.27,169.95,0.86,,,,9.59,0.07
2020-03-24 21:00:00,2020-03-24 22:00:00,59.97,74.19,0.8,2.48,1.08,2.51,5.68,0.42,,0.09,0.1,,0.03,,61.38,2.54,171.83,0.9,,,,9.43,0.0
2020-03-24 22:00:00,2020-03-24 23:00:00,54.47,64.15,0.79,2.37,0.98,2.48,5.36,0.41,,0.07,0.12,,0.06,,62.5,3.14,146.55,0.94,,,,8.58,0.0
2020-03-24 23:00:00,2020-03-25 00:00:00,53.72,66.37,0.7,2.34,1.1,2.45,5.22,0.31,,0.07,0.13,,0.08,,63.68,4.23,140.6,0.97,,,,8.06,0.0
2020-03-25 00:00:00,2020-03-25 01:00:00,40.36,58.1,1.03,2.89,1.14,2.96,5.62,0.26,5.01,0.33,0.04,,,,72.3,4.24,158.92,1.11,,,,8.85,0.0
2020-03-25 01:00:00,2020-03-25 02:00:00,54.6,59.74,1.09,3.13,1.26,3.21,6.04,0.28,1.47,0.36,0.0,,,,82.94,4.92,185.63,1.26,,,,9.79,0.0
2020-03-25 02:00:00,2020-03-25 03:00:00,39.84,51.4,0.78,2.4,1.04,2.45,4.81,0.2,,0.08,0.23,,,,66.14,3.33,139.33,0.99,,,,7.44,0.0
2020-03-25 03:00:00,2020-03-25 04:00:00,39.03,50.25,0.87,2.71,1.18,2.82,5.44,0.22,,0.38,0.0,,,,75.49,3.67,158.76,1.12,,,,8.38,0.0
2020-03-25 04:00:00,2020-03-25 05:00:00,42.23,56.75,0.99,3.09,1.09,3.19,6.02,0.19,,0.31,0.0,,,,85.61,4.88,184.98,1.28,,,,9.34,0.0
2020-03-25 05:00:00,2020-03-25 06:00:00,30.79,43.58,1.0,2.85,1.12,2.9,5.26,0.2,0.27,0.47,0.0,,,,75.99,3.02,159.68,14.0,,,,8.35,0.0
2020-03-25 06:00:00,2020-03-25 07:00:00,45.58,55.61,1.06,3.51,1.58,3.37,6.26,0.26,0.07,0.53,0.0,,,,77.42,3.93,122.15,119.77,,,,13.38,0.0
2020-03-25 07:00:00,2020-03-25 08:00:00,39.72,48.61,0.8,2.43,1.03,2.48,4.55,0.21,,0.07,0.04,,,,46.42,3.17,71.18,196.26,,,,12.13,0.0
2020-03-25 08:00:00,2020-03-25 09:00:00,39.31,55.57,0.88,2.76,1.21,2.87,5.43,0.24,0.15,0.08,0.0,,,,44.55,2.77,130.07,317.72,,,,16.3,0.0
2020-03-25 09:00:00,2020-03-25 10:00:00,45.81,55.11,1.11,3.16,1.27,3.27,6.22,0.27,4.13,0.08,0.03,,,,48.94,3.17,171.42,342.1,,,,18.21,0.0
2020-03-25 10:00:00,2020-03-25 11:00:00,35.56,42.09,0.81,2.79,1.34,2.86,5.58,0.25,1.95,0.06,0.05,,,,44.53,4.41,125.73,228.47,,,,15.9,0.0
2020-03-25 11:00:00,2020-03-25 12:00:00,47.67,73.76,1.26,3.44,1.28,3.6,7.25,0.32,,0.14,0.06,0.46,0.19,,56.85,4.5,152.34,469.07,,,,21.0,0.0
2020-03-25 12:00:00,2020-03-25 13:00:00,45.27,63.09,1.06,3.04,1.23,3.21,6.63,0.28,,0.06,0.04,0.57,0.27,,49.59,4.04,152.25,265.38,,,,18.58,0.0
2020-03-25 13:00:00,2020-03-25 14:00:00,34.98,45.82,0.79,2.42,1.04,2.45,5.24,0.23,,0.0,0.0,0.16,0.04,0.05,41.95,3.56,117.32,69.26,,,,13.29,0.0
2020-03-25 14:00:00,2020-03-25 15:00:00,38.43,45.87,0.79,2.39,1.01,2.54,5.55,0.26,0.23,0.02,0.0,,,,47.28,3.63,139.77,23.25,,,,12.5,0.0
2020-03-25 15:00:00,2020-03-25 16:00:00,46.63,67.9,0.81,2.41,0.99,2.44,5.8,0.3,8.45,0.07,0.0,,0.05,0.02,54.93,3.97,189.59,48.17,,,,11.31,0.11
2020-03-25 16:00:00,2020-03-25 17:00:00,64.48,75.14,0.69,2.72,1.48,2.75,6.92,0.37,16.26,0.07,0.0,,0.07,,62.14,3.06,198.95,19.55,,,,12.65,0.0
2020-03-25 17:00:00,2020-03-25 18:00:00,64.35,75.61,0.78,2.3,0.96,2.48,5.65,0.41,3.51,0.1,0.0,,,,58.88,3.0,138.5,4.34,,,,10.2,0.0
2020-03-25 18:00:00,2020-03-25 19:00:00,86.74,102.23,0.95,3.14,1.45,2.98,6.83,0.51,,0.15,0.0,,,,75.88,5.74,157.62,1.11,,,,11.62,0.0
2020-03-25 19:00:00,2020-03-25 20:00:00,88.71,100.33,1.09,3.21,1.34,3.15,6.96,0.73,,0.2,0.12,,,,80.38,4.82,188.78,1.22,,,,11.52,0.0
2020-03-25 20:00:00,2020-03-25 21:00:00,71.8,83.38,0.84,2.37,0.93,2.5,5.17,0.36,0.01,0.11,0.03,,0.07,,60.28,4.73,139.41,0.94,,,,8.62,0.0
2020-03-25 21:00:00,2020-03-25 22:00:00,58.28,69.36,0.9,2.59,1.05,2.83,6.0,0.29,7.31,0.04,0.17,,,0.16,66.93,5.56,161.47,1.08,,,,10.11,0.0
2020-03-25 22:00:00,2020-03-25 23:00:00,49.81,55.03,1.07,3.18,1.32,3.31,6.43,0.25,16.18,0.04,0.0,,,,70.08,7.39,184.72,1.21,,,,11.55,0.0
2020-03-25 23:00:00,2020-03-26 00:00:00,27.3,30.59,0.88,2.67,1.15,2.56,5.05,0.2,6.5,0.23,0.0,,,,59.18,4.6,144.25,0.99,,,,8.53,0.0
2020-03-26 00:00:00,2020-03-26 01:00:00,26.39,30.17,0.77,2.19,0.87,2.48,4.58,0.17,7.78,0.0,0.0,,0.08,,56.41,5.39,143.51,0.94,,,,7.41,0.0
2020-03-26 01:00:00,2020-03-26 02:00:00,31.22,38.63,0.93,2.9,1.27,2.9,5.44,0.2,7.43,0.34,0.0,,,,68.37,5.19,164.32,1.11,,,,8.77,0.0
2020-03-26 02:00:00,2020-03-26 03:00:00,33.68,40.24,1.08,3.23,1.38,3.21,6.3,0.24,10.47,0.01,0.03,,,0.08,79.31,5.33,187.94,1.25,,,,9.91,0.0
2020-03-26 03:00:00,2020-03-26 04:00:00,33.49,39.41,0.85,2.63,1.14,2.55,4.61,0.17,6.33,0.38,0.01,,,0.01,61.39,3.58,145.03,1.0,,,,7.46,0.0
2020-03-26 04:00:00,2020-03-26 05:00:00,31.73,44.55,0.95,3.12,1.43,3.18,5.73,0.18,8.08,0.72,0.0,,,,72.86,5.03,177.27,1.28,,,,9.26,0.0
2020-03-26 05:00:00,2020-03-26 06:00:00,17.13,29.0,0.84,2.44,1.0,2.52,4.3,0.13,3.56,0.24,0.0,,,,49.8,3.18,144.64,13.59,,,,7.65,0.0
2020-03-26 06:00:00,2020-03-26 07:00:00,15.83,25.71,0.85,2.38,0.93,2.45,4.23,0.12,9.52,0.31,0.0,,,,37.02,4.78,173.12,91.45,,,,10.1,0.0
2020-03-26 07:00:00,2020-03-26 08:00:00,13.14,31.5,0.88,2.72,1.19,2.87,4.92,0.15,16.04,0.1,0.0,,,0.04,37.48,6.23,212.99,233.24,,,,13.85,0.0
2020-03-26 08:00:00,2020-03-26 09:00:00,14.59,27.49,0.97,3.03,1.32,3.23,5.67,0.18,12.09,0.0,0.0,,,,39.03,4.49,209.31,326.42,,,,17.23,0.0
2020-03-26 09:00:00,2020-03-26 10:00:00,17.64,25.18,0.95,2.65,1.04,2.88,5.09,0.16,2.65,0.0,0.03,,,,30.18,3.03,153.51,474.94,,,,16.77,0.0
2020-03-26 10:00:00,2020-03-26 11:00:00,17.79,25.18,0.71,2.36,1.09,2.45,4.59,0.16,2.35,0.0,0.03,,0.03,,25.22,3.21,101.27,461.73,,,,15.47,0.0
2020-03-26 11:00:00,2020-03-26 12:00:00,22.68,28.09,0.85,2.45,0.98,2.77,5.4,0.19,3.67,0.0,0.0,,,0.11,28.61,2.56,171.8,453.74,,,,17.59,0.0
2020-03-26 12:00:00,2020-03-26 13:00:00,21.65,29.64,0.89,2.51,0.99,2.46,5.07,0.18,4.11,0.0,0.0,,,,30.02,2.58,95.48,145.71,,,,15.02,0.0
2020-03-26 13:00:00,2020-03-26 14:00:00,23.03,30.86,0.8,2.39,1.02,2.46,5.36,0.19,3.64,0.0,0.0,0.03,,0.06,32.82,3.26,136.21,142.4,,,,14.34,0.0
2020-03-26 14:00:00,2020-03-26 15:00:00,31.26,40.98,0.83,2.33,0.91,2.45,5.91,0.24,8.26,0.0,0.02,,,0.09,38.68,3.7,169.59,135.84,,,,13.98,0.0
2020-03-26 15:00:00,2020-03-26 16:00:00,53.55,68.91,0.9,2.65,1.1,2.85,7.62,0.37,15.86,0.05,0.0,,,,49.27,4.5,191.76,74.28,,,,15.23,0.0
2020-03-26 16:00:00,2020-03-26 17:00:00,94.83,107.01,1.15,3.21,1.24,3.23,9.41,0.56,29.7,0.1,0.04,,,,61.89,3.28,243.74,40.76,,,,16.28,0.0
2020-03-26 17:00:00,2020-03-26 18:00:00,104.53,126.31,1.0,2.74,1.04,2.78,7.65,0.51,16.27,0.16,0.11,,,,61.7,2.44,215.7,4.71,,,,13.28,0.0
2020-03-26 18:00:00,2020-03-26 19:00:00,110.57,134.66,1.04,3.05,1.25,3.31,9.0,0.6,13.85,0.25,0.15,,0.05,,73.81,2.92,248.65,0.96,,,,15.29,0.0
2020-03-26 19:00:00,2020-03-26 20:00:00,91.36,113.6,0.79,2.57,1.17,2.77,7.63,0.52,7.38,0.24,0.11,,,,63.78,2.15,195.43,0.91,,,,11.96,0.0
2020-03-26 20:00:00,2020-03-26 21:00:00,73.28,90.55,0.79,2.42,0.77,2.46,6.07,0.33,,0.11,0.03,,,0.03,58.33,2.77,133.2,0.87,,,,9.57,0.0
2020-03-26 21:00:00,2020-03-26 22:00:00,68.63,75.68,0.8,2.26,0.9,2.43,5.64,0.47,,0.18,0.08,,,,60.25,2.28,150.25,0.91,,,,9.3,0.0
2020-03-26 22:00:00,2020-03-26 23:00:00,87.62,97.92,0.85,2.46,1.01,2.46,5.3,0.44,,0.1,0.06,,,,60.05,2.8,148.94,0.92,,,,9.18,0.0
2020-03-26 23:00:00,2020-03-27 00:00:00,65.96,83.84,0.84,2.59,1.12,2.46,5.31,0.34,,0.01,0.03,,,,61.42,2.32,135.32,0.96,,,,9.23,0.0
2020-03-27 00:00:00,2020-03-27 01:00:00,39.78,56.32,0.78,2.34,0.98,2.47,5.35,0.19,13.27,0.02,0.0,,,,54.18,4.83,176.04,0.89,,,,9.81,0.0
2020-03-27 01:00:00,2020-03-27 02:00:00,37.63,53.86,0.93,2.73,1.12,2.86,6.16,0.19,17.98,0.05,0.06,,,,59.12,5.7,182.59,1.03,,,,11.24,0.0
2020-03-27 02:00:00,2020-03-27 03:00:00,35.2,58.0,0.99,3.13,1.37,3.27,6.71,0.21,9.2,0.05,0.01,0.04,,,68.46,6.3,185.1,1.22,,,,11.91,0.0
2020-03-27 03:00:00,2020-03-27 04:00:00,26.38,45.03,0.81,2.48,1.06,2.72,5.43,0.16,5.09,0.0,0.06,,,,53.68,4.25,169.65,1.03,,,,9.93,0.0
2020-03-27 04:00:00,2020-03-27 05:00:00,27.73,46.86,0.98,2.99,1.29,3.21,6.42,0.19,9.33,0.0,0.0,,,0.14,65.7,3.59,201.9,1.24,,,,11.71,0.0
2020-03-27 05:00:00,2020-03-27 06:00:00,27.18,47.14,0.9,2.7,1.15,2.83,6.19,0.16,12.88,0.0,0.1,,,0.04,56.04,4.28,192.84,19.01,,,,10.58,0.0
2020-03-27 06:00:00,2020-03-27 07:00:00,26.08,47.27,1.06,3.12,1.28,3.3,7.73,0.2,22.32,0.04,0.04,0.04,,,57.41,7.33,247.14,128.21,,,,15.18,0.0
2020-03-27 07:00:00,2020-03-27 08:00:00,20.36,35.99,0.79,2.4,1.02,2.49,7.46,0.15,26.63,0.0,0.01,,,,39.19,8.0,183.65,198.18,,,,12.44,0.0
2020-03-27 08:00:00,2020-03-27 09:00:00,22.24,62.94,0.75,2.33,1.03,2.44,7.16,0.16,19.25,0.0,0.12,,0.04,0.05,35.62,5.15,182.73,311.15,,,,13.74,0.0
2020-03-27 09:00:00,2020-03-27 10:00:00,25.78,65.0,0.79,2.5,1.1,2.69,7.48,0.18,13.44,0.0,0.0,,0.07,0.05,34.82,3.42,132.27,459.32,,,,17.38,0.0
2020-03-27 10:00:00,2020-03-27 11:00:00,26.06,52.44,0.82,2.29,0.9,2.44,6.4,0.18,7.0,0.02,0.0,0.04,,,29.42,3.51,109.45,476.23,,,,16.33,0.0
2020-03-27 11:00:00,2020-03-27 12:00:00,33.26,64.99,0.89,2.9,1.32,3.0,7.89,0.24,9.94,0.01,0.0,,,,36.98,4.64,115.28,320.95,,,,20.21,0.0
2020-03-27 12:00:00,2020-03-27 13:00:00,35.25,75.67,1.07,3.17,1.33,3.25,8.37,0.26,3.96,0.02,0.03,,,,41.06,4.4,166.49,356.82,,,,20.83,0.0
2020-03-27 13:00:00,2020-03-27 14:00:00,33.98,64.04,0.89,2.57,1.03,2.45,7.45,0.26,9.87,0.03,0.12,,,0.08,42.09,2.73,165.63,100.6,,,,17.35,0.0
2020-03-27 14:00:00,2020-03-27 15:00:00,39.25,63.42,0.82,2.39,0.97,2.47,6.76,0.24,21.21,0.04,0.01,,0.05,,44.67,5.98,131.28,104.22,,,,14.17,0.0
2020-03-27 15:00:00,2020-03-27 16:00:00,46.13,75.87,0.91,2.4,0.86,2.48,7.38,0.33,24.53,0.1,0.05,,,,47.44,3.25,165.4,11.21,,,,13.4,0.0
2020-03-27 16:00:00,2020-03-27 17:00:00,86.7,110.89,0.94,2.58,0.98,2.48,7.57,0.43,21.37,0.18,0.09,,,,51.39,3.01,156.6,5.46,,,,12.84,0.0
2020-03-27 17:00:00,2020-03-27 18:00:00,85.89,103.14,0.8,2.3,0.93,2.5,6.96,0.44,10.04,0.22,0.07,,,,51.49,1.78,154.36,2.39,,,,12.3,0.0
2020-03-27 18:00:00,2020-03-27 19:00:00,62.92,94.87,0.73,2.36,1.07,2.48,6.62,0.44,1.85,0.18,0.11,,,,55.73,3.06,163.91,0.75,,,,11.52,0.0
2020-03-27 19:00:00,2020-03-27 20:00:00,79.03,106.68,0.85,2.46,0.99,2.46,6.4,0.39,7.62,0.13,0.08,,,,56.84,4.1,163.6,0.81,,,,11.11,0.0
2020-03-27 20:00:00,2020-03-27 21:00:00,61.14,82.53,0.8,2.37,0.99,2.44,5.76,0.28,13.76,0.12,0.03,,,,47.42,4.95,141.67,0.79,,,,11.2,0.0
2020-03-27 21:00:00,2020-03-27 22:00:00,41.04,56.88,0.84,2.45,1.02,2.43,5.71,0.28,2.59,0.03,0.0,0.03,,,47.68,3.17,158.97,0.85,,,,10.66,0.0
2020-03-27 22:00:00,2020-03-27 23:00:00,36.43,51.07,0.81,2.26,0.89,2.5,5.77,0.27,24.78,0.03,0.05,,,,50.94,5.26,160.17,0.85,,,,10.66,0.0
2020-03-27 23:00:00,2020-03-28 00:00:00,46.5,69.18,0.85,2.5,1.04,2.45,6.0,0.23,45.78,0.06,0.0,,0.08,0.03,52.94,8.84,156.71,0.8,,,,10.98,0.0
2020-03-28 00:00:00,2020-03-28 01:00:00,63.37,93.72,0.74,2.58,1.24,2.98,6.83,0.27,43.48,0.1,0.03,,,,62.05,9.69,181.66,0.93,,,,11.75,0.0
2020-03-28 01:00:00,2020-03-28 02:00:00,51.08,75.75,0.81,2.47,1.08,2.46,5.94,0.22,39.41,0.05,0.0,,,,54.91,11.03,145.79,0.81,,,,10.45,0.0
2020-03-28 02:00:00,2020-03-28 03:00:00,56.42,81.95,0.87,2.77,1.24,2.85,6.73,0.23,31.16,0.09,0.0,,0.04,,61.31,5.5,160.17,0.98,,,,11.96,0.0
2020-03-28 03:00:00,2020-03-28 04:00:00,53.5,73.4,1.03,2.96,1.2,3.17,6.93,0.27,12.92,0.07,0.06,,0.42,,69.47,2.92,124.58,1.1,,,,11.34,0.0
2020-03-28 04:00:00,2020-03-28 05:00:00,35.17,52.22,0.81,2.08,0.73,2.08,4.46,0.17,0.02,0.02,0.01,0.06,,,47.26,2.12,100.71,0.77,,,,8.29,0.0
2020-03-28 05:00:00,2020-03-28 06:00:00,36.58,54.24,0.82,2.32,0.92,2.45,5.16,0.21,,0.01,0.02,,0.03,,55.33,2.57,109.1,12.72,,,,9.63,0.0
2020-03-28 06:00:00,2020-03-28 07:00:00,34.69,48.14,0.83,2.41,0.97,2.46,5.05,0.18,2.29,0.04,0.04,,,,41.39,6.11,182.61,92.72,,,,12.77,0.0
2020-03-28 07:00:00,2020-03-28 08:00:00,29.38,43.0,0.75,2.38,1.07,2.47,5.22,0.17,1.6,0.05,0.0,0.06,0.15,,35.65,6.16,184.8,201.29,,,,14.21,0.0
2020-03-28 08:00:00,2020-03-28 09:00:00,24.16,43.47,0.87,2.32,0.85,2.49,5.47,0.15,4.51,0.0,0.06,0.07,,0.07,31.16,6.87,176.23,317.77,,,,15.12,0.0
2020-03-28 09:00:00,2020-03-28 10:00:00,22.83,46.06,0.67,2.23,1.03,2.44,5.63,0.15,4.54,0.02,0.01,,0.06,0.05,30.27,7.04,176.39,413.54,,,,15.88,0.0
2020-03-28 10:00:00,2020-03-28 11:00:00,21.27,44.62,0.91,2.39,0.88,2.46,5.73,0.19,,0.01,0.03,,,,30.68,4.08,135.87,468.21,,,,17.39,0.0
2020-03-28 11:00:00,2020-03-28 12:00:00,32.84,52.63,0.87,2.46,0.97,2.46,6.0,0.22,0.29,0.02,0.0,,,0.04,28.76,4.53,149.86,456.32,,,,17.78,0.0
2020-03-28 12:00:00,2020-03-28 13:00:00,33.2,54.03,0.85,2.39,0.94,2.51,6.6,0.22,3.27,0.02,0.0,,,,27.4,7.16,183.32,453.05,,,,17.89,0.0
2020-03-28 13:00:00,2020-03-28 14:00:00,35.02,100.54,1.1,2.92,1.07,2.73,7.71,0.21,9.18,0.0,0.03,,,,24.17,16.02,203.23,443.55,,,,19.84,0.0
2020-03-28 14:00:00,2020-03-28 15:00:00,29.09,92.7,0.88,2.34,0.84,2.49,7.51,0.2,8.29,0.02,0.0,,,,19.21,12.25,192.97,303.95,,,,17.61,0.0
2020-03-28 15:00:00,2020-03-28 16:00:00,22.98,72.31,0.84,2.42,0.96,2.46,7.64,0.18,10.2,0.01,0.0,0.04,0.06,0.2,20.25,13.38,185.67,192.92,,,,17.01,0.0
2020-03-28 16:00:00,2020-03-28 17:00:00,23.8,46.98,0.82,2.32,0.91,2.53,8.01,0.21,4.87,0.03,0.0,,0.01,,23.93,8.96,188.62,91.87,,,,16.25,0.0
2020-03-28 17:00:00,2020-03-28 18:00:00,29.25,44.97,0.9,2.34,0.81,2.46,7.66,0.21,6.38,0.0,0.0,,,,36.64,8.57,175.61,12.45,,,,13.63,0.0
2020-03-28 18:00:00,2020-03-28 19:00:00,38.06,55.84,0.81,2.41,1.01,2.54,6.92,0.24,6.36,0.07,0.06,0.03,0.12,,46.6,7.78,172.22,0.72,,,,12.11,0.0
2020-03-28 19:00:00,2020-03-28 20:00:00,40.44,51.89,0.87,2.41,0.93,2.43,6.56,0.19,3.69,0.05,0.03,,,,43.52,9.56,173.87,0.77,,,,11.53,0.0
2020-03-28 20:00:00,2020-03-28 21:00:00,22.11,41.96,0.75,2.34,1.03,2.46,6.18,0.12,2.75,0.0,0.03,,0.14,,32.67,12.72,176.01,0.75,,,,11.46,0.0
2020-03-28 21:00:00,2020-03-28 22:00:00,12.59,70.74,0.85,2.44,0.99,2.44,6.19,0.11,7.2,0.0,0.0,,0.03,0.05,34.64,13.27,176.0,0.79,,,,11.12,0.0
2020-03-28 22:00:00,2020-03-28 23:00:00,8.21,52.01,0.87,2.54,1.04,2.46,6.81,0.11,9.13,0.0,0.16,,,,43.94,14.58,179.17,0.85,,,,10.55,0.0
2020-03-28 23:00:00,2020-03-29 00:00:00,15.97,62.64,0.98,2.57,0.92,2.97,7.9,0.13,11.35,0.01,0.03,0.03,,,56.79,10.33,190.97,1.0,,,,12.06,0.0
2020-03-29 00:00:00,2020-03-29 01:00:00,13.63,50.85,0.95,2.62,1.0,2.51,6.65,0.12,8.51,0.06,0.08,0.03,0.08,,49.67,12.82,177.25,0.88,,,,10.31,0.0
2020-03-29 01:00:00,2020-03-29 02:00:00,12.76,53.13,0.85,2.48,1.02,2.44,6.17,0.11,7.66,0.0,0.0,,,,48.72,12.95,158.72,0.87,,,,10.0,0.0
2020-03-29 02:00:00,2020-03-29 03:00:00,19.73,49.04,0.9,2.63,1.07,2.85,6.83,0.12,7.63,0.0,0.0,,,,47.02,14.01,188.89,1.01,,,,11.48,0.0
2020-03-29 03:00:00,2020-03-29 04:00:00,18.09,56.21,1.09,3.03,1.17,3.36,7.31,0.11,10.06,0.0,0.0,,0.04,,26.58,11.12,173.35,0.9,,,,11.18,0.0
2020-03-29 04:00:00,2020-03-29 05:00:00,2.45,103.8,0.76,2.27,0.95,2.37,4.73,0.07,9.1,0.0,0.0,,,,14.27,13.77,159.0,0.79,,,,10.54,0.0
2020-03-29 05:00:00,2020-03-29 06:00:00,2.61,28.91,0.8,2.34,0.95,2.46,4.74,0.07,8.95,0.0,0.11,0.05,,,14.38,11.53,165.79,25.53,,,,10.99,0.0
2020-03-29 06:00:00,2020-03-29 07:00:00,2.27,28.03,1.07,2.98,1.16,2.71,5.41,0.08,9.04,0.01,0.0,,,,12.02,15.37,200.88,138.73,,,,14.46,0.0
