From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2020-01-28 16:00:00,2020-01-28 17:00:00,36.93,58.3,,11.48,13.01,15.17,,0.29,89.69,0.88,1.6,0.52,0.39,,32.57,0.4,187.45,238.22,872.0,0.19,30.56,0.0
2020-01-28 17:00:00,2020-01-28 18:00:00,37.59,44.22,,41.15,45.52,42.6,,0.65,76.33,0.88,1.62,0.49,0.4,,40.72,0.73,65.2,115.88,872.52,0.2,29.17,0.0
2020-01-28 18:00:00,2020-01-28 19:00:00,37.29,72.48,,45.54,47.43,46.12,,0.74,48.79,0.92,1.58,0.51,0.4,,46.39,0.41,112.55,70.63,870.82,0.2,27.48,0.0
2020-01-28 19:00:00,2020-01-28 20:00:00,43.03,97.07,,42.85,49.97,47.84,,0.94,,0.88,1.61,0.5,0.4,,47.13,0.2,198.46,70.16,870.07,0.2,26.98,0.0
2020-01-28 20:00:00,2020-01-28 21:00:00,49.88,130.74,,20.87,23.91,26.05,,0.57,,0.91,1.56,0.49,0.38,,55.54,0.27,269.3,65.98,871.25,0.21,26.25,0.0
2020-01-28 21:00:00,2020-01-28 22:00:00,49.42,119.2,,32.3,38.01,36.95,,0.78,,0.92,1.6,0.49,0.39,,60.38,0.52,293.37,67.65,871.45,0.2,25.09,0.0
2020-01-28 22:00:00,2020-01-28 23:00:00,48.08,123.43,,22.24,24.71,26.34,,0.6,,0.85,1.62,0.49,0.41,,64.34,0.2,285.51,67.56,870.1,0.2,24.22,0.0
2020-01-28 23:00:00,2020-01-29 00:00:00,45.35,116.18,,18.34,19.83,21.65,,0.49,,0.86,1.63,0.5,0.41,,67.93,0.12,188.98,67.95,869.7,0.18,23.6,0.0
2020-01-29 00:00:00,2020-01-29 01:00:00,44.55,106.06,,12.15,13.45,15.66,,0.34,,0.91,1.56,0.52,0.37,,72.52,0.17,225.81,65.72,869.97,0.19,22.95,0.0
2020-01-29 01:00:00,2020-01-29 02:00:00,41.73,92.72,,8.26,9.33,11.95,,0.3,,0.92,1.58,0.51,0.41,,75.83,0.16,212.56,63.99,870.25,0.21,22.32,0.0
2020-01-29 02:00:00,2020-01-29 03:00:00,36.69,82.38,,9.63,11.03,13.45,,0.34,,0.94,1.57,0.49,0.39,,79.34,0.08,183.67,61.09,869.67,0.2,21.59,0.0
2020-01-29 03:00:00,2020-01-29 04:00:00,39.16,76.54,,12.18,14.01,15.76,,0.35,,0.9,1.57,0.49,0.39,,81.91,0.1,200.09,64.06,869.73,0.19,21.12,0.0
2020-01-29 04:00:00,2020-01-29 05:00:00,39.17,65.86,,26.34,32.49,31.04,,0.61,,0.87,1.63,0.48,0.39,,84.41,0.07,149.94,63.85,869.47,0.2,20.39,0.0
2020-01-29 05:00:00,2020-01-29 06:00:00,37.94,73.04,,16.7,19.98,22.39,,0.51,,0.89,1.6,0.5,0.4,,84.97,0.2,293.99,65.94,870.15,0.2,20.25,0.0
2020-01-29 06:00:00,2020-01-29 07:00:00,38.8,69.67,,35.44,46.93,44.53,,1.13,,0.88,1.61,0.52,0.39,,86.87,0.14,308.4,64.98,869.7,0.19,19.93,0.0
2020-01-29 07:00:00,2020-01-29 08:00:00,46.09,77.59,,66.19,118.47,105.37,,1.98,,0.91,1.63,0.49,0.39,,87.18,0.18,186.57,89.77,869.9,0.2,19.83,0.0
2020-01-29 08:00:00,2020-01-29 09:00:00,55.1,109.63,,38.63,57.59,57.71,,1.17,,0.9,1.62,0.52,0.41,,84.69,0.6,170.47,259.66,872.08,0.18,21.26,0.0
2020-01-29 09:00:00,2020-01-29 10:00:00,56.82,105.96,,32.27,41.9,43.77,,0.92,,0.89,1.61,0.49,0.41,,69.8,0.51,155.82,393.85,871.95,0.19,23.71,0.0
2020-01-29 10:00:00,2020-01-29 11:00:00,,,,22.09,24.5,26.16,,0.64,73.87,0.92,1.66,0.49,0.4,,63.44,0.46,161.08,482.0,871.67,0.21,25.37,0.0
2020-01-29 11:00:00,2020-01-29 12:00:00,42.52,134.87,,21.18,23.42,24.33,,0.58,108.82,0.89,1.61,0.51,0.41,,57.07,0.46,129.13,521.54,872.9,0.18,26.76,0.0
2020-01-29 12:00:00,2020-01-29 13:00:00,60.55,131.92,,20.39,22.02,22.94,,0.58,129.7,0.92,1.6,0.5,0.39,,50.57,0.54,77.21,463.5,872.98,0.19,28.08,0.0
2020-01-29 13:00:00,2020-01-29 14:00:00,63.25,131.46,,16.23,18.3,19.05,1.45,0.46,108.72,0.9,1.58,0.5,0.4,,45.76,0.89,89.85,220.35,874.48,0.19,29.0,0.0
2020-01-29 14:00:00,2020-01-29 15:00:00,58.02,111.18,,19.8,22.47,22.62,2.04,0.52,105.34,0.91,1.55,0.5,0.41,,40.95,0.86,67.05,395.81,875.02,0.2,29.93,0.0
2020-01-29 15:00:00,2020-01-29 16:00:00,19.95,32.94,,19.21,21.62,21.74,2.6,0.47,103.33,0.9,1.62,0.5,0.4,,36.23,1.11,91.0,370.61,874.67,0.2,30.59,0.0
2020-01-29 16:00:00,2020-01-29 17:00:00,30.41,60.16,,21.89,24.14,23.52,2.82,0.41,103.97,0.91,1.65,0.52,0.4,,33.82,1.22,93.19,235.83,874.83,0.19,30.7,0.0
2020-01-29 17:00:00,2020-01-29 18:00:00,33.15,68.61,,43.91,51.73,47.1,3.62,0.6,68.94,0.91,1.63,0.48,0.41,,34.17,1.56,66.3,118.42,876.03,0.2,30.01,0.0
2020-01-29 18:00:00,2020-01-29 19:00:00,35.49,89.09,,73.65,90.97,82.65,5.11,1.3,21.52,0.9,1.6,0.49,0.43,,38.35,0.6,57.31,54.7,871.65,0.2,28.71,0.0
2020-01-29 19:00:00,2020-01-29 20:00:00,41.31,130.25,,59.41,64.73,62.91,5.05,1.08,27.05,0.91,1.62,0.51,0.4,,42.37,0.13,133.36,61.86,869.62,0.21,27.11,0.0
2020-01-29 20:00:00,2020-01-29 21:00:00,44.07,122.85,,35.66,37.72,37.38,5.16,0.92,47.09,0.89,1.64,0.49,0.4,,44.2,0.46,184.45,76.57,871.25,0.2,27.09,0.0
2020-01-29 21:00:00,2020-01-29 22:00:00,44.29,120.16,,19.45,20.76,23.04,2.83,0.63,53.6,0.9,1.6,0.51,0.42,,57.29,0.3,187.49,62.56,870.62,0.19,25.87,0.0
2020-01-29 22:00:00,2020-01-29 23:00:00,37.63,110.83,,20.47,22.1,22.71,1.82,0.66,51.44,0.9,1.58,0.52,0.41,,62.5,0.27,216.25,64.3,870.6,0.19,24.99,0.0
2020-01-29 23:00:00,2020-01-30 00:00:00,40.3,99.07,,24.63,28.05,27.69,1.67,0.62,45.34,0.9,1.61,0.49,0.38,,67.06,0.24,239.14,63.9,870.53,0.19,24.24,0.0
2020-01-30 00:00:00,2020-01-30 01:00:00,38.8,89.88,,23.59,26.71,26.77,1.73,0.48,39.55,0.85,1.56,0.49,0.4,,71.31,0.14,236.72,61.57,869.75,0.21,23.4,0.0
2020-01-30 01:00:00,2020-01-30 02:00:00,34.5,85.32,,42.22,53.61,49.61,1.44,0.61,9.44,0.89,1.57,0.53,0.4,,78.14,0.08,85.15,65.98,869.4,0.2,21.92,0.0
2020-01-30 02:00:00,2020-01-30 03:00:00,39.67,91.56,,34.68,44.96,42.83,0.63,0.54,8.92,0.88,1.62,0.51,0.39,,82.55,0.11,79.64,69.43,869.52,0.2,21.07,0.0
2020-01-30 03:00:00,2020-01-30 04:00:00,37.2,93.12,,25.14,30.86,31.59,0.44,0.43,18.39,0.89,1.56,0.5,0.4,,83.72,0.1,143.38,67.79,869.57,0.21,21.17,0.0
2020-01-30 04:00:00,2020-01-30 05:00:00,39.34,84.56,,33.68,46.87,44.19,0.62,0.57,7.83,0.89,1.58,0.47,0.4,,86.06,0.04,179.57,69.4,869.35,0.2,20.79,0.0
2020-01-30 05:00:00,2020-01-30 06:00:00,40.4,86.84,,25.62,32.59,33.11,0.79,0.65,15.79,0.89,1.62,0.49,0.4,,87.85,0.32,330.98,67.71,870.5,0.21,21.02,0.0
2020-01-30 06:00:00,2020-01-30 07:00:00,40.08,83.49,,35.6,51.56,47.95,0.58,1.33,8.25,0.91,1.6,0.49,0.39,,89.96,0.3,251.43,68.94,870.4,0.2,20.68,0.0
2020-01-30 07:00:00,2020-01-30 08:00:00,41.6,91.4,,37.74,57.76,54.49,0.27,1.22,6.51,0.92,1.57,0.51,0.38,,91.38,0.47,201.1,103.39,871.2,0.2,20.6,0.0
2020-01-30 08:00:00,2020-01-30 09:00:00,43.5,87.16,,28.09,35.19,36.4,0.27,0.91,22.53,0.88,1.61,0.48,0.38,,80.8,0.32,117.59,247.26,870.5,0.22,22.5,0.0
2020-01-30 09:00:00,2020-01-30 10:00:00,42.74,81.97,,22.22,26.09,27.2,0.8,0.69,52.93,0.91,1.57,0.5,0.41,,64.46,0.58,108.46,391.68,872.48,0.2,24.58,0.0
2020-01-30 10:00:00,2020-01-30 11:00:00,41.51,73.66,,30.21,38.98,37.88,0.75,0.62,60.15,0.92,1.6,0.5,0.39,,57.56,0.81,71.49,505.87,873.78,0.2,25.81,0.0
2020-01-30 11:00:00,2020-01-30 12:00:00,39.32,90.96,,13.53,15.22,17.72,1.36,0.38,98.75,0.9,1.59,0.49,0.4,,52.02,0.77,187.66,543.57,873.6,0.2,27.29,0.0
2020-01-30 12:00:00,2020-01-30 13:00:00,39.73,81.41,,16.47,18.5,19.18,1.72,0.5,109.59,0.93,1.54,0.5,0.42,,46.7,0.68,122.44,456.88,873.6,0.22,28.68,0.0
2020-01-30 13:00:00,2020-01-30 14:00:00,36.37,73.97,,13.34,14.46,15.77,1.81,0.44,112.5,0.85,1.6,0.48,0.38,,40.1,0.61,208.18,206.44,873.05,0.2,30.14,0.0
2020-01-30 14:00:00,2020-01-30 15:00:00,31.44,51.16,,21.89,24.23,23.77,1.88,0.54,113.19,0.92,1.6,0.48,0.39,,36.06,0.62,127.7,422.95,873.27,0.19,31.09,0.0
2020-01-30 15:00:00,2020-01-30 16:00:00,33.33,58.07,,23.0,25.2,24.7,1.89,0.55,119.77,0.89,1.63,0.48,0.41,,34.33,1.13,75.52,355.93,874.9,0.21,31.22,0.0
2020-01-30 16:00:00,2020-01-30 17:00:00,43.84,78.16,,32.56,36.39,34.4,2.01,0.55,102.39,0.9,1.59,0.49,0.4,,31.56,1.03,52.0,240.84,874.78,0.21,31.34,0.0
2020-01-30 17:00:00,2020-01-30 18:00:00,36.56,87.0,,52.99,61.92,57.66,2.66,0.8,73.08,0.91,1.63,0.53,0.38,,31.66,0.96,259.65,109.48,873.75,0.21,30.85,0.0
2020-01-30 18:00:00,2020-01-30 19:00:00,37.42,95.81,,79.08,99.84,91.78,3.03,1.58,27.73,0.9,1.61,0.5,0.4,,37.8,0.23,214.11,54.08,870.17,0.18,29.23,0.0
2020-01-30 19:00:00,2020-01-30 20:00:00,46.87,133.2,,127.9,204.38,185.58,3.62,3.25,4.19,0.92,1.57,0.49,0.41,,45.32,0.11,98.71,57.86,869.52,0.18,27.08,0.0
2020-01-30 20:00:00,2020-01-30 21:00:00,60.76,197.09,,44.34,52.54,60.69,2.12,1.13,34.15,0.94,1.62,0.51,0.39,,51.02,0.55,250.09,61.66,871.8,0.19,26.86,0.0
2020-01-30 21:00:00,2020-01-30 22:00:00,61.72,179.9,,20.34,22.18,25.01,1.39,0.58,53.95,0.92,1.6,0.5,0.38,,60.55,0.27,251.15,64.5,871.48,0.19,25.65,0.0
2020-01-30 22:00:00,2020-01-30 23:00:00,49.84,139.63,,14.77,16.31,18.4,1.02,0.45,56.66,0.93,1.62,0.52,0.38,,69.45,0.21,193.79,63.83,871.12,0.21,24.48,0.0
2020-01-30 23:00:00,2020-01-31 00:00:00,50.42,87.0,,14.09,15.7,17.6,0.58,0.44,52.7,0.91,1.6,0.5,0.4,,75.19,0.22,213.38,65.04,871.07,0.2,23.72,0.0
2020-01-31 00:00:00,2020-01-31 01:00:00,39.38,78.06,,14.97,18.17,19.56,0.59,0.39,44.77,0.92,1.56,0.52,0.38,,77.71,0.2,271.23,66.73,870.45,0.2,23.11,0.0
2020-01-31 01:00:00,2020-01-31 02:00:00,40.6,71.64,,11.13,12.57,15.13,0.28,0.34,44.08,0.9,1.54,0.49,0.4,,80.5,0.24,261.54,66.2,870.65,0.21,22.56,0.0
2020-01-31 02:00:00,2020-01-31 03:00:00,34.76,72.73,,16.37,19.96,21.06,0.5,0.33,37.4,0.89,1.58,0.49,0.41,,82.1,0.44,295.84,65.0,870.98,0.2,21.99,0.0
2020-01-31 03:00:00,2020-01-31 04:00:00,33.88,63.57,,13.61,15.44,18.17,0.27,0.36,34.63,0.91,1.62,0.51,0.41,,80.45,0.76,305.25,63.13,872.2,0.2,21.77,0.0
2020-01-31 04:00:00,2020-01-31 05:00:00,32.05,56.75,,18.35,22.26,22.91,0.43,0.42,27.34,0.9,1.62,0.48,0.41,,84.04,0.32,243.98,64.91,870.73,0.18,21.17,0.0
2020-01-31 05:00:00,2020-01-31 06:00:00,29.69,67.04,,25.38,30.86,31.52,0.34,0.55,11.62,0.87,1.6,0.49,0.39,,90.0,0.17,88.93,72.35,869.72,0.2,20.1,0.0
2020-01-31 06:00:00,2020-01-31 07:00:00,29.21,68.78,,36.26,55.58,51.49,0.42,1.08,4.32,0.92,1.67,0.52,0.4,,91.97,0.21,84.73,74.45,869.9,0.21,19.73,0.0
2020-01-31 07:00:00,2020-01-31 08:00:00,33.26,73.84,,67.32,137.24,122.49,1.48,2.6,3.39,0.92,1.64,0.49,0.4,,91.05,0.17,86.4,101.28,869.72,0.2,20.09,0.0
2020-01-31 08:00:00,2020-01-31 09:00:00,42.13,110.61,,40.05,54.53,59.02,0.83,1.27,18.41,0.88,1.56,0.49,0.41,,79.36,0.39,82.29,260.1,870.9,0.2,22.58,0.0
2020-01-31 09:00:00,2020-01-31 10:00:00,47.07,103.54,,36.95,50.24,49.62,0.9,0.99,38.14,0.92,1.65,0.5,0.4,,65.39,1.04,81.23,409.02,873.92,0.2,24.39,0.0
2020-01-31 10:00:00,2020-01-31 11:00:00,40.92,92.8,,17.23,19.78,22.77,2.18,0.51,73.64,0.92,1.53,0.48,0.4,,55.1,0.75,107.77,502.23,873.48,0.2,26.1,0.0
2020-01-31 11:00:00,2020-01-31 12:00:00,42.15,47.41,,18.67,21.46,22.76,3.11,0.53,94.21,0.94,1.55,0.51,0.38,,49.77,0.74,151.06,547.88,873.35,0.21,27.56,0.0
2020-01-31 12:00:00,2020-01-31 13:00:00,35.68,58.45,,12.99,14.97,17.22,2.17,0.51,101.11,0.89,1.57,0.49,0.41,,46.98,0.63,117.45,471.42,873.5,0.2,28.98,0.0
2020-01-31 13:00:00,2020-01-31 14:00:00,34.27,67.15,,16.12,18.42,18.73,2.11,0.48,108.57,0.92,1.58,0.51,0.4,,37.43,0.59,157.22,220.69,873.47,0.2,30.08,0.0
2020-01-31 14:00:00,2020-01-31 15:00:00,34.77,63.79,,17.2,19.23,19.7,2.39,0.49,104.88,0.91,1.59,0.48,0.4,,31.91,0.74,131.84,419.69,874.15,0.22,31.11,0.0
2020-01-31 15:00:00,2020-01-31 16:00:00,28.01,60.77,,23.19,26.82,25.68,2.84,0.44,94.42,0.91,1.6,0.51,0.4,,27.61,1.04,64.94,378.93,874.55,0.21,31.57,0.0
2020-01-31 16:00:00,2020-01-31 17:00:00,27.28,59.96,,36.06,43.48,41.55,2.81,0.46,82.29,0.89,1.62,0.49,0.39,,24.66,1.31,36.23,261.84,875.57,0.21,31.57,0.0
2020-01-31 17:00:00,2020-01-31 18:00:00,26.32,65.21,,46.2,57.39,53.59,2.43,0.66,64.61,0.86,1.6,0.5,0.4,,24.82,1.2,50.84,108.11,874.52,0.21,31.0,0.0
2020-01-31 18:00:00,2020-01-31 19:00:00,24.12,75.7,,46.51,50.69,49.46,3.0,0.8,50.73,0.85,1.54,0.5,0.41,,31.58,0.92,99.78,48.81,873.12,0.19,28.82,0.0
2020-01-31 19:00:00,2020-01-31 20:00:00,28.67,83.07,,69.37,78.33,71.84,6.58,1.08,14.76,0.92,1.6,0.5,0.4,,35.43,0.13,172.79,47.78,869.65,0.21,27.07,0.0
2020-01-31 20:00:00,2020-01-31 21:00:00,33.94,94.38,,68.42,90.52,83.69,6.65,1.54,21.65,0.9,1.6,0.48,0.41,,41.28,0.48,202.7,65.25,871.3,0.21,26.12,0.0
2020-01-31 21:00:00,2020-01-31 22:00:00,39.37,100.87,,15.15,16.04,21.18,3.51,0.37,77.05,0.89,1.64,0.53,0.42,,46.98,1.28,192.75,63.8,874.95,0.21,26.26,0.0
2020-01-31 22:00:00,2020-01-31 23:00:00,34.72,95.94,,13.14,14.35,16.61,1.91,0.42,58.75,0.91,1.58,0.49,0.39,,65.18,0.68,221.02,63.8,872.6,0.2,24.85,0.0
2020-01-31 23:00:00,2020-02-01 00:00:00,30.64,91.19,,13.53,15.43,17.0,0.77,0.36,42.11,0.91,1.62,0.49,0.41,,78.72,0.27,225.93,63.47,871.5,0.21,23.74,0.0
2020-02-01 00:00:00,2020-02-01 01:00:00,30.83,76.53,,14.3,16.42,17.51,0.43,0.34,38.67,0.91,1.6,0.52,0.39,,84.59,0.53,197.48,67.16,871.88,0.2,22.63,0.0
2020-02-01 01:00:00,2020-02-01 02:00:00,28.88,66.53,,8.59,9.61,12.32,0.23,0.3,36.65,0.92,1.65,0.47,0.39,,85.34,0.38,192.5,67.63,870.85,0.21,22.47,0.0
2020-02-01 02:00:00,2020-02-01 03:00:00,23.47,61.3,,8.71,10.17,12.55,0.24,0.28,33.85,0.89,1.58,0.48,0.39,,86.9,0.18,141.86,65.31,870.15,0.2,22.02,0.0
2020-02-01 03:00:00,2020-02-01 04:00:00,21.33,55.34,,22.38,27.35,26.74,0.2,0.37,15.11,0.91,1.63,0.52,0.39,,89.22,0.2,123.66,66.31,869.95,0.21,21.33,0.0
2020-02-01 04:00:00,2020-02-01 05:00:00,20.3,52.3,,14.22,16.75,19.8,0.31,0.31,32.74,0.87,1.58,0.5,0.41,,83.54,0.48,148.48,70.35,871.38,0.21,21.38,0.0
2020-02-01 05:00:00,2020-02-01 06:00:00,18.3,45.09,,14.53,16.42,18.74,0.03,0.37,43.16,0.91,1.6,0.5,0.41,,73.12,0.33,185.79,71.91,870.72,0.2,21.73,0.0
2020-02-01 06:00:00,2020-02-01 07:00:00,18.85,47.09,,11.71,13.06,15.76,0.3,0.52,43.48,0.92,1.57,0.5,0.41,,76.58,1.0,198.18,74.94,873.75,0.2,21.29,0.0
2020-02-01 07:00:00,2020-02-01 08:00:00,19.16,58.34,,13.42,14.61,16.82,0.55,0.6,38.44,0.91,1.61,0.5,0.39,,77.99,1.06,193.86,107.96,874.1,0.2,21.08,0.0
2020-02-01 08:00:00,2020-02-01 09:00:00,18.99,55.59,,12.24,13.66,15.84,0.46,0.44,44.39,0.88,1.67,0.49,0.39,,75.01,1.72,182.33,236.62,876.95,0.21,21.74,0.0
2020-02-01 09:00:00,2020-02-01 10:00:00,17.43,51.96,,11.48,13.04,15.09,0.47,0.4,56.05,0.91,1.6,0.51,0.39,,65.59,1.68,183.51,367.9,876.85,0.2,23.27,0.0
2020-02-01 10:00:00,2020-02-01 11:00:00,18.99,51.05,,12.5,14.68,15.73,0.71,0.31,68.78,0.92,1.54,0.49,0.41,,54.38,1.25,156.3,475.94,875.2,0.2,25.13,0.0
2020-02-01 11:00:00,2020-02-01 12:00:00,21.89,52.54,,9.11,10.88,12.84,1.12,0.26,80.89,0.91,1.6,0.49,0.41,,42.7,1.11,153.12,545.7,875.28,0.2,26.9,0.0
2020-02-01 12:00:00,2020-02-01 13:00:00,23.78,53.64,,9.93,12.22,13.68,1.08,0.26,87.31,0.86,1.63,0.48,0.38,,35.49,1.11,156.61,461.14,875.25,0.21,28.1,0.0
2020-02-01 13:00:00,2020-02-01 14:00:00,23.38,53.53,,11.93,14.03,15.12,0.55,0.3,90.0,0.9,1.64,0.5,0.39,,34.07,0.94,153.25,278.64,874.8,0.2,28.92,0.0
2020-02-01 14:00:00,2020-02-01 15:00:00,18.57,56.3,,18.36,23.36,22.84,0.93,0.34,96.61,0.94,1.63,0.51,0.42,,32.61,0.88,123.55,433.11,874.88,0.19,29.61,0.0
2020-02-01 15:00:00,2020-02-01 16:00:00,21.13,59.76,,20.4,23.79,24.16,1.15,0.4,97.09,0.91,1.68,0.49,0.39,,33.24,1.59,67.66,380.19,877.0,0.19,29.83,0.0
2020-02-01 16:00:00,2020-02-01 17:00:00,20.93,61.91,,33.27,43.76,40.94,2.31,0.57,82.67,0.92,1.6,0.49,0.4,,32.46,1.76,61.91,246.89,877.23,0.17,29.73,0.0
2020-02-01 17:00:00,2020-02-01 18:00:00,21.93,76.88,,34.46,40.71,39.91,1.48,0.59,70.36,0.91,1.57,0.5,0.39,,34.46,1.54,67.47,123.14,875.95,0.21,29.22,0.0
2020-02-01 18:00:00,2020-02-01 19:00:00,26.37,96.74,,59.29,75.17,68.87,2.51,0.99,33.23,0.9,1.64,0.52,0.4,,40.47,1.39,66.53,55.05,874.93,0.21,27.87,0.0
2020-02-01 19:00:00,2020-02-01 20:00:00,30.25,107.0,,74.19,96.7,88.44,3.96,1.34,14.22,0.91,1.59,0.49,0.41,,44.73,0.79,62.08,48.53,872.4,0.19,26.48,0.0
2020-02-01 20:00:00,2020-02-01 21:00:00,35.97,118.53,,40.52,43.21,44.67,3.1,0.7,36.55,0.9,1.61,0.48,0.4,,48.54,0.74,106.12,60.82,872.25,0.2,25.11,0.0
2020-02-01 21:00:00,2020-02-01 22:00:00,35.67,117.83,,28.86,30.5,30.91,2.91,0.57,56.99,0.92,1.64,0.47,0.4,,49.44,0.35,135.76,61.39,871.0,0.2,24.94,0.0
2020-02-01 22:00:00,2020-02-01 23:00:00,33.36,97.5,,28.24,29.86,29.61,2.47,0.61,50.68,0.88,1.67,0.5,0.4,,52.67,0.19,140.17,59.28,870.2,0.21,24.38,0.0
2020-02-01 23:00:00,2020-02-02 00:00:00,30.96,86.24,,23.92,25.35,26.05,2.38,0.52,46.83,0.92,1.63,0.5,0.39,,56.9,0.16,159.46,60.24,869.97,0.19,23.63,0.0
2020-02-02 00:00:00,2020-02-02 01:00:00,29.11,81.69,,14.43,15.76,17.71,2.02,0.34,67.36,0.88,1.58,0.5,0.42,,57.53,0.23,185.07,63.18,870.42,0.2,23.29,0.0
2020-02-02 01:00:00,2020-02-02 02:00:00,26.68,78.37,,24.91,27.93,27.4,1.77,0.37,43.9,0.88,1.67,0.5,0.41,,63.72,0.3,115.05,64.42,870.62,0.18,21.97,0.0
2020-02-02 02:00:00,2020-02-02 03:00:00,27.37,74.73,,25.02,27.51,28.01,1.61,0.52,27.55,0.9,1.6,0.49,0.4,,69.49,0.29,177.3,63.62,870.57,0.21,20.89,0.0
2020-02-02 03:00:00,2020-02-02 04:00:00,30.11,70.18,,19.46,21.01,22.48,1.88,0.43,34.0,0.9,1.61,0.51,0.41,,73.24,0.07,93.97,69.21,869.4,0.2,20.05,0.0
2020-02-02 04:00:00,2020-02-02 05:00:00,30.52,70.34,,28.11,33.36,32.14,2.21,0.45,24.88,0.89,1.64,0.51,0.4,,75.69,0.08,58.89,69.79,869.43,0.19,19.64,0.0
2020-02-02 05:00:00,2020-02-02 06:00:00,29.3,68.7,,31.78,39.92,37.18,2.05,0.57,23.7,0.91,1.62,0.5,0.39,,77.36,0.06,101.9,75.98,869.25,0.2,19.37,0.0
2020-02-02 06:00:00,2020-02-02 07:00:00,27.66,76.76,,34.95,43.63,41.61,1.96,0.62,21.84,0.88,1.62,0.51,0.41,,78.86,0.08,103.44,87.33,869.35,0.22,19.25,0.0
2020-02-02 07:00:00,2020-02-02 08:00:00,29.85,91.66,,41.6,54.9,53.02,2.52,0.84,14.53,0.89,1.61,0.48,0.41,,78.81,0.21,102.42,120.12,869.92,0.18,19.47,0.0
2020-02-02 08:00:00,2020-02-02 09:00:00,32.36,92.02,,25.37,29.67,30.42,2.6,0.52,38.76,0.93,1.62,0.47,0.4,,70.18,0.56,135.78,230.93,872.02,0.21,21.44,0.0
2020-02-02 09:00:00,2020-02-02 10:00:00,31.69,84.16,,11.05,12.31,14.71,4.18,0.34,65.46,0.89,1.63,0.48,0.41,,60.24,1.08,163.72,360.68,874.48,0.2,23.3,0.0
2020-02-02 10:00:00,2020-02-02 11:00:00,30.86,76.53,,12.64,14.68,15.92,6.5,0.41,79.09,0.9,1.58,0.49,0.4,,55.58,1.02,141.29,465.08,874.58,0.2,24.71,0.0
2020-02-02 11:00:00,2020-02-02 12:00:00,33.1,71.67,,11.67,13.42,14.38,8.11,0.35,88.32,0.88,1.58,0.49,0.4,,47.0,1.1,124.12,537.21,875.45,0.23,26.24,0.0
2020-02-02 12:00:00,2020-02-02 13:00:00,32.69,65.57,,11.54,13.34,13.87,8.62,0.28,91.7,0.9,1.6,0.5,0.4,,39.53,1.4,115.66,471.89,876.25,0.22,27.33,0.0
2020-02-02 13:00:00,2020-02-02 14:00:00,28.52,63.66,,14.2,16.44,16.47,7.64,0.26,91.23,0.91,1.65,0.5,0.41,,36.45,1.68,102.44,228.06,877.4,0.2,27.98,0.0
2020-02-02 14:00:00,2020-02-02 15:00:00,26.57,65.86,,17.05,19.34,19.31,8.35,0.26,89.02,0.9,1.6,0.49,0.4,,34.55,1.91,79.86,410.6,878.28,0.18,28.59,0.0
2020-02-02 15:00:00,2020-02-02 16:00:00,26.95,68.19,,17.39,20.01,20.03,9.77,0.25,93.1,0.91,1.6,0.49,0.39,,36.2,1.68,69.89,332.64,877.17,0.19,28.51,0.0
2020-02-02 16:00:00,2020-02-02 17:00:00,26.4,70.66,,19.77,22.77,22.16,12.23,0.31,97.23,0.89,1.6,0.48,0.38,,35.57,2.0,73.27,252.96,878.25,0.21,28.4,0.0
2020-02-02 17:00:00,2020-02-02 18:00:00,28.57,72.75,,30.25,33.74,31.67,13.51,0.43,81.69,0.9,1.57,0.55,0.41,,34.52,1.56,78.45,128.73,876.02,0.2,28.1,0.0
2020-02-02 18:00:00,2020-02-02 19:00:00,27.96,77.25,,51.28,60.96,55.12,14.36,0.72,47.09,0.92,1.63,0.5,0.41,,37.71,1.11,60.0,56.81,873.8,0.21,26.99,0.0
2020-02-02 19:00:00,2020-02-02 20:00:00,27.48,86.72,,71.31,86.62,77.99,10.09,1.27,10.73,0.92,1.59,0.51,0.4,,41.96,0.1,98.41,58.48,869.42,0.2,25.51,0.0
2020-02-02 20:00:00,2020-02-02 21:00:00,33.25,104.18,,65.07,77.96,72.96,10.12,1.19,11.16,0.9,1.54,0.48,0.4,,45.12,0.21,110.09,65.7,869.95,0.19,24.65,0.0
2020-02-02 21:00:00,2020-02-02 22:00:00,36.66,113.97,,38.8,41.98,41.77,7.98,0.74,38.09,0.9,1.56,0.51,0.41,,48.36,0.36,133.34,66.23,870.85,0.2,24.29,0.0
2020-02-02 22:00:00,2020-02-02 23:00:00,34.19,110.62,,33.38,35.73,34.2,6.51,0.62,50.56,0.87,1.6,0.5,0.41,,52.93,0.28,136.36,62.44,870.57,0.19,23.82,0.0
2020-02-02 23:00:00,2020-02-03 00:00:00,33.36,106.96,,51.42,63.01,56.83,6.54,0.87,22.94,0.89,1.55,0.51,0.41,,58.05,0.27,101.69,62.77,870.27,0.19,22.67,0.0
