From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (ug/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2023-02-13 09:00:00,2023-02-13 10:00:00,42.0,,2.48,1.73,2.98,22.15,4.75,0.44,49.1,0.1,0.2,,,,22.0,2.3,243.75,74.25,,16.7,0.0,
2023-02-13 10:00:00,2023-02-13 11:00:00,28.0,,2.38,1.77,2.9,19.88,4.97,0.18,51.55,0.1,0.2,,,,14.5,2.3,248.25,87.0,,17.07,0.0,
2023-02-13 11:00:00,2023-02-13 12:00:00,,,2.73,1.77,3.17,21.98,8.85,0.2,46.8,0.1,0.2,,,,11.0,2.0,255.5,99.5,,17.43,0.0,
2023-02-13 12:00:00,2023-02-13 13:00:00,,,2.45,1.88,2.95,26.68,15.62,0.3,49.12,0.1,0.2,,,,8.5,1.95,260.5,98.75,,17.65,0.0,
2023-02-13 13:00:00,2023-02-13 14:00:00,11.25,,2.4,1.87,2.92,28.73,19.65,0.62,54.25,0.1,0.3,,,,10.0,1.98,260.25,89.25,,17.82,0.0,
2023-02-13 14:00:00,2023-02-13 15:00:00,12.0,,2.45,1.95,3.05,17.02,9.7,0.6,52.78,0.1,0.3,,,,9.25,1.9,258.75,73.0,,18.12,0.0,
2023-02-13 15:00:00,2023-02-13 16:00:00,12.25,,2.4,1.73,2.9,15.85,1.83,0.68,44.85,0.1,0.3,,,,9.0,1.52,267.0,54.75,,18.27,0.0,
2023-02-13 16:00:00,2023-02-13 17:00:00,12.75,,2.57,1.78,3.02,16.45,2.62,0.75,41.85,0.1,0.3,,,,8.0,1.4,270.75,35.25,,18.32,0.0,
2023-02-13 17:00:00,2023-02-13 18:00:00,12.0,,2.43,2.12,3.12,17.2,3.93,0.82,35.6,0.1,0.3,,,,12.25,1.27,282.25,14.5,,17.95,0.0,
2023-02-13 18:00:00,2023-02-13 19:00:00,20.25,,2.42,1.9,3.0,24.92,9.88,1.04,27.78,0.15,0.42,,,,19.75,0.73,256.25,7.5,,17.5,0.0,
2023-02-13 19:00:00,2023-02-13 20:00:00,34.25,,2.62,1.88,3.12,24.17,6.92,1.15,22.18,0.2,0.75,,,,23.0,0.5,248.25,7.0,,17.25,0.0,
2023-02-13 20:00:00,2023-02-13 21:00:00,41.0,,2.68,1.8,3.15,20.65,3.8,1.17,21.55,0.25,0.95,0.03,,,23.0,0.82,231.0,6.25,,17.15,0.0,
2023-02-13 21:00:00,2023-02-13 22:00:00,39.5,,2.78,1.75,3.2,18.3,3.38,1.14,22.32,0.2,0.9,,,,23.75,0.55,248.25,6.0,,17.08,0.0,
2023-02-13 22:00:00,2023-02-13 23:00:00,26.0,,2.48,1.95,3.05,15.33,1.73,1.06,22.65,0.2,0.8,,,,25.25,0.53,236.25,6.0,,16.92,0.0,
2023-02-13 23:00:00,2023-02-14 00:00:00,30.5,,2.4,1.8,2.93,14.4,1.48,1.04,21.62,0.2,0.73,,,,25.25,0.62,230.5,4.75,,16.9,0.0,
2023-02-14 00:00:00,2023-02-14 01:00:00,22.75,,2.62,1.77,3.08,13.95,5.55,1.01,22.23,0.2,0.6,,,,26.25,0.78,225.5,5.0,,16.78,0.0,
2023-02-14 01:00:00,2023-02-14 02:00:00,26.5,,2.35,1.87,2.9,14.55,6.45,1.08,19.77,0.15,0.67,,,,31.25,1.0,217.25,4.0,,16.62,0.0,
2023-02-14 02:00:00,2023-02-14 03:00:00,23.5,,2.53,1.9,3.07,18.8,9.25,1.15,19.03,0.1,0.68,,,,36.0,0.68,224.25,3.25,,16.5,0.0,
2023-02-14 03:00:00,2023-02-14 04:00:00,26.75,,2.4,2.05,3.0,21.6,8.48,1.19,7.4,0.1,0.6,,,,44.25,0.32,158.75,1.0,,16.15,0.0,
2023-02-14 04:00:00,2023-02-14 05:00:00,32.5,,2.67,1.73,3.07,25.32,8.35,1.19,5.5,0.1,0.6,,,,56.5,0.35,73.75,1.0,,15.7,0.0,
2023-02-14 05:00:00,2023-02-14 06:00:00,43.75,,2.65,1.9,3.15,23.48,8.15,1.17,2.85,0.15,0.62,,0.03,0.03,63.5,0.55,65.0,0.5,,15.5,0.0,
2023-02-14 06:00:00,2023-02-14 07:00:00,52.5,,2.45,2.0,3.05,19.75,5.85,1.1,3.8,0.18,0.6,,,,69.0,0.38,79.5,3.75,,15.43,0.0,
2023-02-14 07:00:00,2023-02-14 08:00:00,53.75,,2.42,2.1,3.12,20.32,6.0,1.35,3.83,0.12,0.6,,,,60.75,0.28,190.0,45.5,,16.05,0.0,
2023-02-14 08:00:00,2023-02-14 09:00:00,102.5,,2.15,2.05,2.8,20.6,6.7,1.21,8.77,0.2,0.62,,,,33.5,0.68,210.25,80.75,,16.9,0.0,
2023-02-14 09:00:00,2023-02-14 10:00:00,67.5,,2.47,1.9,3.0,29.52,10.4,1.12,27.3,0.2,0.7,,,0.03,19.25,0.65,244.5,65.25,,17.48,0.0,
2023-02-14 10:00:00,2023-02-14 11:00:00,47.75,,2.48,2.15,3.1,38.45,20.95,0.96,28.72,0.2,0.7,,,,13.0,0.88,258.25,77.5,,17.9,0.0,
2023-02-14 11:00:00,2023-02-14 12:00:00,47.0,,2.67,1.73,3.13,37.8,12.57,0.67,37.25,0.2,0.65,,,,10.0,1.48,267.75,83.0,,18.15,0.0,
2023-02-14 12:00:00,2023-02-14 13:00:00,24.25,,2.55,1.83,3.02,35.83,12.8,0.5,39.3,0.2,0.57,,,0.03,11.0,1.4,263.0,85.5,,18.27,0.0,
2023-02-14 13:00:00,2023-02-14 14:00:00,23.5,,2.65,1.95,3.18,31.4,12.95,0.37,38.55,0.18,0.5,,,,10.0,1.45,260.75,80.0,,18.45,0.0,
2023-02-14 14:00:00,2023-02-14 15:00:00,15.5,,2.52,1.98,3.07,27.27,10.47,0.29,40.38,0.15,0.5,,,,11.0,1.05,254.75,67.75,,18.55,0.0,
2023-02-14 15:00:00,2023-02-14 16:00:00,20.0,,2.4,1.95,2.98,25.68,12.82,0.3,45.45,0.1,0.47,,,,14.25,1.6,274.5,52.0,,18.52,0.0,
2023-02-14 16:00:00,2023-02-14 17:00:00,25.5,,2.38,2.02,3.0,24.98,12.25,0.31,45.42,0.1,0.43,,,,17.5,1.32,263.5,31.25,,18.45,0.0,
2023-02-14 17:00:00,2023-02-14 18:00:00,29.25,,2.5,1.95,3.02,26.38,10.7,0.35,37.4,0.1,0.5,,,,23.5,0.73,265.75,14.25,,18.25,0.0,
2023-02-14 18:00:00,2023-02-14 19:00:00,39.0,,2.45,1.82,2.98,28.93,13.3,0.6,20.95,0.1,0.5,0.03,,,34.75,0.27,193.75,10.0,,17.73,0.0,
2023-02-14 19:00:00,2023-02-14 20:00:00,67.5,,2.58,1.85,3.08,26.0,12.35,1.17,6.08,0.17,0.82,0.08,,,41.75,0.3,231.75,10.0,,17.42,0.0,
2023-02-14 20:00:00,2023-02-14 21:00:00,103.0,,2.77,1.75,3.2,28.48,12.72,1.1,5.43,0.28,1.2,0.1,,0.1,40.25,0.53,234.5,10.0,,17.4,0.0,
2023-02-14 21:00:00,2023-02-14 22:00:00,96.75,,2.43,1.95,3.02,27.68,11.45,0.86,17.2,0.3,1.28,0.08,0.08,0.08,38.0,0.38,248.25,10.0,,17.32,0.0,
2023-02-14 22:00:00,2023-02-14 23:00:00,88.75,,2.27,1.67,2.75,23.57,8.6,0.58,24.77,0.27,1.17,0.1,,0.08,38.75,0.53,265.5,10.0,,17.12,0.0,
2023-02-14 23:00:00,2023-02-15 00:00:00,52.5,,2.5,1.62,2.92,23.0,7.85,0.57,25.7,0.2,1.03,0.03,,0.03,40.75,0.65,264.75,10.0,,16.98,0.0,
2023-02-15 00:00:00,2023-02-15 01:00:00,48.0,,2.38,2.03,3.02,22.42,5.57,0.66,26.68,0.2,0.95,0.05,0.03,,39.0,0.6,254.5,10.0,,16.92,0.0,
2023-02-15 01:00:00,2023-02-15 02:00:00,36.5,,2.45,2.17,3.15,24.27,5.72,0.71,27.2,0.2,0.9,,0.05,,37.75,0.7,246.0,10.0,,16.95,0.0,
2023-02-15 02:00:00,2023-02-15 03:00:00,37.0,,2.45,1.8,2.95,31.17,7.88,0.57,28.1,0.2,0.9,0.05,,,39.0,0.65,254.0,10.0,,16.9,0.0,
2023-02-15 03:00:00,2023-02-15 04:00:00,31.5,,2.52,1.75,3.0,36.1,7.72,0.56,24.07,0.2,0.8,,,,42.75,0.82,222.25,10.0,,16.67,0.0,
2023-02-15 04:00:00,2023-02-15 05:00:00,29.0,,2.5,1.93,3.08,35.08,7.7,0.61,17.25,0.2,0.8,0.05,0.05,0.03,45.5,0.6,230.0,10.0,,16.55,0.0,
2023-02-15 05:00:00,2023-02-15 06:00:00,34.0,,2.4,1.82,2.88,30.65,5.97,0.53,14.92,0.2,0.73,,,,47.25,0.83,217.75,10.0,,16.42,0.0,
2023-02-15 06:00:00,2023-02-15 07:00:00,37.75,,2.75,1.42,2.98,25.55,3.5,0.55,10.07,0.17,0.6,,,,51.75,0.75,191.25,10.25,,16.3,0.0,
2023-02-15 07:00:00,2023-02-15 08:00:00,59.75,,2.7,1.85,3.2,25.25,3.45,0.67,9.55,0.15,0.58,,,,52.75,1.03,189.0,19.0,,16.55,0.0,
2023-02-15 08:00:00,2023-02-15 09:00:00,64.25,,2.8,1.9,3.3,24.7,4.05,0.8,14.57,0.12,0.6,,,,46.25,0.82,181.0,42.75,,17.0,0.0,
2023-02-15 09:00:00,2023-02-15 10:00:00,64.5,,2.58,2.08,3.23,33.5,5.95,0.87,20.8,0.15,0.65,,,0.03,35.25,0.53,165.75,60.0,,17.83,0.0,
2023-02-15 10:00:00,2023-02-15 11:00:00,58.25,,2.52,1.92,3.08,37.85,10.62,0.72,28.65,0.2,0.75,,0.03,0.03,24.5,0.78,224.25,75.5,,18.38,0.0,
2023-02-15 11:00:00,2023-02-15 12:00:00,39.25,,2.67,1.58,3.03,46.88,12.3,0.58,35.97,0.2,0.78,0.03,,,16.0,1.03,238.5,87.25,,18.65,0.0,
2023-02-15 12:00:00,2023-02-15 13:00:00,22.75,,2.65,1.78,3.12,48.8,14.12,0.61,36.27,0.2,0.72,0.03,,0.08,17.5,1.03,249.25,92.25,,18.8,0.0,
2023-02-15 13:00:00,2023-02-15 14:00:00,21.5,,2.42,1.82,2.95,57.03,24.93,0.6,38.38,0.2,0.78,0.03,0.05,,18.75,1.23,258.5,85.5,,18.95,0.0,
2023-02-15 14:00:00,2023-02-15 15:00:00,18.5,,2.55,1.9,3.12,59.45,34.38,0.57,43.95,0.12,0.8,0.08,0.1,,18.25,1.53,272.0,72.75,,19.0,0.0,
2023-02-15 15:00:00,2023-02-15 16:00:00,16.25,,2.53,1.82,3.02,56.18,41.52,0.47,47.68,0.1,0.8,0.03,0.05,,20.5,1.48,267.5,54.5,,18.98,0.0,
2023-02-15 16:00:00,2023-02-15 17:00:00,18.5,,2.35,2.17,3.05,49.17,45.65,0.46,48.2,0.1,0.8,0.08,,,22.75,1.18,274.25,32.75,,18.92,0.0,
2023-02-15 17:00:00,2023-02-15 18:00:00,29.5,,2.78,1.8,3.2,26.48,13.12,0.6,36.53,0.1,0.73,0.05,0.03,0.08,30.75,0.57,144.75,12.0,,18.68,0.0,
2023-02-15 18:00:00,2023-02-15 19:00:00,49.5,,2.72,1.78,3.18,32.55,12.08,1.12,21.48,0.2,0.8,0.03,,0.03,45.5,0.25,110.0,1.0,,18.0,0.0,
2023-02-15 19:00:00,2023-02-15 20:00:00,75.75,,2.58,1.8,3.08,28.13,10.72,1.58,9.97,0.2,0.9,0.03,,0.08,49.75,0.3,113.0,1.0,,17.73,0.0,
2023-02-15 20:00:00,2023-02-15 21:00:00,106.25,,2.83,1.5,3.1,24.6,10.85,1.61,10.83,0.2,1.05,0.05,,0.08,47.0,0.38,166.75,1.0,,17.62,0.0,
2023-02-15 21:00:00,2023-02-15 22:00:00,102.0,,2.6,1.5,2.9,15.8,10.77,2.0,2.67,0.2,1.2,0.08,,0.15,53.5,0.15,212.0,1.0,,17.35,0.0,
2023-02-15 22:00:00,2023-02-15 23:00:00,128.5,,2.38,2.12,3.05,15.2,8.53,1.69,4.15,0.2,1.38,0.08,0.03,0.03,52.0,0.43,217.25,1.0,,17.35,0.0,
2023-02-15 23:00:00,2023-02-16 00:00:00,111.5,,2.7,1.93,3.23,18.02,8.33,1.33,8.53,0.22,1.4,0.08,,0.1,49.0,0.48,227.5,1.75,,17.4,0.0,
2023-02-16 00:00:00,2023-02-16 01:00:00,97.5,,2.6,1.9,3.12,21.18,5.53,0.91,19.82,0.22,1.4,0.08,,0.1,49.75,0.33,250.5,1.0,,17.25,0.0,
2023-02-16 01:00:00,2023-02-16 02:00:00,91.0,,2.48,1.53,2.88,24.3,6.95,0.84,25.07,0.22,1.2,0.03,,0.08,53.5,0.25,263.0,1.0,,17.02,0.0,
2023-02-16 02:00:00,2023-02-16 03:00:00,74.5,,2.58,1.98,3.15,45.83,13.6,0.98,22.45,0.3,1.3,0.1,0.05,0.17,56.75,0.6,278.0,1.25,,16.88,0.0,
2023-02-16 03:00:00,2023-02-16 04:00:00,76.0,,2.48,2.0,3.1,61.48,13.52,1.05,19.73,0.25,1.2,0.1,,0.1,62.25,0.68,270.5,2.0,,16.62,0.0,
2023-02-16 04:00:00,2023-02-16 05:00:00,99.75,,2.55,1.78,3.02,58.9,13.05,1.14,21.55,0.3,1.1,0.1,,,62.0,0.8,266.75,2.0,,16.58,0.0,
2023-02-16 05:00:00,2023-02-16 06:00:00,113.0,,2.6,1.98,3.18,49.08,11.15,1.09,25.77,0.3,1.02,0.03,0.03,,62.25,0.88,265.75,2.0,,16.5,0.0,
2023-02-16 06:00:00,2023-02-16 07:00:00,126.75,,2.55,2.0,3.13,35.27,5.42,0.94,20.15,0.3,0.9,,,0.03,64.25,0.73,261.75,3.75,,16.42,0.0,
2023-02-16 07:00:00,2023-02-16 08:00:00,112.5,,2.35,2.12,3.08,34.08,4.72,1.08,16.65,0.3,0.88,,,0.05,61.75,0.8,259.25,30.25,,16.75,0.0,
2023-02-16 08:00:00,2023-02-16 09:00:00,140.75,,2.5,2.1,3.15,32.2,6.05,1.23,21.05,0.3,0.82,,,,57.0,0.8,266.75,73.75,,16.98,0.0,
2023-02-16 09:00:00,2023-02-16 10:00:00,160.5,,2.48,1.95,3.05,48.43,13.95,1.46,31.4,0.35,0.85,0.05,,,54.5,0.8,248.75,80.0,,17.3,0.0,
2023-02-16 10:00:00,2023-02-16 11:00:00,179.25,,2.8,1.68,3.15,55.78,29.48,1.48,40.85,0.4,1.02,0.05,,0.05,46.5,1.02,254.25,81.5,,17.8,0.0,
2023-02-16 11:00:00,2023-02-16 12:00:00,170.25,,2.48,1.73,2.93,69.82,27.6,1.37,47.2,0.4,1.3,0.12,0.03,0.15,43.25,1.02,263.25,83.5,,18.17,0.0,
2023-02-16 12:00:00,2023-02-16 13:00:00,143.75,,2.58,1.7,2.98,69.2,26.75,1.22,57.03,0.4,1.35,0.15,0.05,0.08,36.5,1.35,256.5,81.75,,18.52,0.0,
2023-02-16 13:00:00,2023-02-16 14:00:00,113.0,,2.47,1.8,2.98,46.9,16.12,0.97,59.4,0.38,1.2,0.1,,,31.75,1.35,257.75,77.75,,18.8,0.0,
2023-02-16 14:00:00,2023-02-16 15:00:00,78.0,,2.57,1.82,3.05,35.3,7.62,0.84,56.47,0.3,0.97,,,,27.25,1.48,271.0,64.0,,18.9,0.0,
2023-02-16 15:00:00,2023-02-16 16:00:00,67.5,,2.45,1.95,3.05,32.35,7.75,0.81,56.92,0.3,0.9,,,0.05,26.75,1.38,272.75,47.25,,18.9,0.0,
2023-02-16 16:00:00,2023-02-16 17:00:00,65.5,,2.45,1.95,3.0,30.57,8.05,0.84,59.5,0.22,0.88,,,,29.75,1.23,275.0,28.25,,18.85,0.0,
2023-02-16 17:00:00,2023-02-16 18:00:00,74.5,,2.22,1.65,2.7,37.97,19.85,1.2,46.05,0.25,0.83,,,0.05,37.5,0.67,284.0,13.25,,18.55,0.0,
2023-02-16 18:00:00,2023-02-16 19:00:00,114.5,,2.27,1.88,2.83,47.48,23.5,1.71,25.47,0.32,1.05,0.08,0.03,0.08,48.5,0.28,106.75,4.5,,18.08,0.0,
2023-02-16 19:00:00,2023-02-16 20:00:00,147.0,,2.57,1.8,3.07,58.22,19.82,2.07,10.72,0.4,1.27,0.1,,0.1,56.5,0.35,68.0,3.0,,17.78,0.0,
2023-02-16 20:00:00,2023-02-16 21:00:00,206.0,,2.5,2.0,3.1,56.15,18.92,1.69,16.77,0.4,1.5,0.17,0.08,0.1,57.75,0.12,146.25,3.0,,17.62,0.0,
2023-02-16 21:00:00,2023-02-16 22:00:00,155.75,,2.6,1.85,3.1,41.5,14.7,1.58,20.75,0.4,1.48,0.12,0.08,0.1,58.25,0.2,112.0,3.0,,17.52,0.0,
2023-02-16 22:00:00,2023-02-16 23:00:00,163.25,,2.55,1.98,3.1,31.83,7.22,1.55,11.6,0.33,1.4,0.1,0.05,0.08,64.25,0.28,100.5,3.0,,17.32,0.0,
2023-02-16 23:00:00,2023-02-17 00:00:00,184.0,,2.48,1.82,2.98,29.55,5.35,1.41,7.6,0.3,1.37,0.03,0.03,0.1,68.25,0.12,157.75,3.0,,17.12,0.0,
2023-02-17 00:00:00,2023-02-17 01:00:00,199.25,,2.45,1.88,3.0,28.83,4.78,1.3,8.7,0.3,1.3,0.08,0.1,0.1,72.25,0.23,97.75,3.0,,17.0,0.0,
2023-02-17 01:00:00,2023-02-17 02:00:00,225.75,,2.3,2.0,2.98,36.88,7.68,1.44,2.8,0.3,1.25,0.1,0.03,0.08,74.0,0.2,101.5,3.0,,16.9,0.0,
2023-02-17 02:00:00,2023-02-17 03:00:00,238.0,,2.62,1.85,3.15,84.75,15.77,1.36,6.88,0.3,1.4,0.1,0.03,0.08,73.5,0.1,199.0,3.0,,16.8,0.0,
2023-02-17 03:00:00,2023-02-17 04:00:00,214.0,,2.62,1.77,3.07,122.17,18.8,1.42,2.75,0.38,1.42,0.17,0.12,0.08,74.5,0.12,233.0,3.0,,16.78,0.0,
2023-02-17 04:00:00,2023-02-17 05:00:00,210.0,,2.67,1.98,3.22,107.22,17.05,1.44,5.65,0.4,1.4,0.12,0.1,0.15,75.75,0.22,257.5,3.0,,16.67,0.0,
2023-02-17 05:00:00,2023-02-17 06:00:00,215.75,,2.65,1.95,3.17,76.9,12.15,1.36,8.23,0.33,1.35,0.1,0.15,0.05,78.75,0.28,221.0,3.0,,16.55,0.0,
2023-02-17 06:00:00,2023-02-17 07:00:00,219.75,,2.45,1.98,3.05,56.48,5.33,1.4,6.45,0.3,1.25,0.1,,0.03,80.75,0.28,211.75,5.0,,16.42,0.0,
2023-02-17 07:00:00,2023-02-17 08:00:00,267.5,,2.38,2.03,3.0,53.55,5.2,1.78,6.93,0.3,1.2,0.08,0.03,0.05,77.5,0.27,150.75,39.5,,16.75,0.0,
2023-02-17 08:00:00,2023-02-17 09:00:00,393.75,,2.35,2.1,3.0,54.8,5.9,2.08,11.92,0.32,1.2,0.05,,0.08,70.75,0.3,246.75,81.75,,17.05,0.0,
2023-02-17 09:00:00,2023-02-17 10:00:00,417.0,,2.42,1.82,2.95,76.92,12.3,1.93,27.3,0.4,1.27,0.1,0.05,0.17,64.0,0.57,112.5,95.75,,17.52,0.0,
2023-02-17 10:00:00,2023-02-17 11:00:00,365.0,,2.38,1.98,3.0,134.2,23.55,1.49,32.95,0.4,1.4,0.12,0.1,0.15,53.5,0.73,162.25,72.25,,18.02,0.0,
2023-02-17 11:00:00,2023-02-17 12:00:00,216.25,,2.72,1.8,3.17,127.47,22.53,1.21,45.22,0.4,1.4,0.08,0.08,0.2,40.0,0.88,143.75,78.5,,18.55,0.0,
2023-02-17 12:00:00,2023-02-17 13:00:00,138.25,,2.6,1.85,3.12,106.05,20.67,1.17,47.97,0.4,1.45,0.1,0.15,0.1,33.25,0.9,126.0,80.25,,18.88,0.0,
2023-02-17 13:00:00,2023-02-17 14:00:00,101.75,,2.42,2.12,3.1,83.8,18.32,1.02,50.27,0.4,1.5,0.1,0.12,0.05,29.5,0.93,159.0,74.5,,19.1,0.0,
2023-02-17 14:00:00,2023-02-17 15:00:00,82.0,,2.27,1.98,2.95,85.03,27.27,0.92,51.1,0.4,1.5,0.05,0.1,0.05,29.0,0.9,129.0,62.5,,19.17,0.0,
2023-02-17 15:00:00,2023-02-17 16:00:00,76.25,,2.6,1.85,3.1,35.42,7.85,0.71,59.05,0.3,1.4,0.05,,0.03,31.5,1.27,63.75,45.0,,19.08,0.0,
2023-02-17 16:00:00,2023-02-17 17:00:00,84.0,,2.83,1.75,3.23,34.25,3.1,0.92,56.05,0.3,1.17,0.03,0.03,,36.25,1.25,51.25,28.0,,18.9,0.0,
2023-02-17 17:00:00,2023-02-17 18:00:00,86.0,,2.38,2.02,3.0,53.75,9.65,1.21,39.75,0.3,1.1,0.03,,0.05,42.0,0.47,97.75,14.0,,18.62,0.0,
2023-02-17 18:00:00,2023-02-17 19:00:00,105.0,,2.48,1.9,3.02,60.12,16.38,1.67,22.57,0.3,1.2,0.08,,0.2,53.0,0.2,69.5,9.25,,18.12,0.0,
2023-02-17 19:00:00,2023-02-17 20:00:00,157.0,,2.58,1.85,3.07,64.62,17.55,2.21,6.83,0.4,1.48,0.12,0.05,0.08,55.0,0.15,58.0,5.5,,17.85,0.0,
2023-02-17 20:00:00,2023-02-17 21:00:00,193.0,,2.68,1.87,3.17,65.1,18.4,2.16,5.25,0.4,1.6,0.08,0.08,0.23,58.0,0.28,127.25,5.0,,17.62,0.0,
2023-02-17 21:00:00,2023-02-17 22:00:00,198.75,,2.58,1.75,3.02,51.08,13.65,1.85,15.37,0.4,1.58,0.15,0.08,0.2,63.0,0.12,232.25,4.5,,17.28,0.0,
2023-02-17 22:00:00,2023-02-17 23:00:00,198.25,,2.38,1.62,2.8,42.55,6.4,1.71,13.22,0.35,1.5,0.1,,0.1,66.75,0.1,161.75,4.0,,17.08,0.0,
2023-02-17 23:00:00,2023-02-18 00:00:00,203.5,,2.62,1.9,3.15,34.4,5.4,1.54,10.4,0.3,1.45,0.03,,0.1,68.0,0.1,249.0,3.75,,17.0,0.0,
2023-02-18 00:00:00,2023-02-18 01:00:00,198.75,,2.5,1.82,3.05,33.08,4.2,1.41,5.7,0.3,1.4,0.05,0.05,0.12,69.5,0.17,171.5,4.0,,16.95,0.0,
2023-02-18 01:00:00,2023-02-18 02:00:00,219.25,,2.62,1.75,3.05,40.8,6.95,1.45,3.4,0.3,1.45,0.05,0.05,0.05,74.25,0.25,70.25,4.75,,16.82,0.0,
2023-02-18 02:00:00,2023-02-18 03:00:00,212.5,,2.62,1.67,3.0,87.35,14.2,1.44,3.23,0.35,1.5,0.12,,0.1,75.25,0.15,174.5,4.0,,16.65,0.0,
2023-02-18 03:00:00,2023-02-18 04:00:00,198.0,,2.55,1.85,3.07,111.62,17.93,1.49,,0.4,1.55,0.15,0.2,0.1,72.25,0.17,237.0,4.75,,16.77,0.0,
2023-02-18 04:00:00,2023-02-18 05:00:00,189.75,,2.4,1.78,2.92,105.17,17.52,1.31,3.45,0.4,1.55,0.1,0.1,0.1,73.75,0.2,248.5,5.0,,16.67,0.0,
2023-02-18 05:00:00,2023-02-18 06:00:00,178.0,,2.45,1.88,2.98,70.2,10.2,1.06,13.35,0.35,1.45,0.1,,0.05,75.25,0.38,262.0,5.0,,16.6,0.0,
2023-02-18 06:00:00,2023-02-18 07:00:00,180.5,,2.58,2.0,3.2,52.03,3.83,1.03,18.62,0.3,1.35,,0.08,0.03,76.75,0.3,234.0,7.25,,16.5,0.0,
2023-02-18 07:00:00,2023-02-18 08:00:00,201.5,,2.45,1.95,3.0,46.7,3.28,1.27,22.48,0.3,1.2,0.03,,0.03,77.5,0.43,242.25,35.0,,16.75,0.0,
2023-02-18 08:00:00,2023-02-18 09:00:00,248.25,,2.45,1.7,2.9,41.1,3.55,1.56,7.85,0.3,1.07,0.05,,,69.25,0.5,154.75,77.5,,17.05,0.0,
2023-02-18 09:00:00,2023-02-18 10:00:00,259.5,,2.5,1.73,2.92,67.93,8.8,1.33,27.2,0.3,1.25,0.03,0.03,0.05,60.5,0.45,118.0,90.5,,17.55,0.0,
2023-02-18 10:00:00,2023-02-18 11:00:00,201.75,,2.58,1.88,3.08,112.03,18.7,1.17,43.72,0.35,1.38,0.1,0.05,0.1,47.5,0.67,138.25,77.5,,18.27,0.0,
2023-02-18 11:00:00,2023-02-18 12:00:00,143.75,,2.38,2.0,2.98,110.57,18.77,1.1,58.3,0.2,1.32,0.1,0.05,0.03,38.5,0.78,159.75,76.75,,18.77,0.0,
2023-02-18 12:00:00,2023-02-18 13:00:00,112.0,,2.3,1.95,2.92,97.25,17.75,1.18,55.92,0.2,1.35,0.1,0.05,,34.0,0.8,196.0,78.75,,19.05,0.0,
2023-02-18 13:00:00,2023-02-18 14:00:00,99.0,,2.45,1.8,2.98,60.1,10.7,0.98,58.67,0.2,1.37,0.05,,,28.75,0.78,178.5,75.5,,19.25,0.0,
2023-02-18 14:00:00,2023-02-18 15:00:00,88.5,,2.6,1.8,3.05,40.33,2.25,0.75,59.4,0.12,1.2,0.03,,0.05,20.5,0.8,117.5,64.75,,19.4,0.0,
2023-02-18 15:00:00,2023-02-18 16:00:00,58.5,,2.7,1.9,3.2,34.9,3.08,0.81,65.48,0.1,1.05,0.03,,0.03,26.5,1.05,189.0,47.75,,19.35,0.0,
2023-02-18 16:00:00,2023-02-18 17:00:00,69.25,,2.6,1.75,3.08,36.52,4.88,0.84,74.28,0.15,1.05,0.03,,,26.75,1.15,266.25,30.0,,19.2,0.0,
2023-02-18 17:00:00,2023-02-18 18:00:00,79.25,,2.67,1.57,3.02,49.73,12.32,1.14,63.92,0.2,1.0,,,0.03,33.25,0.62,262.5,14.5,,18.93,0.0,
2023-02-18 18:00:00,2023-02-18 19:00:00,100.0,,2.55,1.55,2.9,57.23,18.6,1.91,32.65,0.23,1.18,0.1,0.03,0.12,46.75,0.17,179.0,10.0,,18.25,0.0,
2023-02-18 19:00:00,2023-02-18 20:00:00,147.0,,2.32,1.82,2.85,62.13,17.43,2.98,6.62,0.38,1.53,0.15,0.05,0.1,56.5,0.15,133.5,8.5,,17.78,0.0,
2023-02-18 20:00:00,2023-02-18 21:00:00,191.0,,2.4,1.88,2.95,59.4,18.55,3.02,3.3,0.4,1.9,0.18,0.25,0.1,60.5,0.15,194.25,5.5,,17.6,0.0,
2023-02-18 21:00:00,2023-02-18 22:00:00,208.0,,2.62,1.75,3.02,35.25,13.38,2.45,4.07,0.4,2.2,0.12,0.23,0.2,60.5,0.1,204.75,4.5,,17.52,0.0,
2023-02-18 22:00:00,2023-02-18 23:00:00,172.5,,2.33,1.85,2.83,30.55,6.75,2.04,2.73,0.4,2.3,0.15,0.12,0.23,66.5,0.1,222.5,4.5,,17.2,0.0,
2023-02-18 23:00:00,2023-02-19 00:00:00,163.25,,2.5,1.92,3.08,27.8,5.78,1.77,5.1,0.4,2.27,0.12,0.1,0.05,69.0,0.1,193.25,4.0,,17.0,0.0,
2023-02-19 00:00:00,2023-02-19 01:00:00,161.0,,2.4,1.95,2.98,23.55,5.7,1.55,5.78,0.4,2.12,0.15,,0.15,70.75,0.1,217.75,5.0,,16.98,0.0,
