From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2022-10-26 08:00:00,2022-10-26 09:00:00,18.8,21.37,8.71,4.25,12.62,8.39,7.57,0.71,22.39,0.82,1.17,1.01,7.88,,46.15,0.38,119.04,402.1,9.55,23.63,0.0
2022-10-26 09:00:00,2022-10-26 10:00:00,17.71,18.67,8.51,4.21,12.72,8.43,7.4,0.69,22.22,0.79,1.19,1.0,7.94,,32.55,0.52,133.33,571.7,9.57,27.35,0.0
2022-10-26 10:00:00,2022-10-26 11:00:00,17.71,19.54,8.46,4.31,12.79,8.39,7.53,0.69,22.17,0.78,1.2,1.02,8.05,,22.06,0.99,109.98,712.8,9.55,28.34,0.0
2022-10-26 11:00:00,2022-10-26 12:00:00,20.79,28.38,8.78,4.34,12.85,8.37,7.55,0.71,22.45,0.83,1.21,1.02,7.96,,18.43,0.86,99.4,770.35,9.54,29.24,0.0
2022-10-26 12:00:00,2022-10-26 13:00:00,20.65,33.62,8.72,4.17,12.74,8.55,7.52,0.71,22.4,0.82,1.19,1.0,7.94,,18.52,0.84,103.45,756.12,9.62,30.22,0.0
2022-10-26 13:00:00,2022-10-26 14:00:00,19.32,24.41,8.52,4.21,12.91,8.6,7.64,0.69,22.23,0.79,1.22,1.0,7.68,,18.84,0.79,107.52,688.27,9.65,30.8,0.0
2022-10-26 14:00:00,2022-10-26 15:00:00,16.38,27.39,8.56,4.26,12.95,8.6,7.46,0.7,22.26,0.79,1.22,1.01,7.92,,20.35,1.11,110.24,544.9,9.65,30.07,0.0
2022-10-26 15:00:00,2022-10-26 16:00:00,13.13,22.7,8.63,4.2,12.68,8.43,7.51,0.7,22.33,0.8,1.18,1.0,7.88,,21.52,0.88,111.51,349.33,9.56,29.88,0.0
2022-10-26 16:00:00,2022-10-26 17:00:00,12.17,16.14,8.66,4.19,12.55,8.49,7.47,0.7,22.35,0.81,1.16,1.0,8.04,,24.16,0.72,104.08,73.6,9.6,28.86,0.0
2022-10-26 17:00:00,2022-10-26 18:00:00,11.3,14.52,8.7,4.16,12.86,8.18,7.46,0.71,22.39,0.82,1.21,0.99,7.8,,29.51,0.56,105.91,3.07,9.45,26.81,0.0
2022-10-26 18:00:00,2022-10-26 19:00:00,12.03,19.06,8.52,4.24,12.91,8.57,7.52,0.69,22.23,0.79,1.22,1.0,7.84,,35.61,0.59,98.32,0.0,9.64,25.28,0.0
2022-10-26 19:00:00,2022-10-26 20:00:00,12.09,14.62,8.62,4.18,12.91,8.52,7.54,0.71,22.32,0.8,1.22,1.0,7.83,,38.71,0.65,102.19,0.0,9.61,24.72,0.0
2022-10-26 20:00:00,2022-10-26 21:00:00,9.79,14.06,8.65,4.18,12.85,8.59,7.49,0.71,22.34,0.81,1.21,1.0,7.88,,40.76,0.58,115.77,0.0,9.65,24.03,0.0
2022-10-26 21:00:00,2022-10-26 22:00:00,8.19,10.87,8.6,4.15,12.58,8.68,7.57,0.7,22.3,0.8,1.17,0.99,7.84,,46.68,0.37,106.97,0.0,9.68,22.51,0.0
2022-10-26 22:00:00,2022-10-26 23:00:00,8.17,9.29,8.61,4.2,12.85,8.5,7.39,0.7,22.31,0.8,1.21,1.0,7.94,,51.6,0.3,67.86,0.0,9.6,21.25,0.0
2022-10-26 23:00:00,2022-10-27 00:00:00,,,8.54,4.2,12.67,8.57,7.5,0.7,22.25,0.79,1.18,1.0,7.99,,54.27,0.22,48.42,0.0,9.64,20.34,0.0
2022-10-27 00:00:00,2022-10-27 01:00:00,14.63,18.12,8.62,4.17,12.64,8.32,7.45,0.7,22.31,0.8,1.18,0.99,7.75,,60.02,0.11,240.21,0.0,9.51,19.23,0.0
2022-10-27 01:00:00,2022-10-27 02:00:00,13.5,19.89,8.62,4.2,12.75,8.48,7.48,0.7,22.32,0.8,1.19,1.0,7.82,,63.98,0.18,296.84,0.0,9.59,18.45,0.0
2022-10-27 02:00:00,2022-10-27 03:00:00,12.46,15.93,8.55,4.2,12.74,8.43,7.5,0.7,22.26,0.79,1.19,1.0,7.79,,65.13,0.18,296.48,0.0,9.57,18.2,0.0
2022-10-27 03:00:00,2022-10-27 04:00:00,9.55,10.89,8.53,4.17,12.68,8.51,7.47,0.69,22.24,0.79,1.18,1.0,8.03,,66.08,0.37,239.78,0.0,9.61,18.31,0.0
2022-10-27 04:00:00,2022-10-27 05:00:00,9.39,13.17,8.57,4.26,12.82,8.38,7.51,0.7,22.28,0.8,1.2,1.01,8.01,,64.27,0.73,270.94,0.0,9.54,18.69,0.0
2022-10-27 05:00:00,2022-10-27 06:00:00,10.88,15.8,8.49,4.2,12.99,8.51,7.48,0.69,22.21,0.78,1.23,1.0,7.92,,66.15,0.49,287.19,0.0,9.61,18.22,0.0
2022-10-27 06:00:00,2022-10-27 07:00:00,11.73,15.75,8.55,4.23,12.87,8.59,7.42,0.69,22.25,0.8,1.21,1.0,8.05,,66.19,0.42,283.9,8.22,9.64,18.19,0.0
2022-10-27 07:00:00,2022-10-27 08:00:00,10.19,20.48,8.5,4.15,12.67,8.5,7.53,0.69,22.21,0.78,1.18,0.99,7.84,,57.32,0.26,320.05,152.83,9.6,21.45,0.0
2022-10-27 08:00:00,2022-10-27 09:00:00,11.48,15.7,8.71,4.17,12.75,8.49,7.52,0.71,22.39,0.82,1.19,1.0,7.88,,47.75,0.47,257.97,363.0,9.6,25.26,0.0
2022-10-27 09:00:00,2022-10-27 10:00:00,12.53,19.38,8.54,4.22,12.65,8.69,7.46,0.69,22.25,0.79,1.18,1.0,7.84,,34.76,0.45,248.52,500.38,9.69,27.6,0.0
2022-10-27 10:00:00,2022-10-27 11:00:00,18.37,33.97,8.62,4.16,12.62,8.76,7.49,0.7,22.32,0.8,1.17,0.99,7.86,,27.46,0.24,107.35,678.95,9.73,28.93,0.0
2022-10-27 11:00:00,2022-10-27 12:00:00,21.03,30.94,8.17,4.14,12.39,9.9,7.06,0.75,22.79,0.77,1.04,0.88,9.43,,25.93,0.46,128.76,718.52,10.38,29.62,0.0
2022-10-27 12:00:00,2022-10-27 13:00:00,22.17,39.72,7.59,3.86,11.76,12.51,6.16,0.84,23.83,0.76,0.84,0.72,11.56,,24.35,0.27,215.82,728.72,11.42,30.57,0.0
2022-10-27 13:00:00,2022-10-27 14:00:00,22.53,35.93,7.59,3.85,11.77,12.6,6.16,0.84,23.83,0.76,0.83,0.71,11.57,,25.17,0.67,264.03,536.85,11.45,30.95,0.0
2022-10-27 14:00:00,2022-10-27 15:00:00,19.93,31.21,7.58,3.8,11.63,12.61,6.12,0.84,23.82,0.76,0.82,0.7,11.54,,26.29,1.05,261.83,444.48,11.45,30.47,0.0
2022-10-27 15:00:00,2022-10-27 16:00:00,17.11,36.81,7.55,3.82,11.63,12.63,6.15,0.84,23.8,0.75,0.82,0.7,11.57,,27.26,0.94,291.9,245.82,11.46,30.14,0.0
2022-10-27 16:00:00,2022-10-27 17:00:00,18.24,29.98,7.58,3.85,11.8,12.61,6.16,0.84,23.82,0.76,0.83,0.71,11.55,,29.09,0.51,303.12,74.95,11.45,29.22,0.0
2022-10-27 17:00:00,2022-10-27 18:00:00,17.61,28.32,7.62,3.87,11.85,12.59,6.14,0.84,23.86,0.77,0.84,0.72,11.56,,33.33,0.47,286.71,5.65,11.44,27.09,0.0
2022-10-27 18:00:00,2022-10-27 19:00:00,15.26,28.09,7.57,3.84,11.83,12.65,6.11,0.84,23.81,0.75,0.84,0.71,11.56,,37.42,0.25,157.52,0.0,11.46,25.94,0.0
2022-10-27 19:00:00,2022-10-27 20:00:00,14.49,28.39,7.56,3.85,11.53,12.54,6.16,0.83,23.8,0.75,0.82,0.71,11.55,,37.39,0.72,104.97,0.0,11.42,25.54,0.0
2022-10-27 20:00:00,2022-10-27 21:00:00,17.02,24.96,7.63,3.86,11.68,12.54,6.15,0.84,17.27,0.77,0.83,0.72,11.54,,40.88,0.55,117.63,0.0,11.42,24.36,0.0
2022-10-27 21:00:00,2022-10-27 22:00:00,18.64,29.95,7.68,3.87,11.73,12.56,6.21,0.85,9.35,0.78,0.83,0.72,11.56,,43.38,0.57,122.39,0.0,11.43,23.48,0.0
2022-10-27 22:00:00,2022-10-27 23:00:00,15.33,30.41,7.58,3.79,11.77,12.64,6.15,0.84,9.3,0.76,0.83,0.7,11.56,,45.02,0.54,123.93,0.0,11.46,22.7,0.0
2022-10-27 23:00:00,2022-10-28 00:00:00,12.77,25.46,7.58,3.83,11.66,12.64,6.15,0.84,9.3,0.76,0.82,0.71,11.55,,46.5,0.44,131.77,0.0,11.46,21.94,0.0
2022-10-28 00:00:00,2022-10-28 01:00:00,10.93,22.4,7.63,3.79,11.8,12.56,6.18,0.84,9.33,0.77,0.83,0.7,11.57,,48.41,0.32,137.17,0.0,11.43,21.09,0.0
2022-10-28 01:00:00,2022-10-28 02:00:00,11.2,21.23,7.56,3.86,11.76,12.62,6.15,0.83,9.3,0.76,0.83,0.72,11.57,,47.71,0.23,192.83,0.0,11.45,20.78,0.0
2022-10-28 02:00:00,2022-10-28 03:00:00,15.5,27.5,7.58,3.75,11.79,12.61,6.15,0.83,9.3,0.76,0.83,0.69,11.57,,57.47,0.23,315.11,0.0,11.45,18.98,0.0
2022-10-28 03:00:00,2022-10-28 04:00:00,17.09,34.45,7.62,3.88,11.76,12.64,6.18,0.84,9.32,0.77,0.83,0.72,11.57,,60.01,0.33,244.84,0.0,11.46,18.22,0.0
2022-10-28 04:00:00,2022-10-28 05:00:00,14.02,28.48,7.56,3.83,11.72,12.55,6.14,0.84,9.29,0.76,0.83,0.71,11.57,,68.1,0.15,86.38,0.0,11.43,16.98,0.0
2022-10-28 05:00:00,2022-10-28 06:00:00,13.36,23.6,7.63,3.85,11.64,12.56,6.18,0.84,9.32,0.77,0.82,0.71,11.54,,70.61,0.15,263.93,0.0,11.43,16.47,0.0
2022-10-28 06:00:00,2022-10-28 07:00:00,14.47,20.48,7.54,3.84,11.74,12.62,6.13,0.83,9.29,0.74,0.83,0.71,11.55,,69.09,0.17,169.26,8.52,11.45,16.89,0.0
2022-10-28 07:00:00,2022-10-28 08:00:00,16.88,22.95,7.59,3.8,11.74,12.61,6.16,0.84,9.31,0.76,0.83,0.7,11.55,,55.19,0.23,255.89,163.07,11.45,21.6,0.0
2022-10-28 08:00:00,2022-10-28 09:00:00,20.52,33.45,7.64,3.86,11.58,12.65,6.19,0.84,9.33,0.77,0.82,0.71,11.6,,47.21,0.63,240.91,365.1,11.46,24.27,0.0
2022-10-28 09:00:00,2022-10-28 10:00:00,17.98,27.68,7.54,3.79,11.75,12.64,6.13,0.83,9.29,0.75,0.83,0.7,11.55,,31.2,0.57,107.28,562.55,11.46,27.3,0.0
2022-10-28 10:00:00,2022-10-28 11:00:00,15.75,23.57,7.59,3.92,11.67,12.63,6.12,0.81,9.72,0.75,0.81,0.73,11.43,,28.43,0.78,110.49,702.2,11.39,28.11,0.0
2022-10-28 11:00:00,2022-10-28 12:00:00,21.62,44.89,8.14,4.48,11.85,13.4,5.49,0.52,19.99,0.75,0.68,0.83,10.59,,26.57,0.71,141.58,745.85,10.69,28.91,0.0
2022-10-28 12:00:00,2022-10-28 13:00:00,20.95,51.56,8.17,4.5,11.6,13.41,5.54,0.54,20.14,0.76,0.65,0.83,10.59,,25.5,0.62,105.74,732.73,10.71,29.93,0.0
2022-10-28 13:00:00,2022-10-28 14:00:00,20.38,47.09,8.16,4.46,11.6,13.35,5.37,0.53,20.08,0.76,0.66,0.82,10.61,,24.6,0.69,137.62,653.0,10.59,30.5,0.0
2022-10-28 14:00:00,2022-10-28 15:00:00,18.44,44.85,8.17,4.48,11.72,13.4,5.63,0.53,20.15,0.76,0.67,0.83,10.64,,24.3,0.38,69.0,519.65,10.68,31.22,0.0
2022-10-28 15:00:00,2022-10-28 16:00:00,17.49,42.47,8.16,4.52,11.6,13.37,5.5,0.53,20.08,0.75,0.65,0.84,10.61,,25.7,0.37,138.64,231.0,10.62,30.53,0.0
2022-10-28 16:00:00,2022-10-28 17:00:00,16.9,45.14,8.19,4.47,11.77,13.41,5.54,0.54,20.23,0.76,0.67,0.82,10.52,,29.1,0.8,111.05,44.48,10.72,28.59,0.0
2022-10-28 17:00:00,2022-10-28 18:00:00,15.89,46.44,8.16,4.53,11.78,13.38,5.55,0.53,20.07,0.75,0.68,0.84,10.56,,32.18,0.5,112.35,0.0,10.66,27.49,0.0
2022-10-28 18:00:00,2022-10-28 19:00:00,18.24,41.83,8.15,4.5,11.8,13.38,5.51,0.53,7.97,0.75,0.68,0.83,10.6,,35.1,0.58,116.16,0.0,10.64,26.45,0.0
2022-10-28 19:00:00,2022-10-28 20:00:00,17.5,37.61,8.22,4.48,11.73,13.38,5.62,0.56,7.76,0.77,0.67,0.82,10.6,,37.65,0.58,129.2,0.0,10.65,25.42,0.0
2022-10-28 20:00:00,2022-10-28 21:00:00,14.09,38.16,8.18,4.48,11.81,13.36,5.56,0.55,7.62,0.76,0.68,0.82,10.63,,37.65,0.88,118.8,0.0,10.61,24.57,0.0
2022-10-28 21:00:00,2022-10-28 22:00:00,13.0,35.26,8.14,4.49,11.78,13.39,5.48,0.52,7.44,0.75,0.68,0.83,10.55,,37.88,0.87,124.3,0.0,10.68,23.66,0.0
2022-10-28 22:00:00,2022-10-28 23:00:00,14.06,35.85,8.16,4.48,11.74,13.38,5.51,0.53,7.51,0.76,0.67,0.83,10.65,,37.82,0.9,120.83,0.0,10.66,22.93,0.0
2022-10-28 23:00:00,2022-10-29 00:00:00,15.61,41.15,8.18,4.54,11.82,13.39,5.55,0.54,7.6,0.76,0.68,0.85,10.6,,39.23,0.62,134.07,0.0,10.66,22.27,0.0
2022-10-29 00:00:00,2022-10-29 01:00:00,16.19,45.2,8.18,4.49,11.93,13.4,5.56,0.54,7.62,0.76,0.7,0.83,10.57,,43.42,0.37,129.88,0.0,10.69,20.87,0.0
2022-10-29 01:00:00,2022-10-29 02:00:00,14.73,40.15,8.17,4.48,11.79,13.4,5.53,0.53,7.56,0.75,0.68,0.83,10.57,,40.57,0.67,123.15,0.0,10.69,21.02,0.0
2022-10-29 02:00:00,2022-10-29 03:00:00,12.23,36.22,8.18,4.49,11.77,13.38,5.55,0.55,7.62,0.76,0.67,0.83,10.64,,40.31,0.69,130.12,0.0,10.65,20.92,0.0
2022-10-29 03:00:00,2022-10-29 04:00:00,10.19,33.77,8.21,4.49,11.78,13.41,5.61,0.56,7.73,0.77,0.68,0.83,10.66,,43.79,0.3,137.15,0.0,10.72,19.92,0.0
2022-10-29 04:00:00,2022-10-29 05:00:00,12.55,35.38,8.2,4.5,11.7,13.4,5.59,0.55,7.68,0.77,0.67,0.83,10.6,,41.55,0.24,159.9,0.0,10.69,20.28,0.0
2022-10-29 05:00:00,2022-10-29 06:00:00,16.75,34.09,8.21,4.47,11.72,13.39,5.61,0.56,7.74,0.77,0.66,0.82,10.65,,40.93,0.44,123.93,0.0,10.67,20.88,0.0
2022-10-29 06:00:00,2022-10-29 07:00:00,15.85,33.25,8.2,4.49,11.97,13.39,5.58,0.55,7.67,0.76,0.7,0.83,10.61,,43.06,0.42,142.95,9.5,10.69,20.38,0.0
2022-10-29 07:00:00,2022-10-29 08:00:00,13.06,34.0,8.16,4.49,11.85,13.41,5.52,0.53,7.54,0.76,0.69,0.83,10.57,,40.78,0.4,149.12,187.2,10.7,23.15,0.0
2022-10-29 08:00:00,2022-10-29 09:00:00,11.74,32.06,8.18,4.49,11.71,13.39,5.55,0.54,7.61,0.76,0.67,0.83,10.5,,31.06,1.13,106.66,411.8,10.69,25.23,0.0
2022-10-29 09:00:00,2022-10-29 10:00:00,11.83,31.23,8.22,4.47,11.76,13.37,5.62,0.56,7.76,0.77,0.68,0.82,10.48,,23.53,1.6,117.45,598.65,10.63,26.98,0.0
2022-10-29 10:00:00,2022-10-29 11:00:00,19.28,31.44,7.77,3.99,11.71,11.89,4.44,0.68,18.34,0.65,0.76,0.67,11.61,,20.34,1.47,107.15,709.33,11.1,27.98,0.0
2022-10-29 11:00:00,2022-10-29 12:00:00,24.28,41.46,7.77,3.88,11.62,11.84,4.42,0.7,19.88,0.67,0.77,0.66,11.67,,18.79,1.57,101.54,762.2,11.22,28.49,0.0
2022-10-29 12:00:00,2022-10-29 13:00:00,22.89,51.08,7.82,3.92,11.66,11.45,4.53,0.72,20.1,0.68,0.77,0.67,11.65,,19.14,1.19,113.38,747.5,11.08,29.4,0.0
2022-10-29 13:00:00,2022-10-29 14:00:00,20.46,47.51,7.82,3.89,11.65,11.63,4.47,0.72,20.06,0.68,0.76,0.66,11.64,,20.49,1.42,112.55,674.7,11.15,29.64,0.0
2022-10-29 14:00:00,2022-10-29 15:00:00,20.26,48.9,7.79,3.94,11.63,11.64,4.6,0.71,19.95,0.67,0.77,0.68,11.69,,20.21,0.93,106.62,544.52,11.15,30.11,0.0
2022-10-29 15:00:00,2022-10-29 16:00:00,23.23,48.1,7.79,3.92,11.82,11.67,4.28,0.71,19.97,0.67,0.78,0.67,11.66,,19.14,0.35,187.9,351.23,11.16,30.27,0.0
2022-10-29 16:00:00,2022-10-29 17:00:00,22.98,47.71,7.82,3.85,11.78,11.5,4.35,0.71,20.06,0.68,0.78,0.66,11.65,,20.28,0.34,156.12,78.0,11.12,29.5,0.0
2022-10-29 17:00:00,2022-10-29 18:00:00,19.08,41.49,7.8,3.88,11.75,11.57,4.38,0.71,12.7,0.67,0.78,0.66,11.65,,23.19,0.7,115.73,1.65,11.13,26.66,0.0
2022-10-29 18:00:00,2022-10-29 19:00:00,16.87,37.25,7.74,3.9,11.79,11.67,4.35,0.7,10.6,0.66,0.78,0.67,11.65,,25.39,0.25,126.23,0.0,11.16,25.12,0.0
2022-10-29 19:00:00,2022-10-29 20:00:00,16.68,34.38,7.87,3.87,11.67,11.51,4.63,0.73,11.26,0.69,0.77,0.65,11.65,,26.42,0.25,99.5,0.0,11.1,24.38,0.0
2022-10-29 20:00:00,2022-10-29 21:00:00,17.57,35.82,7.73,3.95,11.66,11.6,4.33,0.7,10.57,0.66,0.77,0.68,11.68,,27.13,0.74,126.99,0.0,11.14,23.85,0.0
2022-10-29 21:00:00,2022-10-29 22:00:00,18.94,37.32,7.74,3.93,11.67,11.47,4.36,0.7,10.62,0.66,0.77,0.68,11.67,,29.39,0.7,130.16,0.0,11.09,22.87,0.0
2022-10-29 22:00:00,2022-10-29 23:00:00,19.43,35.88,7.8,3.88,11.62,11.43,4.49,0.71,10.93,0.67,0.77,0.66,11.68,,33.05,0.54,128.72,0.0,11.07,21.93,0.0
2022-10-29 23:00:00,2022-10-30 00:00:00,17.89,33.09,7.88,3.91,11.74,11.46,4.66,0.73,11.31,0.7,0.78,0.66,11.68,,35.06,0.32,147.97,0.0,11.08,21.2,0.0
2022-10-30 00:00:00,2022-10-30 01:00:00,17.33,33.58,7.76,3.92,11.73,11.6,4.4,0.7,10.72,0.66,0.77,0.67,11.66,,34.68,0.34,134.28,0.0,11.13,21.07,0.0
2022-10-30 01:00:00,2022-10-30 02:00:00,19.46,42.37,7.77,3.9,11.61,11.54,4.41,0.7,10.74,0.66,0.76,0.66,11.66,,36.5,0.2,175.37,0.0,11.11,20.22,0.0
2022-10-30 02:00:00,2022-10-30 03:00:00,19.41,38.02,7.77,3.89,11.74,11.46,4.4,0.7,10.73,0.66,0.78,0.66,11.67,,37.22,0.16,260.08,0.0,11.08,19.78,0.0
2022-10-30 03:00:00,2022-10-30 04:00:00,16.82,35.61,7.78,3.88,11.55,11.34,4.44,0.71,10.81,0.67,0.75,0.66,11.65,,37.42,0.15,209.12,0.0,11.04,19.68,0.0
2022-10-30 04:00:00,2022-10-30 05:00:00,16.64,33.44,7.74,3.79,11.8,11.52,4.36,0.7,10.62,0.66,0.78,0.63,11.65,,55.66,0.2,103.62,0.0,11.11,16.75,0.0
2022-10-30 05:00:00,2022-10-30 06:00:00,16.54,35.24,7.79,3.88,11.73,11.53,4.47,0.71,10.88,0.67,0.78,0.66,11.65,,65.56,0.17,79.85,0.0,11.11,15.84,0.0
2022-10-30 06:00:00,2022-10-30 07:00:00,15.94,35.79,7.77,3.85,11.58,11.59,4.42,0.7,10.77,0.67,0.76,0.65,11.65,,66.58,0.19,225.81,5.78,11.13,15.75,0.0
2022-10-30 07:00:00,2022-10-30 08:00:00,19.76,37.1,7.78,3.84,11.7,11.43,4.44,0.71,10.82,0.67,0.77,0.65,11.66,,51.66,0.35,222.26,178.6,11.07,20.77,0.0
2022-10-30 08:00:00,2022-10-30 09:00:00,22.29,35.52,7.84,3.84,11.79,11.68,4.57,0.72,11.12,0.69,0.78,0.64,11.66,,28.24,1.07,117.76,420.1,11.16,25.09,0.0
2022-10-30 09:00:00,2022-10-30 10:00:00,19.48,39.92,7.79,3.9,11.74,11.59,4.46,0.71,10.87,0.67,0.77,0.66,11.65,,23.05,0.96,101.31,606.17,11.13,26.73,0.0
2022-10-30 10:00:00,2022-10-30 11:00:00,21.22,40.03,7.78,3.89,11.7,11.5,4.44,0.71,10.81,0.66,0.77,0.66,11.67,,20.99,1.37,108.32,731.4,11.1,27.62,0.0
2022-10-30 11:00:00,2022-10-30 12:00:00,24.56,42.16,7.82,3.96,11.63,11.46,4.51,0.72,15.33,0.68,0.76,0.68,11.65,,19.93,1.22,108.42,778.58,11.08,28.54,0.0
2022-10-30 12:00:00,2022-10-30 13:00:00,24.91,60.32,7.8,3.88,11.75,11.68,4.49,0.71,20.23,0.67,0.78,0.66,11.66,,17.61,0.66,106.41,766.08,11.16,29.66,0.0
2022-10-30 13:00:00,2022-10-30 14:00:00,23.55,53.09,7.79,3.9,11.8,11.54,4.48,0.72,20.46,0.67,0.78,0.66,11.66,,16.25,0.64,96.47,684.07,11.12,30.15,0.0
2022-10-30 14:00:00,2022-10-30 15:00:00,21.3,46.01,7.76,3.93,11.52,11.51,4.47,0.7,20.08,0.67,0.76,0.67,11.68,,18.07,0.99,109.07,526.92,11.1,30.13,0.0
2022-10-30 15:00:00,2022-10-30 16:00:00,21.0,44.35,7.75,3.9,11.75,11.53,4.44,0.72,20.43,0.66,0.78,0.67,11.68,,16.72,0.6,105.83,346.95,11.11,30.17,0.0
2022-10-30 16:00:00,2022-10-30 17:00:00,20.59,44.31,7.85,3.91,11.6,11.55,4.55,0.71,20.27,0.69,0.76,0.67,11.66,,19.06,0.32,227.02,71.55,11.12,28.9,0.0
2022-10-30 17:00:00,2022-10-30 18:00:00,22.64,44.35,7.79,3.87,11.66,11.44,4.49,0.71,20.28,0.67,0.77,0.66,11.66,,23.5,0.12,193.7,2.07,11.08,26.58,0.0
2022-10-30 18:00:00,2022-10-30 19:00:00,23.82,43.83,7.71,3.86,11.66,11.51,4.52,0.71,20.29,0.65,0.77,0.65,11.66,,28.57,0.32,147.05,0.0,11.1,24.75,0.0
2022-10-30 19:00:00,2022-10-30 20:00:00,20.89,43.16,7.87,3.86,11.71,11.46,4.53,0.73,20.71,0.69,0.77,0.65,11.66,,30.21,0.51,134.44,0.0,11.08,24.26,0.0
2022-10-30 20:00:00,2022-10-30 21:00:00,18.78,40.67,7.81,3.83,11.77,11.45,4.38,0.71,20.29,0.68,0.78,0.64,11.65,,31.39,0.58,132.34,0.0,11.08,23.57,0.0
2022-10-30 21:00:00,2022-10-30 22:00:00,20.21,40.98,7.82,3.91,11.69,11.55,4.46,0.7,20.21,0.68,0.77,0.67,11.66,,34.52,0.35,131.29,0.0,11.12,22.87,0.0
2022-10-30 22:00:00,2022-10-30 23:00:00,23.0,37.2,7.73,3.82,11.73,11.52,4.62,0.71,20.21,0.65,0.78,0.64,11.67,,39.92,0.24,140.43,0.0,11.11,21.45,0.0
2022-10-30 23:00:00,2022-10-31 00:00:00,23.69,39.15,7.81,3.9,11.68,11.55,4.57,0.71,20.2,0.68,0.77,0.66,11.66,,42.5,0.34,137.08,0.0,11.12,20.62,0.0
2022-10-31 00:00:00,2022-10-31 01:00:00,21.14,40.99,7.79,3.88,11.78,11.64,4.47,0.7,20.17,0.67,0.78,0.66,11.67,,40.91,0.3,169.84,0.0,11.15,20.44,0.0
2022-10-31 01:00:00,2022-10-31 02:00:00,19.52,38.24,7.78,3.85,11.59,11.42,4.47,0.71,20.21,0.67,0.76,0.65,11.67,,44.39,0.24,164.02,0.0,11.07,19.43,0.0
2022-10-31 02:00:00,2022-10-31 03:00:00,20.98,38.51,7.81,3.89,11.73,11.51,4.56,0.7,20.05,0.68,0.78,0.66,11.67,,62.05,0.35,297.95,0.0,11.1,17.86,0.0
2022-10-31 03:00:00,2022-10-31 04:00:00,21.11,41.63,7.76,3.88,11.65,11.52,4.49,0.71,20.35,0.66,0.77,0.66,11.65,,64.26,0.6,287.94,0.0,11.11,17.22,0.0
2022-10-31 04:00:00,2022-10-31 05:00:00,19.63,37.11,7.75,3.89,11.61,11.6,4.55,0.7,20.11,0.66,0.77,0.66,11.65,,63.14,0.38,270.24,0.0,11.13,16.32,0.0
2022-10-31 05:00:00,2022-10-31 06:00:00,20.16,35.82,7.75,3.85,11.72,11.45,4.46,0.72,20.43,0.66,0.78,0.65,11.66,,65.09,0.34,276.39,0.0,11.08,15.56,0.0
2022-10-31 06:00:00,2022-10-31 07:00:00,21.39,37.85,7.78,3.92,11.7,11.51,4.34,0.7,20.17,0.67,0.77,0.67,11.63,,62.67,0.2,245.03,5.7,11.1,15.67,0.0
2022-10-31 07:00:00,2022-10-31 08:00:00,26.05,43.25,7.83,3.91,11.69,11.37,4.34,0.73,20.54,0.68,0.77,0.67,11.66,,56.62,0.52,257.37,118.17,11.05,18.29,0.0
2022-10-31 08:00:00,2022-10-31 09:00:00,36.1,53.15,7.78,3.9,11.74,11.48,4.51,0.72,20.48,0.67,0.78,0.67,11.67,,44.84,0.56,219.97,349.85,11.09,22.79,0.0
2022-10-31 09:00:00,2022-10-31 10:00:00,37.24,54.99,7.82,3.9,11.73,11.67,4.57,0.69,20.08,0.68,0.78,0.66,11.67,,23.69,0.43,85.6,562.68,11.16,26.37,0.0
2022-10-31 10:00:00,2022-10-31 11:00:00,33.46,49.0,7.75,3.9,11.46,11.41,4.48,0.69,20.23,0.69,0.73,0.66,11.41,,22.57,0.43,209.46,693.33,10.89,27.39,0.0
2022-10-31 11:00:00,2022-10-31 12:00:00,35.03,52.99,6.78,3.4,10.08,8.82,5.69,0.56,18.76,0.73,0.53,0.68,9.9,,20.92,0.31,147.36,753.83,8.73,28.1,0.0
2022-10-31 12:00:00,2022-10-31 13:00:00,32.3,58.33,6.79,3.28,10.08,8.96,5.7,0.57,18.88,0.73,0.54,0.66,9.84,,20.34,0.48,218.16,730.7,8.82,28.65,0.0
2022-10-31 13:00:00,2022-10-31 14:00:00,30.75,62.16,6.73,3.3,10.15,8.85,5.7,0.58,19.0,0.72,0.55,0.66,9.81,,23.02,0.48,66.81,628.67,8.74,29.39,0.0
2022-10-31 14:00:00,2022-10-31 15:00:00,29.93,60.49,6.77,3.34,10.1,9.11,5.71,0.58,19.05,0.73,0.54,0.67,9.73,,23.86,0.68,150.8,496.23,8.93,29.77,0.0
2022-10-31 15:00:00,2022-10-31 16:00:00,26.62,59.18,6.76,3.32,10.07,8.87,5.76,0.6,19.31,0.73,0.53,0.66,9.75,,25.71,0.62,103.88,288.83,8.76,29.12,0.0
2022-10-31 16:00:00,2022-10-31 17:00:00,,,,,,,,,,,,,,,,,,,,,
2022-10-31 17:00:00,2022-10-31 18:00:00,,,,,,,,,,,,,,,,,,,,,
