From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2022-01-29 15:00:00,2022-01-29 16:00:00,26.69,65.41,,,,7.02,0.6,20.16,0.08,0.08,393.48,768.8,31.37,0.0
2022-01-29 16:00:00,2022-01-29 17:00:00,23.99,60.89,7.41,16.88,24.29,11.59,0.6,22.98,0.1,266.03,154.06,749.3,30.05,0.0
2022-01-29 17:00:00,2022-01-29 18:00:00,23.58,60.62,7.28,17.91,25.19,11.28,0.53,27.65,0.2,267.22,44.04,739.92,31.54,0.0
2022-01-29 18:00:00,2022-01-29 19:00:00,23.3,60.29,7.32,18.47,25.83,9.43,0.48,37.9,0.2,285.98,17.56,739.58,30.52,0.0
2022-01-29 19:00:00,2022-01-29 20:00:00,23.14,60.18,7.21,19.3,26.51,9.59,1.0,43.75,0.2,285.92,17.66,739.03,30.54,0.0
2022-01-29 20:00:00,2022-01-29 21:00:00,23.07,60.11,7.35,18.42,25.77,9.25,1.0,49.95,0.2,285.71,17.67,739.55,29.97,0.0
2022-01-29 21:00:00,2022-01-29 22:00:00,23.04,60.06,11.49,17.62,27.07,9.5,1.48,61.96,0.2,288.93,17.7,739.0,29.34,0.0
2022-01-29 22:00:00,2022-01-29 23:00:00,23.01,60.04,7.29,18.77,26.06,10.51,1.3,61.91,0.21,289.92,17.62,739.97,31.83,0.0
2022-01-29 23:00:00,2022-01-30 00:00:00,23.01,60.65,26.07,16.38,31.63,11.04,1.17,60.83,0.25,289.85,17.26,737.73,32.18,0.0
2022-01-30 00:00:00,2022-01-30 01:00:00,23.0,62.27,19.0,28.19,33.13,10.29,1.45,63.98,0.25,289.85,17.06,738.58,31.86,0.0
2022-01-30 01:00:00,2022-01-30 02:00:00,23.0,62.53,7.34,13.05,20.39,10.54,1.1,61.65,0.24,297.71,16.85,739.25,31.69,0.0
2022-01-30 02:00:00,2022-01-30 03:00:00,23.0,61.8,7.29,13.09,20.38,9.28,0.95,59.39,0.24,296.03,17.06,738.3,31.12,0.0
2022-01-30 03:00:00,2022-01-30 04:00:00,23.0,60.91,9.31,12.9,21.68,8.99,0.75,64.63,0.23,295.35,17.66,738.78,30.94,0.0
2022-01-30 04:00:00,2022-01-30 05:00:00,23.0,60.47,7.72,14.33,20.61,10.09,0.6,73.0,0.22,294.04,17.73,737.62,30.73,0.0
2022-01-30 05:00:00,2022-01-30 06:00:00,23.18,60.25,14.55,13.95,24.26,10.08,0.53,75.17,0.21,294.07,17.47,739.52,30.54,0.0
2022-01-30 06:00:00,2022-01-30 07:00:00,23.35,60.14,14.54,16.17,25.69,9.93,0.5,78.35,0.21,294.3,19.01,739.52,30.14,0.0
2022-01-30 07:00:00,2022-01-30 08:00:00,23.22,60.09,20.12,15.12,24.86,9.99,0.53,73.36,0.2,295.3,87.73,746.05,29.8,0.0
2022-01-30 08:00:00,2022-01-30 09:00:00,23.11,60.06,6.87,14.87,20.13,9.53,0.38,50.02,0.13,171.72,248.65,758.25,30.72,0.0
2022-01-30 09:00:00,2022-01-30 10:00:00,23.06,61.49,12.71,13.09,21.23,9.33,0.35,44.23,0.08,131.89,385.14,769.2,31.2,0.0
2022-01-30 10:00:00,2022-01-30 11:00:00,23.02,64.94,10.95,13.03,22.51,7.95,0.65,31.43,0.11,133.43,483.45,777.85,31.88,0.0
2022-01-30 11:00:00,2022-01-30 12:00:00,23.01,65.23,14.41,14.37,24.11,7.84,0.55,23.8,0.1,99.33,554.56,783.35,32.58,0.0
2022-01-30 12:00:00,2022-01-30 13:00:00,23.0,63.61,7.17,14.06,20.9,9.83,0.75,18.91,0.11,181.06,590.7,785.58,33.37,0.0
2022-01-30 13:00:00,2022-01-30 14:00:00,23.28,66.2,10.52,13.22,21.74,9.31,1.03,15.56,0.09,237.99,569.08,784.0,32.3,0.0
2022-01-30 14:00:00,2022-01-30 15:00:00,23.25,66.53,16.03,15.2,22.84,9.43,0.7,16.28,0.12,234.52,493.6,777.58,30.18,0.0
2022-01-30 15:00:00,2022-01-30 16:00:00,23.13,63.27,15.18,14.3,22.18,9.47,0.57,17.61,0.14,206.98,209.85,754.62,32.11,0.0
2022-01-30 16:00:00,2022-01-30 17:00:00,23.07,61.65,23.56,16.33,28.43,11.01,0.72,18.55,0.1,246.89,183.11,750.5,30.98,0.0
2022-01-30 17:00:00,2022-01-30 18:00:00,23.04,60.84,11.42,23.54,19.64,11.13,1.07,24.8,0.18,219.77,45.8,740.88,29.6,0.0
2022-01-30 18:00:00,2022-01-30 19:00:00,23.1,60.44,17.64,14.35,23.57,10.37,0.9,35.07,0.2,223.19,18.25,737.82,31.06,0.0
2022-01-30 19:00:00,2022-01-30 20:00:00,23.07,60.23,20.63,16.32,24.71,10.45,0.98,41.51,0.2,223.09,17.65,737.6,30.42,0.0
2022-01-30 20:00:00,2022-01-30 21:00:00,23.04,60.13,11.81,13.08,22.11,11.15,1.38,55.51,0.19,336.11,17.62,737.97,30.64,0.0
2022-01-30 21:00:00,2022-01-30 22:00:00,23.01,60.08,12.53,15.74,22.33,11.38,1.82,60.95,0.2,342.36,17.68,740.22,29.0,0.0
2022-01-30 22:00:00,2022-01-30 23:00:00,23.01,60.18,11.45,14.39,21.6,10.54,1.98,61.94,0.19,331.75,17.81,739.68,29.8,0.0
2022-01-30 23:00:00,2022-01-31 00:00:00,23.0,60.25,6.98,15.12,20.74,11.12,1.7,68.65,0.21,323.1,17.56,738.37,32.01,0.0
2022-01-31 00:00:00,2022-01-31 01:00:00,23.0,61.56,7.0,14.0,21.0,10.85,1.75,74.58,0.25,323.21,17.43,737.8,32.34,0.0
2022-01-31 01:00:00,2022-01-31 02:00:00,23.28,62.81,27.2,13.37,28.91,10.2,1.48,76.91,0.22,315.14,17.5,739.1,29.2,0.0
2022-01-31 02:00:00,2022-01-31 03:00:00,23.42,62.02,8.5,17.02,18.74,8.78,1.42,77.48,0.2,331.12,17.55,739.6,28.84,0.0
2022-01-31 03:00:00,2022-01-31 04:00:00,23.26,61.02,7.4,13.11,20.51,8.84,1.05,78.99,0.18,307.43,17.77,739.27,30.73,0.0
2022-01-31 04:00:00,2022-01-31 05:00:00,23.13,60.53,7.42,13.81,21.24,10.14,0.67,80.04,0.21,357.58,17.7,739.92,31.08,0.0
2022-01-31 05:00:00,2022-01-31 06:00:00,23.06,60.27,7.0,14.0,21.0,9.84,0.5,80.6,0.21,357.5,17.48,738.73,30.69,0.0
2022-01-31 06:00:00,2022-01-31 07:00:00,23.16,60.15,24.29,15.69,24.45,10.46,0.47,79.73,0.22,357.47,19.13,739.32,30.57,0.0
2022-01-31 07:00:00,2022-01-31 08:00:00,23.39,60.09,9.29,14.3,20.39,10.36,0.73,74.7,0.21,357.77,84.75,744.48,30.56,0.0
2022-01-31 08:00:00,2022-01-31 09:00:00,23.25,60.18,7.0,14.0,21.0,10.37,0.8,58.98,0.19,265.96,245.5,757.6,30.82,0.0
2022-01-31 09:00:00,2022-01-31 10:00:00,22.23,59.33,7.0,14.0,21.0,10.85,0.77,46.28,0.11,84.25,395.26,770.45,31.68,0.0
2022-01-31 10:00:00,2022-01-31 11:00:00,20.19,56.89,4.76,13.15,17.91,11.38,0.9,35.17,0.08,123.06,500.85,779.17,32.32,0.0
2022-01-31 11:00:00,2022-01-31 12:00:00,21.83,55.44,5.42,13.43,18.86,11.44,0.95,24.54,0.09,93.14,556.11,783.0,33.16,0.0
2022-01-31 12:00:00,2022-01-31 13:00:00,21.24,54.58,5.52,13.72,19.24,11.66,1.18,21.3,0.16,162.51,572.43,783.62,34.08,0.0
2022-01-31 13:00:00,2022-01-31 14:00:00,21.84,54.98,5.12,14.05,19.18,12.32,1.73,17.97,0.25,206.22,565.12,783.3,35.29,0.0
2022-01-31 14:00:00,2022-01-31 15:00:00,,,,,,,,,,,,,,
2022-01-31 15:00:00,2022-01-31 16:00:00,,,,,,,,,,,,,,
2022-01-31 16:00:00,2022-01-31 17:00:00,1.08,1.54,5.2,11.84,17.04,12.6,0.6,19.38,0.1,211.71,171.18,750.18,30.83,0.0
2022-01-31 17:00:00,2022-01-31 18:00:00,3.22,16.63,5.2,13.97,19.17,12.6,0.6,26.45,0.16,164.72,44.85,740.15,30.87,0.0
2022-01-31 18:00:00,2022-01-31 19:00:00,5.64,9.17,5.32,15.06,20.38,12.32,0.6,38.05,0.15,153.73,19.42,738.28,30.69,0.0
2022-01-31 19:00:00,2022-01-31 20:00:00,,,5.52,15.6,21.11,12.12,0.6,44.77,0.15,153.84,19.13,739.9,29.41,0.0
2022-01-31 20:00:00,2022-01-31 21:00:00,,,5.33,15.13,20.46,11.59,0.6,51.31,0.15,154.5,19.23,739.07,29.61,0.0
2022-01-31 21:00:00,2022-01-31 22:00:00,,,5.15,14.61,19.76,11.7,0.6,58.23,0.14,300.09,19.07,738.55,29.08,0.0
2022-01-31 22:00:00,2022-01-31 23:00:00,,,5.37,13.77,19.14,12.08,0.6,64.86,0.17,321.27,18.42,738.28,31.65,0.0
2022-01-31 23:00:00,2022-02-01 00:00:00,1.73,0.59,5.2,13.7,18.9,12.16,0.6,70.13,0.16,320.62,18.33,739.3,30.21,0.0
2022-02-01 00:00:00,2022-02-01 01:00:00,,,5.14,13.36,18.5,11.96,1.55,72.54,0.15,318.3,19.37,738.98,30.76,0.0
2022-02-01 01:00:00,2022-02-01 02:00:00,,,5.11,12.81,17.93,11.56,1.45,76.44,0.15,318.37,19.47,740.35,28.85,0.0
2022-02-01 02:00:00,2022-02-01 03:00:00,,,5.28,12.54,17.82,12.8,1.35,75.77,0.16,259.47,18.62,739.05,30.1,0.0
2022-02-01 03:00:00,2022-02-01 04:00:00,,,5.25,12.72,17.98,13.09,0.88,74.94,0.2,293.24,17.78,739.23,31.41,0.0
2022-02-01 04:00:00,2022-02-01 05:00:00,,,5.18,12.7,17.88,14.72,0.75,75.06,0.17,309.94,17.73,738.55,31.42,0.0
2022-02-01 05:00:00,2022-02-01 06:00:00,2.87,3.79,5.42,12.44,17.86,14.66,0.62,72.88,0.2,306.92,17.81,738.35,31.46,0.0
2022-02-01 06:00:00,2022-02-01 07:00:00,,,5.27,12.57,17.84,12.04,0.55,72.17,0.2,314.61,19.44,739.02,31.2,0.0
2022-02-01 07:00:00,2022-02-01 08:00:00,,,5.37,12.74,18.11,11.72,0.5,68.6,0.2,315.86,82.81,744.38,31.26,0.0
2022-02-01 08:00:00,2022-02-01 09:00:00,,,5.13,12.83,17.96,11.74,0.6,51.33,0.2,332.69,238.15,756.62,31.79,0.0
2022-02-01 09:00:00,2022-02-01 10:00:00,13.3,34.09,5.62,14.51,20.14,11.47,0.55,40.88,0.09,267.99,388.97,769.7,30.32,0.0
2022-02-01 10:00:00,2022-02-01 11:00:00,18.68,44.53,6.23,14.61,20.84,12.04,0.62,29.73,0.11,97.95,498.74,778.83,29.32,0.0
2022-02-01 11:00:00,2022-02-01 12:00:00,19.29,43.28,6.35,14.63,20.98,12.04,0.4,25.26,0.11,172.41,566.14,784.23,33.0,0.0
2022-02-01 12:00:00,2022-02-01 13:00:00,22.54,51.62,6.33,14.45,20.78,12.57,0.98,21.37,0.09,173.4,583.02,784.97,33.5,0.0
2022-02-01 13:00:00,2022-02-01 14:00:00,23.45,49.13,6.25,14.26,20.51,12.15,0.95,16.38,0.11,250.13,546.98,781.27,30.21,0.0
2022-02-01 14:00:00,2022-02-01 15:00:00,25.19,53.26,6.75,15.02,21.71,11.96,0.92,15.28,0.08,271.51,465.56,775.92,30.53,0.0
2022-02-01 15:00:00,2022-02-01 16:00:00,28.59,61.56,17.04,13.29,56.17,11.45,1.02,14.98,0.1,148.68,194.81,752.42,28.95,0.0
2022-02-01 16:00:00,2022-02-01 17:00:00,27.84,60.09,7.12,14.41,20.27,11.8,1.1,16.48,0.11,181.07,165.41,749.3,30.83,0.0
2022-02-01 17:00:00,2022-02-01 18:00:00,24.37,55.51,6.66,11.67,18.32,12.14,1.0,24.37,0.07,175.42,48.02,740.62,32.1,0.0
2022-02-01 18:00:00,2022-02-01 19:00:00,23.62,54.38,6.03,11.97,17.38,13.35,1.1,33.57,0.1,170.18,21.05,738.28,30.46,0.0
2022-02-01 19:00:00,2022-02-01 20:00:00,23.7,54.2,12.59,12.27,18.69,18.12,4.3,39.02,0.05,174.6,20.97,738.85,28.16,0.0
2022-02-01 20:00:00,2022-02-01 21:00:00,23.51,54.1,9.21,12.99,19.46,11.18,2.57,47.02,0.06,227.46,21.07,738.8,29.74,0.0
2022-02-01 21:00:00,2022-02-01 22:00:00,23.41,54.05,6.35,11.07,17.42,12.57,1.83,44.25,0.11,227.04,19.66,737.88,33.32,0.0
2022-02-01 22:00:00,2022-02-01 23:00:00,24.03,54.02,6.21,11.08,17.29,12.09,2.5,52.79,0.11,240.58,19.64,739.38,31.8,0.0
2022-02-01 23:00:00,2022-02-02 00:00:00,24.5,54.01,19.65,13.01,22.8,11.45,1.77,66.09,0.07,311.32,20.87,739.23,27.82,0.0
2022-02-02 00:00:00,2022-02-02 01:00:00,23.79,54.0,17.09,14.11,20.83,10.96,1.43,68.31,0.05,306.8,21.13,741.03,28.02,0.0
2022-02-02 01:00:00,2022-02-02 02:00:00,23.39,54.0,9.8,10.86,19.23,11.88,1.1,69.18,0.08,311.26,20.18,738.8,31.58,0.0
2022-02-02 02:00:00,2022-02-02 03:00:00,23.2,54.0,6.4,11.13,17.53,11.82,0.53,71.52,0.1,314.51,19.68,738.87,32.33,0.0
2022-02-02 03:00:00,2022-02-02 04:00:00,23.46,54.0,9.94,13.57,18.54,11.52,0.33,73.9,0.08,307.02,20.54,739.62,28.29,0.0
2022-02-02 04:00:00,2022-02-02 05:00:00,23.64,54.0,6.0,12.0,18.0,11.61,0.4,74.93,0.05,300.2,21.31,738.62,27.52,0.0
2022-02-02 05:00:00,2022-02-02 06:00:00,23.34,54.0,6.0,12.0,18.0,11.16,0.23,74.64,0.07,324.71,20.63,738.45,30.08,0.0
2022-02-02 06:00:00,2022-02-02 07:00:00,23.17,54.0,6.0,12.0,18.0,12.3,0.03,73.88,0.1,319.67,22.27,738.12,30.7,0.0
2022-02-02 07:00:00,2022-02-02 08:00:00,23.34,55.58,20.02,13.62,18.85,11.7,0.0,69.74,0.1,315.32,85.92,743.88,29.44,0.0
2022-02-02 08:00:00,2022-02-02 09:00:00,23.4,56.57,6.0,12.0,18.0,12.85,0.08,56.0,0.05,260.48,240.66,756.98,28.12,0.0
2022-02-02 09:00:00,2022-02-02 10:00:00,20.42,45.25,3.42,12.63,15.5,12.69,0.17,45.21,0.03,121.71,378.48,769.43,30.5,0.0
2022-02-02 10:00:00,2022-02-02 11:00:00,18.11,42.43,5.21,12.67,17.88,11.48,0.0,36.53,0.14,180.05,485.21,777.23,32.83,0.0
2022-02-02 11:00:00,2022-02-02 12:00:00,18.98,45.77,5.55,12.67,18.21,11.68,0.0,26.15,0.12,325.36,553.17,782.52,32.3,0.0
2022-02-02 12:00:00,2022-02-02 13:00:00,21.76,48.85,5.29,12.54,17.84,12.64,0.75,23.65,0.09,276.31,575.59,785.25,29.27,0.0
2022-02-02 13:00:00,2022-02-02 14:00:00,20.49,46.26,5.33,12.66,17.99,12.5,0.88,23.38,0.11,234.26,543.65,782.1,30.7,0.0
2022-02-02 14:00:00,2022-02-02 15:00:00,20.91,48.91,5.51,13.95,19.45,12.02,0.28,23.21,0.12,230.16,466.07,776.33,34.16,0.0
2022-02-02 15:00:00,2022-02-02 16:00:00,22.63,54.36,6.38,14.84,21.21,11.25,0.5,23.67,0.14,233.43,191.11,752.6,32.21,0.0
2022-02-02 16:00:00,2022-02-02 17:00:00,22.32,53.71,9.69,20.18,24.21,11.78,0.8,24.59,0.12,184.77,168.34,749.73,28.91,0.0
2022-02-02 17:00:00,2022-02-02 18:00:00,21.08,50.81,13.99,13.48,20.66,12.48,1.55,30.02,0.15,182.89,47.14,740.9,28.93,0.0
2022-02-02 18:00:00,2022-02-02 19:00:00,19.37,43.94,6.44,11.3,17.73,12.36,1.3,38.2,0.2,204.2,18.16,737.75,32.35,0.0
2022-02-02 19:00:00,2022-02-02 20:00:00,19.48,42.69,6.55,10.92,17.48,12.97,1.5,46.84,0.2,201.78,17.67,739.0,31.36,0.0
2022-02-02 20:00:00,2022-02-02 21:00:00,19.25,42.05,6.07,12.9,17.79,14.09,2.35,50.99,0.2,201.45,18.0,738.12,28.96,0.0
2022-02-02 21:00:00,2022-02-02 22:00:00,19.42,41.72,6.0,12.0,18.0,15.93,2.58,55.13,0.16,201.65,18.71,737.9,27.93,0.0
2022-02-02 22:00:00,2022-02-02 23:00:00,19.37,41.56,6.0,12.0,18.0,13.65,2.15,64.1,0.18,258.03,18.09,737.82,31.15,0.0
2022-02-02 23:00:00,2022-02-03 00:00:00,19.19,41.48,6.0,12.0,18.0,15.67,1.77,70.27,0.24,320.95,18.05,738.03,33.21,0.0
2022-02-03 00:00:00,2022-02-03 01:00:00,20.72,41.44,6.0,12.0,18.0,11.72,1.73,72.91,0.24,288.75,17.91,738.27,30.5,0.0
2022-02-03 01:00:00,2022-02-03 02:00:00,21.82,41.42,6.0,12.0,18.0,10.2,0.6,74.77,0.19,307.2,18.3,737.77,27.68,0.0
2022-02-03 02:00:00,2022-02-03 03:00:00,20.49,41.41,19.96,12.91,19.8,12.03,0.93,78.27,0.18,334.14,18.83,739.27,29.53,0.0
2022-02-03 03:00:00,2022-02-03 04:00:00,19.75,41.4,6.64,11.07,17.71,12.58,0.5,83.35,0.21,265.39,17.96,737.78,31.73,0.0
2022-02-03 04:00:00,2022-02-03 05:00:00,19.38,41.4,6.18,12.04,17.16,12.54,0.5,85.0,0.19,286.09,18.07,739.85,30.74,0.0
2022-02-03 05:00:00,2022-02-03 06:00:00,22.91,41.4,21.6,14.98,23.18,11.73,0.28,83.97,0.16,298.78,18.52,738.42,27.65,0.0
2022-02-03 06:00:00,2022-02-03 07:00:00,21.12,41.4,11.04,15.89,19.4,13.08,0.43,80.07,0.2,296.65,19.74,739.15,28.18,0.0
2022-02-03 07:00:00,2022-02-03 08:00:00,20.05,41.4,12.75,12.04,19.52,13.05,0.3,71.52,0.14,280.88,75.67,743.23,30.86,0.0
2022-02-03 08:00:00,2022-02-03 09:00:00,19.53,41.4,5.92,12.65,17.79,12.43,0.0,55.9,0.24,111.09,214.83,755.95,32.06,0.0
2022-02-03 09:00:00,2022-02-03 10:00:00,19.57,47.7,3.4,15.98,12.01,11.46,0.23,47.6,0.31,109.49,351.37,766.9,28.76,0.0
2022-02-03 10:00:00,2022-02-03 11:00:00,19.52,50.92,13.14,12.46,17.88,11.28,0.38,36.6,0.33,112.33,445.77,774.33,28.98,0.0
2022-02-03 11:00:00,2022-02-03 12:00:00,22.21,56.33,8.6,10.13,16.13,10.39,0.3,31.16,0.27,143.47,503.27,778.4,32.95,0.0
2022-02-03 12:00:00,2022-02-03 13:00:00,23.33,63.23,6.01,9.98,15.99,10.63,0.9,30.98,0.21,185.44,516.11,779.48,34.6,0.0
2022-02-03 13:00:00,2022-02-03 14:00:00,24.5,66.82,12.38,15.07,21.39,10.45,1.38,30.91,0.24,202.5,491.45,777.42,31.05,0.0
2022-02-03 14:00:00,2022-02-03 15:00:00,24.52,64.17,19.8,14.74,22.34,12.0,2.15,31.73,0.13,172.33,411.76,771.33,29.27,0.0
2022-02-03 15:00:00,2022-02-03 16:00:00,21.66,57.51,15.62,11.33,21.67,11.63,1.1,32.42,0.23,143.56,187.23,751.8,32.34,0.0
2022-02-03 16:00:00,2022-02-03 17:00:00,21.13,56.51,16.27,12.61,18.78,13.49,0.45,33.32,0.32,155.25,126.45,747.08,32.02,0.0
2022-02-03 17:00:00,2022-02-03 18:00:00,21.07,56.17,16.76,9.29,15.9,13.53,1.05,36.11,0.12,153.33,41.11,740.6,31.1,0.0
2022-02-03 18:00:00,2022-02-03 19:00:00,23.41,60.25,29.37,10.41,20.65,13.58,2.23,40.61,0.04,133.52,21.74,737.6,28.43,0.0
2022-02-03 19:00:00,2022-02-03 20:00:00,22.3,58.21,14.06,12.21,16.27,13.52,1.92,42.94,0.06,142.91,21.01,738.22,30.57,0.0
2022-02-03 20:00:00,2022-02-03 21:00:00,21.65,57.01,3.93,8.6,11.8,13.0,1.05,45.08,0.17,140.75,18.85,738.35,32.05,0.0
2022-02-03 21:00:00,2022-02-03 22:00:00,21.32,56.4,23.84,10.44,17.96,13.18,1.1,47.55,0.1,147.27,19.71,739.88,30.86,0.0
2022-02-03 22:00:00,2022-02-03 23:00:00,21.16,56.1,21.99,12.11,18.95,11.61,1.55,49.81,0.08,133.17,20.55,739.25,28.15,0.0
2022-02-03 23:00:00,2022-02-04 00:00:00,21.08,55.95,25.27,13.13,22.47,11.39,1.53,51.94,0.07,146.69,21.4,738.67,28.28,0.0
2022-02-04 00:00:00,2022-02-04 01:00:00,21.04,55.87,4.61,7.03,11.64,12.98,0.17,60.24,0.12,249.84,19.83,738.83,33.01,0.0
2022-02-04 01:00:00,2022-02-04 02:00:00,21.02,55.84,8.16,8.62,13.03,13.39,0.03,67.69,0.18,225.34,18.68,738.22,33.45,0.0
2022-02-04 02:00:00,2022-02-04 03:00:00,21.29,55.82,15.11,15.09,17.75,11.92,0.7,70.76,0.11,263.93,20.92,738.7,28.37,0.0
2022-02-04 03:00:00,2022-02-04 04:00:00,21.16,55.81,13.66,12.05,15.98,11.74,0.97,73.05,0.12,338.81,23.04,739.7,28.06,0.0
2022-02-04 04:00:00,2022-02-04 05:00:00,21.07,55.8,4.0,8.0,12.0,12.55,0.38,79.25,0.02,217.4,22.55,738.88,31.6,0.0
2022-02-04 05:00:00,2022-02-04 06:00:00,23.73,64.97,4.0,8.0,12.0,12.42,0.0,80.85,0.07,295.16,21.57,739.38,32.97,0.0
2022-02-04 06:00:00,2022-02-04 07:00:00,27.26,65.05,4.0,8.0,12.0,11.67,0.3,83.94,0.07,288.58,22.28,739.88,29.69,0.0
2022-02-04 07:00:00,2022-02-04 08:00:00,24.81,60.61,17.35,9.91,15.22,11.43,0.9,84.55,,282.07,39.25,741.43,27.84,0.0
2022-02-04 08:00:00,2022-02-04 09:00:00,22.93,58.2,13.37,7.36,14.54,12.04,0.8,74.17,0.02,208.23,153.86,749.95,30.41,0.0
2022-02-04 09:00:00,2022-02-04 10:00:00,20.78,50.25,11.1,10.28,15.03,12.0,0.23,54.03,0.13,329.68,361.89,766.42,33.07,0.0
2022-02-04 10:00:00,2022-02-04 11:00:00,18.89,46.41,5.28,9.77,14.26,11.19,0.08,41.85,0.18,326.82,476.05,776.95,32.07,0.0
2022-02-04 11:00:00,2022-02-04 12:00:00,21.38,48.83,21.63,13.62,21.27,10.26,0.18,32.9,0.15,333.62,555.86,783.72,29.25,0.0
2022-02-04 12:00:00,2022-02-04 13:00:00,22.3,52.39,17.43,16.62,20.9,11.59,0.75,28.47,0.11,328.51,580.17,784.95,30.88,0.0
2022-02-04 13:00:00,2022-02-04 14:00:00,22.91,53.55,5.62,8.93,14.55,11.74,0.52,28.06,0.19,261.34,533.28,781.03,34.22,0.0
2022-02-04 14:00:00,2022-02-04 15:00:00,22.93,52.45,13.94,12.4,17.39,11.66,0.5,24.84,0.12,251.91,462.38,775.35,32.34,0.0
2022-02-04 15:00:00,2022-02-04 16:00:00,22.51,52.02,38.25,17.57,31.42,11.73,0.82,21.15,0.15,238.64,200.96,754.1,29.14,0.0
2022-02-04 16:00:00,2022-02-04 17:00:00,27.24,61.54,27.0,23.53,26.42,11.63,0.95,24.26,0.09,320.67,154.79,748.93,29.42,0.0
2022-02-04 17:00:00,2022-02-04 18:00:00,27.13,62.02,11.34,13.49,19.67,11.44,0.65,27.78,0.06,310.53,46.19,740.05,32.08,0.0
2022-02-04 18:00:00,2022-02-04 19:00:00,27.06,61.64,4.19,13.18,15.2,11.5,0.65,34.11,0.08,307.38,20.11,738.7,31.2,0.0
2022-02-04 19:00:00,2022-02-04 20:00:00,27.33,61.42,16.26,16.13,20.6,11.65,0.65,33.79,0.16,324.71,17.83,740.08,28.77,0.0
2022-02-04 20:00:00,2022-02-04 21:00:00,27.4,61.31,16.91,11.65,21.5,12.89,1.12,37.02,0.14,311.35,17.96,738.28,27.94,0.0
2022-02-04 21:00:00,2022-02-04 22:00:00,27.21,61.25,6.15,13.24,18.09,12.72,0.75,37.17,0.08,312.24,19.09,738.42,30.54,0.0
2022-02-04 22:00:00,2022-02-04 23:00:00,27.32,61.33,6.34,12.67,17.61,14.53,0.68,40.65,0.1,303.83,19.35,738.9,32.43,0.0
2022-02-04 23:00:00,2022-02-05 00:00:00,31.13,62.57,6.0,12.0,18.0,14.62,1.03,43.93,0.1,298.46,19.38,738.93,30.53,0.0
2022-02-05 00:00:00,2022-02-05 01:00:00,30.21,61.95,40.21,15.87,28.4,11.73,1.5,46.17,0.05,296.47,20.72,739.77,27.57,0.0
2022-02-05 01:00:00,2022-02-05 02:00:00,28.65,61.58,9.19,14.53,20.08,11.7,1.77,45.7,0.04,315.01,20.27,740.8,29.37,0.0
2022-02-05 02:00:00,2022-02-05 03:00:00,27.82,61.39,6.2,12.09,17.29,13.77,1.18,52.38,0.07,330.68,19.05,739.12,30.91,0.0
2022-02-05 03:00:00,2022-02-05 04:00:00,27.41,61.29,15.43,11.5,20.95,14.12,1.23,55.08,0.09,326.76,18.86,739.45,29.13,0.0
2022-02-05 04:00:00,2022-02-05 05:00:00,27.35,61.24,26.48,15.38,24.89,11.54,1.58,51.57,0.05,281.78,20.87,738.18,27.38,0.0
2022-02-05 05:00:00,2022-02-05 06:00:00,27.18,61.22,16.7,15.99,23.34,11.5,1.72,53.63,0.03,285.06,20.75,738.7,28.0,0.0
2022-02-05 06:00:00,2022-02-05 07:00:00,27.09,61.21,8.22,14.04,18.16,13.66,1.48,55.21,0.05,293.65,22.21,739.4,29.58,0.0
2022-02-05 07:00:00,2022-02-05 08:00:00,27.04,61.2,16.29,28.91,19.82,14.04,1.35,50.49,0.06,297.19,95.85,745.55,30.06,0.0
2022-02-05 08:00:00,2022-02-05 09:00:00,21.69,49.97,9.28,10.19,16.36,13.5,1.2,36.09,0.07,324.51,263.12,759.88,30.87,0.0
2022-02-05 09:00:00,2022-02-05 10:00:00,19.59,53.21,4.63,12.95,14.1,13.27,1.0,25.18,0.07,173.52,411.57,771.85,31.21,0.0
2022-02-05 10:00:00,2022-02-05 11:00:00,19.42,54.22,7.48,10.63,14.63,10.72,1.05,19.51,0.11,145.82,519.41,781.53,32.66,0.0
2022-02-05 11:00:00,2022-02-05 12:00:00,23.24,61.64,9.83,12.65,19.16,10.52,0.95,16.41,0.18,173.89,599.25,786.25,33.15,0.0
2022-02-05 12:00:00,2022-02-05 13:00:00,25.17,63.1,6.69,11.02,17.71,11.13,0.68,11.46,0.2,225.69,623.06,789.48,34.14,0.0
2022-02-05 13:00:00,2022-02-05 14:00:00,30.15,75.78,6.47,11.13,17.61,11.87,1.17,11.69,0.15,211.82,595.83,786.83,34.89,0.0
2022-02-05 14:00:00,2022-02-05 15:00:00,32.03,73.88,6.87,11.21,18.08,11.96,1.8,12.61,0.15,267.0,504.81,779.28,34.99,0.0
2022-02-05 15:00:00,2022-02-05 16:00:00,23.7,59.83,11.02,15.49,21.68,11.39,1.57,14.38,0.08,270.22,204.79,753.98,32.52,0.0
2022-02-05 16:00:00,2022-02-05 17:00:00,20.42,54.22,21.79,15.09,28.23,13.84,0.38,15.72,0.06,255.45,187.92,751.33,30.43,0.0
2022-02-05 17:00:00,2022-02-05 18:00:00,17.18,51.48,21.1,15.79,23.28,13.26,0.82,19.73,0.16,249.11,49.62,741.6,30.7,0.0
