From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2020-03-17 08:00:00,2020-03-17 09:00:00,32.0,107.0,2.38,21.92,13.62,14.95,8.78,0.54,73.07,50.75,0.93,151.5,120.25,708.75,21.93,0.0
2020-03-17 09:00:00,2020-03-17 10:00:00,30.25,111.5,2.48,21.52,13.47,14.55,17.38,0.53,90.67,41.5,1.12,144.0,515.75,709.0,25.27,0.0
2020-03-17 10:00:00,2020-03-17 11:00:00,25.25,115.0,2.95,20.52,13.32,14.22,17.77,0.63,91.0,35.0,1.15,146.25,526.0,709.0,28.1,0.0
2020-03-17 11:00:00,2020-03-17 12:00:00,25.0,106.75,2.1,15.6,10.0,14.93,10.3,0.64,97.03,32.25,1.2,153.75,530.5,708.5,29.78,0.0
2020-03-17 12:00:00,2020-03-17 13:00:00,22.75,92.25,10.2,23.3,22.03,15.33,16.07,0.73,102.9,27.25,1.08,158.75,511.75,708.0,31.3,0.0
2020-03-17 13:00:00,2020-03-17 14:00:00,25.25,96.25,2.68,24.75,15.32,13.3,10.17,0.83,114.95,24.75,1.3,176.5,493.75,707.0,31.85,0.0
2020-03-17 14:00:00,2020-03-17 15:00:00,25.75,102.25,2.9,28.15,17.33,11.75,12.45,0.87,122.47,23.5,1.53,181.5,506.25,706.0,32.25,0.0
2020-03-17 15:00:00,2020-03-17 16:00:00,24.25,116.25,2.17,26.88,16.05,10.93,11.32,0.75,118.95,25.0,1.32,197.75,477.75,705.25,32.83,0.0
2020-03-17 16:00:00,2020-03-17 17:00:00,23.75,112.25,3.13,31.62,19.35,12.62,5.45,0.86,107.68,25.75,1.2,194.25,421.5,705.0,32.75,0.0
2020-03-17 17:00:00,2020-03-17 18:00:00,28.75,120.75,6.97,53.45,34.1,10.55,15.05,1.27,85.08,27.5,1.42,147.5,202.25,705.0,31.33,0.0
2020-03-17 18:00:00,2020-03-17 19:00:00,29.75,135.75,7.07,84.72,50.83,11.65,19.7,1.8,48.58,32.25,0.8,160.75,27.75,705.75,29.2,0.0
2020-03-17 19:00:00,2020-03-17 20:00:00,35.25,136.0,4.28,65.75,38.45,13.45,11.05,1.44,50.9,34.0,0.75,129.25,26.25,706.25,27.65,0.0
2020-03-17 20:00:00,2020-03-17 21:00:00,36.75,129.25,3.65,66.57,38.4,13.15,7.65,1.55,49.98,34.0,0.75,147.75,28.25,707.0,27.05,0.0
2020-03-17 21:00:00,2020-03-17 22:00:00,36.0,124.75,3.73,53.22,31.35,13.57,8.78,1.26,58.02,35.0,1.27,117.5,27.25,707.0,26.5,0.0
2020-03-17 22:00:00,2020-03-17 23:00:00,27.5,111.67,2.05,32.92,19.15,13.85,7.7,0.76,75.05,38.0,1.2,126.5,27.5,707.0,24.98,0.0
2020-03-17 23:00:00,2020-03-18 00:00:00,28.5,104.5,1.25,27.62,15.7,13.77,7.8,0.61,78.47,41.25,0.93,124.0,26.5,707.0,24.05,0.0
2020-03-18 00:00:00,2020-03-18 01:00:00,27.75,110.75,0.7,21.92,12.25,13.45,8.28,0.44,85.67,43.5,0.65,142.25,27.25,706.75,23.35,0.0
2020-03-18 01:00:00,2020-03-18 02:00:00,29.75,80.0,0.9,18.43,10.55,13.43,8.55,0.47,84.9,45.0,0.62,129.25,28.25,706.0,22.8,0.0
2020-03-18 02:00:00,2020-03-18 03:00:00,27.75,75.25,0.57,14.15,8.02,13.1,18.57,0.37,86.42,46.25,0.47,108.75,29.0,705.5,22.27,0.0
2020-03-18 03:00:00,2020-03-18 04:00:00,24.5,62.25,0.45,11.93,6.7,12.85,13.25,0.34,88.57,46.25,0.5,102.25,29.0,705.0,22.15,0.0
2020-03-18 04:00:00,2020-03-18 05:00:00,26.5,71.0,0.4,12.38,6.9,12.9,11.12,0.33,84.82,47.5,0.5,134.25,31.5,705.25,21.8,0.0
2020-03-18 05:00:00,2020-03-18 06:00:00,26.5,82.5,0.53,15.0,8.38,12.98,17.83,0.36,80.7,48.25,0.47,146.0,29.75,706.0,21.6,0.0
2020-03-18 06:00:00,2020-03-18 07:00:00,21.5,70.75,0.52,17.47,9.7,12.62,12.75,0.39,82.17,47.25,0.57,139.0,30.0,706.25,21.9,0.0
2020-03-18 07:00:00,2020-03-18 08:00:00,23.0,77.25,1.15,25.95,14.75,12.98,9.75,0.56,74.97,46.5,0.6,137.0,84.5,707.25,22.43,0.0
2020-03-18 08:00:00,2020-03-18 09:00:00,31.25,104.75,2.0,25.82,15.35,13.52,10.08,0.59,84.9,42.75,0.77,147.25,221.5,708.25,24.38,0.0
2020-03-18 09:00:00,2020-03-18 10:00:00,28.0,92.5,1.88,21.95,13.25,13.32,17.6,0.6,103.07,36.0,1.02,151.0,505.5,708.75,27.42,0.0
2020-03-18 10:00:00,2020-03-18 11:00:00,30.25,90.75,3.25,23.02,14.88,15.98,16.67,0.74,101.22,31.5,1.1,144.75,507.25,708.0,29.8,0.0
2020-03-18 11:00:00,2020-03-18 12:00:00,43.0,108.75,2.47,20.37,12.83,15.37,8.0,1.0,98.38,30.25,1.18,145.25,506.25,707.75,31.65,0.0
2020-03-18 12:00:00,2020-03-18 13:00:00,37.5,113.0,10.43,24.47,22.9,18.73,10.75,0.94,99.37,28.25,0.97,148.75,473.75,706.5,33.33,0.0
2020-03-18 13:00:00,2020-03-18 14:00:00,42.75,116.75,1.85,19.82,12.03,14.62,11.42,0.76,111.8,26.25,1.15,147.5,485.25,705.25,34.02,0.0
2020-03-18 14:00:00,2020-03-18 15:00:00,26.0,101.25,2.15,22.68,13.82,14.0,11.0,0.75,108.62,23.0,1.1,152.75,476.0,704.25,35.05,0.0
2020-03-18 15:00:00,2020-03-18 16:00:00,22.75,77.75,2.55,31.07,18.65,12.62,11.9,0.76,109.3,23.0,1.27,220.5,442.75,703.0,34.88,0.0
2020-03-18 16:00:00,2020-03-18 17:00:00,22.0,88.25,3.3,36.8,22.25,13.23,15.6,0.84,99.65,26.0,1.6,170.0,374.0,703.0,33.88,0.0
2020-03-18 17:00:00,2020-03-18 18:00:00,24.0,97.5,3.83,45.5,27.3,12.35,16.73,1.11,81.25,28.75,1.82,138.5,146.5,703.0,32.15,0.0
2020-03-18 18:00:00,2020-03-18 19:00:00,30.75,109.0,3.7,58.6,34.2,14.0,14.0,1.37,60.3,31.0,1.08,126.0,30.0,703.0,30.6,0.0
2020-03-18 19:00:00,2020-03-18 20:00:00,33.25,118.25,4.55,68.95,40.38,13.75,12.65,1.45,49.68,32.25,0.65,141.75,26.5,703.75,29.35,0.0
2020-03-18 20:00:00,2020-03-18 21:00:00,35.75,121.25,2.02,52.58,29.62,16.15,16.62,1.24,44.2,39.0,0.7,149.0,26.5,705.0,28.05,0.0
2020-03-18 21:00:00,2020-03-18 22:00:00,41.25,144.75,2.33,51.9,29.5,18.05,15.07,1.37,42.88,53.5,0.57,132.25,30.0,705.0,26.4,0.0
2020-03-18 22:00:00,2020-03-18 23:00:00,41.75,116.0,2.67,56.35,32.15,19.15,13.65,1.52,44.9,55.0,0.4,185.25,30.25,705.0,25.67,0.0
2020-03-18 23:00:00,2020-03-19 00:00:00,41.5,138.5,2.0,44.95,25.55,18.2,14.37,0.93,52.98,42.0,0.47,175.0,29.75,704.0,25.62,0.0
2020-03-19 00:00:00,2020-03-19 01:00:00,39.0,162.5,1.02,25.4,14.35,13.38,8.18,0.39,73.0,36.75,0.65,165.5,29.75,704.0,25.4,0.0
2020-03-19 01:00:00,2020-03-19 02:00:00,27.0,81.5,0.72,18.33,10.35,13.05,9.32,0.28,75.53,39.75,0.55,161.25,30.0,703.0,24.85,0.0
2020-03-19 02:00:00,2020-03-19 03:00:00,25.5,66.25,0.62,16.2,9.15,12.35,10.68,0.25,71.83,40.5,0.62,146.75,30.75,703.0,24.1,0.0
2020-03-19 03:00:00,2020-03-19 04:00:00,22.75,62.25,0.62,15.53,8.75,12.22,7.17,0.34,66.43,45.0,0.38,131.75,28.25,703.0,23.33,0.0
2020-03-19 04:00:00,2020-03-19 05:00:00,26.25,62.5,0.78,13.45,7.75,13.73,7.58,0.38,67.38,51.0,0.4,72.0,29.5,703.0,22.95,0.0
2020-03-19 05:00:00,2020-03-19 06:00:00,21.75,57.25,0.85,19.55,11.1,13.23,9.1,0.4,58.9,44.75,0.45,229.0,29.0,703.25,22.92,0.0
2020-03-19 06:00:00,2020-03-19 07:00:00,27.25,88.25,1.35,35.78,20.12,13.15,6.7,0.67,34.77,47.75,0.48,154.75,28.5,704.0,22.53,0.0
2020-03-19 07:00:00,2020-03-19 08:00:00,35.5,122.75,1.65,28.1,16.27,14.1,7.85,0.5,67.8,42.75,0.88,148.25,77.25,704.0,23.7,0.0
2020-03-19 08:00:00,2020-03-19 09:00:00,31.5,93.25,1.3,19.3,11.35,14.08,9.28,0.56,82.6,40.5,0.85,146.5,173.25,704.75,26.15,0.0
2020-03-19 09:00:00,2020-03-19 10:00:00,31.75,99.75,1.83,16.85,10.45,16.02,10.0,0.54,95.93,41.25,1.0,152.0,470.5,705.0,29.07,0.0
2020-03-19 10:00:00,2020-03-19 11:00:00,29.0,87.25,2.15,16.02,10.28,18.73,23.63,0.61,94.7,39.5,0.93,159.5,474.5,705.0,31.55,0.0
2020-03-19 11:00:00,2020-03-19 12:00:00,31.25,105.25,1.67,16.77,10.27,18.77,17.6,0.69,110.35,38.75,1.25,205.75,468.5,704.25,32.25,0.0
2020-03-19 12:00:00,2020-03-19 13:00:00,39.5,115.5,9.7,23.6,21.83,22.33,16.98,0.97,111.9,37.0,1.5,219.25,470.25,703.5,32.9,0.0
2020-03-19 13:00:00,2020-03-19 14:00:00,71.0,153.0,2.48,21.55,13.5,17.45,12.18,0.69,114.55,29.0,1.6,214.75,471.25,702.25,33.77,0.0
2020-03-19 14:00:00,2020-03-19 15:00:00,33.0,140.0,1.95,22.4,13.55,15.2,9.53,0.63,107.1,28.5,1.25,163.25,419.75,701.25,34.35,0.0
2020-03-19 15:00:00,2020-03-19 16:00:00,30.25,130.0,2.47,25.43,15.5,14.78,8.05,0.72,104.55,28.0,1.15,182.75,422.5,700.75,34.45,0.0
2020-03-19 16:00:00,2020-03-19 17:00:00,23.5,110.25,3.45,29.77,18.62,13.53,5.72,0.75,97.8,23.0,1.62,268.75,384.75,700.25,34.28,0.0
2020-03-19 17:00:00,2020-03-19 18:00:00,29.0,142.0,3.33,40.15,24.1,11.4,7.6,1.0,89.0,24.25,1.6,278.5,114.25,701.0,32.55,0.0
2020-03-19 18:00:00,2020-03-19 19:00:00,32.5,148.0,5.72,72.97,43.43,10.78,18.97,1.57,54.6,32.5,0.85,190.5,27.5,701.25,30.8,0.0
2020-03-19 19:00:00,2020-03-19 20:00:00,44.75,168.75,5.9,78.33,46.45,19.02,17.55,2.24,34.6,41.25,0.55,157.25,29.25,702.0,29.25,0.0
2020-03-19 20:00:00,2020-03-19 21:00:00,74.0,196.25,5.52,71.88,42.7,18.35,18.32,2.21,37.97,42.0,0.88,102.0,27.5,703.0,28.77,0.0
2020-03-19 21:00:00,2020-03-19 22:00:00,66.5,180.0,12.82,101.7,64.53,16.12,19.95,2.98,12.82,44.75,0.57,77.5,27.25,703.5,27.75,0.0
2020-03-19 22:00:00,2020-03-19 23:00:00,67.5,195.25,7.35,69.43,42.9,19.32,15.52,2.13,31.48,47.75,0.8,131.5,28.5,703.25,26.65,0.0
2020-03-19 23:00:00,2020-03-20 00:00:00,54.0,161.75,1.62,47.3,26.43,19.0,8.03,1.01,50.03,53.75,0.75,159.5,28.25,703.0,25.45,0.0
2020-03-20 00:00:00,2020-03-20 01:00:00,43.75,108.75,1.15,36.0,20.1,19.05,8.62,0.74,52.88,58.5,0.72,162.5,27.0,703.0,24.35,0.0
2020-03-20 01:00:00,2020-03-20 02:00:00,38.5,95.0,0.73,25.23,14.03,19.0,10.7,0.56,55.73,61.0,1.08,164.5,29.75,703.0,23.75,0.0
2020-03-20 02:00:00,2020-03-20 03:00:00,33.5,91.75,1.25,20.93,12.15,19.4,18.9,0.5,51.82,62.5,0.85,159.75,27.25,702.0,23.48,0.0
2020-03-20 03:00:00,2020-03-20 04:00:00,32.5,90.25,0.78,18.98,10.72,19.15,36.4,0.4,53.7,63.25,0.65,156.5,27.0,702.0,23.05,0.0
2020-03-20 04:00:00,2020-03-20 05:00:00,33.25,84.25,1.07,22.38,12.8,18.62,23.1,0.4,51.55,64.0,0.62,157.75,25.25,702.0,22.47,0.0
2020-03-20 05:00:00,2020-03-20 06:00:00,30.75,70.25,1.17,16.75,9.82,17.5,13.75,0.37,60.6,63.75,0.85,160.75,29.5,702.0,22.25,0.0
2020-03-20 06:00:00,2020-03-20 07:00:00,34.25,80.25,1.18,19.23,11.18,17.8,25.5,0.45,48.03,64.0,0.93,167.25,27.25,703.0,22.33,0.0
2020-03-20 07:00:00,2020-03-20 08:00:00,48.5,136.5,1.48,22.73,13.3,18.47,28.35,0.53,54.38,63.0,1.1,170.0,98.75,703.75,22.85,0.0
2020-03-20 08:00:00,2020-03-20 09:00:00,50.25,134.0,1.67,17.02,10.45,17.95,21.62,0.46,73.33,56.5,1.62,167.5,283.75,704.75,25.15,0.0
2020-03-20 09:00:00,2020-03-20 10:00:00,42.5,118.25,1.8,15.95,9.95,18.35,28.82,0.51,89.53,47.5,1.97,164.5,477.25,705.0,27.98,0.0
2020-03-20 10:00:00,2020-03-20 11:00:00,41.25,127.0,1.33,12.65,7.83,17.3,22.2,0.4,94.05,42.25,1.9,171.5,460.0,705.0,29.52,0.0
2020-03-20 11:00:00,2020-03-20 12:00:00,32.25,110.25,1.1,10.93,6.7,15.4,14.8,0.38,105.45,35.5,2.0,174.25,457.5,704.5,30.05,0.0
2020-03-20 12:00:00,2020-03-20 13:00:00,29.0,120.25,8.67,12.9,15.27,17.73,19.27,0.4,108.6,36.25,1.92,169.0,455.0,703.5,30.45,0.0
2020-03-20 13:00:00,2020-03-20 14:00:00,27.5,111.0,0.7,11.2,6.55,14.05,14.28,0.38,117.08,30.75,1.95,169.75,471.5,702.5,31.67,0.0
2020-03-20 14:00:00,2020-03-20 15:00:00,32.25,105.75,0.7,10.6,6.2,13.07,14.98,0.37,117.92,29.5,1.25,166.5,434.25,701.5,32.0,0.0
2020-03-20 15:00:00,2020-03-20 16:00:00,32.75,99.75,1.77,21.25,12.73,13.7,13.57,0.62,107.72,27.0,0.93,136.5,457.75,700.25,34.07,0.0
2020-03-20 16:00:00,2020-03-20 17:00:00,33.25,101.75,1.28,18.1,10.65,12.8,15.15,0.47,118.75,26.75,1.0,152.75,417.0,700.0,34.17,0.0
2020-03-20 17:00:00,2020-03-20 18:00:00,37.5,102.25,0.85,31.1,17.23,11.85,20.58,0.66,107.2,31.0,0.52,136.5,186.75,700.0,32.4,0.0
2020-03-20 18:00:00,2020-03-20 19:00:00,42.25,113.0,2.38,72.53,40.5,12.68,20.85,1.25,67.75,37.5,0.33,184.0,27.75,700.0,29.38,0.0
2020-03-20 19:00:00,2020-03-20 20:00:00,55.0,157.0,14.85,81.52,55.4,13.17,17.1,2.24,38.25,34.75,0.35,213.75,28.0,700.0,28.52,0.0
2020-03-20 20:00:00,2020-03-20 21:00:00,56.25,200.0,1.5,33.38,18.97,10.32,13.8,0.71,57.27,28.5,0.62,174.25,25.75,701.0,28.32,0.0
2020-03-20 21:00:00,2020-03-20 22:00:00,31.5,123.75,0.73,24.38,13.57,9.18,13.95,0.6,54.62,30.5,0.77,180.0,29.0,701.75,27.5,0.0
2020-03-20 22:00:00,2020-03-20 23:00:00,27.5,128.5,0.72,18.75,10.6,8.83,9.6,0.4,57.65,29.25,0.8,189.0,29.0,702.0,26.3,0.0
2020-03-20 23:00:00,2020-03-21 00:00:00,27.75,127.75,0.43,13.6,7.58,8.02,9.87,0.33,69.92,29.75,0.95,241.0,28.25,702.0,25.87,0.0
2020-03-21 00:00:00,2020-03-21 01:00:00,25.0,131.5,0.53,11.17,6.3,8.62,11.62,0.25,76.28,33.25,1.12,221.25,31.25,702.0,25.18,0.0
2020-03-21 01:00:00,2020-03-21 02:00:00,28.5,132.75,0.38,10.85,6.1,9.1,8.62,0.26,74.3,38.0,1.43,247.5,29.75,702.0,24.05,0.0
2020-03-21 02:00:00,2020-03-21 03:00:00,33.0,134.25,0.38,10.32,5.77,9.4,8.53,0.28,74.55,40.75,1.45,241.25,28.75,702.0,23.18,0.0
2020-03-21 03:00:00,2020-03-21 04:00:00,39.75,152.5,0.5,9.43,5.42,9.57,11.25,0.24,79.8,42.25,1.43,250.0,30.5,702.0,22.75,0.0
2020-03-21 04:00:00,2020-03-21 05:00:00,33.5,107.5,0.55,9.72,5.62,9.62,12.95,0.22,77.83,42.5,0.93,246.75,28.0,701.25,22.0,0.0
2020-03-21 05:00:00,2020-03-21 06:00:00,31.75,106.5,0.68,10.03,5.88,9.3,11.45,0.23,81.55,40.25,0.75,259.25,27.75,702.0,21.7,0.0
2020-03-21 06:00:00,2020-03-21 07:00:00,23.25,92.5,0.57,10.68,6.1,9.12,12.45,0.3,78.35,41.25,0.73,215.0,29.25,702.75,21.18,0.0
2020-03-21 07:00:00,2020-03-21 08:00:00,29.0,120.5,0.88,12.8,7.55,9.5,11.2,0.3,75.65,41.0,0.98,216.75,64.5,704.0,21.48,0.0
2020-03-21 08:00:00,2020-03-21 09:00:00,33.5,163.25,1.17,11.2,6.9,9.32,9.47,0.28,82.57,37.75,1.3,245.5,136.25,705.0,23.47,0.0
2020-03-21 09:00:00,2020-03-21 10:00:00,27.75,108.5,1.85,14.22,9.05,10.07,12.03,0.36,93.4,36.5,1.2,239.5,511.0,705.0,25.38,0.0
2020-03-21 10:00:00,2020-03-21 11:00:00,24.67,114.5,1.7,13.9,8.77,10.23,11.75,,101.57,30.67,1.07,191.33,516.33,705.0,27.7,0.0
2020-03-21 11:00:00,2020-03-21 12:00:00,25.0,120.25,1.77,14.5,9.13,9.7,9.4,0.44,104.8,27.25,1.5,229.0,519.25,704.75,29.07,0.0
2020-03-21 12:00:00,2020-03-21 13:00:00,21.75,120.5,9.87,15.7,17.8,12.73,8.02,0.46,106.0,26.25,1.73,256.5,512.0,703.5,30.2,0.0
2020-03-21 13:00:00,2020-03-21 14:00:00,21.25,110.0,1.52,13.4,8.35,9.75,8.03,0.36,110.03,23.25,1.57,230.25,512.0,702.75,31.77,0.0
2020-03-21 14:00:00,2020-03-21 15:00:00,21.0,109.25,2.08,15.22,9.77,9.38,5.53,0.39,106.97,21.25,1.45,247.0,493.25,701.5,33.08,0.0
2020-03-21 15:00:00,2020-03-21 16:00:00,17.75,106.5,1.83,13.97,8.92,9.85,7.15,0.43,106.28,20.0,1.35,228.75,452.25,701.0,33.58,0.0
2020-03-21 16:00:00,2020-03-21 17:00:00,33.25,127.0,2.02,20.12,12.38,12.05,8.47,0.56,102.02,19.75,1.07,251.75,406.25,701.0,33.77,0.0
2020-03-21 17:00:00,2020-03-21 18:00:00,73.25,181.0,2.95,33.25,20.08,9.88,12.15,0.97,82.62,20.75,1.15,280.0,209.25,701.0,32.4,0.0
2020-03-21 18:00:00,2020-03-21 19:00:00,54.75,162.5,2.85,56.38,32.33,14.03,10.2,1.67,54.23,26.25,0.4,260.75,28.5,701.5,29.77,0.0
2020-03-21 19:00:00,2020-03-21 20:00:00,76.25,219.5,4.55,73.0,42.53,16.98,13.8,2.11,36.35,30.25,0.3,253.0,27.75,702.0,27.53,0.0
2020-03-21 20:00:00,2020-03-21 21:00:00,101.25,270.75,11.5,70.58,46.9,24.5,14.45,2.59,31.93,30.75,0.4,273.25,27.75,702.75,27.12,0.0
2020-03-21 21:00:00,2020-03-21 22:00:00,193.0,376.75,4.4,56.2,33.42,24.45,11.05,2.41,37.95,31.75,0.33,234.75,28.5,703.75,26.7,0.0
2020-03-21 22:00:00,2020-03-21 23:00:00,177.0,337.25,6.55,46.67,30.18,20.65,11.35,1.88,45.85,33.5,0.3,264.25,26.5,704.0,26.05,0.0
2020-03-21 23:00:00,2020-03-22 00:00:00,121.5,280.0,2.83,44.9,26.2,24.48,8.63,1.81,33.52,37.25,0.3,270.75,27.75,704.0,24.77,0.0
2020-03-22 00:00:00,2020-03-22 01:00:00,112.5,250.25,2.48,41.88,24.27,22.1,10.6,1.38,35.3,45.5,0.7,260.0,28.25,704.0,25.3,0.0
2020-03-22 01:00:00,2020-03-22 02:00:00,71.25,197.0,7.1,48.12,31.38,23.23,10.65,1.3,26.73,45.0,0.9,130.0,25.5,703.0,24.67,0.0
2020-03-22 02:00:00,2020-03-22 03:00:00,63.0,175.25,1.65,34.7,19.8,19.2,11.3,0.87,41.3,40.0,0.4,294.0,26.75,703.0,23.78,0.0
2020-03-22 03:00:00,2020-03-22 04:00:00,43.0,109.0,1.4,27.22,15.62,18.75,10.65,0.72,51.17,43.25,0.3,321.75,28.25,702.25,22.97,0.0
2020-03-22 04:00:00,2020-03-22 05:00:00,34.5,96.75,0.6,15.4,8.7,17.95,16.62,0.36,68.47,45.5,0.38,193.25,26.25,702.0,22.95,0.0
2020-03-22 05:00:00,2020-03-22 06:00:00,27.0,70.0,0.57,12.23,6.98,17.18,15.93,0.45,59.73,48.25,0.33,206.0,28.75,703.0,22.23,0.0
2020-03-22 06:00:00,2020-03-22 07:00:00,28.75,78.25,1.23,15.72,9.35,17.18,12.07,0.52,50.15,49.75,0.33,254.25,28.75,703.75,21.45,0.0
2020-03-22 07:00:00,2020-03-22 08:00:00,34.5,94.5,1.15,15.12,9.0,16.43,13.05,0.55,64.42,44.5,0.3,293.25,67.5,704.75,23.05,0.0
2020-03-22 08:00:00,2020-03-22 09:00:00,34.5,95.0,0.98,12.5,7.47,15.53,15.8,0.4,80.93,37.25,0.65,178.0,149.0,705.5,26.88,0.0
2020-03-22 09:00:00,2020-03-22 10:00:00,29.0,91.33,0.88,8.68,5.33,15.35,21.0,0.3,99.03,29.75,0.88,160.25,495.5,706.0,30.55,0.0
2020-03-22 10:00:00,2020-03-22 11:00:00,26.0,88.75,1.35,7.4,5.0,14.35,22.1,0.27,102.65,24.25,0.9,225.0,506.5,706.0,33.02,0.0
2020-03-22 11:00:00,2020-03-22 12:00:00,23.5,84.75,0.73,5.67,3.6,13.23,13.25,0.24,103.27,22.0,1.35,200.75,520.0,705.75,33.4,0.0
2020-03-22 12:00:00,2020-03-22 13:00:00,17.25,84.0,7.97,4.23,10.07,15.43,17.52,0.21,101.72,20.75,1.3,227.75,501.75,704.75,34.35,0.0
2020-03-22 13:00:00,2020-03-22 14:00:00,21.0,87.0,0.3,4.47,2.62,11.18,12.45,0.23,101.6,21.5,1.18,204.0,449.25,704.0,33.83,0.0
2020-03-22 14:00:00,2020-03-22 15:00:00,20.5,92.0,0.38,4.5,2.73,11.03,14.7,0.23,103.43,20.75,1.42,255.75,499.75,703.0,34.65,0.0
2020-03-22 15:00:00,2020-03-22 16:00:00,18.75,82.0,0.45,4.78,2.9,10.85,9.97,0.23,106.35,20.25,1.28,206.25,470.25,702.0,35.2,0.0
2020-03-22 16:00:00,2020-03-22 17:00:00,16.5,86.0,0.33,4.88,2.88,10.78,10.2,0.23,106.42,20.25,0.88,199.0,412.5,702.0,35.05,0.0
2020-03-22 17:00:00,2020-03-22 18:00:00,16.25,82.75,0.23,6.05,3.45,10.98,9.47,0.29,98.9,21.75,0.6,167.5,215.0,702.0,34.18,0.0
2020-03-22 18:00:00,2020-03-22 19:00:00,35.75,100.5,0.47,13.48,7.55,14.3,16.05,0.64,77.65,27.0,0.33,170.75,27.5,702.25,30.98,0.0
2020-03-22 19:00:00,2020-03-22 20:00:00,55.75,128.75,0.82,27.3,15.2,17.28,13.55,0.96,54.03,32.25,0.3,148.0,28.25,703.0,28.98,0.0
2020-03-22 20:00:00,2020-03-22 21:00:00,53.5,125.75,0.95,26.3,14.77,16.42,15.48,0.85,54.1,34.25,0.3,148.0,27.75,703.75,27.75,0.0
2020-03-22 21:00:00,2020-03-22 22:00:00,50.25,123.25,0.97,29.45,16.43,16.7,14.65,0.97,47.92,37.25,0.35,155.25,28.0,704.0,26.8,0.0
2020-03-22 22:00:00,2020-03-22 23:00:00,52.75,133.25,0.95,21.73,12.33,16.95,13.15,0.8,47.68,40.75,0.3,156.0,26.75,704.0,25.83,0.0
2020-03-22 23:00:00,2020-03-23 00:00:00,47.5,119.25,1.0,17.27,10.0,16.85,15.63,0.7,54.35,41.5,0.3,156.0,29.25,704.0,25.12,0.0
2020-03-23 00:00:00,2020-03-23 01:00:00,42.25,97.25,0.75,16.55,9.43,16.27,12.83,0.58,57.77,41.25,0.3,156.0,27.25,703.75,24.8,0.0
2020-03-23 01:00:00,2020-03-23 02:00:00,37.0,83.75,0.62,13.93,7.93,14.55,10.7,0.5,50.52,42.75,0.4,216.5,28.0,703.0,24.98,0.0
2020-03-23 02:00:00,2020-03-23 03:00:00,38.5,110.0,3.75,47.52,28.33,19.5,13.43,1.32,10.38,47.0,0.88,308.75,28.5,702.5,25.4,0.0
2020-03-23 03:00:00,2020-03-23 04:00:00,66.75,169.5,2.1,32.55,19.03,21.38,14.22,0.84,26.22,47.25,0.75,326.25,28.0,702.0,24.77,0.0
2020-03-23 04:00:00,2020-03-23 05:00:00,53.5,126.0,1.4,18.67,11.05,21.22,14.5,0.6,40.58,46.75,0.8,277.5,27.5,702.0,24.52,0.0
2020-03-23 05:00:00,2020-03-23 06:00:00,40.75,104.5,1.2,16.6,9.85,21.05,11.15,0.48,47.65,48.0,0.52,164.5,30.5,702.25,23.55,0.0
2020-03-23 06:00:00,2020-03-23 07:00:00,34.75,96.25,1.05,14.65,8.65,20.25,11.58,0.54,43.87,50.25,0.62,155.0,33.25,703.0,22.8,0.0
2020-03-23 07:00:00,2020-03-23 08:00:00,38.75,112.5,1.45,16.48,9.95,19.92,11.85,0.59,52.57,45.75,0.9,160.75,151.25,703.75,24.25,0.0
2020-03-23 08:00:00,2020-03-23 09:00:00,44.75,139.75,1.52,15.65,9.57,18.77,16.52,0.55,70.03,37.75,0.82,156.75,242.5,704.25,27.05,0.0
2020-03-23 09:00:00,2020-03-23 10:00:00,43.0,129.75,1.5,14.45,8.93,16.9,27.93,0.45,90.97,28.25,1.03,157.25,491.75,705.0,31.0,0.0
2020-03-23 10:00:00,2020-03-23 11:00:00,29.25,109.0,1.1,9.42,5.9,15.0,29.17,0.31,95.55,23.0,0.9,139.0,505.25,705.0,33.83,0.0
2020-03-23 11:00:00,2020-03-23 12:00:00,22.75,100.75,1.0,10.2,5.5,14.3,14.5,0.38,103.43,20.75,0.92,197.0,503.5,704.75,36.0,0.0
2020-03-23 12:00:00,2020-03-23 13:00:00,19.25,95.75,8.6,8.07,12.8,17.03,18.22,0.39,102.55,21.75,1.78,210.25,517.25,703.75,34.75,0.0
2020-03-23 13:00:00,2020-03-23 14:00:00,20.75,98.25,0.97,7.45,4.78,12.35,12.25,0.32,99.25,21.25,1.6,256.0,513.0,702.75,35.2,0.0
2020-03-23 14:00:00,2020-03-23 15:00:00,22.25,89.75,0.8,7.17,4.47,12.0,10.8,0.29,102.37,20.25,1.55,221.25,496.5,701.75,35.85,0.0
2020-03-23 15:00:00,2020-03-23 16:00:00,20.5,92.25,0.42,7.03,4.08,11.35,10.8,0.27,104.35,20.0,1.67,273.75,465.0,701.0,36.1,0.0
2020-03-23 16:00:00,2020-03-23 17:00:00,21.25,104.0,0.7,7.28,4.45,10.95,8.65,0.28,100.15,19.0,1.3,255.25,415.25,701.0,36.33,0.0
