From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2021-03-23 00:00:00,2021-03-23 01:00:00,29.5,51.5,,3.82,1.95,7.88,3.35,0.27,33.91,0.1,0.65,,,,27.77,76.25,1.82,187.25,1.0,755.25,,28.82,0.0
2021-03-23 01:00:00,2021-03-23 02:00:00,26.75,52.25,0.27,3.68,2.15,7.8,2.15,0.28,35.48,0.1,0.55,,,,27.73,77.75,1.38,189.0,1.0,754.75,,28.6,0.0
2021-03-23 02:00:00,2021-03-23 03:00:00,23.75,61.0,0.23,3.85,2.18,8.17,3.8,0.3,34.79,0.1,0.6,,,,28.1,78.75,0.82,193.25,1.0,754.0,,28.4,0.0
2021-03-23 03:00:00,2021-03-23 04:00:00,31.75,72.5,0.65,6.8,4.17,9.7,18.48,0.39,19.21,0.12,3.05,,,,29.92,82.0,1.05,98.25,1.0,754.0,,27.48,0.0
2021-03-23 04:00:00,2021-03-23 05:00:00,44.25,83.25,1.15,9.68,6.08,9.32,9.12,0.38,15.19,0.25,14.1,,,,30.4,84.75,0.85,70.25,1.0,754.0,,26.7,0.0
2021-03-23 05:00:00,2021-03-23 06:00:00,29.75,66.25,2.23,11.73,8.07,9.1,7.6,0.44,11.9,0.2,1.58,,,,30.4,85.0,0.95,64.5,1.0,754.25,,26.42,0.0
2021-03-23 06:00:00,2021-03-23 07:00:00,30.0,71.75,4.72,14.95,11.78,9.33,6.42,0.57,10.44,0.33,2.55,,,,30.05,85.5,0.92,54.25,8.75,755.25,,26.52,0.0
2021-03-23 07:00:00,2021-03-23 08:00:00,34.0,89.25,6.9,20.3,16.4,8.8,6.88,0.69,13.62,0.45,3.38,,,,27.53,80.5,1.02,64.25,74.25,756.0,,27.98,0.0
2021-03-23 08:00:00,2021-03-23 09:00:00,37.5,99.25,4.8,13.93,11.32,9.88,6.62,0.59,27.15,0.53,4.15,,,,27.88,72.25,0.85,131.75,62.25,757.0,,30.23,0.0
2021-03-23 09:00:00,2021-03-23 10:00:00,38.75,100.25,1.3,5.87,4.15,9.43,6.57,0.51,43.46,0.38,3.45,,,,28.12,67.5,1.85,168.0,98.5,757.0,,30.8,0.0
2021-03-23 10:00:00,2021-03-23 11:00:00,38.5,101.0,1.27,6.2,4.3,9.15,6.27,0.47,45.13,0.22,1.75,,,,28.42,65.75,2.25,185.25,133.5,757.0,,31.07,0.0
2021-03-23 11:00:00,2021-03-23 12:00:00,38.25,100.5,1.1,6.57,4.33,10.57,8.9,0.4,44.2,0.2,1.05,,,,30.45,64.5,2.3,189.75,307.75,756.5,,31.38,0.0
2021-03-23 12:00:00,2021-03-23 13:00:00,33.25,99.0,2.63,12.27,8.7,8.1,7.4,0.53,40.83,0.25,2.02,,,,31.27,64.5,2.28,162.75,328.0,755.75,,31.6,0.0
2021-03-23 13:00:00,2021-03-23 14:00:00,34.75,98.75,2.42,7.82,6.15,7.65,6.25,0.44,36.0,0.22,2.3,,,,31.48,62.5,2.52,179.75,435.0,754.5,,31.88,0.0
2021-03-23 14:00:00,2021-03-23 15:00:00,37.5,98.25,2.38,8.57,6.48,7.1,5.9,0.44,33.52,0.15,1.02,,,,31.2,62.75,2.67,172.75,382.75,753.75,,31.77,0.0
2021-03-23 15:00:00,2021-03-23 16:00:00,39.5,99.5,2.52,10.1,7.45,7.0,5.42,0.41,32.09,0.23,1.35,,,,28.2,63.75,2.58,174.25,295.0,753.0,,31.6,0.0
2021-03-23 16:00:00,2021-03-23 17:00:00,41.0,101.25,3.7,11.45,9.1,8.1,3.92,0.44,30.19,0.25,1.63,,,,28.35,66.25,2.65,167.75,182.0,753.0,,31.2,0.0
2021-03-23 17:00:00,2021-03-23 18:00:00,39.5,104.25,1.75,11.38,7.45,8.05,4.97,0.46,29.79,0.22,1.88,,,,28.5,69.5,2.7,172.0,63.0,753.0,,30.55,0.0
2021-03-23 18:00:00,2021-03-23 19:00:00,35.25,110.25,2.5,15.82,10.47,7.97,4.08,0.61,26.41,0.28,3.1,,,,28.45,71.75,2.47,171.25,2.75,753.75,,29.92,0.0
2021-03-23 19:00:00,2021-03-23 20:00:00,36.25,107.75,3.97,23.72,15.8,9.98,3.67,0.82,18.57,0.5,5.57,,,,30.0,73.25,2.3,168.25,1.0,754.75,,29.78,0.0
2021-03-23 20:00:00,2021-03-23 21:00:00,37.75,106.5,3.38,21.75,14.3,10.95,4.6,0.8,20.48,0.48,5.03,,,,30.68,74.0,2.42,161.0,1.0,755.75,,29.67,0.0
2021-03-23 21:00:00,2021-03-23 22:00:00,40.25,104.75,2.2,17.03,10.82,11.75,5.55,0.64,22.83,0.47,4.45,,,,30.8,75.0,2.0,173.25,1.0,756.25,,29.52,0.0
2021-03-23 22:00:00,2021-03-23 23:00:00,39.0,100.0,0.73,12.47,7.12,10.43,5.3,0.47,27.78,0.35,3.47,,,,30.77,74.75,2.1,177.5,1.0,757.0,,29.35,0.0
2021-03-23 23:00:00,2021-03-24 00:00:00,35.75,90.0,0.35,10.25,5.78,9.57,4.4,0.42,28.52,0.17,1.75,,,,28.42,75.5,1.55,169.5,1.0,756.25,,29.25,0.0
2021-03-24 00:00:00,2021-03-24 01:00:00,42.0,94.5,0.13,7.8,4.28,9.27,2.95,0.3,29.84,0.1,1.3,,,,27.88,76.5,1.33,171.25,1.0,756.0,,29.05,0.0
2021-03-24 01:00:00,2021-03-24 02:00:00,36.25,91.5,0.55,6.9,3.9,9.17,3.15,0.27,31.31,0.1,0.88,,,,27.82,77.0,1.15,177.0,1.0,755.5,,28.9,0.0
2021-03-24 02:00:00,2021-03-24 03:00:00,36.5,95.0,0.27,6.22,3.45,8.9,3.08,0.29,30.38,0.1,0.68,,,,27.75,78.0,0.98,143.25,1.0,755.0,,28.52,0.0
2021-03-24 03:00:00,2021-03-24 04:00:00,47.25,106.75,1.43,12.93,8.03,10.08,18.27,0.5,12.59,0.35,12.47,,,,29.23,84.0,1.38,54.5,1.0,755.0,,27.05,0.0
2021-03-24 04:00:00,2021-03-24 05:00:00,75.5,142.5,1.97,13.3,8.62,9.93,11.6,0.44,12.99,0.4,23.12,,,,30.18,85.0,1.25,56.0,1.0,755.0,,26.73,0.0
2021-03-24 05:00:00,2021-03-24 06:00:00,49.5,112.5,3.15,14.1,10.12,9.07,5.9,0.46,14.7,0.22,4.1,,,,30.25,85.0,0.8,50.5,1.0,755.0,,26.77,0.0
2021-03-24 06:00:00,2021-03-24 07:00:00,47.5,103.25,6.42,16.98,14.22,8.32,6.82,0.67,13.18,0.35,2.75,,,,30.23,84.75,1.0,56.5,8.0,755.75,,26.8,0.0
2021-03-24 07:00:00,2021-03-24 08:00:00,50.0,124.0,16.6,32.45,30.78,7.8,7.03,0.97,9.36,0.65,5.58,,,,28.57,79.5,0.8,75.75,68.5,756.25,,28.45,0.0
2021-03-24 08:00:00,2021-03-24 09:00:00,57.75,138.75,5.35,14.85,12.28,8.95,6.65,0.57,24.65,0.67,6.62,,,,27.88,72.0,1.1,116.5,74.75,757.0,,30.27,0.0
2021-03-24 09:00:00,2021-03-24 10:00:00,44.25,107.0,2.72,11.52,8.35,7.47,6.7,0.57,33.37,0.4,4.7,,,,28.02,66.25,1.62,160.0,96.5,757.25,,31.15,0.0
2021-03-24 10:00:00,2021-03-24 11:00:00,39.75,92.75,1.8,7.22,5.33,8.03,8.2,0.42,36.36,0.3,2.65,,,,28.05,64.5,2.17,181.5,98.5,757.0,,31.57,0.0
2021-03-24 11:00:00,2021-03-24 12:00:00,31.75,86.75,2.53,9.4,7.07,10.67,9.43,0.48,36.6,0.22,2.12,,,,29.57,63.25,2.2,166.75,338.25,757.0,,32.08,0.0
2021-03-24 12:00:00,2021-03-24 13:00:00,28.5,88.5,2.43,8.77,6.63,8.2,10.15,0.53,39.59,0.33,2.7,,,,30.95,61.0,1.85,166.0,422.5,755.75,,32.55,0.0
2021-03-24 13:00:00,2021-03-24 14:00:00,32.0,85.75,0.72,5.68,3.62,7.73,7.72,0.44,39.53,0.2,3.7,,,,31.27,63.25,2.3,178.75,397.75,754.5,,32.12,0.0
2021-03-24 14:00:00,2021-03-24 15:00:00,37.0,82.25,2.15,10.7,7.48,7.15,4.33,0.52,36.55,0.17,1.85,,,,31.62,58.5,2.17,162.5,362.25,753.5,,32.7,0.0
2021-03-24 15:00:00,2021-03-24 16:00:00,35.25,83.0,1.88,9.55,6.65,7.03,3.25,0.46,36.51,0.2,4.28,,,,29.42,57.5,2.27,173.25,275.75,752.5,,32.5,0.0
2021-03-24 16:00:00,2021-03-24 17:00:00,37.75,83.0,3.45,13.15,9.85,8.32,2.77,0.54,30.38,0.28,2.92,,,,28.05,59.0,2.12,162.5,158.5,752.0,,32.1,0.0
2021-03-24 17:00:00,2021-03-24 18:00:00,35.5,85.5,4.95,18.73,14.02,8.93,3.22,0.66,23.77,0.4,4.73,,,,28.35,65.5,2.38,160.25,61.0,752.0,,31.22,0.0
2021-03-24 18:00:00,2021-03-24 19:00:00,40.0,94.25,5.15,21.2,15.48,10.2,3.8,0.8,18.04,0.52,5.53,,,,28.4,73.0,2.52,165.0,3.25,752.75,,30.4,0.0
2021-03-24 19:00:00,2021-03-24 20:00:00,38.5,97.0,5.55,24.88,17.72,11.48,3.12,0.97,19.11,0.65,6.53,,,,29.17,75.25,2.28,153.5,1.0,753.5,,30.23,0.0
2021-03-24 20:00:00,2021-03-24 21:00:00,35.0,95.0,3.92,22.65,15.2,13.2,2.45,0.97,18.23,0.65,6.45,,,,30.43,77.25,2.17,155.5,1.0,754.0,,30.1,0.0
2021-03-24 21:00:00,2021-03-24 22:00:00,38.25,99.0,3.92,19.02,13.35,12.3,2.8,0.84,18.27,0.55,5.75,,,,30.62,78.0,2.02,149.5,1.0,755.0,,29.98,0.0
2021-03-24 22:00:00,2021-03-24 23:00:00,40.25,101.5,2.08,17.02,10.73,11.2,4.0,0.71,20.92,0.4,3.95,,,,30.73,78.75,1.7,156.5,1.0,755.0,,29.85,0.0
2021-03-24 23:00:00,2021-03-25 00:00:00,44.25,100.0,0.57,11.52,6.55,10.47,3.67,0.52,28.86,0.2,2.05,,,,29.48,79.5,1.5,169.0,1.0,755.0,,29.67,0.0
2021-03-25 00:00:00,2021-03-25 01:00:00,44.0,100.75,0.3,7.12,3.88,9.53,5.25,0.38,27.1,0.12,1.3,,,,27.67,80.75,1.15,173.5,1.0,754.25,,29.37,0.0
2021-03-25 01:00:00,2021-03-25 02:00:00,41.25,100.5,0.37,7.05,3.92,8.8,3.88,0.36,25.78,0.1,0.9,,,,27.62,82.0,0.6,158.25,1.0,753.25,,29.07,0.0
2021-03-25 02:00:00,2021-03-25 03:00:00,41.0,92.75,0.47,6.65,3.97,8.82,3.85,0.37,19.7,0.1,1.02,,,,27.68,83.25,0.68,246.75,1.0,753.0,,28.73,0.0
2021-03-25 03:00:00,2021-03-25 04:00:00,42.25,98.5,0.95,11.68,6.97,9.93,23.08,0.52,9.12,0.4,12.3,,,,28.2,86.5,1.07,150.0,1.0,753.0,,27.85,0.0
2021-03-25 04:00:00,2021-03-25 05:00:00,55.75,122.75,2.05,14.22,9.2,10.3,28.32,0.54,7.35,0.47,11.95,,,,30.0,88.5,1.32,55.0,1.0,753.0,,27.32,0.0
2021-03-25 05:00:00,2021-03-25 06:00:00,60.5,138.25,3.67,17.0,12.03,9.88,74.9,0.54,8.72,0.35,12.6,,,,30.4,88.0,1.12,69.75,1.0,753.25,,27.12,0.0
2021-03-25 06:00:00,2021-03-25 07:00:00,62.5,135.75,5.8,19.65,15.15,9.03,8.9,0.68,9.02,0.38,9.17,,,,30.48,87.75,1.03,72.25,10.75,754.0,,27.2,0.0
2021-03-25 07:00:00,2021-03-25 08:00:00,47.5,118.0,7.85,18.9,16.45,9.55,3.67,0.67,12.3,0.5,3.72,,,,29.8,83.5,1.02,89.75,72.5,755.0,,28.52,0.0
2021-03-25 08:00:00,2021-03-25 09:00:00,52.5,123.0,7.3,20.98,17.07,7.85,3.4,0.77,19.11,0.52,3.97,,,,27.82,76.75,0.95,100.25,90.25,755.5,,30.25,0.0
2021-03-25 09:00:00,2021-03-25 10:00:00,51.25,123.5,2.83,11.53,8.4,7.18,2.95,0.64,32.34,0.5,5.03,,,,28.07,68.25,0.97,170.75,104.5,756.0,,31.7,0.0
2021-03-25 10:00:00,2021-03-25 11:00:00,41.75,100.75,0.7,5.08,3.28,7.33,5.43,0.41,38.12,0.23,2.12,,,,28.18,64.25,1.97,187.5,114.0,756.0,,31.82,0.0
2021-03-25 11:00:00,2021-03-25 12:00:00,37.0,82.5,0.97,5.6,3.77,8.83,7.4,0.41,40.13,0.2,1.42,,,,28.73,64.5,1.92,187.0,310.75,756.0,,32.1,0.0
2021-03-25 12:00:00,2021-03-25 13:00:00,33.0,83.75,1.33,6.1,4.27,7.93,6.17,0.41,42.27,0.15,2.12,,,,30.63,60.75,2.17,178.25,347.0,755.0,,32.4,0.0
2021-03-25 13:00:00,2021-03-25 14:00:00,31.75,85.25,2.45,11.2,7.93,7.6,5.75,0.51,37.76,0.25,2.77,,,,31.75,65.25,2.1,165.25,332.0,753.75,,32.2,0.0
2021-03-25 14:00:00,2021-03-25 15:00:00,35.75,90.0,1.45,7.03,4.9,7.1,5.75,0.33,35.87,0.2,1.88,,,,31.2,60.5,2.12,185.25,328.0,752.5,,32.52,0.0
2021-03-25 15:00:00,2021-03-25 16:00:00,32.75,83.0,0.9,5.7,3.72,7.8,4.2,0.29,33.17,0.1,1.9,,,,31.2,64.75,2.5,184.75,248.5,752.0,,31.75,0.0
2021-03-25 16:00:00,2021-03-25 17:00:00,35.5,81.75,1.25,7.15,4.88,10.07,4.22,0.24,31.46,0.1,4.07,,,,28.27,69.0,2.42,186.0,170.5,752.0,,31.27,0.0
2021-03-25 17:00:00,2021-03-25 18:00:00,37.25,87.0,0.7,5.15,3.28,12.05,4.22,0.23,29.74,0.15,5.53,,,,28.25,71.5,2.4,188.25,64.5,752.0,,30.7,0.0
2021-03-25 18:00:00,2021-03-25 19:00:00,37.25,89.67,0.3,6.38,3.67,11.2,5.03,0.43,29.3,0.12,4.37,,,,28.3,74.0,2.23,191.75,2.0,753.0,,30.05,0.0
2021-03-25 19:00:00,2021-03-25 20:00:00,36.25,94.5,0.5,6.7,3.65,10.88,6.15,0.49,30.52,0.2,2.65,,,,28.15,75.0,2.1,192.25,1.0,753.5,,29.82,0.0
2021-03-25 20:00:00,2021-03-25 21:00:00,37.0,94.75,0.33,8.1,4.6,11.1,4.92,0.58,27.83,0.2,1.88,,,,29.8,76.75,1.57,197.5,1.0,754.0,,29.73,0.0
2021-03-25 21:00:00,2021-03-25 22:00:00,32.25,99.0,0.25,9.88,5.47,10.43,5.88,0.56,26.66,0.28,2.43,,,,30.58,77.5,1.15,191.0,1.0,754.0,,29.55,0.0
2021-03-25 22:00:00,2021-03-25 23:00:00,35.5,94.25,0.1,7.5,4.05,9.78,5.58,0.46,30.77,0.2,2.0,,,,30.65,78.0,0.8,195.0,1.0,754.0,,29.42,0.0
2021-03-25 23:00:00,2021-03-26 00:00:00,33.75,91.0,0.67,10.75,6.27,9.45,2.7,0.58,22.39,0.2,1.83,,,,30.67,78.75,0.57,174.5,1.0,754.0,,29.25,0.0
2021-03-26 00:00:00,2021-03-26 01:00:00,37.5,98.0,0.72,10.95,6.42,9.35,10.35,0.47,16.71,0.35,3.62,,,,28.32,80.75,0.5,291.0,1.0,753.5,,28.82,0.0
2021-03-26 01:00:00,2021-03-26 02:00:00,49.25,98.75,0.17,9.45,5.18,8.45,5.9,0.4,17.89,0.3,15.12,,,,27.65,81.5,0.7,229.75,1.0,753.0,,28.7,0.0
2021-03-26 02:00:00,2021-03-26 03:00:00,42.0,89.75,0.23,7.05,3.88,7.65,5.17,0.31,29.2,0.15,11.43,,,,27.58,80.0,0.82,158.25,1.0,752.0,,28.92,0.0
2021-03-26 03:00:00,2021-03-26 04:00:00,35.5,84.75,1.02,9.03,5.65,7.8,7.45,0.37,19.31,0.15,2.77,,,,27.48,82.5,0.93,85.5,1.0,752.0,,28.33,0.0
2021-03-26 04:00:00,2021-03-26 05:00:00,33.5,88.75,1.1,8.1,5.22,8.88,4.8,0.4,17.98,0.25,1.75,,,,29.4,85.5,1.1,82.5,1.0,752.0,,27.52,0.0
2021-03-26 05:00:00,2021-03-26 06:00:00,34.75,99.25,2.73,15.93,10.6,9.1,4.47,0.46,8.77,0.12,1.18,,,,30.35,87.5,0.8,70.5,1.0,752.75,,27.1,0.0
2021-03-26 06:00:00,2021-03-26 07:00:00,44.25,138.5,8.12,23.93,19.3,8.2,4.12,0.72,6.42,0.35,2.52,,,,30.35,87.75,0.95,81.5,9.0,753.75,,27.18,0.0
2021-03-26 07:00:00,2021-03-26 08:00:00,49.5,126.25,6.92,16.9,14.6,11.23,8.07,0.64,11.03,0.53,4.3,,,,30.5,84.75,1.05,74.0,41.0,754.75,,27.95,0.0
2021-03-26 08:00:00,2021-03-26 09:00:00,55.5,123.75,12.5,23.55,22.68,8.43,4.77,0.94,14.8,0.72,5.62,,,,28.65,80.75,1.18,77.0,72.75,755.25,,29.25,0.0
2021-03-26 09:00:00,2021-03-26 10:00:00,54.75,123.5,4.0,11.12,9.18,8.43,5.15,0.68,30.23,0.73,6.45,,,,27.98,71.5,1.3,149.0,128.0,756.0,,31.33,0.0
2021-03-26 10:00:00,2021-03-26 11:00:00,37.0,94.25,0.82,5.55,3.62,6.47,5.8,0.43,37.0,0.25,3.05,,,,28.13,67.0,1.95,184.25,141.75,755.75,,31.88,0.0
2021-03-26 11:00:00,2021-03-26 12:00:00,30.75,80.5,1.83,7.83,5.67,7.47,6.27,0.41,36.7,0.22,3.27,,,,28.15,63.5,2.08,185.5,324.75,755.0,,32.6,0.0
2021-03-26 12:00:00,2021-03-26 13:00:00,29.0,74.0,2.67,9.9,7.5,7.37,5.38,0.46,37.57,0.2,3.28,,,,29.5,63.25,2.08,178.75,400.0,753.75,,32.72,0.0
2021-03-26 13:00:00,2021-03-26 14:00:00,26.25,75.5,1.4,7.05,4.88,6.65,3.27,0.39,36.06,0.18,3.17,,,,31.15,61.75,2.35,186.0,375.25,752.5,,32.9,0.0
2021-03-26 14:00:00,2021-03-26 15:00:00,27.0,68.0,0.7,5.28,3.4,6.3,5.83,0.35,34.4,0.1,1.05,,,,31.38,61.0,2.6,196.5,294.75,751.75,,32.65,0.0
2021-03-26 15:00:00,2021-03-26 16:00:00,26.25,58.5,0.98,6.42,4.25,7.8,6.65,0.36,34.35,0.1,1.48,,,,31.25,61.5,2.38,181.5,260.25,751.0,,32.58,0.0
2021-03-26 16:00:00,2021-03-26 17:00:00,25.25,57.0,1.48,7.03,4.88,10.18,7.08,0.39,30.43,0.15,3.95,,,,29.32,63.25,2.35,181.75,195.0,751.0,,32.35,0.0
2021-03-26 17:00:00,2021-03-26 18:00:00,28.5,58.75,0.48,5.27,3.17,11.38,6.7,0.34,28.47,0.1,2.1,,,,28.1,67.75,2.25,195.0,64.0,751.0,,31.5,0.0
2021-03-26 18:00:00,2021-03-26 19:00:00,28.75,65.25,0.27,7.05,3.88,11.55,4.53,0.39,25.23,0.17,1.53,,,,28.3,72.25,1.9,193.25,3.0,751.75,,30.67,0.0
2021-03-26 19:00:00,2021-03-26 20:00:00,34.5,69.0,0.4,9.45,5.33,11.15,4.28,0.45,21.75,0.25,2.35,,,,28.27,74.75,1.7,190.25,1.0,752.5,,30.32,0.0
2021-03-26 20:00:00,2021-03-26 21:00:00,33.75,66.75,0.52,9.2,5.3,10.82,4.05,0.42,23.42,0.27,2.72,,,,29.15,74.5,1.9,191.25,1.0,753.75,,30.3,0.0
2021-03-26 21:00:00,2021-03-26 22:00:00,26.25,60.25,0.42,6.85,4.0,10.62,3.6,0.36,23.96,0.17,1.62,,,,30.38,76.0,2.25,196.5,1.0,754.75,,30.15,0.0
2021-03-26 22:00:00,2021-03-26 23:00:00,24.0,59.25,0.2,5.55,2.98,9.53,2.83,0.31,25.97,0.1,1.15,,,,30.77,77.0,2.05,196.25,1.0,754.5,,29.9,0.0
2021-03-26 23:00:00,2021-03-27 00:00:00,23.25,52.0,0.33,4.75,2.8,8.8,2.3,0.28,26.12,0.1,0.78,,,,30.77,77.75,1.77,192.25,1.0,754.0,,29.67,0.0
2021-03-27 00:00:00,2021-03-27 01:00:00,22.25,46.75,,4.2,2.15,8.38,4.9,0.3,25.77,0.1,0.6,,,,29.65,79.25,1.55,194.75,1.0,753.25,,29.45,0.0
2021-03-27 01:00:00,2021-03-27 02:00:00,24.75,47.5,0.3,4.65,2.72,7.67,3.53,0.3,25.29,0.1,0.62,,,,27.62,80.25,1.02,194.25,1.0,752.75,,29.23,0.0
2021-03-27 02:00:00,2021-03-27 03:00:00,21.0,43.0,0.4,5.2,3.1,7.07,4.97,0.3,21.36,0.1,0.72,,,,27.65,81.5,0.85,221.5,1.0,752.0,,29.02,0.0
2021-03-27 03:00:00,2021-03-27 04:00:00,21.5,43.75,0.3,6.97,3.88,6.92,6.85,0.35,16.12,0.1,1.12,,,,27.5,83.25,0.45,303.75,1.0,752.0,,28.52,0.0
2021-03-27 04:00:00,2021-03-27 05:00:00,32.0,57.75,1.7,14.47,9.08,10.07,5.98,0.69,6.02,0.5,2.42,,,,28.45,86.5,0.95,147.75,1.0,752.0,,27.8,0.0
2021-03-27 05:00:00,2021-03-27 06:00:00,59.5,97.75,4.05,21.42,14.7,14.43,8.72,0.91,2.5,3.25,5.57,,,,30.07,89.0,1.0,252.5,1.0,752.0,,27.15,0.0
2021-03-27 06:00:00,2021-03-27 07:00:00,58.25,111.75,6.47,22.52,17.3,12.62,6.9,0.97,2.3,2.02,4.7,,,,30.27,89.0,0.75,219.75,8.25,753.0,,27.0,0.0
2021-03-27 07:00:00,2021-03-27 08:00:00,56.75,115.5,11.35,22.38,21.1,12.07,7.55,0.99,5.63,1.8,5.67,,,,30.43,86.5,1.65,68.25,56.0,754.0,,27.77,0.0
2021-03-27 08:00:00,2021-03-27 09:00:00,70.25,123.5,8.47,17.57,16.27,11.45,12.1,0.81,13.77,1.3,6.7,,,,29.88,80.75,1.55,110.0,85.25,754.75,,29.45,0.0
2021-03-27 09:00:00,2021-03-27 10:00:00,48.5,103.75,2.05,10.43,7.2,8.85,11.2,0.54,29.99,0.7,4.33,,,,27.73,72.0,0.82,234.75,115.75,755.0,,31.15,0.0
2021-03-27 10:00:00,2021-03-27 11:00:00,40.0,85.25,1.27,9.98,6.32,7.25,12.33,0.5,37.68,0.42,3.7,,,,28.12,63.0,1.58,177.25,130.25,755.0,,32.53,0.0
2021-03-27 11:00:00,2021-03-27 12:00:00,27.5,57.75,0.77,6.9,4.3,7.7,10.93,0.43,42.09,0.25,1.78,,,,28.02,62.5,2.08,199.5,292.25,754.25,,32.62,0.0
2021-03-27 12:00:00,2021-03-27 13:00:00,25.25,52.75,0.7,5.87,3.7,7.53,8.12,0.41,43.12,0.25,1.75,,,,28.68,63.75,2.83,181.75,410.25,753.5,,32.35,0.0
2021-03-27 13:00:00,2021-03-27 14:00:00,21.5,48.75,0.28,5.2,2.98,7.12,5.33,0.39,40.64,0.17,1.3,,,,30.83,62.5,2.75,189.5,399.75,752.25,,32.62,0.0
2021-03-27 14:00:00,2021-03-27 15:00:00,17.0,47.0,0.43,5.1,3.08,7.4,3.8,0.38,40.81,0.2,1.1,,,,31.32,64.25,2.85,188.5,345.5,751.5,,32.3,0.0
2021-03-27 15:00:00,2021-03-27 16:00:00,16.75,42.25,0.45,4.75,2.9,9.3,2.62,0.36,35.57,0.1,1.12,,,,31.17,64.5,2.73,188.25,255.75,751.0,,32.23,0.0
2021-03-27 16:00:00,2021-03-27 17:00:00,17.0,37.25,1.15,7.33,4.8,10.1,2.42,0.39,27.2,0.12,1.45,,,,30.7,66.0,2.62,178.5,154.0,751.0,,31.73,0.0
2021-03-27 17:00:00,2021-03-27 18:00:00,20.25,44.75,1.53,8.28,5.67,9.85,2.93,0.39,24.8,0.15,1.77,,,,28.05,70.25,2.3,181.25,42.0,751.0,,31.03,0.0
2021-03-27 18:00:00,2021-03-27 19:00:00,21.0,60.0,0.5,6.1,3.67,10.88,1.43,0.37,24.16,0.15,2.42,,,,28.3,72.75,2.07,182.5,2.25,751.25,,30.42,0.0
2021-03-27 19:00:00,2021-03-27 20:00:00,20.5,46.25,0.43,8.8,5.03,10.62,1.42,0.43,23.23,0.25,2.78,,,,28.25,73.75,1.68,193.0,1.0,752.75,,30.35,0.0
2021-03-27 20:00:00,2021-03-27 21:00:00,19.25,49.5,0.2,8.43,4.52,10.3,1.35,0.44,27.68,0.33,2.5,,,,28.38,74.5,1.73,204.25,1.0,753.5,,30.3,0.0
2021-03-27 21:00:00,2021-03-27 22:00:00,18.5,47.5,0.33,9.3,5.1,10.55,0.93,0.46,22.49,0.27,2.27,,,,30.17,75.75,1.43,194.25,1.0,754.0,,30.12,0.0
2021-03-27 22:00:00,2021-03-27 23:00:00,14.25,44.25,0.57,8.05,4.8,9.45,4.2,0.4,21.91,0.2,2.0,,,,30.7,77.0,1.48,191.25,1.0,754.25,,29.92,0.0
2021-03-27 23:00:00,2021-03-28 00:00:00,15.0,38.5,0.4,7.12,4.15,8.52,5.15,0.32,23.13,0.2,1.78,,,,30.73,77.75,1.48,219.25,1.0,754.0,,29.9,0.0
2021-03-28 00:00:00,2021-03-28 01:00:00,14.0,36.5,0.4,6.3,3.43,8.0,4.85,0.33,19.84,0.1,1.05,,,,30.58,79.0,1.02,230.75,1.0,753.75,,29.75,0.0
2021-03-28 01:00:00,2021-03-28 02:00:00,13.25,35.5,,5.6,2.88,7.75,5.78,0.31,19.26,0.1,1.1,,,,27.88,81.5,0.78,277.0,1.0,753.0,,29.23,0.0
2021-03-28 02:00:00,2021-03-28 03:00:00,20.5,38.0,0.35,7.8,4.22,7.32,7.5,0.41,12.84,0.12,1.27,,,,27.55,84.5,1.05,250.5,1.0,752.0,,28.4,0.0
2021-03-28 03:00:00,2021-03-28 04:00:00,27.5,47.75,1.45,15.88,9.6,11.62,12.07,0.86,4.9,1.75,2.65,,,,27.43,87.0,1.15,248.5,1.0,752.0,,27.52,0.0
2021-03-28 04:00:00,2021-03-28 05:00:00,43.25,66.5,0.78,14.57,8.4,10.95,8.9,0.75,6.47,1.52,1.97,,,,27.62,87.0,1.07,307.5,1.0,752.0,,27.42,0.0
2021-03-28 05:00:00,2021-03-28 06:00:00,39.25,64.67,1.18,17.1,10.1,11.62,9.38,0.77,4.26,1.75,1.9,,,,29.57,86.5,1.0,299.25,1.0,752.25,,27.4,0.0
2021-03-28 06:00:00,2021-03-28 07:00:00,37.5,76.25,7.62,20.18,16.9,11.2,13.95,0.89,2.5,1.27,2.45,,,,30.25,86.0,0.95,237.0,11.75,753.0,,27.4,0.0
2021-03-28 07:00:00,2021-03-28 08:00:00,53.0,100.75,11.07,23.48,21.5,11.85,22.9,1.02,6.71,2.28,4.62,,,,30.5,82.75,1.12,167.5,67.5,754.0,,28.62,0.0
2021-03-28 08:00:00,2021-03-28 09:00:00,60.5,104.25,2.65,12.12,8.62,10.2,18.35,0.63,19.26,1.5,2.9,,,,30.98,76.25,1.17,287.0,69.0,754.25,,30.5,0.0
