From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Xylene (ug/m3)
2020-09-15 10:00:00,2020-09-15 11:00:00,6.07,26.17,18.73,4.04,16.24,2.09,2.59,1.8,0.0,0.0,,,0.0
2020-09-15 11:00:00,2020-09-15 12:00:00,8.97,31.86,19.15,4.8,16.82,2.76,2.61,1.81,0.0,0.0,,,0.0
2020-09-15 12:00:00,2020-09-15 13:00:00,7.93,27.09,19.37,5.19,17.13,3.1,2.57,1.76,0.0,0.0,,,0.0
2020-09-15 13:00:00,2020-09-15 14:00:00,4.95,29.45,19.37,5.19,17.13,3.1,2.59,1.66,0.0,0.0,,,0.0
2020-09-15 14:00:00,2020-09-15 15:00:00,3.0,11.31,19.37,5.19,17.12,3.1,2.55,1.62,0.0,0.0,,,0.0
2020-09-15 15:00:00,2020-09-15 16:00:00,3.09,22.0,19.36,5.19,17.12,3.1,2.57,1.8,0.0,0.0,,,0.0
2020-09-15 16:00:00,2020-09-15 17:00:00,7.16,22.43,19.38,5.19,17.14,3.11,2.54,1.86,0.0,0.0,,,0.0
2020-09-15 17:00:00,2020-09-15 18:00:00,13.97,37.14,19.36,5.19,17.12,3.1,2.59,2.02,0.0,0.0,,,0.0
2020-09-15 18:00:00,2020-09-15 19:00:00,12.95,41.38,19.36,5.19,17.12,3.1,2.58,1.94,0.0,0.0,,,0.0
2020-09-15 19:00:00,2020-09-15 20:00:00,11.0,20.54,19.37,5.19,17.13,3.1,2.43,2.01,0.0,0.0,,,0.0
2020-09-15 20:00:00,2020-09-15 21:00:00,10.97,39.26,19.37,5.19,17.13,3.1,2.57,1.88,0.0,0.0,,,0.0
2020-09-15 21:00:00,2020-09-15 22:00:00,9.97,47.68,19.37,5.19,17.13,3.11,2.57,1.8,0.0,0.0,,,0.0
2020-09-15 22:00:00,2020-09-15 23:00:00,9.0,36.54,19.37,5.19,17.13,3.11,2.61,1.73,0.0,0.0,,,0.0
2020-09-15 23:00:00,2020-09-16 00:00:00,9.0,21.14,19.37,5.19,17.13,3.11,2.57,1.66,0.0,0.0,,,0.0
2020-09-16 00:00:00,2020-09-16 01:00:00,8.9,25.77,19.37,5.19,17.13,3.1,2.6,1.6,0.0,0.0,,,0.0
2020-09-16 01:00:00,2020-09-16 02:00:00,4.88,17.91,19.37,5.19,17.13,3.1,2.61,1.55,0.0,0.0,,,0.0
2020-09-16 02:00:00,2020-09-16 03:00:00,0.73,15.2,19.37,5.19,17.13,3.1,2.58,1.6,0.0,0.0,,,0.0
2020-09-16 03:00:00,2020-09-16 04:00:00,7.95,21.94,19.37,5.19,17.13,3.1,2.54,1.53,0.0,0.0,,,0.0
2020-09-16 04:00:00,2020-09-16 05:00:00,5.95,19.6,19.37,5.19,17.13,3.1,2.48,1.36,0.0,0.0,,,0.0
2020-09-16 05:00:00,2020-09-16 06:00:00,4.0,6.23,19.37,5.19,17.13,3.1,2.46,1.43,0.0,0.0,,,0.0
2020-09-16 06:00:00,2020-09-16 07:00:00,3.98,14.0,19.37,5.19,17.13,3.1,2.49,1.51,0.0,0.0,,,0.0
2020-09-16 07:00:00,2020-09-16 08:00:00,3.23,14.29,19.37,5.19,17.13,3.11,2.52,1.58,0.0,0.0,,,0.0
2020-09-16 08:00:00,2020-09-16 09:00:00,13.18,24.52,19.37,5.19,17.12,3.1,2.55,1.8,0.0,0.0,,,0.0
2020-09-16 09:00:00,2020-09-16 10:00:00,20.68,41.97,19.37,5.19,17.13,3.1,2.58,1.89,0.0,0.0,,,0.0
2020-09-16 10:00:00,2020-09-16 11:00:00,7.02,40.77,19.37,5.19,17.13,3.11,2.6,1.78,0.0,0.0,,,0.0
2020-09-16 11:00:00,2020-09-16 12:00:00,8.0,33.0,19.38,5.19,17.13,3.11,2.62,1.84,0.0,0.0,,,0.0
2020-09-16 12:00:00,2020-09-16 13:00:00,7.95,33.11,19.36,5.19,17.12,3.1,2.62,1.78,0.0,0.0,,,0.0
2020-09-16 13:00:00,2020-09-16 14:00:00,6.0,36.6,19.69,4.98,17.56,3.45,2.55,1.65,0.0,0.0,,,0.0
2020-09-16 14:00:00,2020-09-16 15:00:00,6.02,23.17,20.06,4.76,18.05,3.83,2.34,1.47,0.0,0.0,,,0.0
2020-09-16 15:00:00,2020-09-16 16:00:00,7.0,28.91,20.06,4.76,18.04,3.83,2.37,1.63,0.0,0.0,,,0.0
2020-09-16 16:00:00,2020-09-16 17:00:00,7.02,25.91,20.04,4.76,18.02,3.82,2.43,1.5,0.0,0.0,,,0.0
2020-09-16 17:00:00,2020-09-16 18:00:00,8.11,22.94,20.06,4.76,18.04,3.82,2.44,1.89,0.0,0.0,,,0.0
2020-09-16 18:00:00,2020-09-16 19:00:00,13.02,21.17,20.06,4.76,18.04,3.82,2.49,2.47,0.0,0.0,,,0.0
2020-09-16 19:00:00,2020-09-16 20:00:00,14.16,27.26,20.06,4.76,18.04,3.83,2.57,2.44,0.0,0.0,,,0.0
2020-09-16 20:00:00,2020-09-16 21:00:00,21.05,36.11,20.06,4.76,18.05,3.82,2.59,2.31,0.0,0.0,,,0.0
2020-09-16 21:00:00,2020-09-16 22:00:00,23.02,40.14,20.06,4.76,18.04,3.82,2.48,2.09,0.0,0.0,,,0.0
2020-09-16 22:00:00,2020-09-16 23:00:00,23.88,45.09,20.06,4.76,18.04,3.83,2.59,2.01,0.0,0.0,,,0.0
2020-09-16 23:00:00,2020-09-17 00:00:00,19.09,48.1,20.06,4.76,18.04,3.83,2.64,1.97,0.0,0.0,,,0.0
2020-09-17 00:00:00,2020-09-17 01:00:00,23.07,51.63,20.06,4.76,18.04,3.83,2.61,1.87,0.0,0.0,,,0.0
2020-09-17 01:00:00,2020-09-17 02:00:00,25.77,38.88,20.06,4.76,18.04,3.82,2.6,1.76,0.0,0.0,,,0.0
2020-09-17 02:00:00,2020-09-17 03:00:00,15.88,34.94,20.06,4.76,18.04,3.83,2.59,1.68,0.0,0.0,,,0.0
2020-09-17 03:00:00,2020-09-17 04:00:00,10.97,32.94,20.06,4.76,18.04,3.82,2.59,1.63,0.0,0.0,,,0.0
2020-09-17 04:00:00,2020-09-17 05:00:00,10.04,30.77,20.06,4.76,18.04,3.82,2.56,1.6,0.0,0.0,,,0.0
2020-09-17 05:00:00,2020-09-17 06:00:00,12.02,23.23,20.06,4.76,18.04,3.82,2.58,1.66,0.0,0.0,,,0.0
2020-09-17 06:00:00,2020-09-17 07:00:00,13.16,30.97,20.06,4.76,18.04,3.83,2.62,1.71,0.0,0.0,,,0.0
2020-09-17 07:00:00,2020-09-17 08:00:00,20.07,30.2,20.06,4.76,18.04,3.83,2.59,1.77,0.0,0.0,,,0.0
2020-09-17 08:00:00,2020-09-17 09:00:00,22.84,36.8,20.06,4.76,18.04,3.83,2.6,1.82,0.0,0.0,,,0.0
2020-09-17 09:00:00,2020-09-17 10:00:00,15.72,29.54,20.06,4.76,18.04,3.83,2.61,1.71,0.0,0.0,,,0.0
2020-09-17 10:00:00,2020-09-17 11:00:00,4.05,14.57,20.05,4.62,18.01,3.66,2.62,1.66,0.0,0.0,,,0.0
2020-09-17 11:00:00,2020-09-17 12:00:00,5.97,32.86,19.94,4.06,17.85,2.96,2.62,1.57,0.0,0.0,,,0.0
2020-09-17 12:00:00,2020-09-17 13:00:00,5.0,61.39,19.95,4.05,17.85,2.97,2.56,1.5,0.0,0.0,,,0.0
2020-09-17 13:00:00,2020-09-17 14:00:00,5.0,40.14,19.92,4.07,17.84,2.95,2.59,1.5,0.0,0.0,,,0.0
2020-09-17 14:00:00,2020-09-17 15:00:00,4.97,11.54,19.91,4.07,17.82,2.95,2.58,1.54,0.0,0.0,,,0.0
2020-09-17 15:00:00,2020-09-17 16:00:00,3.98,31.03,19.92,4.07,17.83,2.95,2.58,1.52,0.0,0.0,,,0.0
2020-09-17 16:00:00,2020-09-17 17:00:00,3.07,67.0,19.93,4.07,17.84,2.96,2.55,1.5,0.0,0.0,,,0.0
2020-09-17 17:00:00,2020-09-17 18:00:00,6.0,98.53,19.93,4.07,17.84,2.96,2.57,1.62,0.0,0.0,,,0.0
2020-09-17 18:00:00,2020-09-17 19:00:00,5.97,15.11,19.92,4.07,17.83,2.95,2.59,1.68,0.0,0.0,,,0.0
2020-09-17 19:00:00,2020-09-17 20:00:00,5.0,19.09,19.93,4.07,17.84,2.95,2.55,1.73,0.0,0.0,,,0.0
2020-09-17 20:00:00,2020-09-17 21:00:00,5.09,22.29,19.93,4.07,17.84,2.95,2.57,1.85,0.0,0.0,,,0.0
2020-09-17 21:00:00,2020-09-17 22:00:00,9.32,32.26,19.93,4.07,17.84,2.96,2.59,1.92,0.0,0.0,,,0.0
2020-09-17 22:00:00,2020-09-17 23:00:00,23.05,40.83,19.93,4.07,17.84,2.96,2.59,1.81,0.0,0.0,,,0.0
2020-09-17 23:00:00,2020-09-18 00:00:00,25.0,34.95,19.93,4.07,17.84,2.96,2.59,1.75,0.0,0.0,,,0.0
2020-09-18 00:00:00,2020-09-18 01:00:00,24.81,32.91,19.93,4.07,17.84,2.96,2.56,1.69,0.0,0.0,,,0.0
2020-09-18 01:00:00,2020-09-18 02:00:00,17.09,30.0,19.93,4.07,17.84,2.95,2.51,1.63,0.0,0.0,,,0.0
2020-09-18 02:00:00,2020-09-18 03:00:00,20.88,30.03,19.93,4.07,17.84,2.96,2.54,1.63,0.0,0.0,,,0.0
2020-09-18 03:00:00,2020-09-18 04:00:00,15.95,30.77,19.93,4.07,17.84,2.96,2.55,1.59,0.0,0.0,,,0.0
2020-09-18 04:00:00,2020-09-18 05:00:00,13.97,23.05,19.92,4.07,17.84,2.95,2.54,1.57,0.0,0.0,,,0.0
2020-09-18 05:00:00,2020-09-18 06:00:00,13.18,25.2,19.93,4.07,17.84,2.95,2.54,1.61,0.0,0.0,,,0.0
2020-09-18 06:00:00,2020-09-18 07:00:00,21.05,32.05,19.92,4.07,17.83,2.95,2.52,1.66,0.0,0.0,,,0.0
2020-09-18 07:00:00,2020-09-18 08:00:00,23.09,34.11,19.93,4.07,17.84,2.95,2.58,1.75,0.0,0.0,,,0.0
2020-09-18 08:00:00,2020-09-18 09:00:00,26.88,37.57,19.93,4.07,17.84,2.95,2.46,1.86,0.0,0.0,,,0.0
2020-09-18 09:00:00,2020-09-18 10:00:00,21.98,23.14,19.93,4.07,17.84,2.96,2.49,2.12,0.0,0.0,,,0.0
2020-09-18 10:00:00,2020-09-18 11:00:00,21.0,28.0,19.93,4.07,17.84,2.96,2.62,2.0,0.0,0.0,,,0.0
2020-09-18 11:00:00,2020-09-18 12:00:00,,,,,,,,,,,,,
2020-09-18 12:00:00,2020-09-18 13:00:00,,,,,,,,,,,,,
2020-09-18 13:00:00,2020-09-18 14:00:00,,,,,,,,,,,,,
2020-09-18 14:00:00,2020-09-18 15:00:00,5.95,21.17,21.53,5.16,18.75,3.6,2.17,1.48,0.0,0.0,,,0.0
2020-09-18 15:00:00,2020-09-18 16:00:00,5.04,23.94,21.54,5.16,18.76,3.61,2.21,1.58,0.0,0.0,,,0.0
2020-09-18 16:00:00,2020-09-18 17:00:00,7.02,22.17,21.53,5.16,18.75,3.61,2.37,1.7,0.0,0.0,,,0.0
2020-09-18 17:00:00,2020-09-18 18:00:00,8.02,28.2,21.53,5.16,18.76,3.6,2.33,1.88,0.0,0.0,,,0.0
2020-09-18 18:00:00,2020-09-18 19:00:00,9.07,35.26,21.52,5.16,18.75,3.6,2.13,1.92,0.0,0.0,,,0.0
2020-09-18 19:00:00,2020-09-18 20:00:00,12.07,43.94,21.53,5.16,18.75,3.6,2.26,1.89,0.0,0.0,,,0.0
2020-09-18 20:00:00,2020-09-18 21:00:00,15.09,42.26,21.53,5.16,18.75,3.6,2.32,2.02,0.0,0.0,,,0.0
2020-09-18 21:00:00,2020-09-18 22:00:00,18.95,50.83,21.53,5.16,18.75,3.6,2.34,1.96,0.0,0.0,,,0.0
2020-09-18 22:00:00,2020-09-18 23:00:00,17.05,44.74,21.53,5.16,18.75,3.6,2.3,1.87,0.0,0.0,,,0.0
2020-09-18 23:00:00,2020-09-19 00:00:00,18.91,35.97,21.53,5.16,18.75,3.6,2.21,1.7,0.0,0.0,,,0.0
2020-09-19 00:00:00,2020-09-19 01:00:00,14.95,34.8,21.52,5.16,18.75,3.6,2.3,1.6,0.0,0.0,,,0.0
2020-09-19 01:00:00,2020-09-19 02:00:00,12.93,28.0,21.53,5.16,18.75,3.6,2.33,1.53,0.0,0.0,,,0.0
2020-09-19 02:00:00,2020-09-19 03:00:00,10.04,27.8,21.53,5.16,18.75,3.61,2.35,1.52,0.0,0.0,,,0.0
2020-09-19 03:00:00,2020-09-19 04:00:00,11.95,21.09,21.53,5.16,18.75,3.6,2.32,1.47,0.0,0.0,,,0.0
2020-09-19 04:00:00,2020-09-19 05:00:00,9.91,24.11,21.53,5.16,18.75,3.6,2.33,1.44,0.0,0.0,,,0.0
2020-09-19 05:00:00,2020-09-19 06:00:00,5.95,27.68,21.53,5.16,18.75,3.61,2.32,1.35,0.0,0.0,,,0.0
2020-09-19 06:00:00,2020-09-19 07:00:00,4.0,17.14,21.53,5.16,18.75,3.6,2.27,1.58,0.0,0.0,,,0.0
2020-09-19 07:00:00,2020-09-19 08:00:00,4.0,21.8,21.52,5.16,18.75,3.6,2.32,1.33,0.0,0.0,,,0.0
2020-09-19 08:00:00,2020-09-19 09:00:00,3.98,15.03,21.53,5.16,18.75,3.61,2.29,1.44,0.0,0.0,,,0.0
2020-09-19 09:00:00,2020-09-19 10:00:00,3.0,16.23,21.52,5.16,18.74,3.6,2.29,1.46,0.0,0.0,,,0.0
2020-09-19 10:00:00,2020-09-19 11:00:00,3.04,24.17,21.53,5.16,18.75,3.61,2.3,1.51,0.0,0.0,,,0.0
2020-09-19 11:00:00,2020-09-19 12:00:00,5.0,29.91,21.53,5.16,18.75,3.6,2.3,1.48,0.0,0.0,,,0.0
2020-09-19 12:00:00,2020-09-19 13:00:00,5.19,27.02,21.44,5.12,18.69,3.61,2.3,1.64,0.0,0.0,,,0.0
2020-09-19 13:00:00,2020-09-19 14:00:00,12.91,29.48,19.44,4.32,17.38,3.74,2.3,1.55,0.0,0.0,,,0.0
2020-09-19 14:00:00,2020-09-19 15:00:00,8.91,12.26,19.44,4.32,17.38,3.75,2.31,1.54,0.0,0.0,,,0.0
2020-09-19 15:00:00,2020-09-19 16:00:00,4.95,20.74,19.44,4.32,17.37,3.75,2.34,1.45,0.0,0.0,,,0.0
2020-09-19 16:00:00,2020-09-19 17:00:00,3.0,12.09,19.43,4.32,17.38,3.74,2.31,1.65,0.0,0.0,,,0.0
2020-09-19 17:00:00,2020-09-19 18:00:00,3.09,15.2,19.44,4.32,17.38,3.75,2.35,1.93,0.0,0.0,,,0.0
2020-09-19 18:00:00,2020-09-19 19:00:00,7.11,22.05,19.44,4.32,17.38,3.75,2.34,2.44,0.0,0.0,,,0.0
2020-09-19 19:00:00,2020-09-19 20:00:00,12.18,24.11,19.44,4.32,17.38,3.75,2.37,2.32,0.0,0.0,,,0.0
2020-09-19 20:00:00,2020-09-19 21:00:00,19.84,27.74,19.44,4.32,17.38,3.75,2.34,1.77,0.0,0.0,,,0.0
2020-09-19 21:00:00,2020-09-19 22:00:00,12.84,18.71,19.44,4.32,17.38,3.75,2.32,1.43,0.0,0.0,,,0.0
2020-09-19 22:00:00,2020-09-19 23:00:00,5.95,9.11,19.43,4.32,17.38,3.74,2.35,1.5,0.0,0.0,,,0.0
2020-09-19 23:00:00,2020-09-20 00:00:00,4.02,12.97,19.44,4.32,17.38,3.75,2.35,1.4,0.0,0.0,,,0.0
2020-09-20 00:00:00,2020-09-20 01:00:00,4.95,11.88,19.44,4.32,17.38,3.74,2.34,1.42,0.0,0.0,,,0.0
2020-09-20 01:00:00,2020-09-20 02:00:00,2.93,7.88,19.43,4.32,17.37,3.75,2.34,1.29,0.0,0.0,,,0.0
2020-09-20 02:00:00,2020-09-20 03:00:00,,4.14,19.44,4.32,17.38,3.75,2.32,1.28,0.0,0.0,,,0.0
2020-09-20 03:00:00,2020-09-20 04:00:00,,8.94,19.43,4.32,17.38,3.75,2.33,1.31,0.0,0.0,,,0.0
2020-09-20 04:00:00,2020-09-20 05:00:00,,6.94,19.44,4.32,17.38,3.75,2.34,1.28,0.0,0.0,,,0.0
2020-09-20 05:00:00,2020-09-20 06:00:00,,5.17,19.43,4.32,17.37,3.74,2.34,1.32,0.0,0.0,,,0.0
2020-09-20 06:00:00,2020-09-20 07:00:00,0.09,11.0,19.44,4.32,17.38,3.74,2.34,1.29,0.0,0.0,,,0.0
2020-09-20 07:00:00,2020-09-20 08:00:00,1.04,11.14,19.44,4.32,17.38,3.74,2.33,1.35,0.0,0.0,,,0.0
2020-09-20 08:00:00,2020-09-20 09:00:00,2.98,15.97,19.44,4.32,17.38,3.75,2.33,1.31,0.0,0.0,,,0.0
2020-09-20 09:00:00,2020-09-20 10:00:00,1.95,14.91,19.44,4.32,17.38,3.75,2.33,1.37,0.0,0.0,,,0.0
2020-09-20 10:00:00,2020-09-20 11:00:00,,12.0,19.44,4.32,17.38,3.75,2.34,1.36,0.0,0.0,,,0.0
2020-09-20 11:00:00,2020-09-20 12:00:00,0.09,12.26,19.44,4.32,17.38,3.75,2.34,1.4,0.0,0.0,,,0.0
2020-09-20 12:00:00,2020-09-20 13:00:00,1.07,21.0,19.44,4.32,17.38,3.75,2.33,1.43,0.0,0.0,,,0.0
2020-09-20 13:00:00,2020-09-20 14:00:00,3.98,20.8,19.44,4.32,17.38,3.74,2.33,1.37,0.0,0.0,,,0.0
2020-09-20 14:00:00,2020-09-20 15:00:00,2.95,14.17,19.44,4.32,17.38,3.75,2.34,1.38,0.0,0.0,,,0.0
2020-09-20 15:00:00,2020-09-20 16:00:00,1.0,20.03,19.43,4.32,17.38,3.75,2.36,1.4,0.0,0.0,,,0.0
2020-09-20 16:00:00,2020-09-20 17:00:00,1.11,20.91,19.43,4.32,17.38,3.74,2.35,1.4,0.0,0.0,,,0.0
2020-09-20 17:00:00,2020-09-20 18:00:00,6.02,18.11,19.44,4.32,17.38,3.75,2.33,1.47,0.0,0.0,,,0.0
2020-09-20 18:00:00,2020-09-20 19:00:00,7.0,22.0,19.44,4.32,17.38,3.75,2.33,1.49,0.0,0.0,,,0.0
2020-09-20 19:00:00,2020-09-20 20:00:00,6.97,21.77,19.44,4.32,17.38,3.75,2.35,1.47,0.0,0.0,,,0.0
2020-09-20 20:00:00,2020-09-20 21:00:00,6.02,13.88,19.43,4.32,17.37,3.74,2.31,1.44,0.0,0.0,,,0.0
2020-09-20 21:00:00,2020-09-20 22:00:00,7.0,10.14,19.44,4.32,17.38,3.75,2.35,1.54,0.0,0.0,,,0.0
2020-09-20 22:00:00,2020-09-20 23:00:00,7.23,15.11,19.44,4.32,17.38,3.74,2.35,1.71,0.0,0.0,,,0.0
2020-09-20 23:00:00,2020-09-21 00:00:00,16.63,18.76,19.43,4.32,17.38,3.74,2.37,1.37,0.0,0.0,,,0.0
2020-09-21 00:00:00,2020-09-21 01:00:00,1.0,10.05,19.44,4.32,17.38,3.75,2.38,1.34,0.0,0.0,,,0.0
2020-09-21 01:00:00,2020-09-21 02:00:00,0.97,11.9,19.43,4.32,17.38,3.74,2.36,1.3,0.0,0.0,,,0.0
2020-09-21 02:00:00,2020-09-21 03:00:00,,9.03,19.44,4.32,17.38,3.75,2.35,1.28,0.0,0.0,,,0.0
2020-09-21 03:00:00,2020-09-21 04:00:00,,10.12,19.44,4.32,17.38,3.74,2.36,1.28,0.0,0.0,,,0.0
2020-09-21 04:00:00,2020-09-21 05:00:00,,13.81,19.44,4.32,17.38,3.75,2.34,1.29,0.0,0.0,,,0.0
2020-09-21 05:00:00,2020-09-21 06:00:00,,8.11,19.44,4.32,17.38,3.75,2.33,1.28,0.0,0.0,,,0.0
2020-09-21 06:00:00,2020-09-21 07:00:00,,12.03,19.44,4.32,17.38,3.75,2.33,1.29,0.0,0.0,,,0.0
2020-09-21 07:00:00,2020-09-21 08:00:00,0.09,12.86,19.44,4.32,17.38,3.75,2.35,1.3,0.0,0.0,,,0.0
2020-09-21 08:00:00,2020-09-21 09:00:00,1.13,8.46,19.44,4.32,17.38,3.75,2.34,1.41,0.0,0.0,,,0.0
2020-09-21 09:00:00,2020-09-21 10:00:00,6.0,23.91,19.44,4.32,17.38,3.74,2.35,1.41,0.0,0.0,,,0.0
2020-09-21 10:00:00,2020-09-21 11:00:00,5.97,20.77,19.44,4.32,17.38,3.75,2.34,1.37,0.0,0.0,,,0.0
2020-09-21 11:00:00,2020-09-21 12:00:00,5.05,12.97,19.44,4.32,17.38,3.75,2.35,1.5,0.0,0.0,,,0.0
2020-09-21 12:00:00,2020-09-21 13:00:00,7.0,12.2,19.43,4.32,17.38,3.75,2.32,1.5,0.0,0.0,,,0.0
2020-09-21 13:00:00,2020-09-21 14:00:00,6.97,19.11,19.44,4.32,17.38,3.75,2.29,1.4,0.0,0.0,,,0.0
2020-09-21 14:00:00,2020-09-21 15:00:00,5.88,22.74,19.46,4.36,17.41,3.73,2.31,1.38,0.0,0.0,,,0.0
2020-09-21 15:00:00,2020-09-21 16:00:00,1.07,14.2,20.08,5.09,18.21,3.34,2.32,1.4,0.0,0.0,,,0.0
2020-09-21 16:00:00,2020-09-21 17:00:00,3.98,20.8,20.06,5.09,18.2,3.33,2.3,1.45,0.0,0.0,,,0.0
2020-09-21 17:00:00,2020-09-21 18:00:00,3.07,13.97,20.09,5.09,18.22,3.34,2.32,1.52,0.0,0.0,,,0.0
2020-09-21 18:00:00,2020-09-21 19:00:00,6.0,13.17,20.08,5.09,18.21,3.33,2.33,1.56,0.0,0.0,,,0.0
2020-09-21 19:00:00,2020-09-21 20:00:00,6.04,19.03,20.08,5.09,18.21,3.33,2.33,1.49,0.0,0.0,,,0.0
2020-09-21 20:00:00,2020-09-21 21:00:00,7.93,20.03,20.07,5.09,18.21,3.33,2.32,1.44,0.0,0.0,,,0.0
2020-09-21 21:00:00,2020-09-21 22:00:00,,,,,,,,,,,,,
2020-09-21 22:00:00,2020-09-21 23:00:00,,,,,,,,,,,,,
2020-09-21 23:00:00,2020-09-22 00:00:00,,,,,,,,,,,,,
2020-09-22 00:00:00,2020-09-22 01:00:00,,,,,,,,,,,,,
2020-09-22 01:00:00,2020-09-22 02:00:00,,,,,,,,,,,,,
2020-09-22 02:00:00,2020-09-22 03:00:00,,,,,,,,,,,,,
2020-09-22 03:00:00,2020-09-22 04:00:00,,,,,,,,,,,,,
2020-09-22 04:00:00,2020-09-22 05:00:00,,,,,,,,,,,,,
2020-09-22 05:00:00,2020-09-22 06:00:00,,,,,,,,,,,,,
2020-09-22 06:00:00,2020-09-22 07:00:00,,,,,,,,,,,,,
2020-09-22 07:00:00,2020-09-22 08:00:00,,,,,,,,,,,,,
2020-09-22 08:00:00,2020-09-22 09:00:00,,,,,,,,,,,,,
2020-09-22 09:00:00,2020-09-22 10:00:00,,,,,,,,,,,,,
2020-09-22 10:00:00,2020-09-22 11:00:00,,,,,,,,,,,,,
2020-09-22 11:00:00,2020-09-22 12:00:00,,,,,,,,,,,,,
2020-09-22 12:00:00,2020-09-22 13:00:00,7.11,24.08,22.42,4.41,20.46,4.45,5.79,1.41,0.0,0.0,,,0.0
2020-09-22 13:00:00,2020-09-22 14:00:00,27.95,47.76,21.71,4.64,19.79,4.1,4.54,1.48,0.0,0.0,,,0.0
2020-09-22 14:00:00,2020-09-22 15:00:00,4.97,23.6,22.13,4.57,20.21,4.19,2.0,1.3,0.0,0.0,,,0.0
2020-09-22 15:00:00,2020-09-22 16:00:00,4.09,43.68,22.25,4.56,20.33,4.26,1.85,1.19,0.0,0.0,,,0.0
2020-09-22 16:00:00,2020-09-22 17:00:00,7.97,33.86,22.46,4.5,20.53,4.38,2.15,1.32,0.0,0.0,,,0.0
2020-09-22 17:00:00,2020-09-22 18:00:00,6.92,62.02,22.36,4.52,20.43,4.33,2.3,1.36,0.0,0.0,,,0.0
2020-09-22 18:00:00,2020-09-22 19:00:00,4.11,28.86,22.01,4.61,20.09,4.17,2.32,1.36,0.0,0.0,,,0.0
2020-09-22 19:00:00,2020-09-22 20:00:00,8.93,23.74,21.71,4.68,19.8,4.04,2.37,1.45,0.0,0.0,,,0.0
2020-09-22 20:00:00,2020-09-22 21:00:00,5.97,15.22,21.53,4.73,19.62,3.96,2.38,1.58,0.0,0.0,,,0.0
2020-09-22 21:00:00,2020-09-22 22:00:00,5.14,22.19,21.41,4.76,19.51,3.91,2.41,1.53,0.0,0.0,,,0.0
2020-09-22 22:00:00,2020-09-22 23:00:00,10.97,28.19,21.3,4.78,19.4,3.86,2.46,1.54,0.0,0.0,,,0.0
2020-09-22 23:00:00,2020-09-23 00:00:00,9.97,33.94,21.2,4.82,19.3,3.82,2.45,1.44,0.0,0.0,,,0.0
2020-09-23 00:00:00,2020-09-23 01:00:00,8.93,31.81,21.08,4.84,19.19,3.76,2.34,1.33,0.0,0.0,,,0.0
2020-09-23 01:00:00,2020-09-23 02:00:00,6.0,25.87,21.0,4.86,19.11,3.73,2.42,1.33,0.0,0.0,,,0.0
2020-09-23 02:00:00,2020-09-23 03:00:00,5.95,21.91,20.28,5.04,18.4,3.37,2.47,1.29,0.0,0.0,,,0.0
2020-09-23 03:00:00,2020-09-23 04:00:00,3.95,18.81,20.06,5.09,18.2,3.33,2.45,1.27,0.0,0.0,,,0.0
2020-09-23 04:00:00,2020-09-23 05:00:00,1.95,12.94,20.06,5.09,18.19,3.33,2.45,1.28,0.0,0.0,,,0.0
2020-09-23 05:00:00,2020-09-23 06:00:00,0.64,11.19,20.07,5.09,18.2,3.33,2.49,1.34,0.0,0.0,,,0.0
2020-09-23 06:00:00,2020-09-23 07:00:00,7.2,17.41,20.06,5.09,18.2,3.33,2.49,1.5,0.0,0.0,,,0.0
2020-09-23 07:00:00,2020-09-23 08:00:00,15.1,30.12,20.07,5.09,18.2,3.33,2.54,1.56,0.0,0.0,,,0.0
2020-09-23 08:00:00,2020-09-23 09:00:00,18.92,34.06,20.06,5.09,18.19,3.33,2.57,1.58,0.0,0.0,,,0.0
2020-09-23 09:00:00,2020-09-23 10:00:00,15.86,36.12,20.07,5.09,18.2,3.33,2.57,1.54,0.0,0.0,,,0.0
2020-09-23 10:00:00,2020-09-23 11:00:00,10.0,40.19,20.08,5.09,18.21,3.34,2.59,1.5,0.0,0.0,,,0.0
2020-09-23 11:00:00,2020-09-23 12:00:00,9.95,45.68,20.08,5.09,18.22,3.34,2.58,1.5,0.0,0.0,,,0.0
2020-09-23 12:00:00,2020-09-23 13:00:00,8.09,36.35,20.16,5.06,18.29,3.39,2.52,1.5,0.0,0.0,,,0.0
2020-09-23 13:00:00,2020-09-23 14:00:00,12.0,45.4,20.84,5.84,19.08,3.87,2.33,1.41,0.0,0.0,,,0.0
2020-09-23 14:00:00,2020-09-23 15:00:00,8.0,30.35,21.08,6.24,19.37,4.1,2.13,1.31,0.0,0.0,,,0.0
2020-09-23 15:00:00,2020-09-23 16:00:00,7.93,40.74,21.08,6.24,19.37,4.1,2.21,1.37,0.0,0.0,,,0.0
2020-09-23 16:00:00,2020-09-23 17:00:00,5.09,33.44,21.08,6.24,19.37,4.1,2.2,1.37,0.0,0.0,,,0.0
2020-09-23 17:00:00,2020-09-23 18:00:00,9.02,46.72,21.1,6.24,19.39,4.11,2.31,1.56,0.0,0.0,,,0.0
