From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),Xylene (ug/m3),AT (degree C)
2021-05-30 05:00:00,2021-05-30 06:00:00,11.12,26.74,4.62,13.34,17.97,7.11,4.89,0.02,7.43,0.0,,,,,70.72,0.29,1.17,,25.25
2021-05-30 06:00:00,2021-05-30 07:00:00,16.62,32.0,4.9,13.37,18.27,7.56,4.94,0.06,7.08,0.0,,,,,71.04,0.3,1.15,,25.26
2021-05-30 07:00:00,2021-05-30 08:00:00,20.28,39.65,6.11,13.06,19.16,7.19,5.19,0.08,7.55,0.0,,,,,68.56,0.32,1.52,,26.34
2021-05-30 08:00:00,2021-05-30 09:00:00,19.45,39.73,4.09,13.89,17.99,7.09,5.2,0.07,10.24,0.0,,,,,64.69,0.32,1.58,,26.65
2021-05-30 09:00:00,2021-05-30 10:00:00,19.55,42.0,2.55,15.87,18.43,8.07,5.6,0.09,12.76,0.0,,,,,61.67,0.31,1.33,,27.75
2021-05-30 10:00:00,2021-05-30 11:00:00,19.48,43.6,1.43,17.13,18.57,7.68,5.47,0.08,18.61,0.0,,,,,55.61,0.31,1.43,,29.62
2021-05-30 11:00:00,2021-05-30 12:00:00,18.61,46.29,0.64,17.15,17.54,7.54,5.39,0.08,23.89,0.0,,,,,49.87,0.32,1.46,,31.45
2021-05-30 12:00:00,2021-05-30 13:00:00,19.39,44.61,0.3,17.16,16.92,7.14,5.45,0.06,24.93,0.0,,,,,39.62,0.32,1.37,,33.06
2021-05-30 13:00:00,2021-05-30 14:00:00,20.27,47.08,,14.91,14.21,8.36,6.05,0.07,37.03,0.0,,,,,35.7,0.32,1.48,,34.57
2021-05-30 14:00:00,2021-05-30 15:00:00,18.88,48.82,0.1,16.02,15.63,8.87,5.49,0.09,26.58,0.0,,,,,32.82,0.3,1.46,,35.37
2021-05-30 15:00:00,2021-05-30 16:00:00,25.0,43.0,0.12,15.25,14.32,8.52,5.52,0.1,26.77,0.0,,,,,32.52,0.3,1.29,,35.32
2021-05-30 16:00:00,2021-05-30 17:00:00,25.66,62.6,0.14,12.87,12.6,9.71,5.97,0.1,31.57,0.0,,,,,60.37,0.37,1.86,,26.26
2021-05-30 17:00:00,2021-05-30 18:00:00,17.78,82.76,,18.09,17.35,8.08,4.9,0.11,25.7,0.0,,,,,54.95,0.32,1.41,,28.15
2021-05-30 18:00:00,2021-05-30 19:00:00,18.55,36.74,1.07,26.31,27.36,8.05,4.93,0.23,18.09,0.0,,,,,49.01,0.3,1.31,,30.84
2021-05-30 19:00:00,2021-05-30 20:00:00,22.59,45.72,0.82,20.19,20.37,8.33,5.4,0.19,21.35,0.0,,,,,49.36,0.32,1.3,,29.38
2021-05-30 20:00:00,2021-05-30 21:00:00,20.21,39.26,0.34,18.85,18.28,7.42,4.61,0.2,19.0,0.0,,,,,49.24,0.28,1.03,,30.6
2021-05-30 21:00:00,2021-05-30 22:00:00,19.5,46.72,4.16,31.79,35.95,6.46,5.08,0.58,7.28,0.0,,,,,51.3,0.27,0.79,,30.42
2021-05-30 22:00:00,2021-05-30 23:00:00,25.9,67.98,8.05,35.19,43.26,6.33,5.5,0.72,6.05,0.0,,,,,52.5,0.27,0.86,,29.88
2021-05-30 23:00:00,2021-05-31 00:00:00,23.92,69.66,3.8,23.88,27.66,7.02,5.71,0.36,15.01,0.0,,,,,61.06,0.32,1.46,,27.58
2021-05-31 00:00:00,2021-05-31 01:00:00,20.13,37.95,1.24,18.1,19.34,7.44,5.01,0.18,14.2,0.0,,,,,67.34,0.29,1.47,,26.44
2021-05-31 01:00:00,2021-05-31 02:00:00,18.27,31.07,2.36,14.42,16.78,6.82,5.11,0.08,8.35,0.0,,,,,70.6,0.32,1.46,,26.52
2021-05-31 02:00:00,2021-05-31 03:00:00,10.48,19.44,3.87,11.83,15.71,6.58,4.97,0.03,6.67,0.0,,,,,71.17,0.32,1.42,,25.03
2021-05-31 03:00:00,2021-05-31 04:00:00,8.05,14.66,5.35,10.56,15.92,6.7,4.96,0.01,6.59,0.0,,,,,72.06,0.32,1.74,,24.9
2021-05-31 04:00:00,2021-05-31 05:00:00,7.33,15.63,6.98,13.0,19.99,6.0,4.86,0.01,4.99,0.0,,,,,74.16,0.31,1.26,,25.18
2021-05-31 05:00:00,2021-05-31 06:00:00,9.45,20.44,6.5,12.48,18.97,6.14,5.05,0.03,4.86,0.0,,,,,75.64,0.31,1.2,,23.88
2021-05-31 06:00:00,2021-05-31 07:00:00,10.56,20.44,7.5,13.61,21.12,5.86,5.33,0.13,4.47,0.0,,,,,75.44,0.31,1.29,,23.93
2021-05-31 07:00:00,2021-05-31 08:00:00,12.74,26.39,9.73,12.86,22.59,6.0,6.03,0.23,5.2,0.0,,,,,72.52,0.33,1.4,,25.77
2021-05-31 08:00:00,2021-05-31 09:00:00,15.97,34.29,9.4,14.72,24.11,6.16,5.75,0.27,6.16,0.0,,,,,67.51,0.32,1.56,,26.65
2021-05-31 09:00:00,2021-05-31 10:00:00,15.93,31.31,6.74,17.98,24.73,6.16,5.77,0.33,8.47,0.0,,,,,60.63,0.33,1.74,,27.65
2021-05-31 10:00:00,2021-05-31 11:00:00,15.0,31.03,3.56,19.81,23.37,6.32,5.74,0.25,13.87,0.0,,,,,53.91,0.32,1.46,,29.9
2021-05-31 11:00:00,2021-05-31 12:00:00,14.53,32.0,1.8,18.96,20.76,7.28,5.78,0.24,19.9,0.0,,,,,47.9,0.3,1.39,,31.97
2021-05-31 12:00:00,2021-05-31 13:00:00,14.52,38.0,0.68,20.36,21.05,7.12,5.42,0.27,22.66,0.0,,,,,43.72,0.29,1.11,,33.32
2021-05-31 13:00:00,2021-05-31 14:00:00,18.63,38.61,0.37,19.53,19.81,7.6,5.89,0.25,29.62,0.0,,,,,40.27,0.29,1.47,,34.78
2021-05-31 14:00:00,2021-05-31 15:00:00,19.08,39.28,0.83,16.58,17.13,8.76,6.7,0.25,32.33,0.0,,,,,37.0,0.31,1.31,,35.1
2021-05-31 15:00:00,2021-05-31 16:00:00,17.01,40.31,0.35,15.33,15.35,12.25,6.49,0.19,48.02,0.0,,,,,39.33,0.34,1.63,,32.38
2021-05-31 16:00:00,2021-05-31 17:00:00,17.11,42.89,0.77,18.07,18.36,15.08,6.84,0.19,24.45,0.0,,,,,37.58,0.3,1.26,,33.8
2021-05-31 17:00:00,2021-05-31 18:00:00,16.56,35.23,,18.24,17.19,12.71,4.96,0.18,21.72,0.0,,,,,37.33,0.28,1.16,,34.09
2021-05-31 18:00:00,2021-05-31 19:00:00,19.45,43.13,,18.56,17.94,11.78,5.15,0.22,25.86,0.0,,,,,44.87,0.29,1.24,,31.42
2021-05-31 19:00:00,2021-05-31 20:00:00,19.04,51.49,,17.24,16.45,10.61,4.83,0.17,22.42,0.0,,,,,52.3,0.28,1.19,,30.21
2021-05-31 20:00:00,2021-05-31 21:00:00,16.67,43.53,0.29,16.46,16.36,10.37,4.95,0.26,16.74,0.0,,,,,54.15,0.27,0.95,,29.96
2021-05-31 21:00:00,2021-05-31 22:00:00,19.01,44.2,0.59,17.82,17.95,9.61,4.87,0.25,16.22,0.0,,,,,54.36,0.29,1.11,,29.7
2021-05-31 22:00:00,2021-05-31 23:00:00,16.07,40.59,0.31,14.0,14.11,8.52,4.73,0.12,16.06,0.0,,,,,59.46,0.31,1.33,,27.11
2021-05-31 23:00:00,2021-06-01 00:00:00,8.0,17.0,0.52,13.48,12.99,7.61,4.77,0.04,17.21,0.0,,,,,65.19,0.32,1.57,,26.54
2021-06-01 00:00:00,2021-06-01 01:00:00,10.73,19.78,0.35,13.74,13.85,7.51,4.74,0.05,16.09,0.0,,,,,69.83,0.29,1.14,,26.1
2021-06-01 01:00:00,2021-06-01 02:00:00,11.5,23.0,0.93,13.58,13.99,7.43,4.41,0.03,15.42,0.0,,,,,70.59,0.29,1.17,,25.99
2021-06-01 02:00:00,2021-06-01 03:00:00,9.5,14.75,0.19,14.01,14.01,7.24,4.75,0.01,15.37,0.0,,,,,72.04,0.29,1.32,,25.78
2021-06-01 03:00:00,2021-06-01 04:00:00,12.03,15.93,0.57,13.8,14.23,7.14,4.87,0.01,15.34,0.0,,,,,73.33,0.28,1.07,,25.82
2021-06-01 04:00:00,2021-06-01 05:00:00,13.77,18.57,1.05,14.12,15.18,6.66,4.94,0.02,14.08,0.0,,,,,75.01,0.29,1.19,,25.44
2021-06-01 05:00:00,2021-06-01 06:00:00,13.86,19.59,2.23,15.7,17.92,6.86,5.26,0.05,9.05,0.0,,,,,74.25,0.28,1.08,,25.64
2021-06-01 06:00:00,2021-06-01 07:00:00,12.45,26.96,4.9,15.31,20.21,6.87,5.12,0.06,6.21,0.0,,,,,72.74,0.3,1.19,,25.74
2021-06-01 07:00:00,2021-06-01 08:00:00,10.36,28.37,6.16,13.53,19.68,6.19,5.14,0.08,6.44,0.0,,,,,68.97,0.31,1.4,,25.83
2021-06-01 08:00:00,2021-06-01 09:00:00,11.52,27.35,5.26,13.38,18.63,6.07,5.41,0.08,8.58,0.0,,,,,65.03,0.31,1.12,,27.3
2021-06-01 09:00:00,2021-06-01 10:00:00,13.33,26.88,3.59,15.5,19.09,6.28,5.28,0.09,11.25,0.0,,,,,58.5,0.31,1.34,,28.85
2021-06-01 10:00:00,2021-06-01 11:00:00,15.0,25.32,1.94,16.51,18.45,6.82,5.52,0.09,14.01,0.0,,,,,52.18,0.3,1.34,,30.34
2021-06-01 11:00:00,2021-06-01 12:00:00,11.71,25.67,1.02,17.78,18.79,6.67,5.49,0.06,15.59,0.0,,,,,46.11,0.3,1.38,,31.74
2021-06-01 12:00:00,2021-06-01 13:00:00,9.45,25.56,0.43,16.54,16.92,6.68,5.48,0.05,17.22,0.0,,,,,42.25,0.29,1.35,,32.88
2021-06-01 13:00:00,2021-06-01 14:00:00,9.52,26.68,0.73,15.97,16.7,7.44,5.85,0.1,18.61,0.0,,,,,38.61,0.29,1.36,,34.35
2021-06-01 14:00:00,2021-06-01 15:00:00,13.96,30.45,0.42,17.54,17.69,7.07,5.78,0.09,21.06,0.0,,,,,36.41,0.29,1.31,,34.97
2021-06-01 15:00:00,2021-06-01 16:00:00,14.31,38.0,0.33,16.57,16.47,7.24,5.73,0.12,22.45,0.0,,,,,35.1,0.29,1.34,,35.07
2021-06-01 16:00:00,2021-06-01 17:00:00,12.54,39.06,0.51,15.57,15.55,7.33,5.61,0.11,31.71,0.0,,,,,34.39,0.29,1.16,,34.47
2021-06-01 17:00:00,2021-06-01 18:00:00,19.37,52.17,0.05,15.74,15.12,8.97,5.85,0.16,32.27,0.0,,,,,38.35,0.27,1.19,,34.38
2021-06-01 18:00:00,2021-06-01 19:00:00,24.02,75.73,0.23,24.06,23.79,7.72,4.81,0.27,17.14,0.0,,,,,39.28,0.27,0.97,,33.95
2021-06-01 19:00:00,2021-06-01 20:00:00,34.78,100.41,1.12,31.94,32.93,7.96,5.51,0.57,10.52,0.0,,,,,40.77,0.27,0.93,,33.5
2021-06-01 20:00:00,2021-06-01 21:00:00,45.43,145.44,6.45,41.49,47.93,7.27,5.86,0.85,4.34,0.0,,,,,44.58,0.27,0.81,,32.59
2021-06-01 21:00:00,2021-06-01 22:00:00,43.75,173.21,8.55,38.19,46.74,6.52,6.14,0.89,4.58,0.0,,,,,47.82,0.28,1.03,,31.8
2021-06-01 22:00:00,2021-06-01 23:00:00,26.5,90.21,3.65,21.09,24.74,7.02,5.75,0.35,9.66,0.0,,,,,55.61,0.34,1.68,,28.7
2021-06-01 23:00:00,2021-06-02 00:00:00,10.95,27.12,2.39,13.69,16.07,6.54,4.99,0.07,9.79,0.0,,,,,59.74,0.31,1.32,,27.89
2021-06-02 00:00:00,2021-06-02 01:00:00,9.51,15.28,2.42,13.07,15.48,6.32,4.88,0.02,8.68,0.0,,,,,60.66,0.3,1.24,,28.21
2021-06-02 01:00:00,2021-06-02 02:00:00,9.55,11.62,2.05,11.52,13.58,6.52,4.98,0.01,9.14,0.0,,,,,63.98,0.32,1.26,,26.63
2021-06-02 02:00:00,2021-06-02 03:00:00,7.46,13.0,2.94,12.64,15.57,6.19,4.66,,8.51,0.0,,,,,66.38,0.31,1.21,,27.07
2021-06-02 03:00:00,2021-06-02 04:00:00,6.4,13.73,3.0,11.94,14.94,5.68,5.0,0.01,9.68,0.0,,,,,67.52,0.31,1.36,,25.82
2021-06-02 04:00:00,2021-06-02 05:00:00,7.52,14.3,1.9,10.95,12.85,5.75,4.84,0.03,9.9,0.0,,,,,67.91,0.3,1.3,,26.27
2021-06-02 05:00:00,2021-06-02 06:00:00,8.0,12.51,2.37,13.44,15.8,5.89,4.87,0.05,7.48,0.0,,,,,69.51,0.28,1.11,,26.19
2021-06-02 06:00:00,2021-06-02 07:00:00,9.27,20.48,4.35,14.16,18.52,5.94,5.66,0.05,6.31,0.0,,,,,70.38,0.3,1.32,,25.64
2021-06-02 07:00:00,2021-06-02 08:00:00,11.94,25.34,5.27,14.92,20.19,6.06,5.16,0.08,7.65,0.0,,,,,68.3,0.3,1.38,,26.55
2021-06-02 08:00:00,2021-06-02 09:00:00,14.71,26.27,3.95,16.22,20.16,5.8,5.15,0.07,10.25,0.0,,,,,63.86,0.3,1.23,,27.7
2021-06-02 09:00:00,2021-06-02 10:00:00,15.96,26.02,2.85,16.47,19.33,5.98,5.28,0.1,12.62,0.0,,,,,58.42,0.3,1.32,,29.34
2021-06-02 10:00:00,2021-06-02 11:00:00,13.31,22.76,2.31,16.68,19.0,6.14,5.27,0.07,14.75,0.0,,,,,51.23,0.3,1.11,,31.24
2021-06-02 11:00:00,2021-06-02 12:00:00,11.07,22.13,0.84,18.39,18.93,6.19,5.14,0.08,17.25,0.0,,,,,46.19,0.29,1.29,,32.61
2021-06-02 12:00:00,2021-06-02 13:00:00,10.98,23.67,0.65,17.85,18.1,6.4,5.59,0.05,20.02,0.0,,,,,42.77,0.29,1.1,,34.07
2021-06-02 13:00:00,2021-06-02 14:00:00,13.07,22.75,0.61,17.82,17.86,6.81,5.91,0.12,26.82,0.0,,,,,38.89,0.28,1.13,,35.24
2021-06-02 14:00:00,2021-06-02 15:00:00,14.92,27.51,0.12,15.81,15.44,8.93,6.64,0.17,27.71,0.0,,,,,36.01,0.28,1.24,,35.48
2021-06-02 15:00:00,2021-06-02 16:00:00,16.45,35.7,0.09,14.45,14.05,16.56,6.5,0.17,31.43,0.0,,,,,33.63,0.28,1.23,,36.43
2021-06-02 16:00:00,2021-06-02 17:00:00,17.0,45.3,0.14,17.4,16.95,17.17,5.86,0.21,23.98,0.0,,,,,37.94,0.3,1.15,,34.62
2021-06-02 17:00:00,2021-06-02 18:00:00,19.38,58.29,,18.47,17.71,13.18,4.99,0.19,24.06,0.0,,,,,50.43,0.34,1.46,,28.8
2021-06-02 18:00:00,2021-06-02 19:00:00,18.11,70.34,0.03,16.15,15.51,11.49,4.52,0.12,23.46,0.0,,,,,61.16,0.31,1.44,,27.29
2021-06-02 19:00:00,2021-06-02 20:00:00,13.0,44.45,0.45,16.5,16.66,9.19,4.39,0.12,23.7,0.0,,,,,58.62,0.29,1.24,,28.17
2021-06-02 20:00:00,2021-06-02 21:00:00,12.5,38.22,0.88,17.43,17.69,9.32,4.81,0.13,24.88,0.0,,,,,61.86,0.3,1.27,,27.42
2021-06-02 21:00:00,2021-06-02 22:00:00,12.0,84.68,,15.64,14.59,8.91,5.35,0.08,34.21,0.0,,,,,61.05,0.31,1.48,,27.19
2021-06-02 22:00:00,2021-06-02 23:00:00,10.64,158.03,,15.78,15.33,7.95,4.62,0.06,26.13,0.0,,,,,66.06,0.3,1.31,,26.34
2021-06-02 23:00:00,2021-06-03 00:00:00,11.97,57.49,0.47,13.55,13.6,8.14,4.87,0.04,22.3,0.0,,,,,71.35,0.3,1.39,,25.34
2021-06-03 00:00:00,2021-06-03 01:00:00,10.54,19.42,0.1,12.96,12.71,7.61,4.75,0.01,22.14,0.0,,,,,79.06,0.34,1.6,,23.22
2021-06-03 01:00:00,2021-06-03 02:00:00,6.0,13.05,0.11,14.9,14.56,6.74,4.68,0.01,20.74,0.0,,,,,82.77,0.34,1.56,,22.02
2021-06-03 02:00:00,2021-06-03 03:00:00,7.0,16.08,1.84,13.78,14.67,8.09,6.17,0.05,15.38,0.0,,,,,87.86,0.34,1.43,,21.24
2021-06-03 03:00:00,2021-06-03 04:00:00,8.56,17.94,3.07,15.31,18.37,9.59,6.78,0.05,13.04,0.0,,,,,88.72,0.28,1.11,,21.96
2021-06-03 04:00:00,2021-06-03 05:00:00,8.04,10.63,0.48,15.26,15.31,6.78,3.1,0.01,15.76,0.0,,,,,89.87,0.29,1.16,,21.97
2021-06-03 05:00:00,2021-06-03 06:00:00,8.0,15.84,1.22,17.04,17.42,7.33,3.99,0.02,12.42,0.0,,,,,89.96,0.28,1.23,,22.0
2021-06-03 06:00:00,2021-06-03 07:00:00,6.98,22.18,0.85,15.58,16.32,7.3,5.06,0.02,13.18,0.0,,,,,89.6,0.3,1.3,,21.99
2021-06-03 07:00:00,2021-06-03 08:00:00,5.47,12.94,1.84,16.14,17.69,7.36,4.98,0.06,11.88,0.0,,,,,88.08,0.27,1.23,,22.65
2021-06-03 08:00:00,2021-06-03 09:00:00,7.06,12.94,2.33,22.08,24.41,6.35,4.83,0.21,10.74,0.0,,,,,87.1,0.29,1.24,,22.46
2021-06-03 09:00:00,2021-06-03 10:00:00,11.97,16.42,1.28,19.66,20.93,6.88,4.99,0.21,13.42,0.0,,,,,85.39,0.31,1.29,,23.04
2021-06-03 10:00:00,2021-06-03 11:00:00,11.29,16.29,3.45,20.24,23.69,9.04,7.62,0.29,13.43,0.0,,,,,77.47,0.31,1.63,,25.24
2021-06-03 11:00:00,2021-06-03 12:00:00,9.84,21.51,3.29,22.99,26.28,8.22,5.87,0.25,16.8,0.0,,,,,66.22,0.27,1.05,,27.74
2021-06-03 12:00:00,2021-06-03 13:00:00,11.0,27.07,0.14,15.12,14.91,7.86,5.24,0.13,39.69,0.0,,,,,59.64,0.27,0.99,,28.96
2021-06-03 13:00:00,2021-06-03 14:00:00,11.52,28.52,0.4,14.63,14.38,8.77,5.69,0.17,37.77,0.0,,,,,52.72,0.27,1.07,,29.66
2021-06-03 14:00:00,2021-06-03 15:00:00,9.95,23.64,0.39,16.26,16.43,9.54,5.07,0.15,29.22,0.0,,,,,50.43,0.3,1.3,,29.67
2021-06-03 15:00:00,2021-06-03 16:00:00,7.32,19.0,0.14,14.16,14.01,10.92,6.26,0.14,49.34,0.0,,,,,50.63,0.31,1.52,,29.32
2021-06-03 16:00:00,2021-06-03 17:00:00,5.03,15.32,,12.7,12.13,11.93,5.38,0.08,46.26,0.0,,,,,45.76,0.29,1.29,,30.24
2021-06-03 17:00:00,2021-06-03 18:00:00,4.88,11.42,,14.18,13.37,11.64,4.5,0.11,28.13,0.0,,,,,52.96,0.29,1.38,,29.67
2021-06-03 18:00:00,2021-06-03 19:00:00,6.0,19.59,,14.67,13.15,10.71,4.51,0.14,34.99,0.0,,,,,61.47,0.28,1.06,,28.41
2021-06-03 19:00:00,2021-06-03 20:00:00,7.37,26.94,,14.66,13.56,10.51,4.96,0.19,29.87,0.0,,,,,65.25,0.29,1.2,,27.04
2021-06-03 20:00:00,2021-06-03 21:00:00,8.12,26.22,0.78,17.8,17.79,9.5,5.05,0.24,20.22,0.0,,,,,62.65,0.27,1.1,,27.25
2021-06-03 21:00:00,2021-06-03 22:00:00,7.42,18.48,0.65,19.6,20.17,8.92,4.96,0.28,19.57,0.0,,,,,64.3,0.27,0.98,,26.87
2021-06-03 22:00:00,2021-06-03 23:00:00,6.92,25.31,0.08,18.37,18.24,7.96,4.29,0.19,19.35,0.0,,,,,66.96,0.28,1.03,,26.99
2021-06-03 23:00:00,2021-06-04 00:00:00,4.62,24.4,0.31,17.15,17.21,7.39,4.55,0.11,18.1,0.0,,,,,71.03,0.3,1.33,,25.42
2021-06-04 00:00:00,2021-06-04 01:00:00,4.26,15.68,0.21,13.86,14.02,7.33,4.43,0.05,15.18,0.0,,,,,77.69,0.28,1.0,,24.66
2021-06-04 01:00:00,2021-06-04 02:00:00,5.55,15.99,0.92,14.46,15.4,7.19,5.1,0.04,13.84,0.0,,,,,79.93,0.27,0.92,,24.2
2021-06-04 02:00:00,2021-06-04 03:00:00,5.44,20.54,0.88,16.39,17.19,6.77,4.63,0.03,12.57,0.0,,,,,79.29,0.27,0.91,,24.08
2021-06-04 03:00:00,2021-06-04 04:00:00,6.0,35.51,1.79,15.88,17.67,7.47,5.88,0.07,12.11,0.0,,,,,78.54,0.27,1.06,,24.55
2021-06-04 04:00:00,2021-06-04 05:00:00,6.0,16.19,2.25,19.85,22.11,6.74,4.37,0.04,12.15,0.0,,,,,79.53,0.31,1.45,,23.59
2021-06-04 05:00:00,2021-06-04 06:00:00,7.53,10.63,0.91,17.1,18.01,6.51,4.81,0.06,16.19,0.0,,,,,79.02,0.3,1.15,,24.28
2021-06-04 06:00:00,2021-06-04 07:00:00,10.98,19.71,2.28,19.91,22.19,8.05,6.2,0.24,12.22,0.0,,,,,75.54,0.28,1.02,,24.78
2021-06-04 07:00:00,2021-06-04 08:00:00,16.4,30.17,4.81,24.74,29.54,7.1,5.06,0.43,10.49,0.0,,,,,75.25,0.28,0.97,,25.15
2021-06-04 08:00:00,2021-06-04 09:00:00,13.69,33.59,3.13,22.09,25.21,7.94,5.84,0.41,12.55,0.0,,,,,71.12,0.29,1.04,,25.87
2021-06-04 09:00:00,2021-06-04 10:00:00,8.42,23.89,2.0,23.08,24.62,6.74,4.82,0.38,15.52,0.0,,,,,64.54,0.28,1.05,,27.22
2021-06-04 10:00:00,2021-06-04 11:00:00,9.08,27.15,1.35,23.43,24.79,7.07,4.97,0.46,17.27,0.0,,,,,60.82,0.29,1.2,,27.57
2021-06-04 11:00:00,2021-06-04 12:00:00,8.44,31.3,0.56,23.7,24.1,7.29,5.19,0.43,22.5,0.0,,,,,55.46,0.31,1.42,,29.47
2021-06-04 12:00:00,2021-06-04 13:00:00,8.11,35.94,1.04,22.78,23.83,7.76,5.6,0.4,29.29,0.0,,,,,51.79,0.32,1.61,,30.05
2021-06-04 13:00:00,2021-06-04 14:00:00,12.94,39.33,0.67,21.58,22.04,7.45,5.94,0.35,28.57,0.0,,,,,47.42,0.31,1.45,,31.02
2021-06-04 14:00:00,2021-06-04 15:00:00,14.71,33.36,0.42,20.77,20.76,7.57,5.51,0.29,28.04,0.0,,,,,43.45,0.29,1.36,,32.4
2021-06-04 15:00:00,2021-06-04 16:00:00,10.0,25.0,,17.95,17.31,7.49,5.39,0.21,30.2,0.0,,,,,42.18,0.29,1.15,,32.99
2021-06-04 16:00:00,2021-06-04 17:00:00,8.0,20.38,0.27,15.84,15.55,7.77,5.57,0.14,28.19,0.0,,,,,37.23,0.29,1.22,,33.01
2021-06-04 17:00:00,2021-06-04 18:00:00,10.35,20.28,0.07,16.9,16.43,7.94,5.29,0.16,40.07,0.0,,,,,38.93,0.29,1.18,,33.29
2021-06-04 18:00:00,2021-06-04 19:00:00,15.65,26.44,,19.53,19.15,8.84,6.31,0.29,45.8,0.0,,,,,42.36,0.27,0.98,,31.87
2021-06-04 19:00:00,2021-06-04 20:00:00,15.5,40.67,0.34,25.58,25.29,7.9,4.85,0.45,25.44,0.0,,,,,43.65,0.27,0.94,,31.24
2021-06-04 20:00:00,2021-06-04 21:00:00,19.74,58.79,0.28,26.58,26.8,7.43,5.49,0.54,20.43,0.0,,,,,45.02,0.27,1.06,,30.98
2021-06-04 21:00:00,2021-06-04 22:00:00,21.78,65.37,0.91,22.67,23.58,7.16,6.25,0.46,17.17,0.0,,,,,47.44,0.28,1.0,,30.12
2021-06-04 22:00:00,2021-06-04 23:00:00,16.67,51.57,0.52,18.51,18.9,7.79,4.99,0.27,16.77,0.0,,,,,64.95,0.28,1.0,,28.16
2021-06-04 23:00:00,2021-06-05 00:00:00,12.22,36.11,0.21,14.27,13.99,7.46,4.76,0.12,19.03,0.0,,,,,66.91,0.27,0.89,,27.36
2021-06-05 00:00:00,2021-06-05 01:00:00,9.5,22.58,0.96,13.41,13.86,6.62,4.79,0.04,20.15,0.0,,,,,74.28,0.36,1.75,,23.44
2021-06-05 01:00:00,2021-06-05 02:00:00,9.0,31.98,0.51,13.11,13.42,7.26,5.71,0.03,16.95,0.0,,,,,83.2,0.35,1.46,,22.25
2021-06-05 02:00:00,2021-06-05 03:00:00,9.0,11.51,0.39,13.06,13.02,6.01,3.78,0.02,17.33,0.0,,,,,81.96,0.32,1.49,,22.63
2021-06-05 03:00:00,2021-06-05 04:00:00,7.5,11.71,,11.58,11.18,6.44,4.37,0.02,15.47,0.0,,,,,84.02,0.31,1.23,,22.65
2021-06-05 04:00:00,2021-06-05 05:00:00,7.16,10.0,0.24,11.64,11.76,6.82,4.65,0.01,13.12,0.0,,,,,82.89,0.27,0.85,,23.48
2021-06-05 05:00:00,2021-06-05 06:00:00,9.0,13.41,1.52,13.02,14.54,6.64,5.29,0.04,9.92,0.0,,,,,82.32,0.27,1.06,,23.54
2021-06-05 06:00:00,2021-06-05 07:00:00,8.04,16.44,2.71,15.03,17.75,6.63,4.87,0.09,10.81,0.0,,,,,80.72,0.29,1.11,,23.83
2021-06-05 07:00:00,2021-06-05 08:00:00,6.58,17.58,1.54,15.95,17.48,5.94,4.9,0.13,13.1,0.0,,,,,77.85,0.3,1.12,,23.27
2021-06-05 08:00:00,2021-06-05 09:00:00,7.26,25.0,0.76,16.73,17.49,5.61,4.85,0.15,14.37,0.0,,,,,73.17,0.3,1.13,,25.43
2021-06-05 09:00:00,2021-06-05 10:00:00,11.08,25.49,1.36,17.64,19.0,6.37,5.29,0.13,15.23,0.0,,,,,67.62,0.29,1.15,,26.88
2021-06-05 10:00:00,2021-06-05 11:00:00,11.74,26.36,0.7,18.22,18.9,6.42,5.13,0.15,16.45,0.0,,,,,60.61,0.3,1.28,,28.57
2021-06-05 11:00:00,2021-06-05 12:00:00,8.58,23.3,0.84,17.16,17.78,6.72,5.36,0.11,18.74,0.0,,,,,54.5,0.28,1.27,,30.14
2021-06-05 12:00:00,2021-06-05 13:00:00,8.0,18.02,0.74,16.48,17.22,6.63,5.27,0.1,20.88,0.0,,,,,49.76,0.28,1.06,,31.9
2021-06-05 13:00:00,2021-06-05 14:00:00,9.03,18.0,0.31,14.87,14.67,7.44,6.03,0.11,33.34,0.0,,,,,45.01,0.29,1.01,,32.29
2021-06-05 14:00:00,2021-06-05 15:00:00,11.77,24.0,0.22,15.17,15.13,7.72,6.43,0.11,25.29,0.0,,,,,41.46,0.29,1.44,,32.81
2021-06-05 15:00:00,2021-06-05 16:00:00,11.57,24.61,,13.27,12.7,8.13,6.21,0.1,45.84,0.0,,,,,40.21,0.31,1.21,,32.25
2021-06-05 16:00:00,2021-06-05 17:00:00,10.56,27.0,,14.36,13.6,8.97,5.6,0.12,37.59,0.0,,,,,37.72,0.3,1.44,,32.9
2021-06-05 17:00:00,2021-06-05 18:00:00,14.35,30.54,,12.21,11.52,10.27,5.73,0.15,54.85,0.0,,,,,37.43,0.29,1.35,,32.96
2021-06-05 18:00:00,2021-06-05 19:00:00,11.49,36.42,0.35,16.75,16.1,11.5,4.77,0.25,32.09,0.0,,,,,41.61,0.3,1.24,,31.11
2021-06-05 19:00:00,2021-06-05 20:00:00,11.0,43.7,0.36,16.63,16.45,10.28,4.41,0.22,23.39,0.0,,,,,68.88,0.32,1.45,,26.59
