From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2023-03-10 01:00:00,2023-03-10 02:00:00,51.2,76.06,0.99,11.75,7.05,,0.75,28.27
2023-03-10 02:00:00,2023-03-10 03:00:00,51.18,68.32,1.04,12.43,7.46,,0.85,12.07
2023-03-10 03:00:00,2023-03-10 04:00:00,56.48,74.84,1.2,15.27,9.1,,1.02,3.97
2023-03-10 04:00:00,2023-03-10 05:00:00,61.92,82.12,1.27,13.31,8.11,,0.99,15.84
2023-03-10 05:00:00,2023-03-10 06:00:00,65.47,91.54,1.27,15.28,9.16,,0.96,17.23
2023-03-10 06:00:00,2023-03-10 07:00:00,71.14,99.78,2.73,27.04,16.6,,1.18,5.68
2023-03-10 07:00:00,2023-03-10 08:00:00,92.77,133.51,2.33,19.32,12.17,,1.06,34.41
2023-03-10 08:00:00,2023-03-10 09:00:00,93.98,115.43,1.78,10.54,7.05,,1.02,60.2
2023-03-10 09:00:00,2023-03-10 10:00:00,66.85,86.47,1.88,8.94,6.29,,0.99,67.96
2023-03-10 10:00:00,2023-03-10 11:00:00,53.3,65.07,1.55,5.72,4.3,,0.81,78.97
2023-03-10 11:00:00,2023-03-10 12:00:00,41.66,55.48,1.42,5.3,3.97,,0.81,85.91
2023-03-10 12:00:00,2023-03-10 13:00:00,37.78,57.76,1.39,5.76,4.19,,0.9,95.68
2023-03-10 13:00:00,2023-03-10 14:00:00,40.21,56.77,1.67,7.92,5.57,,1.04,102.64
2023-03-10 14:00:00,2023-03-10 15:00:00,40.44,61.77,1.06,5.26,3.65,,0.76,111.36
2023-03-10 15:00:00,2023-03-10 16:00:00,41.61,64.39,2.21,16.76,10.72,,1.08,94.25
2023-03-10 16:00:00,2023-03-10 17:00:00,45.1,84.81,3.25,26.18,16.57,,1.34,73.56
2023-03-10 17:00:00,2023-03-10 18:00:00,53.96,96.47,2.73,17.95,11.77,,1.17,71.9
2023-03-10 18:00:00,2023-03-10 19:00:00,61.21,174.51,2.03,10.97,7.48,,1.36,74.03
2023-03-10 19:00:00,2023-03-10 20:00:00,53.72,112.06,2.3,19.48,12.23,,1.74,77.43
2023-03-10 20:00:00,2023-03-10 21:00:00,82.03,141.16,2.46,21.46,13.42,,2.12,72.89
2023-03-10 21:00:00,2023-03-10 22:00:00,45.83,178.33,7.82,37.85,26.49,,2.09,48.06
2023-03-10 22:00:00,2023-03-10 23:00:00,68.79,117.18,1.91,26.42,15.61,,2.7,25.78
2023-03-10 23:00:00,2023-03-11 00:00:00,121.41,166.06,1.02,22.44,12.77,,2.9,11.54
2023-03-11 00:00:00,2023-03-11 01:00:00,138.89,167.39,1.33,20.47,11.97,,2.58,
2023-03-11 01:00:00,2023-03-11 02:00:00,129.58,157.29,1.12,20.93,12.05,,3.0,0.61
2023-03-11 02:00:00,2023-03-11 03:00:00,117.03,121.48,0.96,15.32,8.93,,1.8,1.17
2023-03-11 03:00:00,2023-03-11 04:00:00,103.36,103.82,1.04,16.08,9.39,,1.58,2.54
2023-03-11 04:00:00,2023-03-11 05:00:00,99.25,110.07,1.54,18.33,11.0,,1.71,1.31
2023-03-11 05:00:00,2023-03-11 06:00:00,98.13,109.4,1.6,20.05,11.97,,1.74,2.93
2023-03-11 06:00:00,2023-03-11 07:00:00,105.4,119.55,6.77,26.21,19.45,,1.7,
2023-03-11 07:00:00,2023-03-11 08:00:00,119.8,162.36,7.66,36.52,25.66,,2.55,0.87
2023-03-11 08:00:00,2023-03-11 09:00:00,114.19,263.16,9.13,43.85,30.75,,3.73,38.1
2023-03-11 09:00:00,2023-03-11 10:00:00,118.06,192.7,3.08,57.87,33.28,2.54,3.96,37.88
2023-03-11 10:00:00,2023-03-11 11:00:00,156.12,203.07,2.5,43.97,25.42,0.84,4.64,109.81
2023-03-11 11:00:00,2023-03-11 12:00:00,198.7,249.79,1.71,30.28,17.5,,3.26,148.52
2023-03-11 12:00:00,2023-03-11 13:00:00,157.18,202.02,1.17,17.01,10.0,,2.28,164.39
2023-03-11 13:00:00,2023-03-11 14:00:00,132.58,172.39,0.94,10.0,6.08,,1.51,154.92
2023-03-11 14:00:00,2023-03-11 15:00:00,105.13,136.3,0.89,9.19,5.61,,1.15,147.64
2023-03-11 15:00:00,2023-03-11 16:00:00,82.75,110.21,1.04,13.54,8.05,,1.08,139.83
2023-03-11 16:00:00,2023-03-11 17:00:00,81.36,110.47,1.16,12.11,7.38,,1.15,126.21
2023-03-11 17:00:00,2023-03-11 18:00:00,80.39,109.55,2.04,28.76,16.96,,1.64,82.89
2023-03-11 18:00:00,2023-03-11 19:00:00,84.33,113.04,5.18,53.36,32.59,,2.47,46.85
2023-03-11 19:00:00,2023-03-11 20:00:00,127.0,173.41,1.17,38.27,21.3,,1.81,55.62
2023-03-11 20:00:00,2023-03-11 21:00:00,157.87,207.0,1.51,25.76,14.93,,1.35,66.6
2023-03-11 21:00:00,2023-03-11 22:00:00,124.86,163.31,0.99,30.77,17.17,,1.39,42.36
2023-03-11 22:00:00,2023-03-11 23:00:00,120.41,159.96,1.06,29.54,16.57,,1.43,26.82
2023-03-11 23:00:00,2023-03-12 00:00:00,106.13,138.33,1.22,26.7,15.19,,1.32,23.07
2023-03-12 00:00:00,2023-03-12 01:00:00,106.53,129.94,0.83,16.48,9.44,,1.03,34.82
2023-03-12 01:00:00,2023-03-12 02:00:00,92.97,116.74,0.94,17.34,9.99,,1.06,25.77
2023-03-12 02:00:00,2023-03-12 03:00:00,98.47,121.36,0.79,15.53,8.9,,0.97,28.18
2023-03-12 03:00:00,2023-03-12 04:00:00,111.92,137.03,1.38,18.36,10.89,,1.01,24.71
2023-03-12 04:00:00,2023-03-12 05:00:00,103.12,122.77,0.73,14.05,8.07,,0.94,32.77
2023-03-12 05:00:00,2023-03-12 06:00:00,86.77,104.99,0.95,16.0,9.28,,1.01,30.63
2023-03-12 06:00:00,2023-03-12 07:00:00,98.12,123.79,3.59,26.09,16.8,,1.31,22.8
2023-03-12 07:00:00,2023-03-12 08:00:00,119.65,170.0,3.66,29.85,18.85,,1.5,17.26
2023-03-12 08:00:00,2023-03-12 09:00:00,134.58,174.57,1.34,13.84,8.45,,1.19,64.74
2023-03-12 09:00:00,2023-03-12 10:00:00,101.95,138.33,1.28,10.56,6.66,,1.19,95.14
2023-03-12 10:00:00,2023-03-12 11:00:00,94.22,121.38,1.3,11.16,7.0,,1.2,111.78
2023-03-12 11:00:00,2023-03-12 12:00:00,80.37,109.42,1.68,21.08,12.58,,1.22,116.54
2023-03-12 12:00:00,2023-03-12 13:00:00,83.15,113.89,1.17,19.29,11.21,0.64,1.51,151.08
2023-03-12 13:00:00,2023-03-12 14:00:00,102.5,142.98,1.07,21.31,12.21,4.31,1.82,168.44
2023-03-12 14:00:00,2023-03-12 15:00:00,114.4,157.23,0.94,18.52,10.61,7.34,1.89,194.52
2023-03-12 15:00:00,2023-03-12 16:00:00,125.99,167.23,0.81,14.2,8.21,4.79,1.78,
2023-03-12 16:00:00,2023-03-12 17:00:00,127.9,175.72,1.04,15.83,9.27,1.45,1.27,166.75
2023-03-12 17:00:00,2023-03-12 18:00:00,105.09,145.22,1.03,21.73,12.4,0.05,1.53,112.57
2023-03-12 18:00:00,2023-03-12 19:00:00,120.68,254.19,1.07,27.88,15.7,,2.04,73.01
2023-03-12 19:00:00,2023-03-12 20:00:00,157.82,281.75,5.73,49.38,30.92,,2.37,47.47
2023-03-12 20:00:00,2023-03-12 21:00:00,158.81,244.57,7.7,45.17,30.29,,1.31,39.54
2023-03-12 21:00:00,2023-03-12 22:00:00,88.64,135.43,4.75,34.02,21.96,,1.01,55.96
2023-03-12 22:00:00,2023-03-12 23:00:00,60.57,103.54,3.12,18.04,12.14,,0.86,68.45
2023-03-12 23:00:00,2023-03-13 00:00:00,56.96,81.94,0.8,11.84,6.95,,0.84,72.28
2023-03-13 00:00:00,2023-03-13 01:00:00,64.35,94.37,0.8,9.58,5.75,,0.83,74.35
2023-03-13 01:00:00,2023-03-13 02:00:00,62.93,82.35,0.81,12.58,7.35,,0.95,58.8
2023-03-13 02:00:00,2023-03-13 03:00:00,63.78,92.56,0.77,12.15,7.08,,0.96,56.18
2023-03-13 03:00:00,2023-03-13 04:00:00,66.27,91.49,0.73,10.44,6.15,,1.0,58.75
2023-03-13 04:00:00,2023-03-13 05:00:00,68.56,94.28,0.78,13.46,7.79,,1.07,46.35
2023-03-13 05:00:00,2023-03-13 06:00:00,73.42,103.14,1.05,18.59,10.74,,1.19,36.0
2023-03-13 06:00:00,2023-03-13 07:00:00,81.21,124.91,1.09,16.65,9.74,,1.41,43.13
2023-03-13 07:00:00,2023-03-13 08:00:00,124.74,219.39,1.42,15.25,9.27,,1.47,55.8
2023-03-13 08:00:00,2023-03-13 09:00:00,119.32,171.46,1.67,13.78,8.69,,1.42,74.3
2023-03-13 09:00:00,2023-03-13 10:00:00,93.96,135.67,1.42,13.94,8.57,,1.57,90.09
2023-03-13 10:00:00,2023-03-13 11:00:00,98.67,140.37,1.34,13.92,8.5,,1.59,113.41
2023-03-13 11:00:00,2023-03-13 12:00:00,100.34,133.64,1.09,11.09,6.79,,1.56,144.83
2023-03-13 12:00:00,2023-03-13 13:00:00,92.94,134.74,0.98,10.43,6.34,,1.67,169.87
2023-03-13 13:00:00,2023-03-13 14:00:00,96.86,130.44,1.16,16.63,9.79,,1.97,175.78
2023-03-13 14:00:00,2023-03-13 15:00:00,96.16,143.29,0.86,15.16,8.76,0.28,2.01,182.31
2023-03-13 15:00:00,2023-03-13 16:00:00,112.47,149.11,0.79,12.06,7.05,0.01,1.93,
2023-03-13 16:00:00,2023-03-13 17:00:00,111.53,155.42,0.67,9.79,5.76,0.01,1.76,192.47
2023-03-13 17:00:00,2023-03-13 18:00:00,110.41,165.0,0.75,16.46,9.37,,1.92,138.96
2023-03-13 18:00:00,2023-03-13 19:00:00,135.92,263.03,1.01,31.79,17.73,,2.66,76.01
2023-03-13 19:00:00,2023-03-13 20:00:00,192.83,333.97,1.24,54.95,30.24,,3.74,43.66
2023-03-13 20:00:00,2023-03-13 21:00:00,227.59,339.04,2.05,29.98,17.62,,1.92,61.95
2023-03-13 21:00:00,2023-03-13 22:00:00,112.6,172.39,1.25,11.73,7.25,,0.99,86.67
2023-03-13 22:00:00,2023-03-13 23:00:00,65.96,101.66,0.83,8.0,4.93,,0.95,88.75
2023-03-13 23:00:00,2023-03-14 00:00:00,58.79,80.42,0.92,9.89,6.0,,0.95,78.06
2023-03-14 00:00:00,2023-03-14 01:00:00,55.58,86.47,0.77,7.63,4.69,,0.91,78.86
2023-03-14 01:00:00,2023-03-14 02:00:00,52.43,74.8,0.74,8.64,5.21,,1.01,81.18
2023-03-14 02:00:00,2023-03-14 03:00:00,65.03,95.03,0.64,6.73,4.1,,1.06,86.1
2023-03-14 03:00:00,2023-03-14 04:00:00,66.47,96.41,0.67,8.3,4.96,,1.12,80.44
2023-03-14 04:00:00,2023-03-14 05:00:00,83.12,111.38,0.71,8.17,4.92,,1.14,79.67
2023-03-14 05:00:00,2023-03-14 06:00:00,84.08,120.04,0.9,16.07,9.28,,1.33,63.17
2023-03-14 06:00:00,2023-03-14 07:00:00,98.52,137.67,2.34,24.91,15.16,,1.53,48.0
2023-03-14 07:00:00,2023-03-14 08:00:00,111.24,194.89,3.13,34.33,20.8,,1.87,43.62
2023-03-14 08:00:00,2023-03-14 09:00:00,126.34,193.47,1.59,19.77,11.81,,1.73,82.84
2023-03-14 09:00:00,2023-03-14 10:00:00,106.62,160.12,0.92,10.16,6.15,,1.4,112.62
2023-03-14 10:00:00,2023-03-14 11:00:00,92.69,140.3,0.98,10.66,6.47,,1.48,121.39
2023-03-14 11:00:00,2023-03-14 12:00:00,95.11,134.27,1.16,12.27,7.47,,1.6,133.6
2023-03-14 12:00:00,2023-03-14 13:00:00,86.52,127.51,1.07,11.05,6.74,,1.54,156.33
2023-03-14 13:00:00,2023-03-14 14:00:00,81.43,131.33,0.99,13.86,8.18,,1.76,168.5
2023-03-14 14:00:00,2023-03-14 15:00:00,87.38,395.01,1.6,17.84,10.79,0.26,1.45,131.05
2023-03-14 15:00:00,2023-03-14 16:00:00,66.37,192.73,1.21,16.61,9.82,0.03,1.36,142.84
2023-03-14 16:00:00,2023-03-14 17:00:00,65.49,121.03,2.51,34.91,20.61,,1.86,119.39
2023-03-14 17:00:00,2023-03-14 18:00:00,66.25,124.61,4.64,62.76,37.15,,2.88,77.06
2023-03-14 18:00:00,2023-03-14 19:00:00,96.4,199.62,3.53,42.4,25.42,,2.28,76.29
2023-03-14 19:00:00,2023-03-14 20:00:00,90.35,176.04,3.17,25.7,16.24,,1.72,78.86
2023-03-14 20:00:00,2023-03-14 21:00:00,82.85,144.46,1.52,17.48,10.53,,1.47,81.63
2023-03-14 21:00:00,2023-03-14 22:00:00,78.31,122.67,0.91,11.41,6.81,,1.39,81.52
2023-03-14 22:00:00,2023-03-14 23:00:00,70.35,115.28,0.73,15.65,8.92,,1.51,60.77
2023-03-14 23:00:00,2023-03-15 00:00:00,83.53,177.34,1.22,22.5,12.96,,1.59,40.05
2023-03-15 00:00:00,2023-03-15 01:00:00,84.22,143.2,0.91,17.26,9.92,,1.31,55.8
2023-03-15 01:00:00,2023-03-15 02:00:00,81.82,125.54,0.7,13.08,7.53,,1.47,64.35
2023-03-15 02:00:00,2023-03-15 03:00:00,77.03,115.94,0.75,11.67,6.82,,1.72,61.53
2023-03-15 03:00:00,2023-03-15 04:00:00,86.75,137.46,0.78,11.38,6.68,,1.53,59.9
2023-03-15 04:00:00,2023-03-15 05:00:00,90.85,138.75,0.81,12.18,7.14,,1.39,60.21
2023-03-15 05:00:00,2023-03-15 06:00:00,87.02,126.32,1.27,21.06,12.23,,1.46,43.82
2023-03-15 06:00:00,2023-03-15 07:00:00,100.79,149.27,2.21,23.78,14.46,,2.0,45.25
2023-03-15 07:00:00,2023-03-15 08:00:00,146.99,206.31,2.35,24.57,14.98,,2.43,57.7
2023-03-15 08:00:00,2023-03-15 09:00:00,152.57,206.87,1.79,22.11,13.21,,2.95,88.28
2023-03-15 09:00:00,2023-03-15 10:00:00,152.64,209.27,1.76,13.42,8.57,,1.75,104.37
2023-03-15 10:00:00,2023-03-15 11:00:00,92.19,132.09,1.23,8.79,5.68,,1.39,112.1
2023-03-15 11:00:00,2023-03-15 12:00:00,68.24,104.9,1.25,8.47,5.52,,1.31,106.49
2023-03-15 12:00:00,2023-03-15 13:00:00,54.61,84.28,1.34,7.78,5.23,,1.17,102.25
2023-03-15 13:00:00,2023-03-15 14:00:00,46.04,72.24,1.66,8.44,5.84,,1.14,94.64
2023-03-15 14:00:00,2023-03-15 15:00:00,38.34,73.74,1.71,10.25,6.85,,1.01,101.32
2023-03-15 15:00:00,2023-03-15 16:00:00,36.33,80.23,1.27,7.85,5.21,,0.9,106.58
2023-03-15 16:00:00,2023-03-15 17:00:00,31.68,66.74,2.08,16.99,10.73,,1.21,98.81
2023-03-15 17:00:00,2023-03-15 18:00:00,39.96,71.65,13.23,61.69,43.57,,2.6,49.55
2023-03-15 18:00:00,2023-03-15 19:00:00,51.76,105.41,29.88,74.86,64.11,0.01,3.7,25.38
2023-03-15 19:00:00,2023-03-15 20:00:00,73.66,154.37,23.91,64.57,53.79,0.07,3.25,20.81
2023-03-15 20:00:00,2023-03-15 21:00:00,106.36,204.8,2.6,31.22,18.72,,1.6,49.34
2023-03-15 21:00:00,2023-03-15 22:00:00,68.79,139.38,5.46,40.5,25.98,,2.23,38.59
2023-03-15 22:00:00,2023-03-15 23:00:00,62.78,126.95,9.12,64.29,41.61,0.13,2.3,13.01
2023-03-15 23:00:00,2023-03-16 00:00:00,79.22,141.73,4.92,38.04,24.23,,1.91,27.15
2023-03-16 00:00:00,2023-03-16 01:00:00,74.32,137.33,0.83,17.66,10.07,,1.44,42.61
2023-03-16 01:00:00,2023-03-16 02:00:00,69.75,115.41,0.96,25.94,14.58,,1.62,22.99
2023-03-16 02:00:00,2023-03-16 03:00:00,78.5,121.92,0.89,22.79,12.85,,1.52,20.62
2023-03-16 03:00:00,2023-03-16 04:00:00,72.39,111.19,1.53,23.85,13.93,,1.39,28.8
2023-03-16 04:00:00,2023-03-16 05:00:00,71.93,110.61,0.96,23.45,13.25,,1.39,25.53
2023-03-16 05:00:00,2023-03-16 06:00:00,79.69,117.43,1.43,21.68,12.7,,1.38,30.02
2023-03-16 06:00:00,2023-03-16 07:00:00,85.71,156.73,1.38,22.23,12.95,,1.57,41.86
2023-03-16 07:00:00,2023-03-16 08:00:00,116.59,282.2,2.91,28.52,17.54,0.79,2.39,39.4
2023-03-16 08:00:00,2023-03-16 09:00:00,163.52,273.05,2.54,28.69,17.32,2.42,2.53,60.41
2023-03-16 09:00:00,2023-03-16 10:00:00,163.98,239.24,1.18,14.53,8.69,0.28,1.79,90.6
2023-03-16 10:00:00,2023-03-16 11:00:00,120.62,169.98,1.8,19.05,11.6,0.98,1.48,92.61
2023-03-16 11:00:00,2023-03-16 12:00:00,80.4,126.62,1.23,10.47,6.57,0.3,1.21,108.71
2023-03-16 12:00:00,2023-03-16 13:00:00,56.49,92.42,1.41,12.87,7.99,0.11,1.19,115.17
2023-03-16 13:00:00,2023-03-16 14:00:00,49.91,92.69,1.52,10.84,7.0,,1.18,109.32
2023-03-16 14:00:00,2023-03-16 15:00:00,44.22,79.76,1.24,7.28,4.88,0.01,1.07,115.93
2023-03-16 15:00:00,2023-03-16 16:00:00,39.78,72.89,1.0,7.45,4.78,0.41,1.45,116.98
2023-03-16 16:00:00,2023-03-16 17:00:00,44.81,78.62,1.43,10.18,6.58,0.37,1.37,89.33
2023-03-16 17:00:00,2023-03-16 18:00:00,51.16,87.92,1.7,12.73,8.15,,1.33,96.7
2023-03-16 18:00:00,2023-03-16 19:00:00,49.03,95.86,20.95,44.46,40.14,4.49,1.94,71.5
2023-03-16 19:00:00,2023-03-16 20:00:00,80.21,222.13,1.52,15.97,9.73,3.36,2.1,74.4
2023-03-16 20:00:00,2023-03-16 21:00:00,63.17,133.33,0.67,9.04,5.36,,1.38,73.21
2023-03-16 21:00:00,2023-03-16 22:00:00,55.67,136.48,0.73,10.67,6.27,,1.44,58.45
2023-03-16 22:00:00,2023-03-16 23:00:00,59.91,93.97,0.81,13.79,8.0,,1.46,58.34
2023-03-16 23:00:00,2023-03-17 00:00:00,60.82,86.28,0.61,10.68,6.18,,1.27,59.36
2023-03-17 00:00:00,2023-03-17 01:00:00,73.58,97.38,0.72,9.98,5.9,,1.21,57.52
2023-03-17 01:00:00,2023-03-17 02:00:00,79.04,109.78,0.76,10.75,6.34,,1.44,43.6
2023-03-17 02:00:00,2023-03-17 03:00:00,112.01,160.72,0.92,19.17,10.94,,2.79,13.83
2023-03-17 03:00:00,2023-03-17 04:00:00,183.14,225.15,0.97,21.73,12.34,,2.71,9.72
2023-03-17 04:00:00,2023-03-17 05:00:00,179.78,234.94,1.06,22.32,12.73,,3.58,7.22
2023-03-17 05:00:00,2023-03-17 06:00:00,196.23,261.12,1.3,16.64,9.91,,2.75,12.77
2023-03-17 06:00:00,2023-03-17 07:00:00,198.59,234.26,3.2,24.85,15.82,,3.85,4.12
2023-03-17 07:00:00,2023-03-17 08:00:00,221.47,281.32,4.24,27.64,18.16,,3.95,11.22
2023-03-17 08:00:00,2023-03-17 09:00:00,201.04,247.68,3.37,21.23,14.03,,3.01,24.89
2023-03-17 09:00:00,2023-03-17 10:00:00,132.7,177.5,2.85,23.62,14.88,,3.02,46.63
2023-03-17 10:00:00,2023-03-17 11:00:00,132.77,174.74,4.77,40.07,25.19,,2.75,48.96
2023-03-17 11:00:00,2023-03-17 12:00:00,130.31,179.96,3.46,30.54,19.06,,2.27,60.69
2023-03-17 12:00:00,2023-03-17 13:00:00,89.76,125.74,2.25,21.91,13.48,,1.84,73.6
2023-03-17 13:00:00,2023-03-17 14:00:00,81.24,100.66,1.04,11.97,7.22,,1.56,86.37
2023-03-17 14:00:00,2023-03-17 15:00:00,71.98,100.12,0.87,12.41,7.3,,1.58,85.82
2023-03-17 15:00:00,2023-03-17 16:00:00,88.62,118.74,0.86,11.89,7.03,,1.62,73.96
2023-03-17 16:00:00,2023-03-17 17:00:00,102.09,136.36,1.24,15.31,9.15,,1.75,56.26
2023-03-17 17:00:00,2023-03-17 18:00:00,136.79,189.88,1.04,13.84,8.21,,1.73,58.1
2023-03-17 18:00:00,2023-03-17 19:00:00,130.38,180.95,1.03,14.38,8.49,,1.83,65.35
2023-03-17 19:00:00,2023-03-17 20:00:00,153.59,196.08,0.97,23.09,13.07,,2.25,28.09
2023-03-17 20:00:00,2023-03-17 21:00:00,205.94,258.57,0.93,22.17,12.55,,2.39,28.58
2023-03-17 21:00:00,2023-03-17 22:00:00,190.3,237.49,0.8,16.23,9.29,,2.11,35.89
2023-03-17 22:00:00,2023-03-17 23:00:00,184.23,237.59,0.93,15.97,9.25,,1.88,33.22
2023-03-17 23:00:00,2023-03-18 00:00:00,192.31,246.28,0.99,13.96,8.23,,1.98,26.23
2023-03-18 00:00:00,2023-03-18 01:00:00,204.34,257.28,0.9,10.88,6.53,,1.87,22.06
2023-03-18 01:00:00,2023-03-18 02:00:00,194.66,253.66,1.12,11.66,7.12,,2.01,13.53
2023-03-18 02:00:00,2023-03-18 03:00:00,186.69,246.96,1.41,17.92,10.68,,2.09,7.74
2023-03-18 03:00:00,2023-03-18 04:00:00,198.27,254.78,1.14,17.45,10.21,,2.44,9.79
2023-03-18 04:00:00,2023-03-18 05:00:00,232.61,347.52,2.84,17.78,11.77,,2.68,10.44
2023-03-18 05:00:00,2023-03-18 06:00:00,262.58,363.65,1.75,17.79,10.88,,2.99,7.59
2023-03-18 06:00:00,2023-03-18 07:00:00,268.29,321.22,9.26,20.82,18.6,,3.46,12.93
2023-03-18 07:00:00,2023-03-18 08:00:00,320.64,558.16,4.86,24.78,17.13,,4.38,16.38
2023-03-18 08:00:00,2023-03-18 09:00:00,297.15,422.48,2.79,20.81,13.34,,3.71,39.16
2023-03-18 09:00:00,2023-03-18 10:00:00,,,2.15,20.71,12.76,,3.44,57.22
2023-03-18 10:00:00,2023-03-18 11:00:00,220.38,273.37,1.28,12.06,7.46,,2.7,75.32
2023-03-18 11:00:00,2023-03-18 12:00:00,165.67,213.09,1.27,11.67,7.24,,2.45,93.38
2023-03-18 12:00:00,2023-03-18 13:00:00,134.09,169.15,1.17,10.63,6.6,,2.1,98.5
2023-03-18 13:00:00,2023-03-18 14:00:00,115.9,162.05,0.92,10.92,6.55,,2.08,115.59
2023-03-18 14:00:00,2023-03-18 15:00:00,128.12,167.43,1.05,16.49,9.62,,2.08,105.09
2023-03-18 15:00:00,2023-03-18 16:00:00,141.38,194.91,1.05,21.05,12.05,,2.16,89.36
2023-03-18 16:00:00,2023-03-18 17:00:00,151.63,204.5,3.81,36.28,22.39,0.29,3.08,43.12
2023-03-18 17:00:00,2023-03-18 18:00:00,110.53,138.82,3.4,29.27,18.33,0.68,2.67,52.41
2023-03-18 18:00:00,2023-03-18 19:00:00,65.96,89.01,4.0,35.94,22.36,,2.64,51.57
2023-03-18 19:00:00,2023-03-18 20:00:00,97.08,138.51,17.9,40.08,34.84,,2.72,66.83
2023-03-18 20:00:00,2023-03-18 21:00:00,112.3,137.37,1.92,23.32,13.96,,2.73,37.5
2023-03-18 21:00:00,2023-03-18 22:00:00,145.56,177.68,1.44,22.68,13.23,,2.92,73.79
2023-03-18 22:00:00,2023-03-18 23:00:00,99.96,112.69,2.18,20.27,12.55,0.87,2.95,28.33
2023-03-18 23:00:00,2023-03-19 00:00:00,75.43,94.52,3.21,24.49,15.63,3.08,3.04,44.98
2023-03-19 00:00:00,2023-03-19 01:00:00,74.06,82.84,2.56,21.06,13.28,2.37,3.28,50.35
2023-03-19 01:00:00,2023-03-19 02:00:00,96.79,147.02,1.09,14.33,8.51,,2.52,51.55
2023-03-19 02:00:00,2023-03-19 03:00:00,122.18,210.64,0.53,10.37,5.95,,2.77,46.37
2023-03-19 03:00:00,2023-03-19 04:00:00,189.1,272.61,1.18,7.33,4.86,,1.73,49.14
2023-03-19 04:00:00,2023-03-19 05:00:00,124.86,187.26,0.89,7.21,4.56,,1.56,44.37
2023-03-19 05:00:00,2023-03-19 06:00:00,109.4,143.2,0.98,7.66,4.87,,1.67,40.93
2023-03-19 06:00:00,2023-03-19 07:00:00,118.07,160.66,1.06,6.86,4.51,,1.58,41.41
2023-03-19 07:00:00,2023-03-19 08:00:00,117.52,159.57,1.04,6.54,4.33,,1.48,46.72
2023-03-19 08:00:00,2023-03-19 09:00:00,122.94,156.7,1.58,6.94,4.98,,1.46,49.18
2023-03-19 09:00:00,2023-03-19 10:00:00,94.74,101.41,1.77,7.52,5.44,,1.63,56.7
2023-03-19 10:00:00,2023-03-19 11:00:00,84.24,98.78,1.46,5.99,4.37,,1.35,68.84
2023-03-19 11:00:00,2023-03-19 12:00:00,78.72,96.98,1.79,7.23,5.3,,1.64,86.84
2023-03-19 12:00:00,2023-03-19 13:00:00,56.38,58.99,2.41,16.12,10.54,,2.17,53.21
2023-03-19 13:00:00,2023-03-19 14:00:00,64.03,70.19,1.73,10.91,7.21,,1.98,77.69
2023-03-19 14:00:00,2023-03-19 15:00:00,53.3,67.17,0.97,9.29,5.73,,1.43,95.69
2023-03-19 15:00:00,2023-03-19 16:00:00,56.74,72.85,0.79,9.55,5.72,,1.49,88.6
2023-03-19 16:00:00,2023-03-19 17:00:00,69.9,92.63,0.74,10.8,6.35,,1.44,83.05
2023-03-19 17:00:00,2023-03-19 18:00:00,82.31,117.65,0.97,18.44,10.6,,1.65,64.39
2023-03-19 18:00:00,2023-03-19 19:00:00,104.04,146.48,4.33,27.29,18.03,,2.2,42.77
2023-03-19 19:00:00,2023-03-19 20:00:00,132.23,183.97,1.47,7.99,5.44,,1.49,75.38
2023-03-19 20:00:00,2023-03-19 21:00:00,73.61,105.64,1.85,10.53,7.11,,2.27,44.69
2023-03-19 21:00:00,2023-03-19 22:00:00,30.02,42.81,1.62,7.54,5.33,0.02,2.1,61.2
2023-03-19 22:00:00,2023-03-19 23:00:00,21.81,34.58,1.78,8.11,5.77,0.05,1.78,66.4
2023-03-19 23:00:00,2023-03-20 00:00:00,,,,,,,,
2023-03-20 00:00:00,2023-03-20 01:00:00,,,,,,,,
2023-03-20 01:00:00,2023-03-20 02:00:00,,,,,,,,
2023-03-20 02:00:00,2023-03-20 03:00:00,,,,,,,,
2023-03-20 03:00:00,2023-03-20 04:00:00,,,,,,,,
2023-03-20 04:00:00,2023-03-20 05:00:00,,,,,,,,
2023-03-20 05:00:00,2023-03-20 06:00:00,,,,,,,,
2023-03-20 06:00:00,2023-03-20 07:00:00,,,,,,,,
2023-03-20 07:00:00,2023-03-20 08:00:00,,,,,,,,
2023-03-20 08:00:00,2023-03-20 09:00:00,,,,,,,,
2023-03-20 09:00:00,2023-03-20 10:00:00,,,,,,,,
2023-03-20 10:00:00,2023-03-20 11:00:00,,,,,,,,
2023-03-20 11:00:00,2023-03-20 12:00:00,,,,,,,,
2023-03-20 12:00:00,2023-03-20 13:00:00,,,,,,,,
2023-03-20 13:00:00,2023-03-20 14:00:00,,,,,,,,
2023-03-20 14:00:00,2023-03-20 15:00:00,,,,,,,,
2023-03-20 15:00:00,2023-03-20 16:00:00,,,3.94,15.98,11.7,8.6,2.74,82.2
2023-03-20 16:00:00,2023-03-20 17:00:00,,,3.73,19.92,13.63,7.51,2.86,80.72
2023-03-20 17:00:00,2023-03-20 18:00:00,,,7.54,36.36,25.46,5.93,3.19,67.63
