From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree),RF (mm)
2022-03-09 01:00:00,2022-03-09 02:00:00,31.67,52.46,2.74,11.96,14.7,12.16,5.82,0.98,5.29,6.04,,1.9,3.38,,73.38,1.34,304.12,34.7,741.4,,18.71,0.0
2022-03-09 02:00:00,2022-03-09 03:00:00,28.71,51.08,4.17,12.64,16.8,16.31,6.36,0.95,3.71,4.72,,1.41,2.92,,75.72,1.73,316.86,34.7,740.98,,18.16,0.0
2022-03-09 03:00:00,2022-03-09 04:00:00,27.16,48.44,2.38,10.87,13.25,9.04,5.5,0.89,5.11,4.68,,1.47,3.17,,78.04,1.36,231.31,34.7,740.67,,17.49,0.0
2022-03-09 04:00:00,2022-03-09 05:00:00,30.43,47.41,2.16,10.06,12.23,9.32,5.51,0.86,4.7,6.51,,1.62,3.01,,80.42,1.3,295.66,34.7,740.58,,16.83,0.0
2022-03-09 05:00:00,2022-03-09 06:00:00,31.36,53.88,3.55,11.06,14.61,13.18,5.9,0.89,3.48,6.9,,1.6,3.1,,82.61,1.36,297.97,34.7,740.75,,16.27,0.0
2022-03-09 06:00:00,2022-03-09 07:00:00,32.83,52.95,2.64,12.01,14.65,8.58,5.51,0.86,6.59,6.54,,1.7,3.4,,84.97,1.19,281.23,34.7,741.22,,15.6,0.0
2022-03-09 07:00:00,2022-03-09 08:00:00,35.52,59.97,2.42,10.38,12.8,9.45,5.51,0.88,4.22,7.55,,1.84,3.43,,81.59,1.3,298.37,34.7,741.87,,16.43,0.0
2022-03-09 08:00:00,2022-03-09 09:00:00,41.4,66.23,4.11,12.27,16.38,13.47,6.08,0.95,3.33,8.24,,2.31,4.13,,72.03,1.54,266.23,34.7,742.52,,19.4,0.0
2022-03-09 09:00:00,2022-03-09 10:00:00,46.69,80.42,3.37,15.48,18.85,8.38,5.7,1.06,6.56,11.18,,4.08,6.54,,65.14,2.04,256.59,34.7,743.0,,21.64,0.0
2022-03-09 10:00:00,2022-03-09 11:00:00,45.53,86.44,2.79,17.09,19.88,10.88,6.12,1.06,6.76,9.31,,2.96,4.83,,54.46,1.85,263.95,34.7,743.01,,25.08,0.0
2022-03-09 11:00:00,2022-03-09 12:00:00,34.33,76.49,4.3,16.16,20.47,17.38,7.66,1.03,6.99,5.14,,2.47,3.93,,49.77,1.86,279.74,34.7,742.95,,27.71,0.0
2022-03-09 12:00:00,2022-03-09 13:00:00,26.45,55.8,1.72,12.12,13.84,9.96,6.91,0.79,34.02,2.56,,1.5,2.92,,41.56,2.45,295.75,34.7,742.41,,29.58,0.0
2022-03-09 13:00:00,2022-03-09 14:00:00,20.11,47.11,1.32,11.05,12.37,14.2,9.26,0.39,63.39,1.92,,1.12,2.18,,32.45,3.04,318.74,34.7,741.7,,30.9,0.0
2022-03-09 14:00:00,2022-03-09 15:00:00,13.37,44.61,1.57,10.5,12.07,21.41,13.6,0.35,78.24,0.53,,1.42,2.05,,29.08,3.15,319.18,34.7,741.09,,31.73,0.0
2022-03-09 15:00:00,2022-03-09 16:00:00,12.89,46.7,0.71,7.97,8.68,10.37,6.94,0.32,50.58,0.67,,2.17,1.02,,27.03,3.14,319.87,34.7,740.69,,31.83,0.0
2022-03-09 16:00:00,2022-03-09 17:00:00,12.4,45.39,0.91,8.15,9.06,12.76,6.61,0.31,41.48,1.43,,1.15,2.31,,30.08,2.29,304.1,34.7,740.42,,31.54,0.0
2022-03-09 17:00:00,2022-03-09 18:00:00,11.51,46.38,2.7,8.87,11.57,19.48,7.41,0.34,13.29,0.83,,1.07,3.09,,35.82,1.78,309.82,34.7,740.45,,29.51,0.0
2022-03-09 18:00:00,2022-03-09 19:00:00,12.84,53.56,1.29,16.19,17.48,11.11,7.94,0.53,61.82,1.3,,2.71,4.5,,42.48,1.14,288.25,34.7,740.75,,26.34,0.0
2022-03-09 19:00:00,2022-03-09 20:00:00,21.89,71.07,1.47,11.41,12.88,8.55,5.52,0.55,12.67,4.19,,2.4,6.13,,44.53,1.35,298.43,34.7,741.11,,24.76,0.0
2022-03-09 20:00:00,2022-03-09 21:00:00,23.73,68.44,2.79,11.72,14.51,13.31,6.23,0.7,5.53,4.87,,2.48,6.89,,48.65,1.06,289.54,34.7,741.54,,23.11,0.0
2022-03-09 21:00:00,2022-03-09 22:00:00,24.96,73.48,1.6,15.7,17.3,9.35,7.16,0.76,36.46,5.12,,2.22,6.05,,49.96,1.3,308.07,34.7,741.7,,22.3,0.0
2022-03-09 22:00:00,2022-03-09 23:00:00,28.43,64.48,2.09,11.75,13.84,11.72,5.67,0.78,8.52,4.79,,1.81,4.34,,54.05,1.33,295.91,34.7,741.78,,21.33,0.0
2022-03-09 23:00:00,2022-03-10 00:00:00,26.51,58.7,3.13,10.82,13.96,15.96,6.33,0.82,6.21,4.5,,1.42,3.3,,60.63,1.66,307.34,34.7,741.55,,20.67,0.0
2022-03-10 00:00:00,2022-03-10 01:00:00,23.15,47.08,1.75,9.76,11.51,8.84,5.8,0.76,15.35,4.37,,1.35,2.77,,64.07,1.65,317.9,34.7,741.17,,20.08,0.0
2022-03-10 01:00:00,2022-03-10 02:00:00,26.85,47.27,2.16,8.81,10.97,11.67,5.65,0.75,7.17,5.15,,1.34,2.57,,67.13,1.34,311.53,34.7,740.89,,19.3,0.0
2022-03-10 02:00:00,2022-03-10 03:00:00,23.57,45.0,3.1,9.4,12.5,16.97,6.29,0.76,5.33,4.8,,1.39,2.79,,68.7,0.96,289.67,34.7,740.51,,18.8,0.0
2022-03-10 03:00:00,2022-03-10 04:00:00,23.59,38.62,1.99,8.64,10.63,9.2,5.46,0.73,7.28,4.75,,1.43,2.86,,69.09,1.44,311.37,34.7,740.0,,18.58,0.0
2022-03-10 04:00:00,2022-03-10 05:00:00,26.59,43.62,1.71,8.21,9.91,10.38,5.55,0.71,7.06,4.78,,1.45,2.62,,70.0,1.5,308.1,34.7,740.03,,18.16,0.0
2022-03-10 05:00:00,2022-03-10 06:00:00,24.14,43.23,2.93,8.96,11.89,14.62,6.16,0.72,5.26,5.21,,1.47,2.68,,71.77,1.38,275.77,34.7,740.61,,17.62,0.0
2022-03-10 06:00:00,2022-03-10 07:00:00,24.01,45.31,2.16,10.2,12.36,8.99,5.68,0.68,10.28,6.16,,1.5,2.71,,74.74,1.14,283.86,34.7,741.15,,17.15,0.0
2022-03-10 07:00:00,2022-03-10 08:00:00,25.88,52.28,2.19,9.56,11.74,11.33,5.54,0.7,5.87,5.18,,1.5,2.71,,74.04,1.49,297.3,34.7,741.79,,17.71,0.0
2022-03-10 08:00:00,2022-03-10 09:00:00,28.22,56.0,3.5,11.66,15.16,16.1,6.21,0.74,4.88,5.28,,1.62,3.07,,70.57,1.8,312.42,34.71,742.56,,19.14,0.01
2022-03-10 09:00:00,2022-03-10 10:00:00,37.03,65.89,2.34,12.59,14.93,8.95,5.57,0.76,7.95,4.78,,1.71,3.62,,62.42,2.18,303.03,34.72,743.02,,21.47,0.01
2022-03-10 10:00:00,2022-03-10 11:00:00,30.11,52.95,2.33,12.9,15.23,12.0,5.94,0.72,8.4,3.83,,1.55,2.75,,58.3,2.29,283.89,34.72,743.16,,22.29,0.0
2022-03-10 11:00:00,2022-03-10 12:00:00,27.47,51.62,3.58,12.98,16.56,18.07,7.23,0.72,6.72,3.29,,1.79,3.06,,55.45,1.74,274.57,34.72,743.15,,23.58,0.0
2022-03-10 12:00:00,2022-03-10 13:00:00,23.89,47.94,1.88,11.3,13.18,9.44,6.24,0.67,18.18,2.42,,1.59,2.86,,46.46,1.66,279.54,34.72,742.64,,26.97,0.0
2022-03-10 13:00:00,2022-03-10 14:00:00,24.82,47.54,1.68,10.03,11.71,10.62,5.69,0.62,14.89,2.75,,1.22,2.4,,40.59,2.05,289.88,34.72,742.04,,28.04,0.0
2022-03-10 14:00:00,2022-03-10 15:00:00,17.28,42.35,3.19,9.51,12.7,17.04,6.91,0.6,10.4,1.86,,1.04,2.46,,40.88,1.91,298.49,34.72,741.51,,28.76,0.0
2022-03-10 15:00:00,2022-03-10 16:00:00,18.2,47.67,1.57,8.86,10.43,10.13,6.95,0.54,45.08,1.74,,1.13,2.7,,39.39,1.51,299.43,34.72,741.03,,30.24,0.0
2022-03-10 16:00:00,2022-03-10 17:00:00,21.54,47.88,1.42,8.03,9.45,9.56,5.72,0.52,19.72,2.06,,1.39,2.6,,35.29,2.07,293.42,34.72,740.89,,29.93,0.0
2022-03-10 17:00:00,2022-03-10 18:00:00,11.41,45.73,2.84,8.34,11.18,15.32,6.73,0.5,9.32,1.08,,1.05,3.03,,40.93,1.71,308.06,34.72,741.03,,27.68,0.0
2022-03-10 18:00:00,2022-03-10 19:00:00,11.84,49.19,4.19,23.47,27.66,9.97,8.13,0.64,48.69,2.32,,1.95,5.58,,48.14,1.01,285.8,34.72,741.27,,25.19,0.0
2022-03-10 19:00:00,2022-03-10 20:00:00,24.41,73.23,4.85,18.04,22.88,10.98,5.79,0.65,7.63,5.5,,3.21,8.54,,53.15,0.84,293.09,34.72,741.7,,24.03,0.0
2022-03-10 20:00:00,2022-03-10 21:00:00,42.98,99.55,13.69,27.88,41.56,15.86,6.7,0.9,3.15,11.37,,3.73,10.5,,56.93,0.81,284.44,34.76,742.07,,23.19,0.04
2022-03-10 21:00:00,2022-03-10 22:00:00,43.37,99.04,14.57,39.14,53.7,11.11,7.36,1.09,18.08,5.77,,3.05,8.52,,61.63,0.94,289.36,34.81,742.25,,22.14,0.06
2022-03-10 22:00:00,2022-03-10 23:00:00,39.72,82.62,13.66,30.39,44.05,13.63,6.11,1.08,5.68,6.28,,2.43,5.82,,65.97,1.29,301.33,34.81,742.29,,21.38,0.0
2022-03-10 23:00:00,2022-03-11 00:00:00,30.83,62.48,19.91,31.29,51.2,17.44,6.75,1.1,3.57,4.78,,1.67,4.4,,69.38,1.37,313.11,34.81,742.29,,20.73,0.0
2022-03-11 00:00:00,2022-03-11 01:00:00,26.84,54.41,19.86,29.23,49.09,10.08,6.21,0.99,11.82,5.65,,1.27,3.44,,71.71,1.24,311.88,34.81,741.99,,20.08,0.0
2022-03-11 01:00:00,2022-03-11 02:00:00,32.06,54.36,15.13,26.1,41.23,12.98,6.0,0.97,6.0,6.12,,1.27,2.8,,75.35,1.29,296.88,34.81,741.74,,19.24,0.0
2022-03-11 02:00:00,2022-03-11 03:00:00,28.11,49.62,10.59,23.55,34.14,17.83,6.55,0.97,4.0,6.63,,1.15,2.55,,77.78,1.13,302.43,34.81,741.43,,18.77,0.0
2022-03-11 03:00:00,2022-03-11 04:00:00,30.46,49.49,5.16,17.54,22.7,9.51,5.69,0.93,6.5,6.58,,1.24,2.82,,80.02,1.14,295.86,34.81,741.16,,18.23,0.0
2022-03-11 04:00:00,2022-03-11 05:00:00,32.74,52.79,3.38,14.81,18.18,11.18,5.64,0.92,6.21,6.08,,1.32,2.49,,81.12,1.2,304.45,34.81,741.28,,17.86,0.0
2022-03-11 05:00:00,2022-03-11 06:00:00,29.79,51.65,4.12,13.65,17.77,15.58,6.06,0.93,4.89,6.14,,1.36,2.6,,83.63,1.06,285.63,34.81,741.65,,17.1,0.0
2022-03-11 06:00:00,2022-03-11 07:00:00,32.2,54.42,2.62,12.45,15.07,9.45,5.65,0.89,10.27,6.59,,1.38,2.75,,85.62,0.98,286.22,34.81,742.03,,16.56,0.0
2022-03-11 07:00:00,2022-03-11 08:00:00,37.56,64.21,2.68,11.23,13.91,11.19,5.81,0.91,5.85,6.82,,1.49,2.9,,81.88,1.21,299.38,34.81,742.55,,17.45,0.0
2022-03-11 08:00:00,2022-03-11 09:00:00,44.44,71.49,4.08,13.34,17.41,16.14,6.52,0.98,5.04,6.64,,1.65,3.38,,73.75,1.94,316.97,34.81,743.12,,19.88,0.0
2022-03-11 09:00:00,2022-03-11 10:00:00,43.4,76.52,2.38,13.25,15.63,9.05,6.09,0.96,9.99,5.36,,1.83,3.66,,65.63,1.82,299.68,34.81,743.39,,22.66,0.0
2022-03-11 10:00:00,2022-03-11 11:00:00,39.08,70.26,2.18,13.38,15.57,11.94,7.17,0.89,14.22,4.46,,1.7,2.75,,57.6,2.83,306.43,34.81,743.52,,24.78,0.0
2022-03-11 11:00:00,2022-03-11 12:00:00,29.53,60.05,2.09,15.8,17.9,22.17,15.05,0.7,55.48,2.92,,1.23,2.24,,54.52,2.39,305.73,34.81,743.19,,26.84,0.0
2022-03-11 12:00:00,2022-03-11 13:00:00,,,0.84,13.04,13.88,14.43,12.06,0.52,93.3,2.59,,1.03,2.04,,47.48,2.75,309.3,34.81,742.48,,28.29,0.0
2022-03-11 13:00:00,2022-03-11 14:00:00,,,0.98,11.7,12.68,16.97,15.09,0.48,109.77,2.03,,0.73,1.75,,42.35,2.5,308.59,34.81,741.57,,29.46,0.0
2022-03-11 14:00:00,2022-03-11 15:00:00,20.4,45.08,1.34,10.49,11.83,16.42,13.15,0.41,87.68,0.62,,0.6,2.1,,38.34,2.62,308.72,34.81,740.82,,30.36,0.0
2022-03-11 15:00:00,2022-03-11 16:00:00,16.76,43.08,1.02,8.79,9.81,8.08,7.13,0.39,34.88,0.69,,0.95,1.57,,37.3,3.07,307.39,34.81,740.23,,30.14,0.0
2022-03-11 16:00:00,2022-03-11 17:00:00,17.47,49.36,1.22,8.2,9.42,8.68,6.06,0.4,21.75,1.46,,0.8,1.92,,37.85,2.52,305.6,34.81,739.98,,29.85,0.0
2022-03-11 17:00:00,2022-03-11 18:00:00,13.68,45.09,2.68,8.93,11.62,15.02,7.56,0.46,10.05,0.8,,0.85,2.57,,43.31,1.72,301.57,34.81,739.96,,28.4,0.0
2022-03-11 18:00:00,2022-03-11 19:00:00,14.22,52.89,1.35,14.26,15.61,9.1,7.48,0.57,51.54,1.46,,1.43,4.34,,52.28,1.25,289.09,34.81,740.28,,25.66,0.0
2022-03-11 19:00:00,2022-03-11 20:00:00,24.47,79.17,1.65,10.89,12.54,8.96,5.71,0.66,10.11,3.63,,1.9,4.88,,58.0,1.24,286.43,34.81,740.52,,24.05,0.0
2022-03-11 20:00:00,2022-03-11 21:00:00,29.01,73.77,3.0,12.17,15.17,13.64,6.74,0.82,5.3,4.18,,1.94,5.62,,62.85,1.51,293.83,34.81,740.66,,22.62,0.0
2022-03-11 21:00:00,2022-03-11 22:00:00,28.47,73.39,1.69,16.29,17.97,9.04,6.78,0.84,32.82,3.25,,1.69,4.86,,66.63,1.14,274.78,34.81,740.99,,21.62,0.0
2022-03-11 22:00:00,2022-03-11 23:00:00,29.99,66.75,1.58,11.26,12.85,9.27,5.9,0.88,9.35,4.94,,1.55,3.98,,69.18,1.05,255.05,34.83,741.3,,20.74,0.01
2022-03-11 23:00:00,2022-03-12 00:00:00,25.14,59.44,2.69,10.57,13.27,13.49,6.56,0.94,5.3,5.84,,1.35,3.25,,69.69,1.28,257.47,34.83,741.16,,20.41,0.0
2022-03-12 00:00:00,2022-03-12 01:00:00,28.5,56.32,2.01,14.92,16.93,8.71,6.83,0.89,16.13,5.68,,1.91,3.4,,71.35,1.08,278.87,34.83,740.95,,19.69,0.0
2022-03-12 01:00:00,2022-03-12 02:00:00,35.13,64.39,2.21,11.71,13.92,10.73,6.63,0.92,6.36,6.9,,2.07,3.24,,74.74,0.92,267.12,34.83,740.58,,18.73,0.0
2022-03-12 02:00:00,2022-03-12 03:00:00,34.9,60.58,3.48,12.17,15.66,16.01,6.95,0.95,4.13,6.12,,1.59,3.15,,77.05,0.73,296.29,34.83,740.09,,18.23,0.0
2022-03-12 03:00:00,2022-03-12 04:00:00,31.11,54.78,2.42,12.36,14.77,8.74,6.03,0.95,5.01,7.55,,2.21,3.94,,80.32,1.26,278.52,34.83,739.98,,17.52,0.0
2022-03-12 04:00:00,2022-03-12 05:00:00,39.76,66.19,2.33,12.45,14.79,9.3,6.16,0.95,5.38,8.66,,1.81,3.37,,82.6,1.21,282.76,34.83,740.06,,16.77,0.0
2022-03-12 05:00:00,2022-03-12 06:00:00,33.09,54.74,3.59,12.84,16.42,13.46,6.87,0.96,4.18,6.28,,1.58,3.05,,82.62,1.31,292.26,34.83,740.25,,16.59,0.0
2022-03-12 06:00:00,2022-03-12 07:00:00,30.45,52.32,2.53,13.79,16.32,8.63,6.42,0.9,9.26,7.31,,1.49,2.96,,82.74,1.09,282.12,34.83,740.67,,16.54,0.0
2022-03-12 07:00:00,2022-03-12 08:00:00,33.48,58.25,2.76,11.78,14.55,10.78,6.63,0.93,5.59,9.05,,1.58,3.02,,78.77,1.39,281.55,34.83,741.26,,17.7,0.0
2022-03-12 08:00:00,2022-03-12 09:00:00,37.62,66.22,3.92,13.23,17.15,15.89,7.41,0.97,4.58,7.14,,1.61,3.09,,71.18,1.3,303.88,34.83,741.85,,20.34,0.0
2022-03-12 09:00:00,2022-03-12 10:00:00,34.49,65.12,2.37,12.21,14.58,8.85,6.19,0.94,9.1,4.85,,1.65,3.21,,65.72,1.73,307.41,34.83,742.1,,22.39,0.0
2022-03-12 10:00:00,2022-03-12 11:00:00,36.83,64.52,2.11,11.61,13.72,10.76,6.37,0.9,8.3,4.29,,1.81,2.99,,57.41,1.33,286.59,34.83,742.18,,25.11,0.0
2022-03-12 11:00:00,2022-03-12 12:00:00,34.16,64.06,3.5,11.63,15.13,17.02,7.94,0.91,7.17,3.9,,1.6,2.56,,52.27,1.73,292.14,34.83,742.07,,26.71,0.0
2022-03-12 12:00:00,2022-03-12 13:00:00,30.82,61.08,1.64,10.05,11.69,9.72,7.2,0.81,32.27,2.4,,1.37,2.42,,51.22,1.83,300.12,34.83,741.38,,28.41,0.0
2022-03-12 13:00:00,2022-03-12 14:00:00,28.58,54.62,1.44,9.1,10.53,10.05,6.79,0.76,20.29,2.79,,1.34,2.32,,45.28,1.85,279.22,34.87,740.74,,30.26,0.04
2022-03-12 14:00:00,2022-03-12 15:00:00,21.36,46.14,3.16,9.56,12.72,16.84,7.76,0.73,11.69,1.78,,0.93,2.17,,41.43,2.12,292.56,34.9,740.15,,31.05,0.04
2022-03-12 15:00:00,2022-03-12 16:00:00,17.46,47.97,1.27,9.13,10.41,9.86,7.13,0.65,42.49,1.0,,1.28,1.89,,42.5,2.15,306.0,34.9,739.7,,31.38,0.0
2022-03-12 16:00:00,2022-03-12 17:00:00,21.62,46.25,1.4,8.13,9.53,8.59,6.18,0.61,22.02,1.96,,0.91,2.09,,43.28,2.24,313.74,34.9,739.43,,30.82,0.0
2022-03-12 17:00:00,2022-03-12 18:00:00,19.48,50.77,2.82,8.88,11.7,14.5,7.28,0.64,9.13,1.6,,1.06,2.71,,47.99,1.27,300.23,34.9,739.53,,29.39,0.0
2022-03-12 18:00:00,2022-03-12 19:00:00,21.82,57.99,1.28,18.44,19.72,10.22,8.94,0.77,89.53,1.27,,1.3,5.01,,55.62,0.83,285.79,34.93,739.83,,26.62,0.03
2022-03-12 19:00:00,2022-03-12 20:00:00,27.78,79.7,1.37,11.75,13.12,8.2,6.25,0.78,14.92,4.25,,2.31,6.02,,61.16,1.1,287.19,34.94,740.19,,24.99,0.01
2022-03-12 20:00:00,2022-03-12 21:00:00,32.84,87.96,2.89,12.12,15.0,12.8,6.73,0.9,5.45,4.62,,2.07,5.86,,63.64,1.11,283.91,34.94,740.66,,23.92,0.0
2022-03-12 21:00:00,2022-03-12 22:00:00,31.2,77.35,1.81,15.17,16.97,9.1,7.41,0.9,40.31,2.92,,1.75,5.0,,65.06,1.2,287.57,34.94,740.98,,23.07,0.0
2022-03-12 22:00:00,2022-03-12 23:00:00,31.77,69.02,2.54,11.35,13.89,11.73,6.64,0.94,7.68,5.06,,1.65,3.78,,67.26,0.94,286.47,34.94,740.89,,22.22,0.0
2022-03-12 23:00:00,2022-03-13 00:00:00,29.97,65.5,3.75,11.5,15.25,16.41,7.12,1.0,4.03,5.6,,1.59,3.63,,69.42,0.87,265.08,34.94,740.62,,21.48,0.0
2022-03-13 00:00:00,2022-03-13 01:00:00,31.42,61.12,2.48,21.13,23.61,10.28,7.47,0.95,21.08,4.45,,3.04,4.45,,71.18,0.95,260.85,34.94,740.49,,21.12,0.0
2022-03-13 01:00:00,2022-03-13 02:00:00,39.99,70.52,2.13,14.19,16.32,10.52,6.23,1.0,6.11,7.95,,4.71,5.25,,72.91,1.01,249.27,34.94,740.28,,20.66,0.0
2022-03-13 02:00:00,2022-03-13 03:00:00,38.5,70.73,3.48,14.62,18.1,14.71,7.14,1.05,4.08,7.64,,2.55,4.08,,74.57,1.01,291.78,34.94,739.83,,20.18,0.0
2022-03-13 03:00:00,2022-03-13 04:00:00,37.68,65.27,2.62,15.81,18.43,9.34,6.54,1.04,8.21,7.84,,2.78,4.31,,76.24,1.02,252.69,34.94,739.51,,19.7,0.0
2022-03-13 04:00:00,2022-03-13 05:00:00,41.24,68.31,2.44,13.32,15.76,10.61,6.44,1.07,5.83,8.13,,3.02,4.47,,78.9,0.68,225.13,34.94,739.53,,19.08,0.0
2022-03-13 05:00:00,2022-03-13 06:00:00,39.62,63.61,3.84,14.16,18.0,14.69,7.12,1.12,4.02,9.11,,2.22,3.78,,81.19,0.95,299.45,34.94,739.8,,18.7,0.0
2022-03-13 06:00:00,2022-03-13 07:00:00,37.94,66.8,3.45,20.43,23.88,10.64,7.36,1.06,10.45,9.0,,2.03,3.76,,82.59,0.72,274.85,34.94,740.35,,18.46,0.0
2022-03-13 07:00:00,2022-03-13 08:00:00,42.94,72.85,3.17,13.97,17.15,13.16,6.64,1.1,5.71,9.98,,2.24,4.07,,79.39,0.98,304.25,34.94,741.06,,19.45,0.0
2022-03-13 08:00:00,2022-03-13 09:00:00,41.34,74.75,4.29,13.97,18.25,17.66,7.27,1.12,4.26,7.41,,2.1,3.89,,73.2,1.35,284.19,34.94,741.8,,21.36,0.0
2022-03-13 09:00:00,2022-03-13 10:00:00,46.45,74.93,2.68,13.46,16.15,10.02,6.78,1.07,12.57,7.12,,1.92,3.76,,68.18,1.46,272.38,34.94,742.25,,23.48,0.0
2022-03-13 10:00:00,2022-03-13 11:00:00,46.31,75.85,2.04,11.79,13.84,11.57,6.63,1.05,7.67,6.89,,2.16,3.47,,58.52,1.2,230.87,34.94,742.47,,26.2,0.0
2022-03-13 11:00:00,2022-03-13 12:00:00,42.86,75.19,3.7,11.74,15.43,17.53,7.9,1.07,5.85,5.98,,2.0,3.05,,54.18,1.28,256.39,34.94,742.34,,27.95,0.0
2022-03-13 12:00:00,2022-03-13 13:00:00,40.14,72.69,1.74,10.94,12.67,10.35,8.18,1.02,38.01,4.42,,2.08,3.32,,53.28,1.19,211.81,34.94,741.82,,29.71,0.0
2022-03-13 13:00:00,2022-03-13 14:00:00,44.2,74.47,1.67,9.68,11.35,10.89,6.71,1.0,15.15,5.19,,1.93,2.68,,48.31,1.4,253.7,34.94,741.14,,30.89,0.0
2022-03-13 14:00:00,2022-03-13 15:00:00,35.3,62.5,3.42,10.39,13.81,17.72,8.0,0.99,9.43,3.09,,1.39,2.59,,44.83,1.9,290.62,34.94,740.49,,31.36,0.0
2022-03-13 15:00:00,2022-03-13 16:00:00,24.49,51.54,1.41,9.86,11.27,10.6,7.94,0.85,62.64,1.46,,1.77,2.32,,44.72,1.6,277.5,34.95,740.14,,31.69,0.01
2022-03-13 16:00:00,2022-03-13 17:00:00,29.41,56.12,1.44,8.44,9.88,9.62,6.59,0.82,24.02,2.89,,1.63,3.0,,41.0,1.77,299.55,34.97,739.85,,31.45,0.03
2022-03-13 17:00:00,2022-03-13 18:00:00,17.78,50.89,3.01,8.87,11.87,15.13,7.52,0.8,8.25,1.13,,1.44,3.55,,43.68,1.59,314.29,34.98,739.9,,30.01,0.01
2022-03-13 18:00:00,2022-03-13 19:00:00,18.29,55.97,1.41,18.17,19.57,10.17,9.57,0.87,86.67,1.46,,1.57,5.54,,50.63,1.08,305.6,34.98,740.16,,27.75,0.0
2022-03-13 19:00:00,2022-03-13 20:00:00,29.9,74.64,1.52,12.6,14.12,9.01,6.17,0.93,12.82,5.23,,3.68,9.65,,54.22,1.16,307.4,34.98,740.54,,26.81,0.0
2022-03-13 20:00:00,2022-03-13 21:00:00,35.77,85.69,3.29,13.96,17.26,13.61,6.88,1.09,4.4,6.76,,3.38,9.76,,59.71,0.6,203.51,34.98,740.95,,25.39,0.0
2022-03-13 21:00:00,2022-03-13 22:00:00,40.05,90.7,1.99,20.5,22.48,10.39,8.45,1.19,53.72,4.94,,2.49,7.13,,62.59,1.09,303.94,34.98,741.12,,24.55,0.0
2022-03-13 22:00:00,2022-03-13 23:00:00,40.01,80.36,2.66,13.97,16.62,13.16,6.62,1.22,9.92,7.44,,2.18,5.42,,65.0,0.99,296.68,34.98,741.09,,23.9,0.0
2022-03-13 23:00:00,2022-03-14 00:00:00,45.23,82.91,3.91,13.25,17.17,17.38,7.13,1.32,4.2,7.12,,1.9,5.12,,66.69,1.01,306.74,34.98,740.97,,23.32,0.0
2022-03-14 00:00:00,2022-03-14 01:00:00,41.3,76.74,2.44,15.87,18.32,11.29,7.88,1.26,39.59,6.49,,1.81,4.61,,69.12,0.83,299.19,34.98,740.66,,22.52,0.0
2022-03-14 01:00:00,2022-03-14 02:00:00,49.28,77.16,3.04,11.41,14.45,14.75,6.64,1.3,7.06,8.57,,1.79,3.93,,71.55,0.97,299.44,34.98,740.38,,21.75,0.0
2022-03-14 02:00:00,2022-03-14 03:00:00,48.36,82.49,4.36,12.13,16.5,18.89,7.36,1.35,3.77,7.96,,1.62,3.88,,76.0,0.76,182.01,34.98,740.14,,20.98,0.0
2022-03-14 03:00:00,2022-03-14 04:00:00,53.93,87.79,3.14,17.64,20.79,11.88,6.75,1.35,10.03,6.74,,2.41,5.27,,78.47,0.51,225.91,34.98,739.95,,20.86,0.0
2022-03-14 04:00:00,2022-03-14 05:00:00,62.16,96.04,2.78,11.98,14.76,14.86,6.2,1.39,5.34,9.21,,2.96,5.66,,80.49,0.53,178.17,34.98,740.06,,20.48,0.0
2022-03-14 05:00:00,2022-03-14 06:00:00,61.86,97.03,4.51,12.85,17.36,17.96,6.92,1.44,3.16,8.22,,2.9,5.75,,82.54,0.52,228.26,34.98,740.38,,20.12,0.0
2022-03-14 06:00:00,2022-03-14 07:00:00,60.27,95.48,4.94,24.5,29.45,12.29,6.45,1.42,7.38,9.28,,3.19,6.52,,84.2,0.61,199.29,34.98,740.81,,19.64,0.0
2022-03-14 07:00:00,2022-03-14 08:00:00,63.98,103.7,4.24,14.96,19.2,16.7,5.87,1.46,5.53,10.2,,3.43,6.63,,80.39,0.6,208.4,34.98,741.32,,20.7,0.0
2022-03-14 08:00:00,2022-03-14 09:00:00,70.25,118.0,5.27,17.63,22.9,20.16,6.8,1.57,3.64,10.13,,3.41,7.22,,67.91,0.41,101.61,34.98,741.89,,24.34,0.0
2022-03-14 09:00:00,2022-03-14 10:00:00,88.53,140.95,3.44,22.69,26.13,10.59,7.03,1.79,12.14,10.91,,4.81,10.18,,55.61,0.93,179.34,34.98,742.26,,27.89,0.0
2022-03-14 10:00:00,2022-03-14 11:00:00,119.91,192.96,2.57,21.86,24.43,13.04,6.99,1.85,8.89,10.69,,5.83,9.59,,52.38,1.02,190.59,34.98,742.36,,29.62,0.0
2022-03-14 11:00:00,2022-03-14 12:00:00,71.61,135.45,4.48,18.9,23.38,18.92,8.0,1.88,5.57,7.63,,6.93,7.89,,48.36,0.83,212.57,34.98,742.09,,32.2,0.0
