From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),AT (degree C),RF (mm)
2021-05-03 06:00:00,2021-05-03 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 07:00:00,2021-05-03 08:00:00,18.0,78.0,1.47,6.98,8.32,1.67,20.88,0.54,9.21,0.08,,0.25,0.34,,87.35,0.19,339.59,61.45,986.5,,,22.82,0.0
2021-05-03 08:00:00,2021-05-03 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 09:00:00,2021-05-03 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 10:00:00,2021-05-03 11:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 11:00:00,2021-05-03 12:00:00,22.47,74.88,6.02,20.16,26.46,9.86,22.16,0.69,14.42,0.11,,0.2,0.29,,79.13,0.33,171.45,100.21,988.0,,,25.57,0.0
2021-05-03 12:00:00,2021-05-03 13:00:00,42.53,101.57,3.33,22.74,25.09,9.14,22.07,0.79,12.1,0.12,,0.16,0.33,,76.87,0.42,157.86,88.73,987.35,,,26.13,0.0
2021-05-03 13:00:00,2021-05-03 14:00:00,46.3,118.94,2.3,11.33,13.37,3.85,22.47,0.77,12.0,0.14,,0.25,0.44,,72.47,0.4,164.35,218.75,986.43,,,27.41,0.0
2021-05-03 14:00:00,2021-05-03 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 15:00:00,2021-05-03 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 16:00:00,2021-05-03 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 17:00:00,2021-05-03 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 18:00:00,2021-05-03 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 19:00:00,2021-05-03 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 20:00:00,2021-05-03 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 21:00:00,2021-05-03 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 22:00:00,2021-05-03 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 23:00:00,2021-05-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 00:00:00,2021-05-04 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 01:00:00,2021-05-04 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 02:00:00,2021-05-04 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 03:00:00,2021-05-04 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 04:00:00,2021-05-04 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 05:00:00,2021-05-04 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 06:00:00,2021-05-04 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 07:00:00,2021-05-04 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 08:00:00,2021-05-04 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 09:00:00,2021-05-04 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 10:00:00,2021-05-04 11:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 11:00:00,2021-05-04 12:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 12:00:00,2021-05-04 13:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 13:00:00,2021-05-04 14:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 14:00:00,2021-05-04 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 15:00:00,2021-05-04 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 16:00:00,2021-05-04 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 17:00:00,2021-05-04 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 18:00:00,2021-05-04 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 19:00:00,2021-05-04 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 20:00:00,2021-05-04 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 21:00:00,2021-05-04 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 22:00:00,2021-05-04 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 23:00:00,2021-05-05 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 00:00:00,2021-05-05 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 01:00:00,2021-05-05 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 02:00:00,2021-05-05 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 03:00:00,2021-05-05 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 04:00:00,2021-05-05 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 05:00:00,2021-05-05 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 06:00:00,2021-05-05 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 07:00:00,2021-05-05 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 08:00:00,2021-05-05 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 09:00:00,2021-05-05 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 10:00:00,2021-05-05 11:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 11:00:00,2021-05-05 12:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 12:00:00,2021-05-05 13:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 13:00:00,2021-05-05 14:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 14:00:00,2021-05-05 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 15:00:00,2021-05-05 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 16:00:00,2021-05-05 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 17:00:00,2021-05-05 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 18:00:00,2021-05-05 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 19:00:00,2021-05-05 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 20:00:00,2021-05-05 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 21:00:00,2021-05-05 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 22:00:00,2021-05-05 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 23:00:00,2021-05-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06 00:00:00,2021-05-06 01:00:00,,,,,,,,,,,,0.24,0.29,,97.39,0.22,211.26,,989.71,,,19.99,0.0
2021-05-06 01:00:00,2021-05-06 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06 02:00:00,2021-05-06 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06 03:00:00,2021-05-06 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06 04:00:00,2021-05-06 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06 05:00:00,2021-05-06 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06 06:00:00,2021-05-06 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06 07:00:00,2021-05-06 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06 08:00:00,2021-05-06 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06 09:00:00,2021-05-06 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06 10:00:00,2021-05-06 11:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06 11:00:00,2021-05-06 12:00:00,,26.47,2.11,8.12,10.23,2.51,21.85,0.37,13.98,0.1,,0.33,0.4,,77.06,0.48,118.53,483.24,991.94,,,26.21,0.0
2021-05-06 12:00:00,2021-05-06 13:00:00,23.33,60.43,2.61,18.48,20.25,7.06,21.94,0.32,15.64,0.17,,0.17,0.25,,70.32,0.44,128.27,458.86,990.87,,,27.78,0.0
2021-05-06 13:00:00,2021-05-06 14:00:00,16.5,33.4,3.18,29.44,30.89,11.72,22.69,0.35,16.88,0.21,,0.12,0.24,,64.09,0.49,144.39,412.99,989.85,,,29.01,0.0
2021-05-06 14:00:00,2021-05-06 15:00:00,22.52,48.11,2.18,13.07,14.8,4.59,22.58,0.32,14.34,0.2,,0.13,0.23,,66.07,0.49,130.27,222.71,989.07,,,28.12,0.0
2021-05-06 15:00:00,2021-05-06 16:00:00,20.83,43.48,2.02,6.77,8.89,1.82,22.77,0.31,13.1,0.28,,0.19,0.27,,68.72,0.44,142.03,168.61,988.37,,,27.79,0.0
2021-05-06 16:00:00,2021-05-06 17:00:00,11.29,35.59,2.02,5.83,8.04,1.51,22.79,0.31,11.7,0.28,,0.25,0.33,,73.48,0.37,120.44,72.78,987.97,,,26.57,0.0
2021-05-06 17:00:00,2021-05-06 18:00:00,17.22,52.94,2.04,5.95,8.18,1.58,22.82,0.33,8.45,0.25,,0.31,0.39,,82.34,0.27,163.03,12.61,988.21,,,24.94,0.0
2021-05-06 18:00:00,2021-05-06 19:00:00,18.38,51.41,2.59,5.67,8.7,1.76,22.93,0.34,7.08,0.22,,0.37,0.46,,91.16,0.23,131.71,,988.9,,,22.94,0.0
2021-05-06 19:00:00,2021-05-06 20:00:00,19.63,62.9,2.79,5.86,9.13,2.0,22.96,0.36,6.66,0.1,,0.38,0.47,,91.16,0.21,222.09,,989.54,,,22.72,0.0
2021-05-06 20:00:00,2021-05-06 21:00:00,20.93,54.17,2.56,6.15,9.07,1.99,22.85,0.39,5.95,0.23,,0.4,0.5,,91.7,0.51,233.13,,989.92,,,22.03,0.0
2021-05-06 21:00:00,2021-05-06 22:00:00,17.95,60.0,2.41,6.85,9.47,2.2,22.73,0.42,4.09,0.21,,0.34,0.45,,93.31,0.48,243.79,,990.21,,,21.64,0.0
2021-05-06 22:00:00,2021-05-06 23:00:00,17.06,66.78,2.41,5.53,8.3,1.66,22.75,0.44,3.21,0.15,,0.38,0.49,,95.8,0.53,241.78,,990.28,,,20.97,0.0
2021-05-06 23:00:00,2021-05-07 00:00:00,13.14,54.2,2.47,4.85,7.78,1.42,22.63,0.43,3.85,0.12,,0.31,0.42,,94.45,0.59,226.51,,990.27,,,21.17,0.0
2021-05-07 00:00:00,2021-05-07 01:00:00,17.0,44.12,2.36,3.71,6.61,0.95,22.46,0.4,3.58,0.2,,0.36,0.47,,94.61,0.3,241.58,,989.83,,,20.98,0.0
2021-05-07 01:00:00,2021-05-07 02:00:00,15.15,38.87,2.29,3.4,6.22,0.73,22.55,0.36,3.9,0.16,,0.4,0.51,,94.81,0.32,226.0,,989.45,,,21.01,0.0
2021-05-07 02:00:00,2021-05-07 03:00:00,12.79,39.41,2.48,3.34,6.44,0.82,22.56,0.35,3.63,0.19,,0.37,0.47,,94.84,0.41,237.18,,989.4,,,21.07,0.0
2021-05-07 03:00:00,2021-05-07 04:00:00,10.07,39.78,2.5,3.44,6.54,0.9,22.67,0.32,3.5,0.24,,0.39,0.48,,95.28,0.27,209.32,,989.48,,,20.81,0.0
2021-05-07 04:00:00,2021-05-07 05:00:00,15.4,39.46,2.47,2.88,6.03,0.78,22.66,0.29,3.86,0.19,,0.43,0.53,,97.27,0.21,160.95,4.93,989.79,,,20.11,0.0
2021-05-07 05:00:00,2021-05-07 06:00:00,14.14,46.25,2.93,3.19,6.93,0.94,22.63,0.28,3.59,0.21,,0.44,0.55,,96.87,0.19,175.61,33.27,990.51,,,20.7,0.0
2021-05-07 06:00:00,2021-05-07 07:00:00,9.23,43.43,3.52,4.17,8.59,1.72,22.66,0.29,3.22,0.3,,0.45,0.56,,92.22,0.24,193.69,70.02,991.56,,,22.04,0.0
2021-05-07 07:00:00,2021-05-07 08:00:00,11.64,65.69,3.61,5.64,10.09,2.62,22.73,0.31,3.63,0.2,,0.44,0.56,,85.62,0.2,173.25,53.38,992.33,,,23.19,0.0
2021-05-07 08:00:00,2021-05-07 09:00:00,28.8,125.0,3.7,7.95,12.29,3.52,22.85,0.35,4.07,0.14,,0.45,0.58,,87.08,0.76,221.12,51.59,992.88,,,23.02,0.06
2021-05-07 09:00:00,2021-05-07 10:00:00,37.77,132.81,2.78,6.84,10.0,2.43,22.77,0.34,4.96,0.17,,0.32,0.43,,93.84,0.45,230.08,72.03,992.94,,,22.0,0.03
2021-05-07 10:00:00,2021-05-07 11:00:00,25.31,46.7,3.85,10.4,14.69,4.4,22.78,0.37,6.35,0.21,,0.34,0.47,,93.68,0.72,208.54,54.61,992.92,,,22.16,0.03
2021-05-07 11:00:00,2021-05-07 12:00:00,20.95,33.7,5.74,14.57,21.04,7.43,22.54,0.39,8.89,0.23,,0.3,0.41,,93.15,0.56,198.66,125.79,992.51,,,22.14,0.03
2021-05-07 12:00:00,2021-05-07 13:00:00,9.61,27.11,5.74,16.19,22.52,7.95,22.68,0.38,6.77,0.23,,0.38,0.51,,88.21,0.4,150.98,372.42,991.07,,,24.03,0.0
2021-05-07 13:00:00,2021-05-07 14:00:00,11.6,24.66,2.7,8.95,11.77,3.26,22.94,0.36,12.67,0.21,,0.38,0.51,,71.59,0.56,144.93,565.83,989.85,,,27.28,0.0
2021-05-07 14:00:00,2021-05-07 15:00:00,11.06,23.66,2.26,6.06,8.57,1.78,22.83,0.34,18.27,0.12,,0.34,0.44,,66.28,0.89,150.22,386.82,988.96,,,28.09,0.0
2021-05-07 15:00:00,2021-05-07 16:00:00,9.02,29.47,2.38,5.86,8.54,1.67,23.05,0.32,11.04,0.07,,0.36,0.46,,68.02,0.52,144.16,204.0,988.38,,,28.16,0.0
2021-05-07 16:00:00,2021-05-07 17:00:00,7.03,31.91,2.31,5.65,8.27,1.72,23.24,0.32,9.07,0.05,,0.41,0.51,,67.5,0.41,144.77,140.67,988.15,,,28.58,0.0
2021-05-07 17:00:00,2021-05-07 18:00:00,7.83,22.82,2.35,4.38,7.19,1.22,23.38,0.32,4.25,0.06,,0.46,0.57,,81.57,0.25,158.55,13.21,988.18,,,25.58,0.0
2021-05-07 18:00:00,2021-05-07 19:00:00,7.07,29.04,2.3,4.01,6.79,1.03,23.33,0.31,4.58,0.18,,0.49,0.6,,90.58,0.23,149.35,0.02,988.7,,,23.25,0.0
2021-05-07 19:00:00,2021-05-07 20:00:00,9.5,39.63,2.35,4.43,7.25,1.16,23.41,0.33,4.57,0.04,,0.47,0.59,,93.56,0.14,194.13,,989.75,,,22.6,0.0
2021-05-07 20:00:00,2021-05-07 21:00:00,12.58,48.87,2.68,4.91,8.1,1.53,23.41,0.37,4.26,0.13,,0.45,0.58,,95.01,0.2,173.05,,990.44,,,22.25,0.0
2021-05-07 21:00:00,2021-05-07 22:00:00,21.05,59.98,2.96,4.79,8.41,1.7,23.23,0.4,3.88,0.18,,0.43,0.58,,95.79,0.21,221.16,,990.84,,,22.0,0.0
2021-05-07 22:00:00,2021-05-07 23:00:00,16.85,51.51,2.92,5.57,9.03,1.98,23.31,0.43,3.01,0.23,,0.41,0.56,,95.22,0.28,194.96,,990.72,,,22.22,0.0
2021-05-07 23:00:00,2021-05-08 00:00:00,19.31,62.53,3.09,5.25,8.99,1.94,23.18,0.45,2.73,0.08,,0.4,0.56,,95.86,0.34,218.91,,990.27,,,22.0,0.0
2021-05-08 00:00:00,2021-05-08 01:00:00,20.24,49.07,3.01,4.7,8.4,1.89,23.19,0.44,7.97,0.23,,0.36,0.5,,96.06,0.47,189.59,,990.02,,,21.8,0.0
2021-05-08 01:00:00,2021-05-08 02:00:00,13.4,40.56,3.11,3.48,7.46,1.36,23.24,0.41,2.21,0.16,,0.4,0.55,,96.26,0.22,187.17,,989.58,,,21.66,0.0
2021-05-08 02:00:00,2021-05-08 03:00:00,13.72,35.97,2.65,3.31,6.64,0.92,23.07,0.38,2.65,0.28,,0.39,0.52,,96.57,0.85,238.39,,989.7,,,21.45,0.03
2021-05-08 03:00:00,2021-05-08 04:00:00,13.07,36.48,2.21,2.99,5.72,0.52,23.05,0.34,4.21,0.2,,0.3,0.4,,97.02,0.45,201.82,,989.75,,,21.19,0.01
2021-05-08 04:00:00,2021-05-08 05:00:00,12.07,26.36,2.52,3.0,6.16,0.84,23.05,0.31,3.18,0.14,,0.38,0.49,,98.13,0.23,172.21,8.83,989.34,,,20.93,0.0
2021-05-08 05:00:00,2021-05-08 06:00:00,9.99,28.57,2.73,3.82,7.23,1.18,22.88,0.3,2.4,0.05,,0.37,0.47,,98.05,0.4,217.29,56.44,990.0,,,21.24,0.0
2021-05-08 06:00:00,2021-05-08 07:00:00,8.94,27.19,3.33,5.4,9.47,2.15,23.0,0.3,4.36,0.12,,0.33,0.43,,93.21,0.52,160.61,156.32,991.01,,,22.53,0.0
2021-05-08 07:00:00,2021-05-08 08:00:00,9.0,36.77,3.18,6.0,9.8,2.38,22.93,0.31,5.81,0.16,,0.35,0.45,,83.82,0.6,142.77,288.31,991.64,,,25.11,0.0
2021-05-08 08:00:00,2021-05-08 09:00:00,10.87,38.97,2.77,6.36,9.55,2.15,23.12,0.32,12.47,0.0,,0.3,0.4,,79.76,0.85,153.25,223.13,991.96,,,25.8,0.0
2021-05-08 09:00:00,2021-05-08 10:00:00,14.48,49.1,2.9,6.86,10.18,2.51,23.09,0.32,12.37,0.06,,0.28,0.36,,78.36,0.79,153.81,205.57,992.02,,,26.26,0.0
2021-05-08 10:00:00,2021-05-08 11:00:00,13.15,52.18,3.19,6.39,10.18,2.4,23.2,0.34,12.77,0.0,,0.32,0.42,,74.78,0.81,152.08,323.51,991.53,,,27.41,0.0
2021-05-08 11:00:00,2021-05-08 12:00:00,13.0,53.98,2.42,5.16,7.99,1.65,23.3,0.34,13.24,0.0,,0.31,0.4,,70.14,0.78,185.88,251.6,990.64,,,28.02,0.0
2021-05-08 12:00:00,2021-05-08 13:00:00,9.3,35.05,3.07,9.92,13.18,3.86,22.96,0.34,22.13,0.03,,0.32,0.43,,70.5,0.93,157.99,290.64,989.5,,,27.82,0.0
2021-05-08 13:00:00,2021-05-08 14:00:00,21.28,79.39,2.29,9.18,11.42,3.09,21.51,0.34,26.12,0.23,,0.13,0.23,,69.68,0.93,171.46,251.85,988.53,,,28.02,0.0
2021-05-08 14:00:00,2021-05-08 15:00:00,21.33,68.02,2.0,6.01,8.18,1.42,20.95,0.34,22.26,0.2,,0.21,0.29,,69.8,0.61,194.21,281.21,987.6,,,28.62,0.0
2021-05-08 15:00:00,2021-05-08 16:00:00,12.54,50.55,2.35,7.34,9.86,2.2,20.92,0.33,25.74,0.17,,0.27,0.33,,69.91,0.66,167.69,143.71,986.85,,,28.28,0.0
2021-05-08 16:00:00,2021-05-08 17:00:00,11.85,83.45,2.26,7.21,9.62,1.96,20.69,0.33,22.34,0.23,,0.27,0.32,,70.76,0.29,160.44,75.94,986.43,,,28.12,0.0
2021-05-08 17:00:00,2021-05-08 18:00:00,9.1,48.56,2.13,3.83,6.38,0.88,20.65,0.31,14.38,0.24,,0.3,0.35,,82.02,0.2,173.92,14.15,986.72,,,26.34,0.0
2021-05-08 18:00:00,2021-05-08 19:00:00,9.64,41.44,5.48,11.26,17.69,5.68,20.73,0.33,9.13,0.19,,0.36,0.44,,89.61,0.25,140.59,0.04,987.05,,,24.13,0.0
2021-05-08 19:00:00,2021-05-08 20:00:00,16.23,79.09,5.7,10.39,17.21,5.38,20.82,0.36,7.61,0.07,,0.36,0.45,,93.59,0.22,155.02,,987.79,,,22.97,0.0
2021-05-08 20:00:00,2021-05-08 21:00:00,13.25,81.02,2.92,6.64,10.01,2.23,20.66,0.39,6.18,0.03,,0.41,0.48,,95.69,0.21,245.37,,988.25,,,22.19,0.0
2021-05-08 21:00:00,2021-05-08 22:00:00,16.72,61.45,2.53,6.08,8.96,1.72,20.64,0.42,6.66,0.05,,0.38,0.45,,95.6,0.33,221.78,,988.43,,,21.87,0.0
2021-05-08 22:00:00,2021-05-08 23:00:00,8.31,58.14,2.51,5.77,8.65,1.69,20.71,0.44,6.97,0.05,,0.36,0.44,,95.93,0.72,233.27,,988.41,,,21.58,0.0
2021-05-08 23:00:00,2021-05-09 00:00:00,8.91,52.13,2.4,5.85,8.59,1.52,20.8,0.44,5.17,0.05,,0.36,0.45,,96.97,0.56,217.56,,988.1,,,21.17,0.0
2021-05-09 00:00:00,2021-05-09 01:00:00,8.0,41.42,2.27,3.47,6.27,0.67,20.58,0.41,6.5,0.11,,0.38,0.45,,96.27,0.73,247.4,,987.45,,,20.61,0.0
2021-05-09 01:00:00,2021-05-09 02:00:00,5.16,39.77,2.19,3.17,5.88,0.48,20.67,0.37,6.63,0.08,,0.42,0.47,,96.43,0.61,239.84,,987.13,,,20.2,0.0
2021-05-09 02:00:00,2021-05-09 03:00:00,4.02,35.57,2.05,3.19,5.71,0.31,20.78,0.34,5.41,0.22,,0.4,0.45,,96.32,0.43,273.2,,987.18,,,20.01,0.0
2021-05-09 03:00:00,2021-05-09 04:00:00,4.87,33.53,2.08,2.66,5.25,0.15,20.62,0.31,6.81,0.16,,0.46,0.49,,95.27,0.45,227.76,,987.23,,,20.15,0.0
2021-05-09 04:00:00,2021-05-09 05:00:00,2.17,32.03,2.04,2.73,5.27,0.15,20.5,0.29,7.22,0.24,,0.51,0.52,,94.12,0.51,265.65,2.78,987.41,,,20.3,0.0
2021-05-09 05:00:00,2021-05-09 06:00:00,0.59,30.1,2.32,3.7,6.53,0.64,20.69,0.28,6.48,0.21,,0.47,0.49,,92.74,0.38,217.89,33.26,988.11,,,20.95,0.0
2021-05-09 06:00:00,2021-05-09 07:00:00,5.58,36.92,4.51,7.41,12.91,3.44,20.93,0.28,6.39,0.18,,0.44,0.48,,87.41,0.44,195.72,119.08,988.74,,,22.49,0.0
2021-05-09 07:00:00,2021-05-09 08:00:00,9.56,91.5,3.5,6.12,10.32,2.62,21.01,0.29,7.58,0.17,,0.48,0.53,,79.79,0.42,201.57,261.14,989.37,,,24.91,0.0
2021-05-09 08:00:00,2021-05-09 09:00:00,8.15,77.27,3.07,6.78,10.36,2.32,20.99,0.3,12.71,0.17,,0.47,0.54,,65.38,0.39,149.81,479.17,989.49,,,28.93,0.0
2021-05-09 09:00:00,2021-05-09 10:00:00,11.55,69.11,2.0,4.75,7.05,0.91,21.05,0.3,17.62,0.13,,0.53,0.55,,54.52,0.51,123.21,679.03,989.08,,,31.57,0.0
2021-05-09 10:00:00,2021-05-09 11:00:00,6.36,36.93,2.04,4.0,6.4,0.71,21.16,0.28,19.01,0.2,,0.51,0.53,,53.99,0.43,120.26,524.94,988.29,,,32.26,0.0
2021-05-09 11:00:00,2021-05-09 12:00:00,13.25,52.04,2.33,5.77,8.41,1.52,21.11,0.3,22.76,0.16,,0.4,0.43,,51.41,0.71,138.13,679.31,987.34,,,32.55,0.0
2021-05-09 12:00:00,2021-05-09 13:00:00,10.36,44.16,1.91,4.24,6.48,0.66,20.93,0.29,20.25,0.2,,0.38,0.4,,48.1,0.64,135.36,717.85,986.31,,,34.19,0.0
2021-05-09 13:00:00,2021-05-09 14:00:00,5.29,38.53,2.19,6.48,8.8,1.7,20.99,0.29,25.27,0.21,,0.36,0.38,,51.21,0.99,138.74,245.6,985.03,,,32.45,0.0
2021-05-09 14:00:00,2021-05-09 15:00:00,4.08,48.13,1.93,5.06,7.23,1.0,20.87,0.28,18.8,0.2,,0.37,0.4,,48.93,0.4,172.59,294.27,983.99,,,33.26,0.0
2021-05-09 15:00:00,2021-05-09 16:00:00,8.65,43.46,1.88,4.16,6.33,0.57,20.84,0.26,15.24,0.19,,0.41,0.42,,51.6,0.35,160.84,146.71,983.12,,,33.27,0.0
2021-05-09 16:00:00,2021-05-09 17:00:00,7.96,43.27,2.03,5.61,7.83,1.26,20.95,0.26,18.96,0.14,,0.35,0.38,,63.64,0.47,201.43,26.47,983.28,,,29.73,0.0
2021-05-09 17:00:00,2021-05-09 18:00:00,10.79,73.38,2.06,6.55,8.75,1.73,20.75,0.27,17.49,0.21,,0.3,0.36,,68.44,0.31,168.78,4.13,983.75,,,27.46,0.0
2021-05-09 18:00:00,2021-05-09 19:00:00,12.86,68.08,2.02,5.75,7.98,1.3,20.7,0.29,12.57,0.2,,0.33,0.38,,79.47,0.3,176.59,,984.15,,,25.62,0.0
2021-05-09 19:00:00,2021-05-09 20:00:00,19.19,99.06,2.04,6.02,8.23,1.55,20.82,0.3,10.69,0.2,,0.34,0.39,,84.08,0.43,177.24,,984.86,,,24.57,0.0
2021-05-09 20:00:00,2021-05-09 21:00:00,21.83,80.77,2.09,5.55,7.87,1.3,20.69,0.33,9.24,0.14,,0.35,0.39,,88.71,0.32,163.86,,985.58,,,23.51,0.0
2021-05-09 21:00:00,2021-05-09 22:00:00,14.55,83.0,2.08,5.55,7.88,1.21,20.73,0.34,8.95,0.09,,0.34,0.4,,90.15,0.5,230.23,,985.86,,,22.93,0.0
2021-05-09 22:00:00,2021-05-09 23:00:00,20.19,74.98,2.11,4.73,7.17,0.9,20.63,0.36,7.46,0.04,,0.35,0.4,,91.42,0.36,212.91,,985.77,,,22.46,0.0
2021-05-09 23:00:00,2021-05-10 00:00:00,18.29,62.98,2.07,4.07,6.52,0.63,20.73,0.35,9.09,0.13,,0.4,0.45,,89.89,0.6,233.21,,985.46,,,22.55,0.0
2021-05-10 00:00:00,2021-05-10 01:00:00,11.0,51.96,2.09,3.31,5.87,0.4,20.98,0.32,12.81,0.18,,0.41,0.44,,90.66,0.75,206.26,,985.05,,,22.41,0.06
2021-05-10 01:00:00,2021-05-10 02:00:00,16.56,48.58,1.88,2.95,5.24,0.12,20.6,0.29,11.86,0.2,,0.42,0.43,,94.21,0.81,211.67,,984.66,,,21.68,0.1
2021-05-10 02:00:00,2021-05-10 03:00:00,6.67,43.78,1.83,2.86,5.07,0.19,21.31,0.25,18.59,0.21,,0.35,0.36,,95.94,0.71,169.91,,984.86,,,20.65,0.09
2021-05-10 03:00:00,2021-05-10 04:00:00,9.71,22.98,1.85,3.01,5.29,0.17,21.51,0.23,18.03,0.19,,0.32,0.33,,96.44,0.62,153.67,,985.17,,,20.71,0.0
2021-05-10 04:00:00,2021-05-10 05:00:00,7.22,28.46,1.92,2.83,5.22,0.17,21.08,0.23,13.18,0.15,,0.39,0.39,,97.05,0.3,140.25,2.19,985.19,,,20.74,0.0
2021-05-10 05:00:00,2021-05-10 06:00:00,7.93,54.85,1.85,3.33,5.56,0.25,20.91,0.22,11.77,0.18,,0.38,0.38,,97.42,0.61,161.09,17.14,985.94,,,20.88,0.09
2021-05-10 06:00:00,2021-05-10 07:00:00,12.27,53.23,1.83,2.95,5.18,0.21,21.0,0.23,9.46,0.16,,0.44,0.44,,97.18,0.41,118.52,76.33,987.06,,,21.33,0.0
2021-05-10 07:00:00,2021-05-10 08:00:00,17.93,52.02,1.84,3.26,5.47,0.34,21.03,0.25,11.93,0.18,,0.41,0.4,,93.77,0.42,136.66,89.36,988.09,,,22.24,0.02
