From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),AT (degree C),RF (mm)
2022-05-15 06:00:00,2022-05-15 07:00:00,77.5,152.75,1.15,6.32,4.3,12.57,12.4,0.81,63.2,,,,,,,74.5,2.75,292.25,32.5,733.25,,,31.25,0.0
2022-05-15 07:00:00,2022-05-15 08:00:00,73.25,153.75,1.48,5.55,4.17,12.05,12.55,0.81,63.15,,,,,,,72.75,3.23,294.0,83.25,734.0,,,31.7,0.0
2022-05-15 08:00:00,2022-05-15 09:00:00,63.75,150.75,1.02,4.5,3.22,11.8,11.8,0.74,71.03,,,,,,,70.5,3.45,294.75,110.0,734.0,,,32.58,0.0
2022-05-15 09:00:00,2022-05-15 10:00:00,59.0,152.25,0.93,4.2,2.98,11.72,9.42,0.79,84.17,,,,,,,66.25,3.02,291.25,124.5,734.0,,,33.92,0.0
2022-05-15 10:00:00,2022-05-15 11:00:00,56.75,150.25,1.2,4.38,3.3,12.08,9.5,0.8,109.95,,,,,,,62.5,2.9,274.25,266.0,734.75,,,35.15,0.0
2022-05-15 11:00:00,2022-05-15 12:00:00,61.5,155.5,1.05,5.2,3.6,12.2,13.12,0.83,142.18,,,,,,,57.5,2.58,272.5,307.0,734.0,,,36.7,0.0
2022-05-15 12:00:00,2022-05-15 13:00:00,67.75,169.75,0.7,5.7,3.58,12.93,23.65,0.85,178.88,,,,,,,51.0,1.8,276.75,321.75,734.0,,,38.62,0.0
2022-05-15 13:00:00,2022-05-15 14:00:00,62.25,171.0,0.98,5.55,3.75,13.75,27.27,0.86,196.05,,,,,,,47.25,1.58,249.25,312.5,733.0,,,40.12,0.0
2022-05-15 14:00:00,2022-05-15 15:00:00,58.0,172.5,0.93,5.9,3.92,14.88,29.22,0.84,,,,,,,,43.25,1.25,224.25,279.0,732.25,,,41.65,0.0
2022-05-15 15:00:00,2022-05-15 16:00:00,62.0,185.5,0.85,6.03,3.88,15.95,29.97,0.92,,,,,,,,42.5,1.1,176.75,217.0,731.5,,,42.15,0.0
2022-05-15 16:00:00,2022-05-15 17:00:00,64.5,185.5,0.9,6.65,4.25,17.25,33.88,0.87,,,,,,,,42.0,0.93,261.25,146.0,731.0,,,41.95,0.0
2022-05-15 17:00:00,2022-05-15 18:00:00,63.25,198.5,1.05,7.9,5.1,17.12,31.2,1.39,,,,,,,,41.25,0.65,239.75,70.5,731.0,,,41.42,0.0
2022-05-15 18:00:00,2022-05-15 19:00:00,67.5,242.75,1.1,13.25,7.95,17.45,33.67,1.35,181.88,,,,,,,48.75,0.9,279.75,19.5,731.0,,,39.15,0.0
2022-05-15 19:00:00,2022-05-15 20:00:00,82.25,390.5,2.3,35.5,20.75,15.9,27.23,2.88,78.08,,,,,,,58.75,0.33,310.25,11.0,731.0,,,36.15,0.0
2022-05-15 20:00:00,2022-05-15 21:00:00,95.5,613.5,1.82,27.8,16.23,16.93,25.12,1.97,72.82,,,,,,,62.25,0.38,272.75,11.0,731.5,,,34.95,0.0
2022-05-15 21:00:00,2022-05-15 22:00:00,98.25,421.5,1.0,15.95,9.28,16.33,22.3,1.71,58.35,,,,,,,67.5,0.33,276.25,11.0,732.0,,,33.65,0.0
2022-05-15 22:00:00,2022-05-15 23:00:00,100.5,293.25,0.72,14.33,8.2,15.47,21.3,1.51,67.25,,,,,,,65.75,0.43,282.75,11.0,732.25,,,33.75,0.0
2022-05-15 23:00:00,2022-05-16 00:00:00,95.5,244.25,1.18,14.2,8.5,14.88,20.62,1.31,67.83,,,,,,,65.5,1.0,292.5,11.0,732.5,,,33.5,0.0
2022-05-16 00:00:00,2022-05-16 01:00:00,89.5,226.75,0.9,9.9,6.02,14.2,18.1,0.67,104.83,,,,,,,61.5,1.85,289.0,11.0,732.0,,,34.62,0.0
2022-05-16 01:00:00,2022-05-16 02:00:00,73.25,184.0,0.95,8.82,5.47,11.78,18.38,0.49,91.15,,,,,,,61.25,1.93,283.25,11.0,732.0,,,34.62,0.0
2022-05-16 02:00:00,2022-05-16 03:00:00,64.5,163.75,1.3,6.7,4.7,16.2,19.3,0.5,102.33,,,,,,,64.75,2.1,286.0,11.0,731.25,,,33.83,0.0
2022-05-16 03:00:00,2022-05-16 04:00:00,61.5,153.75,0.9,6.05,3.92,15.88,12.03,0.48,104.75,,,,,,,67.75,2.27,261.75,11.0,731.0,,,33.08,0.0
2022-05-16 04:00:00,2022-05-16 05:00:00,58.75,143.75,1.07,4.62,3.3,14.15,5.55,0.4,99.57,,,,,,,69.0,2.08,283.5,11.0,731.25,,,32.77,0.0
2022-05-16 05:00:00,2022-05-16 06:00:00,63.5,145.25,0.78,5.25,3.45,13.17,4.12,0.41,92.95,,,,,,,70.0,2.17,290.0,12.0,732.0,,,32.52,0.0
2022-05-16 06:00:00,2022-05-16 07:00:00,65.75,155.75,1.08,6.15,4.15,12.72,6.67,0.52,86.72,,,,,,,69.25,2.55,281.5,34.5,732.5,,,32.65,0.0
2022-05-16 07:00:00,2022-05-16 08:00:00,77.75,177.0,0.95,5.72,3.82,12.75,5.47,0.57,79.7,,,,,,,69.0,3.2,289.25,83.0,733.0,,,33.0,0.0
2022-05-16 08:00:00,2022-05-16 09:00:00,79.25,202.75,0.9,5.35,3.55,12.65,3.67,0.6,76.3,,,,,,,68.5,3.15,295.25,111.75,733.25,,,33.77,0.0
2022-05-16 09:00:00,2022-05-16 10:00:00,76.5,191.0,0.98,5.32,3.62,13.73,11.7,0.61,98.47,,,,,,,64.0,2.18,285.75,143.0,734.0,,,35.4,0.0
2022-05-16 10:00:00,2022-05-16 11:00:00,76.0,194.25,1.35,5.0,3.75,14.35,14.35,0.58,121.15,,,,,,,60.75,2.1,277.25,201.0,734.0,,,36.2,0.0
2022-05-16 11:00:00,2022-05-16 12:00:00,80.5,196.25,1.27,5.55,4.0,14.53,14.93,0.61,137.78,,,,,,,60.75,2.78,259.5,152.75,733.5,,,36.23,0.0
2022-05-16 12:00:00,2022-05-16 13:00:00,83.75,199.25,1.18,5.05,3.62,14.35,10.67,0.57,134.4,,,,,,,64.0,2.92,269.5,108.75,733.0,,,35.92,0.0
2022-05-16 13:00:00,2022-05-16 14:00:00,79.0,194.25,0.95,5.2,3.58,14.4,9.8,0.62,141.1,,,,,,,60.25,2.55,283.75,269.5,732.5,,,37.12,0.0
2022-05-16 14:00:00,2022-05-16 15:00:00,75.75,192.5,1.1,5.7,3.92,15.93,13.88,0.67,163.38,,,,,,,54.25,1.57,188.5,228.5,731.75,,,39.33,0.0
2022-05-16 15:00:00,2022-05-16 16:00:00,77.75,216.25,0.9,6.98,4.45,17.98,17.45,0.7,179.62,,,,,,,54.25,1.4,245.0,139.5,730.5,,,39.05,0.0
2022-05-16 16:00:00,2022-05-16 17:00:00,84.0,247.75,0.98,7.55,4.8,17.72,20.15,0.77,186.75,,,,,,,45.75,1.18,110.0,126.75,730.0,,,40.05,0.0
2022-05-16 17:00:00,2022-05-16 18:00:00,76.75,322.0,1.15,10.0,6.25,17.02,21.85,0.89,185.38,,,,,,,44.5,0.5,151.25,57.5,729.75,,,39.35,0.0
2022-05-16 18:00:00,2022-05-16 19:00:00,77.25,408.0,1.38,18.35,10.88,17.3,21.7,1.26,125.23,,,,,,,51.5,0.3,317.5,18.0,729.75,,,36.9,0.0
2022-05-16 19:00:00,2022-05-16 20:00:00,95.25,543.25,2.12,30.08,17.73,16.8,17.75,1.93,57.08,,,,,,,61.0,0.38,303.5,11.0,730.5,,,34.42,0.0
2022-05-16 20:00:00,2022-05-16 21:00:00,103.5,661.0,1.1,6.28,4.27,12.65,6.62,0.17,114.52,,,,,,,52.25,6.57,184.5,11.0,732.75,,,31.2,0.0
2022-05-16 21:00:00,2022-05-16 22:00:00,81.0,,1.1,3.25,2.6,10.75,1.9,0.11,120.65,,,,,,,53.5,5.15,215.5,11.0,733.0,,,30.0,0.0
2022-05-16 22:00:00,2022-05-16 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16 23:00:00,2022-05-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 00:00:00,2022-05-17 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 01:00:00,2022-05-17 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 02:00:00,2022-05-17 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 03:00:00,2022-05-17 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 04:00:00,2022-05-17 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 05:00:00,2022-05-17 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 06:00:00,2022-05-17 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 07:00:00,2022-05-17 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 08:00:00,2022-05-17 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 09:00:00,2022-05-17 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 10:00:00,2022-05-17 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 11:00:00,2022-05-17 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 12:00:00,2022-05-17 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 13:00:00,2022-05-17 14:00:00,,,,2.3,0.15,7.0,7.4,0.16,119.4,,,,,,,36.25,1.75,246.25,292.0,733.5,,,38.85,0.0
2022-05-17 14:00:00,2022-05-17 15:00:00,34.0,155.0,0.58,3.1,2.1,8.52,12.3,0.09,173.9,,,,,,,36.5,1.3,225.75,255.25,732.75,,,39.7,0.0
2022-05-17 15:00:00,2022-05-17 16:00:00,33.25,161.0,0.68,4.7,3.05,12.35,16.88,0.48,158.28,,,,,,,37.0,1.0,155.0,181.5,732.0,,,40.4,0.0
2022-05-17 16:00:00,2022-05-17 17:00:00,32.5,181.25,0.72,6.17,3.85,13.93,17.25,0.51,184.2,,,,,,,38.5,0.8,229.0,110.25,731.5,,,39.5,0.0
2022-05-17 17:00:00,2022-05-17 18:00:00,37.5,192.0,0.45,7.25,4.2,14.2,17.07,0.39,181.0,,,,,,,41.0,0.88,148.5,49.25,731.0,,,38.7,0.0
2022-05-17 18:00:00,2022-05-17 19:00:00,41.5,222.75,0.95,10.65,6.45,14.3,15.93,0.78,137.75,,,,,,,47.25,0.78,194.5,20.0,731.75,,,37.12,0.0
2022-05-17 19:00:00,2022-05-17 20:00:00,57.0,334.0,1.62,23.9,14.03,14.7,17.62,1.67,68.85,,,,,,,54.0,0.5,246.25,11.0,732.0,,,35.25,0.0
2022-05-17 20:00:00,2022-05-17 21:00:00,76.25,429.5,1.27,13.1,8.0,14.82,42.08,0.6,114.1,,,,,,,54.25,1.75,242.0,11.0,732.75,,,34.97,0.0
2022-05-17 21:00:00,2022-05-17 22:00:00,59.0,207.75,1.02,8.07,5.15,13.12,16.2,0.46,111.82,,,,,,,55.0,1.82,262.5,11.0,733.25,,,34.42,0.0
2022-05-17 22:00:00,2022-05-17 23:00:00,50.25,167.0,0.62,8.4,5.0,12.42,14.2,0.53,82.7,,,,,,,55.0,1.07,282.75,11.0,734.0,,,33.75,0.0
2022-05-17 23:00:00,2022-05-18 00:00:00,52.0,159.75,1.07,9.07,5.7,11.75,16.6,0.43,63.55,,,,,,,56.75,0.48,302.75,11.0,734.0,,,32.58,0.0
2022-05-18 00:00:00,2022-05-18 01:00:00,56.5,146.5,1.12,9.43,5.95,12.23,16.32,0.6,37.8,,,,,,,65.5,0.38,261.0,11.0,734.0,,,30.45,0.0
2022-05-18 01:00:00,2022-05-18 02:00:00,60.75,142.5,0.7,10.12,5.97,10.67,14.8,0.69,20.25,,,,,,,69.75,0.4,157.0,11.0,734.0,,,29.42,0.0
2022-05-18 02:00:00,2022-05-18 03:00:00,60.0,132.0,1.0,11.1,6.7,13.5,19.4,0.65,25.6,,,,,,,66.0,0.47,224.25,11.0,733.25,,,29.43,0.0
2022-05-18 03:00:00,2022-05-18 04:00:00,60.0,120.5,1.12,11.43,7.0,14.12,19.8,0.69,25.3,,,,,,,64.5,0.5,108.25,11.0,734.0,,,29.2,0.0
2022-05-18 04:00:00,2022-05-18 05:00:00,60.75,117.0,1.1,13.55,8.12,13.75,19.1,0.75,11.88,,,,,,,74.25,0.53,207.5,11.0,734.5,,,27.88,0.0
2022-05-18 05:00:00,2022-05-18 06:00:00,62.75,133.0,1.4,14.12,8.62,13.72,20.18,0.77,6.83,,,,,,,77.5,0.42,159.0,12.75,735.0,,,27.33,0.0
2022-05-18 06:00:00,2022-05-18 07:00:00,69.75,160.75,1.88,15.8,9.93,13.35,32.12,0.99,17.23,,,,,,,71.25,0.73,220.5,37.25,736.0,,,28.73,0.0
2022-05-18 07:00:00,2022-05-18 08:00:00,93.0,208.0,1.25,12.05,7.4,12.4,31.6,0.78,52.5,,,,,,,57.5,0.85,204.5,61.5,736.5,,,31.0,0.0
2022-05-18 08:00:00,2022-05-18 09:00:00,93.0,208.0,,3.1,,6.75,7.9,1.33,54.07,,,,,,,45.67,1.37,271.67,122.33,737.33,,,34.03,0.0
2022-05-18 09:00:00,2022-05-18 10:00:00,50.0,218.0,0.8,5.35,2.02,8.93,13.65,0.23,127.08,,,,,,,39.25,1.62,276.25,132.5,737.5,,,36.35,0.0
2022-05-18 10:00:00,2022-05-18 11:00:00,47.25,197.25,0.9,3.72,2.7,9.55,15.82,,135.35,,,,,,,37.5,3.0,285.5,269.0,737.0,,,36.7,0.0
2022-05-18 11:00:00,2022-05-18 12:00:00,41.5,142.0,0.97,4.27,3.05,9.93,23.6,0.41,172.05,,,,,,,37.75,3.1,262.0,303.75,736.25,,,37.5,0.0
2022-05-18 12:00:00,2022-05-18 13:00:00,47.75,159.0,1.07,3.55,2.73,10.12,14.5,0.36,172.72,,,,,,,36.0,2.23,257.75,321.5,736.0,,,38.75,0.0
2022-05-18 13:00:00,2022-05-18 14:00:00,44.0,147.0,0.9,3.0,2.3,10.7,15.3,0.69,180.1,,,,,,,37.0,2.3,217.0,174.0,736.0,,,39.0,0.0
2022-05-18 14:00:00,2022-05-18 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-18 15:00:00,2022-05-18 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-18 16:00:00,2022-05-18 17:00:00,,,,,0.0,,,,,,,,,,,43.0,1.2,239.0,,734.0,,,36.5,
2022-05-18 17:00:00,2022-05-18 18:00:00,39.75,140.5,0.5,5.7,0.85,4.15,10.43,0.04,113.58,,,,,,,43.25,1.02,250.5,72.25,734.0,,,36.1,0.0
2022-05-18 18:00:00,2022-05-18 19:00:00,27.0,121.0,1.28,8.68,5.67,9.5,9.85,0.72,87.7,,,,,,,50.75,0.45,105.75,19.75,734.0,,,34.33,0.0
2022-05-18 19:00:00,2022-05-18 20:00:00,,,1.57,14.65,9.07,11.0,9.52,,74.02,,,,,,,56.0,0.67,181.0,11.0,734.5,,,32.27,0.0
2022-05-18 20:00:00,2022-05-18 21:00:00,45.0,217.0,1.37,12.4,7.7,12.62,10.4,,57.48,,,,,,,64.75,0.38,107.75,11.0,735.0,,,30.1,0.0
2022-05-18 21:00:00,2022-05-18 22:00:00,46.5,208.5,1.32,10.28,6.52,12.72,12.65,,47.0,,,,,,,69.75,0.38,85.5,11.0,735.0,,,28.75,0.0
2022-05-18 22:00:00,2022-05-18 23:00:00,55.5,189.75,0.8,11.7,6.9,13.15,15.25,,31.93,,,,,,,71.75,0.55,173.0,11.0,735.0,,,28.45,0.0
2022-05-18 23:00:00,2022-05-19 00:00:00,70.5,205.75,1.02,13.68,8.12,13.53,16.1,,23.45,,,,,,,72.5,0.48,93.25,11.0,735.0,,,28.1,0.0
2022-05-19 00:00:00,2022-05-19 01:00:00,75.0,186.5,0.82,14.05,8.12,13.27,11.28,0.98,20.85,,,,,,,75.75,0.43,65.0,10.25,735.0,,,27.12,0.0
2022-05-19 01:00:00,2022-05-19 02:00:00,75.75,165.5,1.25,13.35,8.12,11.28,11.0,1.08,13.25,,,,,,,77.25,0.38,166.0,10.0,735.0,,,26.88,0.0
2022-05-19 02:00:00,2022-05-19 03:00:00,76.5,160.25,0.8,14.7,8.5,15.4,10.8,1.01,9.8,,,,,,,79.5,0.4,152.75,9.0,735.0,,,26.2,0.0
2022-05-19 03:00:00,2022-05-19 04:00:00,71.5,161.25,1.23,16.38,9.68,15.85,12.3,0.9,3.7,,,,,,,80.5,0.4,173.25,9.0,735.0,,,25.82,0.0
2022-05-19 04:00:00,2022-05-19 05:00:00,72.0,167.75,2.55,17.8,11.55,14.43,13.65,0.92,1.62,,,,,,,83.25,0.45,121.5,9.0,735.75,,,25.23,0.0
2022-05-19 05:00:00,2022-05-19 06:00:00,77.75,159.0,5.1,20.58,15.1,13.6,16.68,1.08,2.62,,,,,,,84.75,0.38,89.0,11.5,736.25,,,25.02,0.0
2022-05-19 06:00:00,2022-05-19 07:00:00,81.5,176.0,5.12,20.15,14.9,13.65,18.17,1.36,6.2,,,,,,,83.25,0.35,88.25,35.75,737.0,,,26.43,0.0
2022-05-19 07:00:00,2022-05-19 08:00:00,115.25,245.25,2.52,21.18,13.32,14.9,32.28,1.98,39.98,,,,,,,69.0,0.72,233.0,84.0,737.5,,,30.15,0.0
2022-05-19 08:00:00,2022-05-19 09:00:00,157.75,301.75,1.52,14.35,8.88,12.25,35.52,1.57,97.38,,,,,,,51.0,1.5,270.25,121.5,738.0,,,33.0,0.0
2022-05-19 09:00:00,2022-05-19 10:00:00,88.75,204.5,1.32,5.28,3.88,10.22,28.18,1.27,134.97,,,,,,,41.75,1.38,287.5,127.0,738.0,,,35.45,0.0
2022-05-19 10:00:00,2022-05-19 11:00:00,51.25,148.0,1.35,6.27,4.43,10.25,21.75,1.15,168.38,,,,,,,37.5,1.4,287.5,265.0,738.0,,,37.38,0.0
2022-05-19 11:00:00,2022-05-19 12:00:00,67.0,172.0,0.77,5.27,3.4,10.1,16.53,1.04,192.03,,,,,,,36.67,1.5,274.0,295.0,737.33,,,38.43,0.0
2022-05-19 12:00:00,2022-05-19 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 13:00:00,2022-05-19 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 14:00:00,2022-05-19 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 15:00:00,2022-05-19 16:00:00,67.0,172.0,,,0.0,,21.0,0.09,133.43,,,,,,,32.33,1.0,124.67,199.33,733.33,,,42.33,0.0
2022-05-19 16:00:00,2022-05-19 17:00:00,31.0,222.0,0.73,3.37,1.83,8.0,30.38,4.34,130.7,,,,,,,33.5,1.0,122.75,140.25,733.0,,,41.8,0.0
2022-05-19 17:00:00,2022-05-19 18:00:00,31.0,222.0,1.37,6.67,4.63,12.13,30.25,0.57,138.2,,,,,,,36.33,0.53,114.0,70.67,732.0,,,40.9,0.0
2022-05-19 18:00:00,2022-05-19 19:00:00,51.0,354.0,0.65,14.65,7.72,14.35,9.3,0.8,132.62,,,,,,,44.5,0.57,133.25,19.0,732.0,,,37.9,0.0
2022-05-19 19:00:00,2022-05-19 20:00:00,55.0,369.25,1.9,22.38,13.43,14.48,8.4,0.23,80.5,,,,,,,55.5,0.35,93.75,11.0,732.0,,,34.83,0.0
2022-05-19 20:00:00,2022-05-19 21:00:00,68.5,399.5,1.9,17.32,10.75,13.55,5.97,,58.83,,,,,,,62.0,0.38,93.5,11.0,732.0,,,33.1,0.0
2022-05-19 21:00:00,2022-05-19 22:00:00,74.5,329.5,1.23,12.7,7.75,13.8,4.7,,47.1,,,,,,,66.75,0.35,93.25,11.0,732.0,,,31.78,0.0
2022-05-19 22:00:00,2022-05-19 23:00:00,79.0,251.0,1.15,11.85,7.25,13.43,4.08,1.01,48.52,,,,,,,69.0,0.35,93.0,11.0,732.0,,,31.03,0.0
2022-05-19 23:00:00,2022-05-20 00:00:00,82.5,237.5,1.3,16.62,9.88,13.28,3.02,1.57,26.75,,,,,,,71.0,0.38,93.0,11.0,731.25,,,30.48,0.0
2022-05-20 00:00:00,2022-05-20 01:00:00,93.0,274.0,1.38,24.9,14.32,13.27,10.3,1.34,7.98,,,,,,,73.0,0.3,93.0,10.75,731.0,,,29.95,0.0
2022-05-20 01:00:00,2022-05-20 02:00:00,95.5,282.0,1.32,24.6,14.12,11.98,13.38,1.57,17.95,,,,,,,74.25,0.33,92.75,10.5,731.0,,,29.48,0.0
2022-05-20 02:00:00,2022-05-20 03:00:00,112.25,269.5,1.0,20.0,11.4,16.4,21.2,2.45,19.38,,,,,,,74.0,0.33,91.25,10.25,731.0,,,29.18,0.0
2022-05-20 03:00:00,2022-05-20 04:00:00,139.25,296.0,1.1,15.25,9.03,17.15,30.62,2.44,34.95,,,,,,,71.75,0.45,126.75,10.75,731.0,,,29.43,0.0
2022-05-20 04:00:00,2022-05-20 05:00:00,137.25,300.75,0.97,16.07,9.35,16.12,49.6,2.3,32.2,,,,,,,68.75,1.15,285.75,11.0,732.0,,,30.0,0.0
2022-05-20 05:00:00,2022-05-20 06:00:00,133.25,302.0,1.25,13.32,8.1,14.6,42.35,1.86,42.35,,,,,,,67.75,0.95,289.5,12.5,732.75,,,29.95,0.0
2022-05-20 06:00:00,2022-05-20 07:00:00,125.5,302.25,1.12,12.35,7.5,14.75,34.15,1.97,40.6,,,,,,,67.5,0.9,276.25,31.0,733.25,,,30.38,0.0
2022-05-20 07:00:00,2022-05-20 08:00:00,139.5,334.25,1.05,10.68,6.53,14.33,32.9,1.78,70.5,,,,,,,61.25,1.55,300.75,75.25,734.0,,,32.08,0.0
2022-05-20 08:00:00,2022-05-20 09:00:00,117.25,311.0,0.85,8.62,5.25,13.12,28.18,1.41,111.1,,,,,,,53.0,2.23,301.75,117.75,734.75,,,34.1,0.0
2022-05-20 09:00:00,2022-05-20 10:00:00,91.5,276.0,0.8,5.93,3.8,11.98,21.3,1.08,142.15,,,,,,,48.5,2.48,308.5,131.75,734.75,,,35.95,0.0
2022-05-20 10:00:00,2022-05-20 11:00:00,65.25,249.75,0.62,4.75,3.03,11.85,22.33,1.01,168.7,,,,,,,45.25,2.57,303.25,252.25,734.0,,,37.4,0.0
2022-05-20 11:00:00,2022-05-20 12:00:00,61.25,239.5,1.0,3.95,2.92,12.03,20.38,0.81,186.47,,,,,,,42.5,2.55,303.75,290.5,734.0,,,38.78,0.0
2022-05-20 12:00:00,2022-05-20 13:00:00,55.0,232.0,0.92,4.05,2.92,12.6,21.45,0.72,199.55,,,,,,,39.75,2.0,287.25,304.25,733.0,,,40.15,0.0
2022-05-20 13:00:00,2022-05-20 14:00:00,50.0,236.25,1.1,3.68,2.85,13.33,20.33,0.75,,,,,,,,37.0,1.33,225.25,291.0,732.25,,,41.58,0.0
2022-05-20 14:00:00,2022-05-20 15:00:00,45.75,223.75,1.1,4.0,3.05,15.28,23.65,0.74,,,,,,,,35.0,1.23,165.25,255.5,731.5,,,42.68,0.0
2022-05-20 15:00:00,2022-05-20 16:00:00,51.0,235.5,1.05,3.95,2.97,15.93,23.95,0.91,,,,,,,,35.0,1.27,129.5,203.5,730.25,,,42.62,0.0
2022-05-20 16:00:00,2022-05-20 17:00:00,50.25,263.5,1.43,6.42,4.55,16.77,25.45,1.2,,,,,,,,35.25,0.95,99.0,133.25,729.75,,,42.8,0.0
2022-05-20 17:00:00,2022-05-20 18:00:00,47.5,288.75,1.2,6.9,4.67,16.97,25.43,1.17,196.52,,,,,,,38.25,1.08,148.5,64.25,729.0,,,41.12,0.0
2022-05-20 18:00:00,2022-05-20 19:00:00,46.0,288.0,10.75,16.1,17.3,11.6,,0.0,0.75,,,,,,,50.5,0.45,151.5,15.5,729.0,,,37.95,0.0
2022-05-20 19:00:00,2022-05-20 20:00:00,93.0,523.0,0.6,29.5,12.47,15.95,11.03,1.06,54.1,,,,,,,57.75,0.42,131.75,11.0,729.25,,,35.88,0.0
2022-05-20 20:00:00,2022-05-20 21:00:00,96.25,492.5,1.38,17.05,10.17,18.7,15.2,0.22,75.92,,,,,,,58.0,0.52,148.5,11.0,730.0,,,35.2,0.0
2022-05-20 21:00:00,2022-05-20 22:00:00,102.0,377.25,0.95,11.08,6.65,16.85,14.32,,100.2,,,,,,,57.5,0.75,163.0,11.0,730.5,,,35.03,0.0
2022-05-20 22:00:00,2022-05-20 23:00:00,89.75,307.25,1.0,13.2,7.8,15.55,16.45,0.41,98.65,,,,,,,53.5,1.43,214.5,11.0,731.5,,,35.35,0.0
2022-05-20 23:00:00,2022-05-21 00:00:00,75.0,315.25,0.85,4.92,3.3,10.57,8.75,0.13,87.2,,,,,,,36.25,0.83,191.25,11.0,731.75,,,35.48,0.0
2022-05-21 00:00:00,2022-05-21 01:00:00,31.75,315.5,1.38,4.8,3.67,10.05,14.65,0.36,80.88,,,,,,,35.25,1.17,221.5,11.0,730.0,,,35.45,0.0
2022-05-21 01:00:00,2022-05-21 02:00:00,28.0,278.0,2.63,5.23,4.93,10.0,11.25,0.26,0.6,,,,,,,44.0,1.8,231.33,11.33,730.33,,,34.33,0.0
2022-05-21 02:00:00,2022-05-21 03:00:00,,,1.1,3.2,2.6,13.3,14.1,,96.47,,,,,,,52.5,2.38,221.75,11.0,731.25,,,33.62,0.0
2022-05-21 03:00:00,2022-05-21 04:00:00,28.0,139.0,1.02,1.95,1.85,12.73,10.65,,109.22,,,,,,,40.0,2.5,249.25,11.0,731.25,,,33.35,0.0
2022-05-21 04:00:00,2022-05-21 05:00:00,28.0,139.0,0.63,1.82,1.32,10.28,9.33,,93.43,,,,,,,41.0,2.42,272.25,11.0,731.25,,,32.33,0.0
2022-05-21 05:00:00,2022-05-21 06:00:00,27.0,127.0,0.98,1.6,1.6,9.95,22.37,,100.0,,,,,,,40.75,1.9,305.25,13.0,730.5,,,32.2,0.0
2022-05-21 06:00:00,2022-05-21 07:00:00,31.25,139.5,0.93,4.03,2.9,11.02,19.23,,90.35,,,,,,,45.5,1.12,188.0,39.25,731.0,,,32.6,0.0
2022-05-21 07:00:00,2022-05-21 08:00:00,45.75,176.25,1.07,3.73,2.87,12.27,15.3,,96.33,,,,,,,53.25,1.3,184.25,90.5,732.0,,,33.42,0.0
2022-05-21 08:00:00,2022-05-21 09:00:00,49.5,176.75,1.27,3.0,2.65,12.57,15.07,,104.32,,,,,,,52.25,1.3,183.5,132.0,732.0,,,34.8,0.0
2022-05-21 09:00:00,2022-05-21 10:00:00,45.25,191.75,1.15,3.52,2.82,13.2,17.97,,115.02,,,,,,,47.25,0.97,127.0,135.0,732.0,,,37.03,0.0
2022-05-21 10:00:00,2022-05-21 11:00:00,47.25,214.25,0.97,3.15,2.48,14.27,21.27,0.16,132.55,,,,,,,45.75,1.18,179.75,245.25,732.75,,,37.52,0.0
2022-05-21 11:00:00,2022-05-21 12:00:00,49.0,226.75,1.1,3.0,2.45,14.53,22.28,0.06,154.65,,,,,,,43.0,1.6,255.75,281.75,731.5,,,38.17,0.0
2022-05-21 12:00:00,2022-05-21 13:00:00,46.25,244.25,0.9,4.0,2.85,15.0,21.97,,188.38,,,,,,,42.75,2.05,286.0,291.25,730.25,,,38.73,0.0
