From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm)
2022-12-20 16:00:00,2022-12-20 17:00:00,59.75,141.75,1.07,45.7,25.18,30.6,10.22,0.72,131.43,0.47,59.75,0.6,0.9,,29.25,1.1,37.25,40.0,26.5,0.0
2022-12-20 17:00:00,2022-12-20 18:00:00,87.75,269.5,116.78,143.2,171.12,36.2,14.83,3.75,25.9,0.6,63.55,0.8,1.48,,39.75,0.65,99.25,12.25,25.55,0.0
2022-12-20 18:00:00,2022-12-20 19:00:00,141.5,567.75,229.35,162.62,272.93,53.65,18.55,4.82,11.6,1.25,78.38,2.73,4.12,,48.25,0.55,148.0,11.0,24.52,0.0
2022-12-20 19:00:00,2022-12-20 20:00:00,204.25,700.0,84.4,117.33,131.0,74.28,32.25,3.94,20.9,2.1,107.73,3.25,5.7,,51.0,0.6,167.75,10.75,24.27,0.0
2022-12-20 20:00:00,2022-12-20 21:00:00,290.5,656.25,130.72,108.9,164.22,78.65,16.93,5.88,10.85,2.77,162.58,3.88,7.15,,55.75,0.6,221.0,11.0,23.73,0.0
2022-12-20 21:00:00,2022-12-20 22:00:00,336.5,740.0,184.03,103.65,204.72,90.75,16.2,6.44,9.6,3.67,160.4,4.3,8.95,,58.25,0.85,176.5,11.0,23.3,0.0
2022-12-20 22:00:00,2022-12-20 23:00:00,328.75,739.75,27.03,93.15,71.53,82.65,31.42,2.85,4.78,4.22,144.15,4.17,9.0,,58.5,0.78,218.5,11.0,22.82,0.0
2022-12-20 23:00:00,2022-12-21 00:00:00,238.0,454.75,7.85,83.0,50.52,70.95,21.53,2.13,12.05,3.9,127.22,3.58,7.73,,58.5,0.77,232.0,11.0,22.57,0.0
2022-12-21 00:00:00,2022-12-21 01:00:00,193.25,348.75,1.35,58.6,32.23,65.67,10.27,1.38,37.52,3.38,111.15,3.05,6.2,,58.25,0.93,239.75,10.5,22.52,0.0
2022-12-21 01:00:00,2022-12-21 02:00:00,150.75,256.25,0.5,49.45,26.68,63.62,6.4,1.21,44.55,2.73,100.73,2.55,5.05,,58.5,0.9,232.0,10.75,22.38,0.0
2022-12-21 02:00:00,2022-12-21 03:00:00,136.75,228.75,0.27,50.58,27.05,63.2,6.72,1.2,31.38,2.15,91.67,2.15,4.17,,61.0,0.68,202.5,10.25,22.15,0.0
2022-12-21 03:00:00,2022-12-21 04:00:00,143.75,245.0,6.22,58.52,36.17,61.12,3.08,1.7,11.3,1.88,85.53,1.92,3.67,,67.0,0.7,26.25,10.25,21.38,0.0
2022-12-21 04:00:00,2022-12-21 05:00:00,160.5,272.25,1.45,48.75,27.1,58.4,3.3,1.43,17.35,1.85,81.7,1.78,3.4,,67.25,1.0,141.75,10.0,21.23,0.0
2022-12-21 05:00:00,2022-12-21 06:00:00,155.0,260.75,12.45,65.4,44.88,62.3,9.45,1.78,7.05,1.8,94.72,1.75,3.25,,70.25,0.77,149.0,10.0,21.1,0.0
2022-12-21 06:00:00,2022-12-21 07:00:00,192.75,341.0,32.25,69.95,63.45,68.03,10.95,1.94,8.65,1.9,103.83,1.88,3.2,,71.0,0.8,148.25,11.25,21.15,0.0
2022-12-21 07:00:00,2022-12-21 08:00:00,214.0,389.25,37.05,72.83,68.85,69.6,16.73,2.1,9.23,1.98,111.5,1.92,3.23,,67.75,0.8,190.25,33.25,21.65,0.0
2022-12-21 08:00:00,2022-12-21 09:00:00,261.25,516.0,36.3,82.3,73.28,77.88,26.82,2.65,13.1,2.38,102.5,1.95,3.23,,59.5,0.73,101.5,80.75,22.65,0.0
2022-12-21 09:00:00,2022-12-21 10:00:00,297.5,590.75,7.18,51.17,33.07,69.48,20.85,1.54,77.83,2.73,98.08,1.95,3.25,,52.5,1.23,94.75,153.25,23.65,0.0
2022-12-21 10:00:00,2022-12-21 11:00:00,218.75,395.5,3.48,37.92,22.97,60.65,18.1,1.19,111.62,2.4,90.45,1.8,3.0,,47.5,1.45,92.5,211.75,24.4,0.0
2022-12-21 11:00:00,2022-12-21 12:00:00,166.25,298.25,2.35,33.45,19.7,55.1,20.73,0.91,137.55,1.95,81.72,1.58,2.73,,38.25,1.45,94.25,255.0,25.27,0.0
2022-12-21 12:00:00,2022-12-21 13:00:00,135.25,252.0,2.87,30.03,18.33,46.0,21.9,0.77,144.95,1.55,78.28,1.43,2.38,,29.0,1.5,95.5,264.0,25.98,0.0
2022-12-21 13:00:00,2022-12-21 14:00:00,101.25,209.25,4.25,34.38,21.77,33.27,12.43,0.67,125.82,1.18,76.05,1.3,2.15,,23.5,1.82,99.5,241.5,26.48,0.0
2022-12-21 14:00:00,2022-12-21 15:00:00,72.25,162.0,4.92,38.17,24.3,30.42,11.35,0.67,119.5,0.95,74.97,1.17,1.98,,22.5,1.88,101.75,181.0,26.7,0.0
2022-12-21 15:00:00,2022-12-21 16:00:00,67.5,167.25,4.27,35.15,22.18,26.65,8.1,0.57,109.53,0.82,72.33,1.1,1.9,,22.25,1.88,90.25,109.5,26.67,0.0
2022-12-21 16:00:00,2022-12-21 17:00:00,58.25,163.25,2.9,37.48,22.27,28.73,8.97,0.68,104.72,0.67,70.3,1.0,1.75,,30.25,1.62,72.5,40.5,26.27,0.0
2022-12-21 17:00:00,2022-12-21 18:00:00,81.75,227.75,39.08,109.1,89.78,29.98,10.2,1.85,42.8,0.62,70.6,1.02,1.9,,36.0,0.88,57.0,12.25,25.62,0.0
2022-12-21 18:00:00,2022-12-21 19:00:00,112.0,381.25,124.75,132.9,172.1,38.2,11.78,3.21,19.65,0.88,72.17,1.32,2.57,,42.0,0.65,76.0,11.0,24.93,0.0
2022-12-21 19:00:00,2022-12-21 20:00:00,149.25,459.75,42.42,106.55,91.15,56.95,14.35,2.81,11.05,1.35,75.3,1.98,4.2,,48.25,0.62,148.5,11.0,24.33,0.0
2022-12-21 20:00:00,2022-12-21 21:00:00,230.25,600.25,68.35,103.65,110.67,65.2,14.12,3.79,10.35,1.75,101.07,2.97,5.28,,52.75,0.6,211.75,10.75,23.73,0.0
2022-12-21 21:00:00,2022-12-21 22:00:00,262.0,560.75,65.1,95.48,103.72,72.12,9.3,4.45,9.9,2.3,125.22,3.15,6.05,,58.25,0.6,177.25,11.0,23.2,0.0
2022-12-21 22:00:00,2022-12-21 23:00:00,296.75,638.5,75.7,89.58,109.22,72.1,7.7,4.49,9.0,2.73,120.37,3.3,6.82,,61.25,0.47,188.25,11.0,22.88,0.0
2022-12-21 23:00:00,2022-12-22 00:00:00,311.25,702.25,146.9,77.45,160.62,79.75,9.9,5.41,7.05,3.1,119.62,3.4,7.62,,61.25,0.75,210.75,10.75,22.87,0.0
2022-12-22 00:00:00,2022-12-22 01:00:00,316.0,705.5,117.47,65.45,130.32,78.7,7.27,4.65,6.25,3.62,114.55,3.5,8.12,,63.25,0.53,140.25,10.75,22.48,0.0
2022-12-22 01:00:00,2022-12-22 02:00:00,260.5,509.5,64.4,71.65,90.45,74.93,7.4,2.93,4.95,3.72,105.38,3.38,8.0,,65.75,0.78,184.5,11.0,21.92,0.0
2022-12-22 02:00:00,2022-12-22 03:00:00,233.25,455.0,2.6,59.4,33.75,60.58,16.02,1.2,21.5,3.2,97.58,3.1,6.72,,61.25,0.55,161.0,10.5,21.92,0.0
2022-12-22 03:00:00,2022-12-22 04:00:00,177.5,288.25,1.03,47.08,25.88,56.55,6.97,1.1,32.27,2.4,88.88,2.55,5.2,,63.0,0.57,217.0,10.75,21.9,0.0
2022-12-22 04:00:00,2022-12-22 05:00:00,168.5,260.5,3.53,70.45,40.35,53.05,20.8,1.07,11.55,1.85,82.97,2.12,4.2,,64.0,0.55,57.5,10.0,21.88,0.0
2022-12-22 05:00:00,2022-12-22 06:00:00,170.25,268.75,1.9,56.5,31.58,54.48,22.9,1.05,19.38,1.5,78.97,1.9,3.5,,64.25,0.53,136.33,10.0,21.8,0.0
2022-12-22 06:00:00,2022-12-22 07:00:00,171.75,262.0,0.55,48.75,26.38,53.35,13.18,1.15,23.38,1.27,74.82,1.62,2.92,,65.0,0.73,340.25,11.0,21.62,0.0
2022-12-22 07:00:00,2022-12-22 08:00:00,176.0,276.0,3.02,45.25,26.5,55.08,6.58,1.26,24.4,1.2,71.58,1.48,2.53,,64.75,0.73,263.25,35.5,21.67,0.0
2022-12-22 08:00:00,2022-12-22 09:00:00,191.0,320.75,6.45,45.95,29.7,57.2,14.82,1.38,31.95,1.2,70.3,1.3,2.27,,59.25,0.85,57.75,81.5,22.38,0.0
2022-12-22 09:00:00,2022-12-22 10:00:00,222.0,378.75,7.55,42.35,28.65,57.77,15.25,1.5,63.57,1.2,69.35,1.3,2.25,,52.75,1.3,111.5,148.0,23.15,0.0
2022-12-22 10:00:00,2022-12-22 11:00:00,233.75,406.5,4.22,37.88,23.58,53.8,16.15,1.2,91.5,1.25,68.88,1.3,2.27,,44.0,1.67,94.5,211.0,24.1,0.0
2022-12-22 11:00:00,2022-12-22 12:00:00,206.25,347.75,3.65,28.85,18.4,46.23,18.63,0.9,109.4,1.15,68.65,1.28,2.12,,34.5,1.83,94.5,252.5,24.97,0.0
2022-12-22 12:00:00,2022-12-22 13:00:00,148.25,264.75,3.4,25.17,16.13,37.35,12.33,0.74,111.78,1.05,67.62,1.15,1.98,,25.75,2.05,92.25,266.0,25.77,0.0
2022-12-22 13:00:00,2022-12-22 14:00:00,106.0,207.75,4.03,31.2,19.9,27.28,6.08,0.63,103.3,0.85,66.67,1.05,1.82,,20.0,1.98,82.75,245.25,26.4,0.0
2022-12-22 14:00:00,2022-12-22 15:00:00,60.25,152.5,5.25,28.9,19.65,22.97,3.92,0.49,93.02,0.67,66.25,1.0,1.7,,17.0,2.27,93.25,186.0,26.52,0.0
2022-12-22 15:00:00,2022-12-22 16:00:00,40.0,137.25,4.25,30.53,19.68,21.83,0.9,0.44,93.9,0.55,65.95,0.97,1.65,,20.5,2.12,74.0,104.25,26.43,0.0
2022-12-22 16:00:00,2022-12-22 17:00:00,44.0,129.75,2.6,31.73,18.98,25.93,1.9,0.56,95.1,0.45,65.12,0.9,1.58,,27.75,1.77,68.5,39.0,26.05,0.0
2022-12-22 17:00:00,2022-12-22 18:00:00,60.0,165.75,16.48,70.42,50.9,24.93,3.77,1.1,49.72,0.4,64.97,0.83,1.57,,33.25,0.98,62.75,12.25,25.43,0.0
2022-12-22 18:00:00,2022-12-22 19:00:00,76.75,244.0,17.15,78.2,55.53,28.32,4.38,1.1,33.5,0.53,66.55,1.0,1.77,,34.25,0.88,61.75,11.0,24.95,0.0
2022-12-22 19:00:00,2022-12-22 20:00:00,84.25,246.25,33.6,76.75,68.15,37.4,6.4,2.04,30.93,0.62,67.85,1.0,1.93,,38.0,1.0,105.25,11.0,24.38,0.0
2022-12-22 20:00:00,2022-12-22 21:00:00,111.0,303.5,48.08,81.45,82.42,47.0,7.35,2.48,10.88,0.95,69.5,1.18,2.48,,45.5,0.73,120.0,10.25,23.67,0.0
2022-12-22 21:00:00,2022-12-22 22:00:00,151.25,377.5,15.55,69.65,49.65,50.47,4.93,1.48,16.35,1.18,70.08,1.25,2.68,,45.5,0.55,194.25,10.25,23.35,0.0
2022-12-22 22:00:00,2022-12-22 23:00:00,127.25,292.25,6.82,58.7,36.78,46.45,3.48,1.12,25.62,1.12,69.15,1.17,2.4,,45.5,0.8,140.5,10.5,23.27,0.0
2022-12-22 23:00:00,2022-12-23 00:00:00,112.25,236.75,6.45,54.23,34.1,43.65,2.47,1.05,26.35,1.05,68.17,1.05,2.17,,48.25,0.73,114.25,10.5,23.0,0.0
2022-12-23 00:00:00,2022-12-23 01:00:00,102.25,216.0,2.7,46.2,26.77,49.02,2.25,1.1,23.83,0.92,68.65,1.0,2.12,,53.5,0.47,178.5,10.0,22.4,0.0
2022-12-23 01:00:00,2022-12-23 02:00:00,110.5,217.0,0.83,39.75,21.8,52.28,2.05,0.97,38.42,0.9,67.97,1.0,2.02,,54.75,0.65,71.75,10.5,22.45,0.0
2022-12-23 02:00:00,2022-12-23 03:00:00,104.5,186.25,0.3,30.12,16.18,50.35,1.73,0.95,50.12,0.82,67.07,0.95,1.78,,57.5,0.73,79.75,11.0,22.28,0.0
2022-12-23 03:00:00,2022-12-23 04:00:00,107.75,182.5,0.73,28.65,15.83,49.55,1.27,0.99,44.05,0.8,66.62,0.88,1.58,,60.0,0.7,116.75,10.25,21.95,0.0
2022-12-23 04:00:00,2022-12-23 05:00:00,112.25,181.75,0.97,30.3,16.9,51.38,1.05,1.02,42.0,0.77,64.9,0.8,1.42,,61.25,0.78,85.5,10.25,21.77,0.0
2022-12-23 05:00:00,2022-12-23 06:00:00,118.5,196.25,1.7,25.38,14.9,55.05,1.15,1.12,48.67,0.8,64.28,0.75,1.32,,62.75,1.15,88.5,10.25,21.7,0.0
2022-12-23 06:00:00,2022-12-23 07:00:00,134.25,219.75,3.52,31.95,19.9,54.67,1.2,1.28,38.9,0.8,64.05,0.7,1.28,,66.5,1.15,94.5,11.0,21.45,0.0
2022-12-23 07:00:00,2022-12-23 08:00:00,147.5,244.75,5.08,32.12,21.2,57.45,1.2,1.34,36.27,0.8,62.58,0.7,1.2,,67.25,1.32,76.25,31.0,21.48,0.0
2022-12-23 08:00:00,2022-12-23 09:00:00,167.75,286.5,14.3,39.38,32.55,57.83,2.5,1.56,33.6,0.9,61.97,0.7,1.2,,63.5,1.68,107.75,83.25,21.88,0.0
2022-12-23 09:00:00,2022-12-23 10:00:00,173.0,309.5,10.15,39.93,29.52,59.27,4.12,1.46,54.53,1.0,61.77,0.8,1.38,,55.0,1.7,104.0,147.5,22.73,0.0
2022-12-23 10:00:00,2022-12-23 11:00:00,166.25,295.5,7.15,32.9,23.3,56.72,5.5,1.23,74.2,1.08,61.62,0.8,1.37,,47.0,2.27,119.25,204.75,23.67,0.0
2022-12-23 11:00:00,2022-12-23 12:00:00,136.0,262.75,5.15,34.25,22.4,49.3,11.5,1.0,95.65,1.0,60.53,0.8,1.35,,36.0,2.53,103.75,244.75,24.82,0.0
2022-12-23 12:00:00,2022-12-23 13:00:00,105.25,248.25,4.33,30.6,19.8,37.5,11.0,0.86,109.55,0.92,59.58,0.78,1.32,,27.0,2.97,105.5,249.75,25.62,0.0
2022-12-23 13:00:00,2022-12-23 14:00:00,76.5,240.5,3.65,35.68,21.95,33.5,7.82,0.87,118.1,0.85,58.47,0.7,1.3,,26.25,2.65,107.0,218.0,26.0,0.0
2022-12-23 14:00:00,2022-12-23 15:00:00,71.0,212.75,5.93,39.85,26.0,30.12,5.45,0.83,107.55,0.85,58.47,0.7,1.3,,26.0,2.5,97.25,159.25,26.18,0.0
2022-12-23 15:00:00,2022-12-23 16:00:00,63.25,206.75,5.58,40.65,26.15,27.97,3.98,0.75,101.65,0.73,58.78,0.7,1.3,,26.5,2.35,93.25,101.0,26.17,0.0
2022-12-23 16:00:00,2022-12-23 17:00:00,55.25,195.25,6.25,46.18,29.62,28.28,4.17,0.81,85.3,0.6,59.28,0.7,1.27,,31.25,1.82,89.5,38.75,25.83,0.0
2022-12-23 17:00:00,2022-12-23 18:00:00,57.5,216.75,29.5,78.82,65.9,32.27,6.47,1.77,39.27,0.57,60.77,0.75,1.5,,39.5,1.02,116.25,12.25,24.98,0.0
2022-12-23 18:00:00,2022-12-23 19:00:00,87.25,340.25,57.0,91.17,94.8,47.9,11.2,2.58,16.8,0.85,68.05,1.02,2.23,,43.75,0.98,124.5,11.0,24.35,0.0
2022-12-23 19:00:00,2022-12-23 20:00:00,140.75,467.5,51.58,88.33,88.9,54.6,11.33,2.61,12.78,1.18,71.15,1.2,2.65,,48.0,0.75,193.25,10.75,23.85,0.0
2022-12-23 20:00:00,2022-12-23 21:00:00,151.5,427.75,19.18,72.8,54.33,50.45,6.53,1.7,15.7,1.42,74.0,1.3,2.92,,51.5,0.72,192.75,10.75,23.4,0.0
2022-12-23 21:00:00,2022-12-23 22:00:00,125.5,330.0,4.85,70.08,41.2,49.25,4.9,1.22,11.5,1.35,71.95,1.23,2.7,,54.5,0.98,342.75,11.0,22.95,0.0
2022-12-23 22:00:00,2022-12-23 23:00:00,106.75,268.75,1.02,48.6,26.68,46.25,5.0,0.9,27.42,1.12,69.7,1.07,2.27,,54.0,0.75,300.75,11.0,22.73,0.0
2022-12-23 23:00:00,2022-12-24 00:00:00,95.5,224.5,9.95,56.88,38.35,42.92,4.33,1.2,14.6,0.95,66.8,1.0,1.92,,56.25,0.62,286.0,10.75,22.55,0.0
2022-12-24 00:00:00,2022-12-24 01:00:00,113.5,272.25,0.48,39.08,21.15,46.95,3.42,0.93,28.48,1.0,66.3,0.97,1.8,,57.25,0.75,304.0,11.0,22.28,0.0
2022-12-24 01:00:00,2022-12-24 02:00:00,111.5,236.0,0.1,40.42,21.48,48.2,3.08,0.97,25.97,0.9,64.42,0.85,1.52,,58.5,1.12,317.0,10.75,22.02,0.0
2022-12-24 02:00:00,2022-12-24 03:00:00,112.5,201.5,0.1,40.3,21.48,50.52,2.35,1.04,23.3,0.9,63.15,0.78,1.35,,59.75,1.07,314.25,10.75,21.75,0.0
2022-12-24 03:00:00,2022-12-24 04:00:00,119.5,201.5,0.17,35.5,18.98,51.58,2.48,1.02,27.82,1.0,61.8,0.7,1.23,,60.0,1.38,302.25,10.75,21.52,0.0
2022-12-24 04:00:00,2022-12-24 05:00:00,122.75,200.5,0.2,33.8,18.18,52.38,2.3,1.04,25.52,1.1,59.88,0.7,1.05,,62.25,1.12,307.5,10.0,21.25,0.0
2022-12-24 05:00:00,2022-12-24 06:00:00,132.25,217.0,0.47,29.75,16.22,53.53,2.7,1.15,30.52,1.18,59.22,0.67,1.0,,63.0,1.4,303.0,10.0,21.1,0.0
2022-12-24 06:00:00,2022-12-24 07:00:00,149.25,246.5,0.23,29.17,15.65,54.48,3.23,1.19,28.25,1.25,57.7,0.6,0.97,,62.75,1.7,306.25,11.0,20.88,0.0
2022-12-24 07:00:00,2022-12-24 08:00:00,161.0,270.5,1.23,32.65,18.32,55.3,4.45,1.23,27.0,1.35,55.3,0.6,0.9,,60.5,1.48,307.75,30.5,21.0,0.0
2022-12-24 08:00:00,2022-12-24 09:00:00,176.0,309.0,2.75,32.6,19.57,57.3,8.3,1.36,31.8,1.35,54.72,0.6,0.9,,55.5,1.42,318.75,78.75,21.5,0.0
2022-12-24 09:00:00,2022-12-24 10:00:00,190.0,329.25,3.23,31.38,19.32,58.67,11.0,1.35,56.2,1.4,54.05,0.6,0.92,,50.5,1.35,331.25,141.75,22.12,0.0
2022-12-24 10:00:00,2022-12-24 11:00:00,184.75,318.5,2.05,28.2,16.68,54.48,11.6,1.08,83.75,1.37,53.65,0.62,0.95,,41.75,1.38,338.5,195.0,23.3,0.0
2022-12-24 11:00:00,2022-12-24 12:00:00,154.5,264.0,1.15,24.75,14.1,47.8,12.43,0.97,108.43,1.25,52.42,0.62,0.85,,36.25,1.75,334.75,227.75,24.07,0.0
2022-12-24 12:00:00,2022-12-24 13:00:00,130.75,227.75,0.8,22.23,12.47,44.25,13.82,0.95,129.57,1.08,50.62,0.57,0.8,,34.25,1.93,346.0,232.0,24.57,0.0
2022-12-24 13:00:00,2022-12-24 14:00:00,126.25,216.0,0.43,20.03,10.97,41.5,18.05,0.86,145.6,0.95,44.25,0.5,0.7,,32.0,2.15,346.75,206.25,25.0,0.0
2022-12-24 14:00:00,2022-12-24 15:00:00,112.25,200.5,0.2,17.77,9.6,38.0,11.52,0.81,153.78,0.82,43.15,0.45,0.62,,30.75,1.93,259.25,154.0,25.32,0.0
2022-12-24 15:00:00,2022-12-24 16:00:00,96.25,177.0,0.17,17.47,9.43,34.85,8.9,0.67,155.28,0.75,43.53,0.4,0.6,,30.0,2.02,348.75,94.0,25.23,0.0
2022-12-24 16:00:00,2022-12-24 17:00:00,85.0,163.75,0.12,19.3,10.38,34.22,6.55,0.71,148.88,0.62,43.85,0.4,0.55,,35.0,1.55,349.25,38.0,24.82,0.0
2022-12-24 17:00:00,2022-12-24 18:00:00,86.25,183.5,0.15,29.4,15.78,37.88,6.93,1.0,112.45,0.6,45.77,0.4,0.55,,44.25,1.5,331.5,12.25,24.03,0.0
2022-12-24 18:00:00,2022-12-24 19:00:00,113.5,248.5,0.23,35.0,18.82,42.9,7.12,1.21,89.2,0.72,48.35,0.45,0.67,,49.25,1.6,328.5,11.0,23.38,0.0
2022-12-24 19:00:00,2022-12-24 20:00:00,146.25,283.25,0.28,37.75,20.28,44.88,12.3,1.38,82.8,0.88,49.58,0.5,0.7,,49.25,1.32,315.25,11.0,23.1,0.0
2022-12-24 20:00:00,2022-12-24 21:00:00,167.0,311.25,0.1,50.88,26.97,52.05,20.9,1.52,64.08,1.07,51.2,0.55,0.75,,49.0,1.55,310.25,10.75,22.85,0.0
2022-12-24 21:00:00,2022-12-24 22:00:00,195.25,365.25,0.5,42.15,22.48,50.27,18.82,1.28,74.18,1.4,51.35,0.7,0.85,,53.25,1.62,313.5,10.25,22.45,0.0
2022-12-24 22:00:00,2022-12-24 23:00:00,177.0,318.5,0.2,36.55,19.45,48.03,13.35,1.08,68.97,1.45,50.17,0.67,0.8,,52.0,1.58,313.0,10.0,22.07,0.0
2022-12-24 23:00:00,2022-12-25 00:00:00,156.75,285.25,0.35,33.17,17.9,44.7,10.77,0.97,68.4,1.37,49.38,0.6,0.73,,52.0,1.7,316.75,10.25,21.77,0.0
2022-12-25 00:00:00,2022-12-25 01:00:00,142.0,256.5,0.3,31.07,16.7,41.93,10.78,1.04,57.98,1.3,48.75,0.6,0.7,,54.25,1.83,320.0,10.0,21.27,0.0
2022-12-25 01:00:00,2022-12-25 02:00:00,134.0,235.5,0.2,29.57,15.9,40.83,8.42,0.94,51.88,1.28,47.6,0.6,0.7,,56.75,1.77,320.25,10.0,20.93,0.0
2022-12-25 02:00:00,2022-12-25 03:00:00,122.5,210.75,0.15,26.43,14.05,40.75,8.57,1.03,49.65,1.12,46.07,0.6,0.62,,59.5,1.85,316.75,10.0,20.65,0.0
2022-12-25 03:00:00,2022-12-25 04:00:00,113.75,180.75,0.1,25.68,13.63,40.32,7.85,1.0,45.55,1.23,45.28,0.6,0.6,,60.5,1.9,307.0,10.0,20.48,0.0
2022-12-25 04:00:00,2022-12-25 05:00:00,113.25,188.0,0.1,26.73,14.28,40.65,7.95,1.02,44.85,1.2,44.23,0.58,0.6,,60.75,1.73,307.0,10.0,20.32,0.0
2022-12-25 05:00:00,2022-12-25 06:00:00,110.75,179.75,0.23,22.1,11.95,40.2,9.28,0.89,54.58,1.17,43.9,0.5,0.6,,59.25,1.65,301.0,10.0,20.28,0.0
2022-12-25 06:00:00,2022-12-25 07:00:00,102.0,174.25,0.75,22.8,12.72,40.38,7.75,1.01,50.13,1.05,44.2,0.5,0.53,,60.5,1.23,297.75,10.5,20.12,0.0
2022-12-25 07:00:00,2022-12-25 08:00:00,106.5,193.25,0.77,24.25,13.58,41.2,8.45,0.93,50.18,1.02,44.98,0.47,0.5,,60.0,1.38,300.0,31.75,20.12,0.0
2022-12-25 08:00:00,2022-12-25 09:00:00,118.0,221.5,1.32,21.95,12.75,43.25,10.38,0.89,56.3,0.9,45.33,0.4,0.5,,56.25,1.7,307.0,93.25,20.6,0.0
2022-12-25 09:00:00,2022-12-25 10:00:00,121.5,210.5,1.7,21.27,12.72,47.5,11.85,0.94,80.4,0.9,45.9,0.47,0.57,,50.75,1.68,317.0,169.5,21.3,0.0
2022-12-25 10:00:00,2022-12-25 11:00:00,123.5,213.0,1.52,20.0,11.85,47.43,12.55,0.74,108.12,0.88,45.8,0.47,0.57,,42.0,1.52,331.25,238.0,22.32,0.0
2022-12-25 11:00:00,2022-12-25 12:00:00,98.25,186.5,0.9,17.75,10.15,41.85,8.4,0.59,129.58,0.75,45.88,0.43,0.55,,33.0,1.65,261.25,283.5,23.4,0.0
2022-12-25 12:00:00,2022-12-25 13:00:00,67.5,133.0,0.57,13.07,7.4,32.45,4.0,0.39,133.5,0.55,45.33,0.4,0.47,,21.75,2.33,258.5,295.75,24.12,0.0
2022-12-25 13:00:00,2022-12-25 14:00:00,39.25,90.75,0.2,10.82,5.9,23.73,2.67,0.3,131.15,0.4,42.25,0.3,0.4,,16.75,2.08,350.5,258.0,24.52,0.0
2022-12-25 14:00:00,2022-12-25 15:00:00,22.25,61.0,0.3,11.28,6.25,21.12,2.82,0.32,135.97,0.3,41.65,0.3,0.33,,17.0,1.85,345.25,190.75,24.7,0.0
2022-12-25 15:00:00,2022-12-25 16:00:00,26.5,66.5,0.27,12.93,7.1,21.27,4.4,0.35,145.18,0.22,42.83,0.3,0.3,,19.25,1.55,7.5,102.75,24.58,0.0
2022-12-25 16:00:00,2022-12-25 17:00:00,34.5,77.75,0.2,14.57,7.88,21.35,6.0,0.33,134.98,0.2,44.0,0.3,0.3,,22.25,1.3,7.0,40.75,24.28,0.0
2022-12-25 17:00:00,2022-12-25 18:00:00,37.0,97.75,0.5,33.95,18.12,22.4,5.65,0.56,100.7,0.2,46.12,0.3,0.32,,29.25,1.03,13.5,12.5,23.75,0.0
2022-12-25 18:00:00,2022-12-25 19:00:00,55.75,156.5,1.67,72.12,39.7,28.77,6.38,0.94,47.32,0.3,49.33,0.38,0.52,,34.25,0.83,24.0,11.0,23.17,0.0
2022-12-25 19:00:00,2022-12-25 20:00:00,75.25,213.25,0.93,62.3,33.9,28.9,5.15,0.83,53.2,0.4,52.23,0.4,0.62,,36.75,0.62,98.5,10.0,22.75,0.0
2022-12-25 20:00:00,2022-12-25 21:00:00,74.5,202.5,2.73,52.2,29.95,30.75,5.3,1.19,56.58,0.4,53.62,0.4,0.7,,40.25,0.55,264.0,10.0,22.47,0.0
2022-12-25 21:00:00,2022-12-25 22:00:00,101.5,251.25,20.6,71.42,54.75,38.62,5.47,1.91,29.75,0.55,55.0,0.5,0.83,,45.0,0.58,226.75,10.0,21.97,0.0
2022-12-25 22:00:00,2022-12-25 23:00:00,145.0,320.25,12.93,71.28,48.45,47.65,4.88,2.24,13.2,0.85,55.58,0.65,1.2,,50.5,0.65,256.75,10.0,21.6,0.0
2022-12-25 23:00:00,2022-12-26 00:00:00,179.0,388.25,4.45,61.47,36.33,45.5,3.83,1.75,14.1,1.18,56.35,0.8,1.48,,53.0,0.68,240.75,10.0,21.27,0.0
2022-12-26 00:00:00,2022-12-26 01:00:00,156.0,349.0,10.05,58.88,39.48,42.67,6.85,1.8,15.07,1.25,55.73,0.8,1.48,,55.25,0.65,227.0,10.0,20.92,0.0
2022-12-26 01:00:00,2022-12-26 02:00:00,158.0,332.25,18.07,60.98,47.15,45.9,6.38,1.86,8.53,1.48,55.18,0.88,1.58,,57.5,0.57,214.75,10.0,20.7,0.0
2022-12-26 02:00:00,2022-12-26 03:00:00,164.75,318.75,33.15,54.35,55.88,44.73,4.38,2.18,8.07,1.6,54.87,0.9,1.63,,60.25,0.6,248.75,10.0,20.48,0.0
2022-12-26 03:00:00,2022-12-26 04:00:00,166.5,299.5,26.8,55.08,51.08,50.67,5.33,1.98,7.28,1.7,54.35,0.95,1.83,,60.5,0.57,243.5,10.0,20.35,0.0
2022-12-26 04:00:00,2022-12-26 05:00:00,157.75,271.75,16.05,54.8,42.2,50.33,4.83,1.77,7.42,1.7,53.4,1.0,1.92,,63.25,0.6,252.0,9.75,20.07,0.0
