From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF ()
2020-10-17 04:00:00,2020-10-17 05:00:00,155.0,418.0,23.97,88.5,66.6,69.97,,1.31,4.2,,,,,,50.67,0.37,77.67,23.0,740.0,,23.63,0.0
2020-10-17 05:00:00,2020-10-17 06:00:00,156.0,361.0,13.33,71.8,49.03,79.35,,1.42,4.45,,,,,,48.75,0.5,83.0,23.0,740.0,,23.57,0.0
2020-10-17 06:00:00,2020-10-17 07:00:00,170.0,317.0,21.93,86.05,63.58,79.5,,1.49,4.6,,,,,,50.5,0.45,111.5,27.5,740.0,,23.15,0.0
2020-10-17 07:00:00,2020-10-17 08:00:00,202.75,357.0,21.1,93.0,66.5,82.0,,1.79,4.68,,,,,,49.0,0.35,112.0,61.25,740.0,,23.9,0.0
2020-10-17 08:00:00,2020-10-17 09:00:00,282.25,607.25,9.97,68.45,44.52,99.3,,1.73,11.9,,,,,,47.25,0.42,110.75,119.25,740.0,,25.35,0.0
2020-10-17 09:00:00,2020-10-17 10:00:00,263.5,512.75,5.72,48.5,30.48,93.47,,1.67,17.85,,,,,,42.0,0.45,181.25,181.0,740.0,,28.12,0.0
2020-10-17 10:00:00,2020-10-17 11:00:00,197.0,423.75,4.85,42.85,26.73,73.85,,1.44,24.1,,,,,,33.75,0.5,139.5,222.75,740.0,,30.55,0.0
2020-10-17 11:00:00,2020-10-17 12:00:00,135.0,334.25,3.52,32.25,20.0,51.38,,1.26,29.73,,,,,,25.25,0.45,126.0,251.25,739.25,,32.62,0.0
2020-10-17 12:00:00,2020-10-17 13:00:00,99.0,328.25,5.75,50.7,31.67,88.0,,0.83,29.55,,,,,,23.0,0.58,104.75,190.75,741.75,,33.38,0.0
2020-10-17 13:00:00,2020-10-17 14:00:00,87.25,497.0,5.23,31.4,20.95,47.75,,0.64,31.85,,,,,,23.5,0.65,102.25,151.0,740.0,,33.7,0.0
2020-10-17 14:00:00,2020-10-17 15:00:00,78.0,201.5,3.65,25.15,16.35,35.15,,0.64,32.73,,,,,,22.75,0.6,96.25,178.5,739.0,,34.2,0.0
2020-10-17 15:00:00,2020-10-17 16:00:00,78.25,211.0,3.57,31.35,19.58,32.58,,0.66,33.65,,,,,,25.0,0.65,102.25,74.25,739.0,,33.75,0.0
2020-10-17 16:00:00,2020-10-17 17:00:00,88.5,233.25,4.23,47.3,28.62,36.95,,0.77,27.98,,,,,,30.25,0.6,88.0,55.75,739.0,,33.17,0.0
2020-10-17 17:00:00,2020-10-17 18:00:00,95.75,277.75,4.12,74.58,43.03,39.83,,0.93,21.03,,,,,,36.5,0.5,83.5,29.0,739.25,,31.72,0.0
2020-10-17 18:00:00,2020-10-17 19:00:00,126.25,371.75,8.1,108.3,64.17,53.65,,1.3,13.55,,,,,,40.75,0.47,74.5,23.0,739.0,,30.55,0.0
2020-10-17 19:00:00,2020-10-17 20:00:00,166.0,449.0,10.18,102.85,62.98,58.1,,1.6,11.7,,,,,,42.75,0.5,72.75,23.0,740.0,,29.7,0.0
2020-10-17 20:00:00,2020-10-17 21:00:00,105.25,292.0,7.05,89.43,53.33,56.15,,1.56,11.3,,,,,,44.25,0.5,68.25,23.0,740.0,,28.75,0.0
2020-10-17 21:00:00,2020-10-17 22:00:00,104.5,275.0,6.6,70.92,43.12,56.23,,1.41,11.02,,,,,,47.75,0.55,73.75,23.0,739.75,,27.5,0.0
2020-10-17 22:00:00,2020-10-17 23:00:00,103.25,259.0,4.8,53.52,32.38,58.8,,1.3,11.03,,,,,,51.5,0.57,79.25,23.0,740.0,,26.4,0.0
2020-10-17 23:00:00,2020-10-18 00:00:00,121.0,250.0,4.9,53.68,32.58,61.8,,1.26,10.2,,,,,,52.25,0.57,72.0,23.0,740.0,,25.82,0.0
2020-10-18 00:00:00,2020-10-18 01:00:00,152.0,295.0,7.73,62.88,39.73,71.17,,1.33,8.0,,,,,,55.25,0.55,86.0,23.0,740.0,,25.0,0.0
2020-10-18 01:00:00,2020-10-18 02:00:00,178.5,331.0,9.05,65.12,42.0,76.12,,1.41,7.42,,,,,,56.25,0.58,80.0,23.0,740.0,,24.53,0.0
2020-10-18 02:00:00,2020-10-18 03:00:00,188.0,354.0,6.32,56.42,35.15,77.4,,1.45,7.65,,,,,,57.0,0.58,87.5,23.0,740.0,,23.95,0.0
2020-10-18 03:00:00,2020-10-18 04:00:00,161.0,307.0,5.05,47.6,29.45,71.55,,1.38,9.12,,,,,,52.75,0.65,99.75,23.0,740.0,,24.05,0.0
2020-10-18 04:00:00,2020-10-18 05:00:00,138.75,264.0,4.5,41.88,25.95,66.28,,1.3,9.97,,,,,,52.75,0.62,115.75,23.0,740.0,,23.58,0.0
2020-10-18 05:00:00,2020-10-18 06:00:00,127.0,234.0,4.17,44.75,27.18,63.35,,1.27,8.3,,,,,,57.5,0.53,71.75,23.0,740.0,,22.62,0.0
2020-10-18 06:00:00,2020-10-18 07:00:00,127.5,256.0,5.88,45.0,28.67,63.35,,1.27,7.25,,,,,,58.5,0.6,63.75,28.25,740.0,,22.33,0.0
2020-10-18 07:00:00,2020-10-18 08:00:00,119.75,277.0,5.7,46.8,29.6,63.42,,1.36,7.75,,,,,,55.75,0.57,72.0,69.25,740.0,,23.0,0.0
2020-10-18 08:00:00,2020-10-18 09:00:00,120.5,256.0,6.37,43.67,28.45,70.25,,1.34,12.5,,,,,,52.25,0.65,94.0,134.25,739.75,,24.67,0.0
2020-10-18 09:00:00,2020-10-18 10:00:00,121.0,269.0,5.0,39.77,25.22,61.2,,1.36,17.55,,,,,,44.75,0.58,111.0,196.0,739.75,,27.52,0.0
2020-10-18 10:00:00,2020-10-18 11:00:00,99.75,261.0,5.0,43.12,27.05,52.85,,1.28,22.05,,,,,,35.25,0.6,115.5,250.25,740.0,,30.23,0.0
2020-10-18 11:00:00,2020-10-18 12:00:00,69.5,194.0,5.47,43.15,27.4,55.67,,1.21,27.82,,,,,,28.75,0.83,99.25,275.25,740.0,,32.4,0.0
2020-10-18 12:00:00,2020-10-18 13:00:00,58.75,190.0,4.47,39.85,24.82,51.6,,1.1,30.77,,,,,,22.75,0.88,104.25,174.0,739.5,,33.75,0.0
2020-10-18 13:00:00,2020-10-18 14:00:00,46.5,195.0,3.5,21.8,14.45,40.4,,1.04,31.18,,,,,,18.75,0.88,93.25,148.0,739.0,,34.47,0.0
2020-10-18 14:00:00,2020-10-18 15:00:00,37.25,144.0,3.55,26.9,17.18,33.15,,0.97,30.07,,,,,,17.75,0.8,87.75,202.5,739.0,,34.98,0.0
2020-10-18 15:00:00,2020-10-18 16:00:00,32.25,127.0,3.88,28.35,18.23,33.42,,0.76,29.0,,,,,,17.75,0.77,87.5,67.5,739.0,,34.73,0.0
2020-10-18 16:00:00,2020-10-18 17:00:00,32.75,117.0,3.52,41.0,24.7,30.85,,0.63,24.53,,,,,,20.5,0.62,83.5,56.75,739.0,,33.88,0.0
2020-10-18 17:00:00,2020-10-18 18:00:00,32.0,116.0,4.03,52.73,31.32,36.23,,0.75,20.62,,,,,,27.0,0.6,66.5,29.5,739.0,,31.85,0.0
2020-10-18 18:00:00,2020-10-18 19:00:00,38.75,116.0,6.35,80.92,48.27,38.7,,0.87,13.07,,,,,,30.0,0.57,69.75,23.0,739.75,,30.17,0.0
2020-10-18 19:00:00,2020-10-18 20:00:00,61.5,209.0,8.4,71.08,44.65,43.98,,1.03,10.65,,,,,,33.25,0.6,81.0,23.0,739.0,,28.75,0.0
2020-10-18 20:00:00,2020-10-18 21:00:00,70.25,218.0,6.55,62.87,38.77,43.9,,1.07,10.32,,,,,,39.25,0.6,79.5,23.0,739.75,,27.4,0.0
2020-10-18 21:00:00,2020-10-18 22:00:00,80.25,227.0,6.42,56.68,35.35,49.58,,1.07,9.22,,,,,,45.25,0.55,87.5,23.0,740.0,,26.1,0.0
2020-10-18 22:00:00,2020-10-18 23:00:00,106.75,257.0,5.7,53.48,33.08,55.35,,1.12,8.88,,,,,,49.0,0.57,82.0,23.0,740.0,,25.25,0.0
2020-10-18 23:00:00,2020-10-19 00:00:00,137.5,288.0,6.23,55.98,34.8,61.38,,1.2,7.88,,,,,,50.75,0.6,89.0,23.0,739.75,,24.68,0.0
2020-10-19 00:00:00,2020-10-19 01:00:00,164.5,316.0,7.9,60.85,38.8,66.62,,1.29,7.28,,,,,,50.5,0.55,82.75,23.0,740.0,,24.5,0.0
2020-10-19 01:00:00,2020-10-19 02:00:00,179.75,340.0,7.4,57.27,36.5,69.22,,1.35,7.42,,,,,,50.5,0.55,79.5,23.0,739.75,,24.25,0.0
2020-10-19 02:00:00,2020-10-19 03:00:00,180.25,349.0,5.03,45.6,28.35,69.08,,1.34,8.15,,,,,,51.75,0.6,69.25,23.0,740.0,,23.8,0.0
2020-10-19 03:00:00,2020-10-19 04:00:00,160.25,323.0,3.92,41.45,25.25,64.92,,1.29,8.55,,,,,,52.75,0.62,73.25,23.0,740.0,,23.35,0.0
2020-10-19 04:00:00,2020-10-19 05:00:00,139.75,291.0,4.88,42.5,26.55,63.5,,1.24,7.8,,,,,,55.0,0.6,80.0,23.0,740.0,,22.68,0.0
2020-10-19 05:00:00,2020-10-19 06:00:00,129.0,283.0,5.08,42.23,26.57,62.65,,1.21,7.62,,,,,,57.5,0.6,87.5,23.0,740.0,,22.0,0.0
2020-10-19 06:00:00,2020-10-19 07:00:00,128.75,270.0,7.55,51.3,33.45,63.4,,1.22,6.55,,,,,,60.25,0.55,91.5,27.5,740.0,,21.48,0.0
2020-10-19 07:00:00,2020-10-19 08:00:00,140.25,295.0,3.9,40.2,24.5,63.83,,1.39,7.03,,,,,,57.75,0.4,183.25,67.0,740.0,,22.4,0.0
2020-10-19 08:00:00,2020-10-19 09:00:00,149.0,331.0,6.72,53.52,33.93,71.52,,1.36,13.1,,,,,,52.5,0.47,135.5,131.0,739.75,,24.22,0.0
2020-10-19 09:00:00,2020-10-19 10:00:00,157.25,312.0,5.02,39.6,25.15,64.2,,1.38,19.48,,,,,,51.25,0.57,93.0,194.25,739.5,,26.07,0.0
2020-10-19 10:00:00,2020-10-19 11:00:00,183.25,415.0,4.85,43.73,27.2,60.95,,1.37,24.32,,,,,,42.0,0.67,97.0,248.25,739.0,,28.9,0.0
2020-10-19 11:00:00,2020-10-19 12:00:00,148.5,371.0,4.4,33.73,21.5,54.72,,1.24,28.5,,,,,,35.5,0.75,102.0,270.0,739.25,,31.3,0.0
2020-10-19 12:00:00,2020-10-19 13:00:00,102.75,301.0,4.5,26.2,17.57,51.0,,1.08,28.58,,,,,,29.25,0.9,113.5,153.5,739.0,,32.65,0.0
2020-10-19 13:00:00,2020-10-19 14:00:00,67.75,224.0,4.12,25.9,17.1,49.05,,0.99,30.4,,,,,,28.75,0.88,103.0,143.5,739.75,,33.48,0.0
2020-10-19 14:00:00,2020-10-19 15:00:00,62.75,213.0,4.1,22.35,15.25,47.4,,0.93,29.6,,,,,,25.75,0.85,106.25,201.5,739.5,,34.05,0.0
2020-10-19 15:00:00,2020-10-19 16:00:00,54.75,241.0,5.8,49.85,31.25,41.1,,0.79,21.73,,,,,,22.25,0.82,110.25,66.5,739.0,,34.15,0.0
2020-10-19 16:00:00,2020-10-19 17:00:00,48.0,155.0,4.35,38.55,24.05,39.15,,0.64,24.7,,,,,,26.5,0.62,102.75,57.75,739.25,,33.27,0.0
2020-10-19 17:00:00,2020-10-19 18:00:00,62.75,183.0,5.93,87.03,51.1,43.67,,0.84,15.93,,,,,,33.75,0.53,88.75,30.0,739.75,,31.42,0.0
2020-10-19 18:00:00,2020-10-19 19:00:00,84.5,265.0,6.57,96.53,56.7,52.38,,1.11,12.25,,,,,,38.5,0.53,99.5,23.0,739.5,,29.58,0.0
2020-10-19 19:00:00,2020-10-19 20:00:00,133.0,365.0,6.03,78.82,46.85,54.37,,1.33,11.8,,,,,,41.75,0.6,82.25,23.0,740.0,,27.93,0.0
2020-10-19 20:00:00,2020-10-19 21:00:00,153.25,401.0,5.72,53.95,33.33,54.62,,1.34,12.77,,,,,,41.5,0.6,90.5,23.0,740.0,,26.85,0.0
2020-10-19 21:00:00,2020-10-19 22:00:00,147.25,356.0,4.67,52.8,31.9,50.05,,1.26,11.73,,,,,,44.0,0.6,83.25,23.0,740.0,,25.77,0.0
2020-10-19 22:00:00,2020-10-19 23:00:00,152.25,379.0,6.38,55.88,34.88,52.33,,1.26,8.45,,,,,,48.5,0.6,75.75,23.0,740.0,,24.8,0.0
2020-10-19 23:00:00,2020-10-20 00:00:00,134.25,345.0,7.07,56.18,35.67,62.3,,1.3,7.62,,,,,,48.75,0.6,75.75,23.0,740.0,,24.17,0.0
2020-10-20 00:00:00,2020-10-20 01:00:00,175.0,391.0,8.47,59.77,38.67,63.9,,1.34,6.97,,,,,,51.33,0.6,85.0,23.0,740.0,,23.2,0.0
2020-10-20 01:00:00,2020-10-20 02:00:00,171.0,375.0,8.55,53.7,35.55,62.7,,1.31,6.75,,,,,,50.5,0.6,82.0,23.0,740.0,,22.65,0.0
2020-10-20 02:00:00,2020-10-20 03:00:00,148.0,322.0,6.1,45.0,28.85,56.6,,1.22,7.5,,,,,,50.0,0.6,77.5,23.0,740.0,,22.45,0.0
2020-10-20 03:00:00,2020-10-20 04:00:00,118.0,310.0,6.2,47.37,30.23,54.83,,1.1,7.2,,,,,,50.33,0.6,87.0,23.0,740.0,,22.07,0.0
2020-10-20 04:00:00,2020-10-20 05:00:00,107.0,275.0,5.65,48.85,30.55,54.05,,1.06,6.65,,,,,,53.0,0.6,78.0,23.0,740.0,,21.55,0.0
2020-10-20 05:00:00,2020-10-20 06:00:00,112.0,,5.5,40.1,25.9,56.4,,1.04,7.1,,,,,,54.0,0.6,78.0,23.0,740.0,,21.2,0.0
2020-10-20 06:00:00,2020-10-20 07:00:00,112.67,270.0,7.93,57.93,37.3,55.87,,1.07,5.93,,,,,,54.33,0.5,75.33,29.0,740.0,,20.93,0.0
2020-10-20 07:00:00,2020-10-20 08:00:00,118.0,291.0,,,,55.85,,,5.4,,,,,,54.0,0.5,89.0,63.0,740.0,,21.25,0.0
2020-10-20 08:00:00,2020-10-20 09:00:00,154.33,307.0,7.13,51.0,32.93,70.67,,1.23,12.4,,,,,,48.67,0.5,115.0,141.0,740.0,,23.57,0.0
2020-10-20 09:00:00,2020-10-20 10:00:00,217.0,460.0,4.9,45.63,28.3,70.8,,1.34,18.73,,,,,,44.0,0.6,116.0,198.0,740.0,,25.9,0.0
2020-10-20 10:00:00,2020-10-20 11:00:00,171.5,378.0,5.0,40.58,25.62,65.6,,1.22,25.15,,,,,,34.0,0.53,129.25,260.75,739.25,,29.85,0.0
2020-10-20 11:00:00,2020-10-20 12:00:00,119.25,317.0,4.4,31.88,20.53,51.05,,1.14,27.35,,,,,,22.25,0.72,117.0,293.0,739.0,,32.35,0.0
2020-10-20 12:00:00,2020-10-20 13:00:00,84.0,256.0,4.0,21.1,14.5,42.4,,1.01,25.4,,,,,,15.0,0.9,121.0,301.0,739.0,,33.2,0.0
2020-10-20 13:00:00,2020-10-20 14:00:00,38.0,204.0,3.8,25.8,16.8,31.4,,0.81,23.9,,,,,,11.0,0.75,118.0,126.5,739.0,,34.35,0.0
2020-10-20 14:00:00,2020-10-20 15:00:00,29.25,150.0,3.8,24.23,16.0,27.3,,0.74,26.15,,,,,,10.75,0.77,118.5,213.25,739.0,,34.55,0.0
2020-10-20 15:00:00,2020-10-20 16:00:00,30.0,144.0,3.7,22.2,14.8,27.1,,0.73,28.9,,,,,,13.0,0.8,103.0,119.0,739.0,,34.4,0.0
2020-10-20 16:00:00,2020-10-20 17:00:00,33.0,146.0,3.7,29.2,18.5,25.85,,0.61,25.35,,,,,,14.0,0.75,120.0,55.0,739.5,,33.65,0.0
2020-10-20 17:00:00,2020-10-20 18:00:00,50.5,157.0,10.05,90.9,56.55,33.75,,0.94,11.65,,,,,,21.5,0.5,102.5,32.0,739.0,,31.45,0.0
2020-10-20 18:00:00,2020-10-20 19:00:00,61.0,300.0,11.9,99.05,62.35,41.2,,1.26,11.2,,,,,,24.5,0.5,111.0,22.5,740.0,,30.2,0.0
2020-10-20 19:00:00,2020-10-20 20:00:00,94.0,323.0,12.87,99.57,63.47,47.23,,1.43,9.87,,,,,,28.67,0.57,88.67,22.0,739.67,,28.77,0.0
2020-10-20 20:00:00,2020-10-20 21:00:00,127.0,348.0,9.1,82.9,51.47,56.27,,1.56,9.13,,,,,,33.67,0.57,82.0,22.0,740.0,,27.47,0.0
2020-10-20 21:00:00,2020-10-20 22:00:00,159.0,398.0,8.4,80.4,49.63,53.63,,1.48,9.27,,,,,,34.67,0.5,110.33,22.0,740.0,,26.7,0.0
2020-10-20 22:00:00,2020-10-20 23:00:00,189.0,412.0,10.73,78.27,50.53,58.77,,1.48,8.55,,,,,,34.0,0.5,149.0,22.0,740.0,,26.5,0.0
2020-10-20 23:00:00,2020-10-21 00:00:00,249.0,498.0,13.2,93.8,60.6,71.3,,1.52,5.8,,,,,,38.0,0.4,150.0,22.0,740.0,,25.3,0.0
2020-10-21 00:00:00,2020-10-21 01:00:00,270.0,549.0,19.93,98.37,68.53,73.67,,1.63,6.27,,,,,,38.0,0.47,145.33,22.0,739.33,,25.17,0.0
2020-10-21 01:00:00,2020-10-21 02:00:00,312.0,600.0,23.6,98.53,71.63,78.7,,1.73,5.93,,,,,,40.33,0.4,132.33,22.33,740.0,,24.53,0.0
2020-10-21 02:00:00,2020-10-21 03:00:00,300.33,569.0,26.2,95.73,72.27,75.4,,1.77,5.97,,,,,,45.0,0.4,101.0,22.67,740.0,,23.37,0.0
2020-10-21 03:00:00,2020-10-21 04:00:00,300.67,559.5,31.07,96.53,76.67,81.03,,1.81,5.3,,,,,,51.67,0.4,102.33,23.0,740.0,,22.13,0.0
2020-10-21 04:00:00,2020-10-21 05:00:00,318.33,617.33,32.27,98.63,78.7,91.5,,1.88,5.57,,,,,,56.0,0.4,66.33,23.0,739.67,,21.4,0.0
2020-10-21 05:00:00,2020-10-21 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-10-21 06:00:00,2020-10-21 07:00:00,334.0,650.0,31.75,95.3,76.55,83.4,,1.96,5.0,,,,,,57.0,0.4,84.0,23.5,740.0,,21.1,0.0
2020-10-21 07:00:00,2020-10-21 08:00:00,321.0,679.0,,,,71.95,,,4.85,,,,,,54.0,0.45,65.5,61.5,740.0,,21.5,0.0
2020-10-21 08:00:00,2020-10-21 09:00:00,308.0,615.0,9.75,77.55,49.15,88.2,,2.05,10.7,,,,,,51.0,0.45,101.0,128.5,740.0,,23.5,0.0
2020-10-21 09:00:00,2020-10-21 10:00:00,298.0,577.0,6.47,72.73,43.93,84.27,,2.03,17.87,,,,,,42.0,0.47,87.67,175.33,739.67,,26.57,0.0
2020-10-21 10:00:00,2020-10-21 11:00:00,242.5,512.0,4.0,54.85,32.4,84.75,,1.82,28.8,,,,,,32.0,0.5,99.0,230.5,739.5,,29.95,0.0
2020-10-21 11:00:00,2020-10-21 12:00:00,206.0,443.0,3.9,41.3,25.1,58.35,,1.6,33.3,,,,,,24.5,0.55,95.0,259.5,739.5,,32.15,0.0
2020-10-21 12:00:00,2020-10-21 13:00:00,126.0,298.0,4.2,32.6,20.75,48.05,,1.38,32.35,,,,,,19.0,0.75,85.5,178.5,739.0,,33.4,0.0
2020-10-21 13:00:00,2020-10-21 14:00:00,76.0,226.0,4.23,28.57,18.67,41.23,,1.24,30.87,,,,,,14.33,0.7,93.67,113.67,739.0,,34.4,0.0
2020-10-21 14:00:00,2020-10-21 15:00:00,49.67,168.0,4.1,27.83,18.13,29.73,,1.1,26.2,,,,,,11.5,0.75,109.0,196.0,739.5,,34.7,0.0
2020-10-21 15:00:00,2020-10-21 16:00:00,37.0,128.0,4.65,35.4,22.65,25.7,,1.06,23.9,,,,,,11.0,0.7,118.5,91.5,739.0,,34.7,0.0
2020-10-21 16:00:00,2020-10-21 17:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-10-21 17:00:00,2020-10-21 18:00:00,48.33,172.0,11.23,132.03,79.43,38.8,,1.0,7.8,,,,,,25.0,0.47,65.33,25.67,739.33,,31.23,0.0
2020-10-21 18:00:00,2020-10-21 19:00:00,77.5,295.0,23.35,139.0,93.15,48.55,,1.33,7.2,,,,,,29.5,0.6,74.5,22.5,739.0,,29.65,0.0
2020-10-21 19:00:00,2020-10-21 20:00:00,88.0,324.0,8.7,70.8,44.7,50.1,,1.4,10.5,,,,,,29.0,0.6,74.0,22.0,740.0,,29.1,0.0
2020-10-21 20:00:00,2020-10-21 21:00:00,97.0,289.0,4.4,69.35,40.5,45.35,,1.35,12.75,,,,,,30.5,0.55,90.0,22.0,739.0,,28.25,0.0
2020-10-21 21:00:00,2020-10-21 22:00:00,97.0,268.5,10.65,92.7,58.0,46.8,,1.39,8.8,,,,,,29.5,0.55,120.0,22.5,739.5,,27.7,0.0
2020-10-21 22:00:00,2020-10-21 23:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-10-21 23:00:00,2020-10-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 00:00:00,2020-10-22 01:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 01:00:00,2020-10-22 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 02:00:00,2020-10-22 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 03:00:00,2020-10-22 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 04:00:00,2020-10-22 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 05:00:00,2020-10-22 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 06:00:00,2020-10-22 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 07:00:00,2020-10-22 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 08:00:00,2020-10-22 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 09:00:00,2020-10-22 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 10:00:00,2020-10-22 11:00:00,132.0,303.0,3.67,32.7,20.37,54.53,,1.65,19.7,,,,,,45.67,0.63,250.33,217.0,739.0,,28.93,0.0
2020-10-22 11:00:00,2020-10-22 12:00:00,78.0,232.0,3.65,21.55,14.45,52.1,,1.45,24.75,,,,,,35.0,0.45,224.0,248.0,739.0,,31.7,0.0
2020-10-22 12:00:00,2020-10-22 13:00:00,62.0,175.0,3.47,25.62,16.48,50.23,,1.29,27.67,,,,,,30.0,0.47,174.0,145.0,739.0,,32.92,0.0
2020-10-22 13:00:00,2020-10-22 14:00:00,57.67,178.0,3.57,28.5,18.07,51.63,,1.28,28.63,,,,,,24.0,0.63,123.67,160.0,739.0,,33.83,0.0
2020-10-22 14:00:00,2020-10-22 15:00:00,45.0,177.0,4.45,33.1,21.2,52.85,,1.18,25.6,,,,,,22.0,0.75,117.5,167.5,739.5,,34.05,0.0
2020-10-22 15:00:00,2020-10-22 16:00:00,41.5,131.0,5.15,32.9,21.75,43.0,,0.68,24.8,,,,,,27.0,0.75,115.0,69.0,739.0,,33.35,0.0
2020-10-22 16:00:00,2020-10-22 17:00:00,48.33,155.0,4.8,60.2,35.9,41.2,,0.75,18.23,,,,,,32.0,0.53,104.33,45.33,739.0,,32.23,0.0
2020-10-22 17:00:00,2020-10-22 18:00:00,53.25,178.0,7.4,92.32,55.12,49.25,,1.04,11.47,,,,,,35.75,0.5,94.75,28.0,739.0,,31.1,0.0
2020-10-22 18:00:00,2020-10-22 19:00:00,67.5,242.0,11.85,102.57,64.22,53.3,,1.34,8.43,,,,,,38.5,0.5,110.5,23.0,739.75,,29.8,0.0
2020-10-22 19:00:00,2020-10-22 20:00:00,80.67,248.0,7.03,74.07,45.13,53.9,,1.3,9.83,,,,,,43.0,0.57,113.67,23.0,740.0,,28.43,0.0
2020-10-22 20:00:00,2020-10-22 21:00:00,92.0,275.0,8.8,79.5,49.4,57.1,,1.32,7.6,,,,,,42.0,0.5,120.0,23.0,740.0,,27.8,0.0
2020-10-22 21:00:00,2020-10-22 22:00:00,96.0,263.0,14.7,92.85,61.35,51.0,,1.35,6.95,,,,,,41.0,0.55,105.5,23.0,740.0,,27.2,0.0
2020-10-22 22:00:00,2020-10-22 23:00:00,100.0,271.0,8.7,92.0,56.0,49.4,,1.33,8.4,,,,,,40.0,0.6,107.0,23.0,740.0,,26.6,0.0
2020-10-22 23:00:00,2020-10-23 00:00:00,164.0,372.0,11.6,79.3,51.6,55.62,,1.25,9.55,,,,,,41.5,0.42,96.75,23.0,740.0,,25.9,0.0
2020-10-23 00:00:00,2020-10-23 01:00:00,161.0,328.0,13.55,81.35,54.25,66.95,,1.29,7.5,,,,,,45.5,0.5,90.0,23.0,740.0,,24.75,0.0
2020-10-23 01:00:00,2020-10-23 02:00:00,173.67,382.0,32.93,107.0,83.67,75.6,,1.34,5.1,,,,,,52.0,0.43,88.67,23.0,740.0,,23.47,0.0
2020-10-23 02:00:00,2020-10-23 03:00:00,186.0,386.0,12.3,78.2,51.65,70.85,,1.42,5.45,,,,,,54.5,0.5,85.5,23.0,740.0,,22.85,0.0
2020-10-23 03:00:00,2020-10-23 04:00:00,197.0,422.0,10.35,73.8,47.65,75.9,,1.48,5.25,,,,,,55.5,0.5,172.5,23.0,740.0,,22.3,0.0
2020-10-23 04:00:00,2020-10-23 05:00:00,202.75,404.0,7.42,63.48,39.85,73.95,,1.46,5.72,,,,,,58.25,0.45,183.5,23.0,740.0,,21.77,0.0
2020-10-23 05:00:00,2020-10-23 06:00:00,220.0,434.0,21.55,88.15,64.35,80.7,,1.56,4.85,,,,,,60.5,0.4,159.0,23.0,740.0,,21.5,0.0
2020-10-23 06:00:00,2020-10-23 07:00:00,222.0,513.0,18.35,78.45,56.65,82.55,,1.67,4.9,,,,,,67.5,0.35,147.0,30.5,740.0,,20.05,0.0
2020-10-23 07:00:00,2020-10-23 08:00:00,220.5,457.0,16.0,79.3,55.1,78.57,,1.89,5.05,,,,,,62.75,0.47,148.0,63.75,740.0,,20.88,0.0
2020-10-23 08:00:00,2020-10-23 09:00:00,237.0,501.0,11.9,77.6,50.93,93.2,,1.85,,,,,,,60.33,0.47,167.67,115.67,740.0,,22.37,0.0
2020-10-23 09:00:00,2020-10-23 10:00:00,285.33,564.0,5.13,41.23,26.13,69.97,,1.75,16.5,,,,,,59.0,0.5,201.33,193.67,740.0,,26.03,0.0
2020-10-23 10:00:00,2020-10-23 11:00:00,244.0,488.0,4.5,42.8,26.43,81.97,,1.6,20.4,,,,,,51.33,0.5,213.0,233.33,740.0,,28.5,0.0
2020-10-23 11:00:00,2020-10-23 12:00:00,156.0,324.0,3.7,,1.1,,,0.56,25.5,,,,,,31.67,0.5,143.67,263.67,740.0,,31.83,0.0
2020-10-23 12:00:00,2020-10-23 13:00:00,131.0,288.0,3.65,,0.95,,,0.56,23.1,,,,,,23.0,0.6,111.5,201.0,739.5,,33.1,0.0
2020-10-23 13:00:00,2020-10-23 14:00:00,52.0,154.33,3.97,,1.3,,,0.42,24.2,,,,,,15.0,0.7,116.67,122.67,740.0,,34.03,0.0
2020-10-23 14:00:00,2020-10-23 15:00:00,40.67,131.33,3.53,,0.7,,,0.31,22.93,,,,,,13.33,0.67,117.33,197.0,740.0,,34.37,0.0
