From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (ug/m3)
2021-06-07 15:00:00,2021-06-07 16:00:00,20.2,27.8,9.99,8.21,14.6,0.69,8.5
2021-06-07 16:00:00,2021-06-07 17:00:00,20.2,27.8,8.41,9.98,17.23,0.68,6.75
2021-06-07 17:00:00,2021-06-07 18:00:00,20.2,27.8,4.97,8.66,12.73,0.68,9.5
2021-06-07 18:00:00,2021-06-07 19:00:00,,,17.96,8.67,15.15,0.7,19.5
2021-06-07 19:00:00,2021-06-07 20:00:00,,,15.33,7.69,13.61,0.71,17.5
2021-06-07 20:00:00,2021-06-07 21:00:00,,,12.16,7.09,15.77,0.75,16.5
2021-06-07 21:00:00,2021-06-07 22:00:00,,,10.53,7.09,15.54,0.76,17.25
2021-06-07 22:00:00,2021-06-07 23:00:00,,,10.62,8.15,12.71,0.75,15.5
2021-06-07 23:00:00,2021-06-08 00:00:00,,,6.12,18.45,22.21,0.75,14.33
2021-06-08 00:00:00,2021-06-08 01:00:00,,,,,0.0,0.0,
2021-06-08 01:00:00,2021-06-08 02:00:00,,,4.49,26.74,7.72,0.19,14.0
2021-06-08 02:00:00,2021-06-08 03:00:00,,,13.37,7.7,12.61,0.74,16.25
2021-06-08 03:00:00,2021-06-08 04:00:00,,,10.04,14.61,24.09,0.75,15.25
2021-06-08 04:00:00,2021-06-08 05:00:00,,,7.09,9.46,16.43,0.75,14.75
2021-06-08 05:00:00,2021-06-08 06:00:00,,,7.53,10.02,16.88,0.76,15.64
2021-06-08 06:00:00,2021-06-08 07:00:00,,,8.23,6.16,11.45,0.75,13.25
2021-06-08 07:00:00,2021-06-08 08:00:00,,,13.74,6.16,10.65,0.79,16.25
2021-06-08 08:00:00,2021-06-08 09:00:00,,,7.74,8.44,12.35,0.79,14.5
2021-06-08 09:00:00,2021-06-08 10:00:00,,,6.25,8.88,13.74,0.77,17.0
2021-06-08 10:00:00,2021-06-08 11:00:00,,,15.94,6.16,10.65,0.77,12.25
2021-06-08 11:00:00,2021-06-08 12:00:00,,,23.4,7.84,12.41,0.72,9.0
2021-06-08 12:00:00,2021-06-08 13:00:00,,,7.55,9.46,12.86,0.67,14.0
2021-06-08 13:00:00,2021-06-08 14:00:00,,,10.36,6.18,12.2,0.67,8.25
2021-06-08 14:00:00,2021-06-08 15:00:00,,,10.09,7.75,13.63,0.66,7.75
2021-06-08 15:00:00,2021-06-08 16:00:00,,,11.62,6.2,12.17,0.66,5.25
2021-06-08 16:00:00,2021-06-08 17:00:00,,,7.64,6.76,13.87,0.66,10.25
2021-06-08 17:00:00,2021-06-08 18:00:00,,,8.7,7.48,13.62,0.69,7.5
2021-06-08 18:00:00,2021-06-08 19:00:00,,,6.22,11.23,15.24,0.69,18.25
2021-06-08 19:00:00,2021-06-08 20:00:00,,,8.13,8.05,11.97,0.72,18.25
2021-06-08 20:00:00,2021-06-08 21:00:00,,,25.49,7.21,21.32,0.74,16.0
2021-06-08 21:00:00,2021-06-08 22:00:00,,,4.49,13.18,15.37,0.75,16.5
2021-06-08 22:00:00,2021-06-08 23:00:00,,,7.07,8.4,14.07,0.76,14.75
2021-06-08 23:00:00,2021-06-09 00:00:00,,,8.16,8.46,14.77,0.66,17.0
2021-06-09 00:00:00,2021-06-09 01:00:00,,,,,0.0,0.0,
2021-06-09 01:00:00,2021-06-09 02:00:00,,,5.68,11.6,4.03,0.18,16.0
2021-06-09 02:00:00,2021-06-09 03:00:00,,,5.92,11.61,16.7,0.75,12.25
2021-06-09 03:00:00,2021-06-09 04:00:00,,,5.67,9.45,14.3,0.75,13.25
2021-06-09 04:00:00,2021-06-09 05:00:00,,,10.53,7.04,13.21,0.74,12.25
2021-06-09 05:00:00,2021-06-09 06:00:00,,,11.39,25.22,32.57,0.73,16.0
2021-06-09 06:00:00,2021-06-09 07:00:00,,,8.91,39.28,48.12,0.75,13.0
2021-06-09 07:00:00,2021-06-09 08:00:00,,,21.37,6.31,11.51,0.74,11.25
2021-06-09 08:00:00,2021-06-09 09:00:00,,,26.31,18.17,23.48,0.76,15.75
2021-06-09 09:00:00,2021-06-09 10:00:00,,,10.46,24.27,12.12,0.78,9.75
2021-06-09 10:00:00,2021-06-09 11:00:00,,,5.15,20.77,13.47,0.76,14.5
2021-06-09 11:00:00,2021-06-09 12:00:00,,,6.77,9.7,16.47,0.77,13.5
2021-06-09 12:00:00,2021-06-09 13:00:00,,,8.35,7.47,14.21,0.75,13.0
2021-06-09 13:00:00,2021-06-09 14:00:00,,,11.12,8.2,13.22,0.76,13.25
2021-06-09 14:00:00,2021-06-09 15:00:00,,,8.36,15.13,21.2,0.75,17.0
2021-06-09 15:00:00,2021-06-09 16:00:00,,,7.21,6.16,10.67,0.75,11.5
2021-06-09 16:00:00,2021-06-09 17:00:00,,,15.23,6.18,11.57,0.73,11.25
2021-06-09 17:00:00,2021-06-09 18:00:00,,,7.74,6.52,13.97,0.71,13.5
2021-06-09 18:00:00,2021-06-09 19:00:00,,,4.86,18.3,20.69,0.73,18.5
2021-06-09 19:00:00,2021-06-09 20:00:00,,,9.01,9.09,12.62,0.74,18.25
2021-06-09 20:00:00,2021-06-09 21:00:00,,,6.76,8.9,13.27,0.76,18.25
2021-06-09 21:00:00,2021-06-09 22:00:00,,,6.46,8.29,13.82,0.74,15.0
2021-06-09 22:00:00,2021-06-09 23:00:00,,,5.51,10.67,14.23,0.76,14.75
2021-06-09 23:00:00,2021-06-10 00:00:00,,,5.77,10.92,15.05,0.77,14.0
2021-06-10 00:00:00,2021-06-10 01:00:00,,,,,0.0,0.0,
2021-06-10 01:00:00,2021-06-10 02:00:00,,,9.91,7.01,2.84,0.2,18.0
2021-06-10 02:00:00,2021-06-10 03:00:00,,,16.37,7.26,13.38,0.76,14.5
2021-06-10 03:00:00,2021-06-10 04:00:00,,,31.87,11.23,15.94,0.76,15.25
2021-06-10 04:00:00,2021-06-10 05:00:00,,,10.09,6.99,12.13,0.73,12.5
2021-06-10 05:00:00,2021-06-10 06:00:00,,,8.34,7.57,14.36,0.72,15.5
2021-06-10 06:00:00,2021-06-10 07:00:00,,,5.15,11.75,16.52,0.73,15.75
2021-06-10 07:00:00,2021-06-10 08:00:00,,,8.12,8.12,12.79,0.73,12.5
2021-06-10 08:00:00,2021-06-10 09:00:00,,,6.83,10.55,16.74,0.71,16.0
2021-06-10 09:00:00,2021-06-10 10:00:00,,,6.72,8.61,14.47,0.73,10.75
2021-06-10 10:00:00,2021-06-10 11:00:00,,,2.35,3.21,3.71,0.85,19.67
2021-06-10 11:00:00,2021-06-10 12:00:00,,,,,0.0,1.06,15.25
2021-06-10 12:00:00,2021-06-10 13:00:00,,,0.68,2.84,3.53,0.93,3.75
2021-06-10 13:00:00,2021-06-10 14:00:00,,,1.06,4.01,5.07,1.05,4.5
2021-06-10 14:00:00,2021-06-10 15:00:00,,,0.99,4.0,4.99,1.16,4.0
2021-06-10 15:00:00,2021-06-10 16:00:00,,,1.16,3.97,5.13,1.24,4.25
2021-06-10 16:00:00,2021-06-10 17:00:00,,,82.54,26.02,97.59,1.34,6.75
2021-06-10 17:00:00,2021-06-10 18:00:00,,,,,,1.38,6.25
2021-06-10 18:00:00,2021-06-10 19:00:00,,,,78.8,0.0,1.38,7.75
2021-06-10 19:00:00,2021-06-10 20:00:00,,,,,0.0,1.39,7.25
2021-06-10 20:00:00,2021-06-10 21:00:00,,,,,0.0,1.41,7.5
2021-06-10 21:00:00,2021-06-10 22:00:00,,,,,0.0,1.42,7.5
2021-06-10 22:00:00,2021-06-10 23:00:00,,,,,0.0,1.43,8.25
2021-06-10 23:00:00,2021-06-11 00:00:00,,,,,0.0,1.24,7.67
2021-06-11 00:00:00,2021-06-11 01:00:00,,,,,0.0,0.0,
2021-06-11 01:00:00,2021-06-11 02:00:00,,,,,0.0,0.35,10.82
2021-06-11 02:00:00,2021-06-11 03:00:00,,,,,0.0,1.36,11.12
2021-06-11 03:00:00,2021-06-11 04:00:00,,,,,0.0,1.38,10.5
2021-06-11 04:00:00,2021-06-11 05:00:00,,,,,0.0,1.36,10.18
2021-06-11 05:00:00,2021-06-11 06:00:00,,,,,0.0,1.38,9.62
2021-06-11 06:00:00,2021-06-11 07:00:00,,,,,0.0,1.36,10.65
2021-06-11 07:00:00,2021-06-11 08:00:00,,,,425.94,0.0,1.39,10.22
2021-06-11 08:00:00,2021-06-11 09:00:00,,,,361.64,,1.39,9.04
2021-06-11 09:00:00,2021-06-11 10:00:00,,,,25.05,,1.39,8.24
2021-06-11 10:00:00,2021-06-11 11:00:00,,,,410.45,,1.35,8.89
2021-06-11 11:00:00,2021-06-11 12:00:00,,,,294.21,,1.35,7.98
2021-06-11 12:00:00,2021-06-11 13:00:00,,,,221.69,,1.36,8.99
2021-06-11 13:00:00,2021-06-11 14:00:00,,,,,,1.35,9.0
2021-06-11 14:00:00,2021-06-11 15:00:00,,,,,,1.34,8.97
2021-06-11 15:00:00,2021-06-11 16:00:00,,,,,0.0,1.35,9.34
2021-06-11 16:00:00,2021-06-11 17:00:00,,,,,0.0,1.36,9.1
2021-06-11 17:00:00,2021-06-11 18:00:00,,,,,0.0,1.05,9.54
2021-06-11 18:00:00,2021-06-11 19:00:00,,,118.36,,61.26,1.4,9.18
2021-06-11 19:00:00,2021-06-11 20:00:00,,,,218.8,80.78,1.43,9.36
2021-06-11 20:00:00,2021-06-11 21:00:00,,,,240.76,,1.44,9.61
2021-06-11 21:00:00,2021-06-11 22:00:00,,,,,0.0,1.45,9.68
2021-06-11 22:00:00,2021-06-11 23:00:00,,,,334.55,0.0,1.45,10.27
2021-06-11 23:00:00,2021-06-12 00:00:00,,,,433.33,,1.41,7.0
2021-06-12 00:00:00,2021-06-12 01:00:00,,,,,0.0,0.0,
2021-06-12 01:00:00,2021-06-12 02:00:00,,,,274.55,0.0,0.35,9.0
2021-06-12 02:00:00,2021-06-12 03:00:00,,,,274.7,,1.38,7.5
2021-06-12 03:00:00,2021-06-12 04:00:00,,,,119.04,,1.39,7.75
2021-06-12 04:00:00,2021-06-12 05:00:00,,,,95.92,,1.4,8.75
2021-06-12 05:00:00,2021-06-12 06:00:00,,,,142.7,,1.4,7.5
2021-06-12 06:00:00,2021-06-12 07:00:00,,,,105.26,,1.4,7.25
2021-06-12 07:00:00,2021-06-12 08:00:00,,,485.91,100.16,,1.42,6.5
2021-06-12 08:00:00,2021-06-12 09:00:00,,,,135.95,,1.43,6.5
2021-06-12 09:00:00,2021-06-12 10:00:00,,,5.67,187.57,11.86,1.2,6.25
2021-06-12 10:00:00,2021-06-12 11:00:00,,,4.42,5.89,10.28,0.97,6.5
2021-06-12 11:00:00,2021-06-12 12:00:00,,,4.47,5.85,10.3,0.94,6.5
2021-06-12 12:00:00,2021-06-12 13:00:00,,,4.54,5.86,10.36,0.93,6.0
2021-06-12 13:00:00,2021-06-12 14:00:00,,,5.32,5.96,11.26,0.95,5.5
2021-06-12 14:00:00,2021-06-12 15:00:00,,,4.13,5.9,9.93,0.93,7.0
2021-06-12 15:00:00,2021-06-12 16:00:00,,,4.21,5.9,10.02,0.93,7.25
2021-06-12 16:00:00,2021-06-12 17:00:00,,,5.25,6.12,11.33,0.92,7.25
2021-06-12 17:00:00,2021-06-12 18:00:00,,,4.54,6.1,10.65,0.93,7.0
2021-06-12 18:00:00,2021-06-12 19:00:00,,,4.46,5.9,10.35,0.96,7.5
2021-06-12 19:00:00,2021-06-12 20:00:00,,,4.62,5.95,10.53,0.98,7.0
2021-06-12 20:00:00,2021-06-12 21:00:00,,,4.29,6.51,10.41,1.02,7.5
2021-06-12 21:00:00,2021-06-12 22:00:00,,,4.22,6.12,10.1,1.03,7.0
2021-06-12 22:00:00,2021-06-12 23:00:00,,,4.23,5.89,10.11,1.06,7.5
2021-06-12 23:00:00,2021-06-13 00:00:00,,,4.16,5.88,10.04,1.05,7.67
2021-06-13 00:00:00,2021-06-13 01:00:00,,,,,0.0,0.0,
2021-06-13 01:00:00,2021-06-13 02:00:00,,,3.87,5.95,2.46,0.24,8.0
2021-06-13 02:00:00,2021-06-13 03:00:00,,,4.23,5.91,10.1,0.96,11.75
2021-06-13 03:00:00,2021-06-13 04:00:00,,,4.39,5.89,10.27,0.95,11.0
2021-06-13 04:00:00,2021-06-13 05:00:00,,,4.15,5.87,10.01,0.98,10.5
2021-06-13 05:00:00,2021-06-13 06:00:00,,,4.15,5.87,10.01,0.96,8.5
2021-06-13 06:00:00,2021-06-13 07:00:00,,,3.96,5.9,9.85,0.98,7.0
2021-06-13 07:00:00,2021-06-13 08:00:00,,,4.09,5.87,9.96,0.99,7.5
2021-06-13 08:00:00,2021-06-13 09:00:00,,,4.04,5.84,9.86,1.0,8.0
2021-06-13 09:00:00,2021-06-13 10:00:00,,,4.03,5.84,9.63,0.94,7.09
2021-06-13 10:00:00,2021-06-13 11:00:00,,,4.14,5.83,9.62,0.93,6.5
2021-06-13 11:00:00,2021-06-13 12:00:00,,,4.0,6.0,9.89,0.94,5.75
2021-06-13 12:00:00,2021-06-13 13:00:00,,,4.04,5.93,9.97,0.91,5.5
2021-06-13 13:00:00,2021-06-13 14:00:00,,,3.97,5.89,9.84,0.9,7.75
2021-06-13 14:00:00,2021-06-13 15:00:00,,,4.72,5.94,10.62,0.92,8.0
2021-06-13 15:00:00,2021-06-13 16:00:00,,,5.28,5.94,11.22,0.9,7.5
2021-06-13 16:00:00,2021-06-13 17:00:00,,,4.98,5.96,10.94,0.9,6.0
2021-06-13 17:00:00,2021-06-13 18:00:00,,,4.34,5.9,10.13,0.9,6.25
2021-06-13 18:00:00,2021-06-13 19:00:00,,,5.93,5.84,9.6,0.93,5.75
2021-06-13 19:00:00,2021-06-13 20:00:00,,,4.14,6.07,9.93,0.93,6.75
2021-06-13 20:00:00,2021-06-13 21:00:00,,,4.02,5.88,9.77,0.99,7.0
2021-06-13 21:00:00,2021-06-13 22:00:00,,,4.33,5.85,9.62,0.99,7.0
2021-06-13 22:00:00,2021-06-13 23:00:00,,,3.94,5.89,9.83,1.0,6.25
2021-06-13 23:00:00,2021-06-14 00:00:00,,,5.17,5.87,9.63,1.03,5.33
2021-06-14 00:00:00,2021-06-14 01:00:00,,,,,0.0,0.0,
2021-06-14 01:00:00,2021-06-14 02:00:00,,,4.11,5.91,2.44,0.24,10.79
2021-06-14 02:00:00,2021-06-14 03:00:00,,,3.98,5.88,9.85,0.98,10.07
2021-06-14 03:00:00,2021-06-14 04:00:00,,,4.01,5.87,9.84,0.95,9.88
2021-06-14 04:00:00,2021-06-14 05:00:00,,,3.78,6.74,10.47,0.95,9.65
2021-06-14 05:00:00,2021-06-14 06:00:00,,,3.91,5.98,9.88,0.95,9.16
2021-06-14 06:00:00,2021-06-14 07:00:00,,,3.9,6.36,10.19,0.96,9.73
2021-06-14 07:00:00,2021-06-14 08:00:00,,,3.73,7.05,10.62,0.99,9.5
2021-06-14 08:00:00,2021-06-14 09:00:00,,,4.38,5.88,10.26,0.98,10.03
2021-06-14 09:00:00,2021-06-14 10:00:00,,,3.82,6.96,10.4,0.96,10.0
2021-06-14 10:00:00,2021-06-14 11:00:00,,,3.65,8.04,11.57,0.99,8.82
2021-06-14 11:00:00,2021-06-14 12:00:00,,,3.8,6.78,10.53,0.96,9.09
2021-06-14 12:00:00,2021-06-14 13:00:00,,,3.92,5.89,9.81,0.97,15.27
2021-06-14 13:00:00,2021-06-14 14:00:00,,,4.0,5.85,9.85,0.94,14.57
2021-06-14 14:00:00,2021-06-14 15:00:00,,,3.71,7.92,11.51,0.96,15.32
2021-06-14 15:00:00,2021-06-14 16:00:00,,,3.73,6.55,10.18,0.98,18.38
2021-06-14 16:00:00,2021-06-14 17:00:00,,,3.93,5.83,9.71,0.92,19.04
2021-06-14 17:00:00,2021-06-14 18:00:00,,,3.94,5.84,9.73,0.93,15.55
2021-06-14 18:00:00,2021-06-14 19:00:00,,,3.83,5.93,9.76,0.93,6.57
2021-06-14 19:00:00,2021-06-14 20:00:00,,,6.0,6.16,9.79,0.94,11.38
2021-06-14 20:00:00,2021-06-14 21:00:00,,,3.67,6.96,10.58,0.97,11.95
2021-06-14 21:00:00,2021-06-14 22:00:00,,,4.28,7.89,11.67,0.96,11.51
2021-06-14 22:00:00,2021-06-14 23:00:00,,,4.16,5.87,9.99,0.97,11.56
2021-06-14 23:00:00,2021-06-15 00:00:00,,,3.98,6.81,10.77,0.95,7.0
2021-06-15 00:00:00,2021-06-15 01:00:00,,,,,0.0,0.0,
2021-06-15 01:00:00,2021-06-15 02:00:00,,,3.81,5.98,2.45,0.23,10.01
2021-06-15 02:00:00,2021-06-15 03:00:00,,,3.81,6.61,10.37,0.94,10.65
2021-06-15 03:00:00,2021-06-15 04:00:00,,,4.5,5.84,9.75,0.94,9.71
2021-06-15 04:00:00,2021-06-15 05:00:00,,,4.19,5.85,10.0,0.94,9.96
2021-06-15 05:00:00,2021-06-15 06:00:00,,,4.47,5.83,9.6,0.94,9.57
2021-06-15 06:00:00,2021-06-15 07:00:00,,,4.27,8.91,12.64,0.92,9.54
2021-06-15 07:00:00,2021-06-15 08:00:00,,,3.67,10.05,13.46,0.95,9.86
2021-06-15 08:00:00,2021-06-15 09:00:00,,,3.65,10.07,13.4,0.97,10.05
2021-06-15 09:00:00,2021-06-15 10:00:00,,,4.69,7.57,11.2,0.96,10.42
2021-06-15 10:00:00,2021-06-15 11:00:00,,,3.98,5.87,9.85,0.97,9.22
2021-06-15 11:00:00,2021-06-15 12:00:00,,,3.96,5.86,9.82,0.98,8.48
2021-06-15 12:00:00,2021-06-15 13:00:00,,,3.94,5.86,9.79,0.97,8.83
2021-06-15 13:00:00,2021-06-15 14:00:00,,,4.4,6.0,10.3,0.95,8.65
2021-06-15 14:00:00,2021-06-15 15:00:00,,,4.0,5.9,9.9,0.93,9.17
2021-06-15 15:00:00,2021-06-15 16:00:00,,,3.66,6.52,10.02,1.05,9.36
2021-06-15 16:00:00,2021-06-15 17:00:00,,,4.04,5.88,9.92,1.01,10.66
2021-06-15 17:00:00,2021-06-15 18:00:00,,,4.86,6.33,10.14,1.02,10.28
2021-06-15 18:00:00,2021-06-15 19:00:00,,,4.27,5.84,9.93,1.0,10.13
2021-06-15 19:00:00,2021-06-15 20:00:00,,,3.73,5.83,9.51,1.04,11.96
2021-06-15 20:00:00,2021-06-15 21:00:00,,,3.83,5.99,9.81,1.03,11.8
2021-06-15 21:00:00,2021-06-15 22:00:00,,,4.35,5.84,9.64,1.04,11.43
2021-06-15 22:00:00,2021-06-15 23:00:00,,,3.9,6.84,9.8,1.06,10.84
2021-06-15 23:00:00,2021-06-16 00:00:00,,,4.07,5.86,9.92,0.93,8.0
2021-06-16 00:00:00,2021-06-16 01:00:00,,,,,0.0,0.0,
2021-06-16 01:00:00,2021-06-16 02:00:00,,,3.97,5.83,2.45,0.27,9.45
2021-06-16 02:00:00,2021-06-16 03:00:00,,,3.99,5.83,9.77,1.06,10.96
2021-06-16 03:00:00,2021-06-16 04:00:00,,,3.94,5.95,9.86,1.07,11.11
2021-06-16 04:00:00,2021-06-16 05:00:00,,,3.93,6.05,9.91,1.05,9.63
2021-06-16 05:00:00,2021-06-16 06:00:00,,,3.88,6.06,9.94,1.04,10.37
2021-06-16 06:00:00,2021-06-16 07:00:00,,,4.11,6.12,10.17,1.06,10.59
2021-06-16 07:00:00,2021-06-16 08:00:00,,,5.28,5.99,9.77,1.06,8.84
2021-06-16 08:00:00,2021-06-16 09:00:00,,,6.42,5.88,9.68,1.07,10.04
2021-06-16 09:00:00,2021-06-16 10:00:00,,,4.72,5.84,9.77,1.08,10.95
2021-06-16 10:00:00,2021-06-16 11:00:00,,,3.98,5.88,9.8,1.06,10.04
2021-06-16 11:00:00,2021-06-16 12:00:00,,,4.15,5.88,10.02,1.05,9.02
2021-06-16 12:00:00,2021-06-16 13:00:00,,,4.03,6.18,10.1,1.03,9.25
2021-06-16 13:00:00,2021-06-16 14:00:00,,,3.65,6.58,9.97,0.99,9.73
2021-06-16 14:00:00,2021-06-16 15:00:00,,,3.8,6.23,9.9,1.02,9.23
2021-06-16 15:00:00,2021-06-16 16:00:00,,,3.99,5.83,9.66,1.03,9.23
2021-06-16 16:00:00,2021-06-16 17:00:00,,,3.99,5.83,9.65,1.02,8.78
2021-06-16 17:00:00,2021-06-16 18:00:00,,,3.77,6.56,10.25,1.05,9.38
2021-06-16 18:00:00,2021-06-16 19:00:00,,,4.04,5.87,9.9,1.08,9.68
2021-06-16 19:00:00,2021-06-16 20:00:00,,,4.44,5.83,9.73,1.11,9.63
2021-06-16 20:00:00,2021-06-16 21:00:00,,,4.44,5.83,9.73,1.13,10.54
2021-06-16 21:00:00,2021-06-16 22:00:00,,,4.44,5.83,9.73,1.12,9.81
2021-06-16 22:00:00,2021-06-16 23:00:00,,,3.89,5.93,9.66,1.13,9.05
2021-06-16 23:00:00,2021-06-17 00:00:00,,,3.76,6.13,9.89,1.13,8.72
2021-06-17 00:00:00,2021-06-17 01:00:00,,,,,0.0,0.0,
2021-06-17 01:00:00,2021-06-17 02:00:00,,,4.04,5.83,2.45,0.28,6.0
2021-06-17 02:00:00,2021-06-17 03:00:00,,,5.27,7.25,12.21,1.11,7.0
2021-06-17 03:00:00,2021-06-17 04:00:00,,,4.03,5.85,9.82,1.08,5.5
2021-06-17 04:00:00,2021-06-17 05:00:00,,,4.02,5.84,9.82,1.05,5.75
2021-06-17 05:00:00,2021-06-17 06:00:00,,,4.29,5.83,9.51,1.05,6.0
2021-06-17 06:00:00,2021-06-17 07:00:00,,,4.14,5.86,10.0,1.01,6.0
2021-06-17 07:00:00,2021-06-17 08:00:00,,,4.91,5.85,9.91,1.06,7.5
2021-06-17 08:00:00,2021-06-17 09:00:00,,,7.69,5.83,9.48,1.09,6.5
2021-06-17 09:00:00,2021-06-17 10:00:00,,,5.9,5.83,9.48,1.14,5.5
2021-06-17 10:00:00,2021-06-17 11:00:00,,,5.27,5.83,9.49,1.13,6.5
2021-06-17 11:00:00,2021-06-17 12:00:00,,,3.93,5.88,9.8,1.09,6.5
2021-06-17 12:00:00,2021-06-17 13:00:00,174.25,417.55,4.37,5.83,9.92,0.9,
2021-06-17 13:00:00,2021-06-17 14:00:00,,,3.81,5.83,9.63,0.97,6.0
2021-06-17 14:00:00,2021-06-17 15:00:00,,,15.32,5.96,13.96,1.06,7.5
2021-06-17 15:00:00,2021-06-17 16:00:00,,,21.09,5.83,15.8,1.12,8.75
2021-06-17 16:00:00,2021-06-17 17:00:00,,,11.49,6.2,12.52,1.15,11.75
2021-06-17 17:00:00,2021-06-17 18:00:00,19.92,20.65,3.65,7.32,9.85,1.21,9.5
2021-06-17 18:00:00,2021-06-17 19:00:00,18.9,19.5,4.16,6.19,10.22,1.25,12.75
2021-06-17 19:00:00,2021-06-17 20:00:00,24.65,25.73,4.23,6.03,10.26,1.29,12.25
2021-06-17 20:00:00,2021-06-17 21:00:00,20.12,21.08,4.6,6.02,10.29,1.37,13.96
2021-06-17 21:00:00,2021-06-17 22:00:00,16.85,17.73,5.96,5.83,9.84,1.4,10.5
2021-06-17 22:00:00,2021-06-17 23:00:00,15.25,15.9,3.77,6.83,10.46,1.38,3.75
2021-06-17 23:00:00,2021-06-18 00:00:00,17.37,18.27,4.0,6.35,10.34,1.36,4.67
2021-06-18 00:00:00,2021-06-18 01:00:00,,,,,0.0,0.0,
2021-06-18 01:00:00,2021-06-18 02:00:00,16.8,17.5,7.75,5.83,2.37,0.33,3.0
2021-06-18 02:00:00,2021-06-18 03:00:00,17.5,18.25,6.22,6.24,10.11,1.29,6.25
2021-06-18 03:00:00,2021-06-18 04:00:00,22.35,23.5,4.14,6.67,10.81,1.29,4.5
2021-06-18 04:00:00,2021-06-18 05:00:00,24.5,25.67,3.8,5.95,9.75,1.28,5.25
2021-06-18 05:00:00,2021-06-18 06:00:00,22.23,23.38,3.65,5.83,9.48,1.28,7.25
2021-06-18 06:00:00,2021-06-18 07:00:00,22.73,23.9,3.65,5.83,9.48,1.28,5.75
2021-06-18 07:00:00,2021-06-18 08:00:00,27.35,28.58,3.65,5.83,9.48,1.3,7.25
2021-06-18 08:00:00,2021-06-18 09:00:00,24.32,25.08,3.65,5.83,9.48,1.31,5.75
2021-06-18 09:00:00,2021-06-18 10:00:00,34.1,35.1,4.08,5.83,9.73,1.31,6.25
2021-06-18 10:00:00,2021-06-18 11:00:00,27.3,28.17,6.96,5.83,11.44,1.31,6.75
2021-06-18 11:00:00,2021-06-18 12:00:00,22.05,22.9,6.3,5.88,11.18,1.09,10.25
2021-06-18 12:00:00,2021-06-18 13:00:00,28.45,29.62,4.02,6.3,10.16,1.19,10.5
2021-06-18 13:00:00,2021-06-18 14:00:00,23.3,24.07,4.09,5.83,9.49,1.24,9.75
2021-06-18 14:00:00,2021-06-18 15:00:00,18.7,19.48,4.09,5.83,9.49,1.3,10.75
2021-06-18 15:00:00,2021-06-18 16:00:00,18.62,19.3,4.09,5.83,9.49,1.31,14.0
2021-06-18 16:00:00,2021-06-18 17:00:00,17.5,18.18,3.97,5.87,9.49,1.31,14.75
2021-06-18 17:00:00,2021-06-18 18:00:00,14.88,15.45,3.65,5.83,9.48,1.29,12.0
2021-06-18 18:00:00,2021-06-18 19:00:00,9.82,10.18,3.85,6.06,9.74,1.32,5.5
2021-06-18 19:00:00,2021-06-18 20:00:00,17.38,17.68,3.66,5.86,9.5,1.35,4.0
2021-06-18 20:00:00,2021-06-18 21:00:00,17.92,18.28,3.66,5.95,9.49,1.32,8.0
2021-06-18 21:00:00,2021-06-18 22:00:00,12.85,13.0,3.75,5.95,9.59,1.35,7.25
2021-06-18 22:00:00,2021-06-18 23:00:00,9.07,9.18,3.66,5.98,9.49,1.37,7.25
2021-06-18 23:00:00,2021-06-19 00:00:00,8.6,8.8,3.67,5.96,9.5,1.18,7.33
2021-06-19 00:00:00,2021-06-19 01:00:00,,,,,0.0,0.0,
2021-06-19 01:00:00,2021-06-19 02:00:00,10.3,10.6,3.66,5.84,2.38,0.29,7.0
2021-06-19 02:00:00,2021-06-19 03:00:00,8.68,8.88,3.95,6.03,9.65,1.16,7.0
2021-06-19 03:00:00,2021-06-19 04:00:00,8.15,8.35,3.66,5.85,9.5,1.14,7.5
2021-06-19 04:00:00,2021-06-19 05:00:00,5.9,6.03,3.66,5.95,9.61,1.13,7.25
2021-06-19 05:00:00,2021-06-19 06:00:00,4.05,4.15,3.65,5.84,9.49,1.11,7.75
2021-06-19 06:00:00,2021-06-19 07:00:00,7.85,8.02,3.66,5.83,9.49,1.12,7.0
2021-06-19 07:00:00,2021-06-19 08:00:00,15.95,16.23,3.67,5.86,9.5,1.15,6.5
2021-06-19 08:00:00,2021-06-19 09:00:00,14.4,14.68,3.66,5.85,9.5,1.17,5.75
2021-06-19 09:00:00,2021-06-19 10:00:00,22.5,23.55,3.66,5.85,9.49,1.17,4.75
2021-06-19 10:00:00,2021-06-19 11:00:00,32.0,33.95,3.66,5.84,9.5,1.16,4.0
2021-06-19 11:00:00,2021-06-19 12:00:00,43.2,45.6,3.66,5.84,9.5,1.12,9.0
2021-06-19 12:00:00,2021-06-19 13:00:00,44.37,46.73,3.66,5.84,9.49,1.1,9.75
2021-06-19 13:00:00,2021-06-19 14:00:00,36.27,38.3,3.66,5.84,9.5,1.1,12.25
2021-06-19 14:00:00,2021-06-19 15:00:00,38.7,40.35,3.7,5.96,9.65,0.91,5.5
2021-06-19 15:00:00,2021-06-19 16:00:00,53.58,55.18,3.67,5.83,9.5,0.9,4.25
2021-06-19 16:00:00,2021-06-19 17:00:00,56.38,58.0,3.66,5.85,9.5,0.88,5.25
