From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3)
2019-05-24 14:00:00,2019-05-24 15:00:00,23.32,205.58,3.38,6.67,10.04,3.28
2019-05-24 15:00:00,2019-05-24 16:00:00,25.53,215.8,3.12,6.71,9.84,3.02
2019-05-24 16:00:00,2019-05-24 17:00:00,34.37,136.47,3.15,7.25,10.38,3.06
2019-05-24 17:00:00,2019-05-24 18:00:00,43.28,132.1,3.23,7.87,11.11,3.26
2019-05-24 18:00:00,2019-05-24 19:00:00,41.72,133.29,3.27,10.93,14.19,3.21
2019-05-24 19:00:00,2019-05-24 20:00:00,34.19,132.22,3.11,10.49,13.59,3.12
2019-05-24 20:00:00,2019-05-24 21:00:00,39.12,172.74,3.31,12.72,16.04,3.06
2019-05-24 21:00:00,2019-05-24 22:00:00,35.36,188.64,3.31,14.95,18.27,3.19
2019-05-24 22:00:00,2019-05-24 23:00:00,33.14,162.25,3.24,14.59,17.81,3.32
2019-05-24 23:00:00,2019-05-25 00:00:00,44.45,234.86,3.22,11.88,15.1,3.26
2019-05-25 00:00:00,2019-05-25 01:00:00,35.85,153.49,3.25,8.35,11.58,3.01
2019-05-25 01:00:00,2019-05-25 02:00:00,52.43,113.44,3.18,6.65,9.84,2.88
2019-05-25 02:00:00,2019-05-25 03:00:00,48.76,419.78,3.3,6.11,9.41,3.06
2019-05-25 03:00:00,2019-05-25 04:00:00,45.86,330.91,3.14,6.08,9.22,2.76
2019-05-25 04:00:00,2019-05-25 05:00:00,35.05,187.46,3.45,5.38,8.85,2.6
2019-05-25 05:00:00,2019-05-25 06:00:00,24.49,84.56,3.37,5.79,9.15,3.13
2019-05-25 06:00:00,2019-05-25 07:00:00,25.24,105.34,3.62,6.22,9.84,3.46
2019-05-25 07:00:00,2019-05-25 08:00:00,28.33,125.14,3.5,7.73,11.21,3.34
2019-05-25 08:00:00,2019-05-25 09:00:00,42.31,147.21,3.67,7.86,11.53,3.52
2019-05-25 09:00:00,2019-05-25 10:00:00,46.02,181.47,3.52,8.32,11.85,3.58
2019-05-25 10:00:00,2019-05-25 11:00:00,49.25,193.18,3.58,8.95,12.54,3.48
2019-05-25 11:00:00,2019-05-25 12:00:00,49.26,201.11,3.39,9.12,12.51,2.93
2019-05-25 12:00:00,2019-05-25 13:00:00,42.31,190.13,3.48,8.76,12.24,3.08
2019-05-25 13:00:00,2019-05-25 14:00:00,24.92,174.8,3.28,8.84,12.13,3.13
2019-05-25 14:00:00,2019-05-25 15:00:00,22.0,153.8,3.18,8.59,11.79,3.15
2019-05-25 15:00:00,2019-05-25 16:00:00,22.21,150.84,2.97,8.04,11.02,3.26
2019-05-25 16:00:00,2019-05-25 17:00:00,34.04,152.55,20.96,96.62,13.46,3.53
2019-05-25 17:00:00,2019-05-25 18:00:00,53.17,212.92,8.14,127.59,116.09,3.32
2019-05-25 18:00:00,2019-05-25 19:00:00,54.33,180.01,3.23,40.65,43.88,3.09
2019-05-25 19:00:00,2019-05-25 20:00:00,32.89,198.67,3.21,20.99,24.2,3.31
2019-05-25 20:00:00,2019-05-25 21:00:00,47.12,220.65,3.29,19.25,22.54,3.54
2019-05-25 21:00:00,2019-05-25 22:00:00,33.66,213.32,3.44,19.29,22.73,3.59
2019-05-25 22:00:00,2019-05-25 23:00:00,30.67,219.36,3.41,17.76,21.16,3.72
2019-05-25 23:00:00,2019-05-26 00:00:00,35.25,193.21,3.34,14.37,17.69,3.53
2019-05-26 00:00:00,2019-05-26 01:00:00,39.41,168.56,3.2,8.46,11.66,3.41
2019-05-26 01:00:00,2019-05-26 02:00:00,33.18,150.99,3.18,7.26,10.43,3.5
2019-05-26 02:00:00,2019-05-26 03:00:00,44.97,165.77,3.09,7.4,10.49,3.49
2019-05-26 03:00:00,2019-05-26 04:00:00,35.92,129.43,3.15,6.65,9.8,3.31
2019-05-26 04:00:00,2019-05-26 05:00:00,32.13,179.4,3.39,6.53,9.94,3.5
2019-05-26 05:00:00,2019-05-26 06:00:00,33.19,235.83,3.52,7.98,11.5,3.32
2019-05-26 06:00:00,2019-05-26 07:00:00,23.84,127.22,3.4,8.77,12.16,3.41
2019-05-26 07:00:00,2019-05-26 08:00:00,36.22,125.95,3.31,9.81,13.13,3.46
2019-05-26 08:00:00,2019-05-26 09:00:00,37.61,138.74,3.25,9.14,12.39,3.73
2019-05-26 09:00:00,2019-05-26 10:00:00,31.57,90.41,3.19,7.85,11.03,3.6
2019-05-26 10:00:00,2019-05-26 11:00:00,29.28,100.86,3.07,7.37,10.45,3.8
2019-05-26 11:00:00,2019-05-26 12:00:00,40.02,96.11,3.1,7.84,10.92,3.64
2019-05-26 12:00:00,2019-05-26 13:00:00,25.6,109.11,3.49,8.94,12.44,3.61
2019-05-26 13:00:00,2019-05-26 14:00:00,26.25,115.8,3.4,8.61,12.03,3.69
2019-05-26 14:00:00,2019-05-26 15:00:00,19.46,109.86,3.23,11.58,14.8,3.67
2019-05-26 15:00:00,2019-05-26 16:00:00,22.34,104.27,3.31,8.35,11.65,3.66
2019-05-26 16:00:00,2019-05-26 17:00:00,24.91,110.13,3.07,7.13,10.2,3.35
2019-05-26 17:00:00,2019-05-26 18:00:00,35.19,93.18,3.29,6.34,9.63,3.4
2019-05-26 18:00:00,2019-05-26 19:00:00,37.21,111.72,3.2,8.02,11.23,3.28
2019-05-26 19:00:00,2019-05-26 20:00:00,36.79,120.72,3.18,10.96,14.13,3.44
2019-05-26 20:00:00,2019-05-26 21:00:00,37.59,161.24,3.12,15.82,18.95,3.6
2019-05-26 21:00:00,2019-05-26 22:00:00,40.64,176.91,3.18,15.82,19.0,3.73
2019-05-26 22:00:00,2019-05-26 23:00:00,31.68,155.44,3.4,13.46,16.85,3.35
2019-05-26 23:00:00,2019-05-27 00:00:00,34.56,155.86,3.2,10.52,13.72,3.21
2019-05-27 00:00:00,2019-05-27 01:00:00,41.46,129.66,3.16,8.08,11.22,3.08
2019-05-27 01:00:00,2019-05-27 02:00:00,40.42,109.02,3.21,6.91,10.11,3.2
2019-05-27 02:00:00,2019-05-27 03:00:00,45.5,129.43,3.27,6.22,9.49,3.5
2019-05-27 03:00:00,2019-05-27 04:00:00,48.38,157.16,3.32,6.46,9.79,3.14
2019-05-27 04:00:00,2019-05-27 05:00:00,41.95,142.8,3.59,6.61,10.2,3.59
2019-05-27 05:00:00,2019-05-27 06:00:00,30.92,144.89,3.62,6.37,9.98,3.45
2019-05-27 06:00:00,2019-05-27 07:00:00,27.17,140.58,3.35,7.39,10.73,3.3
2019-05-27 07:00:00,2019-05-27 08:00:00,28.12,135.66,3.61,8.26,11.86,3.23
2019-05-27 08:00:00,2019-05-27 09:00:00,36.52,132.79,3.68,9.29,12.98,3.25
2019-05-27 09:00:00,2019-05-27 10:00:00,39.7,142.11,3.33,9.51,12.84,3.34
2019-05-27 10:00:00,2019-05-27 11:00:00,41.79,189.65,3.34,9.1,12.42,3.47
2019-05-27 11:00:00,2019-05-27 12:00:00,46.63,207.55,3.29,8.84,12.12,3.28
2019-05-27 12:00:00,2019-05-27 13:00:00,43.8,170.42,3.27,7.92,11.2,3.82
2019-05-27 13:00:00,2019-05-27 14:00:00,37.47,167.56,3.33,8.54,11.9,3.47
2019-05-27 14:00:00,2019-05-27 15:00:00,18.88,141.69,3.28,7.64,10.95,3.32
2019-05-27 15:00:00,2019-05-27 16:00:00,20.19,134.33,3.38,7.89,11.27,3.2
2019-05-27 16:00:00,2019-05-27 17:00:00,32.17,140.56,3.13,7.13,10.27,3.6
2019-05-27 17:00:00,2019-05-27 18:00:00,69.46,137.67,3.24,6.86,10.09,3.22
2019-05-27 18:00:00,2019-05-27 19:00:00,25.92,122.47,3.41,8.46,11.87,3.02
2019-05-27 19:00:00,2019-05-27 20:00:00,19.68,117.05,3.23,11.69,14.94,3.38
2019-05-27 20:00:00,2019-05-27 21:00:00,29.88,145.06,3.33,16.52,19.85,3.27
2019-05-27 21:00:00,2019-05-27 22:00:00,41.21,208.09,3.57,21.57,25.14,2.93
2019-05-27 22:00:00,2019-05-27 23:00:00,31.94,219.85,3.41,18.47,21.89,3.07
2019-05-27 23:00:00,2019-05-28 00:00:00,38.28,222.09,3.32,13.22,16.54,3.24
2019-05-28 00:00:00,2019-05-28 01:00:00,44.69,212.75,3.15,10.2,13.35,2.95
2019-05-28 01:00:00,2019-05-28 02:00:00,38.62,137.25,3.5,9.11,12.61,3.08
2019-05-28 02:00:00,2019-05-28 03:00:00,39.63,141.69,3.27,8.17,11.44,3.06
2019-05-28 03:00:00,2019-05-28 04:00:00,41.36,143.91,3.17,7.04,10.2,3.42
2019-05-28 04:00:00,2019-05-28 05:00:00,41.42,153.05,3.37,7.58,10.95,3.55
2019-05-28 05:00:00,2019-05-28 06:00:00,33.8,137.5,3.57,7.45,11.02,3.69
2019-05-28 06:00:00,2019-05-28 07:00:00,21.94,127.66,3.98,7.13,11.12,3.67
2019-05-28 07:00:00,2019-05-28 08:00:00,29.17,135.52,3.55,8.03,11.55,3.75
2019-05-28 08:00:00,2019-05-28 09:00:00,46.75,191.9,3.7,9.45,13.14,3.66
2019-05-28 09:00:00,2019-05-28 10:00:00,52.29,190.29,3.48,9.38,12.88,3.92
2019-05-28 10:00:00,2019-05-28 11:00:00,58.68,213.02,3.07,10.12,13.18,3.8
2019-05-28 11:00:00,2019-05-28 12:00:00,69.34,187.72,3.25,9.37,12.62,3.44
2019-05-28 12:00:00,2019-05-28 13:00:00,26.11,134.24,3.13,8.03,11.16,3.45
2019-05-28 13:00:00,2019-05-28 14:00:00,22.14,138.86,3.06,8.58,11.65,3.47
2019-05-28 14:00:00,2019-05-28 15:00:00,22.95,160.45,2.93,10.46,13.39,3.47
2019-05-28 15:00:00,2019-05-28 16:00:00,81.68,207.22,3.05,13.88,16.95,3.44
2019-05-28 16:00:00,2019-05-28 17:00:00,66.64,182.35,3.39,14.48,17.87,3.3
2019-05-28 17:00:00,2019-05-28 18:00:00,12.98,106.47,3.33,10.95,14.28,3.12
2019-05-28 18:00:00,2019-05-28 19:00:00,7.89,102.03,3.11,10.95,14.06,5.4
2019-05-28 19:00:00,2019-05-28 20:00:00,16.95,121.28,3.31,16.7,20.01,6.01
2019-05-28 20:00:00,2019-05-28 21:00:00,28.55,130.57,3.56,33.55,37.09,6.58
2019-05-28 21:00:00,2019-05-28 22:00:00,31.44,143.68,3.46,30.42,33.88,6.29
2019-05-28 22:00:00,2019-05-28 23:00:00,37.82,149.77,3.32,21.16,24.5,6.02
2019-05-28 23:00:00,2019-05-29 00:00:00,22.28,154.41,3.33,19.03,22.36,6.64
2019-05-29 00:00:00,2019-05-29 01:00:00,49.02,273.61,3.48,19.27,22.75,6.66
2019-05-29 01:00:00,2019-05-29 02:00:00,49.17,295.98,3.36,15.12,18.48,6.87
2019-05-29 02:00:00,2019-05-29 03:00:00,37.13,113.79,3.26,7.83,11.1,7.17
2019-05-29 03:00:00,2019-05-29 04:00:00,43.19,123.25,3.21,5.96,9.18,4.52
2019-05-29 04:00:00,2019-05-29 05:00:00,42.39,124.39,3.54,6.08,9.6,3.78
2019-05-29 05:00:00,2019-05-29 06:00:00,39.58,133.59,3.51,8.16,11.67,3.2
2019-05-29 06:00:00,2019-05-29 07:00:00,36.92,162.46,3.56,8.64,12.19,3.65
2019-05-29 07:00:00,2019-05-29 08:00:00,26.61,203.53,3.48,9.37,12.86,4.11
2019-05-29 08:00:00,2019-05-29 09:00:00,45.53,292.78,3.41,8.96,12.38,3.88
2019-05-29 09:00:00,2019-05-29 10:00:00,53.19,298.69,3.35,8.12,11.47,4.16
2019-05-29 10:00:00,2019-05-29 11:00:00,43.33,265.15,3.28,8.58,11.84,4.41
2019-05-29 11:00:00,2019-05-29 12:00:00,53.08,208.16,3.28,9.67,12.94,4.36
2019-05-29 12:00:00,2019-05-29 13:00:00,40.12,165.39,3.3,8.92,12.23,4.1
2019-05-29 13:00:00,2019-05-29 14:00:00,24.7,147.97,3.34,16.32,19.67,4.34
2019-05-29 14:00:00,2019-05-29 15:00:00,35.66,177.13,3.23,11.72,14.96,4.09
2019-05-29 15:00:00,2019-05-29 16:00:00,37.34,181.07,3.13,10.52,13.64,4.02
2019-05-29 16:00:00,2019-05-29 17:00:00,29.41,210.92,3.15,10.07,13.22,3.81
2019-05-29 17:00:00,2019-05-29 18:00:00,39.59,161.05,3.3,14.52,17.84,4.4
2019-05-29 18:00:00,2019-05-29 19:00:00,37.26,119.02,3.13,17.04,20.15,4.38
2019-05-29 19:00:00,2019-05-29 20:00:00,71.51,162.43,3.36,26.45,29.81,4.34
2019-05-29 20:00:00,2019-05-29 21:00:00,46.39,142.66,3.43,24.93,28.36,4.49
2019-05-29 21:00:00,2019-05-29 22:00:00,55.49,275.45,3.63,26.67,30.32,4.0
2019-05-29 22:00:00,2019-05-29 23:00:00,50.44,272.37,3.32,22.29,25.63,3.76
2019-05-29 23:00:00,2019-05-30 00:00:00,38.8,173.11,3.31,18.58,21.9,3.51
2019-05-30 00:00:00,2019-05-30 01:00:00,43.16,211.78,3.2,15.11,18.31,3.72
2019-05-30 01:00:00,2019-05-30 02:00:00,39.19,126.55,3.48,12.29,15.77,3.71
2019-05-30 02:00:00,2019-05-30 03:00:00,46.12,162.43,3.14,10.65,13.79,3.79
2019-05-30 03:00:00,2019-05-30 04:00:00,46.73,139.56,3.3,8.48,11.77,3.79
2019-05-30 04:00:00,2019-05-30 05:00:00,35.31,111.84,3.31,6.9,10.21,4.0
2019-05-30 05:00:00,2019-05-30 06:00:00,33.71,115.28,3.28,6.79,10.08,4.4
2019-05-30 06:00:00,2019-05-30 07:00:00,21.46,147.44,3.49,7.55,11.05,4.35
2019-05-30 07:00:00,2019-05-30 08:00:00,25.78,163.15,3.6,8.32,11.93,4.71
2019-05-30 08:00:00,2019-05-30 09:00:00,37.99,222.12,3.69,9.0,12.69,4.49
2019-05-30 09:00:00,2019-05-30 10:00:00,28.02,190.08,3.4,8.71,12.11,4.23
2019-05-30 10:00:00,2019-05-30 11:00:00,38.81,176.48,3.6,8.67,12.26,4.24
2019-05-30 11:00:00,2019-05-30 12:00:00,36.2,186.28,3.22,8.83,12.06,4.12
2019-05-30 12:00:00,2019-05-30 13:00:00,44.7,170.08,3.27,7.71,10.98,4.21
2019-05-30 13:00:00,2019-05-30 14:00:00,28.82,156.0,3.3,9.68,12.98,3.98
2019-05-30 14:00:00,2019-05-30 15:00:00,25.05,167.41,3.33,10.29,13.63,3.93
2019-05-30 15:00:00,2019-05-30 16:00:00,24.37,148.05,3.47,10.52,13.99,3.89
2019-05-30 16:00:00,2019-05-30 17:00:00,27.35,150.99,3.24,10.88,14.11,3.97
2019-05-30 17:00:00,2019-05-30 18:00:00,31.93,126.61,3.21,8.69,11.92,3.91
2019-05-30 18:00:00,2019-05-30 19:00:00,27.09,125.65,3.5,14.09,17.6,3.91
2019-05-30 19:00:00,2019-05-30 20:00:00,35.92,151.34,3.17,16.33,19.5,3.99
2019-05-30 20:00:00,2019-05-30 21:00:00,36.5,156.52,3.4,16.91,20.32,4.0
2019-05-30 21:00:00,2019-05-30 22:00:00,51.41,230.64,3.63,21.84,25.46,4.24
2019-05-30 22:00:00,2019-05-30 23:00:00,55.21,246.96,3.63,16.12,19.74,4.12
2019-05-30 23:00:00,2019-05-31 00:00:00,31.98,137.42,3.22,13.27,16.47,4.03
2019-05-31 00:00:00,2019-05-31 01:00:00,40.54,148.63,3.18,10.83,14.01,3.95
2019-05-31 01:00:00,2019-05-31 02:00:00,49.8,213.17,3.27,8.64,11.91,3.91
2019-05-31 02:00:00,2019-05-31 03:00:00,41.55,118.63,3.42,7.21,10.65,3.93
2019-05-31 03:00:00,2019-05-31 04:00:00,38.34,122.06,3.38,7.03,10.4,4.03
2019-05-31 04:00:00,2019-05-31 05:00:00,34.03,89.36,3.16,6.85,10.02,3.48
2019-05-31 05:00:00,2019-05-31 06:00:00,27.35,92.6,3.4,6.63,10.04,3.41
2019-05-31 06:00:00,2019-05-31 07:00:00,20.35,111.42,3.5,7.32,10.83,3.81
2019-05-31 07:00:00,2019-05-31 08:00:00,11.2,101.75,3.76,9.2,12.96,4.02
2019-05-31 08:00:00,2019-05-31 09:00:00,27.37,117.16,3.89,11.3,15.15,3.56
2019-05-31 09:00:00,2019-05-31 10:00:00,53.42,157.23,2.93,15.84,18.77,4.79
2019-05-31 10:00:00,2019-05-31 11:00:00,146.66,243.08,8.08,13.01,21.08,4.72
2019-05-31 11:00:00,2019-05-31 12:00:00,188.9,313.06,14.4,11.63,26.03,4.75
2019-05-31 12:00:00,2019-05-31 13:00:00,180.22,281.04,21.34,11.39,32.72,4.75
2019-05-31 13:00:00,2019-05-31 14:00:00,156.99,252.31,27.79,9.6,37.4,4.93
2019-05-31 14:00:00,2019-05-31 15:00:00,81.14,166.56,19.15,4.38,23.53,4.16
2019-05-31 15:00:00,2019-05-31 16:00:00,37.25,140.4,22.82,1.44,23.93,3.96
2019-05-31 16:00:00,2019-05-31 17:00:00,65.76,327.96,31.25,0.36,29.4,4.47
2019-05-31 17:00:00,2019-05-31 18:00:00,76.87,273.1,27.01,1.33,26.54,4.46
2019-05-31 18:00:00,2019-05-31 19:00:00,6.89,198.92,7.67,9.57,17.27,4.12
2019-05-31 19:00:00,2019-05-31 20:00:00,,163.58,3.56,14.71,18.27,3.9
2019-05-31 20:00:00,2019-05-31 21:00:00,,134.77,3.96,22.81,26.76,3.61
2019-05-31 21:00:00,2019-05-31 22:00:00,,115.79,3.43,21.51,24.95,3.62
2019-05-31 22:00:00,2019-05-31 23:00:00,,91.83,3.86,15.14,19.02,4.07
2019-05-31 23:00:00,2019-06-01 00:00:00,0.11,14.02,3.7,13.02,16.75,3.65
2019-06-01 00:00:00,2019-06-01 01:00:00,6.15,137.96,3.73,8.7,12.44,3.69
2019-06-01 01:00:00,2019-06-01 02:00:00,9.02,82.79,3.7,6.57,10.26,3.77
2019-06-01 02:00:00,2019-06-01 03:00:00,25.38,179.75,3.67,6.04,9.71,3.65
2019-06-01 03:00:00,2019-06-01 04:00:00,26.62,189.76,3.57,5.64,9.21,3.83
2019-06-01 04:00:00,2019-06-01 05:00:00,12.42,145.27,3.49,5.87,9.36,3.81
2019-06-01 05:00:00,2019-06-01 06:00:00,12.87,133.27,3.42,5.67,9.11,3.77
2019-06-01 06:00:00,2019-06-01 07:00:00,23.11,99.28,3.67,5.93,9.61,4.01
2019-06-01 07:00:00,2019-06-01 08:00:00,31.92,87.05,3.68,6.52,10.2,3.88
2019-06-01 08:00:00,2019-06-01 09:00:00,24.49,94.02,3.72,6.86,10.57,3.83
2019-06-01 09:00:00,2019-06-01 10:00:00,19.93,131.2,3.75,7.11,10.87,3.63
2019-06-01 10:00:00,2019-06-01 11:00:00,33.61,144.97,3.37,9.65,13.02,4.17
2019-06-01 11:00:00,2019-06-01 12:00:00,42.01,197.56,3.51,10.07,13.57,4.09
2019-06-01 12:00:00,2019-06-01 13:00:00,38.29,248.59,3.21,8.64,11.86,4.04
2019-06-01 13:00:00,2019-06-01 14:00:00,26.57,147.49,3.36,7.41,10.76,3.91
2019-06-01 14:00:00,2019-06-01 15:00:00,28.27,103.46,3.32,7.16,10.49,4.19
2019-06-01 15:00:00,2019-06-01 16:00:00,35.37,113.16,3.34,15.74,19.09,4.21
2019-06-01 16:00:00,2019-06-01 17:00:00,69.04,175.64,2.81,13.15,15.94,4.3
2019-06-01 17:00:00,2019-06-01 18:00:00,134.01,645.95,6.66,17.79,24.44,4.48
2019-06-01 18:00:00,2019-06-01 19:00:00,139.4,223.45,7.27,21.98,29.26,4.34
2019-06-01 19:00:00,2019-06-01 20:00:00,39.04,111.1,3.87,22.93,26.8,4.49
2019-06-01 20:00:00,2019-06-01 21:00:00,,109.35,3.71,27.08,30.79,3.92
2019-06-01 21:00:00,2019-06-01 22:00:00,,79.18,3.51,20.69,24.18,3.89
2019-06-01 22:00:00,2019-06-01 23:00:00,,82.66,3.47,15.93,19.4,3.93
2019-06-01 23:00:00,2019-06-02 00:00:00,5.2,102.08,3.39,13.04,16.43,3.91
2019-06-02 00:00:00,2019-06-02 01:00:00,23.49,83.64,3.75,11.45,15.18,3.96
2019-06-02 01:00:00,2019-06-02 02:00:00,37.67,152.58,3.37,9.68,13.05,4.05
2019-06-02 02:00:00,2019-06-02 03:00:00,36.93,188.92,3.29,7.07,10.36,3.77
2019-06-02 03:00:00,2019-06-02 04:00:00,30.36,127.29,3.45,7.64,11.09,3.59
2019-06-02 04:00:00,2019-06-02 05:00:00,13.5,99.79,3.52,7.08,10.61,3.69
2019-06-02 05:00:00,2019-06-02 06:00:00,2.33,76.84,3.58,7.43,11.02,3.78
2019-06-02 06:00:00,2019-06-02 07:00:00,14.58,80.78,3.79,7.67,11.47,3.67
2019-06-02 07:00:00,2019-06-02 08:00:00,27.77,88.06,4.27,7.96,12.23,3.86
2019-06-02 08:00:00,2019-06-02 09:00:00,30.66,158.57,4.07,9.51,13.6,3.76
2019-06-02 09:00:00,2019-06-02 10:00:00,38.71,193.15,3.86,11.73,15.61,3.85
2019-06-02 10:00:00,2019-06-02 11:00:00,33.32,120.12,3.32,12.53,15.85,3.85
2019-06-02 11:00:00,2019-06-02 12:00:00,34.7,140.82,3.33,8.67,12.01,3.82
2019-06-02 12:00:00,2019-06-02 13:00:00,33.16,162.75,3.24,7.18,10.41,3.83
2019-06-02 13:00:00,2019-06-02 14:00:00,19.82,154.57,3.24,6.97,10.21,3.79
2019-06-02 14:00:00,2019-06-02 15:00:00,21.88,139.76,3.09,6.55,9.64,3.81
2019-06-02 15:00:00,2019-06-02 16:00:00,34.95,118.93,3.23,5.35,8.57,3.77
2019-06-02 16:00:00,2019-06-02 17:00:00,30.57,97.52,3.63,4.78,8.36,3.54
2019-06-02 17:00:00,2019-06-02 18:00:00,37.9,108.62,2.91,6.43,9.27,3.77
2019-06-02 18:00:00,2019-06-02 19:00:00,43.47,144.7,3.16,8.64,11.83,3.66
2019-06-02 19:00:00,2019-06-02 20:00:00,40.45,153.09,3.17,10.92,14.1,3.52
2019-06-02 20:00:00,2019-06-02 21:00:00,35.12,167.4,3.08,12.05,15.14,3.6
2019-06-02 21:00:00,2019-06-02 22:00:00,27.61,153.47,3.11,10.0,13.11,3.73
2019-06-02 22:00:00,2019-06-02 23:00:00,27.38,134.52,3.42,14.02,17.44,3.75
2019-06-02 23:00:00,2019-06-03 00:00:00,38.32,124.69,3.33,17.89,21.23,3.61
2019-06-03 00:00:00,2019-06-03 01:00:00,51.3,136.86,2.92,9.21,12.11,3.77
2019-06-03 01:00:00,2019-06-03 02:00:00,45.97,120.75,3.09,7.18,10.28,3.75
2019-06-03 02:00:00,2019-06-03 03:00:00,40.8,120.83,3.21,5.87,9.08,4.12
2019-06-03 03:00:00,2019-06-03 04:00:00,26.65,105.77,3.65,4.9,8.54,4.27
2019-06-03 04:00:00,2019-06-03 05:00:00,18.39,92.18,3.32,4.82,8.13,4.93
2019-06-03 05:00:00,2019-06-03 06:00:00,5.16,84.15,3.4,5.31,8.71,4.9
2019-06-03 06:00:00,2019-06-03 07:00:00,15.86,99.08,3.5,6.53,10.04,4.76
2019-06-03 07:00:00,2019-06-03 08:00:00,28.76,106.69,4.05,7.55,11.61,4.59
2019-06-03 08:00:00,2019-06-03 09:00:00,38.66,131.2,3.93,9.01,12.94,4.64
2019-06-03 09:00:00,2019-06-03 10:00:00,36.4,175.98,3.6,10.49,14.09,4.71
2019-06-03 10:00:00,2019-06-03 11:00:00,101.48,165.75,3.61,10.91,14.5,4.76
2019-06-03 11:00:00,2019-06-03 12:00:00,78.91,175.47,3.38,10.05,13.43,4.62
2019-06-03 12:00:00,2019-06-03 13:00:00,53.8,189.77,3.47,10.07,13.54,4.71
2019-06-03 13:00:00,2019-06-03 14:00:00,67.39,180.3,2.96,11.63,14.59,4.81
2019-06-03 14:00:00,2019-06-03 15:00:00,87.44,180.09,3.32,9.51,12.83,4.54
2019-06-03 15:00:00,2019-06-03 16:00:00,42.58,148.38,3.24,8.49,11.75,4.36
2019-06-03 16:00:00,2019-06-03 17:00:00,87.8,152.09,3.13,8.39,11.54,4.29
2019-06-03 17:00:00,2019-06-03 18:00:00,113.83,198.0,4.83,10.45,15.27,4.25
2019-06-03 18:00:00,2019-06-03 19:00:00,78.47,156.62,3.18,13.12,16.29,4.34
2019-06-03 19:00:00,2019-06-03 20:00:00,40.68,159.81,3.18,12.46,15.63,4.24
2019-06-03 20:00:00,2019-06-03 21:00:00,14.33,210.96,3.23,11.57,14.79,4.44
2019-06-03 21:00:00,2019-06-03 22:00:00,0.16,154.07,3.22,10.89,14.09,4.58
2019-06-03 22:00:00,2019-06-03 23:00:00,6.68,119.14,3.21,11.47,14.68,4.58
2019-06-03 23:00:00,2019-06-04 00:00:00,23.68,128.43,3.13,9.29,12.4,4.52
2019-06-04 00:00:00,2019-06-04 01:00:00,27.88,77.14,3.15,6.75,9.91,4.4
2019-06-04 01:00:00,2019-06-04 02:00:00,24.0,99.81,3.22,6.45,9.68,4.54
2019-06-04 02:00:00,2019-06-04 03:00:00,24.48,88.67,3.3,5.33,8.63,4.65
2019-06-04 03:00:00,2019-06-04 04:00:00,18.0,78.1,3.29,5.02,8.31,4.4
2019-06-04 04:00:00,2019-06-04 05:00:00,16.55,93.72,3.5,5.12,8.63,4.62
2019-06-04 05:00:00,2019-06-04 06:00:00,0.67,71.85,3.56,6.13,9.7,4.86
2019-06-04 06:00:00,2019-06-04 07:00:00,9.5,85.94,3.81,6.92,10.72,4.71
2019-06-04 07:00:00,2019-06-04 08:00:00,23.86,106.37,3.71,7.82,11.53,4.72
2019-06-04 08:00:00,2019-06-04 09:00:00,31.35,146.13,3.68,7.97,11.65,4.64
2019-06-04 09:00:00,2019-06-04 10:00:00,31.99,183.43,3.36,8.47,11.84,4.75
2019-06-04 10:00:00,2019-06-04 11:00:00,40.08,152.26,3.26,9.29,12.54,4.82
2019-06-04 11:00:00,2019-06-04 12:00:00,45.38,140.03,3.43,10.8,14.26,4.62
2019-06-04 12:00:00,2019-06-04 13:00:00,69.86,189.97,3.06,11.16,14.2,4.66
2019-06-04 13:00:00,2019-06-04 14:00:00,90.52,201.71,4.78,10.77,15.55,4.15
2019-06-04 14:00:00,2019-06-04 15:00:00,100.09,207.14,9.25,9.15,18.42,4.26
2019-06-04 15:00:00,2019-06-04 16:00:00,92.36,195.94,11.41,6.44,17.85,4.36
2019-06-04 16:00:00,2019-06-04 17:00:00,99.41,167.98,15.55,3.56,19.1,4.29
2019-06-04 17:00:00,2019-06-04 18:00:00,99.18,178.37,15.97,3.38,19.37,4.13
2019-06-04 18:00:00,2019-06-04 19:00:00,27.88,115.17,5.56,9.09,14.67,4.01
2019-06-04 19:00:00,2019-06-04 20:00:00,1.26,96.88,3.34,11.62,14.97,4.1
2019-06-04 20:00:00,2019-06-04 21:00:00,,125.3,3.34,13.08,16.42,4.25
2019-06-04 21:00:00,2019-06-04 22:00:00,,140.9,3.55,14.62,18.16,4.59
2019-06-04 22:00:00,2019-06-04 23:00:00,,119.66,3.31,16.82,20.13,4.9
2019-06-04 23:00:00,2019-06-05 00:00:00,17.39,234.89,3.51,11.79,15.27,5.02
2019-06-05 00:00:00,2019-06-05 01:00:00,13.4,120.98,3.18,8.9,12.08,4.95
2019-06-05 01:00:00,2019-06-05 02:00:00,21.69,109.42,3.2,7.52,10.76,4.89
2019-06-05 02:00:00,2019-06-05 03:00:00,24.83,122.43,3.13,7.05,10.2,4.93
2019-06-05 03:00:00,2019-06-05 04:00:00,29.9,123.69,3.33,7.71,11.04,5.0
2019-06-05 04:00:00,2019-06-05 05:00:00,27.79,131.16,3.42,7.19,10.61,4.98
