From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm)
2023-01-03 04:00:00,2023-01-03 05:00:00,88.5,121.0,1.3,13.2,8.1,35.17,5.58,1.86,0.5,1.27,3.95,0.82,0.75,0.68,27.9,83.25,0.93,146.25,346.0,12.55,0.0
2023-01-03 05:00:00,2023-01-03 06:00:00,89.5,120.0,1.25,13.2,8.05,36.93,5.0,2.1,0.4,1.15,3.52,0.75,0.67,0.62,27.75,84.0,0.85,180.5,346.0,12.3,0.0
2023-01-03 06:00:00,2023-01-03 07:00:00,114.5,168.25,1.4,13.03,8.07,39.2,6.63,2.6,1.75,1.53,4.67,1.0,0.9,0.73,21.1,81.75,0.73,199.0,346.0,12.73,0.0
2023-01-03 07:00:00,2023-01-03 08:00:00,140.75,214.75,1.35,13.1,8.05,38.7,29.45,1.73,3.35,6.85,20.8,4.35,3.9,3.4,20.83,71.75,1.22,226.0,346.0,14.85,0.0
2023-01-03 08:00:00,2023-01-03 09:00:00,117.25,207.75,1.45,13.0,8.12,37.6,28.52,2.03,10.88,6.58,20.1,4.25,3.77,3.3,20.92,64.75,1.5,217.25,346.0,17.0,0.0
2023-01-03 09:00:00,2023-01-03 10:00:00,95.25,156.25,1.4,12.9,7.97,35.0,17.22,1.71,23.43,4.0,12.15,2.55,2.3,2.0,20.95,56.0,1.95,228.5,346.0,18.93,0.0
2023-01-03 10:00:00,2023-01-03 11:00:00,56.75,119.75,1.52,12.7,8.03,34.33,15.38,1.66,33.0,3.55,10.85,2.27,2.05,1.77,25.98,51.0,1.65,223.0,346.0,21.05,0.0
2023-01-03 11:00:00,2023-01-03 12:00:00,52.25,108.0,1.52,12.67,7.95,34.05,12.5,1.66,40.72,2.9,8.78,1.87,1.65,1.45,28.9,45.75,1.67,245.5,346.0,22.8,0.0
2023-01-03 12:00:00,2023-01-03 13:00:00,46.5,96.0,1.52,12.7,8.03,33.5,10.32,1.73,42.65,2.4,7.28,1.55,1.35,1.2,29.57,40.5,1.62,174.5,346.0,23.65,0.0
2023-01-03 13:00:00,2023-01-03 14:00:00,36.25,77.75,1.68,12.47,8.03,33.15,8.6,1.73,44.4,2.0,6.05,1.28,1.12,0.97,30.15,36.5,1.5,210.5,346.0,24.18,0.0
2023-01-03 14:00:00,2023-01-03 15:00:00,33.75,83.75,1.57,12.4,7.9,33.28,8.9,1.84,45.88,2.05,6.25,1.32,1.2,1.05,24.93,34.5,1.35,216.25,346.0,24.38,0.0
2023-01-03 15:00:00,2023-01-03 16:00:00,39.5,107.25,1.65,12.5,7.97,35.0,9.35,2.27,40.02,2.17,6.58,1.35,1.25,1.05,24.32,36.25,1.27,233.0,346.0,23.77,0.0
2023-01-03 16:00:00,2023-01-03 17:00:00,51.5,178.5,1.6,12.88,8.15,41.93,10.22,4.19,14.6,2.35,7.22,1.55,1.35,1.2,23.17,44.0,0.82,233.5,346.0,22.02,0.0
2023-01-03 17:00:00,2023-01-03 18:00:00,209.75,365.0,1.27,13.25,8.08,67.57,9.95,6.36,3.97,2.3,7.0,1.5,1.32,1.15,21.65,60.5,0.72,98.75,346.0,19.07,0.0
2023-01-03 18:00:00,2023-01-03 19:00:00,525.75,,1.27,13.15,8.05,64.47,10.6,6.51,3.55,2.48,7.47,1.6,1.42,1.23,26.43,67.5,0.8,195.75,346.0,17.8,0.0
2023-01-03 19:00:00,2023-01-03 20:00:00,481.5,,1.3,13.15,8.05,64.58,9.88,7.66,3.2,2.28,6.97,1.45,1.33,1.15,28.68,74.0,1.0,154.25,346.0,16.85,0.0
2023-01-03 20:00:00,2023-01-03 21:00:00,500.0,706.0,1.2,13.1,8.0,52.38,8.67,4.94,0.95,2.0,6.12,1.28,1.15,1.0,28.65,74.25,1.1,174.75,346.0,15.95,0.0
2023-01-03 21:00:00,2023-01-03 22:00:00,311.75,457.75,1.32,13.23,8.1,46.35,8.05,4.01,0.85,1.88,5.65,1.2,1.08,0.97,28.52,74.75,1.0,170.75,346.0,15.65,0.0
2023-01-03 22:00:00,2023-01-03 23:00:00,239.0,339.5,1.25,13.18,8.03,44.0,7.12,3.44,0.68,1.68,5.0,1.05,0.95,0.82,21.85,76.75,0.9,173.0,346.0,14.95,0.0
2023-01-03 23:00:00,2023-01-04 00:00:00,201.0,273.5,1.35,13.18,8.08,40.25,7.3,2.56,0.35,1.67,5.03,1.07,0.97,0.8,21.05,75.25,0.9,191.75,346.0,14.93,0.0
2023-01-04 00:00:00,2023-01-04 01:00:00,143.0,196.0,1.27,13.07,8.0,38.12,6.58,2.43,0.17,1.55,4.62,1.0,0.88,0.75,21.07,78.25,1.05,309.75,346.0,14.22,0.0
2023-01-04 01:00:00,2023-01-04 02:00:00,130.5,173.25,1.3,13.15,8.05,37.73,5.7,2.42,0.2,1.32,4.02,0.85,0.75,0.67,21.0,80.5,0.88,212.0,346.0,13.62,0.0
2023-01-04 02:00:00,2023-01-04 03:00:00,143.25,170.25,1.38,13.12,8.1,37.8,6.15,2.38,0.13,1.4,4.35,0.9,0.82,0.73,25.73,81.25,0.72,274.25,346.0,13.2,0.0
2023-01-04 03:00:00,2023-01-04 04:00:00,138.75,175.75,1.3,13.2,8.1,37.97,5.4,2.44,0.3,1.23,3.8,0.82,0.73,0.62,27.93,83.0,0.7,180.75,346.0,12.73,0.0
2023-01-04 04:00:00,2023-01-04 05:00:00,130.75,178.0,1.28,13.15,8.03,41.48,5.43,2.45,,1.25,3.83,0.8,0.7,0.65,28.02,83.5,0.83,184.5,346.0,12.4,0.0
2023-01-04 05:00:00,2023-01-04 06:00:00,133.5,185.75,1.35,13.15,8.08,43.12,6.1,2.57,0.15,1.4,4.3,0.9,0.8,0.72,27.97,83.75,0.9,225.5,346.0,12.27,0.0
2023-01-04 06:00:00,2023-01-04 07:00:00,152.5,232.5,1.23,13.1,7.93,40.43,10.83,2.51,1.5,2.5,7.67,1.63,1.43,1.27,21.73,84.75,1.2,291.25,346.0,12.65,0.0
2023-01-04 07:00:00,2023-01-04 08:00:00,146.75,243.75,1.3,13.1,8.0,39.2,25.1,1.92,2.85,5.8,17.65,3.75,3.3,2.9,20.9,80.5,0.92,203.25,346.0,14.25,0.0
2023-01-04 08:00:00,2023-01-04 09:00:00,162.5,242.75,1.38,13.1,8.1,40.75,34.12,2.21,10.25,7.92,24.05,5.1,4.53,3.97,21.12,72.5,1.12,239.75,346.0,16.73,0.0
2023-01-04 09:00:00,2023-01-04 10:00:00,155.5,220.0,1.5,13.0,8.1,37.05,23.9,1.5,20.45,5.55,16.9,3.55,3.2,2.75,21.15,58.0,1.45,201.5,346.0,19.15,0.0
2023-01-04 10:00:00,2023-01-04 11:00:00,100.75,149.75,1.55,12.78,8.05,35.23,15.98,1.17,28.25,3.68,11.25,2.4,2.12,1.88,25.8,50.25,1.7,196.75,346.0,20.9,0.0
2023-01-04 11:00:00,2023-01-04 12:00:00,60.0,106.75,1.55,12.72,8.03,34.1,10.93,1.21,34.17,2.53,7.67,1.62,1.45,1.25,28.9,47.0,1.75,207.5,346.0,22.52,0.0
2023-01-04 12:00:00,2023-01-04 13:00:00,43.0,93.0,1.67,12.68,8.12,34.1,11.65,1.43,41.27,2.7,8.2,1.73,1.52,1.38,29.65,43.75,1.95,227.0,346.0,23.45,0.0
2023-01-04 13:00:00,2023-01-04 14:00:00,47.25,104.25,1.52,12.65,8.0,34.55,11.47,1.51,45.0,2.65,8.1,1.7,1.5,1.32,30.23,41.0,1.85,223.25,346.0,24.02,0.0
2023-01-04 14:00:00,2023-01-04 15:00:00,52.25,115.5,1.73,12.65,8.1,34.32,9.3,1.69,42.78,2.15,6.52,1.38,1.25,1.07,25.38,38.75,1.93,237.25,346.0,24.12,0.0
2023-01-04 15:00:00,2023-01-04 16:00:00,50.5,126.5,1.7,12.6,8.1,34.45,9.25,1.96,39.93,2.1,6.5,1.35,1.22,1.05,24.08,40.75,1.43,232.0,346.0,23.52,0.0
2023-01-04 16:00:00,2023-01-04 17:00:00,55.5,169.25,1.55,12.8,8.07,36.95,9.7,2.35,25.2,2.25,6.85,1.45,1.3,1.1,23.05,47.0,0.97,187.25,346.0,21.9,0.0
2023-01-04 17:00:00,2023-01-04 18:00:00,136.5,423.25,1.25,13.15,8.03,47.73,11.02,4.85,3.67,2.58,7.78,1.62,1.45,1.3,21.68,61.0,0.73,170.5,346.0,19.23,0.0
2023-01-04 18:00:00,2023-01-04 19:00:00,379.25,900.0,1.22,13.2,8.03,59.07,10.53,7.19,3.6,2.42,7.4,1.55,1.35,1.25,25.92,68.5,0.75,155.75,346.0,17.7,0.0
2023-01-04 19:00:00,2023-01-04 20:00:00,529.75,,1.3,13.17,8.07,57.5,9.02,6.02,2.4,2.08,6.38,1.32,1.23,1.05,28.58,74.0,1.15,158.75,346.0,16.52,0.0
2023-01-04 20:00:00,2023-01-04 21:00:00,470.75,697.0,1.32,13.1,8.05,52.48,7.67,4.76,1.55,1.8,5.42,1.12,1.0,0.9,28.6,74.0,1.08,167.25,346.0,16.1,0.0
2023-01-04 21:00:00,2023-01-04 22:00:00,334.25,455.5,1.22,13.25,8.0,47.95,6.58,4.08,1.15,1.52,4.65,0.97,0.88,0.75,28.52,75.75,0.95,155.25,346.0,15.45,0.0
2023-01-04 22:00:00,2023-01-04 23:00:00,286.5,388.5,1.25,13.18,8.0,45.48,6.25,3.5,0.5,1.48,4.38,0.97,0.8,0.7,22.35,78.75,0.75,99.5,346.0,14.65,0.0
2023-01-04 23:00:00,2023-01-05 00:00:00,243.5,353.0,1.3,13.15,8.1,43.4,6.17,3.1,0.12,1.43,4.37,0.97,0.8,0.7,21.07,80.0,0.65,90.75,346.0,14.17,0.0
2023-01-05 00:00:00,2023-01-05 01:00:00,210.0,301.5,1.33,13.15,8.1,44.35,5.95,3.66,0.17,1.38,4.17,0.9,0.8,0.7,21.07,81.25,0.73,119.0,346.0,13.78,0.0
2023-01-05 01:00:00,2023-01-05 02:00:00,221.0,288.0,1.37,13.15,8.12,42.75,6.1,3.35,,1.4,4.3,0.9,0.8,0.7,20.98,82.5,1.12,249.75,346.0,13.38,0.0
2023-01-05 02:00:00,2023-01-05 03:00:00,190.25,241.5,1.4,13.1,8.1,39.4,6.1,3.04,0.32,1.42,4.3,0.93,0.83,0.7,24.73,83.0,1.0,326.0,346.0,13.38,0.0
2023-01-05 03:00:00,2023-01-05 04:00:00,173.5,213.5,1.3,13.12,8.05,38.73,5.25,2.87,0.35,1.2,3.7,0.78,0.7,0.6,27.77,83.5,0.8,257.5,346.0,12.95,0.0
2023-01-05 04:00:00,2023-01-05 05:00:00,163.5,207.25,1.4,13.2,8.15,38.42,4.6,2.7,0.4,1.08,3.25,0.7,0.62,0.53,27.88,85.0,0.88,244.0,346.0,12.55,0.0
2023-01-05 05:00:00,2023-01-05 06:00:00,147.25,192.75,1.4,13.25,8.15,37.62,4.2,2.48,0.5,1.0,2.98,0.65,0.6,0.5,27.8,87.5,0.9,215.5,346.0,11.72,0.0
2023-01-05 06:00:00,2023-01-05 07:00:00,129.75,174.25,1.37,13.13,8.13,39.6,5.07,2.58,1.75,1.2,3.6,0.73,0.67,0.6,22.25,89.5,1.0,201.75,346.0,11.45,0.0
2023-01-05 07:00:00,2023-01-05 08:00:00,146.75,188.25,1.3,13.05,8.0,40.4,6.1,2.11,0.97,1.4,4.3,0.9,0.8,0.7,20.8,89.75,1.02,205.25,346.0,12.4,0.0
2023-01-05 08:00:00,2023-01-05 09:00:00,173.25,226.0,1.32,13.12,8.08,42.17,10.5,2.67,5.4,2.42,7.4,1.55,1.4,1.23,21.18,77.5,1.4,233.25,346.0,15.6,0.0
2023-01-05 09:00:00,2023-01-05 10:00:00,150.75,236.25,1.38,13.0,8.03,39.42,18.68,2.08,19.55,4.33,13.17,2.8,2.5,2.2,21.22,61.5,1.73,216.75,346.0,19.0,0.0
2023-01-05 10:00:00,2023-01-05 11:00:00,119.75,179.0,1.38,12.88,7.97,36.9,17.62,1.7,30.9,4.1,12.43,2.62,2.33,2.0,25.38,50.5,2.25,218.5,346.0,21.48,0.0
2023-01-05 11:00:00,2023-01-05 12:00:00,77.0,132.75,1.55,12.88,8.12,35.12,10.07,1.72,36.65,2.33,7.1,1.5,1.35,1.15,29.0,44.5,2.55,231.25,346.0,22.88,0.0
2023-01-05 12:00:00,2023-01-05 13:00:00,48.75,110.5,1.52,12.78,8.05,35.08,9.4,1.88,43.35,2.17,6.6,1.38,1.25,1.07,29.85,41.75,2.27,233.25,346.0,23.78,0.0
2023-01-05 13:00:00,2023-01-05 14:00:00,51.5,113.25,1.65,12.73,8.08,35.4,11.35,1.9,48.98,2.6,8.03,1.7,1.5,1.32,30.4,39.75,1.88,222.0,346.0,24.33,0.0
2023-01-05 14:00:00,2023-01-05 15:00:00,57.75,119.0,1.68,12.53,8.05,34.92,11.85,1.76,48.9,2.72,8.32,1.78,1.58,1.35,25.95,37.75,2.0,206.5,346.0,24.38,0.0
2023-01-05 15:00:00,2023-01-05 16:00:00,50.75,115.75,1.63,12.65,8.07,34.5,10.05,1.62,47.4,2.35,7.1,1.5,1.32,1.15,24.45,39.25,1.8,192.0,346.0,23.88,0.0
2023-01-05 16:00:00,2023-01-05 17:00:00,50.75,155.25,1.47,12.75,8.03,35.88,8.38,1.95,26.88,1.95,5.9,1.27,1.1,0.97,23.43,46.0,1.18,185.25,346.0,22.23,0.0
2023-01-05 17:00:00,2023-01-05 18:00:00,96.25,292.25,1.27,13.12,8.0,44.6,10.22,2.67,8.67,2.38,7.2,1.52,1.35,1.2,22.05,55.0,1.23,180.5,346.0,20.0,0.0
2023-01-05 18:00:00,2023-01-05 19:00:00,194.0,413.5,1.42,13.03,8.1,44.78,8.72,2.98,6.4,2.0,6.17,1.3,1.15,1.0,25.6,59.0,1.18,172.5,346.0,18.65,0.0
2023-01-05 19:00:00,2023-01-05 20:00:00,198.0,360.75,1.28,13.15,8.03,43.1,8.32,3.45,6.85,1.92,5.85,1.27,1.1,1.0,28.65,61.25,1.0,224.75,346.0,17.73,0.0
2023-01-05 20:00:00,2023-01-05 21:00:00,179.5,298.75,1.27,13.05,7.97,45.45,7.6,3.41,2.67,1.78,5.38,1.12,1.02,0.9,28.65,68.5,1.05,190.5,346.0,16.52,0.0
2023-01-05 21:00:00,2023-01-05 22:00:00,234.75,404.75,1.3,13.23,8.1,49.75,7.5,5.32,2.38,1.73,5.28,1.1,1.0,0.9,28.6,73.25,0.8,159.5,346.0,15.62,0.0
2023-01-05 22:00:00,2023-01-05 23:00:00,339.0,576.5,1.35,13.15,8.12,52.52,6.85,5.66,1.45,1.57,4.82,1.02,0.95,0.77,22.95,76.25,0.88,172.5,346.0,15.0,0.0
2023-01-05 23:00:00,2023-01-06 00:00:00,379.5,601.25,1.25,13.23,8.05,58.22,7.97,4.4,0.2,1.8,5.5,1.17,1.03,0.93,21.15,79.75,0.85,178.5,346.0,14.33,0.0
2023-01-06 00:00:00,2023-01-06 01:00:00,288.0,425.75,1.32,13.15,8.1,51.97,6.12,3.85,,1.4,4.3,0.95,0.8,0.67,21.1,79.5,0.75,228.5,346.0,13.95,0.0
2023-01-06 01:00:00,2023-01-06 02:00:00,216.0,320.25,1.4,13.07,8.12,45.4,5.3,3.08,,1.23,3.72,0.78,0.7,0.65,21.0,80.75,0.7,142.5,346.0,13.37,0.0
2023-01-06 02:00:00,2023-01-06 03:00:00,170.75,249.5,1.37,13.12,8.1,43.93,4.75,2.81,0.3,1.08,3.35,0.7,0.65,0.55,24.32,80.5,0.8,212.75,346.0,13.0,0.0
2023-01-06 03:00:00,2023-01-06 04:00:00,148.0,211.5,1.32,13.15,8.05,44.53,6.9,2.31,0.13,1.6,4.85,1.02,0.9,0.8,27.6,80.0,1.0,237.25,346.0,12.95,0.0
2023-01-06 04:00:00,2023-01-06 05:00:00,124.75,183.0,1.23,13.15,8.0,42.45,10.18,2.17,0.35,2.35,7.15,1.52,1.32,1.2,27.75,81.0,1.1,207.75,346.0,12.52,0.0
2023-01-06 05:00:00,2023-01-06 06:00:00,131.0,183.75,1.27,13.15,8.03,39.83,16.52,1.99,0.3,3.82,11.65,2.48,2.17,1.93,27.75,79.25,1.2,260.25,346.0,12.32,0.0
2023-01-06 06:00:00,2023-01-06 07:00:00,138.5,200.75,1.3,13.2,8.1,41.73,17.87,2.4,1.6,4.1,12.57,2.63,2.37,2.07,22.7,79.0,0.9,219.25,346.0,12.22,0.0
2023-01-06 07:00:00,2023-01-06 08:00:00,140.75,254.75,1.3,13.15,8.1,40.8,16.9,1.43,2.42,3.95,11.95,2.55,2.25,2.0,20.65,70.25,1.38,224.75,346.0,14.35,0.0
2023-01-06 08:00:00,2023-01-06 09:00:00,124.5,197.25,1.33,13.1,8.03,40.4,18.52,1.54,11.03,4.25,13.05,2.75,2.45,2.18,20.82,62.5,1.6,221.25,346.0,16.93,0.0
2023-01-06 09:00:00,2023-01-06 10:00:00,100.25,163.5,1.42,13.05,8.1,37.45,17.9,1.22,23.6,4.17,12.62,2.67,2.38,2.08,21.0,52.75,2.0,213.75,346.0,19.95,0.0
2023-01-06 10:00:00,2023-01-06 11:00:00,66.75,138.25,1.45,12.82,8.0,35.48,12.15,1.14,35.22,2.83,8.6,1.8,1.62,1.4,24.97,45.25,2.38,236.25,346.0,22.32,0.0
2023-01-06 11:00:00,2023-01-06 12:00:00,49.0,119.5,1.45,12.85,8.0,35.0,9.88,1.1,42.92,2.27,6.97,1.48,1.32,1.15,29.1,40.75,2.27,215.75,346.0,23.32,0.0
2023-01-06 12:00:00,2023-01-06 13:00:00,41.25,102.25,1.43,12.85,8.03,34.25,8.85,1.08,44.1,2.05,6.22,1.32,1.2,1.05,30.05,35.5,2.45,225.75,346.0,24.38,0.0
2023-01-06 13:00:00,2023-01-06 14:00:00,35.0,93.25,1.55,12.78,8.05,34.2,8.53,1.12,45.38,1.98,6.03,1.3,1.1,1.0,30.7,33.0,2.08,216.5,346.0,24.97,0.0
2023-01-06 14:00:00,2023-01-06 15:00:00,34.25,95.25,1.5,12.62,7.92,34.17,7.73,1.04,47.6,1.8,5.47,1.15,1.02,0.92,26.77,32.25,2.02,208.0,346.0,24.97,0.0
2023-01-06 15:00:00,2023-01-06 16:00:00,31.0,97.25,1.8,12.5,8.1,33.73,6.28,0.94,45.65,1.45,4.42,0.95,0.85,0.7,25.12,34.5,1.75,198.75,346.0,24.52,0.0
2023-01-06 16:00:00,2023-01-06 17:00:00,33.75,119.5,1.62,12.7,8.1,34.33,5.78,0.99,36.45,1.33,4.1,0.88,0.77,0.7,23.98,40.5,1.6,193.5,346.0,22.8,0.0
2023-01-06 17:00:00,2023-01-06 18:00:00,56.75,183.0,1.32,12.93,7.97,37.23,8.22,1.78,23.75,1.92,5.8,1.22,1.07,0.95,22.75,44.5,1.23,233.75,346.0,21.25,0.0
2023-01-06 18:00:00,2023-01-06 19:00:00,93.0,229.25,1.3,13.15,8.05,42.67,11.07,3.41,4.47,2.55,7.78,1.65,1.45,1.3,25.5,55.25,0.93,213.25,346.0,19.0,0.0
2023-01-06 19:00:00,2023-01-06 20:00:00,176.75,423.0,1.37,13.2,8.15,49.77,8.38,4.63,2.52,1.93,5.92,1.25,1.12,0.97,28.65,65.0,1.05,137.5,346.0,17.1,0.0
2023-01-06 20:00:00,2023-01-06 21:00:00,293.0,622.75,1.4,13.2,8.15,51.75,8.18,4.37,1.73,1.9,5.75,1.22,1.07,0.95,28.52,67.0,0.92,176.5,346.0,16.42,0.0
2023-01-06 21:00:00,2023-01-06 22:00:00,318.25,527.75,1.2,13.35,8.1,59.28,8.2,5.35,1.5,1.88,5.75,1.25,1.07,0.95,28.45,72.5,0.9,170.5,346.0,15.8,0.0
2023-01-06 22:00:00,2023-01-06 23:00:00,395.25,668.5,1.38,13.12,8.07,55.3,6.93,4.09,0.67,1.6,4.9,1.03,0.93,0.82,23.65,75.0,0.95,172.5,346.0,15.07,0.0
2023-01-06 23:00:00,2023-01-07 00:00:00,294.0,475.25,1.27,13.15,8.0,50.62,6.4,3.41,0.1,1.53,4.6,1.0,0.9,0.73,21.05,77.0,0.75,181.5,346.0,14.33,0.0
2023-01-07 00:00:00,2023-01-07 01:00:00,235.25,358.25,1.32,13.12,8.1,47.67,5.75,3.24,,1.32,4.05,0.88,0.73,0.67,21.02,78.5,0.72,210.75,346.0,13.77,0.0
2023-01-07 01:00:00,2023-01-07 02:00:00,188.75,282.25,1.25,13.15,8.0,42.65,5.7,2.71,0.3,1.3,4.03,0.88,0.75,0.67,20.98,79.75,0.95,154.75,346.0,13.35,0.0
2023-01-07 02:00:00,2023-01-07 03:00:00,150.75,207.5,1.3,13.15,8.03,47.97,5.55,3.13,0.3,1.27,3.92,0.83,0.72,0.67,24.12,82.0,0.88,148.75,346.0,12.6,0.0
2023-01-07 03:00:00,2023-01-07 04:00:00,176.75,240.75,1.27,13.23,8.07,47.3,5.53,2.71,,1.3,3.9,0.82,0.75,0.65,27.62,82.75,0.97,243.75,346.0,12.4,0.0
2023-01-07 04:00:00,2023-01-07 05:00:00,159.75,231.5,1.23,13.12,8.0,41.17,6.22,2.23,,1.45,4.4,0.95,0.85,0.73,27.9,81.0,0.88,224.75,346.0,12.45,0.0
2023-01-07 05:00:00,2023-01-07 06:00:00,119.5,172.5,1.3,13.18,8.1,42.98,5.65,1.92,0.2,1.33,3.95,0.85,0.72,0.7,27.85,80.0,0.92,214.5,346.0,12.18,0.0
2023-01-07 06:00:00,2023-01-07 07:00:00,113.75,209.75,1.17,13.17,7.97,43.4,15.97,2.04,2.1,3.7,11.27,2.4,2.1,1.87,23.35,75.5,0.85,214.5,346.0,12.88,0.0
2023-01-07 07:00:00,2023-01-07 08:00:00,130.5,293.5,1.2,13.15,7.95,42.75,43.8,1.29,3.1,10.15,30.9,6.55,5.8,5.1,20.67,68.0,1.23,214.25,346.0,15.32,0.0
2023-01-07 08:00:00,2023-01-07 09:00:00,129.25,242.25,1.32,13.12,8.1,38.7,32.75,1.3,12.23,7.58,23.1,4.88,4.35,3.8,20.88,59.5,1.55,210.5,346.0,17.7,0.0
2023-01-07 09:00:00,2023-01-07 10:00:00,106.5,181.5,1.3,13.05,8.0,36.65,20.25,1.06,23.2,4.7,14.25,3.05,2.65,2.35,21.1,53.0,1.65,185.5,346.0,20.1,0.0
2023-01-07 10:00:00,2023-01-07 11:00:00,67.0,139.5,1.45,12.88,8.03,34.75,14.67,0.91,32.9,3.4,10.35,2.2,1.95,1.7,25.43,42.5,1.97,189.0,346.0,22.75,0.0
2023-01-07 11:00:00,2023-01-07 12:00:00,48.75,110.75,1.45,12.85,8.0,34.55,12.88,0.94,42.05,2.97,9.1,1.93,1.7,1.5,29.52,39.0,1.88,189.0,346.0,24.18,0.0
2023-01-07 12:00:00,2023-01-07 13:00:00,42.5,102.25,1.48,12.7,7.95,33.92,9.88,0.91,44.67,2.3,6.93,1.45,1.28,1.12,30.47,32.75,2.0,199.0,346.0,25.45,0.0
2023-01-07 13:00:00,2023-01-07 14:00:00,31.5,107.0,1.68,12.67,8.1,33.42,8.43,0.77,45.12,1.93,5.95,1.25,1.12,0.98,31.0,28.5,1.92,190.25,346.0,26.3,0.0
2023-01-07 14:00:00,2023-01-07 15:00:00,24.75,108.75,1.68,12.53,8.07,33.25,6.43,0.74,45.77,1.5,4.53,0.97,0.85,0.75,27.68,27.75,1.93,206.0,346.0,26.4,0.0
2023-01-07 15:00:00,2023-01-07 16:00:00,25.5,107.25,1.85,12.32,8.05,33.27,6.08,0.83,43.95,1.4,4.3,0.9,0.77,0.7,25.8,28.75,1.5,206.5,346.0,26.0,0.0
2023-01-07 16:00:00,2023-01-07 17:00:00,34.75,148.25,1.58,12.67,8.05,36.45,7.02,2.67,14.1,1.6,4.92,1.05,0.95,0.85,24.7,36.75,0.72,125.5,346.0,24.0,0.0
2023-01-07 17:00:00,2023-01-07 18:00:00,90.75,347.0,1.38,13.03,8.05,57.88,11.62,6.43,2.45,2.7,8.22,1.73,1.52,1.32,23.05,52.5,0.77,58.5,346.0,20.62,0.0
2023-01-07 18:00:00,2023-01-07 19:00:00,227.75,660.75,1.23,13.1,7.97,56.0,11.62,6.01,2.33,2.7,8.2,1.75,1.55,1.35,25.27,61.25,0.67,102.75,346.0,18.85,0.0
2023-01-07 19:00:00,2023-01-07 20:00:00,340.0,726.33,1.18,13.22,7.97,62.2,11.4,7.36,3.08,2.62,8.05,1.67,1.5,1.3,28.88,66.5,0.77,107.75,346.0,17.75,0.0
2023-01-07 20:00:00,2023-01-07 21:00:00,429.25,888.5,1.38,13.07,8.08,65.55,9.83,5.92,1.88,2.25,6.9,1.45,1.32,1.12,28.8,70.5,0.82,127.5,346.0,16.77,0.0
2023-01-07 21:00:00,2023-01-07 22:00:00,470.75,829.33,1.4,13.2,8.17,68.03,9.1,7.35,2.1,2.1,6.38,1.3,1.2,1.0,28.65,74.25,0.77,133.75,346.0,15.97,0.0
2023-01-07 22:00:00,2023-01-07 23:00:00,534.0,916.0,1.25,13.2,8.03,68.72,8.0,6.64,1.38,1.85,5.68,1.18,1.05,0.92,24.27,77.0,0.77,117.0,346.0,15.4,0.0
2023-01-07 23:00:00,2023-01-08 00:00:00,543.25,876.75,1.3,13.1,8.03,68.7,8.05,6.25,0.6,1.87,5.67,1.2,1.07,0.93,21.12,78.5,0.75,214.0,346.0,14.8,0.0
2023-01-08 00:00:00,2023-01-08 01:00:00,451.5,699.0,1.27,13.17,8.03,56.65,7.17,5.11,,1.67,5.08,1.07,0.95,0.85,21.08,79.25,0.7,225.5,346.0,14.38,0.0
2023-01-08 01:00:00,2023-01-08 02:00:00,306.0,445.25,1.23,13.03,7.95,51.1,6.55,3.6,,1.5,4.6,0.97,0.88,0.73,21.12,80.5,0.9,254.75,346.0,14.0,0.0
2023-01-08 02:00:00,2023-01-08 03:00:00,203.0,286.5,1.3,13.12,8.05,47.55,5.85,3.04,0.2,1.38,4.12,0.9,0.77,0.7,23.6,81.0,0.78,220.25,346.0,13.67,0.0
2023-01-08 03:00:00,2023-01-08 04:00:00,153.0,205.25,1.2,13.2,8.0,46.52,10.57,2.86,0.23,2.42,7.45,1.6,1.4,1.25,27.68,83.5,1.12,293.0,346.0,13.38,0.0
2023-01-08 04:00:00,2023-01-08 05:00:00,146.5,193.25,1.32,13.2,8.1,40.88,6.98,2.64,0.55,1.62,4.92,1.05,0.93,0.8,28.1,88.5,1.05,292.0,346.0,12.88,0.0
2023-01-08 05:00:00,2023-01-08 06:00:00,118.5,146.75,1.42,13.05,8.07,39.1,6.02,2.58,0.45,1.38,4.22,0.9,0.77,0.67,28.0,89.5,0.93,224.25,346.0,12.25,0.0
2023-01-08 06:00:00,2023-01-08 07:00:00,108.0,121.75,1.33,13.13,8.1,39.63,5.13,2.68,1.8,1.17,3.6,0.73,0.7,0.63,24.23,89.75,0.85,225.5,346.0,12.38,0.0
2023-01-08 07:00:00,2023-01-08 08:00:00,117.5,148.5,1.4,13.1,8.1,42.1,10.5,2.78,1.57,2.4,7.35,1.6,1.4,1.25,21.07,89.25,0.93,189.5,346.0,13.32,0.0
2023-01-08 08:00:00,2023-01-08 09:00:00,140.75,214.0,1.3,13.25,8.1,43.33,29.8,2.45,7.85,6.93,21.02,4.43,3.95,3.47,21.23,75.5,1.23,226.75,346.0,16.38,0.0
