From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3)
2023-01-23 22:00:00,2023-01-23 23:00:00,58.32,293.28,6.37,20.11,15.65,,0.8
2023-01-23 23:00:00,2023-01-24 00:00:00,74.51,198.77,6.89,20.02,16.03,,0.83
2023-01-24 00:00:00,2023-01-24 01:00:00,67.67,224.79,6.52,20.14,15.79,,0.89
2023-01-24 01:00:00,2023-01-24 02:00:00,85.19,207.33,6.48,19.92,15.64,,0.97
2023-01-24 02:00:00,2023-01-24 03:00:00,73.06,168.13,6.62,20.02,15.81,,0.96
2023-01-24 03:00:00,2023-01-24 04:00:00,68.91,146.99,6.76,20.34,16.09,,0.89
2023-01-24 04:00:00,2023-01-24 05:00:00,56.76,124.78,6.8,20.02,15.96,,0.79
2023-01-24 05:00:00,2023-01-24 06:00:00,53.84,98.19,6.67,20.11,15.9,,0.72
2023-01-24 06:00:00,2023-01-24 07:00:00,45.31,111.94,6.85,19.91,15.94,,0.68
2023-01-24 07:00:00,2023-01-24 08:00:00,39.02,99.75,6.58,20.06,15.8,,0.66
2023-01-24 08:00:00,2023-01-24 09:00:00,40.33,144.77,6.49,19.96,15.68,,0.66
2023-01-24 09:00:00,2023-01-24 10:00:00,52.43,139.77,6.18,20.24,15.57,,0.66
2023-01-24 10:00:00,2023-01-24 11:00:00,37.89,125.7,6.57,19.93,15.72,,0.66
2023-01-24 11:00:00,2023-01-24 12:00:00,62.43,119.61,6.57,19.88,15.7,,0.65
2023-01-24 12:00:00,2023-01-24 13:00:00,55.39,121.12,6.63,19.94,15.77,,0.64
2023-01-24 13:00:00,2023-01-24 14:00:00,53.19,115.32,6.75,19.98,15.89,,0.73
2023-01-24 14:00:00,2023-01-24 15:00:00,66.04,159.68,6.83,20.04,15.98,,0.85
2023-01-24 15:00:00,2023-01-24 16:00:00,78.37,151.88,6.75,19.94,15.87,,0.85
2023-01-24 16:00:00,2023-01-24 17:00:00,81.72,124.04,6.72,19.97,15.86,,0.82
2023-01-24 17:00:00,2023-01-24 18:00:00,66.63,142.13,6.6,20.08,15.82,,0.81
2023-01-24 18:00:00,2023-01-24 19:00:00,47.69,141.6,6.76,20.02,15.92,,0.79
2023-01-24 19:00:00,2023-01-24 20:00:00,56.52,130.56,6.66,20.3,15.99,,0.76
2023-01-24 20:00:00,2023-01-24 21:00:00,64.13,149.8,6.58,20.16,15.86,,0.75
2023-01-24 21:00:00,2023-01-24 22:00:00,58.09,119.17,6.91,20.0,16.04,,0.72
2023-01-24 22:00:00,2023-01-24 23:00:00,63.95,118.69,6.72,20.26,16.02,,0.68
2023-01-24 23:00:00,2023-01-25 00:00:00,47.35,112.56,6.58,20.12,15.83,,0.65
2023-01-25 00:00:00,2023-01-25 01:00:00,30.03,110.36,6.75,20.02,15.91,,0.63
2023-01-25 01:00:00,2023-01-25 02:00:00,43.96,88.5,6.69,20.14,15.93,,0.61
2023-01-25 02:00:00,2023-01-25 03:00:00,40.92,80.13,6.76,20.09,15.96,,0.6
2023-01-25 03:00:00,2023-01-25 04:00:00,43.6,70.25,6.6,20.26,15.92,,0.59
2023-01-25 04:00:00,2023-01-25 05:00:00,30.69,62.19,6.53,20.12,15.79,,0.58
2023-01-25 05:00:00,2023-01-25 06:00:00,36.95,67.5,6.11,20.2,15.49,,0.58
2023-01-25 06:00:00,2023-01-25 07:00:00,21.42,78.55,6.45,20.11,15.72,,0.59
2023-01-25 07:00:00,2023-01-25 08:00:00,33.48,80.04,6.47,19.94,15.65,,0.6
2023-01-25 08:00:00,2023-01-25 09:00:00,24.05,92.86,6.66,20.12,15.9,,0.62
2023-01-25 09:00:00,2023-01-25 10:00:00,49.29,94.29,6.67,20.16,15.92,,0.62
2023-01-25 10:00:00,2023-01-25 11:00:00,31.4,102.77,6.87,19.93,15.96,,0.62
2023-01-25 11:00:00,2023-01-25 12:00:00,53.06,107.9,6.99,19.96,16.09,,0.63
2023-01-25 12:00:00,2023-01-25 13:00:00,41.48,117.3,6.56,20.13,15.82,,0.74
2023-01-25 13:00:00,2023-01-25 14:00:00,77.56,129.22,6.54,19.97,15.73,,0.78
2023-01-25 14:00:00,2023-01-25 15:00:00,68.96,138.38,6.69,20.23,15.98,,0.75
2023-01-25 15:00:00,2023-01-25 16:00:00,67.44,130.38,6.86,19.89,15.94,,0.74
2023-01-25 16:00:00,2023-01-25 17:00:00,64.92,124.15,6.74,19.88,15.84,,0.77
2023-01-25 17:00:00,2023-01-25 18:00:00,66.86,117.29,7.12,19.95,16.17,,0.75
2023-01-25 18:00:00,2023-01-25 19:00:00,79.31,120.03,6.73,20.02,15.9,,0.71
2023-01-25 19:00:00,2023-01-25 20:00:00,85.59,115.52,6.75,19.77,15.79,,0.7
2023-01-25 20:00:00,2023-01-25 21:00:00,69.62,115.63,6.78,19.9,15.87,,0.76
2023-01-25 21:00:00,2023-01-25 22:00:00,93.36,320.85,6.54,20.15,15.81,,1.0
2023-01-25 22:00:00,2023-01-25 23:00:00,111.67,368.01,7.11,20.13,16.26,,1.2
2023-01-25 23:00:00,2023-01-26 00:00:00,123.49,261.88,6.81,19.97,15.93,,1.25
2023-01-26 00:00:00,2023-01-26 01:00:00,102.99,227.25,6.77,19.95,15.9,,1.11
2023-01-26 01:00:00,2023-01-26 02:00:00,98.59,190.03,6.79,19.88,15.86,,1.06
2023-01-26 02:00:00,2023-01-26 03:00:00,98.76,149.02,6.64,19.85,15.74,,0.96
2023-01-26 03:00:00,2023-01-26 04:00:00,91.68,122.94,6.89,20.14,16.09,,0.85
2023-01-26 04:00:00,2023-01-26 05:00:00,52.2,99.89,6.52,19.98,15.71,,0.75
2023-01-26 05:00:00,2023-01-26 06:00:00,46.89,68.31,6.68,20.11,15.91,,0.69
2023-01-26 06:00:00,2023-01-26 07:00:00,33.45,108.16,6.99,20.18,16.19,,0.69
2023-01-26 07:00:00,2023-01-26 08:00:00,60.76,102.85,6.68,20.08,15.89,,0.68
2023-01-26 08:00:00,2023-01-26 09:00:00,67.89,131.08,6.43,20.02,15.65,,0.66
2023-01-26 09:00:00,2023-01-26 10:00:00,55.06,123.79,6.63,20.09,15.86,,0.64
2023-01-26 10:00:00,2023-01-26 11:00:00,62.76,128.37,6.75,19.98,15.9,,0.64
2023-01-26 11:00:00,2023-01-26 12:00:00,67.25,121.47,6.6,19.96,15.75,,0.61
2023-01-26 12:00:00,2023-01-26 13:00:00,65.26,147.83,6.86,20.0,15.99,,0.6
2023-01-26 13:00:00,2023-01-26 14:00:00,83.28,105.57,6.96,20.18,16.17,,0.58
2023-01-26 14:00:00,2023-01-26 15:00:00,67.85,134.05,6.63,19.91,15.77,,0.58
2023-01-26 15:00:00,2023-01-26 16:00:00,76.29,121.03,6.41,20.12,15.69,,0.57
2023-01-26 16:00:00,2023-01-26 17:00:00,61.68,124.39,6.44,20.38,15.85,,0.57
2023-01-26 17:00:00,2023-01-26 18:00:00,80.24,145.62,6.33,20.17,15.66,,0.57
2023-01-26 18:00:00,2023-01-26 19:00:00,86.7,157.14,6.9,20.17,16.11,,0.59
2023-01-26 19:00:00,2023-01-26 20:00:00,96.73,147.71,6.57,20.27,15.9,,0.64
2023-01-26 20:00:00,2023-01-26 21:00:00,107.77,163.79,6.47,20.16,15.76,,0.66
2023-01-26 21:00:00,2023-01-26 22:00:00,95.22,165.5,6.81,20.21,16.06,,0.66
2023-01-26 22:00:00,2023-01-26 23:00:00,85.63,156.55,6.69,20.23,15.98,,0.65
2023-01-26 23:00:00,2023-01-27 00:00:00,88.3,161.43,6.71,20.39,16.08,,0.67
2023-01-27 00:00:00,2023-01-27 01:00:00,89.84,152.19,6.67,20.09,15.88,,0.66
2023-01-27 01:00:00,2023-01-27 02:00:00,87.3,134.83,6.59,20.22,15.89,,0.65
2023-01-27 02:00:00,2023-01-27 03:00:00,80.06,132.58,6.75,19.97,15.89,,0.66
2023-01-27 03:00:00,2023-01-27 04:00:00,74.27,130.48,6.57,20.21,15.87,,0.66
2023-01-27 04:00:00,2023-01-27 05:00:00,72.32,124.24,6.59,20.19,15.87,,0.64
2023-01-27 05:00:00,2023-01-27 06:00:00,65.94,110.38,6.38,20.08,15.65,,0.63
2023-01-27 06:00:00,2023-01-27 07:00:00,63.51,120.79,6.71,19.98,15.86,,0.62
2023-01-27 07:00:00,2023-01-27 08:00:00,55.58,117.05,6.81,19.86,15.88,,0.63
2023-01-27 08:00:00,2023-01-27 09:00:00,59.88,127.25,6.58,20.04,15.79,,0.63
2023-01-27 09:00:00,2023-01-27 10:00:00,79.62,121.85,6.47,20.02,15.69,,0.64
2023-01-27 10:00:00,2023-01-27 11:00:00,70.57,138.25,6.85,19.87,15.92,,0.64
2023-01-27 11:00:00,2023-01-27 12:00:00,66.86,138.49,6.69,19.93,15.82,,0.65
2023-01-27 12:00:00,2023-01-27 13:00:00,58.85,133.41,6.37,20.18,15.7,,0.65
2023-01-27 13:00:00,2023-01-27 14:00:00,67.87,138.73,6.53,20.09,15.78,,0.65
2023-01-27 14:00:00,2023-01-27 15:00:00,67.62,145.64,6.87,20.14,16.08,,0.64
2023-01-27 15:00:00,2023-01-27 16:00:00,79.1,139.68,7.01,19.97,16.09,,0.64
2023-01-27 16:00:00,2023-01-27 17:00:00,84.15,130.81,6.99,19.98,16.09,,0.63
2023-01-27 17:00:00,2023-01-27 18:00:00,103.28,140.49,6.89,19.95,15.99,,0.63
2023-01-27 18:00:00,2023-01-27 19:00:00,101.8,142.1,6.69,20.09,15.9,,0.64
2023-01-27 19:00:00,2023-01-27 20:00:00,95.39,141.77,6.49,20.07,15.73,,0.66
2023-01-27 20:00:00,2023-01-27 21:00:00,109.26,174.79,6.63,19.79,15.7,,0.72
2023-01-27 21:00:00,2023-01-27 22:00:00,139.83,195.5,6.86,19.96,15.98,,0.77
2023-01-27 22:00:00,2023-01-27 23:00:00,141.44,217.36,6.71,20.0,15.87,,0.82
2023-01-27 23:00:00,2023-01-28 00:00:00,112.41,189.54,6.5,20.32,15.87,,0.8
2023-01-28 00:00:00,2023-01-28 01:00:00,93.32,158.74,6.83,20.04,15.99,,0.76
2023-01-28 01:00:00,2023-01-28 02:00:00,71.84,138.17,6.58,20.03,15.79,,0.72
2023-01-28 02:00:00,2023-01-28 03:00:00,72.44,124.83,6.76,19.76,15.79,,0.69
2023-01-28 03:00:00,2023-01-28 04:00:00,68.97,115.09,6.61,19.94,15.76,,0.66
2023-01-28 04:00:00,2023-01-28 05:00:00,49.16,102.13,6.63,19.96,15.79,,0.64
2023-01-28 05:00:00,2023-01-28 06:00:00,64.07,94.1,6.59,19.89,15.72,,0.62
2023-01-28 06:00:00,2023-01-28 07:00:00,51.09,92.31,6.65,20.19,15.92,,0.61
2023-01-28 07:00:00,2023-01-28 08:00:00,63.54,104.25,6.59,20.12,15.84,,0.61
2023-01-28 08:00:00,2023-01-28 09:00:00,83.73,145.82,6.58,20.17,15.85,,0.64
2023-01-28 09:00:00,2023-01-28 10:00:00,74.12,130.07,6.56,20.13,15.82,,0.63
2023-01-28 10:00:00,2023-01-28 11:00:00,58.12,133.79,7.17,19.68,16.07,,0.62
2023-01-28 11:00:00,2023-01-28 12:00:00,71.12,67.27,7.22,19.7,16.12,,0.6
2023-01-28 12:00:00,2023-01-28 13:00:00,52.09,114.42,6.82,20.18,16.05,,0.61
2023-01-28 13:00:00,2023-01-28 14:00:00,73.08,153.28,6.84,20.13,16.05,,0.7
2023-01-28 14:00:00,2023-01-28 15:00:00,76.26,150.27,6.77,20.09,15.97,,0.77
2023-01-28 15:00:00,2023-01-28 16:00:00,66.05,154.81,6.84,20.06,16.01,,0.73
2023-01-28 16:00:00,2023-01-28 17:00:00,85.37,147.08,6.81,20.19,16.05,,0.68
2023-01-28 17:00:00,2023-01-28 18:00:00,82.5,138.46,7.0,19.97,16.08,,0.66
2023-01-28 18:00:00,2023-01-28 19:00:00,97.05,137.91,7.05,20.27,16.28,,0.68
2023-01-28 19:00:00,2023-01-28 20:00:00,109.09,173.78,6.58,19.95,15.73,,0.71
2023-01-28 20:00:00,2023-01-28 21:00:00,110.34,186.94,6.51,20.06,15.74,,0.76
2023-01-28 21:00:00,2023-01-28 22:00:00,96.41,187.85,6.66,20.13,15.9,,0.77
2023-01-28 22:00:00,2023-01-28 23:00:00,91.46,168.44,6.9,20.21,16.13,,0.75
2023-01-28 23:00:00,2023-01-29 00:00:00,65.22,168.35,6.71,20.3,16.03,,0.73
2023-01-29 00:00:00,2023-01-29 01:00:00,78.92,140.59,6.35,20.08,15.62,,0.69
2023-01-29 01:00:00,2023-01-29 02:00:00,72.83,132.76,6.59,19.84,15.69,,0.66
2023-01-29 02:00:00,2023-01-29 03:00:00,56.52,112.53,6.69,20.2,15.95,,0.64
2023-01-29 03:00:00,2023-01-29 04:00:00,55.03,109.46,6.92,20.15,16.12,,0.62
2023-01-29 04:00:00,2023-01-29 05:00:00,62.61,103.64,6.91,20.0,16.02,,0.62
2023-01-29 05:00:00,2023-01-29 06:00:00,48.1,107.13,6.82,20.03,15.97,,0.62
2023-01-29 06:00:00,2023-01-29 07:00:00,70.22,109.41,6.67,19.98,15.83,,0.63
2023-01-29 07:00:00,2023-01-29 08:00:00,64.55,114.39,6.75,20.09,15.95,,0.64
2023-01-29 08:00:00,2023-01-29 09:00:00,85.5,123.89,6.78,19.95,15.9,,0.64
2023-01-29 09:00:00,2023-01-29 10:00:00,89.93,133.55,6.89,20.27,16.15,,0.65
2023-01-29 10:00:00,2023-01-29 11:00:00,95.66,139.76,6.65,20.05,15.85,,0.65
2023-01-29 11:00:00,2023-01-29 12:00:00,86.96,144.87,6.5,20.03,15.71,,0.65
2023-01-29 12:00:00,2023-01-29 13:00:00,90.1,150.08,6.49,20.3,15.84,,0.67
2023-01-29 13:00:00,2023-01-29 14:00:00,77.27,164.93,7.11,19.94,16.16,,0.76
2023-01-29 14:00:00,2023-01-29 15:00:00,85.93,156.65,6.76,19.8,15.81,,0.8
2023-01-29 15:00:00,2023-01-29 16:00:00,70.68,152.66,6.87,19.99,15.99,,0.8
2023-01-29 16:00:00,2023-01-29 17:00:00,55.61,135.15,6.78,20.28,16.08,,0.79
2023-01-29 17:00:00,2023-01-29 18:00:00,67.83,137.63,6.79,20.2,16.04,,0.76
2023-01-29 18:00:00,2023-01-29 19:00:00,110.07,151.19,6.88,20.23,16.12,,0.75
2023-01-29 19:00:00,2023-01-29 20:00:00,91.33,150.56,6.85,20.08,16.03,,0.75
2023-01-29 20:00:00,2023-01-29 21:00:00,117.53,184.06,6.71,20.04,15.89,,0.77
2023-01-29 21:00:00,2023-01-29 22:00:00,107.69,176.55,6.95,20.05,16.09,,0.78
2023-01-29 22:00:00,2023-01-29 23:00:00,114.16,184.99,6.49,19.99,15.69,,0.8
2023-01-29 23:00:00,2023-01-30 00:00:00,97.87,181.69,6.63,19.84,15.73,,0.8
2023-01-30 00:00:00,2023-01-30 01:00:00,85.43,151.43,6.58,19.99,15.76,,0.69
2023-01-30 01:00:00,2023-01-30 02:00:00,63.59,129.47,6.49,20.07,15.73,,0.67
2023-01-30 02:00:00,2023-01-30 03:00:00,68.11,108.78,7.02,20.02,16.13,,0.65
2023-01-30 03:00:00,2023-01-30 04:00:00,46.6,103.67,6.66,19.92,15.79,,0.64
2023-01-30 04:00:00,2023-01-30 05:00:00,29.46,100.18,6.8,19.96,15.93,,0.63
2023-01-30 05:00:00,2023-01-30 06:00:00,22.72,93.47,6.53,19.86,15.66,,0.63
2023-01-30 06:00:00,2023-01-30 07:00:00,44.83,91.08,6.46,20.03,15.69,,0.62
2023-01-30 07:00:00,2023-01-30 08:00:00,54.4,108.67,6.75,20.11,15.96,,0.63
2023-01-30 08:00:00,2023-01-30 09:00:00,69.89,118.76,6.88,20.02,16.02,,0.65
2023-01-30 09:00:00,2023-01-30 10:00:00,91.01,117.56,6.46,19.92,15.63,,0.65
2023-01-30 10:00:00,2023-01-30 11:00:00,83.68,135.27,6.44,19.91,15.61,,0.66
2023-01-30 11:00:00,2023-01-30 12:00:00,84.25,142.43,6.38,20.06,15.64,,0.77
2023-01-30 12:00:00,2023-01-30 13:00:00,106.87,159.19,6.36,19.97,15.57,,0.86
2023-01-30 13:00:00,2023-01-30 14:00:00,91.2,159.38,6.9,19.84,15.94,,0.84
2023-01-30 14:00:00,2023-01-30 15:00:00,84.69,155.0,6.73,20.24,16.02,,0.78
2023-01-30 15:00:00,2023-01-30 16:00:00,55.02,151.72,6.85,19.85,15.91,,0.71
2023-01-30 16:00:00,2023-01-30 17:00:00,61.02,129.25,6.6,20.03,15.8,,0.65
2023-01-30 17:00:00,2023-01-30 18:00:00,57.13,126.82,7.03,19.99,16.12,,0.63
2023-01-30 18:00:00,2023-01-30 19:00:00,77.51,128.42,6.83,20.26,16.1,,0.62
2023-01-30 19:00:00,2023-01-30 20:00:00,117.3,175.05,6.69,20.2,15.96,,0.67
2023-01-30 20:00:00,2023-01-30 21:00:00,120.84,193.28,6.82,20.06,15.99,,0.83
2023-01-30 21:00:00,2023-01-30 22:00:00,119.63,246.73,6.78,19.94,15.9,,1.0
2023-01-30 22:00:00,2023-01-30 23:00:00,127.8,252.0,6.65,19.98,15.82,,0.98
2023-01-30 23:00:00,2023-01-31 00:00:00,109.7,236.38,6.68,20.09,15.89,,0.92
2023-01-31 00:00:00,2023-01-31 01:00:00,65.57,171.23,6.75,19.98,15.89,,0.79
2023-01-31 01:00:00,2023-01-31 02:00:00,55.81,142.53,6.46,20.11,15.73,,0.72
2023-01-31 02:00:00,2023-01-31 03:00:00,66.67,114.19,6.74,20.05,15.92,,0.68
2023-01-31 03:00:00,2023-01-31 04:00:00,35.5,98.57,6.9,20.02,16.04,,0.64
2023-01-31 04:00:00,2023-01-31 05:00:00,38.63,81.56,6.68,20.16,15.93,,0.61
2023-01-31 05:00:00,2023-01-31 06:00:00,23.67,82.04,6.87,20.23,16.12,,0.59
2023-01-31 06:00:00,2023-01-31 07:00:00,12.7,80.74,6.41,19.99,15.63,,0.6
2023-01-31 07:00:00,2023-01-31 08:00:00,6.41,94.91,6.31,20.08,15.59,,0.62
2023-01-31 08:00:00,2023-01-31 09:00:00,3.92,119.52,6.56,20.21,15.86,,0.66
2023-01-31 09:00:00,2023-01-31 10:00:00,16.68,140.59,6.78,20.12,15.99,,0.66
2023-01-31 10:00:00,2023-01-31 11:00:00,37.94,130.42,6.7,19.83,15.78,,0.64
2023-01-31 11:00:00,2023-01-31 12:00:00,33.85,130.34,6.82,20.09,16.01,,0.62
2023-01-31 12:00:00,2023-01-31 13:00:00,33.32,123.21,6.72,20.1,15.93,,0.6
2023-01-31 13:00:00,2023-01-31 14:00:00,33.3,122.23,6.63,20.29,15.96,,0.58
2023-01-31 14:00:00,2023-01-31 15:00:00,40.2,95.67,6.7,19.99,15.86,,0.56
2023-01-31 15:00:00,2023-01-31 16:00:00,44.97,89.55,6.29,20.19,15.64,,0.55
2023-01-31 16:00:00,2023-01-31 17:00:00,37.86,83.16,6.92,20.09,16.09,,0.54
2023-01-31 17:00:00,2023-01-31 18:00:00,33.11,99.07,6.96,20.02,16.09,,0.55
2023-01-31 18:00:00,2023-01-31 19:00:00,50.9,99.68,6.88,20.08,16.05,,0.57
2023-01-31 19:00:00,2023-01-31 20:00:00,54.04,135.09,6.9,20.17,16.11,,0.59
2023-01-31 20:00:00,2023-01-31 21:00:00,44.76,125.86,6.31,20.19,15.65,,0.59
2023-01-31 21:00:00,2023-01-31 22:00:00,36.14,123.37,6.75,19.92,15.86,,0.64
2023-01-31 22:00:00,2023-01-31 23:00:00,45.17,139.47,6.76,20.15,15.99,,0.68
2023-01-31 23:00:00,2023-02-01 00:00:00,52.81,143.55,6.32,19.78,15.45,,0.67
2023-02-01 00:00:00,2023-02-01 01:00:00,44.66,112.44,6.26,20.0,15.51,,0.62
2023-02-01 01:00:00,2023-02-01 02:00:00,36.74,103.06,6.64,20.16,15.9,,0.59
2023-02-01 02:00:00,2023-02-01 03:00:00,32.89,92.63,6.64,19.98,15.8,,0.56
2023-02-01 03:00:00,2023-02-01 04:00:00,29.32,87.64,6.77,19.91,15.88,,0.56
2023-02-01 04:00:00,2023-02-01 05:00:00,31.52,79.12,6.4,20.15,15.71,,0.55
2023-02-01 05:00:00,2023-02-01 06:00:00,27.83,80.03,6.83,19.99,15.96,,0.55
2023-02-01 06:00:00,2023-02-01 07:00:00,31.96,82.45,6.98,20.0,16.09,,0.57
2023-02-01 07:00:00,2023-02-01 08:00:00,35.43,93.91,6.64,20.23,15.93,,0.6
2023-02-01 08:00:00,2023-02-01 09:00:00,40.93,95.85,6.94,20.12,16.12,,0.61
2023-02-01 09:00:00,2023-02-01 10:00:00,41.69,105.94,6.73,20.04,15.91,,0.6
2023-02-01 10:00:00,2023-02-01 11:00:00,30.87,106.23,6.84,20.08,16.02,,0.58
2023-02-01 11:00:00,2023-02-01 12:00:00,21.77,103.82,6.96,20.13,16.13,,0.57
2023-02-01 12:00:00,2023-02-01 13:00:00,18.83,85.32,6.64,20.42,16.04,,0.55
2023-02-01 13:00:00,2023-02-01 14:00:00,16.58,78.83,6.66,19.96,15.81,,0.54
2023-02-01 14:00:00,2023-02-01 15:00:00,15.48,77.07,6.65,20.06,15.86,,0.54
2023-02-01 15:00:00,2023-02-01 16:00:00,13.34,75.99,6.75,20.23,16.02,,0.53
2023-02-01 16:00:00,2023-02-01 17:00:00,14.15,69.67,6.71,20.14,15.94,,0.53
2023-02-01 17:00:00,2023-02-01 18:00:00,23.28,71.79,6.66,19.93,15.8,,0.54
2023-02-01 18:00:00,2023-02-01 19:00:00,43.28,67.27,6.73,19.89,15.83,,0.55
2023-02-01 19:00:00,2023-02-01 20:00:00,48.69,76.88,6.7,20.08,15.9,,0.58
2023-02-01 20:00:00,2023-02-01 21:00:00,44.6,87.4,6.57,19.97,15.74,,0.6
2023-02-01 21:00:00,2023-02-01 22:00:00,44.77,104.11,6.88,19.91,15.97,,0.62
2023-02-01 22:00:00,2023-02-01 23:00:00,46.4,105.64,6.89,20.29,16.17,,0.62
2023-02-01 23:00:00,2023-02-02 00:00:00,40.6,97.63,6.69,19.99,15.85,,0.63
2023-02-02 00:00:00,2023-02-02 01:00:00,27.81,89.88,7.02,20.04,16.14,,0.62
2023-02-02 01:00:00,2023-02-02 02:00:00,21.56,86.66,6.67,20.15,15.91,,0.61
2023-02-02 02:00:00,2023-02-02 03:00:00,14.03,75.87,6.61,20.13,15.86,,0.59
2023-02-02 03:00:00,2023-02-02 04:00:00,11.29,75.5,6.57,20.17,15.85,,0.58
2023-02-02 04:00:00,2023-02-02 05:00:00,11.23,62.93,6.55,20.3,15.9,,0.56
2023-02-02 05:00:00,2023-02-02 06:00:00,21.53,57.38,6.96,20.07,16.11,,0.55
2023-02-02 06:00:00,2023-02-02 07:00:00,26.73,47.1,6.47,20.02,15.7,,0.54
2023-02-02 07:00:00,2023-02-02 08:00:00,27.63,67.21,6.64,20.1,15.87,,0.55
2023-02-02 08:00:00,2023-02-02 09:00:00,44.2,100.34,6.7,20.05,15.89,,0.61
2023-02-02 09:00:00,2023-02-02 10:00:00,40.31,120.27,6.41,20.09,15.68,,0.63
2023-02-02 10:00:00,2023-02-02 11:00:00,30.92,112.12,6.69,19.84,15.77,,0.59
2023-02-02 11:00:00,2023-02-02 12:00:00,26.17,83.19,6.04,20.27,15.48,,0.57
2023-02-02 12:00:00,2023-02-02 13:00:00,18.04,78.39,6.4,20.18,15.72,,0.55
2023-02-02 13:00:00,2023-02-02 14:00:00,17.75,84.42,6.75,20.04,15.93,,0.55
2023-02-02 14:00:00,2023-02-02 15:00:00,18.67,80.97,6.39,20.08,15.65,,0.54
2023-02-02 15:00:00,2023-02-02 16:00:00,13.29,76.55,6.63,20.09,15.86,,0.54
2023-02-02 16:00:00,2023-02-02 17:00:00,19.76,70.06,6.69,19.94,15.83,,0.53
2023-02-02 17:00:00,2023-02-02 18:00:00,30.0,69.55,6.87,20.24,16.12,,0.54
2023-02-02 18:00:00,2023-02-02 19:00:00,30.72,77.58,6.98,19.97,16.07,,0.56
2023-02-02 19:00:00,2023-02-02 20:00:00,58.2,93.96,6.58,20.24,15.9,,0.58
2023-02-02 20:00:00,2023-02-02 21:00:00,80.59,131.17,6.81,19.91,15.9,,0.61
2023-02-02 21:00:00,2023-02-02 22:00:00,61.09,135.09,6.6,20.11,15.84,,0.64
2023-02-02 22:00:00,2023-02-02 23:00:00,59.25,126.81,6.93,19.96,16.03,,0.67
2023-02-02 23:00:00,2023-02-03 00:00:00,57.54,134.55,6.69,19.82,15.76,,0.7
2023-02-03 00:00:00,2023-02-03 01:00:00,41.48,107.01,6.86,20.12,16.05,,0.64
2023-02-03 01:00:00,2023-02-03 02:00:00,25.93,87.04,6.62,20.0,15.79,,0.6
2023-02-03 02:00:00,2023-02-03 03:00:00,15.8,76.1,6.52,19.97,15.71,,0.58
2023-02-03 03:00:00,2023-02-03 04:00:00,11.52,67.07,6.36,20.13,15.66,,0.58
2023-02-03 04:00:00,2023-02-03 05:00:00,14.3,69.09,6.61,19.88,15.72,,0.58
2023-02-03 05:00:00,2023-02-03 06:00:00,14.66,65.48,6.97,19.8,15.99,,0.56
2023-02-03 06:00:00,2023-02-03 07:00:00,10.29,57.0,6.82,20.09,16.01,,0.56
2023-02-03 07:00:00,2023-02-03 08:00:00,19.36,59.98,6.8,20.15,16.02,,0.57
2023-02-03 08:00:00,2023-02-03 09:00:00,30.77,86.19,6.84,19.99,15.98,,0.59
2023-02-03 09:00:00,2023-02-03 10:00:00,25.14,84.75,6.62,19.88,15.74,,0.59
2023-02-03 10:00:00,2023-02-03 11:00:00,17.34,79.78,6.63,20.14,15.89,,0.57
2023-02-03 11:00:00,2023-02-03 12:00:00,5.89,32.98,6.49,20.27,15.84,,0.57
2023-02-03 12:00:00,2023-02-03 13:00:00,6.54,51.45,6.28,20.23,15.64,,0.56
2023-02-03 13:00:00,2023-02-03 14:00:00,12.53,63.75,6.1,20.25,15.51,,0.57
2023-02-03 14:00:00,2023-02-03 15:00:00,15.87,67.75,6.21,20.14,15.55,,0.56
2023-02-03 15:00:00,2023-02-03 16:00:00,13.26,68.67,6.73,19.96,15.86,,0.55
2023-02-03 16:00:00,2023-02-03 17:00:00,13.65,65.21,6.76,20.07,15.95,,0.53
2023-02-03 17:00:00,2023-02-03 18:00:00,15.2,64.91,6.86,20.12,16.06,,0.53
2023-02-03 18:00:00,2023-02-03 19:00:00,19.59,68.2,6.7,20.2,15.97,,0.55
2023-02-03 19:00:00,2023-02-03 20:00:00,30.51,184.16,6.55,20.11,15.8,,0.62
2023-02-03 20:00:00,2023-02-03 21:00:00,41.05,214.9,6.52,20.05,15.75,,0.7
2023-02-03 21:00:00,2023-02-03 22:00:00,52.22,199.81,6.78,19.95,15.91,,0.72
2023-02-03 22:00:00,2023-02-03 23:00:00,58.31,176.69,6.56,20.11,15.81,,0.75
2023-02-03 23:00:00,2023-02-04 00:00:00,54.11,129.87,6.53,19.64,15.54,,0.71
2023-02-04 00:00:00,2023-02-04 01:00:00,37.28,87.29,6.34,20.24,15.71,,0.66
2023-02-04 01:00:00,2023-02-04 02:00:00,21.95,91.69,6.38,20.37,15.8,,0.64
2023-02-04 02:00:00,2023-02-04 03:00:00,28.92,101.13,6.9,20.18,16.12,,0.64
2023-02-04 03:00:00,2023-02-04 04:00:00,31.19,74.82,6.96,20.15,16.15,,0.64
2023-02-04 04:00:00,2023-02-04 05:00:00,33.41,68.37,6.87,20.11,16.06,,0.64
2023-02-04 05:00:00,2023-02-04 06:00:00,39.53,86.15,6.89,20.29,16.17,,0.65
