From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2022-02-05 16:00:00,2022-02-05 17:00:00,30.99,49.7,3.74,11.36,16.15,22.74,5.77,0.7,7.11,3.56,,2.65,3.56,,,,,0.0,,,,0.0
2022-02-05 17:00:00,2022-02-05 18:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-02-05 18:00:00,2022-02-05 19:00:00,,,,,0.0,,,0.0,,0.0,,,,,,,,0.0,,,,0.0
2022-02-05 19:00:00,2022-02-05 20:00:00,,,3.92,31.71,35.68,21.41,5.31,1.24,8.05,7.51,,4.65,7.5,,,,,0.0,,,,0.0
2022-02-05 20:00:00,2022-02-05 21:00:00,95.22,,4.0,26.9,31.27,22.27,5.22,1.34,3.02,11.6,,5.46,8.65,,,,,0.0,,,,0.0
2022-02-05 21:00:00,2022-02-05 22:00:00,76.63,112.43,4.35,26.93,31.81,22.18,5.28,1.38,1.85,11.06,,5.68,9.44,,,,,0.0,,,,0.0
2022-02-05 22:00:00,2022-02-05 23:00:00,85.03,129.34,4.51,29.1,34.11,22.34,5.18,1.41,0.54,11.28,,6.05,9.82,,,,,0.0,,,,0.0
2022-02-05 23:00:00,2022-02-06 00:00:00,89.04,139.77,4.89,30.12,35.6,22.27,5.29,1.41,0.35,12.18,,6.06,10.49,,,,,0.0,,,,0.0
2022-02-06 00:00:00,2022-02-06 01:00:00,83.75,112.64,4.68,26.5,31.89,21.83,5.23,1.37,0.74,9.71,,5.66,9.72,,,,,0.0,,,,0.0
2022-02-06 01:00:00,2022-02-06 02:00:00,82.48,103.5,4.54,23.14,28.5,21.9,5.25,1.32,0.86,8.98,,5.12,8.99,,,,,0.0,,,,0.0
2022-02-06 02:00:00,2022-02-06 03:00:00,72.85,91.97,4.97,23.25,29.21,22.15,5.25,1.28,0.17,7.89,,4.78,8.43,,,,,0.0,,,,0.0
2022-02-06 03:00:00,2022-02-06 04:00:00,55.15,60.0,5.04,21.75,27.89,21.78,5.18,1.26,0.11,7.89,,4.7,7.84,,,,,0.0,,,,0.0
2022-02-06 04:00:00,2022-02-06 05:00:00,42.59,49.01,4.88,18.41,24.49,21.85,5.18,1.28,0.3,8.36,,4.85,7.33,,,,,0.0,,,,0.0
2022-02-06 05:00:00,2022-02-06 06:00:00,37.06,45.13,4.62,16.8,22.6,21.94,5.16,1.3,0.4,10.48,,4.5,6.92,,,,,0.0,,,,0.0
2022-02-06 06:00:00,2022-02-06 07:00:00,33.54,34.66,4.77,16.56,22.57,21.39,5.2,1.28,0.23,11.02,,4.3,6.88,,,,,0.0,,,,0.0
2022-02-06 07:00:00,2022-02-06 08:00:00,34.01,38.6,4.96,16.03,22.37,19.75,5.21,1.27,0.1,11.11,,4.12,6.68,,,,,0.0,,,,0.0
2022-02-06 08:00:00,2022-02-06 09:00:00,40.61,44.54,5.63,18.72,25.88,22.91,5.4,1.25,0.11,10.54,,3.99,6.57,,,,,0.0,,,,0.0
2022-02-06 09:00:00,2022-02-06 10:00:00,40.67,41.7,6.78,19.7,28.47,21.98,5.86,1.25,0.03,10.12,,4.03,7.32,,,,,0.0,,,,0.0
2022-02-06 10:00:00,2022-02-06 11:00:00,55.98,62.31,7.14,22.49,31.63,20.61,5.45,1.25,0.47,9.84,,3.98,6.9,,,,,0.0,,,,0.0
2022-02-06 11:00:00,2022-02-06 12:00:00,61.84,77.95,4.86,21.67,27.57,21.34,5.29,1.2,2.44,9.4,,3.85,6.68,,,,,0.0,,,,0.0
2022-02-06 12:00:00,2022-02-06 13:00:00,58.24,81.39,4.12,17.73,22.76,21.03,5.27,1.13,5.61,8.71,,3.96,6.21,,,,,0.0,,,,0.0
2022-02-06 13:00:00,2022-02-06 14:00:00,54.05,76.22,4.06,15.16,20.22,20.78,5.29,1.04,7.22,7.84,,4.06,5.86,,,,,0.0,,,,0.0
2022-02-06 14:00:00,2022-02-06 15:00:00,39.69,59.72,4.01,13.61,18.7,20.41,5.22,0.94,7.76,7.05,,3.84,5.54,,,,,0.0,,,,0.0
2022-02-06 15:00:00,2022-02-06 16:00:00,24.17,40.98,4.0,12.78,17.9,20.27,5.49,0.87,6.49,5.99,,3.7,5.46,,,,,0.0,,,,0.0
2022-02-06 16:00:00,2022-02-06 17:00:00,25.36,36.91,4.08,13.08,18.26,24.64,5.85,0.85,5.21,5.79,,3.68,5.75,,,,,0.0,,,,0.0
2022-02-06 17:00:00,2022-02-06 18:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-02-06 18:00:00,2022-02-06 19:00:00,,,,,0.0,,,0.0,,0.0,,,,,,,,0.0,,,,0.0
2022-02-06 19:00:00,2022-02-06 20:00:00,,,4.12,23.5,28.23,22.78,5.4,1.06,14.42,6.43,,3.4,4.89,,,,,0.0,,,,0.0
2022-02-06 20:00:00,2022-02-06 21:00:00,76.95,,4.07,22.89,27.58,24.06,5.48,1.14,5.14,6.62,,3.98,5.5,,,,,0.0,,,,0.0
2022-02-06 21:00:00,2022-02-06 22:00:00,105.18,143.46,4.22,24.98,29.77,24.13,5.42,1.26,3.52,7.64,,4.36,6.26,,,,,0.0,,,,0.0
2022-02-06 22:00:00,2022-02-06 23:00:00,124.41,164.39,4.21,26.88,31.55,25.03,5.36,1.36,3.68,8.77,,4.65,6.53,,,,,0.0,,,,0.0
2022-02-06 23:00:00,2022-02-07 00:00:00,99.84,128.78,4.17,25.48,30.18,24.59,5.33,1.33,3.26,8.94,,4.72,6.24,,,,,0.0,,,,0.0
2022-02-07 00:00:00,2022-02-07 01:00:00,72.61,91.29,4.11,21.58,26.41,24.57,5.31,1.26,3.1,8.89,,4.57,5.81,,,,,0.0,,,,0.0
2022-02-07 01:00:00,2022-02-07 02:00:00,75.12,89.13,4.24,18.78,23.91,24.65,5.28,1.22,2.66,8.75,,4.5,5.75,,,,,0.0,,,,0.0
2022-02-07 02:00:00,2022-02-07 03:00:00,69.55,84.24,4.19,17.92,23.02,24.29,5.23,1.2,2.27,8.22,,4.16,5.61,,,,,0.0,,,,0.0
2022-02-07 03:00:00,2022-02-07 04:00:00,81.66,90.28,3.94,17.16,21.94,24.0,5.23,1.19,2.6,8.51,,3.9,5.43,,,,,0.0,,,,0.0
2022-02-07 04:00:00,2022-02-07 05:00:00,64.39,74.88,3.95,16.06,20.93,23.79,5.19,1.13,3.22,7.8,,3.69,5.22,,,,,0.0,,,,0.0
2022-02-07 05:00:00,2022-02-07 06:00:00,52.86,61.88,3.93,15.35,20.2,23.88,5.25,1.09,3.39,7.25,,3.83,5.05,,,,,0.0,,,,0.0
2022-02-07 06:00:00,2022-02-07 07:00:00,55.66,59.27,3.84,14.93,19.7,23.74,5.37,1.09,3.0,7.84,,3.91,4.94,,,,,0.0,,,,0.0
2022-02-07 07:00:00,2022-02-07 08:00:00,60.39,71.87,4.18,14.88,20.16,25.5,5.6,1.11,1.44,8.36,,4.11,4.85,,,,,0.0,,,,0.0
2022-02-07 08:00:00,2022-02-07 09:00:00,78.53,82.64,4.82,17.1,23.16,25.57,6.13,1.21,0.69,8.55,,4.13,5.55,,,,,0.0,,,,0.0
2022-02-07 09:00:00,2022-02-07 10:00:00,77.31,88.87,4.35,17.48,22.86,22.14,5.69,1.19,3.33,8.82,,3.96,5.08,,,,,0.0,,,,0.0
2022-02-07 10:00:00,2022-02-07 11:00:00,58.26,72.18,4.03,14.67,19.71,24.52,5.64,1.1,6.1,9.2,,3.48,4.57,,,,,0.0,,,,0.0
2022-02-07 11:00:00,2022-02-07 12:00:00,42.58,58.39,4.01,11.83,17.02,22.76,5.61,0.99,8.26,7.8,,2.92,3.87,,,,,0.0,,,,0.0
2022-02-07 12:00:00,2022-02-07 13:00:00,32.4,47.6,3.68,11.16,15.89,23.01,5.59,0.9,7.77,6.48,,2.78,3.58,,,,,0.0,,,,0.0
2022-02-07 13:00:00,2022-02-07 14:00:00,28.22,46.66,3.95,10.76,15.95,22.77,5.53,0.82,8.01,5.64,,2.58,3.35,,,,,0.0,,,,0.0
2022-02-07 14:00:00,2022-02-07 15:00:00,27.94,43.36,3.93,10.78,15.9,22.5,5.46,0.77,8.32,4.78,,2.49,3.38,,,,,0.0,,,,0.0
2022-02-07 15:00:00,2022-02-07 16:00:00,23.12,43.97,3.75,10.47,15.37,22.35,5.51,0.72,8.36,4.44,,2.39,3.21,,,,,0.0,,,,0.0
2022-02-07 16:00:00,2022-02-07 17:00:00,25.5,47.49,3.81,10.45,15.41,21.83,5.56,0.69,8.41,4.23,,2.34,3.22,,,,,0.0,,,,0.0
2022-02-07 17:00:00,2022-02-07 18:00:00,26.79,55.67,3.73,11.21,16.01,22.18,5.68,0.69,7.03,3.89,,2.32,3.38,,,,,0.0,,,,0.0
2022-02-07 18:00:00,2022-02-07 19:00:00,28.73,70.8,3.94,18.77,23.5,21.43,5.63,0.76,4.23,4.01,,2.45,3.73,,,,,0.0,,,,0.0
2022-02-07 19:00:00,2022-02-07 20:00:00,67.77,116.03,4.36,21.82,26.98,24.41,5.74,0.93,3.2,4.95,,2.74,4.62,,,,,0.0,,,,0.0
2022-02-07 20:00:00,2022-02-07 21:00:00,122.35,164.88,4.42,23.55,28.67,25.3,5.74,1.11,2.16,7.36,,3.27,5.75,,,,,0.0,,,,0.0
2022-02-07 21:00:00,2022-02-07 22:00:00,76.17,133.12,4.61,24.37,29.76,25.38,5.69,1.22,1.91,7.46,,3.72,6.62,,,,,0.0,,,,0.0
2022-02-07 22:00:00,2022-02-07 23:00:00,83.97,131.99,4.8,23.99,29.68,26.11,5.71,1.3,1.45,8.61,,3.83,6.9,,,,,0.0,,,,0.0
2022-02-07 23:00:00,2022-02-08 00:00:00,75.01,110.53,4.78,20.58,26.43,26.14,5.58,1.31,1.4,8.54,,3.84,6.97,,,,,0.0,,,,0.0
2022-02-08 00:00:00,2022-02-08 01:00:00,75.86,101.74,4.84,19.24,25.24,25.93,5.72,1.3,1.08,8.21,,3.79,6.87,,,,,0.0,,,,0.0
2022-02-08 01:00:00,2022-02-08 02:00:00,79.25,101.84,4.7,18.65,24.47,26.26,5.72,1.28,1.24,7.97,,3.57,6.58,,,,,0.0,,,,0.0
2022-02-08 02:00:00,2022-02-08 03:00:00,66.06,89.06,4.7,18.09,23.94,26.09,5.68,1.23,1.36,8.45,,3.48,6.29,,,,,0.0,,,,0.0
2022-02-08 03:00:00,2022-02-08 04:00:00,63.12,81.46,4.61,16.48,22.28,25.98,5.6,1.19,1.34,8.03,,3.5,5.84,,,,,0.0,,,,0.0
2022-02-08 04:00:00,2022-02-08 05:00:00,54.28,72.61,4.54,16.13,21.85,26.06,5.65,1.14,1.58,8.12,,3.48,5.63,,,,,0.0,,,,0.0
2022-02-08 05:00:00,2022-02-08 06:00:00,48.34,65.82,4.45,14.85,20.51,26.18,5.67,1.1,2.0,8.05,,3.6,5.19,,,,,0.0,,,,0.0
2022-02-08 06:00:00,2022-02-08 07:00:00,54.0,68.63,4.42,14.15,19.82,25.7,5.62,1.11,1.48,8.64,,3.53,5.05,,,,,0.0,,,,0.0
2022-02-08 07:00:00,2022-02-08 08:00:00,59.67,77.95,4.67,15.14,21.13,25.88,5.66,1.16,1.11,9.57,,3.36,5.1,,,,,0.0,,,,0.0
2022-02-08 08:00:00,2022-02-08 09:00:00,87.45,101.48,4.93,15.41,21.74,25.71,5.72,1.28,1.23,11.15,,3.36,5.34,,,,,0.0,,,,0.0
2022-02-08 09:00:00,2022-02-08 10:00:00,118.13,131.6,4.75,15.75,21.79,25.38,5.79,1.3,2.17,12.95,,3.34,5.4,,,,,0.0,,,,0.0
2022-02-08 10:00:00,2022-02-08 11:00:00,56.25,87.18,4.42,14.54,20.17,25.08,5.8,1.2,3.5,11.31,,3.2,5.09,,,,,0.0,,,,0.0
2022-02-08 11:00:00,2022-02-08 12:00:00,50.14,83.14,4.8,14.19,20.39,27.09,6.12,1.11,3.08,10.14,,3.17,4.98,,,,,0.0,,,,0.0
2022-02-08 12:00:00,2022-02-08 13:00:00,40.44,76.49,5.1,13.68,20.34,31.66,7.28,1.06,2.4,9.75,,3.26,5.72,,,,,0.0,,,,0.0
2022-02-08 13:00:00,2022-02-08 14:00:00,33.38,69.67,3.91,11.11,16.2,18.89,6.4,0.89,10.76,8.98,,3.3,5.11,,,,,0.0,,,,0.0
2022-02-08 14:00:00,2022-02-08 15:00:00,36.41,72.05,3.49,9.23,13.79,22.43,5.94,0.68,27.68,5.33,,2.48,3.54,,,,,0.0,,,,0.0
2022-02-08 15:00:00,2022-02-08 16:00:00,42.17,88.13,3.25,10.06,14.24,26.51,5.91,0.6,26.62,3.49,,2.0,1.98,,,,,0.0,,,,0.0
2022-02-08 16:00:00,2022-02-08 17:00:00,27.17,64.44,2.43,11.9,14.77,20.07,6.68,0.59,49.06,2.12,,2.43,1.61,,,,,0.0,,,,0.0
2022-02-08 17:00:00,2022-02-08 18:00:00,32.17,79.86,3.24,11.55,15.62,18.62,5.75,0.61,14.58,1.91,,1.03,1.76,,,,,0.0,,,,0.0
2022-02-08 18:00:00,2022-02-08 19:00:00,48.47,111.41,3.6,12.26,16.85,22.62,6.0,0.66,7.64,3.0,,2.23,2.82,,,,,0.0,,,,0.0
2022-02-08 19:00:00,2022-02-08 20:00:00,32.52,114.55,3.48,12.9,17.23,20.63,6.07,0.72,6.22,3.6,,2.65,3.86,,,,,0.0,,,,0.0
2022-02-08 20:00:00,2022-02-08 21:00:00,40.92,58.03,4.06,13.2,18.41,21.84,5.77,0.79,4.19,4.38,,3.1,4.83,,,,,0.0,,,,0.0
2022-02-08 21:00:00,2022-02-08 22:00:00,39.99,57.78,3.89,12.47,17.44,23.25,5.74,0.8,3.93,4.69,,3.33,5.15,,,,,0.0,,,,0.0
2022-02-08 22:00:00,2022-02-08 23:00:00,40.11,66.32,4.16,12.71,18.09,24.22,5.75,0.81,3.08,4.79,,3.36,5.25,,,,,0.0,,,,0.0
2022-02-08 23:00:00,2022-02-09 00:00:00,41.07,63.91,4.3,15.5,20.91,24.8,5.78,0.84,2.09,4.74,,3.44,5.45,,,,,0.0,,,,0.0
2022-02-09 00:00:00,2022-02-09 01:00:00,40.68,71.63,4.46,15.37,21.03,25.22,5.72,0.85,2.51,4.8,,3.53,6.0,,,,,0.0,,,,0.0
2022-02-09 01:00:00,2022-02-09 02:00:00,44.45,77.23,4.33,12.55,18.16,26.45,5.67,0.85,2.95,4.62,,3.4,5.74,,,,,0.0,,,,0.0
2022-02-09 02:00:00,2022-02-09 03:00:00,52.62,84.31,4.39,12.12,17.84,26.87,5.69,0.86,2.4,4.58,,3.23,5.35,,,,,0.0,,,,0.0
2022-02-09 03:00:00,2022-02-09 04:00:00,60.88,85.33,4.56,14.36,20.21,28.33,5.65,0.86,2.13,4.37,,3.11,5.04,,,,,0.0,,,,0.0
2022-02-09 04:00:00,2022-02-09 05:00:00,51.84,72.98,4.19,13.07,18.42,27.45,5.58,0.89,2.56,4.05,,2.74,4.34,,,,,0.0,,,,0.0
2022-02-09 05:00:00,2022-02-09 06:00:00,54.75,82.22,4.07,12.04,17.29,28.62,5.53,0.92,3.39,4.18,,2.6,4.04,,,,,0.0,,,,0.0
2022-02-09 06:00:00,2022-02-09 07:00:00,59.13,81.45,4.1,12.28,17.58,28.41,5.49,0.94,3.12,4.24,,2.53,3.76,,,,,0.0,,,,0.0
2022-02-09 07:00:00,2022-02-09 08:00:00,58.74,82.35,4.08,11.87,17.16,28.51,5.51,0.97,3.1,4.36,,2.52,3.68,,,,,0.0,,,,0.0
2022-02-09 08:00:00,2022-02-09 09:00:00,63.88,94.45,4.08,13.78,18.97,27.77,5.6,1.03,2.79,4.69,,2.59,4.08,,,,,0.0,,,,0.0
2022-02-09 09:00:00,2022-02-09 10:00:00,72.84,104.24,3.96,16.77,21.62,27.64,5.57,1.08,3.66,5.45,,2.76,4.87,,,,,0.0,,,,0.0
2022-02-09 10:00:00,2022-02-09 11:00:00,49.12,62.09,3.73,15.38,19.97,26.59,5.46,1.03,4.88,5.57,,2.72,5.27,,,,,0.0,,,,0.0
2022-02-09 11:00:00,2022-02-09 12:00:00,37.87,44.52,3.82,12.58,17.45,25.98,5.52,1.05,3.76,5.56,,2.58,5.04,,,,,0.0,,,,0.0
2022-02-09 12:00:00,2022-02-09 13:00:00,24.48,29.82,3.86,10.59,15.6,25.77,5.5,0.97,3.54,5.22,,2.74,5.21,,,,,0.0,,,,0.0
2022-02-09 13:00:00,2022-02-09 14:00:00,18.53,19.77,3.95,9.71,14.92,25.82,5.48,0.9,3.27,4.61,,2.64,4.87,,,,,0.0,,,,0.0
2022-02-09 14:00:00,2022-02-09 15:00:00,,,3.67,8.88,13.71,22.45,5.37,0.87,4.14,4.37,,2.72,5.05,,,,,0.0,,,,0.0
2022-02-09 15:00:00,2022-02-09 16:00:00,18.09,20.26,3.77,9.28,14.24,22.91,5.41,0.84,4.7,4.19,,2.7,5.15,,,,,0.0,,,,0.0
2022-02-09 16:00:00,2022-02-09 17:00:00,,,3.64,9.22,13.97,23.95,5.41,0.85,6.05,3.89,,2.74,5.36,,,,,0.0,,,,0.0
2022-02-09 17:00:00,2022-02-09 18:00:00,27.52,33.41,3.53,9.04,13.7,24.15,5.42,0.89,5.37,3.81,,2.67,5.29,,,,,0.0,,,,0.0
2022-02-09 18:00:00,2022-02-09 19:00:00,34.79,44.46,3.68,9.83,14.63,24.16,5.52,0.93,4.78,4.05,,2.7,5.29,,,,,0.0,,,,0.0
2022-02-09 19:00:00,2022-02-09 20:00:00,28.61,35.36,3.62,10.68,15.37,24.36,5.44,0.94,3.46,4.25,,2.71,5.41,,,,,0.0,,,,0.0
2022-02-09 20:00:00,2022-02-09 21:00:00,30.28,35.3,3.89,12.42,17.41,24.42,5.4,1.0,2.1,4.5,,2.9,5.83,,,,,0.0,,,,0.0
2022-02-09 21:00:00,2022-02-09 22:00:00,41.43,44.41,4.02,12.38,17.57,23.86,5.45,1.01,1.95,5.2,,3.03,6.21,,,,,0.0,,,,0.0
2022-02-09 22:00:00,2022-02-09 23:00:00,64.31,68.25,3.98,11.65,16.78,24.26,5.5,0.97,1.89,5.51,,3.14,6.49,,,,,0.0,,,,0.0
2022-02-09 23:00:00,2022-02-10 00:00:00,27.33,30.48,4.85,13.89,20.2,24.07,5.48,0.94,1.09,5.29,,3.09,6.38,,,,,0.0,,,,0.0
2022-02-10 00:00:00,2022-02-10 01:00:00,32.71,106.46,6.88,19.71,28.63,23.59,5.57,0.93,0.02,5.04,,3.13,6.36,,,,,0.0,,,,0.0
2022-02-10 01:00:00,2022-02-10 02:00:00,33.11,81.74,7.65,20.67,30.68,23.76,5.47,0.93,0.08,5.07,,3.34,6.73,,,,,0.0,,,,0.0
2022-02-10 02:00:00,2022-02-10 03:00:00,25.42,53.55,6.68,20.67,29.26,23.59,5.45,0.9,0.05,5.23,,3.47,6.95,,,,,0.0,,,,0.0
2022-02-10 03:00:00,2022-02-10 04:00:00,29.05,61.78,6.69,20.09,28.74,23.12,5.52,0.86,,5.08,,3.41,6.92,,,,,0.0,,,,0.0
2022-02-10 04:00:00,2022-02-10 05:00:00,32.0,58.24,9.32,17.14,29.71,23.39,5.46,0.84,,4.97,,3.39,6.72,,,,,0.0,,,,0.0
2022-02-10 05:00:00,2022-02-10 06:00:00,18.4,24.13,9.47,12.87,25.9,22.74,5.46,0.85,,5.01,,3.24,6.48,,,,,0.0,,,,0.0
2022-02-10 06:00:00,2022-02-10 07:00:00,,,8.48,10.87,22.59,22.38,5.4,0.88,,5.34,,3.18,6.23,,,,,0.0,,,,0.0
2022-02-10 07:00:00,2022-02-10 08:00:00,,,7.69,9.84,20.45,22.31,5.44,0.9,,5.46,,2.99,5.87,,,,,0.0,,,,0.0
2022-02-10 08:00:00,2022-02-10 09:00:00,21.61,23.52,7.71,9.84,20.49,21.95,5.48,0.93,,5.5,,2.83,5.54,,,,,0.0,,,,0.0
2022-02-10 09:00:00,2022-02-10 10:00:00,29.26,29.48,7.41,9.93,20.16,21.57,5.48,0.94,0.05,5.61,,2.78,5.5,,,,,0.0,,,,0.0
2022-02-10 10:00:00,2022-02-10 11:00:00,25.83,33.5,6.01,10.95,19.09,21.78,5.49,0.97,0.42,5.46,,2.72,5.17,,,,,0.0,,,,0.0
2022-02-10 11:00:00,2022-02-10 12:00:00,31.11,35.88,4.8,11.58,17.95,21.78,5.44,0.96,1.24,5.16,,2.81,4.96,,,,,0.0,,,,0.0
2022-02-10 12:00:00,2022-02-10 13:00:00,33.69,39.99,4.17,10.93,16.38,21.0,5.53,0.92,2.7,4.72,,2.69,4.62,,,,,0.0,,,,0.0
2022-02-10 13:00:00,2022-02-10 14:00:00,35.73,49.56,3.95,10.19,15.38,21.09,5.58,0.89,4.89,4.34,,2.56,4.33,,,,,0.0,,,,0.0
2022-02-10 14:00:00,2022-02-10 15:00:00,36.25,50.47,3.67,9.48,14.29,20.69,5.5,0.85,7.54,4.03,,2.47,3.96,,,,,0.0,,,,0.0
2022-02-10 15:00:00,2022-02-10 16:00:00,37.63,69.01,3.79,9.9,14.87,20.87,5.5,0.81,8.91,3.59,,2.39,3.73,,,,,0.0,,,,0.0
2022-02-10 16:00:00,2022-02-10 17:00:00,29.75,101.64,3.56,9.71,14.38,20.93,5.37,0.77,9.84,3.32,,2.37,3.97,,,,,0.0,,,,0.0
2022-02-10 17:00:00,2022-02-10 18:00:00,25.29,80.38,3.54,10.65,15.21,20.74,5.39,0.74,7.48,2.9,,2.28,3.96,,,,,0.0,,,,0.0
2022-02-10 18:00:00,2022-02-10 19:00:00,22.55,92.62,3.65,15.02,19.52,20.99,5.47,0.79,4.19,3.05,,2.45,4.47,,,,,0.0,,,,0.0
2022-02-10 19:00:00,2022-02-10 20:00:00,35.4,134.54,4.29,22.76,27.77,21.96,5.55,0.95,1.62,3.92,,2.82,5.56,,,,,0.0,,,,0.0
2022-02-10 20:00:00,2022-02-10 21:00:00,50.95,155.96,5.79,28.22,35.09,22.58,5.55,1.15,0.39,4.88,,3.14,6.59,,,,,0.0,,,,0.0
2022-02-10 21:00:00,2022-02-10 22:00:00,55.47,166.84,5.53,28.92,35.41,21.33,5.56,1.21,0.46,5.58,,3.5,7.45,,,,,0.0,,,,0.0
2022-02-10 22:00:00,2022-02-10 23:00:00,56.24,170.85,5.23,27.94,34.04,22.81,5.46,1.21,0.84,5.62,,3.58,7.67,,,,,0.0,,,,0.0
2022-02-10 23:00:00,2022-02-11 00:00:00,49.78,170.71,5.89,29.84,36.8,22.91,5.43,1.16,0.59,5.29,,3.38,7.0,,,,,0.0,,,,0.0
2022-02-11 00:00:00,2022-02-11 01:00:00,43.13,171.85,6.3,30.75,38.25,22.38,5.37,1.09,0.44,4.83,,3.17,6.63,,,,,0.0,,,,0.0
2022-02-11 01:00:00,2022-02-11 02:00:00,37.9,137.28,5.14,27.92,33.89,22.22,5.41,1.01,1.03,4.31,,3.05,6.25,,,,,0.0,,,,0.0
2022-02-11 02:00:00,2022-02-11 03:00:00,32.21,111.24,4.45,23.42,28.62,21.73,5.29,0.92,1.67,3.81,,2.9,5.82,,,,,0.0,,,,0.0
2022-02-11 03:00:00,2022-02-11 04:00:00,25.77,93.66,4.2,20.03,25.04,21.16,5.28,0.85,1.6,3.41,,2.96,5.54,,,,,0.0,,,,0.0
2022-02-11 04:00:00,2022-02-11 05:00:00,27.46,96.9,4.87,19.91,25.91,21.32,5.25,0.81,0.77,3.08,,3.15,5.21,,,,,0.0,,,,0.0
2022-02-11 05:00:00,2022-02-11 06:00:00,25.25,94.46,5.11,19.92,26.27,20.8,5.18,0.78,0.51,2.86,,3.07,5.05,,,,,0.0,,,,0.0
2022-02-11 06:00:00,2022-02-11 07:00:00,21.57,80.94,5.12,19.25,25.64,20.55,5.18,0.77,0.52,2.73,,2.93,4.8,,,,,0.0,,,,0.0
2022-02-11 07:00:00,2022-02-11 08:00:00,29.25,95.11,4.86,18.22,24.3,18.38,5.36,0.81,0.32,2.85,,2.81,4.67,,,,,0.0,,,,0.0
2022-02-11 08:00:00,2022-02-11 09:00:00,37.15,110.27,5.79,19.93,27.28,19.9,5.61,0.87,0.82,3.31,,2.79,4.72,,,,,0.0,,,,0.0
2022-02-11 09:00:00,2022-02-11 10:00:00,44.21,126.43,5.19,19.15,25.65,21.05,5.92,0.91,1.59,3.78,,2.84,4.74,,,,,0.0,,,,0.0
2022-02-11 10:00:00,2022-02-11 11:00:00,39.5,101.46,4.17,16.92,22.07,20.25,5.66,0.89,6.34,3.92,,2.65,4.75,,,,,0.0,,,,0.0
2022-02-11 11:00:00,2022-02-11 12:00:00,46.92,74.05,3.95,14.28,19.25,20.37,5.58,0.83,10.14,3.62,,2.42,4.56,,,,,0.0,,,,0.0
2022-02-11 12:00:00,2022-02-11 13:00:00,36.05,68.1,3.5,12.0,16.46,20.15,5.75,0.71,21.18,3.06,,2.26,4.2,,,,,0.0,,,,0.0
2022-02-11 13:00:00,2022-02-11 14:00:00,28.49,59.94,3.09,10.02,13.95,20.43,7.23,0.58,36.95,1.88,,2.02,3.3,,,,,0.0,,,,0.0
2022-02-11 14:00:00,2022-02-11 15:00:00,17.3,43.33,2.5,9.63,12.75,14.55,8.07,0.54,51.44,1.31,,1.1,1.73,,,,,0.0,,,,0.0
2022-02-11 15:00:00,2022-02-11 16:00:00,15.16,36.76,2.42,9.46,12.45,13.91,7.6,0.54,52.12,1.04,,0.43,1.23,,,,,0.0,,,,0.0
2022-02-11 16:00:00,2022-02-11 17:00:00,18.28,42.87,2.54,10.07,13.22,13.14,7.06,0.54,52.44,0.99,,,0.99,,,,,0.0,,,,0.0
2022-02-11 17:00:00,2022-02-11 18:00:00,16.42,40.27,2.27,13.8,16.37,13.13,6.42,0.58,42.55,1.1,,0.24,1.16,,,,,0.0,,,,0.0
2022-02-11 18:00:00,2022-02-11 19:00:00,20.02,46.29,2.92,16.7,20.02,13.35,5.35,0.66,12.46,1.57,,1.17,2.01,,,,,0.0,,,,0.0
2022-02-11 19:00:00,2022-02-11 20:00:00,46.04,94.65,3.52,24.07,27.89,18.1,5.31,0.85,3.84,2.6,,2.0,4.08,,,,,0.0,,,,0.0
2022-02-11 20:00:00,2022-02-11 21:00:00,70.17,119.43,4.03,29.7,33.94,19.55,5.46,1.05,1.92,4.35,,2.81,6.4,,,,,0.0,,,,0.0
2022-02-11 21:00:00,2022-02-11 22:00:00,77.5,127.11,5.67,31.86,38.39,20.35,5.52,1.24,0.79,5.54,,3.42,7.8,,,,,0.0,,,,0.0
2022-02-11 22:00:00,2022-02-11 23:00:00,86.42,141.45,7.95,34.67,44.36,21.31,5.51,1.35,0.05,6.43,,4.08,9.32,,,,,0.0,,,,0.0
2022-02-11 23:00:00,2022-02-12 00:00:00,71.14,119.16,8.02,36.73,46.42,21.32,5.51,1.32,0.12,6.55,,4.2,9.69,,,,,0.0,,,,0.0
2022-02-12 00:00:00,2022-02-12 01:00:00,65.21,159.08,10.6,36.37,49.79,20.92,5.53,1.24,0.02,6.57,,4.09,9.46,,,,,0.0,,,,0.0
2022-02-12 01:00:00,2022-02-12 02:00:00,57.34,108.14,10.95,34.25,48.31,21.83,5.58,1.18,,6.3,,3.93,9.03,,,,,0.0,,,,0.0
2022-02-12 02:00:00,2022-02-12 03:00:00,52.45,96.1,10.33,31.4,44.71,21.46,5.52,1.11,,6.01,,3.75,8.52,,,,,0.0,,,,0.0
