From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppm),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2022-10-21 21:00:00,2022-10-21 22:00:00,19.4,25.52,4.65,10.25,9.23,,38.64,1.27,5.32,0.0,,,,,89.69,0.53,148.87,0.0,784.37,13.81,,
2022-10-21 22:00:00,2022-10-21 23:00:00,23.03,31.38,5.88,6.46,9.0,,38.59,1.28,5.2,0.0,,,,,90.93,0.88,176.83,0.0,784.36,13.46,,
2022-10-21 23:00:00,2022-10-22 00:00:00,19.83,33.26,,1.01,,,38.54,1.28,5.54,0.0,,,,,93.45,1.31,198.63,0.0,783.78,12.51,,
2022-10-22 00:00:00,2022-10-22 01:00:00,6.4,20.61,,,,,38.52,1.27,5.36,0.0,,,,,93.02,1.0,218.83,0.0,783.25,12.71,,
2022-10-22 01:00:00,2022-10-22 02:00:00,11.56,28.03,,3.08,,,38.85,1.29,5.24,0.0,,,,,92.9,0.65,204.09,0.0,782.54,12.48,,
2022-10-22 02:00:00,2022-10-22 03:00:00,18.0,23.8,,1.17,,,38.91,1.3,5.5,0.0,,,,,93.22,0.52,173.68,0.0,782.0,11.89,,
2022-10-22 03:00:00,2022-10-22 04:00:00,17.38,26.23,,3.91,0.28,,38.79,1.29,5.52,0.0,,,,,93.16,0.69,191.26,0.0,781.61,12.41,,
2022-10-22 04:00:00,2022-10-22 05:00:00,10.16,17.64,,,,,38.49,1.29,5.49,0.0,,,,,91.06,0.82,193.6,0.0,781.46,12.68,,
2022-10-22 05:00:00,2022-10-22 06:00:00,12.08,20.68,,3.75,1.55,,38.67,1.3,5.14,0.0,,,,,89.45,0.78,231.15,0.0,781.68,12.58,,
2022-10-22 06:00:00,2022-10-22 07:00:00,13.4,20.61,1.22,4.8,2.36,,38.84,1.3,5.27,0.0,,,,,89.9,0.67,216.82,0.0,782.4,12.44,,
2022-10-22 07:00:00,2022-10-22 08:00:00,19.75,33.99,13.6,18.74,21.0,,38.74,1.32,5.39,0.0,,,,,86.61,0.57,192.38,0.0,783.16,13.38,,
2022-10-22 08:00:00,2022-10-22 09:00:00,37.23,58.07,2.86,10.54,7.63,,38.66,1.33,5.38,0.0,,,,,76.41,1.56,277.52,63.73,783.6,15.65,,
2022-10-22 09:00:00,2022-10-22 10:00:00,18.01,49.11,,6.68,1.08,,38.8,1.33,5.42,0.0,,,,,66.75,1.66,290.49,131.47,783.93,18.29,,
2022-10-22 10:00:00,2022-10-22 11:00:00,29.76,54.21,,10.09,3.2,,38.77,1.33,5.49,0.0,,,,,67.18,2.15,290.48,180.0,783.91,18.49,,
2022-10-22 11:00:00,2022-10-22 12:00:00,27.0,50.0,,9.64,2.52,,38.47,1.34,4.77,0.0,,,,,66.53,2.36,262.89,194.29,783.66,18.37,,
2022-10-22 12:00:00,2022-10-22 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-22 13:00:00,2022-10-22 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-22 14:00:00,2022-10-22 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-22 15:00:00,2022-10-22 16:00:00,11.0,18.64,,2.41,2.58,,37.94,0.17,5.46,0.0,,,,,91.8,1.42,201.5,2.12,777.94,14.71,,
2022-10-22 16:00:00,2022-10-22 17:00:00,27.14,41.27,,9.12,4.61,,39.05,0.19,5.21,0.0,,,,,70.85,2.21,275.46,34.19,780.89,17.09,,
2022-10-22 17:00:00,2022-10-22 18:00:00,31.12,40.45,,7.67,2.0,,39.03,0.19,5.41,0.0,,,,,74.14,1.47,273.82,1.57,781.39,15.64,,
2022-10-22 18:00:00,2022-10-22 19:00:00,22.53,49.13,7.25,20.72,14.92,,38.74,0.18,5.42,0.0,,,,,77.95,0.47,220.83,0.0,782.15,13.68,,
2022-10-22 19:00:00,2022-10-22 20:00:00,40.56,62.54,29.82,40.27,45.69,,38.44,0.2,5.18,0.0,,,,,84.63,0.48,175.4,0.0,782.98,12.95,,
2022-10-22 20:00:00,2022-10-22 21:00:00,46.5,96.49,15.23,24.0,25.14,,38.5,0.19,5.6,0.0,,,,,86.51,0.93,245.0,0.0,783.79,13.71,,
2022-10-22 21:00:00,2022-10-22 22:00:00,40.76,69.78,0.41,8.96,6.39,,38.55,0.18,5.3,0.0,,,,,89.42,1.99,260.34,0.0,784.15,13.77,,
2022-10-22 22:00:00,2022-10-22 23:00:00,37.52,52.68,,0.11,,,38.21,0.18,5.3,0.0,,,,,90.87,1.77,243.64,0.0,783.86,13.8,,
2022-10-22 23:00:00,2022-10-23 00:00:00,31.76,49.39,,,,,38.2,0.18,5.26,0.0,,,,,89.92,1.77,241.13,0.0,783.36,14.05,,
2022-10-23 00:00:00,2022-10-23 01:00:00,28.76,41.34,,,,,38.7,0.19,5.46,0.0,,,,,89.32,1.23,211.01,0.0,782.67,13.78,,
2022-10-23 01:00:00,2022-10-23 02:00:00,26.16,42.52,,,,,38.66,0.19,5.4,0.0,,,,,88.89,1.44,240.78,0.0,781.76,13.39,,
2022-10-23 02:00:00,2022-10-23 03:00:00,28.08,40.64,,,,,38.74,0.18,5.11,0.0,,,,,88.77,1.83,250.91,0.0,781.08,12.98,,
2022-10-23 03:00:00,2022-10-23 04:00:00,28.83,43.52,,,,,38.69,0.18,5.22,0.0,,,,,90.23,1.67,261.51,0.0,780.79,12.54,,
2022-10-23 04:00:00,2022-10-23 05:00:00,27.0,40.68,,,,,38.77,0.18,5.38,0.0,,,,,90.74,1.2,263.47,0.0,780.84,12.24,,
2022-10-23 05:00:00,2022-10-23 06:00:00,26.84,40.13,,9.83,2.74,,38.71,0.18,5.25,0.0,,,,,91.77,0.58,155.58,0.0,781.11,11.33,,
2022-10-23 06:00:00,2022-10-23 07:00:00,26.37,51.16,3.93,14.47,9.53,,38.63,0.18,5.19,0.0,,,,,93.28,0.53,163.13,0.0,781.82,10.52,,
2022-10-23 07:00:00,2022-10-23 08:00:00,42.8,85.76,13.87,18.54,21.14,,38.62,0.19,5.32,0.0,,,,,90.85,0.62,160.13,0.0,782.5,11.0,,
2022-10-23 08:00:00,2022-10-23 09:00:00,49.5,113.95,3.45,17.92,10.26,,38.27,0.19,5.21,0.0,,,,,50.52,2.49,281.67,70.76,782.88,16.39,,
2022-10-23 09:00:00,2022-10-23 10:00:00,20.6,42.96,,12.93,3.25,,39.03,0.19,5.11,0.0,,,,,42.67,2.39,284.59,137.54,783.22,18.78,,
2022-10-23 10:00:00,2022-10-23 11:00:00,15.76,27.32,,10.5,2.19,,38.94,0.19,5.3,0.0,,,,,48.93,2.3,268.64,183.3,783.38,19.2,,
2022-10-23 11:00:00,2022-10-23 12:00:00,13.08,28.52,,17.97,7.38,,38.89,0.19,5.27,0.0,,,,,50.3,2.72,256.65,139.73,782.89,19.1,,
2022-10-23 12:00:00,2022-10-23 13:00:00,14.4,28.58,0.76,25.08,13.28,,38.95,0.2,5.21,0.0,,,,,59.56,3.1,300.28,187.14,781.96,19.1,,
2022-10-23 13:00:00,2022-10-23 14:00:00,19.92,42.64,,16.88,6.28,,39.11,0.19,5.38,0.0,,,,,63.3,3.29,300.76,195.2,781.54,19.04,,
2022-10-23 14:00:00,2022-10-23 15:00:00,29.52,46.49,,12.77,3.92,,38.96,0.19,5.37,0.0,,,,,64.06,2.92,293.62,134.44,780.91,19.2,,
2022-10-23 15:00:00,2022-10-23 16:00:00,24.48,49.48,,13.1,4.74,,39.13,0.19,5.6,0.0,,,,,68.07,2.67,293.14,82.67,780.35,18.9,,
2022-10-23 16:00:00,2022-10-23 17:00:00,30.48,53.93,,13.19,3.99,,38.93,0.19,4.97,0.0,,,,,76.94,1.92,284.47,0.12,780.56,16.77,,
2022-10-23 17:00:00,2022-10-23 18:00:00,35.53,62.69,1.69,14.98,7.64,,38.58,0.19,5.24,0.0,,,,,84.01,1.85,290.17,0.0,780.89,15.43,,
2022-10-23 18:00:00,2022-10-23 19:00:00,30.47,57.13,2.02,20.05,12.3,,38.63,0.19,5.29,0.0,,,,,87.4,1.47,284.76,0.0,781.59,14.74,,
2022-10-23 19:00:00,2022-10-23 20:00:00,36.58,63.64,5.45,19.11,13.34,,38.63,0.19,5.25,0.0,,,,,88.5,1.03,250.1,0.0,782.15,14.25,,
2022-10-23 20:00:00,2022-10-23 21:00:00,43.24,66.68,1.68,18.2,11.05,,38.45,0.19,5.12,0.0,,,,,89.66,0.73,217.87,0.0,782.78,13.8,,
2022-10-23 21:00:00,2022-10-23 22:00:00,44.63,63.23,0.15,12.6,5.07,,38.41,0.19,5.49,0.0,,,,,89.4,0.89,241.26,0.0,783.13,13.82,,
2022-10-23 22:00:00,2022-10-23 23:00:00,29.24,53.52,,8.84,2.07,,38.37,0.18,5.09,0.0,,,,,88.91,0.96,257.39,0.0,782.84,13.67,,
2022-10-23 23:00:00,2022-10-24 00:00:00,32.08,50.03,,2.93,,,38.24,0.19,5.08,0.0,,,,,90.84,0.92,237.01,0.0,782.28,13.43,,
2022-10-24 00:00:00,2022-10-24 01:00:00,32.6,45.32,,0.02,,,38.49,0.18,5.27,0.0,,,,,91.27,0.64,197.28,0.0,781.57,13.1,,
2022-10-24 01:00:00,2022-10-24 02:00:00,28.16,47.16,,,,,38.68,0.19,5.28,0.0,,,,,92.48,0.78,227.04,0.0,780.7,13.26,,
2022-10-24 02:00:00,2022-10-24 03:00:00,30.32,48.64,,,,,38.56,0.19,5.34,0.0,,,,,94.2,1.02,254.16,0.0,780.12,13.14,,
2022-10-24 03:00:00,2022-10-24 04:00:00,35.08,53.13,,,,,38.74,0.2,5.37,0.0,,,,,94.7,0.83,232.83,0.0,779.89,12.62,,
2022-10-24 04:00:00,2022-10-24 05:00:00,45.79,57.52,,,,,38.91,0.21,5.28,0.0,,,,,93.66,0.64,126.16,0.0,779.89,12.29,,
2022-10-24 05:00:00,2022-10-24 06:00:00,31.52,50.0,,,,,38.83,0.23,5.03,0.0,,,,,93.41,0.88,178.56,0.0,780.1,12.16,,
2022-10-24 06:00:00,2022-10-24 07:00:00,26.0,50.8,,4.38,2.64,,38.61,0.28,5.36,0.0,,,,,92.46,0.85,199.55,0.0,780.65,11.9,,
2022-10-24 07:00:00,2022-10-24 08:00:00,26.32,55.82,,9.3,2.39,,38.65,0.33,5.17,0.0,,,,,89.04,1.09,226.33,0.0,781.46,12.62,,
2022-10-24 08:00:00,2022-10-24 09:00:00,30.16,59.68,,12.29,4.4,,37.83,0.37,5.44,0.0,,,,,78.62,1.85,256.01,71.01,781.86,15.52,,
2022-10-24 09:00:00,2022-10-24 10:00:00,31.22,58.66,0.96,18.32,9.86,,37.91,0.4,5.3,0.0,,,,,65.69,2.44,307.26,132.53,782.0,17.56,,
2022-10-24 10:00:00,2022-10-24 11:00:00,22.4,59.91,3.17,22.99,14.65,,39.99,0.42,5.3,0.0,,,,,61.57,2.62,299.95,170.49,781.93,18.05,,
2022-10-24 11:00:00,2022-10-24 12:00:00,26.36,47.55,,11.88,4.1,,39.23,0.46,5.31,0.0,,,,,55.62,2.84,307.27,148.43,781.69,18.52,,
2022-10-24 12:00:00,2022-10-24 13:00:00,18.6,38.07,,10.5,2.88,,39.22,0.49,5.47,0.0,,,,,55.84,2.94,290.92,198.36,780.93,18.51,,
2022-10-24 13:00:00,2022-10-24 14:00:00,14.24,31.22,,12.42,4.7,,38.99,0.51,5.22,0.0,,,,,57.99,2.92,301.86,123.78,780.2,18.09,,
2022-10-24 14:00:00,2022-10-24 15:00:00,17.16,45.42,,7.48,0.84,,38.93,0.53,5.14,0.0,,,,,61.38,3.03,303.97,121.39,779.48,18.06,,
2022-10-24 15:00:00,2022-10-24 16:00:00,19.57,33.77,,8.68,2.64,,39.11,0.55,5.28,0.0,,,,,69.29,2.27,267.54,53.67,779.22,17.61,,
2022-10-24 16:00:00,2022-10-24 17:00:00,25.92,43.0,,13.74,5.09,,37.91,0.59,5.23,0.0,,,,,71.55,2.47,296.62,20.4,779.4,16.97,,
2022-10-24 17:00:00,2022-10-24 18:00:00,25.16,43.8,0.27,11.54,4.62,,39.41,0.61,5.57,0.0,,,,,72.33,1.78,291.46,0.0,779.83,15.78,,
2022-10-24 18:00:00,2022-10-24 19:00:00,28.69,54.81,10.91,24.2,19.33,,39.09,0.63,5.42,0.0,,,,,85.34,0.96,268.01,0.0,780.47,14.04,,
2022-10-24 19:00:00,2022-10-24 20:00:00,51.08,98.23,13.91,35.27,30.07,,38.56,0.66,5.39,0.0,,,,,86.41,1.05,228.57,0.0,781.05,13.12,,
2022-10-24 20:00:00,2022-10-24 21:00:00,86.08,132.58,7.83,27.97,21.25,,38.48,0.7,5.42,0.0,,,,,81.41,0.63,207.39,0.0,781.84,12.32,,
2022-10-24 21:00:00,2022-10-24 22:00:00,94.46,138.27,16.11,18.91,23.1,,38.62,0.74,5.46,0.0,,,,,80.62,0.57,209.88,0.0,782.22,11.52,,
2022-10-24 22:00:00,2022-10-24 23:00:00,61.78,92.68,6.15,22.52,16.98,,38.52,0.75,5.24,0.0,,,,,82.56,0.52,139.92,0.0,782.12,10.86,,
2022-10-24 23:00:00,2022-10-25 00:00:00,24.12,60.41,7.32,12.29,11.43,,38.4,0.78,5.63,0.0,,,,,78.25,0.69,140.37,0.0,781.56,11.17,,
2022-10-25 00:00:00,2022-10-25 01:00:00,13.76,33.94,,2.57,0.6,,38.39,0.8,5.23,0.0,,,,,77.35,0.58,159.75,0.0,780.89,10.84,,
2022-10-25 01:00:00,2022-10-25 02:00:00,10.92,18.16,,5.9,2.77,,38.52,0.82,5.42,0.0,,,,,83.03,0.59,160.55,0.0,780.17,9.41,,
2022-10-25 02:00:00,2022-10-25 03:00:00,10.48,20.93,,8.68,1.56,,38.52,0.85,5.49,0.0,,,,,86.99,0.49,180.16,0.0,779.72,8.4,,
2022-10-25 03:00:00,2022-10-25 04:00:00,16.0,31.65,,4.07,0.82,,38.51,0.87,5.21,0.0,,,,,88.99,0.52,186.94,0.0,779.36,7.83,,
2022-10-25 04:00:00,2022-10-25 05:00:00,16.4,35.64,,7.1,0.78,,38.55,0.9,5.33,0.0,,,,,88.49,0.62,182.28,0.0,779.3,7.57,,
2022-10-25 05:00:00,2022-10-25 06:00:00,20.67,40.45,7.17,13.24,8.12,,38.51,0.92,5.2,0.0,,,,,85.46,0.59,168.09,0.0,779.73,7.75,,
2022-10-25 06:00:00,2022-10-25 07:00:00,19.02,58.63,45.56,27.49,51.66,,38.68,0.93,5.37,0.0,,,,,88.92,0.61,185.71,0.0,780.42,7.14,,
2022-10-25 07:00:00,2022-10-25 08:00:00,40.79,110.45,41.88,22.28,45.86,,38.53,0.96,5.09,0.0,,,,,81.74,0.71,126.05,0.83,781.16,9.29,,
2022-10-25 08:00:00,2022-10-25 09:00:00,25.33,87.0,10.18,22.46,20.18,,37.44,0.99,5.44,0.0,,,,,55.75,1.53,239.77,89.44,781.81,15.47,,
2022-10-25 09:00:00,2022-10-25 10:00:00,8.45,61.32,5.38,25.78,18.02,,38.35,1.0,5.21,0.0,,,,,45.11,1.93,291.2,150.39,782.16,18.34,,
2022-10-25 10:00:00,2022-10-25 11:00:00,24.12,56.55,2.64,14.86,5.55,,39.75,1.02,5.25,0.0,,,,,39.8,1.52,258.21,199.9,782.11,19.73,,
2022-10-25 11:00:00,2022-10-25 12:00:00,13.76,24.13,3.49,12.46,4.53,,39.06,1.02,5.31,0.0,,,,,38.67,1.97,287.88,153.91,781.59,20.72,,
2022-10-25 12:00:00,2022-10-25 13:00:00,10.84,29.67,0.52,16.09,7.21,,39.29,0.99,5.18,0.0,,,,,50.59,2.49,294.48,227.06,780.84,20.38,,
2022-10-25 13:00:00,2022-10-25 14:00:00,10.05,30.26,1.0,20.88,11.8,,39.21,0.99,5.54,0.0,,,,,64.17,2.61,294.23,201.29,780.37,19.81,,
2022-10-25 14:00:00,2022-10-25 15:00:00,22.24,42.32,0.2,15.16,6.4,,39.14,1.0,5.21,0.0,,,,,63.96,2.24,282.1,112.67,780.01,19.49,,
2022-10-25 15:00:00,2022-10-25 16:00:00,25.57,44.64,,14.29,5.52,,38.97,1.0,5.34,0.0,,,,,70.2,2.02,295.16,10.45,779.88,17.61,,
2022-10-25 16:00:00,2022-10-25 17:00:00,32.0,48.0,8.04,25.34,19.87,,38.72,1.02,5.14,0.0,,,,,73.29,2.12,297.66,1.28,780.07,16.5,,
2022-10-25 17:00:00,2022-10-25 18:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-25 18:00:00,2022-10-25 19:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-25 19:00:00,2022-10-25 20:00:00,31.37,56.39,23.61,30.31,35.32,,36.15,0.2,5.14,0.0,,,,,88.01,0.44,145.97,0.0,781.68,12.71,,
2022-10-25 20:00:00,2022-10-25 21:00:00,46.0,79.98,26.9,26.15,35.79,,36.98,0.2,5.31,0.0,,,,,89.67,0.35,153.51,0.0,782.18,11.76,,
2022-10-25 21:00:00,2022-10-25 22:00:00,57.42,108.78,40.03,28.87,47.88,,37.18,0.2,5.25,0.0,,,,,91.37,0.41,177.55,0.0,782.72,10.46,,
2022-10-25 22:00:00,2022-10-25 23:00:00,80.58,131.67,27.13,20.38,32.89,,37.52,0.2,5.28,0.0,,,,,92.18,0.49,191.36,0.0,782.69,9.45,,
2022-10-25 23:00:00,2022-10-26 00:00:00,53.22,89.71,23.2,15.0,26.83,,37.77,0.2,5.11,0.0,,,,,93.68,0.47,171.27,0.0,782.31,8.97,,
2022-10-26 00:00:00,2022-10-26 01:00:00,44.72,72.17,5.2,5.72,7.27,,37.91,0.19,5.13,0.0,,,,,94.28,0.42,181.35,0.0,781.84,8.44,,
2022-10-26 01:00:00,2022-10-26 02:00:00,24.89,51.14,0.81,1.75,2.59,,38.02,0.19,5.27,0.0,,,,,92.94,0.57,225.27,0.0,781.27,6.94,,
2022-10-26 02:00:00,2022-10-26 03:00:00,8.89,32.55,0.29,4.52,3.36,,38.04,0.19,5.17,0.0,,,,,90.92,0.83,286.46,0.0,780.75,5.85,,
2022-10-26 03:00:00,2022-10-26 04:00:00,16.0,39.19,3.47,8.21,7.16,,38.08,0.19,5.24,0.0,,,,,91.95,0.8,276.81,0.0,780.49,5.53,,
2022-10-26 04:00:00,2022-10-26 05:00:00,17.33,42.49,0.84,6.84,3.65,,38.24,0.19,5.3,0.0,,,,,93.18,0.84,253.56,0.0,780.53,5.48,,
2022-10-26 05:00:00,2022-10-26 06:00:00,29.0,60.28,28.77,14.62,31.2,,38.23,0.19,5.24,0.0,,,,,93.84,0.83,303.36,0.0,780.88,5.14,,
2022-10-26 06:00:00,2022-10-26 07:00:00,38.0,97.03,48.42,14.67,46.22,,38.53,0.19,5.19,0.0,,,,,94.11,0.84,300.66,0.0,781.56,5.13,,
2022-10-26 07:00:00,2022-10-26 08:00:00,50.89,139.06,70.79,30.62,73.84,,38.53,0.2,5.3,0.0,,,,,93.93,0.57,219.91,2.12,782.23,6.59,,
2022-10-26 08:00:00,2022-10-26 09:00:00,84.88,187.04,36.94,21.68,41.57,,38.77,0.19,5.31,0.0,,,,,77.69,0.72,138.73,86.93,782.77,13.71,,
2022-10-26 09:00:00,2022-10-26 10:00:00,42.89,78.61,2.97,10.18,3.76,,38.57,0.19,5.13,0.0,,,,,61.09,0.72,219.28,147.73,782.93,17.76,,
2022-10-26 10:00:00,2022-10-26 11:00:00,26.45,48.0,,9.55,2.16,,37.98,0.19,5.37,0.0,,,,,64.87,1.19,197.76,190.09,782.85,17.77,,
2022-10-26 11:00:00,2022-10-26 12:00:00,30.55,,,6.99,0.69,,38.55,0.19,5.34,0.0,,,,,70.44,1.42,200.9,148.53,782.28,18.26,,
2022-10-26 12:00:00,2022-10-26 13:00:00,35.57,,,1.26,,,39.32,0.19,5.24,0.0,,,,,72.81,1.71,203.84,236.05,781.58,18.74,,
2022-10-26 13:00:00,2022-10-26 14:00:00,40.0,67.15,,2.67,,,39.44,0.19,5.3,0.0,,,,,67.26,1.39,233.5,196.58,780.9,20.51,,
2022-10-26 14:00:00,2022-10-26 15:00:00,41.71,73.56,0.01,11.63,8.66,,38.69,0.19,5.18,0.0,,,,,71.0,2.41,295.58,84.85,780.45,19.0,,
2022-10-26 15:00:00,2022-10-26 16:00:00,53.29,78.08,,11.97,2.76,,38.86,0.19,5.51,0.0,,,,,70.43,2.05,286.11,82.03,780.2,19.47,,
2022-10-26 16:00:00,2022-10-26 17:00:00,40.78,70.19,,10.06,4.06,,39.63,0.19,5.12,0.0,,,,,78.73,1.8,295.3,2.85,780.4,16.59,,
2022-10-26 17:00:00,2022-10-26 18:00:00,48.22,74.45,1.96,31.35,18.15,,38.9,0.2,5.4,0.0,,,,,85.69,1.38,298.28,0.0,780.81,14.79,,
2022-10-26 18:00:00,2022-10-26 19:00:00,56.86,89.39,14.6,48.82,37.84,,38.84,0.2,5.26,0.0,,,,,86.27,0.72,238.84,0.0,781.27,14.06,,
2022-10-26 19:00:00,2022-10-26 20:00:00,47.89,91.0,19.42,27.56,30.45,,38.64,0.19,5.09,0.0,,,,,85.99,0.61,146.83,0.0,781.82,13.07,,
2022-10-26 20:00:00,2022-10-26 21:00:00,46.78,90.04,8.57,26.39,21.0,,38.41,0.2,4.91,0.0,,,,,87.67,0.58,121.38,0.0,782.42,12.11,,
2022-10-26 21:00:00,2022-10-26 22:00:00,46.88,88.88,17.67,25.05,27.69,,38.43,0.2,5.36,0.0,,,,,90.55,0.38,152.28,0.0,782.79,10.58,,
2022-10-26 22:00:00,2022-10-26 23:00:00,62.66,104.89,31.36,25.69,39.17,,38.4,0.2,5.31,0.0,,,,,92.93,0.33,171.98,0.0,782.56,9.68,,
2022-10-26 23:00:00,2022-10-27 00:00:00,58.33,114.62,12.07,15.66,18.14,,38.23,0.19,5.35,0.0,,,,,93.75,0.41,173.57,0.0,782.32,8.78,,
2022-10-27 00:00:00,2022-10-27 01:00:00,43.78,81.87,2.36,8.16,5.39,,38.3,0.19,5.23,0.0,,,,,94.43,0.44,162.06,0.0,781.91,8.18,,
2022-10-27 01:00:00,2022-10-27 02:00:00,33.66,55.61,4.47,8.72,6.8,,38.3,0.19,5.4,0.0,,,,,94.63,0.37,217.5,0.0,781.29,7.42,,
2022-10-27 02:00:00,2022-10-27 03:00:00,31.34,53.61,0.56,2.54,1.3,,38.5,0.19,5.22,0.0,,,,,94.98,0.45,239.52,0.0,780.7,6.85,,
2022-10-27 03:00:00,2022-10-27 04:00:00,34.11,52.77,0.26,2.49,1.7,,38.35,0.19,5.28,0.0,,,,,95.13,0.65,286.53,0.0,780.24,6.31,,
2022-10-27 04:00:00,2022-10-27 05:00:00,34.45,56.96,0.84,4.3,3.48,,38.37,0.18,4.96,0.0,,,,,95.33,0.56,265.25,0.0,780.07,5.87,,
2022-10-27 05:00:00,2022-10-27 06:00:00,30.22,67.22,17.99,13.23,21.65,,38.3,0.19,5.31,0.0,,,,,95.53,0.7,282.24,0.0,780.36,5.51,,
2022-10-27 06:00:00,2022-10-27 07:00:00,33.82,94.36,30.98,16.57,34.01,,38.33,0.19,5.09,0.0,,,,,95.71,0.55,248.71,0.0,780.93,5.25,,
2022-10-27 07:00:00,2022-10-27 08:00:00,51.89,112.25,49.47,23.16,52.54,,38.5,0.2,5.2,0.0,,,,,96.15,0.6,199.28,0.46,781.49,6.51,,
2022-10-27 08:00:00,2022-10-27 09:00:00,79.47,151.12,32.1,23.34,38.52,,38.67,0.19,5.08,0.0,,,,,74.13,0.73,106.27,88.81,782.01,13.59,,
2022-10-27 09:00:00,2022-10-27 10:00:00,51.88,101.2,26.8,30.46,37.99,,38.78,0.2,5.3,0.0,,,,,48.26,1.0,159.24,151.95,782.12,19.8,,
2022-10-27 10:00:00,2022-10-27 11:00:00,49.25,95.0,5.23,13.61,13.31,,38.92,0.19,5.16,0.0,,,,,53.59,0.97,223.22,194.33,782.06,19.33,,
2022-10-27 11:00:00,2022-10-27 12:00:00,36.0,68.3,,3.55,,,37.99,0.19,5.57,0.0,,,,,66.88,1.58,204.12,132.63,781.62,18.48,,
2022-10-27 12:00:00,2022-10-27 13:00:00,,81.26,,1.84,,,38.32,0.19,5.23,0.0,,,,,74.13,1.4,228.92,91.96,781.0,18.11,,
2022-10-27 13:00:00,2022-10-27 14:00:00,,94.42,,3.65,,,39.47,0.19,5.62,0.0,,,,,77.68,1.09,210.06,77.1,780.53,17.4,,
2022-10-27 14:00:00,2022-10-27 15:00:00,64.0,93.56,,4.83,3.24,,39.46,0.19,5.51,0.0,,,,,76.15,1.54,250.84,58.69,780.16,17.2,,
2022-10-27 15:00:00,2022-10-27 16:00:00,63.66,97.67,,16.97,6.08,,38.84,0.19,5.42,0.0,,,,,66.31,2.64,306.41,101.42,779.97,18.34,,
2022-10-27 16:00:00,2022-10-27 17:00:00,59.89,88.0,,22.75,9.4,,38.48,0.19,5.2,0.0,,,,,70.16,2.21,291.09,25.77,780.08,17.09,,
2022-10-27 17:00:00,2022-10-27 18:00:00,49.55,88.38,0.76,19.23,8.42,,39.43,0.19,5.37,0.0,,,,,77.72,1.31,257.54,0.05,780.44,15.02,,
2022-10-27 18:00:00,2022-10-27 19:00:00,42.11,93.11,3.22,29.71,18.44,,39.04,0.2,5.22,0.0,,,,,84.3,0.58,146.6,0.0,780.9,13.13,,
2022-10-27 19:00:00,2022-10-27 20:00:00,73.18,106.39,6.36,33.84,23.1,,38.58,0.19,5.15,0.0,,,,,85.58,0.75,129.88,0.0,781.38,12.29,,
2022-10-27 20:00:00,2022-10-27 21:00:00,60.47,110.96,9.98,34.23,25.93,,38.65,0.19,5.4,0.0,,,,,88.88,0.8,149.39,0.0,781.94,11.34,,
2022-10-27 21:00:00,2022-10-27 22:00:00,71.77,121.85,11.6,28.69,21.28,,38.44,0.2,5.36,0.0,,,,,90.23,0.48,160.01,0.0,782.26,10.25,,
2022-10-27 22:00:00,2022-10-27 23:00:00,70.23,115.83,12.21,25.59,23.54,,38.55,0.19,5.29,0.0,,,,,91.31,0.45,197.1,0.0,782.21,8.54,,
2022-10-27 23:00:00,2022-10-28 00:00:00,69.89,106.97,7.41,21.5,17.47,,38.19,0.19,5.22,0.0,,,,,91.5,0.39,224.19,0.0,781.89,7.44,,
2022-10-28 00:00:00,2022-10-28 01:00:00,53.34,87.67,5.5,16.99,13.51,,38.48,0.19,5.14,0.0,,,,,92.95,0.4,212.53,0.0,781.54,7.03,,
2022-10-28 01:00:00,2022-10-28 02:00:00,53.45,72.97,1.74,8.96,3.66,,38.38,0.19,5.36,0.0,,,,,93.54,0.47,186.03,0.0,780.94,6.89,,
2022-10-28 02:00:00,2022-10-28 03:00:00,32.88,53.15,,4.86,2.27,,38.45,0.19,5.45,0.0,,,,,94.23,0.48,211.53,0.0,780.34,6.88,,
2022-10-28 03:00:00,2022-10-28 04:00:00,32.33,59.53,,2.67,,,38.5,0.19,5.06,0.0,,,,,94.84,0.49,230.82,0.0,780.07,6.85,,
2022-10-28 04:00:00,2022-10-28 05:00:00,34.32,63.08,2.26,3.27,4.55,,38.54,0.19,5.4,0.0,,,,,95.52,0.5,191.56,0.0,780.06,7.36,,
2022-10-28 05:00:00,2022-10-28 06:00:00,29.67,54.89,22.0,12.66,24.73,,38.67,0.19,5.24,0.0,,,,,95.53,0.46,184.43,0.0,780.15,7.88,,
