From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),BP (mmHg),AT (degree C),RF (mm)
2021-05-31 21:00:00,2021-05-31 22:00:00,15.13,22.26,6.17,13.29,7.07,1.04,0.05,,50.61,2.06,126.03,819.24,28.93,
2021-05-31 22:00:00,2021-05-31 23:00:00,12.51,18.8,6.07,13.0,6.92,0.95,0.06,48.0,50.38,1.94,124.93,819.15,28.91,
2021-05-31 23:00:00,2021-06-01 00:00:00,17.7,27.28,6.11,13.06,6.94,0.98,0.07,27.0,49.89,0.78,118.65,819.07,28.88,
2021-06-01 00:00:00,2021-06-01 01:00:00,28.69,43.65,6.0,13.0,6.91,0.97,0.21,11.0,51.84,0.19,175.16,825.55,28.44,
2021-06-01 01:00:00,2021-06-01 02:00:00,13.49,20.08,6.16,13.11,6.97,0.99,0.23,8.5,51.85,0.28,126.91,824.0,28.23,
2021-06-01 02:00:00,2021-06-01 03:00:00,18.22,26.25,6.29,13.34,7.1,1.13,0.18,10.25,51.85,0.39,171.84,824.23,28.23,
2021-06-01 03:00:00,2021-06-01 04:00:00,34.22,50.23,5.94,12.75,6.78,0.94,0.16,11.75,51.85,0.45,170.8,823.13,28.18,
2021-06-01 04:00:00,2021-06-01 05:00:00,30.64,45.94,6.18,13.11,6.97,1.01,0.11,12.5,51.84,0.24,183.49,823.43,28.15,
2021-06-01 05:00:00,2021-06-01 06:00:00,21.63,32.68,6.17,13.13,6.99,0.97,0.1,10.25,51.84,0.46,210.78,825.63,28.11,
2021-06-01 06:00:00,2021-06-01 07:00:00,16.29,24.62,6.12,13.12,6.98,0.94,0.11,10.0,51.84,0.31,211.83,826.06,28.1,
2021-06-01 07:00:00,2021-06-01 08:00:00,24.12,40.07,6.26,13.22,7.04,1.1,0.14,76.67,51.83,0.53,184.7,825.02,28.3,
2021-06-01 08:00:00,2021-06-01 09:00:00,6.46,9.34,6.17,13.13,6.98,0.98,0.16,36.67,51.82,1.02,141.32,821.38,28.91,
2021-06-01 09:00:00,2021-06-01 10:00:00,30.79,48.34,5.82,10.41,6.99,1.07,0.12,32.75,50.63,2.11,125.01,819.34,29.14,
2021-06-01 10:00:00,2021-06-01 11:00:00,10.57,15.92,5.96,12.89,6.86,0.96,0.1,43.25,46.17,3.6,126.1,819.2,29.34,
2021-06-01 11:00:00,2021-06-01 12:00:00,6.24,9.12,6.09,13.02,6.93,0.99,0.08,66.5,47.32,5.29,127.94,819.39,29.34,
2021-06-01 12:00:00,2021-06-01 13:00:00,7.0,10.03,5.99,12.93,6.87,0.96,0.06,46.5,47.88,5.14,129.06,819.46,29.48,
2021-06-01 13:00:00,2021-06-01 14:00:00,6.36,9.1,6.23,13.24,7.04,1.02,0.06,51.5,46.55,5.2,126.14,819.23,29.5,
2021-06-01 14:00:00,2021-06-01 15:00:00,4.45,6.38,6.26,13.48,7.18,0.99,0.09,35.75,46.62,5.14,122.71,818.97,29.51,
2021-06-01 15:00:00,2021-06-01 16:00:00,6.07,9.01,6.09,13.14,6.99,0.95,0.08,41.75,47.92,5.94,119.2,818.62,29.37,
2021-06-01 16:00:00,2021-06-01 17:00:00,7.58,10.9,6.05,12.96,6.89,0.99,0.06,43.25,50.13,5.94,121.42,818.81,29.23,
2021-06-01 17:00:00,2021-06-01 18:00:00,5.88,8.63,5.95,12.9,6.86,0.9,0.06,24.33,48.68,5.38,126.28,819.23,29.2,
2021-06-01 18:00:00,2021-06-01 19:00:00,11.13,16.29,6.18,13.07,6.95,1.03,0.09,25.25,48.35,4.29,128.81,819.42,29.19,
2021-06-01 19:00:00,2021-06-01 20:00:00,8.61,12.37,6.14,13.22,7.04,1.04,0.09,26.25,49.34,2.75,127.27,819.38,29.09,
2021-06-01 20:00:00,2021-06-01 21:00:00,4.04,6.13,6.22,13.23,7.04,1.03,0.19,23.0,48.58,1.39,287.6,832.45,28.63,
2021-06-01 21:00:00,2021-06-01 22:00:00,9.86,15.51,6.13,13.14,6.99,1.03,0.29,12.5,51.34,1.61,329.68,835.88,28.21,
2021-06-01 22:00:00,2021-06-01 23:00:00,9.8,14.62,6.05,13.08,6.95,0.97,0.3,14.75,51.83,1.02,320.53,836.25,27.93,
2021-06-01 23:00:00,2021-06-02 00:00:00,11.74,17.42,5.09,2.06,7.15,0.99,0.33,6.33,51.84,0.72,275.17,831.0,27.82,
2021-06-02 00:00:00,2021-06-02 01:00:00,14.23,22.75,4.98,2.0,6.99,1.04,0.27,7.5,51.84,0.23,159.78,824.53,27.92,
2021-06-02 01:00:00,2021-06-02 02:00:00,13.75,20.82,5.25,2.06,7.31,1.14,0.22,7.75,51.84,0.35,227.58,827.19,27.77,
2021-06-02 02:00:00,2021-06-02 03:00:00,8.36,12.28,5.06,2.04,7.1,1.05,0.18,6.0,51.84,0.34,181.69,825.44,27.78,
2021-06-02 03:00:00,2021-06-02 04:00:00,8.16,12.25,4.98,1.97,6.95,1.03,0.17,4.5,51.84,0.22,275.79,826.35,27.75,
2021-06-02 04:00:00,2021-06-02 05:00:00,9.57,14.02,5.05,2.04,7.09,1.05,0.2,4.5,51.84,0.78,335.5,833.56,27.85,
2021-06-02 05:00:00,2021-06-02 06:00:00,13.29,18.79,4.98,1.99,6.97,1.06,0.23,5.25,51.83,1.28,336.19,837.25,27.66,
2021-06-02 06:00:00,2021-06-02 07:00:00,17.45,26.29,4.99,1.94,6.93,0.98,0.28,5.75,51.83,0.54,268.23,829.36,27.81,
2021-06-02 07:00:00,2021-06-02 08:00:00,13.5,19.75,5.06,1.95,7.01,1.15,0.24,95.5,51.83,0.39,209.83,824.98,28.06,
2021-06-02 08:00:00,2021-06-02 09:00:00,9.92,14.08,4.97,2.02,7.0,1.0,0.1,24.5,51.84,2.55,123.61,819.25,27.88,
2021-06-02 09:00:00,2021-06-02 10:00:00,29.77,43.59,4.83,2.0,6.82,0.89,0.17,22.33,51.83,0.61,129.22,820.93,27.85,
2021-06-02 10:00:00,2021-06-02 11:00:00,10.82,15.96,4.86,1.98,6.84,1.01,0.18,15.0,51.83,1.21,116.17,818.42,27.91,
2021-06-02 11:00:00,2021-06-02 12:00:00,7.4,10.01,5.14,2.0,7.15,1.1,0.07,22.25,51.83,1.65,123.77,819.09,28.36,
2021-06-02 12:00:00,2021-06-02 13:00:00,14.25,19.98,4.94,2.04,6.98,1.03,0.08,22.0,51.82,2.93,134.38,819.93,29.01,
2021-06-02 13:00:00,2021-06-02 14:00:00,4.07,5.73,4.97,2.06,7.03,0.99,0.08,29.25,51.82,3.3,123.05,819.05,29.05,
2021-06-02 14:00:00,2021-06-02 15:00:00,1.27,1.77,5.1,1.98,7.08,1.13,0.06,32.25,51.81,2.95,135.09,819.97,29.14,
2021-06-02 15:00:00,2021-06-02 16:00:00,4.16,5.72,4.99,2.01,7.01,1.0,0.06,24.5,51.39,3.18,127.55,819.3,29.31,
2021-06-02 16:00:00,2021-06-02 17:00:00,6.28,9.27,4.85,2.04,6.89,0.96,0.08,28.75,47.74,2.85,128.88,819.45,29.47,
2021-06-02 17:00:00,2021-06-02 18:00:00,10.15,15.25,4.92,2.0,6.92,1.03,0.07,22.5,50.48,3.13,127.11,819.27,29.31,
2021-06-02 18:00:00,2021-06-02 19:00:00,8.53,12.82,5.01,2.06,7.06,1.0,0.07,23.5,50.46,2.29,130.23,819.9,29.19,
2021-06-02 19:00:00,2021-06-02 20:00:00,6.92,10.48,5.06,1.89,6.94,1.12,0.18,22.0,50.39,0.46,176.07,825.92,28.09,
2021-06-02 20:00:00,2021-06-02 21:00:00,10.57,15.47,5.11,2.0,7.1,1.07,0.24,22.5,51.82,0.48,337.9,829.06,27.76,
2021-06-02 21:00:00,2021-06-02 22:00:00,8.0,11.41,5.01,2.02,7.04,0.99,0.26,7.5,51.82,0.64,275.96,828.9,27.76,
2021-06-02 22:00:00,2021-06-02 23:00:00,6.77,10.29,4.9,2.02,6.94,0.92,0.49,6.75,51.82,0.4,265.18,827.05,27.79,
2021-06-02 23:00:00,2021-06-03 00:00:00,5.91,8.18,5.02,13.25,7.05,1.0,0.18,10.33,51.83,0.52,277.75,829.3,27.84,
2021-06-03 00:00:00,2021-06-03 01:00:00,13.42,18.05,5.06,1.91,6.98,1.04,0.1,27.0,51.25,0.52,225.24,826.59,27.73,
2021-06-03 01:00:00,2021-06-03 02:00:00,4.63,6.38,5.05,2.01,7.07,0.99,0.14,21.25,51.83,0.27,196.44,826.08,27.71,
2021-06-03 02:00:00,2021-06-03 03:00:00,2.93,4.19,4.91,2.07,6.99,0.93,0.34,12.75,51.83,0.39,285.44,827.8,27.89,
2021-06-03 03:00:00,2021-06-03 04:00:00,15.63,21.51,5.03,2.0,7.03,1.08,0.17,12.0,51.83,0.53,308.07,831.2,27.69,
2021-06-03 04:00:00,2021-06-03 05:00:00,12.53,17.64,5.17,2.0,7.18,1.03,0.19,9.0,51.8,0.62,261.66,830.04,27.67,
2021-06-03 05:00:00,2021-06-03 06:00:00,7.94,11.26,5.06,1.99,7.05,1.02,0.16,8.25,50.05,0.61,131.44,827.72,27.82,
2021-06-03 06:00:00,2021-06-03 07:00:00,7.17,10.32,5.19,2.08,7.27,1.14,0.28,10.5,50.39,0.78,183.76,827.32,27.89,
2021-06-03 07:00:00,2021-06-03 08:00:00,7.72,11.35,4.95,2.01,6.96,1.02,0.34,15.75,46.06,0.42,137.47,824.46,28.59,
2021-06-03 08:00:00,2021-06-03 09:00:00,12.3,18.0,5.0,2.03,7.03,1.1,0.44,32.25,41.84,0.76,284.47,831.68,28.88,
2021-06-03 09:00:00,2021-06-03 10:00:00,23.76,34.92,5.1,2.05,7.15,1.12,0.33,73.25,39.52,1.33,269.12,831.2,29.21,
2021-06-03 10:00:00,2021-06-03 11:00:00,21.21,31.41,5.11,2.05,7.16,1.09,0.22,118.5,38.52,1.41,211.19,827.04,29.43,
2021-06-03 11:00:00,2021-06-03 12:00:00,11.65,17.72,5.28,4.86,7.03,1.07,0.14,113.0,38.21,2.65,127.94,819.68,29.57,
2021-06-03 12:00:00,2021-06-03 13:00:00,18.59,27.37,4.95,2.02,6.97,0.99,0.16,166.25,37.95,3.99,124.71,819.16,29.77,
2021-06-03 13:00:00,2021-06-03 14:00:00,10.31,15.31,4.97,2.05,7.03,1.02,0.12,113.75,38.62,5.35,124.96,819.14,29.72,
2021-06-03 14:00:00,2021-06-03 15:00:00,5.1,7.43,5.08,1.98,7.06,1.11,0.08,64.75,37.68,5.21,121.1,818.84,29.75,
2021-06-03 15:00:00,2021-06-03 16:00:00,7.72,11.78,5.07,2.02,7.09,1.15,0.1,46.25,37.95,5.02,120.37,818.75,29.8,
2021-06-03 16:00:00,2021-06-03 17:00:00,6.01,9.17,4.97,1.94,6.91,1.01,0.09,74.0,38.62,4.54,123.83,819.05,29.68,
2021-06-03 17:00:00,2021-06-03 18:00:00,6.17,9.35,4.91,2.02,6.93,0.98,0.07,75.0,39.7,4.51,128.17,819.43,29.47,
2021-06-03 18:00:00,2021-06-03 19:00:00,9.62,14.5,4.93,1.97,6.9,0.94,0.1,47.5,43.98,4.07,129.35,819.52,29.27,
2021-06-03 19:00:00,2021-06-03 20:00:00,7.1,10.63,4.99,1.97,6.96,0.98,0.07,50.0,51.8,2.37,121.31,819.0,28.95,
2021-06-03 20:00:00,2021-06-03 21:00:00,3.47,5.19,5.05,2.03,7.08,1.02,0.07,46.0,51.81,0.76,122.18,819.01,28.98,
2021-06-03 21:00:00,2021-06-03 22:00:00,12.49,19.39,5.1,1.98,7.08,1.08,0.24,55.75,42.54,1.02,226.01,825.97,28.62,
2021-06-03 22:00:00,2021-06-03 23:00:00,23.8,36.16,4.91,1.98,6.88,0.97,0.3,43.0,42.62,0.65,119.8,820.21,28.48,
2021-06-03 23:00:00,2021-06-04 00:00:00,15.96,24.49,6.15,13.0,6.91,1.16,0.12,28.0,44.92,0.93,115.56,819.02,28.72,
2021-06-04 00:00:00,2021-06-04 01:00:00,9.8,14.98,4.99,2.0,6.99,1.02,0.22,13.25,45.63,0.47,207.5,824.22,28.65,
2021-06-04 01:00:00,2021-06-04 02:00:00,7.52,11.38,5.36,4.83,7.09,1.07,0.28,11.0,43.62,0.91,258.78,833.0,28.48,
2021-06-04 02:00:00,2021-06-04 03:00:00,12.71,19.27,4.92,1.96,6.88,1.08,0.22,10.75,42.23,0.91,339.94,836.59,28.11,
2021-06-04 03:00:00,2021-06-04 04:00:00,22.66,33.36,4.89,1.99,6.88,1.03,0.21,11.5,42.31,0.8,255.25,833.02,27.97,
2021-06-04 04:00:00,2021-06-04 05:00:00,15.83,24.48,4.89,1.96,6.85,1.06,0.2,13.25,43.21,0.28,276.65,826.74,27.92,
2021-06-04 05:00:00,2021-06-04 06:00:00,14.91,22.46,4.97,2.01,6.99,0.96,0.21,12.75,44.5,0.68,330.09,832.44,27.82,
2021-06-04 06:00:00,2021-06-04 07:00:00,29.46,43.12,4.9,1.95,6.84,1.07,0.23,13.75,44.64,0.37,267.5,828.71,27.81,
2021-06-04 07:00:00,2021-06-04 08:00:00,18.86,27.78,4.96,1.99,6.95,1.03,0.2,17.5,44.82,0.68,302.69,829.73,28.3,
2021-06-04 08:00:00,2021-06-04 09:00:00,17.95,27.57,5.04,2.03,7.08,1.1,0.22,18.75,42.79,0.33,159.19,826.12,28.93,
2021-06-04 09:00:00,2021-06-04 10:00:00,21.46,32.39,5.03,1.95,6.98,1.04,0.21,22.5,40.84,0.32,124.58,825.73,29.45,
2021-06-04 10:00:00,2021-06-04 11:00:00,11.27,17.2,5.07,2.06,7.13,1.06,0.15,24.5,41.64,2.28,138.52,820.29,29.41,
2021-06-04 11:00:00,2021-06-04 12:00:00,13.8,20.75,4.93,1.97,6.9,1.0,0.1,32.0,40.85,3.49,125.99,819.28,29.58,
2021-06-04 12:00:00,2021-06-04 13:00:00,12.61,19.4,4.96,2.02,6.98,0.92,0.08,25.25,41.67,4.0,122.54,818.93,29.59,
2021-06-04 13:00:00,2021-06-04 14:00:00,5.85,8.63,5.09,1.97,7.02,1.1,0.08,26.33,42.73,4.18,126.67,819.3,29.52,
2021-06-04 14:00:00,2021-06-04 15:00:00,6.91,10.14,5.06,2.01,7.07,1.06,0.09,24.33,40.28,3.66,133.26,819.86,29.81,
2021-06-04 15:00:00,2021-06-04 16:00:00,9.95,14.5,4.95,1.97,6.92,1.08,0.08,,41.79,4.0,132.19,819.71,29.76,
2021-06-04 16:00:00,2021-06-04 17:00:00,7.92,11.45,5.12,2.03,7.14,1.13,0.06,15.5,41.33,3.77,129.03,819.49,29.58,
2021-06-04 17:00:00,2021-06-04 18:00:00,7.53,11.05,5.05,2.02,7.07,0.91,0.08,18.75,41.34,3.42,133.34,819.79,29.47,
2021-06-04 18:00:00,2021-06-04 19:00:00,8.43,12.71,4.97,2.02,6.99,1.0,0.07,46.25,41.66,3.56,127.92,819.35,29.37,
2021-06-04 19:00:00,2021-06-04 20:00:00,12.37,17.54,5.17,2.01,7.18,1.06,0.13,22.0,44.09,0.77,135.68,823.79,28.35,
2021-06-04 20:00:00,2021-06-04 21:00:00,10.6,16.35,5.21,2.04,7.24,1.22,0.12,26.25,50.43,0.52,312.11,826.79,27.66,
2021-06-04 21:00:00,2021-06-04 22:00:00,10.9,16.52,5.19,1.99,7.18,1.1,0.16,16.75,51.57,0.3,243.39,825.6,27.85,
2021-06-04 22:00:00,2021-06-04 23:00:00,10.7,16.17,5.04,1.94,6.99,1.11,0.18,22.25,51.78,0.36,203.75,825.17,27.88,
2021-06-04 23:00:00,2021-06-05 00:00:00,9.14,14.03,5.1,2.03,7.13,1.1,0.16,21.33,51.67,0.39,172.92,825.38,27.92,
2021-06-05 00:00:00,2021-06-05 01:00:00,8.73,12.95,5.05,13.31,7.08,1.04,0.21,22.25,51.55,0.41,186.75,826.55,27.93,
2021-06-05 01:00:00,2021-06-05 02:00:00,17.64,25.6,5.03,13.27,7.06,1.04,0.32,10.75,51.55,0.27,267.59,827.84,27.82,
2021-06-05 02:00:00,2021-06-05 03:00:00,16.44,25.73,4.87,12.85,6.83,0.97,0.25,14.0,48.14,0.36,142.76,827.29,27.73,
2021-06-05 03:00:00,2021-06-05 04:00:00,20.14,31.62,4.9,12.87,6.84,1.05,0.18,15.0,46.72,0.66,176.78,829.51,27.86,
2021-06-05 04:00:00,2021-06-05 05:00:00,7.86,11.82,5.13,13.27,7.06,1.16,0.23,11.5,45.93,0.3,249.04,827.93,27.88,
2021-06-05 05:00:00,2021-06-05 06:00:00,16.45,24.81,5.07,13.18,7.01,1.05,0.19,14.75,48.95,1.57,143.39,821.72,27.73,
2021-06-05 06:00:00,2021-06-05 07:00:00,14.82,22.32,4.85,12.86,6.84,0.93,0.07,35.5,50.1,1.15,165.29,824.66,27.56,
2021-06-05 07:00:00,2021-06-05 08:00:00,17.63,26.46,5.0,13.3,7.07,1.06,0.2,18.75,47.5,0.69,326.83,832.4,28.1,
2021-06-05 08:00:00,2021-06-05 09:00:00,24.94,37.23,4.98,13.13,6.98,0.97,0.28,12.5,46.17,0.61,292.64,829.79,28.39,
2021-06-05 09:00:00,2021-06-05 10:00:00,20.96,30.83,4.77,12.68,6.74,0.89,0.18,18.75,44.55,0.3,243.74,827.88,28.75,
2021-06-05 10:00:00,2021-06-05 11:00:00,15.54,23.93,4.85,12.84,6.83,1.06,0.15,30.75,41.5,2.38,126.74,819.67,29.06,
2021-06-05 11:00:00,2021-06-05 12:00:00,11.24,16.37,4.96,12.98,6.9,1.0,0.08,44.25,40.32,4.04,124.15,819.06,28.96,
2021-06-05 12:00:00,2021-06-05 13:00:00,17.71,26.92,5.02,13.14,6.99,1.01,0.05,41.25,41.52,3.75,124.74,819.12,29.04,
2021-06-05 13:00:00,2021-06-05 14:00:00,7.95,12.08,5.12,13.35,7.1,1.12,0.04,37.0,40.97,3.89,126.63,819.31,29.3,
2021-06-05 14:00:00,2021-06-05 15:00:00,3.52,4.99,5.09,13.39,7.13,1.13,0.05,35.75,42.18,3.85,125.82,819.21,29.2,
2021-06-05 15:00:00,2021-06-05 16:00:00,5.58,7.95,5.09,13.35,7.1,1.1,0.06,35.5,44.84,3.15,131.31,819.71,28.94,
2021-06-05 16:00:00,2021-06-05 17:00:00,5.59,8.0,4.95,13.12,6.98,0.92,0.04,33.75,44.81,2.59,132.03,819.78,28.79,
2021-06-05 17:00:00,2021-06-05 18:00:00,6.37,9.54,5.0,13.18,7.01,1.0,0.04,35.75,43.96,2.34,123.39,818.97,28.87,
2021-06-05 18:00:00,2021-06-05 19:00:00,5.99,8.85,5.06,13.19,7.01,1.13,0.04,32.25,43.34,2.28,134.14,820.01,28.92,
2021-06-05 19:00:00,2021-06-05 20:00:00,7.91,11.33,4.99,13.17,7.0,1.01,0.04,34.75,44.19,2.72,126.16,819.25,28.85,
2021-06-05 20:00:00,2021-06-05 21:00:00,4.3,6.06,5.14,13.48,7.17,1.09,0.05,37.25,44.51,2.02,121.3,819.55,28.76,
2021-06-05 21:00:00,2021-06-05 22:00:00,20.24,28.61,4.97,13.06,6.95,1.07,0.22,10.0,43.73,0.38,123.54,823.61,28.52,
2021-06-05 22:00:00,2021-06-05 23:00:00,17.0,25.55,5.08,13.3,7.08,1.03,0.19,9.0,44.73,0.32,152.54,824.36,28.4,
2021-06-05 23:00:00,2021-06-06 00:00:00,12.51,18.61,6.02,9.39,6.89,0.92,0.18,30.0,51.31,0.15,204.24,825.08,28.3,
2021-06-06 00:00:00,2021-06-06 01:00:00,18.19,26.94,6.07,10.39,6.97,0.99,0.12,37.25,51.88,0.68,260.92,828.61,28.2,
2021-06-06 01:00:00,2021-06-06 02:00:00,41.47,63.12,5.97,12.89,6.86,1.05,0.05,58.75,51.92,1.79,229.82,829.0,27.05,
2021-06-06 02:00:00,2021-06-06 03:00:00,18.96,29.46,6.03,12.97,6.9,1.0,0.04,59.25,52.0,0.77,277.07,829.57,25.41,
2021-06-06 03:00:00,2021-06-06 04:00:00,12.8,18.44,6.22,13.26,7.05,1.08,0.04,78.25,52.08,0.65,166.78,825.05,25.16,
2021-06-06 04:00:00,2021-06-06 05:00:00,12.08,18.1,6.35,13.48,7.17,1.06,0.02,51.75,52.11,0.71,196.34,828.42,25.29,
2021-06-06 05:00:00,2021-06-06 06:00:00,3.85,5.63,6.24,13.35,7.1,0.94,0.03,66.5,52.1,1.44,129.04,819.39,25.75,
2021-06-06 06:00:00,2021-06-06 07:00:00,0.62,0.86,6.33,13.37,7.11,1.13,0.02,46.5,52.09,0.95,74.83,815.79,26.33,
2021-06-06 07:00:00,2021-06-06 08:00:00,1.33,1.86,6.08,13.07,6.95,0.86,0.09,34.5,52.05,0.53,115.9,822.0,26.98,
2021-06-06 08:00:00,2021-06-06 09:00:00,1.36,1.91,6.14,13.14,6.99,1.0,0.1,43.25,52.01,0.55,155.94,822.82,27.45,
2021-06-06 09:00:00,2021-06-06 10:00:00,1.85,2.62,6.38,13.44,7.15,1.21,0.09,47.0,52.02,0.44,213.14,826.24,27.73,
2021-06-06 10:00:00,2021-06-06 11:00:00,2.7,3.93,6.21,13.27,7.06,1.08,0.09,59.75,45.22,0.46,291.13,827.97,28.75,
2021-06-06 11:00:00,2021-06-06 12:00:00,7.06,10.43,6.17,13.06,6.95,1.06,0.1,88.25,37.53,0.77,230.2,825.66,29.39,
2021-06-06 12:00:00,2021-06-06 13:00:00,17.27,25.71,6.03,13.05,6.95,0.99,0.1,89.25,38.65,3.62,125.69,819.44,29.2,
2021-06-06 13:00:00,2021-06-06 14:00:00,23.28,34.28,6.04,12.99,6.91,0.96,0.05,75.75,38.18,4.71,124.67,819.1,28.94,
2021-06-06 14:00:00,2021-06-06 15:00:00,7.62,10.93,6.02,12.79,6.81,0.89,0.03,54.25,37.11,4.35,125.7,819.19,29.19,
2021-06-06 15:00:00,2021-06-06 16:00:00,3.34,4.95,6.12,13.07,6.95,1.0,0.03,46.0,38.68,4.59,122.67,818.94,29.09,
2021-06-06 16:00:00,2021-06-06 17:00:00,3.86,5.69,6.11,13.26,7.05,1.0,0.03,57.0,41.02,4.55,123.81,819.07,28.92,
2021-06-06 17:00:00,2021-06-06 18:00:00,4.09,6.02,5.92,12.9,6.86,0.98,0.03,54.75,42.86,4.96,120.69,818.78,28.73,
2021-06-06 18:00:00,2021-06-06 19:00:00,6.8,9.95,6.23,13.27,7.06,1.04,0.03,54.25,42.33,4.59,121.06,818.82,28.72,
2021-06-06 19:00:00,2021-06-06 20:00:00,7.14,10.37,6.04,13.0,6.92,0.99,0.02,51.25,41.77,4.29,121.49,818.84,28.67,
2021-06-06 20:00:00,2021-06-06 21:00:00,6.85,10.05,6.14,13.1,6.97,1.09,0.02,46.25,42.31,4.08,119.91,818.71,28.68,
2021-06-06 21:00:00,2021-06-06 22:00:00,10.41,15.2,6.27,13.36,7.11,1.07,0.03,43.25,43.17,3.78,125.08,819.13,28.71,
2021-06-06 22:00:00,2021-06-06 23:00:00,11.94,17.54,6.17,13.09,6.97,1.09,0.04,44.67,49.71,4.01,125.93,819.18,28.55,
2021-06-06 23:00:00,2021-06-07 00:00:00,9.74,14.26,6.4,13.59,7.23,1.15,0.02,30.0,51.83,4.37,122.17,818.89,28.54,
2021-06-07 00:00:00,2021-06-07 01:00:00,15.17,22.81,6.42,13.5,7.19,1.13,0.02,61.75,51.75,3.5,121.93,818.91,28.44,
2021-06-07 01:00:00,2021-06-07 02:00:00,8.73,13.41,6.33,13.41,7.13,1.05,0.03,46.25,51.83,3.06,126.28,819.23,28.43,
2021-06-07 02:00:00,2021-06-07 03:00:00,2.77,4.03,5.98,12.9,6.86,0.9,0.03,43.75,51.83,3.08,125.33,819.13,28.45,
2021-06-07 03:00:00,2021-06-07 04:00:00,12.82,18.55,6.04,13.01,6.92,0.94,0.03,36.0,51.83,1.03,120.03,825.43,28.02,
2021-06-07 04:00:00,2021-06-07 05:00:00,8.7,13.37,6.07,13.12,6.98,0.98,0.03,37.0,51.84,1.46,171.19,827.92,26.77,
2021-06-07 05:00:00,2021-06-07 06:00:00,6.19,9.09,6.16,13.24,7.04,1.04,0.03,37.5,51.85,0.84,338.91,830.31,25.63,
2021-06-07 06:00:00,2021-06-07 07:00:00,7.8,11.32,6.16,13.16,7.0,0.99,0.07,34.5,51.85,0.7,279.95,830.31,26.0,
2021-06-07 07:00:00,2021-06-07 08:00:00,5.76,8.38,6.03,13.1,6.97,0.95,0.07,30.5,51.84,0.48,133.55,825.19,26.55,
2021-06-07 08:00:00,2021-06-07 09:00:00,11.41,16.62,6.16,13.24,7.04,0.98,0.1,29.0,51.83,0.42,211.28,825.93,27.48,
2021-06-07 09:00:00,2021-06-07 10:00:00,15.74,23.01,6.24,13.29,7.07,1.13,0.07,36.75,51.83,2.31,168.16,822.79,27.45,
2021-06-07 10:00:00,2021-06-07 11:00:00,8.06,12.07,6.04,12.95,6.89,0.98,0.06,43.0,51.84,1.49,155.87,821.61,26.86,
2021-06-07 11:00:00,2021-06-07 12:00:00,4.3,6.27,6.15,13.2,7.02,0.99,0.07,41.0,49.13,1.02,168.92,823.23,28.46,
2021-06-07 12:00:00,2021-06-07 13:00:00,9.57,13.98,6.07,13.07,6.95,1.0,0.04,50.67,49.79,2.67,122.75,818.93,28.55,
2021-06-07 13:00:00,2021-06-07 14:00:00,6.5,9.5,6.21,13.26,7.05,0.96,0.04,73.75,43.64,3.66,126.45,819.21,28.84,
2021-06-07 14:00:00,2021-06-07 15:00:00,5.49,7.85,6.29,13.35,7.1,1.09,0.02,46.5,41.87,4.32,127.68,819.35,29.06,
2021-06-07 15:00:00,2021-06-07 16:00:00,8.96,12.57,6.28,13.44,7.15,0.98,0.04,43.75,46.53,3.47,153.31,821.61,28.67,
2021-06-07 16:00:00,2021-06-07 17:00:00,5.76,8.39,6.17,13.12,6.98,1.12,0.02,40.75,51.78,1.98,134.76,820.37,28.29,
2021-06-07 17:00:00,2021-06-07 18:00:00,4.83,7.07,6.17,13.1,6.97,1.06,0.02,41.25,51.65,2.47,127.76,819.32,28.52,
2021-06-07 18:00:00,2021-06-07 19:00:00,6.56,9.63,6.24,13.27,7.06,1.01,0.04,43.75,51.74,2.27,122.28,818.89,28.47,
2021-06-07 19:00:00,2021-06-07 20:00:00,4.37,6.41,6.33,13.47,7.17,1.11,0.04,44.0,51.75,2.98,122.29,818.89,28.47,
2021-06-07 20:00:00,2021-06-07 21:00:00,2.86,4.16,6.17,13.21,7.02,0.99,0.04,44.75,51.78,3.06,122.06,818.9,28.27,
2021-06-07 21:00:00,2021-06-07 22:00:00,5.76,8.15,5.97,12.76,6.78,0.99,0.02,41.0,51.78,2.96,125.59,819.22,28.09,
2021-06-07 22:00:00,2021-06-07 23:00:00,4.16,5.93,6.06,13.03,6.93,0.93,0.05,32.67,51.78,1.94,123.61,819.08,28.04,
2021-06-07 23:00:00,2021-06-08 00:00:00,4.03,5.91,4.95,2.06,7.0,1.04,0.04,19.0,51.79,1.83,120.79,818.85,28.12,
2021-06-08 00:00:00,2021-06-08 01:00:00,6.68,9.46,5.07,2.0,7.07,0.97,0.04,40.75,51.79,0.6,157.94,822.62,27.86,
2021-06-08 01:00:00,2021-06-08 02:00:00,4.84,7.0,5.08,1.97,7.05,1.03,0.07,15.75,51.79,0.46,144.71,822.82,27.8,
2021-06-08 02:00:00,2021-06-08 03:00:00,3.09,4.62,5.13,2.03,7.15,1.04,0.03,16.5,51.78,0.34,127.34,825.2,27.63,
2021-06-08 03:00:00,2021-06-08 04:00:00,4.62,6.36,5.12,2.08,7.19,1.1,0.02,11.25,51.79,0.36,213.33,826.73,27.33,
