From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2019-08-29 12:00:00,2019-08-29 13:00:00,18.21,18.72,1.5,10.3,11.81,19.43,9.25,0.88,91.59,0.0,0.0,,,45.45,34.73,161.23,980.97,,19.99,5.58
2019-08-29 13:00:00,2019-08-29 14:00:00,15.56,18.93,1.55,10.23,11.79,19.49,9.19,0.84,76.21,0.0,0.0,,,43.96,28.22,146.68,807.95,,20.74,5.63
2019-08-29 14:00:00,2019-08-29 15:00:00,14.39,19.52,1.72,10.3,12.02,17.79,9.26,0.82,79.81,0.0,0.0,,,42.19,27.78,145.43,733.72,,21.0,5.63
2019-08-29 15:00:00,2019-08-29 16:00:00,15.15,18.21,1.67,10.19,11.86,16.77,9.32,0.8,94.2,0.0,0.0,,,40.61,16.2,151.89,540.33,,21.43,5.62
2019-08-29 16:00:00,2019-08-29 17:00:00,15.3,20.05,1.7,11.47,13.17,16.57,9.36,0.8,100.96,0.0,0.0,,,42.28,6.43,119.06,352.49,,21.99,5.66
2019-08-29 17:00:00,2019-08-29 18:00:00,,,,,0.0,,,0.0,,0.0,0.0,,,49.68,,89.71,79.77,,23.07,5.71
2019-08-29 18:00:00,2019-08-29 19:00:00,1.42,1.55,56.83,20.75,58.16,13.37,9.84,0.94,107.22,0.0,0.0,,,49.8,,74.15,8.78,,23.25,5.7
2019-08-29 19:00:00,2019-08-29 20:00:00,10.81,22.48,2.39,16.4,18.8,26.66,9.45,1.17,130.25,0.0,0.0,,,49.77,,64.37,,,23.23,5.7
2019-08-29 20:00:00,2019-08-29 21:00:00,25.14,53.99,2.17,14.73,16.89,23.59,9.58,1.21,131.17,0.0,0.0,,,49.84,15.36,93.85,74.56,,23.04,5.68
2019-08-29 21:00:00,2019-08-29 22:00:00,29.59,65.04,1.63,12.14,13.78,21.52,9.39,1.19,132.99,0.0,0.0,,,49.86,,98.85,248.51,,22.43,5.65
2019-08-29 22:00:00,2019-08-29 23:00:00,25.92,60.39,1.57,10.83,12.41,21.22,9.46,1.13,156.19,0.0,0.0,,,49.89,35.02,103.71,303.01,,22.31,5.67
2019-08-29 23:00:00,2019-08-30 00:00:00,22.8,58.91,1.74,11.03,12.77,21.0,9.44,1.05,174.26,0.0,0.0,,,49.87,,122.98,383.14,,22.06,5.65
2019-08-30 00:00:00,2019-08-30 01:00:00,21.2,46.46,1.8,12.04,13.84,21.03,9.61,0.92,178.28,0.0,0.0,,,49.86,30.25,139.32,439.09,,21.84,5.62
2019-08-30 01:00:00,2019-08-30 02:00:00,24.04,44.47,1.95,12.29,14.25,20.85,10.08,0.83,174.86,0.0,0.0,,,49.83,20.44,144.74,514.02,,21.58,5.63
2019-08-30 02:00:00,2019-08-30 03:00:00,26.58,45.41,2.14,12.55,14.7,20.18,10.03,0.78,181.24,0.0,0.0,,,49.84,27.07,133.29,593.21,,21.32,5.63
2019-08-30 03:00:00,2019-08-30 04:00:00,26.78,43.89,2.22,11.95,14.18,19.72,10.02,0.75,187.07,0.0,0.0,,,49.81,18.96,149.28,617.8,,21.21,5.62
2019-08-30 04:00:00,2019-08-30 05:00:00,25.21,36.45,2.2,11.15,13.35,19.64,9.89,0.74,188.19,0.0,0.0,,,49.83,31.49,155.18,624.2,,21.2,5.62
2019-08-30 05:00:00,2019-08-30 06:00:00,23.21,33.38,2.31,10.97,13.29,20.05,9.62,0.73,189.57,0.0,0.0,,,49.83,0.36,157.85,662.16,,21.11,5.62
2019-08-30 06:00:00,2019-08-30 07:00:00,22.1,35.75,2.87,11.67,14.54,20.62,9.55,0.74,188.35,0.0,0.0,,,49.84,7.82,146.81,682.14,,21.06,5.63
2019-08-30 07:00:00,2019-08-30 08:00:00,23.68,41.34,3.39,11.41,14.8,21.02,9.6,0.76,182.64,0.0,0.0,,,49.82,22.83,155.5,785.76,,20.7,5.6
2019-08-30 08:00:00,2019-08-30 09:00:00,23.7,40.27,2.85,11.19,14.04,20.86,9.49,0.78,170.49,0.0,0.0,,,49.81,,157.55,757.11,,20.7,5.58
2019-08-30 09:00:00,2019-08-30 10:00:00,24.12,36.1,2.07,11.37,13.45,20.9,9.33,0.78,138.74,0.0,0.0,,,49.81,,160.37,572.1,,21.23,5.58
2019-08-30 10:00:00,2019-08-30 11:00:00,,,,,,,,,,,,,,,,,,,,
2019-08-30 11:00:00,2019-08-30 12:00:00,,0.81,93.72,38.08,131.78,12.9,7.66,0.84,87.41,0.0,0.0,,,45.71,,153.07,837.94,,20.5,5.59
2019-08-30 12:00:00,2019-08-30 13:00:00,1.69,6.23,2.05,9.24,11.28,25.46,9.35,0.76,89.01,0.0,0.0,,,44.2,,150.47,824.1,,20.61,5.6
2019-08-30 13:00:00,2019-08-30 14:00:00,6.25,16.78,1.03,9.85,10.88,24.97,9.38,0.72,76.25,0.0,0.0,,,41.59,44.16,166.41,532.83,,21.42,5.6
2019-08-30 14:00:00,2019-08-30 15:00:00,10.86,23.74,1.09,10.93,12.01,22.84,10.64,0.71,83.01,0.0,0.0,,,46.19,19.24,146.36,316.54,,22.19,5.62
2019-08-30 15:00:00,2019-08-30 16:00:00,17.65,50.45,2.03,14.85,16.88,22.98,10.93,0.74,102.15,0.0,0.0,,,49.88,12.82,100.55,549.97,,21.63,5.7
2019-08-30 16:00:00,2019-08-30 17:00:00,24.85,79.69,2.39,14.71,17.13,21.64,10.89,0.78,111.9,0.0,0.0,,,49.88,8.84,109.72,1062.33,,20.07,5.66
2019-08-30 17:00:00,2019-08-30 18:00:00,28.26,60.44,2.34,13.36,15.7,21.4,9.85,0.79,105.51,0.0,0.0,,,49.94,26.4,77.75,1063.49,,20.21,5.71
2019-08-30 18:00:00,2019-08-30 19:00:00,23.6,39.86,6.71,13.74,20.45,21.34,9.76,0.92,110.72,0.0,0.0,,,49.94,20.16,83.11,1063.59,,20.22,5.71
2019-08-30 19:00:00,2019-08-30 20:00:00,24.13,37.12,6.8,13.61,20.41,20.75,9.63,1.06,143.76,0.0,0.0,,,49.95,9.93,77.62,1063.57,,20.22,5.72
2019-08-30 20:00:00,2019-08-30 21:00:00,27.33,39.52,7.87,12.85,20.71,20.35,9.57,1.22,181.33,0.0,0.0,,,49.94,19.76,75.21,1063.49,,20.21,5.71
2019-08-30 21:00:00,2019-08-30 22:00:00,26.35,37.96,6.96,11.47,18.44,20.25,9.48,1.33,,0.0,0.0,,,49.93,9.6,91.29,1063.27,,20.2,5.7
2019-08-30 22:00:00,2019-08-30 23:00:00,23.43,45.96,5.59,8.85,14.45,20.34,9.33,1.39,,0.0,0.0,,,49.93,20.62,71.98,1063.23,,20.2,5.72
2019-08-30 23:00:00,2019-08-31 00:00:00,19.03,54.82,4.45,7.32,11.77,20.69,9.36,1.37,,0.0,0.0,,,49.92,20.59,80.35,1062.52,,20.18,5.7
2019-08-31 00:00:00,2019-08-31 01:00:00,13.09,62.41,3.23,6.58,9.81,20.38,9.21,1.25,,0.0,0.0,,,49.91,20.07,65.57,1062.05,,20.19,5.72
2019-08-31 01:00:00,2019-08-31 02:00:00,11.92,65.99,2.78,6.93,9.7,19.93,9.23,1.11,,0.0,0.0,,,49.92,4.64,115.72,1060.53,,20.17,5.67
2019-08-31 02:00:00,2019-08-31 03:00:00,11.85,65.91,3.05,9.29,12.33,19.62,9.11,1.01,,0.0,0.0,,,49.88,18.89,167.38,1059.12,,20.13,5.62
2019-08-31 03:00:00,2019-08-31 04:00:00,15.45,63.48,3.16,8.71,11.86,19.35,8.81,0.92,,0.0,0.0,,,49.88,6.13,175.98,1057.67,,20.11,5.61
2019-08-31 04:00:00,2019-08-31 05:00:00,16.53,56.91,3.03,8.05,11.08,19.02,8.9,0.86,,0.0,0.0,,,49.87,7.54,163.94,1055.67,,20.12,5.62
2019-08-31 05:00:00,2019-08-31 06:00:00,17.88,41.65,3.28,9.52,12.8,18.92,9.03,0.82,,0.0,0.0,,,49.86,15.66,159.91,1050.15,,20.12,5.62
2019-08-31 06:00:00,2019-08-31 07:00:00,18.18,28.53,3.78,9.82,13.6,19.51,9.07,0.81,,0.0,0.0,,,49.85,25.29,176.83,1047.73,,20.11,5.61
2019-08-31 07:00:00,2019-08-31 08:00:00,19.52,23.35,3.92,9.97,13.89,19.59,9.04,0.8,,0.0,0.0,,,49.84,23.99,167.51,1047.67,,20.09,5.61
2019-08-31 08:00:00,2019-08-31 09:00:00,21.85,22.35,3.82,9.86,13.68,20.23,9.26,0.8,,0.0,0.0,,,49.84,34.93,166.37,1058.33,,20.05,5.6
2019-08-31 09:00:00,2019-08-31 10:00:00,22.04,25.07,3.32,10.48,13.81,20.81,9.13,0.79,186.65,0.0,0.0,,,49.84,31.22,173.72,1041.5,,20.09,5.6
2019-08-31 10:00:00,2019-08-31 11:00:00,21.68,27.71,2.79,11.2,13.97,20.9,9.17,0.81,163.67,0.0,0.0,,,49.84,22.19,173.23,972.36,,20.29,5.61
2019-08-31 11:00:00,2019-08-31 12:00:00,21.65,32.55,2.46,11.78,14.25,21.14,9.04,0.8,144.88,0.0,0.0,,,49.83,34.47,159.91,957.64,,20.31,5.61
2019-08-31 12:00:00,2019-08-31 13:00:00,21.48,34.95,1.98,11.81,13.77,20.46,9.05,0.78,133.53,0.0,0.0,,,49.84,,161.49,936.75,,20.37,5.6
2019-08-31 13:00:00,2019-08-31 14:00:00,1.55,3.06,10.94,9.95,22.4,14.44,8.5,0.82,132.75,0.0,0.0,,,49.89,12.57,153.15,695.87,,21.3,5.64
2019-08-31 14:00:00,2019-08-31 15:00:00,6.59,17.84,1.93,10.94,12.88,20.45,9.14,0.8,148.33,0.0,0.0,,,49.83,15.39,140.51,457.79,,21.76,5.63
2019-08-31 15:00:00,2019-08-31 16:00:00,15.66,36.4,1.78,12.1,13.89,20.43,9.11,0.8,155.66,0.0,0.0,,,49.83,21.15,131.09,228.5,,22.53,5.64
2019-08-31 16:00:00,2019-08-31 17:00:00,24.47,54.39,1.78,13.52,15.29,20.05,9.33,0.84,125.53,0.0,0.0,,,49.84,19.28,79.53,133.16,,22.93,5.7
2019-08-31 17:00:00,2019-08-31 18:00:00,29.82,72.03,1.92,14.09,16.01,19.8,9.16,0.92,105.51,0.0,0.0,,,49.84,19.64,73.76,54.93,,23.21,5.71
2019-08-31 18:00:00,2019-08-31 19:00:00,34.93,82.63,2.82,15.04,17.88,19.89,9.28,1.04,99.66,0.0,0.0,,,49.86,,68.33,87.52,,23.1,5.72
2019-08-31 19:00:00,2019-08-31 20:00:00,43.64,98.26,3.66,14.56,18.19,20.0,9.24,1.17,116.14,0.0,0.0,,,49.87,1.57,78.36,203.65,,22.72,5.72
2019-08-31 20:00:00,2019-08-31 21:00:00,46.29,116.27,2.87,10.48,13.34,20.21,9.21,1.23,153.79,0.0,0.0,,,49.88,,77.76,383.31,,22.16,5.71
2019-08-31 21:00:00,2019-08-31 22:00:00,41.22,116.44,4.25,11.0,15.24,20.43,9.21,1.31,178.44,0.0,0.0,,,49.85,,79.65,503.1,,21.79,5.71
2019-08-31 22:00:00,2019-08-31 23:00:00,33.83,118.5,3.49,9.33,12.83,19.86,9.21,1.33,194.78,0.0,0.0,,,49.86,26.21,85.88,557.88,,21.61,5.69
2019-08-31 23:00:00,2019-09-01 00:00:00,29.54,92.15,2.76,9.35,12.12,19.2,9.11,1.3,,0.0,0.0,,,49.84,30.59,172.23,652.5,,21.35,5.6
2019-09-01 00:00:00,2019-09-01 01:00:00,25.21,52.65,2.34,7.94,10.28,20.15,9.23,1.18,192.75,0.0,0.0,,,49.83,3.79,181.67,1061.54,,20.05,5.59
2019-09-01 01:00:00,2019-09-01 02:00:00,24.0,47.75,2.44,6.89,9.33,20.27,9.1,1.1,194.21,0.0,0.0,,,49.83,,169.5,1060.77,,20.06,5.59
2019-09-01 02:00:00,2019-09-01 03:00:00,22.52,42.38,2.9,6.98,9.87,20.19,8.96,1.03,199.55,0.0,0.0,,,49.83,,94.52,1061.18,,20.09,5.67
2019-09-01 03:00:00,2019-09-01 04:00:00,22.34,43.33,3.42,6.63,10.05,19.96,8.86,1.0,,0.0,0.0,,,49.77,,115.72,1060.47,,20.08,5.64
2019-09-01 04:00:00,2019-09-01 05:00:00,22.5,44.89,4.95,6.88,11.83,19.76,8.9,0.97,,0.0,0.0,,,49.74,,153.76,1059.82,,20.06,5.6
2019-09-01 05:00:00,2019-09-01 06:00:00,24.54,43.19,6.59,6.88,13.48,19.58,8.95,0.96,,0.0,0.0,,,49.7,,171.11,1060.14,,20.05,5.6
2019-09-01 06:00:00,2019-09-01 07:00:00,25.85,38.27,7.52,6.63,14.15,19.49,8.98,0.96,,0.0,0.0,,,49.8,,159.68,1060.54,,20.05,5.61
2019-09-01 07:00:00,2019-09-01 08:00:00,27.93,40.2,8.64,6.86,15.51,19.48,8.99,0.96,,0.0,0.0,,,49.81,1.76,163.38,1060.39,,20.03,5.6
2019-09-01 08:00:00,2019-09-01 09:00:00,27.6,36.21,7.2,8.45,15.63,19.34,9.16,0.95,,0.0,0.0,,,49.86,20.01,154.19,1060.48,,20.03,5.62
2019-09-01 09:00:00,2019-09-01 10:00:00,24.11,35.1,5.63,10.74,16.37,20.25,9.28,0.94,198.29,0.0,0.0,,,49.84,20.08,157.0,1057.29,,20.02,5.61
2019-09-01 10:00:00,2019-09-01 11:00:00,22.05,37.54,3.88,11.52,15.41,20.51,9.22,0.91,166.36,0.0,0.0,,,49.84,30.99,153.94,1037.41,,20.07,5.62
2019-09-01 11:00:00,2019-09-01 12:00:00,19.28,35.44,2.8,11.45,14.24,20.65,9.22,0.86,125.82,0.0,0.0,,,50.06,32.36,162.29,1008.8,,20.13,5.6
2019-09-01 12:00:00,2019-09-01 13:00:00,19.27,31.6,2.02,11.02,13.05,20.71,9.22,0.8,103.04,0.0,0.0,,,49.11,,163.44,702.43,,20.93,5.58
2019-09-01 13:00:00,2019-09-01 14:00:00,18.0,31.44,1.67,11.08,12.75,20.78,9.12,0.78,90.54,0.0,0.0,,,50.24,26.2,141.69,385.18,,21.91,5.62
2019-09-01 14:00:00,2019-09-01 15:00:00,17.16,34.18,1.61,10.81,12.43,20.41,9.0,0.76,88.74,0.0,0.0,,,49.85,29.22,148.54,213.57,,22.56,5.62
2019-09-01 15:00:00,2019-09-01 16:00:00,17.07,39.07,1.74,11.11,12.85,20.29,9.06,0.77,113.84,0.0,0.0,,,49.84,,126.9,147.56,,22.82,5.65
2019-09-01 16:00:00,2019-09-01 17:00:00,18.88,43.32,1.77,12.13,13.91,19.66,9.13,0.79,116.73,0.0,0.0,,,49.84,0.77,114.69,109.89,,22.96,5.66
2019-09-01 17:00:00,2019-09-01 18:00:00,21.06,46.05,1.76,13.58,15.34,19.18,9.04,0.85,104.95,0.0,0.0,,,49.84,,115.0,18.82,,23.32,5.65
2019-09-01 18:00:00,2019-09-01 19:00:00,25.6,58.21,2.83,14.26,17.08,20.35,9.13,1.01,85.31,0.0,0.0,,,49.81,,119.74,0.76,,23.34,5.65
2019-09-01 19:00:00,2019-09-01 20:00:00,32.03,88.29,5.94,13.76,19.69,21.22,9.22,1.24,78.1,0.0,0.0,,,49.86,,123.45,215.19,,22.7,5.66
2019-09-01 20:00:00,2019-09-01 21:00:00,19.42,55.91,11.11,9.86,21.19,13.89,9.07,1.47,79.03,0.0,0.0,,,49.87,,118.97,351.85,,22.3,5.66
2019-09-01 21:00:00,2019-09-01 22:00:00,8.56,19.28,6.57,12.93,19.49,19.68,9.31,1.58,112.23,0.0,0.0,,,49.9,7.28,134.02,383.9,,22.17,5.65
2019-09-01 22:00:00,2019-09-01 23:00:00,21.77,50.84,3.98,11.61,15.6,21.49,9.47,1.6,138.86,0.0,0.0,,,49.85,,100.09,447.61,,21.93,5.67
2019-09-01 23:00:00,2019-09-02 00:00:00,27.23,65.36,2.93,9.75,12.67,21.48,9.32,1.57,158.7,0.0,0.0,,,49.88,9.78,106.84,515.65,,21.71,5.67
2019-09-02 00:00:00,2019-09-02 01:00:00,25.96,69.03,2.55,9.69,12.25,21.23,9.13,1.46,174.69,0.0,0.0,,,49.86,27.16,112.42,569.35,,21.5,5.66
2019-09-02 01:00:00,2019-09-02 02:00:00,25.57,69.49,2.3,9.53,11.82,20.89,9.14,1.32,180.61,0.0,0.0,,,49.87,28.94,142.84,744.05,,20.97,5.63
2019-09-02 02:00:00,2019-09-02 03:00:00,22.55,68.57,2.52,10.26,12.79,20.63,9.04,1.19,181.85,0.0,0.0,,,49.85,0.35,137.24,997.39,,20.19,5.64
2019-09-02 03:00:00,2019-09-02 04:00:00,22.05,63.33,2.58,9.28,11.86,20.56,9.02,1.07,186.15,0.0,0.0,,,49.82,,126.56,952.47,,20.27,5.65
2019-09-02 04:00:00,2019-09-02 05:00:00,22.42,52.12,2.63,9.7,12.32,20.16,9.07,1.0,191.54,0.0,0.0,,,49.83,16.48,129.62,903.54,,20.41,5.64
2019-09-02 05:00:00,2019-09-02 06:00:00,22.79,42.15,2.8,10.5,13.29,20.06,9.04,0.94,189.13,0.0,0.0,,,49.85,5.93,133.16,866.09,,20.57,5.65
2019-09-02 06:00:00,2019-09-02 07:00:00,23.87,33.75,3.23,10.83,14.05,20.42,9.09,0.91,182.59,0.0,0.0,,,49.85,23.23,149.5,836.09,,20.66,5.63
2019-09-02 07:00:00,2019-09-02 08:00:00,24.84,29.4,3.44,10.71,14.15,21.16,9.27,0.88,175.47,0.0,0.0,,,49.82,39.42,154.07,792.6,,20.71,5.61
2019-09-02 08:00:00,2019-09-02 09:00:00,24.72,30.72,3.58,10.92,14.5,21.36,9.8,0.86,165.3,0.0,0.0,,,49.83,16.09,152.09,720.14,,20.93,5.62
2019-09-02 09:00:00,2019-09-02 10:00:00,24.8,32.82,3.46,10.72,14.18,21.31,9.64,0.87,160.43,0.0,0.0,,,49.83,4.44,144.06,664.59,,21.12,5.63
2019-09-02 10:00:00,2019-09-02 11:00:00,23.82,35.2,3.15,12.25,15.39,21.18,9.46,0.91,144.07,0.0,0.0,,,49.83,26.9,131.09,555.01,,21.39,5.63
2019-09-02 11:00:00,2019-09-02 12:00:00,21.84,34.16,2.44,12.04,14.48,20.85,9.33,0.93,114.4,0.0,0.0,,,49.83,29.65,141.21,355.67,,22.01,5.63
2019-09-02 12:00:00,2019-09-02 13:00:00,19.44,29.98,1.94,11.3,13.24,20.38,9.25,0.89,94.04,0.0,0.0,,,49.84,35.36,144.73,441.73,,21.74,5.62
2019-09-02 13:00:00,2019-09-02 14:00:00,17.39,25.05,1.68,10.97,12.64,20.44,9.11,0.84,82.01,0.0,0.0,,,49.82,44.73,150.75,343.13,,22.05,5.61
2019-09-02 14:00:00,2019-09-02 15:00:00,17.14,24.58,1.59,11.04,12.63,20.1,9.13,0.79,75.88,0.0,0.0,,,49.83,22.15,134.76,246.71,,22.43,5.63
2019-09-02 15:00:00,2019-09-02 16:00:00,18.86,26.27,1.65,11.59,13.23,20.2,9.12,0.78,71.33,0.0,0.0,,,49.8,0.38,124.57,184.9,,22.64,5.65
2019-09-02 16:00:00,2019-09-02 17:00:00,18.09,30.35,1.65,12.08,13.71,19.63,9.16,0.8,67.91,0.0,0.0,,,49.83,8.71,106.8,167.21,,22.75,5.67
2019-09-02 17:00:00,2019-09-02 18:00:00,21.65,42.92,1.79,12.65,14.43,19.59,9.29,0.84,67.47,0.0,0.0,,,49.82,23.65,65.81,51.67,,23.17,5.72
2019-09-02 18:00:00,2019-09-02 19:00:00,28.37,63.31,2.02,11.97,13.99,19.34,9.24,0.92,71.4,0.0,0.0,,,49.79,5.89,81.67,,,23.29,5.71
2019-09-02 19:00:00,2019-09-02 20:00:00,31.75,76.72,2.9,10.32,13.21,19.55,9.35,1.01,87.35,0.0,0.0,,,49.77,,86.0,,,23.31,5.69
2019-09-02 20:00:00,2019-09-02 21:00:00,32.52,74.47,2.54,10.63,13.17,19.1,9.39,1.07,121.48,0.0,0.0,,,49.8,47.18,104.91,,,23.3,5.66
2019-09-02 21:00:00,2019-09-02 22:00:00,27.35,51.14,2.07,10.75,12.83,19.85,9.25,1.08,141.24,0.0,0.0,,,49.83,42.17,108.3,20.7,,23.28,5.66
2019-09-02 22:00:00,2019-09-02 23:00:00,19.75,41.24,2.36,11.46,13.82,20.81,9.11,1.06,147.99,0.0,0.0,,,49.87,,122.79,335.08,,22.22,5.66
2019-09-02 23:00:00,2019-09-03 00:00:00,17.55,29.91,2.35,10.92,13.27,20.9,9.04,1.01,154.4,0.0,0.0,,,49.88,25.28,131.81,214.07,,22.59,5.64
2019-09-03 00:00:00,2019-09-03 01:00:00,14.66,20.5,2.58,11.68,14.25,21.44,9.21,0.96,157.19,0.0,0.0,,,49.85,1.64,123.34,255.29,,22.43,5.66
2019-09-03 01:00:00,2019-09-03 02:00:00,12.05,25.81,2.76,10.78,13.54,21.91,9.16,0.91,161.35,0.0,0.0,,,49.8,,131.59,374.73,,22.06,5.64
2019-09-03 02:00:00,2019-09-03 03:00:00,13.59,30.14,2.7,10.21,12.92,21.91,9.2,0.87,165.84,0.0,0.0,,,49.75,,139.29,460.97,,21.77,5.63
2019-09-03 03:00:00,2019-09-03 04:00:00,16.72,29.55,2.75,8.65,11.4,21.78,8.92,0.84,169.76,0.0,0.0,,,49.64,,172.37,521.02,,21.55,5.61
2019-09-03 04:00:00,2019-09-03 05:00:00,19.16,31.23,2.81,8.72,11.52,21.76,9.22,0.81,178.77,0.0,0.0,,,49.61,2.02,150.58,558.87,,21.42,5.62
2019-09-03 05:00:00,2019-09-03 06:00:00,20.72,34.3,3.57,9.91,13.48,21.83,9.03,0.79,185.72,0.0,0.0,,,49.8,11.16,138.6,580.39,,21.4,5.63
2019-09-03 06:00:00,2019-09-03 07:00:00,21.1,38.8,5.21,10.67,15.89,21.9,9.16,0.79,187.12,0.0,0.0,,,49.86,12.11,132.42,587.56,,21.41,5.64
2019-09-03 07:00:00,2019-09-03 08:00:00,22.93,38.16,5.78,11.18,16.96,22.46,9.57,0.81,181.11,0.0,0.0,,,49.81,18.91,141.21,517.38,,21.59,5.63
2019-09-03 08:00:00,2019-09-03 09:00:00,1.35,1.6,9.73,9.03,18.95,16.05,9.13,0.85,142.85,0.0,0.0,,,49.92,10.81,144.37,398.47,,22.21,5.65
2019-09-03 09:00:00,2019-09-03 10:00:00,7.65,14.58,6.87,12.71,19.57,22.85,9.7,0.9,152.17,0.0,0.0,,,49.83,21.83,136.22,303.52,,22.23,5.64
2019-09-03 10:00:00,2019-09-03 11:00:00,16.16,31.31,5.26,13.85,19.12,22.85,9.7,0.93,125.22,0.0,0.0,,,49.84,21.23,124.67,399.16,,21.91,5.64
2019-09-03 11:00:00,2019-09-03 12:00:00,20.93,39.46,2.61,12.95,15.57,22.79,9.41,0.93,100.17,0.0,0.0,,,49.8,42.45,145.69,515.82,,21.45,5.61
2019-09-03 12:00:00,2019-09-03 13:00:00,20.63,38.09,1.76,11.11,12.87,23.32,9.33,0.86,87.17,0.0,0.0,,,48.3,47.75,160.76,518.55,,21.51,5.6
2019-09-03 13:00:00,2019-09-03 14:00:00,17.86,32.48,1.66,10.37,12.04,23.73,9.2,0.81,82.86,0.0,0.0,,,47.52,7.79,153.35,453.49,,21.77,5.61
2019-09-03 14:00:00,2019-09-03 15:00:00,13.16,27.32,1.63,10.52,12.15,23.26,9.2,0.78,90.07,0.0,0.0,,,47.41,34.32,147.63,370.59,,22.03,5.61
2019-09-03 15:00:00,2019-09-03 16:00:00,12.04,26.42,1.52,11.57,13.09,22.46,9.21,0.81,80.46,0.0,0.0,,,47.74,30.65,126.7,258.24,,22.06,5.63
2019-09-03 16:00:00,2019-09-03 17:00:00,11.23,28.8,1.43,11.83,13.26,22.23,9.39,0.81,72.42,0.0,0.0,,,47.78,8.43,121.42,169.44,,22.38,5.65
2019-09-03 17:00:00,2019-09-03 18:00:00,12.43,32.21,1.4,12.34,13.75,22.02,9.32,0.83,67.16,0.0,0.0,,,48.23,4.29,118.3,63.85,,22.76,5.63
2019-09-03 18:00:00,2019-09-03 19:00:00,,,,,,,,,,,,,,,,,,,,
2019-09-03 19:00:00,2019-09-03 20:00:00,,,104.07,25.74,75.0,,9.92,1.15,63.49,0.0,0.0,,,49.85,,172.09,1056.12,,20.14,5.62
2019-09-03 20:00:00,2019-09-03 21:00:00,2.48,6.3,3.62,9.04,12.63,21.93,9.3,0.92,103.34,0.0,0.0,,,49.8,,142.96,1053.47,,19.86,5.62
2019-09-03 21:00:00,2019-09-03 22:00:00,4.3,15.36,5.5,9.78,15.3,23.85,9.22,0.92,133.26,0.0,0.0,,,49.83,,88.02,1046.51,,19.83,5.69
2019-09-03 22:00:00,2019-09-03 23:00:00,7.79,23.33,9.57,9.2,18.78,23.75,9.29,0.98,158.36,0.0,0.0,,,49.84,2.83,96.23,1045.4,,19.75,5.68
2019-09-03 23:00:00,2019-09-04 00:00:00,11.56,29.86,12.09,9.96,22.07,22.52,9.22,1.06,179.08,0.0,0.0,,,49.84,,115.55,1038.21,,19.78,5.65
2019-09-04 00:00:00,2019-09-04 01:00:00,16.89,36.72,11.16,9.93,21.09,21.79,9.35,1.15,191.9,0.0,0.0,,,49.8,,117.66,1037.71,,19.72,5.65
2019-09-04 01:00:00,2019-09-04 02:00:00,18.72,39.41,9.88,10.77,20.65,21.53,9.38,1.19,197.82,0.0,0.0,,,49.78,8.43,136.44,1025.85,,19.71,5.62
2019-09-04 02:00:00,2019-09-04 03:00:00,18.6,39.62,9.21,10.64,19.84,21.09,9.41,1.16,193.71,0.0,0.0,,,49.78,9.07,139.68,1017.18,,19.73,5.63
2019-09-04 03:00:00,2019-09-04 04:00:00,19.39,36.24,8.36,10.55,18.91,21.18,9.26,1.1,183.49,0.0,0.0,,,49.73,,134.83,1009.97,,19.68,5.62
2019-09-04 04:00:00,2019-09-04 05:00:00,18.62,32.62,7.53,9.64,17.17,21.0,9.38,1.03,178.62,0.0,0.0,,,49.78,,113.63,1012.59,,19.72,5.65
2019-09-04 05:00:00,2019-09-04 06:00:00,18.75,32.38,7.2,9.26,16.46,21.07,9.21,0.99,176.03,0.0,0.0,,,49.73,4.46,128.19,1002.88,,19.67,5.63
2019-09-04 06:00:00,2019-09-04 07:00:00,18.24,28.54,7.27,9.23,16.5,21.23,9.45,0.96,175.78,0.0,0.0,,,49.76,18.99,128.77,1009.47,,19.73,5.63
2019-09-04 07:00:00,2019-09-04 08:00:00,17.51,27.82,7.92,10.6,18.53,21.84,9.43,0.96,171.2,0.0,0.0,,,49.73,30.53,133.39,995.25,,19.71,5.62
2019-09-04 08:00:00,2019-09-04 09:00:00,19.41,31.84,8.04,11.83,19.89,21.88,9.56,0.99,162.49,0.0,0.0,,,49.78,31.63,127.0,975.78,,19.85,5.63
2019-09-04 09:00:00,2019-09-04 10:00:00,20.31,38.3,7.38,13.07,20.45,22.34,9.61,0.95,146.62,0.0,0.0,,,49.72,22.66,132.65,1000.76,,19.69,5.62
2019-09-04 10:00:00,2019-09-04 11:00:00,22.05,43.92,4.92,12.97,17.9,23.64,9.55,0.62,119.32,0.0,0.0,,,49.7,34.52,128.49,919.55,,20.09,5.61
2019-09-04 11:00:00,2019-09-04 12:00:00,22.09,43.67,3.16,12.29,15.45,24.65,9.39,0.56,92.92,0.0,0.0,,,49.9,30.33,128.25,915.78,,20.43,5.63
2019-09-04 12:00:00,2019-09-04 13:00:00,19.2,39.76,1.97,11.84,13.8,24.7,9.32,0.47,78.06,0.0,0.0,,,46.37,,148.18,850.56,,20.61,5.6
