From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C)
2022-12-10 04:00:00,2022-12-10 05:00:00,98.78,177.47,6.74,3.26,10.77,47.49,5.58,0.59,57.49,1.33,1.03,,,0.02,76.92,0.26,344.61,14.97,16.66
2022-12-10 05:00:00,2022-12-10 06:00:00,97.29,168.0,6.88,3.71,11.13,47.46,4.76,0.59,51.2,1.08,0.86,,,0.02,75.71,0.19,333.48,15.07,16.61
2022-12-10 06:00:00,2022-12-10 07:00:00,93.31,164.56,7.54,3.29,11.44,47.51,4.68,0.7,52.24,1.35,0.96,,,0.02,77.18,0.25,338.19,25.73,16.49
2022-12-10 07:00:00,2022-12-10 08:00:00,93.71,174.81,8.38,3.72,12.35,47.56,5.41,0.85,48.65,2.15,1.31,,,0.02,74.84,0.32,335.64,58.94,17.29
2022-12-10 08:00:00,2022-12-10 09:00:00,96.47,197.7,8.63,4.07,12.74,47.55,6.98,0.97,50.58,3.15,1.99,,,0.02,70.82,0.38,325.27,108.02,18.67
2022-12-10 09:00:00,2022-12-10 10:00:00,113.57,209.98,7.9,4.78,12.52,47.48,12.25,1.04,73.38,4.51,2.44,,0.01,0.02,60.22,0.41,323.1,197.43,21.09
2022-12-10 10:00:00,2022-12-10 11:00:00,116.94,220.73,8.28,6.31,13.64,47.5,18.45,1.13,81.17,3.81,2.86,0.01,0.01,0.02,53.18,0.34,334.91,198.1,22.93
2022-12-10 11:00:00,2022-12-10 12:00:00,117.53,229.67,10.6,6.9,15.84,46.89,20.4,1.14,99.97,4.06,3.32,0.01,0.01,0.02,48.14,0.32,331.18,177.45,24.08
2022-12-10 12:00:00,2022-12-10 13:00:00,117.33,232.96,7.88,9.45,14.99,47.99,20.09,1.09,116.2,3.62,3.2,0.01,0.01,0.02,44.92,0.29,332.13,149.53,24.89
2022-12-10 13:00:00,2022-12-10 14:00:00,111.3,232.33,10.03,6.34,15.09,47.34,18.86,1.12,120.31,3.51,3.62,0.01,0.01,0.02,41.97,0.3,326.71,118.91,25.39
2022-12-10 14:00:00,2022-12-10 15:00:00,107.27,224.41,6.77,7.28,12.93,47.65,22.36,1.14,124.0,2.62,2.27,,0.01,0.02,43.89,0.26,326.0,88.61,25.28
2022-12-10 15:00:00,2022-12-10 16:00:00,108.07,223.62,7.97,8.91,14.78,47.46,18.33,1.59,56.58,3.84,4.41,0.02,0.02,0.02,50.75,0.12,281.29,47.9,24.61
2022-12-10 16:00:00,2022-12-10 17:00:00,110.42,236.96,12.35,8.81,18.27,47.89,14.45,1.66,38.88,5.75,9.35,0.02,0.03,0.02,56.57,0.06,230.63,21.22,23.48
2022-12-10 17:00:00,2022-12-10 18:00:00,108.89,250.16,10.93,8.38,16.9,47.61,11.58,2.87,17.66,6.68,12.47,0.02,0.03,0.03,60.75,0.06,110.22,15.06,22.4
2022-12-10 18:00:00,2022-12-10 19:00:00,113.8,268.65,11.23,9.29,17.63,48.03,10.43,2.02,27.85,9.41,20.38,0.03,0.04,0.03,64.2,0.05,35.75,14.95,21.42
2022-12-10 19:00:00,2022-12-10 20:00:00,118.2,277.29,8.92,6.77,14.41,47.68,11.92,1.71,54.42,6.12,12.66,0.02,0.03,0.03,65.03,0.22,236.38,15.0,20.99
2022-12-10 20:00:00,2022-12-10 21:00:00,117.65,271.38,6.5,5.74,11.89,47.49,12.12,1.25,68.3,4.45,6.19,0.02,0.02,0.03,65.64,0.11,180.19,14.87,20.38
2022-12-10 21:00:00,2022-12-10 22:00:00,113.04,250.47,6.26,6.91,12.32,47.55,11.95,1.25,62.82,3.79,6.08,0.02,0.02,0.02,67.3,0.17,323.23,14.95,20.05
2022-12-10 22:00:00,2022-12-10 23:00:00,108.58,238.5,6.86,6.09,12.37,47.64,11.26,1.02,68.6,3.61,4.61,,0.01,0.02,69.45,0.21,341.52,14.95,19.72
2022-12-10 23:00:00,2022-12-11 00:00:00,104.62,227.88,5.69,4.92,10.8,47.5,10.48,0.81,67.32,2.81,2.44,,0.01,0.02,70.44,0.15,263.0,15.0,19.62
2022-12-11 00:00:00,2022-12-11 01:00:00,101.6,205.55,7.66,3.88,11.85,47.59,9.17,0.81,59.58,2.4,1.89,0.01,,0.02,71.53,0.11,189.91,14.98,19.31
2022-12-11 01:00:00,2022-12-11 02:00:00,96.27,195.03,8.01,2.93,11.63,47.63,9.37,0.74,78.7,2.14,1.57,,,0.02,71.89,0.13,178.27,14.94,19.0
2022-12-11 02:00:00,2022-12-11 03:00:00,94.86,195.33,8.02,2.75,11.54,47.76,8.38,0.74,64.73,2.01,1.54,,,0.02,75.41,0.13,272.56,14.74,18.46
2022-12-11 03:00:00,2022-12-11 04:00:00,92.75,192.2,7.91,2.88,11.52,47.73,8.1,0.73,60.63,2.0,1.56,,,0.02,76.98,0.19,332.83,14.85,18.15
2022-12-11 04:00:00,2022-12-11 05:00:00,83.37,188.61,8.32,3.03,11.93,47.76,6.83,0.71,43.61,1.9,1.5,,,0.02,79.56,0.17,311.73,14.93,17.87
2022-12-11 05:00:00,2022-12-11 06:00:00,84.95,186.17,8.2,3.53,12.1,47.66,6.29,0.72,33.71,2.05,1.76,,,0.02,81.88,0.1,63.96,14.87,17.63
2022-12-11 06:00:00,2022-12-11 07:00:00,88.74,189.57,8.28,3.9,12.36,47.54,7.11,0.94,35.05,2.32,2.06,,,0.02,81.23,0.1,173.79,29.91,18.05
2022-12-11 07:00:00,2022-12-11 08:00:00,99.67,201.44,10.52,3.46,13.96,47.55,6.88,1.06,27.18,3.7,4.1,0.01,,0.02,80.07,0.2,315.02,91.99,18.52
2022-12-11 08:00:00,2022-12-11 09:00:00,111.05,223.21,10.15,3.71,13.78,47.66,13.5,1.2,44.61,4.33,4.62,,0.01,0.02,67.04,0.27,323.28,306.04,21.6
2022-12-11 09:00:00,2022-12-11 10:00:00,126.97,240.38,9.55,4.92,13.94,47.68,17.13,1.17,82.88,4.41,5.52,0.01,0.01,0.02,51.55,0.31,341.54,452.58,24.51
2022-12-11 10:00:00,2022-12-11 11:00:00,121.37,241.96,7.86,5.06,12.64,47.58,20.45,1.13,120.36,3.11,3.3,0.02,0.02,0.02,43.72,0.29,175.47,443.07,26.07
2022-12-11 11:00:00,2022-12-11 12:00:00,118.56,233.6,7.34,4.92,12.14,47.68,20.46,1.14,151.99,3.04,3.42,0.02,0.02,0.02,41.73,0.33,337.3,133.74,26.75
2022-12-11 12:00:00,2022-12-11 13:00:00,115.78,226.4,7.46,4.83,12.19,47.72,20.01,1.1,171.24,3.2,2.87,0.02,0.02,0.02,40.45,0.26,336.06,104.83,27.51
2022-12-11 13:00:00,2022-12-11 14:00:00,125.28,226.09,7.76,5.52,12.81,47.52,17.5,1.12,167.47,3.09,3.02,0.02,0.02,0.02,36.55,0.24,254.35,82.6,28.18
2022-12-11 14:00:00,2022-12-11 15:00:00,120.43,226.13,7.69,5.43,12.69,47.59,15.27,1.08,152.99,2.4,2.27,0.02,0.01,0.02,34.41,0.2,253.68,65.76,28.38
2022-12-11 15:00:00,2022-12-11 16:00:00,110.91,219.12,7.65,4.08,11.95,47.67,13.86,0.99,156.0,2.3,2.12,0.02,0.02,0.02,36.5,0.1,124.7,55.93,28.02
2022-12-11 16:00:00,2022-12-11 17:00:00,107.77,215.33,8.25,8.63,14.86,47.14,13.12,1.55,85.9,2.6,3.49,0.02,0.01,0.02,41.24,0.12,180.25,26.02,26.43
2022-12-11 17:00:00,2022-12-11 18:00:00,118.11,235.61,8.9,8.88,15.52,47.72,11.35,2.67,43.66,5.64,9.68,0.02,0.03,0.03,51.19,0.05,163.33,14.67,23.92
2022-12-11 18:00:00,2022-12-11 19:00:00,135.22,280.3,9.84,8.79,16.23,47.78,9.93,2.51,33.09,8.05,16.51,0.03,0.04,0.03,62.8,0.05,176.03,14.59,22.07
2022-12-11 19:00:00,2022-12-11 20:00:00,146.1,303.86,12.79,9.1,18.79,47.73,8.38,2.5,23.82,8.69,19.84,0.03,0.05,0.03,70.97,0.04,172.25,14.5,20.93
2022-12-11 20:00:00,2022-12-11 21:00:00,146.79,293.99,11.28,6.66,16.27,48.05,6.89,2.07,33.57,6.61,14.29,0.03,0.03,0.03,76.31,0.1,26.97,14.57,19.89
2022-12-11 21:00:00,2022-12-11 22:00:00,145.63,283.52,9.71,6.68,15.01,47.66,5.87,1.76,17.29,7.48,17.39,0.03,0.04,0.03,78.54,0.12,27.72,14.55,19.0
2022-12-11 22:00:00,2022-12-11 23:00:00,138.79,262.74,8.82,4.89,13.33,47.63,5.69,1.06,47.88,4.52,9.46,0.02,0.02,0.02,75.54,0.11,349.3,14.56,18.62
2022-12-11 23:00:00,2022-12-12 00:00:00,121.93,230.53,9.03,2.62,12.29,47.63,5.69,0.81,61.47,2.82,4.36,0.01,0.01,0.02,72.08,0.19,333.7,14.62,18.2
2022-12-12 00:00:00,2022-12-12 01:00:00,117.25,192.12,8.73,3.02,12.26,47.8,5.03,0.82,56.71,0.0,0.0,,,,75.46,0.21,257.65,14.62,17.74
2022-12-12 01:00:00,2022-12-12 02:00:00,113.56,185.09,8.51,2.9,12.02,47.76,4.58,0.88,41.7,0.0,0.0,,,,82.25,0.2,182.64,14.61,17.05
2022-12-12 02:00:00,2022-12-12 03:00:00,110.12,182.06,8.28,2.49,11.61,47.68,4.56,0.8,48.37,0.0,0.0,,,,78.89,0.25,337.85,14.62,16.72
2022-12-12 03:00:00,2022-12-12 04:00:00,98.22,169.3,8.39,2.28,11.59,47.64,4.19,0.72,36.91,0.0,0.0,,,,80.77,0.18,347.23,14.63,16.2
2022-12-12 04:00:00,2022-12-12 05:00:00,87.76,162.41,8.5,2.36,11.73,47.6,3.55,0.68,23.91,0.0,0.0,,,,82.13,0.28,357.02,14.63,15.45
2022-12-12 05:00:00,2022-12-12 06:00:00,85.8,162.63,9.1,2.56,12.32,47.62,4.08,0.65,23.41,0.0,0.0,,,,79.69,0.12,265.61,14.67,15.14
2022-12-12 06:00:00,2022-12-12 07:00:00,78.84,164.68,8.99,2.5,12.2,47.56,4.47,0.67,28.1,0.0,0.0,,,,77.66,0.15,322.4,32.43,15.3
2022-12-12 07:00:00,2022-12-12 08:00:00,74.57,175.38,9.68,2.78,12.91,47.6,5.04,0.88,26.66,0.0,0.0,,,,74.28,0.26,315.91,88.49,16.3
2022-12-12 08:00:00,2022-12-12 09:00:00,87.88,182.91,10.32,3.31,13.71,47.69,8.37,1.11,41.28,0.38,0.38,,,,65.21,0.28,344.0,332.3,20.18
2022-12-12 09:00:00,2022-12-12 10:00:00,101.78,196.63,9.72,4.62,13.92,47.59,14.97,1.15,78.89,4.17,5.18,0.01,0.02,0.02,56.08,0.29,338.51,451.07,23.27
2022-12-12 10:00:00,2022-12-12 11:00:00,104.06,207.66,8.08,4.85,12.71,47.47,21.18,1.22,117.0,4.01,5.94,0.01,0.02,0.02,48.6,0.38,323.8,494.99,25.66
2022-12-12 11:00:00,2022-12-12 12:00:00,105.86,211.54,8.07,6.61,13.63,47.39,28.24,1.28,145.82,2.92,3.53,0.01,0.01,0.02,42.05,0.31,333.85,116.92,27.09
2022-12-12 12:00:00,2022-12-12 13:00:00,115.08,215.16,6.86,4.89,11.73,47.42,23.92,1.15,178.97,3.34,4.01,,,0.02,36.16,0.33,344.14,93.19,28.08
2022-12-12 13:00:00,2022-12-12 14:00:00,116.55,215.92,7.05,5.1,12.0,47.45,19.07,1.18,170.5,3.06,2.57,0.01,,0.02,33.94,0.27,258.5,72.74,28.56
2022-12-12 14:00:00,2022-12-12 15:00:00,110.64,211.42,7.47,5.8,12.72,47.87,16.32,1.23,152.72,3.42,4.03,,0.01,0.03,33.32,0.18,338.17,56.48,28.71
2022-12-12 15:00:00,2022-12-12 16:00:00,103.06,204.35,6.6,3.5,10.78,47.52,15.38,0.91,187.12,2.6,2.91,0.01,0.01,0.02,36.91,0.11,81.63,42.63,28.23
2022-12-12 16:00:00,2022-12-12 17:00:00,102.24,203.38,7.88,6.78,13.57,47.45,12.39,1.45,99.82,3.09,3.73,,0.01,0.02,44.34,0.05,85.53,45.86,26.42
2022-12-12 17:00:00,2022-12-12 18:00:00,105.8,226.16,9.74,8.9,16.2,47.5,9.84,2.21,40.46,6.82,12.49,0.01,0.03,0.02,56.59,0.13,119.38,34.21,23.85
2022-12-12 18:00:00,2022-12-12 19:00:00,116.73,272.23,12.96,8.87,18.8,47.81,9.05,2.91,17.32,10.78,23.26,0.03,0.04,0.03,65.28,0.06,152.74,33.53,22.21
2022-12-12 19:00:00,2022-12-12 20:00:00,130.48,303.89,8.13,7.63,14.23,47.47,7.63,2.16,27.67,7.83,19.06,0.03,0.03,0.03,71.2,0.09,141.87,32.12,21.04
2022-12-12 20:00:00,2022-12-12 21:00:00,138.39,302.16,9.99,6.65,15.22,47.67,5.85,2.84,6.75,9.54,22.56,0.03,0.04,0.03,77.48,0.1,111.58,30.52,20.05
2022-12-12 21:00:00,2022-12-12 22:00:00,154.22,317.34,9.43,5.44,14.11,47.63,5.35,1.6,24.85,10.0,22.15,0.03,0.04,0.03,74.76,0.14,257.93,30.26,19.47
2022-12-12 22:00:00,2022-12-12 23:00:00,138.88,294.44,8.78,4.29,12.97,47.59,4.98,0.96,35.3,4.11,8.16,0.01,0.02,0.02,71.76,0.11,293.92,29.99,18.98
2022-12-12 23:00:00,2022-12-13 00:00:00,120.91,232.83,7.71,3.33,11.59,47.54,3.97,0.74,32.02,2.46,3.79,,0.01,0.02,75.97,0.1,107.22,29.98,17.84
2022-12-13 00:00:00,2022-12-13 01:00:00,110.51,186.41,7.59,2.75,11.18,47.49,3.78,0.54,42.36,1.73,2.22,,,0.02,78.34,0.07,242.81,29.92,17.38
2022-12-13 01:00:00,2022-12-13 02:00:00,99.31,159.9,7.13,2.78,10.83,47.57,3.87,0.55,43.8,1.68,1.72,,,0.02,79.93,0.11,202.6,29.99,17.09
2022-12-13 02:00:00,2022-12-13 03:00:00,86.55,142.85,7.11,2.63,10.73,47.58,3.92,0.6,41.36,1.5,1.68,,,0.02,82.14,0.23,350.57,30.0,16.98
2022-12-13 03:00:00,2022-12-13 04:00:00,79.56,131.03,7.21,3.12,11.07,47.53,3.88,0.59,29.04,1.91,1.7,,,0.02,82.78,0.18,348.68,29.83,16.85
2022-12-13 04:00:00,2022-12-13 05:00:00,77.51,142.97,7.12,2.88,10.88,47.53,3.4,0.55,18.47,1.59,1.6,,,0.02,84.8,0.18,93.11,29.63,16.34
2022-12-13 05:00:00,2022-12-13 06:00:00,73.04,140.83,7.53,3.0,11.28,47.6,3.85,0.49,23.79,1.52,1.61,,,0.02,82.28,0.16,270.94,29.72,16.29
2022-12-13 06:00:00,2022-12-13 07:00:00,69.26,144.13,8.32,3.04,11.94,47.48,4.03,0.59,24.46,1.53,1.64,,,0.02,79.46,0.15,309.44,47.26,16.66
2022-12-13 07:00:00,2022-12-13 08:00:00,68.34,145.3,9.01,2.98,12.47,47.49,4.57,0.71,27.46,2.37,2.06,,,0.02,75.18,0.29,343.39,101.37,17.83
2022-12-13 08:00:00,2022-12-13 09:00:00,75.17,157.43,9.09,3.71,12.92,47.47,6.29,0.88,44.18,3.07,3.18,,0.01,0.02,62.81,0.31,330.16,381.77,22.28
2022-12-13 09:00:00,2022-12-13 10:00:00,73.65,164.09,7.76,4.47,12.25,47.49,17.07,0.99,79.26,2.83,6.07,0.01,0.01,0.02,48.53,0.37,340.1,536.75,25.85
2022-12-13 10:00:00,2022-12-13 11:00:00,68.86,168.51,6.54,5.66,11.89,47.25,28.89,1.01,99.08,2.58,5.21,,0.01,0.02,42.19,0.35,331.18,533.01,27.77
2022-12-13 11:00:00,2022-12-13 12:00:00,70.56,169.74,6.23,6.25,11.95,47.42,36.1,1.09,125.26,2.43,3.58,,,0.02,35.88,0.29,326.35,107.36,28.77
2022-12-13 12:00:00,2022-12-13 13:00:00,69.03,167.27,7.11,6.35,12.72,47.45,21.8,0.99,143.31,2.31,2.43,,,0.02,30.74,0.24,250.82,84.66,29.61
2022-12-13 13:00:00,2022-12-13 14:00:00,67.66,165.05,10.21,3.44,13.59,46.97,17.63,0.91,151.72,2.3,3.27,,,0.02,28.82,0.24,326.35,69.16,30.01
2022-12-13 14:00:00,2022-12-13 15:00:00,62.56,164.72,7.18,4.83,11.96,47.41,15.68,0.83,149.96,1.61,1.94,,0.01,0.02,27.84,0.26,260.83,56.67,30.05
2022-12-13 15:00:00,2022-12-13 16:00:00,56.72,153.33,7.19,5.21,12.18,47.46,15.66,1.0,137.06,1.79,2.56,,0.01,0.02,30.09,0.21,7.02,43.49,29.66
2022-12-13 16:00:00,2022-12-13 17:00:00,58.56,155.54,9.06,9.24,15.84,47.51,13.19,1.79,59.57,3.55,7.35,0.01,0.01,0.02,38.63,0.07,129.75,26.41,27.85
2022-12-13 17:00:00,2022-12-13 18:00:00,68.0,177.15,10.55,10.84,17.9,47.51,12.89,2.32,46.34,6.51,14.61,0.01,0.02,0.03,46.42,0.07,138.89,17.46,25.66
2022-12-13 18:00:00,2022-12-13 19:00:00,86.21,211.97,13.78,8.27,19.16,47.52,9.94,3.31,10.14,10.9,26.66,0.04,0.05,0.03,58.0,0.07,80.95,17.24,23.8
2022-12-13 19:00:00,2022-12-13 20:00:00,108.8,249.71,10.13,7.04,15.55,47.59,8.61,2.27,20.3,8.54,22.6,0.03,0.04,0.03,63.6,0.08,71.17,17.07,22.48
2022-12-13 20:00:00,2022-12-13 21:00:00,94.78,244.58,10.08,6.71,15.32,47.6,6.88,1.75,16.85,8.38,22.12,0.03,0.04,0.03,66.46,0.09,37.16,16.95,21.52
2022-12-13 21:00:00,2022-12-13 22:00:00,93.72,228.61,9.11,5.49,13.88,47.59,5.43,1.23,28.79,5.61,15.27,0.02,0.03,0.03,64.47,0.1,216.99,16.88,20.79
2022-12-13 22:00:00,2022-12-13 23:00:00,80.84,194.95,9.84,5.11,14.27,47.59,4.69,1.02,16.89,2.79,7.84,0.01,0.02,0.03,67.4,0.07,142.92,16.9,20.0
2022-12-13 23:00:00,2022-12-14 00:00:00,68.97,170.82,8.46,3.72,12.41,47.67,4.18,0.76,22.88,3.37,7.19,0.01,0.01,0.02,74.78,0.14,174.25,16.87,19.06
2022-12-14 00:00:00,2022-12-14 01:00:00,66.24,162.23,8.28,3.25,12.01,47.7,4.01,0.61,35.87,2.22,3.83,0.01,0.01,0.02,72.1,0.14,182.71,16.79,18.86
2022-12-14 01:00:00,2022-12-14 02:00:00,67.92,136.95,7.84,2.16,11.07,47.6,3.99,0.53,45.14,1.12,2.09,,,0.02,70.17,0.11,139.91,16.7,18.53
2022-12-14 02:00:00,2022-12-14 03:00:00,57.12,116.63,7.5,2.95,11.22,47.52,3.68,0.57,29.6,1.02,1.98,,,0.02,77.27,0.1,91.8,16.59,17.83
2022-12-14 03:00:00,2022-12-14 04:00:00,45.87,117.38,7.62,2.58,11.12,47.5,3.8,0.51,33.56,1.08,2.26,,,0.02,76.6,0.14,103.67,16.5,17.68
2022-12-14 04:00:00,2022-12-14 05:00:00,48.05,112.54,7.88,2.46,11.27,47.49,3.66,0.53,24.21,0.87,1.75,,,0.02,77.97,0.13,310.19,16.52,17.18
2022-12-14 05:00:00,2022-12-14 06:00:00,46.72,109.13,8.54,2.73,11.95,47.51,4.43,0.58,18.77,1.06,1.94,,,0.02,77.57,0.25,230.18,16.61,16.88
2022-12-14 06:00:00,2022-12-14 07:00:00,52.1,117.76,8.89,2.81,12.28,47.53,5.48,0.71,18.5,1.3,2.08,,0.01,0.02,76.27,0.23,176.48,31.55,17.12
2022-12-14 07:00:00,2022-12-14 08:00:00,58.4,127.28,9.83,3.28,13.29,47.44,6.96,0.85,27.09,2.09,2.54,,,0.02,68.4,0.16,198.75,76.5,19.15
2022-12-14 08:00:00,2022-12-14 09:00:00,68.41,148.72,9.97,3.44,13.5,47.58,11.44,1.03,41.1,2.59,5.06,0.01,,0.02,54.39,0.23,327.35,379.61,23.4
2022-12-14 09:00:00,2022-12-14 10:00:00,73.8,163.53,8.77,3.73,12.67,47.62,17.62,0.92,92.05,2.73,4.52,,,0.02,38.59,0.48,346.61,568.44,26.47
2022-12-14 10:00:00,2022-12-14 11:00:00,78.62,169.55,7.06,3.92,11.39,47.39,17.95,0.88,117.08,1.66,2.01,,0.01,0.02,30.46,0.65,344.48,565.85,27.41
2022-12-14 11:00:00,2022-12-14 12:00:00,72.44,166.36,6.09,4.3,10.8,47.39,16.66,0.92,124.35,1.1,1.05,,0.01,0.02,29.83,0.55,336.08,90.12,27.58
2022-12-14 12:00:00,2022-12-14 13:00:00,,,,,,,,,,,,,,,,,,,
2022-12-14 13:00:00,2022-12-14 14:00:00,,,,,,,,,,,,,,,,,,,
2022-12-14 14:00:00,2022-12-14 15:00:00,50.78,126.75,7.93,5.25,12.8,47.25,15.66,1.09,123.93,1.38,1.53,0.01,0.01,0.03,25.39,0.28,332.2,45.96,29.27
2022-12-14 15:00:00,2022-12-14 16:00:00,50.19,125.88,8.13,4.75,12.7,47.44,12.95,1.0,118.58,1.45,1.5,,0.01,0.03,24.38,0.27,168.33,38.69,28.99
2022-12-14 16:00:00,2022-12-14 17:00:00,51.72,127.97,7.79,5.81,12.97,47.62,14.08,1.42,94.87,1.84,2.1,,0.01,0.02,31.08,0.13,269.13,22.3,27.27
2022-12-14 17:00:00,2022-12-14 18:00:00,61.62,151.41,10.63,8.26,16.59,47.81,11.54,2.72,30.7,4.81,6.18,,0.02,0.03,36.94,0.17,302.88,13.68,25.19
2022-12-14 18:00:00,2022-12-14 19:00:00,73.28,194.98,13.21,7.54,18.31,47.79,10.9,2.5,31.57,7.6,14.46,0.02,0.03,0.03,46.23,0.05,200.8,13.36,23.04
2022-12-14 19:00:00,2022-12-14 20:00:00,83.38,219.82,10.74,7.12,16.08,47.53,10.63,2.3,27.94,7.75,13.97,0.02,0.04,0.03,52.34,0.07,326.07,13.23,22.0
2022-12-14 20:00:00,2022-12-14 21:00:00,86.97,217.63,7.96,5.51,12.96,47.46,9.67,1.79,23.99,5.39,11.41,0.02,0.03,0.03,61.76,0.11,173.19,13.31,20.88
2022-12-14 21:00:00,2022-12-14 22:00:00,88.54,216.0,11.44,5.23,15.64,47.52,7.25,2.61,7.18,8.06,18.09,0.03,0.04,0.03,69.8,0.11,241.29,13.33,19.64
2022-12-14 22:00:00,2022-12-14 23:00:00,108.14,235.52,10.93,4.52,14.84,47.57,7.82,1.72,6.31,7.97,17.46,0.03,0.04,0.03,73.09,0.11,98.76,13.19,18.82
2022-12-14 23:00:00,2022-12-15 00:00:00,113.92,242.07,9.09,3.04,12.56,47.56,5.53,0.83,36.67,4.85,7.52,0.02,0.02,0.02,68.0,0.21,347.72,13.36,18.64
2022-12-15 00:00:00,2022-12-15 01:00:00,91.09,204.59,7.7,2.68,11.24,47.58,5.18,0.53,45.64,1.55,2.1,,,0.02,68.69,0.3,335.5,13.4,18.02
2022-12-15 01:00:00,2022-12-15 02:00:00,75.98,160.02,7.62,2.81,11.25,47.57,4.32,0.51,40.66,1.31,1.68,,,0.02,71.41,0.29,334.16,13.44,17.52
2022-12-15 02:00:00,2022-12-15 03:00:00,61.38,127.42,7.63,2.56,11.12,47.47,4.05,0.5,38.54,1.16,1.47,,,0.02,71.06,0.3,331.81,13.29,17.22
2022-12-15 03:00:00,2022-12-15 04:00:00,57.34,106.07,7.24,2.74,10.9,47.48,4.01,0.44,34.66,0.96,1.4,,,0.02,73.84,0.23,319.49,13.32,16.85
2022-12-15 04:00:00,2022-12-15 05:00:00,55.21,100.89,7.21,2.54,10.77,47.46,4.09,0.43,37.6,0.9,1.42,,,0.02,73.87,0.16,191.69,13.14,16.55
2022-12-15 05:00:00,2022-12-15 06:00:00,52.18,100.84,7.7,3.04,11.44,47.5,5.28,0.41,38.13,0.64,1.16,,,0.02,70.87,0.21,341.27,13.32,16.57
2022-12-15 06:00:00,2022-12-15 07:00:00,50.61,112.91,8.56,2.92,12.07,47.44,5.03,0.63,20.28,1.33,1.63,,,0.02,76.1,0.17,316.55,29.3,15.94
2022-12-15 07:00:00,2022-12-15 08:00:00,56.12,122.44,9.79,3.45,13.35,47.27,8.04,0.81,27.45,2.09,2.16,,,0.02,67.39,0.23,327.37,78.81,17.57
2022-12-15 08:00:00,2022-12-15 09:00:00,65.18,152.26,8.87,3.49,12.62,47.53,12.7,0.83,51.26,2.5,3.49,,0.01,0.02,52.69,0.27,340.81,355.5,21.5
2022-12-15 09:00:00,2022-12-15 10:00:00,69.84,164.84,7.92,3.46,11.83,47.47,21.44,0.84,91.17,1.86,2.08,0.01,,0.02,36.97,0.3,93.83,533.25,24.51
2022-12-15 10:00:00,2022-12-15 11:00:00,65.5,168.68,7.87,4.79,12.5,47.36,20.5,1.02,100.43,2.55,2.44,,,0.02,32.38,0.25,262.96,536.65,25.97
2022-12-15 11:00:00,2022-12-15 12:00:00,65.96,158.56,6.36,4.58,11.16,47.37,17.89,0.77,119.07,1.96,1.9,,0.01,0.02,29.53,0.38,342.36,99.22,26.34
2022-12-15 12:00:00,2022-12-15 13:00:00,62.38,149.78,6.29,4.19,10.9,47.46,19.36,0.8,130.7,1.35,1.17,,0.01,0.02,29.83,0.28,256.09,78.12,26.9
2022-12-15 13:00:00,2022-12-15 14:00:00,63.09,142.38,9.86,3.04,13.2,47.78,,0.86,142.58,1.3,1.05,,,0.02,28.22,0.3,324.26,64.53,27.38
2022-12-15 14:00:00,2022-12-15 15:00:00,53.3,143.47,11.38,1.78,13.75,47.85,18.28,0.84,149.8,1.11,0.95,,,0.02,28.21,0.27,263.47,53.33,27.47
2022-12-15 15:00:00,2022-12-15 16:00:00,52.59,137.32,13.06,1.63,15.04,47.93,16.23,0.74,137.13,1.21,1.27,,,0.02,29.7,0.22,94.8,40.18,27.2
2022-12-15 16:00:00,2022-12-15 17:00:00,55.96,134.64,11.67,1.77,13.98,47.8,15.13,0.85,118.81,1.22,1.56,,,0.02,35.76,0.06,140.55,22.07,25.77
2022-12-15 17:00:00,2022-12-15 18:00:00,58.41,148.01,11.41,3.36,14.62,47.72,11.94,0.99,62.45,2.68,5.04,,0.01,0.03,45.34,0.13,72.91,13.06,23.41
2022-12-15 18:00:00,2022-12-15 19:00:00,69.38,186.19,14.72,4.17,17.74,47.74,8.9,2.36,14.82,5.56,21.68,0.02,0.03,0.03,57.97,0.12,220.45,13.0,21.58
2022-12-15 19:00:00,2022-12-15 20:00:00,93.46,243.07,11.98,3.55,15.19,47.67,9.09,1.58,37.46,6.63,35.8,0.03,0.04,0.03,64.17,0.12,236.11,12.87,20.56
2022-12-15 20:00:00,2022-12-15 21:00:00,94.28,241.99,12.62,3.46,15.66,47.6,5.93,1.8,19.81,4.75,13.09,0.02,0.02,0.02,69.23,0.1,126.65,12.84,19.75
2022-12-15 21:00:00,2022-12-15 22:00:00,94.78,231.43,13.09,3.08,15.84,47.68,4.91,1.94,3.71,7.91,21.89,0.02,0.03,0.03,76.41,0.11,303.75,12.87,18.72
2022-12-15 22:00:00,2022-12-15 23:00:00,107.21,249.47,12.14,2.45,14.73,47.73,4.34,1.1,14.89,5.64,14.18,0.02,0.03,0.03,78.8,0.11,160.4,12.76,17.73
2022-12-15 23:00:00,2022-12-16 00:00:00,96.52,230.78,11.38,1.26,13.48,47.74,4.76,0.58,49.6,3.01,4.37,0.01,0.01,0.02,75.02,0.21,256.72,12.77,17.46
