From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C)
2022-12-14 12:00:00,2022-12-14 13:00:00,58.92,94.67,7.19,8.91,14.14,43.8,25.66,0.79,113.6,7.67,123.98,5.5,10.88,1.0,34.2,1.21,183.42,630.38,29.29
2022-12-14 13:00:00,2022-12-14 14:00:00,51.36,86.02,6.44,7.12,12.58,44.41,19.67,0.7,125.62,6.99,121.03,5.44,10.84,1.03,34.47,0.93,304.61,537.95,29.95
2022-12-14 14:00:00,2022-12-14 15:00:00,44.5,83.37,6.16,8.18,12.91,44.26,28.7,0.73,118.15,5.8,110.6,4.84,9.86,0.96,35.64,1.01,331.06,393.89,30.08
2022-12-14 15:00:00,2022-12-14 16:00:00,43.34,82.49,4.84,9.45,12.52,44.47,25.46,0.85,104.53,5.21,107.61,4.78,9.75,0.93,36.7,1.16,102.48,205.63,29.66
2022-12-14 16:00:00,2022-12-14 17:00:00,41.7,84.79,7.96,13.66,17.29,42.59,14.26,1.06,55.8,5.3,113.28,5.26,10.88,1.1,39.8,1.06,107.7,49.52,27.42
2022-12-14 17:00:00,2022-12-14 18:00:00,37.87,91.57,5.86,10.73,14.03,43.86,9.11,0.82,51.15,5.6,120.62,6.02,12.15,1.0,45.59,0.64,235.74,1.73,24.44
2022-12-14 18:00:00,2022-12-14 19:00:00,40.22,90.72,6.81,13.06,16.04,43.02,8.2,1.17,11.42,6.14,119.85,6.33,12.63,0.96,57.88,0.67,234.12,1.35,22.26
2022-12-14 19:00:00,2022-12-14 20:00:00,45.85,103.06,11.4,15.74,21.2,41.01,8.45,1.54,2.73,7.84,114.18,6.37,13.15,0.86,64.34,0.49,218.02,1.04,21.12
2022-12-14 20:00:00,2022-12-14 21:00:00,60.19,130.72,6.79,13.12,16.05,43.05,7.13,1.21,2.25,10.32,97.11,5.55,13.24,0.68,68.85,0.6,226.76,1.07,20.12
2022-12-14 21:00:00,2022-12-14 22:00:00,60.07,125.56,5.82,13.45,15.5,43.24,6.22,1.12,0.66,10.23,103.43,5.65,13.02,0.7,72.55,0.76,241.13,1.02,19.42
2022-12-14 22:00:00,2022-12-14 23:00:00,54.83,124.37,5.6,12.88,14.96,43.44,5.79,1.06,0.36,9.86,110.5,5.67,12.58,0.67,76.31,0.51,257.72,0.93,18.73
2022-12-14 23:00:00,2022-12-15 00:00:00,54.85,118.53,8.25,13.96,17.69,42.41,5.37,0.88,0.1,9.31,115.36,5.49,11.96,0.67,79.61,0.39,237.83,0.98,17.89
2022-12-15 00:00:00,2022-12-15 01:00:00,49.0,113.83,6.68,13.21,16.01,43.09,6.66,0.79,0.3,8.4,118.83,5.24,11.19,0.67,78.67,0.62,243.31,1.0,17.78
2022-12-15 01:00:00,2022-12-15 02:00:00,39.48,107.97,5.67,12.86,15.01,43.51,7.82,0.75,0.23,7.49,120.22,4.92,10.34,0.67,79.21,0.41,248.62,0.96,17.36
2022-12-15 02:00:00,2022-12-15 03:00:00,37.68,99.1,6.13,12.04,14.94,43.53,7.13,0.73,0.14,6.62,121.11,4.65,9.57,0.67,79.76,0.55,255.35,1.0,17.16
2022-12-15 03:00:00,2022-12-15 04:00:00,39.96,90.54,6.65,12.69,15.72,43.19,5.92,0.74,0.11,5.93,121.23,4.43,9.02,0.69,79.94,0.42,139.99,0.98,17.06
2022-12-15 04:00:00,2022-12-15 05:00:00,43.09,82.7,6.45,11.88,15.12,43.43,5.81,0.72,0.34,5.48,122.77,4.35,8.72,0.71,81.38,0.46,208.06,1.01,16.48
2022-12-15 05:00:00,2022-12-15 06:00:00,44.48,80.46,8.87,12.54,17.44,42.46,6.9,0.98,1.71,6.15,123.19,4.27,8.55,0.73,84.29,0.61,200.93,0.89,16.08
2022-12-15 06:00:00,2022-12-15 07:00:00,46.12,86.01,4.7,10.36,12.89,44.26,6.67,0.82,3.87,7.25,123.44,4.28,8.6,0.71,80.49,0.7,238.64,28.98,16.7
2022-12-15 07:00:00,2022-12-15 08:00:00,48.34,90.58,6.98,12.26,15.75,43.15,16.31,0.98,12.09,7.12,122.66,4.27,8.74,0.74,65.51,0.31,269.18,197.11,21.13
2022-12-15 08:00:00,2022-12-15 09:00:00,56.73,98.06,6.62,11.15,14.88,43.52,44.74,0.89,58.52,7.39,125.72,4.51,9.22,0.74,43.69,0.55,85.24,384.05,25.05
2022-12-15 09:00:00,2022-12-15 10:00:00,55.13,92.82,4.89,8.48,12.04,44.64,29.82,0.88,97.1,7.34,131.48,5.04,10.07,0.92,37.91,0.6,53.16,519.08,25.88
2022-12-15 10:00:00,2022-12-15 11:00:00,51.2,90.33,4.0,6.22,10.12,45.14,25.24,0.78,115.05,6.94,128.51,5.16,10.29,0.92,34.11,0.53,184.47,617.12,27.26
2022-12-15 11:00:00,2022-12-15 12:00:00,51.36,85.23,4.17,6.74,10.54,45.14,24.5,0.72,121.08,6.25,120.82,5.02,10.01,0.91,30.18,0.49,282.81,653.46,28.16
2022-12-15 12:00:00,2022-12-15 13:00:00,7.0,20.0,5.56,8.39,12.54,44.49,25.24,0.76,121.95,,,,,,30.38,0.89,182.79,625.4,28.77
2022-12-15 13:00:00,2022-12-15 14:00:00,21.01,42.67,6.29,7.96,12.9,44.26,28.49,0.72,130.58,,,,,,32.25,0.95,318.96,533.32,29.32
2022-12-15 14:00:00,2022-12-15 15:00:00,29.85,60.56,6.07,8.28,12.89,44.21,26.55,0.74,125.25,,,,,,34.85,1.44,344.14,394.83,29.12
2022-12-15 15:00:00,2022-12-15 16:00:00,28.55,65.93,6.9,6.66,12.71,44.33,15.19,0.66,112.35,0.0,32.13,6.9,9.49,7.83,38.46,1.34,263.93,222.24,29.09
2022-12-15 16:00:00,2022-12-15 17:00:00,32.36,66.3,6.9,6.89,12.84,44.34,14.03,0.64,92.43,0.0,13.9,0.53,0.97,1.04,42.58,1.12,306.8,53.96,26.94
2022-12-15 17:00:00,2022-12-15 18:00:00,33.62,64.13,6.78,7.38,13.0,44.24,11.53,0.74,63.79,8.46,54.51,2.22,4.01,3.75,51.66,0.49,240.96,1.71,24.04
2022-12-15 18:00:00,2022-12-15 19:00:00,31.37,78.23,8.41,13.83,17.75,42.41,14.09,1.35,15.12,12.93,74.65,3.45,7.02,5.38,58.75,0.6,148.98,1.11,22.36
2022-12-15 19:00:00,2022-12-15 20:00:00,44.65,100.57,8.96,13.68,18.12,42.27,7.83,0.9,4.14,11.85,90.05,4.47,9.34,6.5,68.59,0.81,246.21,1.03,20.28
2022-12-15 20:00:00,2022-12-15 21:00:00,54.94,120.3,13.17,14.8,22.13,40.69,7.12,1.04,0.45,9.69,99.35,4.62,9.31,6.47,73.69,0.82,245.55,0.96,19.39
2022-12-15 21:00:00,2022-12-15 22:00:00,57.68,125.02,11.09,14.74,20.41,41.34,7.62,1.01,0.92,8.44,106.0,4.69,9.39,6.56,75.87,0.47,265.12,0.93,18.89
2022-12-15 22:00:00,2022-12-15 23:00:00,62.71,121.03,9.85,14.13,19.08,41.87,6.32,0.92,2.25,8.07,112.28,4.76,9.37,6.59,79.25,0.53,254.9,0.95,18.05
2022-12-15 23:00:00,2022-12-16 00:00:00,54.95,116.12,15.26,15.97,24.46,39.75,6.53,1.02,2.91,7.62,117.38,4.69,9.31,6.61,80.17,0.54,87.89,0.68,17.85
2022-12-16 00:00:00,2022-12-16 01:00:00,53.95,110.97,12.12,13.97,20.85,41.19,5.16,0.95,2.57,7.76,121.47,4.76,9.44,6.68,82.65,0.48,241.2,0.9,17.15
2022-12-16 01:00:00,2022-12-16 02:00:00,62.19,106.48,14.08,15.31,23.14,40.27,4.86,0.91,2.37,7.43,124.13,4.67,9.31,6.62,83.06,0.46,110.31,0.72,17.03
2022-12-16 02:00:00,2022-12-16 03:00:00,63.25,100.89,13.61,13.84,21.98,40.72,4.41,0.94,2.48,7.28,125.25,4.59,9.21,6.55,84.59,0.39,165.24,0.85,16.45
2022-12-16 03:00:00,2022-12-16 04:00:00,51.76,94.59,13.07,14.14,21.7,40.83,3.85,0.88,2.37,7.1,125.11,4.45,8.93,6.37,86.06,0.61,170.45,0.78,16.07
2022-12-16 04:00:00,2022-12-16 05:00:00,47.5,90.56,11.5,12.65,19.64,41.62,3.84,0.85,2.36,6.76,125.55,4.35,8.78,6.32,87.13,0.41,164.86,0.77,15.78
2022-12-16 05:00:00,2022-12-16 06:00:00,48.26,89.58,11.48,12.29,19.43,41.74,3.79,0.85,2.4,6.49,124.49,4.14,8.24,6.03,88.06,0.59,234.09,0.9,15.49
2022-12-16 06:00:00,2022-12-16 07:00:00,50.56,92.0,11.03,12.61,19.23,41.81,4.95,1.01,4.07,6.96,123.33,3.93,7.84,5.75,86.92,0.65,208.29,27.7,15.88
2022-12-16 07:00:00,2022-12-16 08:00:00,59.33,97.75,10.58,14.17,19.7,41.58,9.66,1.19,14.74,8.25,120.17,3.79,7.6,5.55,76.11,0.53,155.76,192.17,19.11
2022-12-16 08:00:00,2022-12-16 09:00:00,67.0,108.27,9.35,13.5,18.34,42.16,25.73,1.2,53.33,9.21,121.6,4.04,8.22,5.88,61.26,1.07,53.34,373.21,22.98
2022-12-16 09:00:00,2022-12-16 10:00:00,73.87,120.64,5.59,11.03,13.97,43.87,37.21,1.04,103.21,9.89,126.37,4.47,8.89,6.33,46.23,1.34,30.98,514.91,24.7
2022-12-16 10:00:00,2022-12-16 11:00:00,74.72,125.34,8.13,10.08,15.53,43.27,32.21,0.9,110.11,9.74,126.42,4.74,9.35,6.65,41.91,1.17,167.77,613.63,25.74
2022-12-16 11:00:00,2022-12-16 12:00:00,65.22,117.75,11.2,9.82,17.89,42.39,21.48,0.84,116.09,8.8,121.82,4.76,9.21,6.63,41.22,0.99,251.89,659.72,26.53
2022-12-16 12:00:00,2022-12-16 13:00:00,59.46,106.44,8.11,8.04,14.43,43.67,18.27,0.78,127.65,7.75,117.06,4.63,8.84,6.5,39.9,1.0,336.44,640.78,27.42
2022-12-16 13:00:00,2022-12-16 14:00:00,55.78,95.49,6.86,7.42,13.08,44.2,17.64,0.71,119.22,6.63,112.75,4.43,8.38,6.25,38.35,1.48,297.58,563.56,28.51
2022-12-16 14:00:00,2022-12-16 15:00:00,47.38,81.48,3.92,6.03,9.96,45.29,14.38,0.66,103.61,4.37,81.85,3.04,5.97,4.63,37.18,2.21,254.17,436.54,28.53
2022-12-16 15:00:00,2022-12-16 16:00:00,42.32,76.78,4.72,6.05,10.61,45.2,12.15,0.65,98.75,2.79,42.86,1.4,2.68,2.6,34.69,1.68,262.69,273.93,28.07
2022-12-16 16:00:00,2022-12-16 17:00:00,39.61,76.01,5.86,6.65,11.87,44.7,14.01,0.7,97.81,2.48,42.29,1.39,2.54,2.59,38.85,1.05,282.19,68.11,26.13
2022-12-16 17:00:00,2022-12-16 18:00:00,33.51,66.58,5.91,7.76,12.49,44.47,10.93,0.82,74.86,3.43,46.83,1.88,4.61,3.77,50.68,0.53,279.54,1.6,22.52
2022-12-16 18:00:00,2022-12-16 19:00:00,32.32,61.38,5.47,9.89,13.26,44.14,9.83,0.93,31.98,5.38,53.63,2.52,7.56,5.21,64.57,0.62,249.68,0.87,19.68
2022-12-16 19:00:00,2022-12-16 20:00:00,33.4,66.97,6.1,11.85,14.82,43.56,9.22,1.19,28.95,7.75,40.51,1.91,6.12,4.07,66.82,0.55,204.01,0.59,19.19
2022-12-16 20:00:00,2022-12-16 21:00:00,47.96,85.79,8.85,11.16,16.68,42.81,7.98,1.41,16.78,9.62,47.68,2.1,6.73,4.33,74.63,0.56,269.12,0.76,17.47
2022-12-16 21:00:00,2022-12-16 22:00:00,63.24,111.65,9.36,13.84,18.52,42.07,7.17,1.32,6.12,11.36,67.75,3.01,8.88,5.62,78.84,0.73,237.56,0.75,16.58
2022-12-16 22:00:00,2022-12-16 23:00:00,69.72,125.18,9.73,12.31,18.02,42.28,7.38,1.33,8.46,12.28,79.84,3.27,8.96,5.75,81.02,0.6,125.49,0.58,16.05
2022-12-16 23:00:00,2022-12-17 00:00:00,76.66,125.67,10.49,13.74,19.86,41.57,6.36,1.2,11.08,12.62,90.4,3.42,8.89,5.77,82.86,0.3,133.52,0.62,15.7
2022-12-17 00:00:00,2022-12-17 01:00:00,75.94,120.39,12.57,13.44,20.92,41.12,5.57,1.12,14.03,12.48,97.89,3.56,8.73,5.74,86.09,0.47,265.56,0.66,14.84
2022-12-17 01:00:00,2022-12-17 02:00:00,72.6,120.63,14.74,14.86,23.44,40.12,5.32,1.06,13.81,12.07,102.62,3.45,8.19,5.55,86.9,0.46,106.85,0.71,14.61
2022-12-17 02:00:00,2022-12-17 03:00:00,72.05,119.92,9.19,13.09,17.99,42.28,4.44,1.02,13.88,11.58,105.43,3.31,7.59,5.28,87.67,0.45,193.13,0.85,14.02
2022-12-17 03:00:00,2022-12-17 04:00:00,67.43,109.95,9.49,13.0,18.18,42.22,4.29,1.0,13.47,10.93,106.61,3.18,7.1,5.06,87.94,0.63,203.73,0.89,13.86
2022-12-17 04:00:00,2022-12-17 05:00:00,56.89,104.0,10.58,12.94,19.04,41.91,4.33,0.95,13.27,10.15,106.58,3.02,6.63,4.87,88.73,0.41,208.52,0.74,13.31
2022-12-17 05:00:00,2022-12-17 06:00:00,52.15,102.36,11.69,13.32,20.15,41.5,4.55,1.01,14.14,9.23,105.87,2.77,5.97,4.49,89.43,0.6,136.97,0.9,13.14
2022-12-17 06:00:00,2022-12-17 07:00:00,54.95,98.7,11.58,13.05,19.91,41.54,5.92,1.14,15.71,9.0,105.1,2.7,5.77,4.37,89.44,0.37,278.88,26.3,13.01
2022-12-17 07:00:00,2022-12-17 08:00:00,61.48,111.98,10.97,14.7,20.3,41.34,9.45,1.28,18.12,9.97,104.74,2.79,6.1,4.54,70.52,0.21,150.6,207.19,18.26
2022-12-17 08:00:00,2022-12-17 09:00:00,71.16,131.57,6.32,13.97,16.12,43.05,32.47,1.22,73.69,10.75,106.53,3.04,6.77,4.92,57.25,1.2,29.04,409.37,21.06
2022-12-17 09:00:00,2022-12-17 10:00:00,75.31,133.44,5.96,11.45,14.5,43.73,28.09,1.1,130.83,10.96,109.68,3.47,7.79,5.46,45.71,1.12,29.24,544.84,22.52
2022-12-17 10:00:00,2022-12-17 11:00:00,74.31,127.55,5.8,8.88,12.99,44.27,20.5,1.01,145.66,10.47,111.01,3.69,8.25,5.77,42.4,0.99,45.03,641.59,23.75
2022-12-17 11:00:00,2022-12-17 12:00:00,71.31,121.58,5.26,9.05,12.64,44.4,18.81,0.98,151.64,9.75,111.62,3.83,8.49,5.95,39.09,0.85,39.59,679.05,25.13
2022-12-17 12:00:00,2022-12-17 13:00:00,61.4,113.95,6.68,8.24,13.36,44.1,21.65,0.9,163.88,8.97,104.38,4.01,8.85,6.2,34.91,0.97,255.93,655.46,26.13
2022-12-17 13:00:00,2022-12-17 14:00:00,59.63,109.52,7.73,9.11,14.69,43.59,27.44,0.91,164.52,7.65,89.57,3.52,7.95,5.74,31.59,0.84,165.98,564.03,27.03
2022-12-17 14:00:00,2022-12-17 15:00:00,64.27,106.51,7.52,9.32,14.62,43.67,18.8,0.91,153.96,8.21,86.68,3.43,7.69,5.75,30.45,1.25,13.18,423.1,27.56
2022-12-17 15:00:00,2022-12-17 16:00:00,54.3,103.15,8.04,9.82,15.31,43.35,22.96,0.73,151.37,7.45,81.14,3.17,7.28,5.46,31.89,1.04,16.9,231.82,27.12
2022-12-17 16:00:00,2022-12-17 17:00:00,51.33,109.58,8.2,13.7,17.51,42.47,17.47,0.95,109.99,7.11,88.25,3.64,8.18,5.99,37.96,0.97,118.94,48.81,24.88
2022-12-17 17:00:00,2022-12-17 18:00:00,53.75,101.15,7.26,10.69,15.14,43.34,11.02,0.86,17.19,7.94,94.77,4.2,9.76,6.67,54.28,0.61,239.63,1.83,21.19
2022-12-17 18:00:00,2022-12-17 19:00:00,56.56,120.61,9.81,15.95,20.02,41.47,9.73,1.06,4.5,8.59,91.65,4.32,9.89,6.5,65.79,0.61,236.61,0.85,18.87
2022-12-17 19:00:00,2022-12-17 20:00:00,63.12,146.1,13.9,16.35,23.55,40.07,9.36,1.39,4.5,9.86,98.09,4.8,10.15,6.63,73.81,0.85,246.61,0.72,17.14
2022-12-17 20:00:00,2022-12-17 21:00:00,71.54,160.33,11.56,16.18,21.56,40.88,7.84,1.09,4.5,11.83,99.44,4.94,10.3,6.64,75.61,0.92,246.23,0.59,16.19
2022-12-17 21:00:00,2022-12-17 22:00:00,81.53,167.47,10.19,14.84,19.74,41.59,6.64,0.98,4.5,11.93,98.62,4.5,9.56,6.23,78.29,0.56,227.5,0.6,15.38
2022-12-17 22:00:00,2022-12-17 23:00:00,83.99,160.25,10.02,13.54,18.91,41.98,5.67,0.85,4.5,11.5,100.94,4.24,9.13,6.04,80.59,0.75,247.91,0.67,14.67
2022-12-17 23:00:00,2022-12-18 00:00:00,77.94,143.67,9.61,11.96,17.73,42.43,5.05,0.83,4.5,10.6,101.05,3.87,8.46,5.72,80.93,0.76,247.33,0.52,14.48
2022-12-18 00:00:00,2022-12-18 01:00:00,78.14,130.43,10.18,12.5,18.48,42.12,5.02,0.69,4.5,9.62,100.25,3.54,7.88,5.41,81.55,0.62,254.18,0.58,14.0
2022-12-18 01:00:00,2022-12-18 02:00:00,78.15,117.92,9.27,12.55,17.77,42.37,4.61,0.7,4.5,8.71,100.12,3.29,7.3,5.17,83.62,0.72,90.14,0.55,13.49
2022-12-18 02:00:00,2022-12-18 03:00:00,73.52,106.67,11.74,12.94,19.98,41.54,3.98,0.75,4.5,8.13,100.27,3.1,6.93,5.02,87.18,0.54,187.95,0.7,12.79
2022-12-18 03:00:00,2022-12-18 04:00:00,70.15,101.1,10.49,11.19,18.04,42.34,3.8,0.7,4.5,7.75,99.08,2.92,6.52,4.78,86.34,0.59,235.66,0.82,12.93
2022-12-18 04:00:00,2022-12-18 05:00:00,68.71,95.11,8.22,9.58,15.34,43.37,4.25,0.66,4.5,7.3,97.49,2.77,6.18,4.61,85.94,0.82,248.47,0.66,12.73
2022-12-18 05:00:00,2022-12-18 06:00:00,65.22,89.74,9.71,9.24,16.36,42.94,5.74,0.68,4.5,6.83,94.95,2.66,5.92,4.46,85.3,0.66,244.07,0.71,12.74
2022-12-18 06:00:00,2022-12-18 07:00:00,67.05,88.97,8.7,8.99,15.41,43.33,6.63,0.76,4.5,6.64,93.0,2.56,5.56,4.27,83.24,0.55,207.01,28.83,13.46
2022-12-18 07:00:00,2022-12-18 08:00:00,73.0,101.96,9.01,10.33,16.38,42.97,15.84,0.92,4.5,7.05,92.14,2.56,5.46,4.15,66.38,0.46,239.97,177.4,17.84
2022-12-18 08:00:00,2022-12-18 09:00:00,80.07,116.56,9.77,10.16,16.9,42.77,27.15,0.78,40.7,7.5,92.91,2.64,5.58,4.22,57.58,1.16,174.9,362.56,19.69
2022-12-18 09:00:00,2022-12-18 10:00:00,84.44,122.09,9.17,10.33,16.51,42.9,18.71,0.8,99.09,7.46,93.73,2.77,5.91,4.41,51.17,1.68,99.32,504.31,21.18
2022-12-18 10:00:00,2022-12-18 11:00:00,85.66,128.0,7.86,10.69,15.63,43.24,18.06,0.78,147.41,7.46,92.38,2.81,6.02,4.51,43.53,1.84,17.91,596.09,22.83
2022-12-18 11:00:00,2022-12-18 12:00:00,84.07,128.96,8.63,9.99,15.88,43.17,14.95,0.69,149.29,7.28,92.02,2.96,6.34,4.75,37.41,1.68,101.84,658.28,23.97
2022-12-18 12:00:00,2022-12-18 13:00:00,78.68,117.25,9.35,8.41,15.63,43.25,16.36,0.67,149.0,6.9,91.41,3.12,6.64,4.95,34.81,1.68,9.58,613.39,24.8
2022-12-18 13:00:00,2022-12-18 14:00:00,77.91,105.11,8.23,8.55,14.79,43.56,17.92,0.65,156.03,6.63,91.54,4.28,8.47,6.28,33.26,1.22,348.75,537.33,25.38
2022-12-18 14:00:00,2022-12-18 15:00:00,75.14,101.54,8.36,9.07,15.18,43.49,18.48,0.65,143.84,6.41,89.5,5.22,9.96,5.29,31.41,1.42,188.32,419.62,25.86
2022-12-18 15:00:00,2022-12-18 16:00:00,69.48,99.71,8.5,9.07,15.29,43.37,16.18,0.69,133.75,6.18,91.41,5.0,9.93,6.13,32.03,1.43,22.81,232.22,25.52
2022-12-18 16:00:00,2022-12-18 17:00:00,61.52,98.53,11.59,11.35,19.02,41.89,13.79,0.88,94.22,8.8,97.02,5.67,10.99,7.3,38.68,0.85,103.86,55.89,23.6
2022-12-18 17:00:00,2022-12-18 18:00:00,58.82,97.16,13.05,11.38,20.23,41.45,9.34,0.87,46.05,12.59,103.21,6.76,12.79,11.9,57.93,0.62,249.57,1.94,19.45
2022-12-18 18:00:00,2022-12-18 19:00:00,69.04,117.0,14.41,13.96,22.7,40.44,11.24,1.24,10.53,13.74,107.21,6.76,12.81,11.57,68.8,0.79,250.62,0.81,17.2
2022-12-18 19:00:00,2022-12-18 20:00:00,93.03,149.39,12.68,13.86,21.24,40.99,11.56,1.55,4.97,16.21,108.5,6.78,13.31,11.2,72.46,0.7,235.37,0.65,16.25
2022-12-18 20:00:00,2022-12-18 21:00:00,114.2,181.77,12.36,14.05,21.08,41.06,9.78,1.57,6.11,8.63,52.33,3.3,6.81,5.24,71.11,0.61,221.0,0.61,16.17
2022-12-18 21:00:00,2022-12-18 22:00:00,123.2,197.97,15.1,14.57,23.59,40.09,8.53,1.25,1.46,18.67,112.43,6.94,14.6,10.87,77.22,0.69,247.74,0.65,14.67
2022-12-18 22:00:00,2022-12-18 23:00:00,120.85,177.4,14.44,13.31,22.38,40.57,7.71,1.19,1.42,17.72,109.91,6.23,13.33,9.93,80.85,0.78,246.91,0.62,14.13
2022-12-18 23:00:00,2022-12-19 00:00:00,112.63,158.5,13.87,12.94,21.72,40.89,6.89,0.91,2.13,16.41,105.72,5.37,11.76,8.71,82.08,0.68,247.88,0.62,13.77
2022-12-19 00:00:00,2022-12-19 01:00:00,102.77,144.4,13.94,12.62,21.61,40.91,6.13,0.83,2.04,14.4,102.2,4.63,10.24,7.72,84.51,0.64,248.26,0.67,13.27
2022-12-19 01:00:00,2022-12-19 02:00:00,86.08,121.51,13.08,12.7,20.95,41.15,6.13,0.75,1.66,12.7,100.07,4.09,9.15,7.01,85.55,0.58,250.4,0.76,12.94
2022-12-19 02:00:00,2022-12-19 03:00:00,75.73,105.32,12.19,11.79,19.74,41.66,5.16,0.7,3.95,6.76,58.56,2.17,4.84,3.78,86.49,0.57,246.44,0.85,12.62
2022-12-19 03:00:00,2022-12-19 04:00:00,74.79,100.04,9.75,10.44,17.04,42.7,4.58,0.68,10.95,9.47,94.75,3.12,6.88,5.6,87.16,0.44,234.7,0.9,12.36
2022-12-19 04:00:00,2022-12-19 05:00:00,76.56,96.35,11.04,9.63,17.66,42.46,4.46,0.69,11.15,5.25,55.51,1.7,3.73,3.11,87.38,0.4,251.67,0.99,12.11
2022-12-19 05:00:00,2022-12-19 06:00:00,73.22,89.34,10.86,10.65,18.05,42.31,4.4,0.73,4.91,7.71,91.0,2.58,5.56,4.84,87.78,0.35,262.57,1.03,11.85
2022-12-19 06:00:00,2022-12-19 07:00:00,69.74,87.94,11.16,12.24,19.14,41.89,5.84,0.83,4.49,7.28,89.58,2.45,5.17,4.56,89.1,0.64,140.76,23.42,11.77
2022-12-19 07:00:00,2022-12-19 08:00:00,81.54,100.62,17.41,15.5,25.95,39.14,7.36,1.1,7.57,8.75,90.05,2.55,5.67,4.69,85.44,0.9,58.78,155.3,13.68
2022-12-19 08:00:00,2022-12-19 09:00:00,95.63,127.76,12.48,12.92,20.58,41.24,19.13,0.98,33.44,10.5,92.35,2.66,6.18,4.88,67.73,0.52,177.81,338.92,18.92
2022-12-19 09:00:00,2022-12-19 10:00:00,100.31,137.51,7.42,10.95,15.41,43.29,28.5,0.84,103.31,11.1,94.81,2.88,6.59,5.15,53.01,0.69,85.74,492.88,21.66
2022-12-19 10:00:00,2022-12-19 11:00:00,97.5,120.88,7.71,9.84,15.06,43.47,16.07,0.8,137.69,10.52,96.04,3.08,7.07,5.46,45.14,0.82,127.49,597.42,23.44
2022-12-19 11:00:00,2022-12-19 12:00:00,96.2,110.08,6.07,8.18,12.84,44.32,21.23,0.73,156.6,9.96,97.96,3.29,7.58,5.79,41.87,0.85,307.66,630.31,24.44
2022-12-19 12:00:00,2022-12-19 13:00:00,90.68,109.42,6.65,8.45,13.46,44.07,30.04,0.72,166.62,8.97,89.16,3.01,7.02,5.38,38.47,0.86,314.76,619.36,25.52
2022-12-19 13:00:00,2022-12-19 14:00:00,84.14,105.79,6.09,8.12,12.83,44.33,19.47,0.73,161.12,7.36,66.41,2.31,5.58,4.5,36.79,1.18,266.8,521.42,26.14
2022-12-19 14:00:00,2022-12-19 15:00:00,83.77,99.48,5.48,8.89,12.74,44.34,18.97,0.77,164.83,6.58,51.49,2.14,5.35,4.3,36.83,1.06,104.7,372.08,26.38
2022-12-19 15:00:00,2022-12-19 16:00:00,98.77,127.75,7.29,12.31,16.03,43.02,38.93,1.05,143.07,12.96,45.74,3.69,7.9,5.72,38.06,1.03,28.78,190.36,26.07
2022-12-19 16:00:00,2022-12-19 17:00:00,110.74,160.61,7.83,14.3,17.52,42.44,18.97,1.26,104.19,17.8,44.38,19.38,22.6,10.8,44.8,0.83,47.83,44.28,24.19
2022-12-19 17:00:00,2022-12-19 18:00:00,111.82,165.63,7.13,13.37,16.47,42.82,12.28,1.07,46.18,15.75,57.93,22.62,25.99,12.62,63.08,0.73,253.4,1.9,20.23
2022-12-19 18:00:00,2022-12-19 19:00:00,112.41,171.91,6.55,14.33,16.5,42.86,9.15,1.11,23.58,15.3,68.52,19.1,22.64,10.07,72.78,0.59,236.29,0.86,17.92
2022-12-19 19:00:00,2022-12-19 20:00:00,115.51,181.52,10.79,15.7,20.68,41.19,12.16,1.83,5.29,15.57,77.93,16.21,20.2,9.02,77.14,0.66,205.97,0.8,17.03
2022-12-19 20:00:00,2022-12-19 21:00:00,130.26,197.68,9.53,12.11,17.74,42.38,10.14,1.57,10.55,17.79,86.63,14.4,19.56,8.87,79.98,0.78,240.47,0.69,15.86
2022-12-19 21:00:00,2022-12-19 22:00:00,138.84,202.19,9.52,13.0,18.21,42.23,8.0,1.29,3.99,18.21,89.45,12.36,17.87,12.08,81.16,0.77,244.0,0.67,15.42
2022-12-19 22:00:00,2022-12-19 23:00:00,133.0,185.26,7.29,11.83,15.77,43.15,7.47,1.23,7.17,17.25,91.92,10.64,16.27,12.11,80.2,0.34,172.15,0.67,15.41
2022-12-19 23:00:00,2022-12-20 00:00:00,127.55,168.31,7.64,11.42,15.84,43.12,7.33,1.1,5.32,16.39,95.26,9.65,15.96,11.39,81.92,0.55,239.78,0.84,14.89
2022-12-20 00:00:00,2022-12-20 01:00:00,115.6,150.28,8.69,11.77,16.88,42.71,7.09,0.99,2.37,15.43,96.98,8.5,14.4,10.34,84.03,0.41,190.31,0.79,14.29
2022-12-20 01:00:00,2022-12-20 02:00:00,99.93,133.06,11.22,14.15,20.2,41.41,6.01,1.0,0.83,14.55,98.0,7.42,13.2,9.25,85.78,0.66,51.34,0.7,14.07
2022-12-20 02:00:00,2022-12-20 03:00:00,96.36,123.93,9.4,11.85,17.51,42.45,5.08,0.96,1.31,13.55,98.78,6.56,12.28,8.53,87.41,0.65,229.32,0.89,13.24
