From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2022-12-11 15:00:00,2022-12-11 16:00:00,64.2,98.21,2.6,6.82,5.74,4.96,0.65,38.56,1.0,95.62,137.5,1008.03,35.06,0.0
2022-12-11 16:00:00,2022-12-11 17:00:00,67.94,83.24,2.58,6.82,5.73,6.66,0.74,48.1,1.42,78.27,50.14,1007.82,31.72,0.0
2022-12-11 17:00:00,2022-12-11 18:00:00,99.73,152.42,2.62,6.8,5.75,6.71,0.79,52.93,1.66,73.68,12.14,1008.15,28.76,0.0
2022-12-11 18:00:00,2022-12-11 19:00:00,105.9,142.18,2.61,6.79,5.73,9.4,0.86,58.15,1.9,58.99,0.0,1008.8,27.21,0.0
2022-12-11 19:00:00,2022-12-11 20:00:00,108.97,143.98,2.61,6.8,5.74,11.5,1.07,60.73,1.41,62.87,0.0,1009.43,26.54,0.0
2022-12-11 20:00:00,2022-12-11 21:00:00,116.87,155.81,2.6,6.82,5.74,8.49,1.06,59.66,0.99,80.97,0.0,1010.14,26.38,0.0
2022-12-11 21:00:00,2022-12-11 22:00:00,109.07,158.97,2.56,6.81,5.71,6.62,0.93,60.23,1.03,94.78,0.0,1010.53,25.85,0.0
2022-12-11 22:00:00,2022-12-11 23:00:00,113.96,187.76,2.58,6.82,5.72,6.5,0.9,60.91,1.34,95.88,0.0,1010.35,25.48,0.0
2022-12-11 23:00:00,2022-12-12 00:00:00,96.15,147.34,2.58,6.79,5.71,9.46,0.86,61.96,1.25,95.94,0.0,1009.97,25.21,0.0
2022-12-12 00:00:00,2022-12-12 01:00:00,119.61,166.68,2.59,6.77,5.71,10.68,0.83,63.44,1.25,84.84,0.0,1009.46,24.8,0.0
2022-12-12 01:00:00,2022-12-12 02:00:00,129.91,167.99,2.6,6.76,5.71,8.58,0.84,65.91,1.21,113.92,0.0,1009.06,24.18,0.0
2022-12-12 02:00:00,2022-12-12 03:00:00,141.81,183.74,2.61,6.79,5.74,8.28,0.82,67.78,1.29,96.95,0.0,1008.71,23.74,0.0
2022-12-12 03:00:00,2022-12-12 04:00:00,142.99,178.1,2.61,6.79,5.74,8.7,0.82,70.95,1.03,115.69,0.0,1008.43,22.8,0.0
2022-12-12 04:00:00,2022-12-12 05:00:00,147.96,174.03,2.6,6.81,5.74,6.48,0.83,73.33,0.7,93.21,0.0,1008.35,22.2,0.0
2022-12-12 05:00:00,2022-12-12 06:00:00,140.13,178.92,2.63,6.76,5.73,5.89,0.87,73.45,0.65,80.48,0.0,1008.68,22.39,0.0
2022-12-12 06:00:00,2022-12-12 07:00:00,142.95,190.81,2.62,6.76,5.73,5.35,0.95,74.7,0.55,121.56,0.0,1009.26,22.06,0.0
2022-12-12 07:00:00,2022-12-12 08:00:00,152.92,190.01,2.61,6.78,5.72,7.04,1.22,75.41,0.78,80.3,12.74,1009.93,22.02,0.0
2022-12-12 08:00:00,2022-12-12 09:00:00,187.71,240.57,2.6,6.77,5.72,9.43,1.33,72.04,0.99,137.38,128.88,1010.72,23.79,0.0
2022-12-12 09:00:00,2022-12-12 10:00:00,206.84,269.76,2.59,6.78,5.71,8.56,1.69,64.63,1.22,163.57,236.11,1011.21,27.48,0.0
2022-12-12 10:00:00,2022-12-12 11:00:00,213.94,302.73,2.61,6.78,5.72,8.75,1.25,61.06,2.46,191.88,307.94,1011.26,29.77,0.0
2022-12-12 11:00:00,2022-12-12 12:00:00,160.45,211.77,2.55,6.9,5.74,13.79,1.02,57.87,2.49,199.02,350.95,1010.63,31.54,0.0
2022-12-12 12:00:00,2022-12-12 13:00:00,149.18,203.13,2.56,7.02,5.82,7.34,0.73,52.79,1.44,182.07,355.52,1009.57,33.64,0.0
2022-12-12 13:00:00,2022-12-12 14:00:00,87.02,123.31,2.43,7.09,5.75,6.1,0.66,49.68,1.37,201.49,297.67,1008.33,34.86,0.0
2022-12-12 14:00:00,2022-12-12 15:00:00,73.21,103.31,2.43,7.11,5.76,4.72,0.68,50.93,1.53,156.44,238.38,1007.48,34.78,0.0
2022-12-12 15:00:00,2022-12-12 16:00:00,73.99,98.0,2.84,6.95,6.01,6.34,0.78,57.66,1.45,88.05,137.01,1007.14,32.66,0.0
2022-12-12 16:00:00,2022-12-12 17:00:00,119.6,140.63,2.68,6.75,5.77,5.86,0.78,60.04,1.86,59.13,58.57,1007.1,30.33,0.0
2022-12-12 17:00:00,2022-12-12 18:00:00,117.05,158.71,2.59,6.8,5.72,9.33,0.9,62.46,1.49,64.94,13.45,1007.31,29.05,0.0
2022-12-12 18:00:00,2022-12-12 19:00:00,122.95,157.02,2.62,6.81,5.75,11.91,1.06,65.32,1.54,55.31,0.0,1007.76,28.11,0.0
2022-12-12 19:00:00,2022-12-12 20:00:00,121.02,163.94,2.57,6.76,5.68,9.24,1.19,66.26,1.43,53.64,0.0,1008.52,27.95,0.0
2022-12-12 20:00:00,2022-12-12 21:00:00,124.94,152.19,2.61,6.77,5.72,10.7,1.07,64.93,1.72,75.33,0.0,1009.18,28.11,0.0
2022-12-12 21:00:00,2022-12-12 22:00:00,133.93,155.97,2.63,6.73,5.72,6.4,0.93,66.76,1.44,102.58,0.0,1009.74,27.73,0.0
2022-12-12 22:00:00,2022-12-12 23:00:00,106.23,137.16,2.61,6.7,5.69,8.12,0.88,67.09,1.44,108.39,0.0,1009.79,27.45,0.0
2022-12-12 23:00:00,2022-12-13 00:00:00,126.83,148.9,2.56,6.75,5.67,9.14,0.9,67.0,1.31,118.92,0.0,1009.62,27.25,0.0
2022-12-13 00:00:00,2022-12-13 01:00:00,127.99,160.9,2.57,6.76,5.69,9.17,0.88,68.83,1.38,112.84,0.0,1009.27,26.63,0.0
2022-12-13 01:00:00,2022-12-13 02:00:00,134.89,170.84,2.61,6.77,5.73,8.13,0.9,69.88,1.22,126.47,0.0,1009.17,26.16,0.0
2022-12-13 02:00:00,2022-12-13 03:00:00,139.96,172.98,2.61,6.75,5.71,9.28,0.9,70.47,1.46,97.66,0.0,1008.88,25.79,0.0
2022-12-13 03:00:00,2022-12-13 04:00:00,140.0,180.87,2.59,6.78,5.71,8.11,0.89,71.6,1.23,113.03,0.0,1008.67,25.45,0.0
2022-12-13 04:00:00,2022-12-13 05:00:00,147.87,188.87,2.59,6.76,5.7,6.98,0.88,73.0,0.72,117.44,0.0,1008.81,25.28,0.0
2022-12-13 05:00:00,2022-12-13 06:00:00,134.23,185.07,2.57,6.76,5.68,6.39,0.88,74.81,0.59,116.89,0.0,1009.19,24.79,0.0
2022-12-13 06:00:00,2022-12-13 07:00:00,125.14,185.0,2.62,6.79,5.74,4.44,0.91,76.16,0.58,99.78,0.0,1009.98,24.74,0.0
2022-12-13 07:00:00,2022-12-13 08:00:00,137.79,162.37,2.6,6.78,5.72,3.87,1.26,76.48,0.76,96.15,31.7,1010.85,24.86,0.0
2022-12-13 08:00:00,2022-12-13 09:00:00,165.77,214.56,2.59,6.79,5.71,3.74,1.2,73.43,1.92,167.77,160.49,1011.64,26.81,0.0
2022-12-13 09:00:00,2022-12-13 10:00:00,133.73,174.91,2.6,6.76,5.71,4.92,0.94,70.05,2.59,185.18,268.95,1012.12,28.52,0.0
2022-12-13 10:00:00,2022-12-13 11:00:00,96.31,110.53,2.64,6.75,5.74,5.71,0.92,64.23,2.34,165.95,351.15,1012.05,30.84,0.0
2022-12-13 11:00:00,2022-12-13 12:00:00,92.03,126.86,2.61,6.76,5.72,5.25,0.72,59.29,2.22,168.36,383.31,1011.6,32.56,0.0
2022-12-13 12:00:00,2022-12-13 13:00:00,74.15,90.31,2.56,6.79,5.7,5.38,0.63,58.87,2.6,163.32,226.99,1010.66,32.23,0.0
2022-12-13 13:00:00,2022-12-13 14:00:00,56.15,87.03,2.61,6.8,5.74,4.83,0.56,56.88,2.31,177.69,223.88,1009.43,32.48,0.0
2022-12-13 14:00:00,2022-12-13 15:00:00,51.04,78.08,2.57,6.73,5.67,3.79,0.54,53.24,1.38,161.96,190.51,1008.63,33.73,0.0
2022-12-13 15:00:00,2022-12-13 16:00:00,41.08,53.21,2.61,6.77,5.72,2.77,0.53,53.38,1.66,144.3,149.43,1008.11,33.79,0.0
2022-12-13 16:00:00,2022-12-13 17:00:00,34.06,61.92,2.61,6.77,5.72,3.25,0.55,54.66,1.88,168.28,77.04,1007.94,33.21,0.0
2022-12-13 17:00:00,2022-12-13 18:00:00,46.89,55.06,2.62,6.75,5.72,2.65,0.66,57.89,2.08,151.65,23.3,1008.12,32.09,0.02
2022-12-13 18:00:00,2022-12-13 19:00:00,53.88,72.7,2.62,6.74,5.72,3.12,0.84,62.47,1.79,120.67,0.0,1008.94,30.85,0.07
2022-12-13 19:00:00,2022-12-13 20:00:00,62.85,94.63,2.54,6.77,5.67,3.94,0.94,64.2,1.64,115.95,0.0,1009.78,30.16,0.0
2022-12-13 20:00:00,2022-12-13 21:00:00,76.77,113.84,2.64,6.77,5.75,5.39,1.08,66.4,1.31,93.92,0.0,1010.35,29.52,0.0
2022-12-13 21:00:00,2022-12-13 22:00:00,83.88,110.03,2.59,6.77,5.71,6.66,0.87,69.8,1.95,99.48,0.0,1010.65,28.47,0.0
2022-12-13 22:00:00,2022-12-13 23:00:00,91.87,111.98,2.61,6.74,5.7,6.13,0.82,71.48,1.86,114.32,0.0,1010.64,27.59,0.0
2022-12-13 23:00:00,2022-12-14 00:00:00,92.99,115.97,2.56,6.77,5.69,5.41,0.81,72.17,1.77,119.34,0.0,1010.38,27.32,0.0
2022-12-14 00:00:00,2022-12-14 01:00:00,95.97,142.77,2.58,6.78,5.71,5.54,0.73,73.43,1.86,136.87,0.0,1010.19,26.93,0.0
2022-12-14 01:00:00,2022-12-14 02:00:00,93.05,114.47,2.57,6.78,5.7,3.86,0.65,73.18,2.53,155.03,0.0,1009.94,27.21,0.0
2022-12-14 02:00:00,2022-12-14 03:00:00,83.16,102.19,2.56,6.75,5.68,2.65,0.6,73.45,2.52,152.91,0.0,1009.74,27.13,0.0
2022-12-14 03:00:00,2022-12-14 04:00:00,84.97,103.97,2.58,6.73,5.68,2.35,0.59,73.8,2.66,170.05,0.0,1009.66,26.85,0.0
2022-12-14 04:00:00,2022-12-14 05:00:00,72.21,93.18,2.62,6.77,5.74,5.87,0.59,74.48,3.15,187.08,0.0,1009.46,26.43,0.0
2022-12-14 05:00:00,2022-12-14 06:00:00,91.68,101.86,2.6,6.75,5.7,10.3,0.61,74.53,2.59,187.4,0.0,1009.55,26.23,0.0
2022-12-14 06:00:00,2022-12-14 07:00:00,87.04,108.94,2.58,6.78,5.71,7.77,0.66,74.91,2.02,170.51,0.0,1010.31,25.95,0.0
2022-12-14 07:00:00,2022-12-14 08:00:00,88.97,117.86,2.61,6.79,5.74,5.42,0.77,74.72,1.75,131.43,8.86,1011.18,25.97,0.0
2022-12-14 08:00:00,2022-12-14 09:00:00,92.97,102.13,2.6,6.75,5.71,5.64,1.03,74.45,1.57,131.46,74.37,1011.99,26.06,0.0
2022-12-14 09:00:00,2022-12-14 10:00:00,123.48,145.63,2.58,6.76,5.7,5.47,1.04,70.43,2.57,164.06,148.66,1012.45,27.65,0.0
2022-12-14 10:00:00,2022-12-14 11:00:00,118.05,156.91,2.59,6.74,5.7,5.03,0.92,65.55,2.43,157.17,282.04,1012.64,29.79,0.0
2022-12-14 11:00:00,2022-12-14 12:00:00,106.19,139.29,2.64,6.75,5.74,6.96,0.84,63.38,2.59,172.63,363.62,1012.05,31.08,0.0
2022-12-14 12:00:00,2022-12-14 13:00:00,108.95,126.21,2.61,6.77,5.72,7.12,0.66,59.29,2.67,190.38,328.02,1011.15,32.49,0.0
2022-12-14 13:00:00,2022-12-14 14:00:00,73.0,107.0,2.56,6.76,5.67,6.94,0.56,55.69,2.34,185.3,332.96,1010.04,33.56,0.0
2022-12-14 14:00:00,2022-12-14 15:00:00,63.09,89.0,2.59,6.8,5.72,6.24,0.57,54.74,2.02,222.13,256.26,1009.53,33.99,0.0
2022-12-14 15:00:00,2022-12-14 16:00:00,59.06,87.03,2.57,6.76,5.69,6.32,0.61,58.3,1.98,210.37,141.9,1009.17,32.81,0.0
2022-12-14 16:00:00,2022-12-14 17:00:00,60.97,88.97,2.61,6.75,5.71,4.58,0.69,62.54,1.2,209.41,67.16,1009.04,32.17,0.0
2022-12-14 17:00:00,2022-12-14 18:00:00,75.88,139.57,2.66,6.76,5.76,3.56,0.89,68.08,1.31,192.65,2.5,1009.56,30.28,0.0
2022-12-14 18:00:00,2022-12-14 19:00:00,84.92,127.11,2.62,6.71,5.71,2.95,0.83,68.51,1.67,110.4,0.0,1010.39,29.43,0.0
2022-12-14 19:00:00,2022-12-14 20:00:00,60.42,89.32,2.62,6.77,5.74,5.11,0.93,68.81,1.52,109.5,0.0,1011.14,29.29,0.0
2022-12-14 20:00:00,2022-12-14 21:00:00,61.98,89.0,2.58,6.76,5.69,5.03,0.88,71.39,1.58,119.67,0.0,1011.94,28.42,0.0
2022-12-14 21:00:00,2022-12-14 22:00:00,81.83,111.81,2.61,6.74,5.71,3.78,0.75,71.9,1.69,135.76,0.0,1012.23,27.82,0.0
2022-12-14 22:00:00,2022-12-14 23:00:00,51.26,68.37,2.61,6.77,5.72,3.18,0.72,71.69,1.55,141.39,0.0,1012.2,27.33,0.0
2022-12-14 23:00:00,2022-12-15 00:00:00,40.09,84.86,2.59,6.78,5.72,4.73,0.75,70.86,1.26,126.59,0.0,1011.87,27.06,0.0
2022-12-15 00:00:00,2022-12-15 01:00:00,72.72,93.92,2.61,6.76,5.72,6.15,0.73,71.48,1.12,113.27,0.0,1011.45,26.41,0.0
2022-12-15 01:00:00,2022-12-15 02:00:00,88.74,119.58,2.59,6.74,5.69,7.18,0.74,71.39,1.09,119.82,0.0,1011.04,26.02,0.0
2022-12-15 02:00:00,2022-12-15 03:00:00,93.96,138.84,2.54,6.78,5.68,8.58,0.7,71.88,1.08,142.96,0.0,1010.63,26.05,0.0
2022-12-15 03:00:00,2022-12-15 04:00:00,92.03,130.15,2.61,6.79,5.73,4.49,0.65,73.67,3.15,184.56,0.0,1010.02,26.27,0.0
2022-12-15 04:00:00,2022-12-15 05:00:00,78.12,93.32,2.59,6.78,5.71,3.86,0.56,74.33,2.95,177.17,0.0,1009.9,25.84,0.0
2022-12-15 05:00:00,2022-12-15 06:00:00,58.32,82.18,2.6,6.75,5.71,3.66,0.54,75.04,2.82,175.69,0.0,1009.99,25.42,0.0
2022-12-15 06:00:00,2022-12-15 07:00:00,72.87,88.94,2.62,6.74,5.72,4.33,0.58,75.01,3.02,178.66,0.0,1010.46,25.35,0.0
2022-12-15 07:00:00,2022-12-15 08:00:00,,,2.61,6.72,5.7,4.43,0.65,74.95,2.82,184.59,25.15,1011.03,25.19,0.0
2022-12-15 08:00:00,2022-12-15 09:00:00,78.97,81.86,2.55,6.75,5.67,8.5,0.73,71.87,3.0,182.74,154.56,1011.72,26.45,0.0
2022-12-15 09:00:00,2022-12-15 10:00:00,90.81,118.4,2.61,6.75,5.71,10.59,0.76,68.98,2.96,182.07,231.56,1012.28,27.93,0.0
2022-12-15 10:00:00,2022-12-15 11:00:00,91.0,112.06,2.61,6.8,5.74,8.29,0.8,67.29,2.31,188.92,206.61,1012.41,29.11,0.0
2022-12-15 11:00:00,2022-12-15 12:00:00,105.88,128.86,2.63,6.77,5.73,9.39,0.76,63.77,2.11,169.68,305.08,1011.76,30.59,0.0
2022-12-15 12:00:00,2022-12-15 13:00:00,91.24,119.16,2.57,6.78,5.69,6.22,0.71,60.47,1.77,173.97,248.93,1010.67,31.72,0.0
2022-12-15 13:00:00,2022-12-15 14:00:00,87.06,130.81,2.58,6.77,5.7,5.65,0.71,61.14,1.42,162.82,158.61,1009.77,31.33,0.0
2022-12-15 14:00:00,2022-12-15 15:00:00,84.03,123.07,2.62,6.75,5.72,4.14,0.81,61.05,1.1,101.58,138.51,1008.97,31.5,0.0
2022-12-15 15:00:00,2022-12-15 16:00:00,70.23,107.27,2.57,6.76,5.69,4.45,0.8,59.75,1.02,111.97,133.22,1008.4,32.2,0.0
2022-12-15 16:00:00,2022-12-15 17:00:00,79.84,109.95,2.61,6.76,5.72,3.6,0.73,62.38,1.33,76.83,63.75,1008.47,31.38,0.0
2022-12-15 17:00:00,2022-12-15 18:00:00,91.9,114.96,2.6,6.77,5.72,4.12,0.83,66.33,1.3,80.85,6.18,1008.74,30.06,0.0
2022-12-15 18:00:00,2022-12-15 19:00:00,87.04,111.03,2.62,6.75,5.71,5.79,0.96,68.71,1.3,66.9,0.0,1009.36,29.25,0.0
2022-12-15 19:00:00,2022-12-15 20:00:00,97.82,125.76,2.57,6.77,5.69,5.42,1.1,71.23,1.2,63.73,0.0,1010.08,28.63,0.0
2022-12-15 20:00:00,2022-12-15 21:00:00,112.76,136.82,2.59,6.75,5.7,4.61,1.26,72.7,0.9,79.77,0.0,1010.61,27.98,0.0
2022-12-15 21:00:00,2022-12-15 22:00:00,98.24,132.08,2.6,6.74,5.7,4.27,1.13,74.03,0.94,94.65,0.0,1010.8,27.62,0.0
2022-12-15 22:00:00,2022-12-15 23:00:00,96.02,117.12,2.59,6.74,5.7,4.3,1.02,74.46,0.84,92.95,0.0,1010.9,27.35,0.0
2022-12-15 23:00:00,2022-12-16 00:00:00,86.16,121.92,2.57,6.77,5.69,5.21,0.98,74.55,0.83,109.12,0.0,1010.51,27.09,0.0
2022-12-16 00:00:00,2022-12-16 01:00:00,105.68,135.78,2.59,6.75,5.7,5.46,0.99,74.42,0.79,92.42,0.0,1010.14,26.81,0.0
2022-12-16 01:00:00,2022-12-16 02:00:00,115.84,159.61,2.63,6.74,5.73,6.09,0.9,74.38,0.82,89.77,0.0,1009.87,26.54,0.0
2022-12-16 02:00:00,2022-12-16 03:00:00,113.03,164.96,2.58,6.72,5.68,6.88,0.85,74.53,0.83,67.27,0.0,1009.47,26.25,0.0
2022-12-16 03:00:00,2022-12-16 04:00:00,114.97,146.16,2.58,6.77,5.7,5.88,0.81,75.09,0.66,85.17,0.0,1009.13,25.55,0.0
2022-12-16 04:00:00,2022-12-16 05:00:00,116.98,154.93,2.6,6.74,5.71,4.85,0.78,75.7,0.85,109.33,0.0,1009.05,25.1,0.0
2022-12-16 05:00:00,2022-12-16 06:00:00,106.09,146.07,2.6,6.75,5.71,5.0,0.81,77.63,0.51,144.92,0.0,1009.28,24.62,0.0
2022-12-16 06:00:00,2022-12-16 07:00:00,115.92,131.12,2.55,6.8,5.69,5.43,0.9,79.07,0.24,78.88,0.0,1010.13,24.34,0.0
2022-12-16 07:00:00,2022-12-16 08:00:00,131.74,155.6,2.59,6.8,5.73,5.51,1.09,78.09,0.65,115.38,20.45,1010.84,25.21,0.0
2022-12-16 08:00:00,2022-12-16 09:00:00,138.89,178.63,2.58,6.77,5.71,5.43,1.3,74.91,0.88,173.6,105.61,1011.63,26.92,0.0
2022-12-16 09:00:00,2022-12-16 10:00:00,158.83,221.64,2.62,6.77,5.73,8.29,1.06,68.75,2.19,191.06,248.3,1012.27,28.77,0.0
2022-12-16 10:00:00,2022-12-16 11:00:00,156.05,189.55,2.59,6.77,5.71,13.43,1.2,63.29,1.9,179.81,325.64,1012.09,30.9,0.0
2022-12-16 11:00:00,2022-12-16 12:00:00,181.78,223.71,2.58,6.76,5.69,9.26,0.97,55.87,1.3,152.23,358.56,1011.32,33.41,0.0
2022-12-16 12:00:00,2022-12-16 13:00:00,137.38,181.36,2.59,6.78,5.71,5.77,0.84,50.27,1.14,92.52,344.69,1010.0,35.24,0.0
2022-12-16 13:00:00,2022-12-16 14:00:00,85.84,128.85,2.6,6.79,5.73,5.43,0.88,52.34,1.22,115.94,236.34,1008.91,34.62,0.0
2022-12-16 14:00:00,2022-12-16 15:00:00,93.92,128.99,2.59,6.79,5.71,4.7,0.85,53.78,1.29,88.36,214.81,1008.3,34.61,0.0
2022-12-16 15:00:00,2022-12-16 16:00:00,96.95,135.94,2.63,6.75,5.73,4.69,0.83,57.98,1.7,93.89,181.32,1007.97,34.07,0.0
2022-12-16 16:00:00,2022-12-16 17:00:00,121.6,156.66,2.62,6.75,5.71,5.33,0.85,62.55,1.23,104.6,61.02,1008.19,32.12,0.0
2022-12-16 17:00:00,2022-12-16 18:00:00,118.03,150.06,2.61,6.75,5.71,6.49,0.93,69.14,1.43,66.75,20.01,1008.63,30.45,0.0
2022-12-16 18:00:00,2022-12-16 19:00:00,,,2.59,6.75,5.7,5.9,0.95,70.8,1.51,79.52,0.0,1009.09,29.46,0.0
2022-12-16 19:00:00,2022-12-16 20:00:00,118.83,156.45,2.59,6.72,5.68,4.17,0.94,72.12,1.27,104.86,0.0,1009.9,28.75,0.0
2022-12-16 20:00:00,2022-12-16 21:00:00,114.08,141.26,2.6,6.76,5.71,3.75,1.03,73.05,1.17,103.11,0.0,1010.69,28.26,0.0
2022-12-16 21:00:00,2022-12-16 22:00:00,114.98,141.0,2.57,6.77,5.69,5.45,1.01,72.82,1.07,103.86,0.0,1011.3,27.93,0.0
2022-12-16 22:00:00,2022-12-16 23:00:00,116.98,147.94,2.59,6.76,5.71,6.8,1.04,74.73,1.01,120.81,0.0,1011.25,27.38,0.0
2022-12-16 23:00:00,2022-12-17 00:00:00,149.47,194.24,2.57,6.82,5.72,7.0,1.11,75.63,0.83,99.92,0.0,1011.03,27.05,0.0
2022-12-17 00:00:00,2022-12-17 01:00:00,172.81,213.84,2.57,6.78,5.69,6.88,1.09,76.0,0.95,116.42,0.0,1010.64,26.82,0.0
2022-12-17 01:00:00,2022-12-17 02:00:00,169.06,222.85,2.58,6.78,5.71,10.4,0.7,76.47,0.89,104.7,0.0,1010.38,26.56,0.0
2022-12-17 02:00:00,2022-12-17 03:00:00,171.95,221.03,2.61,6.81,5.75,10.76,0.97,78.22,0.85,79.96,0.0,1010.15,26.09,0.0
2022-12-17 03:00:00,2022-12-17 04:00:00,182.91,232.9,2.58,6.77,5.7,6.71,0.88,80.53,0.83,103.98,0.0,1010.11,25.34,0.0
2022-12-17 04:00:00,2022-12-17 05:00:00,169.12,214.16,2.59,6.79,5.71,7.88,0.92,81.7,0.79,95.15,0.0,1010.13,25.03,0.0
2022-12-17 05:00:00,2022-12-17 06:00:00,159.08,190.2,2.59,6.75,5.7,7.25,0.88,81.5,1.16,98.06,0.0,1010.33,24.93,0.0
2022-12-17 06:00:00,2022-12-17 07:00:00,147.19,177.21,2.6,6.76,5.71,6.08,0.97,82.32,1.14,96.82,0.0,1011.19,24.45,0.0
2022-12-17 07:00:00,2022-12-17 08:00:00,146.01,188.81,2.63,6.76,5.74,6.1,1.22,83.06,1.06,109.73,24.1,1012.09,24.35,0.0
2022-12-17 08:00:00,2022-12-17 09:00:00,179.72,210.82,2.62,6.76,5.72,6.84,1.44,77.57,1.18,118.78,142.42,1013.1,26.55,0.0
2022-12-17 09:00:00,2022-12-17 10:00:00,167.11,214.97,2.59,6.74,5.69,7.47,1.31,68.09,1.33,133.53,255.58,1013.7,29.48,0.0
2022-12-17 10:00:00,2022-12-17 11:00:00,165.02,203.1,2.61,6.73,5.71,5.38,1.08,61.91,2.04,177.1,337.86,1013.61,31.25,0.0
2022-12-17 11:00:00,2022-12-17 12:00:00,122.36,169.28,2.62,6.78,5.74,4.76,0.8,58.25,2.26,164.55,377.99,1012.67,32.28,0.0
2022-12-17 12:00:00,2022-12-17 13:00:00,99.37,114.89,2.57,6.74,5.67,4.7,0.69,52.99,1.67,153.24,380.51,1011.49,33.91,0.0
2022-12-17 13:00:00,2022-12-17 14:00:00,66.28,102.1,2.56,6.75,5.67,4.2,0.66,49.93,1.48,129.84,332.03,1010.61,35.36,0.0
2022-12-17 14:00:00,2022-12-17 15:00:00,63.02,89.11,2.56,6.73,5.66,3.16,0.59,49.59,1.4,110.8,258.9,1009.89,35.31,0.0
2022-12-17 15:00:00,2022-12-17 16:00:00,50.21,75.22,2.6,6.77,5.71,3.92,0.57,49.45,1.43,126.87,156.38,1009.36,35.11,0.0
2022-12-17 16:00:00,2022-12-17 17:00:00,52.98,63.1,2.65,6.77,5.76,3.72,0.57,49.87,1.43,123.16,67.1,1009.34,34.11,0.0
2022-12-17 17:00:00,2022-12-17 18:00:00,46.06,49.12,2.62,6.77,5.73,4.24,0.8,58.31,1.02,95.13,16.71,1009.59,31.96,0.0
2022-12-17 18:00:00,2022-12-17 19:00:00,74.53,103.11,2.59,6.79,5.72,6.25,0.95,61.84,1.37,64.39,0.0,1010.31,29.78,0.0
2022-12-17 19:00:00,2022-12-17 20:00:00,62.11,103.01,2.57,6.78,5.7,8.53,1.29,62.63,0.89,55.62,0.0,1011.2,29.0,0.0
2022-12-17 20:00:00,2022-12-17 21:00:00,60.02,105.97,2.57,6.76,5.68,4.98,1.23,62.61,1.01,90.75,0.0,1011.97,28.62,0.0
2022-12-17 21:00:00,2022-12-17 22:00:00,67.93,108.97,2.56,6.77,5.68,4.87,0.89,58.78,1.45,116.97,0.0,1012.41,28.5,0.0
2022-12-17 22:00:00,2022-12-17 23:00:00,63.04,104.04,2.56,6.77,5.68,9.67,0.9,59.05,1.4,116.5,0.0,1012.38,28.04,0.0
2022-12-17 23:00:00,2022-12-18 00:00:00,66.97,106.97,2.57,6.79,5.71,14.61,0.88,58.28,1.46,128.92,0.0,1012.02,27.61,0.0
2022-12-18 00:00:00,2022-12-18 01:00:00,84.84,120.88,2.6,6.76,5.71,19.18,0.85,57.55,1.42,121.81,0.0,1011.63,27.17,0.0
2022-12-18 01:00:00,2022-12-18 02:00:00,85.99,127.0,2.59,6.77,5.71,11.47,0.73,57.01,1.2,115.71,0.0,1011.16,26.71,0.0
2022-12-18 02:00:00,2022-12-18 03:00:00,66.32,98.47,2.57,6.75,5.68,7.99,0.79,58.01,0.88,103.02,0.0,1010.83,26.16,0.0
2022-12-18 03:00:00,2022-12-18 04:00:00,70.96,85.11,2.6,6.77,5.72,5.74,0.74,58.17,1.09,89.41,0.0,1010.7,25.93,0.0
2022-12-18 04:00:00,2022-12-18 05:00:00,65.05,85.99,2.59,6.75,5.7,4.85,0.68,60.75,0.82,79.73,0.0,1010.69,25.48,0.0
2022-12-18 05:00:00,2022-12-18 06:00:00,64.01,81.04,2.58,6.77,5.69,4.53,0.74,63.38,0.84,100.4,0.0,1010.95,24.78,0.0
2022-12-18 06:00:00,2022-12-18 07:00:00,70.94,100.83,2.59,6.77,5.71,5.6,0.83,64.92,0.75,100.52,0.0,1011.59,24.43,0.0
2022-12-18 07:00:00,2022-12-18 08:00:00,90.83,129.76,2.62,6.77,5.73,10.5,0.94,68.68,0.87,104.09,31.57,1012.26,24.66,0.0
2022-12-18 08:00:00,2022-12-18 09:00:00,103.89,136.94,2.6,6.76,5.71,13.11,1.1,65.61,0.74,116.08,162.59,1012.89,27.12,0.0
2022-12-18 09:00:00,2022-12-18 10:00:00,121.85,161.79,2.59,6.81,5.73,7.46,1.06,60.74,1.76,157.4,280.15,1013.42,29.72,0.0
2022-12-18 10:00:00,2022-12-18 11:00:00,109.11,162.0,2.58,6.76,5.69,11.12,0.9,57.54,2.26,155.82,347.64,1013.38,30.93,0.0
2022-12-18 11:00:00,2022-12-18 12:00:00,113.96,140.18,2.66,6.79,5.77,4.89,0.85,53.31,2.27,149.06,383.52,1012.8,32.46,0.0
2022-12-18 12:00:00,2022-12-18 13:00:00,98.13,129.09,2.59,6.79,5.72,3.83,0.68,47.63,2.14,134.73,383.22,1011.82,33.65,0.0
2022-12-18 13:00:00,2022-12-18 14:00:00,79.16,94.29,2.59,6.76,5.71,3.74,0.6,43.15,1.76,129.24,335.24,1010.65,34.79,0.0
