From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Xylene (ug/m3)
2022-01-11 08:00:00,2022-01-11 09:00:00,5.55,29.15,,,,,,0.32,,,,,,,
2022-01-11 09:00:00,2022-01-11 10:00:00,7.32,28.32,,,,,,0.38,,,,,,,
2022-01-11 10:00:00,2022-01-11 11:00:00,6.56,24.95,,,,,,0.42,,,,,,,
2022-01-11 11:00:00,2022-01-11 12:00:00,5.62,26.98,,,,,,0.39,,,,,,,
2022-01-11 12:00:00,2022-01-11 13:00:00,6.77,23.55,,,,,,0.45,,,,,,,
2022-01-11 13:00:00,2022-01-11 14:00:00,5.86,22.93,,,,,,0.29,,,,,,,
2022-01-11 14:00:00,2022-01-11 15:00:00,3.28,19.0,,,,,,0.25,,,,,,,
2022-01-11 15:00:00,2022-01-11 16:00:00,2.28,16.13,,,,,,0.37,,,,,,,
2022-01-11 16:00:00,2022-01-11 17:00:00,1.16,14.7,,,,,,0.35,,,,,,,
2022-01-11 17:00:00,2022-01-11 18:00:00,0.74,17.02,,,,,,0.42,,,,,,,
2022-01-11 18:00:00,2022-01-11 19:00:00,5.21,22.35,,,,,,0.37,,,,,,,
2022-01-11 19:00:00,2022-01-11 20:00:00,8.09,28.08,,,,,,0.46,,,,,,,
2022-01-11 20:00:00,2022-01-11 21:00:00,9.37,33.73,,,,,,0.71,,,,,,,
2022-01-11 21:00:00,2022-01-11 22:00:00,9.86,42.03,,,,,,0.99,,,,,,,
2022-01-11 22:00:00,2022-01-11 23:00:00,10.17,36.12,,,,,,0.66,,,,,,,
2022-01-11 23:00:00,2022-01-12 00:00:00,8.87,29.6,,,,,,0.45,,,,,,,
2022-01-12 00:00:00,2022-01-12 01:00:00,6.96,30.6,,,,,,0.41,,,,,,,
2022-01-12 01:00:00,2022-01-12 02:00:00,6.98,27.35,,,,,,0.4,,,,,,,
2022-01-12 02:00:00,2022-01-12 03:00:00,4.97,19.88,,,,,,0.33,,,,,,,
2022-01-12 03:00:00,2022-01-12 04:00:00,3.84,18.95,,,,,,0.34,,,,,,,
2022-01-12 04:00:00,2022-01-12 05:00:00,14.63,25.0,,,,,,0.35,,,,,,,
2022-01-12 05:00:00,2022-01-12 06:00:00,18.28,30.15,,,,,,0.36,,,,,,,
2022-01-12 06:00:00,2022-01-12 07:00:00,10.8,31.05,,,,,,0.36,,,,,,,
2022-01-12 07:00:00,2022-01-12 08:00:00,7.44,29.18,,,,,,0.32,,,,,,,
2022-01-12 08:00:00,2022-01-12 09:00:00,6.85,35.22,,,,,,0.42,,,,,,,
2022-01-12 09:00:00,2022-01-12 10:00:00,7.75,39.9,,,,,,0.49,,,,,,,
2022-01-12 10:00:00,2022-01-12 11:00:00,7.96,41.35,,,,,,0.46,,,,,,,
2022-01-12 11:00:00,2022-01-12 12:00:00,9.49,35.9,,,,,,0.38,,,,,,,
2022-01-12 12:00:00,2022-01-12 13:00:00,7.81,31.68,,,,,36.27,0.35,,,,,,,
2022-01-12 13:00:00,2022-01-12 14:00:00,4.73,31.38,,,,,34.26,0.35,,,,,,,
2022-01-12 14:00:00,2022-01-12 15:00:00,4.33,25.93,,,,,30.55,0.34,,,,,,,
2022-01-12 15:00:00,2022-01-12 16:00:00,3.6,23.38,,,,,,0.39,,,,,,,
2022-01-12 16:00:00,2022-01-12 17:00:00,3.81,23.55,,,,,,0.41,,,,,,,
2022-01-12 17:00:00,2022-01-12 18:00:00,10.67,30.48,,,,,,0.58,,,,,,,
2022-01-12 18:00:00,2022-01-12 19:00:00,14.11,42.53,,,,,,0.92,,,,,,,
2022-01-12 19:00:00,2022-01-12 20:00:00,11.23,53.9,,,,,,1.09,,,,,,,
2022-01-12 20:00:00,2022-01-12 21:00:00,15.1,57.9,,,,,,1.22,,,,,,,
2022-01-12 21:00:00,2022-01-12 22:00:00,15.34,63.17,,,,,,1.18,,,,,,,
2022-01-12 22:00:00,2022-01-12 23:00:00,14.09,68.95,,,,,,1.14,,,,,,,
2022-01-12 23:00:00,2022-01-13 00:00:00,14.98,69.03,,,,,,1.14,,,,,,,
2022-01-13 00:00:00,2022-01-13 01:00:00,15.98,60.65,,,,,,1.08,,,,,,,
2022-01-13 01:00:00,2022-01-13 02:00:00,12.62,52.52,,,,,,0.9,,,,,,,
2022-01-13 02:00:00,2022-01-13 03:00:00,8.87,44.6,,,,,,0.57,,,,,,,
2022-01-13 03:00:00,2022-01-13 04:00:00,7.32,37.93,,,,,,0.58,,,,,,,
2022-01-13 04:00:00,2022-01-13 05:00:00,4.47,41.17,,,,,,0.52,,,,,,,
2022-01-13 05:00:00,2022-01-13 06:00:00,8.53,38.88,,,,,,0.37,,,,,,,
2022-01-13 06:00:00,2022-01-13 07:00:00,8.73,31.2,,,,,,0.32,,,,,,,
2022-01-13 07:00:00,2022-01-13 08:00:00,4.68,31.75,,,,,,0.38,,,,,,,
2022-01-13 08:00:00,2022-01-13 09:00:00,6.88,34.2,,,,,,0.4,,,,,,,
2022-01-13 09:00:00,2022-01-13 10:00:00,7.5,27.5,,,,,,0.41,,,,,,,
2022-01-13 10:00:00,2022-01-13 11:00:00,6.23,29.4,,,,,,0.37,,,,,,,
2022-01-13 11:00:00,2022-01-13 12:00:00,4.66,31.85,,,,,,0.33,,,,,,,
2022-01-13 12:00:00,2022-01-13 13:00:00,5.75,29.52,,,,,,0.43,,,,,,,
2022-01-13 13:00:00,2022-01-13 14:00:00,6.42,32.3,,,,,,0.46,,,,,,,
2022-01-13 14:00:00,2022-01-13 15:00:00,,35.52,,,,,,0.43,,,,,,,
2022-01-13 15:00:00,2022-01-13 16:00:00,,46.05,,,,,,0.45,,,,,,,
2022-01-13 16:00:00,2022-01-13 17:00:00,,50.5,,,,,,0.52,,,,,,,
2022-01-13 17:00:00,2022-01-13 18:00:00,,52.25,,,,,,0.96,,,,,,,
2022-01-13 18:00:00,2022-01-13 19:00:00,,60.6,,,,,,0.89,,,,,,,
2022-01-13 19:00:00,2022-01-13 20:00:00,,70.65,,,,,,0.97,,,,,,,
2022-01-13 20:00:00,2022-01-13 21:00:00,,78.7,,,,,,1.23,,,,,,,
2022-01-13 21:00:00,2022-01-13 22:00:00,,77.15,,,,,,0.99,,,,,,,
2022-01-13 22:00:00,2022-01-13 23:00:00,,69.65,,,,,,0.88,,,,,,,
2022-01-13 23:00:00,2022-01-14 00:00:00,,61.97,,,,,,0.74,,,,,,,
2022-01-14 00:00:00,2022-01-14 01:00:00,,47.0,,,,,,0.44,,,,,,,
2022-01-14 01:00:00,2022-01-14 02:00:00,,37.58,,,,,,0.38,,,,,,,
2022-01-14 02:00:00,2022-01-14 03:00:00,,29.38,,,,,,0.79,,,,,,,
2022-01-14 03:00:00,2022-01-14 04:00:00,,25.75,,,,,,0.44,,,,,,,
2022-01-14 04:00:00,2022-01-14 05:00:00,,28.03,,,,,,0.39,,,,,,,
2022-01-14 05:00:00,2022-01-14 06:00:00,,31.35,,,,,,0.35,,,,,,,
2022-01-14 06:00:00,2022-01-14 07:00:00,,33.2,,,,,,0.42,,,,,,,
2022-01-14 07:00:00,2022-01-14 08:00:00,,33.55,,,,,,0.49,,,,,,,
2022-01-14 08:00:00,2022-01-14 09:00:00,,38.17,,,,,,0.6,,,,,,,
2022-01-14 09:00:00,2022-01-14 10:00:00,,44.2,,,,,,0.7,,,,,,,
2022-01-14 10:00:00,2022-01-14 11:00:00,,54.97,,,,,,0.92,,,,,,,
2022-01-14 11:00:00,2022-01-14 12:00:00,,55.62,,,,,,0.67,,,,,,,
2022-01-14 12:00:00,2022-01-14 13:00:00,,48.1,,,,,,0.43,,,,,,,
2022-01-14 13:00:00,2022-01-14 14:00:00,,32.62,,,,,,0.45,,,,,,,
2022-01-14 14:00:00,2022-01-14 15:00:00,,31.1,,,,,,0.46,,,,,,,
2022-01-14 15:00:00,2022-01-14 16:00:00,,43.6,,,,,,1.03,,,,,,,
2022-01-14 16:00:00,2022-01-14 17:00:00,,45.35,,,,,,0.5,,,,,,,
2022-01-14 17:00:00,2022-01-14 18:00:00,,41.9,,,,,,0.44,,,,,,,
2022-01-14 18:00:00,2022-01-14 19:00:00,,44.98,,,,,,0.46,,,,,,,
2022-01-14 19:00:00,2022-01-14 20:00:00,,43.93,,,,,,0.47,,,,,,,
2022-01-14 20:00:00,2022-01-14 21:00:00,,44.5,,,,,,0.42,,,,,,,
2022-01-14 21:00:00,2022-01-14 22:00:00,,42.7,,,,,,0.39,,,,,,,
2022-01-14 22:00:00,2022-01-14 23:00:00,,38.27,,,,,,0.36,,,,,,,
2022-01-14 23:00:00,2022-01-15 00:00:00,,31.97,,,,,,0.34,,,,,,,
2022-01-15 00:00:00,2022-01-15 01:00:00,,31.25,,,,,,0.26,,,,,,,
2022-01-15 01:00:00,2022-01-15 02:00:00,,28.53,,,,,,0.26,,,,,,,
2022-01-15 02:00:00,2022-01-15 03:00:00,,27.07,,,,,,0.28,,,,,,,
2022-01-15 03:00:00,2022-01-15 04:00:00,,25.32,,,,,,0.26,,,,,,,
2022-01-15 04:00:00,2022-01-15 05:00:00,,22.65,,,,,,0.35,,,,,,,
2022-01-15 05:00:00,2022-01-15 06:00:00,,23.05,,,,,,0.37,,,,,,,
2022-01-15 06:00:00,2022-01-15 07:00:00,,21.0,,,,,,0.36,,,,,,,
2022-01-15 07:00:00,2022-01-15 08:00:00,,22.5,,,,,,0.34,,,,,,,
2022-01-15 08:00:00,2022-01-15 09:00:00,,24.7,,,,,,0.44,,,,,,,
2022-01-15 09:00:00,2022-01-15 10:00:00,,24.73,,,,,,0.5,,,,,,,
2022-01-15 10:00:00,2022-01-15 11:00:00,,33.73,,,,,,0.52,,,,,,,
2022-01-15 11:00:00,2022-01-15 12:00:00,,38.0,,,,,,0.66,,,,,,,
2022-01-15 12:00:00,2022-01-15 13:00:00,,34.35,,,,,,0.98,,,,,,,
2022-01-15 13:00:00,2022-01-15 14:00:00,,42.33,,,,,,0.64,,,,,,,
2022-01-15 14:00:00,2022-01-15 15:00:00,,48.45,,,,,,0.48,,,,,,,
2022-01-15 15:00:00,2022-01-15 16:00:00,,45.73,,,,,,0.47,,,,,,,
2022-01-15 16:00:00,2022-01-15 17:00:00,,37.7,,,,,,0.48,,,,,,,
2022-01-15 17:00:00,2022-01-15 18:00:00,,39.17,,,,,,0.64,,,,,,,
2022-01-15 18:00:00,2022-01-15 19:00:00,,53.7,,,,,,0.85,,,,,,,
2022-01-15 19:00:00,2022-01-15 20:00:00,,63.03,,,,,,0.83,,,,,,,
2022-01-15 20:00:00,2022-01-15 21:00:00,,63.12,,,,,,0.77,,,,,,,
2022-01-15 21:00:00,2022-01-15 22:00:00,,62.52,,,,,,0.66,,,,,,,
2022-01-15 22:00:00,2022-01-15 23:00:00,,56.03,,,,,,0.58,,,,,,,
2022-01-15 23:00:00,2022-01-16 00:00:00,,51.17,,,,,,0.62,,,,,,,
2022-01-16 00:00:00,2022-01-16 01:00:00,,58.08,,,,,,0.53,,,,,,,
2022-01-16 01:00:00,2022-01-16 02:00:00,,48.73,,,,,,0.48,,,,,,,
2022-01-16 02:00:00,2022-01-16 03:00:00,,47.3,,,,,,0.41,,,,,,,
2022-01-16 03:00:00,2022-01-16 04:00:00,,45.73,,,,,,0.32,,,,,,,
2022-01-16 04:00:00,2022-01-16 05:00:00,,37.67,,,,,,0.29,,,,,,,
2022-01-16 05:00:00,2022-01-16 06:00:00,,34.1,,,,,,0.29,,,,,,,
2022-01-16 06:00:00,2022-01-16 07:00:00,,32.05,,,,,,0.3,,,,,,,
2022-01-16 07:00:00,2022-01-16 08:00:00,,29.07,,,,,,0.35,,,,,,,
2022-01-16 08:00:00,2022-01-16 09:00:00,,38.33,,,,,,0.56,,,,,,,
2022-01-16 09:00:00,2022-01-16 10:00:00,,47.1,,,,,,0.59,,,,,,,
2022-01-16 10:00:00,2022-01-16 11:00:00,,52.1,,,,,,0.59,,,,,,,
2022-01-16 11:00:00,2022-01-16 12:00:00,,53.75,,,,,,0.59,,,,,,,
2022-01-16 12:00:00,2022-01-16 13:00:00,,47.75,,,,,,0.51,,,,,,,
2022-01-16 13:00:00,2022-01-16 14:00:00,,41.88,,,,,,0.46,,,,,,,
2022-01-16 14:00:00,2022-01-16 15:00:00,,44.38,,,,,,0.42,,,,,,,
2022-01-16 15:00:00,2022-01-16 16:00:00,,47.05,,,,,,0.34,,,,,,,
2022-01-16 16:00:00,2022-01-16 17:00:00,,51.3,,,,,,0.27,,,,,,,
2022-01-16 17:00:00,2022-01-16 18:00:00,,52.4,,,,,,0.54,,,,,,,
2022-01-16 18:00:00,2022-01-16 19:00:00,,55.1,,,,,,1.08,,,,,,,
2022-01-16 19:00:00,2022-01-16 20:00:00,,67.97,,,,,,1.48,,,,,,,
2022-01-16 20:00:00,2022-01-16 21:00:00,,89.33,,,,,,1.36,,,,,,,
2022-01-16 21:00:00,2022-01-16 22:00:00,,103.3,,,,,,1.25,,,,,,,
2022-01-16 22:00:00,2022-01-16 23:00:00,,102.05,,,,,,1.08,,,,,,,
2022-01-16 23:00:00,2022-01-17 00:00:00,,103.17,,,,,,0.67,,,,,,,
2022-01-17 00:00:00,2022-01-17 01:00:00,,72.58,,,,,,0.4,,,,,,,
2022-01-17 01:00:00,2022-01-17 02:00:00,,54.92,,,,,,0.21,,,,,,,
2022-01-17 02:00:00,2022-01-17 03:00:00,,41.93,,,,,,0.12,,,,,,,
2022-01-17 03:00:00,2022-01-17 04:00:00,,34.17,,,,,,0.05,,,,,,,
2022-01-17 04:00:00,2022-01-17 05:00:00,,34.25,,,,,,0.04,,,,,,,
2022-01-17 05:00:00,2022-01-17 06:00:00,,32.57,,,,,,0.05,,,,,,,
2022-01-17 06:00:00,2022-01-17 07:00:00,,27.33,,,,,,0.01,,,,,,,
2022-01-17 07:00:00,2022-01-17 08:00:00,,29.15,,,,,,0.0,,,,,,,
2022-01-17 08:00:00,2022-01-17 09:00:00,,33.92,,,,,,0.22,,,,,,,
2022-01-17 09:00:00,2022-01-17 10:00:00,,40.9,,,,,,0.3,,,,,,,
2022-01-17 10:00:00,2022-01-17 11:00:00,,42.5,,,,,,0.14,,,,,,,
2022-01-17 11:00:00,2022-01-17 12:00:00,,,,,,,,,,,,,,,
2022-01-17 12:00:00,2022-01-17 13:00:00,,,,,,,,,,,,,,,
2022-01-17 13:00:00,2022-01-17 14:00:00,,,,,,,,,,,,,,,
2022-01-17 14:00:00,2022-01-17 15:00:00,,,,,,,,,,,,,,,
2022-01-17 15:00:00,2022-01-17 16:00:00,,,,,,,,,,,,,,,
2022-01-17 16:00:00,2022-01-17 17:00:00,,,,,,,,,,,,,,,
2022-01-17 17:00:00,2022-01-17 18:00:00,,,,,,,,,,,,,,,
2022-01-17 18:00:00,2022-01-17 19:00:00,,,,,,,,,,,,,,,
2022-01-17 19:00:00,2022-01-17 20:00:00,,,,,,,,,,,,,,,
2022-01-17 20:00:00,2022-01-17 21:00:00,,,,,,,,,,,,,,,
2022-01-17 21:00:00,2022-01-17 22:00:00,,,,,,,,,,,,,,,
2022-01-17 22:00:00,2022-01-17 23:00:00,,,,,,,,,,,,,,,
2022-01-17 23:00:00,2022-01-18 00:00:00,,,,,,,,,,,,,,,
2022-01-18 00:00:00,2022-01-18 01:00:00,,,,,,,,,,,,,,,
2022-01-18 01:00:00,2022-01-18 02:00:00,,,,,,,,,,,,,,,
2022-01-18 02:00:00,2022-01-18 03:00:00,,,,,,,,,,,,,,,
2022-01-18 03:00:00,2022-01-18 04:00:00,,,,,,,,,,,,,,,
2022-01-18 04:00:00,2022-01-18 05:00:00,,,,,,,,,,,,,,,
2022-01-18 05:00:00,2022-01-18 06:00:00,,,,,,,,,,,,,,,
2022-01-18 06:00:00,2022-01-18 07:00:00,,,,,,,,,,,,,,,
2022-01-18 07:00:00,2022-01-18 08:00:00,,,,,,,,,,,,,,,
2022-01-18 08:00:00,2022-01-18 09:00:00,,,,,,,,,,,,,,,
2022-01-18 09:00:00,2022-01-18 10:00:00,,,,,,,,,,,,,,,
2022-01-18 10:00:00,2022-01-18 11:00:00,,,,,,,,,,,,,,,
2022-01-18 11:00:00,2022-01-18 12:00:00,,,,,,,,,,,,,,,
2022-01-18 12:00:00,2022-01-18 13:00:00,,,,,,,,,,,,,,,
2022-01-18 13:00:00,2022-01-18 14:00:00,,,,,,,,,,,,,,,
2022-01-18 14:00:00,2022-01-18 15:00:00,,,,,,,,,,,,,,,
2022-01-18 15:00:00,2022-01-18 16:00:00,,,,,,,,,,,,,,,
2022-01-18 16:00:00,2022-01-18 17:00:00,,,,,,,,,,,,,,,
2022-01-18 17:00:00,2022-01-18 18:00:00,6.28,38.2,10.97,19.98,30.95,1.99,8.32,0.62,,,,,,,
2022-01-18 18:00:00,2022-01-18 19:00:00,7.0,41.12,10.86,20.06,30.92,1.95,8.11,0.94,,,,,,,
2022-01-18 19:00:00,2022-01-18 20:00:00,9.5,52.97,10.82,20.2,31.02,1.91,7.61,1.02,,,,,,,
2022-01-18 20:00:00,2022-01-18 21:00:00,9.86,64.6,11.05,20.45,31.51,1.91,7.82,1.09,,,,,,,
2022-01-18 21:00:00,2022-01-18 22:00:00,9.26,71.55,11.0,19.98,30.99,1.87,8.29,1.1,,,,,,,
2022-01-18 22:00:00,2022-01-18 23:00:00,8.55,77.08,10.9,19.91,30.82,1.73,8.53,0.94,,,,,,,
2022-01-18 23:00:00,2022-01-19 00:00:00,7.09,66.9,10.83,19.92,30.75,2.0,8.07,0.79,,,,,,,
2022-01-19 00:00:00,2022-01-19 01:00:00,9.84,54.73,11.3,20.32,31.62,2.06,7.74,0.52,,,,,,,
2022-01-19 01:00:00,2022-01-19 02:00:00,8.41,46.17,10.79,19.77,30.56,2.04,7.63,0.41,,,,,,,
2022-01-19 02:00:00,2022-01-19 03:00:00,4.53,34.45,10.97,19.92,30.89,1.9,7.24,0.35,,,,,,,
2022-01-19 03:00:00,2022-01-19 04:00:00,2.88,25.0,10.88,20.03,30.91,1.94,6.87,0.33,,,,,,,
2022-01-19 04:00:00,2022-01-19 05:00:00,2.02,22.02,10.84,19.97,30.81,2.01,6.41,0.35,,,,,,,
2022-01-19 05:00:00,2022-01-19 06:00:00,3.32,21.02,10.76,19.3,30.06,1.85,6.31,0.37,,,,,,,
2022-01-19 06:00:00,2022-01-19 07:00:00,3.6,22.5,11.34,20.45,31.8,2.1,5.62,0.36,,,,,,,
2022-01-19 07:00:00,2022-01-19 08:00:00,3.49,25.82,10.75,19.63,30.38,2.14,5.51,0.41,,,,,,,
2022-01-19 08:00:00,2022-01-19 09:00:00,8.2,31.58,10.95,19.99,30.94,1.99,6.58,0.51,,,,,,,
2022-01-19 09:00:00,2022-01-19 10:00:00,10.98,33.27,10.61,20.39,31.0,1.97,12.47,0.55,,,,,,,
2022-01-19 10:00:00,2022-01-19 11:00:00,10.56,43.35,10.91,20.0,30.92,2.0,15.3,0.59,,,,,,,
2022-01-19 11:00:00,2022-01-19 12:00:00,10.58,45.25,10.95,20.04,31.0,1.99,13.71,0.5,,,,,,,
2022-01-19 12:00:00,2022-01-19 13:00:00,7.72,37.65,10.86,20.06,30.92,1.99,13.76,0.44,,,,,,,
2022-01-19 13:00:00,2022-01-19 14:00:00,5.77,32.45,10.92,19.75,30.67,2.02,12.89,0.42,,,,,,,
2022-01-19 14:00:00,2022-01-19 15:00:00,6.33,25.7,10.98,20.04,31.02,1.99,12.18,0.37,,,,,,,
2022-01-19 15:00:00,2022-01-19 16:00:00,4.94,21.6,11.0,20.05,31.05,2.0,15.43,0.35,,,,,,,
2022-01-19 16:00:00,2022-01-19 17:00:00,4.27,23.75,10.95,19.97,30.92,1.98,13.29,0.37,,,,,,,
2022-01-19 17:00:00,2022-01-19 18:00:00,5.62,26.45,10.97,19.99,30.96,1.97,11.5,0.47,,,,,,,
2022-01-19 18:00:00,2022-01-19 19:00:00,4.4,31.02,10.97,20.0,30.97,1.96,10.37,0.61,,,,,,,
2022-01-19 19:00:00,2022-01-19 20:00:00,2.7,46.15,10.96,19.88,30.84,2.05,9.95,0.79,,,,,,,
2022-01-19 20:00:00,2022-01-19 21:00:00,7.55,59.42,10.93,20.01,30.94,1.98,10.09,0.85,,,,,,,
2022-01-19 21:00:00,2022-01-19 22:00:00,11.48,62.95,10.97,20.14,31.11,2.0,10.72,0.84,,,,,,,
2022-01-19 22:00:00,2022-01-19 23:00:00,13.12,62.12,10.98,20.02,31.0,1.98,12.84,1.01,,,,,,,
2022-01-19 23:00:00,2022-01-20 00:00:00,13.32,64.33,10.98,20.06,31.05,1.99,14.56,1.07,,,,,,,
2022-01-20 00:00:00,2022-01-20 01:00:00,15.67,65.47,11.17,20.3,31.47,2.08,16.4,0.84,,,,,,,
2022-01-20 01:00:00,2022-01-20 02:00:00,14.78,56.15,10.92,20.05,30.97,2.0,17.52,0.74,,,,,,,
2022-01-20 02:00:00,2022-01-20 03:00:00,11.5,50.47,10.87,20.08,30.95,2.0,19.19,0.66,,,,,,,
2022-01-20 03:00:00,2022-01-20 04:00:00,9.09,42.0,11.01,20.05,31.07,2.0,19.86,0.62,,,,,,,
2022-01-20 04:00:00,2022-01-20 05:00:00,7.88,32.75,10.96,20.1,31.06,1.99,20.08,0.39,,,,,,,
2022-01-20 05:00:00,2022-01-20 06:00:00,8.59,27.77,10.93,20.07,31.0,1.98,19.32,0.43,,,,,,,
2022-01-20 06:00:00,2022-01-20 07:00:00,7.06,29.42,10.96,20.01,30.97,1.99,18.35,0.35,,,,,,,
2022-01-20 07:00:00,2022-01-20 08:00:00,5.89,25.93,10.93,19.95,30.88,2.0,17.74,0.35,,,,,,,
2022-01-20 08:00:00,2022-01-20 09:00:00,8.17,29.1,12.22,21.1,33.32,2.41,16.98,0.39,,,,,,,
2022-01-20 09:00:00,2022-01-20 10:00:00,11.94,32.38,10.95,20.05,31.0,1.99,18.82,0.43,,,,,,,
2022-01-20 10:00:00,2022-01-20 11:00:00,10.52,33.42,10.97,20.0,30.97,1.96,19.17,0.36,,,,,,,
2022-01-20 11:00:00,2022-01-20 12:00:00,8.84,32.88,10.42,20.8,31.22,1.99,18.53,0.33,,,,,,,
2022-01-20 12:00:00,2022-01-20 13:00:00,,28.95,,,,,15.45,0.29,,,,,,,
2022-01-20 13:00:00,2022-01-20 14:00:00,,23.28,,,,,17.69,0.3,,,,,,,
2022-01-20 14:00:00,2022-01-20 15:00:00,,17.62,,,,,15.11,0.23,,,,,,,
2022-01-20 15:00:00,2022-01-20 16:00:00,,16.9,,,,,15.16,0.22,,,,,,,
2022-01-20 16:00:00,2022-01-20 17:00:00,,21.75,,,,,14.17,0.2,,,,,,,
2022-01-20 17:00:00,2022-01-20 18:00:00,,28.85,,,,,10.92,0.39,,,,,,,
2022-01-20 18:00:00,2022-01-20 19:00:00,,40.88,,,,,10.29,0.67,,,,,,,
2022-01-20 19:00:00,2022-01-20 20:00:00,,53.15,,,,,12.15,0.72,,,,,,,
2022-01-20 20:00:00,2022-01-20 21:00:00,,61.37,,,,,18.54,0.78,,,,,,,
2022-01-20 21:00:00,2022-01-20 22:00:00,,73.22,,,,,31.06,0.94,,,,,,,
2022-01-20 22:00:00,2022-01-20 23:00:00,,67.08,,,,,36.12,0.77,,,,,,,
2022-01-20 23:00:00,2022-01-21 00:00:00,,66.73,,,,,37.58,0.63,,,,,,,
2022-01-21 00:00:00,2022-01-21 01:00:00,,70.88,,,,,39.08,0.43,,,,,,,
2022-01-21 01:00:00,2022-01-21 02:00:00,,55.12,,,,,41.61,0.39,,,,,,,
2022-01-21 02:00:00,2022-01-21 03:00:00,,43.0,,,,,45.38,0.29,,,,,,,
2022-01-21 03:00:00,2022-01-21 04:00:00,,32.15,,,,,47.97,0.34,,,,,,,
2022-01-21 04:00:00,2022-01-21 05:00:00,,29.2,,,,,47.89,0.33,,,,,,,
2022-01-21 05:00:00,2022-01-21 06:00:00,,28.35,,,,,43.76,0.33,,,,,,,
2022-01-21 06:00:00,2022-01-21 07:00:00,,29.38,,,,,40.01,0.34,,,,,,,
2022-01-21 07:00:00,2022-01-21 08:00:00,,32.77,,,,,37.67,0.38,,,,,,,
2022-01-21 08:00:00,2022-01-21 09:00:00,,32.65,,,,,35.98,0.35,,,,,,,
2022-01-21 09:00:00,2022-01-21 10:00:00,,35.53,,,,,34.12,0.22,,,,,,,
2022-01-21 10:00:00,2022-01-21 11:00:00,,32.2,,,,,33.39,0.16,,,,,,,
2022-01-21 11:00:00,2022-01-21 12:00:00,,,,,,,,,,,,,,,
2022-01-21 12:00:00,2022-01-21 13:00:00,,,,,,,,,,,,,,,
2022-01-21 13:00:00,2022-01-21 14:00:00,,,,,,,,,,,,,,,
2022-01-21 14:00:00,2022-01-21 15:00:00,,,,,,,,,,,,,,,
2022-01-21 15:00:00,2022-01-21 16:00:00,,,,,,,,,,,,,,,
2022-01-21 16:00:00,2022-01-21 17:00:00,,31.5,,,,,,0.3,,,,,,,
2022-01-21 17:00:00,2022-01-21 18:00:00,,35.92,,,,,,0.3,,,,,,,
2022-01-21 18:00:00,2022-01-21 19:00:00,,46.62,,,,,,0.3,,,,,,,
2022-01-21 19:00:00,2022-01-21 20:00:00,,59.9,,,,,,0.3,,,,,,,
2022-01-21 20:00:00,2022-01-21 21:00:00,,67.78,,,,,,1.28,,,,,,,
2022-01-21 21:00:00,2022-01-21 22:00:00,,75.98,,,,,,1.01,,,,,,,
2022-01-21 22:00:00,2022-01-21 23:00:00,,78.15,,,,,,0.88,,,,,,,
2022-01-21 23:00:00,2022-01-22 00:00:00,,70.07,,,,,,0.72,,,,,,,
2022-01-22 00:00:00,2022-01-22 01:00:00,,56.8,,,,,,0.63,,,,,,,
2022-01-22 01:00:00,2022-01-22 02:00:00,,48.85,,,,,,0.7,,,,,,,
2022-01-22 02:00:00,2022-01-22 03:00:00,,43.53,,,,,,0.65,,,,,,,
2022-01-22 03:00:00,2022-01-22 04:00:00,,41.1,,,,,,0.47,,,,,,,
2022-01-22 04:00:00,2022-01-22 05:00:00,,34.38,,,,,,0.39,,,,,,,
2022-01-22 05:00:00,2022-01-22 06:00:00,,31.1,,,,,,0.38,,,,,,,
2022-01-22 06:00:00,2022-01-22 07:00:00,,27.75,,,,,,0.33,,,,,,,
2022-01-22 07:00:00,2022-01-22 08:00:00,,30.4,,,,,,0.28,,,,,,,
2022-01-22 08:00:00,2022-01-22 09:00:00,,32.12,,,,,,0.34,,,,,,,
2022-01-22 09:00:00,2022-01-22 10:00:00,,33.25,,,,,,0.34,,,,,,,
2022-01-22 10:00:00,2022-01-22 11:00:00,,33.38,,,,,,0.4,,,,,,,
2022-01-22 11:00:00,2022-01-22 12:00:00,,33.42,,,,,,0.21,,,,,,,
2022-01-22 12:00:00,2022-01-22 13:00:00,8.73,30.5,11.03,20.04,31.07,1.99,14.79,0.15,,,,,,,
2022-01-22 13:00:00,2022-01-22 14:00:00,13.7,32.27,10.92,19.89,30.82,1.97,14.01,0.1,,,,,,,
2022-01-22 14:00:00,2022-01-22 15:00:00,24.14,25.5,10.93,19.97,30.9,1.97,11.89,0.11,,,,,,,
2022-01-22 15:00:00,2022-01-22 16:00:00,18.23,23.92,10.93,19.93,30.87,1.98,15.77,0.14,,,,,,,
2022-01-22 16:00:00,2022-01-22 17:00:00,14.04,26.07,10.96,20.0,30.97,1.98,14.51,0.42,,,,,,,
2022-01-22 17:00:00,2022-01-22 18:00:00,12.51,34.73,10.98,19.98,30.96,2.0,13.48,0.77,,,,,,,
