From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),VWS (m/s),Xylene (ug/m3),RF (mm),AT (degree C)
2022-06-02 11:00:00,2022-06-02 12:00:00,54.0,93.0,1.18,25.2,14.33,10.32,7.48,,33.6,0.43,1.77,21.9,7.18,,26.0,52.0,1.62,301.5,175.25,,13.13,0.0,38.0
2022-06-02 12:00:00,2022-06-02 13:00:00,54.0,100.5,1.33,22.43,13.0,10.17,6.4,,35.85,0.4,0.0,24.43,,,21.8,51.75,2.03,310.75,165.5,,11.0,0.0,38.9
2022-06-02 13:00:00,2022-06-02 14:00:00,62.0,108.0,0.88,21.38,12.07,10.35,7.45,,37.8,0.4,0.82,23.85,,,21.95,51.75,2.15,315.5,153.5,,11.03,0.0,39.52
2022-06-02 14:00:00,2022-06-02 15:00:00,61.33,112.75,0.65,19.5,10.9,10.43,7.28,,39.8,0.4,1.25,22.97,,,21.95,53.5,1.95,306.5,106.5,,10.5,0.0,39.12
2022-06-02 15:00:00,2022-06-02 16:00:00,72.33,126.0,2.03,22.95,13.85,10.25,7.55,,57.35,0.4,1.2,22.05,,,24.7,55.25,1.78,308.5,45.75,,10.28,0.0,37.85
2022-06-02 16:00:00,2022-06-02 17:00:00,78.0,131.0,1.9,22.9,13.7,10.7,10.53,,57.2,0.43,0.47,21.93,,,29.4,58.67,1.53,222.67,32.67,,10.9,0.0,35.9
2022-06-02 17:00:00,2022-06-02 18:00:00,,,2.63,21.67,13.67,9.2,3.55,,64.03,0.3,0.2,13.35,,,29.57,64.67,0.9,250.67,14.33,,6.9,0.0,28.57
2022-06-02 18:00:00,2022-06-02 19:00:00,,,2.25,29.5,16.6,9.7,8.35,,45.83,0.5,0.0,15.8,,,29.6,64.33,0.77,325.33,6.67,,8.2,0.0,29.2
2022-06-02 19:00:00,2022-06-02 20:00:00,,,2.35,33.5,19.72,9.6,10.75,,57.08,0.82,0.53,11.28,5.2,,26.0,67.5,0.93,319.0,5.75,,7.32,0.0,28.65
2022-06-02 20:00:00,2022-06-02 21:00:00,108.0,,2.0,23.15,13.95,10.6,8.15,,43.1,0.95,0.05,10.5,6.25,,22.1,66.0,0.7,303.5,6.0,,6.9,0.0,28.5
2022-06-02 21:00:00,2022-06-02 22:00:00,,,2.0,10.7,3.7,10.3,,,17.0,0.6,1.1,5.8,3.1,,22.45,67.0,0.6,302.5,6.0,,1.3,0.0,27.75
2022-06-02 22:00:00,2022-06-02 23:00:00,,,1.5,13.35,8.32,10.1,3.65,0.56,31.35,0.53,0.68,13.78,,,21.28,67.75,0.73,321.25,5.75,,6.62,0.0,27.75
2022-06-02 23:00:00,2022-06-03 00:00:00,52.0,70.0,2.25,13.25,8.88,11.23,3.4,0.51,27.95,0.5,1.18,13.93,,,22.5,69.0,0.82,322.25,5.75,,6.65,0.0,26.92
2022-06-03 00:00:00,2022-06-03 01:00:00,45.33,60.5,2.95,30.22,18.48,11.35,5.08,0.39,31.62,0.5,0.35,14.53,,,28.75,70.75,0.6,302.75,6.0,,7.62,0.0,25.25
2022-06-03 01:00:00,2022-06-03 02:00:00,40.0,47.25,3.2,24.83,15.8,11.5,7.38,0.28,33.02,0.43,0.0,13.57,,,29.62,74.0,0.6,306.25,6.5,,7.22,0.0,24.23
2022-06-03 02:00:00,2022-06-03 03:00:00,32.33,45.0,3.95,19.43,13.55,12.62,7.33,0.16,34.85,0.4,0.38,13.12,,,29.68,78.0,0.42,301.75,7.0,,6.97,0.0,23.25
2022-06-03 03:00:00,2022-06-03 04:00:00,30.5,39.0,4.92,16.93,13.03,13.1,7.4,0.16,28.08,0.4,0.3,12.82,0.82,,27.93,81.75,0.65,310.0,7.0,,7.08,0.0,22.62
2022-06-03 04:00:00,2022-06-03 05:00:00,31.0,40.0,4.65,11.98,10.18,13.12,4.05,0.17,18.02,0.38,1.15,11.37,3.02,,22.18,84.5,0.97,314.75,7.25,,6.42,0.0,22.38
2022-06-03 05:00:00,2022-06-03 06:00:00,36.0,66.0,5.15,11.05,10.07,12.55,1.0,0.21,16.3,0.4,0.8,12.53,,,22.1,84.25,1.4,315.5,17.25,,6.25,0.0,22.85
2022-06-03 06:00:00,2022-06-03 07:00:00,51.75,72.25,7.33,15.65,14.25,10.7,1.7,0.57,15.57,0.53,1.23,14.52,,,22.1,76.0,1.52,318.75,41.25,,7.12,0.0,25.88
2022-06-03 07:00:00,2022-06-03 08:00:00,57.0,93.5,6.67,18.82,15.43,13.97,0.97,0.65,18.75,0.67,0.45,19.02,,,23.18,66.5,1.48,314.25,77.25,,9.22,0.0,29.25
2022-06-03 08:00:00,2022-06-03 09:00:00,56.0,79.33,4.57,42.23,26.2,20.23,1.6,0.55,22.3,0.68,0.0,23.1,,,28.75,63.0,1.5,307.25,114.5,,12.1,0.0,31.65
2022-06-03 09:00:00,2022-06-03 10:00:00,51.33,71.25,2.95,25.0,15.7,9.95,4.05,0.45,24.83,0.6,0.03,24.7,,,29.5,58.75,1.43,310.0,149.0,,13.02,0.0,34.45
2022-06-03 10:00:00,2022-06-03 11:00:00,52.33,79.25,2.5,27.82,16.85,9.85,7.77,0.38,27.43,0.5,0.47,25.7,,,29.8,54.5,1.6,306.75,173.75,,13.4,0.0,37.3
2022-06-03 11:00:00,2022-06-03 12:00:00,54.0,85.5,1.8,26.35,15.47,10.3,5.92,0.3,31.08,0.5,0.1,25.1,1.55,,27.95,51.25,1.25,289.75,178.75,,13.45,0.0,39.42
2022-06-03 12:00:00,2022-06-03 13:00:00,59.0,100.67,1.58,24.88,14.5,10.28,2.1,0.26,35.42,0.45,1.75,22.42,5.67,,22.3,49.25,1.18,292.5,172.75,,11.95,0.0,40.83
2022-06-03 13:00:00,2022-06-03 14:00:00,59.0,105.5,1.25,24.3,13.95,10.4,2.0,0.24,41.85,0.43,1.12,25.75,,,22.25,47.5,1.18,299.25,108.5,,11.95,0.0,40.95
2022-06-03 14:00:00,2022-06-03 15:00:00,54.0,106.33,0.88,23.7,13.33,10.35,2.17,0.17,41.2,0.4,1.05,25.33,,,22.23,47.5,1.2,286.75,117.25,,11.5,0.0,41.97
2022-06-03 15:00:00,2022-06-03 16:00:00,54.0,108.0,1.38,24.48,14.15,10.03,3.08,0.17,34.6,0.4,1.0,26.05,,,23.6,49.0,1.23,298.0,78.5,,11.8,0.0,41.23
2022-06-03 16:00:00,2022-06-03 17:00:00,49.0,102.67,1.7,25.95,15.17,10.72,6.0,0.17,59.75,0.4,0.43,26.6,,,29.2,51.25,1.3,309.5,39.25,,13.0,0.0,39.62
2022-06-03 17:00:00,2022-06-03 18:00:00,,,1.5,12.5,7.8,10.4,,,7.3,,,,,,30.0,56.0,1.5,315.0,8.0,,,0.0,37.3
2022-06-03 18:00:00,2022-06-03 19:00:00,,,1.3,18.25,10.78,10.1,10.5,0.63,76.5,0.38,0.45,19.95,,,29.5,57.5,2.12,317.75,5.25,,7.33,0.0,36.05
2022-06-03 19:00:00,2022-06-03 20:00:00,71.0,123.0,0.5,19.57,10.85,10.7,10.25,0.85,71.12,0.55,1.42,17.53,1.02,,27.6,62.25,2.05,316.0,5.25,,9.17,0.0,34.08
2022-06-03 20:00:00,2022-06-03 21:00:00,80.33,127.0,1.0,16.57,9.6,10.43,3.8,0.29,48.47,0.55,0.65,13.47,3.77,,21.52,64.75,2.08,318.75,5.0,,7.35,0.0,33.28
2022-06-03 21:00:00,2022-06-03 22:00:00,95.0,120.25,0.6,11.88,6.82,10.57,4.58,0.23,47.0,0.5,1.12,14.32,,,21.4,67.5,1.98,320.0,5.0,,6.75,0.0,32.35
2022-06-03 22:00:00,2022-06-03 23:00:00,100.0,109.0,0.98,9.48,5.8,10.6,5.75,0.2,43.92,0.47,1.0,12.68,,,21.88,71.5,1.8,320.5,5.5,,6.03,0.0,31.02
2022-06-03 23:00:00,2022-06-04 00:00:00,69.0,112.0,0.75,9.25,5.53,10.75,5.8,0.23,41.85,0.47,0.9,11.5,,,23.27,74.75,1.3,319.75,5.5,,5.5,0.0,29.88
2022-06-04 00:00:00,2022-06-04 01:00:00,71.67,103.5,1.53,9.97,6.53,11.5,1.95,0.46,14.1,0.53,0.85,11.6,,,29.05,76.75,1.45,316.5,5.5,,5.95,0.0,28.77
2022-06-04 01:00:00,2022-06-04 02:00:00,72.33,96.75,1.8,9.88,6.72,11.53,1.55,0.46,23.67,0.5,0.07,11.12,,,29.75,78.25,0.9,314.0,6.0,,4.45,0.0,28.12
2022-06-04 02:00:00,2022-06-04 03:00:00,68.67,89.25,2.05,10.77,7.42,11.85,2.35,0.4,33.58,0.45,0.5,10.4,,,29.82,82.0,0.6,302.0,6.25,,5.75,0.0,26.8
2022-06-04 03:00:00,2022-06-04 04:00:00,60.33,77.0,2.35,11.88,8.22,12.3,1.7,0.33,27.5,0.43,0.62,10.2,0.65,,27.88,86.75,0.62,295.25,6.5,,5.73,0.0,25.65
2022-06-04 04:00:00,2022-06-04 05:00:00,50.33,74.25,3.05,11.3,8.5,12.5,2.1,0.23,17.3,0.4,1.02,9.1,2.42,,22.2,89.75,1.78,309.25,6.5,,5.2,0.0,25.23
2022-06-04 05:00:00,2022-06-04 06:00:00,54.33,82.5,1.88,10.3,6.97,11.85,2.52,0.22,19.15,0.4,1.0,8.95,,,22.1,90.25,1.85,309.0,14.5,,4.62,0.0,24.12
2022-06-04 06:00:00,2022-06-04 07:00:00,52.0,80.5,1.35,9.7,6.3,11.6,2.53,0.25,20.88,0.43,0.72,4.95,,,22.15,87.75,2.2,309.5,26.25,,2.17,0.0,24.62
2022-06-04 07:00:00,2022-06-04 08:00:00,56.33,74.75,1.55,11.12,7.12,12.3,2.55,0.35,25.9,0.43,0.8,5.55,,,23.5,84.75,2.9,313.75,34.25,,2.67,0.0,25.7
2022-06-04 08:00:00,2022-06-04 09:00:00,60.0,79.5,1.63,11.83,7.63,16.83,3.0,0.43,12.9,0.55,0.28,7.6,,,28.8,79.75,3.23,313.25,80.25,,3.33,0.0,26.48
2022-06-04 09:00:00,2022-06-04 10:00:00,,88.0,1.85,10.1,6.9,10.7,4.1,0.41,12.28,0.5,0.43,11.93,,,29.38,74.0,3.33,316.5,131.25,,6.62,0.0,28.72
2022-06-04 10:00:00,2022-06-04 11:00:00,,106.0,1.48,9.97,6.47,10.53,4.95,0.33,19.9,0.5,0.62,15.38,,,30.47,66.5,3.12,319.25,182.5,,8.35,0.2,32.38
2022-06-04 11:00:00,2022-06-04 12:00:00,,148.0,0.82,11.78,6.92,10.5,3.67,0.16,45.65,0.43,0.55,13.25,0.7,,28.42,62.25,2.75,322.5,161.25,,5.67,0.35,34.27
2022-06-04 12:00:00,2022-06-04 13:00:00,,150.0,0.62,12.25,7.0,14.03,2.3,0.03,44.62,0.35,1.6,8.95,2.55,,22.25,60.0,2.67,318.25,144.5,,5.2,0.0,35.92
2022-06-04 13:00:00,2022-06-04 14:00:00,,129.0,1.0,12.3,7.35,14.63,3.48,,41.22,0.4,1.28,12.7,,,21.98,58.25,2.33,316.5,125.75,,6.1,0.0,36.73
2022-06-04 14:00:00,2022-06-04 15:00:00,,147.0,1.18,14.72,8.8,14.77,3.4,0.01,44.78,0.38,1.17,14.65,,,21.92,57.0,2.27,320.25,96.75,,6.88,0.0,37.2
2022-06-04 15:00:00,2022-06-04 16:00:00,,138.0,0.97,14.38,8.43,14.93,4.42,,40.6,0.4,0.9,15.85,,,23.5,60.5,3.23,311.5,91.75,,7.45,0.0,35.98
2022-06-04 16:00:00,2022-06-04 17:00:00,,110.0,1.18,22.15,12.78,15.17,5.68,,51.12,0.4,0.78,16.2,,,29.53,61.5,2.77,308.5,58.5,,8.17,0.0,35.1
2022-06-04 17:00:00,2022-06-04 18:00:00,,102.0,1.05,22.2,12.62,15.22,5.2,,60.97,0.4,0.6,14.3,,,29.93,66.75,2.85,309.75,22.75,,7.15,0.0,32.3
2022-06-04 18:00:00,2022-06-04 19:00:00,,100.0,1.1,29.2,16.45,11.83,5.25,0.1,62.77,0.4,0.35,11.05,,,30.05,72.75,3.0,312.25,6.25,,5.9,0.0,29.2
2022-06-04 19:00:00,2022-06-04 20:00:00,,94.0,1.12,24.02,13.7,12.38,5.03,0.21,56.5,0.53,0.57,8.92,0.55,,27.75,76.0,3.05,312.5,6.0,,5.1,0.0,27.27
2022-06-04 20:00:00,2022-06-04 21:00:00,,104.0,1.4,14.1,8.6,14.52,4.88,0.21,36.23,0.5,1.03,7.3,2.0,,22.7,79.5,2.92,314.0,6.0,,4.33,0.0,26.28
2022-06-04 21:00:00,2022-06-04 22:00:00,,,1.77,9.9,6.7,15.03,4.8,0.42,20.7,0.2,0.4,3.4,,,22.43,83.0,2.97,311.33,6.0,,1.3,0.0,25.3
2022-06-04 22:00:00,2022-06-04 23:00:00,77.0,82.0,1.07,8.58,5.42,14.8,5.53,0.48,29.85,0.47,0.95,6.67,,,22.58,84.75,2.67,313.0,6.0,,3.3,0.0,24.7
2022-06-04 23:00:00,2022-06-05 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-06-05 00:00:00,2022-06-05 01:00:00,,,,,0.0,,,,1.9,,,,,,27.1,88.0,2.3,313.0,5.0,,,0.0,22.8
2022-06-05 01:00:00,2022-06-05 02:00:00,,,0.7,3.35,1.82,14.75,5.0,0.62,12.67,0.43,0.5,6.43,,,29.32,89.5,2.38,315.25,6.0,,1.1,0.0,22.1
2022-06-05 02:00:00,2022-06-05 03:00:00,,40.0,1.5,5.08,3.92,15.55,8.4,0.67,22.52,0.47,0.53,7.1,,,30.05,91.0,2.17,314.75,6.25,,3.95,0.0,21.15
2022-06-05 03:00:00,2022-06-05 04:00:00,,42.75,1.67,5.22,4.15,16.57,,0.67,24.12,0.45,0.68,7.2,,,30.12,92.75,1.9,315.25,6.25,,4.05,0.0,20.3
2022-06-05 04:00:00,2022-06-05 05:00:00,,43.25,1.93,8.65,6.2,16.65,,0.44,18.38,0.4,0.62,7.1,2.62,,23.95,94.75,1.97,311.25,6.75,,4.47,0.0,19.83
2022-06-05 05:00:00,2022-06-05 06:00:00,,47.0,2.98,9.42,7.45,16.3,,0.35,11.58,0.4,1.0,8.0,,,21.93,94.0,2.23,311.25,19.0,,4.27,0.0,20.35
2022-06-05 06:00:00,2022-06-05 07:00:00,,63.0,3.57,11.5,9.0,15.38,,0.56,16.18,0.53,1.05,7.65,,,21.9,87.0,2.75,312.75,36.0,,4.1,0.0,22.42
2022-06-05 07:00:00,2022-06-05 08:00:00,,81.0,3.4,12.8,9.57,16.3,,0.65,16.97,0.62,1.07,9.0,,,21.82,79.5,2.93,313.5,59.0,,4.67,0.0,24.9
2022-06-05 08:00:00,2022-06-05 09:00:00,,83.0,3.67,11.27,9.0,19.8,,0.59,4.5,0.67,0.92,10.82,,,26.52,77.5,2.9,312.25,87.5,,5.85,0.0,26.35
2022-06-05 09:00:00,2022-06-05 10:00:00,,83.0,2.8,10.85,8.05,15.05,,0.46,21.65,0.6,0.4,13.35,,,29.55,72.0,3.27,312.0,124.0,,7.2,0.0,28.68
2022-06-05 10:00:00,2022-06-05 11:00:00,,87.0,2.25,16.58,10.65,14.65,,0.34,28.2,0.6,0.1,14.12,,,29.7,63.25,2.88,308.75,170.75,,7.45,0.0,31.82
2022-06-05 11:00:00,2022-06-05 12:00:00,,100.67,1.78,37.92,21.62,12.7,,0.17,33.85,0.5,1.45,15.53,,,29.82,59.25,2.93,308.25,166.75,,8.25,0.0,33.35
2022-06-05 12:00:00,2022-06-05 13:00:00,,100.75,1.3,19.57,11.45,14.52,,0.34,41.55,0.47,1.15,10.77,8.82,,23.9,58.0,2.95,307.25,166.5,,7.82,0.0,34.2
2022-06-05 13:00:00,2022-06-05 14:00:00,68.0,110.25,0.93,17.5,10.05,14.62,,0.3,40.53,0.4,1.2,14.8,,,21.87,58.0,2.77,307.75,151.5,,6.88,0.0,35.27
2022-06-05 14:00:00,2022-06-05 15:00:00,68.0,115.0,1.0,16.27,9.45,14.55,,0.26,45.0,0.4,1.05,14.85,,,21.73,58.75,2.78,307.5,103.0,,6.97,0.0,35.02
2022-06-05 15:00:00,2022-06-05 16:00:00,,105.0,0.5,15.38,8.55,14.68,,0.2,46.98,0.4,0.9,14.47,,,21.7,59.0,2.43,308.75,78.5,,6.68,0.0,34.98
2022-06-05 16:00:00,2022-06-05 17:00:00,,105.0,1.45,17.82,10.62,14.3,,0.36,75.3,0.4,0.9,15.05,,,26.73,62.25,2.38,311.5,43.0,,7.38,0.0,33.7
2022-06-05 17:00:00,2022-06-05 18:00:00,,102.0,1.27,18.2,10.43,14.65,,0.45,62.2,0.4,0.3,14.08,,,29.52,69.25,2.55,307.5,21.0,,7.2,0.0,31.0
2022-06-05 18:00:00,2022-06-05 19:00:00,,94.0,0.85,17.3,9.9,14.65,,0.52,57.25,0.4,0.85,11.7,,,29.75,77.0,2.65,307.0,7.5,,6.1,0.0,28.6
2022-06-05 19:00:00,2022-06-05 20:00:00,,,3.15,15.03,10.55,13.77,12.3,,38.35,0.5,1.0,8.37,,,30.0,84.5,2.48,309.25,5.75,,4.7,0.0,25.15
2022-06-05 20:00:00,2022-06-05 21:00:00,,,1.05,11.82,7.15,15.12,9.03,,36.75,0.57,1.12,6.18,5.0,,23.95,86.75,2.73,311.25,6.0,,4.58,0.0,24.1
2022-06-05 21:00:00,2022-06-05 22:00:00,,69.0,1.28,8.35,5.48,14.9,9.65,,24.82,0.5,1.02,7.7,,,22.33,87.0,2.4,310.25,5.75,,4.05,0.0,24.18
2022-06-05 22:00:00,2022-06-05 23:00:00,61.0,66.5,0.73,6.07,3.83,15.3,8.93,,30.07,0.4,0.9,6.9,,,22.3,87.67,2.47,312.0,6.0,,3.6,0.0,24.17
2022-06-05 23:00:00,2022-06-06 00:00:00,,,1.55,2.05,2.3,13.2,,,11.25,,,,,,21.75,89.0,2.5,314.5,5.5,,,0.0,23.95
2022-06-06 00:00:00,2022-06-06 01:00:00,,,1.05,3.88,2.9,14.47,2.73,0.33,4.7,0.3,0.32,3.1,,,26.1,90.0,2.25,316.25,5.5,,1.32,0.0,23.62
2022-06-06 01:00:00,2022-06-06 02:00:00,441.0,,0.98,4.95,3.42,16.05,2.38,0.45,16.05,0.4,0.5,4.08,,,29.77,92.0,2.08,314.0,6.0,,1.78,0.0,23.1
2022-06-06 02:00:00,2022-06-06 03:00:00,345.67,,1.65,4.75,3.88,16.1,1.93,0.45,13.45,0.4,0.77,5.42,,,29.9,93.5,1.68,311.25,6.0,,2.73,0.0,22.73
2022-06-06 03:00:00,2022-06-06 04:00:00,184.67,,2.0,4.97,4.25,16.65,2.6,0.47,11.55,0.4,0.4,5.55,,,29.95,95.0,1.2,305.0,6.0,,2.83,0.0,22.55
2022-06-06 04:00:00,2022-06-06 05:00:00,206.0,,2.38,4.97,4.55,17.12,2.33,0.37,14.15,0.38,0.75,4.45,1.45,,24.12,96.25,1.57,303.75,6.75,,2.45,0.0,22.35
2022-06-06 05:00:00,2022-06-06 06:00:00,374.33,,2.48,4.85,4.6,16.5,2.15,0.42,11.0,0.35,0.75,5.55,,,22.45,95.5,2.58,310.0,10.5,,2.73,0.0,22.9
2022-06-06 06:00:00,2022-06-06 07:00:00,230.33,,1.77,6.1,4.67,15.5,3.28,0.51,24.62,0.43,0.57,2.7,,,22.33,88.75,3.03,312.0,31.0,,1.1,0.0,23.9
2022-06-06 07:00:00,2022-06-06 08:00:00,157.33,,1.73,8.55,5.92,15.57,3.25,0.58,29.83,0.43,0.62,3.97,,,22.28,82.75,2.58,312.5,60.0,,1.73,0.0,25.42
2022-06-06 08:00:00,2022-06-06 09:00:00,133.5,,2.37,8.73,6.57,19.53,3.93,0.57,,0.43,0.57,8.0,,,26.03,78.33,2.73,313.33,92.0,,4.37,0.0,27.37
2022-06-06 09:00:00,2022-06-06 10:00:00,,,3.87,8.73,7.8,13.97,5.25,,10.37,0.3,0.7,8.55,,,29.83,71.67,2.73,315.0,120.67,,4.4,0.0,30.17
2022-06-06 10:00:00,2022-06-06 11:00:00,188.0,,1.63,9.53,6.37,14.7,6.67,,11.23,0.43,0.57,14.3,,,29.77,67.67,2.9,318.0,151.67,,7.33,0.0,31.73
2022-06-06 11:00:00,2022-06-06 12:00:00,,,1.67,10.33,6.77,15.23,1.65,,27.38,0.4,0.75,14.15,,,29.92,64.0,2.75,315.5,148.25,,7.45,0.0,32.85
2022-06-06 12:00:00,2022-06-06 13:00:00,187.0,,0.65,11.57,6.7,14.9,2.6,,39.9,0.4,0.75,13.12,4.5,,23.95,62.5,2.83,315.0,125.5,,7.9,0.0,33.55
2022-06-06 13:00:00,2022-06-06 14:00:00,199.67,,1.05,11.22,6.8,14.55,4.05,,39.03,0.4,0.9,14.85,,,21.82,60.75,2.7,319.5,126.75,,6.88,0.0,34.92
2022-06-06 14:00:00,2022-06-06 15:00:00,360.67,,0.98,11.45,6.9,14.68,4.7,,43.45,0.4,1.12,15.27,,,21.62,60.75,2.45,319.25,84.25,,7.15,0.0,35.12
2022-06-06 15:00:00,2022-06-06 16:00:00,397.33,,0.97,11.35,6.83,14.72,5.05,,46.25,0.35,0.9,14.25,,,21.52,62.75,2.25,317.0,45.5,,6.62,0.0,34.08
2022-06-06 16:00:00,2022-06-06 17:00:00,432.33,,1.12,10.85,6.75,14.77,6.8,,59.2,0.38,0.78,14.43,,,26.72,62.5,2.38,315.75,41.25,,7.1,0.0,34.0
2022-06-06 17:00:00,2022-06-06 18:00:00,374.0,,1.25,15.07,9.05,14.9,6.5,,62.77,0.4,0.8,14.07,,,29.8,64.75,2.3,317.25,15.5,,7.25,0.0,32.9
2022-06-06 18:00:00,2022-06-06 19:00:00,158.33,,1.23,35.9,20.08,14.75,8.2,,64.28,0.43,1.02,11.3,,,29.98,71.0,2.28,311.0,5.75,,4.58,0.0,30.18
2022-06-06 19:00:00,2022-06-06 20:00:00,192.5,,1.63,33.33,19.07,14.57,9.5,,59.87,0.5,1.07,9.8,,,30.1,75.67,2.53,311.0,5.33,,5.37,0.0,28.23
2022-06-06 20:00:00,2022-06-06 21:00:00,193.33,,0.62,16.85,9.45,14.9,7.4,,43.08,0.4,0.95,7.7,2.65,,23.77,79.75,2.47,308.75,5.5,,4.83,0.0,26.6
2022-06-06 21:00:00,2022-06-06 22:00:00,268.67,,0.6,9.45,5.47,14.6,6.97,,39.65,0.4,0.85,8.38,,,22.15,81.5,2.75,313.0,5.5,,4.42,0.0,25.25
2022-06-06 22:00:00,2022-06-06 23:00:00,515.33,,0.47,6.65,3.93,14.7,6.95,,37.25,0.4,0.8,7.3,,,22.02,84.25,2.9,315.0,6.0,,3.75,0.0,24.38
2022-06-06 23:00:00,2022-06-07 00:00:00,451.0,,1.02,4.75,3.35,14.7,6.35,,34.6,0.4,0.67,6.15,,,21.98,86.75,2.62,314.5,5.75,,3.05,0.0,23.8
2022-06-07 00:00:00,2022-06-07 01:00:00,459.33,,1.07,3.83,2.92,14.98,0.4,,16.1,0.4,0.57,4.35,,,26.65,88.5,2.55,314.5,6.0,,1.95,0.0,23.12
2022-06-07 01:00:00,2022-06-07 02:00:00,662.0,,0.53,4.43,2.77,15.08,,,20.3,0.4,0.4,4.08,,,29.9,90.75,2.65,313.25,6.0,,1.8,0.0,22.58
2022-06-07 02:00:00,2022-06-07 03:00:00,315.33,,1.18,4.38,3.25,14.93,,,17.38,0.4,0.77,5.53,,,30.1,92.25,2.48,315.0,6.0,,2.83,0.0,22.35
2022-06-07 03:00:00,2022-06-07 04:00:00,102.0,,1.23,4.0,3.12,15.4,,,24.45,0.4,0.6,5.62,,,30.05,93.0,2.48,316.0,6.0,,2.15,0.0,22.45
2022-06-07 04:00:00,2022-06-07 05:00:00,208.0,,0.78,4.55,3.08,15.38,0.2,,19.45,0.4,0.82,4.7,1.65,,23.57,93.0,2.27,315.25,6.25,,2.75,0.0,22.62
2022-06-07 05:00:00,2022-06-07 06:00:00,156.0,,2.17,5.65,4.75,14.62,,,15.77,0.45,0.62,5.9,,,22.1,92.5,2.57,315.25,11.0,,3.27,0.0,22.85
2022-06-07 06:00:00,2022-06-07 07:00:00,423.33,,2.12,8.05,6.0,14.45,,,17.88,0.57,0.8,5.4,,,21.9,90.75,3.05,315.75,23.0,,2.83,0.0,23.32
2022-06-07 07:00:00,2022-06-07 08:00:00,516.0,,1.85,7.82,5.68,14.65,0.6,,19.7,0.57,0.8,3.77,,,21.92,88.5,3.1,314.25,41.75,,1.55,0.0,24.68
2022-06-07 08:00:00,2022-06-07 09:00:00,552.33,,2.7,8.2,6.57,18.03,,,8.6,0.58,0.65,5.08,,,26.88,85.0,3.27,314.5,64.0,,2.6,0.0,25.6
2022-06-07 09:00:00,2022-06-07 10:00:00,265.33,,2.8,9.8,7.5,14.95,0.95,,10.1,0.55,0.85,8.75,,,29.82,80.25,3.0,315.5,110.25,,4.97,0.0,27.82
2022-06-07 10:00:00,2022-06-07 11:00:00,106.0,,2.47,9.4,6.97,14.3,0.88,,15.97,0.53,1.35,12.12,,,29.9,74.25,3.05,317.25,130.75,,6.73,0.0,30.85
2022-06-07 11:00:00,2022-06-07 12:00:00,99.0,,1.62,9.93,6.6,14.38,1.7,,27.28,0.55,1.1,13.72,,,29.95,68.5,2.95,321.5,166.75,,7.47,0.0,33.25
2022-06-07 12:00:00,2022-06-07 13:00:00,99.0,,0.57,10.75,6.2,14.47,0.97,,41.3,0.45,1.52,12.28,4.25,,24.1,65.5,3.05,317.0,139.5,,7.4,0.0,34.25
2022-06-07 13:00:00,2022-06-07 14:00:00,,,3.45,7.55,6.85,15.15,6.1,,43.05,0.3,1.2,9.6,,,22.9,61.0,2.8,322.0,105.5,,4.4,0.0,35.5
2022-06-07 14:00:00,2022-06-07 15:00:00,,,0.58,8.38,4.97,15.1,9.1,,62.77,0.3,1.02,8.35,,,22.35,60.5,2.88,324.25,108.0,,4.1,0.4,35.58
2022-06-07 15:00:00,2022-06-07 16:00:00,,,0.5,8.8,5.1,18.1,9.57,,66.12,0.2,0.82,7.3,,,21.87,58.25,2.68,325.75,81.75,,3.55,0.0,36.22
2022-06-07 16:00:00,2022-06-07 17:00:00,,150.0,1.4,9.38,6.13,18.0,9.35,,36.8,0.25,0.38,8.32,,,26.1,60.5,2.52,313.0,43.5,,4.35,0.0,35.45
2022-06-07 17:00:00,2022-06-07 18:00:00,,138.0,0.63,9.32,5.35,18.45,11.68,,77.7,0.3,0.48,8.23,,,30.07,65.5,2.78,311.25,18.0,,4.4,0.0,33.17
2022-06-07 18:00:00,2022-06-07 19:00:00,2.0,100.67,1.08,13.95,8.3,18.38,11.65,,79.4,0.4,0.9,7.53,,,30.4,69.5,2.25,311.25,5.75,,4.05,0.0,31.45
2022-06-07 19:00:00,2022-06-07 20:00:00,2.0,96.0,0.9,21.6,12.23,18.05,10.4,,67.12,0.47,0.97,7.95,,,30.45,73.5,2.65,313.25,5.25,,4.38,0.0,29.38
2022-06-07 20:00:00,2022-06-07 21:00:00,60.0,84.67,1.12,15.12,8.98,18.15,11.55,,55.1,0.5,0.8,5.62,4.67,,24.7,76.75,2.65,315.25,5.25,,4.27,0.0,28.2
2022-06-07 21:00:00,2022-06-07 22:00:00,60.0,85.5,0.85,10.35,6.22,18.4,10.52,,41.6,0.45,0.68,7.0,,,22.02,80.0,2.28,312.25,5.5,,3.5,0.0,27.53
