From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm)
2023-02-02 15:00:00,2023-02-02 16:00:00,4.68,5.88,2.57,8.35,7.86,13.47,10.61,0.4,72.84,0.11,10.73,0.57,331.41,108.72,32.62,0.0
2023-02-02 16:00:00,2023-02-02 17:00:00,1.87,9.15,2.54,13.38,10.46,13.49,32.45,0.44,67.46,0.1,13.89,0.5,309.29,58.4,32.03,0.0
2023-02-02 17:00:00,2023-02-02 18:00:00,0.08,25.25,2.65,24.18,16.19,14.69,13.37,0.53,41.52,0.12,24.32,0.19,153.8,38.12,28.64,0.0
2023-02-02 18:00:00,2023-02-02 19:00:00,0.01,38.42,6.52,47.45,31.45,13.57,7.14,0.65,26.84,0.4,36.52,0.24,62.65,34.57,24.43,0.0
2023-02-02 19:00:00,2023-02-02 20:00:00,2.34,39.69,3.87,44.33,27.7,16.18,7.03,0.79,22.47,0.68,48.63,0.22,175.69,34.1,21.63,0.0
2023-02-02 20:00:00,2023-02-02 21:00:00,6.25,39.81,3.53,35.4,22.76,17.3,6.63,0.68,26.27,0.63,55.75,0.11,217.12,34.02,20.69,0.0
2023-02-02 21:00:00,2023-02-02 22:00:00,26.0,40.53,18.48,67.59,51.56,10.89,6.13,1.03,9.39,0.99,66.73,0.12,225.16,34.03,17.97,0.0
2023-02-02 22:00:00,2023-02-02 23:00:00,45.58,79.56,18.96,63.48,49.81,13.06,3.4,1.0,5.64,0.79,75.54,0.36,214.26,33.95,16.3,0.0
2023-02-02 23:00:00,2023-02-03 00:00:00,23.96,106.76,14.4,46.27,37.16,18.5,1.26,0.91,6.06,0.1,81.68,0.16,218.46,33.85,14.94,0.0
2023-02-03 00:00:00,2023-02-03 01:00:00,18.24,80.73,4.52,34.37,23.02,20.69,3.54,0.76,8.07,0.1,83.61,0.15,181.02,33.75,14.02,0.0
2023-02-03 01:00:00,2023-02-03 02:00:00,46.22,60.55,7.13,33.67,24.74,19.69,2.97,0.8,5.51,0.1,87.78,0.2,135.85,33.72,13.42,0.0
2023-02-03 02:00:00,2023-02-03 03:00:00,10.23,57.14,25.75,38.8,42.35,14.29,2.01,0.91,4.6,0.1,92.16,0.18,164.22,33.9,12.47,0.0
2023-02-03 03:00:00,2023-02-03 04:00:00,9.34,73.39,23.55,60.38,51.86,13.5,1.85,0.89,3.88,0.1,90.96,0.25,122.57,33.7,11.97,0.0
2023-02-03 04:00:00,2023-02-03 05:00:00,25.48,89.04,12.79,35.8,30.39,19.41,0.07,0.85,4.2,0.1,92.7,0.11,186.23,33.8,11.26,0.0
2023-02-03 05:00:00,2023-02-03 06:00:00,10.69,78.55,8.61,27.41,22.66,20.32,,0.94,3.23,0.1,94.47,0.24,95.81,33.85,10.79,0.0
2023-02-03 06:00:00,2023-02-03 07:00:00,6.53,60.22,14.99,32.93,30.66,18.13,5.22,0.87,3.68,0.1,94.42,0.21,210.93,37.68,10.25,0.0
2023-02-03 07:00:00,2023-02-03 08:00:00,18.13,51.12,12.47,33.82,29.1,18.23,7.41,0.89,7.35,0.1,86.04,0.29,163.3,75.93,13.2,0.0
2023-02-03 08:00:00,2023-02-03 09:00:00,40.0,48.76,11.93,53.85,39.14,15.8,25.09,1.07,18.42,0.1,61.55,0.26,244.42,82.48,19.72,0.0
2023-02-03 09:00:00,2023-02-03 10:00:00,38.71,57.48,7.92,45.49,31.55,17.73,69.79,0.82,37.34,0.1,44.13,0.67,97.15,49.42,23.4,0.0
2023-02-03 10:00:00,2023-02-03 11:00:00,26.89,64.71,4.79,33.03,22.53,17.48,75.31,0.72,57.26,0.1,28.98,0.58,264.63,59.02,29.22,0.0
2023-02-03 11:00:00,2023-02-03 12:00:00,12.18,51.54,3.56,18.51,13.96,14.74,56.12,0.42,60.1,0.66,15.52,0.56,264.3,63.48,29.66,0.0
2023-02-03 12:00:00,2023-02-03 13:00:00,10.39,32.19,3.19,13.29,10.93,13.42,31.03,0.37,63.4,0.18,11.69,0.61,241.4,58.9,32.84,0.0
2023-02-03 13:00:00,2023-02-03 14:00:00,7.64,29.12,2.98,11.85,10.01,12.42,28.57,0.41,67.72,0.15,10.41,0.54,334.64,144.85,32.97,0.0
2023-02-03 14:00:00,2023-02-03 15:00:00,3.61,31.21,2.98,12.81,10.51,11.61,30.8,0.39,74.72,0.12,10.56,0.96,90.12,199.35,33.45,0.0
2023-02-03 15:00:00,2023-02-03 16:00:00,3.0,25.84,2.85,12.71,10.36,11.14,31.64,0.39,79.45,0.1,12.27,0.78,253.91,109.58,35.34,0.0
2023-02-03 16:00:00,2023-02-03 17:00:00,5.0,20.64,2.86,14.17,11.13,11.15,26.57,0.4,77.29,0.1,14.86,0.78,351.7,57.27,32.79,0.0
2023-02-03 17:00:00,2023-02-03 18:00:00,3.33,20.14,3.33,40.85,25.45,11.26,14.74,0.47,40.6,0.11,21.7,0.25,250.59,38.38,29.33,0.0
2023-02-03 18:00:00,2023-02-03 19:00:00,26.73,46.63,4.92,56.95,35.13,12.08,11.83,0.58,26.97,0.34,33.7,0.18,93.41,34.58,24.13,0.0
2023-02-03 19:00:00,2023-02-03 20:00:00,23.96,48.34,14.03,67.47,47.93,10.66,11.17,0.7,20.06,0.6,44.23,0.17,78.33,34.1,21.32,0.0
2023-02-03 20:00:00,2023-02-03 21:00:00,13.96,52.94,13.84,78.0,53.28,10.53,8.68,0.84,12.46,0.67,55.87,0.24,108.0,33.95,19.12,0.0
2023-02-03 21:00:00,2023-02-03 22:00:00,8.43,57.91,7.48,45.73,31.33,16.67,6.82,0.7,18.61,0.57,63.05,0.22,115.85,33.98,17.43,0.0
2023-02-03 22:00:00,2023-02-03 23:00:00,5.25,58.23,6.02,38.55,26.4,17.69,7.09,0.75,13.9,0.37,71.61,0.17,275.55,33.95,16.05,0.0
2023-02-03 23:00:00,2023-02-04 00:00:00,8.17,54.38,9.2,43.28,31.42,17.14,5.56,0.77,10.9,0.25,74.46,0.23,123.22,33.82,15.06,0.0
2023-02-04 00:00:00,2023-02-04 01:00:00,21.07,55.12,15.76,53.5,42.03,13.28,6.46,0.81,4.6,0.47,80.73,0.2,147.4,33.85,13.84,0.0
2023-02-04 01:00:00,2023-02-04 02:00:00,18.39,69.3,14.48,53.72,41.12,14.16,4.5,0.91,4.21,0.1,84.83,0.24,116.25,33.73,13.16,0.0
2023-02-04 02:00:00,2023-02-04 03:00:00,21.49,75.5,8.3,33.07,25.37,18.75,2.53,0.94,4.83,0.1,88.38,0.18,146.31,33.9,12.25,0.0
2023-02-04 03:00:00,2023-02-04 04:00:00,20.85,61.19,7.21,33.48,24.7,18.36,1.81,1.02,4.36,0.1,88.77,0.11,144.3,33.65,11.88,0.0
2023-02-04 04:00:00,2023-02-04 05:00:00,20.59,50.73,17.42,37.0,34.74,15.49,0.87,1.02,4.6,0.1,89.52,0.17,230.08,33.77,11.14,0.0
2023-02-04 05:00:00,2023-02-04 06:00:00,22.79,59.48,19.59,38.66,37.34,14.49,0.23,1.23,3.91,0.1,91.75,0.18,96.57,33.73,10.52,0.0
2023-02-04 06:00:00,2023-02-04 07:00:00,26.14,64.31,16.73,33.69,32.45,16.42,4.62,1.18,3.42,0.1,93.33,0.21,99.3,37.02,10.05,0.0
2023-02-04 07:00:00,2023-02-04 08:00:00,20.95,61.9,15.69,39.29,34.55,17.09,6.25,1.16,5.85,0.1,81.59,0.15,41.8,78.7,13.61,0.0
2023-02-04 08:00:00,2023-02-04 09:00:00,15.3,56.76,9.74,50.59,35.68,16.87,18.52,1.01,22.13,0.1,57.22,0.26,253.03,78.55,19.66,0.0
2023-02-04 09:00:00,2023-02-04 10:00:00,18.21,64.21,6.92,47.14,31.61,17.46,47.22,0.83,40.8,0.1,41.3,0.44,242.66,48.05,23.52,0.0
2023-02-04 10:00:00,2023-02-04 11:00:00,24.03,65.66,3.62,21.31,15.47,13.44,49.34,0.56,61.1,0.1,23.48,0.59,242.02,60.85,27.34,0.0
2023-02-04 11:00:00,2023-02-04 12:00:00,,,2.66,12.95,10.33,3.69,,0.53,70.57,1.07,18.57,0.7,243.04,71.47,31.23,0.0
2023-02-04 12:00:00,2023-02-04 13:00:00,,,2.71,11.56,9.64,2.03,,0.46,68.76,1.55,14.96,0.74,174.53,59.2,34.18,0.0
2023-02-04 13:00:00,2023-02-04 14:00:00,,22.9,3.25,12.96,10.81,4.78,38.09,0.42,62.58,0.33,11.61,0.89,252.3,150.7,35.21,0.0
2023-02-04 14:00:00,2023-02-04 15:00:00,,28.54,2.59,8.59,8.0,3.53,11.94,0.43,63.07,0.11,12.26,0.98,175.39,197.35,35.05,0.0
2023-02-04 15:00:00,2023-02-04 16:00:00,,23.78,,,,2.85,12.23,0.44,62.45,0.1,12.91,0.83,259.28,112.72,34.54,0.0
2023-02-04 16:00:00,2023-02-04 17:00:00,,25.95,3.43,14.89,11.75,6.6,13.88,0.45,60.32,0.1,15.04,0.68,254.9,53.15,33.18,0.0
2023-02-04 17:00:00,2023-02-04 18:00:00,0.14,27.83,3.7,39.79,25.18,10.24,14.44,0.54,35.87,0.17,21.28,0.24,284.24,38.73,30.39,0.0
2023-02-04 18:00:00,2023-02-04 19:00:00,4.81,33.91,12.1,86.38,56.27,5.93,9.8,0.59,18.05,1.34,34.9,0.19,104.85,34.62,24.92,0.0
2023-02-04 19:00:00,2023-02-04 20:00:00,11.39,52.39,18.7,80.78,58.63,5.76,9.13,0.77,9.59,2.65,47.44,0.17,76.98,34.25,21.88,0.0
2023-02-04 20:00:00,2023-02-04 21:00:00,12.49,95.14,29.12,77.59,65.32,9.87,7.12,0.83,9.75,3.5,56.98,0.1,96.19,34.0,19.67,0.0
2023-02-04 21:00:00,2023-02-04 22:00:00,19.09,131.28,5.64,32.1,22.73,18.31,7.12,0.66,23.27,3.25,61.18,0.21,123.53,33.85,18.32,0.0
2023-02-04 22:00:00,2023-02-04 23:00:00,15.3,29.61,3.91,24.62,17.43,18.71,8.19,0.68,24.89,0.1,61.66,0.24,213.06,33.9,17.76,0.0
2023-02-04 23:00:00,2023-02-05 00:00:00,14.4,35.18,7.46,42.08,29.4,15.86,8.85,0.75,12.88,0.1,69.62,0.18,168.01,33.9,16.21,0.0
2023-02-05 00:00:00,2023-02-05 01:00:00,18.94,45.23,14.27,49.75,38.87,14.24,4.26,0.82,7.81,0.1,77.96,0.15,188.05,33.82,14.97,0.0
2023-02-05 01:00:00,2023-02-05 02:00:00,21.03,75.19,18.41,51.25,42.98,14.41,3.07,1.0,4.29,0.1,82.92,0.17,94.99,33.83,14.24,0.0
2023-02-05 02:00:00,2023-02-05 03:00:00,12.51,78.31,16.32,42.05,36.49,16.57,1.19,1.09,4.06,0.1,86.69,0.12,185.0,33.85,13.16,0.0
2023-02-05 03:00:00,2023-02-05 04:00:00,7.7,56.98,8.54,36.78,27.5,18.9,0.54,1.06,4.37,0.1,88.52,0.1,215.34,33.77,12.54,0.0
2023-02-05 04:00:00,2023-02-05 05:00:00,4.89,48.68,18.23,41.14,37.55,15.64,0.06,1.09,3.06,0.1,91.46,0.15,135.91,33.8,12.04,0.0
2023-02-05 05:00:00,2023-02-05 06:00:00,5.83,66.07,16.3,35.67,33.15,16.67,0.04,0.96,3.14,0.1,92.48,0.21,149.41,33.82,11.63,0.0
2023-02-05 06:00:00,2023-02-05 07:00:00,12.76,54.47,21.67,40.69,40.07,15.37,2.87,0.99,2.97,0.1,93.28,0.15,206.9,36.82,11.28,0.0
2023-02-05 07:00:00,2023-02-05 08:00:00,19.0,61.56,43.84,71.3,73.83,8.87,6.35,1.4,4.24,0.1,84.12,0.26,291.13,74.17,14.57,0.0
2023-02-05 08:00:00,2023-02-05 09:00:00,20.73,108.62,15.31,83.53,57.35,15.64,41.42,2.15,25.36,0.1,56.25,0.18,187.93,70.58,21.14,0.0
2023-02-05 09:00:00,2023-02-05 10:00:00,24.19,133.79,5.08,49.28,31.26,23.16,59.77,1.37,52.73,0.1,40.79,0.32,132.29,48.9,25.89,0.0
2023-02-05 10:00:00,2023-02-05 11:00:00,28.61,102.1,3.12,21.48,15.16,25.41,31.4,0.8,75.99,0.95,27.67,0.51,200.24,62.5,29.77,0.0
2023-02-05 11:00:00,2023-02-05 12:00:00,29.9,73.99,2.53,11.29,9.36,22.37,22.86,0.65,78.22,0.94,23.84,0.66,179.17,73.03,32.12,0.0
2023-02-05 12:00:00,2023-02-05 13:00:00,,,2.51,8.56,7.92,19.34,8.77,0.53,71.09,0.37,18.95,0.76,184.03,61.93,35.09,0.0
2023-02-05 13:00:00,2023-02-05 14:00:00,21.13,25.69,2.73,9.34,8.5,17.37,11.58,0.53,68.01,0.13,16.69,0.79,256.09,147.55,36.8,0.0
2023-02-05 14:00:00,2023-02-05 15:00:00,14.7,25.98,3.22,10.37,9.43,15.83,6.83,0.49,61.73,0.1,16.02,1.01,256.04,189.4,36.98,0.0
2023-02-05 15:00:00,2023-02-05 16:00:00,14.53,28.28,2.98,11.43,9.8,14.69,8.23,0.5,61.03,0.1,17.06,0.92,266.87,109.4,36.58,0.0
2023-02-05 16:00:00,2023-02-05 17:00:00,22.79,27.72,3.1,14.36,11.42,14.66,9.62,0.52,58.92,0.1,18.4,0.72,326.56,51.93,35.4,0.0
2023-02-05 17:00:00,2023-02-05 18:00:00,20.09,25.7,3.13,21.34,15.09,15.65,10.72,0.61,39.46,0.1,25.98,0.23,263.21,37.95,31.2,0.0
2023-02-05 18:00:00,2023-02-05 19:00:00,12.76,42.82,4.33,53.66,32.94,14.21,9.62,0.73,22.28,0.29,37.17,0.23,73.94,34.52,26.57,0.0
2023-02-05 19:00:00,2023-02-05 20:00:00,12.68,63.95,2.86,41.74,25.53,17.3,10.95,0.85,25.86,0.67,48.2,0.2,148.9,34.3,23.13,0.0
2023-02-05 20:00:00,2023-02-05 21:00:00,16.03,58.32,2.7,37.72,23.3,18.2,10.12,0.77,19.98,0.65,59.19,0.18,157.99,34.25,21.36,0.0
2023-02-05 21:00:00,2023-02-05 22:00:00,11.74,55.22,3.65,33.66,21.95,18.68,8.75,0.76,22.38,0.54,62.95,0.19,136.72,33.88,20.2,0.0
2023-02-05 22:00:00,2023-02-05 23:00:00,9.78,44.19,6.35,29.77,22.08,18.12,10.28,0.84,19.36,1.43,67.72,0.2,190.1,34.15,19.62,0.0
2023-02-05 23:00:00,2023-02-06 00:00:00,6.99,43.0,12.49,58.55,42.04,14.55,7.91,0.93,7.24,0.26,75.74,0.18,254.29,34.1,18.4,0.0
2023-02-06 00:00:00,2023-02-06 01:00:00,7.77,89.18,30.01,66.55,60.27,10.7,3.46,0.88,2.75,0.1,82.57,0.29,207.84,34.08,16.98,0.0
2023-02-06 01:00:00,2023-02-06 02:00:00,10.35,133.1,15.03,49.46,39.33,18.05,1.44,0.96,4.21,0.1,83.62,0.36,69.21,33.7,16.38,0.0
2023-02-06 02:00:00,2023-02-06 03:00:00,7.4,94.63,9.83,40.88,30.68,19.47,0.1,0.9,3.09,0.1,86.87,0.18,236.57,33.98,15.35,0.0
2023-02-06 03:00:00,2023-02-06 04:00:00,5.28,65.36,14.96,44.59,36.73,17.51,0.03,0.84,3.92,0.1,87.44,0.22,257.53,33.88,15.02,0.0
2023-02-06 04:00:00,2023-02-06 05:00:00,8.57,53.13,20.47,44.58,41.14,16.31,,0.89,3.16,0.1,88.89,0.16,167.99,33.92,14.54,0.0
2023-02-06 05:00:00,2023-02-06 06:00:00,16.34,67.74,40.56,55.36,62.88,12.05,,0.88,3.54,0.1,91.01,0.2,179.6,33.88,13.8,0.0
2023-02-06 06:00:00,2023-02-06 07:00:00,21.0,78.34,13.78,36.63,31.62,20.51,5.66,0.86,3.52,0.1,90.12,0.28,56.46,35.98,13.81,0.0
2023-02-06 07:00:00,2023-02-06 08:00:00,24.81,65.94,28.27,55.81,53.26,14.67,7.92,0.99,4.32,0.1,81.01,0.26,268.84,67.83,16.39,0.0
2023-02-06 08:00:00,2023-02-06 09:00:00,27.0,77.61,16.74,62.19,47.36,17.32,14.95,1.08,13.76,0.1,62.45,0.29,251.58,67.45,21.34,0.0
2023-02-06 09:00:00,2023-02-06 10:00:00,35.95,79.57,7.01,47.11,31.66,21.41,31.91,1.07,40.47,0.1,45.08,0.57,176.71,50.88,25.82,0.0
2023-02-06 10:00:00,2023-02-06 11:00:00,18.23,72.19,3.61,26.99,18.43,23.24,56.52,0.98,67.86,1.27,30.11,0.36,89.51,67.4,30.19,0.0
2023-02-06 11:00:00,2023-02-06 12:00:00,8.29,65.15,2.84,16.25,12.2,20.89,61.63,0.65,78.19,1.21,23.3,0.43,81.45,78.47,32.54,0.0
2023-02-06 12:00:00,2023-02-06 13:00:00,3.92,40.78,3.08,13.66,11.04,18.17,26.43,0.47,77.66,0.29,20.02,0.68,255.39,64.12,34.45,0.0
2023-02-06 13:00:00,2023-02-06 14:00:00,3.35,33.63,2.94,12.36,10.25,16.41,24.66,0.51,81.76,0.11,18.52,0.5,215.96,137.32,35.97,0.0
2023-02-06 14:00:00,2023-02-06 15:00:00,5.74,32.09,3.28,19.12,14.06,15.52,29.77,0.51,77.91,0.1,18.88,0.81,174.89,174.93,35.63,0.0
2023-02-06 15:00:00,2023-02-06 16:00:00,10.46,46.21,3.05,11.12,9.69,13.88,24.57,0.46,74.27,0.1,19.31,1.08,344.92,106.78,34.66,0.0
2023-02-06 16:00:00,2023-02-06 17:00:00,14.17,48.53,2.86,15.2,11.67,14.38,26.88,0.47,69.55,0.1,21.6,0.71,263.12,52.77,33.36,0.0
2023-02-06 17:00:00,2023-02-06 18:00:00,8.37,30.45,2.71,35.21,22.0,21.41,29.1,0.57,46.35,0.11,28.66,0.19,246.81,37.62,30.38,0.0
2023-02-06 18:00:00,2023-02-06 19:00:00,4.98,42.1,2.84,52.13,30.95,17.41,16.86,0.96,31.02,0.36,41.98,0.18,121.88,34.72,25.61,0.0
2023-02-06 19:00:00,2023-02-06 20:00:00,8.41,75.67,13.45,75.83,51.83,11.63,12.34,0.93,17.88,1.54,54.84,0.13,164.18,34.33,22.53,0.0
2023-02-06 20:00:00,2023-02-06 21:00:00,18.96,112.55,24.76,91.14,68.91,9.21,7.17,0.94,7.82,1.68,63.9,0.23,102.05,34.12,20.75,0.0
2023-02-06 21:00:00,2023-02-06 22:00:00,19.65,121.34,4.68,48.19,30.36,21.27,5.04,0.76,15.57,1.11,66.32,0.1,57.67,34.02,19.95,0.0
2023-02-06 22:00:00,2023-02-06 23:00:00,14.08,85.68,5.91,47.37,30.92,21.0,3.83,0.77,13.82,0.61,71.56,0.2,167.41,34.12,18.93,0.0
2023-02-06 23:00:00,2023-02-07 00:00:00,12.2,80.72,5.26,33.44,23.12,22.12,4.94,0.76,17.44,0.93,74.44,0.28,235.55,34.08,18.13,0.0
2023-02-07 00:00:00,2023-02-07 01:00:00,16.35,71.28,5.74,40.16,27.02,20.22,7.06,0.7,8.88,0.1,80.62,0.2,189.66,34.1,16.99,0.0
2023-02-07 01:00:00,2023-02-07 02:00:00,22.28,62.83,7.16,40.89,28.54,19.91,4.38,0.79,6.43,0.1,84.0,0.1,198.49,33.98,16.23,0.0
2023-02-07 02:00:00,2023-02-07 03:00:00,13.44,65.49,19.34,52.96,44.61,15.64,3.15,0.8,3.64,0.1,86.86,0.12,255.3,33.98,15.55,0.0
2023-02-07 03:00:00,2023-02-07 04:00:00,16.77,72.07,17.69,42.07,37.6,17.97,1.44,0.9,2.56,0.1,91.11,0.1,207.15,33.92,14.88,0.0
2023-02-07 04:00:00,2023-02-07 05:00:00,24.41,76.86,17.72,41.42,37.29,18.13,0.63,0.89,4.08,0.1,91.8,0.11,176.91,33.85,14.25,0.0
2023-02-07 05:00:00,2023-02-07 06:00:00,14.33,62.01,9.7,36.62,28.34,19.26,0.04,0.74,4.58,0.1,89.99,0.09,280.11,33.85,14.04,0.0
2023-02-07 06:00:00,2023-02-07 07:00:00,8.79,50.25,18.6,36.64,35.49,18.28,2.51,0.74,4.87,0.1,91.0,0.2,154.45,35.83,13.66,0.0
2023-02-07 07:00:00,2023-02-07 08:00:00,9.43,54.83,27.27,49.8,49.32,15.5,4.55,0.78,5.59,0.1,81.94,0.32,288.47,70.5,16.31,0.0
2023-02-07 08:00:00,2023-02-07 09:00:00,13.15,62.45,7.81,34.48,25.71,22.28,13.95,0.7,21.89,0.1,60.77,0.44,184.72,67.85,20.86,0.0
2023-02-07 09:00:00,2023-02-07 10:00:00,9.84,59.13,4.95,36.62,24.54,22.37,52.39,1.61,51.58,0.1,44.26,0.44,13.22,51.27,25.38,0.0
2023-02-07 10:00:00,2023-02-07 11:00:00,11.05,56.15,3.43,26.41,17.98,23.16,69.21,1.11,69.63,2.83,30.19,0.2,159.48,71.78,30.16,0.0
2023-02-07 11:00:00,2023-02-07 12:00:00,13.27,53.61,3.27,20.61,14.82,22.0,59.1,0.67,71.43,1.11,22.7,0.32,170.58,82.8,32.67,0.0
2023-02-07 12:00:00,2023-02-07 13:00:00,13.6,51.42,11.11,81.79,53.08,14.02,8.97,0.51,57.91,0.42,21.12,0.44,210.51,71.7,34.97,0.0
2023-02-07 13:00:00,2023-02-07 14:00:00,16.52,54.1,4.27,35.41,23.35,21.28,78.37,0.54,84.72,0.1,18.85,0.75,249.31,131.57,39.24,0.0
2023-02-07 14:00:00,2023-02-07 15:00:00,9.58,55.62,,,,,16.18,0.64,90.48,0.0,19.06,0.69,273.2,144.6,40.89,0.0
2023-02-07 15:00:00,2023-02-07 16:00:00,8.02,63.53,2.85,40.32,24.79,21.27,54.82,0.43,86.44,0.03,19.36,0.84,305.75,91.85,37.91,0.0
2023-02-07 16:00:00,2023-02-07 17:00:00,6.05,71.67,2.45,39.17,23.86,8.41,,0.4,94.0,0.1,21.35,0.51,310.12,52.17,36.98,0.0
2023-02-07 17:00:00,2023-02-07 18:00:00,4.38,63.85,1.86,34.79,21.1,5.12,66.21,0.43,78.22,0.1,29.1,0.26,81.15,37.48,33.49,0.0
2023-02-07 18:00:00,2023-02-07 19:00:00,7.91,66.78,6.62,75.56,46.22,4.81,40.76,0.56,46.48,0.16,42.68,0.23,72.46,34.75,29.04,0.0
2023-02-07 19:00:00,2023-02-07 20:00:00,16.07,87.47,2.96,61.68,36.03,6.77,28.84,0.72,29.75,1.59,55.06,0.26,111.64,34.48,26.45,0.0
2023-02-07 20:00:00,2023-02-07 21:00:00,18.82,153.93,6.96,81.62,49.66,7.78,26.3,0.93,14.59,3.11,61.43,0.33,60.42,34.23,25.02,0.0
2023-02-07 21:00:00,2023-02-07 22:00:00,26.81,202.82,5.03,76.79,45.59,8.53,16.32,0.83,18.61,3.67,64.68,0.13,108.17,34.12,22.89,0.0
2023-02-07 22:00:00,2023-02-07 23:00:00,33.38,140.17,4.55,51.92,32.21,8.58,13.46,0.7,27.88,2.86,68.5,0.1,153.25,34.1,22.41,0.0
2023-02-07 23:00:00,2023-02-08 00:00:00,32.5,114.68,13.27,80.0,53.88,9.42,12.32,0.77,10.03,1.95,75.09,0.24,100.36,34.15,21.88,0.0
2023-02-08 00:00:00,2023-02-08 01:00:00,28.99,97.4,4.03,47.79,29.63,10.58,12.75,1.18,16.89,2.82,80.71,0.33,107.86,34.08,20.9,0.0
2023-02-08 01:00:00,2023-02-08 02:00:00,22.79,79.63,3.15,38.77,24.21,22.67,12.62,1.12,17.93,0.24,82.33,0.16,132.52,34.0,20.39,0.0
2023-02-08 02:00:00,2023-02-08 03:00:00,22.63,53.76,7.08,51.38,33.96,19.36,12.03,1.02,13.79,0.1,82.39,0.15,209.12,34.0,20.06,0.0
2023-02-08 03:00:00,2023-02-08 04:00:00,21.46,58.7,4.62,38.43,25.21,22.25,8.08,1.14,9.06,0.1,89.0,0.19,138.99,34.08,19.32,0.0
2023-02-08 04:00:00,2023-02-08 05:00:00,25.27,58.05,5.85,36.41,25.14,21.41,6.39,1.15,8.26,0.1,90.67,0.18,226.88,34.0,18.78,0.0
2023-02-08 05:00:00,2023-02-08 06:00:00,16.39,104.2,35.74,61.08,62.01,11.91,4.8,1.29,3.07,0.1,91.34,0.14,245.83,33.9,18.25,0.0
2023-02-08 06:00:00,2023-02-08 07:00:00,18.54,178.31,42.58,61.09,67.5,11.43,4.93,1.29,2.82,0.1,92.34,0.19,116.77,36.1,18.41,0.0
2023-02-08 07:00:00,2023-02-08 08:00:00,36.1,157.74,26.37,70.01,59.16,16.78,6.44,1.38,5.26,0.1,83.57,0.26,274.44,67.67,20.83,0.0
2023-02-08 08:00:00,2023-02-08 09:00:00,45.52,122.86,15.46,69.4,50.09,20.18,20.75,1.32,17.2,0.1,62.33,0.25,266.66,63.38,27.01,0.0
2023-02-08 09:00:00,2023-02-08 10:00:00,43.53,103.9,5.01,39.28,25.97,25.78,28.67,0.98,45.7,0.51,44.33,0.32,244.37,51.7,30.52,0.0
2023-02-08 10:00:00,2023-02-08 11:00:00,35.49,74.53,3.2,20.57,14.74,22.16,32.98,0.74,70.07,0.87,33.88,0.45,236.1,68.67,32.94,0.0
2023-02-08 11:00:00,2023-02-08 12:00:00,23.42,40.43,3.25,14.96,11.85,15.9,33.65,0.65,77.1,0.43,29.36,0.79,250.75,77.53,35.34,0.0
2023-02-08 12:00:00,2023-02-08 13:00:00,17.88,43.68,2.94,14.77,11.51,9.52,26.85,0.61,82.0,0.15,27.05,0.77,264.43,71.92,35.34,0.0
2023-02-08 13:00:00,2023-02-08 14:00:00,15.57,50.27,3.91,19.97,15.0,14.41,30.91,0.62,79.97,0.1,24.18,0.96,325.69,136.95,36.73,0.0
2023-02-08 14:00:00,2023-02-08 15:00:00,18.21,113.93,3.46,20.91,15.13,13.28,56.49,0.66,90.89,0.1,23.77,1.12,342.5,172.55,36.53,0.0
2023-02-08 15:00:00,2023-02-08 16:00:00,16.52,193.54,3.9,26.92,18.63,16.15,44.31,0.65,77.53,0.1,18.95,1.1,315.39,99.6,35.33,0.0
2023-02-08 16:00:00,2023-02-08 17:00:00,17.17,151.82,2.86,17.79,13.02,17.24,51.52,0.58,77.08,0.1,18.84,0.88,311.75,54.43,33.7,0.0
2023-02-08 17:00:00,2023-02-08 18:00:00,17.57,138.65,3.19,25.8,17.48,17.18,29.87,0.61,60.78,0.1,25.08,0.53,247.06,38.33,30.65,0.0
2023-02-08 18:00:00,2023-02-08 19:00:00,15.58,79.36,5.59,68.75,41.84,13.47,22.77,0.79,29.06,0.07,35.25,0.3,105.27,34.5,26.96,0.0
2023-02-08 19:00:00,2023-02-08 20:00:00,24.36,119.59,6.21,60.3,37.92,15.23,16.04,0.85,24.15,0.94,45.56,0.24,96.68,34.38,23.74,0.0
2023-02-08 20:00:00,2023-02-08 21:00:00,31.58,102.22,2.62,29.07,18.72,21.15,16.56,0.76,42.54,1.01,51.41,0.17,104.06,34.1,22.17,0.0
2023-02-08 21:00:00,2023-02-08 22:00:00,19.81,52.15,3.09,40.95,25.3,20.34,14.19,0.8,29.75,0.41,61.78,0.19,203.0,34.15,20.45,0.0
2023-02-08 22:00:00,2023-02-08 23:00:00,12.2,62.24,9.96,66.94,44.39,15.64,11.28,1.01,16.52,1.47,67.38,0.14,276.73,33.98,19.24,0.0
2023-02-08 23:00:00,2023-02-09 00:00:00,10.97,92.42,12.66,67.95,47.09,16.09,8.15,0.97,10.64,1.87,73.32,0.24,48.39,34.03,18.2,0.0
2023-02-09 00:00:00,2023-02-09 01:00:00,14.88,98.84,9.23,41.25,30.38,21.81,6.41,0.78,10.59,0.31,79.55,0.27,284.8,33.9,17.27,0.0
