From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),BP (mmHg),Xylene (ug/m3),AT (degree C)
2021-05-04 02:00:00,2021-05-04 03:00:00,15.5,19.75,0.62,2.88,2.05,1.77,20.98,0.46,28.62,,,,,23.92,88.75,1.95,193.0,,,20.65
2021-05-04 03:00:00,2021-05-04 04:00:00,13.0,18.5,0.57,2.8,1.98,1.38,21.2,0.51,28.86,0.0,,,,23.4,89.5,1.68,159.0,,,21.02
2021-05-04 04:00:00,2021-05-04 05:00:00,11.75,18.0,0.6,2.72,1.92,1.35,21.5,0.52,29.03,,,,,23.35,89.25,1.28,93.5,,,20.98
2021-05-04 05:00:00,2021-05-04 06:00:00,17.25,21.25,0.73,2.6,2.0,1.43,17.8,0.53,25.73,0.0,,,,24.18,89.0,0.9,110.25,,,21.2
2021-05-04 06:00:00,2021-05-04 07:00:00,18.0,23.25,0.65,3.65,2.5,1.95,16.83,0.52,24.95,0.0,,,,26.38,89.0,0.78,139.75,,,21.33
2021-05-04 07:00:00,2021-05-04 08:00:00,19.5,28.75,0.7,4.62,3.03,2.02,18.17,0.53,26.06,,,,,26.38,86.0,0.62,116.5,,,22.3
2021-05-04 08:00:00,2021-05-04 09:00:00,22.5,31.5,0.82,4.03,2.77,1.8,16.38,0.56,24.48,,,,,26.4,80.5,0.5,110.5,,,23.88
2021-05-04 09:00:00,2021-05-04 10:00:00,18.25,26.0,0.9,4.32,3.03,1.75,17.83,0.55,25.79,0.0,,,,25.88,74.5,0.62,154.5,,,25.73
2021-05-04 10:00:00,2021-05-04 11:00:00,19.25,30.5,0.7,3.6,2.48,1.73,14.45,0.58,22.84,0.0,,,,23.5,72.75,0.45,126.5,,,25.85
2021-05-04 11:00:00,2021-05-04 12:00:00,19.75,26.25,0.8,3.0,2.22,1.65,16.07,0.52,24.27,0.0,,,,23.92,70.0,1.23,118.0,,,26.8
2021-05-04 12:00:00,2021-05-04 13:00:00,19.25,27.0,1.0,2.95,2.4,1.77,15.53,0.59,23.73,,,,,23.92,70.75,1.55,137.0,,,26.62
2021-05-04 13:00:00,2021-05-04 14:00:00,19.25,27.5,0.65,3.1,2.15,2.15,12.63,0.51,21.21,0.0,,,,25.05,63.75,1.6,132.25,,,28.05
2021-05-04 14:00:00,2021-05-04 15:00:00,18.0,29.25,0.75,3.0,2.2,2.12,17.75,0.3,25.72,0.0,,,,26.98,70.0,1.75,129.5,,,27.35
2021-05-04 15:00:00,2021-05-04 16:00:00,20.5,29.25,0.7,3.12,2.23,1.9,24.3,0.39,31.58,0.0,,,,26.15,74.25,1.72,134.25,,,25.9
2021-05-04 16:00:00,2021-05-04 17:00:00,19.0,28.25,0.75,3.23,2.3,1.75,22.8,0.55,30.28,0.0,,,,25.77,78.5,1.7,120.25,,,25.08
2021-05-04 17:00:00,2021-05-04 18:00:00,20.0,31.5,0.65,3.07,2.17,1.85,20.77,0.53,28.45,,,,,25.57,78.5,1.72,113.75,,,24.62
2021-05-04 18:00:00,2021-05-04 19:00:00,22.0,30.5,0.75,3.33,2.4,2.0,14.68,0.56,22.97,0.0,,,,23.67,82.25,1.0,114.5,,,23.65
2021-05-04 19:00:00,2021-05-04 20:00:00,20.75,31.75,0.58,3.42,2.3,2.02,15.47,0.59,23.75,,,,,23.15,85.5,1.18,101.25,,,22.95
2021-05-04 20:00:00,2021-05-04 21:00:00,25.25,32.5,0.62,3.65,2.45,1.92,16.9,0.66,24.95,0.0,,,,23.5,87.25,1.42,180.0,,,22.77
2021-05-04 21:00:00,2021-05-04 22:00:00,22.75,33.75,0.62,3.38,2.3,1.82,18.67,0.61,26.61,0.0,,,,24.25,88.0,1.12,157.75,,,22.95
2021-05-04 22:00:00,2021-05-04 23:00:00,21.25,24.25,0.53,3.27,2.17,1.78,21.15,0.59,28.81,0.0,,,,26.0,88.0,0.52,147.5,,,22.95
2021-05-04 23:00:00,2021-05-05 00:00:00,18.5,24.75,0.65,3.5,2.4,1.82,22.43,0.56,29.87,,,,,26.62,88.25,0.3,215.5,,,22.58
2021-05-05 00:00:00,2021-05-05 01:00:00,17.0,25.0,0.72,3.75,2.55,1.82,17.88,0.55,25.83,0.0,,,,26.67,89.0,0.57,180.25,,,22.35
2021-05-05 01:00:00,2021-05-05 02:00:00,16.75,27.5,0.6,3.6,2.38,1.9,16.43,0.54,24.55,0.0,,,,26.3,89.25,0.95,186.0,,,22.15
2021-05-05 02:00:00,2021-05-05 03:00:00,16.25,25.75,0.5,3.52,2.25,1.85,20.0,0.58,27.73,0.0,,,,24.48,90.0,1.2,222.0,,,22.02
2021-05-05 03:00:00,2021-05-05 04:00:00,18.0,25.75,0.62,3.55,2.4,1.68,18.23,0.63,26.21,0.0,,,,23.95,89.0,0.55,232.75,,,21.98
2021-05-05 04:00:00,2021-05-05 05:00:00,21.0,28.75,0.65,3.42,2.33,1.8,15.97,0.73,24.13,0.0,,,,23.97,89.0,0.58,196.75,,,21.9
2021-05-05 05:00:00,2021-05-05 06:00:00,20.5,31.25,0.63,3.77,2.5,1.77,18.1,0.73,26.03,,,,,24.18,88.75,0.62,158.5,,,21.8
2021-05-05 06:00:00,2021-05-05 07:00:00,19.25,31.75,0.7,4.55,2.95,2.1,16.68,0.69,24.83,0.0,,,,26.2,89.0,0.62,217.0,,,21.4
2021-05-05 07:00:00,2021-05-05 08:00:00,20.0,30.5,0.93,4.75,3.3,2.15,15.9,0.6,24.05,0.0,,,,26.18,83.5,0.62,203.5,,,23.25
2021-05-05 08:00:00,2021-05-05 09:00:00,20.0,29.0,0.97,4.05,2.95,2.08,17.1,0.64,25.19,0.0,,,,26.4,73.5,1.02,200.75,,,25.55
2021-05-05 09:00:00,2021-05-05 10:00:00,13.0,20.0,0.8,4.0,2.78,2.08,20.0,0.64,27.76,0.0,,,,26.1,68.25,1.3,226.25,,,26.68
2021-05-05 10:00:00,2021-05-05 11:00:00,13.5,19.5,0.77,3.53,2.52,2.2,19.6,0.64,27.4,0.0,,,,24.33,59.25,0.95,188.25,,,28.68
2021-05-05 11:00:00,2021-05-05 12:00:00,13.75,18.75,0.75,3.55,2.5,2.17,19.47,0.63,27.24,,,,,24.18,52.75,0.93,195.5,,,30.1
2021-05-05 12:00:00,2021-05-05 13:00:00,11.25,24.25,0.8,3.45,2.5,2.58,14.02,0.61,22.39,0.1,,,,24.35,46.0,1.38,221.0,,,30.68
2021-05-05 13:00:00,2021-05-05 14:00:00,15.5,31.0,0.75,3.27,2.38,2.62,12.6,0.63,21.11,0.0,,,,25.05,64.5,1.93,120.0,,,29.05
2021-05-05 14:00:00,2021-05-05 15:00:00,17.5,23.25,0.75,3.15,2.3,2.3,16.77,0.6,24.88,0.0,,,,27.7,68.25,1.55,115.5,,,28.5
2021-05-05 15:00:00,2021-05-05 16:00:00,19.5,27.25,0.67,3.47,2.42,2.12,24.37,0.67,31.6,0.0,,,,26.83,73.5,2.03,126.5,,,27.68
2021-05-05 16:00:00,2021-05-05 17:00:00,20.5,27.75,0.65,3.48,2.38,1.95,23.8,0.72,31.2,0.0,,,,26.15,67.0,1.25,171.5,,,26.73
2021-05-05 17:00:00,2021-05-05 18:00:00,19.75,26.25,0.62,4.4,2.85,2.02,20.3,0.68,27.94,,,,,25.45,69.5,0.35,186.75,,,24.7
2021-05-05 18:00:00,2021-05-05 19:00:00,19.75,23.75,0.57,4.88,3.05,2.17,17.02,0.52,25.09,0.0,,,,25.33,80.25,1.82,116.5,,,22.45
2021-05-05 19:00:00,2021-05-05 20:00:00,13.0,23.0,0.55,3.98,2.55,1.98,16.03,0.52,24.21,0.0,,,,23.5,81.5,0.55,155.25,,,21.93
2021-05-05 20:00:00,2021-05-05 21:00:00,,,0.55,3.65,2.38,1.77,17.95,0.48,25.89,0.0,,,,22.95,82.25,1.35,108.0,,,21.87
2021-05-05 21:00:00,2021-05-05 22:00:00,,,0.55,3.28,2.17,1.73,15.9,0.43,24.05,0.0,,,,23.1,83.0,1.83,115.5,,,21.95
2021-05-05 22:00:00,2021-05-05 23:00:00,,,0.75,3.12,2.27,1.88,12.45,0.53,20.97,0.0,,,,23.73,83.0,1.35,123.0,,,22.3
2021-05-05 23:00:00,2021-05-06 00:00:00,12.5,16.0,0.68,3.12,2.2,1.95,12.33,0.61,20.86,0.0,,,,26.45,83.0,1.62,176.25,,,22.08
2021-05-06 00:00:00,2021-05-06 01:00:00,8.0,11.0,0.65,3.08,2.17,1.9,11.73,0.64,20.29,0.0,,,,26.8,82.25,1.02,138.25,,,21.85
2021-05-06 01:00:00,2021-05-06 02:00:00,8.0,10.0,0.65,3.1,2.18,1.98,11.0,0.67,19.73,0.0,,,,26.83,82.75,0.82,101.25,,,22.0
2021-05-06 02:00:00,2021-05-06 03:00:00,13.0,16.0,0.75,3.12,2.27,1.9,12.57,0.44,21.12,,,,,26.27,85.25,1.4,187.5,,,21.82
2021-05-06 03:00:00,2021-05-06 04:00:00,11.0,17.0,0.75,3.08,2.25,1.88,11.27,0.43,19.95,,,,,24.27,85.75,0.95,175.25,,,21.77
2021-05-06 04:00:00,2021-05-06 05:00:00,14.0,19.0,0.65,3.12,2.2,1.6,12.57,0.61,21.1,0.0,,,,23.6,87.75,0.35,243.0,,,21.62
2021-05-06 05:00:00,2021-05-06 06:00:00,14.0,19.0,0.67,3.1,2.17,1.6,10.5,0.57,19.33,,,,,23.67,88.0,0.3,168.5,,,21.45
2021-05-06 06:00:00,2021-05-06 07:00:00,14.0,22.0,0.75,5.05,3.3,2.05,15.18,0.39,23.48,0.0,,,,23.68,87.75,0.48,202.0,,,21.88
2021-05-06 07:00:00,2021-05-06 08:00:00,21.0,30.0,0.7,4.3,2.85,1.82,15.97,0.49,24.13,,,,,26.23,83.0,0.3,146.75,,,23.43
2021-05-06 08:00:00,2021-05-06 09:00:00,17.75,28.0,0.72,3.42,2.42,1.95,15.52,0.6,23.66,0.0,,,,26.55,76.0,0.3,153.25,,,25.42
2021-05-06 09:00:00,2021-05-06 10:00:00,17.25,28.0,0.58,3.25,2.2,2.0,18.87,0.64,26.79,,,,,26.45,66.0,0.6,182.0,,,27.57
2021-05-06 10:00:00,2021-05-06 11:00:00,17.5,27.0,0.53,3.35,2.23,1.93,19.25,0.57,27.07,0.0,,,,25.92,61.5,0.78,186.5,,,28.53
2021-05-06 11:00:00,2021-05-06 12:00:00,15.5,29.0,0.8,3.08,2.25,2.05,20.17,0.58,27.97,,,,,24.3,57.5,0.68,190.5,,,29.18
2021-05-06 12:00:00,2021-05-06 13:00:00,13.75,25.0,0.75,3.03,2.2,2.22,19.3,0.63,27.18,0.0,,,,24.3,50.5,1.32,220.0,,,30.03
2021-05-06 13:00:00,2021-05-06 14:00:00,12.75,26.0,0.8,3.3,2.4,2.45,22.37,0.59,29.86,0.03,,,,24.38,50.75,0.93,206.75,,,30.95
2021-05-06 14:00:00,2021-05-06 15:00:00,12.25,25.0,0.72,3.27,2.35,2.15,17.62,0.65,25.57,0.0,,,,24.83,67.25,0.92,137.25,,,28.62
2021-05-06 15:00:00,2021-05-06 16:00:00,14.25,27.0,0.8,3.07,2.25,2.25,11.77,0.58,20.36,0.0,,,,28.05,63.5,1.73,151.75,,,28.98
2021-05-06 16:00:00,2021-05-06 17:00:00,17.75,30.0,0.78,3.15,2.3,2.1,12.9,0.47,21.41,0.0,,,,27.35,69.0,2.68,133.75,,,27.98
2021-05-06 17:00:00,2021-05-06 18:00:00,16.25,29.0,0.85,4.62,3.15,1.98,17.23,0.48,25.25,0.0,,,,26.67,80.75,1.65,189.5,,,22.12
2021-05-06 18:00:00,2021-05-06 19:00:00,14.0,24.0,0.82,5.1,3.35,1.88,19.0,0.49,26.87,0.0,,,,25.1,84.5,1.52,164.0,,,22.38
2021-05-06 19:00:00,2021-05-06 20:00:00,14.0,29.0,0.8,4.3,2.92,1.8,19.77,0.54,27.5,0.0,,,,23.8,86.5,1.25,159.75,,,22.52
2021-05-06 20:00:00,2021-05-06 21:00:00,13.75,19.0,0.6,3.43,2.3,1.52,21.9,0.66,29.36,0.0,,,,22.88,88.0,0.45,71.0,,,21.97
2021-05-06 21:00:00,2021-05-06 22:00:00,12.25,17.0,0.6,2.95,2.08,1.45,22.17,0.66,29.76,0.0,,,,22.92,87.5,0.98,106.5,,,22.25
2021-05-06 22:00:00,2021-05-06 23:00:00,10.0,17.0,0.57,2.9,2.02,1.55,22.25,0.59,29.83,,,,,23.7,88.0,1.1,89.0,,,22.15
2021-05-06 23:00:00,2021-05-07 00:00:00,10.5,21.0,0.67,2.77,2.02,1.73,21.6,0.53,29.16,0.0,,,,26.12,84.25,1.27,101.75,,,22.35
2021-05-07 00:00:00,2021-05-07 01:00:00,11.25,16.0,0.73,2.55,1.95,1.93,17.8,0.4,25.81,0.0,,,,26.7,85.25,1.32,110.0,,,22.12
2021-05-07 01:00:00,2021-05-07 02:00:00,8.5,16.0,0.55,2.8,1.92,1.8,15.03,0.46,23.26,,,,,26.6,87.75,1.02,153.25,,,21.65
2021-05-07 02:00:00,2021-05-07 03:00:00,7.75,21.0,0.67,2.65,1.92,1.73,17.55,0.72,25.61,0.0,,,,26.35,87.75,1.18,127.5,,,21.58
2021-05-07 03:00:00,2021-05-07 04:00:00,10.25,14.0,0.67,2.65,1.92,1.77,18.27,0.66,26.09,,,,,24.32,86.25,1.08,139.25,,,21.82
2021-05-07 04:00:00,2021-05-07 05:00:00,10.75,20.0,0.53,2.62,1.83,1.55,18.33,0.66,26.3,,,,,23.55,88.25,1.07,137.0,,,21.5
2021-05-07 05:00:00,2021-05-07 06:00:00,11.0,16.0,0.73,3.0,2.17,1.47,11.3,0.44,19.93,,,,,23.3,86.75,0.45,161.0,,,21.55
2021-05-07 06:00:00,2021-05-07 07:00:00,14.0,23.0,0.65,2.35,1.85,1.95,13.58,0.05,21.93,0.0,,,,23.23,84.0,0.32,83.5,,,21.7
2021-05-07 07:00:00,2021-05-07 08:00:00,14.0,20.0,0.77,3.7,2.58,1.88,13.43,0.36,21.85,0.05,,,,25.77,77.75,0.45,127.0,,,23.43
2021-05-07 08:00:00,2021-05-07 09:00:00,14.0,18.0,1.18,5.02,3.62,2.2,15.73,0.72,23.92,0.03,0.1,,,26.57,73.75,1.4,176.5,,,24.53
2021-05-07 09:00:00,2021-05-07 10:00:00,14.75,22.0,0.95,3.5,2.6,1.95,17.2,0.67,25.21,0.0,,,,26.33,71.0,0.68,119.0,,,25.9
2021-05-07 10:00:00,2021-05-07 11:00:00,15.5,21.0,0.72,3.07,2.23,1.82,17.62,0.55,25.68,0.0,,,,26.2,70.0,0.9,107.0,,,26.5
2021-05-07 11:00:00,2021-05-07 12:00:00,10.5,21.0,0.55,3.28,2.17,1.92,16.5,0.53,24.52,0.0,,,,24.55,60.75,0.77,176.25,,,29.35
2021-05-07 12:00:00,2021-05-07 13:00:00,10.25,22.0,0.72,3.2,2.25,1.75,12.32,0.53,20.87,0.0,,,,23.95,70.0,1.57,114.5,,,26.4
2021-05-07 13:00:00,2021-05-07 14:00:00,12.75,20.0,0.85,2.8,2.17,1.9,9.97,0.58,18.71,,,,,24.03,68.75,1.82,126.0,,,27.2
2021-05-07 14:00:00,2021-05-07 15:00:00,9.0,16.0,0.68,2.9,2.08,1.98,9.75,0.55,18.53,0.0,,,,24.55,67.75,1.85,131.25,,,28.0
2021-05-07 15:00:00,2021-05-07 16:00:00,10.25,16.0,0.67,2.9,2.05,2.25,6.2,0.67,15.36,0.0,,,,27.75,70.25,1.52,152.0,,,27.1
2021-05-07 16:00:00,2021-05-07 17:00:00,13.75,20.0,0.67,3.3,2.3,2.02,13.55,0.73,21.94,0.0,,,,26.7,75.75,0.97,148.25,,,25.65
2021-05-07 17:00:00,2021-05-07 18:00:00,14.25,24.0,0.65,2.95,2.1,1.7,17.63,0.69,25.69,0.0,,,,25.9,85.25,1.43,132.0,,,24.15
2021-05-07 18:00:00,2021-05-07 19:00:00,17.25,25.0,0.52,2.92,1.95,1.65,13.43,0.63,21.85,0.0,,,,25.8,87.5,1.27,113.5,,,23.15
2021-05-07 19:00:00,2021-05-07 20:00:00,14.5,18.0,0.57,3.3,2.23,1.68,9.43,0.58,18.32,,,,,24.0,87.25,1.93,141.25,,,22.33
2021-05-07 20:00:00,2021-05-07 21:00:00,11.25,22.0,0.62,4.45,2.88,1.45,12.78,0.5,21.27,,,,,23.2,86.0,1.02,159.5,,,21.0
2021-05-07 21:00:00,2021-05-07 22:00:00,,,0.62,3.6,2.42,1.53,15.2,0.55,23.48,,,,,23.17,87.0,0.8,154.25,,,21.23
2021-05-07 22:00:00,2021-05-07 23:00:00,,,0.57,3.4,2.27,1.62,19.85,0.65,27.63,0.0,,,,22.98,88.0,0.48,148.5,,,21.1
2021-05-07 23:00:00,2021-05-08 00:00:00,5.0,6.0,0.7,3.2,2.28,1.75,22.9,0.56,30.36,,,,,25.88,86.5,0.6,92.5,,,21.22
2021-05-08 00:00:00,2021-05-08 01:00:00,5.0,6.0,0.7,4.08,2.75,1.93,21.77,0.35,29.38,0.0,,,,26.68,83.75,1.3,199.5,,,21.65
2021-05-08 01:00:00,2021-05-08 02:00:00,5.5,10.0,0.62,3.08,2.17,1.88,20.6,0.36,28.39,0.0,,,,26.85,82.5,0.65,147.75,,,21.62
2021-05-08 02:00:00,2021-05-08 03:00:00,5.0,7.0,0.62,2.83,2.02,1.8,14.88,,23.11,0.0,,,,26.6,82.25,0.6,255.25,,,21.58
2021-05-08 03:00:00,2021-05-08 04:00:00,,,0.5,2.8,1.88,1.8,15.4,,23.6,,,,,24.35,83.75,0.38,197.25,,,21.3
2021-05-08 04:00:00,2021-05-08 05:00:00,,,0.55,3.3,2.17,1.5,14.07,0.43,22.46,0.0,,,,23.55,85.75,0.45,164.5,,,21.0
2021-05-08 05:00:00,2021-05-08 06:00:00,7.25,11.0,0.7,3.63,2.47,1.37,15.7,0.55,23.85,0.0,,,,23.12,87.0,0.68,178.0,,,20.75
2021-05-08 06:00:00,2021-05-08 07:00:00,8.25,16.0,0.8,3.7,2.6,2.0,18.35,0.53,26.22,0.0,,,,23.32,85.0,0.55,165.0,,,21.02
2021-05-08 07:00:00,2021-05-08 08:00:00,9.75,20.0,1.3,6.38,4.42,1.82,14.83,0.61,23.19,0.0,0.0,,,25.72,82.75,1.45,215.75,,,22.05
2021-05-08 08:00:00,2021-05-08 09:00:00,11.5,27.0,1.07,5.17,3.6,2.1,18.92,0.52,26.85,0.0,0.0,,,26.58,73.25,1.27,222.25,,,24.48
2021-05-08 09:00:00,2021-05-08 10:00:00,10.5,18.0,1.05,3.97,2.95,1.85,21.6,0.49,29.18,,,,,26.48,64.0,0.75,213.25,,,27.68
2021-05-08 10:00:00,2021-05-08 11:00:00,11.25,,0.75,2.97,2.23,1.6,23.4,0.53,30.78,0.0,,,,25.7,60.75,0.85,225.5,,,27.65
2021-05-08 11:00:00,2021-05-08 12:00:00,8.75,14.75,0.8,3.05,2.27,2.05,23.23,0.28,30.74,0.0,,,,24.6,61.75,0.93,208.25,,,28.05
2021-05-08 12:00:00,2021-05-08 13:00:00,8.5,16.0,0.82,3.17,2.4,2.0,16.18,,24.35,0.0,,,,24.02,55.25,1.58,230.0,,,28.82
2021-05-08 13:00:00,2021-05-08 14:00:00,11.25,22.75,0.7,3.38,2.35,2.3,9.67,0.42,18.47,0.0,,,,24.25,54.75,1.7,223.5,,,28.65
2021-05-08 14:00:00,2021-05-08 15:00:00,14.75,25.5,0.73,3.53,2.48,2.65,18.5,0.35,26.44,0.0,,,,24.45,52.25,2.35,223.25,,,29.05
2021-05-08 15:00:00,2021-05-08 16:00:00,14.0,27.0,0.8,3.6,2.52,2.98,17.23,0.22,25.29,0.0,,,,27.75,51.75,1.5,208.5,,,29.67
2021-05-08 16:00:00,2021-05-08 17:00:00,13.75,24.75,0.62,3.52,2.38,2.4,18.28,,26.17,0.0,,,,27.55,67.5,1.12,134.25,,,27.88
2021-05-08 17:00:00,2021-05-08 18:00:00,14.25,20.5,0.6,3.08,2.12,1.82,19.37,,27.14,,,,,26.48,80.5,1.3,99.25,,,25.13
2021-05-08 18:00:00,2021-05-08 19:00:00,17.5,26.25,0.55,2.97,2.05,1.5,19.05,0.15,26.91,,,,,25.75,83.0,1.28,151.0,,,24.18
2021-05-08 19:00:00,2021-05-08 20:00:00,15.5,20.25,0.62,3.2,2.15,1.7,19.4,0.08,27.2,,,,,24.18,86.0,0.95,119.25,,,23.28
2021-05-08 20:00:00,2021-05-08 21:00:00,14.0,17.5,0.65,3.02,2.12,1.45,19.57,,27.38,,,,,23.57,87.25,0.98,148.75,,,22.73
2021-05-08 21:00:00,2021-05-08 22:00:00,12.25,14.33,0.67,3.0,2.1,1.3,20.77,0.54,28.52,0.0,,,,23.42,87.0,1.65,168.5,,,22.42
2021-05-08 22:00:00,2021-05-08 23:00:00,7.0,12.0,0.52,2.7,1.9,1.35,17.75,0.45,25.82,0.0,,,,23.5,87.5,2.47,194.75,,,22.35
2021-05-08 23:00:00,2021-05-09 00:00:00,8.0,16.0,0.6,2.7,1.92,1.45,18.07,0.5,25.97,0.0,,,,25.92,89.0,1.65,182.0,,,22.27
2021-05-09 00:00:00,2021-05-09 01:00:00,10.75,17.5,0.67,2.45,1.87,1.75,18.15,0.56,26.15,0.0,,,,26.65,89.25,1.3,175.25,,,21.98
2021-05-09 01:00:00,2021-05-09 02:00:00,10.0,13.0,0.57,2.65,1.88,1.7,19.03,0.54,26.92,0.0,,,,26.55,90.0,0.42,164.5,,,21.8
2021-05-09 02:00:00,2021-05-09 03:00:00,,,0.57,2.6,1.85,1.78,13.43,0.62,21.88,0.0,,,,26.52,89.25,0.35,93.0,,,21.7
2021-05-09 03:00:00,2021-05-09 04:00:00,9.0,13.0,0.62,2.5,1.8,1.72,12.9,0.69,21.37,,,,,24.75,89.0,0.3,186.0,,,21.5
2021-05-09 04:00:00,2021-05-09 05:00:00,8.75,14.25,0.57,3.48,2.33,1.45,16.43,,24.48,,,,,23.75,89.25,0.5,161.5,,,21.32
2021-05-09 05:00:00,2021-05-09 06:00:00,9.0,19.0,0.67,3.93,2.67,1.37,16.0,0.34,24.07,0.0,,,,23.4,89.0,1.2,192.0,,,21.15
2021-05-09 06:00:00,2021-05-09 07:00:00,13.25,21.75,0.7,2.9,2.05,1.9,19.0,0.33,26.87,0.0,,,,23.18,89.5,0.33,272.5,,,21.5
2021-05-09 07:00:00,2021-05-09 08:00:00,16.25,21.0,0.73,3.02,2.18,1.75,18.43,0.48,26.36,,,,,25.22,84.75,0.35,160.75,,,23.28
2021-05-09 08:00:00,2021-05-09 09:00:00,13.25,19.5,0.77,3.02,2.23,2.0,16.6,0.56,24.7,0.0,,,,26.32,72.25,0.57,99.5,,,25.83
2021-05-09 09:00:00,2021-05-09 10:00:00,11.25,17.0,0.78,2.95,2.2,1.9,17.13,0.53,25.18,0.03,,,,26.32,70.0,1.38,108.25,,,26.47
2021-05-09 10:00:00,2021-05-09 11:00:00,10.75,21.5,0.7,2.75,2.0,1.73,18.38,0.61,26.28,0.0,,,,25.95,70.25,1.35,119.5,,,26.37
2021-05-09 11:00:00,2021-05-09 12:00:00,7.75,17.75,0.75,2.65,2.0,1.9,19.93,0.55,27.66,0.0,,,,24.52,72.5,1.4,105.25,,,26.25
2021-05-09 12:00:00,2021-05-09 13:00:00,10.75,20.0,0.77,2.77,2.1,1.8,14.3,0.43,22.66,0.0,,,,23.83,67.75,1.53,118.25,,,27.23
2021-05-09 13:00:00,2021-05-09 14:00:00,12.5,19.75,0.57,2.58,1.85,1.85,12.67,0.53,21.21,0.0,,,,24.0,71.0,1.7,125.75,,,27.1
2021-05-09 14:00:00,2021-05-09 15:00:00,11.0,19.75,0.65,2.75,1.95,1.92,10.05,0.67,18.81,0.0,,,,24.32,72.75,2.02,138.5,,,26.88
2021-05-09 15:00:00,2021-05-09 16:00:00,11.0,22.0,0.62,2.9,2.05,2.2,6.97,0.61,16.05,0.0,,,,27.02,83.25,1.88,143.0,,,22.88
2021-05-09 16:00:00,2021-05-09 17:00:00,6.0,8.0,0.58,3.15,2.15,1.83,17.75,0.52,25.75,0.0,,,,25.9,82.0,1.33,186.5,,,22.65
2021-05-09 17:00:00,2021-05-09 18:00:00,6.0,8.0,0.65,3.3,2.27,1.67,23.73,0.42,31.12,,,,,26.1,83.5,1.48,145.0,,,22.95
2021-05-09 18:00:00,2021-05-09 19:00:00,11.0,16.0,0.55,3.27,2.18,1.65,21.65,0.35,29.24,,,,,25.6,87.5,1.58,169.0,,,22.82
2021-05-09 19:00:00,2021-05-09 20:00:00,14.25,22.75,0.67,3.0,2.15,1.9,21.47,0.45,29.11,,,,,24.0,88.75,1.48,109.75,,,22.68
2021-05-09 20:00:00,2021-05-09 21:00:00,14.75,26.75,0.7,2.72,2.02,1.6,18.4,0.54,26.29,0.0,,,,23.18,87.25,1.65,107.75,,,22.25
2021-05-09 21:00:00,2021-05-09 22:00:00,12.75,21.5,0.75,2.7,2.0,1.45,18.17,0.55,26.1,,,,,22.92,88.5,1.65,110.5,,,22.48
2021-05-09 22:00:00,2021-05-09 23:00:00,8.5,18.0,0.7,2.55,1.92,1.57,15.4,0.55,23.64,0.0,,,,22.85,89.0,1.35,137.25,,,22.72
2021-05-09 23:00:00,2021-05-10 00:00:00,7.5,20.75,0.65,2.42,1.8,1.55,13.37,0.55,21.8,,,,,25.43,89.25,1.43,129.25,,,22.75
2021-05-10 00:00:00,2021-05-10 01:00:00,9.5,19.75,0.58,2.38,1.72,1.65,17.75,0.6,25.7,0.05,,,,26.43,90.0,1.32,126.25,,,22.55
2021-05-10 01:00:00,2021-05-10 02:00:00,10.5,19.25,0.57,2.35,1.73,1.8,18.27,0.48,26.21,,,,,26.53,90.0,1.02,108.0,,,22.1
2021-05-10 02:00:00,2021-05-10 03:00:00,9.5,19.0,0.65,2.33,1.8,1.78,18.07,0.29,26.06,,,,,26.53,90.0,0.97,119.0,,,22.1
2021-05-10 03:00:00,2021-05-10 04:00:00,10.0,17.5,0.62,2.53,1.85,1.85,20.6,0.31,28.25,,,,,24.82,90.0,1.4,160.5,,,22.27
2021-05-10 04:00:00,2021-05-10 05:00:00,7.25,22.0,0.57,2.62,1.85,1.55,15.47,0.36,23.63,,,,,23.83,90.0,1.45,193.75,,,21.87
2021-05-10 05:00:00,2021-05-10 06:00:00,8.25,22.75,0.53,2.8,1.9,1.53,10.5,0.53,19.29,,,,,23.38,90.0,1.1,203.0,,,21.73
2021-05-10 06:00:00,2021-05-10 07:00:00,10.5,25.75,0.6,4.85,3.1,2.05,14.23,0.47,22.58,0.0,,,,23.45,89.5,1.0,182.25,,,21.85
2021-05-10 07:00:00,2021-05-10 08:00:00,15.5,29.25,0.8,5.17,3.35,1.92,17.03,0.5,25.15,0.0,,,,25.25,86.5,1.23,192.25,,,22.5
2021-05-10 08:00:00,2021-05-10 09:00:00,16.75,32.75,0.93,4.6,3.17,2.05,16.58,0.58,24.75,0.0,,,,26.25,78.25,1.38,169.25,,,24.55
2021-05-10 09:00:00,2021-05-10 10:00:00,14.5,30.5,0.73,3.3,2.35,1.78,20.53,0.55,28.17,0.0,,,,25.45,77.25,0.78,125.0,,,25.6
2021-05-10 10:00:00,2021-05-10 11:00:00,11.0,25.0,0.65,2.9,2.07,1.78,19.42,0.28,27.25,0.03,,,,26.02,72.75,0.7,137.5,,,27.23
