From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mg/m3),AT (degree C),RF (mm),Xylene (ug/m3)
2022-09-26 06:00:00,2022-09-26 07:00:00,20.19,37.63,27.7,7.05,26.27,8.26,24.5,1.6,0.18,,,,,,84.34,0.52,202.05,6.98,,21.41,,
2022-09-26 07:00:00,2022-09-26 08:00:00,23.83,44.78,24.34,8.34,24.22,8.83,24.5,1.59,1.0,,,,,,80.64,1.19,157.12,42.12,,22.46,,
2022-09-26 08:00:00,2022-09-26 09:00:00,22.97,43.07,20.91,9.37,21.98,9.43,24.46,2.19,1.04,,,,,,74.75,1.27,204.67,61.73,,23.36,,
2022-09-26 09:00:00,2022-09-26 10:00:00,31.34,59.48,19.86,10.72,21.85,9.6,24.41,3.02,1.12,,,,,,71.91,1.15,224.14,65.01,,23.8,,
2022-09-26 10:00:00,2022-09-26 11:00:00,32.59,61.93,13.89,12.6,17.99,10.29,24.39,1.86,,,,,,,64.66,0.97,219.47,64.77,,25.27,,
2022-09-26 11:00:00,2022-09-26 12:00:00,26.69,50.37,4.21,15.0,11.4,11.61,24.34,1.4,0.89,,,,,,58.2,1.25,219.33,64.65,,26.96,,
2022-09-26 12:00:00,2022-09-26 13:00:00,29.46,55.8,3.48,13.34,9.92,11.95,24.47,2.93,0.88,,,,,,48.82,0.7,211.69,64.52,,28.27,,
2022-09-26 13:00:00,2022-09-26 14:00:00,26.59,50.18,3.29,14.7,10.49,11.35,24.46,1.5,1.19,,,,,,45.02,0.68,216.45,64.03,,28.88,,
2022-09-26 14:00:00,2022-09-26 15:00:00,25.52,48.07,3.59,15.68,11.25,11.52,24.71,1.56,1.59,,,,,,45.17,0.92,204.31,63.76,,28.84,,
2022-09-26 15:00:00,2022-09-26 16:00:00,29.43,55.76,3.62,14.46,10.63,11.82,24.74,1.66,1.58,,,,,,56.53,1.12,164.25,56.46,,26.32,,
2022-09-26 16:00:00,2022-09-26 17:00:00,39.45,75.33,4.19,15.71,11.76,11.43,24.77,1.5,1.53,,,,,,60.04,0.89,141.42,25.33,,25.4,,
2022-09-26 17:00:00,2022-09-26 18:00:00,57.61,109.93,5.54,17.32,13.74,10.91,24.57,1.97,,,,,,,62.47,1.29,289.69,4.46,,25.27,,
2022-09-26 18:00:00,2022-09-26 19:00:00,56.13,108.09,7.54,20.91,17.26,10.75,24.69,2.13,0.14,,,,,,65.21,1.01,185.49,0.0,,25.1,,
2022-09-26 19:00:00,2022-09-26 20:00:00,60.04,115.73,9.14,14.18,14.97,11.09,24.62,2.07,,,,,,,69.72,0.93,170.05,0.0,,24.53,,
2022-09-26 20:00:00,2022-09-26 21:00:00,41.87,80.13,8.58,11.94,13.32,11.55,24.58,1.9,0.31,,,,,,71.38,0.53,210.06,0.0,,24.18,,
2022-09-26 21:00:00,2022-09-26 22:00:00,43.26,82.87,7.62,11.46,12.29,12.24,24.58,1.85,1.43,,,,,,72.69,0.6,155.43,0.0,,23.93,,
2022-09-26 22:00:00,2022-09-26 23:00:00,46.3,88.8,8.1,10.36,12.1,11.96,24.52,1.94,,,,,,,78.84,1.31,242.89,0.0,,23.14,,
2022-09-26 23:00:00,2022-09-27 00:00:00,51.34,98.67,11.3,9.94,14.47,11.51,24.37,1.95,0.79,,,,,,81.47,1.0,282.21,0.0,,22.96,,
2022-09-27 00:00:00,2022-09-27 01:00:00,36.7,69.92,18.86,9.97,20.62,10.11,24.59,2.09,,,,,,,81.97,0.86,249.86,0.0,,22.88,,
2022-09-27 01:00:00,2022-09-27 02:00:00,36.19,69.0,29.15,10.05,29.05,7.96,24.62,1.95,0.98,,,,,,81.14,0.5,236.61,0.0,,22.93,,
2022-09-27 02:00:00,2022-09-27 03:00:00,31.74,60.27,27.76,8.36,27.02,8.49,24.64,1.96,0.47,,,,,,78.92,0.56,219.86,0.0,,22.77,,
2022-09-27 03:00:00,2022-09-27 04:00:00,23.2,43.57,22.11,8.87,22.7,9.17,24.63,1.32,,,,,,,79.59,0.93,214.01,0.0,,22.29,,
2022-09-27 04:00:00,2022-09-27 05:00:00,19.96,37.18,20.19,8.93,21.17,9.03,24.7,1.38,,,,,,,80.28,1.17,214.83,0.0,,22.22,,
2022-09-27 05:00:00,2022-09-27 06:00:00,16.91,31.18,20.52,8.9,21.42,8.78,24.62,1.54,,,,,,,81.16,0.95,243.13,0.0,,22.01,,
2022-09-27 06:00:00,2022-09-27 07:00:00,18.78,34.87,20.39,7.33,20.47,9.16,24.2,1.39,1.0,,,,,,82.29,0.7,231.35,7.95,,21.78,,
2022-09-27 07:00:00,2022-09-27 08:00:00,,,17.09,8.32,18.32,9.43,24.7,1.12,1.46,,,,,,78.46,1.06,182.0,46.12,,22.44,,
2022-09-27 08:00:00,2022-09-27 09:00:00,,,12.49,10.34,15.65,10.09,24.48,1.07,,,,,,,69.56,1.0,211.46,64.0,,23.29,,
2022-09-27 09:00:00,2022-09-27 10:00:00,,,10.67,13.2,15.69,10.03,24.69,1.84,0.12,,,,,,61.72,0.98,200.75,63.61,,24.54,,
2022-09-27 10:00:00,2022-09-27 11:00:00,,,4.36,13.13,10.54,11.33,24.86,1.26,1.29,,,,,,59.91,0.97,164.52,63.49,,25.44,,
2022-09-27 11:00:00,2022-09-27 12:00:00,,,2.63,12.12,8.6,12.59,24.77,1.36,1.99,,,,,,57.12,1.07,154.43,63.64,,26.66,,
2022-09-27 12:00:00,2022-09-27 13:00:00,,,2.21,13.11,8.76,12.31,24.67,1.59,,,,,,,53.57,0.87,150.5,63.33,,27.01,,
2022-09-27 13:00:00,2022-09-27 14:00:00,30.58,58.0,2.87,12.21,8.83,12.4,24.93,1.26,0.11,,,,,,51.63,0.87,143.31,63.22,,27.67,,
2022-09-27 14:00:00,2022-09-27 15:00:00,,,2.36,12.2,8.41,12.45,24.87,1.05,9.45,,,,,,46.64,0.76,180.86,62.82,914.44,28.26,,
2022-09-27 15:00:00,2022-09-27 16:00:00,21.4,40.0,2.76,14.48,9.94,12.35,24.77,0.36,9.45,,,,,,48.86,0.78,149.58,58.37,914.3,27.25,,
2022-09-27 16:00:00,2022-09-27 17:00:00,,,3.5,14.28,10.43,12.29,24.89,1.38,0.2,,,,,,49.84,0.85,144.53,55.3,,27.31,,
2022-09-27 17:00:00,2022-09-27 18:00:00,,,3.48,16.1,11.4,11.4,24.88,1.19,1.04,,,,,,52.58,0.85,162.41,8.7,,26.66,,
2022-09-27 18:00:00,2022-09-27 19:00:00,,,4.21,19.02,13.54,11.81,24.87,1.72,2.44,,,,,,55.88,0.64,161.75,0.0,,26.12,,
2022-09-27 19:00:00,2022-09-27 20:00:00,,,5.63,19.42,14.91,12.36,24.81,1.56,,,,,,,58.79,0.9,153.53,0.0,,25.55,,
2022-09-27 20:00:00,2022-09-27 21:00:00,,,7.77,17.22,15.48,12.29,24.64,2.92,0.43,,,,,,60.55,1.07,271.83,0.0,,25.24,,
2022-09-27 21:00:00,2022-09-27 22:00:00,,,8.83,17.89,16.69,11.88,24.69,2.63,,,,,,,61.75,0.8,211.88,0.0,,25.22,,
2022-09-27 22:00:00,2022-09-27 23:00:00,,,9.63,15.43,16.03,12.12,24.71,2.06,,,,,,,63.74,0.64,217.45,0.0,,25.12,,
2022-09-27 23:00:00,2022-09-28 00:00:00,,,15.66,14.96,20.7,11.68,24.84,2.11,,,,,,,65.28,1.34,120.81,0.0,,24.99,,
2022-09-28 00:00:00,2022-09-28 01:00:00,,,31.27,14.33,33.05,8.91,24.76,1.66,,,,,,,67.47,0.57,219.7,0.0,,24.57,,
2022-09-28 01:00:00,2022-09-28 02:00:00,,,29.58,12.18,30.53,8.78,24.77,1.5,1.29,,,,,,67.89,0.54,229.84,0.0,,24.01,,
2022-09-28 02:00:00,2022-09-28 03:00:00,,,24.31,13.78,27.09,8.95,24.82,2.04,,,,,,,70.19,0.64,235.53,0.0,,23.3,,
2022-09-28 03:00:00,2022-09-28 04:00:00,,,24.02,12.42,26.13,9.5,24.98,2.45,,,,,,,73.91,0.74,261.51,0.0,,22.58,,
2022-09-28 04:00:00,2022-09-28 05:00:00,,,25.39,11.17,26.58,9.54,24.89,1.53,0.18,,,,,,80.01,0.89,254.11,0.0,,21.85,,
2022-09-28 05:00:00,2022-09-28 06:00:00,,,28.33,9.41,28.03,8.73,24.86,1.37,,,,,,,83.3,0.73,255.14,0.0,,21.45,,
2022-09-28 06:00:00,2022-09-28 07:00:00,,,32.28,8.73,30.89,7.62,24.8,1.57,,,,,,,85.23,0.81,258.69,5.54,,21.16,,
2022-09-28 07:00:00,2022-09-28 08:00:00,,,28.4,8.34,27.53,8.39,24.81,2.05,3.17,,,,,,84.55,1.08,229.86,39.12,,21.5,,
2022-09-28 08:00:00,2022-09-28 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-28 09:00:00,2022-09-28 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-28 10:00:00,2022-09-28 11:00:00,,,24.05,12.89,26.41,9.14,24.88,2.07,1.88,,,,,,72.73,1.28,185.2,62.42,,23.44,,
2022-09-28 11:00:00,2022-09-28 12:00:00,,,14.92,15.36,20.31,10.25,24.91,2.02,0.86,,,,,,70.22,0.96,186.0,62.25,,24.18,,
2022-09-28 12:00:00,2022-09-28 13:00:00,,,4.5,16.53,12.46,12.05,24.85,1.98,1.13,,,,,,63.6,0.78,193.09,62.36,,25.68,,
2022-09-28 13:00:00,2022-09-28 14:00:00,,,4.48,20.96,14.8,12.04,24.89,2.71,0.63,,,,,,59.97,1.61,254.96,62.13,,26.27,,
2022-09-28 14:00:00,2022-09-28 15:00:00,32.62,62.0,5.02,23.78,16.72,11.41,25.0,2.21,1.1,,,,,,57.11,1.37,185.96,62.12,,27.04,,
2022-09-28 15:00:00,2022-09-28 16:00:00,21.8,40.78,6.14,22.74,17.08,10.99,17.55,0.34,9.37,,,,,,55.98,0.97,208.08,61.84,916.79,27.17,,
2022-09-28 16:00:00,2022-09-28 17:00:00,32.39,61.57,8.26,24.35,19.67,10.38,24.7,2.12,0.36,,,,,,56.33,1.03,219.7,61.6,,27.17,,
2022-09-28 17:00:00,2022-09-28 18:00:00,32.12,61.03,6.69,22.27,17.29,11.0,24.86,2.4,1.16,,,,,,58.18,1.3,225.26,34.44,,26.48,,
2022-09-28 18:00:00,2022-09-28 19:00:00,37.55,71.66,6.25,22.85,17.24,11.2,24.67,3.06,0.62,,,,,,68.14,0.9,98.05,0.0,,24.59,,
2022-09-28 19:00:00,2022-09-28 20:00:00,36.24,69.09,5.37,18.82,14.37,11.72,24.74,2.93,0.19,,,,,,76.03,0.75,178.89,0.0,,23.27,,
2022-09-28 20:00:00,2022-09-28 21:00:00,28.3,53.49,5.32,13.23,11.35,12.58,24.81,3.03,0.67,,,,,,75.35,0.42,235.82,0.0,,23.59,,
2022-09-28 21:00:00,2022-09-28 22:00:00,33.47,63.63,12.75,17.68,19.76,10.7,24.59,3.93,0.14,,,,,,73.85,0.43,242.36,0.0,,24.01,,
2022-09-28 22:00:00,2022-09-28 23:00:00,47.48,91.14,17.99,15.85,23.06,10.39,24.64,3.96,,,,,,,73.23,0.45,240.92,0.0,,24.06,,
2022-09-28 23:00:00,2022-09-29 00:00:00,40.03,76.49,14.69,14.22,19.51,10.84,24.67,3.8,1.02,,,,,,72.78,0.77,220.61,0.0,,23.74,,
2022-09-29 00:00:00,2022-09-29 01:00:00,23.0,43.13,14.5,13.96,19.22,10.28,24.55,2.92,1.71,,,,,,75.43,1.04,226.45,0.0,,22.93,,
2022-09-29 01:00:00,2022-09-29 02:00:00,13.52,24.55,12.35,11.51,16.16,10.83,24.78,3.05,0.41,,,,,,79.34,0.79,215.88,0.0,,22.07,,
2022-09-29 02:00:00,2022-09-29 03:00:00,11.26,20.12,12.02,10.48,15.35,10.58,24.77,3.94,1.05,,,,,,81.92,0.78,250.5,0.0,,21.55,,
2022-09-29 03:00:00,2022-09-29 04:00:00,9.72,17.09,12.43,9.43,15.13,10.61,24.84,2.66,,,,,,,82.17,0.75,236.52,0.0,,21.25,,
2022-09-29 04:00:00,2022-09-29 05:00:00,14.61,26.7,15.27,8.83,17.12,10.67,24.78,2.03,3.52,,,,,,84.03,0.77,242.1,0.0,,21.09,,
2022-09-29 05:00:00,2022-09-29 06:00:00,13.78,25.06,16.85,10.05,19.03,9.88,24.83,2.26,0.84,,,,,,83.72,0.66,225.57,0.0,,21.2,,
2022-09-29 06:00:00,2022-09-29 07:00:00,18.2,33.73,18.95,8.29,19.82,10.22,24.79,2.37,,,,,,,83.86,1.15,281.62,9.28,,20.85,,
2022-09-29 07:00:00,2022-09-29 08:00:00,19.82,36.91,19.3,9.79,20.89,9.3,24.76,2.62,2.71,,,,,,81.8,0.84,242.58,28.81,,21.15,,
2022-09-29 08:00:00,2022-09-29 09:00:00,23.82,44.76,16.56,10.97,19.3,9.77,24.7,2.7,1.38,,,,,,77.07,1.01,209.16,61.86,,21.98,,
2022-09-29 09:00:00,2022-09-29 10:00:00,23.95,45.0,11.18,12.33,15.65,10.39,24.76,2.34,1.56,,,,,,68.05,1.2,197.79,62.13,,23.32,,
2022-09-29 10:00:00,2022-09-29 11:00:00,28.41,53.73,5.08,13.46,11.29,11.79,24.66,3.46,,,,,,,60.98,1.06,209.11,61.73,,24.36,,
2022-09-29 11:00:00,2022-09-29 12:00:00,28.05,53.03,3.66,15.65,11.3,12.12,24.82,2.5,,,,,,,57.15,0.68,189.19,61.63,,25.51,,
2022-09-29 12:00:00,2022-09-29 13:00:00,33.45,63.63,3.35,18.4,12.52,12.33,24.79,2.07,0.82,,,,,,52.61,1.34,230.62,61.66,,26.46,,
2022-09-29 13:00:00,2022-09-29 14:00:00,36.1,68.83,3.82,23.82,15.77,11.56,24.9,1.81,0.75,,,,,,51.64,1.42,136.4,61.51,,27.0,,
2022-09-29 14:00:00,2022-09-29 15:00:00,29.78,56.4,4.48,22.04,15.37,11.01,24.76,1.82,0.72,,,,,,48.03,0.83,199.31,61.38,,28.02,,
2022-09-29 15:00:00,2022-09-29 16:00:00,24.63,46.33,4.39,18.62,13.48,11.22,16.35,0.32,9.62,,,,,,45.95,0.76,211.0,61.09,915.22,27.54,,
2022-09-29 16:00:00,2022-09-29 17:00:00,26.44,49.88,6.71,20.58,16.4,10.09,24.6,1.39,0.45,,,,,,50.53,1.04,203.73,60.72,,26.56,,
2022-09-29 17:00:00,2022-09-29 18:00:00,25.48,48.06,11.41,22.43,21.2,9.75,24.78,1.46,2.43,,,,,,55.11,0.92,227.0,26.91,,26.0,,
2022-09-29 18:00:00,2022-09-29 19:00:00,28.44,53.82,15.74,21.75,24.36,9.52,24.86,1.78,,,,,,,59.26,0.99,228.31,0.03,,25.25,,
2022-09-29 19:00:00,2022-09-29 20:00:00,39.42,75.33,30.44,21.21,36.02,7.75,24.77,1.71,0.43,,,,,,64.12,0.42,223.2,0.0,,24.54,,
2022-09-29 20:00:00,2022-09-29 21:00:00,46.66,89.57,30.94,22.43,37.09,7.91,24.62,1.77,,,,,,,67.43,0.34,157.35,0.0,,23.92,,
2022-09-29 21:00:00,2022-09-29 22:00:00,50.35,96.78,34.69,21.81,39.8,6.91,24.64,2.36,1.51,,,,,,69.95,0.41,191.22,0.0,,23.68,,
2022-09-29 22:00:00,2022-09-29 23:00:00,48.5,93.12,35.47,18.28,38.56,7.32,24.73,2.1,1.82,,,,,,71.57,0.52,246.08,0.0,,23.5,,
2022-09-29 23:00:00,2022-09-30 00:00:00,36.63,69.8,27.54,18.26,32.11,8.32,24.74,2.29,3.9,,,,,,73.72,1.48,262.51,0.0,,23.09,,
2022-09-30 00:00:00,2022-09-30 01:00:00,22.88,42.9,17.72,14.38,22.06,9.74,24.84,2.11,1.5,,,,,,73.89,1.0,232.76,0.0,,22.77,,
2022-09-30 01:00:00,2022-09-30 02:00:00,15.02,27.5,16.0,10.34,18.51,10.25,24.87,2.17,1.36,,,,,,75.29,1.23,192.22,0.0,,22.47,,
2022-09-30 02:00:00,2022-09-30 03:00:00,14.77,27.0,15.63,9.92,17.98,10.22,24.79,3.22,0.97,,,,,,78.43,0.99,204.85,0.0,,22.02,,
2022-09-30 03:00:00,2022-09-30 04:00:00,13.29,24.09,18.65,10.15,20.55,9.67,24.75,2.87,2.5,,,,,,80.69,0.76,236.43,0.0,,21.68,,
2022-09-30 04:00:00,2022-09-30 05:00:00,14.22,25.93,15.74,10.85,18.57,10.52,24.8,2.11,1.78,,,,,,76.31,0.82,275.04,0.0,,21.72,,
2022-09-30 05:00:00,2022-09-30 06:00:00,13.27,24.06,14.72,11.68,18.18,10.47,24.84,2.21,0.93,,,,,,75.37,1.14,296.26,0.0,,21.53,,
2022-09-30 06:00:00,2022-09-30 07:00:00,15.21,27.87,21.6,12.3,24.11,8.87,24.8,2.81,,,,,,,78.4,1.13,292.24,7.01,,20.88,,
2022-09-30 07:00:00,2022-09-30 08:00:00,18.73,34.77,22.2,10.68,23.73,9.2,24.73,2.49,2.48,,,,,,80.97,1.4,279.73,45.2,,20.76,,
2022-09-30 08:00:00,2022-09-30 09:00:00,18.85,35.0,21.27,10.99,23.15,9.08,24.48,2.55,1.32,,,,,,78.34,0.83,218.6,62.16,,21.68,,
2022-09-30 09:00:00,2022-09-30 10:00:00,25.26,47.57,18.68,14.21,22.75,8.91,24.63,2.19,0.81,,,,,,72.92,1.16,210.3,61.35,,22.86,,
2022-09-30 10:00:00,2022-09-30 11:00:00,26.46,49.94,14.36,15.82,20.09,10.21,24.68,1.98,0.23,,,,,,68.94,1.22,197.47,61.08,,23.81,,
2022-09-30 11:00:00,2022-09-30 12:00:00,23.05,43.23,6.68,17.51,14.74,11.2,24.81,2.95,0.98,,,,,,64.59,0.95,230.27,60.89,,24.87,,
2022-09-30 12:00:00,2022-09-30 13:00:00,25.4,47.83,4.93,18.79,14.0,11.49,24.73,2.47,,,,,,,59.58,0.85,213.69,60.78,,25.87,,
2022-09-30 13:00:00,2022-09-30 14:00:00,24.5,46.07,3.86,18.83,13.15,11.42,24.74,3.83,0.94,,,,,,56.79,1.41,260.45,60.63,,26.3,,
2022-09-30 14:00:00,2022-09-30 15:00:00,19.02,35.34,4.62,20.39,14.6,11.3,23.45,2.48,4.66,,,,,,57.3,1.54,230.58,60.52,915.57,26.01,,
2022-09-30 15:00:00,2022-09-30 16:00:00,19.84,36.93,5.08,19.84,14.69,11.1,18.96,0.36,9.27,,,,,,57.18,1.24,225.81,57.7,914.82,26.13,,
2022-09-30 16:00:00,2022-09-30 17:00:00,24.8,46.67,3.86,20.52,14.05,11.66,24.87,2.41,2.26,,,,,,60.55,0.97,170.35,37.97,,25.03,,
2022-09-30 17:00:00,2022-09-30 18:00:00,52.16,100.17,3.6,18.36,12.69,12.09,24.79,2.96,,,,,,,60.38,0.86,199.39,14.25,,24.0,,
2022-09-30 18:00:00,2022-09-30 19:00:00,36.26,69.13,7.51,22.18,17.9,10.82,24.81,1.93,,,,,,,70.75,1.04,225.21,0.0,,22.63,,
2022-09-30 19:00:00,2022-09-30 20:00:00,27.3,51.52,13.52,24.12,23.82,9.44,24.75,3.11,0.42,,,,,,72.04,0.69,202.85,0.0,,22.25,,
2022-09-30 20:00:00,2022-09-30 21:00:00,29.98,56.8,12.79,22.17,22.19,10.3,24.66,2.85,,,,,,,75.59,1.05,281.5,0.0,,21.52,,
2022-09-30 21:00:00,2022-09-30 22:00:00,20.21,37.67,9.55,19.61,18.2,10.26,24.47,1.92,0.46,,,,,,78.45,1.3,276.66,0.0,,21.04,,
2022-09-30 22:00:00,2022-09-30 23:00:00,17.41,32.17,7.75,15.58,14.6,10.8,24.74,2.96,0.8,,,,,,81.83,1.12,270.32,0.0,,21.02,,
2022-09-30 23:00:00,2022-10-01 00:00:00,13.38,24.27,8.12,12.8,13.42,10.93,24.69,3.91,,,,,,,83.18,1.24,267.53,0.0,,20.93,,
2022-10-01 00:00:00,2022-10-01 01:00:00,10.78,19.18,8.65,10.05,12.38,11.0,24.83,4.69,1.01,,,,,,86.16,1.25,262.36,0.0,,20.28,,
2022-10-01 01:00:00,2022-10-01 02:00:00,8.72,15.13,9.05,9.01,12.15,10.88,24.71,3.47,,,,,,,88.02,1.25,263.79,0.0,,19.84,,
2022-10-01 02:00:00,2022-10-01 03:00:00,6.19,10.17,11.67,9.89,14.74,12.04,25.39,3.18,,,,,,,88.62,1.12,251.16,0.0,,19.82,,
2022-10-01 03:00:00,2022-10-01 04:00:00,4.13,6.12,17.67,10.53,19.96,13.06,25.07,2.72,2.39,,,,,,89.41,1.16,250.15,0.0,,19.74,,
2022-10-01 04:00:00,2022-10-01 05:00:00,5.54,8.91,19.43,12.16,22.27,13.73,24.27,1.87,0.47,,,,,,90.14,1.26,194.15,0.0,,19.62,,
2022-10-01 05:00:00,2022-10-01 06:00:00,13.01,23.5,24.63,18.94,30.09,9.33,23.13,2.74,0.31,,,,,,90.01,1.27,165.44,0.0,,19.37,,
2022-10-01 06:00:00,2022-10-01 07:00:00,12.25,22.06,17.7,20.44,25.26,9.08,24.1,4.88,,,,,,,89.92,1.17,243.95,0.23,,19.11,,
2022-10-01 07:00:00,2022-10-01 08:00:00,9.26,16.18,12.68,18.39,20.09,10.25,24.34,4.68,0.63,,,,,,90.3,1.1,223.67,23.18,,19.36,,
2022-10-01 08:00:00,2022-10-01 09:00:00,9.16,16.0,15.73,16.65,21.64,9.86,24.74,3.15,,,,,,,89.53,1.07,261.7,52.86,,19.89,,
2022-10-01 09:00:00,2022-10-01 10:00:00,8.67,15.03,14.9,15.92,20.59,10.02,24.71,2.92,,,,,,,85.81,1.07,230.27,61.87,,20.83,,
2022-10-01 10:00:00,2022-10-01 11:00:00,13.58,24.67,8.98,19.15,17.48,10.52,24.65,2.34,0.89,,,,,,77.98,1.43,195.41,60.98,,22.41,,
2022-10-01 11:00:00,2022-10-01 12:00:00,19.19,35.63,10.69,18.55,18.56,10.02,24.6,1.98,1.11,,,,,,75.41,1.14,224.77,60.41,,23.01,,
2022-10-01 12:00:00,2022-10-01 13:00:00,23.8,44.7,5.81,17.73,14.15,11.51,24.79,1.45,0.21,,,,,,65.5,1.25,238.37,60.55,,24.97,,
2022-10-01 13:00:00,2022-10-01 14:00:00,22.97,43.07,4.3,14.91,11.43,12.24,24.77,2.66,0.35,,,,,,63.42,1.12,217.28,60.42,,25.24,,
2022-10-01 14:00:00,2022-10-01 15:00:00,25.4,47.83,5.38,14.05,11.85,12.3,24.86,1.77,0.51,,,,,,63.52,1.18,208.59,60.21,,25.38,,
2022-10-01 15:00:00,2022-10-01 16:00:00,25.48,48.0,7.81,17.1,15.45,11.21,24.81,2.08,0.73,,,,,,64.82,1.32,206.66,59.78,,25.55,,
2022-10-01 16:00:00,2022-10-01 17:00:00,26.96,50.91,8.41,16.9,15.82,11.18,24.79,2.45,1.04,,,,,,74.36,0.99,203.77,16.14,,22.69,,
2022-10-01 17:00:00,2022-10-01 18:00:00,24.05,45.18,6.93,12.29,12.17,12.11,24.88,2.59,1.25,,,,,,90.25,0.94,206.05,0.0,,19.76,,
2022-10-01 18:00:00,2022-10-01 19:00:00,27.4,51.77,12.73,13.17,17.35,11.43,24.73,1.93,2.0,,,,,,90.95,0.96,273.64,0.0,,20.13,,
2022-10-01 19:00:00,2022-10-01 20:00:00,13.22,23.97,14.25,12.6,18.29,11.45,24.82,2.44,1.08,,,,,,90.99,1.25,252.46,0.0,,20.47,,
2022-10-01 20:00:00,2022-10-01 21:00:00,9.77,17.2,17.5,12.12,20.68,10.62,24.81,2.04,0.7,,,,,,90.55,0.81,237.68,0.0,,20.38,,
2022-10-01 21:00:00,2022-10-01 22:00:00,12.22,21.83,,,,,24.61,,,,,,,,,,,,,,,
2022-10-01 22:00:00,2022-10-01 23:00:00,25.48,47.13,,,,,24.63,,,,,,,,,,,,,,,
2022-10-01 23:00:00,2022-10-02 00:00:00,21.04,39.3,16.85,10.5,19.27,10.04,24.85,2.27,1.95,,,,,,,,,,,,,
2022-10-02 00:00:00,2022-10-02 01:00:00,20.4,38.03,13.28,10.84,16.56,10.82,24.64,2.68,2.66,,,,,,,,,,,,,
2022-10-02 01:00:00,2022-10-02 02:00:00,28.18,53.51,,,,,24.23,,1.96,,,,,,,,,,,,,
2022-10-02 02:00:00,2022-10-02 03:00:00,18.65,34.67,,,,,24.65,1.68,0.24,,,,,,,,,,,,,
2022-10-02 03:00:00,2022-10-02 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 04:00:00,2022-10-02 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 05:00:00,2022-10-02 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 06:00:00,2022-10-02 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 07:00:00,2022-10-02 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 08:00:00,2022-10-02 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 09:00:00,2022-10-02 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 10:00:00,2022-10-02 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 11:00:00,2022-10-02 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 12:00:00,2022-10-02 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 13:00:00,2022-10-02 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 14:00:00,2022-10-02 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 15:00:00,2022-10-02 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 16:00:00,2022-10-02 17:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 17:00:00,2022-10-02 18:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 18:00:00,2022-10-02 19:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 19:00:00,2022-10-02 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 20:00:00,2022-10-02 21:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 21:00:00,2022-10-02 22:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 22:00:00,2022-10-02 23:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 23:00:00,2022-10-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-03 00:00:00,2022-10-03 01:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-03 01:00:00,2022-10-03 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-03 02:00:00,2022-10-03 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-03 03:00:00,2022-10-03 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-03 04:00:00,2022-10-03 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-03 05:00:00,2022-10-03 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-03 06:00:00,2022-10-03 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-03 07:00:00,2022-10-03 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-03 08:00:00,2022-10-03 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-03 09:00:00,2022-10-03 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-10-03 10:00:00,2022-10-03 11:00:00,,,,,,,,,,,,,,,,,,,,,,
