From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (ug/m3),RF (mm),AT (degree C)
2023-01-31 22:00:00,2023-01-31 23:00:00,33.89,113.99,4.81,26.7,19.24,12.83,8.63,0.61,20.11,0.67,77.36,0.24,52.54,22.65,0.0,18.16
2023-01-31 23:00:00,2023-02-01 00:00:00,36.23,107.56,4.86,27.29,19.58,12.94,15.98,0.57,32.4,0.67,74.02,0.39,222.11,22.3,0.0,18.21
2023-02-01 00:00:00,2023-02-01 01:00:00,33.1,107.0,2.58,14.39,11.02,12.73,38.95,0.45,59.28,0.66,65.94,0.68,215.42,22.62,0.0,19.19
2023-02-01 01:00:00,2023-02-01 02:00:00,31.88,84.12,2.61,16.18,11.97,12.52,32.58,0.48,45.34,0.65,75.41,0.29,216.9,22.95,0.0,17.51
2023-02-01 02:00:00,2023-02-01 03:00:00,32.88,75.66,2.63,16.86,12.35,12.4,27.25,0.51,35.04,0.66,81.31,0.19,183.83,22.77,0.0,16.6
2023-02-01 03:00:00,2023-02-01 04:00:00,32.05,61.19,2.85,22.8,15.63,12.31,20.8,0.48,22.38,0.66,83.46,0.19,56.88,22.7,0.0,16.2
2023-02-01 04:00:00,2023-02-01 05:00:00,30.39,65.52,2.85,15.23,11.67,12.24,19.57,0.44,23.78,0.65,85.09,0.18,211.66,22.6,0.0,15.76
2023-02-01 05:00:00,2023-02-01 06:00:00,27.82,59.16,4.15,13.71,11.93,12.18,19.77,0.44,20.99,0.66,88.61,0.16,206.21,22.65,0.0,14.98
2023-02-01 06:00:00,2023-02-01 07:00:00,28.84,64.15,20.29,27.14,31.88,12.41,15.71,0.66,6.22,0.67,90.47,0.21,65.79,29.77,0.0,14.4
2023-02-01 07:00:00,2023-02-01 08:00:00,29.81,87.54,16.93,27.73,29.49,13.12,14.37,0.6,11.7,0.71,83.72,0.28,148.02,72.35,0.0,15.65
2023-02-01 08:00:00,2023-02-01 09:00:00,30.43,87.67,6.64,15.66,14.94,13.29,22.39,0.47,47.45,0.79,66.62,0.52,213.65,118.78,0.0,18.9
2023-02-01 09:00:00,2023-02-01 10:00:00,28.41,73.96,4.76,13.97,12.55,12.88,40.95,0.35,73.58,0.65,45.7,0.92,256.77,369.7,0.0,21.91
2023-02-01 10:00:00,2023-02-01 11:00:00,26.82,70.02,4.66,11.51,11.18,12.41,35.98,0.34,85.04,0.64,39.56,0.85,248.38,546.08,0.0,23.82
2023-02-01 11:00:00,2023-02-01 12:00:00,26.11,60.27,3.94,8.65,9.11,11.66,24.21,0.3,104.63,0.63,32.45,1.02,241.93,681.38,0.0,25.52
2023-02-01 12:00:00,2023-02-01 13:00:00,23.96,60.48,4.04,7.76,8.73,41.17,20.0,0.28,109.15,0.63,29.01,1.28,262.66,710.68,0.0,26.92
2023-02-01 13:00:00,2023-02-01 14:00:00,22.02,53.16,7.81,8.25,14.04,69.92,19.02,0.32,107.15,0.62,26.36,1.03,250.28,662.58,0.0,28.23
2023-02-01 14:00:00,2023-02-01 15:00:00,20.25,44.55,3.58,7.62,8.29,37.02,16.63,0.28,111.55,0.62,17.21,1.36,260.6,570.7,0.0,29.34
2023-02-01 15:00:00,2023-02-01 16:00:00,16.22,34.57,3.27,6.0,7.19,13.26,14.93,0.27,111.52,0.62,13.92,1.17,264.83,370.88,0.0,29.34
2023-02-01 16:00:00,2023-02-01 17:00:00,12.94,29.16,4.3,6.59,8.32,16.77,9.19,0.29,98.14,0.62,14.68,0.94,238.74,188.52,0.0,28.36
2023-02-01 17:00:00,2023-02-01 18:00:00,12.29,27.13,4.34,14.38,12.43,11.79,18.04,0.43,80.72,0.64,23.03,0.33,190.12,35.95,0.0,24.69
2023-02-01 18:00:00,2023-02-01 19:00:00,14.49,33.81,4.19,22.19,16.38,11.62,19.96,0.55,59.48,0.66,32.64,0.2,94.81,22.7,0.0,21.24
2023-02-01 19:00:00,2023-02-01 20:00:00,15.4,49.73,3.61,26.65,18.26,11.98,13.31,0.67,32.41,0.71,51.73,0.21,21.7,22.38,0.0,18.21
2023-02-01 20:00:00,2023-02-01 21:00:00,18.04,60.5,11.0,32.67,27.32,12.59,9.23,0.7,26.72,0.67,56.34,0.33,23.46,22.27,0.0,16.43
2023-02-01 21:00:00,2023-02-01 22:00:00,21.07,81.59,6.54,34.71,24.81,13.65,6.89,0.69,11.07,0.72,69.83,0.16,131.9,22.35,0.0,14.44
2023-02-01 22:00:00,2023-02-01 23:00:00,23.69,91.07,4.74,24.47,18.02,12.86,5.88,0.74,16.04,0.69,78.06,0.27,185.94,22.18,0.0,13.06
2023-02-01 23:00:00,2023-02-02 00:00:00,20.94,81.59,3.32,20.63,14.87,12.38,4.96,0.65,10.84,0.68,84.93,0.37,168.28,22.05,0.0,12.16
2023-02-02 00:00:00,2023-02-02 01:00:00,19.55,73.64,2.91,16.86,12.57,12.13,4.21,0.6,12.96,0.67,87.07,0.42,192.34,22.12,0.0,11.5
2023-02-02 01:00:00,2023-02-02 02:00:00,19.67,61.17,2.85,11.93,9.95,11.8,3.87,0.55,20.86,0.67,83.49,0.33,157.54,22.05,0.0,11.03
2023-02-02 02:00:00,2023-02-02 03:00:00,15.92,43.95,3.68,10.26,9.74,11.57,3.98,0.47,25.75,0.66,79.75,0.24,175.54,22.0,0.0,10.99
2023-02-02 03:00:00,2023-02-02 04:00:00,15.04,40.28,2.71,8.11,7.84,11.15,3.97,0.43,23.51,0.65,81.72,0.15,153.58,22.2,0.0,10.21
2023-02-02 04:00:00,2023-02-02 05:00:00,12.37,35.84,7.33,19.57,17.54,12.11,6.63,0.49,5.76,0.66,88.4,0.14,83.6,22.25,0.0,9.14
2023-02-02 05:00:00,2023-02-02 06:00:00,12.05,45.77,13.17,18.54,21.68,12.9,5.95,0.52,4.15,0.67,89.05,0.36,30.31,22.08,0.0,8.58
2023-02-02 06:00:00,2023-02-02 07:00:00,16.1,68.61,12.81,22.22,23.32,13.24,5.14,0.6,4.71,0.67,87.77,0.29,80.26,28.65,0.0,8.44
2023-02-02 07:00:00,2023-02-02 08:00:00,18.44,87.79,16.23,24.2,27.09,14.12,7.13,0.83,12.07,0.73,78.34,0.22,115.11,50.95,0.0,10.31
2023-02-02 08:00:00,2023-02-02 09:00:00,20.95,89.69,6.78,13.02,13.66,13.34,20.01,0.56,47.73,0.72,52.99,0.43,257.42,76.95,0.0,16.27
2023-02-02 09:00:00,2023-02-02 10:00:00,19.71,79.8,3.88,9.22,9.37,12.18,13.74,0.4,78.96,0.65,33.45,0.57,247.61,407.58,0.0,20.16
2023-02-02 10:00:00,2023-02-02 11:00:00,20.73,62.41,3.47,8.26,8.53,13.5,8.15,0.36,94.11,0.65,20.78,0.81,265.75,635.67,0.0,22.56
2023-02-02 11:00:00,2023-02-02 12:00:00,19.28,45.26,3.65,5.71,7.33,14.79,6.59,0.3,100.47,0.62,14.5,1.0,247.19,789.3,0.0,24.3
2023-02-02 12:00:00,2023-02-02 13:00:00,14.7,27.07,3.25,5.86,7.1,12.22,9.8,0.32,100.77,0.62,13.36,0.96,247.56,831.27,0.0,25.97
2023-02-02 13:00:00,2023-02-02 14:00:00,10.5,21.8,6.54,8.55,11.14,11.79,12.01,0.36,100.06,0.62,11.37,0.75,241.73,779.02,0.0,27.43
2023-02-02 14:00:00,2023-02-02 15:00:00,9.07,22.18,4.08,6.99,8.34,11.96,12.69,0.35,109.35,0.62,12.51,0.68,264.73,642.12,0.0,28.37
2023-02-02 15:00:00,2023-02-02 16:00:00,12.35,35.39,4.31,7.1,8.54,11.57,15.95,0.3,111.74,0.64,12.21,0.62,245.63,416.88,0.0,29.25
2023-02-02 16:00:00,2023-02-02 17:00:00,13.76,39.55,8.34,47.94,32.31,,43.16,0.48,74.06,0.64,15.55,0.6,207.52,201.65,0.0,28.26
2023-02-02 17:00:00,2023-02-02 18:00:00,16.41,49.95,6.23,64.64,40.67,19.08,,0.62,45.55,0.66,25.42,0.21,147.65,37.7,0.0,24.65
2023-02-02 18:00:00,2023-02-02 19:00:00,17.57,63.28,8.47,66.95,43.21,19.3,,0.88,22.07,0.72,39.02,0.12,158.5,22.48,0.0,20.66
2023-02-02 19:00:00,2023-02-02 20:00:00,21.7,75.78,9.37,58.58,39.55,17.64,74.27,0.69,28.63,0.71,43.6,0.21,110.84,22.57,0.0,18.8
2023-02-02 20:00:00,2023-02-02 21:00:00,23.69,121.16,21.03,66.71,53.15,20.53,52.3,1.11,6.32,0.72,60.34,0.23,70.81,22.42,0.0,16.27
2023-02-02 21:00:00,2023-02-02 22:00:00,38.5,242.02,11.2,53.26,38.24,18.99,36.99,0.98,6.45,0.73,69.4,0.23,69.02,22.38,0.0,14.93
2023-02-02 22:00:00,2023-02-02 23:00:00,43.95,172.91,10.07,42.81,31.88,18.02,20.54,0.86,2.6,0.72,78.68,0.17,77.36,22.35,0.0,13.68
2023-02-02 23:00:00,2023-02-03 00:00:00,40.02,131.26,3.82,25.18,17.65,15.35,14.54,0.59,10.28,0.67,82.81,0.18,151.11,22.27,0.0,12.58
2023-02-03 00:00:00,2023-02-03 01:00:00,29.02,37.77,6.69,24.64,19.67,14.65,11.39,0.58,11.34,0.66,83.47,0.33,30.23,22.3,0.0,12.0
2023-02-03 01:00:00,2023-02-03 02:00:00,26.84,40.42,4.03,19.92,15.07,14.35,7.7,0.58,10.0,0.67,86.86,0.11,121.87,22.05,0.0,11.16
2023-02-03 02:00:00,2023-02-03 03:00:00,23.58,60.17,2.74,11.56,9.67,13.16,8.18,0.5,22.49,0.66,85.59,0.18,99.44,22.15,0.0,10.92
2023-02-03 03:00:00,2023-02-03 04:00:00,25.07,31.91,2.9,11.3,9.66,12.72,8.12,0.54,15.38,0.66,87.92,0.27,31.43,22.27,0.0,10.2
2023-02-03 04:00:00,2023-02-03 05:00:00,16.8,56.94,5.94,16.28,14.7,13.05,7.35,0.58,5.14,0.66,91.34,0.37,33.75,22.35,0.0,9.27
2023-02-03 05:00:00,2023-02-03 06:00:00,17.91,64.75,7.37,18.64,17.08,13.68,6.45,0.6,2.06,0.67,93.63,0.16,144.71,22.18,0.0,8.53
2023-02-03 06:00:00,2023-02-03 07:00:00,21.86,79.37,6.66,14.51,14.35,13.13,6.28,0.6,4.4,0.69,93.55,0.23,156.09,29.55,0.0,8.3
2023-02-03 07:00:00,2023-02-03 08:00:00,21.38,58.36,9.32,11.82,15.03,13.05,8.6,0.57,14.12,0.68,88.33,0.49,234.93,54.33,0.0,10.13
2023-02-03 08:00:00,2023-02-03 09:00:00,19.39,54.82,7.0,14.68,14.71,13.37,28.7,0.49,34.1,0.66,62.73,0.69,243.25,77.08,0.0,15.35
2023-02-03 09:00:00,2023-02-03 10:00:00,20.55,44.11,5.91,16.44,14.76,13.0,46.73,0.42,58.4,0.66,41.84,0.7,226.94,358.35,0.0,19.59
2023-02-03 10:00:00,2023-02-03 11:00:00,19.55,37.51,5.64,13.01,12.76,12.54,55.45,0.34,72.48,0.64,27.09,1.0,233.67,606.85,0.0,22.47
2023-02-03 11:00:00,2023-02-03 12:00:00,,,4.19,11.96,11.04,11.92,,,96.27,0.63,18.72,1.13,241.65,789.08,0.0,24.98
2023-02-03 12:00:00,2023-02-03 13:00:00,1.25,10.06,3.31,7.38,7.94,11.98,25.9,0.3,101.68,0.64,14.05,0.85,219.58,826.97,0.0,26.86
2023-02-03 13:00:00,2023-02-03 14:00:00,4.34,12.9,7.08,6.07,10.22,11.49,21.16,0.28,103.53,0.63,12.91,1.02,249.49,773.65,0.0,27.91
2023-02-03 14:00:00,2023-02-03 15:00:00,3.44,12.62,2.78,10.32,9.06,12.08,21.25,0.29,107.97,0.63,13.14,1.03,275.23,642.12,0.0,28.93
2023-02-03 15:00:00,2023-02-03 16:00:00,3.07,19.48,2.56,3.87,5.51,11.4,21.02,0.31,112.66,0.62,12.91,0.81,271.53,417.38,0.0,29.25
2023-02-03 16:00:00,2023-02-03 17:00:00,5.56,16.36,2.56,5.18,6.19,11.21,20.82,0.31,105.62,0.63,13.48,0.73,270.2,215.07,0.0,29.05
2023-02-03 17:00:00,2023-02-03 18:00:00,6.15,22.0,2.79,13.14,10.53,11.84,17.45,0.4,72.7,0.63,25.51,0.21,110.32,35.7,0.0,25.05
2023-02-03 18:00:00,2023-02-03 19:00:00,8.0,32.88,2.5,15.38,11.47,12.72,20.03,0.49,50.53,0.65,46.39,0.21,38.29,22.75,0.0,20.36
2023-02-03 19:00:00,2023-02-03 20:00:00,9.46,35.25,3.1,28.17,18.64,13.36,22.0,0.54,31.59,0.65,54.26,0.26,41.01,22.52,0.0,18.01
2023-02-03 20:00:00,2023-02-03 21:00:00,10.15,59.19,13.09,48.89,37.47,16.82,12.07,0.84,9.43,0.71,63.13,0.13,51.78,22.4,0.0,16.13
2023-02-03 21:00:00,2023-02-03 22:00:00,25.99,221.38,16.26,34.55,32.52,16.59,8.72,0.68,9.21,0.68,74.1,0.12,144.54,22.4,0.0,14.27
2023-02-03 22:00:00,2023-02-03 23:00:00,28.82,148.7,10.76,34.71,28.19,16.5,6.88,0.62,3.92,0.66,79.73,0.17,135.21,22.32,0.0,13.09
2023-02-03 23:00:00,2023-02-04 00:00:00,31.7,104.48,3.23,20.8,14.89,14.75,6.04,0.53,11.67,0.66,82.34,0.15,122.62,22.2,0.0,12.36
2023-02-04 00:00:00,2023-02-04 01:00:00,21.22,31.97,5.85,16.0,14.48,13.67,5.71,0.46,12.88,0.65,86.08,0.19,69.75,22.28,0.0,11.64
2023-02-04 01:00:00,2023-02-04 02:00:00,17.25,38.06,6.02,22.85,18.2,14.64,4.89,0.5,5.42,0.64,86.45,0.38,38.23,22.33,0.0,10.91
2023-02-04 02:00:00,2023-02-04 03:00:00,18.79,73.09,4.07,19.93,15.12,13.82,4.35,0.54,7.42,0.66,87.5,0.37,24.45,22.28,0.0,10.62
2023-02-04 03:00:00,2023-02-04 04:00:00,18.64,35.14,3.86,14.99,12.37,13.38,4.03,0.55,9.13,0.65,86.73,0.33,103.08,22.2,0.0,10.18
2023-02-04 04:00:00,2023-02-04 05:00:00,13.38,22.61,2.81,9.68,8.74,12.64,5.45,0.49,11.09,0.65,88.37,0.17,85.14,22.38,0.0,9.37
2023-02-04 05:00:00,2023-02-04 06:00:00,12.49,29.4,11.83,17.24,19.93,13.94,5.23,0.56,3.02,0.66,90.61,0.32,40.7,22.3,0.0,8.71
2023-02-04 06:00:00,2023-02-04 07:00:00,15.73,61.3,8.3,16.38,16.65,13.71,4.74,0.61,3.17,0.67,92.84,0.18,140.6,28.92,0.0,8.16
2023-02-04 07:00:00,2023-02-04 08:00:00,17.08,50.46,9.34,11.61,14.95,13.54,5.04,0.62,10.78,0.69,88.17,0.25,181.01,51.98,0.0,9.87
2023-02-04 08:00:00,2023-02-04 09:00:00,14.73,39.5,5.97,9.85,11.36,13.13,8.96,0.52,34.02,0.67,61.73,0.27,230.88,72.65,0.0,16.07
2023-02-04 09:00:00,2023-02-04 10:00:00,14.9,26.9,4.21,11.15,10.63,12.68,16.88,0.52,65.28,0.65,43.92,0.46,245.97,312.35,0.0,20.73
2023-02-04 10:00:00,2023-02-04 11:00:00,18.92,35.19,3.47,9.17,9.01,12.17,16.0,0.43,86.98,0.65,27.04,0.47,221.19,581.73,0.0,24.45
2023-02-04 11:00:00,2023-02-04 12:00:00,19.95,27.11,5.01,5.19,7.91,12.23,11.79,0.33,89.53,0.63,15.08,0.58,257.9,782.15,0.0,26.46
2023-02-04 12:00:00,2023-02-04 13:00:00,16.12,22.32,2.84,5.03,6.33,12.03,13.97,0.34,92.31,0.62,14.68,0.49,255.64,808.43,0.0,27.45
2023-02-04 13:00:00,2023-02-04 14:00:00,17.2,28.59,2.74,4.01,5.73,11.75,21.22,0.36,97.69,0.62,13.21,0.57,243.47,746.4,0.0,28.44
2023-02-04 14:00:00,2023-02-04 15:00:00,,,3.44,5.75,7.38,11.48,25.88,0.38,101.19,0.62,11.2,0.91,247.58,623.67,0.0,28.85
2023-02-04 15:00:00,2023-02-04 16:00:00,16.68,19.96,2.83,5.36,6.5,11.63,35.67,0.33,103.06,0.62,11.91,0.57,230.24,405.18,0.0,29.4
2023-02-04 16:00:00,2023-02-04 17:00:00,16.19,21.18,3.37,9.86,9.29,11.93,48.27,0.32,86.98,0.62,12.35,0.59,202.47,212.8,0.0,28.73
2023-02-04 17:00:00,2023-02-04 18:00:00,15.18,27.5,3.56,19.55,14.5,12.92,43.61,0.41,64.17,0.63,18.06,0.24,164.3,36.0,0.0,25.3
2023-02-04 18:00:00,2023-02-04 19:00:00,14.35,38.5,3.97,22.78,16.51,13.31,20.18,0.55,40.46,0.67,35.74,0.25,37.18,22.83,0.0,20.83
2023-02-04 19:00:00,2023-02-04 20:00:00,15.8,56.82,14.5,56.35,42.5,18.01,16.32,0.62,7.58,0.67,49.63,0.42,18.76,22.68,0.0,17.94
2023-02-04 20:00:00,2023-02-04 21:00:00,21.76,91.38,12.67,38.47,31.69,17.27,8.33,0.64,17.47,0.67,52.61,0.27,39.35,22.53,0.0,16.38
2023-02-04 21:00:00,2023-02-04 22:00:00,22.53,99.27,4.34,16.43,13.5,14.15,7.41,0.58,21.3,0.65,65.41,0.16,152.24,22.48,0.0,14.28
2023-02-04 22:00:00,2023-02-04 23:00:00,17.64,68.97,3.13,12.33,10.38,13.53,6.95,0.53,16.16,0.65,75.77,0.19,127.93,22.45,0.0,12.93
2023-02-04 23:00:00,2023-02-05 00:00:00,15.83,61.37,3.26,17.75,13.32,13.87,6.32,0.58,10.29,0.66,81.61,0.16,88.61,22.27,0.0,12.19
2023-02-05 00:00:00,2023-02-05 01:00:00,12.73,59.58,3.96,22.39,16.31,14.3,5.64,0.48,7.49,0.65,81.5,0.27,51.73,22.43,0.0,11.32
2023-02-05 01:00:00,2023-02-05 02:00:00,13.22,58.73,2.71,12.84,10.32,13.5,5.41,0.54,15.3,0.65,80.38,0.18,97.59,22.15,0.0,11.62
2023-02-05 02:00:00,2023-02-05 03:00:00,13.7,46.94,2.7,7.88,7.71,12.79,5.46,0.5,12.82,0.65,86.77,0.21,168.42,22.42,0.0,10.52
2023-02-05 03:00:00,2023-02-05 04:00:00,12.29,28.87,2.79,9.73,8.76,12.86,5.08,0.5,9.53,0.65,89.48,0.13,150.89,22.25,0.0,9.89
2023-02-05 04:00:00,2023-02-05 05:00:00,9.0,22.95,13.16,12.76,18.65,13.43,5.59,0.59,5.66,0.66,91.16,0.24,52.32,22.35,0.0,9.45
2023-02-05 05:00:00,2023-02-05 06:00:00,11.84,38.24,25.94,15.56,30.36,17.03,5.33,0.67,1.09,0.7,92.94,0.17,98.4,22.35,0.0,8.98
2023-02-05 06:00:00,2023-02-05 07:00:00,17.44,54.7,9.12,11.26,14.62,14.63,4.31,0.59,2.03,0.68,94.95,0.12,134.41,29.45,0.0,8.53
2023-02-05 07:00:00,2023-02-05 08:00:00,13.92,44.81,5.29,8.69,10.21,13.63,5.01,0.59,11.69,0.67,85.71,0.27,207.47,55.45,0.0,10.8
2023-02-05 08:00:00,2023-02-05 09:00:00,12.51,36.5,5.4,8.61,10.25,13.53,9.18,0.59,29.36,0.67,60.61,0.24,154.8,77.07,0.0,16.62
2023-02-05 09:00:00,2023-02-05 10:00:00,14.17,36.41,4.12,9.21,9.55,13.06,16.13,0.54,55.92,0.66,41.88,0.23,279.14,266.12,0.0,21.7
2023-02-05 10:00:00,2023-02-05 11:00:00,15.31,36.17,3.08,7.79,7.97,12.79,16.39,0.46,83.62,0.65,27.59,0.46,117.75,536.95,0.0,25.77
2023-02-05 11:00:00,2023-02-05 12:00:00,18.1,36.96,3.46,4.94,6.79,12.19,12.67,0.38,98.06,0.66,20.28,1.19,239.02,745.9,0.0,26.94
2023-02-05 12:00:00,2023-02-05 13:00:00,18.03,30.53,3.03,4.76,6.35,12.35,9.11,0.37,94.91,0.64,18.77,0.9,240.29,785.3,0.0,27.96
2023-02-05 13:00:00,2023-02-05 14:00:00,16.98,23.77,2.9,4.16,5.93,11.85,9.78,0.38,93.6,0.63,17.46,0.67,243.7,724.27,0.0,28.86
2023-02-05 14:00:00,2023-02-05 15:00:00,12.3,26.79,2.98,3.13,5.46,11.72,9.66,0.33,90.89,0.62,16.16,0.54,228.2,610.5,0.0,29.73
2023-02-05 15:00:00,2023-02-05 16:00:00,8.95,29.67,2.84,3.51,5.54,11.65,11.79,0.32,88.4,0.62,16.18,0.68,261.88,388.65,0.0,29.69
2023-02-05 16:00:00,2023-02-05 17:00:00,8.45,29.14,3.09,6.76,7.44,11.91,16.86,0.38,85.46,0.63,17.57,0.29,278.75,194.2,0.0,29.82
2023-02-05 17:00:00,2023-02-05 18:00:00,10.21,29.08,2.65,11.05,9.33,12.38,15.86,0.46,67.44,0.64,28.7,0.2,77.57,37.58,0.0,25.76
2023-02-05 18:00:00,2023-02-05 19:00:00,12.47,40.57,2.77,21.37,14.82,13.38,20.98,0.56,40.85,0.69,48.23,0.25,34.38,23.0,0.0,21.75
2023-02-05 19:00:00,2023-02-05 20:00:00,19.61,67.24,8.46,46.84,32.69,16.09,12.64,0.77,12.9,0.69,60.35,0.43,17.18,22.77,0.0,19.34
2023-02-05 20:00:00,2023-02-05 21:00:00,28.99,146.4,31.71,56.17,56.21,19.97,9.98,0.88,4.31,0.7,62.3,0.36,21.97,22.65,0.0,18.03
2023-02-05 21:00:00,2023-02-05 22:00:00,36.52,215.4,5.52,33.21,23.21,16.99,8.11,0.67,13.59,0.69,70.96,0.21,172.78,22.73,0.0,16.11
2023-02-05 22:00:00,2023-02-05 23:00:00,35.95,140.07,7.4,28.64,22.33,15.51,7.23,0.77,10.36,0.68,77.12,0.26,131.03,22.5,0.0,15.29
2023-02-05 23:00:00,2023-02-06 00:00:00,28.25,82.68,3.88,24.13,17.16,15.38,6.13,0.64,9.27,0.68,79.85,0.26,177.45,22.43,0.0,14.62
2023-02-06 00:00:00,2023-02-06 01:00:00,26.91,83.85,3.86,17.12,13.47,14.26,7.28,0.6,14.18,0.65,77.69,0.31,20.4,22.62,0.0,14.4
2023-02-06 01:00:00,2023-02-06 02:00:00,22.43,57.41,3.31,16.32,12.62,14.23,5.04,0.59,9.35,0.65,85.22,0.28,64.43,22.7,0.0,13.17
2023-02-06 02:00:00,2023-02-06 03:00:00,20.23,62.65,2.92,11.47,9.76,13.61,4.0,0.5,6.46,0.65,90.33,0.25,185.65,22.45,0.0,12.17
2023-02-06 03:00:00,2023-02-06 04:00:00,15.98,46.81,5.29,11.75,11.81,13.46,3.98,0.55,8.1,0.65,90.46,0.22,90.1,22.45,0.0,11.95
2023-02-06 04:00:00,2023-02-06 05:00:00,14.94,60.25,10.69,18.54,19.69,14.8,5.21,0.62,2.15,0.66,90.97,0.25,37.14,22.4,0.0,11.69
2023-02-06 05:00:00,2023-02-06 06:00:00,19.16,125.69,29.01,20.16,35.23,17.48,5.45,0.68,1.16,0.67,91.97,0.23,63.97,22.45,0.0,11.29
2023-02-06 06:00:00,2023-02-06 07:00:00,23.77,126.43,6.55,11.26,12.57,14.71,4.77,0.59,3.43,0.67,95.19,0.27,183.08,29.8,0.0,10.8
2023-02-06 07:00:00,2023-02-06 08:00:00,19.28,58.43,11.45,12.81,17.25,14.96,5.04,0.71,5.76,0.68,92.0,0.35,185.57,61.6,0.0,12.1
2023-02-06 08:00:00,2023-02-06 09:00:00,16.23,41.33,7.05,12.76,13.75,14.75,7.64,0.73,23.22,0.71,71.14,0.43,224.8,86.72,0.0,16.65
2023-02-06 09:00:00,2023-02-06 10:00:00,18.15,45.55,5.69,12.77,12.66,13.9,21.23,0.59,51.31,0.7,47.14,0.36,210.0,226.75,0.0,21.39
2023-02-06 10:00:00,2023-02-06 11:00:00,18.75,46.12,6.37,18.15,16.02,13.92,37.26,0.51,62.45,0.67,37.0,0.55,265.39,489.4,0.0,24.82
2023-02-06 11:00:00,2023-02-06 12:00:00,19.2,45.63,5.96,22.02,17.71,14.62,66.78,0.47,72.27,0.66,26.86,0.46,255.1,717.68,0.0,27.5
2023-02-06 12:00:00,2023-02-06 13:00:00,18.97,45.43,3.77,7.1,8.17,12.2,31.11,0.4,89.02,0.63,19.96,0.38,197.52,757.77,0.0,29.06
2023-02-06 13:00:00,2023-02-06 14:00:00,14.61,29.6,8.03,7.73,12.56,13.3,33.05,0.36,91.25,0.62,17.51,0.54,230.52,701.95,0.0,29.59
2023-02-06 14:00:00,2023-02-06 15:00:00,13.89,30.8,4.56,15.64,13.26,,66.08,0.37,93.95,0.62,18.08,0.47,227.5,561.95,0.0,29.81
2023-02-06 15:00:00,2023-02-06 16:00:00,14.47,33.06,3.86,18.81,14.36,,68.27,0.33,89.66,0.62,18.22,0.6,194.88,357.73,0.0,29.76
2023-02-06 16:00:00,2023-02-06 17:00:00,12.69,27.95,3.63,10.4,9.89,,37.55,0.34,83.48,0.63,18.96,0.89,226.91,163.1,0.0,28.88
2023-02-06 17:00:00,2023-02-06 18:00:00,12.66,36.21,2.84,9.78,8.82,,27.52,0.32,72.81,0.62,28.19,0.27,80.73,37.35,0.0,25.52
2023-02-06 18:00:00,2023-02-06 19:00:00,17.92,88.53,9.89,49.62,36.95,16.06,21.87,0.92,21.89,0.73,44.5,0.35,27.33,22.98,0.0,22.05
2023-02-06 19:00:00,2023-02-06 20:00:00,30.18,209.74,17.56,51.56,42.46,17.55,16.78,1.13,5.3,0.79,63.16,0.3,58.45,22.92,0.0,19.74
2023-02-06 20:00:00,2023-02-06 21:00:00,34.98,191.07,3.67,30.7,20.42,14.17,13.59,0.68,20.93,0.73,62.53,0.23,12.83,22.65,0.0,18.18
2023-02-06 21:00:00,2023-02-06 22:00:00,34.23,105.66,3.18,21.96,15.45,12.58,15.59,0.72,22.46,0.71,68.77,0.11,76.44,22.8,0.0,16.93
2023-02-06 22:00:00,2023-02-06 23:00:00,29.39,78.19,3.21,18.47,13.66,11.84,14.78,0.79,17.0,0.73,76.11,0.26,147.79,22.57,0.0,15.69
2023-02-06 23:00:00,2023-02-07 00:00:00,25.81,71.19,4.64,24.39,17.9,12.01,12.3,0.86,7.73,0.76,82.78,0.21,69.61,22.5,0.0,15.14
2023-02-07 00:00:00,2023-02-07 01:00:00,23.99,72.41,6.93,27.84,21.53,12.68,8.77,0.85,3.37,0.73,85.27,0.3,86.58,22.63,0.0,14.39
2023-02-07 01:00:00,2023-02-07 02:00:00,26.29,120.47,6.61,24.76,19.67,12.49,8.48,0.83,5.27,0.73,84.61,0.39,91.25,22.5,0.0,14.0
2023-02-07 02:00:00,2023-02-07 03:00:00,28.46,130.09,3.35,25.1,17.23,12.1,8.64,0.86,3.12,0.76,88.78,0.16,116.68,22.65,0.0,13.01
2023-02-07 03:00:00,2023-02-07 04:00:00,23.39,66.44,3.54,16.86,13.08,11.26,5.59,0.78,2.93,0.74,92.56,0.15,111.17,22.55,0.0,12.1
2023-02-07 04:00:00,2023-02-07 05:00:00,19.69,40.31,3.04,12.83,10.57,10.75,7.3,0.64,5.91,0.7,92.19,0.35,20.0,22.45,0.0,12.07
2023-02-07 05:00:00,2023-02-07 06:00:00,21.5,43.55,6.41,15.78,14.81,11.25,7.15,0.61,2.11,0.69,93.95,0.15,104.71,22.55,0.0,11.39
2023-02-07 06:00:00,2023-02-07 07:00:00,20.15,44.49,6.69,11.84,12.98,10.82,6.54,0.68,1.77,0.69,94.91,0.13,79.62,30.1,0.0,11.14
2023-02-07 07:00:00,2023-02-07 08:00:00,18.82,45.71,12.05,10.98,17.11,11.42,6.46,0.72,5.19,0.71,88.78,0.25,176.22,62.38,0.0,12.72
