From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),RF (mm),AT (degree C)
2022-04-06 01:00:00,2022-04-06 02:00:00,71.0,140.0,10.73,65.6,43.63,34.6,61.37,1.23,24.45,0.33,3.12,3.95,8.28,,38.5,0.18,100.5,11.0,6.08,0.0,16.45
2022-04-06 02:00:00,2022-04-06 03:00:00,85.5,140.75,1.45,26.7,15.35,36.45,42.85,1.09,38.88,0.3,3.05,3.98,8.25,,44.5,0.25,241.75,11.0,6.05,0.0,15.82
2022-04-06 03:00:00,2022-04-06 04:00:00,97.5,145.25,1.42,27.82,15.95,30.77,29.15,1.01,46.83,0.33,2.88,3.95,8.25,,46.25,0.3,250.0,11.0,6.1,0.0,15.62
2022-04-06 04:00:00,2022-04-06 05:00:00,61.75,102.25,1.35,26.93,15.43,25.85,24.92,0.91,36.88,0.2,2.55,3.48,7.28,,50.25,0.28,268.75,11.0,5.45,0.0,15.3
2022-04-06 05:00:00,2022-04-06 06:00:00,73.5,116.25,1.45,32.23,18.33,28.68,25.67,0.85,42.92,0.2,2.43,3.55,7.03,,46.5,0.25,282.5,11.25,5.22,0.0,15.48
2022-04-06 06:00:00,2022-04-06 07:00:00,67.0,123.5,110.23,82.85,133.68,29.2,23.07,0.86,20.6,0.2,2.32,3.62,6.8,,47.75,0.2,82.5,22.25,5.0,0.0,15.75
2022-04-06 07:00:00,2022-04-06 08:00:00,86.5,173.0,12.2,71.17,47.8,39.48,33.12,0.87,29.35,0.28,2.35,2.62,6.6,,48.75,0.15,265.5,61.5,4.9,0.0,16.52
2022-04-06 08:00:00,2022-04-06 09:00:00,136.0,290.0,8.3,59.93,38.63,47.43,33.77,0.92,53.2,0.27,2.4,1.67,7.27,,41.0,0.2,262.33,107.33,5.33,0.0,18.0
2022-04-06 09:00:00,2022-04-06 10:00:00,70.25,177.5,3.38,29.5,18.45,39.85,17.45,0.89,91.0,0.3,2.48,4.17,7.88,,32.5,0.45,283.5,171.25,5.88,0.0,19.35
2022-04-06 10:00:00,2022-04-06 11:00:00,56.25,154.0,1.85,20.9,12.6,36.98,8.5,0.8,95.42,0.27,2.23,3.0,8.0,,25.5,0.65,314.75,219.25,6.0,0.0,20.02
2022-04-06 11:00:00,2022-04-06 12:00:00,45.75,125.75,1.93,20.92,12.7,30.6,23.07,0.7,96.35,0.22,2.2,3.88,8.25,,21.0,0.77,305.0,249.25,6.07,0.0,20.35
2022-04-06 12:00:00,2022-04-06 13:00:00,40.5,126.75,2.15,15.75,10.15,25.12,3.72,0.6,97.3,0.12,1.98,3.4,7.67,,20.75,0.85,278.25,255.75,5.58,0.0,20.5
2022-04-06 13:00:00,2022-04-06 14:00:00,43.5,125.0,1.92,12.95,8.45,32.83,4.15,0.53,98.18,0.1,1.62,3.65,7.15,,19.0,0.92,277.75,239.75,4.97,0.0,20.55
2022-04-06 14:00:00,2022-04-06 15:00:00,37.5,152.5,1.65,10.6,6.95,37.12,3.33,0.42,106.5,0.1,1.25,3.7,5.9,,18.0,0.95,308.25,202.75,4.05,0.0,20.48
2022-04-06 15:00:00,2022-04-06 16:00:00,32.25,131.25,1.35,6.9,4.78,35.67,3.05,0.4,116.9,0.1,1.6,3.8,5.57,,17.25,0.88,282.0,151.75,3.98,0.0,20.45
2022-04-06 16:00:00,2022-04-06 17:00:00,29.0,117.25,1.45,7.7,5.28,38.03,6.28,0.46,140.95,0.1,1.88,5.1,3.75,,19.75,0.65,276.75,89.25,4.65,0.0,20.25
2022-04-06 17:00:00,2022-04-06 18:00:00,28.5,119.75,1.32,13.85,8.43,34.17,6.13,0.46,138.32,0.1,2.38,2.12,7.05,,24.25,0.4,248.75,27.0,4.88,0.0,19.7
2022-04-06 18:00:00,2022-04-06 19:00:00,39.75,137.0,1.38,29.65,16.9,34.27,7.12,0.48,106.47,0.1,2.9,4.2,7.4,,28.5,0.27,231.0,13.0,5.07,0.0,18.9
2022-04-06 19:00:00,2022-04-06 20:00:00,55.75,185.5,12.57,70.3,47.62,34.52,8.18,0.57,65.8,0.23,4.9,3.05,7.75,,32.25,0.2,196.25,11.0,5.38,0.0,18.27
2022-04-06 20:00:00,2022-04-06 21:00:00,74.5,221.5,50.28,133.4,111.88,29.17,11.62,0.7,15.0,0.23,3.92,3.5,7.12,,38.0,0.12,152.5,11.0,5.0,0.0,17.57
2022-04-06 21:00:00,2022-04-06 22:00:00,92.75,226.75,81.58,136.47,138.9,37.05,26.25,0.88,14.88,0.25,3.58,3.3,6.97,,42.25,0.15,323.75,11.0,4.93,0.0,17.0
2022-04-06 22:00:00,2022-04-06 23:00:00,113.5,264.5,114.12,135.68,164.93,41.25,30.28,1.09,18.05,0.38,3.95,3.4,7.2,,44.75,0.15,333.25,11.0,5.12,0.0,16.6
2022-04-06 23:00:00,2022-04-07 00:00:00,134.0,282.25,24.12,98.4,71.92,43.15,28.7,1.2,19.32,0.43,3.75,3.42,6.72,,46.0,0.2,290.75,11.0,5.03,0.0,16.3
2022-04-07 00:00:00,2022-04-07 01:00:00,122.25,235.75,1.8,54.42,30.42,53.72,30.93,1.23,41.1,0.4,3.85,2.52,6.03,,44.25,0.2,240.5,11.0,5.45,0.0,16.4
2022-04-07 01:00:00,2022-04-07 02:00:00,76.75,160.5,1.6,40.87,23.07,49.3,23.93,1.16,46.95,0.4,3.55,3.02,7.75,,46.75,0.2,237.0,11.0,5.68,0.0,16.38
2022-04-07 02:00:00,2022-04-07 03:00:00,75.5,146.25,15.9,67.75,48.95,42.15,31.3,1.04,40.32,0.33,3.2,4.07,7.83,,46.0,0.2,18.25,11.0,5.72,0.0,16.42
2022-04-07 03:00:00,2022-04-07 04:00:00,86.75,155.5,1.57,33.07,18.9,42.03,41.33,1.0,53.88,0.4,3.1,3.05,7.85,,45.25,0.22,257.25,11.0,5.85,0.0,16.25
2022-04-07 04:00:00,2022-04-07 05:00:00,93.75,152.0,1.23,18.9,11.03,29.07,34.62,0.93,58.85,0.35,2.88,3.6,7.2,,49.75,0.2,194.0,11.0,5.4,0.0,15.72
2022-04-07 05:00:00,2022-04-07 06:00:00,81.5,122.0,8.32,53.23,35.1,35.02,32.5,0.89,31.5,0.3,2.65,3.57,6.77,,50.0,0.2,245.75,11.25,5.07,0.0,15.72
2022-04-07 06:00:00,2022-04-07 07:00:00,88.5,139.75,2.05,42.55,24.33,37.27,25.0,0.85,40.43,0.35,2.5,3.62,6.62,,49.0,0.22,254.5,22.25,4.97,0.0,15.93
2022-04-07 07:00:00,2022-04-07 08:00:00,98.75,175.0,7.0,56.98,36.0,38.88,28.4,0.83,35.5,0.3,2.48,3.75,6.32,,49.25,0.2,277.0,59.25,4.95,0.0,16.65
2022-04-07 08:00:00,2022-04-07 09:00:00,80.0,203.75,6.02,51.52,32.3,52.6,31.62,0.86,60.02,0.35,2.52,1.42,5.7,,43.25,0.28,259.0,108.75,5.3,0.0,18.07
2022-04-07 09:00:00,2022-04-07 10:00:00,79.25,207.75,2.75,25.83,15.98,47.45,24.62,0.85,92.45,0.38,2.48,4.22,7.62,,35.75,0.45,307.0,164.75,5.7,0.0,19.12
2022-04-07 10:00:00,2022-04-07 11:00:00,71.25,190.25,1.85,20.6,12.47,41.7,9.5,0.76,100.55,0.33,2.3,4.03,7.75,,28.75,0.57,337.0,214.5,5.83,0.0,19.9
2022-04-07 11:00:00,2022-04-07 12:00:00,52.25,147.25,1.57,17.55,10.62,38.05,6.5,0.69,102.55,0.22,2.2,2.2,7.9,,23.25,0.65,300.0,245.5,5.88,0.0,20.48
2022-04-07 12:00:00,2022-04-07 13:00:00,46.5,137.0,2.05,19.17,11.88,25.82,5.35,0.58,94.28,0.2,1.88,3.6,7.6,,20.5,0.7,252.0,254.75,5.55,0.0,20.7
2022-04-07 13:00:00,2022-04-07 14:00:00,42.33,122.0,2.0,17.6,11.0,31.03,4.73,0.54,94.3,0.13,1.67,3.43,7.43,,18.67,0.77,288.67,239.33,5.27,0.0,20.9
2022-04-07 14:00:00,2022-04-07 15:00:00,34.25,118.0,1.73,13.0,8.32,31.52,3.65,0.48,93.52,0.1,1.55,3.52,7.23,,16.5,0.9,313.25,207.5,4.97,0.0,20.88
2022-04-07 15:00:00,2022-04-07 16:00:00,25.75,103.75,1.6,8.28,5.7,29.6,4.58,0.44,115.83,0.1,1.62,3.77,6.6,,17.0,0.88,266.25,154.0,4.67,0.0,20.82
2022-04-07 16:00:00,2022-04-07 17:00:00,25.25,96.0,1.7,9.53,6.45,35.3,7.1,0.43,139.5,0.1,1.95,4.25,4.1,,19.25,0.6,288.5,87.0,5.03,0.0,20.52
2022-04-07 17:00:00,2022-04-07 18:00:00,30.0,99.75,1.4,13.1,8.12,32.3,9.7,0.45,144.43,0.12,3.23,3.02,7.7,,22.5,0.35,229.67,27.0,5.28,0.0,19.93
2022-04-07 18:00:00,2022-04-07 19:00:00,43.25,124.25,1.32,19.58,11.5,32.38,10.0,0.46,133.55,0.2,4.58,2.02,7.9,,27.0,0.25,219.75,13.0,5.38,0.0,19.15
2022-04-07 19:00:00,2022-04-07 20:00:00,53.0,154.0,43.25,152.38,116.25,34.85,10.82,0.64,30.45,0.23,5.0,3.3,8.12,,33.25,0.12,196.5,11.0,5.65,0.0,18.35
2022-04-07 20:00:00,2022-04-07 21:00:00,77.25,211.5,90.58,162.93,160.28,23.25,16.52,0.91,17.38,0.3,4.3,3.7,7.5,,35.25,0.12,191.0,11.0,5.25,0.0,17.9
2022-04-07 21:00:00,2022-04-07 22:00:00,94.5,228.5,50.77,133.95,112.53,32.65,24.55,1.09,17.77,0.3,3.95,3.45,7.17,,37.0,0.15,304.25,11.0,5.07,0.0,17.58
2022-04-07 22:00:00,2022-04-07 23:00:00,90.25,215.75,60.72,120.72,113.6,35.0,41.23,1.21,17.9,0.3,3.72,3.38,7.17,,40.5,0.2,172.25,11.0,5.08,0.0,17.1
2022-04-07 23:00:00,2022-04-08 00:00:00,90.25,199.5,46.08,106.08,93.85,37.28,19.33,1.29,15.52,0.3,3.67,3.25,7.17,,46.25,0.2,243.25,11.0,5.12,0.0,16.65
2022-04-08 00:00:00,2022-04-08 01:00:00,84.25,194.0,39.0,90.0,79.6,49.52,18.4,1.32,13.07,0.38,3.65,3.6,5.72,,48.25,0.15,144.75,11.0,5.45,0.0,16.43
2022-04-08 01:00:00,2022-04-08 02:00:00,70.75,168.5,2.7,60.6,34.4,42.3,27.93,1.25,28.3,0.38,3.65,2.92,7.97,,50.25,0.17,285.0,11.0,5.8,0.0,16.2
2022-04-08 02:00:00,2022-04-08 03:00:00,62.75,123.5,1.95,34.3,19.85,39.1,38.9,1.11,50.2,0.35,3.48,3.0,7.93,,47.75,0.22,262.0,11.0,5.83,0.0,16.28
2022-04-08 03:00:00,2022-04-08 04:00:00,60.5,112.25,15.83,61.67,45.62,36.7,27.7,1.05,29.77,0.35,3.33,3.02,7.95,,52.25,0.1,158.0,11.0,5.85,0.0,16.05
2022-04-08 04:00:00,2022-04-08 05:00:00,68.0,123.0,23.57,56.7,49.3,26.52,21.18,1.01,26.55,0.33,2.92,3.75,7.42,,54.5,0.15,304.25,11.0,5.55,0.0,15.68
2022-04-08 05:00:00,2022-04-08 06:00:00,77.25,136.25,54.25,73.45,83.17,30.02,25.1,0.98,14.02,0.25,2.68,3.52,6.88,,55.75,0.15,111.5,11.0,5.18,0.0,15.55
2022-04-08 06:00:00,2022-04-08 07:00:00,76.5,143.25,93.35,64.52,110.2,33.3,18.7,1.01,14.2,0.3,2.62,3.6,6.72,,62.5,0.12,351.33,21.75,5.07,0.0,15.53
2022-04-08 07:00:00,2022-04-08 08:00:00,79.0,161.5,54.0,76.68,84.65,37.12,15.93,1.05,20.5,0.3,2.65,3.62,6.62,,52.75,0.12,244.5,62.0,5.0,0.0,17.2
2022-04-08 08:00:00,2022-04-08 09:00:00,92.0,178.5,8.53,63.85,40.9,51.95,18.73,1.06,59.88,0.3,2.65,4.1,5.3,,37.0,0.23,110.75,117.0,5.28,0.0,18.78
2022-04-08 09:00:00,2022-04-08 10:00:00,65.5,150.0,5.3,59.0,35.7,41.25,14.45,1.05,101.85,0.3,2.62,3.2,7.75,,30.75,0.5,237.0,170.5,5.82,0.0,19.68
2022-04-08 10:00:00,2022-04-08 11:00:00,63.5,155.5,2.75,43.4,25.35,37.6,24.1,0.99,143.4,0.3,2.52,4.03,7.77,,27.5,0.7,214.0,208.25,5.8,0.0,20.1
2022-04-08 11:00:00,2022-04-08 12:00:00,80.0,199.0,1.93,34.67,20.0,37.4,28.65,0.92,152.33,0.27,2.37,2.9,7.87,,25.67,0.57,213.0,227.67,5.83,0.0,20.5
2022-04-08 12:00:00,2022-04-08 13:00:00,70.67,170.0,2.07,23.23,14.03,24.7,11.67,0.76,113.33,0.2,2.0,3.53,7.8,,19.67,0.67,255.33,242.67,5.73,0.0,21.0
2022-04-08 13:00:00,2022-04-08 14:00:00,55.67,131.33,2.0,17.17,10.77,27.47,5.9,0.64,100.93,0.2,1.7,3.33,7.67,,19.0,0.63,282.0,228.0,5.47,0.0,21.2
2022-04-08 14:00:00,2022-04-08 15:00:00,40.67,112.0,1.83,13.93,8.9,29.67,6.27,0.57,102.0,0.1,1.47,2.4,7.63,,17.67,0.67,295.33,200.33,5.33,0.0,21.13
2022-04-08 15:00:00,2022-04-08 16:00:00,37.25,112.0,1.67,11.82,7.65,30.93,9.38,0.51,126.52,0.1,1.77,3.43,7.28,,18.0,0.67,234.75,144.75,5.03,0.0,20.98
2022-04-08 16:00:00,2022-04-08 17:00:00,40.25,124.25,1.48,11.23,7.12,37.3,9.57,0.48,135.83,0.1,1.93,5.35,3.85,,20.5,0.55,278.75,84.75,5.22,0.0,20.7
2022-04-08 17:00:00,2022-04-08 18:00:00,40.25,126.0,1.7,49.8,27.88,34.5,7.37,0.52,98.72,0.1,3.12,4.75,5.95,,24.75,0.25,207.5,27.5,5.47,0.0,20.15
2022-04-08 18:00:00,2022-04-08 19:00:00,51.75,145.0,39.73,123.83,98.17,30.6,7.38,0.68,47.95,0.23,3.17,1.95,7.95,,28.0,0.17,154.75,13.0,5.55,0.0,19.2
2022-04-08 19:00:00,2022-04-08 20:00:00,70.0,201.0,109.0,168.65,178.3,32.85,9.78,1.04,13.1,0.3,3.92,3.83,8.12,,33.25,0.15,162.25,11.25,5.7,0.0,18.27
2022-04-08 20:00:00,2022-04-08 21:00:00,92.5,243.0,250.05,179.28,298.65,29.82,17.62,1.4,16.12,0.38,3.62,2.8,7.78,,40.0,0.1,22.25,11.0,5.58,0.0,17.68
2022-04-08 21:00:00,2022-04-08 22:00:00,124.5,297.25,204.75,158.8,250.95,30.0,16.75,1.68,16.5,0.4,3.5,3.33,7.25,,43.5,0.15,270.0,11.0,5.28,0.0,17.1
2022-04-08 22:00:00,2022-04-08 23:00:00,127.75,301.5,155.4,140.7,201.2,35.98,24.3,1.94,16.25,0.43,3.7,3.4,7.43,,44.75,0.2,152.0,11.0,5.38,0.0,16.9
2022-04-08 23:00:00,2022-04-09 00:00:00,127.0,292.5,108.95,127.72,156.52,37.22,30.3,2.04,14.62,0.4,3.52,3.33,7.22,,45.75,0.17,189.75,11.0,5.33,0.0,16.73
2022-04-09 00:00:00,2022-04-09 01:00:00,107.5,229.25,48.95,104.95,95.6,47.8,22.48,1.99,16.07,0.4,3.45,6.07,1.8,,44.0,0.15,110.25,11.0,5.42,0.0,16.77
2022-04-09 01:00:00,2022-04-09 02:00:00,99.0,202.25,30.2,82.9,68.63,43.1,20.8,1.85,12.45,0.4,3.38,3.85,7.62,,49.0,0.12,239.67,11.0,5.88,0.0,16.38
2022-04-09 02:00:00,2022-04-09 03:00:00,92.5,169.25,72.65,97.8,111.05,41.1,25.65,1.63,14.97,0.4,3.33,5.5,4.25,,53.25,0.1,355.25,11.0,5.88,0.0,16.05
2022-04-09 03:00:00,2022-04-09 04:00:00,109.67,181.0,64.7,80.7,95.5,38.7,19.0,1.49,12.53,0.4,3.2,3.8,7.87,,57.67,0.13,351.0,11.0,5.93,0.0,15.83
2022-04-09 04:00:00,2022-04-09 05:00:00,110.25,172.5,54.17,70.67,81.65,27.6,13.9,1.39,12.48,0.38,3.08,3.05,7.5,,58.75,0.15,41.75,11.0,5.7,0.0,15.75
2022-04-09 05:00:00,2022-04-09 06:00:00,112.5,175.75,92.35,75.07,115.0,30.9,12.07,1.34,15.25,0.3,2.9,3.6,6.85,,59.25,0.23,101.25,11.25,5.25,0.0,15.68
2022-04-09 06:00:00,2022-04-09 07:00:00,124.25,202.5,139.68,79.38,155.78,36.05,12.95,1.35,15.1,0.35,2.98,3.6,6.7,,60.25,0.15,31.0,22.75,5.15,0.0,15.88
2022-04-09 07:00:00,2022-04-09 08:00:00,111.33,231.33,53.57,79.03,85.6,37.4,25.5,1.36,25.33,0.3,2.9,3.7,6.6,,48.0,0.27,153.33,63.33,5.07,0.0,17.3
2022-04-09 08:00:00,2022-04-09 09:00:00,96.0,214.0,8.77,62.33,40.27,44.0,35.77,1.32,63.33,0.3,2.63,3.4,4.07,,36.33,0.33,180.0,106.0,5.1,0.0,18.37
2022-04-09 09:00:00,2022-04-09 10:00:00,87.25,186.75,2.62,30.47,18.38,43.0,58.58,1.18,108.55,0.4,2.65,2.12,7.55,,31.25,0.77,217.25,162.0,5.78,0.0,19.18
2022-04-09 10:00:00,2022-04-09 11:00:00,100.5,212.5,1.88,26.7,15.7,40.72,38.18,1.08,150.82,0.35,2.4,2.25,7.62,,31.25,0.85,210.5,195.25,5.78,0.0,19.5
2022-04-09 11:00:00,2022-04-09 12:00:00,112.0,236.25,1.9,27.6,16.27,41.58,18.03,1.01,145.4,0.38,2.17,4.25,7.5,,29.75,0.8,195.25,225.25,5.6,0.0,19.85
2022-04-09 12:00:00,2022-04-09 13:00:00,107.75,230.0,1.92,24.62,14.65,28.9,12.12,0.9,129.3,0.33,1.6,4.08,6.42,,25.5,0.6,202.5,234.75,4.65,0.0,20.38
2022-04-09 13:00:00,2022-04-09 14:00:00,83.25,210.25,1.93,23.02,13.78,27.7,10.15,0.78,137.8,0.3,1.42,3.72,6.53,,23.75,0.4,247.0,219.0,4.65,0.0,20.7
2022-04-09 14:00:00,2022-04-09 15:00:00,75.0,159.25,1.7,19.35,11.65,34.77,11.22,0.64,160.97,0.2,1.15,3.53,5.4,,23.25,0.47,224.25,175.75,3.68,0.0,20.85
2022-04-09 15:00:00,2022-04-09 16:00:00,75.25,157.5,1.58,16.32,9.95,39.2,16.55,0.64,174.43,0.2,1.3,3.65,5.53,,23.75,0.4,302.75,127.5,3.8,0.0,20.9
2022-04-09 16:00:00,2022-04-09 17:00:00,73.5,154.75,1.72,27.98,16.27,49.7,22.2,0.64,171.4,0.2,1.45,3.65,2.95,,24.25,0.27,321.0,75.0,4.25,0.0,20.75
2022-04-09 17:00:00,2022-04-09 18:00:00,67.5,146.0,1.67,47.77,26.77,46.9,19.03,0.7,141.75,0.2,1.52,3.38,6.9,,28.75,0.2,75.0,29.25,4.85,0.0,20.1
2022-04-09 18:00:00,2022-04-09 19:00:00,75.75,171.5,8.35,125.28,73.45,39.42,19.35,0.79,71.0,0.25,1.77,4.3,6.95,,34.0,0.1,184.5,13.25,5.0,0.0,19.23
2022-04-09 19:00:00,2022-04-09 20:00:00,95.25,224.5,53.02,178.7,138.1,44.53,34.55,1.1,33.3,0.28,2.12,4.15,7.17,,37.0,0.12,100.0,11.25,5.2,0.0,18.6
2022-04-09 20:00:00,2022-04-09 21:00:00,128.0,281.5,71.2,174.65,150.82,38.0,33.27,1.4,33.33,0.4,2.7,2.15,7.2,,38.0,0.22,225.75,11.0,5.3,0.0,18.35
2022-04-09 21:00:00,2022-04-09 22:00:00,145.5,320.5,23.38,141.5,94.28,30.57,24.55,1.46,22.45,0.33,2.52,3.7,6.6,,36.75,0.17,161.5,11.0,4.88,0.0,17.98
2022-04-09 22:00:00,2022-04-09 23:00:00,109.0,231.25,8.95,61.4,39.95,33.7,13.3,1.46,45.33,0.3,2.4,3.7,6.65,,32.25,0.2,184.25,11.0,5.03,0.0,17.88
2022-04-09 23:00:00,2022-04-10 00:00:00,55.5,131.0,24.85,57.15,50.6,32.12,11.1,1.42,40.2,0.25,2.3,3.65,6.7,,33.25,0.17,306.25,11.0,5.0,0.0,17.43
2022-04-10 00:00:00,2022-04-10 01:00:00,49.0,112.5,39.6,76.2,72.72,39.05,11.93,1.37,27.67,0.28,2.42,5.1,3.15,,34.0,0.2,240.25,11.0,5.15,0.0,17.25
2022-04-10 01:00:00,2022-04-10 02:00:00,52.0,127.5,37.27,84.2,75.07,47.07,13.73,1.29,17.7,0.33,2.6,3.78,5.95,,37.25,0.25,308.0,11.0,5.7,0.0,16.88
2022-04-10 02:00:00,2022-04-10 03:00:00,53.25,119.75,36.2,68.45,65.85,43.75,16.65,1.16,18.15,0.3,2.55,4.3,7.6,,42.5,0.12,330.75,11.0,5.72,0.0,16.45
2022-04-10 03:00:00,2022-04-10 04:00:00,56.75,110.0,21.52,51.67,44.95,39.67,14.7,1.1,29.03,0.3,2.35,2.17,7.57,,43.75,0.12,299.0,11.0,5.72,0.0,16.2
2022-04-10 04:00:00,2022-04-10 05:00:00,58.75,110.75,41.65,59.0,65.28,27.58,15.48,1.03,23.97,0.3,2.33,3.05,7.42,,47.5,0.1,246.75,11.0,5.67,0.0,16.0
2022-04-10 05:00:00,2022-04-10 06:00:00,66.75,117.0,50.12,64.35,74.98,29.18,13.33,1.0,11.83,0.25,2.3,3.6,6.67,,50.0,0.1,98.0,10.75,5.15,0.0,15.8
2022-04-10 06:00:00,2022-04-10 07:00:00,66.0,129.75,107.45,67.05,123.05,30.0,12.25,1.02,12.57,0.2,2.27,3.62,6.62,,54.5,0.1,19.5,23.25,5.08,0.0,15.95
2022-04-10 07:00:00,2022-04-10 08:00:00,66.25,141.75,32.4,58.35,57.35,39.6,11.52,1.02,20.77,0.22,2.23,3.7,6.53,,54.0,0.17,234.5,59.5,5.03,0.0,16.95
2022-04-10 08:00:00,2022-04-10 09:00:00,71.25,172.5,5.23,37.1,23.98,45.95,18.0,1.01,76.03,0.23,2.3,4.93,3.0,,36.5,0.25,186.5,110.75,4.97,0.0,18.6
2022-04-10 09:00:00,2022-04-10 10:00:00,79.0,170.33,2.33,31.73,18.77,46.33,16.9,0.97,119.67,0.27,2.4,4.73,5.27,,27.0,0.3,167.67,167.0,5.63,0.0,19.83
2022-04-10 10:00:00,2022-04-10 11:00:00,68.75,157.25,1.85,31.07,18.08,41.25,17.88,0.9,120.67,0.28,2.32,4.3,7.38,,24.25,0.48,166.5,204.75,5.6,0.0,20.3
2022-04-10 11:00:00,2022-04-10 12:00:00,62.75,149.75,1.73,27.9,16.23,37.6,11.3,0.79,103.8,0.2,2.07,3.12,7.68,,21.75,0.53,283.75,233.25,5.75,0.0,20.9
2022-04-10 12:00:00,2022-04-10 13:00:00,45.75,122.25,2.05,22.55,13.68,28.67,5.55,0.67,94.3,0.18,1.88,3.97,7.85,,20.0,0.65,324.25,246.25,5.83,0.0,21.08
2022-04-10 13:00:00,2022-04-10 14:00:00,40.5,109.0,2.0,17.15,10.75,26.2,3.15,0.57,84.47,0.1,1.73,2.65,7.28,,17.0,0.67,285.5,237.75,5.27,0.0,21.23
2022-04-10 14:00:00,2022-04-10 15:00:00,33.67,91.0,1.9,13.87,8.93,27.7,2.3,0.48,90.5,0.1,1.53,3.53,7.2,,16.33,0.67,316.67,197.0,5.03,0.0,21.23
2022-04-10 15:00:00,2022-04-10 16:00:00,29.67,91.33,1.9,11.8,7.8,27.67,2.23,0.45,103.17,0.1,1.67,2.6,6.87,,16.0,0.83,317.67,155.67,4.7,0.0,21.07
2022-04-10 16:00:00,2022-04-10 17:00:00,35.25,109.25,1.73,17.62,10.8,31.55,6.53,0.43,112.33,0.1,1.65,4.97,3.2,,18.0,0.68,308.25,90.5,4.62,0.0,20.75
2022-04-10 17:00:00,2022-04-10 18:00:00,44.75,120.0,1.58,13.7,8.57,34.42,4.83,0.47,115.25,0.1,3.45,4.5,5.83,,21.5,0.47,211.75,29.0,5.08,0.0,20.23
2022-04-10 18:00:00,2022-04-10 19:00:00,37.5,112.25,1.4,18.82,11.18,31.6,5.12,0.46,108.48,0.1,4.6,2.12,7.58,,25.0,0.3,218.0,13.75,5.2,0.0,19.5
2022-04-10 19:00:00,2022-04-10 20:00:00,50.75,148.5,41.73,113.12,94.12,30.9,5.62,0.56,38.93,0.17,4.73,3.98,7.65,,30.5,0.17,195.75,11.25,5.3,0.0,18.73
2022-04-10 20:00:00,2022-04-10 21:00:00,77.25,209.5,107.38,150.07,167.1,27.35,10.85,0.84,16.38,0.25,4.17,3.85,7.52,,35.25,0.12,238.25,11.0,5.38,0.0,18.12
2022-04-10 21:00:00,2022-04-10 22:00:00,101.75,245.25,26.7,128.65,90.15,26.42,18.55,0.99,13.97,0.28,3.72,3.45,6.83,,36.5,0.17,295.0,11.0,4.88,0.0,17.7
2022-04-10 22:00:00,2022-04-10 23:00:00,90.5,191.75,89.03,126.65,139.72,27.35,49.3,1.15,15.12,0.23,3.52,3.4,6.8,,39.75,0.15,235.75,11.0,4.9,0.0,17.3
2022-04-10 23:00:00,2022-04-11 00:00:00,90.0,191.25,120.67,117.67,160.7,31.32,29.67,1.28,17.02,0.3,3.43,3.42,6.88,,44.75,0.1,105.0,10.25,4.97,0.0,16.9
2022-04-11 00:00:00,2022-04-11 01:00:00,98.5,209.5,56.62,103.2,100.9,36.05,27.88,1.37,13.23,0.3,3.43,3.42,4.95,,43.5,0.2,231.5,10.0,5.05,0.0,16.75
2022-04-11 01:00:00,2022-04-11 02:00:00,79.75,166.25,6.3,66.0,40.2,40.87,31.17,1.34,23.6,0.3,3.33,5.3,4.07,,42.25,0.2,293.25,11.0,5.47,0.0,16.62
2022-04-11 02:00:00,2022-04-11 03:00:00,54.5,118.5,33.45,70.65,64.75,34.75,25.6,1.22,25.88,0.3,3.08,1.22,7.6,,43.25,0.17,241.25,11.0,5.57,0.0,16.55
2022-04-11 03:00:00,2022-04-11 04:00:00,51.75,103.25,1.82,36.17,20.75,34.35,33.1,1.12,45.15,0.27,2.85,4.3,7.6,,43.25,0.2,294.75,11.0,5.6,0.0,16.4
2022-04-11 04:00:00,2022-04-11 05:00:00,48.5,91.5,16.35,62.27,46.4,25.9,31.23,1.04,25.75,0.25,2.7,4.22,7.6,,44.75,0.12,179.75,11.0,5.62,0.0,16.27
2022-04-11 05:00:00,2022-04-11 06:00:00,53.0,99.5,1.45,34.88,19.75,22.57,24.33,0.97,42.45,0.2,2.45,3.7,6.7,,46.0,0.2,251.25,11.5,5.0,0.0,16.0
2022-04-11 06:00:00,2022-04-11 07:00:00,64.75,122.5,9.82,50.77,35.03,26.52,21.95,0.94,26.9,0.2,2.45,3.67,6.62,,50.25,0.15,267.75,23.75,5.03,0.0,16.07
2022-04-11 07:00:00,2022-04-11 08:00:00,73.67,175.67,19.73,70.63,53.63,31.1,23.47,0.94,25.13,0.2,2.37,3.7,6.57,,47.0,0.17,253.0,61.0,4.93,0.0,17.2
2022-04-11 08:00:00,2022-04-11 09:00:00,78.0,160.75,13.88,78.92,53.25,36.85,25.55,0.96,52.62,0.2,2.32,4.35,4.62,,36.25,0.25,145.5,106.0,4.9,0.0,18.85
