From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),RF (mm)
2021-01-17 02:00:00,2021-01-17 03:00:00,23.25,55.0,0.93,2.52,2.1,10.3,,1.15,,0.8,3.0,,,28.8,,0.3,103.75,19.75,757.0,,0.0
2021-01-17 03:00:00,2021-01-17 04:00:00,30.0,73.5,2.55,13.0,8.98,9.3,1.83,0.17,,0.1,0.5,,,28.8,,0.4,69.75,19.75,757.0,,0.0
2021-01-17 04:00:00,2021-01-17 05:00:00,40.5,143.75,5.62,16.93,13.6,9.7,5.25,0.65,3.25,0.47,1.73,,,28.8,,0.45,131.33,19.75,757.0,,0.0
2021-01-17 05:00:00,2021-01-17 06:00:00,49.0,127.25,8.4,16.68,15.7,10.18,6.45,0.22,2.52,0.17,0.6,,,28.73,,0.3,,19.5,757.75,,0.0
2021-01-17 06:00:00,2021-01-17 07:00:00,62.0,116.75,15.12,15.9,20.73,10.27,7.3,1.2,,1.1,4.3,,,28.7,,0.3,,24.0,758.0,,0.0
2021-01-17 07:00:00,2021-01-17 08:00:00,64.5,139.0,13.35,17.4,20.12,10.45,7.33,1.56,2.15,0.8,3.1,,,28.7,,0.35,,76.75,758.5,,0.0
2021-01-17 08:00:00,2021-01-17 09:00:00,66.0,119.25,6.72,16.38,14.2,10.88,4.25,0.68,1.66,0.45,1.75,,,28.7,,0.73,327.0,204.75,759.75,,0.0
2021-01-17 09:00:00,2021-01-17 10:00:00,66.5,109.75,3.12,7.5,6.53,9.85,5.38,0.86,6.46,0.6,2.3,,,28.75,,1.52,225.75,286.5,760.0,,0.0
2021-01-17 10:00:00,2021-01-17 11:00:00,33.75,65.0,1.93,2.75,3.05,8.98,3.6,0.3,2.03,0.2,0.8,,,28.8,,1.88,167.75,416.25,760.0,,0.0
2021-01-17 11:00:00,2021-01-17 12:00:00,15.25,49.5,1.6,2.17,2.47,9.47,13.4,,0.94,,,,,28.88,,2.45,166.25,485.25,759.75,,0.0
2021-01-17 12:00:00,2021-01-17 13:00:00,25.5,47.75,1.27,2.17,2.2,11.4,5.15,0.67,2.25,0.45,1.75,,,29.02,,2.73,165.0,493.75,759.0,,0.0
2021-01-17 13:00:00,2021-01-17 14:00:00,24.75,45.5,1.5,1.75,2.12,12.7,2.65,0.87,1.72,0.6,2.3,,,29.18,,2.5,168.25,446.5,758.5,,0.0
2021-01-17 14:00:00,2021-01-17 15:00:00,17.25,41.5,1.2,1.7,1.85,13.95,2.85,0.39,,0.25,1.0,,,29.2,,2.55,173.5,345.5,758.0,,0.0
2021-01-17 15:00:00,2021-01-17 16:00:00,14.75,43.5,1.05,1.55,1.68,14.48,1.88,0.32,,0.2,0.8,,,29.3,,2.65,157.5,243.5,758.0,,0.0
2021-01-17 16:00:00,2021-01-17 17:00:00,14.25,46.5,1.37,1.87,2.07,14.47,0.95,0.24,,0.2,0.67,,,29.3,,2.62,144.0,88.75,758.0,,0.0
2021-01-17 17:00:00,2021-01-17 18:00:00,15.0,49.5,1.75,2.6,2.85,61.7,0.3,,,,,,,29.27,,2.45,122.75,46.25,758.0,,0.0
2021-01-17 18:00:00,2021-01-17 19:00:00,16.0,46.25,0.88,3.05,2.38,28.17,0.1,,,,,,,29.25,,2.47,141.75,21.25,758.75,,0.0
2021-01-17 19:00:00,2021-01-17 20:00:00,20.0,49.75,1.35,3.42,2.95,20.98,1.4,0.27,,0.2,0.7,,,29.2,,2.25,139.75,20.75,759.0,,0.0
2021-01-17 20:00:00,2021-01-17 21:00:00,20.75,47.5,0.95,3.4,2.58,17.77,2.38,0.45,,0.35,1.2,,,29.1,,2.15,167.75,20.5,759.5,,0.0
2021-01-17 21:00:00,2021-01-17 22:00:00,16.0,43.75,0.9,2.92,2.28,16.02,1.62,0.36,,0.25,0.93,,,29.1,,1.73,181.0,20.5,759.75,,0.0
2021-01-17 22:00:00,2021-01-17 23:00:00,21.5,44.25,0.95,2.75,2.22,15.03,1.35,0.42,,0.3,1.1,,,29.05,,1.72,188.75,20.5,759.0,,0.0
2021-01-17 23:00:00,2021-01-18 00:00:00,20.75,41.0,0.6,1.88,1.5,13.95,1.38,0.07,,0.1,0.2,,,28.98,,1.7,182.0,20.5,759.0,,0.0
2021-01-18 00:00:00,2021-01-18 01:00:00,22.0,47.5,0.57,1.7,1.38,13.15,0.85,0.45,,0.3,1.2,,,28.9,,1.55,154.25,20.5,759.0,,0.0
2021-01-18 01:00:00,2021-01-18 02:00:00,19.75,46.5,1.0,0.97,1.35,12.6,0.3,0.81,,0.57,2.13,,,28.9,,1.17,174.25,20.5,758.0,,0.0
2021-01-18 02:00:00,2021-01-18 03:00:00,21.75,40.0,0.65,2.05,1.62,11.88,0.1,0.83,,0.55,2.2,,,28.85,,1.1,165.0,20.5,758.0,,0.0
2021-01-18 03:00:00,2021-01-18 04:00:00,21.0,51.0,0.8,2.95,2.2,11.1,0.65,0.79,,0.53,2.07,,,28.8,,1.18,221.33,20.5,758.0,,0.0
2021-01-18 04:00:00,2021-01-18 05:00:00,24.25,83.0,1.18,12.72,7.77,10.93,1.2,0.68,4.98,0.47,1.8,,,28.73,,1.18,,20.25,758.0,,0.0
2021-01-18 05:00:00,2021-01-18 06:00:00,36.25,106.75,2.3,15.68,10.18,11.05,3.2,0.29,2.61,0.3,0.78,,,28.7,,1.07,349.0,20.5,758.0,,0.0
2021-01-18 06:00:00,2021-01-18 07:00:00,46.0,103.25,6.95,17.8,15.12,10.68,3.53,0.93,1.63,0.62,2.45,,,28.7,,0.72,328.75,23.0,759.0,,0.0
2021-01-18 07:00:00,2021-01-18 08:00:00,58.5,103.0,5.75,18.93,14.72,11.2,4.92,0.6,1.72,0.38,1.6,,,28.7,,1.55,356.0,63.0,759.5,,0.0
2021-01-18 08:00:00,2021-01-18 09:00:00,70.5,132.25,4.17,16.98,12.45,11.18,9.53,0.62,,0.42,1.65,,,28.73,,1.75,342.67,143.25,760.5,,0.0
2021-01-18 09:00:00,2021-01-18 10:00:00,69.0,136.0,2.5,9.0,6.88,11.07,12.1,0.8,5.25,0.57,2.08,,,28.7,,2.25,205.75,325.0,761.0,,0.0
2021-01-18 10:00:00,2021-01-18 11:00:00,44.0,90.5,1.4,3.05,2.8,10.22,5.77,0.35,1.25,0.25,0.95,,,28.77,,2.92,157.5,400.25,761.0,,0.0
2021-01-18 11:00:00,2021-01-18 12:00:00,22.25,63.5,1.2,3.1,2.63,10.9,9.4,0.21,1.08,0.17,0.57,,,28.9,,3.17,165.0,473.0,760.25,,0.0
2021-01-18 12:00:00,2021-01-18 13:00:00,20.75,66.25,1.7,2.9,2.9,11.1,3.82,0.28,1.71,0.2,0.75,,,29.02,,2.88,166.0,486.0,759.75,,0.0
2021-01-18 13:00:00,2021-01-18 14:00:00,23.0,59.5,1.27,2.33,2.25,9.9,1.63,0.72,,0.53,1.9,,,29.18,,2.85,176.0,448.75,759.0,,0.0
2021-01-18 14:00:00,2021-01-18 15:00:00,22.5,55.5,1.07,1.85,1.88,9.97,0.37,0.73,,0.5,1.9,,,29.2,,2.55,174.75,367.75,758.75,,0.0
2021-01-18 15:00:00,2021-01-18 16:00:00,20.5,57.75,0.93,2.17,1.93,10.12,,0.94,,0.7,2.5,,,29.27,,2.43,178.25,255.5,758.0,,0.0
2021-01-18 16:00:00,2021-01-18 17:00:00,19.25,61.0,1.17,2.4,2.23,10.33,2.4,1.23,,0.85,3.25,,,29.3,,2.42,185.0,136.5,758.0,,0.0
2021-01-18 17:00:00,2021-01-18 18:00:00,21.75,65.25,2.6,3.05,3.72,53.5,2.93,0.4,,0.5,2.1,,,29.35,,2.27,160.5,54.5,758.0,,0.0
2021-01-18 18:00:00,2021-01-18 19:00:00,29.0,68.75,0.97,5.47,3.67,26.83,2.98,1.52,,1.05,3.95,,,29.28,,2.27,149.25,21.75,758.25,,0.0
2021-01-18 19:00:00,2021-01-18 20:00:00,35.5,70.25,0.98,6.05,4.0,20.03,3.6,0.98,,0.67,2.6,,,29.2,,2.07,152.0,20.75,759.0,,0.0
2021-01-18 20:00:00,2021-01-18 21:00:00,35.25,75.75,1.05,6.0,4.05,17.1,3.0,0.57,,0.4,1.52,,,29.15,,1.73,178.75,20.5,759.0,,0.0
2021-01-18 21:00:00,2021-01-18 22:00:00,31.0,68.75,1.12,4.93,3.55,15.7,3.12,,0.37,,,,,29.1,,1.72,193.5,20.5,759.0,,0.0
2021-01-18 22:00:00,2021-01-18 23:00:00,32.25,63.0,0.82,5.35,3.5,14.55,3.03,0.4,7.22,0.3,1.1,,,29.08,,1.48,129.0,20.5,759.0,,0.0
2021-01-18 23:00:00,2021-01-19 00:00:00,26.0,74.25,0.88,3.95,2.8,13.9,1.85,0.89,27.97,0.9,3.25,,,29.0,,1.12,188.0,20.5,758.5,,0.0
2021-01-19 00:00:00,2021-01-19 01:00:00,26.0,102.0,1.27,6.85,4.65,12.95,2.22,1.42,18.25,1.0,3.73,,,28.95,,0.85,,20.25,758.0,,0.0
2021-01-19 01:00:00,2021-01-19 02:00:00,34.0,169.75,0.88,9.32,5.68,12.82,1.85,1.96,1.58,1.4,5.2,,,28.9,,1.18,237.0,20.0,758.0,,0.0
2021-01-19 02:00:00,2021-01-19 03:00:00,33.5,94.0,1.03,2.57,2.22,12.7,0.6,1.2,4.62,0.8,3.03,,,28.87,,2.05,140.0,19.75,757.75,,0.0
2021-01-19 03:00:00,2021-01-19 04:00:00,38.0,67.25,0.92,2.85,2.27,12.05,0.6,1.61,0.69,0.73,2.73,,,28.82,,2.23,126.0,19.75,757.75,,0.0
2021-01-19 04:00:00,2021-01-19 05:00:00,29.5,65.0,0.97,2.45,2.1,11.57,3.05,0.73,,0.5,1.9,,,28.8,,1.97,147.5,19.75,758.0,,0.0
2021-01-19 05:00:00,2021-01-19 06:00:00,32.5,59.25,0.93,3.77,2.75,11.18,4.75,1.11,0.59,0.78,2.9,,,28.8,,1.45,177.0,19.75,758.0,,0.0
2021-01-19 06:00:00,2021-01-19 07:00:00,37.5,73.0,0.85,5.02,3.4,11.15,4.38,1.46,,1.03,3.8,,,28.8,,1.95,167.0,24.5,758.0,,0.0
2021-01-19 07:00:00,2021-01-19 08:00:00,39.0,85.0,0.85,4.53,3.08,11.12,4.1,0.5,,0.33,1.3,,,28.73,,2.02,163.75,82.75,759.0,,0.0
2021-01-19 08:00:00,2021-01-19 09:00:00,41.25,85.25,1.35,7.4,5.03,10.8,1.67,1.13,0.1,0.8,2.97,,,28.77,,2.42,181.25,201.0,760.0,,0.0
2021-01-19 09:00:00,2021-01-19 10:00:00,47.5,87.75,1.05,3.85,2.9,10.7,1.55,1.05,,1.0,3.7,,,28.82,,3.22,186.25,313.25,760.0,,0.0
2021-01-19 10:00:00,2021-01-19 11:00:00,45.25,94.25,0.95,3.55,2.65,10.57,1.83,1.48,6.7,1.0,3.75,,,28.85,,3.05,181.75,393.25,760.0,,0.0
2021-01-19 11:00:00,2021-01-19 12:00:00,41.25,99.25,1.0,3.9,2.87,11.1,7.67,1.87,,1.3,4.9,,,29.15,,3.47,192.75,464.75,760.0,,0.0
2021-01-19 12:00:00,2021-01-19 13:00:00,39.25,107.0,1.5,5.57,4.17,13.5,4.97,1.16,,0.77,3.03,,,31.4,,3.25,180.25,422.5,759.5,,0.0
2021-01-19 13:00:00,2021-01-19 14:00:00,51.75,123.25,1.82,8.17,5.8,10.35,13.42,0.96,,0.65,2.5,,,28.5,,2.95,190.25,417.0,758.75,,0.0
2021-01-19 14:00:00,2021-01-19 15:00:00,55.75,129.25,1.5,5.1,3.95,10.07,9.68,0.05,,0.0,0.1,,,28.05,,3.85,160.75,346.0,758.0,,0.0
2021-01-19 15:00:00,2021-01-19 16:00:00,43.5,107.0,1.25,3.8,3.03,9.9,1.6,0.63,,0.47,1.67,,,28.35,,3.43,183.75,269.5,758.0,,0.0
2021-01-19 16:00:00,2021-01-19 17:00:00,47.0,104.25,1.1,4.1,3.07,9.7,2.25,0.45,,0.35,1.2,,,28.27,,3.15,178.75,135.75,758.0,,0.0
2021-01-19 17:00:00,2021-01-19 18:00:00,52.5,114.25,1.27,5.38,3.9,35.5,2.45,1.15,,0.63,2.5,,,28.08,,2.95,179.75,52.25,758.0,,0.0
2021-01-19 18:00:00,2021-01-19 19:00:00,53.5,112.0,0.77,5.48,3.52,23.38,2.77,1.65,,1.13,4.3,,,28.5,,2.5,183.0,22.25,758.0,,0.0
2021-01-19 19:00:00,2021-01-19 20:00:00,58.5,100.25,1.0,5.55,3.75,17.48,1.7,1.04,,0.77,3.0,,,28.48,,2.4,178.0,20.75,758.75,,0.0
2021-01-19 20:00:00,2021-01-19 21:00:00,51.25,93.25,0.82,4.32,3.0,14.88,0.72,0.86,,0.6,2.25,,,28.38,,2.48,197.75,20.75,759.0,,0.0
2021-01-19 21:00:00,2021-01-19 22:00:00,50.5,92.25,0.9,4.25,3.0,13.43,0.63,1.01,,0.7,2.65,,,28.38,,2.58,214.25,20.75,759.0,,0.0
2021-01-19 22:00:00,2021-01-19 23:00:00,47.5,78.5,0.93,3.77,2.73,12.45,1.1,0.74,,0.53,1.93,,,28.33,,2.35,204.5,20.75,759.0,,0.0
2021-01-19 23:00:00,2021-01-20 00:00:00,51.25,84.5,0.72,3.55,2.45,11.82,2.77,,,,,,,28.3,,2.2,207.5,20.75,759.0,,0.0
2021-01-20 00:00:00,2021-01-20 01:00:00,50.0,101.25,0.55,3.4,2.25,11.4,5.33,0.87,,0.5,1.8,,,28.2,,1.95,222.75,20.5,758.5,,0.0
2021-01-20 01:00:00,2021-01-20 02:00:00,53.0,106.75,0.88,3.17,2.4,10.7,4.7,0.17,,0.2,0.6,,,28.08,,2.02,242.75,20.5,758.0,,0.0
2021-01-20 02:00:00,2021-01-20 03:00:00,54.0,101.75,1.05,4.03,3.02,10.6,6.05,,,,,,,28.1,,1.42,336.0,20.5,758.0,,0.0
2021-01-20 03:00:00,2021-01-20 04:00:00,59.0,128.75,0.83,5.72,3.75,10.88,9.38,0.29,2.02,0.2,0.8,,,28.18,,1.48,293.33,20.5,757.75,,0.0
2021-01-20 04:00:00,2021-01-20 05:00:00,62.75,130.75,1.1,5.92,4.1,10.6,9.25,,,,,,,28.08,,1.75,314.5,20.5,758.0,,0.0
2021-01-20 05:00:00,2021-01-20 06:00:00,56.25,101.25,1.05,5.35,3.7,10.23,8.83,0.16,1.22,0.1,0.5,,,28.1,,1.43,315.5,20.5,758.0,,0.0
2021-01-20 06:00:00,2021-01-20 07:00:00,60.0,99.5,0.8,7.15,4.45,10.0,6.4,,,,,,,28.1,,1.55,356.0,24.0,758.25,,0.0
2021-01-20 07:00:00,2021-01-20 08:00:00,72.5,117.5,1.6,12.32,7.85,10.47,5.93,,0.49,,,,,28.13,,1.98,348.0,72.25,759.25,,0.0
2021-01-20 08:00:00,2021-01-20 09:00:00,81.75,138.0,1.88,11.38,7.57,10.43,6.05,,,,,,,28.1,,2.4,303.0,138.25,760.0,,0.0
2021-01-20 09:00:00,2021-01-20 10:00:00,76.25,129.75,1.48,8.1,5.5,10.18,7.95,,,,,,,28.05,,2.25,315.0,146.0,760.25,,0.0
2021-01-20 10:00:00,2021-01-20 11:00:00,70.0,121.25,1.42,8.8,5.8,9.97,10.83,0.22,,0.2,0.6,,,28.12,,2.65,250.75,219.5,760.0,,0.0
2021-01-20 11:00:00,2021-01-20 12:00:00,61.75,115.5,1.53,9.63,6.4,10.03,12.03,,,,,,,27.85,,2.75,203.5,205.0,760.0,,0.0
2021-01-20 12:00:00,2021-01-20 13:00:00,50.75,123.75,2.6,15.23,10.2,11.97,26.22,,,,,,,27.85,,2.7,228.0,228.75,759.0,,0.0
2021-01-20 13:00:00,2021-01-20 14:00:00,64.75,148.0,2.33,14.12,9.43,9.93,61.62,0.21,,0.1,0.5,,,28.27,,3.1,262.5,188.25,758.5,,0.0
2021-01-20 14:00:00,2021-01-20 15:00:00,62.5,131.75,1.35,8.55,5.65,10.17,32.1,,,,,,,28.33,,3.2,251.5,159.5,758.0,,0.0
2021-01-20 15:00:00,2021-01-20 16:00:00,59.25,127.75,1.32,8.32,5.5,10.28,27.88,0.13,,0.1,0.3,,,28.35,,2.8,282.75,167.75,758.0,,0.0
2021-01-20 16:00:00,2021-01-20 17:00:00,62.75,133.5,1.13,10.2,6.37,9.83,34.2,,,,,,,28.32,,2.17,189.25,134.75,758.0,,0.0
2021-01-20 17:00:00,2021-01-20 18:00:00,59.75,145.0,1.4,9.17,6.08,28.95,25.57,0.27,,0.2,0.7,,,28.05,,2.2,120.75,50.25,758.0,,0.0
2021-01-20 18:00:00,2021-01-20 19:00:00,53.5,115.75,0.68,9.15,5.43,23.27,13.97,,,,,,,28.3,,2.3,193.5,21.0,758.75,,0.0
2021-01-20 19:00:00,2021-01-20 20:00:00,53.5,98.25,0.88,15.55,9.0,18.02,7.97,,0.33,,,,,28.27,,2.1,203.0,20.5,759.0,,0.0
2021-01-20 20:00:00,2021-01-20 21:00:00,49.75,91.75,1.12,13.95,8.32,15.03,6.62,0.22,1.09,0.2,0.6,,,28.25,,1.8,169.0,20.5,759.0,,0.0
2021-01-20 21:00:00,2021-01-20 22:00:00,53.0,85.75,0.93,7.45,4.72,13.4,5.1,0.14,,0.1,0.3,,,28.15,,1.97,126.33,20.5,759.5,,0.0
2021-01-20 22:00:00,2021-01-20 23:00:00,55.25,78.0,0.95,5.2,3.55,12.38,5.75,,,,,,,28.2,,1.3,141.75,20.25,759.0,,0.0
2021-01-20 23:00:00,2021-01-21 00:00:00,53.25,77.5,0.65,6.45,3.95,11.68,5.05,,,,,,,28.12,,0.93,171.5,20.0,759.0,,0.0
2021-01-21 00:00:00,2021-01-21 01:00:00,52.5,92.0,0.97,8.8,5.45,11.07,2.35,1.55,2.99,1.1,4.07,,,28.13,,0.78,,19.75,758.25,,0.0
2021-01-21 01:00:00,2021-01-21 02:00:00,49.75,114.0,1.02,10.55,6.47,10.53,2.62,1.65,4.3,1.15,4.35,,,28.13,,0.38,,19.5,758.0,,0.0
2021-01-21 02:00:00,2021-01-21 03:00:00,56.5,116.75,1.33,11.2,7.05,10.6,1.8,2.44,0.29,1.7,6.42,,,28.1,,0.6,,19.75,758.0,,0.0
2021-01-21 03:00:00,2021-01-21 04:00:00,62.5,117.25,1.33,12.65,7.82,10.78,2.15,2.98,3.91,2.1,7.85,,,28.1,,0.88,,19.5,758.0,,0.0
2021-01-21 04:00:00,2021-01-21 05:00:00,65.75,120.25,1.38,11.23,7.1,10.75,4.0,2.45,1.98,1.7,6.43,,,28.1,,0.67,,19.5,758.0,,0.0
2021-01-21 05:00:00,2021-01-21 06:00:00,65.0,124.75,3.47,15.02,10.8,10.98,4.0,2.42,0.73,1.68,6.4,,,28.1,,0.43,,19.5,758.0,,0.0
2021-01-21 06:00:00,2021-01-21 07:00:00,77.0,141.75,5.5,17.88,13.95,10.95,5.65,2.76,0.63,1.93,7.27,,,28.08,,0.43,,22.75,759.0,,0.0
2021-01-21 07:00:00,2021-01-21 08:00:00,86.25,133.0,4.47,16.23,12.3,10.9,5.8,2.77,2.31,2.3,8.8,,,28.08,,0.62,,78.75,759.0,,0.0
2021-01-21 08:00:00,2021-01-21 09:00:00,90.25,142.25,4.03,15.35,11.45,11.12,7.3,3.38,4.45,2.35,8.92,,,28.13,,1.55,,180.75,759.75,,0.0
2021-01-21 09:00:00,2021-01-21 10:00:00,93.5,146.5,2.85,10.95,8.12,10.55,9.32,2.81,2.19,1.98,7.4,,,28.08,,1.3,154.0,286.0,760.0,,0.0
2021-01-21 10:00:00,2021-01-21 11:00:00,63.75,89.5,1.77,2.7,2.85,8.97,8.73,1.43,1.81,0.97,3.77,,,28.1,,1.7,179.0,400.25,760.0,,0.0
2021-01-21 11:00:00,2021-01-21 12:00:00,31.0,49.25,1.23,1.97,2.03,10.17,11.77,1.1,3.92,0.77,2.9,,,27.82,,2.15,205.5,466.5,760.0,,0.0
2021-01-21 12:00:00,2021-01-21 13:00:00,26.25,52.75,1.2,2.3,2.23,9.33,4.05,1.88,0.67,1.3,4.97,,,27.92,,1.98,251.5,469.5,759.0,,0.0
2021-01-21 13:00:00,2021-01-21 14:00:00,29.25,59.25,1.15,1.95,2.0,8.78,3.33,2.27,2.33,2.5,9.45,,,28.45,,2.3,190.75,431.5,758.25,,0.0
2021-01-21 14:00:00,2021-01-21 15:00:00,26.75,56.5,1.2,1.7,1.9,9.18,2.2,1.84,0.1,1.47,5.53,,,28.45,,2.25,229.25,355.0,757.75,,0.0
2021-01-21 15:00:00,2021-01-21 16:00:00,24.75,61.25,0.95,1.58,1.62,9.92,1.48,1.94,2.33,1.35,5.15,,,28.68,,2.17,222.25,250.5,757.0,,0.0
2021-01-21 16:00:00,2021-01-21 17:00:00,23.25,55.75,1.2,1.83,1.97,12.23,3.0,2.05,2.8,1.43,5.38,,,29.52,,2.05,186.5,139.0,757.75,,0.0
2021-01-21 17:00:00,2021-01-21 18:00:00,27.5,63.5,1.8,2.72,2.88,32.1,1.65,1.88,0.38,1.35,4.95,,,28.43,,1.8,144.25,52.75,758.0,,0.0
2021-01-21 18:00:00,2021-01-21 19:00:00,22.5,59.5,1.07,3.47,2.75,26.65,1.6,1.8,3.29,1.2,4.7,,,28.8,,1.5,150.75,21.0,758.0,,0.0
2021-01-21 19:00:00,2021-01-21 20:00:00,29.25,51.75,1.15,3.78,2.92,20.45,1.45,,2.54,,,,,28.8,,1.48,176.25,19.75,758.0,,0.0
2021-01-21 20:00:00,2021-01-21 21:00:00,27.0,50.25,1.15,3.77,2.95,17.4,4.78,2.24,2.74,1.6,5.9,,,28.77,,1.32,205.75,19.5,758.75,,0.0
2021-01-21 21:00:00,2021-01-21 22:00:00,26.75,46.0,1.5,3.1,2.9,16.15,6.03,2.19,4.98,1.53,5.8,,,28.7,,1.12,219.0,19.5,759.0,,0.0
2021-01-21 22:00:00,2021-01-21 23:00:00,24.75,39.75,1.07,2.75,2.35,15.35,5.1,2.29,2.6,1.6,6.0,,,28.62,,1.03,188.0,19.5,759.0,,0.0
2021-01-21 23:00:00,2021-01-22 00:00:00,22.75,39.5,1.27,1.75,1.98,14.2,6.43,2.62,2.34,1.93,7.33,,,28.48,,0.88,141.5,19.5,758.5,,0.0
2021-01-22 00:00:00,2021-01-22 01:00:00,25.5,39.25,1.27,1.48,1.8,13.65,2.3,0.92,3.26,0.65,2.42,,,28.58,,0.9,170.75,19.5,758.25,,0.0
2021-01-22 01:00:00,2021-01-22 02:00:00,16.25,32.5,1.0,1.42,1.57,13.22,0.88,1.12,2.76,0.8,2.93,,,28.48,,0.85,176.5,18.75,758.0,,0.0
2021-01-22 02:00:00,2021-01-22 03:00:00,13.75,28.0,1.22,1.65,1.85,12.65,1.0,1.13,1.63,0.8,2.97,,,28.45,,0.95,182.0,18.75,757.75,,0.0
2021-01-22 03:00:00,2021-01-22 04:00:00,20.0,34.25,1.0,3.27,2.55,12.12,0.3,1.88,6.23,1.23,4.63,,,28.42,,0.52,76.5,18.75,758.0,,0.0
2021-01-22 04:00:00,2021-01-22 05:00:00,14.25,47.0,1.15,3.4,2.75,11.62,3.73,2.71,2.78,,,,,28.45,,0.3,273.75,18.5,758.0,,0.0
2021-01-22 05:00:00,2021-01-22 06:00:00,15.0,29.25,1.15,4.05,3.07,11.38,5.4,1.33,3.45,,,,,28.38,,0.35,316.0,18.5,758.0,,0.0
2021-01-22 06:00:00,2021-01-22 07:00:00,16.5,43.25,11.73,13.65,16.82,10.75,6.75,0.98,3.15,0.68,2.57,,,28.3,,0.38,330.67,21.75,758.75,,0.0
2021-01-22 07:00:00,2021-01-22 08:00:00,29.25,84.75,14.7,15.7,20.33,10.88,7.03,2.38,2.44,1.65,6.28,,,28.3,,0.53,335.0,67.25,759.0,,0.0
2021-01-22 08:00:00,2021-01-22 09:00:00,55.5,90.5,10.8,15.65,17.12,12.03,3.1,1.64,5.2,1.15,4.32,,,28.4,,0.6,251.0,139.25,760.0,,0.0
2021-01-22 09:00:00,2021-01-22 10:00:00,48.0,76.5,2.6,3.88,4.2,11.62,2.93,1.16,2.32,0.8,3.05,,,29.15,,1.42,264.33,301.0,760.75,,0.0
2021-01-22 10:00:00,2021-01-22 11:00:00,11.0,28.25,1.85,2.33,2.75,10.2,1.6,1.24,2.75,0.88,3.27,,,28.25,,1.75,233.5,398.75,760.5,,0.0
2021-01-22 11:00:00,2021-01-22 12:00:00,8.0,22.75,1.57,2.33,2.53,11.23,7.77,1.25,2.86,0.88,3.33,,,27.95,,1.8,224.75,451.25,760.0,,0.0
2021-01-22 12:00:00,2021-01-22 13:00:00,7.5,22.5,1.37,2.37,2.4,14.07,5.65,1.34,7.89,0.65,2.4,,,31.35,,1.85,255.0,452.75,759.0,,0.0
2021-01-22 13:00:00,2021-01-22 14:00:00,5.75,24.0,1.35,2.18,2.27,10.85,4.83,0.67,4.59,0.4,1.6,,,30.77,,2.4,239.25,396.75,758.5,,0.0
2021-01-22 14:00:00,2021-01-22 15:00:00,7.75,25.0,1.18,1.5,1.75,8.95,3.4,1.45,0.8,1.0,3.8,,,28.68,,2.7,166.0,331.5,758.0,,0.0
2021-01-22 15:00:00,2021-01-22 16:00:00,15.25,29.25,1.05,1.4,1.62,8.7,2.98,0.57,1.31,0.4,1.5,,,28.82,,2.4,202.67,251.5,757.25,,0.0
2021-01-22 16:00:00,2021-01-22 17:00:00,12.0,30.75,0.9,1.6,1.6,8.4,2.55,0.32,2.94,0.27,0.83,,,28.73,,2.12,162.5,138.25,757.0,,0.0
2021-01-22 17:00:00,2021-01-22 18:00:00,11.25,29.5,1.75,3.8,3.45,28.5,1.53,1.37,0.52,0.97,3.6,,,28.38,,1.7,224.25,48.75,757.5,,0.0
2021-01-22 18:00:00,2021-01-22 19:00:00,16.5,45.25,1.1,3.92,2.97,24.03,1.4,1.07,3.5,0.77,2.87,,,29.25,,1.72,148.0,20.0,758.0,,0.0
2021-01-22 19:00:00,2021-01-22 20:00:00,13.75,44.5,1.35,4.55,3.5,16.4,1.0,2.13,0.75,,,,,29.02,,1.93,192.33,20.5,758.0,,0.0
2021-01-22 20:00:00,2021-01-22 21:00:00,18.0,47.0,1.3,4.23,3.32,14.35,1.95,1.97,2.51,0.6,2.3,,,28.7,,1.7,,20.5,758.75,,0.0
2021-01-22 21:00:00,2021-01-22 22:00:00,14.0,44.0,1.25,4.28,3.27,13.0,3.42,0.79,1.44,0.5,2.1,,,28.65,,1.55,,20.5,759.0,,0.0
2021-01-22 22:00:00,2021-01-22 23:00:00,10.75,48.25,1.02,3.78,2.83,12.25,3.35,0.58,,0.4,1.5,,,28.52,,1.38,317.0,20.5,759.0,,0.0
2021-01-22 23:00:00,2021-01-23 00:00:00,11.75,34.5,1.07,4.0,2.98,11.8,3.08,0.75,1.06,0.45,1.8,,,28.48,,1.25,,20.5,759.0,,0.0
2021-01-23 00:00:00,2021-01-23 01:00:00,15.75,36.5,1.48,2.65,2.6,11.38,3.28,1.03,1.22,,,,,28.4,,1.32,,20.5,758.0,,0.0
2021-01-23 01:00:00,2021-01-23 02:00:00,15.0,38.75,1.2,2.6,2.33,11.07,2.95,2.26,0.37,,,,,28.4,,1.33,,19.75,758.0,,0.0
2021-01-23 02:00:00,2021-01-23 03:00:00,21.0,36.5,1.12,2.15,2.1,10.62,3.4,2.49,,,,,,28.35,,1.65,,19.75,758.0,,0.0
