From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),SR (W/mt2),BP (mmHg),RF (mm),AT (degree C)
2022-12-16 20:00:00,2022-12-16 21:00:00,54.33,100.46,46.06,47.44,67.52,170.34,2.77,1.04,3.36,1.37,39.03,0.95,1.09,,,0.1,8.14,,0.0,13.83
2022-12-16 21:00:00,2022-12-16 22:00:00,58.49,99.67,45.23,46.81,66.54,161.38,3.02,1.12,3.84,1.49,38.99,0.94,1.13,,,0.08,7.92,,0.0,13.14
2022-12-16 22:00:00,2022-12-16 23:00:00,53.49,109.92,46.93,47.47,68.25,162.44,2.55,1.15,3.88,1.51,38.75,0.9,1.1,,,0.1,7.92,,0.0,12.35
2022-12-16 23:00:00,2022-12-17 00:00:00,57.74,120.8,47.4,48.25,69.07,167.05,2.67,1.13,4.85,1.47,38.38,0.88,1.14,,,0.12,7.82,,0.0,12.57
2022-12-17 00:00:00,2022-12-17 01:00:00,53.29,116.59,52.29,49.17,73.55,174.98,2.59,1.12,3.69,1.34,38.17,0.83,1.07,,,0.1,7.96,,0.0,11.89
2022-12-17 01:00:00,2022-12-17 02:00:00,59.48,140.31,55.88,48.17,75.92,179.56,2.72,1.13,3.56,1.21,37.52,0.81,1.04,,,0.09,7.93,,0.0,11.6
2022-12-17 02:00:00,2022-12-17 03:00:00,64.56,175.96,58.27,48.06,77.82,181.53,2.59,1.11,3.49,1.11,36.95,0.76,0.96,,,0.15,7.92,,0.0,11.52
2022-12-17 03:00:00,2022-12-17 04:00:00,54.7,163.88,59.56,48.44,79.21,187.15,2.6,1.08,4.52,1.03,36.47,0.75,0.96,,,0.08,7.99,,0.0,10.84
2022-12-17 04:00:00,2022-12-17 05:00:00,59.3,179.79,63.96,58.19,87.77,187.91,2.54,1.02,7.73,0.98,35.8,0.72,0.9,,,0.08,7.81,,0.0,10.46
2022-12-17 05:00:00,2022-12-17 06:00:00,71.24,183.28,64.49,57.93,88.01,159.55,2.4,1.02,9.72,0.98,35.2,0.69,0.87,,,0.1,7.92,,0.0,10.09
2022-12-17 06:00:00,2022-12-17 07:00:00,68.74,188.9,65.31,55.61,87.54,147.12,2.42,1.06,5.77,1.01,34.68,0.65,0.83,,,0.11,17.07,,0.0,9.87
2022-12-17 07:00:00,2022-12-17 08:00:00,72.64,198.25,68.9,61.4,93.49,160.62,2.6,1.14,4.26,1.12,34.16,0.66,0.88,,,0.15,35.4,,0.0,12.21
2022-12-17 08:00:00,2022-12-17 09:00:00,83.5,199.93,63.62,64.9,91.2,165.28,3.11,1.18,4.61,1.24,32.59,0.64,0.87,,,0.16,54.33,,0.0,16.41
2022-12-17 09:00:00,2022-12-17 10:00:00,76.17,167.9,54.03,81.68,91.59,201.74,6.14,1.14,10.74,1.21,32.63,0.65,0.85,,,0.42,53.1,,0.0,19.22
2022-12-17 10:00:00,2022-12-17 11:00:00,63.82,139.86,50.47,60.4,77.94,183.18,7.41,1.13,13.23,1.13,32.51,0.65,0.82,,,0.34,84.61,,0.0,21.09
2022-12-17 11:00:00,2022-12-17 12:00:00,63.23,123.48,47.81,55.76,73.43,194.54,6.54,1.11,14.73,1.09,34.21,0.65,0.8,,,0.25,102.1,,0.0,23.05
2022-12-17 12:00:00,2022-12-17 13:00:00,63.31,116.43,46.75,56.2,72.56,195.9,6.15,1.04,15.33,1.06,37.3,0.7,0.88,,,0.35,102.99,,0.0,24.05
2022-12-17 13:00:00,2022-12-17 14:00:00,53.38,116.25,48.92,58.51,75.87,178.79,5.98,0.97,17.76,1.05,36.6,0.73,0.9,,,0.34,331.88,,0.0,24.87
2022-12-17 14:00:00,2022-12-17 15:00:00,50.92,126.98,57.47,59.84,83.26,188.12,4.52,0.97,9.54,1.04,39.42,0.81,0.98,,,0.3,298.77,,0.0,25.3
2022-12-17 15:00:00,2022-12-17 16:00:00,46.89,114.04,58.59,59.43,83.86,187.45,3.45,0.96,5.18,1.03,41.77,0.93,1.1,,,0.34,141.19,,0.0,24.84
2022-12-17 16:00:00,2022-12-17 17:00:00,36.84,90.44,72.12,62.39,96.81,183.76,3.05,0.99,3.55,0.96,42.91,0.96,1.12,,,0.14,27.96,,0.0,22.43
2022-12-17 17:00:00,2022-12-17 18:00:00,40.52,93.61,61.66,56.38,84.69,192.68,2.63,1.06,4.77,0.96,44.5,0.98,1.11,,,0.09,9.08,,0.0,18.02
2022-12-17 18:00:00,2022-12-17 19:00:00,69.59,323.33,63.02,57.04,86.44,176.88,2.49,1.17,4.32,1.09,44.77,1.03,1.2,,,0.06,8.26,,0.0,15.35
2022-12-17 19:00:00,2022-12-17 20:00:00,74.0,155.51,61.6,58.92,86.26,179.99,2.59,1.31,4.65,1.35,43.89,1.01,1.21,,,0.1,8.08,,0.0,13.79
2022-12-17 20:00:00,2022-12-17 21:00:00,87.34,157.35,61.47,57.29,85.3,179.25,2.42,1.13,5.71,1.59,42.76,0.98,1.18,,,0.11,7.95,,0.0,13.19
2022-12-17 21:00:00,2022-12-17 22:00:00,82.79,120.95,58.81,56.46,82.53,174.45,2.51,1.08,4.54,1.61,41.77,0.97,1.2,,,0.13,7.99,,0.0,12.89
2022-12-17 22:00:00,2022-12-17 23:00:00,71.77,77.43,56.93,54.73,80.27,175.26,2.29,1.05,5.42,1.52,40.99,0.92,1.17,,,0.11,7.89,,0.0,12.08
2022-12-17 23:00:00,2022-12-18 00:00:00,62.88,115.16,55.76,54.4,79.02,176.84,2.32,0.99,5.09,1.4,40.23,0.89,1.2,,,0.12,8.0,,0.0,11.82
2022-12-18 00:00:00,2022-12-18 01:00:00,61.29,108.09,54.3,53.05,77.2,176.0,2.06,0.94,4.54,1.27,39.22,0.86,1.19,,,0.08,7.92,,0.0,10.7
2022-12-18 01:00:00,2022-12-18 02:00:00,52.39,156.53,54.73,52.55,77.27,198.72,2.14,0.91,4.43,1.14,38.26,0.79,1.06,,,0.09,7.93,,0.0,10.11
2022-12-18 02:00:00,2022-12-18 03:00:00,53.92,138.14,53.05,51.25,75.21,200.43,1.95,0.88,5.47,1.04,37.07,0.77,1.02,,,0.11,7.91,,0.0,9.97
2022-12-18 03:00:00,2022-12-18 04:00:00,52.34,110.02,51.09,47.61,71.72,194.81,1.97,0.83,5.26,0.95,35.99,0.72,0.94,,,0.09,7.88,,0.0,9.38
2022-12-18 04:00:00,2022-12-18 05:00:00,55.06,94.41,48.46,45.2,68.3,198.3,1.69,0.78,5.27,0.87,35.0,0.7,0.91,,,0.08,7.83,,0.0,9.03
2022-12-18 05:00:00,2022-12-18 06:00:00,55.56,111.35,46.84,44.57,66.7,192.19,1.76,0.69,7.77,0.82,34.07,0.67,0.86,,,0.1,7.87,,0.0,8.73
2022-12-18 06:00:00,2022-12-18 07:00:00,61.84,131.81,46.2,44.72,66.24,180.56,1.66,0.7,5.84,0.78,33.4,0.63,0.82,,,0.11,19.19,,0.0,8.72
2022-12-18 07:00:00,2022-12-18 08:00:00,73.59,197.25,47.52,50.06,70.25,188.02,1.99,0.8,8.2,0.88,32.79,0.61,0.81,,,0.13,45.04,,0.0,10.95
2022-12-18 08:00:00,2022-12-18 09:00:00,87.85,201.72,45.09,60.85,73.67,186.58,2.11,0.86,6.14,1.08,31.77,0.6,0.82,,,0.17,62.3,,0.0,14.83
2022-12-18 09:00:00,2022-12-18 10:00:00,89.7,148.46,33.13,52.17,59.41,178.74,4.27,0.77,24.08,1.07,30.31,0.57,0.79,,,0.79,71.76,,0.0,18.5
2022-12-18 10:00:00,2022-12-18 11:00:00,67.94,91.94,23.95,47.86,49.79,151.99,4.5,0.69,34.54,0.95,26.39,0.5,0.67,,,0.87,119.42,,0.0,19.97
2022-12-18 11:00:00,2022-12-18 12:00:00,79.0,88.99,21.71,46.17,47.06,136.85,4.53,0.67,34.2,0.88,24.54,0.47,0.6,,,0.92,119.86,,0.0,21.2
2022-12-18 12:00:00,2022-12-18 13:00:00,69.34,102.74,25.9,48.16,51.42,145.59,3.94,0.66,29.08,0.85,25.89,0.53,0.68,,,0.74,189.77,,0.0,22.31
2022-12-18 13:00:00,2022-12-18 14:00:00,73.7,117.11,24.53,45.38,48.94,141.89,5.4,0.57,31.42,0.82,25.2,0.52,0.66,,,0.71,382.25,,0.0,23.06
2022-12-18 14:00:00,2022-12-18 15:00:00,72.93,98.75,21.6,44.13,45.84,133.8,4.44,0.48,27.08,0.8,26.29,0.57,0.7,,,0.87,316.25,,0.0,23.3
2022-12-18 15:00:00,2022-12-18 16:00:00,61.5,91.41,21.01,44.77,45.76,123.58,4.75,0.49,27.18,0.76,26.48,0.59,0.72,,,0.83,129.44,,0.0,22.78
2022-12-18 16:00:00,2022-12-18 17:00:00,59.16,103.3,31.01,49.65,56.48,127.31,3.36,0.54,8.28,0.77,28.02,0.64,0.76,,,0.45,29.35,,0.0,20.76
2022-12-18 17:00:00,2022-12-18 18:00:00,62.76,123.33,32.04,48.39,56.62,147.57,2.6,0.63,4.67,0.85,32.52,0.79,0.92,,,0.15,9.04,,0.0,17.34
2022-12-18 18:00:00,2022-12-18 19:00:00,83.38,155.7,31.66,46.28,55.18,150.27,2.73,0.81,5.92,1.07,33.89,0.83,0.97,,,0.07,8.29,,0.0,14.37
2022-12-18 19:00:00,2022-12-18 20:00:00,98.03,191.64,32.57,44.52,55.0,177.7,2.73,0.99,4.32,1.46,34.44,0.84,1.01,,,0.08,8.1,,0.0,13.03
2022-12-18 20:00:00,2022-12-18 21:00:00,117.02,178.75,33.84,43.37,55.48,186.35,2.54,1.18,3.77,1.75,34.59,0.84,1.05,,,0.11,8.11,,0.0,12.68
2022-12-18 21:00:00,2022-12-18 22:00:00,109.35,154.72,34.3,43.48,55.9,194.25,2.67,1.16,4.88,1.81,34.37,0.84,1.1,,,0.12,8.02,,0.0,11.95
2022-12-18 22:00:00,2022-12-18 23:00:00,97.11,129.55,35.72,43.61,57.14,188.69,2.62,1.13,3.63,1.84,34.4,0.82,1.11,,,0.08,7.95,,0.0,11.19
2022-12-18 23:00:00,2022-12-19 00:00:00,84.57,122.33,37.81,44.37,59.18,184.41,2.56,1.08,4.02,1.75,34.25,0.79,1.1,,,0.07,7.86,,0.0,10.49
2022-12-19 00:00:00,2022-12-19 01:00:00,80.67,126.93,36.98,44.0,58.36,176.39,2.52,1.03,4.25,1.58,33.89,0.75,1.04,,,0.09,7.86,,0.0,10.1
2022-12-19 01:00:00,2022-12-19 02:00:00,78.69,115.37,39.67,44.65,60.91,186.72,2.29,1.0,3.86,1.44,33.54,0.71,0.98,,,0.08,7.93,,0.0,9.72
2022-12-19 02:00:00,2022-12-19 03:00:00,76.22,120.42,40.71,45.32,62.12,186.23,2.44,0.97,3.62,1.32,33.22,0.68,0.93,,,0.09,7.88,,0.0,9.46
2022-12-19 03:00:00,2022-12-19 04:00:00,76.22,112.96,42.23,45.45,63.36,190.39,2.42,0.93,4.4,1.23,32.68,0.66,0.89,,,0.07,7.85,,0.0,9.22
2022-12-19 04:00:00,2022-12-19 05:00:00,76.28,107.25,42.2,46.09,63.71,187.37,2.36,0.9,3.4,1.13,32.2,0.64,0.86,,,0.07,7.91,,0.0,9.16
2022-12-19 05:00:00,2022-12-19 06:00:00,70.61,108.21,40.91,44.6,61.85,185.96,2.18,0.88,4.93,1.14,31.83,0.62,0.84,,,0.07,7.87,,0.0,8.86
2022-12-19 06:00:00,2022-12-19 07:00:00,78.63,105.47,37.69,42.55,58.16,172.56,2.32,0.89,5.16,1.21,31.28,0.61,0.85,,,0.07,16.52,,0.0,8.85
2022-12-19 07:00:00,2022-12-19 08:00:00,85.89,127.69,44.9,47.83,66.89,173.2,2.48,0.96,4.07,1.32,31.03,0.62,0.96,,,0.17,42.87,,0.0,10.52
2022-12-19 08:00:00,2022-12-19 09:00:00,97.84,160.71,45.01,51.56,68.83,172.13,2.63,1.01,4.39,1.47,30.66,0.61,0.94,,,0.15,63.32,,0.0,14.38
2022-12-19 09:00:00,2022-12-19 10:00:00,109.9,138.63,38.32,51.31,63.25,168.94,3.83,0.99,10.99,1.44,29.8,0.58,0.88,,,0.23,76.93,,0.0,18.46
2022-12-19 10:00:00,2022-12-19 11:00:00,101.16,130.24,28.59,48.24,53.74,161.94,5.36,0.93,23.48,1.39,29.43,0.56,0.82,,,0.42,109.84,,0.0,20.84
2022-12-19 11:00:00,2022-12-19 12:00:00,99.9,126.04,26.3,48.76,52.1,160.39,5.89,0.9,28.97,1.31,29.5,0.54,0.77,,,0.64,123.25,,0.0,22.06
2022-12-19 12:00:00,2022-12-19 13:00:00,85.02,132.7,30.18,49.81,55.91,148.43,6.82,0.9,27.01,1.22,29.37,0.55,0.76,,,0.81,213.07,,0.0,23.18
2022-12-19 13:00:00,2022-12-19 14:00:00,83.34,110.71,30.61,48.2,55.53,167.8,6.47,0.82,27.53,1.14,29.54,0.6,0.78,,,0.88,390.05,,0.0,23.88
2022-12-19 14:00:00,2022-12-19 15:00:00,79.4,108.65,48.01,56.14,73.9,153.69,3.38,0.82,8.46,1.08,28.71,0.61,0.78,,,0.35,308.51,,0.0,24.34
2022-12-19 15:00:00,2022-12-19 16:00:00,70.64,101.9,49.4,57.21,75.1,177.12,2.98,0.79,6.38,1.15,32.77,0.76,0.95,,,0.28,135.72,,0.0,23.71
2022-12-19 16:00:00,2022-12-19 17:00:00,60.47,91.82,50.32,56.62,75.72,175.62,2.73,0.8,5.95,1.12,34.52,0.81,1.0,,,0.19,30.69,,0.0,21.56
2022-12-19 17:00:00,2022-12-19 18:00:00,66.57,105.64,50.46,56.69,75.93,167.3,2.75,0.83,4.39,1.16,36.03,0.85,1.04,,,0.11,9.07,,0.0,17.93
2022-12-19 18:00:00,2022-12-19 19:00:00,71.16,107.35,46.71,54.27,71.68,155.67,2.47,0.94,5.48,1.25,37.58,0.87,1.07,,,0.1,8.3,,0.0,15.24
2022-12-19 19:00:00,2022-12-19 20:00:00,91.87,135.29,44.26,50.91,67.87,185.22,2.51,1.1,7.64,1.58,37.73,0.9,1.15,,,0.12,8.22,,0.0,14.03
2022-12-19 20:00:00,2022-12-19 21:00:00,104.63,151.66,43.38,50.05,66.72,192.51,2.5,1.33,8.28,1.92,37.45,0.89,1.15,,,0.17,8.21,,0.0,13.16
2022-12-19 21:00:00,2022-12-19 22:00:00,101.08,143.11,43.89,49.23,66.73,196.35,2.36,1.39,8.32,2.05,36.96,0.86,1.12,,,0.08,8.12,,0.0,12.22
2022-12-19 22:00:00,2022-12-19 23:00:00,95.8,172.97,44.64,48.42,66.85,184.84,2.31,1.36,7.53,2.03,36.23,0.84,1.14,,,0.07,8.02,,0.0,11.26
2022-12-19 23:00:00,2022-12-20 00:00:00,95.41,161.7,51.68,52.24,74.72,168.44,2.46,1.36,8.08,1.93,35.73,0.81,1.14,,,0.08,7.92,,0.0,10.76
2022-12-20 00:00:00,2022-12-20 01:00:00,82.14,179.32,54.06,54.58,77.79,157.4,2.6,1.31,7.82,1.77,35.04,0.76,1.06,,,0.07,7.88,,0.0,10.64
2022-12-20 01:00:00,2022-12-20 02:00:00,81.97,170.28,53.37,54.2,77.03,163.95,2.41,1.27,7.33,1.59,34.59,0.72,1.02,,,0.08,7.93,,0.0,9.99
2022-12-20 02:00:00,2022-12-20 03:00:00,81.77,172.02,55.37,53.48,78.32,174.61,2.45,1.23,8.16,1.41,34.0,0.68,0.95,,,0.08,7.93,,0.0,9.73
2022-12-20 03:00:00,2022-12-20 04:00:00,80.0,217.84,60.17,56.96,84.02,171.02,2.27,1.21,7.55,1.27,33.35,0.66,0.9,,,0.09,7.97,,0.0,9.45
2022-12-20 04:00:00,2022-12-20 05:00:00,88.23,213.19,64.22,58.15,87.97,180.41,2.39,1.2,8.15,1.18,32.68,0.63,0.86,,,0.09,7.96,,0.0,9.11
2022-12-20 05:00:00,2022-12-20 06:00:00,86.54,213.36,66.62,59.28,90.48,187.25,2.42,1.19,7.81,1.11,32.16,0.61,0.83,,,0.07,7.88,,0.0,9.01
2022-12-20 06:00:00,2022-12-20 07:00:00,78.07,206.28,72.32,61.83,96.53,176.92,2.28,1.18,7.55,1.13,31.65,0.6,0.83,,,0.12,16.41,,0.0,8.82
2022-12-20 07:00:00,2022-12-20 08:00:00,89.09,253.96,76.4,64.96,101.47,189.4,2.42,1.23,8.15,1.23,31.28,0.59,0.87,,,0.16,36.14,,0.0,11.27
2022-12-20 08:00:00,2022-12-20 09:00:00,94.86,254.01,70.09,67.66,97.68,183.92,2.92,1.23,9.4,1.37,30.56,0.6,0.88,,,0.17,48.96,,0.0,15.94
2022-12-20 09:00:00,2022-12-20 10:00:00,93.75,206.53,59.34,64.38,87.19,170.54,7.43,1.15,14.57,1.34,28.89,0.56,0.81,,,0.26,57.95,,0.0,19.81
2022-12-20 10:00:00,2022-12-20 11:00:00,81.94,160.37,58.2,61.98,85.01,174.93,10.31,1.14,18.32,1.29,31.39,0.59,0.82,,,0.3,91.0,,0.0,22.29
2022-12-20 11:00:00,2022-12-20 12:00:00,75.22,146.26,54.53,62.96,82.54,187.46,10.23,1.07,20.52,1.2,32.87,0.6,0.84,,,0.63,92.66,,0.0,23.73
2022-12-20 12:00:00,2022-12-20 13:00:00,69.6,124.28,52.3,58.64,78.48,182.05,6.75,1.01,17.71,1.06,30.74,0.59,0.8,,,0.72,181.14,,0.0,24.7
2022-12-20 13:00:00,2022-12-20 14:00:00,63.57,108.58,58.25,58.54,83.28,239.78,4.26,0.97,13.32,1.03,32.83,0.66,0.88,,,0.53,401.58,,0.0,25.3
2022-12-20 14:00:00,2022-12-20 15:00:00,54.42,86.69,72.7,64.72,98.4,244.87,3.0,0.95,10.32,0.99,34.51,0.7,0.92,,,0.4,332.17,,0.0,25.26
2022-12-20 15:00:00,2022-12-20 16:00:00,43.82,73.88,83.09,71.2,110.44,202.0,2.96,0.89,9.49,1.0,33.37,0.76,0.95,,,0.25,144.96,,0.0,24.8
2022-12-20 16:00:00,2022-12-20 17:00:00,47.76,70.48,81.67,72.57,109.33,194.36,2.64,0.88,8.78,1.01,35.23,0.81,1.0,,,0.2,29.56,,0.0,22.17
2022-12-20 17:00:00,2022-12-20 18:00:00,45.71,95.67,75.9,69.28,103.29,176.81,2.67,0.91,8.74,1.07,37.08,0.87,1.07,,,0.2,9.06,,0.0,18.31
2022-12-20 18:00:00,2022-12-20 19:00:00,53.52,96.94,67.27,65.66,94.31,166.65,2.57,0.97,8.44,1.17,37.75,0.89,1.1,,,0.09,8.4,,0.0,15.48
2022-12-20 19:00:00,2022-12-20 20:00:00,66.89,126.59,60.7,60.55,86.31,186.79,2.19,1.12,5.24,1.35,38.42,0.88,1.13,,,0.08,8.22,,0.0,13.54
2022-12-20 20:00:00,2022-12-20 21:00:00,81.21,138.28,58.36,57.94,83.04,185.72,2.3,1.27,5.6,1.66,37.82,0.88,1.15,,,0.08,8.0,,0.0,12.18
2022-12-20 21:00:00,2022-12-20 22:00:00,94.7,158.12,57.96,57.39,82.37,193.38,2.21,1.38,6.13,1.87,36.94,0.83,1.09,,,0.1,8.06,,0.0,11.93
2022-12-20 22:00:00,2022-12-20 23:00:00,86.72,159.64,58.31,56.56,82.37,206.63,2.19,1.36,5.89,1.89,36.17,0.81,1.08,,,0.07,8.01,,0.0,10.84
2022-12-20 23:00:00,2022-12-21 00:00:00,85.65,156.62,56.3,54.8,79.72,196.77,1.98,1.32,5.66,1.85,35.25,0.78,1.08,,,0.09,7.91,,0.0,10.45
2022-12-21 00:00:00,2022-12-21 01:00:00,73.8,153.17,58.28,55.52,81.72,183.05,2.04,1.26,5.65,1.73,34.59,0.73,1.01,,,0.08,7.86,,0.0,10.24
2022-12-21 01:00:00,2022-12-21 02:00:00,67.01,156.78,57.01,54.63,80.2,186.45,1.88,1.2,5.51,1.56,34.12,0.69,0.96,,,0.07,7.86,,0.0,9.84
2022-12-21 02:00:00,2022-12-21 03:00:00,60.39,142.16,54.57,53.21,77.51,182.03,1.84,1.16,6.17,1.43,33.46,0.65,0.9,,,0.07,7.91,,0.0,9.55
2022-12-21 03:00:00,2022-12-21 04:00:00,58.12,138.82,51.94,50.72,74.0,201.36,1.7,1.12,5.1,1.3,33.07,0.62,0.86,,,0.08,7.97,,0.0,9.35
2022-12-21 04:00:00,2022-12-21 05:00:00,59.43,136.48,50.9,50.07,72.88,202.35,1.81,1.1,5.33,1.19,32.51,0.6,0.82,,,0.08,7.95,,0.0,9.14
2022-12-21 05:00:00,2022-12-21 06:00:00,67.49,167.69,53.1,51.74,75.56,200.39,1.76,1.1,6.03,1.12,31.95,0.58,0.77,,,0.07,7.96,,0.0,8.8
2022-12-21 06:00:00,2022-12-21 07:00:00,75.33,176.43,56.31,52.72,78.63,197.17,2.01,1.14,5.14,1.11,31.35,0.57,0.79,,,0.07,16.17,,0.0,8.86
2022-12-21 07:00:00,2022-12-21 08:00:00,77.7,189.67,58.99,55.69,82.45,180.64,1.88,1.21,5.14,1.36,31.09,0.61,0.93,,,0.13,37.89,,0.0,11.11
2022-12-21 08:00:00,2022-12-21 09:00:00,91.8,191.48,55.46,58.39,80.94,158.59,2.45,1.21,7.28,1.5,29.9,0.59,0.91,,,0.19,54.28,,0.0,14.94
2022-12-21 09:00:00,2022-12-21 10:00:00,81.18,152.44,50.23,60.12,77.56,158.32,4.42,1.16,9.96,1.43,29.51,0.56,0.85,,,0.26,64.81,,0.0,18.89
2022-12-21 10:00:00,2022-12-21 11:00:00,83.44,146.78,44.87,57.59,71.89,170.64,6.73,1.13,19.05,1.36,30.67,0.57,0.84,,,0.32,96.35,,0.0,21.32
2022-12-21 11:00:00,2022-12-21 12:00:00,84.81,129.21,45.31,56.79,71.73,190.23,6.69,1.12,18.1,1.3,33.21,0.62,0.87,,,0.31,103.5,,0.0,22.84
2022-12-21 12:00:00,2022-12-21 13:00:00,78.04,134.42,36.31,53.92,63.06,198.06,9.02,1.05,28.1,1.24,33.51,0.59,0.84,,,0.54,122.1,,0.0,23.88
2022-12-21 13:00:00,2022-12-21 14:00:00,75.85,139.58,45.02,56.23,71.27,225.65,6.87,1.08,17.62,1.17,33.23,0.62,0.85,,,0.65,361.69,,0.0,24.74
2022-12-21 14:00:00,2022-12-21 15:00:00,70.22,118.96,46.59,55.72,72.37,247.18,5.91,1.03,16.68,1.09,32.38,0.63,0.83,,,0.68,308.05,,0.0,24.77
2022-12-21 15:00:00,2022-12-21 16:00:00,63.34,111.64,59.75,60.58,85.51,234.92,3.91,0.99,8.38,1.1,33.72,0.71,0.93,,,0.4,147.08,,0.0,24.24
2022-12-21 16:00:00,2022-12-21 17:00:00,59.02,91.54,58.88,60.84,85.23,200.84,3.5,0.94,7.78,1.1,33.87,0.75,0.95,,,0.35,30.7,,0.0,21.88
2022-12-21 17:00:00,2022-12-21 18:00:00,63.84,100.29,54.7,61.92,81.96,184.9,3.33,0.97,7.17,1.12,35.0,0.79,0.98,,,0.42,9.12,,0.0,18.97
2022-12-21 18:00:00,2022-12-21 19:00:00,66.39,102.85,47.68,57.56,74.12,171.77,3.2,1.01,5.6,1.26,35.11,0.79,0.99,,,0.24,8.5,,0.0,16.72
2022-12-21 19:00:00,2022-12-21 20:00:00,66.25,115.35,46.8,54.93,72.0,189.58,2.78,1.09,6.04,1.34,36.19,0.81,0.99,,,0.11,8.15,,0.0,14.47
2022-12-21 20:00:00,2022-12-21 21:00:00,70.13,133.15,43.34,51.03,67.2,203.35,2.83,1.16,6.01,1.56,36.65,0.8,1.02,,,0.18,8.22,,0.0,13.59
2022-12-21 21:00:00,2022-12-21 22:00:00,79.11,127.05,42.02,49.44,65.24,211.81,2.63,1.25,5.08,1.69,36.05,0.79,1.03,,,0.11,8.21,,0.0,12.3
2022-12-21 22:00:00,2022-12-21 23:00:00,83.1,133.55,42.49,47.41,64.64,222.8,2.33,1.3,4.21,1.79,35.4,0.78,1.03,,,0.07,8.09,,0.0,11.31
2022-12-21 23:00:00,2022-12-22 00:00:00,76.94,145.57,45.41,49.21,67.99,226.15,2.36,1.31,5.09,1.77,34.53,0.74,1.0,,,0.08,8.02,,0.0,10.79
2022-12-22 00:00:00,2022-12-22 01:00:00,75.73,152.69,51.89,52.03,74.71,209.31,2.48,1.24,5.07,1.69,33.63,0.7,0.94,,,0.09,7.93,,0.0,10.81
2022-12-22 01:00:00,2022-12-22 02:00:00,74.82,150.65,51.14,52.67,74.41,213.25,2.42,1.17,5.37,1.56,33.29,0.68,0.92,,,0.08,8.02,,0.0,10.47
2022-12-22 02:00:00,2022-12-22 03:00:00,69.48,144.05,49.12,51.14,71.95,208.05,2.33,1.13,5.53,1.4,32.75,0.64,0.88,,,0.07,7.94,,0.0,9.73
2022-12-22 03:00:00,2022-12-22 04:00:00,67.87,132.03,47.78,50.35,70.48,208.11,2.37,1.06,5.43,1.25,32.17,0.6,0.82,,,0.1,7.95,,0.0,9.74
2022-12-22 04:00:00,2022-12-22 05:00:00,64.08,120.4,45.84,48.27,67.78,215.09,1.94,1.06,4.33,1.18,31.95,0.58,0.79,,,0.06,7.99,,0.0,9.49
2022-12-22 05:00:00,2022-12-22 06:00:00,66.77,117.0,46.48,47.66,68.03,212.38,2.06,1.08,4.23,1.17,31.31,0.57,0.78,,,0.06,7.96,,0.0,9.14
2022-12-22 06:00:00,2022-12-22 07:00:00,75.11,144.34,54.92,52.15,77.23,209.62,2.17,1.19,5.13,1.26,30.87,0.56,0.78,,,0.05,14.35,,0.0,9.41
2022-12-22 07:00:00,2022-12-22 08:00:00,80.36,150.14,57.89,54.75,81.09,214.49,2.27,1.35,5.89,1.57,30.69,0.59,0.91,,,0.1,37.48,,0.0,11.03
2022-12-22 08:00:00,2022-12-22 09:00:00,103.5,182.77,57.36,59.09,82.85,198.4,3.32,1.43,5.99,1.86,29.76,0.58,0.9,,,0.17,58.7,,0.0,14.72
2022-12-22 09:00:00,2022-12-22 10:00:00,109.93,176.25,51.5,60.99,79.01,191.58,7.09,1.43,11.34,1.93,29.2,0.56,0.85,,,0.25,68.15,,0.0,19.21
2022-12-22 10:00:00,2022-12-22 11:00:00,112.18,151.11,41.58,56.12,68.47,189.63,8.25,1.35,20.38,1.86,29.45,0.55,0.81,,,0.35,96.5,,0.0,21.26
2022-12-22 11:00:00,2022-12-22 12:00:00,106.16,144.55,37.18,57.64,65.59,198.97,8.89,1.26,24.98,1.68,30.44,0.54,0.78,,,0.48,111.14,,0.0,22.67
2022-12-22 12:00:00,2022-12-22 13:00:00,,,4.08,37.77,28.06,161.43,13.18,0.85,55.97,1.25,21.9,0.37,0.52,,,0.85,187.88,,0.0,23.75
2022-12-22 13:00:00,2022-12-22 14:00:00,7.0,20.0,2.7,33.77,25.11,108.86,8.2,0.74,33.92,0.6,4.29,0.1,0.11,,,0.79,381.37,,0.0,24.45
2022-12-22 14:00:00,2022-12-22 15:00:00,17.72,52.7,6.38,35.74,28.95,137.55,4.92,0.67,29.24,0.55,7.43,0.16,0.2,,,0.46,307.15,,0.0,24.93
2022-12-22 15:00:00,2022-12-22 16:00:00,27.0,64.42,0.28,22.89,17.55,119.08,8.88,0.46,78.84,0.42,6.75,0.11,0.15,0.02,,0.44,167.88,,0.0,24.52
2022-12-22 16:00:00,2022-12-22 17:00:00,28.27,56.69,18.12,72.6,58.45,60.22,4.72,0.49,26.74,0.23,1.34,0.04,0.04,0.01,,0.13,28.91,,0.0,22.13
2022-12-22 17:00:00,2022-12-22 18:00:00,36.7,77.74,20.23,70.05,58.2,70.28,1.46,0.64,5.65,0.59,4.28,0.08,0.1,,,0.13,9.34,,0.0,17.48
