From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),AT (degree C),RF (mm)
2019-12-02 10:00:00,2019-12-02 11:00:00,79.51,159.6,17.03,37.24,54.27,9.24,16.68,0.66,24.33,3.98,,2.24,6.71,61.0,24.9,232.55,499.14,,,,28.51,
2019-12-02 11:00:00,2019-12-02 12:00:00,64.6,130.43,12.96,38.86,51.83,8.83,19.45,0.68,34.19,3.01,,6.34,9.02,58.45,25.15,233.53,555.46,,,,29.39,
2019-12-02 12:00:00,2019-12-02 13:00:00,55.13,144.75,10.18,32.64,42.83,7.48,33.46,0.64,47.44,4.75,,11.83,12.2,57.36,24.65,231.49,483.64,,,,29.66,
2019-12-02 13:00:00,2019-12-02 14:00:00,43.13,100.75,17.0,22.61,39.61,15.27,33.12,0.51,75.82,3.5,,7.21,10.96,53.6,25.01,232.88,223.6,,,,30.84,
2019-12-02 14:00:00,2019-12-02 15:00:00,35.49,76.67,9.29,25.84,35.14,15.22,24.07,0.63,89.86,2.83,,5.48,5.65,59.79,25.95,109.78,65.83,,,,30.76,
2019-12-02 15:00:00,2019-12-02 16:00:00,50.4,122.58,6.27,23.93,30.21,16.63,36.6,0.61,116.19,3.71,,6.01,7.36,63.87,25.87,53.68,44.02,,,,29.49,
2019-12-02 16:00:00,2019-12-02 17:00:00,59.55,129.47,3.13,22.41,25.55,14.29,32.9,0.65,152.01,3.77,,3.72,14.05,68.78,26.01,180.55,21.63,,,,28.48,
2019-12-02 17:00:00,2019-12-02 18:00:00,66.32,122.1,2.27,21.13,23.41,9.08,27.64,0.58,124.77,4.88,,42.2,48.65,70.13,25.88,108.41,4.53,,,,28.16,
2019-12-02 18:00:00,2019-12-02 19:00:00,57.3,111.0,3.23,25.35,28.59,7.83,22.81,0.58,64.08,11.28,,45.14,45.71,76.25,25.96,53.21,,,,,27.51,
2019-12-02 19:00:00,2019-12-02 20:00:00,59.93,111.38,8.26,42.87,51.15,7.14,22.2,0.64,44.39,7.65,,30.82,29.92,77.84,25.9,53.62,,,,,27.26,
2019-12-02 20:00:00,2019-12-02 21:00:00,65.31,115.4,2.34,19.79,22.14,6.8,28.44,0.62,25.3,1.28,,23.57,21.63,77.11,25.78,52.61,,,,,27.21,
2019-12-02 21:00:00,2019-12-02 22:00:00,66.53,107.25,1.06,8.87,9.92,6.97,34.28,0.58,8.98,2.93,,17.43,16.09,80.83,25.88,179.34,,,,,26.89,
2019-12-02 22:00:00,2019-12-02 23:00:00,65.98,98.45,2.38,11.57,13.96,5.65,36.33,0.62,4.4,2.82,,11.34,10.84,80.71,25.85,108.38,,,,,26.69,
2019-12-02 23:00:00,2019-12-03 00:00:00,77.92,107.22,5.25,33.29,38.55,4.67,38.55,0.8,3.47,3.21,,4.93,12.79,81.51,25.75,178.94,,,,,26.38,
2019-12-03 00:00:00,2019-12-03 01:00:00,83.15,147.0,5.76,30.94,36.69,5.37,38.83,0.66,3.69,3.06,,10.96,12.21,84.43,25.14,231.7,,,,,26.31,
2019-12-03 01:00:00,2019-12-03 02:00:00,82.6,147.3,2.42,28.82,31.24,6.21,29.66,0.67,8.56,11.24,,8.11,9.63,83.31,24.85,231.04,,,,,26.23,
2019-12-03 02:00:00,2019-12-03 03:00:00,72.51,115.35,2.24,27.36,29.6,6.02,31.01,0.58,6.39,20.43,,7.36,11.94,78.5,24.79,230.75,,,,,26.09,
2019-12-03 03:00:00,2019-12-03 04:00:00,55.11,126.6,2.95,25.41,28.37,4.94,32.25,0.49,4.95,13.81,,6.21,9.59,74.23,24.36,229.41,,,,,25.97,
2019-12-03 04:00:00,2019-12-03 05:00:00,33.53,58.88,3.4,21.18,24.57,4.67,36.5,0.41,3.75,9.91,,5.02,6.26,71.98,24.36,228.94,,,,,26.13,
2019-12-03 05:00:00,2019-12-03 06:00:00,28.39,44.4,2.55,15.11,17.66,4.66,42.66,0.34,2.53,6.91,,4.61,6.54,71.58,23.65,225.99,,,,,25.88,
2019-12-03 06:00:00,2019-12-03 07:00:00,15.68,37.0,3.47,15.79,19.26,3.89,44.27,0.35,2.4,4.7,,4.55,8.16,75.35,23.66,225.58,,,,,25.6,
2019-12-03 07:00:00,2019-12-03 08:00:00,25.3,37.23,9.58,15.52,25.1,3.31,45.74,0.34,2.9,6.19,,2.15,4.72,70.58,23.64,226.14,44.3,,,,26.06,
2019-12-03 08:00:00,2019-12-03 09:00:00,25.91,39.2,14.07,19.04,33.1,2.43,37.04,0.35,7.96,5.39,,2.28,6.11,66.42,24.17,228.89,196.53,,,,26.88,
2019-12-03 09:00:00,2019-12-03 10:00:00,21.68,31.9,16.32,22.05,38.38,2.38,25.07,0.41,12.58,2.81,,2.37,5.66,65.26,24.59,231.17,376.87,,,,27.62,
2019-12-03 10:00:00,2019-12-03 11:00:00,31.0,58.0,19.07,27.68,46.76,2.13,22.0,0.48,17.48,2.37,,1.84,3.62,62.94,25.4,234.48,426.78,,,,28.19,
2019-12-03 11:00:00,2019-12-03 12:00:00,,,12.91,23.34,36.24,2.86,7.69,0.39,31.48,3.11,,1.94,5.12,61.55,24.4,229.89,545.2,,,,28.38,
2019-12-03 12:00:00,2019-12-03 13:00:00,,,3.54,7.62,11.16,3.17,,0.32,44.86,4.79,,1.94,5.06,61.35,23.8,227.24,507.13,,,,28.56,
2019-12-03 13:00:00,2019-12-03 14:00:00,13.0,,4.91,7.48,12.4,3.64,,0.34,44.96,2.55,,2.18,4.57,62.89,24.27,228.99,294.22,,,,28.66,
2019-12-03 14:00:00,2019-12-03 15:00:00,13.77,18.95,3.29,8.79,12.07,3.28,,0.39,56.51,1.71,,0.54,2.43,60.35,25.31,233.18,138.33,,,,29.34,
2019-12-03 15:00:00,2019-12-03 16:00:00,18.0,42.3,7.68,8.38,16.06,3.84,,0.37,45.87,2.34,,1.39,4.53,61.48,25.6,234.26,62.78,,,,29.81,
2019-12-03 16:00:00,2019-12-03 17:00:00,18.46,33.7,5.25,7.43,12.68,5.68,,0.37,42.43,1.15,,0.79,4.16,65.94,25.64,234.39,10.66,,,,29.15,
2019-12-03 17:00:00,2019-12-03 18:00:00,21.93,32.7,1.87,15.95,17.83,5.94,11.32,0.42,32.66,1.41,,0.25,4.33,70.35,25.75,234.33,,,,,27.96,
2019-12-03 18:00:00,2019-12-03 19:00:00,25.13,55.6,4.9,16.04,20.94,9.14,22.6,0.5,26.39,1.65,,3.95,6.42,73.59,25.8,234.48,,,,,27.36,
2019-12-03 19:00:00,2019-12-03 20:00:00,15.31,38.85,2.13,13.79,15.93,9.59,21.73,0.51,22.66,1.02,,1.7,9.41,74.66,25.73,234.51,,,,,27.26,
2019-12-03 20:00:00,2019-12-03 21:00:00,17.47,36.7,0.75,11.58,12.33,3.49,8.11,0.42,26.9,1.73,,5.22,11.33,75.91,25.9,234.77,,,,,27.02,
2019-12-03 21:00:00,2019-12-03 22:00:00,21.25,34.27,1.77,11.6,13.37,3.3,10.55,0.45,28.34,1.9,,10.79,14.89,76.47,25.77,234.42,,,,,26.81,
2019-12-03 22:00:00,2019-12-03 23:00:00,27.69,50.75,3.25,14.66,17.92,4.71,10.91,0.46,39.25,1.86,,7.8,11.92,75.96,25.88,235.49,,,,,26.8,
2019-12-03 23:00:00,2019-12-04 00:00:00,27.38,60.07,3.42,15.88,19.3,6.89,11.44,0.49,48.37,1.87,,12.45,13.15,79.76,25.82,126.77,,,,,26.61,
2019-12-04 00:00:00,2019-12-04 01:00:00,35.92,62.3,2.38,24.36,26.74,7.19,12.96,0.61,33.66,1.9,,11.3,4.16,76.02,25.81,54.84,,,,,26.56,
2019-12-04 01:00:00,2019-12-04 02:00:00,41.77,74.83,2.84,29.26,32.1,6.39,5.67,0.66,22.25,2.24,,4.78,8.89,75.44,25.8,180.01,,,,,26.42,
2019-12-04 02:00:00,2019-12-04 03:00:00,48.15,86.72,5.48,39.99,45.49,5.37,5.02,0.7,6.9,1.54,,8.73,13.79,74.67,25.66,234.2,,,,,26.41,
2019-12-04 03:00:00,2019-12-04 04:00:00,60.62,109.65,14.61,39.42,54.03,5.25,10.89,0.86,3.75,0.62,,7.33,13.34,77.36,25.66,233.43,,,,,26.04,
2019-12-04 04:00:00,2019-12-04 05:00:00,63.53,133.67,23.96,31.96,55.91,4.92,15.89,0.82,4.13,1.68,,7.02,10.58,75.74,24.77,230.82,,,,,25.94,
2019-12-04 05:00:00,2019-12-04 06:00:00,57.11,174.07,10.58,25.91,36.49,6.94,32.75,0.59,5.54,3.84,,6.52,7.74,69.52,24.49,229.5,,,,,26.09,
2019-12-04 06:00:00,2019-12-04 07:00:00,36.0,98.75,15.95,15.89,31.84,7.79,44.15,0.53,7.73,3.12,,4.24,8.4,68.47,24.42,229.0,,,,,26.1,
2019-12-04 07:00:00,2019-12-04 08:00:00,34.6,70.1,16.25,21.87,38.11,11.42,65.04,0.56,9.02,3.83,,4.1,8.35,66.64,24.16,228.63,15.49,,,,26.29,
2019-12-04 08:00:00,2019-12-04 09:00:00,28.71,60.58,18.73,25.72,44.47,12.42,66.57,0.54,12.71,2.83,,5.71,9.87,65.84,24.23,229.3,163.16,,,,26.64,
2019-12-04 09:00:00,2019-12-04 10:00:00,41.73,84.88,18.06,29.64,47.7,8.45,30.05,0.21,18.28,2.06,,2.69,5.05,64.37,25.93,144.59,326.89,,,,27.25,
2019-12-04 10:00:00,2019-12-04 11:00:00,61.85,143.65,6.42,18.31,24.73,6.12,14.11,,35.45,1.59,,1.2,2.16,63.73,25.48,160.21,364.57,,,,27.49,
2019-12-04 11:00:00,2019-12-04 12:00:00,59.29,125.92,3.54,14.27,17.8,5.28,16.02,0.43,,1.63,,1.0,4.99,61.07,23.72,226.65,558.82,,,,28.58,
2019-12-04 12:00:00,2019-12-04 13:00:00,50.15,52.5,1.33,9.17,10.49,4.39,16.7,0.46,27.86,2.54,,1.86,3.55,60.63,23.7,226.12,457.34,,,,29.09,
2019-12-04 13:00:00,2019-12-04 14:00:00,49.45,69.44,1.38,7.59,8.97,5.83,34.53,0.5,142.23,2.67,,1.41,4.72,59.67,24.64,230.66,260.33,,,,29.54,
2019-12-04 14:00:00,2019-12-04 15:00:00,42.24,52.42,1.81,7.06,8.87,6.25,40.37,0.49,,2.38,,1.2,6.99,57.2,25.24,233.16,107.85,,,,30.32,
2019-12-04 15:00:00,2019-12-04 16:00:00,50.24,72.17,7.88,16.63,24.5,9.4,48.41,0.58,,2.05,,1.37,3.97,61.47,25.59,234.05,55.62,,,,30.27,
2019-12-04 16:00:00,2019-12-04 17:00:00,56.69,98.4,2.83,17.31,20.16,9.89,43.28,0.54,,2.84,,1.21,3.23,65.66,25.93,144.34,20.55,,,,29.12,
2019-12-04 17:00:00,2019-12-04 18:00:00,57.18,95.36,2.43,19.41,21.85,9.06,31.54,0.58,,2.52,,1.13,4.45,71.13,25.92,180.17,,,,,27.91,
2019-12-04 18:00:00,2019-12-04 19:00:00,71.02,146.07,0.6,15.82,16.42,6.6,8.32,0.52,,2.42,,2.34,4.65,72.55,25.9,108.35,,,,,27.51,
2019-12-04 19:00:00,2019-12-04 20:00:00,77.64,130.88,0.69,8.43,9.13,4.14,2.47,0.41,,1.97,,3.39,3.24,76.12,25.93,180.82,,,,,27.4,
2019-12-04 20:00:00,2019-12-04 21:00:00,68.78,147.88,0.58,7.54,8.12,2.93,3.69,0.42,,0.6,,1.38,2.31,77.93,25.98,108.6,,,,,27.25,
2019-12-04 21:00:00,2019-12-04 22:00:00,133.13,914.73,1.34,6.22,7.56,4.32,29.49,0.42,,1.02,,1.03,3.49,77.36,25.81,180.9,,,,,27.19,
2019-12-04 22:00:00,2019-12-04 23:00:00,43.89,48.38,0.74,8.05,8.71,5.89,49.12,0.46,,0.67,,2.27,3.95,76.6,25.6,234.01,,,,,27.23,
2019-12-04 23:00:00,2019-12-05 00:00:00,27.92,53.23,0.55,8.0,8.49,5.81,49.65,0.41,,1.35,,2.29,5.98,75.98,25.57,234.01,,,,,27.2,
2019-12-05 00:00:00,2019-12-05 01:00:00,33.47,55.6,0.85,5.9,6.73,5.45,48.77,0.37,17.47,1.65,,1.54,3.49,75.85,25.62,234.05,,,,,27.13,
2019-12-05 01:00:00,2019-12-05 02:00:00,37.09,52.45,1.43,3.75,5.18,4.92,28.57,0.34,48.56,3.13,,0.15,6.74,81.26,25.58,234.12,,,,,26.73,
2019-12-05 02:00:00,2019-12-05 03:00:00,42.07,57.17,0.79,2.06,2.83,4.59,11.03,0.25,57.23,1.51,,1.22,5.17,82.82,25.63,234.21,,,,,26.08,
2019-12-05 03:00:00,2019-12-05 04:00:00,36.53,46.22,0.58,1.91,2.5,4.2,11.88,0.25,48.03,1.88,,0.3,4.26,81.81,25.61,234.14,,,,,25.99,
2019-12-05 04:00:00,2019-12-05 05:00:00,34.31,37.38,0.8,2.95,3.75,3.96,13.37,0.23,36.2,1.26,,2.02,3.21,82.24,25.6,234.13,,,,,25.92,
2019-12-05 05:00:00,2019-12-05 06:00:00,34.42,41.55,1.02,4.62,5.64,4.59,26.61,0.29,15.27,1.16,,0.52,3.3,85.34,25.84,108.34,,,,,25.37,
2019-12-05 06:00:00,2019-12-05 07:00:00,26.78,36.29,1.42,6.26,7.69,4.67,45.9,0.36,8.93,2.12,,1.52,6.22,87.83,25.86,53.65,,,,,24.94,
2019-12-05 07:00:00,2019-12-05 08:00:00,31.47,40.3,3.33,21.2,24.54,3.4,45.72,0.47,6.38,0.82,,0.38,3.42,87.93,25.54,51.38,,,,,25.12,
2019-12-05 08:00:00,2019-12-05 09:00:00,35.55,45.48,11.99,33.57,45.56,2.95,45.73,0.69,4.68,1.56,,1.42,3.78,84.39,25.96,53.37,35.53,,,,26.0,
2019-12-05 09:00:00,2019-12-05 10:00:00,46.95,65.57,13.84,32.09,45.96,3.74,36.05,0.62,9.8,1.35,,4.3,5.3,79.58,25.59,222.22,129.47,,,,26.81,
2019-12-05 10:00:00,2019-12-05 11:00:00,65.95,100.12,14.13,41.67,55.8,1.44,9.77,0.64,20.67,2.36,,1.05,4.74,72.45,25.98,107.72,174.2,,,,27.46,
2019-12-05 11:00:00,2019-12-05 12:00:00,86.77,151.2,0.01,,0.0,,3.97,0.62,26.65,3.32,,0.86,3.49,66.71,26.23,54.65,174.98,,,,27.89,
2019-12-05 12:00:00,2019-12-05 13:00:00,103.29,152.32,,0.76,0.66,,15.01,0.54,26.55,3.88,,1.26,5.53,62.03,25.75,180.91,171.99,,,,28.25,
2019-12-05 13:00:00,2019-12-05 14:00:00,90.11,144.23,,,,,38.65,0.69,18.12,3.71,,2.69,6.96,58.67,25.48,234.16,192.5,,,,28.79,
2019-12-05 14:00:00,2019-12-05 15:00:00,68.22,147.53,,,,,52.95,0.72,31.87,3.74,,2.06,4.27,55.19,25.46,234.23,111.57,,,,29.49,
2019-12-05 15:00:00,2019-12-05 16:00:00,65.4,153.63,,,,,39.58,0.66,62.72,3.6,,3.12,7.43,54.08,26.04,107.88,75.65,,,,29.8,
2019-12-05 16:00:00,2019-12-05 17:00:00,76.58,152.9,,,,,34.18,0.73,47.21,1.67,,2.17,5.16,58.95,25.88,163.04,21.74,,,,29.56,
2019-12-05 17:00:00,2019-12-05 18:00:00,99.42,189.3,,,,,29.42,0.81,26.38,2.9,,2.38,4.34,70.96,25.7,234.76,,,,,28.32,
2019-12-05 18:00:00,2019-12-05 19:00:00,114.27,201.22,,,,,12.45,0.28,9.08,2.68,,1.67,3.9,61.66,25.93,107.45,,,,,28.64,
2019-12-05 19:00:00,2019-12-05 20:00:00,95.25,205.8,,,,,13.94,0.18,9.38,3.6,,4.45,7.91,68.36,25.98,181.09,,,,,27.99,
2019-12-05 20:00:00,2019-12-05 21:00:00,102.31,225.82,,,,,7.5,0.21,9.29,1.66,,5.11,7.73,70.59,25.84,235.4,,,,,27.58,
2019-12-05 21:00:00,2019-12-05 22:00:00,102.75,197.82,,,,,10.07,0.49,5.78,2.33,,4.39,7.07,64.17,25.63,234.47,,,,,27.69,
2019-12-05 22:00:00,2019-12-05 23:00:00,94.13,169.0,,,,,19.06,0.04,6.85,3.54,,5.27,7.46,70.36,25.58,234.08,,,,,27.22,
2019-12-05 23:00:00,2019-12-06 00:00:00,84.95,132.0,,,,,21.73,0.0,7.55,4.37,,0.12,6.49,71.52,25.63,234.49,,,,,26.87,
2019-12-06 00:00:00,2019-12-06 01:00:00,91.71,145.7,,,,,19.45,0.0,6.83,4.2,,3.78,8.54,71.89,25.64,233.77,,,,,26.68,
2019-12-06 01:00:00,2019-12-06 02:00:00,102.07,154.68,,,,,19.56,0.0,6.3,4.6,,4.46,9.34,71.35,25.62,234.37,,,,,26.74,
2019-12-06 02:00:00,2019-12-06 03:00:00,108.31,163.0,,,,,9.19,0.0,14.87,4.05,,2.42,6.82,71.0,25.52,233.9,,,,,26.76,
2019-12-06 03:00:00,2019-12-06 04:00:00,111.71,163.82,,,,,11.21,0.0,9.32,3.73,,3.21,6.52,73.75,25.57,234.14,,,,,26.22,
2019-12-06 04:00:00,2019-12-06 05:00:00,121.16,173.85,,,,,11.37,0.0,9.83,3.41,,2.95,8.09,73.5,25.98,108.26,,,,,26.01,
2019-12-06 05:00:00,2019-12-06 06:00:00,120.47,170.95,,,,,11.9,0.0,7.86,3.32,,3.53,7.73,72.85,25.8,180.89,,,,,25.88,
2019-12-06 06:00:00,2019-12-06 07:00:00,109.98,156.57,,,,,16.64,0.0,5.17,3.61,,2.54,7.32,73.18,25.99,108.19,,,,,25.59,
2019-12-06 07:00:00,2019-12-06 08:00:00,98.68,139.0,,,,,19.6,0.0,6.75,4.17,,3.29,6.98,70.1,25.76,180.68,35.72,,,,25.95,
2019-12-06 08:00:00,2019-12-06 09:00:00,96.84,139.38,,,,,22.91,0.0,13.04,3.54,,1.26,4.46,65.89,25.6,234.38,141.47,,,,26.85,
2019-12-06 09:00:00,2019-12-06 10:00:00,95.53,145.7,,,,,19.63,0.0,20.82,3.6,,2.31,6.62,61.95,25.13,232.78,311.2,,,,27.66,
2019-12-06 10:00:00,2019-12-06 11:00:00,95.69,162.8,,,,,4.04,0.0,39.37,3.29,,0.16,3.76,59.3,26.48,116.37,404.86,,,,27.98,
2019-12-06 11:00:00,2019-12-06 12:00:00,107.2,184.4,20.58,28.42,49.0,18.75,17.45,0.0,58.21,2.12,,1.57,3.57,52.53,25.79,181.32,466.12,,,,28.86,
2019-12-06 12:00:00,2019-12-06 13:00:00,90.91,177.3,12.68,30.09,42.77,13.7,29.34,0.62,104.97,2.5,,0.13,2.57,48.9,25.01,232.72,438.22,,,,29.61,
2019-12-06 13:00:00,2019-12-06 14:00:00,85.16,180.3,6.54,25.48,32.01,11.95,21.41,0.51,110.37,,,,,45.0,26.18,108.39,196.94,,,,30.07,
2019-12-06 14:00:00,2019-12-06 15:00:00,84.29,168.25,6.49,20.2,26.69,16.6,30.69,0.42,113.79,,,,,43.33,25.69,180.6,116.34,,,,30.42,
2019-12-06 15:00:00,2019-12-06 16:00:00,74.84,123.35,4.4,17.76,22.16,19.91,35.1,0.52,138.29,,,,,53.24,25.75,235.29,64.98,,,,30.0,
2019-12-06 16:00:00,2019-12-06 17:00:00,75.87,138.0,4.1,17.08,21.18,18.1,28.63,0.56,108.92,,,,,63.17,25.96,236.24,19.07,,,,28.79,
2019-12-06 17:00:00,2019-12-06 18:00:00,84.73,173.75,3.49,18.51,22.0,13.29,21.92,0.56,108.34,,,,,69.17,25.75,106.84,0.8,,,,27.52,
2019-12-06 18:00:00,2019-12-06 19:00:00,80.53,159.07,3.91,26.59,30.5,10.12,16.41,0.6,118.28,,,,,72.97,25.65,51.97,,,,,27.16,
2019-12-06 19:00:00,2019-12-06 20:00:00,90.99,157.07,2.22,23.38,25.6,8.09,13.64,0.67,85.21,,,,,73.85,25.91,53.17,,,,,27.2,
2019-12-06 20:00:00,2019-12-06 21:00:00,74.38,120.92,1.52,22.31,23.83,7.77,9.13,0.62,71.27,22.89,,18.27,26.67,63.87,25.59,51.9,,,,,27.41,
2019-12-06 21:00:00,2019-12-06 22:00:00,71.0,120.38,2.56,31.16,33.72,5.89,7.33,0.71,43.28,11.42,,6.29,6.96,61.51,25.76,52.81,,,,,26.98,
2019-12-06 22:00:00,2019-12-06 23:00:00,67.73,123.75,14.62,29.67,44.31,6.12,9.95,0.66,20.16,7.53,,23.4,23.78,56.78,25.95,53.83,,,,,26.47,
2019-12-06 23:00:00,2019-12-07 00:00:00,51.4,110.12,34.71,42.06,76.76,3.95,10.68,0.65,12.14,7.89,,15.86,31.07,62.07,26.14,54.98,,,,,26.12,
2019-12-07 00:00:00,2019-12-07 01:00:00,60.27,125.37,61.34,38.27,99.6,2.91,10.57,0.72,6.08,10.24,,18.97,40.23,63.83,25.75,181.15,,,,,25.48,
2019-12-07 01:00:00,2019-12-07 02:00:00,66.53,140.3,63.77,41.23,105.0,3.6,12.9,0.86,6.49,12.28,,20.68,48.07,58.92,25.94,107.43,,,,,25.36,
2019-12-07 02:00:00,2019-12-07 03:00:00,65.74,133.28,21.38,40.45,61.84,5.69,10.41,0.58,14.4,9.37,,20.85,47.47,65.13,25.71,180.93,,,,,25.32,
2019-12-07 03:00:00,2019-12-07 04:00:00,76.56,152.81,35.62,46.22,81.84,5.08,10.35,0.68,5.69,14.56,,12.45,23.09,68.42,25.59,234.45,,,,,24.87,
2019-12-07 04:00:00,2019-12-07 05:00:00,85.95,195.05,23.04,50.15,73.18,5.2,8.6,0.65,9.46,17.83,,22.93,40.22,67.37,25.94,108.38,,,,,24.8,
2019-12-07 05:00:00,2019-12-07 06:00:00,90.21,157.75,21.69,52.68,74.38,4.57,8.93,0.63,8.77,16.39,,20.61,44.77,65.72,25.74,180.98,,,,,24.85,
2019-12-07 06:00:00,2019-12-07 07:00:00,86.31,131.08,48.38,48.43,96.81,4.28,14.75,0.71,6.55,15.5,,22.73,31.55,69.67,25.91,108.34,,,,,24.3,
2019-12-07 07:00:00,2019-12-07 08:00:00,87.22,131.7,34.55,57.42,91.96,4.13,15.78,0.66,8.19,16.03,,13.07,45.89,69.01,26.55,56.14,11.65,,,,24.63,
2019-12-07 08:00:00,2019-12-07 09:00:00,80.78,126.99,40.11,59.62,99.73,4.62,28.45,0.5,30.69,22.48,,12.27,24.93,59.52,25.99,144.47,139.59,,,,25.63,
2019-12-07 09:00:00,2019-12-07 10:00:00,68.07,116.0,14.88,39.99,54.88,4.92,19.49,0.45,56.8,26.34,,10.94,28.21,53.83,24.27,229.07,330.35,,,,26.03,
2019-12-07 10:00:00,2019-12-07 11:00:00,65.06,131.0,14.67,42.74,57.4,5.7,12.98,0.46,74.27,18.62,,0.02,31.96,53.32,24.49,230.47,456.04,,,,26.89,
2019-12-07 11:00:00,2019-12-07 12:00:00,75.53,166.6,7.58,35.5,43.08,5.61,10.85,0.46,100.62,10.81,,6.83,10.1,50.64,24.91,232.03,526.02,,,,28.01,
2019-12-07 12:00:00,2019-12-07 13:00:00,73.93,154.9,8.24,39.29,47.55,7.01,20.74,0.54,116.26,10.15,,14.05,20.53,46.88,25.89,107.49,470.73,,,,29.06,
2019-12-07 13:00:00,2019-12-07 14:00:00,79.93,217.98,6.32,35.48,41.72,5.65,15.53,0.34,141.58,9.49,,4.13,19.79,44.11,25.37,179.69,236.39,,,,29.63,
2019-12-07 14:00:00,2019-12-07 15:00:00,83.44,269.07,,,,,11.17,0.4,155.9,8.5,,9.97,20.72,46.58,24.98,232.17,80.54,,,,29.26,
2019-12-07 15:00:00,2019-12-07 16:00:00,75.0,172.97,,,,,26.73,0.53,172.07,5.6,,6.95,4.89,51.44,25.69,234.77,58.12,,,,29.25,
2019-12-07 16:00:00,2019-12-07 17:00:00,75.95,150.5,,,,,30.95,0.68,,7.74,,6.69,5.17,59.81,25.91,125.41,23.91,,,,27.92,
2019-12-07 17:00:00,2019-12-07 18:00:00,78.47,169.3,,,,,29.41,0.56,137.49,5.78,,10.67,5.15,66.75,25.89,219.41,,,,,27.02,
2019-12-07 18:00:00,2019-12-07 19:00:00,65.0,125.68,,,,,20.02,0.54,118.45,6.73,,7.23,10.4,72.21,26.0,235.51,,,,,26.31,
2019-12-07 19:00:00,2019-12-07 20:00:00,68.96,113.03,2.63,17.23,19.85,23.6,5.63,0.63,138.72,5.6,,6.13,12.75,73.46,25.69,105.88,,,,,26.18,
2019-12-07 20:00:00,2019-12-07 21:00:00,86.89,146.75,1.73,17.89,19.62,11.81,3.56,0.59,128.63,2.47,,4.88,14.01,72.25,25.62,51.7,,,,,26.13,
2019-12-07 21:00:00,2019-12-07 22:00:00,70.47,120.62,2.19,23.47,25.66,8.73,4.23,0.62,96.33,3.73,,2.23,16.36,68.31,25.8,52.65,,,,,25.91,
2019-12-07 22:00:00,2019-12-07 23:00:00,75.02,131.3,14.63,61.25,75.89,8.18,15.0,0.84,23.34,5.25,,6.42,6.95,65.81,25.99,53.54,,,,,25.78,
2019-12-07 23:00:00,2019-12-08 00:00:00,88.18,175.6,50.84,85.24,136.09,9.86,35.7,0.75,7.06,12.38,,11.36,24.26,66.0,26.0,53.45,,,,,25.7,
2019-12-08 00:00:00,2019-12-08 01:00:00,100.32,219.18,26.31,74.2,100.5,10.78,45.45,0.71,16.02,17.06,,13.67,39.13,67.71,25.73,180.6,,,,,25.5,
2019-12-08 01:00:00,2019-12-08 02:00:00,102.0,207.6,10.76,65.75,76.52,11.01,42.14,0.55,13.09,16.71,,9.05,41.03,72.78,25.95,107.87,,,,,25.07,
2019-12-08 02:00:00,2019-12-08 03:00:00,103.4,191.23,11.96,71.2,83.18,10.79,31.53,0.67,12.4,15.91,,28.75,42.86,71.96,25.63,180.34,,,,,25.14,
2019-12-08 03:00:00,2019-12-08 04:00:00,110.84,192.34,10.66,63.59,74.24,7.53,10.87,0.87,11.75,15.83,,20.97,42.72,70.57,25.99,144.72,,,,,24.73,
2019-12-08 04:00:00,2019-12-08 05:00:00,110.16,177.7,13.95,60.91,74.87,5.99,10.16,0.83,12.48,12.77,,22.26,7.55,71.81,25.8,143.91,,,,,24.43,
2019-12-08 05:00:00,2019-12-08 06:00:00,109.73,171.58,11.5,52.66,64.16,4.61,9.76,0.7,18.67,11.25,,23.18,24.05,68.47,25.46,233.47,,,,,24.44,
2019-12-08 06:00:00,2019-12-08 07:00:00,103.0,144.55,25.27,60.56,85.84,4.43,20.68,0.75,7.98,15.16,,11.08,27.11,69.0,25.55,234.08,,,,,24.27,
2019-12-08 07:00:00,2019-12-08 08:00:00,100.51,149.86,27.21,57.45,84.67,7.3,53.48,0.75,12.83,11.32,,21.71,32.83,69.08,25.32,233.21,22.81,,,,24.4,
2019-12-08 08:00:00,2019-12-08 09:00:00,88.27,142.5,22.2,52.89,75.09,6.78,42.83,0.64,28.75,11.1,,17.42,23.35,64.54,25.03,232.08,138.0,,,,25.32,
2019-12-08 09:00:00,2019-12-08 10:00:00,93.9,163.35,25.67,49.39,75.0,7.88,33.28,0.59,36.37,10.46,,21.23,40.35,62.33,24.29,229.75,272.9,,,,25.61,
2019-12-08 10:00:00,2019-12-08 11:00:00,89.25,144.01,19.0,54.56,73.56,3.48,19.78,0.55,57.88,7.36,,1.14,12.74,59.89,24.32,230.08,393.12,,,,26.13,
2019-12-08 11:00:00,2019-12-08 12:00:00,96.0,156.39,11.56,44.53,56.09,3.92,7.66,0.48,84.07,8.31,,6.98,18.25,58.59,24.36,230.34,470.19,,,,26.87,
