From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),AT (degree C),RF (mm)
2019-09-16 14:00:00,2019-09-16 15:00:00,7.23,14.66,3.12,4.63,6.76,33.2,2.1,0.45,9.29,71.5,2.79,309.7,53.5,0.0
2019-09-16 15:00:00,2019-09-16 16:00:00,9.54,15.98,3.16,4.72,6.88,33.18,1.84,0.44,9.41,72.23,2.83,314.94,53.87,0.0
2019-09-16 16:00:00,2019-09-16 17:00:00,10.62,15.51,3.23,4.88,7.11,33.26,2.1,0.62,9.01,73.02,2.76,319.22,51.72,0.0
2019-09-16 17:00:00,2019-09-16 18:00:00,12.23,18.67,2.76,4.89,6.64,33.18,,0.52,9.02,75.58,2.46,319.66,52.23,0.0
2019-09-16 18:00:00,2019-09-16 19:00:00,11.71,,3.09,4.93,7.02,33.23,,0.44,8.48,87.98,1.27,320.99,49.4,0.0
2019-09-16 19:00:00,2019-09-16 20:00:00,9.52,21.88,2.95,5.45,7.4,33.09,,0.46,8.2,89.89,0.53,225.38,50.45,0.0
2019-09-16 20:00:00,2019-09-16 21:00:00,7.94,20.29,4.78,5.37,9.15,32.69,2.66,0.6,6.95,91.3,0.33,198.22,52.37,0.0
2019-09-16 21:00:00,2019-09-16 22:00:00,7.35,20.23,5.02,5.27,9.29,33.09,3.38,0.63,6.92,93.04,0.38,118.64,52.43,0.0
2019-09-16 22:00:00,2019-09-16 23:00:00,8.8,25.72,7.39,4.83,11.22,32.39,3.71,0.68,6.78,94.89,0.29,143.74,52.56,0.0
2019-09-16 23:00:00,2019-09-17 00:00:00,7.04,21.72,7.05,4.84,10.88,32.97,3.87,0.67,6.97,95.74,0.52,47.37,51.89,0.0
2019-09-17 00:00:00,2019-09-17 01:00:00,8.8,23.73,6.8,4.14,9.94,33.23,1.45,0.67,7.77,97.21,0.41,29.48,47.94,0.0
2019-09-17 01:00:00,2019-09-17 02:00:00,8.69,19.81,6.44,4.33,9.77,33.09,0.02,0.8,7.38,98.63,0.39,29.96,42.58,0.0
2019-09-17 02:00:00,2019-09-17 03:00:00,7.41,19.79,6.37,4.41,9.78,32.98,,0.8,7.79,98.84,0.48,74.02,43.57,0.0
2019-09-17 03:00:00,2019-09-17 04:00:00,4.88,21.88,6.21,4.31,9.52,33.05,,0.9,7.61,98.93,0.57,230.85,46.0,0.0
2019-09-17 04:00:00,2019-09-17 05:00:00,3.41,25.71,4.93,4.5,8.43,33.18,4.12,0.64,8.38,95.09,0.71,331.91,49.52,0.0
2019-09-17 05:00:00,2019-09-17 06:00:00,8.87,28.74,3.9,4.78,7.68,33.14,5.17,0.55,8.46,93.54,0.59,335.59,51.64,0.0
2019-09-17 06:00:00,2019-09-17 07:00:00,13.43,30.07,3.38,5.26,7.65,33.02,5.16,0.58,8.4,93.48,0.46,191.74,52.59,0.0
2019-09-17 07:00:00,2019-09-17 08:00:00,10.4,27.57,4.01,5.21,8.22,33.09,6.37,0.84,8.87,91.71,0.57,38.28,48.6,0.0
2019-09-17 08:00:00,2019-09-17 09:00:00,6.67,23.82,3.81,5.27,8.07,33.16,3.17,0.85,8.42,87.27,0.68,19.88,53.13,0.0
2019-09-17 09:00:00,2019-09-17 10:00:00,7.04,19.5,3.58,5.03,7.61,33.27,3.11,0.71,8.53,77.61,0.63,300.57,55.56,0.0
2019-09-17 10:00:00,2019-09-17 11:00:00,,,3.08,5.07,7.15,33.28,2.87,0.64,9.28,73.94,1.47,314.35,57.69,0.0
2019-09-17 11:00:00,2019-09-17 12:00:00,,,2.91,4.85,6.76,33.26,2.65,0.56,9.66,72.09,1.73,311.99,58.88,0.0
2019-09-17 12:00:00,2019-09-17 13:00:00,17.0,20.4,3.05,4.81,6.87,33.25,2.1,0.41,9.76,68.81,2.2,304.64,58.64,0.0
2019-09-17 13:00:00,2019-09-17 14:00:00,10.87,20.21,2.67,4.91,6.57,33.16,2.51,0.45,9.54,66.57,2.17,302.61,58.59,0.0
2019-09-17 14:00:00,2019-09-17 15:00:00,6.35,17.02,3.27,4.77,7.04,33.28,2.66,0.39,9.46,68.57,2.09,293.67,56.77,0.0
2019-09-17 15:00:00,2019-09-17 16:00:00,4.13,18.79,3.1,4.97,7.07,33.33,5.66,0.39,9.11,71.52,2.15,299.72,51.09,0.0
2019-09-17 16:00:00,2019-09-17 17:00:00,3.31,22.78,3.6,4.43,7.03,33.32,2.58,0.33,9.73,73.89,1.76,295.38,52.22,0.0
2019-09-17 17:00:00,2019-09-17 18:00:00,13.38,24.3,3.29,4.62,6.91,33.27,1.65,0.35,9.44,81.68,1.33,291.96,53.82,0.0
2019-09-17 18:00:00,2019-09-17 19:00:00,13.45,28.28,3.02,4.77,6.8,33.23,1.27,0.36,9.22,89.77,0.9,304.48,53.87,0.05
2019-09-17 19:00:00,2019-09-17 20:00:00,12.45,32.09,2.96,5.3,7.25,33.06,0.53,0.48,8.44,91.59,0.72,333.32,55.07,0.0
2019-09-17 20:00:00,2019-09-17 21:00:00,14.18,29.91,3.84,5.38,8.22,32.96,2.03,0.59,7.71,92.52,0.52,267.13,46.24,0.0
2019-09-17 21:00:00,2019-09-17 22:00:00,24.09,30.95,4.44,5.19,8.63,32.78,2.08,0.66,7.46,93.21,0.39,36.36,52.0,0.0
2019-09-17 22:00:00,2019-09-17 23:00:00,14.51,35.2,7.89,4.15,11.03,32.58,2.91,0.77,7.66,95.45,0.54,203.77,52.58,0.35
2019-09-17 23:00:00,2019-09-18 00:00:00,10.77,32.96,5.91,4.52,9.44,33.25,3.97,0.73,7.44,96.59,0.66,125.31,52.43,0.27
2019-09-18 00:00:00,2019-09-18 01:00:00,11.44,31.5,5.18,4.5,8.69,33.34,2.5,0.54,7.56,98.89,0.49,50.42,53.9,0.05
2019-09-18 01:00:00,2019-09-18 02:00:00,9.64,25.63,4.51,5.19,8.7,33.05,2.88,0.58,6.92,98.93,0.46,129.74,54.33,0.05
2019-09-18 02:00:00,2019-09-18 03:00:00,5.89,24.09,4.77,5.21,8.98,33.0,2.78,0.57,7.11,98.96,0.6,102.82,53.81,0.0
2019-09-18 03:00:00,2019-09-18 04:00:00,3.9,22.6,4.5,5.13,8.63,33.14,3.3,0.57,7.14,98.98,0.74,72.75,53.72,0.0
2019-09-18 04:00:00,2019-09-18 05:00:00,3.9,24.15,4.31,5.17,8.48,33.18,4.09,0.55,7.6,98.97,0.68,98.73,54.6,0.0
2019-09-18 05:00:00,2019-09-18 06:00:00,13.64,19.96,3.9,5.2,8.11,33.16,5.25,0.5,7.81,98.98,0.74,118.5,38.94,0.0
2019-09-18 06:00:00,2019-09-18 07:00:00,,,4.44,4.95,8.39,33.17,8.91,0.6,7.96,98.98,0.66,112.31,26.9,0.05
2019-09-18 07:00:00,2019-09-18 08:00:00,,,5.42,4.08,8.5,32.89,4.48,0.77,8.04,98.97,0.98,,28.41,0.0
2019-09-18 08:00:00,2019-09-18 09:00:00,,,,,,,,,,,,,,
2019-09-18 09:00:00,2019-09-18 10:00:00,8.84,15.94,5.12,5.25,9.37,33.02,4.48,0.83,8.58,91.0,0.87,,53.41,0.0
2019-09-18 10:00:00,2019-09-18 11:00:00,,,5.41,5.82,10.22,32.97,8.3,0.75,8.19,93.12,0.73,200.4,52.88,4.1
2019-09-18 11:00:00,2019-09-18 12:00:00,16.41,18.56,5.12,5.19,9.32,33.17,3.0,0.69,8.29,98.95,0.73,199.32,54.71,1.3
2019-09-18 12:00:00,2019-09-18 13:00:00,12.1,17.54,4.16,5.42,8.57,33.2,3.71,0.5,9.09,93.41,1.22,212.82,38.73,0.0
2019-09-18 13:00:00,2019-09-18 14:00:00,6.84,17.49,3.51,4.99,7.5,33.21,4.96,0.46,9.6,79.86,1.41,264.28,36.63,0.0
2019-09-18 14:00:00,2019-09-18 15:00:00,4.37,20.42,3.12,4.86,6.97,33.24,4.88,0.45,9.68,80.91,1.59,284.83,35.98,0.05
2019-09-18 15:00:00,2019-09-18 16:00:00,3.16,16.86,3.26,4.72,6.98,33.28,4.47,0.43,9.23,82.75,1.31,291.06,36.02,0.0
2019-09-18 16:00:00,2019-09-18 17:00:00,2.57,17.29,3.11,4.76,6.87,33.22,3.6,0.42,9.2,81.64,1.06,286.71,36.87,0.0
2019-09-18 17:00:00,2019-09-18 18:00:00,14.99,20.3,2.96,4.82,6.78,33.29,4.22,0.45,9.09,84.24,1.1,296.38,37.56,0.0
2019-09-18 18:00:00,2019-09-18 19:00:00,15.2,19.93,3.08,5.03,7.12,33.27,3.51,0.46,8.53,86.8,0.59,250.31,47.62,0.0
2019-09-18 19:00:00,2019-09-18 20:00:00,11.39,21.06,4.01,5.38,8.39,33.04,4.52,0.59,7.67,91.3,0.27,230.35,43.55,0.0
2019-09-18 20:00:00,2019-09-18 21:00:00,9.13,24.0,6.02,4.78,9.8,32.74,3.26,0.83,7.6,94.52,0.27,138.42,28.41,0.0
2019-09-18 21:00:00,2019-09-18 22:00:00,15.94,20.38,7.06,4.42,10.48,32.87,0.23,0.86,7.18,97.51,0.59,94.85,28.17,0.0
2019-09-18 22:00:00,2019-09-18 23:00:00,15.69,21.76,6.12,5.11,10.23,33.01,,0.78,7.5,98.44,0.57,104.71,28.34,0.0
2019-09-18 23:00:00,2019-09-19 00:00:00,12.97,25.59,5.56,5.12,9.68,33.15,,0.72,7.67,98.9,0.64,88.92,28.6,0.0
2019-09-19 00:00:00,2019-09-19 01:00:00,9.11,22.21,4.37,5.53,8.91,33.04,3.71,0.59,8.1,98.23,0.46,120.15,29.4,0.0
2019-09-19 01:00:00,2019-09-19 02:00:00,5.48,24.86,3.98,5.31,8.29,33.05,3.83,0.61,8.27,98.24,0.71,101.67,29.07,0.0
2019-09-19 02:00:00,2019-09-19 03:00:00,3.71,21.13,3.77,5.18,7.96,33.07,3.66,0.58,8.46,98.93,0.67,103.25,29.18,0.0
2019-09-19 03:00:00,2019-09-19 04:00:00,5.84,21.68,3.43,5.38,7.82,33.05,3.61,0.61,8.5,98.94,0.72,119.36,38.11,0.0
2019-09-19 04:00:00,2019-09-19 05:00:00,18.61,21.98,3.43,5.34,7.77,33.14,3.3,0.75,8.59,98.98,0.94,133.96,46.25,0.75
2019-09-19 05:00:00,2019-09-19 06:00:00,17.58,23.97,3.62,5.46,8.08,33.08,2.77,0.66,7.67,98.98,0.76,108.98,46.91,0.0
2019-09-19 06:00:00,2019-09-19 07:00:00,10.44,19.72,3.54,5.36,7.91,33.09,2.82,0.46,7.88,98.98,0.82,154.97,47.42,2.45
2019-09-19 07:00:00,2019-09-19 08:00:00,9.35,16.22,3.71,4.9,7.61,33.27,2.48,0.46,8.52,98.98,1.03,324.87,49.77,0.7
2019-09-19 08:00:00,2019-09-19 09:00:00,10.15,14.16,3.63,4.91,7.54,33.29,2.71,0.46,8.16,98.98,0.81,268.41,51.65,0.45
2019-09-19 09:00:00,2019-09-19 10:00:00,10.95,13.42,3.33,5.21,7.54,33.21,3.61,0.48,8.15,98.97,0.69,187.06,53.3,0.05
2019-09-19 10:00:00,2019-09-19 11:00:00,9.85,13.41,3.31,4.98,7.29,33.26,3.36,0.48,8.66,98.06,0.32,185.59,54.32,0.0
2019-09-19 11:00:00,2019-09-19 12:00:00,8.51,16.53,3.0,5.3,7.3,33.26,6.54,0.51,8.71,87.63,0.45,146.8,42.63,0.0
2019-09-19 12:00:00,2019-09-19 13:00:00,5.86,13.85,3.13,4.96,7.1,33.24,3.17,0.47,9.37,78.06,0.26,98.42,45.58,0.0
2019-09-19 13:00:00,2019-09-19 14:00:00,3.89,12.38,2.83,5.08,6.91,33.21,2.75,0.59,10.44,75.84,0.76,245.07,48.71,0.0
2019-09-19 14:00:00,2019-09-19 15:00:00,2.92,14.62,2.9,4.96,6.87,33.23,1.82,0.56,10.49,73.83,0.85,256.0,51.05,0.0
2019-09-19 15:00:00,2019-09-19 16:00:00,2.45,15.63,2.93,4.9,6.83,33.17,1.19,0.52,9.99,73.86,0.85,263.12,51.68,0.0
2019-09-19 16:00:00,2019-09-19 17:00:00,2.22,15.23,2.77,4.74,6.52,33.17,3.47,0.45,9.56,74.8,0.9,234.13,51.35,0.0
2019-09-19 17:00:00,2019-09-19 18:00:00,10.41,16.91,2.97,4.69,6.66,33.25,2.69,0.35,9.32,78.87,0.68,234.94,50.73,0.05
2019-09-19 18:00:00,2019-09-19 19:00:00,12.6,14.06,3.3,5.14,7.43,33.14,2.32,0.42,8.38,87.14,0.49,228.55,50.44,0.0
2019-09-19 19:00:00,2019-09-19 20:00:00,17.89,20.85,3.78,5.2,7.97,33.18,4.98,0.72,8.16,90.96,0.45,218.18,50.85,0.0
2019-09-19 20:00:00,2019-09-19 21:00:00,15.22,20.78,4.49,5.61,9.09,32.87,3.49,0.72,7.24,90.79,0.42,221.91,51.97,0.0
2019-09-19 21:00:00,2019-09-19 22:00:00,12.28,24.31,4.59,5.94,9.53,32.82,3.73,0.74,6.8,93.58,0.26,177.28,52.69,0.0
2019-09-19 22:00:00,2019-09-19 23:00:00,10.35,21.94,8.42,4.8,12.22,31.98,3.67,0.79,6.81,95.76,0.44,165.7,55.01,0.0
2019-09-19 23:00:00,2019-09-20 00:00:00,8.45,19.95,11.21,3.62,13.83,32.12,4.21,0.86,6.82,98.07,0.52,134.05,54.99,0.0
2019-09-20 00:00:00,2019-09-20 01:00:00,18.46,24.18,9.99,3.93,12.92,32.93,3.89,0.75,7.0,98.93,0.65,88.22,51.43,0.0
2019-09-20 01:00:00,2019-09-20 02:00:00,20.61,26.28,7.84,4.48,11.32,33.49,4.52,0.81,7.16,98.93,0.53,86.88,53.98,0.0
2019-09-20 02:00:00,2019-09-20 03:00:00,15.47,24.94,7.11,4.41,10.52,33.4,6.29,0.84,7.68,98.94,0.49,106.42,47.82,0.0
2019-09-20 03:00:00,2019-09-20 04:00:00,12.44,21.91,6.65,4.15,9.8,33.31,7.36,0.85,7.84,98.98,0.58,119.13,34.68,0.0
2019-09-20 04:00:00,2019-09-20 05:00:00,12.79,19.14,5.52,4.65,9.17,33.13,1.73,0.76,7.89,98.98,0.47,71.27,34.12,0.0
2019-09-20 05:00:00,2019-09-20 06:00:00,,,5.29,4.33,8.62,33.15,0.04,0.67,9.0,98.94,0.72,309.99,35.88,0.0
2019-09-20 06:00:00,2019-09-20 07:00:00,18.43,26.67,5.51,4.59,9.1,32.88,0.01,0.69,8.15,98.93,0.47,71.15,36.05,0.0
2019-09-20 07:00:00,2019-09-20 08:00:00,15.36,24.71,5.62,4.79,9.41,32.77,0.03,0.81,7.95,97.57,0.41,49.74,37.55,0.0
2019-09-20 08:00:00,2019-09-20 09:00:00,10.96,21.68,6.19,4.94,10.13,32.76,1.7,0.9,8.21,93.97,0.47,89.62,38.68,0.0
2019-09-20 09:00:00,2019-09-20 10:00:00,9.87,23.95,5.54,5.4,9.94,32.93,2.61,0.91,8.75,87.51,0.72,109.02,40.56,0.0
2019-09-20 10:00:00,2019-09-20 11:00:00,8.49,24.44,4.52,5.41,8.93,33.23,8.76,0.96,9.6,76.03,0.36,131.96,51.59,0.0
2019-09-20 11:00:00,2019-09-20 12:00:00,8.21,28.17,3.49,5.41,7.89,33.2,6.57,0.84,9.46,70.38,0.9,259.99,54.44,0.0
2019-09-20 12:00:00,2019-09-20 13:00:00,6.94,21.93,3.1,5.11,7.21,33.21,2.98,0.55,9.91,68.4,1.38,289.95,56.82,0.0
2019-09-20 13:00:00,2019-09-20 14:00:00,6.42,19.59,2.9,4.8,6.7,33.24,2.85,0.5,9.5,66.95,1.17,262.73,59.06,0.0
2019-09-20 14:00:00,2019-09-20 15:00:00,9.24,22.01,2.95,4.81,6.76,33.18,2.52,0.42,9.7,67.14,1.29,285.22,58.9,0.0
2019-09-20 15:00:00,2019-09-20 16:00:00,8.86,20.41,3.0,4.69,6.7,33.25,2.18,0.36,9.68,69.91,1.22,280.04,59.71,0.0
2019-09-20 16:00:00,2019-09-20 17:00:00,8.7,22.3,2.99,4.69,6.68,33.25,3.12,0.35,9.85,70.55,1.43,290.62,58.9,0.0
2019-09-20 17:00:00,2019-09-20 18:00:00,10.56,17.87,3.1,4.7,6.8,33.32,3.99,0.36,9.06,74.86,1.13,292.96,56.05,0.0
2019-09-20 18:00:00,2019-09-20 19:00:00,8.81,16.16,2.83,5.06,6.9,33.28,5.38,0.36,8.54,79.47,0.93,287.76,51.22,0.0
2019-09-20 19:00:00,2019-09-20 20:00:00,7.98,16.79,3.38,4.88,7.26,33.4,2.76,0.47,8.66,84.69,0.55,280.54,42.39,0.0
2019-09-20 20:00:00,2019-09-20 21:00:00,12.89,23.79,5.46,5.02,9.47,32.84,3.56,0.82,7.86,89.71,0.23,221.43,39.24,0.0
2019-09-20 21:00:00,2019-09-20 22:00:00,10.32,32.21,8.61,3.94,11.56,32.5,3.49,1.05,7.15,94.05,0.26,135.71,38.84,0.0
2019-09-20 22:00:00,2019-09-20 23:00:00,9.25,37.33,12.74,2.46,14.2,32.47,3.19,1.15,7.32,96.55,0.23,146.57,39.67,0.0
2019-09-20 23:00:00,2019-09-21 00:00:00,8.4,40.87,16.12,0.97,16.09,32.51,2.85,1.16,7.56,98.39,0.32,86.01,40.3,0.0
2019-09-21 00:00:00,2019-09-21 01:00:00,9.27,39.29,,,,,3.23,1.07,7.44,98.93,0.44,89.06,41.08,0.0
2019-09-21 01:00:00,2019-09-21 02:00:00,8.23,39.33,,,,,4.65,1.28,7.38,98.93,0.51,86.49,46.58,0.0
2019-09-21 02:00:00,2019-09-21 03:00:00,7.35,34.96,,,,,5.65,1.42,7.03,98.93,0.48,99.39,49.56,0.0
2019-09-21 03:00:00,2019-09-21 04:00:00,8.55,34.23,,,,,18.25,1.45,7.38,98.93,0.59,83.9,47.93,0.0
2019-09-21 04:00:00,2019-09-21 05:00:00,8.32,40.18,,,,,1.82,1.3,7.53,98.93,0.37,74.34,47.89,0.0
2019-09-21 05:00:00,2019-09-21 06:00:00,18.39,37.68,,,,,,1.15,7.62,98.93,0.42,53.55,50.23,0.0
2019-09-21 06:00:00,2019-09-21 07:00:00,14.8,40.46,,,,,,1.24,7.38,98.93,0.54,86.55,50.82,0.0
2019-09-21 07:00:00,2019-09-21 08:00:00,12.4,40.8,,,,,,1.33,7.69,94.16,0.61,90.91,53.05,0.0
2019-09-21 08:00:00,2019-09-21 09:00:00,8.76,34.92,,,,,3.0,1.24,8.16,83.45,0.69,91.14,55.29,0.0
2019-09-21 09:00:00,2019-09-21 10:00:00,8.23,34.58,,,,,2.43,1.08,9.0,72.64,0.36,227.58,56.88,0.0
2019-09-21 10:00:00,2019-09-21 11:00:00,8.04,33.73,,,,,1.93,0.94,9.27,71.12,0.58,271.97,57.23,0.0
2019-09-21 11:00:00,2019-09-21 12:00:00,8.83,30.63,,,,,4.74,0.87,9.66,71.8,0.77,296.43,54.3,0.0
2019-09-21 12:00:00,2019-09-21 13:00:00,10.05,28.06,,,,,0.7,0.58,9.89,65.8,1.28,263.31,56.52,0.0
2019-09-21 13:00:00,2019-09-21 14:00:00,8.79,28.91,,,,,0.14,0.61,9.86,66.61,1.57,281.07,46.03,0.0
2019-09-21 14:00:00,2019-09-21 15:00:00,5.53,23.14,,,,,0.11,0.57,10.34,67.51,1.69,288.71,33.23,0.0
2019-09-21 15:00:00,2019-09-21 16:00:00,3.73,21.09,,,,,,0.55,11.09,70.94,1.94,290.81,32.86,0.0
2019-09-21 16:00:00,2019-09-21 17:00:00,3.83,17.94,,,,,3.9,0.55,10.49,75.11,1.86,291.88,32.23,0.0
2019-09-21 17:00:00,2019-09-21 18:00:00,11.83,17.44,,,,,4.17,0.5,9.82,77.66,1.58,294.76,31.63,0.0
2019-09-21 18:00:00,2019-09-21 19:00:00,11.81,18.76,,,,,4.22,0.45,9.51,81.69,1.5,305.41,34.78,0.0
2019-09-21 19:00:00,2019-09-21 20:00:00,10.26,23.05,,,,,6.92,0.65,8.74,82.64,1.37,307.5,54.17,0.0
2019-09-21 20:00:00,2019-09-21 21:00:00,9.53,25.75,,,,,4.02,0.58,7.83,86.78,0.69,254.7,53.81,0.0
2019-09-21 21:00:00,2019-09-21 22:00:00,9.6,21.01,,,,,3.43,0.54,7.58,88.83,0.62,351.32,54.17,0.0
2019-09-21 22:00:00,2019-09-21 23:00:00,9.77,24.98,,,,,3.56,0.55,7.48,90.76,0.32,276.48,56.3,0.0
2019-09-21 23:00:00,2019-09-22 00:00:00,7.8,31.99,,,,,3.52,0.56,7.3,92.71,0.27,65.18,43.08,0.0
2019-09-22 00:00:00,2019-09-22 01:00:00,7.66,24.44,,,,,3.92,0.59,7.54,95.73,0.4,99.12,37.9,0.0
2019-09-22 01:00:00,2019-09-22 02:00:00,8.92,23.6,,,,,4.24,0.71,7.32,98.33,0.31,90.46,38.81,0.0
2019-09-22 02:00:00,2019-09-22 03:00:00,8.35,22.38,,,,,6.65,0.85,7.69,98.78,0.58,47.09,44.48,0.0
2019-09-22 03:00:00,2019-09-22 04:00:00,9.99,25.03,,,,,6.74,0.95,7.54,98.93,0.62,82.61,42.73,0.0
2019-09-22 04:00:00,2019-09-22 05:00:00,9.4,24.55,,,,,4.16,1.01,8.57,98.96,0.62,109.54,37.75,0.0
2019-09-22 05:00:00,2019-09-22 06:00:00,22.76,30.55,,,,,3.01,0.81,7.9,98.98,0.45,95.55,40.07,0.0
2019-09-22 06:00:00,2019-09-22 07:00:00,25.2,37.3,,,,,2.76,0.73,7.76,98.97,0.41,67.01,45.31,0.15
2019-09-22 07:00:00,2019-09-22 08:00:00,23.14,30.41,,,,,2.79,0.82,8.09,94.28,0.75,100.09,50.46,0.0
2019-09-22 08:00:00,2019-09-22 09:00:00,16.5,33.65,,,,,10.83,0.99,8.74,80.76,0.58,52.31,53.04,0.0
2019-09-22 09:00:00,2019-09-22 10:00:00,10.7,31.58,,,,,3.31,0.8,9.26,75.47,1.15,255.5,53.89,0.0
2019-09-22 10:00:00,2019-09-22 11:00:00,6.26,25.95,,,,,1.23,0.58,9.75,69.46,1.69,334.67,56.58,0.0
2019-09-22 11:00:00,2019-09-22 12:00:00,4.09,25.19,,,,,0.58,0.51,10.12,66.89,1.35,314.92,55.84,0.0
2019-09-22 12:00:00,2019-09-22 13:00:00,3.86,21.95,,,,,3.6,0.41,10.22,70.56,1.31,282.82,34.99,0.0
2019-09-22 13:00:00,2019-09-22 14:00:00,6.18,22.94,,,,,4.05,0.42,10.63,71.75,1.5,268.11,34.81,0.0
2019-09-22 14:00:00,2019-09-22 15:00:00,7.77,21.19,,,,,4.17,0.37,10.19,68.1,1.94,295.36,34.55,0.0
2019-09-22 15:00:00,2019-09-22 16:00:00,8.25,20.08,,,,,3.52,0.36,10.13,72.56,1.92,279.36,34.42,0.0
2019-09-22 16:00:00,2019-09-22 17:00:00,7.41,19.56,,,,,3.14,0.45,9.68,79.16,1.69,287.93,52.58,0.0
2019-09-22 17:00:00,2019-09-22 18:00:00,9.16,24.15,,,,,,0.4,9.34,80.75,1.41,302.65,52.36,0.0
2019-09-22 18:00:00,2019-09-22 19:00:00,18.09,22.68,,,,,,0.45,9.22,83.02,0.87,308.82,53.32,0.0
2019-09-22 19:00:00,2019-09-22 20:00:00,13.67,25.46,,,,,,0.68,8.54,84.55,0.34,212.39,46.47,0.0
2019-09-22 20:00:00,2019-09-22 21:00:00,11.28,28.25,,,,,3.65,0.82,7.52,86.3,0.39,139.13,39.88,0.0
2019-09-22 21:00:00,2019-09-22 22:00:00,9.67,26.84,,,,,4.06,0.74,8.07,91.96,0.58,80.53,39.94,0.0
2019-09-22 22:00:00,2019-09-22 23:00:00,9.45,26.37,,,,,3.77,0.74,8.25,95.05,0.9,68.19,40.1,0.0
2019-09-22 23:00:00,2019-09-23 00:00:00,8.23,21.54,,,,,3.63,0.68,8.6,95.5,0.55,32.3,44.59,0.0
2019-09-23 00:00:00,2019-09-23 01:00:00,8.25,21.96,,,,,3.4,0.45,8.64,95.18,0.6,57.86,53.06,0.35
2019-09-23 01:00:00,2019-09-23 02:00:00,12.59,22.82,,,,,2.67,0.38,8.16,98.91,0.46,203.2,53.19,0.05
2019-09-23 02:00:00,2019-09-23 03:00:00,10.5,21.32,,,,,2.71,0.31,8.27,98.89,0.5,134.14,53.14,0.0
2019-09-23 03:00:00,2019-09-23 04:00:00,8.22,17.98,,,,,3.47,0.31,7.95,98.93,0.66,85.27,53.17,0.0
2019-09-23 04:00:00,2019-09-23 05:00:00,6.43,17.24,,,,,3.51,0.3,8.1,98.93,0.81,82.55,53.1,0.0
2019-09-23 05:00:00,2019-09-23 06:00:00,9.84,14.71,,,,,3.73,0.3,8.09,98.93,0.74,84.64,53.15,0.0
2019-09-23 06:00:00,2019-09-23 07:00:00,12.02,19.87,,,,,2.74,0.36,8.15,98.93,0.39,84.05,52.72,0.2
2019-09-23 07:00:00,2019-09-23 08:00:00,8.79,27.15,,,,,5.89,0.53,8.6,98.02,0.77,90.25,40.77,0.0
2019-09-23 08:00:00,2019-09-23 09:00:00,8.32,20.59,,,,,0.89,0.51,9.17,92.49,0.86,265.92,38.6,0.0
2019-09-23 09:00:00,2019-09-23 10:00:00,8.42,16.38,,,,,0.15,0.54,9.04,84.85,0.58,256.45,39.64,0.0
2019-09-23 10:00:00,2019-09-23 11:00:00,6.85,13.64,,,,,0.04,0.54,10.52,74.59,0.47,188.23,42.03,0.0
2019-09-23 11:00:00,2019-09-23 12:00:00,6.23,13.28,,,,,0.12,0.56,10.5,69.54,0.66,284.42,43.55,0.0
2019-09-23 12:00:00,2019-09-23 13:00:00,6.39,11.93,,,,,2.94,0.45,10.84,70.95,1.1,262.83,43.3,0.0
2019-09-23 13:00:00,2019-09-23 14:00:00,8.81,12.25,,,,,3.45,0.44,10.31,67.16,1.43,292.76,44.18,0.0
2019-09-23 14:00:00,2019-09-23 15:00:00,8.68,17.25,,,,,4.27,0.44,10.57,70.07,1.6,276.68,43.81,0.0
2019-09-23 15:00:00,2019-09-23 16:00:00,7.76,18.79,,,,,8.56,0.54,9.74,74.2,1.57,284.94,49.36,0.05
2019-09-23 16:00:00,2019-09-23 17:00:00,7.06,18.23,,,,,2.31,0.41,9.58,78.37,1.56,291.06,52.67,0.0
2019-09-23 17:00:00,2019-09-23 18:00:00,7.23,20.24,,,,,1.79,0.32,9.49,80.44,1.09,270.75,50.0,0.0
2019-09-23 18:00:00,2019-09-23 19:00:00,19.42,24.09,2.94,4.83,6.77,33.23,2.12,0.48,9.28,82.65,0.66,276.79,51.78,0.0
2019-09-23 19:00:00,2019-09-23 20:00:00,13.46,26.27,3.04,5.07,7.11,33.16,2.22,0.56,8.62,86.12,0.41,300.1,53.29,0.0
2019-09-23 20:00:00,2019-09-23 21:00:00,11.46,28.09,3.74,5.41,8.14,32.95,3.67,0.7,7.67,88.96,0.49,26.17,54.02,0.0
2019-09-23 21:00:00,2019-09-23 22:00:00,9.62,27.62,4.24,5.14,8.37,32.97,3.62,0.72,7.68,95.8,1.19,184.26,52.34,2.5
2019-09-23 22:00:00,2019-09-23 23:00:00,9.76,31.41,3.78,5.16,7.93,33.2,6.42,0.64,8.33,98.98,0.85,101.94,49.93,0.3
2019-09-23 23:00:00,2019-09-24 00:00:00,7.69,31.19,3.43,4.87,7.51,33.15,5.94,0.59,8.4,98.98,0.8,112.22,41.65,0.13
2019-09-24 00:00:00,2019-09-24 01:00:00,4.6,22.28,3.33,4.99,7.33,33.03,3.3,0.43,8.72,98.97,0.77,78.17,39.71,0.0
2019-09-24 01:00:00,2019-09-24 02:00:00,3.27,17.7,3.32,4.79,7.11,33.04,2.23,0.42,8.25,98.94,0.42,57.58,44.89,0.05
