From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3)
2019-12-16 09:00:00,2019-12-16 10:00:00,56.0,77.0,10.3,15.3,25.34,,0.28
2019-12-16 10:00:00,2019-12-16 11:00:00,43.0,83.0,10.41,15.12,25.17,,0.27
2019-12-16 11:00:00,2019-12-16 12:00:00,35.0,65.0,10.84,15.47,26.05,,0.28
2019-12-16 12:00:00,2019-12-16 13:00:00,41.0,66.0,10.55,14.69,25.59,,0.28
2019-12-16 13:00:00,2019-12-16 14:00:00,40.0,60.0,10.54,15.05,25.54,,0.28
2019-12-16 14:00:00,2019-12-16 15:00:00,38.0,48.0,10.23,15.69,25.58,,0.29
2019-12-16 15:00:00,2019-12-16 16:00:00,35.0,47.67,10.46,14.86,25.36,,0.29
2019-12-16 16:00:00,2019-12-16 17:00:00,27.0,56.67,10.21,15.14,25.3,,0.29
2019-12-16 17:00:00,2019-12-16 18:00:00,32.0,70.0,9.97,14.63,24.49,,0.29
2019-12-16 18:00:00,2019-12-16 19:00:00,61.0,137.0,10.42,14.77,25.4,,0.28
2019-12-16 19:00:00,2019-12-16 20:00:00,108.0,199.17,10.11,15.07,25.18,,0.29
2019-12-16 20:00:00,2019-12-16 21:00:00,70.0,91.0,9.98,14.8,24.9,,0.28
2019-12-16 21:00:00,2019-12-16 22:00:00,60.0,77.0,10.26,14.82,25.26,,0.27
2019-12-16 22:00:00,2019-12-16 23:00:00,66.58,82.0,10.37,15.42,25.57,,0.27
2019-12-16 23:00:00,2019-12-17 00:00:00,62.0,83.0,10.02,14.71,24.97,,0.27
2019-12-17 00:00:00,2019-12-17 01:00:00,59.0,86.0,10.39,14.8,25.46,,0.27
2019-12-17 01:00:00,2019-12-17 02:00:00,63.0,93.0,10.62,14.43,24.99,,0.26
2019-12-17 02:00:00,2019-12-17 03:00:00,63.0,91.0,10.2,15.54,25.93,,0.26
2019-12-17 03:00:00,2019-12-17 04:00:00,58.0,72.0,10.01,14.87,24.57,,0.27
2019-12-17 04:00:00,2019-12-17 05:00:00,60.0,68.94,10.36,14.47,24.49,,0.26
2019-12-17 05:00:00,2019-12-17 06:00:00,47.0,53.0,10.18,14.7,24.32,,0.26
2019-12-17 06:00:00,2019-12-17 07:00:00,45.0,55.0,10.41,15.12,25.57,,0.26
2019-12-17 07:00:00,2019-12-17 08:00:00,54.0,67.0,10.24,15.89,27.05,,0.26
2019-12-17 08:00:00,2019-12-17 09:00:00,61.0,73.0,10.32,15.48,25.58,,0.26
2019-12-17 09:00:00,2019-12-17 10:00:00,65.0,78.0,10.37,15.37,25.67,,0.25
2019-12-17 10:00:00,2019-12-17 11:00:00,61.0,72.0,10.47,14.79,25.38,,0.26
2019-12-17 11:00:00,2019-12-17 12:00:00,55.0,70.0,10.27,16.06,26.3,,0.27
2019-12-17 12:00:00,2019-12-17 13:00:00,44.0,53.0,10.0,14.37,24.4,,0.27
2019-12-17 13:00:00,2019-12-17 14:00:00,49.0,62.0,9.91,15.23,25.34,,0.28
2019-12-17 14:00:00,2019-12-17 15:00:00,51.0,63.0,9.97,15.59,25.36,,0.28
2019-12-17 15:00:00,2019-12-17 16:00:00,48.0,61.0,10.41,14.73,25.24,,0.28
2019-12-17 16:00:00,2019-12-17 17:00:00,44.0,70.0,10.75,15.54,26.43,,0.29
2019-12-17 17:00:00,2019-12-17 18:00:00,42.0,69.0,10.31,15.36,25.22,,0.28
2019-12-17 18:00:00,2019-12-17 19:00:00,78.0,218.0,10.23,15.75,26.06,,0.26
2019-12-17 19:00:00,2019-12-17 20:00:00,185.75,631.0,10.3,14.51,25.0,,0.26
2019-12-17 20:00:00,2019-12-17 21:00:00,137.0,299.0,10.3,14.93,25.59,,0.27
2019-12-17 21:00:00,2019-12-17 22:00:00,129.0,213.0,10.17,15.41,25.4,,0.26
2019-12-17 22:00:00,2019-12-17 23:00:00,69.0,115.0,10.46,14.84,25.58,,0.25
2019-12-17 23:00:00,2019-12-18 00:00:00,62.0,83.0,10.57,15.06,25.75,,0.24
2019-12-18 00:00:00,2019-12-18 01:00:00,59.0,81.0,10.31,15.59,25.97,,0.25
2019-12-18 01:00:00,2019-12-18 02:00:00,59.0,82.0,10.28,15.25,25.76,,0.25
2019-12-18 02:00:00,2019-12-18 03:00:00,61.0,84.0,10.33,15.1,25.84,,0.26
2019-12-18 03:00:00,2019-12-18 04:00:00,55.0,68.0,10.52,14.88,25.82,,0.25
2019-12-18 04:00:00,2019-12-18 05:00:00,54.0,75.0,10.54,14.89,25.1,,0.26
2019-12-18 05:00:00,2019-12-18 06:00:00,50.0,65.0,10.37,15.32,25.14,,0.26
2019-12-18 06:00:00,2019-12-18 07:00:00,35.33,44.0,10.3,14.6,24.69,,0.25
2019-12-18 07:00:00,2019-12-18 08:00:00,40.0,50.0,10.23,15.25,26.04,,0.26
2019-12-18 08:00:00,2019-12-18 09:00:00,35.0,54.75,10.43,15.34,25.74,,0.27
2019-12-18 09:00:00,2019-12-18 10:00:00,44.0,63.0,10.45,16.09,26.7,,0.27
2019-12-18 10:00:00,2019-12-18 11:00:00,37.0,54.0,10.38,15.28,25.71,,0.27
2019-12-18 11:00:00,2019-12-18 12:00:00,50.0,65.0,10.53,14.35,25.74,,0.28
2019-12-18 12:00:00,2019-12-18 13:00:00,56.0,81.0,10.7,15.06,25.91,,0.28
2019-12-18 13:00:00,2019-12-18 14:00:00,67.0,78.0,10.38,15.01,25.0,,0.27
2019-12-18 14:00:00,2019-12-18 15:00:00,100.0,137.0,10.16,15.39,25.52,,0.28
2019-12-18 15:00:00,2019-12-18 16:00:00,115.0,155.0,10.1,14.86,25.3,,0.28
2019-12-18 16:00:00,2019-12-18 17:00:00,81.17,127.0,10.46,14.62,25.08,,0.28
2019-12-18 17:00:00,2019-12-18 18:00:00,73.0,119.0,10.37,15.11,25.51,,0.27
2019-12-18 18:00:00,2019-12-18 19:00:00,131.0,225.0,10.1,15.38,25.54,,0.26
2019-12-18 19:00:00,2019-12-18 20:00:00,173.0,277.0,10.24,14.5,24.68,,0.26
2019-12-18 20:00:00,2019-12-18 21:00:00,209.0,286.0,10.5,15.32,26.04,,0.26
2019-12-18 21:00:00,2019-12-18 22:00:00,221.0,275.0,10.11,15.34,24.9,,0.27
2019-12-18 22:00:00,2019-12-18 23:00:00,98.0,134.0,10.5,15.29,25.66,,0.27
2019-12-18 23:00:00,2019-12-19 00:00:00,68.0,100.0,10.15,15.31,25.61,,0.26
2019-12-19 00:00:00,2019-12-19 01:00:00,66.0,96.0,10.33,14.8,24.69,,0.26
2019-12-19 01:00:00,2019-12-19 02:00:00,60.0,86.0,10.58,14.2,25.11,,0.25
2019-12-19 02:00:00,2019-12-19 03:00:00,62.0,88.0,10.62,14.27,25.11,,0.25
2019-12-19 03:00:00,2019-12-19 04:00:00,50.0,57.0,10.15,16.26,26.47,,0.24
2019-12-19 04:00:00,2019-12-19 05:00:00,35.0,43.0,10.39,15.69,25.53,,0.25
2019-12-19 05:00:00,2019-12-19 06:00:00,34.0,39.0,10.34,14.22,24.8,,0.25
2019-12-19 06:00:00,2019-12-19 07:00:00,33.0,35.0,10.18,14.72,25.14,,0.25
2019-12-19 07:00:00,2019-12-19 08:00:00,,,10.3,15.08,25.33,,0.25
2019-12-19 08:00:00,2019-12-19 09:00:00,37.0,39.0,10.45,15.0,25.36,,0.26
2019-12-19 09:00:00,2019-12-19 10:00:00,46.0,52.0,10.52,15.36,25.78,,0.27
2019-12-19 10:00:00,2019-12-19 11:00:00,55.0,62.0,10.06,14.92,24.75,,0.27
2019-12-19 11:00:00,2019-12-19 12:00:00,61.0,77.0,10.36,14.42,25.16,,0.28
2019-12-19 12:00:00,2019-12-19 13:00:00,71.0,79.0,9.96,14.62,24.39,,0.28
2019-12-19 13:00:00,2019-12-19 14:00:00,86.0,104.0,10.53,15.23,25.27,,0.29
2019-12-19 14:00:00,2019-12-19 15:00:00,62.0,84.0,10.23,14.47,24.84,,0.28
2019-12-19 15:00:00,2019-12-19 16:00:00,59.0,74.0,10.38,14.46,24.83,,0.29
2019-12-19 16:00:00,2019-12-19 17:00:00,52.0,67.0,10.31,14.81,25.19,,0.28
2019-12-19 17:00:00,2019-12-19 18:00:00,62.0,75.0,10.26,14.86,25.2,,0.29
2019-12-19 18:00:00,2019-12-19 19:00:00,88.25,172.0,10.66,14.44,25.09,,0.29
2019-12-19 19:00:00,2019-12-19 20:00:00,137.0,169.0,10.38,15.23,25.0,,0.27
2019-12-19 20:00:00,2019-12-19 21:00:00,185.78,241.5,10.46,15.01,24.56,,0.26
2019-12-19 21:00:00,2019-12-19 22:00:00,232.0,326.0,10.13,14.93,25.48,,0.26
2019-12-19 22:00:00,2019-12-19 23:00:00,208.0,286.0,10.28,14.41,25.0,,0.25
2019-12-19 23:00:00,2019-12-20 00:00:00,234.0,403.0,10.38,14.89,25.61,,0.26
2019-12-20 00:00:00,2019-12-20 01:00:00,162.0,207.0,10.13,15.41,25.12,,0.27
2019-12-20 01:00:00,2019-12-20 02:00:00,104.58,123.0,10.11,14.58,24.85,,0.26
2019-12-20 02:00:00,2019-12-20 03:00:00,78.0,90.0,10.27,14.92,24.94,,0.26
2019-12-20 03:00:00,2019-12-20 04:00:00,65.0,67.0,10.18,14.44,24.61,,0.24
2019-12-20 04:00:00,2019-12-20 05:00:00,57.42,62.12,10.08,14.93,24.61,,0.25
2019-12-20 05:00:00,2019-12-20 06:00:00,51.33,64.0,10.22,14.95,25.15,,0.25
2019-12-20 06:00:00,2019-12-20 07:00:00,54.0,56.0,10.28,14.96,25.56,,0.25
2019-12-20 07:00:00,2019-12-20 08:00:00,49.0,60.0,10.29,14.92,24.91,,0.25
2019-12-20 08:00:00,2019-12-20 09:00:00,53.0,59.0,10.35,14.38,24.56,,0.26
2019-12-20 09:00:00,2019-12-20 10:00:00,118.0,157.0,10.12,15.81,26.16,,0.28
2019-12-20 10:00:00,2019-12-20 11:00:00,152.94,220.0,10.37,15.49,25.6,,0.29
2019-12-20 11:00:00,2019-12-20 12:00:00,71.0,93.44,9.96,15.09,25.23,,0.3
2019-12-20 12:00:00,2019-12-20 13:00:00,53.5,79.06,10.62,14.56,24.53,,0.28
2019-12-20 13:00:00,2019-12-20 14:00:00,26.25,49.62,10.12,14.84,24.89,,0.27
2019-12-20 14:00:00,2019-12-20 15:00:00,29.0,44.0,10.31,15.43,25.74,,0.27
2019-12-20 15:00:00,2019-12-20 16:00:00,25.0,47.0,10.29,14.74,24.48,,0.27
2019-12-20 16:00:00,2019-12-20 17:00:00,36.0,51.58,10.35,15.29,26.39,,0.28
2019-12-20 17:00:00,2019-12-20 18:00:00,36.0,89.94,10.21,13.68,24.31,,0.28
2019-12-20 18:00:00,2019-12-20 19:00:00,80.0,419.0,10.33,14.88,25.24,,0.27
2019-12-20 19:00:00,2019-12-20 20:00:00,167.0,649.0,10.6,14.97,25.76,,0.28
2019-12-20 20:00:00,2019-12-20 21:00:00,121.0,258.0,10.22,14.67,24.71,,0.27
2019-12-20 21:00:00,2019-12-20 22:00:00,139.69,368.0,10.54,15.06,25.43,,0.28
2019-12-20 22:00:00,2019-12-20 23:00:00,135.0,331.0,10.42,15.74,25.73,,0.26
2019-12-20 23:00:00,2019-12-21 00:00:00,211.0,307.0,10.2,14.62,24.73,,0.26
2019-12-21 00:00:00,2019-12-21 01:00:00,232.0,317.0,10.23,14.79,25.0,,0.27
2019-12-21 01:00:00,2019-12-21 02:00:00,204.0,276.0,10.1,15.43,25.26,,0.27
2019-12-21 02:00:00,2019-12-21 03:00:00,161.0,245.0,10.34,15.34,25.77,,0.28
2019-12-21 03:00:00,2019-12-21 04:00:00,120.0,158.0,10.39,14.19,24.58,,0.28
2019-12-21 04:00:00,2019-12-21 05:00:00,96.0,127.0,10.04,14.62,24.41,,0.27
2019-12-21 05:00:00,2019-12-21 06:00:00,58.0,71.0,10.23,15.61,25.8,,0.26
2019-12-21 06:00:00,2019-12-21 07:00:00,64.0,110.0,10.51,14.92,25.57,,0.26
2019-12-21 07:00:00,2019-12-21 08:00:00,86.0,263.0,10.59,15.86,26.26,,0.27
2019-12-21 08:00:00,2019-12-21 09:00:00,90.0,138.0,10.16,14.88,25.2,,0.27
2019-12-21 09:00:00,2019-12-21 10:00:00,99.0,128.0,10.11,15.15,25.43,,0.28
2019-12-21 10:00:00,2019-12-21 11:00:00,118.0,163.0,10.02,14.81,25.12,,0.28
2019-12-21 11:00:00,2019-12-21 12:00:00,48.0,67.0,10.32,15.75,26.01,,0.27
2019-12-21 12:00:00,2019-12-21 13:00:00,41.0,64.0,10.14,14.51,24.54,,0.28
2019-12-21 13:00:00,2019-12-21 14:00:00,35.0,53.0,10.58,14.72,25.55,,0.26
2019-12-21 14:00:00,2019-12-21 15:00:00,25.0,37.0,10.38,14.58,24.6,,0.26
2019-12-21 15:00:00,2019-12-21 16:00:00,20.0,40.0,10.22,15.54,25.52,,0.26
2019-12-21 16:00:00,2019-12-21 17:00:00,25.0,46.0,9.96,15.63,25.66,,0.27
2019-12-21 17:00:00,2019-12-21 18:00:00,31.0,50.0,10.44,14.77,25.39,,0.28
2019-12-21 18:00:00,2019-12-21 19:00:00,58.0,172.0,10.19,15.12,25.57,,0.28
2019-12-21 19:00:00,2019-12-21 20:00:00,152.0,623.0,10.04,15.53,26.03,,0.29
2019-12-21 20:00:00,2019-12-21 21:00:00,131.0,474.0,10.59,15.25,26.25,,0.29
2019-12-21 21:00:00,2019-12-21 22:00:00,110.0,191.0,10.03,15.0,25.56,,0.29
2019-12-21 22:00:00,2019-12-21 23:00:00,125.0,200.0,10.21,14.4,24.47,,0.29
2019-12-21 23:00:00,2019-12-22 00:00:00,97.0,149.0,10.22,15.59,25.94,,0.28
2019-12-22 00:00:00,2019-12-22 01:00:00,116.12,167.0,10.5,14.82,25.33,,0.28
2019-12-22 01:00:00,2019-12-22 02:00:00,103.0,161.0,10.39,14.82,25.31,,0.28
2019-12-22 02:00:00,2019-12-22 03:00:00,73.0,106.0,10.32,15.3,26.02,,0.27
2019-12-22 03:00:00,2019-12-22 04:00:00,79.33,107.25,9.91,15.32,24.96,,0.27
2019-12-22 04:00:00,2019-12-22 05:00:00,82.0,99.0,10.05,15.3,25.94,,0.27
2019-12-22 05:00:00,2019-12-22 06:00:00,80.0,97.42,10.47,15.35,26.14,,0.27
2019-12-22 06:00:00,2019-12-22 07:00:00,83.0,113.0,10.39,15.02,24.92,,0.27
2019-12-22 07:00:00,2019-12-22 08:00:00,85.0,133.0,10.37,15.52,25.84,,0.27
2019-12-22 08:00:00,2019-12-22 09:00:00,100.0,147.0,10.03,15.23,25.36,,0.28
2019-12-22 09:00:00,2019-12-22 10:00:00,99.0,129.66,10.63,15.05,25.47,,0.28
2019-12-22 10:00:00,2019-12-22 11:00:00,80.0,108.0,10.1,15.43,25.75,,0.27
2019-12-22 11:00:00,2019-12-22 12:00:00,101.0,133.0,10.12,14.73,24.43,,0.27
2019-12-22 12:00:00,2019-12-22 13:00:00,78.0,107.0,10.36,14.58,24.84,,0.27
2019-12-22 13:00:00,2019-12-22 14:00:00,64.0,87.0,10.67,15.65,26.71,,0.27
2019-12-22 14:00:00,2019-12-22 15:00:00,53.0,61.0,10.27,15.0,25.05,,0.26
2019-12-22 15:00:00,2019-12-22 16:00:00,56.0,74.0,10.12,15.49,25.59,,0.27
2019-12-22 16:00:00,2019-12-22 17:00:00,62.0,74.0,10.17,15.33,25.59,,0.27
2019-12-22 17:00:00,2019-12-22 18:00:00,55.0,81.0,10.33,15.23,25.26,,0.29
2019-12-22 18:00:00,2019-12-22 19:00:00,81.0,205.0,10.62,15.9,26.22,,0.28
2019-12-22 19:00:00,2019-12-22 20:00:00,100.0,184.0,10.21,14.54,24.38,,0.29
2019-12-22 20:00:00,2019-12-22 21:00:00,98.0,157.0,10.27,14.98,25.77,,0.28
2019-12-22 21:00:00,2019-12-22 22:00:00,90.0,124.0,10.61,15.12,25.77,,0.28
2019-12-22 22:00:00,2019-12-22 23:00:00,71.0,91.0,10.02,15.97,25.99,,0.28
2019-12-22 23:00:00,2019-12-23 00:00:00,78.0,125.0,10.39,14.94,25.29,,0.28
2019-12-23 00:00:00,2019-12-23 01:00:00,91.0,136.0,10.36,15.1,25.9,,0.28
2019-12-23 01:00:00,2019-12-23 02:00:00,104.0,160.0,10.02,14.38,24.21,,0.3
2019-12-23 02:00:00,2019-12-23 03:00:00,,,10.34,15.59,25.56,,0.3
2019-12-23 03:00:00,2019-12-23 04:00:00,,,10.35,15.5,25.82,,0.3
2019-12-23 04:00:00,2019-12-23 05:00:00,,,9.96,14.79,25.53,,0.3
2019-12-23 05:00:00,2019-12-23 06:00:00,,,10.38,14.81,25.51,,0.29
2019-12-23 06:00:00,2019-12-23 07:00:00,72.0,,10.63,15.1,25.73,,0.28
2019-12-23 07:00:00,2019-12-23 08:00:00,,,10.42,15.54,25.83,,0.27
2019-12-23 08:00:00,2019-12-23 09:00:00,,,10.46,15.64,26.16,,0.27
2019-12-23 09:00:00,2019-12-23 10:00:00,,,10.59,15.12,25.84,,0.27
2019-12-23 10:00:00,2019-12-23 11:00:00,,,10.35,16.07,26.42,,0.27
2019-12-23 11:00:00,2019-12-23 12:00:00,,,10.37,14.97,25.15,,0.26
2019-12-23 12:00:00,2019-12-23 13:00:00,,,10.27,15.4,25.74,,0.26
2019-12-23 13:00:00,2019-12-23 14:00:00,,,10.3,14.7,25.16,,0.26
2019-12-23 14:00:00,2019-12-23 15:00:00,,,10.35,15.84,26.2,,0.28
2019-12-23 15:00:00,2019-12-23 16:00:00,,,10.19,14.43,23.86,,0.3
2019-12-23 16:00:00,2019-12-23 17:00:00,39.0,62.0,10.37,15.31,24.96,,0.29
2019-12-23 17:00:00,2019-12-23 18:00:00,42.0,72.0,9.86,15.19,25.49,,0.27
2019-12-23 18:00:00,2019-12-23 19:00:00,64.0,142.0,10.37,15.77,26.0,,0.26
2019-12-23 19:00:00,2019-12-23 20:00:00,81.0,130.0,10.01,15.91,26.36,,0.26
2019-12-23 20:00:00,2019-12-23 21:00:00,41.0,82.0,10.2,15.54,25.67,,0.25
2019-12-23 21:00:00,2019-12-23 22:00:00,47.0,106.0,9.96,15.51,25.32,,0.26
2019-12-23 22:00:00,2019-12-23 23:00:00,48.0,88.0,10.1,15.59,25.48,,0.26
2019-12-23 23:00:00,2019-12-24 00:00:00,40.0,80.0,10.2,15.2,25.82,,0.27
2019-12-24 00:00:00,2019-12-24 01:00:00,51.08,85.0,10.3,15.64,26.25,,0.28
2019-12-24 01:00:00,2019-12-24 02:00:00,52.12,82.0,10.25,14.51,24.79,,0.27
2019-12-24 02:00:00,2019-12-24 03:00:00,54.25,77.0,10.41,14.54,25.34,,0.28
2019-12-24 03:00:00,2019-12-24 04:00:00,58.0,79.0,10.02,14.72,25.24,,0.29
2019-12-24 04:00:00,2019-12-24 05:00:00,54.0,84.0,10.67,15.48,26.48,,0.29
2019-12-24 05:00:00,2019-12-24 06:00:00,65.0,88.0,10.61,15.03,26.12,,0.29
2019-12-24 06:00:00,2019-12-24 07:00:00,63.58,85.19,10.32,15.89,25.73,,0.29
2019-12-24 07:00:00,2019-12-24 08:00:00,71.12,88.0,10.2,15.26,31.14,,0.29
2019-12-24 08:00:00,2019-12-24 09:00:00,90.0,129.0,9.93,14.42,24.96,,0.28
2019-12-24 09:00:00,2019-12-24 10:00:00,98.0,136.0,10.54,14.88,25.27,,0.3
2019-12-24 10:00:00,2019-12-24 11:00:00,93.0,134.0,10.25,15.16,25.12,,0.29
2019-12-24 11:00:00,2019-12-24 12:00:00,101.0,155.0,10.29,14.71,24.99,,0.29
2019-12-24 12:00:00,2019-12-24 13:00:00,91.0,141.42,10.4,15.51,26.04,,0.29
2019-12-24 13:00:00,2019-12-24 14:00:00,92.0,124.0,10.3,15.15,25.59,,0.3
2019-12-24 14:00:00,2019-12-24 15:00:00,97.0,128.0,10.4,15.77,26.68,,0.3
2019-12-24 15:00:00,2019-12-24 16:00:00,90.0,140.0,10.21,14.98,24.63,,0.28
2019-12-24 16:00:00,2019-12-24 17:00:00,104.0,150.75,10.71,15.59,26.7,,0.29
2019-12-24 17:00:00,2019-12-24 18:00:00,121.0,159.0,10.1,14.78,24.87,,0.27
2019-12-24 18:00:00,2019-12-24 19:00:00,84.0,123.0,10.1,15.43,25.65,,0.26
2019-12-24 19:00:00,2019-12-24 20:00:00,72.0,93.0,9.91,15.33,25.58,,0.26
2019-12-24 20:00:00,2019-12-24 21:00:00,79.0,104.0,10.11,14.98,25.44,,0.27
2019-12-24 21:00:00,2019-12-24 22:00:00,77.0,89.0,10.1,15.89,25.95,,0.27
2019-12-24 22:00:00,2019-12-24 23:00:00,60.0,72.38,10.32,14.83,25.36,,0.27
2019-12-24 23:00:00,2019-12-25 00:00:00,71.0,82.0,10.24,16.76,26.52,,0.27
2019-12-25 00:00:00,2019-12-25 01:00:00,59.0,68.0,10.23,15.34,25.58,,0.27
2019-12-25 01:00:00,2019-12-25 02:00:00,56.0,64.0,10.17,15.8,25.81,,0.27
2019-12-25 02:00:00,2019-12-25 03:00:00,54.0,57.0,9.88,15.59,25.2,,0.27
2019-12-25 03:00:00,2019-12-25 04:00:00,55.0,66.0,10.1,15.45,25.1,,0.27
2019-12-25 04:00:00,2019-12-25 05:00:00,54.0,70.0,10.18,15.82,26.09,,0.27
2019-12-25 05:00:00,2019-12-25 06:00:00,55.0,58.0,9.96,15.63,26.56,,0.26
2019-12-25 06:00:00,2019-12-25 07:00:00,64.0,86.0,9.95,15.96,25.84,,0.27
2019-12-25 07:00:00,2019-12-25 08:00:00,65.0,71.0,10.24,15.94,26.28,,0.26
2019-12-25 08:00:00,2019-12-25 09:00:00,74.0,76.0,9.97,15.01,25.38,,0.26
2019-12-25 09:00:00,2019-12-25 10:00:00,82.0,87.0,10.05,15.51,25.51,,0.27
2019-12-25 10:00:00,2019-12-25 11:00:00,,,10.64,16.05,26.45,,0.27
2019-12-25 11:00:00,2019-12-25 12:00:00,99.0,101.0,10.2,14.76,25.02,,0.26
2019-12-25 12:00:00,2019-12-25 13:00:00,,,9.93,14.84,25.24,,0.26
2019-12-25 13:00:00,2019-12-25 14:00:00,,,,,,,
2019-12-25 14:00:00,2019-12-25 15:00:00,,,,,,,
2019-12-25 15:00:00,2019-12-25 16:00:00,,,,,,,
2019-12-25 16:00:00,2019-12-25 17:00:00,,,,,,,
2019-12-25 17:00:00,2019-12-25 18:00:00,,,,,,,
2019-12-25 18:00:00,2019-12-25 19:00:00,,,,,,,
2019-12-25 19:00:00,2019-12-25 20:00:00,,,,,,,
2019-12-25 20:00:00,2019-12-25 21:00:00,,,,,,,
2019-12-25 21:00:00,2019-12-25 22:00:00,,,,,,,
2019-12-25 22:00:00,2019-12-25 23:00:00,,,,,,,
2019-12-25 23:00:00,2019-12-26 00:00:00,,,,,,,
2019-12-26 00:00:00,2019-12-26 01:00:00,,,,,,,
2019-12-26 01:00:00,2019-12-26 02:00:00,,,,,,,
2019-12-26 02:00:00,2019-12-26 03:00:00,,,,,,,
2019-12-26 03:00:00,2019-12-26 04:00:00,,,,,,,
2019-12-26 04:00:00,2019-12-26 05:00:00,,,,,,,
2019-12-26 05:00:00,2019-12-26 06:00:00,,,,,,,
2019-12-26 06:00:00,2019-12-26 07:00:00,,,,,,,
2019-12-26 07:00:00,2019-12-26 08:00:00,,,,,,,
2019-12-26 08:00:00,2019-12-26 09:00:00,,,,,,,
2019-12-26 09:00:00,2019-12-26 10:00:00,,,,,,,
2019-12-26 10:00:00,2019-12-26 11:00:00,,,,,,,
2019-12-26 11:00:00,2019-12-26 12:00:00,,,,,,,
2019-12-26 12:00:00,2019-12-26 13:00:00,,,,,,,
2019-12-26 13:00:00,2019-12-26 14:00:00,,,,,,,
2019-12-26 14:00:00,2019-12-26 15:00:00,,,,,,,
2019-12-26 15:00:00,2019-12-26 16:00:00,,,,,,,
2019-12-26 16:00:00,2019-12-26 17:00:00,,,,,,,
2019-12-26 17:00:00,2019-12-26 18:00:00,,,,,,,
2019-12-26 18:00:00,2019-12-26 19:00:00,,,,,,,
2019-12-26 19:00:00,2019-12-26 20:00:00,,,,,,,
2019-12-26 20:00:00,2019-12-26 21:00:00,,,,,,,
2019-12-26 21:00:00,2019-12-26 22:00:00,,,,,,,
2019-12-26 22:00:00,2019-12-26 23:00:00,,,,,,,
2019-12-26 23:00:00,2019-12-27 00:00:00,,,,,,,
2019-12-27 00:00:00,2019-12-27 01:00:00,,,,,,,
2019-12-27 01:00:00,2019-12-27 02:00:00,,,,,,,
2019-12-27 02:00:00,2019-12-27 03:00:00,,,,,,,
2019-12-27 03:00:00,2019-12-27 04:00:00,,,,,,,
2019-12-27 04:00:00,2019-12-27 05:00:00,,,,,,,
2019-12-27 05:00:00,2019-12-27 06:00:00,,,,,,,
2019-12-27 06:00:00,2019-12-27 07:00:00,,,,,,,
2019-12-27 07:00:00,2019-12-27 08:00:00,,,,,,,
2019-12-27 08:00:00,2019-12-27 09:00:00,,,,,,,
2019-12-27 09:00:00,2019-12-27 10:00:00,,,,,,,
2019-12-27 10:00:00,2019-12-27 11:00:00,,,,,,,
2019-12-27 11:00:00,2019-12-27 12:00:00,,,,,,,
2019-12-27 12:00:00,2019-12-27 13:00:00,,,,,,,
2019-12-27 13:00:00,2019-12-27 14:00:00,,,,,,,
2019-12-27 14:00:00,2019-12-27 15:00:00,,,,,,,
2019-12-27 15:00:00,2019-12-27 16:00:00,,,,,,,
2019-12-27 16:00:00,2019-12-27 17:00:00,,,,,,,
2019-12-27 17:00:00,2019-12-27 18:00:00,,,,,,,
2019-12-27 18:00:00,2019-12-27 19:00:00,,,,,,,
2019-12-27 19:00:00,2019-12-27 20:00:00,,,,,,,
2019-12-27 20:00:00,2019-12-27 21:00:00,,,,,,,
2019-12-27 21:00:00,2019-12-27 22:00:00,,,,,,,
2019-12-27 22:00:00,2019-12-27 23:00:00,,,,,,,
2019-12-27 23:00:00,2019-12-28 00:00:00,,,,,,,
2019-12-28 00:00:00,2019-12-28 01:00:00,,,,,,,
2019-12-28 01:00:00,2019-12-28 02:00:00,,,,,,,
2019-12-28 02:00:00,2019-12-28 03:00:00,,,,,,,
2019-12-28 03:00:00,2019-12-28 04:00:00,,,,,,,
2019-12-28 04:00:00,2019-12-28 05:00:00,,,,,,,
2019-12-28 05:00:00,2019-12-28 06:00:00,,,,,,,
2019-12-28 06:00:00,2019-12-28 07:00:00,,,,,,,
2019-12-28 07:00:00,2019-12-28 08:00:00,,,,,,,
2019-12-28 08:00:00,2019-12-28 09:00:00,,,,,,,
2019-12-28 09:00:00,2019-12-28 10:00:00,,,,,,,
2019-12-28 10:00:00,2019-12-28 11:00:00,,,,,,,
2019-12-28 11:00:00,2019-12-28 12:00:00,,,,,,,
2019-12-28 12:00:00,2019-12-28 13:00:00,,,,,,,
2019-12-28 13:00:00,2019-12-28 14:00:00,,,,,,,
2019-12-28 14:00:00,2019-12-28 15:00:00,,,,,,,
2019-12-28 15:00:00,2019-12-28 16:00:00,,,,,,,
2019-12-28 16:00:00,2019-12-28 17:00:00,,,,,,,
2019-12-28 17:00:00,2019-12-28 18:00:00,,,,,,,
2019-12-28 18:00:00,2019-12-28 19:00:00,,,,,,,
2019-12-28 19:00:00,2019-12-28 20:00:00,,,,,,,
2019-12-28 20:00:00,2019-12-28 21:00:00,,,,,,,
2019-12-28 21:00:00,2019-12-28 22:00:00,,,,,,,
2019-12-28 22:00:00,2019-12-28 23:00:00,,,,,,,
2019-12-28 23:00:00,2019-12-29 00:00:00,,,,,,,
2019-12-29 00:00:00,2019-12-29 01:00:00,,,,,,,
