From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),VWS (m/s),Xylene (ug/m3),AT (degree C),RF (mm)
2021-11-21 06:00:00,2021-11-21 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 07:00:00,2021-11-21 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 08:00:00,2021-11-21 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 09:00:00,2021-11-21 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 10:00:00,2021-11-21 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 11:00:00,2021-11-21 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 12:00:00,2021-11-21 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 13:00:00,2021-11-21 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 14:00:00,2021-11-21 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 15:00:00,2021-11-21 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 16:00:00,2021-11-21 17:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 17:00:00,2021-11-21 18:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 18:00:00,2021-11-21 19:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 19:00:00,2021-11-21 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 20:00:00,2021-11-21 21:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 21:00:00,2021-11-21 22:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 22:00:00,2021-11-21 23:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 23:00:00,2021-11-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 00:00:00,2021-11-22 01:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 01:00:00,2021-11-22 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 02:00:00,2021-11-22 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 03:00:00,2021-11-22 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 04:00:00,2021-11-22 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 05:00:00,2021-11-22 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 06:00:00,2021-11-22 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 07:00:00,2021-11-22 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 08:00:00,2021-11-22 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 09:00:00,2021-11-22 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 10:00:00,2021-11-22 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 11:00:00,2021-11-22 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 12:00:00,2021-11-22 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 13:00:00,2021-11-22 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 14:00:00,2021-11-22 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 15:00:00,2021-11-22 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 16:00:00,2021-11-22 17:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 17:00:00,2021-11-22 18:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 18:00:00,2021-11-22 19:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 19:00:00,2021-11-22 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 20:00:00,2021-11-22 21:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 21:00:00,2021-11-22 22:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 22:00:00,2021-11-22 23:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 23:00:00,2021-11-23 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 00:00:00,2021-11-23 01:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 01:00:00,2021-11-23 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 02:00:00,2021-11-23 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 03:00:00,2021-11-23 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 04:00:00,2021-11-23 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 05:00:00,2021-11-23 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 06:00:00,2021-11-23 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 07:00:00,2021-11-23 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 08:00:00,2021-11-23 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 09:00:00,2021-11-23 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 10:00:00,2021-11-23 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 11:00:00,2021-11-23 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 12:00:00,2021-11-23 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 13:00:00,2021-11-23 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 14:00:00,2021-11-23 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 15:00:00,2021-11-23 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-11-23 16:00:00,2021-11-23 17:00:00,69.0,178.75,0.8,63.58,34.45,27.1,9.93,,87.9,0.7,4.5,1.83,2.02,,39.5,0.25,203.25,12.25,,0.8,26.1,0.0
2021-11-23 17:00:00,2021-11-23 18:00:00,94.25,224.75,0.72,70.33,38.0,28.75,12.82,,73.25,1.25,6.2,1.45,4.15,,44.5,0.3,120.5,6.25,,1.8,25.27,0.0
2021-11-23 18:00:00,2021-11-23 19:00:00,100.25,215.5,0.22,53.08,28.43,27.73,10.85,,90.03,1.03,4.8,1.1,3.35,,46.0,0.25,127.75,6.0,,1.55,24.92,0.0
2021-11-23 19:00:00,2021-11-23 20:00:00,79.75,172.75,0.2,49.7,26.52,27.42,9.47,,88.9,0.68,3.77,0.85,2.6,,47.5,0.25,125.5,6.25,,1.3,24.65,0.0
2021-11-23 20:00:00,2021-11-23 21:00:00,75.0,167.5,8.1,90.58,54.8,29.93,9.6,,47.38,0.68,4.53,1.02,3.23,,50.5,0.25,208.25,6.0,,1.55,24.25,0.0
2021-11-23 21:00:00,2021-11-23 22:00:00,79.0,241.5,6.9,83.08,49.77,33.3,9.12,,42.17,0.75,5.35,1.2,3.88,,53.75,0.28,202.75,6.0,,1.9,23.95,0.0
2021-11-23 22:00:00,2021-11-23 23:00:00,76.25,258.5,1.67,69.47,38.33,32.17,8.5,,53.6,0.55,3.9,0.93,2.75,,55.75,0.27,250.75,6.25,,1.38,23.65,0.0
2021-11-23 23:00:00,2021-11-24 00:00:00,80.0,189.25,0.78,63.35,34.27,31.62,7.13,,56.52,0.53,3.7,0.9,2.42,,58.75,0.25,237.0,5.75,,1.2,23.23,0.0
2021-11-24 00:00:00,2021-11-24 01:00:00,80.0,195.25,1.37,54.45,29.8,35.33,6.85,,68.3,0.62,3.67,0.92,2.35,,54.75,0.35,189.75,6.0,,1.2,23.25,0.0
2021-11-24 01:00:00,2021-11-24 02:00:00,104.25,172.75,0.2,39.88,21.35,32.0,6.28,,82.75,0.57,3.12,0.73,2.02,,54.25,0.38,185.5,6.25,,0.88,23.17,0.0
2021-11-24 02:00:00,2021-11-24 03:00:00,88.0,134.75,0.45,37.72,20.43,31.65,5.15,,73.02,0.6,2.98,0.7,1.9,,60.25,0.38,216.5,6.0,,0.78,22.77,0.0
2021-11-24 03:00:00,2021-11-24 04:00:00,87.25,128.75,0.17,43.12,23.08,32.2,6.08,,72.0,0.75,3.4,0.85,2.12,,60.25,0.47,198.25,5.75,,0.93,22.62,0.0
2021-11-24 04:00:00,2021-11-24 05:00:00,92.5,152.75,1.12,49.4,27.2,31.2,5.53,,67.55,0.6,3.1,0.78,1.97,,60.5,0.45,194.75,6.0,,0.85,22.55,0.0
2021-11-24 05:00:00,2021-11-24 06:00:00,79.0,149.0,0.6,38.38,20.88,33.85,5.3,,52.15,0.65,2.85,0.67,1.78,,70.0,0.53,118.75,6.25,,0.7,22.42,0.0
2021-11-24 06:00:00,2021-11-24 07:00:00,112.5,178.5,0.3,41.73,22.42,34.73,8.05,,65.07,0.85,2.98,0.7,1.7,,65.75,0.55,93.5,17.25,,0.7,22.68,0.0
2021-11-24 07:00:00,2021-11-24 08:00:00,124.0,193.0,1.3,50.7,28.0,38.12,11.0,,50.57,1.12,3.15,0.65,1.68,,66.0,0.43,227.25,67.75,,0.67,23.15,0.0
2021-11-24 08:00:00,2021-11-24 09:00:00,149.75,228.0,2.17,56.43,31.8,41.23,12.97,,66.35,1.35,3.6,0.72,1.88,,58.5,0.28,276.0,132.0,,0.75,24.4,0.0
2021-11-24 09:00:00,2021-11-24 10:00:00,195.5,276.25,1.15,37.55,20.9,30.45,10.45,,105.07,1.12,3.5,0.7,1.95,,43.0,0.6,143.25,195.0,,0.78,25.7,0.0
2021-11-24 10:00:00,2021-11-24 11:00:00,91.75,166.5,0.5,36.3,19.7,30.95,8.57,,130.9,0.53,2.73,0.6,1.7,,36.75,0.58,125.5,231.0,,0.67,27.23,0.0
2021-11-24 11:00:00,2021-11-24 12:00:00,85.0,148.0,0.42,33.83,18.32,30.08,8.45,,142.22,0.5,2.52,0.58,1.58,,36.25,0.5,255.75,236.25,,0.6,26.95,0.0
2021-11-24 12:00:00,2021-11-24 13:00:00,84.5,150.25,0.1,28.0,14.9,27.4,7.45,,154.03,0.43,2.17,0.47,1.5,,31.0,0.47,225.0,202.5,,0.5,27.3,0.0
2021-11-24 13:00:00,2021-11-24 14:00:00,68.75,124.0,0.25,24.98,13.38,25.47,7.3,,160.73,0.3,1.85,0.4,1.32,,28.25,0.43,301.25,154.5,,0.43,27.5,0.0
2021-11-24 14:00:00,2021-11-24 15:00:00,65.0,119.0,0.4,24.95,13.6,23.73,6.95,,159.2,0.3,2.0,0.47,1.5,,26.0,0.57,161.5,114.0,,0.53,27.42,0.0
2021-11-24 15:00:00,2021-11-24 16:00:00,63.0,122.0,0.12,22.4,12.03,23.17,6.45,,139.68,0.3,1.9,0.45,1.42,,37.0,0.28,295.25,49.5,,0.5,26.88,0.0
2021-11-24 16:00:00,2021-11-24 17:00:00,64.5,126.0,11.0,59.38,38.27,29.88,7.98,,86.3,0.43,2.45,0.55,1.62,,50.5,0.15,310.75,12.25,,0.62,25.3,0.0
2021-11-24 17:00:00,2021-11-24 18:00:00,111.25,247.0,14.53,115.55,73.27,40.33,14.0,,13.9,2.08,11.75,2.85,8.28,,59.75,0.23,299.25,6.25,,3.8,24.4,0.0
2021-11-24 18:00:00,2021-11-24 19:00:00,151.75,364.25,26.8,120.52,85.9,43.95,13.4,,10.3,1.97,12.25,3.05,9.33,,61.25,0.22,294.5,6.0,,4.2,23.95,0.0
2021-11-24 19:00:00,2021-11-24 20:00:00,147.25,370.5,7.12,101.8,59.92,41.85,12.25,,15.62,1.9,9.82,2.53,7.4,,66.75,0.22,294.0,6.25,,3.42,23.52,0.0
2021-11-24 20:00:00,2021-11-24 21:00:00,185.0,329.25,3.27,86.92,48.92,39.67,10.45,,18.88,1.67,9.55,2.3,6.62,,70.25,0.1,298.75,6.0,,3.12,23.2,0.0
2021-11-24 21:00:00,2021-11-24 22:00:00,149.75,279.5,4.38,81.38,46.83,40.85,9.0,,20.73,1.4,7.58,1.83,5.28,,70.75,0.12,295.75,6.0,,2.52,23.02,0.0
2021-11-24 22:00:00,2021-11-24 23:00:00,141.75,291.75,0.4,51.7,27.82,37.05,6.72,,79.38,0.85,5.3,1.28,3.93,,61.0,0.23,228.5,5.75,,1.95,23.12,0.0
2021-11-24 23:00:00,2021-11-25 00:00:00,82.25,136.75,0.13,41.47,22.15,37.22,8.3,,120.5,0.4,2.58,0.57,1.88,,50.0,0.6,74.25,6.25,,0.88,23.95,0.0
2021-11-25 00:00:00,2021-11-25 01:00:00,87.75,129.75,0.2,38.23,20.38,35.67,7.53,,125.12,0.4,2.1,0.5,1.42,,50.75,0.62,70.25,6.25,,0.57,23.82,0.0
2021-11-25 01:00:00,2021-11-25 02:00:00,77.75,120.75,0.18,36.2,19.38,33.3,5.0,,84.4,0.4,2.0,0.5,1.38,,68.5,0.38,313.75,6.0,,0.55,22.83,0.0
2021-11-25 02:00:00,2021-11-25 03:00:00,73.25,113.5,0.23,35.03,18.8,33.17,5.28,,98.03,0.4,2.1,0.5,1.4,,64.0,0.38,116.0,5.75,,0.5,22.88,0.0
2021-11-25 03:00:00,2021-11-25 04:00:00,85.0,122.75,0.15,34.05,18.15,31.73,4.92,,90.05,0.4,2.1,0.5,1.45,,67.25,0.38,180.5,6.0,,0.55,22.55,0.0
2021-11-25 04:00:00,2021-11-25 05:00:00,79.75,119.75,0.17,32.9,17.62,30.3,4.03,,75.55,0.4,2.05,0.5,1.42,,73.0,0.35,213.25,5.75,,0.5,22.1,0.0
2021-11-25 05:00:00,2021-11-25 06:00:00,73.25,116.0,0.97,48.0,26.17,32.93,4.78,,62.27,0.5,2.45,0.55,1.6,,71.75,0.4,237.25,6.25,,0.65,22.12,0.0
2021-11-25 06:00:00,2021-11-25 07:00:00,109.0,175.75,2.83,71.38,40.25,37.3,5.8,,30.72,0.75,2.93,0.68,1.9,,75.25,0.22,298.0,16.5,,0.75,22.0,0.0
2021-11-25 07:00:00,2021-11-25 08:00:00,141.25,231.5,3.53,73.65,42.03,48.28,11.7,,36.13,1.3,3.5,0.88,2.08,,69.5,0.2,254.75,67.25,,0.77,22.93,0.0
2021-11-25 08:00:00,2021-11-25 09:00:00,235.5,333.25,4.37,70.4,41.03,49.33,14.27,,81.4,1.95,4.7,1.08,2.65,,59.5,0.3,223.0,132.75,,1.05,24.25,0.0
2021-11-25 09:00:00,2021-11-25 10:00:00,219.75,306.0,0.8,41.9,22.95,36.0,12.0,,107.05,1.08,3.08,0.7,1.7,,51.25,0.4,184.0,192.25,,0.65,25.12,0.0
2021-11-25 10:00:00,2021-11-25 11:00:00,126.25,184.0,0.35,37.75,20.35,33.68,14.12,,136.47,0.6,2.35,0.57,1.42,,44.25,0.57,251.75,227.75,,0.5,25.95,0.0
2021-11-25 11:00:00,2021-11-25 12:00:00,102.0,154.5,0.22,36.6,19.65,34.58,19.03,,161.3,0.45,2.1,0.57,1.3,,38.5,0.47,179.0,237.25,,0.43,26.85,0.0
2021-11-25 12:00:00,2021-11-25 13:00:00,97.0,169.0,1.57,35.47,20.17,34.43,13.8,,120.37,0.4,1.95,0.4,1.15,,33.0,0.53,248.0,204.33,,0.4,27.37,0.0
2021-11-25 13:00:00,2021-11-25 14:00:00,,,0.3,31.8,17.18,29.1,12.53,,174.73,0.37,1.87,0.43,1.23,,32.75,0.35,272.0,146.0,,0.43,27.77,0.0
2021-11-25 14:00:00,2021-11-25 15:00:00,82.25,133.25,0.2,31.0,16.7,28.28,12.07,,171.15,0.4,1.83,0.4,1.12,,32.75,0.43,284.5,105.0,,0.4,27.45,0.0
2021-11-25 15:00:00,2021-11-25 16:00:00,83.0,140.75,0.4,38.12,20.62,27.93,11.27,,136.53,0.4,2.0,0.4,1.3,,38.5,0.2,308.75,44.25,,0.5,26.7,0.0
2021-11-25 16:00:00,2021-11-25 17:00:00,82.0,162.0,3.9,107.6,60.4,35.55,10.6,,32.63,0.5,2.6,0.6,1.8,,56.33,0.13,314.0,11.0,,0.7,25.17,0.0
2021-11-25 17:00:00,2021-11-25 18:00:00,,,0.9,96.13,51.85,44.42,18.52,,46.7,2.0,34.0,3.25,7.7,,63.5,0.2,297.5,6.0,,3.15,24.4,0.0
2021-11-25 18:00:00,2021-11-25 19:00:00,215.0,360.0,0.97,87.23,47.2,44.95,19.15,,54.65,2.43,11.07,3.05,4.75,,59.5,0.2,280.5,5.75,,2.55,24.1,0.0
2021-11-25 19:00:00,2021-11-25 20:00:00,182.25,300.5,0.68,67.05,36.23,37.02,13.6,,64.33,1.43,6.43,2.33,3.8,,61.25,0.33,232.5,6.0,,2.25,23.8,0.0
2021-11-25 20:00:00,2021-11-25 21:00:00,130.0,228.25,0.7,60.65,32.8,36.03,10.05,,56.55,0.92,4.3,1.0,2.82,,67.5,0.2,306.0,6.0,,1.2,23.35,0.0
2021-11-25 21:00:00,2021-11-25 22:00:00,128.25,205.0,0.88,67.75,36.78,38.95,7.12,,29.7,0.97,4.78,1.12,3.18,,74.75,0.12,292.25,6.0,,1.27,22.92,0.0
2021-11-25 22:00:00,2021-11-25 23:00:00,134.0,234.5,0.4,46.2,24.88,35.68,6.52,,69.88,0.72,3.9,0.93,2.67,,71.75,0.25,309.0,5.75,,1.05,23.0,0.0
2021-11-25 23:00:00,2021-11-26 00:00:00,108.0,158.0,0.33,51.08,27.43,37.0,4.9,,55.67,0.72,3.72,0.8,2.33,,78.0,0.1,300.0,5.75,,0.92,22.6,0.0
2021-11-26 00:00:00,2021-11-26 01:00:00,107.75,157.25,0.2,41.52,22.15,36.45,4.35,,84.4,0.53,2.75,0.62,1.77,,76.25,0.15,295.75,6.0,,0.62,22.65,0.0
2021-11-26 01:00:00,2021-11-26 02:00:00,100.0,137.25,,45.45,24.12,38.6,3.83,,74.45,0.5,2.58,0.6,1.65,,80.5,0.28,294.0,6.0,,0.6,22.5,0.0
2021-11-26 02:00:00,2021-11-26 03:00:00,104.0,147.0,0.13,44.1,23.52,39.6,5.25,,92.17,0.5,2.53,0.55,1.6,,72.25,0.4,145.0,6.0,,0.55,22.98,0.0
2021-11-26 03:00:00,2021-11-26 04:00:00,102.75,151.5,0.15,40.92,21.95,37.98,5.27,,85.1,0.5,2.32,0.5,1.48,,73.0,0.73,156.5,5.75,,0.55,22.73,0.0
2021-11-26 04:00:00,2021-11-26 05:00:00,95.75,140.25,0.17,43.17,23.1,36.6,5.03,,74.0,0.5,2.27,0.5,1.45,,77.0,0.45,229.0,5.75,,0.5,22.38,0.0
2021-11-26 05:00:00,2021-11-26 06:00:00,92.5,146.5,0.15,44.5,23.75,35.53,5.08,,69.05,0.58,2.32,0.5,1.45,,78.25,0.48,133.25,5.5,,0.57,22.2,0.0
2021-11-26 06:00:00,2021-11-26 07:00:00,105.5,156.75,0.8,59.27,32.2,36.83,6.2,,57.08,0.73,2.62,0.6,1.6,,80.0,0.38,246.25,15.75,,0.65,22.25,0.0
2021-11-26 07:00:00,2021-11-26 08:00:00,123.0,211.5,2.65,62.8,35.52,42.15,8.85,,22.27,1.35,3.4,0.7,1.92,,82.0,0.33,298.0,56.5,,0.78,22.67,0.0
2021-11-26 08:00:00,2021-11-26 09:00:00,208.75,277.5,2.87,53.73,30.93,40.83,8.53,,47.9,1.43,3.57,0.7,1.88,,74.0,0.33,197.75,114.75,,0.73,23.68,0.0
2021-11-26 09:00:00,2021-11-26 10:00:00,173.25,240.0,1.75,53.5,29.85,41.05,13.25,,82.97,1.35,4.0,0.82,2.17,,60.75,0.45,165.75,168.25,,0.88,25.08,0.0
2021-11-26 10:00:00,2021-11-26 11:00:00,178.5,268.25,0.75,49.45,26.92,38.38,12.3,,115.4,1.07,3.65,0.73,1.98,,54.25,0.45,211.0,201.5,,0.78,25.88,0.0
2021-11-26 11:00:00,2021-11-26 12:00:00,138.5,217.75,0.2,44.0,23.57,37.7,11.0,,140.87,0.7,2.75,0.55,1.35,,48.75,0.57,130.5,211.75,,0.5,26.45,0.0
2021-11-26 12:00:00,2021-11-26 13:00:00,98.75,148.75,0.3,44.95,24.15,39.87,14.5,,155.8,0.58,2.35,0.53,1.45,,46.75,0.4,227.25,182.25,,0.5,26.98,0.0
2021-11-26 13:00:00,2021-11-26 14:00:00,118.25,168.25,0.3,42.9,23.08,38.55,14.7,,172.85,0.53,2.17,0.5,1.33,,41.75,0.33,305.25,129.0,,0.43,27.0,0.0
2021-11-26 14:00:00,2021-11-26 15:00:00,98.75,146.5,0.33,40.98,22.05,36.73,17.95,,181.12,0.45,2.1,0.53,1.52,,45.5,0.27,253.5,90.5,,0.53,26.85,0.0
2021-11-26 15:00:00,2021-11-26 16:00:00,117.25,158.0,0.15,42.95,22.95,36.95,20.88,,164.07,0.5,2.1,0.55,1.6,,53.5,0.2,300.25,38.0,,0.53,26.27,0.0
2021-11-26 16:00:00,2021-11-26 17:00:00,127.25,192.75,0.83,68.33,36.85,39.48,17.18,,108.65,0.75,2.75,0.67,1.85,,65.75,0.12,329.67,10.5,,0.73,25.12,0.0
2021-11-26 17:00:00,2021-11-26 18:00:00,164.25,284.5,74.7,158.72,145.18,68.67,23.62,,8.38,2.58,11.78,2.83,7.78,,76.5,0.15,288.25,6.0,,3.62,24.45,0.0
2021-11-26 18:00:00,2021-11-26 19:00:00,310.25,662.75,19.55,127.97,83.97,49.42,16.95,,22.95,2.77,16.85,4.08,12.8,,73.5,0.25,260.75,6.0,,5.7,24.27,0.0
2021-11-26 19:00:00,2021-11-26 20:00:00,175.5,364.5,1.1,83.72,45.43,46.62,13.12,,52.17,1.6,7.77,1.98,5.68,,77.25,0.2,311.5,6.0,,2.62,23.92,0.0
2021-11-26 20:00:00,2021-11-26 21:00:00,195.75,299.25,12.18,101.05,63.65,48.08,11.07,,23.35,1.62,6.3,1.6,4.48,,80.75,0.2,290.0,6.0,,1.98,23.62,0.0
2021-11-26 21:00:00,2021-11-26 22:00:00,217.75,394.0,3.9,102.1,57.48,48.58,9.05,,20.65,1.8,9.97,2.18,6.18,,84.25,0.15,291.25,6.0,,2.8,23.4,0.0
2021-11-26 22:00:00,2021-11-26 23:00:00,182.0,305.25,1.77,89.72,49.2,46.48,7.3,,25.4,1.3,7.17,1.75,5.12,,84.25,0.17,273.25,6.0,,2.33,23.25,0.0
2021-11-26 23:00:00,2021-11-27 00:00:00,180.5,281.0,0.88,68.6,37.17,46.12,6.3,,54.28,0.88,4.78,1.27,3.85,,83.5,0.2,264.0,6.0,,1.6,23.2,0.0
2021-11-27 00:00:00,2021-11-27 01:00:00,136.0,194.75,0.53,61.33,33.05,48.0,5.6,,73.42,0.7,3.4,0.88,2.65,,84.25,0.23,261.0,6.0,,0.97,23.12,0.0
2021-11-27 01:00:00,2021-11-27 02:00:00,140.5,211.0,0.25,60.35,32.2,49.85,5.65,,74.23,0.88,3.38,0.85,2.48,,84.75,0.4,198.25,6.0,,0.97,23.05,0.0
2021-11-27 02:00:00,2021-11-27 03:00:00,155.75,214.75,0.35,60.42,32.42,48.45,4.7,,67.5,0.8,3.6,0.95,2.65,,87.5,0.42,190.0,5.5,,1.0,22.85,0.0
2021-11-27 03:00:00,2021-11-27 04:00:00,147.25,209.75,0.1,52.95,28.15,46.45,4.17,,63.7,0.8,3.43,0.9,2.32,,91.25,0.33,267.5,6.0,,0.9,22.65,0.0
2021-11-27 04:00:00,2021-11-27 05:00:00,152.0,204.0,0.3,54.85,29.4,46.28,4.22,,48.07,0.97,3.48,0.9,2.3,,89.0,0.42,143.0,6.0,,0.9,22.5,0.0
2021-11-27 05:00:00,2021-11-27 06:00:00,179.0,236.25,0.43,56.6,30.45,46.17,4.75,,45.83,1.17,3.58,1.0,2.4,,88.0,0.45,126.25,6.0,,0.97,22.52,0.0
2021-11-27 06:00:00,2021-11-27 07:00:00,179.5,242.75,1.08,64.22,35.02,46.85,6.0,,35.12,1.25,3.67,1.02,2.4,,87.75,0.42,155.75,15.0,,0.97,22.42,0.0
2021-11-27 07:00:00,2021-11-27 08:00:00,192.25,267.75,2.75,64.02,36.27,46.7,7.45,,31.9,1.3,3.8,1.02,2.55,,85.75,0.62,178.25,47.25,,1.0,22.75,0.0
2021-11-27 08:00:00,2021-11-27 09:00:00,198.25,286.5,3.6,65.38,37.75,48.07,9.25,,38.55,1.5,4.38,1.35,2.95,,80.0,0.72,197.0,95.25,,1.25,23.48,0.0
2021-11-27 09:00:00,2021-11-27 10:00:00,203.75,298.25,2.17,55.05,31.1,44.45,7.95,,58.08,1.25,3.83,1.15,2.62,,75.25,0.75,181.0,137.0,,1.08,24.23,0.0
2021-11-27 10:00:00,2021-11-27 11:00:00,165.5,251.25,1.15,54.3,29.77,43.02,7.8,,89.97,1.0,3.8,1.05,2.58,,66.25,0.8,177.25,165.0,,1.05,24.93,0.0
2021-11-27 11:00:00,2021-11-27 12:00:00,152.75,234.5,0.48,50.5,27.28,41.57,7.8,,123.45,0.9,3.28,0.9,2.27,,58.0,0.8,188.75,177.75,,0.9,25.67,0.0
2021-11-27 12:00:00,2021-11-27 13:00:00,144.25,222.5,0.2,48.98,26.18,41.75,7.78,,141.9,0.82,3.1,0.8,2.15,,54.0,0.72,168.0,159.0,,0.82,26.2,0.0
2021-11-27 13:00:00,2021-11-27 14:00:00,155.0,234.0,0.35,49.4,26.55,43.42,7.62,,151.22,0.9,3.2,0.8,2.17,,52.5,0.6,141.0,115.75,,0.8,26.45,0.0
2021-11-27 14:00:00,2021-11-27 15:00:00,184.0,265.75,0.28,48.95,26.27,42.45,7.22,,151.82,0.9,3.12,0.8,2.05,,53.25,0.33,199.25,72.5,,0.75,26.47,0.0
2021-11-27 15:00:00,2021-11-27 16:00:00,183.25,260.0,0.33,56.07,30.07,42.53,7.08,,127.18,0.97,3.45,0.93,2.3,,57.75,0.33,171.0,35.25,,0.9,26.55,0.0
2021-11-27 16:00:00,2021-11-27 17:00:00,188.5,322.0,0.62,79.28,42.62,45.55,7.38,,80.75,1.15,5.1,1.33,3.53,,66.0,0.15,149.25,10.25,,1.45,25.35,0.0
2021-11-27 17:00:00,2021-11-27 18:00:00,208.0,350.5,1.05,115.55,62.33,50.75,9.6,,39.28,1.75,7.28,2.08,5.22,,72.5,0.25,108.75,5.5,,2.4,24.73,0.0
2021-11-27 18:00:00,2021-11-27 19:00:00,234.5,367.5,14.68,128.17,80.08,53.32,9.07,,32.82,1.9,8.45,2.5,6.22,,75.0,0.17,185.0,6.0,,2.95,24.32,0.0
2021-11-27 19:00:00,2021-11-27 20:00:00,220.25,385.75,20.05,129.62,85.25,53.67,10.05,,18.0,2.2,11.73,2.98,8.2,,78.0,0.2,235.75,5.75,,3.85,24.05,0.0
2021-11-27 20:00:00,2021-11-27 21:00:00,223.5,432.75,24.45,115.92,81.53,55.35,8.27,,16.5,2.08,10.2,2.5,7.0,,82.75,0.18,253.0,5.75,,3.38,23.7,0.0
2021-11-27 21:00:00,2021-11-27 22:00:00,237.0,477.33,9.63,108.57,65.6,51.43,6.77,,25.5,1.63,8.13,2.03,5.63,,83.67,0.17,261.33,5.33,,2.73,23.53,0.0
2021-11-27 22:00:00,2021-11-27 23:00:00,209.75,398.0,2.5,84.32,46.9,48.0,4.92,,29.15,1.35,6.05,1.42,4.05,,88.0,0.17,281.0,6.0,,1.85,23.2,0.0
2021-11-27 23:00:00,2021-11-28 00:00:00,201.0,311.75,2.1,85.08,46.95,49.45,4.7,,37.5,1.08,4.95,1.23,3.53,,85.25,0.23,233.25,6.0,,1.5,23.23,0.0
