From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C)
2023-02-25 08:00:00,2023-02-25 09:00:00,78.69,237.06,8.47,19.27,20.98,30.16,6.67,0.7,24.97,0.07,25.13,9.71,1.71,0.8,,47.28,0.31,130.58,241.49,,,21.55
2023-02-25 09:00:00,2023-02-25 10:00:00,84.66,250.19,5.97,21.28,20.01,30.02,12.04,0.99,56.03,0.13,24.16,10.11,1.97,0.92,,35.11,0.51,158.67,319.0,,,24.86
2023-02-25 10:00:00,2023-02-25 11:00:00,86.25,235.6,6.07,24.88,22.0,29.45,31.32,0.56,66.0,0.16,15.1,7.98,1.57,0.79,,22.01,0.55,87.9,383.27,,,28.45
2023-02-25 11:00:00,2023-02-25 12:00:00,90.81,187.5,3.81,13.35,14.04,29.32,8.69,0.32,78.39,0.09,11.75,5.38,0.85,0.44,,11.81,0.88,115.34,405.78,,,30.46
2023-02-25 12:00:00,2023-02-25 13:00:00,77.49,139.03,3.66,11.48,12.92,29.69,7.3,0.82,89.4,0.04,2.39,1.99,0.29,0.15,,12.86,0.43,112.49,421.65,,,31.57
2023-02-25 13:00:00,2023-02-25 14:00:00,61.81,109.27,3.55,11.38,12.78,29.65,6.61,1.63,89.2,0.02,1.52,1.34,0.18,0.1,,12.86,0.52,257.84,385.08,,,32.03
2023-02-25 14:00:00,2023-02-25 15:00:00,50.07,101.5,3.48,10.94,12.48,29.48,7.91,1.67,96.14,0.04,1.36,1.8,0.23,0.1,,12.45,0.86,140.45,316.07,,,31.86
2023-02-25 15:00:00,2023-02-25 16:00:00,43.94,84.08,5.72,16.65,17.33,28.86,9.51,2.02,91.08,0.02,1.08,0.78,0.15,0.08,,13.23,0.47,221.53,118.02,,,31.78
2023-02-25 16:00:00,2023-02-25 17:00:00,42.06,88.95,6.15,17.13,17.92,28.65,8.4,0.36,93.48,0.03,1.44,0.84,0.23,0.11,,13.71,0.46,203.18,61.45,,,30.69
2023-02-25 17:00:00,2023-02-25 18:00:00,41.42,98.06,7.78,27.57,24.83,28.73,7.97,0.3,48.51,0.08,2.64,1.66,0.43,0.18,,19.64,0.29,139.82,26.17,,,28.63
2023-02-25 18:00:00,2023-02-25 19:00:00,56.39,257.02,22.9,25.54,36.03,29.13,6.92,0.3,22.41,0.54,9.77,9.16,6.04,2.48,,31.43,0.17,182.38,15.6,,,25.2
2023-02-25 19:00:00,2023-02-25 20:00:00,90.4,406.37,34.25,18.14,41.32,29.57,5.48,0.3,6.85,1.13,18.27,17.12,8.93,4.1,,41.73,0.32,136.34,14.62,,,23.08
2023-02-25 20:00:00,2023-02-25 21:00:00,107.92,406.17,7.08,22.82,21.74,30.9,4.38,0.3,22.62,0.35,13.79,11.22,4.91,2.23,,42.97,0.28,76.0,14.37,,,21.98
2023-02-25 21:00:00,2023-02-25 22:00:00,96.7,250.89,16.82,22.84,29.67,30.4,3.54,0.3,7.83,0.16,7.75,7.92,2.43,1.1,,50.41,0.39,193.79,14.38,,,20.49
2023-02-25 22:00:00,2023-02-25 23:00:00,83.38,188.16,18.41,19.21,29.02,30.24,3.19,0.3,9.36,0.2,7.18,8.93,2.52,1.14,,51.35,0.33,135.62,13.88,,,19.47
2023-02-25 23:00:00,2023-02-26 00:00:00,77.03,223.92,22.11,16.63,30.58,29.75,2.6,0.3,5.05,0.11,6.41,8.12,2.42,1.31,,56.47,0.35,194.14,13.95,,,18.99
2023-02-26 00:00:00,2023-02-26 01:00:00,72.97,206.64,6.93,19.23,19.7,30.06,1.84,0.44,12.93,0.11,6.49,7.54,1.87,1.06,,56.56,0.49,187.54,13.75,,,18.1
2023-02-26 01:00:00,2023-02-26 02:00:00,66.23,217.93,5.29,17.67,17.54,30.26,2.07,0.49,14.13,0.07,22.15,12.37,3.57,1.21,,58.53,0.34,200.23,13.79,,,17.55
2023-02-26 02:00:00,2023-02-26 03:00:00,66.64,219.72,8.39,18.63,20.57,30.2,2.07,0.37,5.96,0.08,28.7,14.83,4.46,1.41,,63.27,0.25,158.03,13.79,,,17.09
2023-02-26 03:00:00,2023-02-26 04:00:00,66.78,199.08,16.37,11.98,23.52,30.45,1.95,0.3,4.61,0.1,24.27,13.44,3.98,1.62,,68.31,0.35,180.16,13.81,,,16.45
2023-02-26 04:00:00,2023-02-26 05:00:00,62.65,156.7,8.6,16.46,19.59,31.19,1.58,0.3,5.78,0.07,29.84,11.29,2.33,1.06,,68.68,0.43,164.09,13.56,,,15.92
2023-02-26 05:00:00,2023-02-26 06:00:00,59.55,163.6,6.72,18.16,18.97,31.38,1.52,0.3,6.89,0.06,44.79,11.68,2.08,0.99,,68.06,0.34,113.96,13.45,,,15.86
2023-02-26 06:00:00,2023-02-26 07:00:00,57.71,141.57,13.23,14.66,22.38,31.17,1.61,0.3,5.85,0.06,43.37,11.76,2.06,0.92,,68.69,0.29,173.33,30.72,,,15.92
2023-02-26 07:00:00,2023-02-26 08:00:00,66.03,201.57,14.86,15.98,24.41,30.75,1.85,0.3,7.35,0.12,47.39,12.94,2.7,1.16,,61.8,0.49,207.22,110.9,,,18.05
2023-02-26 08:00:00,2023-02-26 09:00:00,76.75,247.09,8.71,19.65,21.38,30.27,3.24,0.88,25.54,0.1,36.25,11.91,2.71,1.07,,46.9,0.46,184.68,213.84,,,21.16
2023-02-26 09:00:00,2023-02-26 10:00:00,82.84,245.28,4.79,20.35,18.56,30.07,6.18,1.27,55.24,0.12,24.14,10.03,2.16,0.93,,35.97,0.62,148.54,300.46,,,24.18
2023-02-26 10:00:00,2023-02-26 11:00:00,88.79,234.28,6.52,32.08,26.2,30.12,43.89,1.2,69.35,0.12,30.86,8.89,1.54,0.73,,31.43,0.37,99.94,345.28,,,27.42
2023-02-26 11:00:00,2023-02-26 12:00:00,96.37,247.12,5.24,30.54,24.34,31.04,50.99,0.41,81.04,0.12,57.9,10.43,1.54,0.73,,31.73,0.45,149.7,361.85,,,29.3
2023-02-26 12:00:00,2023-02-26 13:00:00,100.18,220.5,5.21,30.08,24.07,31.09,58.29,0.3,94.92,0.07,40.76,6.57,0.72,0.35,,27.35,0.6,196.0,389.19,,,30.87
2023-02-26 13:00:00,2023-02-26 14:00:00,95.72,183.59,3.46,17.36,15.88,30.44,35.43,0.57,107.39,0.03,26.72,4.18,0.34,0.17,,17.95,0.61,218.06,349.44,,,32.05
2023-02-26 14:00:00,2023-02-26 15:00:00,87.28,181.8,3.2,13.02,13.36,29.99,10.84,0.83,83.38,0.04,9.67,3.04,0.28,0.15,,13.11,1.29,247.81,330.63,,,32.19
2023-02-26 15:00:00,2023-02-26 16:00:00,77.59,164.35,3.87,11.47,12.98,29.99,9.53,1.02,99.21,0.02,3.51,1.87,0.2,0.11,,16.54,1.17,220.83,131.86,,,31.37
2023-02-26 16:00:00,2023-02-26 17:00:00,70.7,132.43,3.0,12.2,12.77,29.61,8.75,0.41,99.74,0.01,1.76,0.76,0.14,0.06,,17.5,0.37,267.05,65.36,,,30.76
2023-02-26 17:00:00,2023-02-26 18:00:00,64.09,120.13,3.07,21.76,17.91,29.62,8.58,0.31,63.66,0.11,2.94,2.83,0.94,0.36,,23.27,0.26,205.53,24.68,,,28.59
2023-02-26 18:00:00,2023-02-26 19:00:00,66.5,161.74,6.76,36.52,28.76,29.67,7.86,0.37,12.82,0.52,10.03,10.66,4.08,1.63,,34.17,0.15,191.63,15.55,,,25.25
2023-02-26 19:00:00,2023-02-26 20:00:00,81.64,323.38,13.42,32.36,31.96,29.97,6.63,0.35,7.7,0.93,18.12,16.1,6.57,2.79,,43.04,0.3,172.54,14.75,,,23.34
2023-02-26 20:00:00,2023-02-26 21:00:00,97.6,393.82,11.9,25.97,27.33,30.72,5.52,0.3,12.05,0.72,19.23,16.55,6.57,3.06,,47.33,0.25,161.16,14.56,,,22.14
2023-02-26 21:00:00,2023-02-26 22:00:00,88.57,270.01,20.86,22.16,31.77,30.65,4.67,0.3,8.68,0.42,10.57,12.27,4.35,1.94,,50.51,0.4,185.94,13.69,,,21.41
2023-02-26 22:00:00,2023-02-26 23:00:00,91.63,287.54,21.92,18.14,31.31,30.71,4.04,0.3,6.32,0.5,11.88,14.0,4.69,2.06,,53.27,0.36,196.88,14.0,,,20.57
2023-02-26 23:00:00,2023-02-27 00:00:00,95.71,336.56,19.94,17.5,29.16,30.71,4.95,0.3,6.1,0.35,18.75,12.46,3.81,1.37,,56.21,0.28,173.59,13.82,,,19.71
2023-02-27 00:00:00,2023-02-27 01:00:00,99.45,366.11,17.89,17.83,27.87,30.36,4.2,0.63,5.0,0.36,20.09,12.42,3.99,1.46,,61.83,0.2,139.15,14.29,,,18.71
2023-02-27 01:00:00,2023-02-27 02:00:00,99.97,320.4,10.68,19.9,23.11,30.46,3.5,0.89,5.11,0.31,17.37,11.87,3.71,1.61,,64.22,0.48,208.5,13.67,,,18.23
2023-02-27 02:00:00,2023-02-27 03:00:00,98.01,243.6,6.05,17.15,17.88,30.53,3.35,0.89,11.29,0.15,16.12,10.28,2.43,0.98,,65.32,0.35,175.78,14.09,,,17.16
2023-02-27 03:00:00,2023-02-27 04:00:00,88.78,210.65,8.93,16.96,20.12,30.64,2.89,0.71,6.92,0.11,17.28,10.03,2.22,0.85,,69.17,0.34,140.13,13.53,,,16.78
2023-02-27 04:00:00,2023-02-27 05:00:00,79.1,181.04,6.41,17.29,18.24,31.21,2.72,0.3,7.21,0.1,18.07,10.27,2.1,0.96,,69.7,0.44,204.26,13.61,,,16.34
2023-02-27 05:00:00,2023-02-27 06:00:00,63.72,168.59,9.41,16.13,20.07,31.29,2.51,0.3,5.94,0.08,22.98,11.28,2.28,0.86,,69.33,0.33,198.17,13.84,,,15.77
2023-02-27 06:00:00,2023-02-27 07:00:00,77.18,264.47,32.16,5.94,31.61,30.67,2.8,0.3,5.23,0.1,35.48,15.72,4.21,1.31,,69.31,0.36,165.95,32.09,,,16.09
2023-02-27 07:00:00,2023-02-27 08:00:00,103.87,374.38,13.48,14.03,22.26,31.36,3.25,0.3,10.88,0.11,34.47,14.76,3.97,1.59,,63.31,0.63,113.11,116.03,,,17.73
2023-02-27 08:00:00,2023-02-27 09:00:00,105.15,333.05,7.61,18.37,19.79,31.07,7.4,0.86,28.65,0.06,33.66,10.19,1.64,0.68,,49.73,0.25,168.6,219.54,,,21.3
2023-02-27 09:00:00,2023-02-27 10:00:00,99.69,284.71,4.92,21.43,19.24,30.86,10.38,0.98,51.28,0.11,33.3,10.58,2.2,0.92,,41.67,0.64,190.11,297.76,,,24.68
2023-02-27 10:00:00,2023-02-27 11:00:00,105.42,276.47,6.15,30.56,25.09,30.48,25.63,0.93,59.48,0.11,19.71,8.15,1.92,0.9,,35.6,0.56,82.79,334.74,,,27.39
2023-02-27 11:00:00,2023-02-27 12:00:00,122.01,302.55,6.42,36.81,28.64,30.38,73.36,1.4,74.84,0.12,85.89,12.08,1.75,0.7,,29.57,0.34,142.43,344.1,,,29.73
2023-02-27 12:00:00,2023-02-27 13:00:00,107.06,274.2,3.11,16.02,14.88,30.04,32.61,0.3,98.93,0.1,23.26,4.97,0.75,0.33,,20.6,0.44,33.62,389.43,,,31.3
2023-02-27 13:00:00,2023-02-27 14:00:00,89.4,200.44,3.0,13.56,13.49,30.28,24.83,0.85,115.67,0.05,11.71,2.52,0.3,0.15,,17.59,0.46,185.06,355.65,,,32.05
2023-02-27 14:00:00,2023-02-27 15:00:00,76.36,156.72,3.19,14.04,13.89,30.15,15.54,0.76,101.27,0.02,5.88,1.79,0.2,0.1,,14.83,0.68,141.69,281.38,,,32.34
2023-02-27 15:00:00,2023-02-27 16:00:00,64.73,136.71,3.0,13.9,13.67,29.94,12.37,1.14,101.1,0.03,3.1,1.67,0.23,0.11,,14.58,1.03,244.66,119.38,,,31.85
2023-02-27 16:00:00,2023-02-27 17:00:00,56.74,133.36,3.0,15.42,14.48,29.31,9.02,1.15,99.65,0.03,1.95,1.4,0.2,0.09,,14.66,0.76,231.88,62.03,,,30.86
2023-02-27 17:00:00,2023-02-27 18:00:00,54.24,149.34,7.82,33.24,27.88,28.54,7.79,1.14,43.0,0.17,2.68,3.31,0.94,0.38,,20.4,0.17,259.26,24.94,,,28.66
2023-02-27 18:00:00,2023-02-27 19:00:00,67.91,225.12,23.84,35.43,41.81,28.17,7.4,1.16,17.41,0.69,7.85,11.43,4.58,1.89,,29.62,0.17,197.31,15.98,,,25.08
2023-02-27 19:00:00,2023-02-27 20:00:00,80.43,275.82,20.69,31.35,37.33,28.75,7.42,1.18,6.43,0.91,11.84,14.04,5.77,2.38,,37.43,0.25,183.18,14.62,,,23.31
2023-02-27 20:00:00,2023-02-27 21:00:00,93.52,302.98,16.55,28.76,32.59,29.61,6.89,0.46,8.23,0.6,14.25,12.78,5.66,2.79,,42.45,0.31,215.53,14.27,,,22.18
2023-02-27 21:00:00,2023-02-27 22:00:00,115.26,329.3,19.01,25.78,33.0,30.17,6.18,0.3,6.13,0.89,16.7,18.05,7.89,4.03,,46.38,0.29,190.38,13.86,,,21.95
2023-02-27 22:00:00,2023-02-27 23:00:00,115.6,333.85,13.49,23.43,27.27,30.42,5.21,0.3,8.92,0.59,11.24,14.08,5.29,2.34,,49.34,0.37,180.7,13.94,,,20.44
2023-02-27 23:00:00,2023-02-28 00:00:00,102.47,300.62,7.33,22.91,21.98,30.98,4.88,0.3,12.11,0.18,12.16,9.29,2.88,1.3,,52.72,0.22,151.95,14.32,,,19.56
2023-02-28 00:00:00,2023-02-28 01:00:00,93.59,263.7,8.33,22.66,22.66,30.89,3.49,1.59,7.6,0.22,15.52,10.61,3.0,1.37,,56.38,0.33,210.34,13.93,,,18.91
2023-02-28 01:00:00,2023-02-28 02:00:00,90.97,238.37,6.03,20.15,19.46,30.51,3.41,2.71,10.59,0.16,13.95,8.71,2.48,1.11,,59.06,0.49,114.09,13.59,,,18.17
2023-02-28 02:00:00,2023-02-28 03:00:00,83.18,221.12,4.22,18.02,16.85,30.57,3.12,2.83,16.21,0.09,16.01,8.16,1.94,1.08,,61.35,0.35,77.76,13.68,,,17.6
2023-02-28 03:00:00,2023-02-28 04:00:00,70.74,186.81,6.06,16.29,17.43,30.44,2.78,2.91,13.62,0.08,14.28,7.17,1.1,0.63,,64.5,0.39,201.91,13.93,,,17.03
2023-02-28 04:00:00,2023-02-28 05:00:00,65.32,170.85,6.76,17.45,18.61,30.44,2.4,1.69,6.84,0.1,14.14,7.7,1.33,0.71,,67.1,0.47,184.96,13.64,,,16.32
2023-02-28 05:00:00,2023-02-28 06:00:00,59.96,181.52,10.11,16.29,20.73,30.84,2.12,0.32,6.31,0.06,18.94,9.7,2.05,0.83,,67.31,0.41,116.94,13.25,,,16.11
2023-02-28 06:00:00,2023-02-28 07:00:00,58.22,185.42,10.89,17.21,21.85,31.1,2.12,0.36,6.12,0.08,19.22,9.46,1.75,0.82,,68.72,0.35,100.59,33.39,,,16.11
2023-02-28 07:00:00,2023-02-28 08:00:00,68.17,198.45,8.19,17.28,19.69,31.11,2.62,0.59,14.35,0.09,22.72,9.66,1.76,0.8,,58.88,0.46,132.28,127.3,,,18.1
2023-02-28 08:00:00,2023-02-28 09:00:00,72.17,205.47,5.98,19.35,18.99,31.06,8.92,1.3,36.06,0.07,36.91,9.87,1.52,0.68,,43.75,0.37,105.54,229.95,,,21.78
2023-02-28 09:00:00,2023-02-28 10:00:00,80.67,226.79,4.24,20.31,18.09,30.21,13.38,2.91,65.34,0.15,25.91,9.3,1.75,0.79,,30.68,0.25,192.19,302.23,,,25.62
2023-02-28 10:00:00,2023-02-28 11:00:00,81.49,226.63,9.45,32.93,29.04,29.13,63.82,3.41,57.07,0.15,13.71,6.56,1.19,0.59,,22.87,0.32,158.41,345.14,,,28.32
2023-02-28 11:00:00,2023-02-28 12:00:00,80.0,212.61,13.08,36.49,33.88,28.21,99.43,3.73,54.79,0.12,13.62,5.62,0.86,0.41,,16.84,0.46,103.99,350.99,,,30.53
2023-02-28 12:00:00,2023-02-28 13:00:00,78.93,206.53,5.07,29.76,23.8,29.2,64.46,3.47,96.56,0.09,24.39,5.51,0.69,0.34,,15.54,0.34,221.43,363.16,,,31.97
2023-02-28 13:00:00,2023-02-28 14:00:00,77.28,202.39,3.23,19.29,16.73,29.62,35.55,2.6,122.66,0.08,23.15,4.54,0.47,0.23,,14.16,0.84,136.38,354.8,,,32.35
2023-02-28 14:00:00,2023-02-28 15:00:00,70.11,182.28,3.01,15.7,14.64,29.65,32.11,2.7,135.37,0.03,12.76,2.21,0.22,0.11,,13.08,0.36,224.06,268.18,,,33.15
2023-02-28 15:00:00,2023-02-28 16:00:00,69.18,165.5,3.0,13.43,13.42,29.46,21.0,2.79,118.58,0.03,6.67,1.24,0.17,0.07,,12.67,0.9,208.48,118.25,,,32.49
2023-02-28 16:00:00,2023-02-28 17:00:00,67.16,154.97,3.0,14.13,13.79,29.39,14.09,0.92,108.96,0.04,2.53,1.31,0.21,0.1,,13.55,0.99,258.81,62.21,,,31.23
2023-02-28 17:00:00,2023-02-28 18:00:00,57.11,152.38,3.05,22.91,18.5,29.1,12.53,1.79,76.34,0.12,2.42,2.57,0.56,0.23,,18.28,0.28,263.41,24.44,,,29.14
2023-02-28 18:00:00,2023-02-28 19:00:00,66.03,179.4,10.78,36.51,32.02,28.9,12.72,1.92,31.15,0.4,9.69,9.2,2.88,1.11,,28.28,0.25,195.87,15.79,,,25.55
2023-02-28 19:00:00,2023-02-28 20:00:00,92.72,240.57,12.02,36.03,32.78,29.24,9.98,1.9,13.31,0.88,15.6,14.17,5.67,2.56,,36.18,0.3,101.29,14.68,,,23.66
2023-02-28 20:00:00,2023-02-28 21:00:00,106.72,299.31,14.48,27.35,30.16,29.47,7.66,1.75,12.45,0.67,14.38,12.25,6.33,3.9,,42.26,0.25,167.36,14.98,,,22.43
2023-02-28 21:00:00,2023-02-28 22:00:00,114.19,339.2,38.51,12.22,41.48,29.17,6.01,0.35,5.71,0.63,15.25,13.24,6.01,3.3,,47.25,0.19,131.32,14.34,,,21.35
2023-02-28 22:00:00,2023-02-28 23:00:00,116.59,392.85,17.48,21.09,29.27,30.32,5.36,0.3,12.04,0.23,13.24,9.5,3.36,1.58,,49.22,0.35,127.26,13.59,,,20.84
2023-02-28 23:00:00,2023-03-01 00:00:00,112.83,267.1,7.8,25.12,23.54,30.98,4.86,0.3,9.37,0.17,11.28,8.75,2.34,1.08,,51.89,0.48,213.34,13.72,,,20.44
2023-03-01 00:00:00,2023-03-01 01:00:00,102.6,239.97,10.2,24.65,25.23,30.91,3.97,0.84,5.17,0.27,15.65,11.54,3.66,1.54,,54.69,0.28,157.68,13.93,,,19.6
2023-03-01 01:00:00,2023-03-01 02:00:00,98.5,287.85,14.98,21.03,27.2,30.58,3.35,2.49,4.68,0.34,18.55,13.18,4.26,1.81,,58.84,0.24,229.64,13.98,,,19.08
2023-03-01 02:00:00,2023-03-01 03:00:00,102.35,278.57,17.63,16.36,26.87,30.13,3.16,3.21,4.69,0.23,24.8,13.24,4.18,1.61,,62.2,0.36,181.93,13.96,,,18.12
2023-03-01 03:00:00,2023-03-01 04:00:00,97.4,261.74,17.75,14.46,25.96,30.16,3.06,3.23,4.93,0.17,25.29,12.07,3.63,1.6,,65.83,0.3,120.68,13.68,,,17.54
2023-03-01 04:00:00,2023-03-01 05:00:00,92.14,231.61,11.37,19.06,23.22,30.32,2.76,3.19,5.37,0.14,24.13,10.29,2.81,1.23,,67.19,0.31,158.82,13.97,,,17.02
2023-03-01 05:00:00,2023-03-01 06:00:00,88.34,225.56,24.87,9.52,29.12,30.07,2.96,1.29,4.87,0.11,26.11,10.15,2.33,1.0,,68.11,0.37,173.4,13.65,,,16.62
2023-03-01 06:00:00,2023-03-01 07:00:00,92.81,276.58,38.16,3.7,35.8,30.45,3.04,0.34,5.18,0.13,32.17,11.64,2.71,1.18,,68.39,0.36,159.44,31.62,,,16.7
2023-03-01 07:00:00,2023-03-01 08:00:00,96.99,302.22,18.42,14.64,26.59,31.14,4.05,0.42,8.05,0.13,36.91,12.28,2.75,1.19,,60.56,0.5,181.62,109.4,,,18.32
2023-03-01 08:00:00,2023-03-01 09:00:00,102.92,274.14,8.8,19.19,21.2,31.09,12.67,0.74,28.05,0.1,49.41,15.85,3.69,1.29,,42.37,0.37,174.51,204.9,,,22.16
2023-03-01 09:00:00,2023-03-01 10:00:00,97.96,236.62,5.29,19.41,18.46,30.91,12.36,2.36,53.68,0.12,26.18,10.21,1.97,0.82,,34.74,0.52,183.35,278.36,,,25.11
2023-03-01 10:00:00,2023-03-01 11:00:00,95.18,233.44,3.55,17.45,16.01,30.82,10.58,3.35,75.81,0.16,15.8,8.34,1.7,0.8,,29.54,0.32,33.42,337.25,,,28.05
2023-03-01 11:00:00,2023-03-01 12:00:00,86.15,186.56,4.05,22.28,18.98,30.85,45.87,3.4,93.55,0.11,11.03,6.24,1.08,0.57,,27.62,0.84,90.48,340.3,,,29.94
2023-03-01 12:00:00,2023-03-01 13:00:00,86.42,187.44,3.71,24.85,20.07,30.2,74.58,3.62,134.4,0.07,55.96,7.24,0.77,0.32,,19.85,0.77,160.0,365.95,,,31.99
2023-03-01 13:00:00,2023-03-01 14:00:00,84.74,182.56,3.01,13.61,13.52,29.88,28.32,2.98,132.74,0.02,29.29,3.14,0.23,0.09,,15.37,0.63,66.31,333.26,,,32.99
2023-03-01 14:00:00,2023-03-01 15:00:00,68.19,154.34,3.1,14.43,14.03,30.14,27.68,2.44,136.1,0.03,13.22,1.85,0.15,0.08,,14.96,0.44,208.76,265.7,,,33.41
2023-03-01 15:00:00,2023-03-01 16:00:00,69.87,138.3,3.07,15.41,14.53,30.19,18.03,1.51,71.27,0.04,9.0,1.85,0.21,0.1,,19.8,0.45,242.64,100.23,,,30.88
2023-03-01 16:00:00,2023-03-01 17:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 17:00:00,2023-03-01 18:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 18:00:00,2023-03-01 19:00:00,80.14,115.31,33.55,47.39,56.3,29.84,7.35,0.3,5.83,,,,,,,34.3,0.17,222.8,15.25,,,25.47
2023-03-01 19:00:00,2023-03-01 20:00:00,113.96,422.37,5.97,39.65,29.79,31.58,1.83,0.3,12.5,,,,,,,40.48,0.27,128.11,14.54,,,24.52
2023-03-01 20:00:00,2023-03-01 21:00:00,133.52,457.48,3.0,24.81,19.48,31.26,0.28,0.3,20.87,,,,,,,40.92,0.25,241.23,14.08,,,24.08
2023-03-01 21:00:00,2023-03-01 22:00:00,131.12,383.69,5.35,34.2,26.37,31.14,,0.3,6.4,,,,,,,48.23,0.38,203.98,14.37,,,23.12
2023-03-01 22:00:00,2023-03-01 23:00:00,130.31,343.76,6.21,30.84,25.29,30.73,,0.3,5.39,,,,,,,51.43,0.32,165.01,14.2,,,22.09
2023-03-01 23:00:00,2023-03-02 00:00:00,125.06,299.82,9.27,27.75,26.13,30.45,,0.3,5.48,,,,,,,54.3,0.28,155.43,14.16,,,21.39
2023-03-02 00:00:00,2023-03-02 01:00:00,121.19,313.57,13.93,22.78,27.27,30.78,3.03,0.36,7.22,,,,,,,57.86,0.33,150.81,14.18,,,20.52
2023-03-02 01:00:00,2023-03-02 02:00:00,115.11,274.81,11.95,23.37,25.98,30.87,2.78,0.4,6.04,,,,,,,60.82,0.29,185.39,14.25,,,19.78
2023-03-02 02:00:00,2023-03-02 03:00:00,108.31,251.05,8.83,21.96,22.69,31.37,2.35,0.34,7.19,,,,,,,63.05,0.43,178.37,13.75,,,19.13
2023-03-02 03:00:00,2023-03-02 04:00:00,105.87,233.21,,,,,2.42,0.3,9.52,,,,,,,66.07,0.32,132.84,13.62,,,18.61
2023-03-02 04:00:00,2023-03-02 05:00:00,100.6,209.06,,,,,2.38,0.3,6.78,,,,,,,68.12,0.44,189.69,13.77,,,18.1
2023-03-02 05:00:00,2023-03-02 06:00:00,95.56,218.86,,,,,2.45,0.3,8.44,,,,,,,66.52,0.41,209.52,13.7,,,17.63
2023-03-02 06:00:00,2023-03-02 07:00:00,92.83,244.19,,,,,2.54,0.3,6.35,,,,,,,67.03,0.4,195.77,30.19,,,17.8
2023-03-02 07:00:00,2023-03-02 08:00:00,108.97,307.55,,,,,2.62,0.3,7.12,,,,,,,63.88,0.53,178.03,100.36,,,19.56
2023-03-02 08:00:00,2023-03-02 09:00:00,123.41,390.86,,,,,4.11,0.52,22.26,0.01,2.6,1.08,0.23,0.09,,50.06,0.74,142.73,189.62,,,22.34
2023-03-02 09:00:00,2023-03-02 10:00:00,128.39,372.01,,,,,13.35,0.54,50.33,0.09,36.78,8.84,1.74,0.66,,37.0,0.46,108.39,267.36,,,25.29
2023-03-02 10:00:00,2023-03-02 11:00:00,126.82,311.01,,,,,15.4,0.42,73.42,0.12,26.55,8.08,1.55,0.68,,26.57,0.4,155.82,323.04,,,28.71
2023-03-02 11:00:00,2023-03-02 12:00:00,117.13,245.9,,,,,10.95,0.3,78.33,0.1,8.38,5.91,0.95,0.54,,19.16,1.11,41.27,334.0,,,30.61
2023-03-02 12:00:00,2023-03-02 13:00:00,92.79,183.83,,,,,8.86,0.87,89.19,0.07,4.73,3.3,0.44,0.23,,15.46,0.35,140.16,351.47,,,32.7
2023-03-02 13:00:00,2023-03-02 14:00:00,65.47,144.07,,,,,7.95,0.92,92.33,0.04,3.14,1.79,0.22,0.11,,14.16,0.47,114.31,326.2,,,33.32
2023-03-02 14:00:00,2023-03-02 15:00:00,52.39,107.92,,,,,8.04,1.04,94.31,0.03,2.05,1.38,0.17,0.09,,13.62,0.45,273.44,261.98,,,33.47
2023-03-02 15:00:00,2023-03-02 16:00:00,51.98,103.64,3.0,7.0,10.0,26.17,9.93,1.55,103.9,0.04,1.58,1.35,0.24,0.12,,13.96,0.22,236.82,125.82,,,32.89
2023-03-02 16:00:00,2023-03-02 17:00:00,59.16,106.25,3.04,12.04,12.72,27.82,8.98,0.33,99.84,0.06,1.51,1.23,0.21,0.13,,15.27,0.65,57.98,63.8,,,31.91
2023-03-02 17:00:00,2023-03-02 18:00:00,61.43,136.01,8.2,28.79,25.81,29.6,6.88,0.3,45.18,0.33,5.92,7.17,1.76,1.01,,22.88,0.17,189.05,25.11,,,29.52
2023-03-02 18:00:00,2023-03-02 19:00:00,85.48,353.7,26.75,35.96,44.71,28.99,5.8,0.3,7.41,1.41,16.42,19.23,6.74,3.25,,33.14,0.26,191.62,15.68,,,26.06
2023-03-02 19:00:00,2023-03-02 20:00:00,98.19,387.83,29.34,22.39,39.6,29.96,5.0,0.3,8.24,1.23,15.69,18.23,7.02,3.56,,41.11,0.2,170.24,14.75,,,24.22
2023-03-02 20:00:00,2023-03-02 21:00:00,112.89,470.54,53.66,5.55,49.9,29.59,4.42,0.3,5.54,1.49,19.42,20.84,8.84,4.48,,47.29,0.36,199.42,14.2,,,23.25
2023-03-02 21:00:00,2023-03-02 22:00:00,122.21,493.15,22.61,20.13,32.92,30.56,3.4,0.3,5.49,1.21,16.22,22.91,10.39,4.7,,51.36,0.33,183.32,14.08,,,22.26
2023-03-02 22:00:00,2023-03-02 23:00:00,113.44,368.57,16.64,21.71,28.91,30.38,3.39,0.3,7.84,0.31,11.88,12.47,4.43,1.82,,49.77,0.33,187.17,13.87,,,21.45
