From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),RF (mm)
2021-06-13 17:00:00,2021-06-13 18:00:00,20.0,41.75,5.4,8.68,9.05,61.73,5.47,0.98,,0.4,1.2,,,26.1,63.5,1.15,206.0,61.5,751.5,,0.0
2021-06-13 18:00:00,2021-06-13 19:00:00,9.5,33.0,5.15,9.45,9.2,55.05,6.05,0.98,,0.4,1.2,,,26.2,60.75,2.23,264.0,29.0,752.25,,0.0
2021-06-13 19:00:00,2021-06-13 20:00:00,5.0,31.5,4.58,7.4,7.65,49.23,5.55,0.97,,0.4,1.2,,,27.88,68.0,2.7,227.75,27.0,753.25,,0.0
2021-06-13 20:00:00,2021-06-13 21:00:00,5.0,36.75,5.03,7.78,8.23,55.23,5.78,0.96,,0.4,1.2,,,29.82,70.25,2.4,245.25,27.75,754.0,,0.0
2021-06-13 21:00:00,2021-06-13 22:00:00,5.75,14.25,5.33,9.75,9.47,54.17,5.6,0.99,,0.4,1.2,,,29.77,71.75,2.15,258.25,27.75,754.0,,0.0
2021-06-13 22:00:00,2021-06-13 23:00:00,7.75,19.25,4.38,11.07,9.47,56.6,6.07,0.93,,0.4,1.2,,,30.02,71.5,1.62,267.75,27.75,753.75,,0.0
2021-06-13 23:00:00,2021-06-14 00:00:00,5.75,13.0,3.62,6.85,6.62,55.62,6.72,0.86,,0.4,1.2,,,29.27,72.5,1.72,258.25,27.75,754.0,,0.0
2021-06-14 00:00:00,2021-06-14 01:00:00,1.75,10.25,3.17,6.4,5.98,46.48,1.63,0.86,,0.4,1.2,,,26.7,72.5,1.62,254.5,27.75,754.0,,0.0
2021-06-14 01:00:00,2021-06-14 02:00:00,2.75,11.25,2.8,4.62,4.75,49.5,1.0,0.81,,0.4,1.2,,,26.55,70.5,1.98,254.0,27.75,754.0,,0.0
2021-06-14 02:00:00,2021-06-14 03:00:00,8.0,11.25,3.03,3.83,4.47,47.35,0.2,0.8,,0.4,1.2,,,26.4,70.0,1.57,250.0,28.0,754.0,,0.0
2021-06-14 03:00:00,2021-06-14 04:00:00,7.0,8.75,2.33,3.38,3.73,43.8,0.25,0.8,,0.4,1.2,,,26.48,69.75,2.23,241.5,28.0,754.0,,0.0
2021-06-14 04:00:00,2021-06-14 05:00:00,4.0,9.5,3.73,5.4,5.93,50.25,1.23,0.82,,0.4,1.2,,,29.32,69.75,2.58,248.0,28.0,754.0,,0.0
2021-06-14 05:00:00,2021-06-14 06:00:00,6.0,13.75,7.7,9.72,11.43,50.45,1.98,0.92,,0.4,1.2,,,29.9,70.0,1.9,247.75,28.75,754.0,,0.0
2021-06-14 06:00:00,2021-06-14 07:00:00,6.0,16.75,10.48,15.4,16.75,52.05,2.57,1.02,,0.4,1.2,,,29.92,70.5,1.55,245.25,40.75,754.0,,0.0
2021-06-14 07:00:00,2021-06-14 08:00:00,8.75,27.75,12.73,15.1,18.38,51.22,3.42,1.12,,0.4,1.2,,,30.02,71.0,1.77,253.0,78.0,753.25,,0.0
2021-06-14 08:00:00,2021-06-14 09:00:00,16.0,29.5,12.92,17.65,19.9,47.92,5.05,1.18,,0.4,1.2,,,27.8,69.5,2.08,246.25,103.25,753.0,,0.0
2021-06-14 09:00:00,2021-06-14 10:00:00,11.75,38.0,15.53,20.77,23.68,45.17,4.55,1.33,,0.4,1.2,,,26.58,67.5,2.2,264.0,153.5,752.25,,0.0
2021-06-14 10:00:00,2021-06-14 11:00:00,8.75,44.25,12.28,14.53,17.73,43.8,4.2,1.18,,0.4,1.2,,,26.25,65.0,3.58,265.5,214.0,752.0,,0.0
2021-06-14 11:00:00,2021-06-14 12:00:00,11.5,54.75,11.93,13.1,16.7,42.03,8.1,1.21,,0.4,1.2,,,26.28,64.0,3.0,265.75,214.0,751.0,,0.0
2021-06-14 12:00:00,2021-06-14 13:00:00,13.25,54.5,12.77,17.77,19.83,50.6,3.3,1.3,,0.4,1.2,,,27.9,64.0,2.67,267.75,167.0,751.0,,0.0
2021-06-14 13:00:00,2021-06-14 14:00:00,13.75,47.5,13.45,18.12,20.57,45.22,2.68,1.31,,0.4,1.2,,,29.77,62.5,2.77,274.25,213.75,750.25,,0.0
2021-06-14 14:00:00,2021-06-14 15:00:00,13.5,49.75,12.38,22.72,22.15,49.63,2.23,1.41,,0.4,1.2,,,29.83,62.0,2.2,264.0,205.75,749.5,,0.0
2021-06-14 15:00:00,2021-06-14 16:00:00,14.25,51.25,13.38,20.02,21.55,52.45,2.3,1.27,,0.4,1.2,,,29.9,62.0,2.33,269.5,140.75,750.25,,0.0
2021-06-14 16:00:00,2021-06-14 17:00:00,14.0,51.75,15.03,27.25,26.65,52.55,4.55,1.42,,0.4,1.2,,,29.35,61.75,1.77,267.5,86.0,751.0,,0.0
2021-06-14 17:00:00,2021-06-14 18:00:00,19.0,60.0,17.27,30.9,30.5,45.67,4.92,1.62,,0.4,1.2,,,26.52,62.0,1.57,251.25,53.25,751.5,,0.0
2021-06-14 18:00:00,2021-06-14 19:00:00,16.25,65.5,13.3,25.82,24.55,48.48,5.88,1.41,,0.4,1.2,,,26.35,63.75,2.08,238.25,31.75,752.25,,0.0
2021-06-14 19:00:00,2021-06-14 20:00:00,15.75,69.25,8.85,14.78,15.07,48.02,5.2,1.15,,0.4,1.2,,,26.48,71.25,2.03,241.5,29.25,754.0,,0.0
2021-06-14 20:00:00,2021-06-14 21:00:00,11.0,29.5,7.55,11.88,12.47,49.5,3.22,1.09,,0.4,1.2,,,26.57,68.0,2.52,249.0,29.25,753.0,,0.0
2021-06-14 21:00:00,2021-06-14 22:00:00,7.5,25.0,9.5,13.83,15.07,51.6,3.17,1.05,,0.4,1.2,,,29.38,68.5,2.6,259.0,28.75,753.25,,0.0
2021-06-14 22:00:00,2021-06-14 23:00:00,6.0,25.0,5.7,10.78,10.38,51.07,3.33,0.96,,0.4,1.2,,,30.0,68.75,1.93,245.0,28.0,753.25,,0.0
2021-06-14 23:00:00,2021-06-15 00:00:00,5.5,,4.05,4.17,5.53,52.05,3.08,0.88,,0.4,1.2,,,29.98,68.25,2.0,248.25,28.0,753.5,,0.0
2021-06-15 00:00:00,2021-06-15 01:00:00,3.25,,3.98,5.3,6.05,50.08,5.02,0.78,,0.4,1.2,,,29.93,67.5,2.3,252.5,28.5,753.25,,0.0
2021-06-15 01:00:00,2021-06-15 02:00:00,1.75,,4.7,5.8,6.95,48.28,5.85,0.75,,0.4,1.2,,,28.1,67.75,2.35,254.0,28.5,754.0,,0.0
2021-06-15 02:00:00,2021-06-15 03:00:00,11.75,,4.38,6.0,6.73,44.9,5.35,0.74,,0.4,1.2,,,26.85,69.0,2.05,254.25,29.0,754.0,,0.0
2021-06-15 03:00:00,2021-06-15 04:00:00,28.75,,4.22,5.7,6.47,44.78,4.55,0.72,,0.4,1.2,,,26.65,70.0,1.88,250.25,28.75,754.25,,0.0
2021-06-15 04:00:00,2021-06-15 05:00:00,9.0,,4.4,8.1,7.9,44.65,5.17,0.81,,0.4,1.2,,,26.72,71.0,1.45,268.5,28.75,754.0,,0.0
2021-06-15 05:00:00,2021-06-15 06:00:00,6.5,,10.5,13.38,15.62,45.75,4.15,0.93,,0.4,1.2,,,27.83,73.75,1.2,257.75,28.5,755.25,,0.0
2021-06-15 06:00:00,2021-06-15 07:00:00,8.0,,17.07,17.07,22.98,45.6,5.98,1.1,,0.4,1.2,,,29.3,74.0,0.82,263.5,36.75,755.0,,0.0
2021-06-15 07:00:00,2021-06-15 08:00:00,7.5,,16.42,19.9,23.88,51.25,5.6,1.23,,0.4,1.2,,,29.52,73.75,0.68,250.0,70.5,754.25,,0.0
2021-06-15 08:00:00,2021-06-15 09:00:00,8.25,,10.25,14.95,16.27,53.25,4.67,1.1,,0.4,1.2,,,29.85,71.0,1.17,221.75,157.5,753.0,,0.0
2021-06-15 09:00:00,2021-06-15 10:00:00,14.0,,10.38,14.53,16.12,53.22,4.38,1.16,,0.4,1.2,,,29.8,67.5,1.7,232.0,255.25,751.75,,0.0
2021-06-15 10:00:00,2021-06-15 11:00:00,12.5,,10.9,18.72,18.8,46.03,3.63,1.19,,0.4,1.2,,,27.02,64.5,1.8,242.75,332.0,750.75,,0.0
2021-06-15 11:00:00,2021-06-15 12:00:00,17.25,,9.53,18.1,17.37,45.3,6.47,1.19,,0.4,1.2,,,26.5,62.75,2.1,251.25,335.0,750.0,,0.0
2021-06-15 12:00:00,2021-06-15 13:00:00,18.0,,11.3,16.93,18.2,47.53,1.7,1.21,,0.4,1.2,,,26.33,60.75,2.45,262.5,355.75,749.5,,0.0
2021-06-15 13:00:00,2021-06-15 14:00:00,,,12.62,15.53,18.52,36.78,0.3,1.21,,0.4,1.2,,,27.77,58.75,2.85,261.0,319.75,748.25,,0.0
2021-06-15 14:00:00,2021-06-15 15:00:00,22.0,78.0,10.62,15.6,16.92,47.85,0.93,1.28,,0.4,1.2,,,29.57,58.25,2.73,261.25,226.5,747.75,,0.0
2021-06-15 15:00:00,2021-06-15 16:00:00,22.0,76.75,9.93,19.25,18.33,54.48,0.65,1.26,,0.4,1.2,,,29.83,59.75,1.83,247.0,115.25,749.0,,0.0
2021-06-15 16:00:00,2021-06-15 17:00:00,21.0,70.75,5.88,12.82,11.57,57.6,3.78,1.11,,0.4,1.2,,,29.95,65.75,1.43,196.75,101.0,749.75,,0.0
2021-06-15 17:00:00,2021-06-15 18:00:00,17.75,63.25,2.95,9.27,7.33,58.65,5.2,1.08,,0.4,1.2,,,30.0,75.0,1.1,160.75,74.0,752.0,,0.0
2021-06-15 18:00:00,2021-06-15 19:00:00,14.25,55.5,2.92,7.57,6.4,58.4,3.52,1.06,,0.4,1.2,,,28.5,79.0,1.3,166.75,35.0,753.5,,0.0
2021-06-15 19:00:00,2021-06-15 20:00:00,7.0,39.25,3.38,6.03,5.98,33.4,3.8,1.06,,0.4,1.2,,,26.2,81.25,1.2,169.25,29.75,754.0,,0.0
2021-06-15 20:00:00,2021-06-15 21:00:00,9.25,41.0,3.17,4.85,5.18,35.35,1.9,0.98,,0.4,1.2,,,26.15,83.25,1.1,167.75,29.75,754.0,,0.0
2021-06-15 21:00:00,2021-06-15 22:00:00,6.0,43.75,3.08,3.6,4.38,37.3,2.17,0.97,,0.4,1.2,,,26.32,83.75,1.02,166.5,28.25,754.25,,0.0
2021-06-15 22:00:00,2021-06-15 23:00:00,3.75,42.25,2.93,2.35,3.62,37.12,1.1,0.97,,0.4,1.2,,,27.2,83.5,0.65,172.25,26.25,754.25,,0.0
2021-06-15 23:00:00,2021-06-16 00:00:00,7.5,40.0,2.95,5.28,5.22,61.62,1.8,0.93,,0.4,1.2,,,29.48,81.5,0.4,201.5,25.75,754.0,,0.0
2021-06-16 00:00:00,2021-06-16 01:00:00,13.5,38.25,3.93,10.18,8.62,62.08,1.15,0.94,,0.4,1.2,,,30.05,78.5,0.45,220.75,25.75,754.0,,0.0
2021-06-16 01:00:00,2021-06-16 02:00:00,16.5,35.25,5.9,12.25,11.32,76.38,1.23,0.9,,0.4,1.2,,,30.1,72.75,0.65,249.5,25.75,754.0,,0.0
2021-06-16 02:00:00,2021-06-16 03:00:00,11.75,43.25,6.65,10.72,11.1,70.88,2.25,0.85,,0.4,1.2,,,30.08,69.25,0.8,242.75,25.75,754.0,,0.0
2021-06-16 03:00:00,2021-06-16 04:00:00,11.0,47.75,5.88,12.88,11.62,47.33,1.7,0.87,,0.4,1.2,,,26.7,69.25,0.65,247.25,26.0,754.25,,0.0
2021-06-16 04:00:00,2021-06-16 05:00:00,10.75,52.25,7.8,14.83,14.22,45.4,0.72,0.86,,0.4,1.2,,,25.82,69.75,0.77,256.5,26.0,754.25,,0.0
2021-06-16 05:00:00,2021-06-16 06:00:00,12.0,59.5,9.75,16.22,16.57,46.48,1.38,0.98,,0.4,1.2,,,26.02,70.0,0.68,247.5,27.25,754.25,,0.0
2021-06-16 06:00:00,2021-06-16 07:00:00,18.75,64.0,18.35,19.55,25.32,42.88,2.55,1.11,,0.4,1.2,,,25.93,70.0,0.8,250.0,42.5,754.0,,0.0
2021-06-16 07:00:00,2021-06-16 08:00:00,20.5,72.75,16.57,19.2,23.67,49.15,1.85,1.14,,0.4,1.2,,,28.42,69.75,0.97,240.25,67.75,753.75,,0.0
2021-06-16 08:00:00,2021-06-16 09:00:00,19.5,75.25,14.45,20.48,22.6,49.0,4.4,1.2,,0.4,1.2,,,30.05,69.25,0.97,242.0,75.5,753.25,,0.0
2021-06-16 09:00:00,2021-06-16 10:00:00,21.25,87.25,15.93,26.35,26.95,49.73,4.8,1.48,,0.4,1.2,,,30.05,67.25,0.97,243.5,156.25,752.5,,0.0
2021-06-16 10:00:00,2021-06-16 11:00:00,22.0,94.25,12.7,19.1,20.43,50.15,5.0,1.26,,0.4,1.2,,,30.1,63.25,2.2,250.25,302.5,750.5,,0.0
2021-06-16 11:00:00,2021-06-16 12:00:00,22.5,100.0,13.73,20.0,21.83,48.7,7.53,1.24,,0.4,1.2,,,29.35,62.25,2.72,249.0,227.25,750.75,,0.0
2021-06-16 12:00:00,2021-06-16 13:00:00,25.0,117.75,15.2,23.5,24.87,38.5,5.33,1.27,,0.4,1.2,,,26.55,62.75,2.23,246.25,171.25,751.0,,0.0
2021-06-16 13:00:00,2021-06-16 14:00:00,27.0,124.0,11.88,21.05,20.85,35.72,4.85,1.31,,0.4,1.2,,,26.4,61.5,2.17,250.25,165.0,750.75,,0.0
2021-06-16 14:00:00,2021-06-16 15:00:00,25.0,116.75,11.07,23.43,21.47,39.7,4.3,1.34,,0.4,1.2,,,26.6,61.0,1.5,225.25,112.0,750.25,,0.0
2021-06-16 15:00:00,2021-06-16 16:00:00,27.5,108.75,4.7,15.05,11.88,42.83,4.72,1.11,,0.4,1.2,,,26.93,68.0,1.03,174.5,122.25,751.5,,0.0
2021-06-16 16:00:00,2021-06-16 17:00:00,28.5,95.0,4.0,10.7,8.95,61.4,5.2,1.01,,0.4,1.2,,,29.22,73.25,0.7,136.5,118.25,751.5,,0.0
2021-06-16 17:00:00,2021-06-16 18:00:00,36.25,92.5,4.03,21.45,14.68,60.38,6.35,1.0,,0.4,1.2,,,30.2,74.5,0.78,139.25,62.25,752.75,,0.0
2021-06-16 18:00:00,2021-06-16 19:00:00,30.25,93.25,14.5,23.1,24.1,57.95,4.18,1.23,,0.4,1.2,,,31.05,69.0,1.43,216.5,29.75,753.0,,0.0
2021-06-16 19:00:00,2021-06-16 20:00:00,14.5,91.25,13.85,24.88,24.53,51.45,4.95,1.33,,0.4,1.2,,,30.18,61.25,1.5,253.5,26.0,752.0,,0.0
2021-06-16 20:00:00,2021-06-16 21:00:00,24.5,87.5,7.95,17.6,15.85,47.9,4.75,1.21,,0.4,1.2,,,28.02,70.75,0.75,210.75,26.5,753.25,,0.0
2021-06-16 21:00:00,2021-06-16 22:00:00,15.5,69.75,9.97,21.0,19.27,49.02,4.05,1.24,,0.4,1.2,,,25.77,64.25,0.93,247.5,25.75,753.0,,0.0
2021-06-16 22:00:00,2021-06-16 23:00:00,18.0,54.0,7.33,17.75,15.38,43.88,4.62,1.08,,0.4,1.2,,,26.0,66.5,1.0,244.25,26.75,753.25,,0.0
2021-06-16 23:00:00,2021-06-17 00:00:00,16.0,46.25,5.67,15.75,13.0,41.0,4.82,1.03,,0.4,1.2,,,25.92,67.0,0.97,270.0,26.5,753.25,,0.0
2021-06-17 00:00:00,2021-06-17 01:00:00,26.25,48.25,7.2,15.2,13.95,44.23,4.88,0.94,,0.4,1.2,,,26.7,67.0,0.88,263.5,26.0,754.0,,0.0
2021-06-17 01:00:00,2021-06-17 02:00:00,20.25,44.5,4.47,12.23,10.12,51.2,5.1,0.86,,0.4,1.2,,,29.4,68.0,0.82,270.25,25.75,754.0,,0.0
2021-06-17 02:00:00,2021-06-17 03:00:00,17.25,47.25,6.8,13.45,12.68,48.02,5.33,0.85,,0.4,1.2,,,29.9,68.5,0.55,244.75,25.75,754.0,,0.0
2021-06-17 03:00:00,2021-06-17 04:00:00,13.75,43.75,6.33,13.43,12.28,48.27,4.47,0.87,,0.4,1.2,,,30.18,69.0,0.4,246.5,25.75,754.25,,0.0
2021-06-17 04:00:00,2021-06-17 05:00:00,11.75,54.25,8.72,14.9,15.0,49.23,3.72,0.89,,0.4,1.2,,,30.0,69.0,0.4,260.5,25.75,754.0,,0.0
2021-06-17 05:00:00,2021-06-17 06:00:00,18.25,76.75,10.47,17.3,17.7,40.38,3.65,0.99,,0.4,1.2,,,26.3,69.75,0.47,249.25,26.75,754.5,,0.0
2021-06-17 06:00:00,2021-06-17 07:00:00,22.5,92.0,18.02,21.0,25.85,39.1,3.85,1.13,,0.4,1.2,,,26.0,69.75,0.73,247.25,40.25,754.0,,0.0
2021-06-17 07:00:00,2021-06-17 08:00:00,23.0,86.0,12.95,18.5,20.38,40.88,3.95,1.16,,0.4,1.2,,,25.88,69.0,0.83,238.5,66.0,754.0,,0.0
2021-06-17 08:00:00,2021-06-17 09:00:00,21.75,110.25,14.65,18.82,21.98,37.67,3.82,1.18,,0.4,1.2,,,25.95,67.5,1.0,247.5,126.5,753.0,,0.0
2021-06-17 09:00:00,2021-06-17 10:00:00,26.25,103.25,13.82,19.15,21.43,47.45,3.67,1.23,,0.4,1.2,,,28.23,65.25,1.6,255.5,220.25,751.5,,0.0
2021-06-17 10:00:00,2021-06-17 11:00:00,24.25,109.75,12.05,17.27,19.0,46.7,4.0,1.16,,0.4,1.2,,,29.85,62.5,2.4,256.25,264.5,751.0,,0.0
2021-06-17 11:00:00,2021-06-17 12:00:00,24.25,114.0,11.03,15.97,17.43,44.57,7.4,1.16,,0.4,1.2,,,30.08,60.75,2.43,257.0,318.0,750.0,,0.0
2021-06-17 12:00:00,2021-06-17 13:00:00,22.0,112.25,10.13,14.3,15.83,47.03,4.7,1.15,,0.4,1.2,,,30.15,59.75,2.92,267.0,334.25,749.0,,0.0
2021-06-17 13:00:00,2021-06-17 14:00:00,23.0,141.75,10.25,13.95,15.75,41.08,4.5,1.18,,0.4,1.2,,,28.93,58.75,3.18,273.25,242.25,749.0,,0.0
2021-06-17 14:00:00,2021-06-17 15:00:00,27.0,132.5,12.5,19.83,20.73,35.4,3.92,1.4,,0.4,1.2,,,26.5,58.5,1.98,254.75,164.75,749.0,,0.0
2021-06-17 15:00:00,2021-06-17 16:00:00,30.75,113.75,5.7,18.32,14.38,42.42,6.33,1.14,,0.4,1.2,,,26.5,67.75,1.05,164.75,134.75,750.25,,0.0
2021-06-17 16:00:00,2021-06-17 17:00:00,34.75,106.0,3.4,8.82,7.45,31.9,5.15,1.06,,0.4,1.2,,,26.35,75.0,1.23,167.5,85.0,752.25,,0.0
2021-06-17 17:00:00,2021-06-17 18:00:00,39.75,100.0,3.18,9.2,7.47,40.58,6.02,1.05,,0.4,1.2,,,26.95,75.75,1.12,169.25,49.25,753.0,,0.0
2021-06-17 18:00:00,2021-06-17 19:00:00,35.25,84.25,2.95,7.95,6.62,73.72,4.67,1.07,,0.4,1.2,,,29.55,80.25,0.8,157.75,31.75,753.5,,0.0
2021-06-17 19:00:00,2021-06-17 20:00:00,22.25,61.25,4.2,4.9,6.03,58.05,3.83,1.03,,0.4,1.2,,,29.98,82.0,1.12,170.0,28.75,754.0,,0.0
2021-06-17 20:00:00,2021-06-17 21:00:00,15.75,53.0,2.98,3.83,4.45,58.77,3.78,0.97,,0.4,1.2,,,30.1,82.5,1.25,175.0,28.75,754.0,,0.0
2021-06-17 21:00:00,2021-06-17 22:00:00,11.75,53.75,3.7,2.55,4.38,57.65,4.0,0.94,,0.4,1.2,,,30.03,83.0,0.95,173.25,28.75,754.0,,0.0
2021-06-17 22:00:00,2021-06-17 23:00:00,10.0,56.0,2.88,4.45,4.68,44.83,3.42,0.96,,0.4,1.2,,,26.9,82.75,0.53,176.0,29.0,754.0,,0.0
2021-06-17 23:00:00,2021-06-18 00:00:00,9.5,56.5,3.77,8.9,7.8,24.6,3.97,0.96,,0.4,1.2,,,26.28,79.5,0.5,224.0,29.0,754.0,,0.0
2021-06-18 00:00:00,2021-06-18 01:00:00,16.5,60.75,4.0,11.38,9.32,34.0,2.77,0.93,,0.4,1.2,,,26.02,72.5,1.27,281.25,28.75,753.75,,0.0
2021-06-18 01:00:00,2021-06-18 02:00:00,15.5,69.25,4.22,8.75,8.1,61.43,4.15,0.85,,0.4,1.2,,,25.88,67.25,1.2,277.25,29.5,753.25,,0.0
2021-06-18 02:00:00,2021-06-18 03:00:00,16.75,70.75,3.93,7.35,7.08,58.75,3.6,0.79,,0.4,1.2,,,28.2,67.0,1.45,276.0,29.25,753.0,,0.0
2021-06-18 03:00:00,2021-06-18 04:00:00,17.5,70.75,3.8,4.75,5.62,48.0,4.05,0.75,,0.4,1.2,,,30.0,67.75,1.4,275.5,29.0,753.5,,0.0
2021-06-18 04:00:00,2021-06-18 05:00:00,22.25,66.25,4.35,6.03,6.75,48.35,4.25,0.8,,0.4,1.2,,,30.15,68.0,1.65,283.0,28.75,754.0,,0.0
2021-06-18 05:00:00,2021-06-18 06:00:00,22.0,72.5,8.25,10.5,12.32,48.88,3.38,0.93,,0.4,1.2,,,30.1,69.0,0.97,284.5,29.25,754.0,,0.0
2021-06-18 06:00:00,2021-06-18 07:00:00,20.25,75.0,13.6,14.43,18.77,46.25,4.1,1.09,,0.4,1.2,,,28.45,69.75,0.82,266.0,45.25,754.0,,0.0
2021-06-18 07:00:00,2021-06-18 08:00:00,23.75,89.75,13.2,17.83,20.2,37.23,5.8,1.15,,0.4,1.2,,,26.02,69.5,0.82,248.5,82.25,753.25,,0.0
2021-06-18 08:00:00,2021-06-18 09:00:00,21.5,99.25,13.8,18.8,21.2,41.48,3.1,1.17,,0.4,1.2,,,26.18,67.25,0.98,240.25,113.75,753.0,,0.0
2021-06-18 09:00:00,2021-06-18 10:00:00,20.25,105.5,15.43,23.45,25.0,38.95,1.7,1.42,,0.4,1.2,,,26.55,65.75,0.88,235.0,147.5,751.75,,0.0
2021-06-18 10:00:00,2021-06-18 11:00:00,29.25,111.75,13.8,20.6,22.15,40.27,1.03,1.34,,0.4,1.2,,,27.1,63.25,1.27,238.25,206.5,750.5,,0.0
2021-06-18 11:00:00,2021-06-18 12:00:00,26.0,109.5,12.0,17.87,19.27,49.67,5.03,1.26,,0.4,1.2,,,29.3,62.5,1.93,257.5,232.75,750.0,,0.0
2021-06-18 12:00:00,2021-06-18 13:00:00,24.0,120.0,12.2,19.33,20.17,45.97,1.77,1.23,,0.4,1.2,,,29.95,62.0,2.1,251.5,215.75,750.0,,0.0
2021-06-18 13:00:00,2021-06-18 14:00:00,27.25,135.75,10.15,15.82,16.67,41.45,0.75,1.21,,0.4,1.2,,,30.1,61.25,1.8,228.0,200.0,749.75,,0.0
2021-06-18 14:00:00,2021-06-18 15:00:00,27.75,129.75,9.72,17.05,16.98,47.52,0.75,1.21,,0.4,1.2,,,30.08,61.0,1.77,234.75,179.5,750.0,,0.0
2021-06-18 15:00:00,2021-06-18 16:00:00,27.0,125.25,5.03,14.02,11.55,45.28,1.02,1.11,,0.4,1.2,,,27.48,65.25,1.17,184.75,137.0,750.5,,0.0
2021-06-18 16:00:00,2021-06-18 17:00:00,27.5,102.75,3.53,8.57,7.43,32.3,4.6,1.06,,0.4,1.2,,,26.25,74.0,1.1,161.25,112.25,752.0,,0.0
2021-06-18 17:00:00,2021-06-18 18:00:00,29.25,94.5,3.55,12.88,9.73,39.62,2.2,1.1,,0.4,1.2,,,26.0,76.5,1.33,169.75,53.25,753.25,,0.0
2021-06-18 18:00:00,2021-06-18 19:00:00,28.5,85.5,3.4,9.95,8.08,39.88,1.48,1.1,,0.4,1.2,,,25.98,79.0,1.07,169.0,32.0,753.75,,0.0
2021-06-18 19:00:00,2021-06-18 20:00:00,21.0,70.0,3.23,5.25,5.4,49.12,1.32,1.0,,0.4,1.2,,,27.95,80.0,1.38,174.25,29.5,754.0,,0.0
2021-06-18 20:00:00,2021-06-18 21:00:00,13.0,61.75,2.8,3.88,4.35,72.62,0.9,0.96,,0.4,1.2,,,29.85,80.5,1.18,167.5,28.75,754.0,,0.0
2021-06-18 21:00:00,2021-06-18 22:00:00,14.25,56.75,3.15,3.85,4.62,58.47,2.55,0.95,,0.4,1.2,,,30.02,81.0,0.8,170.0,28.75,754.0,,0.0
2021-06-18 22:00:00,2021-06-18 23:00:00,9.75,58.75,2.85,2.57,3.7,58.17,1.95,0.93,,0.4,1.2,,,30.1,81.75,0.65,163.75,28.75,754.0,,0.0
2021-06-18 23:00:00,2021-06-19 00:00:00,11.25,48.75,2.7,3.65,4.15,55.88,1.67,0.93,,0.4,1.2,,,28.95,83.0,0.53,171.5,29.5,754.0,,0.0
2021-06-19 00:00:00,2021-06-19 01:00:00,9.75,52.0,3.75,6.03,6.28,32.5,2.75,0.9,,0.4,1.2,,,25.92,79.75,0.7,221.25,29.75,754.0,,0.0
2021-06-19 01:00:00,2021-06-19 02:00:00,12.5,64.75,4.9,9.6,9.07,35.77,3.38,0.93,,0.4,1.2,,,25.85,78.25,0.53,231.0,29.75,754.0,,0.0
2021-06-19 02:00:00,2021-06-19 03:00:00,15.25,69.75,7.33,13.1,12.93,50.75,3.33,0.91,,0.4,1.2,,,25.88,74.25,0.68,270.5,29.75,754.0,,0.0
2021-06-19 03:00:00,2021-06-19 04:00:00,19.5,81.0,5.45,10.78,10.15,51.12,4.02,0.86,,0.4,1.2,,,26.23,70.25,1.18,273.5,29.5,754.0,,0.0
2021-06-19 04:00:00,2021-06-19 05:00:00,20.75,86.75,6.33,8.5,9.65,47.75,3.57,0.8,,0.4,1.2,,,29.07,69.0,1.15,279.75,28.75,754.0,,0.0
2021-06-19 05:00:00,2021-06-19 06:00:00,22.25,77.5,12.3,14.47,17.7,44.2,3.95,0.89,,0.4,1.2,,,30.02,69.0,0.93,288.0,29.5,754.0,,0.0
2021-06-19 06:00:00,2021-06-19 07:00:00,28.0,82.25,18.1,19.05,24.85,47.45,7.57,1.01,,0.4,1.2,,,30.13,69.75,1.02,285.75,45.5,754.0,,0.0
2021-06-19 07:00:00,2021-06-19 08:00:00,24.75,93.25,13.9,15.47,19.52,47.45,9.77,0.99,,0.4,1.2,,,30.1,68.75,1.62,281.5,76.0,753.0,,0.0
2021-06-19 08:00:00,2021-06-19 09:00:00,24.0,99.75,17.43,19.5,24.57,41.72,8.35,1.25,,0.4,1.2,,,26.95,67.25,1.3,277.75,136.5,752.5,,0.0
2021-06-19 09:00:00,2021-06-19 10:00:00,27.0,107.75,14.15,18.93,21.57,37.92,5.95,1.35,,0.4,1.2,,,25.85,64.75,1.52,267.25,207.5,751.25,,0.0
2021-06-19 10:00:00,2021-06-19 11:00:00,32.75,108.0,12.65,18.6,20.15,38.92,5.23,1.3,,0.4,1.2,,,25.9,62.25,1.8,256.75,264.5,750.25,,0.0
2021-06-19 11:00:00,2021-06-19 12:00:00,24.5,115.5,12.43,19.07,20.27,38.17,8.4,1.33,,0.4,1.2,,,25.75,61.75,1.75,257.0,158.25,750.75,,0.0
2021-06-19 12:00:00,2021-06-19 13:00:00,28.75,128.25,9.67,19.93,18.43,45.6,3.85,1.26,,0.4,1.2,,,27.6,59.5,1.25,227.25,327.75,748.75,,0.0
2021-06-19 13:00:00,2021-06-19 14:00:00,27.75,122.25,4.82,12.05,10.3,43.43,3.82,1.0,,0.4,1.2,,,29.65,65.5,1.12,150.75,299.75,748.75,,0.0
