From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),RF (m/s),AT (degree C)
2023-02-04 16:00:00,2023-02-04 17:00:00,10.09,30.95,3.71,16.96,14.23,10.88,10.39,0.26,82.78,1.04,10.24,1.63,333.67,290.93,0.0,30.25
2023-02-04 17:00:00,2023-02-04 18:00:00,8.36,28.07,3.12,24.83,17.86,9.07,6.04,0.39,58.91,0.57,16.25,0.66,289.97,68.7,0.0,27.24
2023-02-04 18:00:00,2023-02-04 19:00:00,10.71,100.54,3.24,41.95,26.9,8.24,5.73,0.55,23.93,1.92,33.13,0.17,187.75,34.53,0.0,21.48
2023-02-04 19:00:00,2023-02-04 20:00:00,13.5,83.17,2.75,26.66,18.52,12.15,7.1,0.55,30.46,2.43,36.83,0.23,141.25,33.62,0.0,19.39
2023-02-04 20:00:00,2023-02-04 21:00:00,12.32,39.27,2.75,25.83,18.08,13.2,7.69,0.52,30.77,1.5,31.92,0.24,156.54,33.63,0.0,19.14
2023-02-04 21:00:00,2023-02-04 22:00:00,,,,,,,,,,,,,,,,
2023-02-04 22:00:00,2023-02-04 23:00:00,,,,,,,,,,,,,,,,
2023-02-04 23:00:00,2023-02-05 00:00:00,,,,,,,,,,,,,,,,
2023-02-05 00:00:00,2023-02-05 01:00:00,,,,,,,,,,,,,,,,
2023-02-05 01:00:00,2023-02-05 02:00:00,,,,,,,,,,,,,,,,
2023-02-05 02:00:00,2023-02-05 03:00:00,,,,,,,,,,,,,,,,
2023-02-05 03:00:00,2023-02-05 04:00:00,,,,,,,,,,,,,,,,
2023-02-05 04:00:00,2023-02-05 05:00:00,,,,,,,,,,,,,,,,
2023-02-05 05:00:00,2023-02-05 06:00:00,,,,,,,,,,,,,,,,
2023-02-05 06:00:00,2023-02-05 07:00:00,,,,,,,,,,,,,,,,
2023-02-05 07:00:00,2023-02-05 08:00:00,,,,,,,,,,,,,,,,
2023-02-05 08:00:00,2023-02-05 09:00:00,,,,,,,,,,,,,,,,
2023-02-05 09:00:00,2023-02-05 10:00:00,,,,,,,,,,,,,,,,
2023-02-05 10:00:00,2023-02-05 11:00:00,,,,,,,,,,,,,,,,
2023-02-05 11:00:00,2023-02-05 12:00:00,,,,,,,,,,,,,,,,
2023-02-05 12:00:00,2023-02-05 13:00:00,,,,,,,,,,,,,,,,
2023-02-05 13:00:00,2023-02-05 14:00:00,,,,,,,,,,,,,,,,
2023-02-05 14:00:00,2023-02-05 15:00:00,,,,,,,,,,,,,,,,
2023-02-05 15:00:00,2023-02-05 16:00:00,,,,,,,,,,,,,,,,
2023-02-05 16:00:00,2023-02-05 17:00:00,,,,,,,,,,,,,,,,
2023-02-05 17:00:00,2023-02-05 18:00:00,,,,,,,,,,,,,,,,
2023-02-05 18:00:00,2023-02-05 19:00:00,,,,,,,,,,,,,,,,
2023-02-05 19:00:00,2023-02-05 20:00:00,,,,,,,,,,,,,,,,
2023-02-05 20:00:00,2023-02-05 21:00:00,,,,,,,,,,,,,,,,
2023-02-05 21:00:00,2023-02-05 22:00:00,,,,,,,,,,,,,,,,
2023-02-05 22:00:00,2023-02-05 23:00:00,,,,,,,,,,,,,,,,
2023-02-05 23:00:00,2023-02-06 00:00:00,,,,,,,,,,,,,,,,
2023-02-06 00:00:00,2023-02-06 01:00:00,,,,,,,,,,,,,,,,
2023-02-06 01:00:00,2023-02-06 02:00:00,,,,,,,,,,,,,,,,
2023-02-06 02:00:00,2023-02-06 03:00:00,,,,,,,,,,,,,,,,
2023-02-06 03:00:00,2023-02-06 04:00:00,,,,,,,,,,,,,,,,
2023-02-06 04:00:00,2023-02-06 05:00:00,,,,,,,,,,,,,,,,
2023-02-06 05:00:00,2023-02-06 06:00:00,,,,,,,,,,,,,,,,
2023-02-06 06:00:00,2023-02-06 07:00:00,,,,,,,,,,,,,,,,
2023-02-06 07:00:00,2023-02-06 08:00:00,,,,,,,,,,,,,,,,
2023-02-06 08:00:00,2023-02-06 09:00:00,27.39,50.48,10.46,39.53,31.44,24.15,8.93,0.66,27.24,2.77,45.22,0.8,29.24,303.05,0.0,21.99
2023-02-06 09:00:00,2023-02-06 10:00:00,30.75,65.31,4.65,18.88,15.98,27.14,12.95,0.53,60.73,2.25,26.39,0.59,141.89,512.3,0.0,26.54
2023-02-06 10:00:00,2023-02-06 11:00:00,25.46,63.65,18.73,39.43,43.92,16.24,71.61,0.55,60.38,3.56,21.29,1.53,58.44,612.0,0.0,28.47
2023-02-06 11:00:00,2023-02-06 12:00:00,20.59,61.21,10.68,55.37,39.88,29.92,69.48,0.37,60.83,2.92,17.09,1.33,193.49,713.6,0.0,29.77
2023-02-06 12:00:00,2023-02-06 13:00:00,17.87,45.44,8.16,48.34,34.18,25.28,59.43,0.32,68.77,0.68,16.73,1.11,338.96,745.67,0.0,30.84
2023-02-06 13:00:00,2023-02-06 14:00:00,14.11,30.25,3.96,23.23,17.7,23.07,25.99,0.32,95.52,0.67,16.06,1.85,337.0,749.08,0.0,31.15
2023-02-06 14:00:00,2023-02-06 15:00:00,13.19,30.68,2.57,8.97,9.13,12.2,11.64,0.23,101.18,0.79,14.67,2.02,175.49,652.75,0.0,31.55
2023-02-06 15:00:00,2023-02-06 16:00:00,10.88,29.75,2.9,14.68,12.38,11.42,17.57,0.25,104.1,0.27,14.97,1.58,337.06,467.25,0.0,31.62
2023-02-06 16:00:00,2023-02-06 17:00:00,8.92,30.91,2.7,18.7,14.33,14.03,21.05,0.28,98.97,0.31,15.9,0.93,317.36,240.27,0.0,31.28
2023-02-06 17:00:00,2023-02-06 18:00:00,9.03,30.03,2.53,32.34,21.31,16.72,18.91,0.47,59.45,0.48,23.59,0.21,195.86,59.05,0.0,28.19
2023-02-06 18:00:00,2023-02-06 19:00:00,14.0,120.97,10.42,68.6,52.79,9.59,10.91,0.77,12.16,2.15,42.09,0.3,140.54,34.2,0.0,23.11
2023-02-06 19:00:00,2023-02-06 20:00:00,21.94,214.09,4.47,55.98,37.79,14.87,10.07,1.46,21.21,3.3,42.59,0.19,138.69,33.77,0.0,21.71
2023-02-06 20:00:00,2023-02-06 21:00:00,34.11,189.24,27.13,,71.01,8.93,9.01,1.96,5.08,6.05,47.84,0.24,110.88,33.68,0.0,20.57
2023-02-06 21:00:00,2023-02-06 22:00:00,48.12,195.55,62.1,78.56,99.87,6.47,8.08,1.23,3.1,5.72,56.45,0.49,111.38,33.72,0.0,18.85
2023-02-06 22:00:00,2023-02-06 23:00:00,57.29,217.8,16.22,72.86,53.46,18.24,7.4,1.03,5.08,4.26,60.45,0.35,102.22,33.6,0.0,17.85
2023-02-06 23:00:00,2023-02-07 00:00:00,57.67,208.41,21.4,64.79,53.4,19.52,5.49,0.83,2.96,3.89,69.59,0.36,131.03,33.67,0.0,16.63
2023-02-07 00:00:00,2023-02-07 01:00:00,51.55,181.28,20.14,52.47,45.96,21.55,5.12,0.84,2.52,3.22,77.18,0.21,144.52,33.45,0.0,15.78
2023-02-07 01:00:00,2023-02-07 02:00:00,44.79,141.72,20.2,45.42,42.31,22.73,4.98,0.77,2.36,3.92,79.97,0.43,107.14,33.43,0.0,15.18
2023-02-07 02:00:00,2023-02-07 03:00:00,39.94,127.77,18.39,48.39,42.42,22.45,4.72,0.7,2.51,2.76,79.56,0.29,119.52,33.6,0.0,14.59
2023-02-07 03:00:00,2023-02-07 04:00:00,37.68,105.49,29.88,48.22,51.55,20.77,4.51,0.65,2.09,2.49,81.61,0.28,110.18,33.48,0.0,13.92
2023-02-07 04:00:00,2023-02-07 05:00:00,38.16,106.81,30.55,47.37,51.64,20.92,4.36,0.64,2.1,2.31,84.12,0.17,124.24,33.65,0.0,13.34
2023-02-07 05:00:00,2023-02-07 06:00:00,33.12,,9.55,37.56,29.67,25.62,4.15,0.6,3.84,2.36,82.78,0.24,134.55,33.47,0.0,13.14
2023-02-07 06:00:00,2023-02-07 07:00:00,29.84,,36.98,40.12,53.01,19.43,4.15,0.65,2.09,2.52,84.59,0.29,74.23,42.17,0.0,12.76
2023-02-07 07:00:00,2023-02-07 08:00:00,28.33,,29.1,37.73,45.44,22.02,4.4,0.7,3.62,3.13,77.45,0.33,132.8,86.12,0.0,14.95
2023-02-07 08:00:00,2023-02-07 09:00:00,28.73,,10.94,39.23,31.66,25.79,11.75,0.95,19.51,4.0,55.55,0.58,334.23,197.3,0.0,19.64
2023-02-07 09:00:00,2023-02-07 10:00:00,34.89,,20.91,68.0,56.19,19.52,63.08,1.44,25.51,6.12,35.85,0.65,107.63,421.52,0.0,25.3
2023-02-07 10:00:00,2023-02-07 11:00:00,43.61,,12.98,60.3,44.3,22.58,72.82,1.05,46.28,8.63,20.34,0.92,193.23,577.12,0.0,29.51
2023-02-07 11:00:00,2023-02-07 12:00:00,43.13,114.81,5.04,32.58,23.45,23.97,40.45,0.62,73.46,5.2,17.1,1.01,168.44,643.7,0.0,30.7
2023-02-07 12:00:00,2023-02-07 13:00:00,37.85,,3.75,26.05,19.0,15.09,28.49,0.5,102.75,2.07,15.76,0.86,221.03,689.8,0.0,31.73
2023-02-07 13:00:00,2023-02-07 14:00:00,32.98,,3.12,24.33,17.6,13.96,28.72,0.61,120.3,1.31,16.14,1.69,296.62,676.58,0.0,32.31
2023-02-07 14:00:00,2023-02-07 15:00:00,31.52,,5.15,42.46,28.7,14.49,41.95,0.45,98.95,1.02,15.43,1.53,293.59,582.25,0.0,32.45
2023-02-07 15:00:00,2023-02-07 16:00:00,26.81,,3.53,33.57,22.76,15.01,35.67,0.45,122.19,0.73,15.9,1.53,319.32,410.6,0.0,32.27
2023-02-07 16:00:00,2023-02-07 17:00:00,25.31,,2.53,17.36,13.49,12.73,19.5,0.43,145.5,0.56,17.02,1.42,314.12,214.73,0.0,31.51
2023-02-07 17:00:00,2023-02-07 18:00:00,25.24,,2.5,29.09,19.59,12.11,18.82,0.51,99.64,0.68,22.62,0.32,213.03,58.1,0.0,29.09
2023-02-07 18:00:00,2023-02-07 19:00:00,23.21,,4.51,52.72,41.9,8.92,12.4,0.73,41.23,1.26,38.9,0.33,110.78,34.42,0.0,24.29
2023-02-07 19:00:00,2023-02-07 20:00:00,2.35,,25.35,72.16,81.54,30.78,10.96,1.05,18.04,2.73,44.35,0.45,149.54,33.05,0.0,22.52
2023-02-07 20:00:00,2023-02-07 21:00:00,59.39,229.9,4.68,,58.1,32.51,38.12,1.79,18.27,6.53,45.11,0.38,142.41,33.92,0.0,22.67
2023-02-07 21:00:00,2023-02-07 22:00:00,76.55,353.32,26.41,73.59,72.67,24.48,13.05,1.02,8.71,6.65,58.91,0.69,106.4,34.1,0.0,19.67
2023-02-07 22:00:00,2023-02-07 23:00:00,78.31,416.86,10.26,76.44,53.63,27.54,8.91,0.88,6.44,2.86,65.92,0.28,150.13,33.83,0.0,18.16
2023-02-07 23:00:00,2023-02-08 00:00:00,71.79,282.39,11.05,76.66,51.48,25.36,6.58,0.93,2.97,3.52,71.11,0.28,171.33,33.55,0.0,17.42
2023-02-08 00:00:00,2023-02-08 01:00:00,64.89,185.99,16.11,68.04,50.85,22.96,5.96,0.92,3.12,3.36,75.94,0.23,135.87,33.75,0.0,16.65
2023-02-08 01:00:00,2023-02-08 02:00:00,62.92,171.58,7.69,58.2,38.96,24.97,5.71,0.85,5.08,3.35,77.01,0.2,140.94,33.7,0.0,16.12
2023-02-08 02:00:00,2023-02-08 03:00:00,54.45,155.24,19.35,58.61,48.53,21.54,5.66,0.82,4.85,3.32,80.22,0.45,105.58,33.5,0.0,15.61
2023-02-08 03:00:00,2023-02-08 04:00:00,57.23,201.45,17.71,53.94,44.77,21.23,4.82,0.81,1.99,3.01,85.13,0.22,173.78,33.73,0.0,14.72
2023-02-08 04:00:00,2023-02-08 05:00:00,49.06,146.33,16.59,45.27,39.34,21.73,4.55,0.85,2.41,3.46,88.5,0.19,216.74,33.55,0.0,14.35
2023-02-08 05:00:00,2023-02-08 06:00:00,45.53,107.96,4.14,32.85,22.87,24.99,5.04,0.77,13.49,3.33,79.95,0.17,238.54,33.27,0.0,14.95
2023-02-08 06:00:00,2023-02-08 07:00:00,36.44,65.77,4.44,32.53,22.94,23.09,4.92,0.83,11.35,3.52,82.43,0.16,154.72,42.92,0.0,14.39
2023-02-08 07:00:00,2023-02-08 08:00:00,34.74,59.44,9.7,41.88,32.04,19.62,6.09,1.0,12.8,3.99,73.58,0.21,275.97,85.35,0.0,16.74
2023-02-08 08:00:00,2023-02-08 09:00:00,35.96,66.94,5.66,29.76,22.48,21.61,8.98,0.59,39.65,3.89,47.65,0.38,151.52,213.38,0.0,22.72
2023-02-08 09:00:00,2023-02-08 10:00:00,36.06,53.6,3.09,13.64,11.99,23.74,12.23,0.45,71.75,2.24,31.62,0.99,42.3,479.05,0.0,27.12
2023-02-08 10:00:00,2023-02-08 11:00:00,29.72,40.24,2.59,9.13,9.24,16.41,10.18,0.33,87.66,0.5,27.62,1.4,35.23,644.62,0.0,28.66
2023-02-08 11:00:00,2023-02-08 12:00:00,23.3,29.89,2.71,11.01,10.31,15.87,12.79,0.35,90.17,0.54,25.58,1.31,174.97,711.07,0.0,29.86
2023-02-08 12:00:00,2023-02-08 13:00:00,,,2.62,9.98,9.71,17.39,11.25,0.35,100.29,1.89,23.95,1.95,258.01,740.98,0.0,30.52
2023-02-08 13:00:00,2023-02-08 14:00:00,20.51,39.42,2.37,8.31,8.63,18.36,10.92,0.36,114.14,0.38,23.48,2.57,336.95,722.1,0.0,30.82
2023-02-08 14:00:00,2023-02-08 15:00:00,19.42,40.63,2.83,15.44,12.72,15.24,20.68,0.33,113.88,0.44,20.81,2.31,343.54,615.27,0.0,31.7
2023-02-08 15:00:00,2023-02-08 16:00:00,16.51,46.55,3.11,18.75,14.68,16.78,20.18,0.28,98.2,0.39,14.01,3.07,337.98,491.05,0.0,31.45
2023-02-08 16:00:00,2023-02-08 17:00:00,15.48,53.34,2.56,11.17,10.28,15.26,9.34,0.26,100.02,0.3,13.91,2.4,335.63,288.08,0.0,30.72
2023-02-08 17:00:00,2023-02-08 18:00:00,14.1,50.02,2.8,18.88,14.5,17.13,11.42,0.38,84.81,0.45,21.15,1.4,328.75,72.6,0.0,28.33
2023-02-08 18:00:00,2023-02-08 19:00:00,13.29,45.96,2.54,33.56,21.96,13.96,10.12,0.85,44.71,3.11,33.83,0.33,232.87,34.6,0.0,23.81
2023-02-08 19:00:00,2023-02-08 20:00:00,14.12,50.67,2.48,31.13,20.65,15.79,9.09,0.69,41.9,4.34,39.29,0.17,164.42,33.73,0.0,21.58
2023-02-08 20:00:00,2023-02-08 21:00:00,14.9,57.54,34.64,47.02,62.74,13.57,7.79,0.76,22.93,2.38,46.39,0.35,155.74,33.73,0.0,20.26
2023-02-08 21:00:00,2023-02-08 22:00:00,20.17,127.1,18.32,67.91,57.51,10.31,5.33,0.69,8.48,2.43,54.43,0.27,141.91,33.75,0.0,18.43
2023-02-08 22:00:00,2023-02-08 23:00:00,29.89,183.95,3.7,45.95,29.36,19.08,4.98,0.71,24.84,3.93,56.47,0.2,133.31,33.55,0.0,17.81
2023-02-08 23:00:00,2023-02-09 00:00:00,33.81,123.92,2.75,33.63,22.17,20.9,4.98,0.69,32.36,3.55,54.98,0.36,258.18,33.33,0.0,18.07
2023-02-09 00:00:00,2023-02-09 01:00:00,30.15,79.5,3.43,36.36,24.13,22.31,4.9,0.61,24.08,2.75,63.97,0.18,213.05,34.05,0.0,16.6
2023-02-09 01:00:00,2023-02-09 02:00:00,27.5,90.88,3.17,32.29,21.8,21.88,4.93,0.56,26.42,2.62,68.69,0.21,161.24,33.72,0.0,15.45
2023-02-09 02:00:00,2023-02-09 03:00:00,26.77,95.33,18.24,55.75,46.15,15.82,4.64,0.59,6.15,2.27,75.83,0.28,143.35,33.73,0.0,14.1
2023-02-09 03:00:00,2023-02-09 04:00:00,27.96,116.44,11.01,42.68,33.52,20.18,4.25,0.58,4.52,2.32,81.19,0.19,186.53,33.52,0.0,13.68
2023-02-09 04:00:00,2023-02-09 05:00:00,27.91,97.7,3.47,25.37,18.42,23.54,4.42,0.53,19.13,2.21,77.46,0.2,155.01,33.62,0.0,13.37
2023-02-09 05:00:00,2023-02-09 06:00:00,22.98,57.69,9.7,43.11,32.69,19.54,4.7,0.65,15.46,2.64,75.67,0.29,111.11,33.52,0.0,13.0
2023-02-09 06:00:00,2023-02-09 07:00:00,73.0,277.0,61.58,68.75,87.73,8.11,4.71,0.88,2.7,5.5,78.8,0.44,112.11,42.67,0.0,12.68
2023-02-09 07:00:00,2023-02-09 08:00:00,104.36,382.48,52.92,70.38,82.8,13.98,5.79,0.77,10.22,4.71,65.84,0.56,83.12,78.75,0.0,15.78
2023-02-09 08:00:00,2023-02-09 09:00:00,58.44,182.36,5.81,30.84,23.16,30.55,11.87,0.57,56.51,2.96,40.46,0.96,89.86,277.32,0.0,21.95
2023-02-09 09:00:00,2023-02-09 10:00:00,25.61,79.7,3.41,15.79,13.37,30.49,14.37,0.41,83.92,1.85,27.27,0.85,115.76,524.65,0.0,25.87
2023-02-09 10:00:00,2023-02-09 11:00:00,10.39,51.39,2.85,11.54,10.7,24.65,9.35,0.36,92.6,1.74,24.42,0.39,187.54,668.2,0.0,27.54
2023-02-09 11:00:00,2023-02-09 12:00:00,11.46,38.89,2.67,9.46,9.47,21.07,8.19,0.38,103.89,1.06,19.86,1.2,20.18,733.45,0.0,28.83
2023-02-09 12:00:00,2023-02-09 13:00:00,3.85,28.58,2.8,13.43,11.65,19.64,14.19,0.41,111.31,1.66,16.46,1.06,328.65,738.55,0.0,30.27
2023-02-09 13:00:00,2023-02-09 14:00:00,2.3,23.36,2.74,8.68,9.12,16.23,8.98,0.28,97.23,0.83,10.5,1.82,329.77,774.97,0.0,31.29
2023-02-09 14:00:00,2023-02-09 15:00:00,0.08,2.26,2.61,6.28,7.76,16.44,6.37,0.23,94.63,0.34,10.97,1.63,337.46,674.3,0.0,31.92
2023-02-09 15:00:00,2023-02-09 16:00:00,3.63,12.12,3.5,16.3,13.71,17.85,11.47,0.26,92.33,0.32,10.19,1.56,249.31,508.5,0.0,32.06
2023-02-09 16:00:00,2023-02-09 17:00:00,4.17,15.42,3.08,15.61,13.02,18.62,11.61,0.23,89.81,0.41,11.91,1.34,23.36,291.18,0.0,31.79
2023-02-09 17:00:00,2023-02-09 18:00:00,4.22,16.93,3.16,14.57,12.88,15.53,5.12,0.3,59.67,0.5,17.08,0.39,103.14,71.1,0.0,28.87
2023-02-09 18:00:00,2023-02-09 19:00:00,4.58,24.75,2.92,30.66,20.75,15.19,4.86,0.48,33.15,0.74,28.36,0.18,191.02,34.5,0.0,23.58
2023-02-09 19:00:00,2023-02-09 20:00:00,12.4,135.34,14.59,60.68,46.3,10.81,5.02,1.19,13.46,3.02,40.81,0.34,133.28,33.9,0.0,20.64
2023-02-09 20:00:00,2023-02-09 21:00:00,25.74,211.47,96.45,76.55,127.86,0.46,5.43,2.16,4.81,12.69,49.03,0.45,99.82,33.47,0.0,19.14
2023-02-09 21:00:00,2023-02-09 22:00:00,109.41,387.19,9.68,59.95,41.47,22.8,5.0,0.67,16.74,4.81,46.31,0.38,120.94,33.2,0.0,19.37
2023-02-09 22:00:00,2023-02-09 23:00:00,27.86,106.66,12.71,62.05,45.0,22.71,4.46,0.71,6.91,2.76,57.81,0.17,106.57,34.02,0.0,17.36
2023-02-09 23:00:00,2023-02-10 00:00:00,32.39,133.29,7.89,56.71,38.34,24.01,3.91,0.65,4.5,2.82,66.9,0.23,127.12,33.77,0.0,15.71
2023-02-10 00:00:00,2023-02-10 01:00:00,30.96,106.62,11.74,52.25,39.1,22.41,4.36,0.71,3.32,3.04,74.81,0.18,245.56,33.62,0.0,15.04
2023-02-10 01:00:00,2023-02-10 02:00:00,34.71,153.71,7.66,41.83,30.38,24.95,4.31,0.72,4.63,3.06,78.52,0.28,150.68,33.38,0.0,14.44
2023-02-10 02:00:00,2023-02-10 03:00:00,26.52,90.33,20.63,46.13,43.04,21.66,4.31,0.79,4.31,3.07,79.52,0.24,245.14,33.65,0.0,13.77
2023-02-10 03:00:00,2023-02-10 04:00:00,27.52,141.94,16.06,35.69,33.91,23.9,4.09,0.81,2.4,5.13,87.67,0.15,138.07,33.6,0.0,13.09
2023-02-10 04:00:00,2023-02-10 05:00:00,24.94,91.56,9.62,35.7,28.75,24.94,3.98,0.81,3.03,5.01,87.74,0.14,164.4,33.62,0.0,12.56
2023-02-10 05:00:00,2023-02-10 06:00:00,24.7,69.15,5.37,34.85,24.9,25.21,3.94,0.69,3.72,3.83,81.57,0.17,178.27,33.35,0.0,12.7
2023-02-10 06:00:00,2023-02-10 07:00:00,12.5,51.55,19.31,37.48,37.46,21.18,3.94,0.82,4.18,3.65,81.63,0.2,175.0,42.48,0.0,12.4
2023-02-10 07:00:00,2023-02-10 08:00:00,20.59,69.33,18.73,38.4,37.47,21.8,5.08,0.9,8.45,5.62,70.45,0.3,113.82,81.45,0.0,14.92
2023-02-10 08:00:00,2023-02-10 09:00:00,27.2,75.72,5.33,24.1,19.26,26.65,9.64,0.72,33.03,4.13,46.21,0.48,176.45,266.67,0.0,20.49
2023-02-10 09:00:00,2023-02-10 10:00:00,34.67,61.59,5.8,28.76,22.07,24.64,19.19,0.78,51.76,3.85,29.04,0.75,104.85,485.03,0.0,25.94
2023-02-10 10:00:00,2023-02-10 11:00:00,21.8,74.22,8.3,45.47,35.65,21.17,43.19,0.89,64.78,5.32,22.67,1.07,102.36,570.38,0.0,29.08
2023-02-10 11:00:00,2023-02-10 12:00:00,41.34,92.99,7.98,50.39,37.8,21.07,62.34,0.69,72.75,3.84,17.63,1.36,182.35,694.2,0.0,31.1
2023-02-10 12:00:00,2023-02-10 13:00:00,4.94,18.86,5.9,49.9,33.18,20.03,37.86,0.71,,3.4,15.04,1.83,344.51,730.23,0.0,32.06
2023-02-10 13:00:00,2023-02-10 14:00:00,13.35,49.77,3.07,22.01,16.34,,30.02,0.48,121.38,5.45,13.41,2.0,333.11,712.7,0.0,32.75
2023-02-10 14:00:00,2023-02-10 15:00:00,15.61,47.47,3.0,18.76,14.59,13.86,27.69,0.35,124.13,3.42,12.9,2.17,93.81,629.78,0.0,33.07
2023-02-10 15:00:00,2023-02-10 16:00:00,13.47,40.08,2.7,13.35,11.52,12.95,21.17,0.36,137.12,0.41,13.35,1.75,251.04,467.98,0.0,33.43
2023-02-10 16:00:00,2023-02-10 17:00:00,15.03,40.06,2.84,20.37,15.31,11.89,26.23,0.37,109.37,0.43,13.23,1.31,341.98,252.2,0.0,33.2
2023-02-10 17:00:00,2023-02-10 18:00:00,12.13,40.81,2.74,34.55,22.64,13.9,28.6,0.56,70.42,1.09,20.1,0.52,266.35,63.3,0.0,29.98
2023-02-10 18:00:00,2023-02-10 19:00:00,14.15,57.58,24.68,56.27,58.55,9.83,16.87,0.85,24.4,2.14,33.64,0.29,134.98,34.58,0.0,24.55
2023-02-10 19:00:00,2023-02-10 20:00:00,21.71,183.79,19.18,77.36,64.35,6.82,11.77,1.49,7.2,6.25,42.28,0.31,132.82,33.88,0.0,21.88
2023-02-10 20:00:00,2023-02-10 21:00:00,54.57,329.22,114.28,75.04,137.38,5.64,8.76,2.68,4.13,12.29,49.32,0.4,121.67,33.55,0.0,20.52
2023-02-10 21:00:00,2023-02-10 22:00:00,177.07,831.71,88.98,75.9,118.61,8.12,8.99,1.27,2.62,9.41,50.94,0.55,115.52,33.68,0.0,19.52
2023-02-10 22:00:00,2023-02-10 23:00:00,155.75,681.85,57.99,71.56,87.47,15.8,8.09,1.08,2.83,3.8,56.91,0.48,101.32,33.6,0.0,18.43
2023-02-10 23:00:00,2023-02-11 00:00:00,162.73,710.27,23.86,68.95,57.55,25.19,7.76,0.82,3.17,2.54,60.79,0.48,101.59,33.53,0.0,17.86
2023-02-11 00:00:00,2023-02-11 01:00:00,83.65,323.61,29.14,65.51,59.98,23.22,8.17,0.9,3.13,3.9,66.13,0.62,98.99,33.5,0.0,17.0
2023-02-11 01:00:00,2023-02-11 02:00:00,81.2,287.28,15.58,55.53,43.89,26.43,6.78,0.9,3.12,4.77,72.53,0.41,100.07,33.58,0.0,16.29
2023-02-11 02:00:00,2023-02-11 03:00:00,55.6,178.38,12.41,45.51,36.12,27.46,5.48,0.89,2.7,4.71,78.73,0.29,105.16,33.75,0.0,15.34
2023-02-11 03:00:00,2023-02-11 04:00:00,33.29,90.84,28.57,43.8,48.18,23.64,4.83,0.86,2.06,4.64,83.74,0.29,88.77,33.48,0.0,14.52
2023-02-11 04:00:00,2023-02-11 05:00:00,35.63,112.93,55.99,45.63,71.13,17.5,4.66,0.86,1.92,4.39,84.58,0.22,238.11,33.58,0.0,14.14
2023-02-11 05:00:00,2023-02-11 06:00:00,36.86,203.64,41.73,40.89,57.22,22.01,4.44,0.9,1.86,4.41,88.62,0.31,109.92,33.6,0.0,13.41
2023-02-11 06:00:00,2023-02-11 07:00:00,35.47,149.13,54.19,42.26,67.92,20.48,4.37,1.0,1.93,4.85,88.38,0.19,98.91,35.5,0.0,13.2
2023-02-11 07:00:00,2023-02-11 08:00:00,,,,,,,,,,,,,,,,
2023-02-11 08:00:00,2023-02-11 09:00:00,47.38,105.72,4.04,18.19,15.12,31.12,8.46,0.78,33.05,3.42,51.85,0.8,23.21,381.05,0.0,22.22
2023-02-11 09:00:00,2023-02-11 10:00:00,40.56,42.7,3.37,16.06,13.48,29.08,11.12,0.64,60.32,3.15,34.82,0.97,336.2,518.6,0.0,26.39
2023-02-11 10:00:00,2023-02-11 11:00:00,23.56,42.05,5.29,34.4,24.6,18.21,17.05,0.54,73.35,1.67,24.41,1.7,94.52,648.95,0.0,29.47
2023-02-11 11:00:00,2023-02-11 12:00:00,20.79,45.12,3.28,22.26,16.65,20.88,17.1,0.49,97.33,1.38,20.64,1.84,253.11,711.9,0.0,31.74
2023-02-11 12:00:00,2023-02-11 13:00:00,19.07,34.45,2.48,12.72,11.03,17.66,13.75,0.44,114.39,0.97,16.38,2.1,340.34,711.45,0.0,33.4
2023-02-11 13:00:00,2023-02-11 14:00:00,17.28,36.3,2.43,11.65,10.43,13.79,13.95,0.41,120.43,1.0,13.84,2.68,332.81,692.55,0.0,34.5
2023-02-11 14:00:00,2023-02-11 15:00:00,,,,,,,,,,,,,,,,
2023-02-11 15:00:00,2023-02-11 16:00:00,,,,,,,,,,,,,,,,
2023-02-11 16:00:00,2023-02-11 17:00:00,,,,,,,,,,,,,,,,
2023-02-11 17:00:00,2023-02-11 18:00:00,,,,,,,,,,,,,,,,
2023-02-11 18:00:00,2023-02-11 19:00:00,14.61,86.84,3.57,42.22,28.41,11.47,9.11,0.73,39.02,1.97,29.05,0.23,167.76,34.42,0.0,27.1
2023-02-11 19:00:00,2023-02-11 20:00:00,24.15,106.01,3.17,42.25,27.0,16.15,8.55,0.8,38.28,3.0,32.15,0.18,182.51,33.65,0.0,25.27
2023-02-11 20:00:00,2023-02-11 21:00:00,24.1,95.45,3.65,57.29,35.24,17.23,7.16,0.8,19.12,3.2,41.7,0.19,88.71,34.55,0.0,23.16
2023-02-11 21:00:00,2023-02-11 22:00:00,30.72,111.4,10.03,65.57,45.28,13.97,6.04,1.04,11.67,3.84,50.08,0.41,147.11,33.17,0.0,21.84
2023-02-11 22:00:00,2023-02-11 23:00:00,40.73,144.48,4.55,35.05,24.57,19.6,5.8,0.64,22.72,2.43,54.04,0.17,119.79,33.85,0.0,21.28
