From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2022-08-28 01:00:00,2022-08-28 02:00:00,51.42,71.7,2.85,11.36,14.9,0.4,6.85,0.46,10.95,,,,,,81.2,1.88,84.2,0.0,735.19,,29.23,0.0
2022-08-28 02:00:00,2022-08-28 03:00:00,45.35,73.4,3.05,11.65,15.32,0.33,6.9,0.47,9.5,,,,,,81.95,1.64,76.16,0.0,734.87,,28.78,0.0
2022-08-28 03:00:00,2022-08-28 04:00:00,49.8,84.3,2.95,11.34,14.88,0.34,6.81,0.45,7.76,,,,,,82.91,1.58,90.14,0.0,734.79,,28.38,0.0
2022-08-28 04:00:00,2022-08-28 05:00:00,36.1,100.96,2.93,12.62,16.11,0.28,6.63,0.43,6.65,,,,,,84.14,1.65,80.21,0.0,734.86,,28.1,0.0
2022-08-28 05:00:00,2022-08-28 06:00:00,39.0,85.4,3.24,11.64,15.66,0.27,6.66,0.46,6.07,,,,,,85.4,1.5,85.33,0.13,735.09,,27.91,0.0
2022-08-28 06:00:00,2022-08-28 07:00:00,53.47,99.74,3.48,11.49,15.78,0.26,6.66,0.49,5.75,,,,,,86.12,1.37,76.64,25.7,735.45,,27.88,0.0
2022-08-28 07:00:00,2022-08-28 08:00:00,47.39,102.69,3.94,12.65,17.55,0.3,6.73,0.53,5.04,,,,,,84.47,1.75,70.98,87.08,735.76,,28.42,0.0
2022-08-28 08:00:00,2022-08-28 09:00:00,63.5,138.1,3.68,13.41,18.24,0.38,6.92,0.53,8.0,,,,,,79.16,1.91,92.73,225.74,736.11,,29.82,0.0
2022-08-28 09:00:00,2022-08-28 10:00:00,57.8,127.6,3.06,12.56,16.48,0.29,6.69,0.51,11.53,,,,,,74.92,1.98,91.81,261.62,736.55,,30.84,0.0
2022-08-28 10:00:00,2022-08-28 11:00:00,53.3,116.8,2.73,12.15,15.18,0.34,6.72,0.48,17.61,,,,,,69.65,2.22,96.55,535.92,737.0,,32.42,0.0
2022-08-28 11:00:00,2022-08-28 12:00:00,54.75,125.0,2.61,11.1,13.96,0.29,6.69,0.46,22.42,,,,,,65.72,1.97,93.91,499.65,736.82,,33.68,0.19
2022-08-28 12:00:00,2022-08-28 13:00:00,49.91,118.51,2.49,10.5,13.46,0.3,6.76,0.45,25.5,,,,,,64.29,1.84,101.36,395.77,736.62,,33.78,0.12
2022-08-28 13:00:00,2022-08-28 14:00:00,55.1,111.6,2.51,9.89,12.85,0.39,6.74,0.44,26.84,,,,,,61.28,1.86,105.37,403.79,736.12,,34.67,0.0
2022-08-28 14:00:00,2022-08-28 15:00:00,49.0,139.28,2.57,9.77,12.68,0.32,6.93,0.43,25.81,,,,,,60.54,1.89,93.47,428.76,735.51,,35.14,0.0
2022-08-28 15:00:00,2022-08-28 16:00:00,49.6,123.0,2.68,9.42,12.74,0.3,6.7,0.43,21.14,,,,,,58.97,2.29,68.7,475.4,735.06,,35.27,0.12
2022-08-28 16:00:00,2022-08-28 17:00:00,51.91,126.95,2.41,9.61,12.52,0.29,6.75,0.4,22.7,,,,,,58.4,2.47,81.12,346.57,735.02,,34.78,0.17
2022-08-28 17:00:00,2022-08-28 18:00:00,46.63,119.5,2.68,9.88,13.16,0.24,6.58,0.39,23.72,,,,,,59.59,1.87,74.3,198.58,735.11,,34.38,0.15
2022-08-28 18:00:00,2022-08-28 19:00:00,51.2,132.29,2.72,12.93,16.03,0.3,6.88,0.42,20.8,,,,,,64.56,1.46,60.31,11.94,735.48,,32.98,0.34
2022-08-28 19:00:00,2022-08-28 20:00:00,57.4,159.5,2.62,18.58,20.97,0.31,7.01,0.5,24.58,,,,,,66.74,1.26,63.19,0.0,736.09,,32.13,0.0
2022-08-28 20:00:00,2022-08-28 21:00:00,62.5,170.27,2.96,19.86,22.77,0.34,7.12,0.53,24.24,,,,,,67.47,1.24,55.92,0.0,736.85,,31.68,0.23
2022-08-28 21:00:00,2022-08-28 22:00:00,62.79,173.52,3.63,29.72,32.87,0.34,7.3,0.62,32.46,,,,,,70.03,0.81,31.32,0.0,737.61,,31.36,0.22
2022-08-28 22:00:00,2022-08-28 23:00:00,69.4,191.5,3.44,17.54,21.52,0.37,6.9,0.48,19.07,,,,,,83.36,1.16,178.41,0.0,738.16,,28.89,0.0
2022-08-28 23:00:00,2022-08-29 00:00:00,48.5,56.5,3.39,13.88,18.09,0.35,6.6,0.45,17.62,,,,,,84.79,0.91,219.71,0.0,738.26,,27.98,0.0
2022-08-29 00:00:00,2022-08-29 01:00:00,39.0,47.0,3.01,9.76,13.84,0.3,6.71,0.42,16.66,,,,,,85.69,1.11,197.03,0.0,738.22,,27.3,0.0
2022-08-29 01:00:00,2022-08-29 02:00:00,,,2.89,8.87,12.52,0.28,6.55,0.4,17.84,,,,,,87.29,0.75,189.56,0.0,737.99,,26.96,0.0
2022-08-29 02:00:00,2022-08-29 03:00:00,23.19,30.38,2.85,9.38,12.76,0.34,6.45,0.38,16.79,,,,,,89.14,1.1,186.36,0.0,737.95,,26.76,0.0
2022-08-29 03:00:00,2022-08-29 04:00:00,33.1,36.92,3.11,7.72,12.0,0.21,6.64,0.4,11.64,,,,,,90.96,1.29,203.33,0.0,738.11,,26.57,0.0
2022-08-29 04:00:00,2022-08-29 05:00:00,32.6,38.5,2.7,8.24,11.37,0.28,6.58,0.39,11.54,,,,,,91.35,0.8,218.82,0.0,738.26,,26.61,0.0
2022-08-29 05:00:00,2022-08-29 06:00:00,29.6,57.62,2.68,9.33,12.82,0.38,6.5,0.38,11.47,,,,,,91.09,0.55,224.84,0.0,738.74,,26.73,0.0
2022-08-29 06:00:00,2022-08-29 07:00:00,30.18,87.3,3.23,9.44,13.62,0.28,6.34,0.39,10.47,,,,,,90.44,0.68,228.88,13.41,739.34,,26.59,0.0
2022-08-29 07:00:00,2022-08-29 08:00:00,39.5,81.4,3.45,10.86,15.51,0.3,6.42,0.41,9.73,,,,,,88.34,0.65,213.36,102.17,739.96,,26.89,0.0
2022-08-29 08:00:00,2022-08-29 09:00:00,39.13,77.83,3.32,10.03,14.26,0.27,6.5,0.41,10.5,,,,,,82.12,0.82,262.61,265.63,740.42,,28.67,0.2
2022-08-29 09:00:00,2022-08-29 10:00:00,42.2,81.07,3.38,9.98,14.39,0.34,6.53,0.43,12.64,,,,,,76.79,1.03,250.85,359.7,740.95,,30.33,0.1
2022-08-29 10:00:00,2022-08-29 11:00:00,40.5,106.43,3.01,10.84,14.36,0.28,6.55,0.44,16.27,,,,,,73.73,0.75,220.61,348.13,741.21,,31.58,0.49
2022-08-29 11:00:00,2022-08-29 12:00:00,45.1,93.9,2.9,10.79,14.16,0.34,6.62,0.43,24.23,,,,,,71.68,1.14,227.41,443.36,741.18,,32.39,0.32
2022-08-29 12:00:00,2022-08-29 13:00:00,45.0,95.3,2.68,11.29,14.39,0.26,6.54,0.44,25.22,,,,,,69.75,0.97,214.25,390.48,741.0,,33.1,0.29
2022-08-29 13:00:00,2022-08-29 14:00:00,46.34,98.7,2.52,9.7,12.54,0.35,6.56,0.42,23.25,,,,,,64.66,1.15,223.07,618.53,740.17,,34.61,0.16
2022-08-29 14:00:00,2022-08-29 15:00:00,45.1,90.5,2.46,8.15,11.24,0.35,6.42,0.41,18.38,,,,,,64.44,1.27,219.74,453.1,739.44,,34.44,0.04
2022-08-29 15:00:00,2022-08-29 16:00:00,46.3,85.36,2.68,8.22,11.47,0.39,6.35,0.4,19.95,,,,,,63.39,0.96,190.6,415.56,738.95,,34.82,0.0
2022-08-29 16:00:00,2022-08-29 17:00:00,47.84,94.78,2.5,8.39,11.7,0.29,6.59,0.39,22.89,,,,,,67.5,1.1,195.38,137.4,738.6,,33.2,0.0
2022-08-29 17:00:00,2022-08-29 18:00:00,60.26,89.8,2.93,12.1,15.57,0.28,6.75,0.42,19.19,,,,,,73.06,1.31,92.1,83.75,738.69,,30.88,0.0
2022-08-29 18:00:00,2022-08-29 19:00:00,40.39,86.46,2.94,16.62,19.78,0.28,6.99,0.49,17.8,,,,,,75.81,1.11,99.81,5.27,739.31,,29.48,0.0
2022-08-29 19:00:00,2022-08-29 20:00:00,38.7,72.2,3.17,17.31,20.79,0.28,7.38,0.54,12.38,,,,,,80.44,1.09,264.49,0.0,739.91,,28.74,0.0
2022-08-29 20:00:00,2022-08-29 21:00:00,35.5,62.83,3.85,20.03,24.2,0.3,6.71,0.63,13.3,,,,,,81.86,0.81,116.42,0.0,740.32,,28.79,0.0
2022-08-29 21:00:00,2022-08-29 22:00:00,39.93,70.3,3.28,16.67,20.13,0.36,6.62,0.57,13.59,,,,,,83.81,0.74,90.51,0.0,740.53,,28.41,0.0
2022-08-29 22:00:00,2022-08-29 23:00:00,39.33,63.0,4.26,20.73,25.87,0.28,6.6,0.6,10.0,,,,,,86.08,0.65,114.0,0.0,740.4,,27.85,0.0
2022-08-29 23:00:00,2022-08-30 00:00:00,47.3,76.0,4.37,24.01,28.82,0.27,6.54,0.6,12.31,,,,,,86.79,0.57,148.25,0.0,740.31,,27.71,0.0
2022-08-30 00:00:00,2022-08-30 01:00:00,51.6,66.4,4.19,22.34,26.73,0.28,6.42,0.53,12.72,,,,,,88.15,0.56,122.68,0.0,740.24,,27.54,0.0
2022-08-30 01:00:00,2022-08-30 02:00:00,53.34,65.15,3.62,18.36,22.62,0.36,6.36,0.52,12.19,,,,,,89.36,0.66,111.31,0.0,740.0,,27.42,0.0
2022-08-30 02:00:00,2022-08-30 03:00:00,56.95,66.8,4.49,24.28,28.93,0.3,6.39,0.53,8.86,,,,,,90.67,0.49,147.25,0.0,739.59,,27.11,0.0
2022-08-30 03:00:00,2022-08-30 04:00:00,54.2,72.4,5.46,21.66,27.61,0.21,6.5,0.62,7.86,,,,,,91.31,0.44,135.87,0.0,739.42,,26.86,0.0
2022-08-30 04:00:00,2022-08-30 05:00:00,54.5,80.6,5.34,17.63,23.87,0.3,6.5,0.57,6.67,,,,,,90.16,0.53,137.3,0.0,739.46,,26.72,0.0
2022-08-30 05:00:00,2022-08-30 06:00:00,39.9,51.42,4.58,19.86,24.99,0.27,6.59,0.51,10.29,,,,,,89.1,0.26,127.24,0.1,739.65,,26.58,0.0
2022-08-30 06:00:00,2022-08-30 07:00:00,44.43,71.2,6.08,22.04,28.75,0.37,6.68,0.6,7.97,,,,,,87.04,0.32,85.58,35.5,740.06,,26.94,0.0
2022-08-30 07:00:00,2022-08-30 08:00:00,59.26,84.21,5.46,18.75,25.14,0.31,6.89,0.61,12.33,,,,,,80.02,0.48,153.95,162.53,740.48,,28.97,0.0
2022-08-30 08:00:00,2022-08-30 09:00:00,57.4,88.6,4.36,20.18,25.07,0.38,6.9,0.59,23.81,,,,,,69.8,0.32,169.28,275.45,740.83,,31.73,0.0
2022-08-30 09:00:00,2022-08-30 10:00:00,53.1,94.1,3.57,17.38,21.43,0.29,7.07,0.63,33.04,,,,,,60.44,0.65,114.56,421.07,741.07,,34.4,0.0
2022-08-30 10:00:00,2022-08-30 11:00:00,56.67,112.25,3.32,17.96,21.37,0.35,7.09,0.68,36.89,,,,,,61.7,0.61,246.05,381.59,741.19,,34.1,0.0
2022-08-30 11:00:00,2022-08-30 12:00:00,65.48,137.3,3.32,17.96,21.77,0.35,7.15,0.66,36.48,,,,,,60.46,0.7,134.76,386.76,741.0,,34.62,0.0
2022-08-30 12:00:00,2022-08-30 13:00:00,64.84,134.7,2.62,13.61,16.54,0.34,7.19,0.57,39.72,,,,,,60.95,0.84,126.49,319.37,740.56,,34.33,0.0
2022-08-30 13:00:00,2022-08-30 14:00:00,53.9,109.29,2.96,12.5,15.97,0.28,6.93,0.55,33.62,,,,,,59.12,0.9,129.88,314.78,739.86,,35.21,0.0
2022-08-30 14:00:00,2022-08-30 15:00:00,55.1,99.48,2.73,10.72,14.16,0.36,6.73,0.53,25.11,,,,,,58.77,1.35,96.01,373.6,738.96,,35.09,0.0
2022-08-30 15:00:00,2022-08-30 16:00:00,50.9,96.1,2.68,10.95,13.92,0.33,6.75,0.47,27.4,,,,,,58.78,1.3,112.86,207.81,738.24,,34.67,0.0
2022-08-30 16:00:00,2022-08-30 17:00:00,47.91,93.5,2.68,12.78,15.69,0.42,6.67,0.48,28.77,,,,,,65.96,1.15,68.95,81.49,738.13,,33.32,0.1
2022-08-30 17:00:00,2022-08-30 18:00:00,53.36,94.8,2.9,15.57,18.41,0.3,6.43,0.52,29.88,,,,,,68.6,1.01,152.61,87.34,738.11,,32.71,0.1
2022-08-30 18:00:00,2022-08-30 19:00:00,47.9,93.02,2.94,23.25,25.87,0.38,6.66,0.63,29.09,,,,,,70.51,0.93,85.41,18.16,737.99,,32.29,0.0
2022-08-30 19:00:00,2022-08-30 20:00:00,58.6,124.2,3.75,29.7,32.92,0.26,6.87,0.71,25.06,,,,,,70.95,0.76,58.27,0.0,738.44,,31.81,0.0
2022-08-30 20:00:00,2022-08-30 21:00:00,51.3,121.4,3.85,32.52,35.74,0.31,6.74,0.8,17.33,,,,,,73.71,0.93,54.89,0.0,738.78,,31.5,0.0
2022-08-30 21:00:00,2022-08-30 22:00:00,58.7,138.1,3.59,24.55,28.0,0.34,6.8,0.71,15.01,,,,,,76.71,0.98,66.5,0.0,739.26,,31.11,0.0
2022-08-30 22:00:00,2022-08-30 23:00:00,61.8,132.14,3.73,17.81,22.35,0.34,6.76,0.69,14.01,,,,,,79.8,1.05,69.65,0.0,739.09,,30.59,0.0
2022-08-30 23:00:00,2022-08-31 00:00:00,64.4,173.94,3.59,14.56,18.71,0.38,6.67,0.64,12.86,,,,,,82.71,1.45,72.83,0.0,738.72,,29.92,0.0
2022-08-31 00:00:00,2022-08-31 01:00:00,64.7,110.5,3.46,12.92,17.08,0.31,6.62,0.59,12.38,,,,,,84.59,1.2,79.06,0.0,738.35,,29.22,0.0
2022-08-31 01:00:00,2022-08-31 02:00:00,59.3,105.2,3.17,13.28,17.19,0.39,6.72,0.61,12.96,,,,,,84.2,1.43,75.61,0.0,737.87,,28.86,0.0
2022-08-31 02:00:00,2022-08-31 03:00:00,68.4,119.3,3.21,16.82,20.77,0.43,6.74,0.58,14.47,,,,,,83.6,1.2,69.66,0.0,737.58,,28.6,0.0
2022-08-31 03:00:00,2022-08-31 04:00:00,67.5,107.0,3.36,15.68,19.4,0.29,6.81,0.59,12.67,,,,,,83.67,0.96,82.11,0.0,737.62,,28.25,0.0
2022-08-31 04:00:00,2022-08-31 05:00:00,56.4,104.3,3.27,14.47,18.39,0.34,6.93,0.62,8.91,,,,,,84.45,1.1,78.96,0.0,737.54,,27.88,0.0
2022-08-31 05:00:00,2022-08-31 06:00:00,62.0,118.7,3.69,14.21,18.59,0.43,6.82,0.63,6.77,,,,,,85.25,1.13,65.6,0.0,737.75,,27.65,0.0
2022-08-31 06:00:00,2022-08-31 07:00:00,60.27,110.02,3.99,16.2,20.77,0.23,6.74,0.64,6.82,,,,,,86.31,0.88,83.54,13.63,737.96,,27.46,0.0
2022-08-31 07:00:00,2022-08-31 08:00:00,66.05,124.6,4.67,16.5,22.38,0.37,6.64,0.66,5.92,,,,,,83.63,1.41,93.98,116.29,738.28,,28.21,0.05
2022-08-31 08:00:00,2022-08-31 09:00:00,74.3,138.4,4.79,18.64,24.19,0.2,6.78,0.75,10.78,,,,,,75.26,1.4,111.74,319.13,738.64,,31.04,0.04
2022-08-31 09:00:00,2022-08-31 10:00:00,81.2,156.3,3.6,15.84,19.73,0.3,6.86,0.67,17.18,,,,,,71.65,1.37,113.78,430.44,739.04,,32.59,0.0
2022-08-31 10:00:00,2022-08-31 11:00:00,65.7,121.6,3.13,13.18,17.0,0.32,6.98,0.62,22.52,,,,,,66.68,1.25,127.84,547.34,739.11,,33.96,0.0
2022-08-31 11:00:00,2022-08-31 12:00:00,57.89,111.85,2.84,11.2,14.77,0.37,6.93,0.57,19.66,,,,,,59.89,1.5,88.63,580.57,738.83,,34.57,0.0
2022-08-31 12:00:00,2022-08-31 13:00:00,46.77,98.13,2.73,10.94,14.3,0.23,7.22,0.49,23.71,,,,,,56.97,1.17,150.75,449.64,738.33,,35.51,0.0
2022-08-31 13:00:00,2022-08-31 14:00:00,35.76,100.0,2.79,10.71,14.0,0.32,6.96,0.47,20.38,,,,,,56.06,1.56,96.59,506.46,737.58,,35.84,0.0
2022-08-31 14:00:00,2022-08-31 15:00:00,42.9,91.97,2.79,10.26,13.58,0.27,6.8,0.45,21.66,,,,,,56.81,1.77,90.74,446.3,736.64,,35.84,0.0
2022-08-31 15:00:00,2022-08-31 16:00:00,52.0,141.35,2.46,10.36,13.13,0.39,6.91,0.43,24.77,,,,,,56.51,1.58,91.68,362.65,736.09,,35.81,0.0
2022-08-31 16:00:00,2022-08-31 17:00:00,50.47,88.13,2.29,10.68,13.28,0.31,6.84,0.43,25.17,,,,,,57.69,1.94,70.33,220.6,735.86,,35.29,0.0
2022-08-31 17:00:00,2022-08-31 18:00:00,83.5,105.83,2.67,12.72,15.23,0.58,7.01,0.45,27.99,,,,,,63.37,2.48,61.77,70.03,735.77,,34.0,0.0
2022-08-31 18:00:00,2022-08-31 19:00:00,53.1,115.42,2.62,18.83,21.12,0.31,6.68,0.51,31.77,,,,,,66.3,1.52,57.51,5.45,735.86,,33.31,0.0
2022-08-31 19:00:00,2022-08-31 20:00:00,62.26,116.63,3.38,29.49,31.88,0.33,6.61,0.66,37.73,,,,,,68.44,0.89,70.42,0.0,736.25,,32.88,0.0
2022-08-31 20:00:00,2022-08-31 21:00:00,62.41,140.42,3.73,28.56,31.61,0.27,7.08,0.72,31.57,,,,,,69.8,0.86,62.26,0.0,736.82,,32.61,0.0
2022-08-31 21:00:00,2022-08-31 22:00:00,71.1,147.72,3.41,21.74,25.38,0.34,7.33,0.68,24.81,,,,,,72.91,1.18,77.27,0.0,737.19,,31.99,0.3
2022-08-31 22:00:00,2022-08-31 23:00:00,73.03,136.51,3.44,18.95,22.46,0.33,7.27,0.65,22.74,,,,,,72.12,1.36,47.76,0.0,737.0,,31.48,0.01
2022-08-31 23:00:00,2022-09-01 00:00:00,87.57,121.94,3.29,18.87,22.33,0.28,7.2,0.59,25.07,,,,,,73.43,1.08,70.7,0.0,736.97,,31.04,0.0
2022-09-01 00:00:00,2022-09-01 01:00:00,65.4,118.97,3.44,18.4,22.32,0.3,6.92,0.54,29.51,,,,,,75.06,0.8,79.37,0.0,736.92,,30.44,0.0
2022-09-01 01:00:00,2022-09-01 02:00:00,64.4,104.66,3.52,20.63,24.52,0.36,6.85,0.54,26.16,,,,,,76.98,0.99,78.31,0.0,736.66,,29.96,0.0
2022-09-01 02:00:00,2022-09-01 03:00:00,64.69,102.94,3.32,17.95,21.36,0.46,6.86,0.54,20.61,,,,,,78.78,0.99,90.09,0.0,736.49,,29.54,0.0
2022-09-01 03:00:00,2022-09-01 04:00:00,71.51,104.86,3.61,16.8,20.95,0.3,6.9,0.51,17.1,,,,,,80.68,0.84,97.31,0.0,736.52,,29.15,0.0
2022-09-01 04:00:00,2022-09-01 05:00:00,54.1,94.75,4.29,20.03,23.89,0.34,6.92,0.53,13.86,,,,,,81.98,0.7,108.97,0.0,736.73,,28.98,0.0
2022-09-01 05:00:00,2022-09-01 06:00:00,64.6,123.1,4.02,21.91,26.49,0.3,6.79,0.53,13.66,,,,,,84.86,0.72,181.78,0.0,737.19,,28.31,0.0
2022-09-01 06:00:00,2022-09-01 07:00:00,59.68,100.4,4.87,23.98,29.13,0.33,6.68,0.56,16.26,,,,,,85.59,0.45,163.22,28.83,737.72,,28.31,0.0
2022-09-01 07:00:00,2022-09-01 08:00:00,62.28,114.02,5.07,20.79,26.67,0.29,6.82,0.6,17.85,,,,,,82.06,0.49,174.81,123.47,738.19,,29.59,0.0
2022-09-01 08:00:00,2022-09-01 09:00:00,73.8,147.88,4.53,18.8,23.93,0.33,6.8,0.63,17.44,,,,,,79.46,0.72,204.09,194.24,738.45,,30.8,0.0
2022-09-01 09:00:00,2022-09-01 10:00:00,76.6,144.77,4.41,15.49,20.88,0.38,6.86,0.62,16.23,,,,,,79.2,0.66,188.93,287.56,738.96,,31.28,0.0
2022-09-01 10:00:00,2022-09-01 11:00:00,82.48,192.05,3.54,15.19,19.05,0.35,6.83,0.62,21.05,,,,,,75.08,0.87,181.99,339.09,739.13,,32.65,0.0
2022-09-01 11:00:00,2022-09-01 12:00:00,86.34,145.22,3.57,13.04,17.2,0.28,6.93,0.61,26.09,,,,,,68.93,1.15,205.63,461.49,738.93,,34.62,0.0
2022-09-01 12:00:00,2022-09-01 13:00:00,72.2,115.23,2.95,11.87,15.44,0.31,7.2,0.61,21.52,,,,,,69.58,1.37,179.76,445.61,738.52,,34.27,0.0
2022-09-01 13:00:00,2022-09-01 14:00:00,74.1,106.82,2.92,11.74,15.05,0.34,7.21,0.59,29.18,,,,,,72.66,1.38,211.9,92.99,737.66,,33.1,0.07
2022-09-01 14:00:00,2022-09-01 15:00:00,71.3,107.9,2.99,14.98,18.43,0.48,7.0,0.57,26.27,,,,,,81.19,1.0,247.43,33.8,737.01,,30.48,1.77
2022-09-01 15:00:00,2022-09-01 16:00:00,58.09,104.4,3.93,17.07,22.08,0.24,6.84,0.62,17.21,,,,,,89.46,1.07,173.69,58.85,736.36,,28.72,3.35
2022-09-01 16:00:00,2022-09-01 17:00:00,65.56,73.0,4.73,31.75,36.18,0.35,6.74,0.64,21.78,,,,,,85.48,0.54,115.25,39.74,736.55,,28.75,0.12
2022-09-01 17:00:00,2022-09-01 18:00:00,55.5,58.9,3.85,40.34,42.78,0.34,6.68,0.9,19.07,,,,,,86.74,0.41,169.64,15.72,736.79,,28.98,0.01
2022-09-01 18:00:00,2022-09-01 19:00:00,109.1,109.4,2.89,32.58,34.61,0.32,6.53,0.81,16.25,,,,,,88.74,0.81,266.7,0.46,737.31,,28.88,0.19
2022-09-01 19:00:00,2022-09-01 20:00:00,60.5,82.1,4.52,21.23,25.94,0.4,6.57,0.82,9.47,,,,,,85.35,1.71,303.07,0.0,737.75,,28.71,0.0
2022-09-01 20:00:00,2022-09-01 21:00:00,61.75,83.38,7.01,24.72,32.96,0.29,6.67,0.87,6.9,,,,,,84.69,1.2,304.75,0.0,738.32,,28.71,0.0
2022-09-01 21:00:00,2022-09-01 22:00:00,56.34,78.4,4.38,20.55,25.66,0.25,6.62,0.84,7.72,,,,,,85.13,1.61,312.98,0.0,738.52,,28.42,0.0
2022-09-01 22:00:00,2022-09-01 23:00:00,42.7,65.6,4.24,16.81,21.84,0.34,6.61,0.79,7.43,,,,,,85.36,2.14,298.13,0.0,738.75,,28.03,0.0
2022-09-01 23:00:00,2022-09-02 00:00:00,41.5,49.5,3.63,14.29,18.58,0.28,6.59,0.69,8.02,,,,,,86.77,1.41,91.02,0.0,739.15,,27.89,0.0
2022-09-02 00:00:00,2022-09-02 01:00:00,41.02,50.62,3.19,13.57,17.29,0.29,6.49,0.52,24.06,,,,,,85.68,0.56,81.3,0.0,738.67,,27.45,0.0
2022-09-02 01:00:00,2022-09-02 02:00:00,,,3.13,19.86,22.99,0.28,6.58,0.46,27.25,,,,,,87.36,0.48,178.44,0.0,738.43,,27.11,0.0
2022-09-02 02:00:00,2022-09-02 03:00:00,35.7,37.8,3.64,28.0,30.93,0.27,6.48,0.43,18.94,,,,,,88.94,0.45,185.13,0.0,738.17,,26.98,0.0
2022-09-02 03:00:00,2022-09-02 04:00:00,37.0,41.77,4.97,19.17,25.07,0.33,6.45,0.44,9.83,,,,,,92.06,0.66,203.58,0.0,738.36,,26.72,0.0
2022-09-02 04:00:00,2022-09-02 05:00:00,34.62,41.13,4.04,15.39,20.16,0.31,6.45,0.43,9.64,,,,,,92.82,0.38,218.83,0.0,738.7,,26.59,0.0
2022-09-02 05:00:00,2022-09-02 06:00:00,31.24,40.4,4.12,13.62,18.57,0.31,6.49,0.44,8.29,,,,,,92.64,0.56,225.05,0.0,739.16,,26.68,0.0
2022-09-02 06:00:00,2022-09-02 07:00:00,31.96,44.6,4.04,11.82,16.5,0.36,6.52,0.47,7.68,,,,,,92.15,0.6,181.78,2.29,739.64,,26.7,0.0
2022-09-02 07:00:00,2022-09-02 08:00:00,35.9,51.29,3.7,12.18,16.81,0.29,6.51,0.48,9.85,,,,,,91.06,0.77,246.59,23.95,740.1,,26.48,0.0
2022-09-02 08:00:00,2022-09-02 09:00:00,38.7,67.3,3.77,12.39,16.88,0.25,6.73,0.48,11.68,,,,,,88.92,0.92,279.52,88.38,740.51,,27.1,0.0
2022-09-02 09:00:00,2022-09-02 10:00:00,42.1,58.5,3.57,11.12,15.65,0.31,6.7,0.5,10.55,,,,,,84.95,1.27,300.5,218.82,740.82,,28.48,0.0
2022-09-02 10:00:00,2022-09-02 11:00:00,39.98,72.28,3.53,12.63,16.9,0.34,6.54,0.51,17.42,,,,,,79.45,0.72,242.02,272.49,740.86,,30.51,0.0
2022-09-02 11:00:00,2022-09-02 12:00:00,52.55,62.3,3.71,15.12,19.44,0.33,6.78,0.51,22.75,,,,,,76.59,0.68,211.3,296.85,740.65,,31.44,0.12
2022-09-02 12:00:00,2022-09-02 13:00:00,36.2,63.55,3.17,13.41,17.41,0.36,6.51,0.51,23.32,,,,,,74.18,0.87,186.65,333.48,740.21,,32.22,0.08
2022-09-02 13:00:00,2022-09-02 14:00:00,49.7,66.5,2.91,12.22,15.33,0.3,6.65,0.48,27.27,,,,,,71.98,1.1,185.11,336.94,739.44,,32.91,0.15
2022-09-02 14:00:00,2022-09-02 15:00:00,42.1,68.7,10.05,21.56,34.16,0.28,6.44,0.46,31.57,,,,,,69.39,0.86,177.86,371.18,738.51,,33.52,0.34
2022-09-02 15:00:00,2022-09-02 16:00:00,49.62,105.86,3.48,14.72,18.9,0.33,6.37,0.47,30.18,,,,,,66.09,0.76,170.75,378.75,737.8,,34.35,0.0
2022-09-02 16:00:00,2022-09-02 17:00:00,50.48,74.5,2.95,13.07,16.34,0.33,6.58,0.48,31.44,,,,,,61.57,0.88,154.96,376.85,737.33,,35.32,0.17
2022-09-02 17:00:00,2022-09-02 18:00:00,51.3,70.08,2.24,16.31,18.46,0.33,6.5,0.5,44.88,,,,,,69.14,0.52,218.61,113.5,737.27,,33.38,0.02
2022-09-02 18:00:00,2022-09-02 19:00:00,48.5,84.51,2.29,19.6,21.51,0.34,6.62,0.59,36.16,,,,,,78.38,0.59,221.77,1.94,737.56,,31.1,0.11
2022-09-02 19:00:00,2022-09-02 20:00:00,52.55,97.2,2.62,21.04,22.92,0.36,6.61,0.69,22.58,,,,,,80.05,1.42,299.72,0.0,738.16,,30.67,0.19
2022-09-02 20:00:00,2022-09-02 21:00:00,59.5,146.99,5.63,21.52,28.16,0.44,6.45,0.7,19.34,,,,,,89.47,1.04,220.54,0.0,738.88,,28.03,12.22
2022-09-02 21:00:00,2022-09-02 22:00:00,44.8,57.7,3.04,31.21,33.3,0.32,6.58,0.82,26.43,,,,,,89.66,0.67,252.22,0.0,738.76,,27.19,2.43
2022-09-02 22:00:00,2022-09-02 23:00:00,39.5,43.8,4.13,44.08,46.66,0.25,6.58,1.0,24.78,,,,,,88.27,0.41,216.01,0.0,738.34,,27.41,0.0
2022-09-02 23:00:00,2022-09-03 00:00:00,46.2,47.0,4.02,43.47,46.11,0.26,6.43,0.8,26.17,,,,,,87.2,0.47,287.03,0.0,738.29,,27.92,0.0
