From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2020-06-15 14:00:00,2020-06-15 15:00:00,17.0,46.25,4.62,9.68,8.95,12.9,10.1,0.58,88.8,,54.25,0.82,125.0,708.5,710.5,33.45,0.0
2020-06-15 15:00:00,2020-06-15 16:00:00,14.5,38.25,6.1,5.97,8.15,13.73,9.55,0.54,76.78,,55.5,1.0,135.0,647.75,710.0,33.55,0.0
2020-06-15 16:00:00,2020-06-15 17:00:00,16.0,39.0,5.35,8.1,8.65,13.1,10.8,0.57,62.2,,57.0,0.85,107.5,657.0,709.5,33.55,0.0
2020-06-15 17:00:00,2020-06-15 18:00:00,,,,,,,,,,,,,,,,,
2020-06-15 18:00:00,2020-06-15 19:00:00,,,,,,,,,,,,,,,,,
2020-06-15 19:00:00,2020-06-15 20:00:00,,,,,,,,,,,,,,,,,
2020-06-15 20:00:00,2020-06-15 21:00:00,,,,,,,,,,,,,,,,,
2020-06-15 21:00:00,2020-06-15 22:00:00,,,,,,,,,,,,,,,,,
2020-06-15 22:00:00,2020-06-15 23:00:00,,,,,,,,,,,,,,,,,
2020-06-15 23:00:00,2020-06-16 00:00:00,,,,,,,,,,,,,,,,,
2020-06-16 00:00:00,2020-06-16 01:00:00,,,,,,,,,,,,,,,,,
2020-06-16 01:00:00,2020-06-16 02:00:00,,,,,,,,,,,,,,,,,
2020-06-16 02:00:00,2020-06-16 03:00:00,,,,,,,,,,,,,,,,,
2020-06-16 03:00:00,2020-06-16 04:00:00,,,,,,,,,,,,,,,,,
2020-06-16 04:00:00,2020-06-16 05:00:00,,,,,,,,,,,,,,,,,
2020-06-16 05:00:00,2020-06-16 06:00:00,,,,,,,,,,,,,,,,,
2020-06-16 06:00:00,2020-06-16 07:00:00,,,,,,,,,,,,,,,,,
2020-06-16 07:00:00,2020-06-16 08:00:00,,,,,,,,,,,,,,,,,
2020-06-16 08:00:00,2020-06-16 09:00:00,,,,,,,,,,,,,,,,,
2020-06-16 09:00:00,2020-06-16 10:00:00,,,,,,,,,,,,,,,,,
2020-06-16 10:00:00,2020-06-16 11:00:00,,,,,,,,,,,,,,,,,
2020-06-16 11:00:00,2020-06-16 12:00:00,,,,,,,,,,,,,,,,,
2020-06-16 12:00:00,2020-06-16 13:00:00,,,,,,,,,,,,,,,,,
2020-06-16 13:00:00,2020-06-16 14:00:00,,,,,,,,,,,,,,,,,
2020-06-16 14:00:00,2020-06-16 15:00:00,,,,,,,,,,,,,,,,,
2020-06-16 15:00:00,2020-06-16 16:00:00,,,,,,,,,,,,,,,,,
2020-06-16 16:00:00,2020-06-16 17:00:00,,,,,,,,,,,,,,,,,
2020-06-16 17:00:00,2020-06-16 18:00:00,,,,,,,,,,,,,,,,,
2020-06-16 18:00:00,2020-06-16 19:00:00,,,,,,,,,,,,,,,,,
2020-06-16 19:00:00,2020-06-16 20:00:00,,,,,,,,,,,,,,,,,
2020-06-16 20:00:00,2020-06-16 21:00:00,,,,,,,,,,,,,,,,,
2020-06-16 21:00:00,2020-06-16 22:00:00,,,,,,,,,,,,,,,,,
2020-06-16 22:00:00,2020-06-16 23:00:00,,,,,,,,,,,,,,,,,
2020-06-16 23:00:00,2020-06-17 00:00:00,,,,,,,,,,,,,,,,,
2020-06-17 00:00:00,2020-06-17 01:00:00,,,,,,,,,,,,,,,,,
2020-06-17 01:00:00,2020-06-17 02:00:00,,,,,,,,,,,,,,,,,
2020-06-17 02:00:00,2020-06-17 03:00:00,,,,,,,,,,,,,,,,,
2020-06-17 03:00:00,2020-06-17 04:00:00,,,,,,,,,,,,,,,,,
2020-06-17 04:00:00,2020-06-17 05:00:00,,,,,,,,,,,,,,,,,
2020-06-17 05:00:00,2020-06-17 06:00:00,,,,,,,,,,,,,,,,,
2020-06-17 06:00:00,2020-06-17 07:00:00,,,,,,,,,,,,,,,,,
2020-06-17 07:00:00,2020-06-17 08:00:00,,,,,,,,,,,,,,,,,
2020-06-17 08:00:00,2020-06-17 09:00:00,,,,,,,,,,,,,,,,,
2020-06-17 09:00:00,2020-06-17 10:00:00,,,,,,,,,,,,,,,,,
2020-06-17 10:00:00,2020-06-17 11:00:00,,,,,,,,,,,,,,,,,
2020-06-17 11:00:00,2020-06-17 12:00:00,,,,,,,,,,,,,,,,,
2020-06-17 12:00:00,2020-06-17 13:00:00,,,,,,,,,,,,,,,,,
2020-06-17 13:00:00,2020-06-17 14:00:00,,,,,,,,,,,,,,,,,
2020-06-17 14:00:00,2020-06-17 15:00:00,,,,,,,,,,,,,,,,,
2020-06-17 15:00:00,2020-06-17 16:00:00,,,,,,,,,,,,,,,,,
2020-06-17 16:00:00,2020-06-17 17:00:00,,,,,,,,,,,,,,,,,
2020-06-17 17:00:00,2020-06-17 18:00:00,,,,,,,,,,,,,,,,,
2020-06-17 18:00:00,2020-06-17 19:00:00,,,,,,,,,,,,,,,,,
2020-06-17 19:00:00,2020-06-17 20:00:00,,,,,,,,,,,,,,,,,
2020-06-17 20:00:00,2020-06-17 21:00:00,,,,,,,,,,,,,,,,,
2020-06-17 21:00:00,2020-06-17 22:00:00,,,,,,,,,,,,,,,,,
2020-06-17 22:00:00,2020-06-17 23:00:00,,,,,,,,,,,,,,,,,
2020-06-17 23:00:00,2020-06-18 00:00:00,,,,,,,,,,,,,,,,,
2020-06-18 00:00:00,2020-06-18 01:00:00,,,,,,,,,,,,,,,,,
2020-06-18 01:00:00,2020-06-18 02:00:00,,,,,,,,,,,,,,,,,
2020-06-18 02:00:00,2020-06-18 03:00:00,,,,,,,,,,,,,,,,,
2020-06-18 03:00:00,2020-06-18 04:00:00,,,,,,,,,,,,,,,,,
2020-06-18 04:00:00,2020-06-18 05:00:00,,,,,,,,,,,,,,,,,
2020-06-18 05:00:00,2020-06-18 06:00:00,,,,,,,,,,,,,,,,,
2020-06-18 06:00:00,2020-06-18 07:00:00,,,,,,,,,,,,,,,,,
2020-06-18 07:00:00,2020-06-18 08:00:00,,,,,,,,,,,,,,,,,
2020-06-18 08:00:00,2020-06-18 09:00:00,,,,,,,,,,,,,,,,,
2020-06-18 09:00:00,2020-06-18 10:00:00,,,,,,,,,,,,,,,,,
2020-06-18 10:00:00,2020-06-18 11:00:00,,,,,,,,,,,,,,,,,
2020-06-18 11:00:00,2020-06-18 12:00:00,,,,,,,,,,,,,,,,,
2020-06-18 12:00:00,2020-06-18 13:00:00,,,,,,,,,,,,,,,,,
2020-06-18 13:00:00,2020-06-18 14:00:00,,,,,,,,,,,,,,,,,
2020-06-18 14:00:00,2020-06-18 15:00:00,,,,,,,,,,,,,,,,,
2020-06-18 15:00:00,2020-06-18 16:00:00,,,,,,,,,,,,,,,,,
2020-06-18 16:00:00,2020-06-18 17:00:00,,,,,,,,,,,,,,,,,
2020-06-18 17:00:00,2020-06-18 18:00:00,,,,,,,,,,,,,,,,,
2020-06-18 18:00:00,2020-06-18 19:00:00,,,,,,,,,,,,,,,,,
2020-06-18 19:00:00,2020-06-18 20:00:00,,,,,,,,,,,,,,,,,
2020-06-18 20:00:00,2020-06-18 21:00:00,,,,,,,,,,,,,,,,,
2020-06-18 21:00:00,2020-06-18 22:00:00,,,,,,,,,,,,,,,,,
2020-06-18 22:00:00,2020-06-18 23:00:00,,,,,,,,,,,,,,,,,
2020-06-18 23:00:00,2020-06-19 00:00:00,,,,,,,,,,,,,,,,,
2020-06-19 00:00:00,2020-06-19 01:00:00,,,,,,,,,,,,,,,,,
2020-06-19 01:00:00,2020-06-19 02:00:00,,,,,,,,,,,,,,,,,
2020-06-19 02:00:00,2020-06-19 03:00:00,,,,,,,,,,,,,,,,,
2020-06-19 03:00:00,2020-06-19 04:00:00,,,,,,,,,,,,,,,,,
2020-06-19 04:00:00,2020-06-19 05:00:00,,,,,,,,,,,,,,,,,
2020-06-19 05:00:00,2020-06-19 06:00:00,,,,,,,,,,,,,,,,,
2020-06-19 06:00:00,2020-06-19 07:00:00,,,,,,,,,,,,,,,,,
2020-06-19 07:00:00,2020-06-19 08:00:00,,,,,,,,,,,,,,,,,
2020-06-19 08:00:00,2020-06-19 09:00:00,,,,,,,,,,,,,,,,,
2020-06-19 09:00:00,2020-06-19 10:00:00,,,,,,,,,,,,,,,,,
2020-06-19 10:00:00,2020-06-19 11:00:00,,,,,,,,,,,,,,,,,
2020-06-19 11:00:00,2020-06-19 12:00:00,,,,,,,,,,,,,,,,,
2020-06-19 12:00:00,2020-06-19 13:00:00,,,,,,,,,,,,,,,,,
2020-06-19 13:00:00,2020-06-19 14:00:00,,,,,,,,,,,,,,,,,
2020-06-19 14:00:00,2020-06-19 15:00:00,,,,,,,,,,,,,,,,,
2020-06-19 15:00:00,2020-06-19 16:00:00,,,,,,,,,,,,,,,,,
2020-06-19 16:00:00,2020-06-19 17:00:00,,,,,,,,,,,,,,,,,
2020-06-19 17:00:00,2020-06-19 18:00:00,16.0,39.0,,,0.0,,,,,,64.0,1.9,250.5,359.0,710.5,31.6,0.0
2020-06-19 18:00:00,2020-06-19 19:00:00,,,,,,,,,30.02,,62.25,1.7,256.75,63.5,710.5,30.83,0.0
2020-06-19 19:00:00,2020-06-19 20:00:00,29.25,150.5,,,,,11.73,,67.82,,59.5,1.57,251.75,17.25,711.75,28.62,0.0
2020-06-19 20:00:00,2020-06-19 21:00:00,24.0,137.0,7.2,36.1,25.1,30.4,20.2,0.94,60.43,,63.25,1.55,255.5,20.5,713.0,27.35,0.0
2020-06-19 21:00:00,2020-06-19 22:00:00,,122.0,9.12,29.9,23.3,15.78,14.2,1.06,65.8,,66.25,0.75,262.0,19.25,714.5,26.78,0.0
2020-06-19 22:00:00,2020-06-19 23:00:00,31.0,81.5,5.87,32.7,20.62,49.55,18.2,0.56,70.67,,65.25,1.2,278.75,17.75,715.0,27.1,0.0
2020-06-19 23:00:00,2020-06-20 00:00:00,31.0,85.25,5.38,27.15,18.75,34.45,,0.44,62.73,,73.75,1.15,272.5,19.5,714.0,25.7,0.0
2020-06-20 00:00:00,2020-06-20 01:00:00,36.0,66.75,6.38,24.5,18.23,33.67,18.88,0.64,40.85,,75.25,0.42,258.5,23.5,713.25,25.6,0.0
2020-06-20 01:00:00,2020-06-20 02:00:00,49.5,101.0,4.45,24.98,14.9,34.2,28.05,0.72,38.58,,75.0,0.33,255.0,21.25,713.0,25.68,0.0
2020-06-20 02:00:00,2020-06-20 03:00:00,42.0,98.25,5.62,18.12,14.23,34.45,14.4,0.66,40.85,,76.75,0.43,282.75,24.25,713.0,25.35,0.0
2020-06-20 03:00:00,2020-06-20 04:00:00,33.75,66.75,3.73,19.27,13.27,33.08,14.03,0.67,48.77,,75.5,0.52,274.75,24.75,713.0,25.37,0.0
2020-06-20 04:00:00,2020-06-20 05:00:00,34.75,51.25,5.03,14.35,11.7,29.9,14.67,0.67,56.97,,76.5,0.47,275.25,23.25,713.0,25.07,0.0
2020-06-20 05:00:00,2020-06-20 06:00:00,33.25,55.5,8.4,15.15,14.93,27.57,17.28,0.74,51.95,,76.75,0.88,258.0,35.0,713.75,25.02,0.0
2020-06-20 06:00:00,2020-06-20 07:00:00,39.0,65.25,7.92,11.4,12.47,26.55,19.0,0.66,55.42,,74.75,1.05,268.0,296.0,714.0,25.65,0.0
2020-06-20 07:00:00,2020-06-20 08:00:00,32.75,61.75,9.45,11.23,13.65,22.35,18.38,0.49,72.45,,65.25,2.1,286.25,640.5,714.0,27.8,0.0
2020-06-20 08:00:00,2020-06-20 09:00:00,23.0,59.75,7.35,8.38,10.43,17.9,17.93,0.45,75.8,,61.5,2.4,285.0,716.25,714.0,28.98,0.0
2020-06-20 09:00:00,2020-06-20 10:00:00,23.0,71.25,4.17,12.95,10.28,15.07,16.77,0.41,86.95,,57.5,2.85,286.75,735.25,714.0,30.2,0.0
2020-06-20 10:00:00,2020-06-20 11:00:00,23.25,91.25,6.83,10.78,11.3,14.43,16.03,0.41,87.05,,57.0,2.6,297.25,730.5,714.0,30.98,0.0
2020-06-20 11:00:00,2020-06-20 12:00:00,24.75,100.75,8.25,11.93,13.07,16.4,11.95,0.45,86.75,,53.25,2.77,296.75,727.25,714.0,32.6,0.0
2020-06-20 12:00:00,2020-06-20 13:00:00,27.75,115.25,8.3,10.55,12.35,15.82,11.68,0.46,88.35,,52.0,1.85,244.5,698.25,713.5,33.2,0.0
2020-06-20 13:00:00,2020-06-20 14:00:00,30.25,104.0,8.75,14.85,15.02,19.07,11.18,0.46,91.1,,50.25,1.52,240.0,703.0,713.0,34.35,0.0
2020-06-20 14:00:00,2020-06-20 15:00:00,30.75,94.75,6.1,19.75,15.43,19.32,10.7,0.48,96.1,,50.75,1.3,210.75,646.75,712.25,34.52,0.0
2020-06-20 15:00:00,2020-06-20 16:00:00,29.0,90.25,7.5,16.62,14.9,12.22,10.5,0.59,93.45,,50.75,1.27,164.25,635.0,711.75,34.62,0.0
2020-06-20 16:00:00,2020-06-20 17:00:00,27.25,95.0,2.82,18.02,11.87,14.1,11.75,0.53,100.0,,51.25,1.62,228.75,462.25,711.25,34.12,0.0
2020-06-20 17:00:00,2020-06-20 18:00:00,31.25,125.0,6.78,16.0,14.02,11.35,11.4,0.48,95.0,,73.5,1.8,118.5,14.5,712.0,25.95,0.25
2020-06-20 18:00:00,2020-06-20 19:00:00,34.25,69.0,6.67,17.1,14.53,15.85,10.9,0.4,81.88,,75.25,0.45,166.0,10.75,712.0,25.9,0.0
2020-06-20 19:00:00,2020-06-20 20:00:00,42.5,65.67,5.38,30.35,20.52,14.95,11.12,0.64,55.93,,73.0,0.35,125.75,11.25,712.5,26.57,0.0
2020-06-20 20:00:00,2020-06-20 21:00:00,45.25,67.5,3.8,24.48,15.0,14.85,11.07,0.48,56.62,,74.0,0.47,126.0,11.5,713.5,26.22,0.0
2020-06-20 21:00:00,2020-06-20 22:00:00,40.25,60.5,7.07,18.77,15.77,14.1,11.72,0.41,66.7,,70.75,0.38,192.5,10.5,714.0,26.5,0.0
2020-06-20 22:00:00,2020-06-20 23:00:00,41.75,72.75,8.8,18.85,17.2,14.48,11.15,0.41,53.42,,73.75,0.35,156.5,10.25,714.0,26.47,0.0
2020-06-20 23:00:00,2020-06-21 00:00:00,46.25,97.75,7.8,23.88,19.05,10.88,11.67,0.6,23.3,,77.25,0.35,269.5,6.25,714.0,26.4,0.75
2020-06-21 00:00:00,2020-06-21 01:00:00,59.5,147.25,8.35,25.4,20.3,8.38,10.07,0.87,11.55,,84.0,0.4,267.5,5.5,713.5,25.68,0.0
2020-06-21 01:00:00,2020-06-21 02:00:00,80.5,123.0,7.05,25.93,19.52,12.38,10.38,0.8,7.48,,84.25,0.33,242.0,4.5,713.0,25.7,0.0
2020-06-21 02:00:00,2020-06-21 03:00:00,83.5,130.5,6.12,21.88,16.57,17.7,13.05,0.76,7.18,,85.0,0.35,280.25,8.0,712.0,25.73,0.0
2020-06-21 03:00:00,2020-06-21 04:00:00,72.25,99.75,8.05,16.23,15.2,17.98,13.53,0.64,11.32,,83.75,0.3,282.25,8.5,712.0,25.77,0.0
2020-06-21 04:00:00,2020-06-21 05:00:00,50.25,73.0,5.83,19.48,15.07,15.75,12.52,0.6,11.25,,83.75,0.3,284.75,9.25,712.0,25.5,0.0
2020-06-21 05:00:00,2020-06-21 06:00:00,42.5,82.25,8.3,18.68,16.65,14.45,13.05,0.52,20.27,,80.25,0.3,289.25,16.75,712.0,25.42,0.0
2020-06-21 06:00:00,2020-06-21 07:00:00,32.75,107.75,6.9,14.47,13.32,15.85,12.47,0.4,44.33,,73.25,0.75,291.75,290.75,712.75,26.0,0.0
2020-06-21 07:00:00,2020-06-21 08:00:00,27.0,51.0,4.1,12.2,9.8,11.55,11.83,0.46,62.58,,67.5,1.85,299.75,613.5,713.0,27.4,0.0
2020-06-21 08:00:00,2020-06-21 09:00:00,29.75,65.75,5.93,11.7,11.03,9.6,12.05,0.49,70.43,,62.75,1.95,288.75,678.0,713.25,28.8,0.0
2020-06-21 09:00:00,2020-06-21 10:00:00,30.25,75.0,5.25,13.0,11.2,7.9,12.88,0.54,81.05,,61.0,1.48,245.75,687.25,714.0,29.97,0.0
2020-06-21 10:00:00,2020-06-21 11:00:00,33.25,76.25,4.67,12.45,10.42,11.62,12.8,0.56,77.88,,59.0,1.5,180.25,712.5,714.0,31.75,0.0
2020-06-21 11:00:00,2020-06-21 12:00:00,34.0,72.0,4.03,14.05,10.7,11.9,12.18,0.56,74.45,,60.75,1.85,106.75,582.25,713.25,30.98,0.0
2020-06-21 12:00:00,2020-06-21 13:00:00,40.5,70.75,5.4,12.05,10.8,17.75,11.63,0.59,72.35,,64.0,1.6,106.0,514.75,713.0,30.35,0.0
2020-06-21 13:00:00,2020-06-21 14:00:00,32.75,60.25,3.7,11.78,9.25,17.17,11.2,0.61,74.58,,61.0,2.07,104.0,709.75,712.25,31.62,0.0
2020-06-21 14:00:00,2020-06-21 15:00:00,32.75,66.75,7.8,10.4,11.9,16.98,10.9,0.62,71.22,,62.75,1.43,95.25,607.75,712.0,31.4,0.0
2020-06-21 15:00:00,2020-06-21 16:00:00,35.0,65.5,5.7,10.75,10.33,13.02,9.82,0.8,62.18,,60.75,1.77,80.75,674.5,711.0,32.55,0.0
2020-06-21 16:00:00,2020-06-21 17:00:00,35.5,66.75,5.58,11.5,10.65,13.23,11.32,0.79,74.05,,60.0,1.88,76.0,620.5,710.25,32.52,0.0
2020-06-21 17:00:00,2020-06-21 18:00:00,37.75,78.5,5.95,10.62,10.53,13.2,11.18,0.8,83.55,,60.25,1.95,67.75,533.75,710.5,32.12,0.0
2020-06-21 18:00:00,2020-06-21 19:00:00,41.25,86.5,6.62,12.18,11.85,15.02,11.78,0.84,72.75,,65.25,1.43,93.25,142.75,711.0,30.7,0.0
2020-06-21 19:00:00,2020-06-21 20:00:00,44.75,72.0,5.35,16.4,13.07,16.65,10.9,0.8,55.3,,74.0,1.08,108.25,4.75,711.5,28.33,0.0
2020-06-21 20:00:00,2020-06-21 21:00:00,44.25,50.5,6.0,24.97,18.12,14.8,11.38,0.82,39.58,,76.5,1.3,108.5,5.25,712.0,27.83,0.0
2020-06-21 21:00:00,2020-06-21 22:00:00,42.25,45.75,4.75,18.03,13.43,16.23,10.43,0.75,41.6,,80.0,1.02,121.5,7.25,712.25,27.12,0.0
2020-06-21 22:00:00,2020-06-21 23:00:00,32.75,36.0,5.42,16.43,13.15,15.77,9.9,0.71,34.93,,81.0,0.57,116.75,5.5,713.0,26.75,0.0
2020-06-21 23:00:00,2020-06-22 00:00:00,29.75,38.25,5.5,19.02,14.6,12.25,9.97,0.74,27.45,,79.25,0.6,102.25,3.0,713.0,26.82,0.0
2020-06-22 00:00:00,2020-06-22 01:00:00,32.5,45.0,6.65,16.88,14.38,10.62,9.92,0.61,22.6,,80.0,0.38,86.0,3.25,712.75,26.62,0.0
2020-06-22 01:00:00,2020-06-22 02:00:00,35.0,45.0,5.85,19.48,15.1,10.6,9.8,0.63,20.6,,81.0,0.3,68.75,4.0,712.0,26.3,0.0
2020-06-22 02:00:00,2020-06-22 03:00:00,38.0,53.0,4.85,18.42,13.77,12.65,9.7,0.69,14.47,,82.25,0.3,286.5,2.75,711.75,26.45,0.0
2020-06-22 03:00:00,2020-06-22 04:00:00,39.5,70.75,5.8,18.62,14.6,15.58,9.55,0.62,16.35,,82.75,0.3,232.75,6.75,711.0,26.32,0.0
2020-06-22 04:00:00,2020-06-22 05:00:00,42.5,57.25,6.23,18.15,14.7,14.35,9.48,0.58,15.07,,83.0,0.38,303.0,5.0,711.0,26.3,0.0
2020-06-22 05:00:00,2020-06-22 06:00:00,37.0,64.25,5.65,17.15,13.73,14.17,9.1,0.58,21.3,,83.25,0.38,195.0,4.0,711.75,26.18,0.0
2020-06-22 06:00:00,2020-06-22 07:00:00,32.25,37.0,6.27,12.82,11.95,14.3,8.77,0.53,27.38,,86.5,0.38,158.25,10.25,712.25,24.95,8.65
2020-06-22 07:00:00,2020-06-22 08:00:00,27.0,34.0,6.47,10.83,11.0,10.93,9.42,0.62,27.5,,89.0,0.62,214.0,77.0,713.0,24.17,11.7
2020-06-22 08:00:00,2020-06-22 09:00:00,,,5.38,10.08,9.75,9.92,9.22,0.62,31.57,,89.0,0.85,279.5,297.25,713.5,23.97,6.55
2020-06-22 09:00:00,2020-06-22 10:00:00,19.0,46.0,4.17,13.65,10.62,12.22,7.6,0.7,34.8,,89.0,0.35,275.75,238.25,714.0,24.27,1.88
2020-06-22 10:00:00,2020-06-22 11:00:00,19.0,44.25,10.22,10.55,13.95,13.18,7.25,0.82,35.38,,84.75,0.68,275.0,699.5,713.5,26.13,0.0
2020-06-22 11:00:00,2020-06-22 12:00:00,19.0,36.5,7.55,15.7,14.45,12.8,8.35,0.82,40.72,,74.75,0.88,215.75,704.75,713.0,28.82,0.0
2020-06-22 12:00:00,2020-06-22 13:00:00,21.0,34.0,5.03,16.6,12.93,12.3,9.25,0.83,42.85,,71.25,0.88,225.0,662.0,712.25,29.68,0.0
2020-06-22 13:00:00,2020-06-22 14:00:00,26.5,51.0,7.3,15.0,13.92,16.15,9.5,0.77,44.75,,69.0,0.93,219.75,515.5,712.0,30.1,0.0
2020-06-22 14:00:00,2020-06-22 15:00:00,25.25,64.25,6.8,21.02,16.7,21.18,9.33,0.87,39.5,,67.75,0.7,207.75,565.0,711.0,30.38,0.0
2020-06-22 15:00:00,2020-06-22 16:00:00,24.0,73.0,6.33,20.12,15.85,17.12,9.03,0.84,24.45,,83.25,1.02,187.0,164.5,711.0,26.3,2.42
2020-06-22 16:00:00,2020-06-22 17:00:00,17.5,36.75,6.22,19.83,15.63,14.95,9.78,0.93,16.6,,85.25,0.78,252.75,164.75,711.0,25.88,0.05
2020-06-22 17:00:00,2020-06-22 18:00:00,17.0,42.25,7.42,14.92,13.97,16.15,9.52,0.88,11.4,,86.25,0.65,79.5,56.5,711.25,25.18,0.35
2020-06-22 18:00:00,2020-06-22 19:00:00,19.25,34.0,6.53,20.75,16.32,17.15,9.78,1.15,13.05,,86.0,0.43,79.75,4.75,712.0,25.2,0.0
2020-06-22 19:00:00,2020-06-22 20:00:00,17.25,31.5,5.9,20.45,15.67,18.88,8.9,0.88,21.1,,86.75,0.65,108.25,5.75,712.0,24.93,0.05
2020-06-22 20:00:00,2020-06-22 21:00:00,18.75,25.25,5.9,23.8,17.45,18.27,9.25,0.76,20.58,,87.25,0.4,126.75,5.75,712.5,24.73,0.1
2020-06-22 21:00:00,2020-06-22 22:00:00,20.25,27.5,6.2,23.82,17.68,18.27,9.1,0.71,16.57,,88.0,0.3,173.75,6.5,713.0,24.7,0.0
2020-06-22 22:00:00,2020-06-22 23:00:00,18.25,24.5,5.92,26.75,19.02,18.55,9.5,0.73,11.88,,88.75,0.3,169.0,4.75,713.75,24.68,0.0
2020-06-22 23:00:00,2020-06-23 00:00:00,19.0,29.5,8.1,24.2,19.48,16.68,8.37,0.66,8.55,,88.0,0.35,244.5,4.67,714.0,24.75,0.0
2020-06-23 00:00:00,2020-06-23 01:00:00,21.25,32.0,8.07,19.75,17.05,16.93,10.1,0.82,8.03,,88.5,0.6,270.75,5.0,713.5,24.9,0.0
2020-06-23 01:00:00,2020-06-23 02:00:00,30.75,43.25,5.88,20.0,15.45,17.4,11.53,0.71,8.02,,88.5,0.62,275.75,7.0,713.0,24.95,0.0
2020-06-23 02:00:00,2020-06-23 03:00:00,35.25,59.5,4.35,16.23,12.18,16.45,10.47,0.68,10.25,,88.75,0.3,286.5,7.67,712.25,25.0,0.0
2020-06-23 03:00:00,2020-06-23 04:00:00,22.75,34.5,4.9,12.8,10.77,19.83,11.47,0.59,19.42,,88.0,0.3,294.5,7.75,712.25,24.93,0.1
2020-06-23 04:00:00,2020-06-23 05:00:00,19.75,35.5,5.67,15.8,13.0,17.88,11.08,0.63,15.75,,88.75,0.32,288.5,7.75,712.25,24.8,0.0
2020-06-23 05:00:00,2020-06-23 06:00:00,21.0,31.5,8.05,15.0,14.5,17.73,10.7,0.62,12.78,,89.0,0.35,153.5,7.25,713.0,24.75,0.0
2020-06-23 06:00:00,2020-06-23 07:00:00,17.5,25.25,4.72,15.88,12.3,18.15,9.8,0.67,11.65,,88.75,0.3,301.0,53.25,713.5,24.95,0.0
2020-06-23 07:00:00,2020-06-23 08:00:00,16.0,26.25,8.55,12.95,13.82,16.3,9.62,0.71,10.38,,86.75,0.42,287.75,326.75,714.0,25.5,0.0
2020-06-23 08:00:00,2020-06-23 09:00:00,17.5,20.75,7.55,12.32,12.7,14.4,10.85,0.86,11.97,,85.5,0.38,147.75,255.5,714.5,25.78,0.0
2020-06-23 09:00:00,2020-06-23 10:00:00,21.5,30.5,5.8,15.22,12.82,13.53,11.55,0.98,18.25,,85.0,0.48,239.75,371.25,715.0,25.95,0.0
2020-06-23 10:00:00,2020-06-23 11:00:00,22.0,37.5,6.1,16.73,13.82,14.38,11.15,1.04,17.15,,82.75,0.57,287.75,450.75,715.25,26.57,0.0
2020-06-23 11:00:00,2020-06-23 12:00:00,28.75,48.25,8.95,24.2,20.18,17.6,11.95,1.29,16.55,,83.75,0.4,265.0,131.5,715.0,26.55,0.0
2020-06-23 12:00:00,2020-06-23 13:00:00,32.5,59.5,7.42,32.85,23.5,17.85,12.18,1.34,9.98,,85.5,0.43,296.0,15.5,715.0,26.23,0.05
2020-06-23 13:00:00,2020-06-23 14:00:00,35.25,61.5,5.55,28.42,19.62,17.93,12.4,1.14,13.85,,86.75,0.33,227.25,25.75,714.75,25.8,0.23
2020-06-23 14:00:00,2020-06-23 15:00:00,31.0,53.75,6.77,27.7,20.23,17.7,10.1,1.01,16.33,,87.75,0.33,196.75,373.75,714.0,26.02,0.2
2020-06-23 15:00:00,2020-06-23 16:00:00,29.75,50.5,4.4,22.75,15.7,18.12,9.78,0.84,12.7,,85.0,0.62,278.25,567.0,713.5,26.67,0.0
2020-06-23 16:00:00,2020-06-23 17:00:00,17.0,41.0,6.73,18.95,15.55,15.5,10.72,0.85,19.38,,80.5,0.45,244.0,632.0,713.0,27.78,0.0
2020-06-23 17:00:00,2020-06-23 18:00:00,16.75,39.75,6.45,16.5,14.02,15.22,11.22,0.93,21.55,,77.5,0.53,262.75,544.25,713.0,28.52,0.0
2020-06-23 18:00:00,2020-06-23 19:00:00,18.75,56.75,5.22,21.32,15.6,14.35,11.1,1.18,15.65,,80.75,0.3,250.5,83.5,713.75,27.5,0.0
2020-06-23 19:00:00,2020-06-23 20:00:00,29.75,63.75,4.97,26.98,18.38,17.65,10.2,1.44,13.57,,85.0,0.33,286.25,6.5,714.0,26.45,0.0
2020-06-23 20:00:00,2020-06-23 21:00:00,38.0,70.25,11.65,41.2,31.35,15.3,11.62,2.31,5.15,,86.5,0.3,276.75,6.0,715.0,25.98,0.0
2020-06-23 21:00:00,2020-06-23 22:00:00,39.0,92.0,7.77,29.7,22.1,18.35,10.88,1.55,5.45,,88.25,0.3,271.0,6.25,716.0,25.82,0.0
2020-06-23 22:00:00,2020-06-23 23:00:00,39.5,63.75,6.15,27.7,19.75,18.8,10.65,1.74,2.25,,89.0,0.3,287.75,8.5,716.0,25.58,0.0
2020-06-23 23:00:00,2020-06-24 00:00:00,36.0,67.75,7.97,27.95,21.35,18.85,10.53,1.2,1.57,,89.0,0.35,234.0,10.75,716.0,25.45,0.0
2020-06-24 00:00:00,2020-06-24 01:00:00,50.5,93.25,7.1,23.23,18.17,16.75,8.85,0.74,3.7,,89.0,0.35,218.0,7.0,716.0,25.23,0.0
