From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),RF (mm),Xylene (),AT (degree C)
2023-01-06 11:00:00,2023-01-06 12:00:00,45.37,65.71,,,,,2.85,0.78,19.48,0.0,1.41,,0.13,,50.29,17.28,224.7,963.4,976.88,0.0,,27.22
2023-01-06 12:00:00,2023-01-06 13:00:00,55.5,75.84,,,,,2.86,0.78,20.94,0.0,2.37,,,,46.11,9.94,281.17,974.46,975.89,0.0,,26.59
2023-01-06 13:00:00,2023-01-06 14:00:00,57.23,77.57,,,,,2.92,0.78,23.47,0.0,3.66,,,,40.53,14.22,230.66,985.88,974.9,0.0,,26.88
2023-01-06 14:00:00,2023-01-06 15:00:00,56.38,76.72,,,,,2.93,0.77,25.48,0.0,2.84,,,,39.09,9.99,293.66,988.88,974.22,0.0,,26.65
2023-01-06 15:00:00,2023-01-06 16:00:00,60.72,81.06,,,,,3.05,0.8,23.71,0.0,4.0,,,,40.2,9.54,311.27,982.56,973.84,0.0,,25.09
2023-01-06 16:00:00,2023-01-06 17:00:00,66.07,86.41,,,,,3.07,0.81,23.2,0.0,2.33,,,,39.8,14.79,259.74,971.06,973.87,0.0,,23.93
2023-01-06 17:00:00,2023-01-06 18:00:00,66.43,86.77,,,,,3.06,0.81,22.01,0.0,1.95,,,,40.48,15.88,280.7,964.7,974.22,0.0,,22.2
2023-01-06 18:00:00,2023-01-06 19:00:00,66.14,86.48,,,,,3.13,0.88,18.62,0.0,2.79,,0.37,,43.33,20.92,278.78,955.94,974.6,0.0,,21.51
2023-01-06 19:00:00,2023-01-06 20:00:00,67.11,87.45,,,,,3.12,0.92,17.22,0.0,3.04,,,,45.81,23.81,265.6,945.56,975.12,0.0,,21.5
2023-01-06 20:00:00,2023-01-06 21:00:00,69.58,89.92,,,,,3.09,1.0,16.73,0.0,3.42,,0.33,,48.68,6.07,324.62,935.93,975.57,0.0,,21.5
2023-01-06 21:00:00,2023-01-06 22:00:00,68.45,88.79,,,,,3.06,1.0,17.03,0.0,4.52,,0.92,,50.2,4.29,260.71,931.21,975.89,0.0,,21.5
2023-01-06 22:00:00,2023-01-06 23:00:00,71.42,91.76,,,,,3.05,1.02,16.64,0.0,4.9,,0.46,,51.18,4.34,268.47,927.64,975.88,0.0,,21.5
2023-01-06 23:00:00,2023-01-07 00:00:00,80.53,100.88,,,,,3.06,0.97,16.16,0.0,5.16,,0.45,,53.5,5.39,29.26,922.41,975.68,0.0,,21.5
2023-01-07 00:00:00,2023-01-07 01:00:00,86.18,106.52,,,,,2.76,0.96,15.72,0.0,4.06,,,,56.72,5.93,34.71,920.8,975.31,0.0,,21.5
2023-01-07 01:00:00,2023-01-07 02:00:00,90.39,110.73,,,,,2.86,0.97,15.82,0.0,2.87,,,,59.16,5.46,27.49,913.39,975.02,0.0,,21.5
2023-01-07 02:00:00,2023-01-07 03:00:00,97.23,117.57,,,,,2.85,0.98,15.09,0.0,2.41,,,,62.86,4.94,23.37,904.9,974.56,0.0,,21.5
2023-01-07 03:00:00,2023-01-07 04:00:00,110.79,131.13,,,,,2.83,0.97,14.18,0.0,2.37,,,,65.11,5.37,107.64,898.87,974.34,0.0,,21.49
2023-01-07 04:00:00,2023-01-07 05:00:00,113.44,133.78,,,,,2.8,0.97,14.32,0.0,2.46,,,,66.05,4.62,268.87,896.16,974.31,0.0,,21.5
2023-01-07 05:00:00,2023-01-07 06:00:00,96.03,116.37,,,,,2.87,0.97,12.0,0.0,2.34,,,,68.02,9.83,285.43,890.17,974.73,0.0,,21.48
2023-01-07 06:00:00,2023-01-07 07:00:00,98.86,119.19,,,,,2.9,1.03,12.5,0.0,2.81,,,,68.45,17.49,284.24,887.54,975.33,0.0,,21.51
2023-01-07 07:00:00,2023-01-07 08:00:00,104.69,125.03,,,,,2.88,1.06,12.72,0.0,4.36,,,,69.28,5.44,335.41,885.4,975.97,0.0,,22.37
2023-01-07 08:00:00,2023-01-07 09:00:00,111.04,131.38,,,,,2.93,1.1,13.78,0.0,3.75,,0.14,,65.84,5.19,216.95,896.46,976.59,0.0,,24.05
2023-01-07 09:00:00,2023-01-07 10:00:00,99.33,119.67,,,,,2.94,1.04,18.88,0.0,2.19,,,,57.31,12.04,285.43,919.66,976.83,0.0,,25.21
2023-01-07 10:00:00,2023-01-07 11:00:00,72.59,92.94,,,,,3.15,0.94,23.02,0.0,1.66,,,,46.78,14.55,252.49,940.14,976.8,0.0,,25.7
2023-01-07 11:00:00,2023-01-07 12:00:00,70.39,90.72,,,,,3.65,0.86,26.23,0.0,0.98,,,,37.55,8.89,271.23,965.33,976.25,0.0,,25.95
2023-01-07 12:00:00,2023-01-07 13:00:00,66.27,86.6,,,,,3.79,0.8,26.74,0.0,0.72,,,,32.68,11.2,214.67,979.02,975.39,0.0,,26.02
2023-01-07 13:00:00,2023-01-07 14:00:00,54.44,74.78,,,,,3.58,0.8,28.0,0.0,1.06,,,,30.02,4.0,249.32,986.67,974.51,0.0,,26.45
2023-01-07 14:00:00,2023-01-07 15:00:00,44.6,64.94,,,,,3.58,0.8,28.76,0.0,0.94,,,,26.56,9.04,184.81,993.23,973.86,0.0,,26.04
2023-01-07 15:00:00,2023-01-07 16:00:00,45.82,66.16,,,,,3.39,0.77,28.98,0.0,1.46,,,,23.94,7.5,302.74,996.15,973.43,0.0,,25.2
2023-01-07 16:00:00,2023-01-07 17:00:00,49.66,70.0,,,,,3.17,0.78,29.32,0.0,1.04,,,,24.06,5.46,23.39,990.39,973.23,0.0,,23.89
2023-01-07 17:00:00,2023-01-07 18:00:00,44.02,64.36,,,,,3.08,0.82,27.0,0.0,1.42,,,,25.62,5.44,28.32,980.99,973.44,0.0,,22.2
2023-01-07 18:00:00,2023-01-07 19:00:00,42.91,63.25,,,,,3.07,1.0,20.46,0.0,2.67,,0.19,,28.48,5.59,32.32,962.74,973.91,0.0,,21.51
2023-01-07 19:00:00,2023-01-07 20:00:00,49.84,70.18,,,,,3.0,0.94,21.94,0.0,3.18,,0.35,,32.02,5.66,32.12,949.14,974.59,0.0,,21.51
2023-01-07 20:00:00,2023-01-07 21:00:00,57.9,78.24,,,,,3.12,0.94,22.12,0.0,2.26,,,,34.69,4.94,24.3,936.42,975.1,0.0,,21.51
2023-01-07 21:00:00,2023-01-07 22:00:00,57.29,77.63,,,,,3.09,0.93,22.02,0.0,2.64,,,,35.53,4.55,20.8,927.9,975.29,0.0,,21.49
2023-01-07 22:00:00,2023-01-07 23:00:00,54.4,74.74,,,,,3.08,0.9,23.58,0.0,2.41,,0.32,,35.63,4.03,16.84,918.75,975.27,0.0,,21.5
2023-01-07 23:00:00,2023-01-08 00:00:00,53.05,73.39,,,,,3.18,0.86,23.28,0.0,2.29,,,,38.95,5.79,32.38,908.1,975.09,0.0,,21.5
2023-01-08 00:00:00,2023-01-08 01:00:00,51.76,72.09,,,,,3.27,0.76,24.7,0.0,1.84,,,,41.89,6.53,37.74,899.92,974.71,0.0,,21.49
2023-01-08 01:00:00,2023-01-08 02:00:00,53.18,73.52,,,,,3.58,0.72,28.01,0.0,1.27,,,,40.73,6.1,34.45,895.03,974.34,0.0,,21.49
2023-01-08 02:00:00,2023-01-08 03:00:00,55.94,76.28,,,,,3.99,0.7,28.0,0.0,1.22,,,,39.05,7.43,45.23,890.82,973.98,0.0,,21.48
2023-01-08 03:00:00,2023-01-08 04:00:00,54.63,74.97,,,,,3.95,0.68,27.95,0.0,1.05,,,,38.83,6.79,41.56,887.97,973.79,0.0,,21.48
2023-01-08 04:00:00,2023-01-08 05:00:00,49.26,69.6,,,,,4.0,0.67,28.49,0.0,1.18,,,,39.45,6.0,33.08,884.59,973.84,0.0,,21.48
2023-01-08 05:00:00,2023-01-08 06:00:00,46.96,67.3,,,,,3.78,0.69,25.76,0.0,1.48,,,,41.78,3.84,73.28,876.77,974.13,0.0,,21.48
2023-01-08 06:00:00,2023-01-08 07:00:00,53.16,73.5,,,,,3.38,0.75,18.61,0.0,2.21,,,,46.9,12.05,154.56,864.6,974.68,0.0,,21.51
2023-01-08 07:00:00,2023-01-08 08:00:00,58.66,79.0,,,,,3.22,1.11,7.9,0.0,4.39,,,,50.67,25.52,238.43,861.35,975.2,0.0,,22.31
2023-01-08 08:00:00,2023-01-08 09:00:00,66.7,87.04,,,,,3.48,0.89,22.94,0.0,5.56,,1.71,,40.37,5.52,78.11,889.03,975.56,0.0,,23.41
2023-01-08 09:00:00,2023-01-08 10:00:00,68.52,88.86,,,,,4.11,0.76,29.7,0.0,2.13,,,,32.47,6.85,322.86,917.73,975.79,0.0,,24.09
2023-01-08 10:00:00,2023-01-08 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-08 11:00:00,2023-01-08 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-08 12:00:00,2023-01-08 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-08 13:00:00,2023-01-08 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-08 14:00:00,2023-01-08 15:00:00,,,,,,,3.75,0.77,41.48,,,,,,13.52,5.58,311.67,969.63,972.24,0.0,,24.29
2023-01-08 15:00:00,2023-01-08 16:00:00,,,,,,,3.58,0.74,40.19,,,,,,11.77,9.55,235.91,971.93,972.14,0.0,,24.47
2023-01-08 16:00:00,2023-01-08 17:00:00,,,,,,,3.66,0.71,41.06,,,,,,11.39,6.81,286.92,969.2,972.11,0.0,,23.66
2023-01-08 17:00:00,2023-01-08 18:00:00,,,,,,,3.5,0.72,37.26,,,,,,12.5,4.64,177.92,959.01,972.29,0.0,,22.26
2023-01-08 18:00:00,2023-01-08 19:00:00,,,,,,,4.57,0.76,30.24,,,,,,15.56,5.65,30.89,941.43,972.8,0.0,,21.47
2023-01-08 19:00:00,2023-01-08 20:00:00,,,,,,,4.6,0.71,27.29,,,,,,20.52,5.15,100.34,922.64,973.39,0.0,,21.45
2023-01-08 20:00:00,2023-01-08 21:00:00,,,,,,,2.75,0.56,28.46,,,,,,22.88,4.31,101.19,903.92,973.93,0.0,,21.45
2023-01-08 21:00:00,2023-01-08 22:00:00,,,,,,,2.86,0.57,24.71,,,,,,25.34,5.29,27.18,889.57,974.36,0.0,,21.44
2023-01-08 22:00:00,2023-01-08 23:00:00,,,,,,,3.71,0.48,27.48,,,,,,27.01,5.5,28.71,885.55,974.36,0.0,,21.43
2023-01-08 23:00:00,2023-01-09 00:00:00,,,,,,,6.44,0.38,30.86,,,,,,27.88,6.41,37.6,885.52,974.07,0.0,,21.44
2023-01-09 00:00:00,2023-01-09 01:00:00,,,,,,,4.76,0.68,32.88,,,,,,28.72,6.48,37.79,868.21,973.85,0.0,,21.43
2023-01-09 01:00:00,2023-01-09 02:00:00,,,,,,,4.4,0.68,31.75,,,,,,29.07,4.69,105.86,857.35,973.72,0.0,,21.44
2023-01-09 02:00:00,2023-01-09 03:00:00,,,,,,,3.73,0.73,27.78,,,,,,33.51,4.88,20.48,842.95,973.67,0.0,,21.44
2023-01-09 03:00:00,2023-01-09 04:00:00,,,,,,,3.9,0.75,25.57,,,,,,36.69,5.84,32.09,844.49,973.6,0.0,,21.43
2023-01-09 04:00:00,2023-01-09 05:00:00,,,,,,,3.71,0.85,20.86,,,,,,35.98,10.22,88.29,846.44,973.73,0.0,,21.43
2023-01-09 05:00:00,2023-01-09 06:00:00,,,,,,,3.31,0.83,18.08,,,,,,38.59,6.88,82.65,836.88,974.13,0.0,,21.43
2023-01-09 06:00:00,2023-01-09 07:00:00,,,,,,,3.69,1.04,17.22,,,,,,38.43,7.69,49.7,833.88,974.87,0.0,,21.46
2023-01-09 07:00:00,2023-01-09 08:00:00,,,,,,,4.98,1.47,17.01,,,,,,37.53,5.85,27.82,837.04,975.6,0.0,,22.24
2023-01-09 08:00:00,2023-01-09 09:00:00,,,,,,,5.1,1.07,27.0,,,,,,32.2,5.33,20.83,863.57,976.19,0.0,,23.28
2023-01-09 09:00:00,2023-01-09 10:00:00,,,,,,,5.35,0.88,35.83,,,,,,25.96,4.82,236.32,898.25,976.54,0.0,,23.91
2023-01-09 10:00:00,2023-01-09 11:00:00,65.27,85.61,4.97,10.04,9.38,13.91,6.01,0.76,42.61,0.0,0.93,,,,20.41,4.32,275.02,931.99,976.55,0.0,,24.18
2023-01-09 11:00:00,2023-01-09 12:00:00,59.98,80.33,4.94,10.09,9.38,13.8,6.0,0.7,40.99,0.0,1.0,,,,15.12,7.77,275.01,951.76,976.05,0.0,,25.0
2023-01-09 12:00:00,2023-01-09 13:00:00,52.35,72.69,4.92,10.11,9.38,13.75,5.29,0.68,39.47,0.0,0.77,,,,12.94,9.06,257.31,966.69,975.19,0.0,,24.28
2023-01-09 13:00:00,2023-01-09 14:00:00,43.03,63.38,4.92,10.12,9.38,13.73,5.19,0.68,38.69,0.0,0.77,,0.07,,10.59,11.21,230.15,982.38,974.21,0.0,,24.31
2023-01-09 14:00:00,2023-01-09 15:00:00,35.3,55.64,4.91,10.12,9.38,13.73,4.94,0.67,37.89,0.0,0.81,,,,9.27,10.45,224.0,992.11,973.57,0.0,,24.66
2023-01-09 15:00:00,2023-01-09 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-09 16:00:00,2023-01-09 17:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-09 17:00:00,2023-01-09 18:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-09 18:00:00,2023-01-09 19:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-09 19:00:00,2023-01-09 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-09 20:00:00,2023-01-09 21:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-09 21:00:00,2023-01-09 22:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-09 22:00:00,2023-01-09 23:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-09 23:00:00,2023-01-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-10 00:00:00,2023-01-10 01:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-10 01:00:00,2023-01-10 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-10 02:00:00,2023-01-10 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-10 03:00:00,2023-01-10 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-10 04:00:00,2023-01-10 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-10 05:00:00,2023-01-10 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-10 06:00:00,2023-01-10 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-10 07:00:00,2023-01-10 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-10 08:00:00,2023-01-10 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-10 09:00:00,2023-01-10 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-10 10:00:00,2023-01-10 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-10 11:00:00,2023-01-10 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-10 12:00:00,2023-01-10 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-10 13:00:00,2023-01-10 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-10 14:00:00,2023-01-10 15:00:00,36.7,57.04,,,,,,0.9,41.39,0.0,0.71,,,,8.91,13.82,219.59,1015.09,972.98,0.0,,24.32
2023-01-10 15:00:00,2023-01-10 16:00:00,42.5,62.84,,,,,,0.91,40.4,0.0,0.88,,,,9.29,13.05,226.55,1012.77,972.75,0.0,,24.6
2023-01-10 16:00:00,2023-01-10 17:00:00,49.99,70.34,,,,,,0.92,34.05,0.0,1.66,,,,9.09,12.54,196.01,1008.75,972.49,0.0,,23.69
2023-01-10 17:00:00,2023-01-10 18:00:00,45.8,66.14,,,,,,1.15,22.2,0.0,2.87,,,,12.21,23.03,186.56,990.31,972.56,0.0,,22.38
2023-01-10 18:00:00,2023-01-10 19:00:00,42.95,63.29,,,,,,1.73,7.86,0.0,13.18,,,,16.38,17.87,131.75,956.63,972.89,0.0,,21.53
2023-01-10 19:00:00,2023-01-10 20:00:00,56.07,76.41,,,,,,2.05,2.34,0.0,19.47,,,,19.8,6.38,52.32,931.62,973.45,0.0,,21.5
2023-01-10 20:00:00,2023-01-10 21:00:00,72.0,92.34,,,,,,2.43,2.09,0.0,23.33,,,,19.04,5.54,30.4,927.69,973.95,0.0,,21.47
2023-01-10 21:00:00,2023-01-10 22:00:00,75.26,95.6,,,,,1.53,1.38,17.08,0.0,13.71,,,,19.86,5.38,98.68,927.19,974.18,0.0,,21.48
2023-01-10 22:00:00,2023-01-10 23:00:00,73.84,94.18,,,,,0.01,1.07,22.14,0.0,4.33,,1.77,,23.57,9.35,265.38,917.38,974.25,0.0,,21.48
2023-01-10 23:00:00,2023-01-11 00:00:00,68.67,89.01,,,,,,1.1,20.72,0.0,3.11,,0.77,,23.19,15.63,275.81,910.33,973.91,0.0,,21.48
2023-01-11 00:00:00,2023-01-11 01:00:00,62.2,82.54,,,,,5.19,0.83,23.22,0.0,2.67,,0.56,,24.75,7.4,315.5,903.29,973.55,0.0,,21.49
2023-01-11 01:00:00,2023-01-11 02:00:00,62.73,83.07,,,,,5.01,0.82,22.81,0.0,1.7,,0.46,,27.95,4.88,107.87,890.37,973.22,0.0,,21.48
2023-01-11 02:00:00,2023-01-11 03:00:00,62.13,82.47,,,,,4.66,0.84,20.12,0.0,1.86,,0.03,,30.94,5.6,31.99,879.64,972.93,0.0,,21.49
2023-01-11 03:00:00,2023-01-11 04:00:00,61.46,81.81,,,,,4.61,0.79,21.55,0.0,1.66,,0.16,,33.68,4.57,227.71,873.42,972.6,0.0,,21.47
2023-01-11 04:00:00,2023-01-11 05:00:00,61.73,82.07,,,,,4.62,0.78,20.66,0.0,1.5,,0.11,,36.86,4.85,188.13,867.43,972.57,0.0,,21.48
2023-01-11 05:00:00,2023-01-11 06:00:00,67.57,87.91,,,,,4.94,0.77,20.12,0.0,1.69,,0.13,,39.13,4.93,25.09,859.47,972.98,0.0,,21.47
2023-01-11 06:00:00,2023-01-11 07:00:00,69.75,90.09,,,,,6.03,1.12,15.62,0.0,1.65,,0.1,,40.59,5.55,28.24,853.18,973.48,0.0,,21.51
2023-01-11 07:00:00,2023-01-11 08:00:00,76.29,96.63,,,,,5.88,1.62,12.09,0.0,3.13,,0.94,,40.16,6.11,33.52,854.91,974.12,0.0,,22.3
2023-01-11 08:00:00,2023-01-11 09:00:00,104.19,124.53,,,,,5.5,1.35,15.01,0.0,4.87,,1.64,,38.12,9.71,227.03,883.07,974.53,0.0,,23.43
2023-01-11 09:00:00,2023-01-11 10:00:00,116.74,137.08,,,,,5.01,0.93,20.47,0.0,3.56,,0.96,,38.92,11.42,158.12,916.59,974.91,0.0,,24.19
2023-01-11 10:00:00,2023-01-11 11:00:00,101.16,121.5,,,,,5.08,0.74,24.44,0.0,2.06,,0.18,,36.55,16.96,159.45,943.15,974.91,0.0,,24.52
2023-01-11 11:00:00,2023-01-11 12:00:00,86.71,107.05,,,,,5.96,0.73,27.31,0.0,1.47,,0.14,,30.66,11.46,158.37,962.49,974.4,0.0,,25.16
2023-01-11 12:00:00,2023-01-11 13:00:00,68.64,88.98,,,,,7.0,0.7,32.41,0.0,1.11,,0.07,,25.31,13.7,186.01,977.12,973.49,0.0,,24.61
2023-01-11 13:00:00,2023-01-11 14:00:00,54.86,75.19,,,,,6.83,0.71,35.84,0.0,1.24,,0.16,,22.29,8.49,207.72,989.52,972.52,0.0,,24.72
2023-01-11 14:00:00,2023-01-11 15:00:00,50.53,70.87,,,,,6.76,0.74,37.24,0.0,1.36,,,,19.89,14.8,207.67,999.72,971.8,0.0,,24.88
2023-01-11 15:00:00,2023-01-11 16:00:00,50.76,71.1,,,,,6.3,0.74,37.84,0.0,1.11,,,,17.49,12.32,181.88,1002.76,971.32,0.0,,24.69
2023-01-11 16:00:00,2023-01-11 17:00:00,56.59,76.94,,,,,5.91,0.76,34.12,0.0,4.28,,,,17.08,16.66,169.19,1003.75,971.17,0.0,,23.74
2023-01-11 17:00:00,2023-01-11 18:00:00,55.71,76.05,,,,,5.3,0.94,24.62,0.0,5.98,,0.58,,19.38,26.09,177.76,985.84,971.29,0.0,,22.38
2023-01-11 18:00:00,2023-01-11 19:00:00,55.18,75.52,,,,,4.91,1.5,8.29,0.0,11.76,,,,23.73,12.68,98.94,958.49,971.68,0.0,,21.53
2023-01-11 19:00:00,2023-01-11 20:00:00,57.89,78.23,,,,,4.79,2.21,0.96,0.0,24.76,,,,28.09,14.99,185.37,940.11,972.17,0.0,,21.5
2023-01-11 20:00:00,2023-01-11 21:00:00,67.56,87.91,,,,,4.81,3.0,0.39,0.0,31.18,,,,31.4,12.04,92.35,926.13,972.61,0.0,,21.49
2023-01-11 21:00:00,2023-01-11 22:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-11 22:00:00,2023-01-11 23:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-11 23:00:00,2023-01-12 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-12 00:00:00,2023-01-12 01:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-12 01:00:00,2023-01-12 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-12 02:00:00,2023-01-12 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-12 03:00:00,2023-01-12 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-12 04:00:00,2023-01-12 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-12 05:00:00,2023-01-12 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-12 06:00:00,2023-01-12 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-12 07:00:00,2023-01-12 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-12 08:00:00,2023-01-12 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-12 09:00:00,2023-01-12 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-12 10:00:00,2023-01-12 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-12 11:00:00,2023-01-12 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-12 12:00:00,2023-01-12 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-12 13:00:00,2023-01-12 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-12 14:00:00,2023-01-12 15:00:00,48.96,69.29,,,,,6.7,0.75,30.89,0.0,11.55,,0.77,,18.53,18.89,178.22,1009.05,970.36,0.0,,24.59
2023-01-12 15:00:00,2023-01-12 16:00:00,51.61,71.95,,,,,6.46,0.76,31.29,0.0,10.47,,0.44,,17.95,8.26,167.32,1008.09,970.14,0.0,,24.84
2023-01-12 16:00:00,2023-01-12 17:00:00,58.86,79.2,,,,,5.99,0.8,26.6,0.0,30.24,,0.29,,18.71,13.63,181.41,1004.96,970.13,0.0,,23.8
2023-01-12 17:00:00,2023-01-12 18:00:00,63.62,83.97,,,,,5.51,0.95,21.48,0.0,5.24,,0.88,,21.21,19.09,163.86,989.27,970.27,0.0,,22.38
2023-01-12 18:00:00,2023-01-12 19:00:00,63.97,84.31,,,,,5.04,1.62,8.04,0.0,14.94,,0.1,,27.23,16.53,146.17,959.32,970.62,0.0,,21.52
2023-01-12 19:00:00,2023-01-12 20:00:00,70.71,91.05,,,,,4.87,2.42,0.78,0.0,24.4,,,,30.74,7.17,121.92,939.59,971.19,0.0,,21.5
2023-01-12 20:00:00,2023-01-12 21:00:00,79.16,99.5,,,,,4.7,2.56,0.38,0.0,30.47,,,,33.25,5.8,37.3,926.74,971.76,0.0,,21.49
2023-01-12 21:00:00,2023-01-12 22:00:00,90.65,110.99,,,,,4.5,2.53,0.54,0.0,26.82,,,,35.12,7.26,48.11,917.32,972.06,0.0,,21.49
2023-01-12 22:00:00,2023-01-12 23:00:00,108.08,128.42,,,,,4.23,2.36,0.47,0.0,26.22,,,,37.31,7.06,50.9,909.36,972.08,0.0,,21.49
2023-01-12 23:00:00,2023-01-13 00:00:00,108.34,128.68,,,,,4.01,2.81,0.25,0.0,26.55,,,,40.28,7.1,42.63,901.08,971.96,0.0,,21.49
2023-01-13 00:00:00,2023-01-13 01:00:00,105.67,126.01,,,,,3.63,2.83,0.16,0.0,36.99,,,,42.03,6.2,29.96,896.53,971.67,0.0,,21.49
2023-01-13 01:00:00,2023-01-13 02:00:00,110.63,130.97,,,,,3.77,1.85,3.73,0.0,18.45,,,,41.88,7.12,89.26,888.54,971.41,0.0,,21.49
2023-01-13 02:00:00,2023-01-13 03:00:00,111.29,131.62,,,,,3.59,1.44,7.94,0.0,9.98,,,,43.13,6.79,40.63,880.07,971.04,0.0,,21.49
2023-01-13 03:00:00,2023-01-13 04:00:00,103.94,124.28,,,,,3.58,1.26,8.0,0.0,7.35,,,,44.53,7.12,40.62,876.75,970.79,0.0,,21.48
2023-01-13 04:00:00,2023-01-13 05:00:00,92.58,112.92,,,,,3.32,1.33,5.33,0.0,6.68,,1.0,,46.63,7.29,117.94,873.97,970.99,0.0,,21.48
2023-01-13 05:00:00,2023-01-13 06:00:00,81.76,102.1,,,,,3.09,1.17,9.72,0.0,7.68,,,,46.2,9.14,114.61,869.65,971.58,0.0,,21.48
2023-01-13 06:00:00,2023-01-13 07:00:00,67.31,87.66,,,,,3.08,1.09,12.68,0.0,3.67,,0.92,,45.45,11.04,130.2,864.0,972.18,0.0,,21.51
2023-01-13 07:00:00,2023-01-13 08:00:00,62.08,82.42,,,,,3.08,1.28,9.56,0.0,4.71,,0.58,,45.23,4.55,281.58,866.27,972.87,0.0,,22.29
2023-01-13 08:00:00,2023-01-13 09:00:00,62.45,82.79,,,,,3.14,1.57,8.29,0.0,6.84,,0.99,,43.66,16.31,174.2,888.66,973.54,0.0,,23.55
2023-01-13 09:00:00,2023-01-13 10:00:00,67.23,87.57,,,,,3.57,1.19,18.25,0.0,5.54,,1.45,,35.68,12.87,194.74,916.89,973.9,0.0,,24.44
2023-01-13 10:00:00,2023-01-13 11:00:00,61.41,81.75,,,,,4.02,1.07,23.62,0.0,4.6,,0.79,,31.29,12.41,181.58,945.92,973.83,0.0,,24.82
2023-01-13 11:00:00,2023-01-13 12:00:00,54.93,75.27,,,,,4.44,0.77,25.33,0.0,3.47,,0.12,,27.22,12.19,167.97,972.84,973.28,0.0,,25.04
2023-01-13 12:00:00,2023-01-13 13:00:00,56.98,77.32,,,,,4.62,0.7,26.26,0.0,1.87,,0.19,,23.99,17.51,161.23,989.51,972.48,0.0,,24.86
2023-01-13 13:00:00,2023-01-13 14:00:00,54.52,74.86,,,,,4.6,0.71,26.41,0.0,1.75,,,,22.62,13.3,172.09,997.74,971.72,0.0,,24.98
2023-01-13 14:00:00,2023-01-13 15:00:00,48.04,68.38,,,,,4.78,0.7,28.29,0.0,1.59,,,,20.5,16.24,178.69,1005.31,970.97,0.0,,25.43
2023-01-13 15:00:00,2023-01-13 16:00:00,47.71,68.05,,,,,4.64,0.74,27.23,0.0,2.25,,,,19.98,13.62,180.11,1007.19,970.64,0.0,,24.95
2023-01-13 16:00:00,2023-01-13 17:00:00,55.46,75.8,,,,,4.52,0.76,25.35,0.0,2.96,,0.53,,20.46,17.51,183.64,1003.82,970.65,0.0,,23.77
