From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),RF (mm),Xylene (ug/m3),AT (degree C)
2022-07-23 21:00:00,2022-07-23 22:00:00,30.5,58.08,5.21,3.14,8.23,11.89,5.32,0.4,19.98,1.19,0.97,1.11,6.06,,74.15,0.92,255.24,0.0,0.0,8.33,26.36
2022-07-23 22:00:00,2022-07-23 23:00:00,19.59,52.14,5.25,3.1,8.39,11.76,5.35,0.4,20.02,1.21,1.01,1.09,6.02,,74.53,1.02,245.13,0.0,0.0,8.2,26.18
2022-07-23 23:00:00,2022-07-24 00:00:00,18.18,52.01,5.17,3.12,8.3,11.66,5.3,0.4,19.95,1.19,0.99,1.1,5.99,,73.26,0.92,273.55,0.0,0.0,8.09,26.19
2022-07-24 00:00:00,2022-07-24 01:00:00,23.78,49.86,5.3,3.06,8.41,11.73,5.39,0.41,20.05,1.22,1.01,1.07,6.01,,71.63,1.29,292.12,0.0,0.0,8.17,26.39
2022-07-24 01:00:00,2022-07-24 02:00:00,16.74,49.95,5.25,3.1,8.34,11.58,5.35,0.4,20.01,1.2,1.0,1.09,5.96,,71.29,1.17,279.11,0.0,0.0,8.02,26.36
2022-07-24 02:00:00,2022-07-24 03:00:00,11.78,51.56,5.14,3.18,8.29,11.87,5.28,0.39,19.93,1.18,0.99,1.13,6.03,,71.54,1.37,279.46,0.0,0.0,8.31,25.95
2022-07-24 03:00:00,2022-07-24 04:00:00,8.94,51.5,5.19,3.1,8.22,11.78,5.31,0.4,19.97,1.19,0.97,1.1,6.02,,70.2,1.66,290.59,0.0,0.0,8.22,25.82
2022-07-24 04:00:00,2022-07-24 05:00:00,6.69,50.41,5.29,3.15,8.33,11.79,5.38,0.41,20.05,1.21,1.0,1.11,5.96,,70.27,1.78,295.08,0.0,0.0,8.23,25.52
2022-07-24 05:00:00,2022-07-24 06:00:00,5.15,50.24,5.26,3.11,8.22,11.7,5.36,0.4,20.02,1.2,0.97,1.09,5.9,,70.4,1.64,288.3,0.0,0.0,8.14,25.22
2022-07-24 06:00:00,2022-07-24 07:00:00,4.13,47.33,5.29,3.1,8.28,11.86,5.38,0.41,20.05,1.21,0.98,1.09,6.03,,69.86,1.46,296.7,3.42,0.0,8.3,25.22
2022-07-24 07:00:00,2022-07-24 08:00:00,13.2,47.41,5.19,3.09,8.42,11.91,5.32,0.39,19.97,1.19,1.01,1.09,6.01,,69.25,1.48,296.56,43.42,0.0,8.35,25.59
2022-07-24 08:00:00,2022-07-24 09:00:00,31.36,48.75,5.15,3.14,8.39,11.83,5.29,0.39,19.94,1.18,1.01,1.1,6.03,,67.2,1.98,294.68,142.47,0.0,8.27,26.31
2022-07-24 09:00:00,2022-07-24 10:00:00,22.39,48.64,5.24,3.14,8.28,11.68,5.35,0.4,20.01,1.2,0.98,1.11,5.96,,64.12,1.94,288.97,272.17,0.0,8.12,27.45
2022-07-24 10:00:00,2022-07-24 11:00:00,16.11,46.8,5.21,3.1,8.34,11.63,5.33,0.4,19.99,1.2,0.99,1.1,5.87,,60.3,2.56,301.36,324.35,0.0,8.07,28.63
2022-07-24 11:00:00,2022-07-24 12:00:00,12.48,46.8,5.38,3.07,8.33,11.64,5.44,0.41,20.11,1.23,1.0,1.08,6.0,,60.35,2.45,299.52,256.73,0.0,8.07,28.54
2022-07-24 12:00:00,2022-07-24 13:00:00,8.63,44.03,5.29,3.11,8.27,11.81,5.38,0.41,20.05,1.21,0.98,1.1,6.11,,58.82,2.37,300.89,364.07,0.0,8.25,29.3
2022-07-24 13:00:00,2022-07-24 14:00:00,6.58,44.27,5.18,3.11,8.42,11.76,5.33,0.39,19.96,1.19,1.02,1.09,5.97,,54.98,3.32,306.11,478.92,0.0,8.2,30.47
2022-07-24 14:00:00,2022-07-24 15:00:00,5.59,48.29,5.26,3.15,8.47,11.81,5.31,0.4,20.02,1.2,1.02,1.11,6.03,,54.25,2.64,300.85,421.2,0.0,8.25,30.92
2022-07-24 15:00:00,2022-07-24 16:00:00,8.89,48.06,5.22,3.19,8.42,11.69,5.29,0.4,19.99,1.2,1.02,1.13,6.0,,54.48,2.52,303.8,268.12,0.0,8.12,30.72
2022-07-24 16:00:00,2022-07-24 17:00:00,21.05,44.17,5.16,3.14,8.36,11.82,5.37,0.4,19.95,1.19,1.0,1.11,6.02,,60.24,2.54,306.69,52.3,0.0,8.25,29.25
2022-07-24 17:00:00,2022-07-24 18:00:00,34.27,44.17,5.23,3.14,8.3,11.67,5.38,0.4,20.0,1.2,0.99,1.11,6.02,,72.47,1.36,264.84,30.88,0.0,8.12,26.78
2022-07-24 18:00:00,2022-07-24 19:00:00,43.24,48.24,5.27,3.12,8.4,11.73,5.33,0.41,20.03,1.21,1.01,1.1,5.96,,71.39,1.46,245.91,4.7,0.0,8.16,26.7
2022-07-24 19:00:00,2022-07-24 20:00:00,38.3,48.4,5.33,3.08,8.41,11.76,5.38,0.41,20.07,1.22,1.01,1.08,6.05,,72.29,1.5,251.2,0.0,0.0,8.2,26.4
2022-07-24 20:00:00,2022-07-24 21:00:00,24.46,51.07,5.31,3.13,8.37,11.76,5.33,0.41,20.06,1.21,1.01,1.11,5.99,,74.64,2.14,284.05,0.0,0.0,8.2,24.96
2022-07-24 21:00:00,2022-07-24 22:00:00,16.26,51.0,5.23,3.15,8.34,11.81,5.31,0.4,20.0,1.2,0.99,1.11,5.95,,75.99,1.8,244.46,0.0,0.0,8.25,23.84
2022-07-24 22:00:00,2022-07-24 23:00:00,11.29,49.76,5.23,3.14,8.25,11.68,5.34,0.4,20.0,1.2,0.98,1.11,5.98,,75.42,1.15,254.22,0.0,0.0,8.12,24.35
2022-07-24 23:00:00,2022-07-25 00:00:00,10.04,49.64,5.29,3.15,8.39,11.71,5.38,0.41,20.04,1.21,1.01,1.11,5.98,,74.67,1.06,259.18,0.0,0.0,8.15,24.8
2022-07-25 00:00:00,2022-07-25 01:00:00,11.52,47.58,5.21,3.17,8.35,11.73,5.32,0.4,19.98,1.2,1.0,1.12,6.04,,74.35,1.26,243.4,0.0,0.0,8.17,24.92
2022-07-25 01:00:00,2022-07-25 02:00:00,19.95,47.56,5.28,3.15,8.33,11.74,5.43,0.4,20.04,1.21,0.99,1.11,6.03,,75.54,0.95,248.48,0.0,0.0,8.18,24.66
2022-07-25 02:00:00,2022-07-25 03:00:00,41.05,47.28,5.21,3.18,8.43,11.84,5.33,0.4,19.99,1.2,1.01,1.12,6.03,,75.39,1.03,260.35,0.0,0.0,8.28,24.58
2022-07-25 03:00:00,2022-07-25 04:00:00,31.95,47.4,5.19,3.08,8.28,11.88,5.34,0.4,19.97,1.19,0.99,1.09,6.05,,75.3,0.97,279.15,0.0,0.0,8.32,24.54
2022-07-25 04:00:00,2022-07-25 05:00:00,22.56,49.59,5.29,3.14,8.35,11.84,5.36,0.41,20.04,1.21,1.0,1.11,6.05,,75.67,1.08,277.31,0.0,0.0,8.28,24.58
2022-07-25 05:00:00,2022-07-25 06:00:00,16.23,49.43,5.2,3.11,8.39,11.81,5.34,0.4,19.98,1.19,1.01,1.1,6.0,,75.49,0.94,288.01,0.0,0.0,8.25,24.7
2022-07-25 06:00:00,2022-07-25 07:00:00,11.79,46.6,5.24,3.11,8.41,11.7,5.35,0.4,20.01,1.2,1.01,1.1,6.0,,74.92,0.89,284.89,4.9,0.0,8.14,24.88
2022-07-25 07:00:00,2022-07-25 08:00:00,8.69,46.69,5.16,3.1,8.38,11.76,5.36,0.4,19.95,1.18,1.0,1.09,6.05,,72.81,1.14,295.57,90.57,0.0,8.2,25.67
2022-07-25 08:00:00,2022-07-25 09:00:00,6.52,48.25,5.2,3.15,8.34,11.56,5.33,0.4,19.97,1.19,0.99,1.11,6.02,,69.38,2.02,306.62,145.2,0.0,8.0,26.47
2022-07-25 09:00:00,2022-07-25 10:00:00,11.72,48.31,5.24,3.11,8.35,11.8,5.32,0.4,20.01,1.2,1.0,1.09,5.98,,64.66,2.35,308.07,315.38,0.0,8.25,28.23
2022-07-25 10:00:00,2022-07-25 11:00:00,14.04,49.33,5.14,3.1,8.41,11.82,5.33,0.39,19.93,1.18,1.01,1.09,6.02,,59.49,2.33,309.59,460.0,0.0,8.27,30.09
2022-07-25 11:00:00,2022-07-25 12:00:00,14.65,49.25,5.34,3.08,8.29,11.57,5.38,0.41,20.08,1.22,0.99,1.09,6.06,,55.99,2.32,310.89,597.7,0.0,8.01,31.07
2022-07-25 12:00:00,2022-07-25 13:00:00,16.73,47.94,5.28,3.05,8.4,11.77,5.29,0.4,20.04,1.21,1.01,1.07,5.96,,53.48,2.64,316.28,571.07,0.0,8.21,31.68
2022-07-25 13:00:00,2022-07-25 14:00:00,15.7,47.95,5.12,3.15,8.31,11.77,5.1,0.39,19.91,1.17,0.99,1.11,6.04,,54.12,2.44,322.11,377.83,0.0,8.21,31.44
2022-07-25 14:00:00,2022-07-25 15:00:00,15.66,48.03,5.18,3.12,8.32,11.66,5.11,0.4,19.97,1.19,0.99,1.1,5.94,,54.18,2.05,319.25,413.32,0.0,8.1,31.62
2022-07-25 15:00:00,2022-07-25 16:00:00,19.5,47.9,5.18,3.07,8.37,11.72,5.11,0.4,19.96,1.19,1.0,1.08,6.09,,51.88,2.38,319.43,374.62,0.0,8.16,32.3
2022-07-25 16:00:00,2022-07-25 17:00:00,27.94,45.73,5.15,3.1,8.48,11.71,5.09,0.39,19.93,1.18,1.03,1.09,6.12,,52.65,2.24,330.99,306.75,0.0,8.14,31.66
2022-07-25 17:00:00,2022-07-25 18:00:00,33.46,46.34,5.23,3.1,8.41,11.87,5.14,0.4,20.0,1.2,1.01,1.09,6.09,,53.53,1.52,326.97,157.97,0.0,8.3,31.78
2022-07-25 18:00:00,2022-07-25 19:00:00,36.84,56.62,5.25,3.13,8.39,11.73,5.16,0.4,20.02,1.2,1.01,1.1,5.94,,56.7,0.91,323.61,11.78,0.0,8.17,30.79
2022-07-25 19:00:00,2022-07-25 20:00:00,41.97,56.38,5.29,3.12,8.33,11.69,5.18,0.4,20.05,1.21,0.99,1.1,5.99,,60.46,0.65,233.23,0.0,0.0,8.13,30.0
2022-07-25 20:00:00,2022-07-25 21:00:00,46.33,52.37,5.29,3.08,8.36,11.73,5.17,0.41,20.05,1.21,1.0,1.09,6.02,,63.92,0.6,73.45,0.0,0.0,8.17,29.2
2022-07-25 21:00:00,2022-07-25 22:00:00,38.02,52.4,5.3,3.1,8.41,11.73,5.21,0.41,20.08,1.22,1.02,1.09,5.99,,65.35,1.61,269.38,0.0,0.0,8.22,28.46
2022-07-25 22:00:00,2022-07-25 23:00:00,29.84,52.84,5.2,3.11,8.32,11.75,5.12,0.4,19.98,1.19,0.99,1.1,5.99,,68.49,1.14,107.14,0.0,0.0,8.19,27.4
2022-07-25 23:00:00,2022-07-26 00:00:00,30.1,52.75,5.17,3.15,8.34,11.8,5.1,0.39,19.95,1.19,1.0,1.11,6.03,,69.37,1.22,246.5,0.0,0.0,8.24,26.67
2022-07-26 00:00:00,2022-07-26 01:00:00,38.41,51.28,5.26,3.1,8.33,11.64,5.16,0.4,20.02,1.21,1.0,1.1,5.96,,73.29,1.44,313.99,0.0,0.0,8.08,25.56
2022-07-26 01:00:00,2022-07-26 02:00:00,35.56,51.39,5.27,3.12,8.39,11.71,5.16,0.4,20.03,1.21,1.01,1.1,6.01,,76.73,1.38,303.8,0.0,0.0,8.15,25.14
2022-07-26 02:00:00,2022-07-26 03:00:00,34.73,53.28,5.23,3.12,8.33,11.82,5.14,0.4,20.0,1.2,0.99,1.1,5.96,,77.59,0.8,206.31,0.0,0.0,8.26,24.65
2022-07-26 03:00:00,2022-07-26 04:00:00,29.78,53.14,5.26,3.09,8.39,11.76,5.15,0.4,20.02,1.21,1.01,1.08,6.09,,77.58,1.47,177.08,0.0,0.0,8.2,24.52
2022-07-26 04:00:00,2022-07-26 05:00:00,27.22,50.68,5.2,3.11,8.48,11.7,5.12,0.4,19.98,1.19,1.03,1.09,6.0,,77.42,1.76,346.07,0.0,0.0,8.14,24.27
2022-07-26 05:00:00,2022-07-26 06:00:00,22.49,50.43,5.22,3.14,8.25,11.71,5.13,0.4,19.99,1.2,0.98,1.11,5.99,,76.98,1.49,341.54,0.0,0.0,8.15,24.25
2022-07-26 06:00:00,2022-07-26 07:00:00,19.18,46.2,5.19,3.14,8.46,11.76,5.12,0.4,19.97,1.2,1.02,1.11,5.92,,76.9,1.44,325.52,6.62,0.0,8.2,24.37
2022-07-26 07:00:00,2022-07-26 08:00:00,24.34,46.24,5.19,3.13,8.3,11.65,5.12,0.4,19.97,1.19,0.99,1.11,5.92,,76.54,1.08,339.48,53.62,0.0,8.09,24.98
2022-07-26 08:00:00,2022-07-26 09:00:00,39.66,46.96,5.28,3.12,8.28,11.83,5.17,0.4,20.04,1.21,0.98,1.1,6.04,,74.08,1.5,334.49,114.85,0.0,8.27,26.01
2022-07-26 09:00:00,2022-07-26 10:00:00,,,5.26,3.12,8.27,11.71,5.16,0.4,20.02,1.21,0.98,1.1,5.84,,70.23,2.0,327.67,227.85,0.0,8.15,26.95
2022-07-26 10:00:00,2022-07-26 11:00:00,48.81,53.13,5.27,3.12,8.37,11.86,5.17,0.4,20.03,1.21,1.0,1.1,5.92,,66.54,2.11,333.74,246.92,0.0,8.3,28.01
2022-07-26 11:00:00,2022-07-26 12:00:00,46.82,55.73,5.22,3.14,8.22,11.86,5.13,0.4,19.99,1.2,0.97,1.11,5.98,,67.61,2.44,177.19,185.85,0.0,8.3,27.73
2022-07-26 12:00:00,2022-07-26 13:00:00,31.86,57.2,5.26,3.12,8.33,11.68,5.16,0.4,20.02,1.21,1.0,1.1,5.98,,71.94,3.51,339.21,219.75,0.0,8.12,25.69
2022-07-26 13:00:00,2022-07-26 14:00:00,25.2,57.2,5.21,3.05,8.4,11.55,5.09,0.4,19.98,1.19,1.01,1.07,6.05,,71.94,2.99,336.95,110.53,0.0,7.99,26.1
2022-07-26 14:00:00,2022-07-26 15:00:00,28.91,58.32,5.18,3.14,8.39,11.78,5.07,0.4,19.97,1.19,1.01,1.11,6.06,,68.08,2.76,341.84,150.0,0.0,8.22,26.78
2022-07-26 15:00:00,2022-07-26 16:00:00,34.69,60.5,5.31,3.05,8.38,11.89,5.15,0.41,20.06,1.22,1.01,1.07,6.05,,68.89,2.25,327.48,75.12,0.0,8.33,27.01
2022-07-26 16:00:00,2022-07-26 17:00:00,58.43,66.25,5.15,3.15,8.38,11.67,5.04,0.39,19.94,1.18,1.01,1.11,5.99,,71.26,1.22,272.84,15.03,0.0,8.11,26.77
2022-07-26 17:00:00,2022-07-26 18:00:00,60.64,65.84,5.26,3.08,8.38,11.64,5.12,0.4,20.02,1.21,1.0,1.09,6.02,,75.46,1.93,248.43,4.95,0.0,8.08,25.41
2022-07-26 18:00:00,2022-07-26 19:00:00,52.01,71.25,5.24,3.11,8.29,11.71,5.11,0.4,20.01,1.2,0.98,1.1,6.09,,77.65,2.23,315.11,0.0,0.0,8.15,24.6
2022-07-26 19:00:00,2022-07-26 20:00:00,28.79,71.03,5.21,3.15,8.36,11.8,5.09,0.4,19.99,1.2,1.0,1.11,6.04,,78.0,2.16,318.16,0.0,0.0,8.25,24.48
2022-07-26 20:00:00,2022-07-26 21:00:00,17.2,67.26,5.27,3.08,8.41,11.84,5.13,0.4,20.03,1.21,1.01,1.08,6.09,,76.54,2.4,179.62,0.0,0.0,8.28,25.17
2022-07-26 21:00:00,2022-07-26 22:00:00,11.05,66.9,5.29,3.09,8.28,11.7,5.14,0.41,20.05,1.21,0.99,1.09,5.97,,76.09,1.94,25.93,0.0,0.0,8.14,25.48
2022-07-26 22:00:00,2022-07-26 23:00:00,9.08,60.77,5.33,3.07,8.27,11.78,5.18,0.41,20.08,1.22,0.98,1.08,6.0,,77.13,0.79,32.6,0.0,0.0,8.22,25.3
2022-07-26 23:00:00,2022-07-27 00:00:00,11.84,60.63,5.18,3.11,8.35,11.76,5.06,0.4,19.96,1.19,1.0,1.1,5.96,,77.5,0.77,299.66,0.0,0.0,8.2,25.13
2022-07-27 00:00:00,2022-07-27 01:00:00,24.73,58.18,5.26,3.1,8.41,11.81,5.12,0.4,20.02,1.21,1.02,1.09,6.02,,77.58,0.77,245.22,0.0,0.0,8.25,25.16
2022-07-27 01:00:00,2022-07-27 02:00:00,40.46,59.19,5.2,3.17,8.32,11.68,5.08,0.4,19.98,1.2,1.0,1.12,6.01,,77.48,1.33,310.36,0.0,0.0,8.12,25.17
2022-07-27 02:00:00,2022-07-27 03:00:00,40.92,62.73,5.3,3.16,8.38,11.79,5.15,0.41,20.05,1.21,1.0,1.12,5.93,,77.32,0.89,327.54,0.0,0.0,8.23,25.23
2022-07-27 03:00:00,2022-07-27 04:00:00,37.48,62.45,5.18,3.15,8.27,11.84,5.07,0.4,19.96,1.19,0.98,1.11,5.95,,77.42,0.93,337.24,0.0,0.0,8.28,25.24
2022-07-27 04:00:00,2022-07-27 05:00:00,24.95,57.76,5.29,3.15,8.35,11.75,5.14,0.41,20.04,1.21,1.0,1.11,5.97,,77.52,0.87,164.55,0.0,0.0,8.19,25.21
2022-07-27 05:00:00,2022-07-27 06:00:00,17.33,57.93,5.25,3.12,8.4,11.66,5.12,0.4,20.02,1.21,1.01,1.1,6.08,,77.55,1.0,97.55,0.0,0.0,8.11,25.2
2022-07-27 06:00:00,2022-07-27 07:00:00,12.57,60.74,5.15,3.12,8.3,11.82,5.04,0.39,19.94,1.19,0.99,1.1,5.96,,77.45,0.9,174.46,4.2,0.0,8.26,25.35
2022-07-27 07:00:00,2022-07-27 08:00:00,9.47,60.86,5.16,3.11,8.35,11.82,5.05,0.39,19.95,1.19,1.0,1.1,6.1,,74.28,1.05,328.44,89.5,0.0,8.26,26.17
2022-07-27 08:00:00,2022-07-27 09:00:00,7.3,62.84,5.17,3.15,8.33,11.77,5.05,0.39,19.95,1.19,1.0,1.11,6.01,,67.82,1.54,252.29,242.43,0.0,8.21,27.95
2022-07-27 09:00:00,2022-07-27 10:00:00,5.8,62.59,5.36,3.1,8.31,11.57,5.2,0.41,20.1,1.23,0.99,1.1,5.99,,63.19,1.93,334.86,300.35,0.0,8.01,29.09
2022-07-27 10:00:00,2022-07-27 11:00:00,4.82,58.44,5.19,3.1,8.27,11.83,5.07,0.4,19.97,1.19,0.98,1.09,5.96,,60.16,1.83,350.09,412.7,0.0,8.27,29.86
2022-07-27 11:00:00,2022-07-27 12:00:00,4.15,58.45,5.22,3.13,8.3,11.68,5.09,0.4,20.0,1.2,0.99,1.1,6.11,,57.63,1.51,340.57,569.12,0.0,8.13,31.03
2022-07-27 12:00:00,2022-07-27 13:00:00,3.71,58.59,5.14,3.13,8.4,11.73,5.03,0.39,19.93,1.18,1.01,1.11,6.06,,53.67,1.62,98.96,635.17,0.0,8.17,32.05
2022-07-27 13:00:00,2022-07-27 14:00:00,3.61,58.41,5.29,3.1,8.41,11.77,5.08,0.4,20.04,1.21,1.01,1.09,5.96,,54.24,1.39,100.89,314.18,0.0,8.21,32.03
2022-07-27 14:00:00,2022-07-27 15:00:00,5.12,55.28,5.25,3.09,8.3,11.66,5.09,0.4,20.02,1.2,0.99,1.09,6.12,,54.07,1.3,60.6,388.5,0.0,8.11,31.8
2022-07-27 15:00:00,2022-07-27 16:00:00,12.3,55.48,5.21,3.13,8.35,11.72,5.06,0.4,19.98,1.19,1.0,1.11,6.02,,51.62,1.34,77.17,519.1,0.0,8.16,32.14
2022-07-27 16:00:00,2022-07-27 17:00:00,20.67,58.82,5.26,3.06,8.38,11.63,5.17,0.4,20.02,1.2,1.0,1.08,5.94,,47.72,1.08,26.14,384.9,0.0,8.07,33.23
2022-07-27 17:00:00,2022-07-27 18:00:00,23.23,58.9,5.29,3.13,8.36,11.83,5.13,0.41,20.04,1.21,1.0,1.1,5.92,,48.62,0.76,121.78,189.18,0.0,8.27,33.25
2022-07-27 18:00:00,2022-07-27 19:00:00,37.77,60.31,5.23,3.13,8.4,11.69,5.13,0.4,20.0,1.2,1.01,1.1,6.02,,55.29,1.35,123.27,12.1,0.0,8.13,31.85
2022-07-27 19:00:00,2022-07-27 20:00:00,34.89,60.27,5.18,3.11,8.36,11.57,5.05,0.4,19.96,1.19,1.0,1.1,5.96,,58.85,0.67,175.76,0.0,0.0,8.01,30.92
2022-07-27 20:00:00,2022-07-27 21:00:00,25.09,59.63,5.36,3.06,8.35,11.71,5.1,0.41,20.1,1.22,1.0,1.08,5.97,,67.55,0.58,266.39,0.0,0.0,8.14,29.61
2022-07-27 21:00:00,2022-07-27 22:00:00,18.23,59.84,5.34,3.13,8.44,11.86,5.14,0.41,20.08,1.22,1.02,1.1,6.04,,73.17,0.89,251.16,0.0,0.0,8.29,28.32
2022-07-27 22:00:00,2022-07-27 23:00:00,13.42,63.43,5.26,3.13,8.43,11.87,5.1,0.4,20.04,1.21,1.02,1.1,5.95,,74.89,0.59,295.6,0.0,0.0,8.29,27.7
2022-07-27 23:00:00,2022-07-28 00:00:00,10.96,63.45,5.25,3.1,8.32,11.82,5.13,0.4,20.02,1.2,1.0,1.09,6.02,,73.91,0.49,277.52,0.0,0.0,8.26,26.97
2022-07-28 00:00:00,2022-07-28 01:00:00,27.24,63.8,5.12,3.11,8.31,11.9,5.08,0.39,19.91,1.18,0.99,1.1,6.05,,75.52,0.65,256.38,0.0,0.0,8.34,26.4
2022-07-28 01:00:00,2022-07-28 02:00:00,55.33,63.52,5.3,3.15,8.38,11.83,5.13,0.41,20.05,1.22,1.0,1.11,6.0,,76.08,0.43,230.75,0.0,0.0,8.27,26.36
2022-07-28 02:00:00,2022-07-28 03:00:00,44.55,58.83,5.2,3.1,8.27,11.86,5.07,0.4,19.98,1.2,0.99,1.09,5.97,,76.09,0.53,200.09,0.0,0.0,8.3,26.28
2022-07-28 03:00:00,2022-07-28 04:00:00,51.48,58.98,5.25,3.15,8.42,11.65,5.07,0.4,20.02,1.2,1.02,1.11,6.01,,76.51,0.44,252.51,0.0,0.0,8.09,26.51
2022-07-28 04:00:00,2022-07-28 05:00:00,33.97,61.43,5.29,3.13,8.35,11.92,5.04,0.41,20.04,1.21,1.0,1.1,6.02,,77.26,0.36,230.74,0.0,0.0,8.36,26.55
2022-07-28 05:00:00,2022-07-28 06:00:00,23.32,61.28,5.34,3.14,8.4,11.69,4.99,0.41,20.08,1.22,1.01,1.11,6.11,,77.62,0.42,260.13,0.0,0.0,8.13,26.55
2022-07-28 06:00:00,2022-07-28 07:00:00,16.67,58.81,5.23,3.08,8.27,11.73,5.13,0.4,20.0,1.2,0.99,1.08,6.01,,77.77,0.48,235.58,17.27,0.0,8.17,26.78
2022-07-28 07:00:00,2022-07-28 08:00:00,12.34,58.9,5.18,3.15,8.33,11.91,5.1,0.4,19.96,1.19,0.99,1.11,5.97,,72.38,1.18,141.87,165.65,0.0,8.35,28.43
2022-07-28 08:00:00,2022-07-28 09:00:00,9.31,60.4,5.21,3.16,8.2,11.66,5.09,0.4,19.98,1.2,0.97,1.12,5.97,,66.44,1.19,179.65,282.68,0.0,8.1,29.76
2022-07-28 09:00:00,2022-07-28 10:00:00,7.18,60.44,5.28,3.15,8.27,11.69,5.17,0.41,20.04,1.21,0.98,1.11,5.9,,60.28,1.47,168.79,252.82,0.0,8.13,31.49
2022-07-28 10:00:00,2022-07-28 11:00:00,5.72,61.15,5.22,3.14,8.35,11.67,5.06,0.4,19.99,1.2,1.0,1.11,6.07,,54.65,1.48,150.44,654.4,0.0,8.11,32.86
2022-07-28 11:00:00,2022-07-28 12:00:00,15.15,60.91,5.2,3.11,8.31,11.86,5.12,0.4,19.98,1.19,0.99,1.09,6.06,,52.37,0.92,223.09,271.0,0.0,8.29,33.28
2022-07-28 12:00:00,2022-07-28 13:00:00,17.34,56.87,5.07,3.09,8.29,11.66,5.0,0.39,19.88,1.16,0.99,1.09,5.98,,48.86,0.86,104.56,641.67,0.0,8.1,34.28
2022-07-28 13:00:00,2022-07-28 14:00:00,17.0,57.13,5.2,3.11,8.36,11.69,5.19,0.4,19.98,1.19,1.0,1.1,5.94,,46.61,0.66,193.58,422.85,0.0,8.13,35.31
2022-07-28 14:00:00,2022-07-28 15:00:00,16.92,61.63,5.22,3.12,8.39,11.61,5.16,0.4,19.99,1.19,1.01,1.1,5.93,,54.62,2.47,331.11,394.28,0.0,8.05,33.78
2022-07-28 15:00:00,2022-07-28 16:00:00,24.01,61.85,5.22,3.06,8.34,11.66,5.11,0.4,20.0,1.2,1.0,1.08,6.02,,64.58,2.39,249.66,64.62,0.0,8.1,29.95
2022-07-28 16:00:00,2022-07-28 17:00:00,43.75,65.5,5.2,3.11,8.29,11.78,5.02,0.4,19.98,1.2,0.99,1.1,6.04,,72.89,1.89,122.99,14.95,0.0,8.21,27.64
2022-07-28 17:00:00,2022-07-28 18:00:00,54.21,65.5,5.29,3.15,8.3,11.53,5.07,0.41,20.04,1.21,0.99,1.11,6.11,,65.32,1.58,136.69,0.6,0.0,7.96,26.9
2022-07-28 18:00:00,2022-07-28 19:00:00,,,5.23,3.1,8.43,11.8,5.12,0.4,20.0,1.2,1.02,1.1,6.0,,65.95,0.98,147.29,0.0,0.0,8.24,27.03
2022-07-28 19:00:00,2022-07-28 20:00:00,55.35,68.61,5.3,3.09,8.3,11.98,5.12,0.41,20.05,1.21,0.99,1.09,5.96,,68.01,0.68,174.66,0.0,0.0,8.41,27.1
2022-07-28 20:00:00,2022-07-28 21:00:00,51.22,65.44,5.26,3.13,8.46,11.8,5.11,0.4,20.02,1.21,1.02,1.1,6.04,,70.94,0.4,205.23,0.0,0.0,8.24,26.78
2022-07-28 21:00:00,2022-07-28 22:00:00,39.58,65.41,5.15,3.19,8.42,11.77,5.08,0.39,19.94,1.19,1.01,1.13,5.97,,72.41,0.55,243.28,0.0,0.0,8.21,26.57
2022-07-28 22:00:00,2022-07-28 23:00:00,32.16,64.83,5.21,3.1,8.39,11.66,5.18,0.4,19.99,1.2,1.01,1.09,6.04,,72.71,0.52,202.97,0.0,0.0,8.1,26.82
2022-07-28 23:00:00,2022-07-29 00:00:00,27.15,64.95,5.26,3.13,8.35,11.71,5.09,0.4,20.02,1.21,1.0,1.11,6.01,,74.7,0.3,257.2,0.0,0.0,8.14,26.56
2022-07-29 00:00:00,2022-07-29 01:00:00,30.38,66.94,5.2,3.08,8.29,11.6,5.08,0.39,19.98,1.2,0.99,1.08,5.99,,75.0,0.31,195.06,0.0,0.0,8.04,26.31
2022-07-29 01:00:00,2022-07-29 02:00:00,40.76,66.84,5.2,3.12,8.44,11.76,5.07,0.4,19.98,1.19,1.02,1.1,6.0,,76.27,0.45,216.78,0.0,0.0,8.2,26.16
2022-07-29 02:00:00,2022-07-29 03:00:00,38.3,65.17,5.27,3.17,8.32,11.74,5.12,0.41,20.03,1.21,0.99,1.12,6.09,,75.73,0.48,309.48,0.0,0.0,8.18,26.25
2022-07-29 03:00:00,2022-07-29 04:00:00,61.53,65.03,5.23,3.14,8.39,11.84,5.07,0.4,20.0,1.2,1.01,1.11,5.96,,76.41,0.47,158.8,0.0,0.0,8.28,25.92
2022-07-29 04:00:00,2022-07-29 05:00:00,57.09,64.51,5.24,3.13,8.28,11.64,5.08,0.4,20.01,1.21,0.99,1.1,5.93,,77.0,0.63,251.36,0.0,0.0,8.08,25.86
