From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C)
2022-12-24 16:00:00,2022-12-24 17:00:00,14.16,74.48,4.08,35.32,26.88,41.9,11.5,0.48,47.09,2.83,23.61,,,0.62,39.38,0.26,91.07,24.21,28.33
2022-12-24 17:00:00,2022-12-24 18:00:00,21.31,90.64,8.1,59.05,42.77,38.29,10.92,0.88,25.45,2.83,24.24,,,,52.54,0.28,118.61,1.27,24.59
2022-12-24 18:00:00,2022-12-24 19:00:00,25.03,117.88,15.51,74.78,57.16,34.94,10.59,1.17,13.33,3.67,26.48,,,,60.85,0.23,62.08,0.72,22.4
2022-12-24 19:00:00,2022-12-24 20:00:00,39.44,145.82,33.08,92.72,80.98,29.77,10.77,1.65,4.85,5.04,29.8,,,,68.28,0.21,153.54,0.52,21.22
2022-12-24 20:00:00,2022-12-24 21:00:00,51.98,160.22,16.09,62.36,51.03,36.48,10.2,1.13,10.48,6.65,19.12,,,,74.34,0.29,99.38,0.58,19.88
2022-12-24 21:00:00,2022-12-24 22:00:00,46.29,155.56,11.97,50.87,41.56,38.54,9.63,1.02,9.35,7.04,30.28,,,,78.54,0.32,115.38,0.43,19.13
2022-12-24 22:00:00,2022-12-24 23:00:00,36.08,142.84,10.68,43.46,36.58,39.66,9.14,0.79,11.61,6.86,31.51,,,,82.01,0.27,104.45,0.47,18.28
2022-12-24 23:00:00,2022-12-25 00:00:00,31.98,124.9,8.03,35.86,30.38,41.07,9.14,0.64,17.5,6.27,29.22,,,,84.04,0.22,90.48,0.35,17.82
2022-12-25 00:00:00,2022-12-25 01:00:00,31.44,104.69,5.27,35.84,28.12,41.52,8.77,0.47,16.18,5.45,20.06,,,,86.28,0.19,63.0,0.43,17.22
2022-12-25 01:00:00,2022-12-25 02:00:00,26.93,97.56,4.79,28.37,23.76,42.47,8.32,0.45,15.45,4.69,24.51,,,,89.07,0.23,114.1,0.45,16.38
2022-12-25 02:00:00,2022-12-25 03:00:00,19.91,83.11,4.54,25.66,22.11,42.75,8.12,0.47,14.2,4.07,22.59,,,0.86,90.12,0.25,81.83,0.32,15.94
2022-12-25 03:00:00,2022-12-25 04:00:00,15.57,70.53,3.93,23.98,20.72,43.08,8.16,0.45,21.76,3.59,21.12,,,,89.27,0.32,99.47,0.39,15.76
2022-12-25 04:00:00,2022-12-25 05:00:00,17.49,72.98,7.5,32.49,28.16,41.59,8.14,0.45,21.04,3.22,20.04,,,,88.5,0.33,110.68,0.35,15.68
2022-12-25 05:00:00,2022-12-25 06:00:00,17.01,75.82,8.2,35.14,30.13,40.96,8.33,0.46,21.63,2.96,19.3,,,,87.03,0.49,131.62,0.35,15.69
2022-12-25 06:00:00,2022-12-25 07:00:00,25.92,83.76,15.61,51.1,44.64,37.75,8.36,0.62,10.87,2.85,18.83,,,0.41,88.44,0.3,113.31,10.43,15.27
2022-12-25 07:00:00,2022-12-25 08:00:00,36.5,99.94,13.26,46.74,40.42,38.77,10.41,0.72,16.57,3.22,18.98,,,0.18,78.3,0.45,116.5,50.23,17.64
2022-12-25 08:00:00,2022-12-25 09:00:00,32.86,112.97,7.35,35.77,29.77,41.53,14.4,0.58,32.45,3.83,19.69,,,,65.37,0.43,178.25,93.76,20.87
2022-12-25 09:00:00,2022-12-25 10:00:00,38.8,112.52,5.71,34.21,27.61,41.62,18.09,0.53,45.57,3.96,14.98,,,,55.37,0.27,267.06,383.87,24.25
2022-12-25 10:00:00,2022-12-25 11:00:00,34.7,105.29,4.0,28.74,23.31,42.49,24.77,0.45,56.95,3.9,10.12,,,,43.86,0.45,289.73,494.38,28.21
2022-12-25 11:00:00,2022-12-25 12:00:00,25.57,97.02,3.7,25.77,21.48,42.96,19.56,0.38,58.6,3.68,15.32,,,,33.23,0.42,300.26,517.09,31.21
2022-12-25 12:00:00,2022-12-25 13:00:00,20.59,86.09,4.19,25.79,21.9,43.15,16.67,0.33,55.7,3.35,20.59,,,,28.75,0.42,245.81,512.96,32.61
2022-12-25 13:00:00,2022-12-25 14:00:00,29.76,74.1,3.74,23.91,20.53,43.27,13.34,0.26,53.33,3.11,20.74,,,,25.69,0.38,280.2,466.13,33.24
2022-12-25 14:00:00,2022-12-25 15:00:00,27.43,70.71,3.42,21.25,18.86,43.5,12.01,0.21,53.79,2.8,15.72,,,0.38,25.29,0.5,304.94,372.29,33.31
2022-12-25 15:00:00,2022-12-25 16:00:00,19.93,62.5,3.7,27.04,22.16,42.67,15.32,0.28,54.62,2.5,16.1,,,0.17,29.77,0.16,179.39,173.37,32.27
2022-12-25 16:00:00,2022-12-25 17:00:00,14.77,67.88,3.24,28.11,22.36,42.71,17.46,0.35,50.77,2.34,18.33,,,,40.68,0.18,260.38,26.81,28.62
2022-12-25 17:00:00,2022-12-25 18:00:00,21.43,70.32,4.79,43.51,31.81,40.71,15.62,0.59,40.95,2.51,21.13,,,,51.56,0.23,97.06,1.15,25.5
2022-12-25 18:00:00,2022-12-25 19:00:00,28.02,72.64,21.96,87.14,68.98,32.82,13.19,1.45,10.54,2.94,24.27,,,,60.78,0.2,133.39,0.56,23.68
2022-12-25 19:00:00,2022-12-25 20:00:00,31.17,95.42,33.77,88.59,79.35,30.49,12.09,1.66,9.67,4.33,29.09,,,,69.29,0.25,116.84,0.54,22.02
2022-12-25 20:00:00,2022-12-25 21:00:00,34.13,111.09,10.78,54.54,42.55,38.32,12.03,0.96,21.51,5.7,32.97,,,,73.09,0.42,112.73,0.45,21.05
2022-12-25 21:00:00,2022-12-25 22:00:00,37.02,110.91,9.29,49.12,38.45,39.14,10.97,0.81,19.25,5.78,32.43,,,,78.58,0.29,119.02,0.47,20.23
2022-12-25 22:00:00,2022-12-25 23:00:00,37.59,106.52,8.2,47.94,36.94,39.55,10.19,0.69,15.77,5.54,23.3,,,,82.61,0.34,182.01,0.47,19.35
2022-12-25 23:00:00,2022-12-26 00:00:00,33.68,100.72,5.5,31.95,26.24,41.89,11.18,0.54,22.23,5.22,29.33,,,,76.79,0.39,119.78,0.24,19.35
2022-12-26 00:00:00,2022-12-26 01:00:00,28.01,89.47,5.23,30.15,25.06,42.06,10.69,0.45,18.34,4.71,27.64,,,,79.93,0.16,68.85,0.44,18.45
2022-12-26 01:00:00,2022-12-26 02:00:00,23.25,80.47,3.98,27.17,22.47,42.74,9.6,0.46,18.88,4.18,14.95,,,,85.61,0.24,88.61,0.43,17.47
2022-12-26 02:00:00,2022-12-26 03:00:00,25.34,65.73,3.16,23.69,19.94,43.24,8.99,0.53,17.38,3.73,17.67,,,,89.27,0.24,84.34,0.47,16.56
2022-12-26 03:00:00,2022-12-26 04:00:00,24.07,62.18,3.1,22.7,19.37,43.39,8.76,0.56,15.5,3.42,19.94,,,,90.97,0.24,110.71,0.41,16.02
2022-12-26 04:00:00,2022-12-26 05:00:00,19.6,57.47,5.21,27.08,23.41,42.53,8.62,0.51,12.36,3.23,15.21,,,,91.55,0.17,138.63,0.44,15.73
2022-12-26 05:00:00,2022-12-26 06:00:00,18.18,61.44,7.49,29.69,26.66,41.88,8.01,0.52,3.93,3.03,19.39,,,0.39,92.26,0.11,191.37,0.42,15.48
2022-12-26 06:00:00,2022-12-26 07:00:00,24.79,69.47,20.04,38.25,41.41,38.39,8.15,0.56,2.47,3.17,15.62,,,0.17,93.22,0.35,118.17,10.09,15.04
2022-12-26 07:00:00,2022-12-26 08:00:00,35.57,79.26,14.17,35.91,35.4,39.9,9.25,0.61,6.79,3.66,17.64,,,,86.77,0.53,140.05,48.85,16.88
2022-12-26 08:00:00,2022-12-26 09:00:00,37.44,92.95,7.58,36.03,30.1,41.05,13.2,0.61,20.75,4.11,14.6,,,,74.64,0.38,189.0,100.59,20.26
2022-12-26 09:00:00,2022-12-26 10:00:00,40.64,102.26,5.16,34.54,27.34,41.71,14.34,0.6,35.0,4.46,19.54,,,,63.19,0.23,182.98,367.83,23.9
2022-12-26 10:00:00,2022-12-26 11:00:00,35.54,98.41,4.01,30.41,24.21,42.38,16.78,0.45,45.65,4.46,20.11,,,,47.68,0.38,233.21,497.71,27.48
2022-12-26 11:00:00,2022-12-26 12:00:00,33.38,90.13,4.25,25.37,21.72,43.16,15.96,0.35,47.18,4.3,15.0,,,,37.12,0.5,197.04,523.58,30.2
2022-12-26 12:00:00,2022-12-26 13:00:00,,,4.96,26.8,23.07,42.31,14.26,0.29,47.06,3.98,20.74,,,,32.57,0.26,114.24,520.73,32.32
2022-12-26 13:00:00,2022-12-26 14:00:00,7.0,20.0,5.87,31.68,26.4,42.2,16.27,0.33,48.83,4.33,13.04,,,,30.3,0.36,305.79,473.27,33.32
2022-12-26 14:00:00,2022-12-26 15:00:00,8.16,37.24,4.75,25.39,22.44,42.71,17.94,0.29,60.22,2.85,10.35,0.62,0.01,0.02,29.57,0.19,181.68,297.69,32.95
2022-12-26 15:00:00,2022-12-26 16:00:00,11.53,42.86,4.22,23.79,20.86,43.07,18.39,0.29,59.0,0.03,0.0,0.06,,,31.82,0.3,321.65,160.53,32.05
2022-12-26 16:00:00,2022-12-26 17:00:00,26.27,41.88,6.92,45.71,34.71,40.17,18.87,0.6,42.12,0.02,0.0,0.06,,,44.32,0.25,282.73,24.5,28.64
2022-12-26 17:00:00,2022-12-26 18:00:00,51.55,75.8,13.06,74.29,54.9,35.33,16.98,1.06,25.15,0.03,0.01,0.08,0.02,,54.02,0.44,128.86,1.27,26.44
2022-12-26 18:00:00,2022-12-26 19:00:00,57.23,106.28,10.51,67.21,49.07,36.73,16.94,1.0,31.45,0.03,0.01,0.1,0.04,,58.94,0.58,137.51,1.04,25.32
2022-12-26 19:00:00,2022-12-26 20:00:00,63.3,117.17,8.45,58.94,42.99,38.45,14.11,0.89,28.3,0.03,0.02,0.1,0.03,,68.3,0.44,160.81,0.78,23.37
2022-12-26 20:00:00,2022-12-26 21:00:00,78.03,121.37,6.98,49.87,36.97,39.63,13.7,0.79,33.92,0.03,0.02,0.11,0.03,,72.81,0.43,183.69,0.6,22.09
2022-12-26 21:00:00,2022-12-26 22:00:00,78.91,113.68,18.65,76.39,60.57,34.56,12.12,0.95,13.15,0.03,0.02,0.11,0.03,,77.73,0.19,146.69,0.56,21.03
2022-12-26 22:00:00,2022-12-26 23:00:00,83.89,111.81,6.79,41.5,32.36,40.58,10.39,0.7,20.27,0.03,0.02,0.11,0.03,,83.7,0.32,93.11,0.51,19.64
2022-12-26 23:00:00,2022-12-27 00:00:00,84.75,104.28,5.85,35.38,28.34,41.43,9.82,0.65,17.22,0.03,0.01,0.11,0.03,,85.51,0.21,121.13,0.45,19.02
2022-12-27 00:00:00,2022-12-27 01:00:00,79.61,92.46,3.99,26.95,22.35,42.81,9.56,0.55,20.07,0.03,0.01,0.09,0.02,,86.91,0.28,114.94,0.43,18.38
2022-12-27 01:00:00,2022-12-27 02:00:00,72.16,81.66,3.74,25.62,21.45,42.96,9.21,0.5,17.22,0.03,0.01,0.09,0.03,,85.25,0.27,108.87,0.39,18.07
2022-12-27 02:00:00,2022-12-27 03:00:00,70.36,75.91,4.02,24.24,20.94,43.08,8.89,0.46,13.32,0.03,0.01,0.08,0.02,,85.74,0.24,108.81,0.48,17.57
2022-12-27 03:00:00,2022-12-27 04:00:00,52.14,65.41,5.53,25.96,23.08,42.68,8.78,0.41,11.34,0.03,0.01,0.08,0.02,,85.3,0.32,107.86,0.44,17.27
2022-12-27 04:00:00,2022-12-27 05:00:00,51.07,60.49,7.04,27.19,24.96,42.23,8.47,0.35,9.47,0.02,0.01,0.07,0.02,,87.35,0.26,65.63,0.51,16.8
2022-12-27 05:00:00,2022-12-27 06:00:00,47.49,67.07,16.75,39.3,39.29,38.77,8.23,0.42,3.79,0.02,0.0,0.06,0.01,,90.3,0.22,71.02,0.54,16.16
2022-12-27 06:00:00,2022-12-27 07:00:00,48.62,79.83,16.6,42.48,40.87,38.77,8.5,0.53,5.51,0.02,0.0,0.06,0.01,,91.33,0.39,131.04,10.33,15.8
2022-12-27 07:00:00,2022-12-27 08:00:00,57.49,90.59,12.43,38.11,35.15,40.2,9.56,0.62,9.18,0.03,0.01,0.08,0.05,,87.08,0.71,137.52,51.43,17.09
2022-12-27 08:00:00,2022-12-27 09:00:00,68.81,97.81,11.48,36.47,33.51,40.03,11.71,0.54,14.51,0.05,0.01,0.08,0.11,,77.81,0.45,134.28,107.91,20.64
2022-12-27 09:00:00,2022-12-27 10:00:00,70.78,100.14,7.54,32.0,27.93,41.31,14.64,0.47,25.33,0.05,0.01,0.07,0.1,,66.31,0.37,209.86,349.43,24.08
2022-12-27 10:00:00,2022-12-27 11:00:00,64.72,92.28,4.54,25.79,22.18,42.76,22.11,0.36,39.68,0.04,0.01,0.08,0.09,,52.63,0.4,252.92,442.67,27.39
2022-12-27 11:00:00,2022-12-27 12:00:00,58.41,79.8,7.38,37.69,30.82,41.05,35.67,0.39,49.05,0.02,0.0,0.07,0.07,,45.3,0.38,286.52,479.85,29.56
2022-12-27 12:00:00,2022-12-27 13:00:00,50.2,67.56,3.42,25.86,21.32,42.89,22.33,0.34,59.0,2.19,13.72,1.65,0.67,1.64,40.88,0.6,300.66,480.62,30.91
2022-12-27 13:00:00,2022-12-27 14:00:00,51.55,63.68,3.21,24.17,20.24,43.21,19.93,0.35,63.16,2.99,20.19,2.37,0.94,2.33,38.52,0.71,315.64,416.19,31.89
2022-12-27 14:00:00,2022-12-27 15:00:00,55.04,63.38,2.95,24.09,19.98,43.26,25.88,0.33,67.36,2.72,20.37,2.34,0.92,2.26,38.5,0.66,311.19,302.09,31.75
2022-12-27 15:00:00,2022-12-27 16:00:00,56.12,65.03,2.91,26.85,21.42,42.93,26.29,0.38,69.24,2.46,20.39,2.29,0.89,2.14,41.13,0.82,317.86,151.58,30.67
2022-12-27 16:00:00,2022-12-27 17:00:00,53.45,67.52,2.84,28.87,22.44,42.71,18.16,0.42,60.72,2.36,20.58,2.33,0.9,2.16,47.23,0.41,331.88,29.1,28.59
2022-12-27 17:00:00,2022-12-27 18:00:00,56.26,67.7,2.91,38.8,27.78,41.6,16.26,0.76,46.76,2.43,21.43,2.45,0.97,2.4,58.09,0.3,90.86,1.35,25.55
2022-12-27 18:00:00,2022-12-27 19:00:00,62.39,85.24,11.39,79.55,56.35,35.69,12.8,1.25,15.92,3.1,24.09,2.61,1.27,3.5,65.08,0.22,90.2,0.7,23.92
2022-12-27 19:00:00,2022-12-27 20:00:00,72.14,104.37,17.72,78.92,61.15,34.19,9.91,1.19,10.89,4.11,27.73,2.77,1.66,5.04,69.97,0.23,101.1,0.64,22.71
2022-12-27 20:00:00,2022-12-27 21:00:00,84.41,121.37,12.09,65.97,49.69,36.7,8.53,1.06,13.0,4.97,30.13,2.9,1.92,5.88,72.11,0.22,94.56,0.68,22.09
2022-12-27 21:00:00,2022-12-27 22:00:00,87.44,128.54,11.87,71.14,52.27,36.16,8.59,0.99,11.6,5.35,30.93,2.93,2.01,6.08,74.94,0.17,33.66,0.6,21.62
2022-12-27 22:00:00,2022-12-27 23:00:00,88.89,124.36,6.86,47.32,35.52,39.73,6.75,0.62,18.52,5.33,30.7,2.94,1.95,5.86,78.0,0.26,75.2,0.75,21.1
2022-12-27 23:00:00,2022-12-28 00:00:00,82.54,115.44,4.93,39.19,29.62,41.12,5.65,0.7,16.12,4.98,29.48,2.93,1.78,5.22,82.7,0.18,163.58,0.71,20.31
2022-12-28 00:00:00,2022-12-28 01:00:00,76.69,104.23,5.11,36.6,28.39,41.45,4.22,0.62,8.93,5.21,28.48,2.9,1.69,4.83,84.21,0.23,33.41,0.84,20.03
2022-12-28 01:00:00,2022-12-28 02:00:00,81.17,91.17,4.28,28.1,23.2,42.53,4.12,0.5,14.41,5.11,27.49,2.86,1.6,4.44,87.17,0.19,162.75,0.77,19.34
2022-12-28 02:00:00,2022-12-28 03:00:00,81.94,86.56,4.07,27.11,22.5,42.71,3.46,0.46,10.44,4.61,26.0,2.8,1.44,3.95,89.0,0.24,143.49,0.81,18.94
2022-12-28 03:00:00,2022-12-28 04:00:00,72.8,77.68,4.88,28.39,23.85,42.56,3.25,0.45,9.75,4.22,24.9,2.72,1.32,3.54,90.84,0.17,149.24,0.71,18.67
2022-12-28 04:00:00,2022-12-28 05:00:00,65.32,75.41,6.34,30.73,26.27,41.95,2.56,0.52,3.69,3.95,23.94,2.66,1.23,3.23,92.67,0.2,150.05,0.77,18.27
2022-12-28 05:00:00,2022-12-28 06:00:00,66.06,77.15,9.25,32.49,29.58,41.12,2.3,0.6,1.3,3.96,23.11,2.56,1.18,3.05,93.26,0.18,52.45,0.68,17.96
2022-12-28 06:00:00,2022-12-28 07:00:00,71.65,95.72,23.81,45.35,48.25,37.06,2.53,0.87,0.98,4.33,22.62,2.48,1.19,3.12,94.2,0.18,32.65,7.54,17.78
2022-12-28 07:00:00,2022-12-28 08:00:00,99.33,123.63,18.11,46.81,44.4,37.97,3.71,1.12,4.57,5.61,23.17,2.46,1.32,3.58,91.45,0.23,50.9,45.04,18.8
2022-12-28 08:00:00,2022-12-28 09:00:00,136.43,153.53,7.23,35.42,29.49,41.19,7.8,0.86,22.75,6.62,23.43,2.48,1.38,3.74,82.94,0.33,260.82,104.42,21.28
2022-12-28 09:00:00,2022-12-28 10:00:00,148.53,163.69,6.62,41.81,32.39,40.57,14.65,0.79,39.94,6.8,22.75,2.51,1.31,3.41,67.69,0.22,108.74,221.9,23.74
2022-12-28 10:00:00,2022-12-28 11:00:00,148.13,150.89,4.14,34.83,26.67,41.95,22.23,0.79,58.12,6.56,22.62,2.6,1.26,3.21,60.12,0.27,218.0,338.98,25.58
2022-12-28 11:00:00,2022-12-28 12:00:00,146.76,147.7,4.55,37.38,28.36,41.7,29.76,0.83,70.59,6.26,22.53,2.64,1.23,3.05,54.82,0.25,137.02,390.91,27.17
2022-12-28 12:00:00,2022-12-28 13:00:00,146.19,146.36,3.57,32.78,25.11,42.06,31.54,0.79,80.32,6.01,22.42,2.65,1.2,2.88,48.18,0.38,184.75,395.48,28.81
2022-12-28 13:00:00,2022-12-28 14:00:00,,,3.47,33.51,25.41,42.15,31.65,0.74,89.61,5.61,22.33,2.66,1.15,2.73,44.42,0.45,321.78,382.43,29.23
2022-12-28 14:00:00,2022-12-28 15:00:00,,,3.19,27.47,21.98,42.85,30.25,0.62,88.91,5.29,22.24,2.63,1.12,2.6,43.33,0.42,163.64,290.76,29.18
2022-12-28 15:00:00,2022-12-28 16:00:00,144.19,130.69,3.21,27.4,21.96,42.84,26.92,0.6,81.85,4.97,22.33,2.61,1.08,2.46,44.96,0.4,246.06,154.37,28.46
2022-12-28 16:00:00,2022-12-28 17:00:00,,,3.19,29.37,22.99,42.78,19.5,0.6,68.01,4.76,22.44,2.65,1.08,2.41,50.95,0.17,272.14,32.4,26.42
2022-12-28 17:00:00,2022-12-28 18:00:00,127.26,136.9,5.34,65.4,43.9,37.94,14.82,1.07,31.48,4.6,22.57,2.77,1.12,2.52,63.06,0.23,72.36,1.15,23.35
2022-12-28 18:00:00,2022-12-28 19:00:00,126.1,153.38,5.7,62.65,42.73,38.4,13.84,1.08,41.66,5.39,24.88,2.88,1.43,3.65,72.28,0.21,112.88,0.48,21.57
2022-12-28 19:00:00,2022-12-28 20:00:00,129.29,154.57,5.75,64.45,43.73,38.03,11.42,1.07,35.22,5.86,25.94,2.91,1.48,3.95,78.26,0.19,45.02,0.42,20.23
2022-12-28 20:00:00,2022-12-28 21:00:00,135.41,156.25,5.71,56.65,39.55,39.12,8.1,1.04,29.32,6.18,26.24,2.91,1.54,4.16,83.08,0.26,51.95,0.47,18.89
2022-12-28 21:00:00,2022-12-28 22:00:00,135.36,151.67,6.37,51.46,37.33,39.35,8.07,0.94,27.89,6.19,25.54,2.79,1.52,4.07,82.5,0.21,65.56,0.46,17.9
2022-12-28 22:00:00,2022-12-28 23:00:00,129.17,145.64,4.26,42.19,30.68,40.86,6.93,0.81,28.98,5.95,24.24,2.67,1.43,3.72,82.53,0.26,191.59,0.34,17.43
2022-12-28 23:00:00,2022-12-29 00:00:00,128.44,137.43,3.68,35.16,26.47,41.86,7.21,0.76,34.87,5.61,22.9,2.55,1.34,3.35,81.86,0.28,328.48,0.24,17.45
2022-12-29 00:00:00,2022-12-29 01:00:00,121.97,125.71,4.01,38.05,28.28,41.39,5.11,0.74,16.52,5.27,21.64,2.44,1.24,2.95,84.74,0.2,262.96,0.46,16.69
2022-12-29 01:00:00,2022-12-29 02:00:00,115.6,117.22,4.26,35.58,27.16,41.78,3.98,0.71,16.19,5.09,20.71,2.33,1.16,2.7,87.34,0.28,272.57,0.37,16.04
2022-12-29 02:00:00,2022-12-29 03:00:00,114.24,115.09,3.73,32.44,25.06,42.15,3.44,0.64,15.51,4.93,19.72,2.21,1.08,2.47,88.46,0.22,129.74,0.42,15.37
2022-12-29 03:00:00,2022-12-29 04:00:00,,,3.71,28.15,22.76,42.65,2.52,0.61,10.83,4.69,19.01,2.12,1.01,2.27,90.77,0.23,59.71,0.4,14.5
2022-12-29 04:00:00,2022-12-29 05:00:00,,,4.94,29.78,24.63,42.23,2.48,0.61,11.73,4.49,18.49,2.04,0.96,2.12,92.91,0.27,89.31,0.39,13.75
2022-12-29 05:00:00,2022-12-29 06:00:00,97.3,99.99,12.59,39.52,36.02,39.81,2.28,0.64,4.92,4.31,17.89,1.95,0.91,1.97,92.98,0.23,169.91,0.32,13.43
2022-12-29 06:00:00,2022-12-29 07:00:00,100.89,103.66,13.17,43.82,38.79,39.22,2.13,0.73,2.13,4.43,17.65,1.86,0.91,2.03,94.59,0.28,156.53,9.41,13.29
2022-12-29 07:00:00,2022-12-29 08:00:00,102.85,112.96,16.14,46.36,42.55,38.47,3.44,0.9,7.53,4.93,17.78,1.81,0.96,2.24,86.8,0.41,124.31,50.27,14.77
2022-12-29 08:00:00,2022-12-29 09:00:00,116.12,133.02,9.12,42.02,34.54,40.23,8.48,0.67,27.77,5.78,18.48,1.86,1.04,2.54,69.89,0.39,128.47,94.43,18.19
2022-12-29 09:00:00,2022-12-29 10:00:00,110.29,149.34,5.65,39.65,30.46,41.07,7.88,0.72,39.46,5.68,18.66,1.95,1.04,2.49,60.39,0.33,230.21,360.14,21.07
2022-12-29 10:00:00,2022-12-29 11:00:00,103.06,142.94,5.57,36.2,28.56,41.66,16.76,0.55,56.91,5.59,18.99,2.02,1.05,2.51,41.02,0.58,206.59,497.74,24.92
2022-12-29 11:00:00,2022-12-29 12:00:00,92.6,127.17,3.82,31.84,24.81,42.2,28.43,0.38,64.5,5.1,19.22,2.1,1.04,2.46,27.06,0.35,300.22,526.54,26.93
2022-12-29 12:00:00,2022-12-29 13:00:00,83.14,111.57,3.49,30.92,24.05,42.39,29.86,0.41,72.89,4.37,18.68,2.09,0.97,2.24,28.34,0.43,273.82,498.14,27.62
2022-12-29 13:00:00,2022-12-29 14:00:00,75.08,101.34,5.83,44.0,32.92,41.12,25.06,0.42,81.85,3.83,18.19,2.08,0.92,2.13,28.32,0.54,298.55,453.62,28.18
2022-12-29 14:00:00,2022-12-29 15:00:00,67.71,96.7,3.29,30.18,23.5,42.64,21.54,0.38,83.23,3.43,17.93,2.08,0.89,2.0,28.01,0.44,306.79,368.1,28.63
2022-12-29 15:00:00,2022-12-29 16:00:00,64.44,91.64,2.99,27.4,21.78,42.86,16.82,0.35,77.83,3.09,18.03,2.07,0.85,1.89,28.81,0.49,322.33,187.88,28.0
2022-12-29 16:00:00,2022-12-29 17:00:00,52.79,89.11,3.84,34.56,26.28,41.63,12.21,0.4,59.71,2.86,18.31,2.08,0.86,2.0,34.36,0.38,331.17,27.32,25.5
2022-12-29 17:00:00,2022-12-29 18:00:00,49.51,85.5,3.24,39.57,28.46,41.36,9.34,0.52,47.91,2.82,18.79,2.14,0.93,2.32,42.42,0.29,93.15,1.14,22.12
2022-12-29 18:00:00,2022-12-29 19:00:00,53.01,83.56,11.86,69.35,51.31,36.3,7.24,0.88,20.4,2.99,20.04,2.2,1.06,2.94,52.63,0.23,61.65,0.49,19.87
2022-12-29 19:00:00,2022-12-29 20:00:00,62.75,98.78,11.49,66.85,49.67,36.68,6.22,0.99,13.93,4.1,23.1,2.25,1.41,4.46,61.3,0.28,108.68,0.34,18.34
2022-12-29 20:00:00,2022-12-29 21:00:00,75.27,123.92,8.59,64.68,46.16,37.72,5.71,0.86,15.02,5.37,24.5,2.26,1.57,5.04,68.58,0.18,164.01,0.29,17.3
2022-12-29 21:00:00,2022-12-29 22:00:00,83.62,135.18,11.1,64.44,48.07,37.1,4.98,0.95,8.02,5.7,24.43,2.2,1.56,5.06,74.14,0.2,108.06,0.36,16.39
2022-12-29 22:00:00,2022-12-29 23:00:00,91.5,134.03,6.55,46.06,34.6,40.09,3.91,0.71,14.17,5.87,24.45,2.13,1.56,5.17,77.71,0.24,90.47,0.44,15.32
2022-12-29 23:00:00,2022-12-30 00:00:00,87.53,124.28,5.81,37.14,29.25,41.18,3.71,0.57,20.03,5.38,22.74,2.04,1.36,4.39,79.92,0.24,109.33,0.28,14.87
2022-12-30 00:00:00,2022-12-30 01:00:00,69.62,107.23,3.79,32.11,24.93,42.22,3.16,0.5,16.4,4.63,20.72,1.94,1.14,3.54,84.8,0.19,139.43,0.33,14.02
2022-12-30 01:00:00,2022-12-30 02:00:00,62.17,94.27,3.35,28.04,22.41,42.78,2.44,0.46,12.89,4.04,18.97,1.85,0.97,2.92,88.98,0.27,70.93,0.36,13.15
2022-12-30 02:00:00,2022-12-30 03:00:00,61.87,86.53,2.93,25.32,20.61,43.13,2.33,0.44,13.91,3.57,17.69,1.76,0.84,2.42,89.23,0.24,68.75,0.22,12.89
2022-12-30 03:00:00,2022-12-30 04:00:00,55.66,76.9,2.92,24.59,20.23,43.24,2.1,0.43,13.79,3.21,16.57,1.69,0.75,2.02,90.85,0.22,44.5,0.29,12.39
2022-12-30 04:00:00,2022-12-30 05:00:00,51.38,73.74,6.74,27.9,25.1,42.27,1.88,0.39,9.31,2.93,15.66,1.62,0.68,1.74,91.63,0.3,120.4,0.29,12.01
2022-12-30 05:00:00,2022-12-30 06:00:00,48.2,71.82,12.82,36.29,34.5,40.23,1.87,0.47,5.95,2.79,15.07,1.57,0.64,1.57,91.88,0.23,30.7,0.26,11.67
2022-12-30 06:00:00,2022-12-30 07:00:00,47.6,77.61,13.63,40.32,37.3,39.54,1.86,0.5,3.8,2.99,14.7,1.52,0.62,1.51,91.79,0.24,139.49,9.45,11.47
2022-12-30 07:00:00,2022-12-30 08:00:00,62.32,95.18,12.22,42.93,37.55,39.42,3.57,0.71,8.32,3.61,14.96,1.5,0.66,1.72,83.09,0.52,138.24,45.79,13.79
2022-12-30 08:00:00,2022-12-30 09:00:00,78.37,116.27,8.43,42.08,33.85,40.12,8.73,0.65,24.71,4.52,15.92,1.55,0.76,2.13,67.14,0.63,138.03,88.68,17.7
2022-12-30 09:00:00,2022-12-30 10:00:00,83.52,130.26,5.93,41.96,31.91,40.4,16.71,0.62,44.62,4.71,16.86,1.68,0.83,2.35,51.91,0.44,181.35,387.96,21.15
2022-12-30 10:00:00,2022-12-30 11:00:00,78.01,126.74,3.64,32.75,25.15,42.21,17.95,0.42,61.8,4.68,17.68,1.81,0.9,2.5,36.81,0.53,266.82,507.77,24.31
2022-12-30 11:00:00,2022-12-30 12:00:00,71.7,110.96,2.86,28.71,22.38,42.85,16.16,0.37,65.28,4.19,17.27,1.86,0.88,2.28,30.19,0.33,290.59,532.62,26.81
