From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),RF (mm),AT (degree C)
2022-06-05 05:00:00,2022-06-05 06:00:00,30.5,104.75,3.72,8.68,7.62,37.67,8.92,0.47,37.35,,,,,,29.25,2.3,202.5,92.5,,0.0,32.62
2022-06-05 06:00:00,2022-06-05 07:00:00,35.25,114.75,4.0,10.35,8.75,36.33,8.93,0.48,41.67,,,,,,30.0,2.42,203.25,216.75,,0.0,32.83
2022-06-05 07:00:00,2022-06-05 08:00:00,38.75,121.25,4.53,10.5,9.27,23.62,8.53,0.57,47.53,,,,,,29.0,2.33,202.75,325.75,,0.0,33.7
2022-06-05 08:00:00,2022-06-05 09:00:00,47.25,126.5,4.0,9.85,8.5,18.23,8.53,0.53,46.27,,,,,,27.5,1.73,207.0,445.5,,0.0,34.9
2022-06-05 09:00:00,2022-06-05 10:00:00,46.75,131.0,2.67,10.65,7.85,18.25,21.95,0.53,37.85,,,,,,25.0,0.93,174.5,523.0,,0.0,35.9
2022-06-05 10:00:00,2022-06-05 11:00:00,39.75,136.0,2.88,8.08,6.67,20.53,9.93,0.47,38.8,,,,,,23.25,1.9,65.75,593.5,,0.0,36.05
2022-06-05 11:00:00,2022-06-05 12:00:00,31.75,156.0,2.7,9.1,7.02,30.65,11.2,0.35,56.97,,,,,,24.75,2.48,76.25,636.75,,0.0,35.95
2022-06-05 12:00:00,2022-06-05 13:00:00,35.25,169.5,3.68,9.1,7.8,29.93,12.23,0.27,70.33,,,,,,21.25,2.88,100.0,656.0,,0.0,36.08
2022-06-05 13:00:00,2022-06-05 14:00:00,30.25,160.0,2.88,8.95,7.1,28.67,9.82,0.26,66.4,,,,,,21.75,2.77,61.25,585.0,,0.0,36.18
2022-06-05 14:00:00,2022-06-05 15:00:00,31.0,142.25,3.33,8.9,7.45,31.25,8.7,0.26,55.2,,,,,,21.0,2.55,33.25,551.25,,0.0,36.3
2022-06-05 15:00:00,2022-06-05 16:00:00,31.25,136.0,3.92,9.12,8.07,25.7,8.9,0.52,55.9,,,,,,21.0,2.15,64.25,446.5,,0.0,36.67
2022-06-05 16:00:00,2022-06-05 17:00:00,31.5,140.5,2.9,8.05,6.65,17.8,8.7,0.41,49.58,,,,,,21.0,1.88,49.0,314.75,,0.0,36.85
2022-06-05 17:00:00,2022-06-05 18:00:00,31.25,142.5,2.0,9.57,6.68,19.3,9.25,0.42,47.98,,,,,,22.0,1.73,59.0,179.75,,0.0,36.77
2022-06-05 18:00:00,2022-06-05 19:00:00,36.25,176.5,1.75,13.25,8.48,20.3,20.45,0.49,42.58,,,,,,23.5,1.25,87.5,89.5,,0.0,36.38
2022-06-05 19:00:00,2022-06-05 20:00:00,46.5,220.25,2.3,21.38,13.25,35.05,17.82,0.53,28.3,,,,,,25.75,0.68,158.5,8.5,,0.0,35.53
2022-06-05 20:00:00,2022-06-05 21:00:00,72.25,231.25,3.7,30.8,19.38,40.07,65.23,0.65,19.28,,,,,,28.75,1.05,214.0,4.0,,0.0,34.58
2022-06-05 21:00:00,2022-06-05 22:00:00,81.5,242.75,3.9,22.4,15.1,39.2,26.53,0.69,22.23,,,,,,27.5,1.4,209.75,4.0,,0.0,34.23
2022-06-05 22:00:00,2022-06-05 23:00:00,48.75,172.25,4.08,14.65,11.07,39.27,13.38,0.65,28.25,,,,,,28.0,1.5,210.0,4.0,,0.0,33.9
2022-06-05 23:00:00,2022-06-06 00:00:00,38.75,135.0,3.8,14.03,10.55,27.8,13.05,0.7,32.75,,,,,,28.0,1.55,207.75,3.5,,0.0,33.85
2022-06-06 00:00:00,2022-06-06 01:00:00,49.0,137.25,3.13,12.37,9.13,19.2,39.4,0.64,33.6,,,,,,28.25,1.32,214.25,3.75,,0.0,33.82
2022-06-06 01:00:00,2022-06-06 02:00:00,60.0,139.25,3.83,11.1,9.03,20.57,11.63,0.73,32.93,,,,,,29.0,1.7,206.5,4.0,,0.0,33.67
2022-06-06 02:00:00,2022-06-06 03:00:00,79.5,158.25,3.3,10.3,8.18,24.6,14.07,0.79,42.73,,,,,,29.25,1.53,203.75,4.0,,0.0,33.47
2022-06-06 03:00:00,2022-06-06 04:00:00,90.75,170.75,2.5,13.4,9.12,31.5,18.75,0.65,31.45,,,,,,30.5,1.07,191.0,3.75,,0.0,33.05
2022-06-06 04:00:00,2022-06-06 05:00:00,91.0,152.25,1.53,12.27,7.75,36.48,11.88,0.66,30.5,,,,,,31.0,1.7,213.0,4.75,,0.0,32.7
2022-06-06 05:00:00,2022-06-06 06:00:00,105.75,158.25,3.55,17.6,12.22,35.85,40.8,0.73,26.52,,,,,,31.5,1.98,218.25,96.5,,0.0,32.45
2022-06-06 06:00:00,2022-06-06 07:00:00,85.0,172.0,4.27,15.48,11.7,36.0,12.3,0.72,29.27,,,,,,32.0,1.6,213.25,271.75,,0.0,32.55
2022-06-06 07:00:00,2022-06-06 08:00:00,79.5,167.5,4.33,15.33,11.7,28.28,10.08,0.82,33.73,,,,,,31.0,1.73,209.25,308.25,,0.0,33.38
2022-06-06 08:00:00,2022-06-06 09:00:00,81.0,172.0,2.73,17.07,11.3,19.83,25.7,0.81,36.3,,,,,,29.33,1.27,211.0,413.67,,0.0,34.6
2022-06-06 09:00:00,2022-06-06 10:00:00,89.0,193.5,2.33,15.4,10.05,20.23,20.82,0.71,50.03,,,,,,28.0,0.85,221.75,516.0,,0.0,35.2
2022-06-06 10:00:00,2022-06-06 11:00:00,76.75,195.0,2.83,12.43,8.93,28.43,17.7,0.59,56.38,,,,,,27.0,1.02,266.5,546.25,,0.0,35.82
2022-06-06 11:00:00,2022-06-06 12:00:00,61.25,175.75,2.75,11.32,8.28,35.42,11.82,0.42,60.23,,,,,,25.5,1.75,100.25,583.0,,0.0,36.05
2022-06-06 12:00:00,2022-06-06 13:00:00,43.25,173.25,3.47,10.5,8.4,29.7,12.47,0.32,58.47,,,,,,23.75,2.15,106.5,601.25,,0.0,36.08
2022-06-06 13:00:00,2022-06-06 14:00:00,41.0,175.75,3.8,11.55,9.27,23.77,12.35,0.29,84.0,,,,,,22.5,2.52,95.75,574.5,,0.0,36.25
2022-06-06 14:00:00,2022-06-06 15:00:00,42.5,173.0,4.4,11.12,9.47,21.2,12.68,0.31,65.8,,,,,,23.5,2.5,108.0,502.5,,0.0,36.45
2022-06-06 15:00:00,2022-06-06 16:00:00,45.75,174.0,2.85,10.53,7.92,22.5,12.3,0.36,61.9,,,,,,23.25,2.5,106.5,410.5,,0.0,36.72
2022-06-06 16:00:00,2022-06-06 17:00:00,40.75,170.25,3.03,10.38,7.95,23.6,10.97,0.38,53.22,,,,,,22.5,2.52,78.25,301.75,,0.0,36.9
2022-06-06 17:00:00,2022-06-06 18:00:00,38.0,183.0,2.33,11.85,8.2,25.57,9.38,0.41,49.8,,,,,,23.0,2.1,61.5,183.0,,0.0,36.85
2022-06-06 18:00:00,2022-06-06 19:00:00,42.0,205.75,2.95,13.82,9.75,29.12,8.35,0.45,42.97,,,,,,23.5,1.12,55.25,87.25,,0.0,36.55
2022-06-06 19:00:00,2022-06-06 20:00:00,69.0,247.75,2.58,38.18,22.43,37.05,14.65,0.69,22.88,,,,,,27.0,0.88,174.75,51.75,,0.0,35.75
2022-06-06 20:00:00,2022-06-06 21:00:00,134.25,316.25,3.18,31.9,19.58,34.55,73.35,0.69,17.15,,,,,,28.5,0.82,221.25,14.5,,0.0,35.0
2022-06-06 21:00:00,2022-06-06 22:00:00,112.0,257.75,2.12,28.4,16.8,33.93,61.38,0.64,16.05,,,,,,29.75,1.4,240.25,4.5,,0.0,34.4
2022-06-06 22:00:00,2022-06-06 23:00:00,106.0,227.5,3.15,34.77,21.03,35.28,67.5,0.73,12.68,,,,,,31.75,1.33,232.25,4.25,,0.0,33.9
2022-06-06 23:00:00,2022-06-07 00:00:00,130.0,250.0,3.12,30.87,18.93,33.7,93.3,0.71,12.73,,,,,,33.0,0.93,218.75,4.5,,0.0,33.68
2022-06-07 00:00:00,2022-06-07 01:00:00,167.75,203.25,2.2,23.53,14.3,29.4,82.43,0.75,15.9,,,,,,33.5,1.05,229.25,4.0,,0.0,33.67
2022-06-07 01:00:00,2022-06-07 02:00:00,69.75,192.25,3.0,15.2,10.53,27.97,16.93,0.67,22.77,,,,,,33.25,1.12,207.25,4.0,,0.0,33.58
2022-06-07 02:00:00,2022-06-07 03:00:00,79.25,170.25,2.45,13.57,9.2,29.25,20.03,0.65,18.2,,,,,,35.25,0.5,240.25,3.75,,0.0,33.17
2022-06-07 03:00:00,2022-06-07 04:00:00,63.5,153.75,2.83,13.93,9.7,36.15,22.1,0.62,12.8,,,,,,36.0,0.4,187.0,3.25,,0.0,32.92
2022-06-07 04:00:00,2022-06-07 05:00:00,56.25,144.5,3.23,15.22,10.73,45.65,14.2,0.57,10.35,,,,,,36.0,0.5,233.75,4.0,,0.0,32.58
2022-06-07 05:00:00,2022-06-07 06:00:00,51.0,141.5,2.7,16.25,10.82,41.53,20.8,0.56,11.9,,,,,,33.25,1.0,212.75,92.75,,0.0,32.8
2022-06-07 06:00:00,2022-06-07 07:00:00,62.25,159.25,3.35,16.5,11.5,37.65,15.35,0.56,19.05,,,,,,32.5,1.18,205.75,223.5,,0.0,33.03
2022-06-07 07:00:00,2022-06-07 08:00:00,68.0,173.5,4.12,19.05,13.45,34.4,18.08,0.65,21.17,,,,,,33.0,1.07,198.0,306.5,,0.0,33.77
2022-06-07 08:00:00,2022-06-07 09:00:00,81.75,213.25,3.77,30.78,19.43,31.72,42.55,0.82,19.72,,,,,,31.5,0.85,269.25,391.25,,0.0,34.52
2022-06-07 09:00:00,2022-06-07 10:00:00,135.75,307.5,2.95,25.53,15.97,32.2,37.45,0.79,32.23,,,,,,27.5,0.55,108.0,451.0,,0.0,35.55
2022-06-07 10:00:00,2022-06-07 11:00:00,130.25,253.0,2.95,14.93,10.33,30.45,24.03,0.58,120.97,,,,,,26.5,1.43,81.0,520.75,,0.0,35.95
2022-06-07 11:00:00,2022-06-07 12:00:00,75.75,205.75,2.33,11.75,8.15,34.6,14.75,0.56,60.83,,,,,,32.0,2.45,177.5,553.25,,0.0,35.73
2022-06-07 12:00:00,2022-06-07 13:00:00,60.0,239.25,3.35,10.68,8.4,46.95,16.4,0.45,42.28,,,,,,28.25,2.2,83.0,599.75,,0.0,36.07
2022-06-07 13:00:00,2022-06-07 14:00:00,50.5,224.25,3.28,11.47,8.77,39.4,18.75,0.36,93.65,,,,,,26.75,2.42,107.25,558.75,,0.0,36.22
2022-06-07 14:00:00,2022-06-07 15:00:00,47.5,219.75,4.17,10.83,9.12,32.62,13.92,0.36,71.53,,,,,,25.5,2.6,77.25,497.75,,0.0,36.4
2022-06-07 15:00:00,2022-06-07 16:00:00,48.0,213.75,3.4,9.28,7.7,29.25,13.35,0.37,65.42,,,,,,24.75,2.85,82.5,402.0,,0.0,36.67
2022-06-07 16:00:00,2022-06-07 17:00:00,62.0,211.5,2.88,9.38,7.33,25.35,10.85,0.47,55.2,,,,,,24.25,2.75,86.75,293.25,,0.0,36.95
2022-06-07 17:00:00,2022-06-07 18:00:00,68.75,198.5,2.85,10.75,8.05,26.68,17.45,0.47,62.12,,,,,,24.5,2.75,84.75,173.5,,0.0,36.88
2022-06-07 18:00:00,2022-06-07 19:00:00,102.0,215.0,3.1,18.45,12.35,25.48,32.0,0.52,59.02,,,,,,26.25,1.72,96.25,88.75,,0.0,36.53
2022-06-07 19:00:00,2022-06-07 20:00:00,108.5,261.0,3.4,28.43,17.88,29.5,41.48,0.66,33.38,,,,,,27.75,0.8,148.5,9.75,,0.0,35.88
2022-06-07 20:00:00,2022-06-07 21:00:00,90.75,268.5,2.93,45.2,26.45,46.1,57.18,0.76,13.92,,,,,,30.5,0.85,221.25,5.0,,0.0,35.23
2022-06-07 21:00:00,2022-06-07 22:00:00,83.5,265.5,4.42,32.62,20.95,42.38,138.9,0.65,12.5,,,,,,31.0,0.95,216.25,5.0,,0.0,34.62
2022-06-07 22:00:00,2022-06-07 23:00:00,74.5,210.25,2.25,24.2,14.67,38.38,81.1,0.62,15.32,,,,,,32.0,1.1,240.0,5.0,,0.0,34.2
2022-06-07 23:00:00,2022-06-08 00:00:00,85.5,208.25,4.05,35.23,22.05,36.9,60.7,0.73,10.62,,,,,,35.0,1.02,241.25,4.0,,0.0,33.62
2022-06-08 00:00:00,2022-06-08 01:00:00,102.75,241.75,3.12,29.93,18.43,26.05,182.95,0.81,12.28,,,,,,35.0,0.55,254.75,4.25,,0.0,33.9
2022-06-08 01:00:00,2022-06-08 02:00:00,91.75,203.75,3.0,25.8,16.17,24.73,75.33,0.79,10.23,,,,,,35.0,0.65,220.25,4.0,,0.0,33.83
2022-06-08 02:00:00,2022-06-08 03:00:00,73.75,188.5,2.82,17.27,11.5,27.15,28.72,0.78,18.43,,,,,,34.0,0.95,221.75,4.0,,0.0,33.73
2022-06-08 03:00:00,2022-06-08 04:00:00,57.0,152.25,2.4,15.4,10.15,30.15,22.43,0.73,18.2,,,,,,34.25,0.65,215.75,4.0,,0.0,33.65
2022-06-08 04:00:00,2022-06-08 05:00:00,56.0,150.5,2.65,17.58,11.47,54.65,26.4,0.65,12.0,,,,,,37.0,0.7,255.25,4.25,,0.0,33.17
2022-06-08 05:00:00,2022-06-08 06:00:00,67.25,175.5,3.28,24.67,15.78,49.22,29.8,0.74,7.38,,,,,,40.75,0.68,337.5,81.0,,0.0,32.55
2022-06-08 06:00:00,2022-06-08 07:00:00,92.25,247.0,4.5,33.48,21.5,48.83,57.85,0.85,7.85,,,,,,40.5,1.88,283.5,191.75,,0.0,32.58
2022-06-08 07:00:00,2022-06-08 08:00:00,119.5,327.0,4.0,36.0,22.38,46.95,66.67,0.89,9.55,,,,,,42.25,1.2,217.5,227.5,,0.0,33.2
2022-06-08 08:00:00,2022-06-08 09:00:00,111.25,307.25,3.23,25.12,16.0,29.2,33.55,0.93,19.1,,,,,,37.0,0.8,186.0,407.5,,0.0,34.33
2022-06-08 09:00:00,2022-06-08 10:00:00,89.0,281.67,2.83,17.87,11.83,30.1,24.57,0.82,32.9,,,,,,34.0,1.0,93.0,462.0,,0.0,34.83
2022-06-08 10:00:00,2022-06-08 11:00:00,82.0,283.0,3.33,18.53,12.55,35.38,24.38,0.68,45.7,,,,,,31.75,2.12,92.75,512.75,,0.0,35.1
2022-06-08 11:00:00,2022-06-08 12:00:00,73.5,298.25,3.33,18.62,12.6,33.67,18.65,0.57,59.53,,,,,,30.75,2.4,88.0,602.5,,0.0,35.27
2022-06-08 12:00:00,2022-06-08 13:00:00,80.25,293.0,3.1,18.25,12.25,40.27,22.32,0.44,74.03,,,,,,30.25,2.77,93.75,601.5,,0.0,35.48
2022-06-08 13:00:00,2022-06-08 14:00:00,86.25,294.5,3.7,16.98,12.05,29.45,13.47,0.36,71.3,,,,,,29.5,3.02,96.5,582.5,,0.0,35.67
2022-06-08 14:00:00,2022-06-08 15:00:00,60.75,266.5,3.48,17.95,12.4,23.57,15.45,0.34,69.12,,,,,,27.75,2.85,107.25,505.75,,0.0,36.02
2022-06-08 15:00:00,2022-06-08 16:00:00,67.75,246.5,3.35,18.27,12.45,21.98,16.07,0.33,65.1,,,,,,28.0,2.62,93.75,403.5,,0.0,36.3
2022-06-08 16:00:00,2022-06-08 17:00:00,56.0,242.0,2.58,21.55,13.55,20.83,14.8,0.45,66.2,,,,,,28.75,2.62,65.25,284.0,,0.0,36.48
2022-06-08 17:00:00,2022-06-08 18:00:00,58.25,274.75,2.5,21.2,13.3,19.75,10.85,0.48,56.75,,,,,,29.0,2.25,57.25,172.5,,0.0,36.45
2022-06-08 18:00:00,2022-06-08 19:00:00,53.75,307.0,2.23,18.45,11.62,22.6,11.98,0.48,44.83,,,,,,29.5,1.77,64.5,86.25,,0.0,36.22
2022-06-08 19:00:00,2022-06-08 20:00:00,50.25,283.5,2.2,20.65,12.75,24.9,15.2,0.6,33.12,,,,,,31.5,1.05,130.75,52.25,,0.0,35.62
2022-06-08 20:00:00,2022-06-08 21:00:00,63.75,310.5,2.78,24.0,15.03,32.23,17.65,0.63,26.27,,,,,,32.0,0.95,164.75,50.75,,0.0,35.12
2022-06-08 21:00:00,2022-06-08 22:00:00,72.75,269.5,2.17,19.98,12.4,32.27,12.25,0.61,22.18,,,,,,32.5,0.68,147.0,19.0,,0.0,34.8
2022-06-08 22:00:00,2022-06-08 23:00:00,64.25,237.25,2.38,16.92,10.93,32.3,10.85,0.55,20.5,,,,,,32.5,0.82,131.75,4.0,,0.0,34.53
2022-06-08 23:00:00,2022-06-09 00:00:00,63.5,231.25,2.75,15.83,10.68,32.58,26.95,0.55,18.5,,,,,,34.25,0.6,117.5,4.0,,0.0,34.22
2022-06-09 00:00:00,2022-06-09 01:00:00,75.25,247.5,2.8,16.77,11.2,29.07,101.83,0.71,14.92,,,,,,36.75,0.65,197.75,4.0,,0.0,34.03
2022-06-09 01:00:00,2022-06-09 02:00:00,78.5,255.25,3.93,24.67,16.33,28.43,136.37,0.73,11.17,,,,,,37.0,0.85,227.25,3.25,,0.0,33.75
2022-06-09 02:00:00,2022-06-09 03:00:00,94.25,262.75,1.9,19.05,11.67,27.55,59.6,0.68,17.5,,,,,,36.25,1.3,211.0,3.25,,0.0,33.62
2022-06-09 03:00:00,2022-06-09 04:00:00,66.75,233.25,1.63,16.93,10.32,28.15,45.08,0.69,19.05,,,,,,37.0,1.27,205.0,3.75,,0.0,33.48
2022-06-09 04:00:00,2022-06-09 05:00:00,67.75,243.75,2.6,13.05,9.03,33.85,12.62,0.57,21.62,,,,,,37.0,1.62,207.0,4.0,,0.0,33.25
2022-06-09 05:00:00,2022-06-09 06:00:00,58.5,241.75,3.08,15.43,10.68,35.28,18.38,0.6,16.72,,,,,,40.75,0.68,171.0,103.25,,0.0,32.67
2022-06-09 06:00:00,2022-06-09 07:00:00,81.5,284.5,4.83,25.2,17.32,36.9,67.03,0.68,8.6,,,,,,42.75,0.67,151.25,200.5,,0.0,32.47
2022-06-09 07:00:00,2022-06-09 08:00:00,120.25,380.0,4.75,30.6,20.12,37.88,50.6,0.76,9.0,,,,,,40.75,0.6,64.5,259.0,,0.0,33.1
2022-06-09 08:00:00,2022-06-09 09:00:00,124.0,410.0,3.9,28.2,18.17,32.37,60.2,0.77,14.1,,,,,,36.33,0.67,127.67,376.0,,0.0,34.07
2022-06-09 09:00:00,2022-06-09 10:00:00,104.25,329.0,3.25,20.2,13.38,28.08,24.1,0.75,21.05,,,,,,33.5,1.4,336.0,466.0,,0.0,34.98
2022-06-09 10:00:00,2022-06-09 11:00:00,82.5,291.75,2.15,14.12,9.25,28.4,16.15,0.67,27.57,,,,,,31.5,1.75,217.75,544.5,,0.0,35.3
2022-06-09 11:00:00,2022-06-09 12:00:00,57.25,261.5,2.23,11.0,7.7,27.3,10.5,0.61,34.0,,,,,,29.25,1.6,51.5,576.25,,0.0,35.77
2022-06-09 12:00:00,2022-06-09 13:00:00,47.5,208.0,3.23,9.62,7.75,33.65,10.82,0.51,34.6,,,,,,27.5,1.98,73.25,620.5,,0.0,36.1
2022-06-09 13:00:00,2022-06-09 14:00:00,42.75,199.0,3.02,8.73,7.1,31.92,12.12,0.46,50.9,,,,,,25.5,2.43,107.75,566.0,,0.0,36.35
2022-06-09 14:00:00,2022-06-09 15:00:00,42.0,189.25,3.05,8.05,6.78,28.78,11.15,0.42,64.97,,,,,,25.5,3.0,91.75,457.75,,0.0,36.55
2022-06-09 15:00:00,2022-06-09 16:00:00,41.33,212.33,2.97,7.97,6.7,30.53,8.5,0.37,66.5,,,,,,25.0,2.77,87.0,349.67,,0.0,36.73
2022-06-09 16:00:00,2022-06-09 17:00:00,41.25,209.75,3.42,8.38,7.25,25.98,8.53,0.4,66.25,,,,,,25.0,2.85,82.25,263.25,,0.0,36.92
2022-06-09 17:00:00,2022-06-09 18:00:00,45.25,223.5,3.65,9.1,7.78,21.77,9.15,0.49,66.1,,,,,,25.75,2.85,150.25,162.0,,0.0,36.75
2022-06-09 18:00:00,2022-06-09 19:00:00,46.75,248.25,3.1,12.6,9.22,23.0,10.8,0.54,71.47,,,,,,27.75,3.08,201.25,82.75,,0.0,35.8
2022-06-09 19:00:00,2022-06-09 20:00:00,51.25,215.0,2.73,15.0,10.2,22.55,14.95,0.62,70.55,,,,,,28.0,2.8,202.5,56.25,,0.0,35.38
2022-06-09 20:00:00,2022-06-09 21:00:00,56.5,192.0,2.52,16.55,10.88,27.03,17.7,0.6,60.07,,,,,,28.5,2.95,198.0,55.25,,0.0,35.1
2022-06-09 21:00:00,2022-06-09 22:00:00,54.0,226.25,2.85,13.45,9.48,28.88,7.9,0.53,59.4,,,,,,30.5,2.4,146.25,55.0,,0.0,34.6
2022-06-09 22:00:00,2022-06-09 23:00:00,60.5,357.25,2.98,16.15,11.03,28.5,24.82,0.55,34.8,,,,,,30.75,2.17,242.0,55.0,,0.0,34.35
2022-06-09 23:00:00,2022-06-10 00:00:00,57.5,140.25,3.83,22.65,15.15,29.15,33.42,0.51,19.8,,,,,,32.0,2.25,242.0,55.0,,0.0,34.0
2022-06-10 00:00:00,2022-06-10 01:00:00,42.5,119.75,4.33,17.83,12.97,27.37,26.4,0.56,28.43,,,,,,33.25,2.28,210.0,55.0,,0.0,33.72
2022-06-10 01:00:00,2022-06-10 02:00:00,42.5,103.25,3.57,11.6,9.07,21.37,12.2,0.64,51.27,,,,,,34.0,2.35,203.25,55.0,,0.0,33.5
2022-06-10 02:00:00,2022-06-10 03:00:00,57.0,111.0,2.4,9.82,7.18,23.57,8.68,0.66,41.8,,,,,,34.0,1.77,215.5,55.0,,0.0,33.4
2022-06-10 03:00:00,2022-06-10 04:00:00,62.5,122.25,2.82,14.25,9.85,24.28,32.27,0.68,25.52,,,,,,35.5,1.12,252.5,55.0,,0.0,33.08
2022-06-10 04:00:00,2022-06-10 05:00:00,70.5,148.25,2.7,22.15,13.97,29.32,50.53,0.64,13.65,,,,,,37.0,1.23,220.25,55.0,,0.0,32.65
2022-06-10 05:00:00,2022-06-10 06:00:00,69.75,146.0,2.58,14.68,9.9,33.3,18.25,0.63,17.73,,,,,,37.0,1.48,217.5,67.75,,0.0,32.4
2022-06-10 06:00:00,2022-06-10 07:00:00,64.0,131.0,3.75,12.45,9.65,30.05,10.5,0.65,18.73,,,,,,37.0,1.45,212.75,117.0,,0.0,32.73
2022-06-10 07:00:00,2022-06-10 08:00:00,69.5,149.75,2.8,14.38,9.9,28.77,17.4,0.73,23.8,,,,,,36.0,1.35,209.75,200.5,,0.0,33.5
2022-06-10 08:00:00,2022-06-10 09:00:00,77.0,185.5,3.4,16.8,11.68,27.13,35.23,0.75,25.83,,,,,,34.5,1.3,231.5,299.75,,0.0,34.47
2022-06-10 09:00:00,2022-06-10 10:00:00,75.25,215.0,3.02,15.0,10.42,24.6,19.3,0.7,27.52,,,,,,34.25,1.12,273.5,397.0,,0.0,35.05
2022-06-10 10:00:00,2022-06-10 11:00:00,64.25,233.5,1.58,12.07,7.78,23.3,12.05,0.65,29.12,,,,,,32.25,1.47,225.25,477.0,,0.0,35.57
2022-06-10 11:00:00,2022-06-10 12:00:00,45.0,200.0,1.68,10.53,6.92,22.42,10.62,0.59,32.47,,,,,,30.25,1.65,107.25,559.0,,0.0,35.77
2022-06-10 12:00:00,2022-06-10 13:00:00,41.5,212.5,2.67,9.72,7.35,24.9,10.57,0.49,36.83,,,,,,30.25,2.35,40.25,579.25,,0.0,35.9
2022-06-10 13:00:00,2022-06-10 14:00:00,48.75,251.25,2.97,8.22,6.8,28.77,8.8,0.42,39.0,,,,,,30.75,2.75,26.5,548.75,,0.0,36.02
2022-06-10 14:00:00,2022-06-10 15:00:00,48.0,273.5,4.0,7.7,7.35,25.5,8.53,0.41,42.12,,,,,,27.5,2.58,65.25,486.25,,0.0,36.42
2022-06-10 15:00:00,2022-06-10 16:00:00,49.0,255.5,3.2,8.4,7.07,25.65,9.02,0.4,56.33,,,,,,26.75,3.05,81.75,387.0,,0.0,36.65
2022-06-10 16:00:00,2022-06-10 17:00:00,52.5,295.0,3.05,7.58,6.5,23.15,7.77,0.41,61.33,,,,,,28.5,3.47,73.75,277.75,,0.0,36.73
2022-06-10 17:00:00,2022-06-10 18:00:00,52.5,339.0,2.75,7.47,6.22,19.2,7.65,0.46,60.9,,,,,,28.75,3.12,80.75,175.25,,0.0,36.85
2022-06-10 18:00:00,2022-06-10 19:00:00,48.0,311.75,2.95,9.98,7.7,19.7,14.53,0.47,56.25,,,,,,29.25,2.62,87.5,86.0,,0.0,36.58
2022-06-10 19:00:00,2022-06-10 20:00:00,51.25,298.75,1.6,15.62,9.65,19.73,14.57,0.56,45.3,,,,,,31.25,2.23,113.75,53.75,,0.0,35.9
2022-06-10 20:00:00,2022-06-10 21:00:00,60.5,371.5,2.52,13.33,9.15,21.35,9.9,0.54,82.8,,,,,,32.5,4.6,197.0,52.5,,0.0,34.5
2022-06-10 21:00:00,2022-06-10 22:00:00,52.25,439.25,2.85,9.4,7.35,24.85,14.0,0.45,86.72,,,,,,33.25,3.88,197.25,52.0,,0.0,34.05
2022-06-10 22:00:00,2022-06-10 23:00:00,31.25,135.5,2.57,8.43,6.58,21.7,16.95,0.4,89.78,,,,,,34.5,4.0,197.25,52.0,,0.0,33.67
2022-06-10 23:00:00,2022-06-11 00:00:00,26.75,107.25,3.35,6.95,6.43,19.6,13.35,0.37,80.78,,,,,,36.0,3.7,198.5,52.0,,0.0,33.25
2022-06-11 00:00:00,2022-06-11 01:00:00,20.5,89.0,3.33,5.7,5.75,17.68,7.28,0.37,79.65,,,,,,37.75,3.72,198.5,51.25,,0.0,33.0
2022-06-11 01:00:00,2022-06-11 02:00:00,23.0,87.0,3.53,5.0,5.53,14.77,9.3,0.42,77.03,,,,,,38.25,3.6,198.0,50.25,,0.0,32.92
2022-06-11 02:00:00,2022-06-11 03:00:00,27.25,89.0,2.27,6.18,5.15,15.8,12.2,0.46,74.37,,,,,,39.0,3.58,200.25,49.0,,0.0,32.7
2022-06-11 03:00:00,2022-06-11 04:00:00,31.5,85.25,2.33,6.65,5.45,16.27,16.9,0.46,68.28,,,,,,39.25,2.9,198.5,46.0,,0.0,32.65
2022-06-11 04:00:00,2022-06-11 05:00:00,32.0,84.75,2.92,7.15,6.2,17.25,21.62,0.43,56.05,,,,,,40.75,2.38,210.75,18.25,,0.0,32.35
2022-06-11 05:00:00,2022-06-11 06:00:00,29.25,93.75,4.78,9.78,9.1,20.75,37.93,0.4,46.67,,,,,,42.25,2.9,199.75,96.25,,0.0,31.97
2022-06-11 06:00:00,2022-06-11 07:00:00,30.75,106.0,3.65,10.15,8.35,20.4,17.9,0.42,44.8,,,,,,42.0,2.2,212.5,244.0,,0.0,32.1
2022-06-11 07:00:00,2022-06-11 08:00:00,35.0,114.0,2.68,13.47,9.35,19.05,29.23,0.46,25.47,,,,,,39.5,1.48,221.5,326.5,,0.0,32.85
2022-06-11 08:00:00,2022-06-11 09:00:00,43.75,138.25,3.58,15.73,11.28,17.75,22.77,0.52,20.27,,,,,,36.0,1.15,267.75,397.25,,0.0,33.77
2022-06-11 09:00:00,2022-06-11 10:00:00,52.5,173.25,2.75,14.95,10.2,15.25,12.28,0.56,23.88,,,,,,36.0,1.2,301.5,492.5,,0.0,34.33
