From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Xylene (ug/m3)
2021-01-13 22:00:00,2021-01-13 23:00:00,,,,,,,,,,,,
2021-01-13 23:00:00,2021-01-14 00:00:00,,,,,,,,,,,,
2021-01-14 00:00:00,2021-01-14 01:00:00,,,,,,,,,,,,
2021-01-14 01:00:00,2021-01-14 02:00:00,,,,,,,,,,,,
2021-01-14 02:00:00,2021-01-14 03:00:00,,,,,,,,,,,,
2021-01-14 03:00:00,2021-01-14 04:00:00,,,,,,,,,,,,
2021-01-14 04:00:00,2021-01-14 05:00:00,,,,,,,,,,,,
2021-01-14 05:00:00,2021-01-14 06:00:00,,,,,,,,,,,,
2021-01-14 06:00:00,2021-01-14 07:00:00,,,,,,,,,,,,
2021-01-14 07:00:00,2021-01-14 08:00:00,30.25,49.88,2.97,13.93,16.89,0.84,36.0,1.81,,,0.47,
2021-01-14 08:00:00,2021-01-14 09:00:00,34.13,55.74,3.47,14.07,17.54,0.67,37.25,2.19,,,0.64,
2021-01-14 09:00:00,2021-01-14 10:00:00,48.98,78.25,3.52,14.58,18.11,0.69,38.5,2.88,,,0.65,
2021-01-14 10:00:00,2021-01-14 11:00:00,53.92,85.45,2.62,14.36,16.98,0.48,36.33,3.33,,,1.15,
2021-01-14 11:00:00,2021-01-14 12:00:00,45.36,72.58,2.58,13.16,15.73,0.42,48.0,1.84,,,1.03,
2021-01-14 12:00:00,2021-01-14 13:00:00,39.81,64.17,3.33,12.33,15.68,0.37,40.75,1.32,,,0.67,
2021-01-14 13:00:00,2021-01-14 14:00:00,28.72,47.58,4.68,11.7,16.39,0.42,28.0,0.84,,,0.48,
2021-01-14 14:00:00,2021-01-14 15:00:00,26.41,44.05,5.29,11.94,17.23,0.46,29.5,0.69,,,0.42,
2021-01-14 15:00:00,2021-01-14 16:00:00,20.34,35.06,5.24,11.02,16.26,0.4,31.5,0.69,,,0.4,
2021-01-14 16:00:00,2021-01-14 17:00:00,16.66,29.5,6.3,10.39,16.69,0.42,30.25,0.71,,,0.41,
2021-01-14 17:00:00,2021-01-14 18:00:00,17.33,30.5,5.39,10.3,15.69,0.57,28.75,0.77,,,0.43,
2021-01-14 18:00:00,2021-01-14 19:00:00,33.17,54.37,6.13,11.76,17.89,0.87,31.25,1.2,,,0.72,
2021-01-14 19:00:00,2021-01-14 20:00:00,37.74,61.06,5.29,12.45,17.74,1.04,29.25,1.53,,,1.31,
2021-01-14 20:00:00,2021-01-14 21:00:00,39.04,63.11,4.56,12.0,16.55,1.02,27.75,1.4,,,1.31,
2021-01-14 21:00:00,2021-01-14 22:00:00,47.21,75.27,4.63,12.48,17.11,0.76,31.0,1.99,,,0.67,
2021-01-14 22:00:00,2021-01-14 23:00:00,53.46,84.77,3.85,13.04,16.89,0.94,32.75,2.19,,,0.49,
2021-01-14 23:00:00,2021-01-15 00:00:00,63.92,100.6,3.72,13.66,17.39,0.89,24.0,2.46,,,0.52,
2021-01-15 00:00:00,2021-01-15 01:00:00,63.61,99.77,3.15,13.65,16.8,0.89,125.0,2.22,,,0.52,
2021-01-15 01:00:00,2021-01-15 02:00:00,61.67,97.03,3.03,13.89,16.92,0.91,45.5,2.48,,,0.5,
2021-01-15 02:00:00,2021-01-15 03:00:00,57.25,90.43,3.26,13.38,16.65,0.91,35.0,2.05,,,0.48,
2021-01-15 03:00:00,2021-01-15 04:00:00,47.84,76.36,3.47,14.02,17.49,0.85,29.5,1.91,,,0.49,
2021-01-15 04:00:00,2021-01-15 05:00:00,43.13,69.18,3.28,14.32,17.6,0.7,37.75,2.03,,,0.51,
2021-01-15 05:00:00,2021-01-15 06:00:00,43.56,69.82,3.15,14.34,17.5,0.72,36.75,1.93,,,0.48,
2021-01-15 06:00:00,2021-01-15 07:00:00,45.11,72.16,2.85,14.12,16.97,0.69,36.5,2.44,,,0.57,
2021-01-15 07:00:00,2021-01-15 08:00:00,42.37,68.15,3.58,14.21,17.8,0.72,35.25,2.37,,,0.74,
2021-01-15 08:00:00,2021-01-15 09:00:00,49.85,79.14,3.21,14.52,17.73,0.73,36.0,3.92,,,0.79,
2021-01-15 09:00:00,2021-01-15 10:00:00,69.17,108.51,2.9,14.13,17.03,0.6,37.5,3.87,,,1.79,
2021-01-15 10:00:00,2021-01-15 11:00:00,71.26,111.42,2.82,13.8,16.62,0.51,32.5,2.39,,,1.39,
2021-01-15 11:00:00,2021-01-15 12:00:00,63.1,99.35,3.08,12.92,16.0,0.38,64.0,2.12,,,0.99,
2021-01-15 12:00:00,2021-01-15 13:00:00,52.37,83.22,3.45,12.6,16.05,0.41,28.33,1.8,,,0.66,
2021-01-15 13:00:00,2021-01-15 14:00:00,,,,,,,,,,,,
2021-01-15 14:00:00,2021-01-15 15:00:00,,,,,,,,,,,,
2021-01-15 15:00:00,2021-01-15 16:00:00,,,,,,,,,,,,
2021-01-15 16:00:00,2021-01-15 17:00:00,,,,,,,,,,,,
2021-01-15 17:00:00,2021-01-15 18:00:00,,,,,,,,,,,,
2021-01-15 18:00:00,2021-01-15 19:00:00,,,,,,,,,,,,
2021-01-15 19:00:00,2021-01-15 20:00:00,,,,,,,,,,,,
2021-01-15 20:00:00,2021-01-15 21:00:00,,,,,,,,,,,,
2021-01-15 21:00:00,2021-01-15 22:00:00,,,,,,,,,,,,
2021-01-15 22:00:00,2021-01-15 23:00:00,,,,,,,,,,,,
2021-01-15 23:00:00,2021-01-16 00:00:00,,,,,,,,,,,,
2021-01-16 00:00:00,2021-01-16 01:00:00,,,,,,,,,,,,
2021-01-16 01:00:00,2021-01-16 02:00:00,,,,,,,,,,,,
2021-01-16 02:00:00,2021-01-16 03:00:00,,,,,,,,,,,,
2021-01-16 03:00:00,2021-01-16 04:00:00,,,,,,,,,,,,
2021-01-16 04:00:00,2021-01-16 05:00:00,,,,,,,,,,,,
2021-01-16 05:00:00,2021-01-16 06:00:00,,,,,,,,,,,,
2021-01-16 06:00:00,2021-01-16 07:00:00,,,,,,,,,,,,
2021-01-16 07:00:00,2021-01-16 08:00:00,,,,,,,,,,,,
2021-01-16 08:00:00,2021-01-16 09:00:00,51.01,81.0,3.18,14.27,17.44,0.8,16.5,3.19,,,0.77,
2021-01-16 09:00:00,2021-01-16 10:00:00,69.27,108.17,2.86,14.27,17.13,0.65,19.5,5.09,,,1.69,
2021-01-16 10:00:00,2021-01-16 11:00:00,76.03,118.56,2.17,13.59,15.75,0.43,57.25,3.44,,,1.74,
2021-01-16 11:00:00,2021-01-16 12:00:00,69.98,109.42,3.31,13.03,16.33,0.36,95.25,2.19,,,1.19,
2021-01-16 12:00:00,2021-01-16 13:00:00,63.91,100.41,3.86,12.3,16.16,0.38,23.5,1.78,,,0.78,
2021-01-16 13:00:00,2021-01-16 14:00:00,54.33,86.34,4.02,12.61,16.63,0.58,34.0,1.29,,,0.59,
2021-01-16 14:00:00,2021-01-16 15:00:00,,,,,,,,,,,,
2021-01-16 15:00:00,2021-01-16 16:00:00,,,,,,,,,,,,
2021-01-16 16:00:00,2021-01-16 17:00:00,,,,,,,,,,,,
2021-01-16 17:00:00,2021-01-16 18:00:00,,,,,,,,,,,,
2021-01-16 18:00:00,2021-01-16 19:00:00,,,,,,,,,,,,
2021-01-16 19:00:00,2021-01-16 20:00:00,,,,,,,,,,,,
2021-01-16 20:00:00,2021-01-16 21:00:00,,,,,,,,,,,,
2021-01-16 21:00:00,2021-01-16 22:00:00,,,,,,,,,,,,
2021-01-16 22:00:00,2021-01-16 23:00:00,,,,,,,,,,,,
2021-01-16 23:00:00,2021-01-17 00:00:00,,,,,,,,,,,,
2021-01-17 00:00:00,2021-01-17 01:00:00,,,,,,,,,,,,
2021-01-17 01:00:00,2021-01-17 02:00:00,,,,,,,,,,,,
2021-01-17 02:00:00,2021-01-17 03:00:00,,,,,,,,,,,,
2021-01-17 03:00:00,2021-01-17 04:00:00,,,,,,,,,,,,
2021-01-17 04:00:00,2021-01-17 05:00:00,,,,,,,,,,,,
2021-01-17 05:00:00,2021-01-17 06:00:00,,,,,,,,,,,,
2021-01-17 06:00:00,2021-01-17 07:00:00,,,,,,,,,,,,
2021-01-17 07:00:00,2021-01-17 08:00:00,,,,,,,,,,,,
2021-01-17 08:00:00,2021-01-17 09:00:00,,,,,,,,,,,,
2021-01-17 09:00:00,2021-01-17 10:00:00,,,,,,,,,,,,
2021-01-17 10:00:00,2021-01-17 11:00:00,,,,,,,,,,,,
2021-01-17 11:00:00,2021-01-17 12:00:00,,,,,,,,,,,,
2021-01-17 12:00:00,2021-01-17 13:00:00,,,,,,,,,,,,
2021-01-17 13:00:00,2021-01-17 14:00:00,,,,,,,,,,,,
2021-01-17 14:00:00,2021-01-17 15:00:00,,,,,,,,,,,,
2021-01-17 15:00:00,2021-01-17 16:00:00,,,,,,,,,,,,
2021-01-17 16:00:00,2021-01-17 17:00:00,,,,,,,,,,,,
2021-01-17 17:00:00,2021-01-17 18:00:00,,,,,,,,,,,,
2021-01-17 18:00:00,2021-01-17 19:00:00,,,,,,,,,,,,
2021-01-17 19:00:00,2021-01-17 20:00:00,,,,,,,,,,,,
2021-01-17 20:00:00,2021-01-17 21:00:00,,,,,,,,,,,,
2021-01-17 21:00:00,2021-01-17 22:00:00,,,,,,,,,,,,
2021-01-17 22:00:00,2021-01-17 23:00:00,,,,,,,,,,,,
2021-01-17 23:00:00,2021-01-18 00:00:00,,,,,,,,,,,,
2021-01-18 00:00:00,2021-01-18 01:00:00,,,,,,,,,,,,
2021-01-18 01:00:00,2021-01-18 02:00:00,,,,,,,,,,,,
2021-01-18 02:00:00,2021-01-18 03:00:00,,,,,,,,,,,,
2021-01-18 03:00:00,2021-01-18 04:00:00,,,,,,,,,,,,
2021-01-18 04:00:00,2021-01-18 05:00:00,,,,,,,,,,,,
2021-01-18 05:00:00,2021-01-18 06:00:00,,,,,,,,,,,,
2021-01-18 06:00:00,2021-01-18 07:00:00,,,,,,,,,,,,
2021-01-18 07:00:00,2021-01-18 08:00:00,,,,,,,,,,,,
2021-01-18 08:00:00,2021-01-18 09:00:00,73.92,115.38,2.91,14.38,17.29,,36.5,4.25,,,2.4,
2021-01-18 09:00:00,2021-01-18 10:00:00,86.25,133.94,2.7,13.86,16.55,0.65,36.75,4.24,,,1.77,
2021-01-18 10:00:00,2021-01-18 11:00:00,82.02,127.17,3.67,12.6,16.27,0.45,49.25,2.86,,,1.38,
2021-01-18 11:00:00,2021-01-18 12:00:00,65.17,102.03,3.28,12.75,16.02,0.37,51.25,1.91,,,0.87,
2021-01-18 12:00:00,2021-01-18 13:00:00,58.52,92.28,4.77,10.73,15.5,0.38,33.5,1.55,,,0.54,
2021-01-18 13:00:00,2021-01-18 14:00:00,50.16,79.85,11.2,5.22,15.82,0.54,29.5,1.33,,,0.44,
2021-01-18 14:00:00,2021-01-18 15:00:00,44.48,71.21,12.57,4.57,15.85,0.42,30.25,1.15,,,0.41,
2021-01-18 15:00:00,2021-01-18 16:00:00,41.15,66.19,14.95,4.39,17.91,0.41,31.5,1.08,,,0.39,
2021-01-18 16:00:00,2021-01-18 17:00:00,39.82,64.23,17.03,4.35,19.49,0.53,31.5,1.14,,,0.38,
2021-01-18 17:00:00,2021-01-18 18:00:00,42.57,68.48,13.92,4.11,15.33,0.61,34.0,1.08,,,0.37,
2021-01-18 18:00:00,2021-01-18 19:00:00,42.08,67.59,14.38,4.28,16.39,0.83,31.25,1.21,,,0.38,
2021-01-18 19:00:00,2021-01-18 20:00:00,51.57,81.84,12.88,4.73,16.36,0.98,26.75,1.5,,,0.41,
2021-01-18 20:00:00,2021-01-18 21:00:00,56.79,89.7,11.33,4.74,15.53,0.99,27.0,1.42,,,0.45,
2021-01-18 21:00:00,2021-01-18 22:00:00,54.85,86.81,12.53,5.89,18.23,0.87,30.0,1.2,,,0.41,
2021-01-18 22:00:00,2021-01-18 23:00:00,56.25,88.86,11.3,5.96,17.27,0.67,31.75,1.16,,,0.39,
2021-01-18 23:00:00,2021-01-19 00:00:00,54.46,86.16,12.16,6.85,19.01,0.82,40.0,1.23,,,0.42,
2021-01-19 00:00:00,2021-01-19 01:00:00,48.32,76.96,10.59,6.9,17.49,0.98,31.0,1.22,,,0.47,
2021-01-19 01:00:00,2021-01-19 02:00:00,52.0,82.49,8.42,8.0,16.43,0.92,129.5,1.48,,,0.5,
2021-01-19 02:00:00,2021-01-19 03:00:00,49.15,78.31,8.37,8.04,16.41,0.94,55.25,1.7,,,0.49,
2021-01-19 03:00:00,2021-01-19 04:00:00,53.94,85.16,9.37,9.25,18.62,0.83,83.25,1.8,,,0.51,
2021-01-19 04:00:00,2021-01-19 05:00:00,57.47,90.72,7.17,9.12,16.29,0.84,93.0,1.65,,,0.46,
2021-01-19 05:00:00,2021-01-19 06:00:00,55.06,87.09,6.62,8.72,15.34,0.83,35.75,1.55,,,0.45,
2021-01-19 06:00:00,2021-01-19 07:00:00,58.47,92.16,7.5,9.38,16.88,0.8,24.75,1.51,,,0.45,
2021-01-19 07:00:00,2021-01-19 08:00:00,58.43,92.16,6.74,9.28,16.02,0.77,18.33,1.84,,,0.53,
2021-01-19 08:00:00,2021-01-19 09:00:00,61.06,96.08,6.03,9.44,15.47,0.73,24.5,2.47,,,0.54,
2021-01-19 09:00:00,2021-01-19 10:00:00,59.64,93.91,4.3,9.59,13.87,0.73,17.75,3.27,,,0.89,
2021-01-19 10:00:00,2021-01-19 11:00:00,78.51,122.08,4.54,9.45,13.96,0.43,65.25,4.41,,,2.21,
2021-01-19 11:00:00,2021-01-19 12:00:00,83.48,129.76,7.35,7.72,15.03,0.4,106.0,2.76,,,1.78,
2021-01-19 12:00:00,2021-01-19 13:00:00,72.16,112.65,9.71,7.63,17.21,0.38,24.0,1.82,,,0.8,
2021-01-19 13:00:00,2021-01-19 14:00:00,56.34,88.96,12.19,6.31,18.34,0.47,29.0,1.21,,,0.46,
2021-01-19 14:00:00,2021-01-19 15:00:00,46.32,73.8,15.12,4.99,19.11,0.39,29.0,1.12,,,0.41,
2021-01-19 15:00:00,2021-01-19 16:00:00,38.45,62.18,13.9,4.33,16.97,0.4,30.5,0.85,,,0.39,
2021-01-19 16:00:00,2021-01-19 17:00:00,36.26,58.89,14.1,4.32,16.7,0.42,31.5,0.74,,,0.37,
2021-01-19 17:00:00,2021-01-19 18:00:00,33.17,54.2,13.81,4.21,16.48,0.58,29.75,0.85,,,0.38,
2021-01-19 18:00:00,2021-01-19 19:00:00,35.39,57.61,13.62,4.4,16.4,0.84,31.75,1.16,,,0.38,
2021-01-19 19:00:00,2021-01-19 20:00:00,43.54,69.73,13.32,4.55,16.91,1.01,30.5,1.35,,,0.41,
2021-01-19 20:00:00,2021-01-19 21:00:00,47.22,75.38,10.79,5.79,16.5,0.86,25.5,1.74,,,0.46,
2021-01-19 21:00:00,2021-01-19 22:00:00,,,,,,,,,,,,
2021-01-19 22:00:00,2021-01-19 23:00:00,,,,,,,,,,,,
2021-01-19 23:00:00,2021-01-20 00:00:00,,,,,,,,,,,,
2021-01-20 00:00:00,2021-01-20 01:00:00,,,,,,,,,,,,
2021-01-20 01:00:00,2021-01-20 02:00:00,,,,,,,,,,,,
2021-01-20 02:00:00,2021-01-20 03:00:00,,,,,,,,,,,,
2021-01-20 03:00:00,2021-01-20 04:00:00,,,,,,,,,,,,
2021-01-20 04:00:00,2021-01-20 05:00:00,,,,,,,,,,,,
2021-01-20 05:00:00,2021-01-20 06:00:00,,,,,,,,,,,,
2021-01-20 06:00:00,2021-01-20 07:00:00,,,,,,,,,,,,
2021-01-20 07:00:00,2021-01-20 08:00:00,,,,,,,,,,,,
2021-01-20 08:00:00,2021-01-20 09:00:00,66.15,103.74,4.82,13.46,18.29,0.7,44.0,2.73,,,0.82,
2021-01-20 09:00:00,2021-01-20 10:00:00,66.27,103.91,4.67,13.88,18.55,0.56,42.0,3.27,,,0.78,
2021-01-20 10:00:00,2021-01-20 11:00:00,56.14,88.73,4.77,11.84,16.62,0.48,32.5,2.29,,,0.62,
2021-01-20 11:00:00,2021-01-20 12:00:00,35.9,58.45,5.96,10.7,16.66,0.39,5.0,1.43,,,0.58,
2021-01-20 12:00:00,2021-01-20 13:00:00,21.09,36.27,7.17,10.23,17.39,0.38,6.25,0.89,,,0.44,
2021-01-20 13:00:00,2021-01-20 14:00:00,20.6,35.31,8.43,8.11,16.54,0.41,8.25,0.77,,,0.4,
2021-01-20 14:00:00,2021-01-20 15:00:00,17.06,30.04,9.4,8.48,17.88,0.39,31.75,0.65,,,0.37,
2021-01-20 15:00:00,2021-01-20 16:00:00,11.7,22.04,9.88,6.97,16.83,0.38,34.25,0.57,,,0.35,
2021-01-20 16:00:00,2021-01-20 17:00:00,12.06,22.55,10.97,6.95,17.9,0.41,3.25,0.6,,,0.36,
2021-01-20 17:00:00,2021-01-20 18:00:00,14.03,25.54,10.03,6.66,16.68,0.57,2.5,0.66,,,0.36,
2021-01-20 18:00:00,2021-01-20 19:00:00,23.23,39.36,9.44,8.55,17.99,0.91,4.5,0.82,,,0.37,
2021-01-20 19:00:00,2021-01-20 20:00:00,35.03,57.03,6.67,9.36,16.01,1.04,51.25,1.18,,,0.4,
2021-01-20 20:00:00,2021-01-20 21:00:00,42.62,68.42,7.08,10.68,17.76,1.19,31.5,1.36,,,0.42,
2021-01-20 21:00:00,2021-01-20 22:00:00,48.91,77.87,6.72,10.83,17.55,1.1,4.25,1.34,,,0.45,
2021-01-20 22:00:00,2021-01-20 23:00:00,44.04,70.61,6.21,11.39,17.6,0.75,5.5,1.25,,,0.46,
2021-01-20 23:00:00,2021-01-21 00:00:00,41.64,66.99,5.93,11.9,17.83,0.89,5.0,1.14,,,0.44,
2021-01-21 00:00:00,2021-01-21 01:00:00,40.26,64.93,4.78,12.79,17.57,0.99,5.5,1.11,,,0.44,
2021-01-21 01:00:00,2021-01-21 02:00:00,31.25,51.36,5.33,13.53,18.85,1.03,6.25,1.09,,,0.43,
2021-01-21 02:00:00,2021-01-21 03:00:00,32.46,53.13,4.31,13.64,17.95,0.88,6.5,1.19,,,0.44,
2021-01-21 03:00:00,2021-01-21 04:00:00,31.46,51.72,3.65,13.58,17.23,0.89,4.75,1.11,,,0.43,
2021-01-21 04:00:00,2021-01-21 05:00:00,31.14,51.19,3.9,13.12,16.98,0.81,4.75,1.11,,,0.44,
2021-01-21 05:00:00,2021-01-21 06:00:00,32.25,52.89,3.99,13.33,17.32,0.71,6.0,1.31,,,0.46,
2021-01-21 06:00:00,2021-01-21 07:00:00,34.48,56.22,4.16,13.29,17.45,0.8,5.25,1.06,,,0.45,
2021-01-21 07:00:00,2021-01-21 08:00:00,28.54,47.37,4.5,13.31,17.75,0.71,5.75,0.87,,,0.46,
2021-01-21 08:00:00,2021-01-21 09:00:00,28.35,47.03,4.51,13.22,17.72,0.79,6.5,1.68,,,0.54,
2021-01-21 09:00:00,2021-01-21 10:00:00,38.03,61.6,3.15,14.19,17.34,0.67,7.25,2.73,,,0.76,
2021-01-21 10:00:00,2021-01-21 11:00:00,51.98,82.46,3.14,13.19,16.32,0.4,5.0,2.79,,,1.06,
2021-01-21 11:00:00,2021-01-21 12:00:00,46.49,74.09,4.55,11.52,16.07,0.37,5.5,1.51,,,0.81,
2021-01-21 12:00:00,2021-01-21 13:00:00,31.67,52.0,5.55,10.64,16.19,0.38,5.5,0.9,,,0.48,
2021-01-21 13:00:00,2021-01-21 14:00:00,20.35,35.1,5.95,10.02,15.96,0.45,8.75,0.68,,,0.4,
2021-01-21 14:00:00,2021-01-21 15:00:00,13.14,24.2,7.18,9.38,16.56,0.39,13.0,0.54,,,0.37,
2021-01-21 15:00:00,2021-01-21 16:00:00,13.14,24.2,7.96,8.64,16.6,0.38,64.0,0.52,,,0.35,
2021-01-21 16:00:00,2021-01-21 17:00:00,11.83,22.24,8.26,8.11,16.37,0.4,2.0,0.53,,,0.35,
2021-01-21 17:00:00,2021-01-21 18:00:00,11.76,22.13,8.25,8.8,17.05,0.55,1.33,0.69,,,0.36,
2021-01-21 18:00:00,2021-01-21 19:00:00,20.23,34.62,6.93,8.79,15.72,0.9,5.75,0.75,,,0.36,
2021-01-21 19:00:00,2021-01-21 20:00:00,38.17,61.54,7.42,9.34,16.76,1.06,53.75,1.48,,,0.38,
2021-01-21 20:00:00,2021-01-21 21:00:00,50.82,80.72,6.25,10.73,16.98,1.19,29.25,1.56,,,0.39,
2021-01-21 21:00:00,2021-01-21 22:00:00,50.17,79.82,7.6,9.76,17.32,0.77,4.0,1.5,,,0.4,
2021-01-21 22:00:00,2021-01-21 23:00:00,61.14,96.22,7.66,11.64,19.3,1.07,4.75,1.64,,,0.42,
2021-01-21 23:00:00,2021-01-22 00:00:00,63.37,99.63,6.99,11.62,18.61,0.92,5.0,1.73,,,0.48,
2021-01-22 00:00:00,2021-01-22 01:00:00,61.53,96.79,6.31,11.91,18.21,0.85,4.75,1.54,,,0.45,
2021-01-22 01:00:00,2021-01-22 02:00:00,59.42,93.67,5.68,12.63,18.31,0.95,6.0,1.66,,,0.47,
2021-01-22 02:00:00,2021-01-22 03:00:00,64.42,101.1,5.5,12.88,18.39,0.96,6.0,1.61,,,0.48,
2021-01-22 03:00:00,2021-01-22 04:00:00,65.1,102.17,4.79,13.34,18.13,0.83,5.5,1.43,,,0.44,
2021-01-22 04:00:00,2021-01-22 05:00:00,58.36,92.03,4.27,13.22,17.49,0.76,6.5,1.39,,,0.43,
2021-01-22 05:00:00,2021-01-22 06:00:00,56.37,89.06,4.47,13.83,18.26,0.72,7.0,1.34,,,0.42,
2021-01-22 06:00:00,2021-01-22 07:00:00,50.91,80.78,4.61,12.84,17.39,0.69,9.5,1.26,,,0.46,
2021-01-22 07:00:00,2021-01-22 08:00:00,51.34,81.51,5.14,13.44,18.58,0.75,9.5,1.41,,,0.5,
2021-01-22 08:00:00,2021-01-22 09:00:00,53.39,84.6,5.27,13.81,19.09,0.72,9.75,2.01,,,0.53,
2021-01-22 09:00:00,2021-01-22 10:00:00,66.25,104.05,4.25,14.58,18.84,0.77,12.25,2.88,,,0.72,
2021-01-22 10:00:00,2021-01-22 11:00:00,72.75,113.63,4.2,13.38,17.57,0.41,6.5,3.75,,,1.08,
2021-01-22 11:00:00,2021-01-22 12:00:00,65.97,103.59,5.01,11.66,16.67,0.38,6.25,1.86,,,1.02,
2021-01-22 12:00:00,2021-01-22 13:00:00,57.74,91.12,5.53,11.19,16.73,0.41,4.75,1.1,,,0.56,
2021-01-22 13:00:00,2021-01-22 14:00:00,48.6,77.36,6.52,10.62,17.14,0.52,8.25,0.89,,,0.43,
2021-01-22 14:00:00,2021-01-22 15:00:00,32.78,54.06,7.78,9.42,17.2,0.42,11.75,0.83,,,0.4,
2021-01-22 15:00:00,2021-01-22 16:00:00,34.15,55.6,7.83,9.71,17.54,0.37,81.5,0.83,,,0.4,
2021-01-22 16:00:00,2021-01-22 17:00:00,33.54,54.88,8.97,8.28,17.25,0.39,33.0,0.9,,,0.42,
2021-01-22 17:00:00,2021-01-22 18:00:00,27.63,46.0,8.65,8.01,16.67,0.56,2.0,0.88,,,0.47,
2021-01-22 18:00:00,2021-01-22 19:00:00,37.27,60.52,9.28,9.31,18.59,0.89,23.25,1.15,,,0.56,
2021-01-22 19:00:00,2021-01-22 20:00:00,48.52,77.44,6.31,11.13,17.45,1.11,47.0,1.83,,,1.87,
2021-01-22 20:00:00,2021-01-22 21:00:00,53.81,85.27,6.35,10.85,17.2,1.04,19.5,2.33,,,2.19,
2021-01-22 21:00:00,2021-01-22 22:00:00,68.02,106.27,5.89,11.68,17.57,1.03,3.5,2.29,,,0.65,
2021-01-22 22:00:00,2021-01-22 23:00:00,79.15,123.13,6.14,12.2,18.34,0.81,5.5,2.73,,,0.65,
2021-01-22 23:00:00,2021-01-23 00:00:00,82.16,127.77,5.54,12.78,18.33,0.91,4.33,3.19,,,0.6,
2021-01-23 00:00:00,2021-01-23 01:00:00,82.99,129.0,5.19,12.9,18.09,0.96,4.0,3.34,,,0.59,
2021-01-23 01:00:00,2021-01-23 02:00:00,97.28,150.34,3.85,13.59,17.44,0.96,6.0,3.39,,,0.62,
2021-01-23 02:00:00,2021-01-23 03:00:00,104.16,160.75,4.71,14.71,19.43,0.9,6.0,3.51,,,0.61,
2021-01-23 03:00:00,2021-01-23 04:00:00,94.97,146.88,3.54,13.53,17.07,0.83,5.0,3.12,,,0.54,
2021-01-23 04:00:00,2021-01-23 05:00:00,83.07,129.11,4.31,13.39,17.7,0.82,4.25,2.74,,,0.51,
2021-01-23 05:00:00,2021-01-23 06:00:00,88.81,137.74,3.47,13.69,17.16,0.81,6.25,2.66,,,0.45,
2021-01-23 06:00:00,2021-01-23 07:00:00,83.43,129.66,4.08,14.52,18.6,0.69,6.75,2.63,,,0.46,
2021-01-23 07:00:00,2021-01-23 08:00:00,75.7,117.99,4.17,13.79,17.96,0.61,5.0,3.01,,,0.49,
2021-01-23 08:00:00,2021-01-23 09:00:00,75.09,117.17,3.56,13.27,16.82,0.72,7.25,2.41,,,0.48,
2021-01-23 09:00:00,2021-01-23 10:00:00,80.47,125.26,3.71,13.84,17.55,0.78,6.25,2.79,,,0.58,
2021-01-23 10:00:00,2021-01-23 11:00:00,80.99,126.09,3.13,13.53,16.66,0.47,7.0,3.72,,,0.84,
2021-01-23 11:00:00,2021-01-23 12:00:00,82.72,128.65,4.16,12.37,16.53,0.4,6.75,2.35,,,0.84,
2021-01-23 12:00:00,2021-01-23 13:00:00,72.54,113.13,5.31,11.08,16.39,0.47,6.5,1.73,,,0.64,
2021-01-23 13:00:00,2021-01-23 14:00:00,56.33,89.07,5.6,10.97,16.57,0.4,8.5,2.0,,,0.44,
2021-01-23 14:00:00,2021-01-23 15:00:00,42.62,68.49,7.47,9.65,17.12,0.37,41.25,1.09,,,0.38,
2021-01-23 15:00:00,2021-01-23 16:00:00,38.05,61.57,7.27,8.88,16.15,0.38,36.25,1.05,,,0.37,
2021-01-23 16:00:00,2021-01-23 17:00:00,37.62,60.95,8.57,8.25,16.81,0.38,3.0,1.01,,,0.37,
2021-01-23 17:00:00,2021-01-23 18:00:00,39.59,63.95,8.69,7.87,16.56,0.51,4.0,1.06,,,0.37,
2021-01-23 18:00:00,2021-01-23 19:00:00,43.36,69.48,8.27,8.55,16.82,0.86,5.5,1.07,,,0.39,
2021-01-23 19:00:00,2021-01-23 20:00:00,50.16,79.96,6.41,9.32,15.73,1.04,7.5,1.3,,,0.42,
2021-01-23 20:00:00,2021-01-23 21:00:00,60.61,95.48,7.53,10.14,17.68,1.19,12.5,1.39,,,0.44,
2021-01-23 21:00:00,2021-01-23 22:00:00,65.39,102.59,6.44,10.66,17.09,1.15,89.5,1.65,,,0.44,
2021-01-23 22:00:00,2021-01-23 23:00:00,81.52,126.79,4.77,11.92,16.69,0.73,49.0,1.77,,,0.47,
2021-01-23 23:00:00,2021-01-24 00:00:00,83.74,130.17,4.87,11.73,16.52,0.82,6.0,1.97,,,0.51,
2021-01-24 00:00:00,2021-01-24 01:00:00,81.45,126.72,4.72,12.16,16.88,0.97,2.0,1.78,,,0.52,
2021-01-24 01:00:00,2021-01-24 02:00:00,76.29,118.76,4.19,12.54,16.73,0.78,2.0,1.56,,,0.49,
2021-01-24 02:00:00,2021-01-24 03:00:00,70.06,109.61,4.89,13.06,17.96,0.91,5.0,1.76,,,0.5,
2021-01-24 03:00:00,2021-01-24 04:00:00,70.24,109.87,3.86,12.95,16.81,1.0,3.0,1.33,,,0.46,
