From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (ug/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2023-02-13 23:00:00,2023-02-14 00:00:00,105.0,262.75,44.75,86.2,82.22,8.9,6.12,1.54,9.3,0.67,5.62,2.08,2.73,1.95,44.5,0.25,278.0,145.0,,18.08,0.0,
2023-02-14 00:00:00,2023-02-14 01:00:00,55.0,151.0,8.03,65.1,41.18,12.5,2.4,0.73,9.62,0.47,4.42,1.47,2.05,1.43,41.75,0.33,270.25,145.5,,17.93,0.0,
2023-02-14 01:00:00,2023-02-14 02:00:00,33.25,96.75,0.88,45.33,24.8,12.07,1.0,0.4,20.15,0.35,3.33,1.05,1.45,1.0,42.0,0.3,272.5,143.0,,17.62,0.0,
2023-02-14 02:00:00,2023-02-14 03:00:00,12.75,59.5,0.23,31.12,16.75,12.17,0.93,0.29,31.22,0.22,2.53,0.7,1.05,0.7,41.75,0.35,271.5,147.5,,17.5,0.0,
2023-02-14 03:00:00,2023-02-14 04:00:00,12.5,50.25,0.37,35.12,18.85,12.5,0.75,0.3,27.55,0.15,1.95,0.5,0.73,0.47,44.75,0.22,283.25,148.75,,17.23,0.0,
2023-02-14 04:00:00,2023-02-14 05:00:00,14.0,51.0,0.63,42.45,22.98,13.22,1.1,0.32,21.45,0.1,1.67,0.38,0.6,0.4,50.25,0.25,274.25,151.25,,16.82,0.0,
2023-02-14 05:00:00,2023-02-14 06:00:00,14.0,56.0,8.3,58.4,37.83,11.7,1.25,0.42,14.28,0.1,1.5,0.3,0.45,0.3,49.75,0.3,276.5,145.25,,16.82,0.0,
2023-02-14 06:00:00,2023-02-14 07:00:00,30.5,87.25,18.15,61.55,47.5,11.68,3.42,0.87,15.68,0.12,1.52,0.3,0.47,0.3,52.25,0.23,273.25,147.25,,16.57,0.0,
2023-02-14 07:00:00,2023-02-14 08:00:00,102.0,170.0,30.0,73.2,63.33,14.22,5.47,1.71,23.35,0.23,1.68,0.32,0.5,0.3,43.25,0.38,277.0,185.25,,17.52,0.0,
2023-02-14 08:00:00,2023-02-14 09:00:00,142.0,238.75,9.15,46.05,31.93,16.18,3.57,0.64,31.03,0.3,1.78,0.38,0.57,0.3,29.25,0.43,276.25,260.0,,19.52,0.0,
2023-02-14 09:00:00,2023-02-14 10:00:00,52.25,143.0,3.45,33.58,20.65,12.53,11.47,0.42,54.63,0.22,1.62,0.3,0.45,0.27,15.5,0.65,211.25,359.25,,21.02,0.0,
2023-02-14 10:00:00,2023-02-14 11:00:00,18.25,95.25,5.25,39.85,25.45,11.2,6.4,0.55,59.67,0.2,1.5,0.3,0.4,0.28,13.5,0.85,22.75,405.25,,21.55,0.0,
2023-02-14 11:00:00,2023-02-14 12:00:00,20.5,113.0,3.3,32.1,19.75,10.15,2.58,0.44,65.92,0.18,1.55,0.3,0.45,0.25,12.5,0.93,193.5,441.75,,22.15,0.0,
2023-02-14 12:00:00,2023-02-14 13:00:00,15.0,83.25,2.65,27.1,16.57,10.78,1.5,0.36,67.95,0.1,1.5,0.3,0.4,0.22,11.5,0.92,177.75,442.25,,22.65,0.0,
2023-02-14 13:00:00,2023-02-14 14:00:00,11.5,59.25,1.2,21.6,12.43,11.1,1.23,0.28,71.42,0.1,1.5,0.27,0.33,0.25,10.25,1.07,238.5,381.75,,22.93,0.0,
2023-02-14 14:00:00,2023-02-14 15:00:00,10.0,51.75,1.18,24.38,13.93,11.03,0.88,0.31,70.43,0.1,1.58,0.23,0.3,0.2,12.25,1.05,172.0,347.25,,23.1,0.0,
2023-02-14 15:00:00,2023-02-14 16:00:00,10.75,54.0,2.08,30.47,17.9,11.03,1.02,0.36,69.93,0.1,1.55,0.22,0.3,0.2,15.0,1.15,33.25,276.25,,23.0,0.0,
2023-02-14 16:00:00,2023-02-14 17:00:00,13.25,63.0,1.75,26.88,15.73,10.38,1.05,0.33,71.5,0.1,1.55,0.3,0.3,0.2,13.0,0.75,89.75,149.25,,23.18,0.0,
2023-02-14 17:00:00,2023-02-14 18:00:00,18.5,76.5,2.83,73.15,41.2,7.75,49.62,0.96,52.05,0.1,1.73,0.43,0.38,0.25,26.0,0.55,106.5,153.25,,22.4,0.0,
2023-02-14 18:00:00,2023-02-14 19:00:00,36.75,142.25,26.8,106.5,78.45,9.68,7.12,1.92,21.1,0.17,2.48,0.67,0.75,0.45,37.0,0.17,113.5,150.25,,21.0,0.0,
2023-02-14 19:00:00,2023-02-14 20:00:00,68.25,235.25,15.32,100.1,65.7,14.62,8.93,2.23,21.18,0.25,3.17,0.8,1.1,0.72,45.0,0.2,280.25,157.0,,20.0,0.0,
2023-02-14 20:00:00,2023-02-14 21:00:00,120.0,277.67,17.57,93.7,64.13,17.93,8.53,2.38,20.97,0.4,3.33,0.93,1.23,0.8,46.33,0.2,287.33,162.0,,19.53,0.0,
2023-02-14 21:00:00,2023-02-14 22:00:00,139.0,299.75,46.5,91.95,86.75,12.0,13.75,2.31,15.0,0.47,3.8,1.02,1.35,0.85,45.5,0.2,275.0,159.75,,19.3,0.0,
2023-02-14 22:00:00,2023-02-14 23:00:00,130.0,311.33,63.47,89.97,99.43,11.6,10.63,2.07,10.95,0.5,3.87,1.03,1.43,0.93,47.0,0.23,279.67,157.67,,18.93,0.0,
2023-02-14 23:00:00,2023-02-15 00:00:00,92.0,255.33,123.27,89.77,147.93,7.27,8.63,2.23,10.1,0.4,3.9,1.03,1.53,1.03,53.33,0.23,191.67,163.67,,18.43,0.0,
2023-02-15 00:00:00,2023-02-15 01:00:00,91.75,264.75,71.0,75.48,97.9,11.15,6.2,1.56,8.68,0.4,3.95,1.15,1.63,1.1,56.75,0.33,267.0,169.25,,18.25,0.0,
2023-02-15 01:00:00,2023-02-15 02:00:00,76.75,231.5,6.33,52.77,33.23,16.65,6.55,0.57,10.15,0.35,3.48,0.97,1.45,0.95,54.5,0.33,278.5,169.75,,18.52,0.0,
2023-02-15 02:00:00,2023-02-15 03:00:00,48.0,209.5,0.53,38.78,21.0,16.98,4.8,0.36,18.83,0.25,2.67,0.7,1.03,0.65,55.25,0.22,290.75,168.0,,18.27,0.0,
2023-02-15 03:00:00,2023-02-15 04:00:00,30.5,140.75,0.33,32.45,17.52,16.73,3.6,0.32,28.45,0.18,2.12,0.53,0.73,0.43,54.0,0.23,276.25,167.5,,18.02,0.0,
2023-02-15 04:00:00,2023-02-15 05:00:00,14.25,67.5,0.4,31.88,17.12,17.65,3.57,0.34,30.88,0.1,1.78,0.38,0.57,0.33,53.0,0.22,283.0,177.0,,17.98,0.0,
2023-02-15 05:00:00,2023-02-15 06:00:00,18.0,64.5,0.5,35.85,19.48,16.05,4.6,0.46,32.0,0.1,1.52,0.33,0.4,0.3,49.75,0.35,281.5,177.0,,18.1,0.0,
2023-02-15 06:00:00,2023-02-15 07:00:00,39.0,82.5,0.95,51.98,28.45,16.3,6.25,0.97,28.52,0.12,1.4,0.3,0.3,0.2,56.25,0.38,282.5,183.5,,17.88,0.0,
2023-02-15 07:00:00,2023-02-15 08:00:00,74.75,129.75,3.87,53.6,31.62,15.88,4.58,0.98,25.27,0.2,1.48,0.3,0.3,0.2,53.5,0.38,279.0,210.0,,18.27,0.0,
2023-02-15 08:00:00,2023-02-15 09:00:00,67.0,162.0,10.75,50.97,35.88,15.77,13.9,0.74,28.87,0.2,1.5,0.3,0.4,0.22,36.0,0.75,283.5,279.75,,20.5,0.0,
2023-02-15 09:00:00,2023-02-15 10:00:00,40.5,185.75,4.3,36.1,22.7,15.25,13.05,0.46,50.03,0.2,1.5,0.3,0.38,0.2,22.25,1.05,299.25,368.75,,22.0,0.0,
2023-02-15 10:00:00,2023-02-15 11:00:00,23.25,150.25,3.57,29.07,18.33,14.4,7.1,0.49,54.95,0.15,1.48,0.3,0.38,0.2,16.25,1.15,309.75,399.75,,27.45,0.0,
2023-02-15 11:00:00,2023-02-15 12:00:00,20.75,104.5,3.5,33.52,20.68,12.18,1.8,0.45,56.77,0.1,1.5,0.3,0.32,0.2,14.25,0.97,330.75,428.0,,29.65,0.0,
2023-02-15 12:00:00,2023-02-15 13:00:00,17.5,94.75,2.98,29.55,18.12,14.33,2.53,0.45,56.68,0.1,1.15,0.3,0.38,0.28,12.5,1.1,327.75,430.25,,30.17,0.0,
2023-02-15 13:00:00,2023-02-15 14:00:00,10.25,84.75,2.42,28.05,16.88,14.55,2.3,0.43,58.17,0.1,1.45,0.3,0.4,0.3,12.5,1.35,325.5,372.0,,30.57,0.0,
2023-02-15 14:00:00,2023-02-15 15:00:00,13.0,84.75,2.98,33.05,20.03,15.2,2.73,0.49,61.38,0.1,1.42,0.3,0.33,0.3,18.25,1.27,171.75,325.75,,30.7,0.0,
2023-02-15 15:00:00,2023-02-15 16:00:00,18.5,88.25,3.05,31.88,19.4,15.5,2.35,0.47,60.6,0.1,1.5,0.3,0.4,0.3,15.75,1.15,330.5,258.25,,30.77,0.0,
2023-02-15 16:00:00,2023-02-15 17:00:00,16.5,92.75,2.5,36.55,21.45,14.4,1.1,0.49,55.3,0.1,1.62,0.32,0.38,0.3,17.0,1.05,319.75,143.75,,30.7,0.0,
2023-02-15 17:00:00,2023-02-15 18:00:00,19.0,103.25,5.47,70.8,42.1,11.95,2.77,1.09,40.77,0.12,1.68,0.38,0.43,0.3,23.5,0.4,258.25,143.25,,29.93,0.0,
2023-02-15 18:00:00,2023-02-15 19:00:00,39.33,168.67,74.67,118.23,123.57,4.33,5.27,2.79,13.6,0.23,2.63,0.67,0.9,0.63,41.0,0.17,252.67,160.0,,27.9,0.0,
2023-02-15 19:00:00,2023-02-15 20:00:00,75.25,255.0,85.38,112.5,129.22,13.45,10.22,3.52,14.3,0.35,4.35,1.27,1.7,1.23,49.25,0.15,270.0,162.0,,26.85,0.0,
2023-02-15 20:00:00,2023-02-15 21:00:00,134.75,327.0,245.67,123.3,265.3,9.15,12.2,6.13,14.95,0.53,6.35,2.2,2.62,1.93,54.5,0.28,271.0,166.25,,26.4,0.0,
2023-02-15 21:00:00,2023-02-15 22:00:00,155.0,478.0,312.0,115.1,314.88,,15.53,7.28,16.3,0.88,9.95,3.53,4.2,3.3,58.0,0.28,278.5,168.5,,26.05,0.0,
2023-02-15 22:00:00,2023-02-15 23:00:00,195.5,525.25,242.9,92.72,246.77,5.6,11.65,5.91,16.1,1.1,11.47,3.98,5.0,4.03,60.25,0.28,276.0,166.5,,25.62,0.0,
2023-02-15 23:00:00,2023-02-16 00:00:00,163.75,401.5,139.62,82.8,157.57,13.12,6.97,2.66,10.85,1.1,11.0,3.7,4.82,3.9,53.25,0.45,262.5,168.5,,25.88,0.0,
2023-02-16 00:00:00,2023-02-16 01:00:00,92.25,267.75,14.88,63.88,46.05,20.3,1.7,0.8,8.53,0.85,8.8,2.95,4.03,3.12,44.75,0.38,267.75,165.5,,25.87,0.0,
2023-02-16 01:00:00,2023-02-16 02:00:00,35.25,132.25,0.97,38.65,21.37,20.4,0.72,0.36,13.58,0.53,6.28,2.0,2.95,2.1,44.0,0.2,289.0,175.75,,22.02,0.0,
2023-02-16 02:00:00,2023-02-16 03:00:00,14.25,74.25,0.8,31.75,17.52,19.65,0.8,0.29,18.5,0.35,4.45,1.35,2.08,1.43,44.0,0.3,280.25,167.5,,18.42,0.0,
2023-02-16 03:00:00,2023-02-16 04:00:00,12.5,73.25,0.8,36.95,20.3,18.27,0.33,0.24,21.25,0.2,3.27,0.95,1.45,1.03,48.0,0.23,262.25,171.5,,18.18,0.0,
2023-02-16 04:00:00,2023-02-16 05:00:00,15.0,68.75,0.95,35.25,19.5,18.18,0.3,0.24,22.65,0.15,2.47,0.7,1.07,0.75,50.25,0.22,264.0,172.5,,17.9,0.0,
2023-02-16 05:00:00,2023-02-16 06:00:00,19.0,70.5,3.83,52.95,31.3,17.27,,0.43,13.92,0.15,2.08,0.53,0.85,0.55,53.5,0.3,236.75,169.25,,17.43,0.0,
2023-02-16 06:00:00,2023-02-16 07:00:00,31.25,90.5,19.73,61.35,48.67,15.48,2.1,0.82,12.83,0.15,1.9,0.47,0.7,0.5,52.25,0.42,271.5,179.25,,17.35,0.0,
2023-02-16 07:00:00,2023-02-16 08:00:00,59.0,126.5,9.95,55.27,37.5,16.65,1.48,0.78,17.62,0.28,1.98,0.5,0.7,0.43,48.25,0.22,261.0,211.25,,18.08,0.0,
2023-02-16 08:00:00,2023-02-16 09:00:00,61.75,157.0,19.4,61.6,48.52,16.52,6.25,1.02,20.97,0.3,1.92,0.45,0.7,0.4,36.5,0.45,86.0,257.5,,20.17,0.0,
2023-02-16 09:00:00,2023-02-16 10:00:00,63.75,203.75,7.45,46.18,30.57,19.15,4.18,0.7,46.93,0.27,2.02,0.45,0.73,0.45,31.5,0.65,199.75,325.25,,21.8,0.0,
2023-02-16 10:00:00,2023-02-16 11:00:00,47.5,178.25,5.6,42.8,27.33,20.63,6.07,0.62,61.17,0.3,1.98,0.4,0.67,0.38,31.5,0.78,61.0,354.0,,26.35,0.0,
2023-02-16 11:00:00,2023-02-16 12:00:00,53.75,189.25,2.8,31.8,19.2,18.17,2.33,0.47,64.33,0.3,1.82,0.4,0.65,0.38,27.75,0.85,260.25,388.25,,27.15,0.0,
2023-02-16 12:00:00,2023-02-16 13:00:00,44.5,143.75,2.68,30.12,18.2,18.95,1.32,0.43,61.98,0.2,1.83,0.4,0.6,0.32,25.75,0.92,93.0,409.5,,27.75,0.0,
2023-02-16 13:00:00,2023-02-16 14:00:00,25.25,116.0,2.35,26.77,16.1,20.65,0.62,0.37,58.45,0.2,1.9,0.38,0.55,0.35,23.25,0.95,228.0,340.0,,28.17,0.0,
2023-02-16 14:00:00,2023-02-16 15:00:00,17.75,95.5,1.73,24.3,14.32,19.07,1.2,0.34,60.38,0.18,1.8,0.33,0.47,0.33,19.5,0.95,334.0,292.75,,28.52,0.0,
2023-02-16 15:00:00,2023-02-16 16:00:00,19.5,92.0,1.83,27.75,16.27,17.52,1.05,0.38,61.3,0.1,1.95,0.3,0.43,0.3,20.0,0.85,264.0,235.5,,28.78,0.0,
2023-02-16 16:00:00,2023-02-16 17:00:00,19.75,98.25,2.33,40.38,23.35,16.82,0.85,0.52,56.52,0.1,2.15,0.3,0.5,0.3,23.25,0.85,28.0,159.5,,28.65,0.0,
2023-02-16 17:00:00,2023-02-16 18:00:00,27.75,111.0,4.53,80.92,46.75,10.42,3.2,1.19,38.73,0.12,2.33,0.38,0.55,0.35,30.25,0.35,89.5,153.5,,27.8,0.0,
2023-02-16 18:00:00,2023-02-16 19:00:00,45.25,184.25,50.6,114.2,101.85,8.88,29.55,2.74,12.85,0.2,3.02,0.72,0.95,0.68,46.25,0.1,189.75,160.0,,25.95,0.0,
2023-02-16 19:00:00,2023-02-16 20:00:00,85.0,328.75,45.02,98.58,89.03,15.9,8.38,2.54,10.5,0.35,4.22,1.12,1.72,1.2,55.25,0.15,258.5,167.0,,25.05,0.0,
2023-02-16 20:00:00,2023-02-16 21:00:00,127.25,380.5,23.5,97.6,71.0,19.0,6.53,2.91,14.28,0.43,4.43,1.22,1.85,1.25,56.75,0.18,279.25,163.0,,24.75,0.0,
2023-02-16 21:00:00,2023-02-16 22:00:00,145.25,349.5,19.82,88.6,63.23,20.2,6.68,2.64,13.22,0.5,4.73,1.3,1.9,1.25,59.75,0.2,280.25,163.75,,24.32,0.0,
2023-02-16 22:00:00,2023-02-16 23:00:00,146.5,348.0,68.65,96.28,107.03,16.35,10.05,3.05,12.73,0.6,5.08,1.35,1.95,1.3,60.75,0.22,278.0,168.25,,24.02,0.0,
2023-02-16 23:00:00,2023-02-17 00:00:00,146.25,339.25,62.35,92.65,99.95,21.27,7.62,2.1,10.2,0.6,5.6,1.52,2.08,1.35,58.75,0.27,274.75,172.0,,23.87,0.0,
2023-02-17 00:00:00,2023-02-17 01:00:00,115.25,271.25,38.05,76.67,71.73,23.88,6.28,1.66,9.65,0.5,5.08,1.4,1.93,1.2,63.75,0.33,264.75,168.5,,23.52,0.0,
2023-02-17 01:00:00,2023-02-17 02:00:00,104.25,214.5,6.15,47.05,30.0,24.27,4.97,0.72,14.6,0.45,4.4,1.23,1.65,1.05,60.5,0.5,279.5,161.0,,23.45,0.0,
2023-02-17 02:00:00,2023-02-17 03:00:00,54.25,145.0,0.72,35.8,19.65,23.85,5.47,0.47,21.2,0.33,3.33,0.88,1.18,0.72,58.25,0.48,276.0,161.5,,23.42,0.0,
2023-02-17 03:00:00,2023-02-17 04:00:00,37.5,115.5,2.08,42.17,24.1,22.17,4.05,0.44,18.08,0.22,2.55,0.65,0.93,0.55,66.75,0.23,141.0,175.0,,22.62,0.0,
2023-02-17 04:00:00,2023-02-17 05:00:00,45.0,112.5,23.45,57.9,49.88,20.48,11.45,1.01,10.9,0.2,2.18,0.58,0.7,0.43,73.5,0.33,81.5,162.75,,22.5,0.0,
2023-02-17 05:00:00,2023-02-17 06:00:00,66.5,172.25,43.97,47.77,61.15,20.8,5.12,1.25,8.38,0.2,2.18,0.6,0.72,0.43,82.5,0.15,177.0,167.0,,21.95,0.0,
2023-02-17 06:00:00,2023-02-17 07:00:00,82.75,192.25,37.15,49.97,56.8,25.18,2.3,1.49,10.58,0.28,2.27,0.6,0.73,0.45,85.25,0.22,263.25,178.75,,21.8,0.0,
2023-02-17 07:00:00,2023-02-17 08:00:00,112.25,223.5,42.95,56.42,64.95,26.6,1.83,1.65,12.9,0.3,2.3,0.58,0.75,0.5,81.25,0.28,280.0,217.0,,22.23,0.0,
2023-02-17 08:00:00,2023-02-17 09:00:00,139.25,251.75,9.1,59.2,38.88,33.25,21.55,1.16,22.77,0.35,2.35,0.62,0.78,0.5,60.25,0.42,184.75,273.5,,24.2,0.0,
2023-02-17 09:00:00,2023-02-17 10:00:00,109.25,242.5,4.9,42.25,26.48,33.52,55.23,0.82,46.8,0.33,2.12,0.57,0.73,0.43,49.0,0.97,112.0,345.75,,25.12,0.0,
2023-02-17 10:00:00,2023-02-17 11:00:00,101.5,243.75,5.65,45.1,28.6,31.45,142.2,0.64,52.45,0.27,1.82,0.43,0.57,0.3,42.25,1.32,113.75,379.5,,26.02,0.0,
2023-02-17 11:00:00,2023-02-17 12:00:00,80.75,194.75,3.33,29.6,18.45,24.23,41.7,0.53,61.75,0.2,1.5,0.33,0.45,0.28,35.5,1.52,100.5,384.5,,26.75,0.0,
2023-02-17 12:00:00,2023-02-17 13:00:00,65.25,160.75,2.67,25.53,15.73,25.6,37.88,0.54,65.58,0.2,1.4,0.3,0.4,0.22,32.75,1.35,98.75,392.5,,27.3,0.0,
2023-02-17 13:00:00,2023-02-17 14:00:00,54.75,145.0,2.5,26.75,16.25,26.8,35.67,0.54,65.08,0.2,1.45,0.3,0.4,0.22,31.75,1.28,81.25,358.5,,27.73,0.0,
2023-02-17 14:00:00,2023-02-17 15:00:00,50.25,156.25,4.67,48.08,29.38,26.43,115.77,0.56,58.23,0.2,1.42,0.3,0.3,0.3,28.5,1.05,59.75,333.25,,28.23,0.0,
2023-02-17 15:00:00,2023-02-17 16:00:00,49.5,141.75,3.05,28.0,17.38,23.28,18.57,0.46,59.48,0.18,1.65,0.57,0.47,0.3,20.5,1.15,48.0,261.75,,31.6,0.0,
2023-02-17 16:00:00,2023-02-17 17:00:00,25.5,106.5,2.43,34.6,20.38,17.8,12.5,0.47,55.88,0.1,1.75,0.5,0.47,0.33,17.75,0.98,29.0,197.75,,31.05,0.0,
2023-02-17 17:00:00,2023-02-17 18:00:00,25.5,105.75,9.25,80.25,50.23,12.43,12.6,1.17,35.65,0.1,1.9,0.62,0.55,0.35,25.25,0.33,91.0,199.5,,28.23,0.0,
2023-02-17 18:00:00,2023-02-17 19:00:00,45.25,159.0,36.52,108.78,87.55,7.8,17.85,1.97,10.97,0.2,2.55,0.72,0.88,0.6,44.5,0.17,251.75,188.5,,25.72,0.0,
2023-02-17 19:00:00,2023-02-17 20:00:00,84.0,262.75,94.03,114.25,137.22,9.35,33.55,3.58,12.77,0.3,3.72,1.23,1.4,1.12,55.5,0.28,228.5,188.75,,24.88,0.0,
2023-02-17 20:00:00,2023-02-17 21:00:00,147.5,381.0,191.18,117.65,218.02,6.38,19.33,5.27,12.7,0.47,5.5,2.08,2.3,1.88,60.25,0.25,272.75,191.0,,24.43,0.0,
2023-02-17 21:00:00,2023-02-17 22:00:00,158.75,430.5,200.15,109.7,221.07,9.5,14.87,5.82,12.9,0.7,7.0,2.7,3.17,2.47,61.25,0.33,269.75,198.25,,21.12,0.0,
2023-02-17 22:00:00,2023-02-17 23:00:00,157.5,436.5,112.4,89.38,138.92,20.28,12.55,3.69,12.8,0.88,8.28,3.05,3.72,2.9,58.0,0.38,255.75,204.75,,19.98,0.0,
2023-02-17 23:00:00,2023-02-18 00:00:00,144.75,361.5,84.88,82.7,112.97,24.85,10.55,2.0,12.38,0.8,8.1,2.67,3.45,2.58,58.5,0.35,272.5,202.25,,19.58,0.0,
2023-02-18 00:00:00,2023-02-18 01:00:00,131.0,299.5,61.73,80.15,92.8,25.27,7.72,1.89,8.88,0.67,7.27,2.25,3.0,2.15,61.25,0.3,280.5,191.75,,19.08,0.0,
2023-02-18 01:00:00,2023-02-18 02:00:00,102.5,227.0,57.45,69.6,83.75,25.12,5.38,1.6,7.4,0.53,6.8,1.95,2.55,1.85,66.25,0.15,281.75,193.0,,18.5,0.0,
2023-02-18 02:00:00,2023-02-18 03:00:00,75.0,179.75,36.97,64.38,64.3,24.8,3.12,1.19,6.47,0.43,5.8,1.6,2.17,1.52,70.5,0.18,267.5,192.25,,18.5,0.0,
2023-02-18 03:00:00,2023-02-18 04:00:00,61.5,149.75,23.43,58.95,50.42,25.05,2.07,0.91,6.38,0.35,4.7,1.28,1.8,1.25,71.5,0.15,269.75,185.0,,18.32,0.0,
2023-02-18 04:00:00,2023-02-18 05:00:00,71.0,145.5,56.8,50.68,73.1,21.23,1.9,1.57,7.57,0.3,3.85,1.02,1.48,1.02,74.75,0.38,131.75,210.5,,18.48,0.0,
2023-02-18 05:00:00,2023-02-18 06:00:00,98.0,211.75,64.1,55.75,81.78,23.8,3.1,1.98,8.82,0.35,3.88,1.12,1.58,1.15,78.0,0.38,90.75,228.5,,18.18,0.0,
2023-02-18 06:00:00,2023-02-18 07:00:00,128.75,276.5,24.43,51.12,47.05,33.42,2.7,1.38,8.32,0.4,3.65,1.1,1.52,1.08,78.0,0.22,159.5,245.0,,17.77,0.0,
2023-02-18 07:00:00,2023-02-18 08:00:00,120.5,246.75,22.88,54.08,47.35,32.3,2.25,1.52,11.43,0.4,3.1,0.95,1.2,0.88,76.0,0.3,271.0,338.5,,18.08,0.0,
2023-02-18 08:00:00,2023-02-18 09:00:00,128.25,247.75,5.1,33.58,22.03,37.27,7.25,0.73,24.37,0.35,2.65,0.8,1.0,0.67,56.5,0.45,237.75,306.0,,19.9,0.0,
2023-02-18 09:00:00,2023-02-18 10:00:00,81.75,182.0,2.75,31.8,19.12,39.9,22.5,0.8,57.37,0.3,2.15,0.6,0.78,0.53,46.25,0.4,221.25,359.0,,21.45,0.0,
2023-02-18 10:00:00,2023-02-18 11:00:00,83.25,183.25,3.25,40.4,24.1,39.75,19.8,0.87,64.12,0.3,1.98,0.55,0.7,0.45,43.0,0.85,68.75,392.5,,22.05,0.0,
2023-02-18 11:00:00,2023-02-18 12:00:00,107.5,234.25,3.6,34.15,21.1,30.95,35.7,0.69,71.03,0.27,1.73,0.5,0.62,0.4,38.75,1.22,69.0,394.75,,22.62,0.0,
2023-02-18 12:00:00,2023-02-18 13:00:00,83.33,199.67,2.13,22.23,13.6,32.63,9.8,0.53,73.73,0.2,1.57,0.43,0.53,0.33,34.67,1.13,59.0,384.0,,25.43,0.0,
2023-02-18 13:00:00,2023-02-18 14:00:00,40.0,118.0,1.65,21.88,12.95,33.8,5.75,0.49,75.75,0.2,1.5,0.4,0.47,0.3,32.25,0.93,112.5,343.0,,30.8,0.0,
2023-02-18 14:00:00,2023-02-18 15:00:00,45.5,114.75,1.12,21.88,12.55,35.3,6.45,0.52,77.28,0.17,1.58,0.38,0.4,0.3,32.5,1.05,120.5,334.0,,30.98,0.0,
2023-02-18 15:00:00,2023-02-18 16:00:00,40.0,107.25,1.52,20.25,12.02,33.48,5.17,0.43,69.25,0.12,1.6,0.3,0.4,0.3,23.5,0.95,4.0,253.25,,31.42,0.0,
2023-02-18 16:00:00,2023-02-18 17:00:00,28.5,89.5,0.95,17.73,10.18,26.65,4.58,0.45,72.62,0.1,1.67,0.35,0.4,0.28,25.0,0.77,297.0,156.0,,31.45,0.0,
2023-02-18 17:00:00,2023-02-18 18:00:00,34.0,95.0,4.38,62.55,36.83,22.0,6.57,1.01,50.48,0.1,1.65,0.32,0.32,0.28,33.5,0.35,68.5,182.0,,30.52,0.0,
2023-02-18 18:00:00,2023-02-18 19:00:00,53.5,150.75,28.5,112.0,82.75,16.17,11.02,2.17,15.47,0.17,2.08,0.6,0.65,0.42,47.5,0.2,186.5,191.0,,28.98,0.0,
2023-02-18 19:00:00,2023-02-18 20:00:00,96.25,292.25,162.9,128.75,200.93,14.0,15.63,4.63,14.12,0.3,3.2,0.93,1.17,0.77,55.25,0.17,168.75,213.5,,27.95,0.0,
2023-02-18 20:00:00,2023-02-18 21:00:00,184.25,523.5,167.05,121.42,200.4,14.85,22.2,5.03,18.35,0.53,5.2,1.67,2.27,1.5,57.5,0.2,217.75,206.0,,27.58,0.0,
2023-02-18 21:00:00,2023-02-18 22:00:00,246.25,569.75,113.2,105.12,147.93,19.02,14.82,4.0,15.1,0.7,6.28,2.0,2.75,1.8,59.0,0.28,272.0,189.75,,27.2,0.0,
2023-02-18 22:00:00,2023-02-18 23:00:00,188.0,405.75,141.97,100.78,169.03,16.62,13.7,4.26,13.57,0.8,6.65,2.23,3.0,1.98,62.0,0.28,268.5,189.5,,26.82,0.0,
2023-02-18 23:00:00,2023-02-19 00:00:00,182.25,403.0,89.7,87.65,119.53,24.7,9.6,1.55,10.85,0.75,6.65,2.23,3.02,2.05,61.75,0.35,268.5,182.75,,23.1,0.0,
2023-02-19 00:00:00,2023-02-19 01:00:00,145.5,311.75,25.0,76.5,61.0,26.7,5.15,0.0,7.97,0.62,5.82,1.93,2.65,1.75,62.5,0.4,254.0,204.25,,19.55,0.0,
2023-02-19 01:00:00,2023-02-19 02:00:00,104.0,217.5,4.6,66.5,39.1,28.58,6.4,0.0,8.1,0.45,4.7,1.45,2.05,1.3,60.5,0.35,273.0,228.0,,19.58,0.0,
2023-02-19 02:00:00,2023-02-19 03:00:00,69.5,155.75,1.2,46.83,25.88,29.43,7.72,,12.6,0.35,3.55,1.07,1.55,0.93,61.75,0.3,256.25,225.75,,19.27,0.0,
2023-02-19 03:00:00,2023-02-19 04:00:00,54.5,120.75,1.17,45.2,25.0,28.9,6.28,,13.93,0.25,2.85,0.8,1.15,0.67,64.5,0.25,270.25,221.0,,18.9,0.0,
2023-02-19 04:00:00,2023-02-19 05:00:00,50.75,114.0,1.47,48.9,27.22,27.93,6.4,,14.03,0.2,2.42,0.7,0.92,0.55,62.25,0.38,255.0,203.5,,19.02,0.0,
2023-02-19 05:00:00,2023-02-19 06:00:00,53.25,126.0,1.83,53.98,30.18,27.03,9.83,,12.75,0.2,2.17,0.57,0.8,0.43,61.75,0.25,282.5,222.75,,18.9,0.0,
